geo,time,sh_dyn_aids_fe_zs
aus,1995,10.3
aus,1996,10.4
aus,1997,10.5
aus,1998,10.6
aus,1999,10.7
aus,2000,10.8
aus,2001,10.8
aus,2002,10.9
aus,2003,11.1
aus,2004,11.3
aus,2005,11.5
aus,2006,11.7
aus,2007,11.9
aus,2008,12.1
aus,2009,12.3
aus,2010,12.6
aus,2011,12.7
aus,2012,12.9
aus,2013,13.1
aus,2014,13.2
aus,2015,13.3
aus,2016,13.4
aus,2017,13.5
aus,2018,13.6
aus,2019,13.7
aus,2020,13.8
aze,1990,31
aze,1991,31.6
aze,1992,32.4
aze,1993,33
aze,1994,33.7
aze,1995,34.3
aze,1996,34.9
aze,1997,35.3
aze,1998,35.8
aze,1999,36.1
aze,2000,36.4
aze,2001,36.7
aze,2002,36.9
aze,2003,37.1
aze,2004,37.4
aze,2005,37.6
aze,2006,37.8
aze,2007,38
aze,2008,38.1
aze,2009,38.2
aze,2010,38.2
aze,2011,38
aze,2012,37.7
aze,2013,37.4
aze,2014,37.1
aze,2015,37
aze,2016,37
aze,2017,36.9
aze,2018,36.9
aze,2019,36.9
aze,2020,37
bdi,1990,51.3
bdi,1991,52
bdi,1992,52.7
bdi,1993,53.3
bdi,1994,53.7
bdi,1995,54
bdi,1996,54.2
bdi,1997,54.4
bdi,1998,54.5
bdi,1999,54.7
bdi,2000,54.9
bdi,2001,55.2
bdi,2002,55.5
bdi,2003,55.8
bdi,2004,56
bdi,2005,56.2
bdi,2006,56.4
bdi,2007,56.5
bdi,2008,56.6
bdi,2009,56.7
bdi,2010,56.8
bdi,2011,56.9
bdi,2012,57.1
bdi,2013,57.5
bdi,2014,58.1
bdi,2015,58.6
bdi,2016,59.1
bdi,2017,59.4
bdi,2018,59.7
bdi,2019,60
bdi,2020,60.2
ben,1990,56.4
ben,1991,57.1
ben,1992,57.7
ben,1993,58.2
ben,1994,58.6
ben,1995,58.9
ben,1996,59.2
ben,1997,59.5
ben,1998,59.7
ben,1999,59.9
ben,2000,60
ben,2001,60.1
ben,2002,60.2
ben,2003,60.2
ben,2004,60.3
ben,2005,60.4
ben,2006,60.4
ben,2007,60.4
ben,2008,60.5
ben,2009,60.7
ben,2010,61
ben,2011,61.3
ben,2012,61.5
ben,2013,61.8
ben,2014,62.3
ben,2015,62.8
ben,2016,63.2
ben,2017,63.6
ben,2018,64.1
ben,2019,64.6
ben,2020,65
bfa,1990,51.3
bfa,1991,51.8
bfa,1992,52.2
bfa,1993,52.6
bfa,1994,52.9
bfa,1995,53.1
bfa,1996,53.4
bfa,1997,53.6
bfa,1998,53.8
bfa,1999,54
bfa,2000,54.1
bfa,2001,54.2
bfa,2002,54.3
bfa,2003,54.4
bfa,2004,54.4
bfa,2005,54.4
bfa,2006,54.5
bfa,2007,54.5
bfa,2008,54.6
bfa,2009,54.6
bfa,2010,54.7
bfa,2011,54.9
bfa,2012,55.2
bfa,2013,55.9
bfa,2014,56.6
bfa,2015,57.3
bfa,2016,57.9
bfa,2017,58.4
bfa,2018,58.9
bfa,2019,59.5
bfa,2020,60
bhs,1990,45.6
bhs,1991,45.8
bhs,1992,46
bhs,1993,46.2
bhs,1994,46.4
bhs,1995,46.6
bhs,1996,46.9
bhs,1997,47.2
bhs,1998,47.5
bhs,1999,47.7
bhs,2000,47.9
bhs,2001,48
bhs,2002,48.1
bhs,2003,48.1
bhs,2004,48.1
bhs,2005,48.1
bhs,2006,48.2
bhs,2007,48.4
bhs,2008,48.8
bhs,2009,49.2
bhs,2010,49.5
bhs,2011,49.6
bhs,2012,49.6
bhs,2013,49.6
bhs,2014,49.7
bhs,2015,49.7
bhs,2016,49.6
bhs,2017,49.5
bhs,2018,49.5
bhs,2019,49.5
bhs,2020,49.3
blr,1990,25
blr,1991,25.6
blr,1992,26.3
blr,1993,26.9
blr,1994,27.4
blr,1995,27.7
blr,1996,28.3
blr,1997,28.6
blr,1998,29
blr,1999,29.4
blr,2000,29.7
blr,2001,30
blr,2002,30.2
blr,2003,30.4
blr,2004,30.7
blr,2005,30.8
blr,2006,31
blr,2007,31.1
blr,2008,31.2
blr,2009,31.3
blr,2010,31.4
blr,2011,31.7
blr,2012,32
blr,2013,32.3
blr,2014,32.5
blr,2015,32.7
blr,2016,33
blr,2017,33.3
blr,2018,33.4
blr,2019,33.5
blr,2020,33.6
blz,1990,42.9
blz,1991,41.2
blz,1992,42.1
blz,1993,42.5
blz,1994,42.9
blz,1995,43.6
blz,1996,44.1
blz,1997,44.5
blz,1998,44.7
blz,1999,44.9
blz,2000,45.1
blz,2001,45.2
blz,2002,45.2
blz,2003,45.3
blz,2004,45.3
blz,2005,45.4
blz,2006,45.6
blz,2007,45.7
blz,2008,46
blz,2009,46.3
blz,2010,46.7
blz,2011,47
blz,2012,47.3
blz,2013,47.5
blz,2014,47.6
blz,2015,47.9
blz,2016,48.1
blz,2017,48.1
blz,2018,48.3
blz,2019,48.4
blz,2020,48.4
bol,1990,37.1
bol,1991,38.2
bol,1992,39.3
bol,1993,40.3
bol,1994,41.2
bol,1995,42.2
bol,1996,43
bol,1997,43.6
bol,1998,44
bol,1999,44.4
bol,2000,44.6
bol,2001,44.9
bol,2002,45
bol,2003,45.2
bol,2004,45.3
bol,2005,45.4
bol,2006,45.4
bol,2007,45.4
bol,2008,45.4
bol,2009,45.2
bol,2010,45.1
bol,2011,44.9
bol,2012,44.9
bol,2013,44.8
bol,2014,44.7
bol,2015,44.6
bol,2016,44.6
bol,2017,44.5
bol,2018,44.4
bol,2019,44.4
bol,2020,44.4
btn,1990,20
btn,1991,20.8
btn,1992,22
btn,1993,23
btn,1994,23.7
btn,1995,24.4
btn,1996,25
btn,1997,25.9
btn,1998,26.3
btn,1999,26.7
btn,2000,26.9
btn,2001,26.8
btn,2002,26.7
btn,2003,26.5
btn,2004,26.4
btn,2005,26.4
btn,2006,26.5
btn,2007,26.7
btn,2008,26.9
btn,2009,27.2
btn,2010,27.5
btn,2011,27.9
btn,2012,28.3
btn,2013,28.7
btn,2014,29.1
btn,2015,29.6
btn,2016,30
btn,2017,30.5
btn,2018,31
btn,2019,31.4
btn,2020,31.8
bwa,1990,56.3
bwa,1991,56.6
bwa,1992,56.9
bwa,1993,56.9
bwa,1994,57
bwa,1995,57
bwa,1996,56.9
bwa,1997,56.9
bwa,1998,56.8
bwa,1999,56.8
bwa,2000,56.8
bwa,2001,56.7
bwa,2002,56.7
bwa,2003,56.7
bwa,2004,56.7
bwa,2005,56.7
bwa,2006,56.6
bwa,2007,56.6
bwa,2008,56.5
bwa,2009,56.5
bwa,2010,56.5
bwa,2011,56.6
bwa,2012,56.7
bwa,2013,56.9
bwa,2014,57.1
bwa,2015,57.3
bwa,2016,57.5
bwa,2017,57.8
bwa,2018,58
bwa,2019,58.3
bwa,2020,58.7
caf,1990,55.5
caf,1991,56
caf,1992,56.4
caf,1993,56.7
caf,1994,57
caf,1995,57.2
caf,1996,57.4
caf,1997,57.6
caf,1998,57.8
caf,1999,57.9
caf,2000,58.1
caf,2001,58.2
caf,2002,58.2
caf,2003,58.3
caf,2004,58.3
caf,2005,58.4
caf,2006,58.4
caf,2007,58.4
caf,2008,58.4
caf,2009,58.4
caf,2010,58.3
caf,2011,58.4
caf,2012,58.4
caf,2013,58.6
caf,2014,58.6
caf,2015,58.8
caf,2016,59
caf,2017,59.5
caf,2018,60.3
caf,2019,61
caf,2020,61.7
che,1990,25.3
che,1991,25.4
che,1992,25.6
che,1993,25.7
che,1994,25.9
che,1995,26
che,1996,26.2
che,1997,26.4
che,1998,26.6
che,1999,26.7
che,2000,26.8
che,2001,26.9
che,2002,27
che,2003,27
che,2004,27
che,2005,27.1
che,2006,27.1
che,2007,27.1
che,2008,27.1
che,2009,27.1
che,2010,27.1
che,2011,27.1
che,2012,27.2
che,2013,27.2
che,2014,27.3
che,2015,27.3
che,2016,27.4
che,2017,27.4
che,2018,27.4
che,2019,27.4
che,2020,27.4
chl,1990,17
chl,1991,17
chl,1992,17
chl,1993,17
chl,1994,17
chl,1995,17
chl,1996,17
chl,1997,17
chl,1998,17
chl,1999,17
chl,2000,17
chl,2001,17
chl,2002,16.9
chl,2003,16.9
chl,2004,16.9
chl,2005,16.9
chl,2006,16.9
chl,2007,16.9
chl,2008,16.9
chl,2009,17
chl,2010,17
chl,2011,17.1
chl,2012,17.1
chl,2013,17.1
chl,2014,17.2
chl,2015,17.3
chl,2016,17.4
chl,2017,17.5
chl,2018,17.6
chl,2019,17.8
chl,2020,17.9
civ,1990,50.7
civ,1991,51.4
civ,1992,52
civ,1993,52.6
civ,1994,53.1
civ,1995,53.5
civ,1996,54
civ,1997,54.4
civ,1998,54.9
civ,1999,55.3
civ,2000,55.7
civ,2001,56.1
civ,2002,56.5
civ,2003,56.9
civ,2004,57.4
civ,2005,57.8
civ,2006,58.2
civ,2007,58.7
civ,2008,59.2
civ,2009,59.7
civ,2010,60.2
civ,2011,60.7
civ,2012,61.2
civ,2013,61.7
civ,2014,62.3
civ,2015,62.9
civ,2016,63.5
civ,2017,64.1
civ,2018,64.8
civ,2019,65.3
civ,2020,65.8
cmr,1990,62.6
cmr,1991,63.3
cmr,1992,63.8
cmr,1993,64.3
cmr,1994,64.6
cmr,1995,64.9
cmr,1996,65.1
cmr,1997,65.3
cmr,1998,65.4
cmr,1999,65.4
cmr,2000,65.5
cmr,2001,65.5
cmr,2002,65.5
cmr,2003,65.6
cmr,2004,65.6
cmr,2005,65.5
cmr,2006,65.4
cmr,2007,65.3
cmr,2008,65.1
cmr,2009,65
cmr,2010,64.8
cmr,2011,64.6
cmr,2012,64.6
cmr,2013,64.9
cmr,2014,65.3
cmr,2015,65.7
cmr,2016,66.1
cmr,2017,66.5
cmr,2018,66.9
cmr,2019,67.3
cmr,2020,67.6
cod,1990,72.3
cod,1991,72.5
cod,1992,72.7
cod,1993,72.8
cod,1994,72.8
cod,1995,72.8
cod,1996,72.9
cod,1997,72.9
cod,1998,72.8
cod,1999,72.8
cod,2000,72.8
cod,2001,72.7
cod,2002,72.7
cod,2003,72.6
cod,2004,72.5
cod,2005,72.4
cod,2006,72.2
cod,2007,72
cod,2008,71.7
cod,2009,71.5
cod,2010,71.2
cod,2011,71
cod,2012,70.9
cod,2013,70.9
cod,2014,71
cod,2015,71.1
cod,2016,71.2
cod,2017,71.2
cod,2018,71.2
cod,2019,71.3
cod,2020,71.3
cog,1990,59.2
cog,1991,60.2
cog,1992,61.1
cog,1993,61.9
cog,1994,62.6
cog,1995,63.3
cog,1996,63.9
cog,1997,64.5
cog,1998,65.1
cog,1999,65.7
cog,2000,66.2
cog,2001,66.7
cog,2002,67.1
cog,2003,67.4
cog,2004,67.7
cog,2005,67.8
cog,2006,67.9
cog,2007,67.9
cog,2008,67.8
cog,2009,67.6
cog,2010,67.3
cog,2011,67.1
cog,2012,67.1
cog,2013,67.3
cog,2014,67.6
cog,2015,67.9
cog,2016,68.3
cog,2017,68.7
cog,2018,69.1
cog,2019,69.4
cog,2020,69.7
col,1990,24.9
col,1991,23.5
col,1992,22.8
col,1993,22.5
col,1994,22.3
col,1995,22.1
col,1996,22
col,1997,22
col,1998,21.9
col,1999,21.8
col,2000,21.7
col,2001,21.5
col,2002,21.3
col,2003,21.1
col,2004,20.9
col,2005,20.7
col,2006,20.5
col,2007,20.4
col,2008,20.2
col,2009,20
col,2010,19.6
col,2011,19.2
col,2012,18.8
col,2013,18.5
col,2014,18.1
col,2015,17.8
col,2016,17.4
col,2017,17.1
col,2018,16.8
col,2019,16.5
col,2020,16.3
com,1990,64.3
com,1991,64.7
com,1992,63.2
com,1993,63.6
com,1994,64
com,1995,64.3
com,1996,64.5
com,1997,63.9
com,1998,63.4
com,1999,64.4
com,2000,63.5
com,2001,63.2
com,2002,61.9
com,2003,60.9
com,2004,60
com,2005,59.3
com,2006,58.1
com,2007,57.1
com,2008,56.8
com,2009,56.1
com,2010,56
com,2011,56.2
com,2012,56
com,2013,56.2
com,2014,56
com,2015,55.9
com,2016,56.2
com,2017,56.1
com,2018,56.3
com,2019,56.2
com,2020,56.2
cpv,1990,49.6
cpv,1991,49.5
cpv,1992,49.5
cpv,1993,49.5
cpv,1994,49.4
cpv,1995,49.5
cpv,1996,49.5
cpv,1997,49.6
cpv,1998,49.7
cpv,1999,49.7
cpv,2000,49.7
cpv,2001,49.6
cpv,2002,49.4
cpv,2003,49.2
cpv,2004,49
cpv,2005,48.9
cpv,2006,49
cpv,2007,49.1
cpv,2008,49.3
cpv,2009,49.4
cpv,2010,49.5
cpv,2011,49.6
cpv,2012,49.7
cpv,2013,49.9
cpv,2014,50
cpv,2015,50.1
cpv,2016,50.1
cpv,2017,50.1
cpv,2018,50.1
cpv,2019,50.1
cpv,2020,50.1
cri,1990,43.9
cri,1991,44.3
cri,1992,44.6
cri,1993,45
cri,1994,45.2
cri,1995,45.5
cri,1996,45.6
cri,1997,45.8
cri,1998,45.9
cri,1999,46
cri,2000,46
cri,2001,45.8
cri,2002,45.4
cri,2003,45.1
cri,2004,44.7
cri,2005,44.4
cri,2006,44.1
cri,2007,43.8
cri,2008,43.5
cri,2009,43.2
cri,2010,43
cri,2011,42.7
cri,2012,42.4
cri,2013,42
cri,2014,41.6
cri,2015,41.3
cri,2016,41.1
cri,2017,41
cri,2018,40.9
cri,2019,40.9
cri,2020,40.8
cub,1990,42.9
cub,1991,43.4
cub,1992,43.8
cub,1993,44.3
cub,1994,44.7
cub,1995,45
cub,1996,45.3
cub,1997,45.5
cub,1998,45.7
cub,1999,45.8
cub,2000,45.9
cub,2001,45.8
cub,2002,45.6
cub,2003,45.3
cub,2004,45
cub,2005,44.7
cub,2006,44.4
cub,2007,44.1
cub,2008,43.8
cub,2009,43.5
cub,2010,43.2
cub,2011,42.9
cub,2012,42.6
cub,2013,42.3
cub,2014,42
cub,2015,41.7
cub,2016,41.5
cub,2017,41.2
cub,2018,41
cub,2019,40.7
cub,2020,40.4
deu,1990,19.1
deu,1991,19.1
deu,1992,19.1
deu,1993,19.1
deu,1994,19.1
deu,1995,19.1
deu,1996,19.1
deu,1997,19
deu,1998,19.2
deu,1999,19.4
deu,2000,19.7
deu,2001,20
deu,2002,20.2
deu,2003,20.2
deu,2004,20.3
deu,2005,20.2
deu,2006,20.2
deu,2007,20.1
deu,2008,19.9
deu,2009,19.8
deu,2010,19.8
deu,2011,19.8
deu,2012,19.8
deu,2013,19.7
deu,2014,19.7
deu,2015,19.6
deu,2016,19.6
deu,2017,19.6
deu,2018,19.6
deu,2019,19.6
deu,2020,19.6
dji,1990,47.2
dji,1991,49
dji,1992,50.3
dji,1993,51.5
dji,1994,52.6
dji,1995,53.4
dji,1996,54.1
dji,1997,54.7
dji,1998,55
dji,1999,55.1
dji,2000,55.2
dji,2001,55.3
dji,2002,55.3
dji,2003,55.4
dji,2004,55.5
dji,2005,55.6
dji,2006,55.7
dji,2007,55.8
dji,2008,55.8
dji,2009,55.9
dji,2010,55.9
dji,2011,55.9
dji,2012,55.9
dji,2013,55.8
dji,2014,55.8
dji,2015,56
dji,2016,55.8
dji,2017,55.7
dji,2018,56
dji,2019,56.3
dji,2020,56.5
dnk,1990,22.3
dnk,1991,23
dnk,1992,23.6
dnk,1993,24.1
dnk,1994,24.6
dnk,1995,25
dnk,1996,25.4
dnk,1997,25.7
dnk,1998,25.9
dnk,1999,26.1
dnk,2000,26.2
dnk,2001,26.2
dnk,2002,26.3
dnk,2003,26.4
dnk,2004,26.4
dnk,2005,26.4
dnk,2006,26.4
dnk,2007,26.3
dnk,2008,26.3
dnk,2009,26.1
dnk,2010,26
dnk,2011,25.8
dnk,2012,25.6
dnk,2013,25.5
dnk,2014,25.3
dnk,2015,25.2
dnk,2016,25.1
dnk,2017,25
dnk,2018,24.9
dnk,2019,24.9
dnk,2020,24.8
dom,1990,41.5
dom,1991,42.3
dom,1992,42.9
dom,1993,43.5
dom,1994,44
dom,1995,44.4
dom,1996,44.8
dom,1997,45.1
dom,1998,45.5
dom,1999,45.7
dom,2000,45.9
dom,2001,46.1
dom,2002,46.2
dom,2003,46.3
dom,2004,46.5
dom,2005,46.7
dom,2006,46.9
dom,2007,47.2
dom,2008,47.5
dom,2009,47.9
dom,2010,48.4
dom,2011,48.9
dom,2012,49.4
dom,2013,49.8
dom,2014,50.2
dom,2015,50.5
dom,2016,50.7
dom,2017,50.9
dom,2018,51.1
dom,2019,51.2
dom,2020,51.3
dza,1990,43.9
dza,1991,44.3
dza,1992,44.5
dza,1993,44.7
dza,1994,44.8
dza,1995,44.9
dza,1996,45
dza,1997,45
dza,1998,45
dza,1999,44.6
dza,2000,44.3
dza,2001,44.2
dza,2002,44.2
dza,2003,44.2
dza,2004,44.1
dza,2005,43.9
dza,2006,43.7
dza,2007,43.6
dza,2008,43.5
dza,2009,43.5
dza,2010,43.8
dza,2011,44.2
dza,2012,44.5
dza,2013,44.8
dza,2014,45
dza,2015,45.2
dza,2016,45.3
dza,2017,45.4
dza,2018,45.5
dza,2019,45.5
dza,2020,45.6
ecu,1990,18.2
ecu,1991,18.9
ecu,1992,20
ecu,1993,20.9
ecu,1994,21.7
ecu,1995,22.4
ecu,1996,23
ecu,1997,23.5
ecu,1998,23.9
ecu,1999,24.3
ecu,2000,24.7
ecu,2001,25
ecu,2002,25.3
ecu,2003,25.6
ecu,2004,25.9
ecu,2005,26.2
ecu,2006,26.5
ecu,2007,26.7
ecu,2008,27
ecu,2009,27.2
ecu,2010,27.5
ecu,2011,27.7
ecu,2012,28
ecu,2013,28.4
ecu,2014,29.1
ecu,2015,29.7
ecu,2016,30.1
ecu,2017,30.4
ecu,2018,30.5
ecu,2019,30.7
ecu,2020,30.8
egy,1990,13.4
egy,1991,14
egy,1992,13.9
egy,1993,14.5
egy,1994,14.5
egy,1995,14.8
egy,1996,15
egy,1997,15.3
egy,1998,15.6
egy,1999,15.9
egy,2000,16.1
egy,2001,16.4
egy,2002,16.6
egy,2003,16.8
egy,2004,17.1
egy,2005,17.3
egy,2006,17.5
egy,2007,17.6
egy,2008,17.7
egy,2009,17.9
egy,2010,18.1
egy,2011,18.6
egy,2012,19
egy,2013,19.4
egy,2014,19.8
egy,2015,20.1
egy,2016,20.4
egy,2017,20.7
egy,2018,21
egy,2019,21.2
egy,2020,21.4
eri,1990,55.4
eri,1991,56
eri,1992,56.5
eri,1993,56.8
eri,1994,57.1
eri,1995,57.4
eri,1996,57.6
eri,1997,57.8
eri,1998,58.1
eri,1999,58.3
eri,2000,58.6
eri,2001,58.9
eri,2002,59.2
eri,2003,59.5
eri,2004,59.8
eri,2005,60
eri,2006,60.1
eri,2007,60
eri,2008,59.9
eri,2009,59.7
eri,2010,59.5
eri,2011,59.3
eri,2012,59.3
eri,2013,59.2
eri,2014,59.2
eri,2015,59.2
eri,2016,59.2
eri,2017,59.3
eri,2018,59.4
eri,2019,59.6
eri,2020,60
esp,1990,24.3
esp,1991,23.6
esp,1992,23
esp,1993,22.4
esp,1994,21.8
esp,1995,21.1
esp,1996,20.6
esp,1997,20.2
esp,1998,19.9
esp,1999,19.7
esp,2000,19.5
esp,2001,19.3
esp,2002,19.1
esp,2003,19
esp,2004,18.9
esp,2005,18.7
esp,2006,18.6
esp,2007,18.5
esp,2008,18.4
esp,2009,18.3
esp,2010,18.2
esp,2011,18.2
esp,2012,18.2
esp,2013,18.1
esp,2014,18.1
esp,2015,18.1
esp,2016,18
esp,2017,17.9
esp,2018,17.8
esp,2019,17.7
esp,2020,17.7
est,2000,37.9
est,2001,37.9
est,2002,37.9
est,2003,38.1
est,2004,38.2
est,2005,38.3
est,2006,38.4
est,2007,38.4
est,2008,38.5
est,2009,38.6
est,2010,38.6
est,2011,38.7
est,2012,38.7
est,2013,38.8
est,2014,38.8
est,2015,38.9
est,2016,38.9
est,2017,39
est,2018,39.1
est,2019,39.2
est,2020,39.3
eth,1990,57.8
eth,1991,58.3
eth,1992,58.7
eth,1993,59
eth,1994,59.3
eth,1995,59.6
eth,1996,60
eth,1997,60.3
eth,1998,60.6
eth,1999,60.9
eth,2000,61.2
eth,2001,61.5
eth,2002,61.7
eth,2003,61.9
eth,2004,62.1
eth,2005,62.2
eth,2006,62.3
eth,2007,62.3
eth,2008,62.2
eth,2009,62.2
eth,2010,62.1
eth,2011,62.1
eth,2012,62.1
eth,2013,62.1
eth,2014,62
eth,2015,62
eth,2016,62.1
eth,2017,62.2
eth,2018,62.3
eth,2019,62.5
eth,2020,62.6
fji,1990,35
fji,1991,37
fji,1992,37.1
fji,1993,38.6
fji,1994,39.6
fji,1995,40.6
fji,1996,41.1
fji,1997,41.7
fji,1998,42.3
fji,1999,42.7
fji,2000,43.2
fji,2001,43.7
fji,2002,43.5
fji,2003,44
fji,2004,44
fji,2005,44.4
fji,2006,44.6
fji,2007,44.8
fji,2008,44.8
fji,2009,45.1
fji,2010,45.2
fji,2011,45.4
fji,2012,45.5
fji,2013,45.5
fji,2014,45.7
fji,2015,45.7
fji,2016,45.8
fji,2017,46
fji,2018,46.2
fji,2019,46.3
fji,2020,46.4
gab,1990,68.5
gab,1991,69.1
gab,1992,69.6
gab,1993,70
gab,1994,70.3
gab,1995,70.5
gab,1996,70.6
gab,1997,70.7
gab,1998,70.7
gab,1999,70.8
gab,2000,70.9
gab,2001,71
gab,2002,71.1
gab,2003,71.1
gab,2004,71.1
gab,2005,70.8
gab,2006,70.3
gab,2007,69.8
gab,2008,69.4
gab,2009,69
gab,2010,68.7
gab,2011,68.4
gab,2012,68.2
gab,2013,68.2
gab,2014,68.4
gab,2015,68.6
gab,2016,68.8
gab,2017,69
gab,2018,69.2
gab,2019,69.4
gab,2020,69.6
geo,1994,0
geo,1995,33.3
geo,1996,28.6
geo,1997,28.6
geo,1998,28.6
geo,1999,29.8
geo,2000,30.2
geo,2001,30.5
geo,2002,30.7
geo,2003,30.9
geo,2004,31
geo,2005,31.2
geo,2006,31.2
geo,2007,31.2
geo,2008,31.2
geo,2009,31.2
geo,2010,31.2
geo,2011,31.2
geo,2012,31.2
geo,2013,31.3
geo,2014,31.3
geo,2015,31.4
geo,2016,31.5
geo,2017,31.5
geo,2018,31.6
geo,2019,31.6
geo,2020,31.6
gha,1990,62
gha,1991,62.6
gha,1992,63
gha,1993,63.4
gha,1994,63.8
gha,1995,64.1
gha,1996,64.3
gha,1997,64.6
gha,1998,64.8
gha,1999,65
gha,2000,65.1
gha,2001,65.3
gha,2002,65.4
gha,2003,65.5
gha,2004,65.5
gha,2005,65.5
gha,2006,65.5
gha,2007,65.4
gha,2008,65.2
gha,2009,65
gha,2010,64.8
gha,2011,64.6
gha,2012,64.6
gha,2013,64.7
gha,2014,64.9
gha,2015,65.2
gha,2016,65.6
gha,2017,66.1
gha,2018,66.7
gha,2019,67.3
gha,2020,67.9
gin,1990,57.3
gin,1991,58.1
gin,1992,58.8
gin,1993,59.5
gin,1994,60.1
gin,1995,60.6
gin,1996,61.1
gin,1997,61.5
gin,1998,62
gin,1999,62.4
gin,2000,62.7
gin,2001,63.1
gin,2002,63.4
gin,2003,63.7
gin,2004,63.9
gin,2005,64
gin,2006,64
gin,2007,64
gin,2008,63.9
gin,2009,63.7
gin,2010,63.6
gin,2011,63.5
gin,2012,63.4
gin,2013,63.6
gin,2014,63.8
gin,2015,64.2
gin,2016,64.5
gin,2017,64.8
gin,2018,65
gin,2019,65.2
gin,2020,65.6
gmb,1990,54.5
gmb,1991,55.2
gmb,1992,55.7
gmb,1993,56.1
gmb,1994,56.4
gmb,1995,56.6
gmb,1996,56.9
gmb,1997,57.2
gmb,1998,57.4
gmb,1999,57.6
gmb,2000,57.8
gmb,2001,57.9
gmb,2002,58.1
gmb,2003,58.2
gmb,2004,58.3
gmb,2005,58.4
gmb,2006,58.5
gmb,2007,58.6
gmb,2008,58.7
gmb,2009,58.8
gmb,2010,58.9
gmb,2011,59
gmb,2012,59.3
gmb,2013,59.6
gmb,2014,59.9
gmb,2015,60.2
gmb,2016,60.5
gmb,2017,60.8
gmb,2018,61.2
gmb,2019,61.5
gmb,2020,61.9
gnb,1990,56.9
gnb,1991,57.7
gnb,1992,58.3
