geo,time,st_int_rcpt_cd
moz,2007,182000000
moz,2008,213000000
moz,2009,217000000
moz,2010,135000000
moz,2011,171000000
moz,2012,224000000
moz,2013,228000000
moz,2014,225000000
moz,2015,202000000
moz,2016,114000000
moz,2017,164000000
moz,2018,331000000
moz,2019,324000000
moz,2020,113000000
mrt,2012,50000000
mrt,2013,50000000
mrt,2014,42000000
mrt,2015,31000000
mrt,2016,33000000
mrt,2017,24000000
mrt,2018,6000000
mrt,2019,13699999.80927
mrt,2020,6400000.09537
mus,1995,616000000
mus,1996,705000000
mus,1997,666000000
mus,1998,672000000
mus,1999,718000000
mus,2000,732000000
mus,2001,820000000
mus,2002,829000000
mus,2003,960000000
mus,2004,1156000000
mus,2005,1189000000
mus,2006,1302000000
mus,2007,1663000000
mus,2008,1823000000
mus,2009,1390000000
mus,2010,1585000000
mus,2011,1808000000
mus,2012,1778000000
mus,2013,1593000000
mus,2014,1719000000
mus,2015,1680000000
mus,2016,1824000000
mus,2017,2005000000
mus,2018,2161000000
mus,2019,2024000000
mus,2020,518000000
mwi,1995,22000000
mwi,1996,31000000
mwi,1997,32000000
mwi,1998,25000000
mwi,1999,42000000
mwi,2000,29000000
mwi,2001,40000000
mwi,2002,45000000
mwi,2003,66000000
mwi,2004,75000000
mwi,2005,48000000
mwi,2006,45000000
mwi,2007,43000000
mwi,2008,43000000
mwi,2009,46000000
mwi,2010,45000000
mwi,2011,36000000
mwi,2012,35000000
mwi,2013,33000000
mwi,2014,36000000
mwi,2015,39000000
mwi,2016,30000000
mwi,2017,35000000
mwi,2018,55000000
mwi,2019,62000000
mwi,2020,35000000
mys,1995,5044000000
mys,1996,5732000000
mys,1997,4925000000
mys,1998,3237000000
mys,1999,4403000000
mys,2000,5873000000
mys,2001,7627000000
mys,2002,8084000000
mys,2003,6799000000
mys,2004,9183000000
mys,2005,10389000000
mys,2006,12280000000
mys,2007,17948000000
mys,2008,18553000000
mys,2009,17231000000
mys,2010,19619000000
mys,2011,21338000000
mys,2012,21711000000
mys,2013,23283000000
mys,2014,24469000000
mys,2015,19194000000
mys,2016,19682000000
mys,2017,20311000000
mys,2018,21775000000
mys,2019,22200000000
mys,2020,3386000000
nam,2000,145000000
nam,2001,250000000
nam,2002,244000000
nam,2003,383000000
nam,2004,426000000
nam,2005,362000000
nam,2006,474000000
nam,2007,541000000
nam,2008,485000000
nam,2009,507000000
nam,2010,471000000
nam,2011,516000000
nam,2012,416000000
nam,2013,357000000
nam,2014,552000000
nam,2015,540000000
nam,2016,295000000
nam,2017,449000000
nam,2018,488000000
nam,2019,451000000
nam,2020,155000000
ncl,2008,267000000
ncl,2009,236000000
ncl,2010,226000000
ncl,2011,285000000
ncl,2012,288000000
ncl,2013,287000000
ncl,2014,287000000
ncl,2015,246000000
ncl,2016,248000000
ner,1996,25600000.38147
ner,1997,28600000.38147
ner,1998,27000000
ner,1999,25100000.38147
ner,2000,23100000.38147
ner,2001,30100000.38147
ner,2002,20200000.76294
ner,2003,27500000
ner,2004,32299999.23706
ner,2005,43900001.52588
ner,2006,39000000
ner,2007,44000000
ner,2008,86000000
ner,2009,69000000
ner,2010,105500000
ner,2011,54000000
ner,2012,51000000
ner,2013,59000000
ner,2014,100000000
ner,2015,80000000
ner,2016,84000000
ner,2017,91000000
ner,2018,114000000
ner,2019,130000000
nga,1995,47000000
nga,1996,58000000
nga,1997,83000000
nga,1998,81000000
nga,1999,99000000
nga,2000,186000000
nga,2001,168000000
nga,2002,256000000
nga,2003,58000000
nga,2004,49000000
nga,2005,139000000
nga,2006,209000000
nga,2007,337000000
nga,2008,958000000
nga,2009,791000000
nga,2010,736000000
nga,2011,688000000
nga,2012,638000000
nga,2013,616000000
nga,2014,605000000
nga,2015,461000000
nga,2016,1088000000
nga,2017,2615000000
nga,2018,1977000000
nga,2019,1471000000
nga,2020,321000000
nic,1995,51000000
nic,1996,55000000
nic,1997,82000000
nic,1998,103000000
nic,1999,128000000
nld,1995,10611000000
nld,1996,11497000000
nld,1997,11750000000
nld,1998,11923000000
nld,1999,12451000000
nld,2000,11285000000
nld,2001,11147000000
nld,2002,11745000000
nld,2003,14603000000
nld,2004,16495000000
nld,2012,17675000000
nld,2013,19429000000
nld,2014,19669000000
nld,2015,17558000000
nld,2016,19421800781.25
nld,2017,21844699218.75
nld,2018,23919099609.375
nld,2019,23723900390.625
nld,2020,10926200195.3125
nld_curacao,1995,175000000
nld_curacao,1996,186000000
nld_curacao,1997,201000000
nld_curacao,1998,261000000
nld_curacao,1999,260000000
nld_curacao,2000,227000000
nld_curacao,2001,271000000
nld_curacao,2002,217000000
nld_curacao,2003,223000000
nld_curacao,2004,224000000
nld_curacao,2005,244000000
nld_curacao,2006,277000000
nld_curacao,2007,329000000
nld_curacao,2008,383000000
nld_curacao,2009,378000000
nld_curacao,2010,438000000
nld_curacao,2011,540000000
nld_curacao,2012,676000000
nld_curacao,2013,778000000
nld_curacao,2014,820000000
nld_curacao,2015,712000000
nld_curacao,2016,644000000
nld_curacao,2017,572000000
nld_curacao,2018,604000000
nld_curacao,2019,706000000
nld_curacao,2020,282000000
nor,1995,2730000000
nor,1996,2770000000
nor,1997,2570000000
nor,1998,2545000000
nor,1999,2750000000
nor,2000,2521000000
nor,2001,2380000000
nor,2002,2581000000
nor,2003,2989000000
nor,2004,3531000000
nor,2005,4243000000
nor,2006,4289000000
nor,2007,5322000000
nor,2008,5702000000
nor,2009,4949000000
nor,2010,5299000000
nor,2011,6565000000
nor,2012,6784000000
nor,2013,7175000000
nor,2014,7503000000
nor,2015,6370000000
nor,2016,6285000000
nor,2017,6565000000
nor,2018,7280000000
nor,2019,7040000000
nor,2020,2196000000
npl,1995,232000000
npl,1996,237000000
npl,1997,201000000
npl,1998,248000000
npl,1999,229000000
npl,2000,219000000
npl,2001,191000000
npl,2002,134000000
npl,2003,232000000
npl,2004,260000000
npl,2005,160000000
npl,2006,157000000
npl,2007,234000000
npl,2008,353000000
npl,2009,439000000
npl,2010,378000000
npl,2011,415000000
npl,2012,379000000
npl,2013,460000000
npl,2014,511000000
npl,2015,509000000
npl,2016,498000000
npl,2017,712000000
npl,2018,740000000
npl,2019,801000000
npl,2020,238000000
nru,2008,600000
nru,2009,500000
nru,2010,600000
nru,2011,1000000
nru,2012,1000000
nru,2013,1500000
nru,2014,6800000
nru,2015,1700000
nru,2016,3400000
nru,2017,3900000
nru,2018,1600000
nzl,1995,2318000000
nzl,1996,2553000000
nzl,1997,2211000000
nzl,1998,1857000000
nzl,1999,2234000000
nzl,2000,2272000000
nzl,2001,2340000000
nzl,2002,3159000000
nzl,2003,4232000000
nzl,2004,5098000000
nzl,2005,6486000000
nzl,2006,6148000000
nzl,2007,7190000000
nzl,2008,6961000000
nzl,2009,5979000000
nzl,2010,6523000000
nzl,2011,7295000000
nzl,2012,7142000000
nzl,2013,7434000000
nzl,2014,8582000000
nzl,2015,9464000000
nzl,2016,9773000000
nzl,2017,10594000000
nzl,2018,10961000000
omn,1998,338000000
omn,1999,350000000
omn,2000,377000000
omn,2001,538000000
omn,2002,539000000
omn,2003,546000000
omn,2004,601000000
omn,2005,627000000
omn,2006,749000000
omn,2007,905000000
omn,2008,1105000000
omn,2009,1092000000
omn,2010,1072000000
omn,2011,1515000000
omn,2012,1723000000
omn,2013,1888000000
omn,2014,1971000000
omn,2015,2247000000
omn,2016,2324000000
omn,2017,2629000000
omn,2018,2874000000
omn,2019,3077000000
omn,2020,669000000
pak,1995,582000000
pak,1996,590000000
pak,1997,618000000
pak,1998,556000000
pak,1999,492000000
pak,2000,551000000
pak,2001,533000000
pak,2002,562000000
pak,2003,620000000
pak,2004,765000000
pak,2005,828000000
pak,2006,919000000
pak,2007,912000000
pak,2008,986000000
pak,2009,950000000
pak,2010,998000000
pak,2011,1127000000
pak,2012,1014000000
pak,2013,938000000
pak,2014,971000000
pak,2015,915000000
pak,2016,790000000
pak,2017,865000000
pak,2018,845000000
pak,2019,992000000
pak,2020,765000000
pan,1995,372000000
pan,1996,432000000
pan,1997,471000000
pan,1998,492000000
pan,1999,506000000
pan,2000,628000000
pan,2001,665000000
pan,2002,710000000
pan,2003,804000000
pan,2004,903000000
pan,2005,1108000000
pan,2006,1425000000
pan,2007,1806000000
pan,2008,2208000000
pan,2009,2280000000
pan,2010,2621000000
pan,2011,3630000000
pan,2012,4585000000
pan,2013,5419000000
pan,2014,5749000000
pan,2015,5754000000
pan,2016,6283000000
pan,2017,6827000000
pan,2018,7139000000
pan,2019,7052000000
pan,2020,1841000000
per,1995,521000000
per,1996,773000000
per,1997,911000000
per,1998,947000000
per,1999,911000000
per,2000,861000000
per,2001,763000000
per,2002,836000000
per,2003,1023000000
per,2004,1232000000
per,2005,1438000000
per,2006,1775000000
per,2007,2007000000
per,2008,2396000000
per,2009,2440000000
per,2010,2475000000
per,2011,2814000000
per,2012,3074000000
per,2013,3916000000
per,2014,3907000000
per,2015,4140000000
per,2016,4288000000
per,2017,4439000000
per,2018,4505000000
per,2019,4703000000
per,2020,1002000000
phl,1995,1141000000
phl,1996,1551000000
phl,1997,2347000000
phl,1998,1431000000
phl,1999,2652000000
phl,2000,2334000000
phl,2001,2011000000
phl,2002,2018000000
phl,2003,1821000000
phl,2004,2390000000
phl,2005,2863000000
phl,2006,4051000000
phl,2007,5523000000
phl,2008,3293000000
phl,2009,2916000000
phl,2010,3441000000
phl,2011,4053000000
phl,2012,4963000000
phl,2013,5599000000
phl,2014,6059000000
phl,2015,6414000000
phl,2016,6289000000
phl,2017,8349000000
phl,2018,9715000000
phl,2019,11455000000
phl,2020,2769000000
plw,2005,63000000
plw,2006,60000000
plw,2007,68000000
plw,2008,78000000
plw,2009,76000000
plw,2010,76000000
plw,2011,94000000
plw,2012,109000000
plw,2013,117000000
plw,2014,131000000
plw,2015,156000000
plw,2016,148000000
plw,2017,123000000
png,2003,4900000.09537
png,2004,7099999.90463
png,2005,9399999.61853
png,2006,3930000.06676
png,2007,4500000
png,2008,3700000.04768
png,2010,2400000.09537
png,2011,5099999.90463
png,2013,3700000.04768
png,2014,2799999.95232
png,2016,1600000.02384
png,2017,15260000.22888
png,2018,4230000.01907
pol,1995,6927000000
pol,1996,8764000000
pol,1997,9053000000
pol,1998,8321000000
pol,1999,6498000000
pol,2000,6128000000
pol,2001,5121000000
pol,2002,4971000000
pol,2003,4733000000
pol,2004,6521000000
pol,2005,7161000000
pol,2006,8153000000
pol,2007,11729000000
pol,2008,12897000000
pol,2009,9888000000
pol,2010,9875000000
pol,2011,11471000000
pol,2012,11704000000
pol,2013,12242000000
pol,2014,12691000000
pol,2015,11164000000
pol,2016,11922000000
pol,2017,13925000000
pol,2018,15569000000
pol,2019,15712000000
pol,2020,8379000000
pri,1995,1828000000
pri,1996,1898000000
pri,1997,2046000000
pri,1998,2233000000
pri,1999,2139000000
pri,2000,2388000000
pri,2001,2728000000
pri,2002,2486000000
pri,2003,2677000000
pri,2004,3024000000
pri,2005,3239000000
pri,2006,3369000000
pri,2007,3414000000
pri,2008,3535000000
pri,2009,3176000000
pri,2010,3211000000
pri,2011,3143000000
pri,2012,3193000000
pri,2013,3311000000
pri,2014,3439000000
pri,2015,3825000000
pri,2016,3974000000
pri,2017,3868000000
pri,2018,3303000000
pri,2019,3612000000
pri,2020,2921000000
prt,1995,5646000000
prt,1996,5572000000
prt,1997,5415000000
prt,1998,6390000000
prt,1999,6047000000
prt,2000,6029000000
prt,2001,6264000000
prt,2002,6643000000
prt,2003,7687000000
prt,2004,8902000000
prt,2005,9038000000
prt,2006,10487000000
prt,2007,12945000000
prt,2008,14081000000
prt,2009,12357000000
prt,2010,12984000000
prt,2011,14911000000
prt,2012,14578000000
prt,2013,16080000000
prt,2014,17577000000
prt,2015,16007000000
prt,2016,17347000000
prt,2017,21586000000
prt,2018,24366000000
prt,2019,24592000000
prt,2020,10522000000
pry,1995,162000000
pry,1996,159000000
pry,1997,145000000
pry,1998,128000000
pry,1999,95000000
pry,2000,88000000
pry,2001,91000000
pry,2002,76000000
pry,2003,81000000
pry,2004,87000000
pry,2005,96000000
pry,2006,112000000
pry,2007,121000000
pry,2008,128000000
pry,2009,225000000
pry,2010,243000000
pry,2011,261000000
pry,2012,291000000
pry,2013,299000000
pry,2014,314000000
pry,2015,348000000
pry,2016,356000000
pry,2017,399000000
pry,2018,393000000
pry,2019,409000000
pry,2020,104000000
pse,1995,255000000
pse,1996,242000000
pse,1997,239000000
pse,1998,346000000
pse,1999,377000000
pse,2000,94000000
pse,2001,14000000
pse,2002,14000000
pse,2003,66000000
pse,2004,84000000
pse,2005,52000000
pse,2006,25000000
pse,2007,99000000
pse,2008,146000000
pse,2009,193000000
pse,2010,409000000
pse,2011,615000000
pse,2012,469000000
pse,2013,524000000
pse,2014,412000000
pse,2015,312000000
pse,2016,235000000
pse,2017,225000000
pse,2018,245000000
pyf,1995,326000000
pyf,1996,322000000
pyf,1997,345000000
pyf,1998,354000000
pyf,1999,394000000
pyf,2002,471000000
pyf,2003,651000000
pyf,2004,737000000
pyf,2005,759000000
pyf,2008,737000000
pyf,2009,618000000
pyf,2010,630000000
pyf,2011,725000000
pyf,2012,720000000
pyf,2013,746000000
pyf,2014,835000000
pyf,2015,758000000
pyf,2016,782000000
qat,2011,4463000000
qat,2012,7220000000
qat,2013,8452000000
qat,2014,10576000000
qat,2015,12131000000
qat,2016,12593000000
qat,2017,15757000000
qat,2018,15239000000
qat,2019,15647000000
qat,2020,14318000000
rou,1995,689000000
rou,1996,670000000
rou,1997,603000000
rou,1998,351000000
rou,1999,306000000
rou,2000,394000000
rou,2001,419000000
rou,2002,400000000
rou,2003,523000000
rou,2004,607000000
rou,2005,1324000000
rou,2006,1675000000
rou,2007,2073000000
rou,2008,2626000000
rou,2009,1688000000
rou,2010,1631000000
rou,2011,2016000000
rou,2012,1904000000
rou,2013,2307000000
rou,2014,2388000000
rou,2015,2229000000
rou,2016,2474000000
rou,2017,3553000000
rou,2018,3879000000
rou,2019,4240000000
rou,2020,1611000000
rus,2001,4726000000
rus,2002,5278000000
rus,2003,5879000000
rus,2004,7262000000
rus,2005,7805000000
rus,2006,9720000000
rus,2007,12426000000
rus,2008,15821000000
rus,2009,12369000000
rus,2010,13239000000
rus,2011,16961000000
rus,2012,17876000000
rus,2013,20198000000
rus,2014,19451000000
rus,2015,13186000000
rus,2016,12822000000
rus,2017,14938000000
rus,2018,18735000000
rus,2019,17235000000
rus,2020,4961000000
rwa,1995,4000000
rwa,1996,6000000
rwa,1997,19000000
rwa,1998,20000000
rwa,1999,21000000
rwa,2000,27000000
rwa,2001,29000000
rwa,2005,67000000
rwa,2006,148000000
rwa,2007,177000000
rwa,2008,224000000
rwa,2009,223000000
rwa,2010,224000000
rwa,2011,298000000
rwa,2012,337000000
rwa,2013,364000000
rwa,2014,376000000
rwa,2015,427000000
rwa,2016,443000000
rwa,2017,496500000
rwa,2018,547000000
rwa,2019,635900024.41406
rwa,2020,212000000
sau,2003,3418000000
sau,2007,6907000000
sau,2008,6775000000
sau,2009,6744000000
sau,2010,7536000000
sau,2011,9317000000
sau,2012,8400000000
sau,2013,8690000000
sau,2014,9263000000
sau,2015,11183000000
sau,2016,13438000000
sau,2017,15020000000
sau,2018,16974000000
sau,2019,19849000000
sau,2020,5960000000
sdn,1995,8000000
sdn,1996,8000000
sdn,1997,4000000
sdn,1998,2000000
sdn,1999,2000000
sdn,2000,5000000
sdn,2001,3000000
sdn,2002,108000000
sdn,2003,17000000
sdn,2004,21000000
sdn,2005,114000000
sdn,2006,194000000
sdn,2007,390000000
sdn,2008,255000000
sdn,2009,231000000
sdn,2010,82000000
sdn,2011,179000000
sdn,2012,772000000
sdn,2013,773000000
sdn,2014,967000000
sdn,2015,949000000
sdn,2016,1009000000
sdn,2017,1029000000
sdn,2018,1043000000
sen,1995,168180313.11035
sen,1996,164000000
sen,1997,171000000
sen,1998,181000000
sen,1999,183000000
sen,2000,152000000
sen,2001,175000000
sen,2002,210000000
sen,2003,269000000
sen,2004,286000000
sen,2005,334000000
sen,2006,329000000
sen,2007,622000000
sen,2008,640000000
sen,2009,475000000
sen,2010,464000000
sen,2011,525000000
sen,2012,469000000
sen,2013,495000000
sen,2014,482000000
sen,2015,417000000
sen,2016,439000000
sen,2017,470000000
sen,2018,557000000
sgp,1995,7611000000
sgp,1996,7402000000
sgp,1997,6326000000
sgp,1998,4603000000
sgp,1999,5089000000
sgp,2000,5142000000
sgp,2001,4641000000
sgp,2002,4458000000
sgp,2003,3842000000
sgp,2004,5327000000
sgp,2005,6209000000
sgp,2006,7536000000
sgp,2007,9066000000
sgp,2008,10615000000
sgp,2009,9225000000
sgp,2010,14178000000
sgp,2011,17929000000
sgp,2012,18795000000
sgp,2013,19231000000
sgp,2014,19161000000
sgp,2015,16617000000
sgp,2016,18944000000
sgp,2017,19891000000
sgp,2018,20416000000
slb,1995,17100000.38147
slb,1996,16000000
slb,1997,9699999.80927
slb,1998,7099999.90463
slb,1999,9699999.80927
slb,2000,4000000
slb,2001,8800000.19073
slb,2002,800000.01192
slb,2003,1600000.02384
slb,2004,3519999.98093
slb,2005,6400000.09537
slb,2006,30899999.61853
slb,2007,33099998.47412
slb,2008,31200000.76294
slb,2009,39299999.23706
slb,2010,50799999.23706
slb,2011,65900001.52588
slb,2012,65400001.52588
slb,2013,70500000
slb,2014,64800003.05176
slb,2015,60000000
slb,2016,71000000
slb,2017,79000000
slb,2018,92000000
slb,2019,82000000
slb,2020,7000000
sle,1995,57000000
sle,1996,29000000
sle,1997,10000000
sle,1998,6000000
sle,1999,6000000
sle,2000,10000000
sle,2001,14000000
sle,2002,38000000
sle,2003,60000000
sle,2004,58000000
sle,2005,64000000
sle,2006,23000000
sle,2007,22000000
sle,2008,34000000
sle,2009,25000000
sle,2010,26000000
sle,2011,44000000
sle,2012,47000000
sle,2013,66000000
sle,2014,35000000
sle,2015,37000000
sle,2016,41000000
sle,2017,39000000
sle,2018,39000000
slv,1995,152000000
slv,1996,155000000
slv,1999,408000000
slv,2000,437000000
slv,2001,452000000
slv,2002,521000000
slv,2003,664000000
slv,2004,748000000
slv,2005,656000000
slv,2006,686000000
slv,2007,793000000
slv,2008,711000000
slv,2009,549000000
slv,2010,646000000
slv,2011,729000000
slv,2012,900000000
slv,2013,1054000000
slv,2014,1285000000
slv,2015,1203000000
slv,2016,1161000000
slv,2017,1227000000
slv,2018,1370000000
slv,2019,1664000000
slv,2020,755000000
srb,2002,77000000
srb,2003,159000000
srb,2004,220000000
srb,2005,308000000
srb,2006,416000000
srb,2007,1018000000
srb,2008,1114000000
srb,2009,986000000
srb,2010,950000000
srb,2011,1149000000
srb,2012,1080000000
srb,2013,1221000000
srb,2014,1352000000
srb,2015,1322000000
srb,2016,1461000000
srb,2017,1706000000
srb,2018,1941000000
srb,2019,2000000000
srb,2020,1422000000
ssd,2015,22000000
ssd,2016,23500000
ssd,2017,26000000
ssd,2018,12000000
stp,1998,4100000
stp,1999,9200000
stp,2000,9900000
stp,2001,6200000
stp,2002,6900000
stp,2003,7400000
stp,2004,7700000
stp,2005,7300000
stp,2006,6700000
stp,2007,5000000
stp,2008,7700000
stp,2009,8300000
stp,2010,11100000
stp,2011,15900000
stp,2012,15000000
stp,2013,30900000
stp,2014,56100000
stp,2015,62500000
stp,2016,69100000
stp,2017,65900000
stp,2018,71900000
sur,1995,52000000
sur,1996,44000000
sur,1997,38000000
sur,1998,36000000
sur,1999,45000000
sur,2000,42000000
sur,2001,26000000
sur,2002,17000000
sur,2003,18000000
sur,2004,52000000
sur,2005,96000000
sur,2006,109000000
sur,2007,73000000
sur,2008,83000000
sur,2009,70000000
sur,2010,69000000
sur,2011,69000000
sur,2012,79000000
sur,2013,92000000
sur,2014,103000000
sur,2015,99000000
sur,2016,74000000
sur,2017,61000000
sur,2018,73000000
sur,2019,64000000
sur,2020,19000000
svk,1995,630000000
svk,1996,681000000
svk,1997,555000000
svk,1998,493000000
svk,1999,465000000
svk,2000,441000000
svk,2001,649000000
svk,2002,742000000
svk,2003,876000000
svk,2004,931000000
svk,2005,1282000000
svk,2006,1655000000
svk,2007,2352000000
svk,2008,3096000000
svk,2009,2541000000
svk,2010,2334000000
svk,2011,2515000000
svk,2012,2365000000
svk,2013,2702000000
svk,2014,2642000000
svk,2015,2480000000
svk,2016,2812000000
svk,2017,3024000000
svk,2018,3318000000
svk,2019,3350000000
svk,2020,1303000000
svn,1995,1128000000
svn,1996,1280000000
svn,1997,1225000000
svn,1998,1135000000
svn,1999,1011000000
svn,2000,1016000000
svn,2001,1059000000
svn,2002,1152000000
svn,2003,1427000000
svn,2004,1725000000
svn,2005,1894000000
svn,2006,2075000000
svn,2007,2464000000
svn,2008,2955000000
svn,2009,2817000000
svn,2010,2808000000
svn,2011,3048000000
svn,2012,2793000000
svn,2013,2966000000
svn,2014,3052000000
svn,2015,2594000000
svn,2016,2717899902.34375
svn,2017,3055100097.65625
svn,2018,3377500000
svn,2019,3353100097.65625
svn,2020,1418000000
swe,1995,4390000000
swe,1996,4534000000
swe,1997,4025000000
swe,1998,4997000000
swe,1999,4943000000
swe,2000,4825000000
swe,2001,5200000000
swe,2002,5671000000
swe,2003,6548000000
swe,2004,7686000000
swe,2005,7628000000
swe,2006,9714000000
swe,2007,11889000000
swe,2008,11732000000
swe,2009,9769000000
swe,2010,10674000000
swz,1995,54000000
swz,1996,42000000
swz,1997,44000000
swz,1998,51000000
swz,1999,15000000
swz,2000,24000000
swz,2001,23000000
swz,2002,45000000
swz,2003,70040000.91553
swz,2004,75099998.47412
swz,2005,77300003.05176
swz,2006,75099998.47412
swz,2007,32200000.76294
swz,2008,26299999.23706
swz,2009,40099998.47412
swz,2010,51400001.52588
swz,2011,10100000.38147
swz,2012,29100000.38147
swz,2013,4199999.80927
swz,2014,15600000.38147
swz,2015,14199999.80927
swz,2016,13199999.80927
swz,2017,13199999.80927
swz,2018,16399999.61853
swz,2019,14300000.19073
swz,2020,7300000.19073
sxm,2007,665000000
sxm,2008,667000000
sxm,2009,619000000
sxm,2010,681000000
sxm,2011,729000000
sxm,2012,854000000
sxm,2013,871000000
sxm,2014,922000000
sxm,2015,913000000
sxm,2016,871000000
sxm,2017,646000000
sxm,2018,468000000
sxm,2019,708000000
sxm,2020,243000000
syc,1995,224000000
syc,1996,182000000
syc,1997,195000000
syc,1998,191000000
syc,1999,202000000
syc,2000,225000000
syc,2001,221000000
syc,2002,247000000
syc,2003,258000000
syc,2004,256000000
syc,2005,269000000
syc,2006,323000000
syc,2007,396000000
syc,2008,408000000
syc,2009,349000000
syc,2010,352000000
syc,2011,380000000
syc,2012,429000000
syc,2013,484000000
syc,2014,481000000
syc,2015,483000000
syc,2016,505000000
syc,2017,585000000
syc,2018,611000000
syc,2019,618000000
syc,2020,228000000
syr,2003,877000000
syr,2004,1883000000
syr,2005,2035000000
syr,2006,2113000000
syr,2007,2972000000
syr,2008,3176000000
syr,2009,3781000000
syr,2010,6308000000
syr,2011,1816000000
tca,1995,53000000
tca,1996,99000000
tca,1997,113000000
tca,1998,157000000
tca,1999,238000000
tca,2000,285000000
tca,2001,311000000
tca,2002,292000000
tcd,1995,43000000
tcd,1996,22000000
tcd,1997,22000000
tcd,1998,15000000
tcd,1999,15000000
tcd,2000,14000000
tcd,2001,23000000
tcd,2002,25000000
tgo,1998,15000000
tgo,1999,10000000
tgo,2000,11000000
tgo,2001,14000000
tgo,2002,16000000
tgo,2003,26000000
tgo,2004,25000000
tgo,2005,27000000
tgo,2006,23000000
tgo,2007,38000000
tgo,2008,44000000
tgo,2009,73000000
tgo,2010,105000000
tgo,2011,209000000
tgo,2012,206000000
tgo,2013,233000000
tgo,2014,233000000
tgo,2015,212000000
tgo,2016,223000000
tgo,2017,245000000
tgo,2018,269000000
tgo,2019,264000000
tha,1995,9257000000
tha,1996,10367000000
tha,1997,9052000000
tha,1998,7954000000
tha,1999,9416000000
tha,2000,9935000000
tha,2001,9378000000
tha,2002,10388000000
tha,2003,10456000000
tha,2004,13054000000
tha,2005,12103000000
tha,2006,16624000000
tha,2007,20625000000
tha,2008,22510000000
tha,2009,19811000000
tha,2010,23796000000
tha,2011,30924000000
tha,2012,34565000000
tha,2013,41765000000
tha,2014,38451000000
tha,2015,44851000000
tha,2016,48459000000
tha,2017,57057000000
tha,2018,61383000000
tha,2019,64371000000
tha,2020,15360000000
tjk,2002,5000000
tjk,2003,6199999.80927
tjk,2004,9600000.38147
tjk,2005,9100000.38147
tjk,2006,11199999.80927
tjk,2007,16500000
tjk,2008,23700000.76294
tjk,2009,19500000
tjk,2010,141500000
tjk,2011,184100006.10352
tjk,2012,286600006.10352
tjk,2013,233300003.05176
tjk,2014,220199996.94824
tjk,2015,146000000
tjk,2016,149600006.10352
tjk,2017,171600006.10352
tjk,2018,170899993.89648
tjk,2019,179100006.10352
tjk,2020,102400001.52588
tkm,1996,13000000
tkm,1997,46000000
tls,2006,20300000
tls,2007,26000000
tls,2008,14000000
tls,2009,16000000
tls,2010,24000000
tls,2011,18000000
tls,2012,21000000
tls,2013,29000000
tls,2014,35000000
tls,2015,51000000
tls,2016,58000000
tls,2017,73000000
tls,2018,78000000
ton,2004,13100000.38147
ton,2005,15000000
ton,2007,15199999.80927
ton,2008,18000000
ton,2009,18399999.61853
ton,2010,17299999.23706
ton,2011,32500000
ton,2012,40000000
ton,2013,47000000
ton,2014,38299999.23706
ton,2015,46400001.52588
ton,2016,52700000.76294
ton,2017,48500000
ton,2018,48099998.47412
ton,2019,57099998.47412
ton,2020,47700000.76294
tto,1995,232000000
tto,1996,262000000
tto,1997,344000000
tto,1998,356000000
tto,1999,365000000
tto,2000,371000000
tto,2001,361000000
tto,2002,402000000
tto,2003,437000000
tto,2004,568000000
tto,2005,593000000
tto,2006,517000000
tto,2007,621000000
tto,2008,557000000
tto,2009,548000000
tto,2010,630000000
tto,2011,650000000
tto,2012,852000000
tto,2013,856000000
tto,2014,875000000
tto,2015,809000000
tto,2016,708000000
tto,2017,717000000
tto,2018,541000000
tto,2019,481000000
tto,2020,151000000
tun,1995,1838000000
tun,1996,1895000000
tun,1997,1858000000
tun,1998,1980000000
tun,1999,2118000000
tun,2000,1977000000
tun,2001,2061000000
tun,2002,1831000000
tun,2003,1935000000
tun,2004,2432000000
tun,2005,2800000000
tun,2006,2999000000
tun,2007,3373000000
tun,2008,3909000000
tun,2009,3524000000
tun,2010,3477000000
tun,2011,2529000000
tun,2012,2931000000
tun,2013,2863000000
tun,2014,3042000000
tun,2015,1869000000
tun,2016,1706000000
tun,2017,1782000000
tun,2018,2320000000
tun,2019,2683000000
tun,2020,1007000000
tur,2005,20760000000
tur,2006,19137000000
tur,2007,21662000000
tur,2008,26446000000
tur,2009,26331000000
tur,2010,26318000000
tur,2011,30302000000
tur,2012,31566000000
tur,2013,37984000000
tur,2014,40028000000
tur,2015,35648000000
tur,2016,26505000000
tur,2017,31993000000
tur,2018,36791000000
tur,2019,41415000000
tur,2020,13771000000
tuv,2005,1200000
tuv,2006,1200000
tuv,2007,1500000
tuv,2008,1900000
tuv,2009,1500000
tuv,2010,2400000
tuv,2011,2400000
tuv,2012,2700000
tuv,2013,2400000
tza,1997,343000000
tza,1998,404000000
tza,1999,467000000
tza,2000,381000000
tza,2001,626000000
tza,2002,639000000
tza,2003,654000000
tza,2004,762000000
tza,2005,835000000
tza,2006,986000000
tza,2007,1215000000
tza,2008,1293000000
tza,2009,1192000000
tza,2010,1279000000
tza,2011,1383000000
tza,2012,1754000000
tza,2013,1939000000
tza,2014,2047000000
tza,2015,1924000000
tza,2016,2149000000
tza,2017,2265000000
tza,2018,2465000000
tza,2019,2624500000
uga,2001,187000000
uga,2002,194000000
uga,2003,185000000
uga,2004,268000000
uga,2005,382000000
