geo,time,nv_ind_totl_kn
arg,1973,105581430353.552
arg,1974,111955912653.82899
arg,1975,110734465172.127
arg,1976,111349760058.554
arg,1977,120958230930.873
arg,1978,110876484497.507
arg,1979,119238129517.907
arg,1980,117701209100.41
arg,1981,105150335739.506
arg,1982,101775660611.78799
arg,1983,107248837910.85001
arg,1984,107972002274.06
arg,1985,98631331514.2627
arg,1986,107143475988.256
arg,1987,110740043467.94099
arg,1988,106806583501.76401
arg,1989,97633221161.70551
arg,1990,92433951437.63319
arg,1991,102312792900
arg,1992,113584340500
arg,1993,119797741300
arg,1994,127232809900
arg,1995,122714216900
arg,1996,130314455500
arg,1997,141223260500
arg,1998,143971608700
arg,1999,134437104000
arg,2000,131485736400
arg,2001,124659669400
arg,2002,110502847100
arg,2003,126151553900
arg,2004,139795267300
arg,2005,148930027000
arg,2006,161834698200
arg,2007,171598747800
arg,2008,176870334800
arg,2009,165491663200
arg,2010,180063034500
arg,2011,190562362100
arg,2012,186367843200
arg,2013,187395091900
arg,2014,180907408200
arg,2015,183421674400
arg,2016,172737070700
arg,2017,176714916800
arg,2018,171326322000
arg,2019,163119549400
arg,2020,147836792200
arm,1990,1477212134280.43994
arm,1991,1241451801400
arm,1992,335780062600
arm,1993,338078291000
arm,1994,367597278800
arm,1995,370469495300
arm,1996,392625538900
arm,1997,400175325600
arm,1998,403786886000
arm,1999,428072331600
arm,2000,529626313300
arm,2001,556929239500
arm,2002,675764364300
arm,2003,842887807300
arm,2004,905126489900
arm,2005,1039062202300
arm,2006,1211208175100
arm,2007,1347602387600
arm,2008,1447775488700
arm,2009,1034395481400
arm,2010,1111140809300
arm,2011,1130788185300
arm,2012,1187232000000
arm,2013,1193325418000
arm,2014,1168183233200
arm,2015,1208053511300
arm,2016,1212118531000
arm,2017,1336569080000
arm,2018,1371612593900
arm,2019,1531249535544.70996
arm,2020,1492625929300.02002
atg,1977,82436560
atg,1978,84188990
atg,1979,101037056
atg,1980,120693468
atg,1981,136353836
atg,1982,108275313
atg,1983,107679135
atg,1984,118079345
atg,1985,139884461
atg,1986,172044167
atg,1987,211591755
atg,1988,232249357
atg,1989,259299650
atg,1990,246200000
atg,1991,257080000
atg,1992,251420000
atg,1993,236060000
atg,1994,246670000
atg,1995,252010000
atg,1996,279930000
atg,1997,300230000
atg,1998,323090000
atg,1999,348760000
atg,2000,371500000
atg,2001,303650000
atg,2002,321940000
atg,2003,349780000
atg,2004,356150000
atg,2005,425810000
atg,2006,576760000
atg,2007,623470000
atg,2008,625660000
atg,2009,582990000
atg,2010,435550000
atg,2011,377910000
atg,2012,389060000
atg,2013,409200000
atg,2014,426480000
atg,2015,438370000
atg,2016,492990000
atg,2017,555360000
atg,2018,666580000
atg,2019,699150000
atg,2020,550390000
aus,2020,504370000000
aut,1976,44768153000
aut,1977,47356221000
aut,1978,46910588000
aut,1979,48540304000
aut,1980,49569064000
aut,1981,48604385000
aut,1982,47656249000
aut,1983,48862289000
aut,1984,47794587000
aut,1985,50288964000
aut,1986,51282279000
aut,1987,51449927000
aut,1988,53232283000
aut,1989,54730846000
aut,1990,58146057000
aut,1991,60542681000
aut,1992,61120164000
aut,1993,61015036000
aut,1994,63797854000
aut,1995,65948190000
aut,1996,67069410000
aut,1997,68168620000
aut,1998,70111480000
aut,1999,72227370000
aut,2000,75208440000
aut,2001,76534980000
aut,2002,75986220000
aut,2003,77843310000
aut,2004,80304500000
aut,2005,81937350000
aut,2006,84930510000
aut,2007,89294190000
aut,2008,89045120000
aut,2009,78979330000
aut,2010,81648640000
aut,2011,84901110000
aut,2012,86149820000
aut,2013,86658540000
aut,2014,86677550000
aut,2015,86669480000
aut,2016,89300010000
aut,2017,92320630000
aut,2018,95348990000
aut,2019,95425930000
aut,2020,90025350000
aze,1992,5428868546.52186
aze,1993,4064371764.00831
aze,1994,2956582367.9286
aze,1995,2560529333.34692
aze,1996,2747369819.60145
aze,1997,3234443800.96989
aze,1998,3813630512.99157
aze,1999,3914161935.5801
aze,2000,3396026419.48735
aze,2001,3677341501.28367
aze,2002,4092273128.48934
aze,2003,4565143864.86817
aze,2004,5016810081.91043
aze,2005,7328700000
aze,2006,11006316800
aze,2007,14673820456.9473
aze,2008,16085099472.4696
aze,2009,17758865444.924
aze,2010,18436797427.4026
aze,2011,17408991214.7831
aze,2012,17245692843.5463
aze,2013,18024803707.6649
aze,2014,18051996622.6096
aze,2015,17703910129.7159
aze,2016,16970536292.7475
aze,2017,16368679163.5109
aze,2018,16260153908.2675
aze,2019,16402784901.8002
aze,2020,15421615117.8974
bdi,1970,125120601752.01199
bdi,1971,132161396658.056
bdi,1972,129087567270.73801
bdi,1973,131491935553.10201
bdi,1974,136309836280.254
bdi,1975,137164267243.341
bdi,1976,151352934131.595
bdi,1977,188337279240.01199
bdi,1978,209838167853.55301
bdi,1979,211540759689.58301
bdi,1980,232972917584.68799
bdi,1981,255280246294.73001
bdi,1982,278885017411.03302
bdi,1983,287940587058.03198
bdi,1984,292377936770.40698
bdi,1985,319592877750.68298
bdi,1986,323822829544.24597
bdi,1987,347820692055.51099
bdi,1988,349752386153.06702
bdi,1989,352267688175.742
bdi,1990,378645802899.76001
bdi,1991,413782860100
bdi,1992,449244041100
bdi,1993,386260026500
bdi,1994,314917799600
bdi,1995,262672936600
bdi,1996,272864646600
bdi,1997,269997243800
bdi,1998,265704287700
bdi,1999,277900114400
bdi,2000,260586515400
bdi,2001,244351579900
bdi,2002,229128105600
bdi,2003,214853076800
bdi,2004,201467403900
bdi,2005,204592000000
bdi,2006,215575000000
bdi,2007,233547000000
bdi,2008,244862000000
bdi,2009,266999000000
bdi,2010,270642000000
bdi,2011,275664000000
bdi,2012,290200000000
bdi,2013,297269000000
bdi,2014,315700000000
bdi,2015,264872300000
bdi,2016,261428960100
bdi,2017,263258962800
bdi,2018,269577256900
bdi,2019,275238423300
bdi,2020,280082784700
bel,1995,58720600000
bel,1996,60129700000
bel,1997,63692100000
bel,1998,64698000000
bel,1999,65775600000
bel,2000,69772900000
bel,2001,70070900000
bel,2002,70094200000
bel,2003,70325200000
bel,2004,73740100000
bel,2005,75494000000
bel,2006,76025700000
bel,2007,79704200000
bel,2008,78095700000
bel,2009,74203600000
bel,2010,77756800000
bel,2011,78788700000
bel,2012,77339000000
bel,2013,77216200000
bel,2014,79671800000
bel,2015,81964700000
bel,2016,81265900000
bel,2017,82160500000
bel,2018,82363600000
bel,2019,85095400000
bel,2020,82465700000
ben,1970,229026350059.375
ben,1971,212428976076.70999
ben,1972,242283226008.27896
ben,1973,235402925714.125
ben,1974,301929669092.39697
ben,1975,260967994035.64801
ben,1976,228676542607.94901
ben,1977,261285673111.83401
ben,1978,244901453362.83701
ben,1979,264076046179.64301
ben,1980,260701563482.27701
ben,1981,310493142042.42798
ben,1982,417258992072.77197
ben,1983,400955156647.87506
ben,1984,434770792774.65503
ben,1985,474624722810.53107
ben,1986,373178209177.31403
ben,1987,372574362746.56097
ben,1988,394916738964.02002
ben,1989,425737133482.62897
ben,1990,460645934185.65198
ben,1991,481545217700
ben,1992,525136624000
ben,1993,515717536200
ben,1994,540646873100
ben,1995,561846650800
ben,1996,605087938700
ben,1997,626317089400
ben,1998,625141822600
ben,1999,636080153300
ben,2000,694653893400
ben,2001,787442310700
ben,2002,802079164800
ben,2003,811519932000
ben,2004,820247702900
ben,2005,874344462800
ben,2006,901000040700
ben,2007,885050618600
ben,2008,806256192400
ben,2009,818607932800
ben,2010,846176846900
ben,2011,847660400400
ben,2012,878720134400
ben,2013,933197108900
ben,2014,969512516800
ben,2015,1103178000000
ben,2016,1113014000000
ben,2017,1118234609500
ben,2018,1172368083600
ben,2019,1331322372700
ben,2020,1400219995200
bfa,1970,190514815523.44
bfa,1971,198129401092.99799
bfa,1972,202127984362.34
bfa,1973,228565769945.39401
bfa,1974,201860672560.68399
bfa,1975,244217690674.48096
bfa,1976,270528108579.09201
bfa,1977,224765088334.90497
bfa,1978,241980400559.63199
bfa,1979,234913684729.20599
bfa,1980,244660189656.38199
bfa,1981,241398626707.76697
bfa,1982,260460375226.62399
bfa,1983,262499978789.31201
bfa,1984,267089086987.77802
bfa,1985,281882955733.46002
bfa,1986,310372658496.867
bfa,1987,336350873448.75403
bfa,1988,333153006160.013
bfa,1989,331344036810.89001
bfa,1990,356622602362.49597
bfa,1991,357071868000
bfa,1992,371936438100
bfa,1993,391552846700
bfa,1994,373686302500
bfa,1995,374427554900
bfa,1996,371169984800
bfa,1997,446882689600
bfa,1998,466296414600
bfa,1999,628089649900
bfa,2000,608674310800
bfa,2001,639462831800
bfa,2002,678124345500
bfa,2003,772202782600
bfa,2004,815211252800
bfa,2005,856316583800
bfa,2006,901365485300
bfa,2007,1025672354300
bfa,2008,1003647170200
bfa,2009,1118135078600
bfa,2010,1252501742600
bfa,2011,1409306417600
bfa,2012,1384977241900
bfa,2013,1449375127800
bfa,2014,1599972746700
bfa,2015,1703415000000
bfa,2016,1789345000000
bfa,2017,1894879542500
bfa,2018,2075347065100
bfa,2019,2124707568100
bfa,2020,2384124090400
bgd,1960,98147232900
bgd,1961,100143306100
bgd,1962,126827970300
bgd,1963,131798696000
bgd,1964,179316975500
bgd,1965,193457896300
bgd,1966,185704268800
bgd,1967,160964833300
bgd,1968,190586916700
bgd,1969,202065005400
bgd,1970,203555583000
bgd,1971,163580612600
bgd,1972,87213251300
bgd,1973,147992155900
bgd,1974,178485368600
bgd,1975,156010275300
bgd,1976,153598749800
bgd,1977,179934719700
bgd,1978,188188308000
bgd,1979,227958180400
bgd,1980,219248010217.43201
bgd,1981,230230707882.11801
bgd,1982,238006854115.69696
bgd,1983,247286901880.39801
bgd,1984,271097120094.87201
bgd,1985,287873790460.65198
bgd,1986,307761430182.508
bgd,1987,334311677712.20697
bgd,1988,344752321196.12402
bgd,1989,357781015339.5
bgd,1990,383890193992.23999
bgd,1991,401974871000
bgd,1992,430069711800
bgd,1993,464880356800
bgd,1994,502673591900
bgd,1995,553616377700
bgd,1996,590912000000
bgd,1997,621790000000
bgd,1998,676053000000
bgd,1999,711487000000
bgd,2000,755996000000
bgd,2001,812406000000
bgd,2002,859550000000
bgd,2003,916123000000
bgd,2004,980703000000
bgd,2005,1058496000000
bgd,2006,1162206379100
bgd,2007,1267128374700
bgd,2008,1356252280300
bgd,2009,1450012350200
bgd,2010,1551980147100
bgd,2011,1691955256900
bgd,2012,1851601366200
bgd,2013,2030083867400
bgd,2014,2195739000000
bgd,2015,2407999000000
bgd,2016,2675136000000
bgd,2017,2948658000000
bgd,2018,3304283000000
bgd,2019,3722924000000
bgd,2020,3843909000000
bgr,1980,10212478970.8301
bgr,1981,10770865952.8313
bgr,1982,11777571109.4254
bgr,1983,12677278240.8424
bgr,1984,13454562525.3942
bgr,1985,14139948401.9419
bgr,1986,14874224375.1784
bgr,1987,15673535511.9517
bgr,1988,17227450901.1982
bgr,1989,17393732052.7148
bgr,1990,15219515542.5912
bgr,1991,12388685651.4113
bgr,1992,11595809759.0405
bgr,1993,10876869588.0753
bgr,1994,11529481712.0115
bgr,1995,10898763000
bgr,1996,10890290000
bgr,1997,11852481000
bgr,1998,11999800000
bgr,1999,11809386000
bgr,2000,13134183000
bgr,2001,13955767000
bgr,2002,14599247000
bgr,2003,15728067000
bgr,2004,16350846000
bgr,2005,17061509000
bgr,2006,18594295000
bgr,2007,20783205000
bgr,2008,21749732000
bgr,2009,20853712000
bgr,2010,19655625000
bgr,2011,20186699000
bgr,2012,21064185000
bgr,2013,20494672000
bgr,2014,20616214000
bgr,2015,21524129000
bgr,2016,22369143000
bgr,2017,22588831000
bgr,2018,22587764000
bgr,2019,22570784000
bgr,2020,20715764000
bhr,2006,3797970000
bhr,2007,4055510000
bhr,2008,4245580000
bhr,2009,4248770000
bhr,2010,4348360000
bhr,2011,4411500000
bhr,2012,4334160000
bhr,2013,4719810000
bhr,2014,4945030000
bhr,2015,5009430000
bhr,2016,5152300000
bhr,2017,5180640000
bhr,2018,5235920000
bhr,2019,5354470000
bhr,2020,5290230000
bhs,1989,747365859.92142
bhs,1990,711139451.69427
bhs,1991,691361000
bhs,1992,700738500
bhs,1993,625582100
bhs,1994,701164500
bhs,1995,696711500
bhs,1996,717974800
bhs,1997,860100000
bhs,1998,746000000
bhs,1999,614500000
bhs,2000,678200000
bhs,2001,443300000
bhs,2002,558100000
bhs,2003,845900000
bhs,2004,742700000
bhs,2005,908200000
bhs,2006,813600000
bhs,2007,393500000
bhs,2008,783800000
bhs,2009,740900000
bhs,2010,1114500000
bhs,2011,1254100000
bhs,2012,1397300000
bhs,2013,1303600000
bhs,2014,1455500000
bhs,2015,1418000000
bhs,2016,1543300000
bhs,2017,1485500000
bhs,2018,1400600000
bhs,2019,1384200000
bhs,2020,975600000
bih,2000,3578105159.13267
bih,2001,3728529532.06061
bih,2002,3843048896.1412
bih,2003,4074357947.75294
bih,2004,4406776400.5736
bih,2005,4853203334.81549
bih,2006,5314453801.15814
bih,2007,5744903580.61054
bih,2008,6269877738.74055
bih,2009,5982317494.55498
bih,2010,6080206328.55239
bih,2011,6060627109.77399
bih,2012,5904685366.55514
bih,2013,6136896919.80668
bih,2014,6242936522.27431
bih,2015,6468676379.27836
bih,2016,6774514188.99733
bih,2017,7116168462.92384
bih,2018,7390196999.19555
bih,2019,7351026368.48853
bih,2020,7215224000
blr,1990,10796240332.8989
blr,1991,10841567600
blr,1992,9932033100
blr,1993,8768696000
blr,1994,7246338600
blr,1995,6272349500
blr,1996,6483894500
blr,1997,7648675000
blr,1998,8477918600
blr,1999,9119754800
blr,2000,9650237200
blr,2001,10113422900
blr,2002,10818466000
blr,2003,11967128100
blr,2004,14220507400
blr,2005,16148020800
blr,2006,18431731700
blr,2007,20145919900
blr,2008,23277231800
blr,2009,23347935000
blr,2010,26169323000
blr,2011,28064897800
blr,2012,28636621000
blr,2013,28086645700
blr,2014,28508500000
blr,2015,26414300000
blr,2016,25180700000
blr,2017,26076800000
blr,2018,27420200000
blr,2019,27878732800
blr,2020,27789487200
blz,1970,44516200
blz,1971,47281900
blz,1972,53757700
blz,1973,58607200
blz,1974,65354300
blz,1975,69510400
blz,1976,69147900
blz,1977,79677500
blz,1978,85696900
blz,1979,90591100
blz,1980,124967369.04611
blz,1981,129775108.43925
blz,1982,126975004.06994
blz,1983,124893310.60813
blz,1984,123055772.32696
blz,1985,124309955.41061
blz,1986,128733021.2126
blz,1987,141624241.63637
blz,1988,149783439.2761
blz,1989,172049415.98457
blz,1990,190955004.09454
blz,1991,204800000
blz,1992,226389700
blz,1993,246049300
blz,1994,232095100
blz,1995,231479300
blz,1996,227330400
blz,1997,231075900
blz,1998,226317200
blz,1999,247326400
blz,2000,308470900
blz,2001,310180300
blz,2002,316923400
blz,2003,306001800
blz,2004,328596000
blz,2005,325629100
blz,2006,406122100
blz,2007,415199400
blz,2008,442333100
blz,2009,516218300
blz,2010,495382400
blz,2011,481457200
blz,2012,452475900
blz,2013,420595100
blz,2014,410059400
blz,2015,397400000
blz,2016,404300000
blz,2017,408100000
blz,2018,411900000
blz,2019,394600000
blz,2020,388400000
bmu,2010,458190000
bmu,2011,392489000
bmu,2012,355817000
bmu,2013,342621000
bmu,2014,330427000
bmu,2015,327041000
bmu,2016,329621000
bmu,2017,343406000
bmu,2018,370574000
bmu,2019,427311000
bol,1960,1986726606.26726
bol,1961,1957624165.74577
bol,1962,2155520761.29192
bol,1963,2370856419.67399
bol,1964,2529923463.80547
bol,1965,2789624760.34667
bol,1966,3039587258.26757
bol,1967,3403169073.42524
bol,1968,3607683844.45143
bol,1969,3866303052.25704
bol,1970,4027534273.8597
bol,1971,4320709119.41556
bol,1972,4847547106.49059
bol,1973,5330548347.28856
bol,1974,5458471943.24248
bol,1975,5637936925.7282
bol,1976,5857784850.23883
bol,1977,6238101833.84846
bol,1978,6298676246.88583
bol,1979,6013471718.83488
bol,1980,5673272000
bol,1981,5484732000
bol,1982,4978183000
bol,1983,4920648000
bol,1984,4711123000
bol,1985,4366587000
bol,1986,3951081000
bol,1987,4093421000
bol,1988,4257606000
bol,1989,4597976000
bol,1990,4923975000
bol,1991,5131464000
bol,1992,5223743000
bol,1993,5507136000
bol,1994,5764722000
bol,1995,6167537000
bol,1996,6356291000
bol,1997,6592364000
bol,1998,7059170000
bol,1999,6920719000
bol,2000,7089119000
bol,2001,7103817000
bol,2002,7294131000
bol,2003,7359423000
bol,2004,7823278000
bol,2005,8329809000
bol,2006,8907422000
bol,2007,9530757000
bol,2008,10539097000
bol,2009,10844336000
bol,2010,11261095267.6729
bol,2011,11809102606.4486
bol,2012,12423637924.0013
bol,2013,13359146189.9261
bol,2014,14058687775.9963
bol,2015,14427189973.9604
bol,2016,15005484495.8825
bol,2017,15342996908.0378
bol,2018,15692338604.8695
bol,2019,15711655780.885
bol,2020,13821769168.6036
bra,1970,229238568929.228
bra,1971,256313063785.55701
bra,1972,292680924981.65503
bra,1973,342549613882.33502
bra,1974,371645357949.82703
bra,1975,389859255816.33899
bra,1976,435612279403.51202
bra,1977,449310258412.84698
bra,1978,478245066392.24597
bra,1979,510752171848.46002
bra,1980,557996747744.44299
bra,1981,508669835243.83398
bra,1982,508466367309.73602
bra,1983,478365158365
bra,1984,508549999857.83197
bra,1985,550607084846.07397
bra,1986,614807870939.12598
bra,1987,620894468861.42395
bra,1988,604751212671.02698
bra,1989,622047097353.41797
bra,1990,571163644789.90796
bra,1991,572648670266.36206
bra,1992,548482896381.12201
bra,1993,586931547417.43799
bra,1994,626439761297.02283
bra,1995,638418618202.78894
bra,1996,644640751955.09595
bra,1997,672843736248.29004
bra,1998,658781272883.41394
bra,1999,641600813937.12
bra,2000,669907191389.20703
bra,2001,665603707726.45801
bra,2002,690918076989.29395
bra,2003,691634003645.68005
bra,2004,748450973225.25696
bra,2005,763377983116.44995
bra,2006,778694817404.56091
bra,2007,827025789512.28406
bra,2008,860930633123.11902
bra,2009,820447188440.65186
bra,2010,904158000000
bra,2011,941358000000
bra,2012,934553635098.32483
bra,2013,954798108277.23291
bra,2014,940397997892.73474
bra,2015,886216936093.453
bra,2016,845749624952.276
bra,2017,841514703043.40491
bra,2018,847548204687.86804
bra,2019,850657405727.04102
bra,2020,821032875497.94214
brb,1975,945533719.54843
brb,1976,1089606075.46049
brb,1977,1065698279.8574
brb,1978,1170253431.37255
brb,1979,1243431485.44266
brb,1980,1298625932.85799
brb,1981,1285081699.34641
brb,1982,1198404634.58111
brb,1983,1238351455.73381
brb,1984,1268500000
brb,1985,1208956625.07427
brb,1986,1281313131.31313
brb,1987,1266238859.18004
brb,1988,1353669637.55199
brb,1989,1428287284.61081
brb,1990,1364221628.04516
brb,1991,1301663400
brb,1992,1135846400
brb,1993,1151674400
brb,1994,1165241200
brb,1995,1238351500
brb,1996,1306939400
brb,1997,1405675900
brb,1998,1369497600
brb,1999,1407183300
brb,2000,1400399900
brb,2001,1391355300
brb,2002,1455421000
brb,2003,1447883800
brb,2004,1487076900
brb,2005,1593350600
brb,2006,1561782800
brb,2007,1560183700
brb,2008,1661210100
brb,2009,1414923600
brb,2010,1272961500
brb,2011,1261307100
brb,2012,1245314600
brb,2013,1226803700
brb,2014,1220694600
brb,2015,1241834200
brb,2016,1219394200
brb,2017,1241330100
brb,2018,1212791300
brb,2019,1172100000
brn,1989,10849211500
brn,1990,10817950000
brn,1991,11400355600
brn,1992,12006721800
brn,1993,11885849700
brn,1994,12322188200
brn,1995,12982401900
brn,1996,13586557900
brn,1997,12761526900
brn,1998,12727826800
brn,1999,13185619000
brn,2000,13578544200
brn,2001,13691404100
brn,2002,14306745400
brn,2003,14804867100
brn,2004,14723957200
brn,2005,14460334500
brn,2006,14873401900
brn,2007,14044536600
brn,2008,13280397400
brn,2009,12614171900
brn,2010,12831162200
brn,2011,13247965800
brn,2012,13064194800
brn,2013,12327882100
brn,2014,11790008300
brn,2015,11786023800
brn,2016,11439216300
brn,2017,11612459600
brn,2018,11570213600
brn,2019,12055215700
brn,2020,12405919908.9805
btn,1980,639807202.78979
btn,1981,1087557604.74214
btn,1982,1169556005.09968
btn,1983,1496455906.52508
btn,1984,1529456506.66897
btn,1985,1439140106.27516
btn,1986,1826408907.96379
btn,1987,3455883715.06888
btn,1988,3428184014.9481
btn,1989,3763948516.41215
btn,1990,3716288616.20434
btn,1991,3619981300
btn,1992,4164162900
btn,1993,4219220600
btn,1994,4516088000
btn,1995,5236903400
btn,1996,5424570200
btn,1997,5378880900
btn,1998,5631235200
btn,1999,6480227000
btn,2000,6950471800
btn,2001,7837689300
btn,2002,9151426000
btn,2003,10033361300
btn,2004,10237889200
btn,2005,10624587800
btn,2006,11563928400
btn,2007,16273790600
btn,2008,17285471800
btn,2009,17882510200
btn,2010,20114999700
btn,2011,20931393600
btn,2012,22348000000
btn,2013,23220000000
btn,2014,24081990000
btn,2015,26060513500
btn,2016,27868201100
btn,2017,28578063800
btn,2018,27153980000
btn,2019,27698780000
btn,2020,24070580000
bwa,1960,308866466.83487
bwa,1961,302188215.36441
bwa,1962,312205592.5701
bwa,1963,288831992.81022
bwa,1964,433462485.07456
bwa,1965,719458926.74191
bwa,1966,687260434.5989
bwa,1967,726981422.6988
bwa,1968,666638550.34541
bwa,1969,1426850568.79217
bwa,1970,2432930919.25399
bwa,1971,3009876273.64937
bwa,1972,3803753487.29741
bwa,1973,4611729667.98469
bwa,1974,5026576996.73313
bwa,1975,6055400076.78065
bwa,1976,6849724226.89875
bwa,1977,8384892400.72964
bwa,1978,10132475403.3661
bwa,1979,11220528500.7797
bwa,1980,13614665110.123
bwa,1981,16008431608.9641
bwa,1982,19590638912.3616
bwa,1983,23997293715.7272
bwa,1984,25997136746.59669
bwa,1985,26907321465.9427
bwa,1986,28825033331.35
bwa,1987,31329119396.5826
bwa,1988,36454261867.0086
bwa,1989,40316538516.69029
bwa,1990,41880257631.5105
bwa,1991,43811942570.309
bwa,1992,43014219291.6924
bwa,1993,42654267481.6334
bwa,1994,43743135943.6988
bwa,1995,46864120792.0374
bwa,1996,46555414986.80689
bwa,1997,49615836298.4246
bwa,1998,48859072476.15649
bwa,1999,52118568376.07
bwa,2000,55665460688.664
bwa,2001,55891452404.3913
bwa,2002,63018883438.8687
bwa,2003,64175753537.2021
bwa,2004,63438994748.35049
bwa,2005,67015056254.7045
bwa,2006,72241981636.71181
bwa,2007,73693159120.1937
bwa,2008,73757242351.7131
bwa,2009,53820687228.9276
bwa,2010,60886906192.145
bwa,2011,61774896057.6032
bwa,2012,61961079584.9532
bwa,2013,71791451169.3649
bwa,2014,71624000000
bwa,2015,63914000000
bwa,2016,66335000000
bwa,2017,69687000000
bwa,2018,73535000000
bwa,2019,72396000000
bwa,2020,57449300000
caf,2009,180450000000
caf,2010,177308000000
caf,2011,199766000000
caf,2012,214249000000
caf,2013,116136000000
caf,2014,98811000000
caf,2015,110948000000
caf,2016,114125000000
caf,2017,116109000000
caf,2018,117877000000
caf,2019,121413310000
caf,2020,131953485200
can,1997,350676081000
can,1998,360739070000
can,1999,382340816000
can,2000,406581242000
can,2001,403711002000
can,2002,415643582000
can,2003,419435248000
can,2004,433281738000
can,2005,446138378000
can,2006,450982400000
can,2007,453243318000
can,2008,446442117000
can,2009,402456945000
can,2010,429293153000
can,2011,448817830000
can,2012,459295613000
can,2013,471157963000
can,2014,491406615000
can,2015,485980000000
can,2016,479064736000
can,2017,496940557000
can,2018,513339893000
can,2019,512853330000
can,2020,480488740000
che,1990,126223598000
che,1991,125904317000
che,1992,125314313000
che,1993,124830879000
che,1994,128801637000
che,1995,128149586000
che,1996,125620070000
che,1997,125798461000
che,1998,127536846000
che,1999,128223226000
che,2000,129644612000
che,2001,134616533000
che,2002,136256272000
che,2003,135746509000
che,2004,136133035000
che,2005,142145308000
che,2006,148544873000
che,2007,153699194000
che,2008,157760622000
che,2009,144011204000
che,2010,153068165000
che,2011,162900335000
che,2012,161019739000
che,2013,164507717000
che,2014,165714590000
che,2015,165391091000
che,2016,169119505000
che,2017,176134371000
che,2018,185697121000
che,2019,190643952000
che,2020,185306329000
chl,1960,7618841954336.71875
chl,1961,7989682071344.40039
chl,1962,8978519584804.03906
chl,1963,9660286060100.81836
chl,1964,9795639055884.17969
chl,1965,9801057343629.16016
chl,1966,10550552415738.19922
chl,1967,10833762148254.90039
chl,1968,11273893829693.69922
chl,1969,11701938561547.40039
chl,1970,11924505150456.80078
chl,1971,13107046450799.59961
chl,1972,12822690542029.19922
chl,1973,11910125848364.30078
chl,1974,12584702672614.90039
chl,1975,9839714742732.80078
chl,1976,10227539107864.19922
chl,1977,10828031266986.19922
chl,1978,11614412374897.69922
chl,1979,12672645650629.59961
chl,1980,13710664545159.09961
chl,1981,14572172296611.59961
chl,1982,12432365428707.80078
chl,1983,12337232799646.80078
chl,1984,13208014158970.59961
chl,1985,13835806152500
chl,1986,14636902010188
chl,1987,15255165215957.90039
chl,1988,16516823097093.19922
chl,1989,17956568188834.60156
chl,1990,18256003111976.80078
chl,1991,19600476206700
chl,1992,21413271089900
chl,1993,23048559837000
chl,1994,24081359128200
chl,1995,26095980534000
chl,1996,27828441875671
chl,1997,29940340368028.69531
chl,1998,31204649825217.39844
chl,1999,31544530537559.60156
chl,2000,32894763711255
chl,2001,33457903518406.5
chl,2002,33533751740656.19922
chl,2003,34168616244515.39844
chl,2004,35470093107173.20312
chl,2005,35986951448831
chl,2006,37417915992452.20312
chl,2007,37602990223585.20312
chl,2008,38173249702148.49219
chl,2009,37113837039588.89844
chl,2010,38248345505595.79688
chl,2011,39344437079814.60156
