geo,time,sp_pop_80up_ma_5y
afg,1989,0.17298
afg,1990,0.15429
afg,1991,0.16011
afg,1992,0.16562
afg,1993,0.17113
afg,1994,0.17709
afg,1995,0.18405
afg,1996,0.19675
afg,1997,0.20418
afg,1998,0.20649
afg,1999,0.20379
afg,2000,0.19579
afg,2001,0.20604
afg,2002,0.21196
afg,2003,0.2129
afg,2004,0.20866
afg,2005,0.19928
afg,2006,0.21191
afg,2007,0.22041
afg,2008,0.22372
afg,2009,0.2212
afg,2010,0.21284
afg,2011,0.22081
afg,2012,0.22449
afg,2013,0.22395
afg,2014,0.21926
afg,2015,0.21052
afg,2016,0.22208
afg,2017,0.22979
afg,2018,0.23333
afg,2019,0.23278
afg,2020,0.22817
ago,1960,0.15023
ago,1961,0.20219
ago,1962,0.25822
ago,1963,0.30263
ago,1964,0.32141
ago,1965,0.3112
ago,1966,0.31681
ago,1967,0.29934
ago,1968,0.25896
ago,1969,0.19332
ago,1970,0.11406
ago,1971,0.12706
ago,1972,0.14423
ago,1973,0.16184
ago,1974,0.17736
ago,1975,0.18921
ago,1976,0.21724
ago,1977,0.24136
ago,1978,0.2573
ago,1979,0.26109
ago,1980,0.25208
ago,1981,0.26474
ago,1982,0.26829
ago,1983,0.2645
ago,1984,0.25471
ago,1985,0.23875
ago,1986,0.24894
ago,1987,0.25393
ago,1988,0.25207
ago,1989,0.24206
ago,1990,0.22386
ago,1991,0.23063
ago,1992,0.23163
ago,1993,0.22719
ago,1994,0.21783
ago,1995,0.20325
ago,1996,0.21336
ago,1997,0.21928
ago,1998,0.21948
ago,1999,0.21274
ago,2000,0.19866
ago,2001,0.20628
ago,2002,0.20891
ago,2003,0.20681
ago,2004,0.20057
ago,2005,0.18983
ago,2006,0.20054
ago,2007,0.20692
ago,2008,0.20826
ago,2009,0.20426
ago,2010,0.19469
ago,2011,0.20532
ago,2012,0.21144
ago,2013,0.21217
ago,2014,0.20697
ago,2015,0.1958
ago,2016,0.20422
ago,2017,0.20834
ago,2018,0.20753
ago,2019,0.20146
ago,2020,0.19
alb,1960,0.82562
alb,1961,0.84005
alb,1962,0.84694
alb,1963,0.84812
alb,1964,0.84798
alb,1965,0.84672
alb,1966,0.86816
alb,1967,0.88498
alb,1968,0.88777
alb,1969,0.86744
alb,1970,0.82288
alb,1971,0.80449
alb,1972,0.76618
alb,1973,0.71852
alb,1974,0.67315
alb,1975,0.63333
alb,1976,0.65704
alb,1977,0.67873
alb,1978,0.6908
alb,1979,0.68565
alb,1980,0.66311
alb,1981,0.67953
alb,1982,0.68159
alb,1983,0.6723
alb,1984,0.65604
alb,1985,0.63422
alb,1986,0.66196
alb,1987,0.68106
alb,1988,0.68969
alb,1989,0.68819
alb,1990,0.67776
alb,1991,0.72688
alb,1992,0.76368
alb,1993,0.78468
alb,1994,0.78738
alb,1995,0.76954
alb,1996,0.81232
alb,1997,0.84769
alb,1998,0.86993
alb,1999,0.87243
alb,2000,0.85159
alb,2001,0.8842
alb,2002,0.89757
alb,2003,0.90028
alb,2004,0.90398
alb,2005,0.91322
alb,2006,1.00662
alb,2007,1.10336
alb,2008,1.19781
alb,2009,1.28661
alb,2010,1.37266
alb,2011,1.51794
alb,2012,1.65126
alb,2013,1.77263
alb,2014,1.88527
alb,2015,1.99245
alb,2016,2.15654
alb,2017,2.31017
alb,2018,2.44808
alb,2019,2.56677
alb,2020,2.66748
are,1960,0.24423
are,1961,0.22815
are,1962,0.21366
are,1963,0.19592
are,1964,0.17636
are,1965,0.15694
are,1966,0.1536
are,1967,0.14739
are,1968,0.13726
are,1969,0.12824
are,1970,0.11565
are,1971,0.10072
are,1972,0.08751
are,1973,0.0773
are,1974,0.06749
are,1975,0.05727
are,1976,0.05427
are,1977,0.05247
are,1978,0.05003
are,1979,0.04363
are,1980,0.03357
are,1981,0.02789
are,1982,0.02325
are,1983,0.01935
are,1984,0.02252
are,1985,0.033
are,1986,0.04867
are,1987,0.06336
are,1988,0.07746
are,1989,0.09209
are,1990,0.10707
are,1991,0.12472
are,1992,0.14211
are,1993,0.1536
are,1994,0.15421
are,1995,0.14461
are,1996,0.13484
are,1997,0.12027
are,1998,0.1058
are,1999,0.0957
are,2000,0.09111
are,2001,0.09224
are,2002,0.09505
are,2003,0.09712
are,2004,0.0963
are,2005,0.09261
are,2006,0.08268
are,2007,0.07362
are,2008,0.06644
are,2009,0.06197
are,2010,0.06005
are,2011,0.06801
are,2012,0.07725
are,2013,0.08606
are,2014,0.09211
are,2015,0.09454
are,2016,0.09717
are,2017,0.09742
are,2018,0.09769
are,2019,0.1012
are,2020,0.10912
arg,1960,0.48051
arg,1961,0.51426
arg,1962,0.53975
arg,1963,0.55616
arg,1964,0.56404
arg,1965,0.56394
arg,1966,0.61206
arg,1967,0.65031
arg,1968,0.6754
arg,1969,0.68576
arg,1970,0.68198
arg,1971,0.73159
arg,1972,0.76764
arg,1973,0.78784
arg,1974,0.79148
arg,1975,0.77957
arg,1976,0.829
arg,1977,0.8627
arg,1978,0.87967
arg,1979,0.88116
arg,1980,0.86881
arg,1981,0.9231
arg,1982,0.96397
arg,1983,0.98812
arg,1984,0.99351
arg,1985,0.9804
arg,1986,1.03927
arg,1987,1.07906
arg,1988,1.09857
arg,1989,1.09879
arg,1990,1.08127
arg,1991,1.13555
arg,1992,1.17558
arg,1993,1.19881
arg,1994,1.20291
arg,1995,1.1878
arg,1996,1.23847
arg,1997,1.27261
arg,1998,1.2909
arg,1999,1.29506
arg,2000,1.28618
arg,2001,1.34704
arg,2002,1.39215
arg,2003,1.42081
arg,2004,1.43361
arg,2005,1.43154
arg,2006,1.49685
arg,2007,1.54625
arg,2008,1.57774
arg,2009,1.58993
arg,2010,1.58325
arg,2011,1.64215
arg,2012,1.68276
arg,2013,1.70382
arg,2014,1.70446
arg,2015,1.68583
arg,2016,1.73289
arg,2017,1.76207
arg,2018,1.77482
arg,2019,1.77315
arg,2020,1.75927
arm,1960,0.89468
arm,1961,0.91735
arm,1962,0.92075
arm,1963,0.90804
arm,1964,0.8871
arm,1965,0.86255
arm,1966,0.90974
arm,1967,0.94718
arm,1968,0.96091
arm,1969,0.94183
arm,1970,0.89217
arm,1971,0.90685
arm,1972,0.90378
arm,1973,0.88666
arm,1974,0.85957
arm,1975,0.82664
arm,1976,0.82984
arm,1977,0.82629
arm,1978,0.81706
arm,1979,0.80421
arm,1980,0.79008
arm,1981,0.82093
arm,1982,0.84554
arm,1983,0.86255
arm,1984,0.87154
arm,1985,0.87339
arm,1986,0.89826
arm,1987,0.90558
arm,1988,0.89475
arm,1989,0.86742
arm,1990,0.82685
arm,1991,0.87371
arm,1992,0.92064
arm,1993,0.95449
arm,1994,0.95736
arm,1995,0.92243
arm,1996,0.9155
arm,1997,0.88884
arm,1998,0.8508
arm,1999,0.80948
arm,2000,0.77013
arm,2001,0.79742
arm,2002,0.81131
arm,2003,0.82873
arm,2004,0.87522
arm,2005,0.96029
arm,2006,1.16673
arm,2007,1.39702
arm,2008,1.61058
arm,2009,1.76337
arm,2010,1.83942
arm,2011,1.9406
arm,2012,1.98386
arm,2013,1.99896
arm,2014,2.02449
arm,2015,2.07084
arm,2016,2.2141
arm,2017,2.36213
arm,2018,2.4596
arm,2019,2.44726
arm,2020,2.30931
atg,1960,0.38347
atg,1961,0.40393
atg,1962,0.41245
atg,1963,0.42048
atg,1964,0.43478
atg,1965,0.44751
atg,1966,0.46559
atg,1967,0.48181
atg,1968,0.49428
atg,1969,0.50825
atg,1970,0.52863
atg,1971,0.5559
atg,1972,0.5835
atg,1973,0.614
atg,1974,0.63882
atg,1975,0.6698
atg,1976,0.7096
atg,1977,0.74477
atg,1978,0.77262
atg,1979,0.80011
atg,1980,0.81741
atg,1981,0.87823
atg,1982,0.91802
atg,1983,0.94768
atg,1984,0.96351
atg,1985,0.99598
atg,1986,1.05531
atg,1987,1.11788
atg,1988,1.14248
atg,1989,1.1636
atg,1990,1.18757
atg,1991,1.25868
atg,1992,1.31757
atg,1993,1.34601
atg,1994,1.34753
atg,1995,1.3176
atg,1996,1.36666
atg,1997,1.40783
atg,1998,1.43031
atg,1999,1.43187
atg,2000,1.41417
atg,2001,1.45227
atg,2002,1.47609
atg,2003,1.48831
atg,2004,1.47597
atg,2005,1.46518
atg,2006,1.48039
atg,2007,1.48937
atg,2008,1.4829
atg,2009,1.46463
atg,2010,1.43881
atg,2011,1.46856
atg,2012,1.4871
atg,2013,1.50167
atg,2014,1.49207
atg,2015,1.48352
atg,2016,1.51369
atg,2017,1.5309
atg,2018,1.53816
atg,2019,1.55386
atg,2020,1.56339
aus,1960,0.94804
aus,1961,0.9835
aus,1962,1.00448
aus,1963,1.01334
aus,1964,1.0114
aus,1965,0.9964
aus,1966,1.03705
aus,1967,1.05938
aus,1968,1.05917
aus,1969,1.03324
aus,1970,0.98107
aus,1971,1.01363
aus,1972,1.03072
aus,1973,1.03343
aus,1974,1.02111
aus,1975,0.99168
aus,1976,1.02819
aus,1977,1.05026
aus,1978,1.05891
aus,1979,1.05533
aus,1980,1.03949
aus,1981,1.09424
aus,1982,1.13545
aus,1983,1.1625
aus,1984,1.17726
aus,1985,1.18159
aus,1986,1.24687
aus,1987,1.30099
aus,1988,1.34454
aus,1989,1.37874
aus,1990,1.40416
aus,1991,1.50208
aus,1992,1.58915
aus,1993,1.66015
aus,1994,1.71032
aus,1995,1.73949
aus,1996,1.81631
aus,1997,1.86449
aus,1998,1.88925
aus,1999,1.90408
aus,2000,1.92195
aus,2001,2.04574
aus,2002,2.17113
aus,2003,2.29215
aus,2004,2.40218
aus,2005,2.4986
aus,2006,2.62329
aus,2007,2.72809
aus,2008,2.81043
aus,2009,2.86739
aus,2010,2.90098
aus,2011,2.97499
aus,2012,3.03416
aus,2013,3.08786
aus,2014,3.14105
aus,2015,3.19495
aus,2016,3.27888
aus,2017,3.3483
aus,2018,3.40802
aus,2019,3.46426
aus,2020,3.52413
aut,1960,1.35495
aut,1961,1.42955
aut,1962,1.47585
aut,1963,1.4892
aut,1964,1.46647
aut,1965,1.40715
aut,1966,1.47299
aut,1967,1.51002
aut,1968,1.5127
aut,1969,1.47662
aut,1970,1.40113
aut,1971,1.4577
aut,1972,1.48658
aut,1973,1.48827
aut,1974,1.46396
aut,1975,1.4126
aut,1976,1.5026
aut,1977,1.56535
aut,1978,1.59973
aut,1979,1.60778
aut,1980,1.58902
aut,1981,1.71596
aut,1982,1.81602
aut,1983,1.88019
aut,1984,1.90413
aut,1985,1.88769
aut,1986,2.00889
aut,1987,2.09805
aut,1988,2.15255
aut,1989,2.17218
aut,1990,2.15792
aut,1991,2.27588
aut,1992,2.3694
aut,1993,2.41475
aut,1994,2.38495
aut,1995,2.27406
aut,1996,2.25227
aut,1997,2.17744
aut,1998,2.08354
aut,1999,2.00873
aut,2000,1.96803
aut,2001,2.08316
aut,2002,2.20828
aut,2003,2.33059
aut,2004,2.43973
aut,2005,2.53344
aut,2006,2.70843
aut,2007,2.86972
aut,2008,3.0093
aut,2009,3.11621
aut,2010,3.18798
aut,2011,3.30037
aut,2012,3.38341
aut,2013,3.45155
aut,2014,3.519
aut,2015,3.59332
aut,2016,3.71671
aut,2017,3.82357
aut,2018,3.92009
aut,2019,4.01664
aut,2020,4.1204
aze,1960,0.66755
aze,1961,0.68312
aze,1962,0.68224
aze,1963,0.66721
aze,1964,0.64235
aze,1965,0.60918
aze,1966,0.63177
aze,1967,0.64809
aze,1968,0.65056
aze,1969,0.63082
aze,1970,0.58784
aze,1971,0.58826
aze,1972,0.5727
aze,1973,0.54862
aze,1974,0.5238
aze,1975,0.49962
aze,1976,0.52305
aze,1977,0.54318
aze,1978,0.5544
aze,1979,0.55225
aze,1980,0.53595
aze,1981,0.55567
aze,1982,0.56524
aze,1983,0.56556
aze,1984,0.55719
aze,1985,0.5398
aze,1986,0.55562
aze,1987,0.56209
aze,1988,0.56109
aze,1989,0.55462
aze,1990,0.54229
aze,1991,0.55679
aze,1992,0.56608
aze,1993,0.56243
aze,1994,0.53741
aze,1995,0.48974
aze,1996,0.47621
aze,1997,0.45135
aze,1998,0.41895
aze,1999,0.38261
aze,2000,0.34418
aze,2001,0.3547
aze,2002,0.3633
aze,2003,0.37331
aze,2004,0.38838
aze,2005,0.40732
aze,2006,0.46565
aze,2007,0.51965
aze,2008,0.56457
aze,2009,0.59766
aze,2010,0.61791
aze,2011,0.68454
aze,2012,0.73685
aze,2013,0.77583
aze,2014,0.80558
aze,2015,0.82692
aze,2016,0.89168
aze,2017,0.94861
aze,2018,0.98234
aze,2019,0.97633
aze,2020,0.92741
bdi,1960,0.21847
bdi,1961,0.23314
bdi,1962,0.24073
bdi,1963,0.24031
bdi,1964,0.23126
bdi,1965,0.21286
bdi,1966,0.22541
bdi,1967,0.23255
bdi,1968,0.23286
bdi,1969,0.22425
bdi,1970,0.20642
bdi,1971,0.21962
bdi,1972,0.22892
bdi,1973,0.23599
bdi,1974,0.24288
bdi,1975,0.25165
bdi,1976,0.27917
bdi,1977,0.30007
bdi,1978,0.31047
bdi,1979,0.30673
bdi,1980,0.28797
bdi,1981,0.29974
bdi,1982,0.30294
bdi,1983,0.29746
bdi,1984,0.28348
bdi,1985,0.26116
bdi,1986,0.27076
bdi,1987,0.27358
bdi,1988,0.26877
bdi,1989,0.25583
bdi,1990,0.2347
bdi,1991,0.24524
bdi,1992,0.24836
bdi,1993,0.24231
bdi,1994,0.22607
bdi,1995,0.19948
bdi,1996,0.20901
bdi,1997,0.21178
bdi,1998,0.20632
bdi,1999,0.19228
bdi,2000,0.17005
bdi,2001,0.18267
bdi,2002,0.19122
bdi,2003,0.19442
bdi,2004,0.19185
bdi,2005,0.18312
bdi,2006,0.19693
bdi,2007,0.20694
bdi,2008,0.21246
bdi,2009,0.21357
bdi,2010,0.21036
bdi,2011,0.22195
bdi,2012,0.22929
bdi,2013,0.23129
bdi,2014,0.2276
bdi,2015,0.21852
bdi,2016,0.22565
bdi,2017,0.2287
bdi,2018,0.22729
bdi,2019,0.22104
bdi,2020,0.21029
bel,1960,1.48895
bel,1961,1.56972
bel,1962,1.62269
bel,1963,1.64169
bel,1964,1.62191
bel,1965,1.56261
bel,1966,1.62935
bel,1967,1.6658
bel,1968,1.66771
bel,1969,1.63182
bel,1970,1.55711
bel,1971,1.62017
bel,1972,1.65291
bel,1973,1.65557
bel,1974,1.63002
bel,1975,1.57586
bel,1976,1.66254
bel,1977,1.72358
bel,1978,1.75541
bel,1979,1.75697
bel,1980,1.72688
bel,1981,1.83742
bel,1982,1.91988
bel,1983,1.96776
bel,1984,1.97731
bel,1985,1.94778
bel,1986,2.05381
bel,1987,2.12613
bel,1988,2.16473
bel,1989,2.17328
bel,1990,2.15365
bel,1991,2.27276
bel,1992,2.37413
bel,1993,2.43384
bel,1994,2.42459
bel,1995,2.34082
bel,1996,2.35443
bel,1997,2.31299
bel,1998,2.25309
bel,1999,2.2183
bel,2000,2.22534
bel,2001,2.39844
bel,2002,2.58666
bel,2003,2.76441
bel,2004,2.90531
bel,2005,3.00087
bel,2006,3.17869
bel,2007,3.31959
bel,2008,3.43069
bel,2009,3.52117
bel,2010,3.59781
bel,2011,3.7441
bel,2012,3.86311
bel,2013,3.95273
bel,2014,4.00828
bel,2015,4.02951
bel,2016,4.13798
bel,2017,4.21864
bel,2018,4.26847
bel,2019,4.28243
bel,2020,4.26366
ben,1960,0.47456
ben,1961,0.49297
ben,1962,0.49385
ben,1963,0.47255
ben,1964,0.4274
ben,1965,0.35732
ben,1966,0.38111
ben,1967,0.39474
ben,1968,0.39797
ben,1969,0.38961
ben,1970,0.36951
ben,1971,0.397
ben,1972,0.41524
ben,1973,0.42173
ben,1974,0.41397
ben,1975,0.39144
ben,1976,0.41362
ben,1977,0.42511
ben,1978,0.42526
ben,1979,0.41454
ben,1980,0.39272
ben,1981,0.41472
ben,1982,0.42716
ben,1983,0.42824
ben,1984,0.41766
ben,1985,0.39516
ben,1986,0.41568
ben,1987,0.42756
ben,1988,0.42934
ben,1989,0.42082
ben,1990,0.4021
ben,1991,0.4173
ben,1992,0.42469
ben,1993,0.42408
ben,1994,0.41531
ben,1995,0.39924
ben,1996,0.40902
ben,1997,0.41078
ben,1998,0.40409
ben,1999,0.38923
ben,2000,0.36655
ben,2001,0.37445
ben,2002,0.37545
ben,2003,0.36921
ben,2004,0.35577
ben,2005,0.33531
ben,2006,0.34367
ben,2007,0.3463
ben,2008,0.34264
ben,2009,0.33304
ben,2010,0.31774
ben,2011,0.32678
ben,2012,0.3309
ben,2013,0.32993
ben,2014,0.32407
ben,2015,0.31341
ben,2016,0.3251
ben,2017,0.33131
ben,2018,0.33309
ben,2019,0.33158
ben,2020,0.32724
bfa,1960,0.08047
bfa,1961,0.09667
bfa,1962,0.1089
bfa,1963,0.11485
bfa,1964,0.11245
bfa,1965,0.09933
bfa,1966,0.11473
bfa,1967,0.12562
bfa,1968,0.13027
bfa,1969,0.12709
bfa,1970,0.11405
bfa,1971,0.13063
bfa,1972,0.14267
bfa,1973,0.14802
bfa,1974,0.1453
bfa,1975,0.13252
bfa,1976,0.1504
bfa,1977,0.16293
bfa,1978,0.16872
bfa,1979,0.16672
bfa,1980,0.15563
bfa,1981,0.17547
bfa,1982,0.19032
bfa,1983,0.1985
bfa,1984,0.19913
bfa,1985,0.19162
bfa,1986,0.21155
bfa,1987,0.22493
bfa,1988,0.23047
bfa,1989,0.22772
bfa,1990,0.21627
bfa,1991,0.23521
bfa,1992,0.24638
bfa,1993,0.24846
bfa,1994,0.24083
bfa,1995,0.22318
bfa,1996,0.23874
bfa,1997,0.24631
bfa,1998,0.24443
bfa,1999,0.23248
bfa,2000,0.21045
bfa,2001,0.22289
bfa,2002,0.22838
bfa,2003,0.22553
bfa,2004,0.21371
bfa,2005,0.19307
bfa,2006,0.20232
bfa,2007,0.20591
bfa,2008,0.20281
bfa,2009,0.19265
bfa,2010,0.17566
bfa,2011,0.18336
bfa,2012,0.18622
bfa,2013,0.18388
bfa,2014,0.17636
bfa,2015,0.16391
bfa,2016,0.17325
bfa,2017,0.17807
bfa,2018,0.17807
bfa,2019,0.17331
bfa,2020,0.16402
bgd,1960,0.23433
bgd,1961,0.24163
bgd,1962,0.24093
bgd,1963,0.23061
bgd,1964,0.20927
bgd,1965,0.17651
bgd,1966,0.18404
bgd,1967,0.1855
bgd,1968,0.18118
bgd,1969,0.17137
bgd,1970,0.15536
bgd,1971,0.17234
bgd,1972,0.18519
bgd,1973,0.19231
bgd,1974,0.19211
bgd,1975,0.18317
bgd,1976,0.20229
bgd,1977,0.21537
bgd,1978,0.22151
bgd,1979,0.22031
bgd,1980,0.21066
bgd,1981,0.23146
bgd,1982,0.24585
bgd,1983,0.25222
bgd,1984,0.24942
bgd,1985,0.2363
bgd,1986,0.25725
bgd,1987,0.27131
bgd,1988,0.27703
bgd,1989,0.27367
bgd,1990,0.26089
bgd,1991,0.2825
bgd,1992,0.29777
bgd,1993,0.30569
bgd,1994,0.3058
bgd,1995,0.2978
bgd,1996,0.32774
bgd,1997,0.35446
bgd,1998,0.37762
bgd,1999,0.39739
bgd,2000,0.41381
bgd,2001,0.45135
bgd,2002,0.48477
bgd,2003,0.51309
bgd,2004,0.53568
bgd,2005,0.55243
bgd,2006,0.59384
bgd,2007,0.6292
bgd,2008,0.65789
bgd,2009,0.67976
bgd,2010,0.69492
bgd,2011,0.7376
bgd,2012,0.77257
bgd,2013,0.79917
bgd,2014,0.81722
bgd,2015,0.8269
bgd,2016,0.86906
bgd,2017,0.90195
bgd,2018,0.92568
bgd,2019,0.9409
bgd,2020,0.94803
bgr,1960,0.98747
bgr,1961,1.05856
bgr,1962,1.11772
bgr,1963,1.15916
bgr,1964,1.17724
bgr,1965,1.17064
bgr,1966,1.2171
bgr,1967,1.24362
bgr,1968,1.24642
bgr,1969,1.2226
bgr,1970,1.17241
bgr,1971,1.19304
bgr,1972,1.19214
bgr,1973,1.17475
bgr,1974,1.14643
bgr,1975,1.10858
bgr,1976,1.17154
bgr,1977,1.22263
bgr,1978,1.25823
bgr,1979,1.27703
bgr,1980,1.27776
bgr,1981,1.37221
bgr,1982,1.44319
bgr,1983,1.48555
bgr,1984,1.49845
bgr,1985,1.48254
bgr,1986,1.59991
bgr,1987,1.68631
bgr,1988,1.73871
bgr,1989,1.76017
bgr,1990,1.75212
bgr,1991,1.89966
bgr,1992,2.03468
bgr,1993,2.12352
bgr,1994,2.12757
bgr,1995,2.03548
bgr,1996,2.04729
bgr,1997,1.99329
bgr,1998,1.90967
bgr,1999,1.83793
bgr,2000,1.78908
bgr,2001,1.96992
bgr,2002,2.15209
bgr,2003,2.30817
bgr,2004,2.41321
bgr,2005,2.45652
bgr,2006,2.64083
bgr,2007,2.77591
bgr,2008,2.86213
bgr,2009,2.90487
bgr,2010,2.90768
bgr,2011,3.08373
bgr,2012,3.23096
bgr,2013,3.3305
bgr,2014,3.36013
bgr,2015,3.31174
bgr,2016,3.42436
bgr,2017,3.47778
bgr,2018,3.47834
bgr,2019,3.43233
bgr,2020,3.34363
bhr,1960,0.17824
bhr,1961,0.18933
bhr,1962,0.19534
bhr,1963,0.19702
bhr,1964,0.19716
bhr,1965,0.18725
bhr,1966,0.19953
bhr,1967,0.20152
bhr,1968,0.19958
bhr,1969,0.19219
bhr,1970,0.18795
bhr,1971,0.20348
bhr,1972,0.21473
bhr,1973,0.22611
bhr,1974,0.22315
bhr,1975,0.21476
bhr,1976,0.21306
bhr,1977,0.20848
bhr,1978,0.19866
bhr,1979,0.19015
bhr,1980,0.18159
bhr,1981,0.197
bhr,1982,0.21336
bhr,1983,0.23272
bhr,1984,0.26298
bhr,1985,0.31037
bhr,1986,0.35123
bhr,1987,0.38395
bhr,1988,0.39451
bhr,1989,0.37931
bhr,1990,0.34316
bhr,1991,0.35015
bhr,1992,0.34798
bhr,1993,0.33464
bhr,1994,0.31577
bhr,1995,0.29794
bhr,1996,0.30937
bhr,1997,0.32008
bhr,1998,0.32471
bhr,1999,0.32237
bhr,2000,0.31399
bhr,2001,0.30495
bhr,2002,0.2944
bhr,2003,0.28108
bhr,2004,0.26541
bhr,2005,0.24937
bhr,2006,0.24258
bhr,2007,0.23372
bhr,2008,0.22375
bhr,2009,0.21269
bhr,2010,0.20141
bhr,2011,0.2167
bhr,2012,0.22902
bhr,2013,0.23553
bhr,2014,0.23877
bhr,2015,0.24186
bhr,2016,0.2432
bhr,2017,0.24578
bhr,2018,0.24645
bhr,2019,0.24393
bhr,2020,0.23826
bhs,1960,0.41232
bhs,1961,0.40844
bhs,1962,0.40536
bhs,1963,0.39518
bhs,1964,0.38713
bhs,1965,0.36666
bhs,1966,0.36614
bhs,1967,0.36446
bhs,1968,0.36477
bhs,1969,0.36267
bhs,1970,0.35398
bhs,1971,0.36033
bhs,1972,0.3612
bhs,1973,0.36173
bhs,1974,0.36431
bhs,1975,0.36154
bhs,1976,0.36835
bhs,1977,0.37398
bhs,1978,0.37571
bhs,1979,0.37913
bhs,1980,0.37872
bhs,1981,0.39345
bhs,1982,0.40028
bhs,1983,0.40514
bhs,1984,0.40213
bhs,1985,0.39428
bhs,1986,0.41818
bhs,1987,0.43406
bhs,1988,0.44706
bhs,1989,0.45227
bhs,1990,0.45542
bhs,1991,0.50049
bhs,1992,0.53822
bhs,1993,0.56058
bhs,1994,0.56541
bhs,1995,0.55261
bhs,1996,0.58662
bhs,1997,0.62117
bhs,1998,0.66127
bhs,1999,0.69724
bhs,2000,0.73015
bhs,2001,0.76161
bhs,2002,0.7831
bhs,2003,0.79923
bhs,2004,0.80814
bhs,2005,0.81319
bhs,2006,0.83075
bhs,2007,0.84245
bhs,2008,0.84848
bhs,2009,0.85099
bhs,2010,0.84531
bhs,2011,0.86934
bhs,2012,0.88225
bhs,2013,0.88792
bhs,2014,0.89038
bhs,2015,0.88873
bhs,2016,0.93527
bhs,2017,0.97581
bhs,2018,1.00896
bhs,2019,1.03472
bhs,2020,1.05289
bih,1960,0.32407
bih,1961,0.32898
bih,1962,0.32508
bih,1963,0.31433
bih,1964,0.29967
bih,1965,0.28094
bih,1966,0.3
bih,1967,0.31737
bih,1968,0.32821
bih,1969,0.3279
bih,1970,0.31424
bih,1971,0.33168
bih,1972,0.34158
bih,1973,0.3463
bih,1974,0.34865
bih,1975,0.34862
bih,1976,0.38666
bih,1977,0.42383
bih,1978,0.45815
bih,1979,0.48751
bih,1980,0.5113
bih,1981,0.56219
bih,1982,0.60149
bih,1983,0.63173
bih,1984,0.65786
bih,1985,0.68034
bih,1986,0.75702
bih,1987,0.82769
bih,1988,0.88427
bih,1989,0.91855
bih,1990,0.9288
bih,1991,0.99819
bih,1992,1.05511
bih,1993,1.08983
bih,1994,1.0884
bih,1995,1.04408
bih,1996,1.01989
bih,1997,0.96623
bih,1998,0.89303
bih,1999,0.81159
bih,2000,0.72708
bih,2001,0.75732
bih,2002,0.7906
bih,2003,0.83451
bih,2004,0.8995
bih,2005,0.98815
bih,2006,1.16215
bih,2007,1.34471
bih,2008,1.51926
bih,2009,1.67174
bih,2010,1.79678
bih,2011,1.9567
bih,2012,2.04352
bih,2013,2.05519
bih,2014,2.0107
bih,2015,1.92757
bih,2016,2.15409
bih,2017,2.40338
bih,2018,2.62931
bih,2019,2.78111
bih,2020,2.84089
blr,1960,0.89539
blr,1961,0.94081
blr,1962,0.97155
blr,1963,0.98326
blr,1964,0.97394
blr,1965,0.94402
blr,1966,0.98785
blr,1967,1.0176
blr,1968,1.02984
blr,1969,1.02158
blr,1970,0.99136
blr,1971,1.03413
blr,1972,1.06828
blr,1973,1.09448
blr,1974,1.10871
blr,1975,1.10657
blr,1976,1.13861
blr,1977,1.15313
blr,1978,1.1569
blr,1979,1.15473
blr,1980,1.14582
blr,1981,1.19337
