geo,time,sm_pop_refg_or
rwa,2015,286357
rwa,2016,286063
rwa,2017,258986
rwa,2018,247469
rwa,2019,246407
rwa,2020,245806
sau,1993,5
sau,1994,180
sau,1995,261
sau,1996,244
sau,1997,358
sau,1998,362
sau,1999,233
sau,2000,77
sau,2001,29
sau,2002,104
sau,2003,232
sau,2004,212
sau,2005,146
sau,2006,609
sau,2007,737
sau,2008,700
sau,2009,629
sau,2010,659
sau,2011,733
sau,2012,811
sau,2013,575
sau,2014,616
sau,2015,686
sau,2016,937
sau,2017,1219
sau,2018,1492
sau,2019,1721
sau,2020,2030
sdn,1963,13000
sdn,1964,20300
sdn,1965,81560
sdn,1966,115000
sdn,1967,120990
sdn,1968,175500
sdn,1969,170400
sdn,1970,172960
sdn,1971,171330
sdn,1972,128450
sdn,1973,13050
sdn,1974,11770
sdn,1975,11000
sdn,1976,10600
sdn,1977,10850
sdn,1978,10850
sdn,1979,10850
sdn,1980,10850
sdn,1981,5350
sdn,1982,5350
sdn,1983,31000
sdn,1984,180060
sdn,1985,180855
sdn,1986,132759
sdn,1987,253166
sdn,1988,347309
sdn,1989,438899
sdn,1990,523996
sdn,1991,196242
sdn,1992,267767
sdn,1993,393868
sdn,1994,405129
sdn,1995,445277
sdn,1996,475302
sdn,1997,364571
sdn,1998,390001
sdn,1999,485449
sdn,2000,494351
sdn,2001,489931
sdn,2002,508863
sdn,2003,606230
sdn,2004,730631
sdn,2005,693621
sdn,2006,686296
sdn,2007,523029
sdn,2008,419249
sdn,2009,368178
sdn,2010,387265
sdn,2011,500005
sdn,2012,568935
sdn,2013,648936
sdn,2014,665956
sdn,2015,627080
sdn,2016,650391
sdn,2017,694556
sdn,2018,724787
sdn,2019,734780
sdn,2020,787755
sen,1988,5
sen,1989,15006
sen,1990,60006
sen,1991,25137
sen,1992,15463
sen,1993,22594
sen,1994,25619
sen,1995,17587
sen,1996,17630
sen,1997,17163
sen,1998,9712
sen,1999,11598
sen,2000,11077
sen,2001,8554
sen,2002,12069
sen,2003,8347
sen,2004,8325
sen,2005,8662
sen,2006,15150
sen,2007,15886
sen,2008,16007
sen,2009,16306
sen,2010,16255
sen,2011,17710
sen,2012,18717
sen,2013,19815
sen,2014,23110
sen,2015,21267
sen,2016,23054
sen,2017,26584
sen,2018,18208
sen,2019,17208
sen,2020,14004
sgp,1988,8
sgp,1989,5
sgp,1994,8
sgp,1995,8
sgp,1996,18
sgp,1997,20
sgp,1998,21
sgp,1999,24
sgp,2000,21
sgp,2001,15
sgp,2002,40
sgp,2003,35
sgp,2004,36
sgp,2005,35
sgp,2006,108
sgp,2007,117
sgp,2008,106
sgp,2009,77
sgp,2010,74
sgp,2011,65
sgp,2012,64
sgp,2013,61
sgp,2014,55
sgp,2015,50
sgp,2016,38
sgp,2017,48
sgp,2018,46
sgp,2019,39
sgp,2020,42
slb,1995,34
slb,1996,34
slb,1997,34
slb,1998,34
slb,1999,34
slb,2000,34
slb,2001,42
slb,2002,55
slb,2003,61
slb,2004,61
slb,2005,27
slb,2006,37
slb,2007,47
slb,2008,51
slb,2009,65
slb,2010,75
slb,2011,72
slb,2012,60
slb,2013,60
slb,2014,70
slb,2015,71
slb,2016,71
slb,2017,57
slb,2018,33
slb,2019,34
slb,2020,37
sle,1988,8
sle,1989,8
sle,1990,8
sle,1991,142614
sle,1992,253591
sle,1993,311181
sle,1994,275298
sle,1995,379491
sle,1996,375100
sle,1997,329322
sle,1998,406070
sle,1999,490047
sle,2000,402798
sle,2001,179097
sle,2002,141473
sle,2003,70571
sle,2004,41797
sle,2005,40473
sle,2006,42849
sle,2007,32114
sle,2008,32517
sle,2009,15398
sle,2010,11261
sle,2011,7985
sle,2012,6191
sle,2013,5305
sle,2014,4988
sle,2015,4900
sle,2016,4678
sle,2017,4496
sle,2018,4846
sle,2019,5288
sle,2020,5759
slv,1980,91630
slv,1981,304810
slv,1982,242400
slv,1983,244600
slv,1984,243000
slv,1985,180605
slv,1986,171785
slv,1987,167605
slv,1988,166393
slv,1989,39582
slv,1990,30019
slv,1991,33048
slv,1992,30854
slv,1993,26125
slv,1994,30736
slv,1995,23534
slv,1996,19639
slv,1997,17124
slv,1998,12591
slv,1999,12408
slv,2000,7753
slv,2001,7147
slv,2002,6630
slv,2003,5658
slv,2004,4497
slv,2005,4283
slv,2006,6390
slv,2007,6026
slv,2008,5154
slv,2009,5053
slv,2010,4978
slv,2011,6725
slv,2012,8173
slv,2013,9634
slv,2014,10968
slv,2015,14778
slv,2016,19617
slv,2017,25876
slv,2018,32562
slv,2019,41816
slv,2020,45640
smr,1998,5
smr,1999,5
smr,2000,5
smr,2002,5
smr,2006,5
smr,2007,5
som,1975,110
som,1976,50
som,1977,60
som,1978,90
som,1979,90
som,1980,134
som,1981,34
som,1982,118
som,1983,39
som,1984,639
som,1985,1830
som,1986,3142
som,1987,60162
som,1988,351993
som,1989,360309
som,1990,470174
som,1991,732596
som,1992,812196
som,1993,574612
som,1994,631420
som,1995,638695
som,1996,636984
som,1997,608086
som,1998,557953
som,1999,524604
som,2000,475644
som,2001,440120
som,2002,432304
som,2003,402329
som,2004,389287
som,2005,395544
som,2006,464026
som,2007,457345
som,2008,561146
som,2009,678297
som,2010,770143
som,2011,1077038
som,2012,1136710
som,2013,1121760
som,2014,1106430
som,2015,1123144
som,2016,1012320
som,2017,986386
som,2018,949637
som,2019,901596
som,2020,814551
srb,1969,130
srb,1970,150
srb,1971,140
srb,1972,130
srb,1973,130
srb,1974,120
srb,1975,120
srb,1978,4200
srb,1980,270
srb,1981,214
srb,1982,177
srb,1983,157
srb,1984,91
srb,1985,91
srb,1986,72
srb,1987,42
srb,1988,99
srb,1989,96
srb,1990,1745
srb,1991,45826
srb,1992,90081
srb,1993,58255
srb,1994,54975
srb,1995,86116
srb,1996,103963
srb,1997,106649
srb,1998,115289
srb,1999,172506
srb,2000,146749
srb,2001,144231
srb,2002,327582
srb,2003,296627
srb,2004,237015
srb,2005,189985
srb,2006,174022
srb,2007,165636
srb,2008,185930
srb,2009,195623
srb,2010,183284
srb,2011,161664
srb,2012,158903
srb,2013,48725
srb,2014,45730
srb,2015,38621
srb,2016,36928
srb,2017,33246
srb,2018,32368
srb,2019,31251
srb,2020,29990
ssd,2012,87007
ssd,2013,114469
ssd,2014,616206
ssd,2015,778722
ssd,2016,1436707
ssd,2017,2439888
ssd,2018,2285301
ssd,2019,2234805
ssd,2020,2189141
stp,1985,50
stp,1994,28
stp,1995,32
stp,1996,47
stp,1997,42
stp,1998,39
stp,1999,29
stp,2000,23
stp,2001,21
stp,2002,41
stp,2003,41
stp,2004,36
stp,2005,23
stp,2006,30
stp,2007,32
stp,2008,32
stp,2009,32
stp,2010,32
stp,2011,32
stp,2012,31
stp,2013,31
stp,2014,24
stp,2015,24
stp,2016,31
stp,2017,31
stp,2018,31
stp,2019,28
stp,2020,28
sur,1989,6601
sur,1990,6620
sur,1991,5921
sur,1992,2545
sur,1993,894
sur,1994,915
sur,1995,817
sur,1996,754
sur,1997,663
sur,1998,491
sur,1999,413
sur,2000,334
sur,2001,239
sur,2002,101
sur,2003,67
sur,2004,47
sur,2005,26
sur,2006,65
sur,2007,62
sur,2008,50
sur,2009,44
sur,2010,24
sur,2011,22
sur,2012,14
sur,2013,17
sur,2014,17
sur,2015,19
sur,2016,16
sur,2017,17
sur,2018,22
sur,2019,17
sur,2020,17
svk,1994,12
svk,1995,24
svk,1996,57
svk,1997,69
svk,1998,143
svk,1999,178
svk,2000,216
svk,2001,189
svk,2002,596
svk,2003,668
svk,2004,618
svk,2005,787
svk,2006,741
svk,2007,346
svk,2008,333
svk,2009,336
svk,2010,157
svk,2011,271
svk,2012,231
svk,2013,321
svk,2014,316
svk,2015,325
svk,2016,792
svk,2017,913
svk,2018,1218
svk,2019,1343
svk,2020,1368
svn,1993,28429
svn,1994,14829
svn,1995,12858
svn,1996,3369
svn,1997,3414
svn,1998,3299
svn,1999,3293
svn,2000,3278
svn,2001,762
svn,2002,853
svn,2003,608
svn,2004,580
svn,2005,154
svn,2006,1757
svn,2007,47
svn,2008,49
svn,2009,35
svn,2010,35
svn,2011,30
svn,2012,32
svn,2013,27
svn,2014,25
svn,2015,21
svn,2016,20
svn,2017,17
svn,2018,19
svn,2019,19
svn,2020,22
swe,1994,11
swe,1995,25
swe,1996,37
swe,1997,39
swe,1998,39
swe,1999,30
swe,2000,17
swe,2001,5
swe,2002,27
swe,2003,35
swe,2004,30
swe,2005,75
swe,2006,16
swe,2007,17
swe,2008,16
swe,2009,15
swe,2010,23
swe,2011,23
swe,2012,21
swe,2013,18
swe,2014,18
swe,2015,18
swe,2016,13
swe,2017,14
swe,2018,16
swe,2019,13
swe,2020,8
swz,1994,11
swz,1995,15
swz,1996,16
swz,1997,17
swz,1998,29
swz,1999,27
swz,2000,16
swz,2001,15
swz,2002,20
swz,2004,6
swz,2005,12
swz,2006,16
swz,2007,21
swz,2008,28
swz,2009,28
swz,2010,32
swz,2011,39
swz,2012,59
swz,2013,103
swz,2014,151
swz,2015,213
swz,2016,224
swz,2017,231
swz,2018,237
swz,2019,224
swz,2020,198
syc,1988,49
syc,1989,49
syc,1990,58
syc,1991,67
syc,1992,52
syc,1993,27
syc,1994,553
syc,1995,339
syc,1996,138
syc,1997,32
syc,1998,38
syc,1999,30
syc,2000,25
syc,2001,14
syc,2002,43
syc,2003,37
syc,2004,47
syc,2005,39
syc,2006,61
syc,2007,54
syc,2008,51
syc,2009,47
syc,2010,47
syc,2011,39
syc,2012,30
syc,2013,24
syc,2014,23
syc,2015,19
syc,2016,10
syc,2017,10
syc,2018,15
syc,2019,15
syc,2020,20
syr,1968,1200
syr,1969,1200
syr,1979,500
syr,1980,500
syr,1981,505
syr,1982,505
syr,1983,526
syr,1984,529
syr,1985,2599
syr,1986,534
syr,1987,20
syr,1988,881
syr,1989,397
syr,1990,2148
syr,1991,3037
syr,1992,4408
syr,1993,5412
syr,1994,7087
syr,1995,7995
syr,1996,8611
syr,1997,8653
syr,1998,8132
syr,1999,6693
syr,2000,5868
syr,2001,4861
syr,2002,18908
syr,2003,20816
syr,2004,21430
syr,2005,16395
syr,2006,12327
syr,2007,13684
syr,2008,15206
syr,2009,17915
syr,2010,18451
syr,2011,19931
syr,2012,729012
syr,2013,2468323
syr,2014,3887490
syr,2015,4873236
syr,2016,5524511
syr,2017,6310498
syr,2018,6654374
syr,2019,6615249
syr,2020,6689582
tca,2011,14
tca,2012,14
tca,2013,15
tca,2014,15
tca,2015,14
tca,2016,14
tca,2017,14
tca,2018,14
tca,2019,14
tca,2020,19
tcd,1970,1900
tcd,1971,1400
tcd,1972,1500
tcd,1973,1500
tcd,1979,10000
tcd,1980,221000
tcd,1981,234260
tcd,1982,17010
tcd,1983,16745
tcd,1984,181346
tcd,1985,212158
tcd,1986,170078
tcd,1987,146858
tcd,1988,130790
tcd,1989,125863
tcd,1990,184804
tcd,1991,72317
tcd,1992,66378
tcd,1993,212923
tcd,1994,211968
tcd,1995,59726
tcd,1996,58443
tcd,1997,55026
tcd,1998,61294
tcd,1999,58792
tcd,2000,54955
tcd,2001,46282
tcd,2002,47340
tcd,2003,52268
tcd,2004,52645
tcd,2005,48389
tcd,2006,36286
tcd,2007,55697
tcd,2008,55083
tcd,2009,54997
tcd,2010,53713
tcd,2011,42619
tcd,2012,39674
tcd,2013,48618
tcd,2014,48236
tcd,2015,14921
tcd,2016,14176
tcd,2017,16325
tcd,2018,10895
tcd,2019,11163
tcd,2020,10488
tgo,1985,5
tgo,1986,5
tgo,1987,5
tgo,1988,5
tgo,1989,5
tgo,1990,5
tgo,1991,17
tgo,1992,105
tgo,1993,291055
tgo,1994,167866
tgo,1995,93152
tgo,1996,25587
tgo,1997,7182
tgo,1998,3500
tgo,1999,3695
tgo,2000,4022
tgo,2001,4356
tgo,2002,10441
tgo,2003,10609
tgo,2004,10818
tgo,2005,51092
tgo,2006,27318
tgo,2007,22486
tgo,2008,16734
tgo,2009,18363
tgo,2010,18308
tgo,2011,17853
tgo,2012,15683
tgo,2013,10302
tgo,2014,9272
tgo,2015,8774
tgo,2016,8296
tgo,2017,8115
tgo,2018,8029
tgo,2019,8034
tgo,2020,7725
tha,1990,18
tha,1991,29
tha,1992,33
tha,1993,33
tha,1994,135
tha,1995,209
tha,1996,282
tha,1997,268
tha,1998,290
tha,1999,315
tha,2000,213
tha,2001,90
tha,2002,342
tha,2003,295
tha,2004,320
tha,2005,424
tha,2006,3323
tha,2007,2322
tha,2008,1811
tha,2009,498
tha,2010,351
tha,2011,365
tha,2012,380
tha,2013,218
tha,2014,225
tha,2015,210
tha,2016,148
tha,2017,164
tha,2018,183
tha,2019,171
tha,2020,182
tjk,1992,60008
tjk,1993,70108
tjk,1994,57143
tjk,1995,58960
tjk,1996,107508
tjk,1997,75880
tjk,1998,56350
tjk,1999,45166
tjk,2000,59937
tjk,2001,56107
tjk,2002,63264
tjk,2003,58935
tjk,2004,56776
tjk,2005,54753
tjk,2006,646
tjk,2007,887
tjk,2008,541
tjk,2009,556
tjk,2010,573
tjk,2011,604
tjk,2012,669
tjk,2013,657
tjk,2014,722
tjk,2015,790
tjk,2016,932
tjk,2017,1369
tjk,2018,1695
tjk,2019,1987
tjk,2020,2224
tkm,1994,7
tkm,1995,45
tkm,1996,2936
tkm,1997,3179
tkm,1998,1562
tkm,1999,1051
tkm,2000,299
tkm,2001,305
tkm,2002,797
tkm,2003,836
tkm,2004,815
tkm,2005,818
tkm,2006,689
tkm,2007,667
tkm,2008,735
tkm,2009,734
tkm,2010,723
tkm,2011,711
tkm,2012,708
tkm,2013,502
tkm,2014,470
tkm,2015,446
tkm,2016,371
tkm,2017,365
tkm,2018,457
tkm,2019,478
tkm,2020,515
tls,1999,162472
tls,2000,122202
tls,2001,73042
tls,2002,28097
tls,2003,127
tls,2004,221
tls,2005,251
tls,2006,251
tls,2007,6
tls,2008,7
tls,2009,7
tls,2010,8
tls,2011,8
tls,2012,8
tls,2013,8
tls,2014,13
tls,2015,19
tls,2016,19
tls,2017,13
tls,2018,12
tls,2019,17
tls,2020,11
ton,1996,5
ton,1997,5
ton,2000,5
ton,2002,7
ton,2003,11
ton,2004,5
ton,2006,5
ton,2008,5
ton,2009,5
ton,2010,5
ton,2011,7
ton,2012,11
ton,2013,16
ton,2014,19
ton,2015,22
ton,2016,25
ton,2017,34
ton,2018,32
ton,2019,32
ton,2020,36
tto,1994,12
tto,1995,12
tto,1996,17
tto,1997,20
tto,1998,25
tto,1999,24
tto,2000,24
tto,2001,16
tto,2002,35
tto,2003,39
tto,2004,38
tto,2005,61
tto,2006,151
tto,2007,210
tto,2008,228
tto,2009,239
tto,2010,252
tto,2011,296
tto,2012,335
tto,2013,336
tto,2014,371
tto,2015,369
tto,2016,295
tto,2017,310
tto,2018,323
tto,2019,307
tto,2020,297
tun,1983,5
tun,1984,6
tun,1985,6
tun,1986,6
tun,1987,6
tun,1988,7
tun,1989,7
tun,1990,40
tun,1991,61
tun,1992,88
tun,1993,106
tun,1994,208
tun,1995,327
tun,1996,410
tun,1997,703
tun,1998,931
tun,1999,1236
tun,2000,1205
tun,2001,1364
tun,2002,2543
tun,2003,2562
tun,2004,2511
tun,2005,3120
tun,2006,2835
tun,2007,2490
tun,2008,2334
tun,2009,2238
tun,2010,2160
tun,2011,1931
tun,2012,1919
tun,2013,1359
tun,2014,1476
tun,2015,1554
tun,2016,1687
tun,2017,1826
tun,2018,1985
tun,2019,2068
tun,2020,1653
tur,1972,250
tur,1977,70
tur,1978,60
tur,1979,60
tur,1982,300
tur,1983,540
tur,1984,1040
tur,1985,810
tur,1986,850
tur,1987,1085
tur,1988,150
tur,1989,2764
tur,1990,5508
tur,1991,6452
tur,1992,10089
tur,1993,16767
tur,1994,28872
tur,1995,44866
tur,1996,50355
tur,1997,47339
tur,1998,45019
tur,1999,44012
tur,2000,47154
tur,2001,47085
tur,2002,193697
tur,2003,185086
tur,2004,174572
tur,2005,170557
tur,2006,227236
tur,2007,221937
tur,2008,214367
tur,2009,146379
tur,2010,146786
tur,2011,139764
tur,2012,135355
tur,2013,66558
tur,2014,63882
tur,2015,59545
tur,2016,57915
tur,2017,61383
tur,2018,68900
tur,2019,83239
tur,2020,93738
tuv,1995,5
tuv,1996,5
tuv,1997,5
tuv,1998,5
tuv,1999,5
tuv,2000,5
tuv,2001,5
tuv,2002,5
tuv,2003,5
tuv,2004,5
tuv,2006,5
tza,1974,320
tza,1976,90
tza,1977,300
tza,1978,300
tza,1979,600
tza,1980,300
tza,1981,3000
tza,1982,500
tza,1983,500
tza,1984,500
tza,1987,2000
tza,1988,5
tza,1989,10
tza,1990,10
tza,1991,13
tza,1992,19
tza,1993,32
tza,1994,62
tza,1995,69
tza,1996,66
tza,1997,59
tza,1998,100
tza,1999,117
tza,2000,310
tza,2001,369
tza,2002,578
tza,2003,703
tza,2004,982
tza,2005,1542
tza,2006,1665
tza,2007,1250
tza,2008,1262
tza,2009,1191
tza,2010,1135
tza,2011,1154
tza,2012,1109
tza,2013,1033
tza,2014,843
tza,2015,810
tza,2016,579
tza,2017,655
tza,2018,723
tza,2019,695
tza,2020,714
uga,1973,950
uga,1974,2630
uga,1975,2510
uga,1976,3250
uga,1977,8000
uga,1978,8820
uga,1979,88710
uga,1980,224301
uga,1981,176691
uga,1982,271285
uga,1983,315346
uga,1984,293991
uga,1985,306060
uga,1986,238652
uga,1987,111071
uga,1988,21975
uga,1989,21358
uga,1990,58820
uga,1991,39386
uga,1992,32456
uga,1993,33406
uga,1994,31446
uga,1995,24161
uga,1996,28335
uga,1997,55232
uga,1998,13294
uga,1999,13929
uga,2000,32405
uga,2001,40133
uga,2002,40414
uga,2003,35240
uga,2004,31955
uga,2005,34208
uga,2006,21735
uga,2007,21325
uga,2008,7533
uga,2009,7543
uga,2010,6421
uga,2011,5658
uga,2012,5588
uga,2013,8166
uga,2014,7177
uga,2015,6311
uga,2016,6229
uga,2017,6409
uga,2018,7034
uga,2019,7301
uga,2020,7390
ukr,1992,39
ukr,1993,133
ukr,1994,917
ukr,1995,1702
ukr,1996,6106
ukr,1997,6348
ukr,1998,4599
ukr,1999,12235
ukr,2000,19310
ukr,2001,26712
ukr,2002,85258
ukr,2003,94141
ukr,2004,89582
ukr,2005,84223
ukr,2006,63716
ukr,2007,25980
ukr,2008,28416
ukr,2009,24512
ukr,2010,25102
ukr,2011,25372
ukr,2012,25248
ukr,2013,5154
ukr,2014,237617
ukr,2015,321399
ukr,2016,239062
ukr,2017,139581
ukr,2018,93248
ukr,2019,59844
ukr,2020,35180
ury,1974,3000
ury,1975,570
ury,1976,1160
ury,1980,24
ury,1981,24
ury,1982,525
ury,1983,25
ury,1984,165
ury,1985,537
ury,1986,47
ury,1987,39
ury,1988,33
ury,1989,203
ury,1990,843
ury,1991,601
ury,1992,431
ury,1993,164
ury,1994,363
ury,1995,263
ury,1996,202
ury,1997,87
ury,1998,72
ury,1999,36
ury,2000,48
ury,2001,45
ury,2002,60
ury,2003,59
ury,2004,76
ury,2005,107
ury,2006,158
ury,2007,193
ury,2008,194
ury,2009,183
ury,2010,185
ury,2011,183
ury,2012,168
ury,2013,144
ury,2014,119
ury,2015,84
ury,2016,23
ury,2017,12
ury,2018,7
ury,2019,15
ury,2020,20
usa,1991,8
usa,1992,8
usa,1993,10
usa,1994,364
usa,1995,243
usa,1996,141
usa,1997,75
usa,1998,50
usa,1999,38
usa,2000,173
usa,2001,220
usa,2002,383
usa,2003,394
usa,2004,451
usa,2005,676
usa,2006,1353
usa,2007,2164
usa,2008,2126
usa,2009,2367
usa,2010,3019
usa,2011,3775
usa,2012,4454
usa,2013,4755
usa,2014,4980
usa,2015,4824
usa,2016,302
usa,2017,310
usa,2018,333
usa,2019,298
usa,2020,369
uzb,1994,29060
uzb,1995,142
uzb,1996,69745
uzb,1997,69068
uzb,1998,51722
uzb,1999,45527
uzb,2000,3628
uzb,2001,3454
uzb,2002,6882
uzb,2003,7394
uzb,2004,7292
uzb,2005,8322
uzb,2006,9095
uzb,2007,5658
uzb,2008,6297
uzb,2009,6662
uzb,2010,8841
uzb,2011,12667
uzb,2012,11593
uzb,2013,4953
uzb,2014,4790
uzb,2015,4197
uzb,2016,3824
uzb,2017,3405
uzb,2018,3276
uzb,2019,3217
uzb,2020,3133
vct,1994,7
vct,1995,7
vct,1996,13
vct,1997,13
vct,1998,24
vct,1999,36
vct,2000,48
vct,2001,67
vct,2002,81
vct,2003,105
vct,2004,181
vct,2005,279
vct,2006,386
vct,2007,644
vct,2008,748
vct,2009,847
vct,2010,946
vct,2011,1126
vct,2012,1315
vct,2013,1535
vct,2014,1736
vct,2015,1823
vct,2016,1335
vct,2017,1311
vct,2018,1258
vct,2019,979
vct,2020,742
ven,1992,5
ven,1993,135
ven,1994,370
ven,1995,478
ven,1996,558
ven,1997,606
ven,1998,568
ven,1999,554
ven,2000,469
ven,2001,464
ven,2002,525
ven,2003,598
ven,2004,1251
ven,2005,2581
ven,2006,3821
ven,2007,5089
ven,2008,5801
ven,2009,6216
ven,2010,6697
ven,2011,7575
ven,2012,8204
ven,2013,8396
ven,2014,8009
ven,2015,7455
ven,2016,7543
ven,2017,9272
ven,2018,21047
ven,2019,93239
ven,2020,171127
vnm,1964,10000
vnm,1965,15000
vnm,1966,17000
vnm,1967,20000
vnm,1968,22000
vnm,1969,22000
vnm,1970,20000
vnm,1975,2110
vnm,1976,4000
vnm,1977,14380
vnm,1978,124210
vnm,1979,397290
vnm,1980,346928
vnm,1981,312548
vnm,1982,325343
vnm,1983,328399
vnm,1984,328095
vnm,1985,326617
vnm,1986,326668
vnm,1987,325717
vnm,1988,440379
vnm,1989,456936
vnm,1990,496029
vnm,1991,498323
vnm,1992,517111
vnm,1993,527625
vnm,1994,539095
vnm,1995,543536
vnm,1996,518335
vnm,1997,476795
vnm,1998,435437
vnm,1999,405378
vnm,2000,370753
vnm,2001,353211
vnm,2002,373732
vnm,2003,363170
vnm,2004,349793
vnm,2005,358268
vnm,2006,374278
vnm,2007,327770
vnm,2008,328175
vnm,2009,339299
vnm,2010,338707
vnm,2011,337828
vnm,2012,336936
vnm,2013,314110
vnm,2014,313421
vnm,2015,313152
vnm,2016,329341
vnm,2017,334064
vnm,2018,334464
vnm,2019,316441
vnm,2020,316727
wsm,2006,5
wsm,2008,5
yem,1978,15000
yem,1979,15000
yem,1980,15000
yem,1986,100000
yem,1987,70000
yem,1988,77000
yem,1989,77000
yem,1990,5
yem,1991,74
yem,1992,31
yem,1993,37
yem,1994,151
yem,1995,366
yem,1996,1154
yem,1997,1721
yem,1998,1928
yem,1999,2021
yem,2000,2104
yem,2001,1976
yem,2002,1595
yem,2003,1588
yem,2004,1599
yem,2005,1322
yem,2006,1364
yem,2007,1622
yem,2008,1765
yem,2009,1928
yem,2010,2070
yem,2011,2321
yem,2012,2582
yem,2013,2413
yem,2014,2623
yem,2015,15901
yem,2016,18427
yem,2017,23555
yem,2018,31145
yem,2019,36522
yem,2020,33369
zaf,1966,390
zaf,1967,450
zaf,1968,740
zaf,1969,290
zaf,1970,460
zaf,1971,850
zaf,1972,790
zaf,1973,940
zaf,1974,1380
zaf,1975,1360
zaf,1976,2180
zaf,1977,2395
zaf,1978,3840
zaf,1979,7280
zaf,1980,24250
zaf,1981,24900
zaf,1982,28430
zaf,1983,34520
zaf,1984,38560
zaf,1985,38110
zaf,1986,33220
zaf,1987,26150
zaf,1988,24906
zaf,1989,17135
zaf,1990,14781
zaf,1991,11205
zaf,1992,9241
zaf,1993,9087
zaf,1994,1514
zaf,1995,492
zaf,1996,286
zaf,1997,241
zaf,1998,184
zaf,1999,190
zaf,2000,168
zaf,2001,131
zaf,2002,271
zaf,2003,284
zaf,2004,261
zaf,2005,259
zaf,2006,501
zaf,2007,474
zaf,2008,449
zaf,2009,380
zaf,2010,374
zaf,2011,422
zaf,2012,413
zaf,2013,424
zaf,2014,422
zaf,2015,447
zaf,2016,452
zaf,2017,461
zaf,2018,482
zaf,2019,441
zaf,2020,494
zmb,1968,15000
zmb,1969,13000
zmb,1970,9000
zmb,1971,750
zmb,1972,750
zmb,1973,750
zmb,1974,4000
zmb,1975,750
zmb,1976,750
zmb,1979,1000
zmb,1980,1210
zmb,1981,1200
zmb,1982,1200
zmb,1983,1200
zmb,1992,1990
zmb,1993,1573
zmb,1994,15
zmb,1995,22
zmb,1996,39
zmb,1997,62
zmb,1998,75
zmb,1999,86
zmb,2000,91
zmb,2001,55
zmb,2002,84
zmb,2003,95
zmb,2004,119
zmb,2005,146
zmb,2006,199
zmb,2007,192
zmb,2008,191
zmb,2009,201
zmb,2010,221
zmb,2011,234
zmb,2012,240
zmb,2013,230
zmb,2014,309
zmb,2015,334
zmb,2016,256
zmb,2017,260
zmb,2018,266
zmb,2019,259
zmb,2020,269
zwe,1975,14720
zwe,1976,31220
zwe,1977,76520
zwe,1978,163160
zwe,1979,197640
zwe,1980,160
zwe,1981,190
zwe,1983,3200
zwe,1984,3760
zwe,1985,4250
zwe,1986,3230
zwe,1987,3830
zwe,1988,629
zwe,1989,5
zwe,1990,5
zwe,1991,128
zwe,1992,8
zwe,1993,14
zwe,1994,38
zwe,1995,37
zwe,1996,36
zwe,1997,37
zwe,1998,40
zwe,1999,40
zwe,2000,109
zwe,2001,257
zwe,2002,4024
zwe,2003,7154
zwe,2004,9557
zwe,2005,11246
zwe,2006,12774
zwe,2007,14366
zwe,2008,16824
zwe,2009,22441
zwe,2010,24080
zwe,2011,25033
zwe,2012,22082
zwe,2013,19719
zwe,2014,22478
zwe,2015,21332
zwe,2016,18141
zwe,2017,17420
zwe,2018,15618
zwe,2019,10045
zwe,2020,8614
