geo,time,sm_pop_refg_or
dom,2017,427
dom,2018,472
dom,2019,546
dom,2020,590
dza,1981,5
dza,1982,5
dza,1983,5
dza,1984,5
dza,1985,5
dza,1988,5
dza,1989,5
dza,1990,18
dza,1991,55
dza,1992,69
dza,1993,84
dza,1994,20744
dza,1995,1522
dza,1996,2245
dza,1997,3409
dza,1998,5717
dza,1999,7140
dza,2000,8015
dza,2001,8399
dza,2002,12088
dza,2003,11651
dza,2004,10650
dza,2005,12024
dza,2006,8338
dza,2007,10599
dza,2008,9044
dza,2009,8168
dza,2010,6665
dza,2011,6098
dza,2012,5657
dza,2013,3643
dza,2014,3509
dza,2015,3470
dza,2016,3705
dza,2017,4021
dza,2018,4186
dza,2019,4519
dza,2020,4693
ecu,1990,5
ecu,1991,27
ecu,1992,38
ecu,1993,48
ecu,1994,174
ecu,1995,203
ecu,1996,216
ecu,1997,215
ecu,1998,507
ecu,1999,492
ecu,2000,669
ecu,2001,649
ecu,2002,815
ecu,2003,720
ecu,2004,718
ecu,2005,772
ecu,2006,878
ecu,2007,1329
ecu,2008,1063
ecu,2009,1029
ecu,2010,859
ecu,2011,912
ecu,2012,848
ecu,2013,711
ecu,2014,807
ecu,2015,1006
ecu,2016,1041
ecu,2017,1251
ecu,2018,1424
ecu,2019,1644
ecu,2020,1704
egy,1978,50
egy,1981,5
egy,1982,5
egy,1983,6
egy,1984,6
egy,1985,7
egy,1986,8
egy,1987,8
egy,1988,14
egy,1989,13
egy,1990,50
egy,1991,98
egy,1992,210
egy,1993,257
egy,1994,501
egy,1995,870
egy,1996,1198
egy,1997,1720
egy,1998,2606
egy,1999,3486
egy,2000,3954
egy,2001,4677
egy,2002,6442
egy,2003,5734
egy,2004,5361
egy,2005,6288
egy,2006,7608
egy,2007,6789
egy,2008,6775
egy,2009,6981
egy,2010,6905
egy,2011,7924
egy,2012,10013
egy,2013,12804
egy,2014,15899
egy,2015,17929
egy,2016,19792
egy,2017,22106
egy,2018,24850
egy,2019,27416
egy,2020,26604
eri,1979,400
eri,1980,542
eri,1981,1542
eri,1982,1585
eri,1983,1385
eri,1984,1385
eri,1985,1385
eri,1986,177
eri,1987,167
eri,1988,133
eri,1989,43
eri,1990,43
eri,1991,500633
eri,1992,503200
eri,1993,427208
eri,1994,422432
eri,1995,286711
eri,1996,332222
eri,1997,319076
eri,1998,346779
eri,1999,347134
eri,2000,376847
eri,2001,333222
eri,2002,318167
eri,2003,124111
eri,2004,131108
eri,2005,144062
eri,2006,193738
eri,2007,208748
eri,2008,186391
eri,2009,209164
eri,2010,222454
eri,2011,251941
eri,2012,285356
eri,2013,308210
eri,2014,363081
eri,2015,407428
eri,2016,457247
eri,2017,486209
eri,2018,507260
eri,2019,504300
eri,2020,521949
esp,1970,680
esp,1971,670
esp,1972,650
esp,1973,390
esp,1974,210
esp,1975,140
esp,1976,510
esp,1980,5
esp,1981,5
esp,1982,50
esp,1983,600
esp,1984,60
esp,1985,60
esp,1987,60
esp,1994,42
esp,1995,36
esp,1996,217
esp,1997,214
esp,1998,57
esp,1999,49
esp,2000,75
esp,2001,45
esp,2002,58
esp,2003,51
esp,2004,53
esp,2005,49
esp,2006,2442
esp,2007,37
esp,2008,26
esp,2009,34
esp,2010,41
esp,2011,42
esp,2012,55
esp,2013,56
esp,2014,60
esp,2015,60
esp,2016,34
esp,2017,39
esp,2018,46
esp,2019,51
esp,2020,52
est,1992,59
est,1993,95
est,1994,296
est,1995,350
est,1996,1309
est,1997,1265
est,1998,792
est,1999,634
est,2000,460
est,2001,483
est,2002,1058
est,2003,1021
est,2004,849
est,2005,738
est,2006,622
est,2007,258
est,2008,248
est,2009,249
est,2010,242
est,2011,225
est,2012,455
est,2013,349
est,2014,340
est,2015,315
est,2016,303
est,2017,288
est,2018,281
est,2019,274
est,2020,277
eth,1967,28600
eth,1968,31000
eth,1969,31000
eth,1970,54350
eth,1971,55200
eth,1972,44640
eth,1973,46300
eth,1974,49200
eth,1975,91410
eth,1976,105700
eth,1977,655350
eth,1978,887670
eth,1979,1623870
eth,1980,2567998
eth,1981,1363266
eth,1982,1334915
eth,1983,1351917
eth,1984,1546134
eth,1985,1749309
eth,1986,1534548
eth,1987,1487663
eth,1988,1513307
eth,1989,1474919
eth,1990,1345928
eth,1991,251243
eth,1992,313131
eth,1993,251828
eth,1994,226429
eth,1995,100986
eth,1996,96264
eth,1997,84386
eth,1998,70663
eth,1999,71040
eth,2000,66396
eth,2001,58980
eth,2002,61235
eth,2003,62674
eth,2004,63153
eth,2005,65447
eth,2006,74007
eth,2007,59845
eth,2008,63861
eth,2009,62877
eth,2010,68838
eth,2011,70601
eth,2012,74965
eth,2013,77109
eth,2014,86857
eth,2015,85839
eth,2016,83958
eth,2017,87448
eth,2018,92232
eth,2019,93467
eth,2020,151336
fin,1998,5
fin,1999,5
fin,2000,5
fin,2002,8
fin,2003,6
fin,2005,5
fin,2006,10
fin,2007,5
fin,2009,6
fin,2010,6
fin,2011,6
fin,2012,5
fin,2013,5
fin,2014,5
fin,2015,10
fin,2016,5
fin,2017,5
fin,2018,5
fji,1992,19
fji,1993,89
fji,1994,156
fji,1995,222
fji,1996,305
fji,1997,326
fji,1998,301
fji,1999,328
fji,2000,401
fji,2001,731
fji,2002,1071
fji,2003,1088
fji,2004,1280
fji,2005,1376
fji,2006,1686
fji,2007,1824
fji,2008,1862
fji,2009,1888
fji,2010,1849
fji,2011,1576
fji,2012,1314
fji,2013,1109
fji,2014,927
fji,2015,887
fji,2016,791
fji,2017,734
fji,2018,675
fji,2019,591
fji,2020,516
fra,1994,20
fra,1995,14
fra,1996,46
fra,1997,60
fra,1998,62
fra,1999,60
fra,2000,74
fra,2001,41
fra,2002,92
fra,2003,110
fra,2004,112
fra,2005,286
fra,2006,79
fra,2007,99
fra,2008,97
fra,2009,80
fra,2010,90
fra,2011,92
fra,2012,94
fra,2013,92
fra,2014,84
fra,2015,90
fra,2016,50
fra,2017,54
fra,2018,59
fra,2019,50
fra,2020,49
gab,1992,17
gab,1993,17
gab,1994,22
gab,1995,27
gab,1996,22
gab,1997,17
gab,1998,27
gab,1999,27
gab,2000,27
gab,2001,24
gab,2002,34
gab,2003,37
gab,2004,50
gab,2005,78
gab,2006,96
gab,2007,116
gab,2008,132
gab,2009,145
gab,2010,167
gab,2011,180
gab,2012,189
gab,2013,180
gab,2014,179
gab,2015,174
gab,2016,167
gab,2017,216
gab,2018,342
gab,2019,440
gab,2020,459
gbr,1994,106
gbr,1995,75
gbr,1996,69
gbr,1997,75
gbr,1998,88
gbr,1999,102
gbr,2000,109
gbr,2001,104
gbr,2002,158
gbr,2003,146
gbr,2004,141
gbr,2005,134
gbr,2006,170
gbr,2007,198
gbr,2008,182
gbr,2009,155
gbr,2010,152
gbr,2011,150
gbr,2012,150
gbr,2013,140
gbr,2014,137
gbr,2015,128
gbr,2016,78
gbr,2017,85
gbr,2018,84
gbr,2019,69
gbr,2020,67
geo,1993,6010
geo,1994,5114
geo,1995,305
geo,1996,48485
geo,1997,47159
geo,1998,35665
geo,1999,29873
geo,2000,21818
geo,2001,17490
geo,2002,16970
geo,2003,12488
geo,2004,6620
geo,2005,7289
geo,2006,6337
geo,2007,11805
geo,2008,12597
geo,2009,15015
geo,2010,10636
geo,2011,10115
geo,2012,9266
geo,2013,6787
geo,2014,6687
geo,2015,6505
geo,2016,6405
geo,2017,6535
geo,2018,6983
geo,2019,7519
geo,2020,7358
gha,1961,5000
gha,1962,5000
gha,1963,5000
gha,1964,5000
gha,1965,5000
gha,1982,310
gha,1983,1958
gha,1984,2202
gha,1985,3195
gha,1986,2699
gha,1987,3916
gha,1988,4769
gha,1989,4716
gha,1990,4690
gha,1991,4702
gha,1992,4776
gha,1993,4471
gha,1994,14284
gha,1995,13594
gha,1996,15100
gha,1997,14772
gha,1998,13625
gha,1999,13288
gha,2000,14760
gha,2001,14547
gha,2002,15675
gha,2003,15866
gha,2004,14759
gha,2005,18421
gha,2006,9949
gha,2007,5042
gha,2008,13225
gha,2009,14876
gha,2010,20175
gha,2011,20333
gha,2012,24269
gha,2013,21048
gha,2014,22116
gha,2015,22962
gha,2016,15527
gha,2017,16959
gha,2018,18071
gha,2019,18432
gha,2020,13877
gin,1971,300
gin,1975,300000
gin,1976,500000
gin,1977,3000
gin,1982,50
gin,1984,70
gin,1986,50
gin,1987,50
gin,1988,50
gin,1989,50
gin,1992,16
gin,1993,27
gin,1994,101
gin,1995,441
gin,1996,520
gin,1997,641
gin,1998,911
gin,1999,1148
gin,2000,1489
gin,2001,2009
gin,2002,3417
gin,2003,3868
gin,2004,4777
gin,2005,5816
gin,2006,6830
gin,2007,8269
gin,2008,9481
gin,2009,10912
gin,2010,11978
gin,2011,13164
gin,2012,14062
gin,2013,14559
gin,2014,15247
gin,2015,16995
gin,2016,17536
gin,2017,20333
gin,2018,23493
gin,2019,26857
gin,2020,26836
gmb,1990,5
gmb,1991,16
gmb,1992,25
gmb,1993,27
gmb,1994,24
gmb,1995,156
gmb,1996,308
gmb,1997,421
gmb,1998,574
gmb,1999,678
gmb,2000,751
gmb,2001,732
gmb,2002,858
gmb,2003,744
gmb,2004,684
gmb,2005,1680
gmb,2006,1249
gmb,2007,1257
gmb,2008,1336
gmb,2009,1966
gmb,2010,2233
gmb,2011,2572
gmb,2012,3063
gmb,2013,3382
gmb,2014,5122
gmb,2015,8473
gmb,2016,11589
gmb,2017,14564
gmb,2018,17237
gmb,2019,17813
gmb,2020,10601
gnb,1963,6000
gnb,1964,30000
gnb,1965,50000
gnb,1966,61050
gnb,1967,59520
gnb,1968,56740
gnb,1969,67800
gnb,1970,66660
gnb,1971,80000
gnb,1972,82000
gnb,1973,84000
gnb,1974,90000
gnb,1975,46000
gnb,1976,37000
gnb,1977,5000
gnb,1978,5000
gnb,1979,5000
gnb,1980,5000
gnb,1981,4000
gnb,1982,5000
gnb,1983,5000
gnb,1984,5010
gnb,1985,5350
gnb,1986,5355
gnb,1987,5000
gnb,1988,4999
gnb,1989,5001
gnb,1990,5001
gnb,1991,5006
gnb,1992,5006
gnb,1993,5006
gnb,1994,5011
gnb,1995,830
gnb,1996,854
gnb,1997,865
gnb,1998,8885
gnb,1999,3187
gnb,2000,880
gnb,2001,917
gnb,2002,978
gnb,2003,969
gnb,2004,1008
gnb,2005,1042
gnb,2006,1000
gnb,2007,1018
gnb,2008,1053
gnb,2009,1100
gnb,2010,1117
gnb,2011,1118
gnb,2012,1173
gnb,2013,1222
gnb,2014,1306
gnb,2015,1472
gnb,2016,1650
gnb,2017,1870
gnb,2018,2043
gnb,2019,2093
gnb,2020,1643
gnq,1974,1000
gnq,1975,90000
gnq,1976,90000
gnq,1977,120000
gnq,1978,90000
gnq,1979,40000
gnq,1980,38000
gnq,1981,18000
gnq,1982,18000
gnq,1991,60
gnq,1992,115
gnq,1993,214
gnq,1994,340
gnq,1995,342
gnq,1996,398
gnq,1997,474
gnq,1998,419
gnq,1999,422
gnq,2000,504
gnq,2001,526
gnq,2002,549
gnq,2003,584
gnq,2004,540
gnq,2005,478
gnq,2006,460
gnq,2007,402
gnq,2008,381
gnq,2009,341
gnq,2010,306
gnq,2011,261
gnq,2012,230
gnq,2013,196
gnq,2014,168
gnq,2015,142
gnq,2016,131
gnq,2017,127
gnq,2018,140
gnq,2019,156
gnq,2020,170
grc,1965,17690
grc,1966,7090
grc,1967,23420
grc,1968,21820
grc,1969,21590
grc,1970,21290
grc,1971,1480
grc,1972,6610
grc,1973,5900
grc,1974,580
grc,1975,510
grc,1976,450
grc,1977,410
grc,1978,380
grc,1979,360
grc,1980,340
grc,1981,320
grc,1982,300
grc,1983,280
grc,1984,260
grc,1988,6
grc,1989,6
grc,1990,16
grc,1991,6
grc,1994,93
grc,1995,221
grc,1996,247
grc,1997,175
grc,1998,173
grc,1999,163
grc,2000,124
grc,2001,93
grc,2002,296
grc,2003,268
grc,2004,221
grc,2005,333
grc,2006,93
grc,2007,92
grc,2008,67
grc,2009,61
grc,2010,52
grc,2011,54
grc,2012,48
grc,2013,88
grc,2014,108
grc,2015,111
grc,2016,101
grc,2017,106
grc,2018,107
grc,2019,95
grc,2020,95
grd,1988,9
grd,1989,5
grd,1990,5
grd,1991,5
grd,1994,5
grd,1995,6
grd,1996,10
grd,1997,11
grd,1998,19
grd,1999,35
grd,2000,23
grd,2001,53
grd,2002,73
grd,2003,76
grd,2004,98
grd,2005,151
grd,2006,204
grd,2007,298
grd,2008,310
grd,2009,332
grd,2010,344
grd,2011,325
grd,2012,316
grd,2013,330
grd,2014,324
grd,2015,270
grd,2016,100
grd,2017,103
grd,2018,96
grd,2019,80
grd,2020,70
gtm,1980,750
gtm,1981,1910
gtm,1982,36490
gtm,1983,41800
gtm,1984,47880
gtm,1985,52890
gtm,1986,52800
gtm,1987,53700
gtm,1988,53753
gtm,1989,45413
gtm,1990,47988
gtm,1991,52584
gtm,1992,53940
gtm,1993,50265
gtm,1994,49606
gtm,1995,42901
gtm,1996,40341
gtm,1997,37506
gtm,1998,32745
gtm,1999,28082
gtm,2000,20709
gtm,2001,16868
gtm,2002,13892
gtm,2003,6696
gtm,2004,4374
gtm,2005,3376
gtm,2006,6493
gtm,2007,6157
gtm,2008,5927
gtm,2009,5763
gtm,2010,5675
gtm,2011,6087
gtm,2012,6389
gtm,2013,6620
gtm,2014,7487
gtm,2015,10284
gtm,2016,12549
gtm,2017,16284
gtm,2018,19128
gtm,2019,22770
gtm,2020,24559
guy,1994,69
guy,1995,59
guy,1996,54
guy,1997,37
guy,1998,38
guy,1999,47
guy,2000,35
guy,2001,36
guy,2002,50
guy,2003,75
guy,2004,191
guy,2005,405
guy,2006,535
guy,2007,676
guy,2008,707
guy,2009,724
guy,2010,746
guy,2011,768
guy,2012,800
guy,2013,800
guy,2014,700
guy,2015,508
guy,2016,269
guy,2017,260
guy,2018,283
guy,2019,284
guy,2020,277
hkg,1994,257
hkg,1995,202
hkg,1996,102
hkg,1997,47
hkg,1998,39
hkg,1999,17
hkg,2000,10
hkg,2001,5
hkg,2003,6
hkg,2004,7
hkg,2006,8
hkg,2007,9
hkg,2008,9
hkg,2009,10
hkg,2010,16
hkg,2011,14
hkg,2012,18
hkg,2013,24
hkg,2014,25
hkg,2015,33
hkg,2016,15
hkg,2017,11
hkg,2018,11
hkg,2019,5
hkg,2020,20
hnd,1986,100
hnd,1989,5
hnd,1990,18
hnd,1991,21
hnd,1992,41
hnd,1993,450
hnd,1994,1212
hnd,1995,1218
hnd,1996,1256
hnd,1997,1243
hnd,1998,1097
hnd,1999,1066
hnd,2000,904
hnd,2001,783
hnd,2002,675
hnd,2003,606
hnd,2004,485
hnd,2005,536
hnd,2006,1035
hnd,2007,1236
hnd,2008,1116
hnd,2009,1165
hnd,2010,1300
hnd,2011,1967
hnd,2012,2612
hnd,2013,3299
hnd,2014,4157
hnd,2015,6847
hnd,2016,10509
hnd,2017,14424
hnd,2018,18857
hnd,2019,26351
hnd,2020,34473
hrv,1992,168570
hrv,1993,151689
hrv,1994,76256
hrv,1995,245572
hrv,1996,310090
hrv,1997,349307
hrv,1998,338085
hrv,1999,353721
hrv,2000,335200
hrv,2001,290283
hrv,2002,274822
hrv,2003,230193
hrv,2004,215480
hrv,2005,119154
hrv,2006,93768
hrv,2007,100429
hrv,2008,97016
hrv,2009,76479
hrv,2010,65863
hrv,2011,62653
hrv,2012,62606
hrv,2013,49755
hrv,2014,40121
hrv,2015,33452
hrv,2016,26231
hrv,2017,24869
hrv,2018,24105
hrv,2019,23793
hrv,2020,23456
hti,1974,1000
hti,1978,300
hti,1979,3300
hti,1980,3800
hti,1981,5000
hti,1982,5000
hti,1983,5230
hti,1984,5440
hti,1985,6100
hti,1986,5120
hti,1987,5080
hti,1988,4699
hti,1989,3344
hti,1990,2092
hti,1991,1857
hti,1992,2483
hti,1993,3861
hti,1994,9800
hti,1995,13927
hti,1996,15119
hti,1997,15479
hti,1998,13539
hti,1999,8768
hti,2000,7564
hti,2001,7246
hti,2002,7722
hti,2003,7550
hti,2004,9209
hti,2005,13538
hti,2006,20834
hti,2007,22275
hti,2008,23059
hti,2009,24110
hti,2010,25886
hti,2011,33652
hti,2012,38559
hti,2013,38644
hti,2014,37147
hti,2015,34762
hti,2016,29671
hti,2017,28424
hti,2018,27517
hti,2019,26734
hti,2020,25659
hun,1965,3270
hun,1966,3270
hun,1967,3270
hun,1968,3270
hun,1969,3360
hun,1970,3490
hun,1971,220
hun,1972,210
hun,1973,170
hun,1974,150
hun,1975,140
hun,1976,50
hun,1978,120
hun,1980,763
hun,1981,744
hun,1982,728
hun,1983,607
hun,1984,430
hun,1985,435
hun,1986,381
hun,1987,329
hun,1988,3887
hun,1989,4359
hun,1990,5767
hun,1991,4734
hun,1992,3994
hun,1993,5014
hun,1994,4468
hun,1995,2349
hun,1996,3082
hun,1997,2670
hun,1998,1243
hun,1999,797
hun,2000,512
hun,2001,949
hun,2002,3515
hun,2003,3394
hun,2004,2747
hun,2005,3516
hun,2006,3117
hun,2007,3384
hun,2008,1612
hun,2009,1535
hun,2010,1435
hun,2011,1234
hun,2012,1085
hun,2013,1218
hun,2014,1264
hun,2015,1447
hun,2016,2909
hun,2017,3336
hun,2018,3927
hun,2019,4007
hun,2020,4617
idn,1978,1000
idn,1979,1000
idn,1980,1000
idn,1981,150
idn,1982,2200
idn,1983,1230
idn,1984,11020
idn,1985,11800
idn,1986,11340
idn,1987,9680
idn,1988,9301
idn,1989,7775
idn,1990,7168
idn,1991,6164
idn,1992,6829
idn,1993,7925
idn,1994,8727
idn,1995,9836
idn,1996,11365
idn,1997,8800
idn,1998,9054
idn,1999,9023
idn,2000,9152
idn,2001,8972
idn,2002,9907
idn,2003,16240
idn,2004,27919
idn,2005,34383
idn,2006,34722
idn,2007,20549
idn,2008,19338
idn,2009,18207
idn,2010,16882
idn,2011,16069
idn,2012,15514
idn,2013,14775
idn,2014,14393
idn,2015,13947
idn,2016,13056
idn,2017,12485
idn,2018,12148
idn,2019,12039
idn,2020,13037
ind,1988,10
ind,1989,13
ind,1990,197
ind,1991,406
ind,1992,1021
ind,1993,1491
ind,1994,3266
ind,1995,5011
ind,1996,7546
ind,1997,8918
ind,1998,9663
ind,1999,9846
ind,2000,11397
ind,2001,11560
ind,2002,14349
ind,2003,13703
ind,2004,13335
ind,2005,16275
ind,2006,17797
ind,2007,20455
ind,2008,19551
ind,2009,19496
ind,2010,17766
ind,2011,16226
ind,2012,14245
ind,2013,11032
ind,2014,10431
ind,2015,9882
ind,2016,7288
ind,2017,7926
ind,2018,9586
ind,2019,11787
ind,2020,12428
irl,1994,5
irl,2000,5
irl,2001,5
irl,2002,5
irl,2003,6
irl,2004,5
irl,2005,23
irl,2006,5
irl,2007,9
irl,2008,7
irl,2009,7
irl,2010,7
irl,2011,7
irl,2012,7
irl,2013,7
irl,2014,7
irl,2015,5
irl,2020,5
irn,1980,48
irn,1981,803
irn,1982,2480
irn,1983,5577
irn,1984,5244
irn,1985,88245
irn,1986,87921
irn,1987,10992
irn,1988,58259
irn,1989,52798
irn,1990,75889
irn,1991,130366
irn,1992,128781
irn,1993,115516
irn,1994,121288
irn,1995,112360
irn,1996,104122
irn,1997,93986
irn,1998,89967
irn,1999,86845
irn,2000,88266
irn,2001,92490
irn,2002,138362
irn,2003,122530
irn,2004,115171
irn,2005,99430
irn,2006,102479
irn,2007,68398
irn,2008,69051
irn,2009,72772
irn,2010,68786
irn,2011,72366
irn,2012,75934
irn,2013,75061
irn,2014,82202
irn,2015,84950
irn,2016,94103
irn,2017,118640
irn,2018,129941
irn,2019,128998
irn,2020,134767
irq,1968,2700
irq,1969,2700
irq,1978,560
irq,1979,31000
irq,1980,31098
irq,1981,66589
irq,1982,103766
irq,1983,103721
irq,1984,101724
irq,1985,401503
irq,1986,400745
irq,1987,410818
irq,1988,508468
irq,1989,507986
irq,1990,1133805
irq,1991,1321853
irq,1992,1343824
irq,1993,771074
irq,1994,749833
irq,1995,718717
irq,1996,714727
irq,1997,707342
irq,1998,675030
irq,1999,642875
irq,2000,526165
irq,2001,530508
irq,2002,422504
irq,2003,368577
irq,2004,311889
irq,2005,262302
irq,2006,1450908
irq,2007,2309246
irq,2008,1903516
irq,2009,1785215
irq,2010,1683576
irq,2011,1428306
irq,2012,746204
irq,2013,401461
irq,2014,369960
irq,2015,264086
irq,2016,316056
irq,2017,362536
irq,2018,372332
irq,2019,336274
irq,2020,333418
isl,1996,5
isl,1997,5
isl,1998,5
isl,1999,5
isl,2000,5
isl,2002,13
isl,2003,11
isl,2004,8
isl,2005,10
isl,2006,32
isl,2007,10
isl,2008,10
isl,2009,5
isl,2010,5
isl,2017,5
isl,2018,5
isl,2019,5
isl,2020,10
isr,1988,5
isr,1989,5
isr,1990,14
isr,1991,28
isr,1992,37
isr,1993,114
isr,1994,888
isr,1995,937
isr,1996,1121
isr,1997,988
isr,1998,832
isr,1999,473
isr,2000,414
isr,2001,361
isr,2002,561
isr,2003,626
isr,2004,669
isr,2005,624
isr,2006,876
isr,2007,1539
isr,2008,1486
isr,2009,1298
isr,2010,1290
isr,2011,1323
isr,2012,1326
isr,2013,1026
isr,2014,967
isr,2015,787
isr,2016,487
isr,2017,469
isr,2018,492
isr,2019,452
isr,2020,398
ita,1994,145
ita,1995,120
ita,1996,109
ita,1997,112
ita,1998,76
ita,1999,49
ita,2000,46
ita,2001,36
ita,2002,223
ita,2003,208
ita,2004,192
ita,2005,219
ita,2006,106
ita,2007,84
ita,2008,57
ita,2009,42
ita,2010,45
ita,2011,57
ita,2012,65
ita,2013,64
ita,2014,63
ita,2015,69
ita,2016,49
ita,2017,52
ita,2018,69
ita,2019,76
ita,2020,72
jam,1993,5
jam,1994,10
jam,1995,11
jam,1996,18
jam,1997,21
jam,1998,26
jam,1999,33
jam,2000,37
jam,2001,37
jam,2002,147
jam,2003,260
jam,2004,350
jam,2005,489
jam,2006,661
jam,2007,766
jam,2008,825
jam,2009,908
jam,2010,1055
jam,2011,1248
jam,2012,1404
jam,2013,1501
jam,2014,1682
jam,2015,1857
jam,2016,1998
jam,2017,2224
jam,2018,2448
jam,2019,2529
jam,2020,2518
jor,1984,5
jor,1985,105
jor,1986,5
jor,1987,5
jor,1988,7
jor,1989,14
jor,1990,56
jor,1991,114
jor,1992,183
jor,1993,239
jor,1994,440
jor,1995,511
jor,1996,707
jor,1997,720
jor,1998,897
jor,1999,970
jor,2000,915
jor,2001,773
jor,2002,1280
jor,2003,1149
jor,2004,1158
jor,2005,1778
jor,2006,1592
jor,2007,1778
jor,2008,1883
jor,2009,2111
jor,2010,2250
jor,2011,2244
jor,2012,2363
jor,2013,1622
jor,2014,1711
jor,2015,1836
jor,2016,1919
jor,2017,2119
jor,2018,2426
jor,2019,2313
jor,2020,2489
jpn,1994,7
jpn,1995,5
jpn,2000,5
jpn,2001,5
jpn,2002,14
jpn,2003,17
jpn,2004,19
jpn,2005,10
jpn,2006,166
jpn,2007,519
jpn,2008,183
jpn,2009,148
jpn,2010,149
jpn,2011,176
jpn,2012,173
jpn,2013,154
jpn,2014,257
jpn,2015,140
jpn,2016,53
jpn,2017,44
jpn,2018,42
jpn,2019,39
jpn,2020,40
kaz,1994,24
kaz,1995,137
kaz,1996,40163
kaz,1997,40772
kaz,1998,20458
kaz,1999,9059
kaz,2000,2537
kaz,2001,2803
kaz,2002,6317
kaz,2003,6563
kaz,2004,6124
kaz,2005,4321
kaz,2006,7374
kaz,2007,5232
kaz,2008,4825
kaz,2009,3741
kaz,2010,3631
kaz,2011,3497
kaz,2012,3567
kaz,2013,2114
kaz,2014,2219
kaz,2015,2263
kaz,2016,2366
kaz,2017,2406
kaz,2018,2520
kaz,2019,2757
kaz,2020,2776
ken,1975,90
ken,1977,1200
ken,1978,80
ken,1979,80
ken,1990,7
ken,1991,31
ken,1992,61
ken,1993,83
ken,1994,8772
ken,1995,9320
ken,1996,9390
ken,1997,9563
ken,1998,6037
ken,1999,6131
ken,2000,2367
ken,2001,2551
ken,2002,3089
ken,2003,3159
ken,2004,3842
ken,2005,4638
ken,2006,5356
ken,2007,7544
ken,2008,9682
ken,2009,9609
ken,2010,8585
ken,2011,8731
ken,2012,8946
ken,2013,8580
ken,2014,8546
ken,2015,7902
ken,2016,7526
ken,2017,7567
ken,2018,7480
ken,2019,7705
ken,2020,7452
kgz,1994,13
kgz,1995,20
kgz,1996,17118
kgz,1997,16321
kgz,1998,7450
kgz,1999,4003
kgz,2000,747
kgz,2001,687
kgz,2002,2952
kgz,2003,3142
kgz,2004,3286
kgz,2005,3127
kgz,2006,2493
kgz,2007,2257
kgz,2008,2526
kgz,2009,2611
kgz,2010,2748
kgz,2011,3163
kgz,2012,3490
kgz,2013,2299
kgz,2014,2449
kgz,2015,2498
kgz,2016,2571
kgz,2017,2771
kgz,2018,2934
kgz,2019,2963
kgz,2020,2896
khm,1971,57000
khm,1972,55000
khm,1973,35000
khm,1975,18830
khm,1976,17200
khm,1977,76710
khm,1978,165120
khm,1979,51100
khm,1980,192843
khm,1981,135077
khm,1982,123398
khm,1983,91115
khm,1984,72468
khm,1985,67518
khm,1986,54848
khm,1987,48589
khm,1988,97758
khm,1989,75725
khm,1990,54364
khm,1991,43166
khm,1992,28849
khm,1993,9751
khm,1994,8536
khm,1995,61224
khm,1996,62240
khm,1997,103239
khm,1998,76575
khm,1999,38318
khm,2000,36851
khm,2001,34756
khm,2002,33451
khm,2003,31404
khm,2004,18109
khm,2005,17804
khm,2006,17963
khm,2007,17700
khm,2008,17250
khm,2009,17022
khm,2010,16308
khm,2011,15201
khm,2012,14016
khm,2013,13738
khm,2014,13066
khm,2015,12801
khm,2016,12428
khm,2017,12238
khm,2018,12139
khm,2019,11986
khm,2020,11901
kir,2003,15
kir,2004,31
kir,2005,31
kir,2006,39
kir,2007,36
kir,2008,36
kir,2009,31
kir,2010,31
kir,2011,31
kir,2012,34
kir,2013,21
kir,2014,5
kna,2005,31
kna,2010,10
kna,2011,7
kna,2012,10
kna,2013,12
kna,2014,20
kna,2015,25
kna,2016,49
kna,2017,51
kna,2018,58
kna,2019,57
kna,2020,54
kor,1991,5
kor,1992,5
kor,1993,5
kor,1994,17
kor,1995,29
kor,1996,40
kor,1997,50
kor,1998,63
kor,1999,72
kor,2000,69
kor,2001,83
kor,2002,244
kor,2003,236
kor,2004,269
kor,2005,266
kor,2006,1333
kor,2007,1183
kor,2008,1099
kor,2009,567
kor,2010,578
kor,2011,508
kor,2012,555
kor,2013,495
kor,2014,478
kor,2015,346
kor,2016,243
kor,2017,239
kor,2018,274
kor,2019,180
kor,2020,156
kwt,1990,46
kwt,1991,49
kwt,1992,77
kwt,1993,91
kwt,1994,758
kwt,1995,764
kwt,1996,854
kwt,1997,824
kwt,1998,827
kwt,1999,988
kwt,2000,688
kwt,2001,696
kwt,2002,705
kwt,2003,615
kwt,2004,391
kwt,2005,374
kwt,2006,610
kwt,2007,741
kwt,2008,847
kwt,2009,936
kwt,2010,986
kwt,2011,1112
kwt,2012,1189
kwt,2013,971
kwt,2014,974
kwt,2015,1076
kwt,2016,1013
kwt,2017,1097
kwt,2018,1251
kwt,2019,1300
kwt,2020,1442
lao,1975,55510
lao,1976,62720
lao,1977,78970
lao,1978,119180
lao,1979,128770
lao,1980,105256
lao,1981,89990
lao,1982,80588
lao,1983,85043
lao,1984,86673
lao,1985,99303
lao,1986,91214
lao,1987,78894
lao,1988,135866
lao,1989,133496
lao,1990,135634
lao,1991,122328
lao,1992,96158
lao,1993,74500
lao,1994,54895
lao,1995,58197
lao,1996,46908
lao,1997,37369
lao,1998,29018
lao,1999,21393
lao,2000,16090
lao,2001,12625
lao,2002,11233
lao,2003,10360
lao,2004,16114
lao,2005,24441
lao,2006,26445
lao,2007,10012
