geo,time,en_atm_co2e_kd_gd
are,2004,0.46644
are,2005,0.47032
are,2006,0.44727
are,2007,0.46998
are,2008,0.54021
are,2009,0.57367
are,2010,0.58488
are,2011,0.55874
are,2012,0.56501
are,2013,0.56345
are,2014,0.53954
are,2015,0.54181
are,2016,0.5404
are,2017,0.55113
are,2018,0.52386
arg,1990,0.3756
arg,1991,0.36305
arg,1992,0.34284
arg,1993,0.3277
arg,1994,0.31738
arg,1995,0.32667
arg,1996,0.34425
arg,1997,0.32033
arg,1998,0.32263
arg,1999,0.33649
arg,2000,0.3334
arg,2001,0.33017
arg,2002,0.34858
arg,2003,0.34996
arg,2004,0.35471
arg,2005,0.33614
arg,2006,0.33035
arg,2007,0.31916
arg,2008,0.31519
arg,2009,0.31368
arg,2010,0.30419
arg,2011,0.30253
arg,2012,0.30786
arg,2013,0.30984
arg,2014,0.31076
arg,2015,0.31289
arg,2016,0.31643
arg,2017,0.30081
arg,2018,0.30408
arm,1990,3.3991
arm,1991,4.01239
arm,1992,3.62867
arm,1993,1.84143
arm,1994,0.94981
arm,1995,1.13819
arm,1996,0.7872
arm,1997,0.99017
arm,1998,0.95872
arm,1999,0.83181
arm,2000,0.89912
arm,2001,0.82958
arm,2002,0.63513
arm,2003,0.62499
arm,2004,0.60762
arm,2005,0.63278
arm,2006,0.56276
arm,2007,0.57321
arm,2008,0.58674
arm,2009,0.5414
arm,2010,0.50978
arm,2011,0.55421
arm,2012,0.59861
arm,2013,0.5572
arm,2014,0.53588
arm,2015,0.506
arm,2016,0.47946
arm,2017,0.468
arm,2018,0.4641
atg,1990,0.28277
atg,1991,0.28992
atg,1992,0.3778
atg,1993,0.30935
atg,1994,0.28999
atg,1995,0.32747
atg,1996,0.31856
atg,1997,0.3236
atg,1998,0.33988
atg,1999,0.32773
atg,2000,0.30859
atg,2001,0.34289
atg,2002,0.37819
atg,2003,0.37481
atg,2004,0.34573
atg,2005,0.33282
atg,2006,0.3169
atg,2007,0.30308
atg,2008,0.3163
atg,2009,1.04041
atg,2010,0.39797
atg,2011,0.42248
atg,2012,0.57699
atg,2013,0.37892
atg,2014,0.37283
atg,2015,0.36658
atg,2016,0.35456
atg,2017,0.34375
atg,2018,0.3407
aus,1990,0.41743
aus,1991,0.42087
aus,1992,0.42492
aus,1993,0.41455
aus,1994,0.4079
aus,1995,0.4074
aus,1996,0.40655
aus,1997,0.40041
aus,1998,0.40896
aus,1999,0.3956
aus,2000,0.38722
aus,2001,0.38678
aus,2002,0.38045
aus,2003,0.36848
aus,2004,0.36748
aus,2005,0.3602
aus,2006,0.35567
aus,2007,0.35192
aus,2008,0.34226
aus,2009,0.34133
aus,2010,0.32798
aus,2011,0.31879
aus,2012,0.30677
aus,2013,0.294
aus,2014,0.27964
aus,2015,0.27815
aus,2016,0.2764
aus,2017,0.27246
aus,2018,0.26426
aut,1990,0.24225
aut,1991,0.25087
aut,1992,0.22703
aut,1993,0.22635
aut,1994,0.22291
aut,1995,0.22789
aut,1996,0.23619
aut,1997,0.22892
aut,1998,0.22256
aut,1999,0.20953
aut,2000,0.20423
aut,2001,0.21558
aut,2002,0.21664
aut,2003,0.23036
aut,2004,0.22827
aut,2005,0.22455
aut,2006,0.21096
aut,2007,0.19553
aut,2008,0.19134
aut,2009,0.18109
aut,2010,0.19311
aut,2011,0.18309
aut,2012,0.17344
aut,2013,0.1751
aut,2014,0.164
aut,2015,0.16539
aut,2016,0.16278
aut,2017,0.16509
aut,2018,0.15446
aze,1990,2.7968
aze,1991,3.28218
aze,1992,2.82281
aze,1993,4.40294
aze,1994,4.87456
aze,1995,5.31647
aze,1996,4.63019
aze,1997,4.27774
aze,1998,3.88097
aze,1999,3.55761
aze,2000,3.30373
aze,2001,2.9092
aze,2002,2.61778
aze,2003,2.13921
aze,2004,1.94376
aze,2005,1.63309
aze,2006,1.13232
aze,2007,0.7266
aze,2008,0.70645
aze,2009,0.54898
aze,2010,0.50326
aze,2011,0.60467
aze,2012,0.63721
aze,2013,0.61436
aze,2014,0.62125
aze,2015,0.60613
aze,2016,0.63481
aze,2017,0.62045
aze,2018,0.61223
bdi,1990,0.07963
bdi,1991,0.0918
bdi,1992,0.07903
bdi,1993,0.0885
bdi,1994,0.09203
bdi,1995,0.1047
bdi,1996,0.11381
bdi,1997,0.1209
bdi,1998,0.11542
bdi,1999,0.1166
bdi,2000,0.13295
bdi,2001,0.10522
bdi,2002,0.10554
bdi,2003,0.08256
bdi,2004,0.07412
bdi,2005,0.07346
bdi,2006,0.08275
bdi,2007,0.07999
bdi,2008,0.0803
bdi,2009,0.07735
bdi,2010,0.11773
bdi,2011,0.13084
bdi,2012,0.13205
bdi,2013,0.1323
bdi,2014,0.12073
bdi,2015,0.13207
bdi,2016,0.14907
bdi,2017,0.1838
bdi,2018,0.18723
bel,1990,0.37264
bel,1991,0.3815
bel,1992,0.37037
bel,1993,0.36658
bel,1994,0.37057
bel,1995,0.3609
bel,1996,0.37136
bel,1997,0.34937
bel,1998,0.35079
bel,1999,0.32772
bel,2000,0.32082
bel,2001,0.3202
bel,2002,0.2949
bel,2003,0.30411
bel,2004,0.28986
bel,2005,0.27481
bel,2006,0.26323
bel,2007,0.2444
bel,2008,0.24876
bel,2009,0.23665
bel,2010,0.24576
bel,2011,0.21692
bel,2012,0.21396
bel,2013,0.21668
bel,2014,0.19907
bel,2015,0.20599
bel,2016,0.20154
bel,2017,0.19506
bel,2018,0.19308
ben,1990,0.096
ben,1991,0.07999
ben,1992,0.08475
ben,1993,0.09343
ben,1994,0.08722
ben,1995,0.09458
ben,1996,0.20694
ben,1997,0.23114
ben,1998,0.23309
ben,1999,0.24169
ben,2000,0.24601
ben,2001,0.28087
ben,2002,0.30925
ben,2003,0.33562
ben,2004,0.34164
ben,2005,0.36908
ben,2006,0.48919
ben,2007,0.52904
ben,2008,0.49975
ben,2009,0.52772
ben,2010,0.55858
ben,2011,0.53182
ben,2012,0.48296
ben,2013,0.47717
ben,2014,0.49244
ben,2015,0.52598
ben,2016,0.61435
ben,2017,0.59183
ben,2018,0.59613
bfa,1990,0.19393
bfa,1991,0.18082
bfa,1992,0.18341
bfa,1993,0.18018
bfa,1994,0.17784
bfa,1995,0.17365
bfa,1996,0.17597
bfa,1997,0.1885
bfa,1998,0.18852
bfa,1999,0.18551
bfa,2000,0.20557
bfa,2001,0.18731
bfa,2002,0.17949
bfa,2003,0.17956
bfa,2004,0.17655
bfa,2005,0.16535
bfa,2006,0.18945
bfa,2007,0.21837
bfa,2008,0.23465
bfa,2009,0.23029
bfa,2010,0.22996
bfa,2011,0.22702
bfa,2012,0.2627
bfa,2013,0.27214
bfa,2014,0.26525
bfa,2015,0.28735
bfa,2016,0.27917
bfa,2017,0.30567
bfa,2018,0.30047
bgd,1990,0.21804
bgd,1991,0.19808
bgd,1992,0.20503
bgd,1993,0.20822
bgd,1994,0.21589
bgd,1995,0.25103
bgd,1996,0.24409
bgd,1997,0.26346
bgd,1998,0.25419
bgd,1999,0.2537
bgd,2000,0.25939
bgd,2001,0.29395
bgd,2002,0.30122
bgd,2003,0.30017
bgd,2004,0.30415
bgd,2005,0.30588
bgd,2006,0.31471
bgd,2007,0.31108
bgd,2008,0.32116
bgd,2009,0.32904
bgd,2010,0.35228
bgd,2011,0.35601
bgd,2012,0.35614
bgd,2013,0.35095
bgd,2014,0.34848
bgd,2015,0.36749
bgd,2016,0.3529
bgd,2017,0.35111
bgd,2018,0.34226
bgr,1990,1.94367
bgr,1991,1.6915
bgr,1992,1.71585
bgr,1993,1.75869
bgr,1994,1.66058
bgr,1995,1.64978
bgr,1996,1.57976
bgr,1997,1.78455
bgr,1998,1.62208
bgr,1999,1.54865
bgr,2000,1.44561
bgr,2001,1.48404
bgr,2002,1.32332
bgr,2003,1.38136
bgr,2004,1.27852
bgr,2005,1.21087
bgr,2006,1.15956
bgr,2007,1.16932
bgr,2008,1.04798
bgr,2009,0.93154
bgr,2010,0.96688
bgr,2011,1.04616
bgr,2012,0.94695
bgr,2013,0.833
bgr,2014,0.86707
bgr,2015,0.88237
bgr,2016,0.7938
bgr,2017,0.8092
bgr,2018,0.73306
bhr,1990,1.19252
bhr,1991,1.03319
bhr,1992,1.14805
bhr,1993,1.08346
bhr,1994,1.11111
bhr,1995,1.08269
bhr,1996,1.08833
bhr,1997,1.07431
bhr,1998,1.10269
bhr,1999,1.05314
bhr,2000,1.02797
bhr,2001,1.0352
bhr,2002,1.05238
bhr,2003,1.03259
bhr,2004,0.9636
bhr,2005,1.04193
bhr,2006,1.06374
bhr,2007,1.00454
bhr,2008,1.01781
bhr,2009,0.991
bhr,2010,0.99784
bhr,2011,0.98032
bhr,2012,0.96469
bhr,2013,0.99055
bhr,2014,0.99744
bhr,2015,0.98549
bhr,2016,0.93919
bhr,2017,0.90591
bhr,2018,0.90143
bhs,1990,0.20626
bhs,1991,0.22735
bhs,1992,0.31813
bhs,1993,0.26325
bhs,1994,0.24792
bhs,1995,0.24218
bhs,1996,0.22007
bhs,1997,0.18501
bhs,1998,0.24846
bhs,1999,0.21755
bhs,2000,0.20045
bhs,2001,0.19441
bhs,2002,0.20262
bhs,2003,0.20252
bhs,2004,0.19272
bhs,2005,0.17431
bhs,2006,0.17003
bhs,2007,0.17175
bhs,2008,0.17923
bhs,2009,0.53365
bhs,2010,0.18159
bhs,2011,0.20999
bhs,2012,0.30639
bhs,2013,0.26899
bhs,2014,0.22424
bhs,2015,0.20238
bhs,2016,0.18434
bhs,2017,0.17551
bhs,2018,0.17907
bih,1994,1.29719
bih,1995,1.1452
bih,1996,0.75353
bih,1997,1.13613
bih,1998,1.24559
bih,1999,1.11114
bih,2000,1.39661
bih,2001,1.31953
bih,2002,1.32597
bih,2003,1.30124
bih,2004,1.28502
bih,2005,1.23161
bih,2006,1.2893
bih,2007,1.28458
bih,2008,1.33889
bih,2009,1.36906
bih,2010,1.37379
bih,2011,1.55008
bih,2012,1.44574
bih,2013,1.40547
bih,2014,1.23937
bih,2015,1.20963
bih,2016,1.33595
bih,2017,1.31285
bih,2018,1.25938
blr,1990,3.3902
blr,1991,3.30732
blr,1992,3.33693
blr,1993,3.13662
blr,1994,3.01316
blr,1995,2.99161
blr,1996,2.95818
blr,1997,2.68134
blr,1998,2.39733
blr,1999,2.22735
blr,2000,2.02904
blr,2001,1.89179
blr,2002,1.80197
blr,2003,1.70877
blr,2004,1.62716
blr,2005,1.50629
blr,2006,1.42584
blr,2007,1.28034
blr,2008,1.22099
blr,2009,1.15648
blr,2010,1.1529
blr,2011,1.03853
blr,2012,1.0465
blr,2013,1.03853
blr,2014,1.01307
blr,2015,0.97228
blr,2016,1.0033
blr,2017,0.99678
blr,2018,1.0191
blz,1990,0.55905
blz,1991,0.65354
blz,1992,0.67816
blz,1993,0.58706
blz,1994,0.57339
blz,1995,0.58238
blz,1996,0.44935
blz,1997,0.55452
blz,1998,0.52291
blz,1999,0.43798
blz,2000,0.42533
blz,2001,0.47854
blz,2002,0.4483
blz,2003,0.40214
blz,2004,0.33109
blz,2005,0.34693
blz,2006,0.35912
blz,2007,0.37131
blz,2008,0.33848
blz,2009,0.98621
blz,2010,0.36724
blz,2011,0.4118
blz,2012,0.43349
blz,2013,0.31009
blz,2014,0.2921
blz,2015,0.38334
blz,2016,0.37765
blz,2017,0.37093
blz,2018,0.37708
bol,1990,0.47434
bol,1991,0.45775
bol,1992,0.53229
bol,1993,0.58535
bol,1994,0.64649
bol,1995,0.56841
bol,1996,0.53156
bol,1997,0.51645
bol,1998,0.51132
bol,1999,0.47071
bol,2000,0.4615
bol,2001,0.44762
bol,2002,0.45558
bol,2003,0.49098
bol,2004,0.48735
bol,2005,0.49892
bol,2006,0.52762
bol,2007,0.54437
bol,2008,0.55458
bol,2009,0.5716
bol,2010,0.59525
bol,2011,0.61885
bol,2012,0.61733
bol,2013,0.62194
bol,2014,0.6409
bol,2015,0.61848
bol,2016,0.62806
bol,2017,0.62063
bol,2018,0.60779
bra,1990,0.21615
bra,1991,0.22036
bra,1992,0.22515
bra,1993,0.22183
bra,1994,0.21798
bra,1995,0.22636
bra,1996,0.2411
bra,1997,0.24969
bra,1998,0.25702
bra,1999,0.2645
bra,2000,0.26354
bra,2001,0.26566
bra,2002,0.25595
bra,2003,0.24673
bra,2004,0.24643
bra,2005,0.24152
bra,2006,0.23475
bra,2007,0.23294
bra,2008,0.23467
bra,2009,0.2215
bra,2010,0.23353
bra,2011,0.23555
bra,2012,0.2503
bra,2013,0.25973
bra,2014,0.27123
bra,2015,0.26632
bra,2016,0.25351
bra,2017,0.25469
bra,2018,0.23792
brb,1990,0.25001
brb,1991,0.26015
brb,1992,0.33216
brb,1993,0.27648
brb,1994,0.28198
brb,1995,0.28715
brb,1996,0.27617
brb,1997,0.28831
brb,1998,0.3017
brb,1999,0.3078
brb,2000,0.28109
brb,2001,0.30648
brb,2002,0.3156
brb,2003,0.31114
brb,2004,0.30236
brb,2005,0.30369
brb,2006,0.29686
brb,2007,0.29244
brb,2008,0.34927
brb,2009,0.95502
brb,2010,0.33637
brb,2011,0.35568
brb,2012,0.47285
brb,2013,0.32118
brb,2014,0.28029
brb,2015,0.27359
brb,2016,0.27112
brb,2017,0.24718
brb,2018,0.25898
brn,1990,0.43101
brn,1991,0.3603
brn,1992,0.3653
brn,1993,0.3926
brn,1994,0.40718
brn,1995,0.42362
brn,1996,0.43098
brn,1997,0.47271
brn,1998,0.40252
brn,1999,0.37972
brn,2000,0.39035
brn,2001,0.36963
brn,2002,0.35998
brn,2003,0.42123
brn,2004,0.39277
brn,2005,0.3833
brn,2006,0.54997
brn,2007,0.52022
brn,2008,0.55999
brn,2009,0.58663
brn,2010,0.5279
brn,2011,0.51997
brn,2012,0.52409
brn,2013,0.52721
brn,2014,0.53692
brn,2015,0.46248
brn,2016,0.50833
brn,2017,0.52514
brn,2018,0.5585
btn,1990,0.31154
btn,1991,0.40906
btn,1992,0.46008
btn,1993,0.38345
btn,1994,0.40834
btn,1995,0.46165
btn,1996,0.53238
btn,1997,0.66763
btn,1998,0.61332
btn,1999,0.56797
btn,2000,0.5648
btn,2001,0.50719
btn,2002,0.50773
btn,2003,0.4238
btn,2004,0.34425
btn,2005,0.42438
btn,2006,0.38694
btn,2007,0.31875
btn,2008,0.31195
btn,2009,0.27031
btn,2010,0.30672
btn,2011,0.40492
btn,2012,0.43695
btn,2013,0.47855
btn,2014,0.50032
btn,2015,0.47914
btn,2016,0.56775
btn,2017,0.58662
btn,2018,0.59063
bwa,1990,0.59155
bwa,1991,0.53678
bwa,1992,0.62816
bwa,1993,0.60701
bwa,1994,0.55512
bwa,1995,0.53718
bwa,1996,0.46463
bwa,1997,0.45095
bwa,1998,0.53816
bwa,1999,0.51473
bwa,2000,0.52692
bwa,2001,0.50474
bwa,2002,0.49553
bwa,2003,0.46069
bwa,2004,0.45428
bwa,2005,0.46841
bwa,2006,0.41306
bwa,2007,0.40294
bwa,2008,0.3854
bwa,2009,0.38882
bwa,2010,0.2951
bwa,2011,0.33029
bwa,2012,0.40552
bwa,2013,0.39474
bwa,2014,0.48604
bwa,2015,0.49998
bwa,2016,0.47337
bwa,2017,0.50846
bwa,2018,0.50769
caf,1990,0.10718
caf,1991,0.10104
caf,1992,0.10798
caf,1993,0.11479
caf,1994,0.10943
caf,1995,0.10208
caf,1996,0.11298
caf,1997,0.10729
caf,1998,0.13864
caf,1999,0.13965
caf,2000,0.14321
caf,2001,0.1428
caf,2002,0.13782
caf,2003,0.13985
caf,2004,0.13194
caf,2005,0.13076
caf,2006,0.1352
caf,2007,0.12925
caf,2008,0.12665
caf,2009,0.11663
caf,2010,0.11576
caf,2011,0.11932
caf,2012,0.1175
caf,2013,0.18473
caf,2014,0.18458
caf,2015,0.1828
caf,2016,0.17451
caf,2017,0.16695
caf,2018,0.17124
can,1997,0.51248
can,1998,0.50712
can,1999,0.49615
can,2000,0.49186
can,2001,0.47745
can,2002,0.47853
can,2003,0.47841
can,2004,0.45354
can,2005,0.44219
can,2006,0.41764
can,2007,0.41263
can,2008,0.39342
can,2009,0.38363
can,2010,0.38231
can,2011,0.37943
can,2012,0.37247
can,2013,0.37012
can,2014,0.36333
can,2015,0.35901
can,2016,0.35016
can,2017,0.3471
can,2018,0.34618
che,1990,0.09191
che,1991,0.09777
che,1992,0.09788
che,1993,0.09318
che,1994,0.09019
che,1995,0.09155
che,1996,0.09229
che,1997,0.08766
che,1998,0.08804
che,1999,0.08708
che,2000,0.0822
che,2001,0.08361
che,2002,0.08067
che,2003,0.08306
che,2004,0.08158
che,2005,0.08029
che,2006,0.07657
che,2007,0.07049
che,2008,0.07083
che,2009,0.07026
che,2010,0.07044
che,2011,0.06296
che,2012,0.06414
che,2013,0.06449
che,2014,0.05752
che,2015,0.05559
che,2016,0.05528
che,2017,0.05306
che,2018,0.05003
chl,1990,0.41876
chl,1991,0.37759
chl,1992,0.36184
chl,1993,0.3482
chl,1994,0.36314
chl,1995,0.3604
chl,1996,0.3887
chl,1997,0.4152
chl,1998,0.40468
chl,1999,0.42501
chl,2000,0.37387
chl,2001,0.34775
chl,2002,0.34305
chl,2003,0.33783
chl,2004,0.34554
chl,2005,0.33269
chl,2006,0.32039
chl,2007,0.34657
chl,2008,0.35291
chl,2009,0.34339
chl,2010,0.34602
chl,2011,0.35766
chl,2012,0.34857
chl,2013,0.35401
chl,2014,0.32039
chl,2015,0.33605
chl,2016,0.34729
chl,2017,0.34673
chl,2018,0.3327
chn,1990,2.11544
chn,1991,2.05087
chn,1992,1.88594
chn,1993,1.81034
chn,1994,1.67448
chn,1995,1.68442
chn,1996,1.52244
chn,1997,1.42271
chn,1998,1.36283
chn,1999,1.23337
chn,2000,1.20721
chn,2001,1.17519
chn,2002,1.16281
chn,2003,1.2246
chn,2004,1.29067
chn,2005,1.31638
chn,2006,1.2908
chn,2007,1.22773
chn,2008,1.15281
chn,2009,1.12994
chn,2010,1.12132
chn,2011,1.12116
chn,2012,1.06799
chn,2013,1.03296
chn,2014,0.95752
chn,2015,0.8887
chn,2016,0.83037
chn,2017,0.79253
chn,2018,0.76433
civ,1990,0.11309
civ,1991,0.11638
civ,1992,0.11583
civ,1993,0.12402
civ,1994,0.12842
civ,1995,0.12647
civ,1996,0.13973
civ,1997,0.16627
civ,1998,0.15978
civ,1999,0.21779
civ,2000,0.21042
civ,2001,0.20784
civ,2002,0.21542
civ,2003,0.17629
civ,2004,0.18327
civ,2005,0.19313
civ,2006,0.18436
civ,2007,0.17859
civ,2008,0.19957
civ,2009,0.18022
civ,2010,0.1853
civ,2011,0.18663
civ,2012,0.22206
civ,2013,0.21866
civ,2014,0.21286
civ,2015,0.20867
civ,2016,0.1898
civ,2017,0.1969
civ,2018,0.17587
cmr,1990,0.19901
cmr,1991,0.18905
cmr,1992,0.18627
cmr,1993,0.53258
cmr,1994,0.57083
cmr,1995,0.53807
cmr,1996,0.45974
cmr,1997,0.45412
cmr,1998,0.44576
cmr,1999,0.41224
cmr,2000,0.40909
cmr,2001,0.37032
cmr,2002,0.34909
cmr,2003,0.3274
cmr,2004,0.32873
cmr,2005,0.32567
cmr,2006,0.33098
cmr,2007,0.36862
cmr,2008,0.36014
cmr,2009,0.37729
cmr,2010,0.37311
cmr,2011,0.31766
cmr,2012,0.26916
cmr,2013,0.26657
cmr,2014,0.26474
cmr,2015,0.25898
cmr,2016,0.26416
cmr,2017,0.24825
cmr,2018,0.24716
cod,1990,0.10815
cod,1991,0.06462
cod,1992,0.06141
cod,1993,0.06857
cod,1994,0.06387
cod,1995,0.06144
cod,1996,0.06258
cod,1997,0.06365
cod,1998,0.07171
cod,1999,0.07434
cod,2000,0.05566
cod,2001,0.04882
cod,2002,0.05283
cod,2003,0.06084
cod,2004,0.06233
cod,2005,0.07478
cod,2006,0.07625
cod,2007,0.07848
cod,2008,0.07895
cod,2009,0.07881
cod,2010,0.07895
cod,2011,0.09036
cod,2012,0.08137
cod,2013,0.11267
cod,2014,0.13506
cod,2015,0.07622
cod,2016,0.05306
cod,2017,0.05661
cod,2018,0.05162
cog,1990,0.15011
cog,1991,0.53752
cog,1992,0.51193
cog,1993,0.51356
cog,1994,0.50525
cog,1995,0.5121
cog,1996,0.46925
cog,1997,0.56326
cog,1998,0.52509
cog,1999,0.49228
cog,2000,0.44365
cog,2001,0.44683
cog,2002,0.4001
cog,2003,0.41672
cog,2004,0.39176
cog,2005,0.61271
cog,2006,0.5827
cog,2007,0.64666
cog,2008,0.6415
cog,2009,0.57782
cog,2010,0.48117
cog,2011,0.45944
cog,2012,0.40842
cog,2013,0.3464
cog,2014,0.33109
cog,2015,0.28943
cog,2016,0.31564
cog,2017,0.31726
cog,2018,0.33342
col,1990,0.40553
col,1991,0.41157
col,1992,0.41614
col,1993,0.41394
col,1994,0.39575
col,1995,0.39372
col,1996,0.38441
col,1997,0.4016
col,1998,0.40246
col,1999,0.36624
col,2000,0.3708
col,2001,0.36681
col,2002,0.34484
col,2003,0.32942
col,2004,0.31386
col,2005,0.3084
col,2006,0.28804
col,2007,0.27673
col,2008,0.2716
col,2009,0.28179
col,2010,0.27704
col,2011,0.27998
col,2012,0.27091
col,2013,0.28517
col,2014,0.28002
col,2015,0.2761
col,2016,0.27957
col,2017,0.25046
col,2018,0.25521
com,1990,0.13231
com,1991,0.13986
com,1992,0.12887
com,1993,0.12511
com,1994,0.13208
com,1995,0.14568
com,1996,0.14759
com,1997,0.14187
com,1998,0.15759
com,1999,0.15461
com,2000,0.15498
com,2001,0.16659
com,2002,0.1628
com,2003,0.20294
com,2004,0.21334
com,2005,0.19362
com,2006,0.2021
com,2007,0.1604
com,2008,0.15423
com,2009,0.1619
com,2010,0.19197
com,2011,0.17288
com,2012,0.16752
com,2013,0.19237
com,2014,0.16748
com,2015,0.18633
com,2016,0.20038
com,2017,0.24127
com,2018,0.2426
cpv,1990,0.34849
cpv,1991,0.34367
cpv,1992,0.34076
cpv,1993,0.31346
cpv,1994,0.26301
cpv,1995,0.25122
cpv,1996,0.26322
cpv,1997,0.25381
cpv,1998,0.24061
cpv,1999,0.25689
cpv,2000,0.26027
cpv,2001,0.28931
cpv,2002,0.30786
cpv,2003,0.32718
cpv,2004,0.32564
cpv,2005,0.39417
cpv,2006,0.4148
cpv,2007,0.33135
cpv,2008,0.3242
cpv,2009,0.34889
cpv,2010,0.36407
cpv,2011,0.36963
cpv,2012,0.34001
cpv,2013,0.32458
cpv,2014,0.31628
cpv,2015,0.31313
cpv,2016,0.32896
cpv,2017,0.34029
cpv,2018,0.34209
cri,1990,0.15229
cri,1991,0.15877
cri,1992,0.19719
cri,1993,0.18545
cri,1994,0.20587
cri,1995,0.19603
cri,1996,0.18216
cri,1997,0.17118
cri,1998,0.1786
cri,1999,0.17206
cri,2000,0.1627
cri,2001,0.17213
cri,2002,0.16952
cri,2003,0.17074
cri,2004,0.16746
cri,2005,0.17
cri,2006,0.16572
cri,2007,0.17742
cri,2008,0.16761
cri,2009,0.16189
cri,2010,0.15173
cri,2011,0.15188
cri,2012,0.14519
cri,2013,0.14794
cri,2014,0.14379
cri,2015,0.13359
cri,2016,0.13738
cri,2017,0.13353
cri,2018,0.13212
cub,1990,0.67129
cub,1991,0.58227
cub,1992,0.53033
cub,1993,0.56661
cub,1994,0.60514
cub,1995,0.63081
cub,1996,0.63438
cub,1997,0.67564
cub,1998,0.66349
cub,1999,0.64522
cub,2000,0.61729
cub,2001,0.57681
cub,2002,0.54298
cub,2003,0.50843
cub,2004,0.47573
cub,2005,0.44306
cub,2006,0.40208
cub,2007,0.38769
cub,2008,0.36018
cub,2009,0.36568
cub,2010,0.39879
cub,2011,0.36587
cub,2012,0.35902
cub,2013,0.33125
cub,2014,0.32219
cub,2015,0.31549
cub,2016,0.32484
cub,2017,0.28767
cub,2018,0.27388
cyp,1990,0.45796
cyp,1991,0.50544
cyp,1992,0.49482
cyp,1993,0.51491
cyp,1994,0.50673
cyp,1995,0.45737
cyp,1996,0.47977
cyp,1997,0.47426
cyp,1998,0.4684
cyp,1999,0.46381
cyp,2000,0.45441
cyp,2001,0.42848
cyp,2002,0.42383
cyp,2003,0.45133
cyp,2004,0.42641
cyp,2005,0.41511
cyp,2006,0.39995
cyp,2007,0.39493
cyp,2008,0.38843
cyp,2009,0.38604
cyp,2010,0.36176
cyp,2011,0.34788
cyp,2012,0.335
cyp,2013,0.32581
cyp,2014,0.35113
cyp,2015,0.34169
cyp,2016,0.33854
cyp,2017,0.3287
cyp,2018,0.30934
cze,1990,1.25019
cze,1991,1.28923
cze,1992,1.26967
cze,1993,1.23899
cze,1994,1.14633
cze,1995,1.08041
cze,1996,1.04913
cze,1997,1.03837
cze,1998,0.99307
cze,1999,0.9221
cze,2000,0.97548
cze,2001,0.94322
cze,2002,0.89693
cze,2003,0.89688
cze,2004,0.86035
cze,2005,0.78458
cze,2006,0.73853
cze,2007,0.71714
cze,2008,0.66832
cze,2009,0.65867
cze,2010,0.65897
cze,2011,0.63081
cze,2012,0.61397
cze,2013,0.58875
cze,2014,0.55908
cze,2015,0.53703
cze,2016,0.5335
cze,2017,0.51004
cze,2018,0.48974
deu,1990,0.40804
deu,1991,0.37889
deu,1992,0.35594
deu,1993,0.35714
deu,1994,0.3444
