geo,time,gc_xpn_trft_zs
gbr,1973,27.91529
gbr,1974,26.41522
gbr,1975,25.6063
gbr,1976,26.84938
gbr,1977,28.73603
gbr,1978,29.466
gbr,1979,30.09313
gbr,1980,34.7805
gbr,1981,36.43286
gbr,1982,37.38486
gbr,1983,35.48872
gbr,1984,35.53513
gbr,1985,36.68482
gbr,1986,36.94659
gbr,1987,36.70009
gbr,1988,35.6954
gbr,1989,34.73336
gbr,1990,52.84165
gbr,1991,58.3906
gbr,1992,60.44093
gbr,1993,59.04308
gbr,1994,58.12491
gbr,1995,58.63228
gbr,1996,58.66958
gbr,1997,57.69003
gbr,1998,57.57026
gbr,1999,57.80157
gbr,2000,58.08672
gbr,2001,57.72486
gbr,2002,58.05674
gbr,2003,58.35896
gbr,2004,58.04127
gbr,2005,57.25677
gbr,2006,57.20719
gbr,2007,56.96094
gbr,2008,54.63154
gbr,2009,56.96927
gbr,2010,57.08009
gbr,2011,57.03578
gbr,2012,57.01337
gbr,2013,57.01575
gbr,2014,56.70894
gbr,2015,57.18242
gbr,2016,56.16228
gbr,2017,55.08311
gbr,2018,55.12736
gbr,2019,54.69439
geo,1995,51.41865
geo,1996,38.24707
geo,1997,36.96009
geo,1998,42.03421
geo,1999,42.73885
geo,2000,60.20632
geo,2001,65.06811
geo,2002,61.55252
geo,2003,62.41691
geo,2004,63.37215
geo,2005,62.66319
geo,2006,55.7203
geo,2007,42.96041
geo,2008,45.91313
geo,2009,49.62891
geo,2010,51.53967
geo,2011,50.83536
geo,2012,49.90401
geo,2013,49.60452
geo,2014,48.7084
geo,2015,47.09529
geo,2016,46.79292
geo,2017,47.22282
geo,2018,51.99041
geo,2019,53.03508
geo,2020,56.38462
gha,2001,4.12735
gha,2002,3.93964
gha,2003,19.22512
gha,2004,28.61913
gha,2005,25.49094
gha,2006,28.63386
gha,2007,36.96067
gha,2008,30.18432
gha,2009,27.92483
gha,2010,33.98651
gha,2011,33.03341
gha,2012,22.58986
gha,2013,23.77855
gha,2014,29.27787
gha,2015,29.42006
gha,2016,21.43096
gha,2017,20.21526
gha,2018,20.39906
gha,2019,18.65694
gin,1989,9.7113
gin,1990,8.56683
gin,1991,7.39242
gin,1992,9.81837
gmb,1990,12.15974
gnb,2017,17.33486
gnb,2019,21.77822
gnq,2006,33.51131
gnq,2007,35.33673
gnq,2008,46.13467
gnq,2009,33.8847
gnq,2010,37.45387
gnq,2011,36.43941
gnq,2012,30.77742
gnq,2013,27.17149
gnq,2014,24.20114
gnq,2015,8.9469
gnq,2016,8.33527
gnq,2017,8.33557
gnq,2018,9.7028
gnq,2019,8.95577
grc,1995,29.92981
grc,1996,30.19084
grc,1997,29.67995
grc,1998,30.02281
grc,1999,31.48406
grc,2000,32.45043
grc,2001,33.75708
grc,2002,33.97232
grc,2003,36.57223
grc,2004,34.38075
grc,2005,36.98648
grc,2006,38.34076
grc,2007,38.55377
grc,2008,39.46046
grc,2009,39.6574
grc,2010,40.82762
grc,2011,42.97402
grc,2012,42.55289
grc,2013,36.86064
grc,2014,45.81595
grc,2015,44.13612
grc,2016,47.35811
grc,2017,46.6692
grc,2018,45.21644
grc,2019,47.3408
gtm,1990,9.27568
gtm,1991,7.3552
gtm,1992,7.05993
gtm,1993,6.86624
gtm,1994,7.36338
gtm,1995,17.6095
gtm,1996,29.28433
gtm,1997,19.85733
gtm,1998,21.21862
gtm,1999,20.98187
gtm,2000,22.45652
gtm,2001,21.95116
gtm,2002,40.53069
gtm,2003,34.08931
gtm,2004,34.17955
gtm,2005,24.33451
gtm,2006,36.97313
gtm,2007,36.34903
gtm,2008,36.9081
gtm,2009,32.65814
gtm,2010,31.64724
gtm,2011,31.81782
gtm,2012,32.59447
gtm,2013,31.91858
gtm,2014,33.72854
gtm,2015,33.52649
gtm,2016,36.42455
gtm,2017,37.46788
gtm,2018,35.62234
gtm,2019,34.38759
hnd,2003,18.2088
hnd,2004,13.01393
hnd,2005,15.22313
hnd,2006,12.50538
hnd,2007,16.28778
hnd,2008,12.75559
hnd,2009,7.76063
hnd,2010,6.54729
hnd,2011,8.69923
hnd,2012,8.258
hnd,2013,2.76634
hnd,2014,7.575
hnd,2015,2.01227
hrv,1991,43.82302
hrv,1992,33.24111
hrv,1993,34.8357
hrv,1994,31.31818
hrv,2001,38.57943
hrv,2002,44.36677
hrv,2003,40.74654
hrv,2004,42.74329
hrv,2005,40.47906
hrv,2006,42.56304
hrv,2007,41.97371
hrv,2008,40.89823
hrv,2009,42.52758
hrv,2010,40.59839
hrv,2011,40.94526
hrv,2012,41.62495
hrv,2013,41.55705
hrv,2014,40.6222
hrv,2015,41.64459
hrv,2016,41.37361
hrv,2017,42.28996
hrv,2018,42.43844
hrv,2019,42.39851
