geo,time,gc_tax_impt_zs
mng,2008,10.0082
mng,2009,10.20379
mng,2010,10.10305
mng,2011,13.86211
mng,2012,12.80349
mng,2013,12.63909
mng,2014,12.38425
mng,2015,11.76972
mng,2016,12.08757
mng,2017,13.50217
mng,2018,12.5728
moz,2010,7.49915
moz,2011,7.85745
moz,2012,7.72749
moz,2013,7.80125
moz,2016,8.28818
moz,2017,6.45144
moz,2018,7.77501
moz,2019,5.93953
mus,1973,34.21725
mus,1974,32.19645
mus,1975,28.45455
mus,1976,27.52245
mus,1977,32.53798
mus,1978,37.19694
mus,1979,36.88427
mus,1980,39.98751
mus,1981,39.33152
mus,1982,35.29231
mus,1983,40.59512
mus,1984,41.45645
mus,1985,45.46275
mus,1986,49.14199
mus,1987,47.61507
mus,1988,47.75701
mus,1989,45.68488
mus,1990,47.78995
mus,1991,46.81088
mus,1992,43.28484
mus,1993,44.94412
mus,1994,45.90727
mus,1995,43.98085
mus,1996,41.66411
mus,1997,39.49526
mus,1998,38.48125
mus,1999,32.59837
mus,2000,33.41686
mus,2001,31.20258
mus,2002,27.07393
mus,2003,24.97052
mus,2004,25.13751
mus,2005,23.40618
mus,2006,20.14215
mus,2007,16.34
mus,2008,13.78022
mus,2009,2.847
mus,2010,2.74891
mus,2011,2.62097
mus,2012,2.30627
mus,2013,2.03138
mus,2014,1.71094
mus,2015,1.43765
mus,2016,1.70892
mus,2017,1.38792
mus,2018,1.46033
mus,2019,1.38791
mwi,2009,10.50953
mwi,2010,9.79803
mwi,2011,8.87508
mwi,2012,8.83184
mwi,2013,11.56599
mwi,2014,10.04121
mwi,2015,9.50316
mwi,2016,8.63867
mwi,2017,8.7678
mwi,2018,8.65471
mwi,2019,8.94813
mwi,2020,7.9127
mys,1996,12.47153
mys,1997,11.72032
mys,1998,8.16258
mys,1999,11.13525
mys,2000,7.38898
mys,2001,5.08917
mys,2002,5.48617
mys,2003,6.03936
mys,2004,5.37675
mys,2005,4.20012
mys,2006,3.09204
mys,2007,2.54725
mys,2008,2.33415
mys,2009,1.98515
mys,2010,1.79545
mys,2011,1.50202
mys,2012,1.50485
mys,2013,1.61832
mys,2014,1.62583
mys,2015,1.65134
mys,2016,1.71557
mys,2017,1.56687
mys,2018,1.66415
mys,2019,1.51338
nam,1990,26.9115
nam,1991,42.39286
nam,1992,29.95195
nam,2000,38.53935
nam,2001,32.77895
nam,2002,28.22511
nam,2003,35.1179
nam,2004,40.59449
nam,2005,32.72439
nam,2006,42.54727
nam,2007,42.47542
nam,2008,40.30283
nam,2009,38.76189
nam,2010,27.92077
nam,2011,26.41814
nam,2012,39.20028
nam,2013,38.02661
nam,2014,38.80034
nam,2015,35.56071
nam,2016,29.64494
nam,2017,36.03893
nam,2018,32.88486
nam,2019,34.40117
ner,1976,34.03856
ner,1977,34.33519
ner,1978,35.04366
ner,1979,34.52636
ner,1980,39.07172
nic,1990,23.72436
nic,1991,20.25042
nic,1992,20.47142
nic,1993,25.89458
nic,1994,26.35204
nic,1995,10.60869
nic,1996,9.67838
nic,1997,12.2208
nic,1998,15.9557
nic,1999,9.52872
nic,2000,9.42678
nic,2001,10.53457
nic,2002,8.29492
nic,2003,6.66727
nic,2004,6.08214
nic,2005,6.58117
nic,2006,5.97712
nic,2007,5.75907
nic,2008,5.44495
nic,2009,4.37505
nic,2010,4.65416
nic,2011,4.78193
nic,2012,4.87981
nic,2013,4.62347
nic,2014,4.18507
nic,2015,4.27374
nic,2016,4.39635
nic,2017,3.93495
nic,2018,3.05452
nic,2019,2.71362
nld,1973,0.88672
nld,1974,0.30145
nld,1975,0.15893
nld,1976,0.01553
nld,1977,0.01371
nld,1978,0.01279
nld,1979,0.012
nld,1980,0.01117
nld,1981,0
nld,1982,0
nld,1983,0
nld,1984,0
nld,1985,0
nld,1986,0
nld,1987,0
nld,1988,0
nld,1989,0
nld,1990,0
nld,1991,0
nld,1992,0
nld,1993,0
nld,1994,0
nld,1995,0
nld,1996,0
nld,1997,0
nld,1998,0
nld,1999,0
nld,2000,0
nld,2001,0
nld,2002,0
nld,2003,0
nld,2004,0
nld,2005,0
nld,2006,0
nld,2007,0
nld,2008,0
nld,2009,0
nld,2010,0
nld,2011,0
nld,2012,0
nld,2013,0
nld,2014,0
nld,2015,0
nld,2016,0
nld,2017,0
nld,2018,0
nld,2019,0
nor,1972,2.0954
nor,1973,2.22454
nor,1974,2.10588
nor,1975,1.89536
nor,1976,1.52742
nor,1977,1.46748
nor,1978,1.13878
nor,1979,0.97598
nor,1980,0.87199
nor,1981,0.90381
nor,1982,0.80804
nor,1983,0.767
nor,1984,0.70179
nor,1985,0.69101
nor,1986,0.84981
nor,1987,0.97661
nor,1988,0.90333
nor,1989,0.76768
nor,1990,0.88386
nor,1991,0.9685
nor,1992,0.98276
nor,1993,1.0018
nor,1994,0.98726
nor,1995,1.22671
nor,1996,0.95304
nor,1997,0.89993
nor,1998,0.92868
nor,1999,0.76635
nor,2000,0.48296
nor,2001,0.43215
nor,2002,0.37864
nor,2003,0.3713
nor,2004,0.32224
nor,2005,0.28727
nor,2006,0.2789
nor,2007,0.30479
nor,2008,0.29848
nor,2009,0.33619
nor,2010,0.3443
nor,2011,0.30987
nor,2012,0.30164
nor,2013,0.37288
nor,2014,0.40257
nor,2015,0.44373
nor,2016,0.46033
nor,2017,0.42378
nor,2018,0.38358
nor,2019,0.39335
npl,1990,36.96671
npl,1991,36.18838
npl,1992,32.76437
npl,1993,32.53785
npl,1994,31.34658
npl,1995,33.94943
npl,1996,33.06611
npl,1997,33.16987
npl,1998,31.84179
npl,1999,31.6787
npl,2000,31.19269
npl,2001,30.94043
npl,2002,29.78058
npl,2003,31.38054
npl,2004,31.04312
npl,2005,27.51752
npl,2006,25.4196
npl,2007,22.39483
npl,2008,24.09184
npl,2009,22.01163
npl,2010,20.99344
npl,2011,19.39029
npl,2012,19.32051
npl,2013,20.95862
npl,2014,20.52298
npl,2015,19.81471
npl,2016,18.47786
npl,2017,18.37013
npl,2018,18.44066
npl,2019,17.92326
nru,2014,86.50364
nru,2015,51.5263
nru,2016,53.07066
nru,2017,50.40276
nru,2018,37.27917
nzl,1972,4.56906
nzl,1973,5.00626
nzl,1974,4.95291
nzl,1975,3.92341
nzl,1976,3.82017
nzl,1977,3.23904
nzl,1978,3.31867
nzl,1979,3.51342
nzl,1980,3.27056
nzl,1981,3.83481
nzl,1982,3.51709
nzl,1983,4.24069
nzl,1984,5.21086
nzl,1985,3.88078
nzl,1986,4.20764
nzl,1987,4.20548
nzl,1988,2.33704
nzl,2001,1.76238
nzl,2002,1.74588
nzl,2003,1.77409
nzl,2004,1.59285
nzl,2005,1.91679
nzl,2006,1.96848
nzl,2007,3.2665
nzl,2008,3.13033
nzl,2009,3.25897
nzl,2010,3.5223
nzl,2011,3.50482
nzl,2012,3.48157
nzl,2013,3.30575
nzl,2014,3.31429
nzl,2015,3.41549
nzl,2016,3.29862
nzl,2017,3.20866
nzl,2018,3.25387
nzl,2019,3.0917
pan,2014,7.44601
pan,2015,7.14975
pan,2016,5.90556
pan,2017,5.75999
pan,2018,5.22941
per,1972,15.55556
per,1973,19.56522
per,1974,15.25424
per,1975,22.78481
per,1976,17.82178
per,1977,13.98601
per,1978,16.39344
per,1979,13.73737
per,1980,16.2593
per,1981,23.22721
per,1982,21.1205
per,1983,21.24368
per,1984,22.35767
per,1985,22.58299
per,1986,21.46324
per,1987,22.71098
per,1988,14.74531
per,1989,17.65527
per,1990,10.68961
per,1991,11.19778
per,1992,11.87909
per,1993,14.35492
per,1994,13.07331
per,1995,12.65031
per,1996,11.59261
per,1997,10.43113
per,1998,11.71329
per,1999,11.97161
per,2000,11.61139
per,2001,10.62449
per,2002,9.08535
per,2003,8.14882
per,2004,7.69908
per,2005,7.46024
per,2006,5.2243
per,2007,3.04812
per,2008,3.28061
per,2009,2.83737
per,2010,2.79689
per,2011,1.82729
per,2012,1.81499
per,2013,1.90983
per,2014,1.87776
per,2015,1.96784
per,2016,1.79821
per,2017,1.5971
per,2018,1.39165
per,2019,1.28701
phl,1990,28.40145
phl,1991,33.00233
phl,1992,32.50569
phl,1993,33.37229
phl,1994,28.20921
phl,1995,31.43177
phl,1996,28.42286
phl,1997,23.0005
phl,1998,18.24478
phl,1999,20.03702
phl,2000,20.65402
phl,2001,20.25494
phl,2002,18.9607
phl,2003,19.27507
phl,2004,20.24197
phl,2005,20.08674
phl,2006,23.04484
phl,2007,22.44979
phl,2008,24.80386
phl,2009,22.44389
phl,2010,23.70416
phl,2011,22.05482
phl,2012,21.29633
phl,2013,19.85569
phl,2014,21.48287
phl,2015,20.24451
phl,2016,20.01449
phl,2017,20.35761
phl,2018,23.11595
phl,2019,22.28945
plw,2008,24.05477
plw,2009,22.99535
plw,2010,22.58583
plw,2011,19.55781
plw,2012,22.65316
plw,2013,21.4635
plw,2014,23.48202
plw,2015,24.99123
plw,2016,26.07917
plw,2017,24.72211
plw,2018,24.67064
plw,2019,24.82858
png,1990,29.31174
png,1991,29.64029
png,1992,25.64043
png,1993,20.49192
png,1994,21.71128
png,1995,24.04884
png,1996,22.26716
png,1997,22.15905
png,1998,24.8905
png,1999,24.159
png,2000,23.13661
png,2001,19.2292
png,2002,24.40578
png,2014,2.74137
png,2015,2.71991
png,2016,2.88379
png,2017,2.84791
png,2018,3.99326
png,2019,4.68217
pol,1984,4.07683
pol,1985,4.10849
pol,1986,4.87372
pol,1987,5.43793
pol,1988,4.14723
pol,1994,13.06735
pol,1995,7.62823
pol,1996,6.93567
pol,1997,6.49
pol,1998,4.81659
pol,1999,4.59175
pol,2000,3.96852
pol,2001,3.20437
pol,2002,2.75034
pol,2003,2.67622
pol,2004,1.04031
pol,2005,0
pol,2006,0
pol,2007,0
pol,2008,0
pol,2009,0
pol,2010,0
pol,2011,0
pol,2012,0
pol,2013,0
pol,2014,0
pol,2015,0
pol,2016,0
pol,2017,0
pol,2018,0
pol,2019,0
prt,1973,18.35294
prt,1974,16.41221
prt,1975,15.10673
prt,1976,14.80611
prt,1977,14.59413
prt,1978,11.51908
prt,1979,8.64473
prt,1980,7.56
prt,1981,7.42027
prt,1982,6.88028
prt,1983,5.67402
prt,1984,4.43676
prt,1985,4.22656
prt,1986,3.79473
prt,1987,4.92743
prt,1988,5.58809
prt,1989,3.79321
prt,1990,3.63646
prt,1991,0.87351
prt,1992,0.49847
prt,1993,0.08452
prt,1994,0.02186
prt,1995,0.00498
prt,1996,0.00227
prt,1997,0.00582
prt,1998,0.00864
prt,1999,0.00064
prt,2000,0.00099
prt,2001,0.00017
prt,2002,0.0004
prt,2003,0
prt,2004,0
prt,2005,0
prt,2006,0
prt,2007,0
prt,2008,0
prt,2009,0
prt,2010,0
prt,2011,0
prt,2012,0
prt,2013,0
prt,2014,0
prt,2015,0
prt,2016,0
prt,2017,0
prt,2018,0
prt,2019,0
pry,2005,14.82353
pry,2006,14.53369
pry,2007,11.89186
pry,2008,12.21194
pry,2009,10.57109
pry,2010,13.32173
pry,2011,12.85732
pry,2012,11.79295
pry,2013,10.90958
pry,2014,10.18156
pry,2015,9.11326
pry,2016,8.40897
pry,2017,10.12013
pry,2018,10.85118
pry,2019,10.23354
rou,1972,0
rou,1973,0
rou,1974,0
rou,1975,0
rou,1976,0
rou,1977,0
rou,1978,0
rou,1979,0
rou,1980,0
rou,1981,0
rou,1982,0
rou,1983,0
rou,1984,0
rou,1985,0
rou,1986,0
rou,1987,0
rou,1988,0
rou,1989,0
rou,1990,0.8089
rou,1991,4.96212
rou,1992,5.83578
rou,1993,7.70375
rou,1994,7.32998
rou,1995,8.97765
rou,1996,10.10195
rou,1997,8.76571
rou,1998,9.33315
rou,1999,8.75919
rou,2000,6.27797
rou,2001,4.6348
rou,2002,3.73424
rou,2003,3.78508
rou,2004,3.82004
rou,2005,4.08628
rou,2006,3.97183
rou,2007,0.0734
rou,2008,0.05761
rou,2009,0.05797
rou,2010,0.02609
rou,2011,0.0087
rou,2012,0.08997
rou,2013,0.01417
rou,2014,0.00067
rou,2015,0.00193
rou,2016,0.00342
rou,2017,0.03526
rou,2018,0.04125
rou,2019,0.04429
rus,1999,8.73753
rus,2000,6.42022
rus,2001,7.38112
rus,2002,8.71483
rus,2003,8.98481
rus,2004,9.05975
rus,2005,7.5424
rus,2006,7.65971
rus,2008,9.80212
rus,2009,9.4829
rus,2010,9.25776
rus,2011,9.438
rus,2012,9.71988
rus,2013,8.87538
rus,2014,7.54579
rus,2015,6.5222
rus,2016,7.27281
rus,2017,6.21763
rus,2018,5.71434
rus,2019,6.16977
rwa,1990,22.432
rwa,1991,28.17747
rwa,1992,28.63359
rwa,2014,7.38384
rwa,2015,7.77235
rwa,2016,7.5945
rwa,2017,7.79337
rwa,2018,8.03653
rwa,2019,8.23374
sau,2010,24.29849
sau,2011,24.46209
sau,2012,25.49602
sau,2013,22.99211
sau,2014,24.8343
sau,2015,26.37086
sau,2016,31.54403
sau,2017,23.0173
sau,2018,6.1346
sau,2019,7.89625
sdn,1998,28.53469
sdn,1999,35.54427
sen,2015,14.11378
sen,2016,13.09766
sen,2017,14.1648
sen,2018,15.51913
sgp,1972,16.22517
sgp,1973,15.48471
sgp,1974,11.53647
sgp,1975,10.46154
sgp,1976,11.375
sgp,1977,11.44424
sgp,1978,11.63587
sgp,1979,11.61899
sgp,1980,9.94086
sgp,1981,7.90492
sgp,1982,7.59179
sgp,1983,7.22689
sgp,1984,7.08181
sgp,1985,6.10938
sgp,1986,6.10599
sgp,1987,5.9258
sgp,1988,5.05386
sgp,1989,4.00291
sgp,1990,3.48157
sgp,1991,3.63133
sgp,1992,3.19561
sgp,1993,2.81469
sgp,1994,2.11241
sgp,1995,1.98206
sgp,1996,2.09868
sgp,1997,1.96802
sgp,1998,2.23536
sgp,1999,2.39966
sgp,2000,2.46688
sgp,2001,2.59524
sgp,2002,3.33413
sgp,2003,0.08029
sgp,2004,0.10637
sgp,2005,0.09745
sgp,2006,0.09306
sgp,2007,0.07151
sgp,2008,0
sgp,2009,0
sgp,2010,0
sgp,2011,0
sgp,2012,0
sgp,2013,0
sgp,2014,0
sgp,2015,0
sgp,2016,0
sgp,2017,0
sgp,2018,0
sgp,2019,0
slb,2011,20.67758
slb,2012,22.84666
slb,2013,22.33858
slb,2014,20.76701
slb,2015,20.0331
slb,2016,20.15192
slb,2017,8.36173
slb,2018,21.85796
slb,2019,20.83327
slb,2020,22.95121
slv,1998,11.73602
slv,1999,11.01568
slv,2000,9.84038
slv,2001,8.86564
slv,2002,10.10246
slv,2003,10.72598
slv,2004,10.04146
slv,2005,8.48181
slv,2006,7.96506
slv,2007,7.15439
slv,2008,5.82676
slv,2009,5.23481
slv,2010,5.06342
slv,2011,5.37536
slv,2012,5.18955
slv,2013,5.31129
slv,2014,4.80333
slv,2015,4.94607
slv,2016,4.91765
slv,2017,4.75296
slv,2018,4.82055
slv,2019,4.77523
smr,1995,2.32558
smr,2002,2.01683
smr,2003,1.73164
smr,2004,2.71138
smr,2005,3.51031
smr,2006,3.83677
smr,2007,3.22918
smr,2008,3.17277
smr,2009,1.56059
smr,2010,1.73351
smr,2011,1.74023
smr,2012,1.38283
smr,2013,1.33774
smr,2014,1.2202
smr,2015,1.24458
smr,2016,1.20145
smr,2017,1.13945
smr,2018,0.86371
smr,2019,0.97286
som,2017,64.78436
som,2018,55.5812
som,2019,58.36532
srb,2007,10.67437
srb,2008,10.53277
srb,2009,7.86798
srb,2010,6.73473
srb,2011,5.6377
srb,2012,5.06222
srb,2013,3.78482
srb,2014,3.39421
srb,2015,3.45426
srb,2016,3.45404
srb,2017,3.4655
srb,2018,3.64622
srb,2019,3.68829
svk,1995,6.38106
svk,1996,6.95864
svk,1997,8.50039
svk,1998,7.19445
svk,1999,7.37151
svk,2000,7.46853
svk,2001,2.19343
svk,2002,2.07574
svk,2003,1.83963
svk,2004,0.66512
svk,2005,0.00949
svk,2006,-0.01227
svk,2007,0.00691
svk,2008,0.00029
svk,2009,0.00028
svk,2010,0.00029
svk,2011,0.00051
svk,2012,0.00078
svk,2013,0.00074
svk,2014,0.00003
svk,2015,0.00014
svk,2016,0.00028
svk,2017,0.00006
svk,2018,0.00011
svk,2019,0.00009
svn,1993,18.20431
svn,1994,16.14361
svn,1995,15.26561
svn,1996,13.00273
svn,1997,8.85882
svn,1998,6.24547
svn,1999,5.29779
svn,2000,4.16743
svn,2001,2.81141
svn,2002,2.66826
svn,2003,2.57893
svn,2004,0.80828
svn,2005,0
svn,2006,0
svn,2007,0
svn,2008,0
svn,2009,0
svn,2010,0
svn,2011,0
svn,2012,0
svn,2013,0
svn,2014,0
svn,2015,0
svn,2016,0
svn,2017,0
svn,2018,0
svn,2019,0
swe,1972,2.16362
swe,1973,2.14771
swe,1974,2.03878
swe,1975,3.19111
swe,1976,2.45423
swe,1977,2.43643
swe,1978,2.00185
swe,1979,1.99123
swe,1980,2.18412
swe,1981,2.24166
swe,1982,1.15607
swe,1983,1.22464
swe,1984,1.03254
swe,1985,0.96328
swe,1986,0.88177
swe,1987,0.859
swe,1988,1.00051
swe,1989,0.95951
swe,1990,0.95204
swe,1991,0.9106
swe,1992,1.68757
swe,1993,1.94508
swe,1994,1.84019
swe,1995,0
swe,1996,0
swe,1997,0
swe,1998,0
swe,1999,0
swe,2000,0
swe,2001,0
swe,2002,0
swe,2003,0
swe,2004,0
swe,2005,0
swe,2006,0
swe,2007,0
swe,2008,0
swe,2009,0
swe,2010,0
swe,2011,0
swe,2012,0
swe,2013,0
swe,2014,0
swe,2015,0
swe,2016,0
swe,2017,0
swe,2018,0
swe,2019,0
syc,1985,47.94261
syc,1986,50.06093
syc,1987,61.98109
syc,1988,74.34545
syc,1989,69.00964
syc,1993,74.2255
syc,1994,72.85678
syc,1995,72.92165
syc,1996,68.68597
syc,1997,68.92529
syc,1998,67.94281
syc,1999,63.72668
syc,2000,63.07978
syc,2005,20.31814
syc,2006,16.27769
syc,2007,16.46728
syc,2008,19.20757
syc,2009,15.01472
syc,2010,21.33559
syc,2011,27.69829
syc,2012,25.66145
syc,2013,9.58639
syc,2014,7.39984
syc,2015,6.09407
syc,2016,6.06106
syc,2017,4.33575
syc,2018,4.2342
tgo,2004,20.80094
tgo,2005,21.87142
tgo,2006,21.3254
tgo,2007,21.02681
tgo,2008,23.48496
tgo,2009,23.94565
tgo,2010,24.89492
tgo,2011,24.61913
tgo,2012,24.51342
tgo,2013,25.97219
tgo,2014,23.4223
tgo,2015,21.46549
tgo,2016,19.52619
tgo,2017,20.67377
tgo,2018,21.79642
tgo,2019,21.1994
tha,1972,30.08892
tha,1973,28.25846
tha,1974,24.52325
tha,1975,24.53831
tha,1976,24.32693
tha,1977,25.2423
tha,1978,24.91261
tha,1979,23.8653
tha,1980,21.79026
tha,1981,21.34806
tha,1982,18.63714
tha,1983,19.62081
tha,1984,22.00739
tha,1985,21.16975
tha,1986,19.63713
tha,1987,20.58578
tha,1988,23.56076
tha,1989,23.35465
tha,1990,23.89979
tha,1991,20.7103
tha,1992,18.63726
tha,1993,20.39284
tha,1994,19.23421
tha,1995,18.27203
tha,1996,16.26924
tha,1997,13.65892
tha,1998,10.19178
tha,1999,10.7514
tha,2000,12.90506
tha,2001,12.99168
tha,2002,12.25524
tha,2003,12.00551
tha,2004,10.00383
tha,2005,8.78099
tha,2006,7.13667
tha,2007,6.36189
tha,2008,6.42828
tha,2009,5.57867
tha,2010,5.74215
tha,2011,5.35731
tha,2012,6.04417
tha,2013,4.99725
tha,2014,5.03324
tha,2015,4.51508
tha,2016,4.34535
tha,2017,3.95276
tha,2018,3.83399
tha,2019,3.95273
tjk,1998,14.69633
tjk,1999,16.32357
tjk,2000,18.82134
tjk,2001,21.3657
tjk,2003,0
tjk,2004,15.94375
tls,2013,0.96176
tls,2014,1.47032
tls,2015,2.16479
tls,2016,5.74127
tls,2017,4.77992
tls,2018,5.09988
tls,2019,3.0114
tto,2001,6.67719
tto,2002,7.42896
tto,2003,6.74336
tto,2004,6.72908
tto,2005,5.54811
tto,2006,5.23401
tto,2007,5.62959
tto,2008,4.19467
tto,2009,5.61214
tto,2010,5.13751
tto,2011,5.18596
tto,2012,5.32169
tto,2013,5.79661
tto,2014,6.05034
tto,2015,7.12491
tto,2016,10.14371
tto,2017,10.14371
tto,2018,8.49964
tun,1972,27.27751
tun,1973,29.33089
tun,1974,31.28391
tun,1975,29.18796
tun,1976,30.60166
tun,1977,31.98198
tun,1978,33.16127
tun,1979,35.64139
tun,1980,35.45479
tun,1981,36.13147
tun,1982,40.07309
tun,1983,43.53346
tun,1984,42.98609
tun,1985,41.0557
tun,1986,36.43243
tun,1987,36.29706
tun,1988,40.01126
tun,1989,41.0815
tun,1990,42.21769
tun,1991,39.46982
tun,1992,41.29413
tun,1993,39.55006
tun,1994,39.96224
tun,1995,39.61983
tun,1996,37.32385
tun,1997,20.05672
tun,1998,18.46432
tun,1999,16.54599
tun,2000,14.48295
tun,2001,13.92269
tun,2002,12.15256
tun,2003,10.81619
tun,2005,9.2065
tun,2006,8.81957
tun,2007,8.45174
tun,2008,8.29502
tun,2009,8.26186
tun,2010,8.86082
tun,2011,7.74808
tun,2012,8.83453
tur,1972,15.97938
tur,1973,15.54702
tur,1974,15.46708
tur,1975,15.17387
tur,1976,18.14787
tur,1977,16.875
tur,1978,18.14701
tur,1979,12.7035
tur,1980,6.8
tur,1981,5.84383
tur,1983,7.7185
tur,1984,10.06776
tur,1985,9.10141
tur,1986,7.7654
tur,1987,8.52888
tur,1988,8.10608
tur,1989,7.66969
tur,1990,7.34253
tur,1991,5.80878
tur,1992,5.50999
tur,1993,5.75867
tur,1994,4.05147
tur,1995,4.77289
tur,1996,2.81861
tur,1997,2.67441
tur,1998,2.00036
tur,2008,1.63744
tur,2009,1.40485
tur,2010,1.52432
tur,2011,1.84778
tur,2012,1.87452
tur,2013,2.04423
tur,2014,1.87909
tur,2015,2.03844
tur,2016,2.04912
tur,2017,2.41824
tur,2018,2.5659
tur,2019,2.56592
tur,2020,3.01038
tza,2009,8.28827
tza,2010,8.28827
tza,2011,8.48684
tza,2012,7.66569
tza,2013,7.47176
tza,2014,7.67659
tza,2015,7.91571
tza,2016,9.65391
tza,2017,9.74498
tza,2018,7.46495
uga,2015,10.59861
uga,2016,11.66692
uga,2017,11.37378
uga,2018,12.08325
uga,2019,11.55714
ukr,1999,7.297
ukr,2000,6.48485
ukr,2001,7.86906
ukr,2002,7.97067
ukr,2003,8.96079
ukr,2004,9.54448
ukr,2005,8.20093
ukr,2006,7.35313
ukr,2007,8.2011
ukr,2008,7.14654
ukr,2009,4.37536
ukr,2010,5.22022
ukr,2011,4.34693
ukr,2012,5.0472
ukr,2013,5.15514
ukr,2014,4.51403
ukr,2015,9.80638
ukr,2016,4.2715
ukr,2017,3.99768
ukr,2018,3.70368
ukr,2019,3.9105
ury,1972,5.66038
ury,1973,4.22535
ury,1974,5.07881
ury,1975,9.91736
ury,1976,12.12766
ury,1977,14.85149
ury,1978,12.09116
ury,1979,20.31481
ury,1980,20.00411
ury,1981,17.03822
ury,1982,15.71116
ury,1983,10.50826
ury,1984,14.04293
ury,1985,12.69205
ury,1986,14.84109
ury,1987,13.46284
ury,1988,12.40196
ury,1989,11.02666
ury,1990,11.35074
ury,1991,10.35028
ury,1992,8.72543
ury,1993,5.87055
ury,1994,6.00227
ury,1995,5.26112
ury,1996,5.13092
ury,1997,5.20565
ury,1998,5.30268
ury,1999,5.00349
ury,2000,4.52799
ury,2001,5.59791
ury,2002,5.84462
ury,2003,6.42089
ury,2004,7.06871
ury,2005,6.82991
ury,2006,6.69809
ury,2007,6.99632
ury,2008,6.12102
ury,2009,5.2644
ury,2010,5.55478
ury,2011,5.95834
ury,2012,5.95465
ury,2013,5.80297
ury,2014,6.14142
ury,2015,5.72988
ury,2016,4.08294
ury,2017,5.10352
ury,2018,5.6747
ury,2019,5.64537
usa,1972,2.22898
usa,1973,1.99573
usa,1974,1.88607
usa,1975,2.27622
usa,1976,3.06401
usa,1977,2.22424
usa,1978,2.51262
usa,1979,2.43833
usa,1980,2.14226
usa,1981,2.02733
usa,1982,2.2245
usa,1983,2.31878
usa,1984,2.79369
usa,1985,2.70324
usa,1986,2.88336
usa,1987,2.84806
usa,1988,2.94134
usa,1989,2.70426
usa,1990,2.69365
usa,1991,2.52226
usa,1992,2.6851
usa,1993,2.67838
usa,1994,2.61703
usa,1995,2.31727
usa,1996,2.04524
usa,1997,1.77711
usa,1998,1.64753
usa,1999,1.56168
usa,2000,1.50418
usa,2001,1.6446
usa,2002,1.8487
usa,2003,1.99454
usa,2004,1.99817
usa,2005,1.81897
usa,2006,1.70785
usa,2007,1.76198
usa,2008,1.9267
usa,2009,2.01708
usa,2010,2.21956
usa,2011,2.14314
usa,2012,2.11106
usa,2013,2.00866
usa,2014,1.94716
usa,2015,1.86479
usa,2016,1.83958
usa,2017,1.68279
usa,2018,2.61228
usa,2019,3.61998
usa,2020,3.28658
uzb,2011,4.92927
uzb,2012,5.09073
uzb,2013,5.35101
uzb,2014,5.90657
uzb,2015,5.50166
uzb,2016,4.60186
uzb,2017,5.18686
uzb,2018,3.65266
uzb,2019,4.02223
vct,1990,49.19831
vct,1991,48.77506
vct,1992,47.65681
vct,1993,51.03734
vct,1994,49.06149
vct,1995,51.58537
vct,1996,47.92833
vct,1997,50.75091
vct,1998,47.19101
vct,1999,49.33578
vct,2000,35.62479
vct,2001,37.44712
vct,2002,37.93938
vct,2003,39.66103
vct,2004,38.26018
vct,2005,36.66766
vct,2006,35.44205
vct,2007,18.86018
vct,2008,10.2974
vct,2009,10.70021
vct,2010,11.42549
vct,2011,11.43388
vct,2012,11.05583
vct,2013,11.48957
vct,2014,16.72788
vct,2015,17.21042
vct,2016,11.69384
vct,2017,12.95426
vut,1990,66.02095
vut,1995,55.73541
vut,1996,56.42633
vut,1997,38.14271
vut,1998,50.96089
vut,1999,41.0871
vut,2009,37.45089
vut,2012,21.42612
vut,2013,20.17243
vut,2014,19.36108
vut,2015,21.84872
vut,2016,22.1262
vut,2017,21.46711
vut,2018,20.51853
vut,2019,19.2254
wsm,2012,9.57048
wsm,2013,10.83119
wsm,2014,12.03278
wsm,2015,11.12103
wsm,2016,10.73913
wsm,2017,10.42175
wsm,2018,10.96285
wsm,2019,10.86629
zaf,1972,4.87288
zaf,1973,4.83826
zaf,1974,5.4116
zaf,1975,5.7082
zaf,1976,4.87847
zaf,1977,8.28516
zaf,1978,6.37368
zaf,1979,5.08113
zaf,1980,3.49391
zaf,1981,4.91862
zaf,1982,5.23981
zaf,1983,3.48251
zaf,1984,2.59252
zaf,1985,3.01672
zaf,1986,4.06287
zaf,1987,4.13035
zaf,1988,6.2972
zaf,1989,9.53801
zaf,1990,4.01604
zaf,1991,4.07593
zaf,1992,2.60963
zaf,1993,3.71882
zaf,1994,0.76547
zaf,1995,4.47315
zaf,1996,4.20993
zaf,1997,3.01492
zaf,1998,2.82827
zaf,1999,2.78514
zaf,2000,3.10357
zaf,2001,3.02866
zaf,2002,2.89067
zaf,2003,2.63994
zaf,2004,3.51104
zaf,2005,4.31993
zaf,2006,4.61162
zaf,2007,4.43159
zaf,2008,3.48209
zaf,2009,3.10023
zaf,2010,3.81405
zaf,2011,4.42926
zaf,2012,4.55585
zaf,2013,4.68906
zaf,2014,3.9157
zaf,2015,4.07594
zaf,2016,3.78405
zaf,2017,4.02691
zaf,2018,4.25793
zaf,2019,4.00718
zmb,1990,17.92871
zmb,1991,31.92579
zmb,1992,17.28768
zmb,1993,41.18679
zmb,1994,38.37329
zmb,1995,42.02386
zmb,1996,12.86077
zmb,1997,13.62485
zmb,1998,17.24494
zmb,1999,17.12254
zmb,2007,11.49249
zmb,2008,13.29327
zmb,2009,11.32133
