geo,time,gc_tax_impt_zs
bgr,1992,10.3559
bgr,1993,17.03391
bgr,1994,11.14197
bgr,1995,13.23955
bgr,1996,12.31904
bgr,1997,12.48721
bgr,1998,10.3172
bgr,1999,6.27421
bgr,2000,4.77381
bgr,2001,3.82414
bgr,2002,3.80703
bgr,2003,3.33236
bgr,2004,3.50953
bgr,2005,4.03426
bgr,2006,4.16551
bgr,2007,0.0172
bgr,2008,0.01564
bgr,2009,0.01941
bgr,2010,0.02335
bgr,2011,0.01958
bgr,2012,0.10527
bgr,2013,0.06888
bgr,2014,0.0913
bgr,2015,0.08427
bgr,2016,0.07125
bgr,2017,0.06793
bgr,2018,0.07119
bgr,2019,0.05464
bhr,1974,13.12057
bhr,1975,18.07818
bhr,1976,32.29814
bhr,1977,37.12256
bhr,1978,40.5694
bhr,1979,39.90228
bhr,1980,63.15789
bhr,1981,54.28571
bhr,1982,57.67196
bhr,1983,64.29513
bhr,1984,58.52205
bhr,1985,51.66873
bhr,1986,50.4065
bhr,1987,45.28024
bhr,1988,49.77909
bhr,1989,48.80319
bhr,1990,44.12121
bhr,1991,46.28571
bhr,1992,50.57113
bhr,1993,47.80115
bhr,1994,46.99908
bhr,1995,45.11848
bhr,1996,41.05445
bhr,1997,45.60394
bhr,1998,48.13971
bhr,1999,47.19551
bhr,2000,43.78931
bhr,2001,41.37184
bhr,2002,36.40589
bhr,2003,36.16558
bhr,2004,27.38609
bhs,1990,65.82365
bhs,1991,62.17299
bhs,1992,55.62734
bhs,1993,55.92437
bhs,1994,54.9743
bhs,1995,51.37861
bhs,1996,51.95839
bhs,1997,52.49961
bhs,1998,50.98563
bhs,1999,50.21821
bhs,2000,47.61676
bhs,2001,50.15242
bhs,2002,49.57309
bhs,2003,51.19553
bhs,2004,44.2145
bhs,2005,47.19706
bhs,2006,57.41532
bhs,2007,42.06992
bhs,2008,41.51705
bhs,2009,51.82086
bhs,2010,33.61629
bhs,2011,28.41018
bhs,2012,28.41094
bhs,2013,28.45545
bhs,2014,26.81935
bhs,2015,20.47637
bhs,2016,15.68964
bhs,2017,15.53809
bhs,2018,14.73214
bhs,2019,12.93779
bih,2005,47.53953
bih,2006,0.04266
bih,2007,0.10685
bih,2008,0.06243
bih,2009,0.01547
bih,2010,0.00134
bih,2011,0
bih,2012,0
bih,2013,0
bih,2014,0
bih,2015,0.00022
bih,2016,0.06613
bih,2017,0.00016
bih,2018,0.00013
bih,2019,0.01007
blr,1992,0.5291
blr,1993,3.16311
blr,1994,3.32894
blr,1995,4.411
blr,1996,5.89015
blr,1997,11.74562
blr,1999,0
blr,2000,0
blr,2001,0
blr,2002,0
blr,2003,10.36099
blr,2004,8.70551
blr,2005,9.03943
blr,2006,8.26472
blr,2007,8.04233
blr,2008,7.49153
blr,2009,8.77395
blr,2010,12.24801
blr,2011,18.32928
blr,2012,16.5908
blr,2013,15.38737
blr,2014,11.29512
blr,2015,6.78301
blr,2016,7.32417
blr,2017,8.20062
blr,2018,7.08521
blr,2019,7.78869
blz,1990,55.88738
blz,1991,57.35457
blz,1992,53.03686
blz,1993,52.79519
blz,1994,53.08876
blz,1995,55.63548
blz,1996,31.64005
bol,1985,15.45548
bol,1986,18.71211
bol,1987,19.09321
bol,1988,17.00775
bol,1989,14.57917
bol,1990,13.00224
bol,1991,11.14186
bol,1992,11.97428
bol,1993,10.50438
bol,1994,10.86017
bol,1995,11.16146
bol,1996,8.18905
bol,1997,8.9809
bol,1998,8.77688
bol,1999,8.29093
bol,2000,8.11625
bol,2001,7.33811
bol,2002,6.53308
bol,2003,5.66787
bol,2004,5.05294
bol,2005,5.19193
bol,2006,4.86312
bol,2007,5.12508
bra,2010,3.79963
bra,2011,4.09435
bra,2012,4.49743
bra,2013,4.89064
bra,2014,4.69619
bra,2015,4.75644
bra,2016,3.64239
bra,2017,3.60327
bra,2018,4.15559
bra,2019,4.21075
brb,2003,9.89394
brb,2004,10.93152
brb,2005,8.83636
brb,2006,8.4056
brb,2007,8.93905
brb,2008,9.01793
brb,2009,8.06339
brb,2010,8.52152
brb,2011,8.09151
brb,2012,8.91682
brb,2013,8.97035
brb,2014,10.12587
brb,2015,9.67428
brb,2016,9.23165
btn,1982,0.26144
btn,1983,0.66667
btn,1984,0.79365
btn,1985,1.39809
btn,1986,1.63265
btn,1988,1.18694
btn,1989,2.53763
btn,1990,1.33794
btn,1991,2.30824
btn,1992,3.19927
btn,1993,2.57213
btn,1994,4.49036
btn,1995,4.60142
btn,1996,2.2625
btn,1997,2.52043
btn,1998,2.38866
btn,1999,3.49186
btn,2000,2.92853
btn,2001,4.08472
btn,2002,3.91454
btn,2003,4.24383
btn,2004,6.26666
btn,2005,7.65641
btn,2006,4.27902
btn,2007,3.89069
btn,2008,2.81035
btn,2009,3.14746
btn,2010,1.88649
btn,2011,2.46974
btn,2012,2.6685
btn,2013,1.89246
btn,2014,1.93471
btn,2015,2.59972
btn,2016,3.13611
btn,2017,2.81102
btn,2018,2.78219
bwa,1990,24.65417
bwa,1991,37.38648
bwa,1992,40.9869
bwa,1993,34.46702
bwa,1994,31.25494
bwa,1995,37.72229
bwa,1996,37.23152
bwa,2006,41.52585
bwa,2007,45.37489
bwa,2008,37.89007
bwa,2009,39.56612
bwa,2010,30.26941
bwa,2011,33.9059
bwa,2012,47.71823
bwa,2013,41.08682
bwa,2014,41.70761
bwa,2017,44.79039
bwa,2018,39.15543
bwa,2019,36.82022
caf,2004,24.15698
caf,2008,16.70352
caf,2009,16.20249
caf,2010,19.35786
caf,2011,20.50662
caf,2012,39.05387
caf,2014,38.09911
caf,2015,30.81393
caf,2016,42.9708
caf,2017,41.26503
caf,2018,41.47951
che,1972,30.5512
che,1973,29.44598
che,1974,24.86467
che,1975,25.97207
che,1976,21.54314
che,1977,22.50829
che,1978,21.63688
che,1979,22.03626
che,1980,21.17388
che,1981,20.13531
che,1982,18.39689
che,1983,18.40745
che,1984,16.92945
che,1985,16.48583
che,1986,15.8032
che,1987,15.94068
che,1988,15.05703
che,1989,15.37595
che,1990,4.0888
che,1991,4.08076
che,1992,3.94045
che,1993,3.97625
che,1994,3.77791
che,1995,3.62494
che,1996,3.87562
che,1997,3.07047
che,1998,2.5378
che,1999,2.75349
che,2000,2.31697
che,2001,2.4586
che,2002,2.52806
che,2003,2.48954
che,2004,2.32685
che,2005,2.04921
che,2006,2.01819
che,2007,1.94803
che,2008,1.72672
che,2009,1.83308
che,2010,1.84571
che,2011,1.76556
che,2012,1.76874
che,2013,1.74831
che,2014,1.76635
che,2015,1.65379
che,2016,1.77939
che,2017,1.60093
che,2018,1.60476
che,2019,1.60758
chl,1973,19.04762
chl,1974,11.46497
chl,1975,13.48898
chl,1976,11.75997
chl,1977,12.03687
chl,1978,10.19351
chl,1979,7.7187
chl,1980,6.91734
chl,1981,7.89143
chl,1982,5.15136
chl,1983,8.46734
chl,1984,12.69669
chl,1985,14.77572
chl,1986,11.45905
chl,1987,13.64711
chl,1988,14.08492
chl,2000,8.08508
chl,2001,7.06117
chl,2002,5.60893
chl,2004,2.6208
chl,2005,2.30515
chl,2006,1.96262
chl,2007,1.63506
chl,2008,1.77383
chl,2009,1.16072
chl,2010,1.39034
chl,2011,1.27313
chl,2012,1.26819
chl,2013,1.26303
chl,2014,1.33692
chl,2015,1.16227
chl,2016,1.0449
chl,2017,0.98121
chl,2018,0.99294
chl,2019,0.91956
chn,2005,6.72809
chn,2006,5.82387
chn,2007,5.49704
chn,2008,5.551
chn,2009,4.1959
chn,2010,4.8816
chn,2011,5.14481
chn,2012,5.1138
chn,2013,4.55182
chn,2014,4.63755
chn,2015,4.03725
chn,2016,3.89434
chn,2017,3.88945
chn,2018,3.48183
civ,1990,31.42595
civ,1995,33.9398
civ,2001,30.27851
civ,2002,29.84931
civ,2003,29.30846
civ,2004,29.70034
civ,2005,27.74936
civ,2006,29.94855
civ,2007,32.67947
civ,2008,30.5387
civ,2009,30.82053
civ,2010,37.07564
civ,2011,30.49074
civ,2012,34.07122
civ,2013,33.48798
civ,2014,34.43853
civ,2015,14.54072
civ,2016,13.63215
civ,2017,13.54471
civ,2018,13.83691
civ,2019,13.09652
cmr,1990,20.80738
cmr,1991,21.53975
cmr,1992,28.1621
cmr,1993,27.75131
cmr,1994,23.91439
cmr,1995,27.14462
cmr,1998,33.53555
cmr,1999,31.60538
cmr,2012,16.40965
cmr,2013,14.50528
cmr,2014,15.47662
cmr,2015,13.94008
cmr,2016,14.22331
cmr,2017,15.11268
cmr,2018,13.47708
cog,2001,23.30463
cog,2002,21.06184
cog,2003,24.64428
cog,2004,20.27018
cog,2005,17.41218
cog,2006,20.0627
cog,2007,17.41528
cog,2008,17.21593
cog,2009,16.1723
cog,2010,16.05549
cog,2011,15.35693
cog,2012,16.4492
cog,2013,18.60003
cog,2014,17.72532
cog,2015,16.00915
cog,2016,14.55426
cog,2017,14.34316
cog,2018,15.82086
col,1998,8.52844
col,1999,6.71987
col,2000,7.45447
col,2003,6.41641
col,2008,8.88199
col,2009,7.20476
col,2010,8.29942
col,2011,5.72922
col,2012,5.02348
col,2013,4.27999
col,2014,3.2741
col,2015,3.64983
col,2016,3.25544
col,2017,2.77448
col,2018,2.46114
col,2019,2.39674
cpv,2005,0.15902
cpv,2006,22.07138
cpv,2007,21.08306
cpv,2008,20.53855
cpv,2009,20.85143
cpv,2010,21.08123
cpv,2011,21.33734
cpv,2012,21.48992
cpv,2013,20.78444
cpv,2014,21.85045
cpv,2015,20.40747
cpv,2016,22.08913
cpv,2017,20.77567
cri,1972,22.34043
cri,1973,21.25984
cri,1974,20.55556
cri,1975,15.311
cri,1976,15.07937
cri,1977,16.35802
cri,1978,17.27749
cri,1979,18.49148
cri,1980,17.04782
cri,1981,12.72984
cri,1982,8.02269
cri,1983,8.73984
cri,1984,17.7574
cri,1985,20.44157
cri,1986,21.71918
cri,1987,23.78865
cri,1988,39.78996
cri,1989,38.56433
cri,1990,27.46448
cri,1991,27.25421
cri,1992,20.95535
cri,1993,21.00994
cri,1994,20.51376
cri,1995,19.38118
cri,1996,11.3082
cri,1997,12.56451
cri,1998,10.9698
cri,1999,7.34225
cri,2000,6.9012
cri,2001,6.49573
cri,2002,6.34515
cri,2003,5.83708
cri,2004,6.26027
cri,2005,6.32026
cri,2006,6.57817
cri,2007,6.70246
cri,2008,6.56361
cri,2009,5.25549
cri,2010,5.14698
cri,2011,5.33643
cri,2012,5.07596
cri,2013,4.67889
cri,2014,4.74305
cri,2015,4.44845
cri,2016,4.28402
cri,2017,3.93949
cri,2018,3.69388
cri,2019,3.24569
cyp,1972,40.3002
cyp,1973,37.29925
cyp,1974,31.27753
cyp,1975,22.95844
cyp,1976,27.3783
cyp,1977,38.92462
cyp,1978,33.25095
cyp,1979,28.79347
cyp,1980,29.29823
cyp,1981,31.25879
cyp,1982,32.40614
cyp,1983,31.45272
cyp,1984,30.3175
cyp,1985,28.72046
cyp,1986,26.39788
cyp,1987,26.96316
cyp,1988,26.58636
cyp,1989,25.46705
cyp,1990,24.05217
cyp,1991,24.77266
cyp,1992,21.97367
cyp,1993,15.97872
cyp,1994,12.82868
cyp,1995,12.19357
cyp,1996,11.47011
cyp,1997,9.3351
cyp,1998,6.02627
cyp,1999,5.59948
cyp,2000,5.4189
cyp,2001,5.37572
cyp,2002,5.07582
cyp,2003,4.00651
cyp,2004,1.43155
cyp,2005,0.04368
cyp,2006,0.03856
cyp,2007,0.00603
cyp,2008,0.02147
cyp,2009,0.01612
cyp,2010,0.02675
cyp,2011,0.04133
cyp,2012,0.03077
cyp,2013,0.05656
cyp,2014,0.00231
cyp,2015,0.09038
cyp,2016,-0.02907
cyp,2017,0.09915
cyp,2018,0.08634
cyp,2019,0.27619
cze,1993,6.7916
cze,1994,7.56842
cze,1995,6.71769
cze,1996,7.00776
cze,1997,5.06858
cze,1998,4.36601
cze,1999,3.61381
cze,2000,3.92919
cze,2001,2.63808
cze,2002,2.44988
cze,2003,2.45346
cze,2004,0.81957
cze,2005,0
cze,2006,0
cze,2007,0
cze,2008,0
cze,2009,0
cze,2010,0
cze,2011,0
cze,2012,0
cze,2013,0
cze,2014,0
cze,2015,0
cze,2016,0
cze,2017,0
cze,2018,0
cze,2019,0
deu,1972,1.63934
deu,1973,0.86874
deu,1974,0.47221
deu,1975,0.06598
deu,1976,0.07513
deu,1977,0.06836
deu,1978,0.05767
deu,1979,0.05368
deu,1980,0.04504
deu,1981,0.04397
deu,1982,0.05418
deu,1983,0.04691
deu,1984,0.03804
deu,1985,0.02729
deu,1986,0.02657
deu,1987,0.02125
deu,1988,0
deu,1989,0
deu,1990,0
deu,1991,0
deu,1992,0
deu,1993,0
deu,1994,0
deu,1995,0
deu,1996,0
deu,1997,0
deu,1998,0
deu,1999,0
deu,2000,0
deu,2001,0
deu,2002,0
deu,2003,0
deu,2004,0
deu,2005,0
deu,2006,0
deu,2007,0
deu,2008,0
deu,2009,0
deu,2010,0
deu,2011,0
deu,2012,0
deu,2013,0
deu,2014,0
deu,2015,0
deu,2016,0
deu,2017,0
deu,2018,0
deu,2019,0
dnk,1972,3.49974
dnk,1979,0.1086
dnk,1980,0.10057
dnk,1981,0.08817
dnk,1982,0.08943
dnk,1983,0.08884
dnk,1984,0.09235
dnk,1985,0.08197
dnk,1986,0.07714
dnk,1987,0.06593
dnk,1988,0.06736
dnk,1989,0.06822
dnk,1990,0.06999
dnk,1991,0
dnk,1992,0
dnk,1993,0
dnk,1994,0
dnk,1995,0
dnk,1996,0
dnk,1997,0
dnk,1998,0
dnk,1999,0
dnk,2000,0
dnk,2001,0
dnk,2002,0
dnk,2003,0
dnk,2004,0
dnk,2005,0
dnk,2006,0
dnk,2007,0
dnk,2008,0
dnk,2009,0
dnk,2010,0
dnk,2011,0
dnk,2012,0
dnk,2013,0
dnk,2014,0
dnk,2015,0
dnk,2016,0
dnk,2017,0
dnk,2018,0
dnk,2019,0
dom,1972,43.15292
dom,1973,42.55792
dom,1974,39.1325
dom,1975,30.82239
dom,1976,35.54665
dom,1977,35.73292
dom,1978,39.35616
dom,1979,36.46555
dom,1980,32.60152
dom,1981,24.97277
dom,1982,26.42511
dom,1983,30.27699
dom,1984,30.15008
dom,1985,33.08142
dom,1986,29.3669
dom,1987,42.44601
dom,1988,43.01212
dom,1989,42.406
dom,1990,43.57839
dom,1991,46.9601
dom,1992,48.67876
dom,1993,47.03876
dom,1994,40.9738
dom,1995,38.67074
dom,1996,38.53118
dom,1997,37.9713
dom,1998,38.45345
dom,1999,41.73511
dom,2000,46.10455
dom,2001,32.85913
dom,2002,33.79188
dom,2003,16.18458
dom,2004,13.66259
dom,2005,9.71474
dom,2006,9.891
dom,2007,8.94743
dom,2008,9.00178
dom,2009,8.33942
dom,2010,8.05116
dom,2011,6.93527
dom,2012,6.08732
dom,2013,5.39228
dom,2014,5.44642
dom,2015,6.13858
dom,2016,6.06035
dom,2017,5.79252
dom,2018,5.81746
dom,2019,5.35149
egy,1975,46.09734
egy,1976,34.33735
egy,1977,26.58711
egy,1978,34.07276
egy,1979,35.6797
egy,1981,33.37986
egy,1982,35.03695
egy,1983,30.65264
egy,1984,34.84303
egy,1985,32.20945
egy,1986,26.77505
egy,1987,25.70629
egy,1988,27.86514
egy,1989,27.97485
egy,1990,23.95299
egy,1991,20.63932
egy,1992,19.22119
egy,1993,18.63883
egy,1994,19.7552
egy,1995,20.45006
egy,1996,20.60659
egy,1997,19.92933
egy,2002,14.19826
egy,2003,14.64224
egy,2004,13.61362
egy,2005,10.11621
egy,2006,9.77072
egy,2007,8.95031
egy,2008,9.73867
egy,2009,8.26846
egy,2010,8.05479
egy,2011,7.00501
egy,2015,6.849
esp,1972,19.94126
esp,1973,20.08897
esp,1974,20.35306
esp,1975,19.71245
esp,1976,22.7457
esp,1977,25.631
esp,1978,19.38959
esp,1979,19.83631
esp,1980,8.60701
esp,1981,8.41682
esp,1982,10.49321
esp,1983,9.45407
esp,1984,9.06516
esp,1985,9.38978
esp,1986,5.04834
esp,1987,4.58359
esp,1988,4.43631
esp,1989,3.59165
esp,1990,2.90609
esp,1991,1.95734
esp,1992,0.99628
esp,1993,0.10256
esp,1994,0.01304
esp,2017,0
esp,2018,0
esp,2019,0
est,1991,1.1859
est,1992,4.36263
est,1993,3.25339
est,1994,2.91105
est,1995,0.0765
est,1996,0.00373
est,1997,0.00498
est,1998,0.00089
est,1999,0
est,2000,0.18601
est,2001,0.19062
est,2002,0.15951
est,2003,0.19666
est,2004,0.03943
est,2005,0
est,2006,0
est,2007,0
est,2008,0
est,2009,0
est,2010,0
est,2011,0
est,2012,0
est,2013,0
est,2014,0
est,2015,0
est,2016,0
est,2017,0
est,2018,0
est,2019,0
eth,1990,17.9718
eth,1991,21.34361
eth,1992,24.94232
eth,1993,31.54567
eth,1994,32.11221
eth,1995,29.20689
eth,1996,28.80602
eth,1997,26.71706
eth,1998,26.06608
eth,1999,26.29372
eth,2001,49.24026
eth,2002,50.33857
eth,2003,53.84889
eth,2004,62.20161
eth,2005,61.75484
eth,2006,59.92628
eth,2007,57.26377
eth,2008,46.08342
eth,2009,38.74634
eth,2010,51.85519
eth,2011,45.1993
eth,2012,47.8819
eth,2013,45.82244
eth,2014,16.43586
eth,2015,16.24455
eth,2016,17.05048
eth,2017,16.3124
eth,2018,21.24848
eth,2019,13.9477
fin,1972,3.58485
fin,1973,3.42637
fin,1974,3.35681
fin,1975,3.24246
fin,1976,2.20716
fin,1977,2.25729
fin,1978,1.90636
fin,1979,1.87214
fin,1980,2.42193
fin,1981,1.85142
fin,1982,1.82086
fin,1983,1.56888
fin,1984,1.4583
fin,1985,0.9864
fin,1986,0.97912
fin,1987,1.10894
fin,1988,1.334
fin,1989,1.18689
fin,1990,1.09723
fin,1991,1.0216
fin,1992,0.96621
fin,1993,1.0661
fin,1994,1.17334
fin,1995,0.22057
fin,1996,0.04918
fin,1997,0.00399
fin,1998,-0.00366
fin,1999,-0.02112
fin,2000,-0.02419
fin,2001,-0.00632
fin,2002,0
fin,2003,0.00299
fin,2004,0.00289
fin,2005,0.00279
fin,2006,0
fin,2007,0
fin,2008,0
fin,2009,0
fin,2010,0
fin,2011,0
fin,2012,0
fin,2013,0.00237
fin,2014,0
fin,2015,0
fin,2016,0
fin,2017,0
fin,2018,0
fin,2019,0
fji,1990,34.52584
fji,1991,31.9914
fji,1992,28.20116
fji,1993,23.91502
fji,1994,23.593
fji,1995,24.38121
fji,1996,22.77434
fji,2004,19.7234
fji,2005,19.1945
fji,2006,16.86024
fji,2010,18.23829
fji,2011,15.22421
fji,2012,15.52459
fji,2013,16.95365
fji,2014,17.31858
fji,2015,16.62617
fji,2016,16.17612
fji,2017,15.19063
fji,2018,15.68033
fji,2019,15.61499
fra,1972,0.57381
fra,1973,0.47596
fra,1974,0.15432
fra,1975,0.07294
fra,1976,0.05936
fra,1977,0.08172
fra,1978,0.07186
fra,1979,0.06099
fra,1980,0.10495
fra,1981,0.07717
fra,1982,0.06637
fra,1983,0.06026
fra,1984,0.06612
fra,1985,0.06143
fra,1986,0.06663
fra,1987,0.05261
fra,1988,0.03825
fra,1989,0.01658
fra,1990,0.02309
fra,1991,0.02096
fra,1992,0
fra,1993,0
fra,1994,0.01354
fra,1995,0.00886
fra,1996,0.00392
fra,1997,0.0143
fra,1998,0.01221
fra,1999,0.00725
fra,2000,0.00549
fra,2001,0.00195
fra,2002,0.0014
fra,2003,-0.00139
fra,2004,-0.00291
fra,2005,0.01854
fra,2006,-0.06087
fra,2007,-0.02282
fra,2008,-0.02486
fra,2009,-0.0242
fra,2010,-0.02466
fra,2011,-0.00379
fra,2012,-0.02677
fra,2013,-0.00773
fra,2014,-0.0233
fra,2015,-0.02353
fra,2016,-0.02193
fra,2017,-0.0234
fra,2018,-0.02223
fra,2019,-0.01972
fsm,2008,36.28716
fsm,2009,37.34941
fsm,2010,35.77211
fsm,2011,30.26173
fsm,2012,27.38408
fsm,2013,23.30488
fsm,2014,9.47937
fsm,2015,25.08753
fsm,2016,25.34326
fsm,2017,15.37517
fsm,2018,6.02556
fsm,2019,7.75616
gab,2019,0
gbr,1972,2.24705
gbr,1973,1.52769
gbr,1980,0.08614
gbr,1981,0.17345
gbr,1982,0.26096
gbr,1983,0.10551
gbr,1984,0.0221
gbr,1985,0
gbr,1986,0.04775
gbr,1990,0
gbr,1991,0
gbr,1992,0
gbr,1993,0
gbr,1994,0
gbr,1995,0
gbr,1996,0
gbr,1997,0
gbr,1998,0
gbr,1999,0
gbr,2000,0
gbr,2001,0
gbr,2002,0
gbr,2003,0
gbr,2004,0
gbr,2005,0
gbr,2006,0
gbr,2007,0
gbr,2008,0
gbr,2009,0
gbr,2010,0
gbr,2011,0
gbr,2012,0
gbr,2013,0
gbr,2014,0
gbr,2015,0
gbr,2016,0
gbr,2017,0
gbr,2018,0
gbr,2019,0
geo,1995,4.10023
geo,1996,6.69511
geo,1997,12.64724
geo,1998,12.28628
geo,1999,5.37516
geo,2000,7.69231
geo,2001,6.97841
geo,2002,7.22447
geo,2003,8.60594
geo,2004,9.69873
geo,2005,6.46067
geo,2006,5.17026
geo,2007,1.46022
geo,2008,1.12318
geo,2009,0.84902
geo,2010,1.50562
geo,2011,1.57581
