geo,time,se_xpd_prim_zs
bdi,1994,42.13683
bdi,1995,39.97287
bdi,1996,41.53402
bdi,1999,37.4676
bdi,2000,37.78079
bdi,2001,40.08182
bdi,2002,42.86891
bdi,2004,50.65756
bdi,2005,51.55736
bdi,2008,51.78716
bdi,2009,53.26733
bdi,2010,45.41761
bdi,2011,49.70045
bdi,2012,43.99556
bdi,2013,45.42999
bel,1979,26.50896
bel,1988,26.60909
bel,1993,19.63713
bel,1994,20.98051
bel,1995,20.21047
bel,1996,20.837
bel,2013,23.35235
bel,2014,23.1117
bel,2015,23.53562
bel,2016,23.81164
ben,2000,51.37396
ben,2001,55.3743
ben,2002,53.98192
ben,2003,52.58811
ben,2004,51.19521
ben,2005,45.96998
ben,2006,53.1921
ben,2007,57.22713
ben,2008,56.48592
ben,2009,57.46588
ben,2010,52.82559
ben,2012,51.12865
ben,2013,50.12866
ben,2014,48.94131
ben,2015,49.80869
bfa,1978,41.02674
bfa,1980,31.89031
bfa,1983,37.28924
bfa,1985,42.32045
bfa,1988,61.25742
bfa,1994,53.84001
bfa,1996,98.66846
bfa,2005,71.18099
bfa,2006,66.81058
bfa,2007,67.0338
bfa,2010,60.34116
bfa,2011,62.6415
bfa,2012,60.62655
bfa,2013,59.7878
bfa,2014,65.40953
bfa,2015,57.86803
bgd,1979,38.42838
bgd,1980,40.27201
bgd,1981,43.54699
bgd,1982,43.33958
bgd,1983,49.51023
bgd,1984,44.98658
bgd,1985,48.31074
bgd,1986,49.16474
bgd,1987,40.00027
bgd,1990,46.66192
bgd,1991,49.2207
bgd,1992,49.30687
bgd,1993,53.73628
bgd,1997,51.30245
bgd,1999,44.46281
bgd,2000,46.49041
bgd,2002,45.10525
bgd,2003,45.42799
bgd,2004,39.98727
bgd,2006,41.95689
bgd,2007,46.25168
bgd,2008,45.29479
bgd,2009,44.72804
bgd,2011,47.13705
bgd,2012,44.60291
bgr,1998,22.938
bgr,2001,20.78723
bgr,2002,20.09847
bgr,2003,19.10566
bgr,2004,19.49264
bgr,2005,20.29997
bgr,2006,19.71527
bgr,2007,19.87313
bgr,2008,18.92772
bgr,2009,18.60716
bgr,2010,19.58745
bgr,2011,18.50048
bgr,2012,18.62869
bgr,2013,19.69638
bhr,1970,48.26759
bhr,1971,49.28664
bhr,1972,67.20101
bhr,2013,32.07181
bhr,2014,32.49759
bhr,2015,32.98692
blz,1999,59.47878
blz,2000,60.54413
blz,2004,42.64609
blz,2008,47.32667
blz,2009,45.26097
blz,2010,46.05287
blz,2013,40.04288
blz,2014,37.83702
blz,2015,32.90297
blz,2016,33.03149
blz,2017,31.38068
bmu,1973,39.08997
bmu,1975,33.87668
bmu,1985,33.1684
bmu,1990,30.32279
bmu,1991,35.27137
bmu,1992,32.32096
bmu,1998,33.14466
bmu,2004,39.97492
bmu,2005,40.74734
bmu,2010,30.84477
bmu,2014,29.9363
bmu,2015,30.69482
bmu,2017,32.15812
bra,1995,48.93416
bra,1998,32.89734
bra,1999,33.97305
bra,2000,30.88178
bra,2001,30.00274
bra,2002,28.20427
bra,2004,32.93215
bra,2005,34.01563
bra,2006,32.02467
bra,2007,32.19858
bra,2008,31.91941
bra,2009,32.37881
bra,2010,31.32595
bra,2011,29.28556
bra,2012,28.57004
bra,2013,28.07656
bra,2014,26.81877
bra,2015,25.61507
brb,1971,33.90883
brb,1972,31.84993
brb,1973,28.07564
brb,1974,30.44824
brb,1976,25.05487
brb,1977,24.40537
brb,1991,35.25243
brb,1999,22.82903
brb,2000,27.64804
brb,2001,29.26084
brb,2002,26.56135
brb,2003,26.82197
brb,2004,27.34454
brb,2005,27.89376
brb,2008,36.85655
brb,2016,29.6064
brn,1970,43.50496
brn,1971,33.12303
brn,1972,39.26534
brn,1973,33.93214
brn,1974,35.3594
brn,1975,41.13771
brn,1976,37.71763
brn,1978,35.09984
brn,1979,33.25728
brn,1980,33.28746
brn,1981,34.00161
brn,1982,36.12573
brn,1987,24.77159
brn,1988,22.04017
brn,1989,26.77518
brn,1990,24.9065
brn,1991,23.86065
brn,1992,21.67381
brn,1993,20.41837
brn,2010,28.54099
brn,2016,19.5228
btn,1971,15.27139
btn,1972,13.59815
btn,1975,13.22019
btn,1978,21.84443
btn,1979,25.07091
btn,2004,19.36391
btn,2005,22.31675
btn,2008,23.3702
btn,2009,29.80438
btn,2010,29.93319
btn,2011,31.51219
btn,2013,21.82037
btn,2014,31.97081
bwa,1971,52.99174
bwa,1972,49.9859
bwa,1973,45.16518
bwa,1974,40.0257
bwa,1975,51.9748
bwa,1976,48.23884
bwa,1977,48.58042
bwa,1978,47.2761
bwa,1979,50.2997
bwa,1980,39.18076
bwa,1983,43.22694
bwa,1984,44.06326
bwa,1985,35.8869
bwa,1986,34.81558
bwa,1987,31.46757
bwa,1988,32.41047
bwa,1990,25.50395
bwa,1992,28.33573
bwa,2005,30.03084
bwa,2007,27.54638
bwa,2009,17.82233
caf,1978,62.50739
caf,1986,55.52445
caf,1987,51.77775
caf,1990,53.20913
caf,1991,54.9576
caf,2006,52.45674
caf,2007,47.96444
caf,2009,48.44996
caf,2010,53.26402
che,1970,34.42539
che,1971,29.22616
che,1972,28.42432
che,1973,28.45787
che,1974,27.86993
che,1990,46.46932
che,1991,48.01438
che,1993,28.06938
che,1994,27.89859
che,1995,28.01737
che,1996,27.4403
che,1998,32.53644
che,1999,31.85097
che,2000,31.41961
che,2001,31.51195
che,2002,31.0145
che,2003,29.97404
che,2004,30.0204
che,2005,29.6854
che,2006,29.23546
che,2007,29.38642
che,2008,25.3011
che,2009,27.92763
che,2010,27.96992
che,2011,28.91115
che,2012,29.33262
che,2013,29.69646
che,2014,29.57548
che,2015,28.52372
che,2016,28.94818
chl,1974,21.81322
chl,1975,34.26924
chl,1978,44.62857
chl,1979,39.53172
chl,1980,41.16325
chl,1981,43.64039
chl,1987,52.98666
chl,1990,53.84399
chl,1993,49.02621
chl,1994,52.69638
chl,1995,56.07771
chl,1996,54.56029
chl,1997,52.7258
chl,1998,41.53546
chl,2000,43.01821
chl,2002,42.04219
chl,2003,39.79187
chl,2004,37.77649
chl,2005,37.40762
chl,2006,35.89175
chl,2007,35.45253
chl,2008,36.4039
chl,2009,36.38675
chl,2010,31.73536
chl,2011,32.75136
chl,2013,29.20625
chl,2014,24.79976
chl,2015,25.61475
chl,2016,28.08302
chl,2017,27.90774
chn,1980,29.57474
chn,1981,30.27342
chn,1982,31.43066
chn,1983,30.86765
chn,1984,29.97869
chn,1985,29.37828
chn,1986,29.41424
chn,1987,30.74752
chn,1988,32.59027
chn,1992,34.2927
chn,1993,34.7779
chn,1994,38.99565
chn,1995,30.10276
chn,1996,40.3985
chn,1998,36.06416
chn,1999,32.59654
civ,1970,30.76972
civ,1972,27.58503
civ,1973,31.80341
civ,1974,34.87111
civ,1975,36.92761
civ,1976,37.44791
civ,1978,33.3384
civ,1979,32.00354
civ,1980,44.08725
civ,1992,49.47249
civ,1993,49.89651
civ,1994,49.25645
civ,1995,47.40749
civ,1996,44.66425
civ,1997,43.89168
civ,1998,43.1724
civ,1999,41.68008
civ,2000,41.55833
civ,2001,42.21462
civ,2006,45.77992
civ,2007,43.95862
civ,2008,43.09156
civ,2009,41.76716
civ,2010,42.66416
civ,2011,39.55984
civ,2012,39.59923
civ,2013,39.28107
civ,2014,39.09514
civ,2015,41.4065
civ,2016,44.45114
civ,2017,39.52525
civ,2018,47.29398
cmr,1971,40.91066
cmr,1972,36.53447
cmr,2005,35.06433
cmr,2006,38.64605
cmr,2007,36.98943
cmr,2008,32.55445
cmr,2009,34.19688
cmr,2010,34.1618
cmr,2011,32.7006
cmr,2012,36.1927
cmr,2013,33.87925
cod,2010,33.33619
cod,2013,61.59357
cog,1970,47.99759
cog,1973,43.3532
cog,1975,28.70564
cog,1978,32.75013
cog,1979,31.41374
cog,1980,33.92034
cog,1994,47.16885
cog,1995,49.9894
cog,2002,35.35986
cog,2005,27.25437
cog,2010,30.99831
col,1979,44.78972
col,1980,45.03205
col,1981,45.55978
col,1984,40.69116
col,1985,39.74577
col,1989,34.661
col,1998,44.93812
col,1999,45.16187
col,2000,44.55692
col,2001,44.57196
col,2004,48.3245
col,2005,47.43698
col,2007,36.62786
col,2008,37.30254
col,2009,38.40722
col,2010,35.92155
col,2011,35.57678
col,2012,34.96379
col,2013,34.4199
col,2014,35.60003
col,2015,36.72368
col,2016,35.98056
col,2017,35.00704
col,2018,32.70964
com,1971,41.95672
com,1998,41.59922
com,2002,45.21472
com,2008,61.72591
com,2011,56.13321
com,2012,56.6082
com,2013,55.13961
com,2014,56.35296
com,2015,54.61209
cpv,2002,43.81183
cpv,2006,48.6778
cpv,2007,41.02133
cpv,2008,36.32377
cpv,2009,44.08231
cpv,2011,43.13784
cpv,2013,38.39872
cpv,2014,42.91625
cpv,2015,39.44762
cpv,2016,39.08446
cpv,2017,38.09451
cri,1980,25.83535
cri,1982,23.19337
cri,1983,24.25112
cri,1988,36.64149
cri,1989,36.74574
cri,1995,38.77703
cri,1996,40.58294
cri,1999,47.25438
cri,2000,46.52694
cri,2001,42.75659
cri,2002,42.41027
cri,2004,45.45815
cri,2006,39.42055
cri,2007,38.97533
cri,2008,39.53444
cri,2009,41.24669
cri,2010,41.90412
cri,2011,39.33338
cri,2012,39.10221
cri,2013,36.5971
cri,2014,36.30857
cri,2015,36.83827
cri,2016,34.0248
cri,2017,28.92008
cri,2018,28.67492
cub,1991,22.85939
cub,1993,26.3877
cub,1994,28.23331
cub,1998,35.06404
cub,1999,35.9049
cub,2000,34.50056
cub,2001,31.15979
cub,2002,33.7636
cub,2004,31.76125
cub,2005,30.31329
cub,2006,29.31407
cub,2007,30.13875
cub,2008,25.47863
cub,2009,25.46623
cub,2010,29.03501
cym,2005,49.25914
cym,2006,45.97365
cyp,1970,46.40152
cyp,1971,46.85573
cyp,1972,44.8746
cyp,1973,44.28138
cyp,1974,43.33153
cyp,1975,42.92254
cyp,1976,41.87706
cyp,1977,40.80564
cyp,1978,40.47207
cyp,1979,38.92888
cyp,1980,37.5691
cyp,1981,35.35469
cyp,1982,35.41716
cyp,1984,35.8507
cyp,1985,35.60734
cyp,1986,35.99141
cyp,1987,36.78535
cyp,1988,36.17432
cyp,1989,35.53065
cyp,1990,35.79874
cyp,1991,36.47457
cyp,1992,35.01394
cyp,1993,34.1135
cyp,1994,33.726
cyp,1995,33.6565
cyp,1999,31.2362
cyp,2000,27.56949
cyp,2001,31.1626
cyp,2002,29.63918
cyp,2003,27.94729
cyp,2004,27.50617
cyp,2005,27.30502
cyp,2006,27.79002
cyp,2007,28.14934
cyp,2008,27.78074
cyp,2009,27.70021
cyp,2010,31.00808
cyp,2011,31.3219
cyp,2013,30.59917
cyp,2014,31.52549
cyp,2015,32.20746
cyp,2016,32.74563
cze,1993,42.93384
cze,1994,16.14596
cze,1995,17.54028
cze,1996,20.53836
cze,1998,17.282
cze,1999,17.9199
cze,2000,18.18888
cze,2001,16.76988
cze,2002,16.08467
cze,2003,15.71172
cze,2004,15.18484
cze,2005,14.52153
cze,2006,13.56469
cze,2007,13.88772
cze,2008,14.70676
cze,2009,15.91159
cze,2010,16.17658
cze,2011,16.08905
cze,2012,16.77759
cze,2013,17.75912
cze,2014,18.63894
cze,2015,13.28089
cze,2016,13.23953
deu,1993,1.258
deu,1998,17.44593
deu,2006,14.73804
deu,2007,14.02363
deu,2008,13.49708
deu,2009,13.54903
deu,2010,13.48298
deu,2011,13.21104
deu,2012,12.8105
deu,2013,12.78433
deu,2014,12.7934
deu,2015,12.93305
deu,2016,12.92094
dji,1970,40.98778
dji,1971,27.65211
dji,1974,46.65258
dji,1979,56.69864
dji,2006,17.57367
dji,2007,19.01406
dji,2010,34.08652
dji,2016,42.83605
dma,1989,63.3324
dma,1998,47.25026
dma,2015,45.82869
dnk,1977,57.7277
dnk,1978,57.19507
dnk,1979,58.40144
dnk,1980,56.24393
dnk,1986,49.44239
dnk,1987,50.28578
dnk,1988,48.75708
dnk,1991,24.89065
dnk,1993,19.19964
dnk,1994,19.05968
dnk,1995,21.16716
dnk,1996,21.696
dnk,1998,22.09163
dnk,1999,21.17968
dnk,2000,21.0204
dnk,2001,22.30624
dnk,2002,22.54934
dnk,2003,23.53289
dnk,2004,22.91051
dnk,2005,23.26011
dnk,2006,23.69029
dnk,2007,23.81598
dnk,2008,24.08552
dnk,2009,24.35669
dnk,2010,23.68345
dnk,2011,21.60023
dnk,2012,29.72291
dnk,2013,24.87314
dnk,2014,27.20674
dom,1970,41.77267
dom,1982,48.4233
dom,1983,49.27616
dom,1984,49.85782
dom,1985,50.40495
dom,1993,49.59629
dom,1994,56.09472
dom,1995,57.93696
dom,1996,52.50821
dom,2001,55.49953
dom,2002,62.76927
dom,2007,58.67903
dza,1979,39.54966
dza,1980,43.60869
ecu,1970,41.72035
ecu,1971,45.85395
ecu,1977,36.90976
ecu,1984,41.15958
ecu,1985,44.23012
ecu,1986,46.70809
ecu,1995,34.24031
ecu,1999,38.23802
ecu,2000,38.2881
ecu,2009,36.3525
ecu,2010,32.38737
ecu,2011,32.69247
ecu,2012,31.15291
ecu,2013,30.95661
ecu,2014,25.71007
ecu,2015,23.25516
eri,1996,42.89353
eri,2001,26.53279
eri,2002,26.01299
eri,2004,23.06672
esp,1970,51.77467
esp,1971,44.79253
esp,1972,53.45784
esp,1976,61.54499
esp,1977,61.73419
esp,1978,53.13642
esp,1979,57.97406
esp,1987,29.8812
esp,1988,28.02842
esp,1989,26.48041
esp,1990,24.59433
esp,1991,23.1865
esp,1992,23.12393
esp,1993,21.16708
esp,1994,21.29461
esp,1995,22.92715
esp,1996,24.60087
esp,1998,25.8226
esp,1999,26.52511
esp,2000,25.82618
esp,2001,26.08963
esp,2002,25.81827
esp,2003,25.71691
esp,2004,25.98275
esp,2005,25.77435
esp,2006,25.70718
esp,2007,25.41683
esp,2008,25.38798
esp,2009,25.30394
esp,2010,25.54465
esp,2011,25.54465
esp,2012,25.94887
esp,2013,26.1203
esp,2014,26.32772
esp,2015,26.64219
esp,2016,26.93569
est,1997,25.47126
est,1998,25.1959
est,1999,28.63741
est,2001,29.42103
est,2002,28.01744
est,2003,26.30266
est,2004,25.75717
est,2005,25.2957
est,2007,23.33446
est,2008,25.51536
est,2009,25.1119
est,2010,24.58166
est,2011,24.44533
est,2012,27.01287
est,2013,30.69622
est,2014,24.60631
est,2015,23.86188
est,2016,24.96741
eth,1971,49.94681
eth,1972,44.98235
eth,1977,34.70206
eth,1978,35.72877
eth,1979,37.15507
eth,1980,38.86876
eth,1981,40.31084
eth,1982,41.52726
eth,1983,41.35266
eth,1984,42.4988
eth,1985,43.80119
eth,1986,45.20889
eth,1993,46.0365
eth,1996,51.19273
eth,1997,46.41294
eth,2009,33.95361
eth,2010,28.39528
eth,2011,26.51449
eth,2012,24.45891
eth,2013,24.04599
eth,2014,30.47454
eth,2015,27.45268
fin,1970,36.55966
fin,1971,38.30264
fin,1972,45.75737
fin,1973,46.21198
fin,1974,46.72865
fin,1975,47.2401
fin,1976,49.5429
fin,1979,35.46459
fin,1980,34.11861
fin,1981,33.93145
fin,1982,32.15723
fin,1983,32.32648
fin,1984,32.27234
fin,1985,32.40737
fin,1986,33.79462
fin,1987,33.645
fin,1988,32.90838
fin,1989,31.6033
fin,1990,30.82059
fin,1991,27.5495
fin,1992,27.16222
fin,1993,25.57792
fin,1994,25.63175
fin,1995,24.71274
fin,1996,24.93396
fin,1999,21.22807
fin,2000,21.40213
fin,2001,21.62445
fin,2002,21.59914
fin,2003,21.60146
fin,2004,21.38864
fin,2005,20.75982
fin,2006,20.6202
fin,2007,20.37513
fin,2008,20.36713
fin,2009,19.79262
fin,2010,19.90681
fin,2011,20.01115
fin,2012,18.3978
fin,2013,18.61582
fin,2014,19.1145
fin,2015,20.24408
fin,2016,20.51118
fji,1979,46.85962
fji,1981,49.9333
fji,1983,50.79294
fji,1989,48.76285
fji,2004,39.08499
fji,2011,44.41272
fji,2013,38.60385
fra,1970,21.78645
fra,1971,20.80915
fra,1972,18.848
fra,1973,18.8901
fra,1974,25.57589
fra,1975,25.33129
fra,1976,24.86003
fra,1977,24.60256
fra,1978,24.63316
fra,1979,24.54148
fra,1980,24.54447
fra,1981,24.30634
fra,1982,23.86021
fra,1983,22.79621
fra,1984,22.65422
fra,1985,22.20987
fra,1986,21.09134
fra,1987,21.00663
fra,1988,20.88841
fra,1989,20.51929
fra,1990,20.1633
fra,1991,19.14857
fra,1992,18.99745
fra,1993,20.00531
fra,1994,20.22896
fra,1995,19.66725
fra,1996,19.66152
fra,1999,20.09619
fsm,1972,35.75105
gab,1992,50.46353
gab,1998,38.26645
gab,2010,29.6186
gab,2011,29.78869
gab,2012,27.17582
gab,2013,25.24234
gab,2014,29.23549
gbr,1971,26.31387
gbr,1972,24.49045
gbr,1973,24.70334
gbr,1974,24.87609
gbr,1975,25.28943
gbr,1976,28.21937
gbr,1977,27.99083
gbr,1980,27.05043
gbr,1981,26.45457
gbr,1982,23.40639
gbr,1983,23.03311
gbr,1984,22.08038
gbr,1985,22.64258
gbr,1986,24.75751
gbr,1987,25.76653
gbr,1988,26.26657
gbr,1989,26.65466
gbr,1990,26.73776
gbr,1991,27.31965
gbr,1992,27.34459
gbr,1994,30.34575
gbr,1995,30.43092
gbr,1996,29.65465
gbr,1998,23.63436
gbr,1999,24.44138
gbr,2000,24.71135
gbr,2001,24.98936
gbr,2002,23.6289
gbr,2003,25.47734
gbr,2004,26.19924
gbr,2005,26.46495
gbr,2006,29.44554
gbr,2007,30.64547
gbr,2008,31.57509
gbr,2009,31.11967
gbr,2010,30.09235
gbr,2011,30.77206
gbr,2013,29.7885
gbr,2014,28.91542
gbr,2015,32.16658
gbr,2016,32.32674
geo,2008,35.99981
geo,2011,31.24477
geo,2012,34.33925
gha,1971,34.67673
gha,1972,33.15013
gha,1974,38.91146
gha,1975,36.85681
gha,1976,19.39228
gha,1977,19.57122
gha,1979,27.12056
gha,1980,27.97924
gha,1981,27.76589
gha,1982,32.45994
gha,1986,33.08268
gha,1987,27.3269
gha,1988,25.7327
gha,2001,41.53529
gha,2004,39.70232
gha,2005,39.45372
gha,2006,36.89679
gha,2007,34.22735
gha,2008,34.57418
gha,2009,33.13483
gha,2010,30.86661
gha,2011,45.48806
gha,2012,32.30511
gha,2013,24.37899
gha,2014,21.69728
gin,1984,30.80186
gin,1991,32.49547
gin,1992,36.10242
gin,1993,35.01085
gin,2008,40.79846
gin,2009,41.69703
gin,2010,38.90463
gin,2011,35.14098
gin,2012,43.56377
gin,2013,40.13794
gin,2014,38.906
gin,2015,38.93171
gin,2016,40.52155
gin,2017,40.52155
gin,2018,61.64747
gmb,1985,50.81319
gmb,1986,48.99278
gmb,1989,46.65163
gmb,1990,39.17749
gmb,1991,44.81901
gmb,1992,46.9167
gmb,1995,39.56332
gmb,1996,43.03308
gmb,2001,57.83024
gmb,2002,56.5252
gmb,2003,54.45651
gmb,2004,61.16555
gmb,2005,61.44626
gmb,2006,63.43244
gmb,2007,62.64226
gmb,2008,61.13542
gmb,2009,60.39031
gmb,2010,65.32845
gmb,2011,63.8134
gmb,2012,59.95219
gmb,2013,51.80921
gmb,2014,55.18407
gmb,2015,55.83699
gnb,2010,46.72003
gnb,2011,50.64565
gnb,2012,56.24621
gnb,2013,64.41775
gnq,1998,34.93217
grc,1970,44.13668
grc,1971,50.97189
grc,1973,41.81298
grc,1974,38.28731
grc,1975,34.54997
grc,1976,36.93075
grc,1977,34.31244
grc,1978,36.47113
grc,1981,32.83719
grc,1982,33.78674
grc,1983,32.38255
grc,1984,30.18893
grc,1986,29.28746
grc,1987,28.85988
grc,1988,27.06487
grc,1989,26.94675
grc,1990,26.9871
grc,1991,27.00601
grd,2003,36.38402
grd,2017,31.31984
gtm,1970,59.09862
gtm,1971,58.10263
gtm,1976,50.85309
gtm,1993,52.98113
gtm,1994,52.86201
gtm,1995,57.1739
gtm,1996,60.28525
gtm,2006,67.15162
gtm,2007,61.99618
gtm,2008,59.78975
gtm,2010,55.5538
gtm,2011,56.42242
gtm,2012,55.54988
gtm,2013,52.71151
gtm,2014,49.13356
gtm,2015,49.91589
gtm,2016,55.46525
gtm,2017,56.4745
gtm,2018,55.59887
gum,1971,86.05154
gum,1972,87.56532
gum,1973,90.103
guy,1970,39.85163
guy,1977,33.49555
guy,1979,24.36394
guy,1983,34.19087
guy,1984,32.69492
guy,2002,43.0803
guy,2003,38.70894
guy,2004,32.14363
guy,2006,28.80405
guy,2007,33.94206
guy,2009,32.72708
guy,2010,29.06004
guy,2011,28.51444
guy,2012,30.55537
hkg,1971,49.56888
hkg,1972,47.3176
hkg,1973,52.69483
hkg,1974,52.23172
hkg,1975,46.98212
hkg,1976,46.54975
hkg,1977,45.58963
hkg,1978,40.69317
hkg,1980,33.69747
hkg,1981,31.82835
hkg,1982,42.16059
hkg,1983,32.37046
hkg,1984,31.24783
hkg,1985,31.43877
hkg,1990,27.09341
hkg,1992,23.85434
hkg,1996,21.27088
hkg,2001,23.32797
hkg,2002,23.28514
hkg,2003,23.3798
hkg,2004,22.97219
hkg,2005,23.10701
hkg,2006,22.20584
hkg,2007,21.47341
hkg,2008,21.39712
hkg,2009,16.28242
hkg,2010,20.93063
hkg,2011,20.50594
hkg,2012,18.65048
hkg,2013,17.54439
hkg,2014,18.85407
hkg,2015,20.94026
hkg,2016,21.33549
hkg,2017,21.69319
hkg,2018,22.08105
hnd,1978,56.39882
hnd,1979,57.50988
hnd,1980,62.64348
hnd,1994,48.45519
hnd,1995,52.27523
hnd,2013,48.90042
hti,1981,61.02915
hti,1982,72.22927
hti,1983,68.92014
hti,1984,67.08093
hti,1985,61.49715
hti,1991,58.92142
hun,1970,37.70221
hun,1971,35.68511
hun,1972,37.22841
hun,1973,36.89267
hun,1974,36.67287
hun,1975,37.11375
hun,1976,37.85333
hun,1977,37.98013
hun,1978,40.02381
hun,1979,40.8884
hun,1980,42.36943
hun,1981,42.85384
hun,1982,45.70041
hun,1983,43.63768
hun,1984,43.27047
hun,1985,41.84571
hun,1986,40.28152
hun,1987,40.17963
hun,1988,43.47316
hun,1989,44.04296
hun,1990,42.99578
hun,1992,42.32163
hun,1993,42.23158
hun,1994,41.88229
hun,1995,20.60773
hun,1996,20.7797
hun,1998,19.70929
hun,1999,18.93026
hun,2000,19.08233
hun,2001,19.07292
hun,2002,18.10654
hun,2003,16.909
hun,2004,18.97679
hun,2005,20.0893
hun,2006,19.49534
hun,2007,19.05888
hun,2008,16.89833
hun,2009,16.88135
hun,2010,17.8417
hun,2011,16.14951
hun,2012,17.43041
hun,2013,20.53072
hun,2014,12.53291
hun,2015,16.39606
hun,2016,16.21778
idn,1972,39.58372
idn,2007,48.38247
idn,2008,49.04317
idn,2009,47.94577
idn,2010,44.44568
idn,2012,41.76111
idn,2013,42.46006
idn,2014,43.6768
idn,2015,42.59993
ind,1999,30.04633
ind,2000,37.55736
ind,2003,36.07693
ind,2004,36.37518
ind,2005,35.58925
ind,2006,35.38399
ind,2009,26.68135
ind,2010,25.20659
ind,2011,26.54745
ind,2012,27.21284
ind,2013,28.40116
irl,1971,40.02434
irl,1972,38.39228
irl,1973,35.79699
irl,1974,36.05115
irl,1976,37.05932
irl,1977,35.36
irl,1978,36.6856
irl,1979,36.15739
irl,1980,36.19306
irl,1981,36.45045
irl,1982,36.80574
irl,1983,27.94421
irl,1984,29.11269
irl,1985,28.98577
irl,1986,28.93336
irl,1987,28.6499
irl,1988,28.65627
irl,1989,29.02138
irl,1990,28.52315
irl,1991,28.52412
irl,1992,27.99443
irl,1993,26.92731
irl,1994,26.04745
irl,1995,25.22608
irl,1996,24.33393
irl,1998,32.69514
irl,1999,31.61205
irl,2000,30.84112
irl,2001,31.94093
irl,2002,32.52211
irl,2003,34.1786
irl,2004,33.51409
irl,2005,33.64608
irl,2006,33.87118
irl,2007,35.06306
irl,2008,35.95779
irl,2009,35.75473
irl,2010,35.34528
irl,2011,35.71834
irl,2012,36.8972
irl,2013,36.2493
irl,2014,36.42884
irl,2015,36.86934
irl,2016,37.31684
irn,1971,48.51524
irn,1972,44.22669
irn,1973,40.77267
irn,1974,36.56672
irn,1975,28.23474
irn,1977,18.48877
