geo,time,se_xpd_prim_zs
swz,2001,32.11387
swz,2002,37.65983
swz,2003,31.74967
swz,2004,37.65524
swz,2005,39.85914
swz,2006,38.99164
swz,2008,33.62956
swz,2009,41.73746
swz,2010,47.16451
swz,2011,48.66897
swz,2014,50.78768
syc,1970,42.85381
syc,1971,59.42857
syc,1972,36.97467
syc,1974,56.47718
syc,1975,53.55488
syc,1976,47.5938
syc,1984,33.71783
syc,1985,29.80259
syc,1986,27.65741
syc,1988,30.03923
syc,1989,32.18668
syc,1994,19.55066
syc,1995,37.47164
syc,1996,22.79841
syc,1998,17.74752
syc,2002,32.01208
syc,2003,32.82093
syc,2011,23.95993
syc,2012,38.71649
syc,2013,34.37999
syc,2014,37.4361
syc,2016,30.57084
syr,1972,41.33375
syr,1973,40.67724
syr,1975,37.01554
syr,1976,36.19447
syr,1977,38.56799
syr,1978,43.00017
syr,1979,42.2447
syr,1980,38.6842
syr,1981,40.94264
syr,1982,40.95742
syr,1984,43.03228
syr,1985,42.39347
syr,1986,46.71593
syr,1987,46.29991
syr,1988,45.8276
syr,1989,48.32087
syr,1996,43.63185
syr,2002,44.37828
syr,2007,42.81054
syr,2009,38.87276
tca,1975,48.74652
tca,1976,48.53129
tca,1981,53.53635
tca,1998,24.95105
tca,1999,21.62162
tca,2000,34.35124
tca,2001,34.39036
tca,2002,21.11836
tca,2003,21.61944
tca,2005,30.00212
tca,2015,36.1024
tca,2018,19.40703
tcd,1997,64.92648
tcd,1998,57.49962
tcd,2004,45.55756
tcd,2005,45.78488
tcd,2009,59.24125
tcd,2010,51.61933
tcd,2011,40.66676
tcd,2012,46.70011
tgo,1970,64.18603
tgo,1979,24.52449
tgo,1981,24.75178
tgo,1984,36.58203
tgo,1987,32.13439
tgo,1992,32.96764
tgo,1996,48.80585
tgo,1998,44.64797
tgo,1999,37.90643
tgo,2000,48.58945
tgo,2001,49.38875
tgo,2002,50.27852
tgo,2003,49.08111
tgo,2004,42.79547
tgo,2005,41.77848
tgo,2006,33.62559
tgo,2007,40.72418
tgo,2008,44.00411
tgo,2009,50.20335
tgo,2010,51.67602
tgo,2011,48.80468
tgo,2012,63.62988
tgo,2013,58.58388
tgo,2014,58.94724
tgo,2015,64.47254
tgo,2016,64.06315
tha,1971,49.82853
tha,1972,53.41501
tha,1973,54.44547
tha,1974,53.0713
tha,1975,54.05823
tha,1976,57.2108
tha,1977,57.8716
tha,1979,55.34611
tha,1980,55.83375
tha,1981,55.72885
tha,1982,53.58987
tha,1983,57.01065
tha,1984,58.51985
tha,1986,58.39584
tha,1987,58.56356
tha,1988,58.17268
tha,1989,57.04326
tha,1991,51.52028
tha,1992,49.54357
tha,1994,47.3683
tha,1995,45.45283
tha,1996,44.48079
tha,1997,30.42964
tha,1998,26.50846
tha,2000,32.22869
tha,2001,32.07042
tha,2004,30.96506
tha,2008,45.13959
tha,2009,46.13831
tha,2010,40.08495
tha,2011,50.4469
tha,2012,44.78126
tha,2013,41.106
tls,2011,72.75833
tls,2012,65.55491
tls,2013,64.73953
tls,2014,64.89132
ton,1972,46.42289
ton,1984,37.95422
ton,1998,28.47209
ton,2002,49.16414
ton,2003,37.76228
ton,2004,44.4381
tto,1980,36.81443
tto,1982,43.31099
tto,1983,40.5915
tto,1984,41.0643
tto,1985,42.81674
tto,1989,42.72079
tto,1990,42.70161
tto,2000,50.24321
tto,2001,45.26161
tto,2002,48.27441
tto,2003,39.18242
tun,1980,37.29788
tun,1981,38.22109
tun,1982,39.05844
tun,1983,38.3476
tun,1984,39.93544
tun,1985,41.52842
tun,1986,42.69766
tun,1993,45.27012
tun,1994,45.34858
tun,1996,40.00928
tun,1997,34.46824
tun,1999,34.49347
tun,2000,33.3144
tun,2001,33.14603
tun,2002,32.86089
tun,2003,34.98011
tun,2004,35.24702
tun,2005,34.2771
tun,2008,27.65974
tur,1978,44.96141
tur,1979,47.94301
tur,1981,42.58732
tur,1982,40.22899
tur,1983,41.4327
tur,1984,45.75588
tur,1985,45.21639
tur,1986,46.09236
tur,1993,50.0756
tur,1994,42.11862
tur,1995,43.0346
tuv,1990,35.94848
tuv,1997,56.22156
tza,1971,45.51074
tza,1972,47.34769
tza,1973,41.89044
tza,1974,39.14527
tza,1980,41.53787
tza,1989,50.79449
tza,1990,41.5572
tza,2004,61.77353
tza,2005,56.02344
tza,2006,52.67562
tza,2007,49.16853
tza,2008,45.43192
tza,2009,41.90611
tza,2014,49.15033
uga,1971,42.01828
uga,1973,38.62108
uga,1974,38.06405
uga,1975,31.29481
uga,1976,38.37087
uga,1982,14.53627
uga,1983,16.78902
uga,1984,26.2729
uga,1985,38.72973
uga,1988,19.82138
uga,2004,61.21026
uga,2010,47.26874
uga,2011,56.85624
uga,2012,57.97867
uga,2013,57.23354
uga,2014,59.15504
ukr,1997,54.98822
ukr,2011,15.6148
ukr,2012,16.81825
ukr,2013,17.46466
ukr,2014,18.0335
ukr,2016,19.63951
ukr,2017,21.67802
ury,1979,45.40685
ury,1980,48.57994
ury,1984,39.28297
ury,1985,37.68461
ury,1986,35.76183
ury,1991,34.89067
ury,1992,33.55603
ury,1994,35.55336
ury,1995,26.71808
ury,1996,30.41487
ury,2000,32.55352
ury,2001,37.15629
ury,2002,32.96867
ury,2003,31.09611
ury,2004,32.46508
ury,2005,33.78484
ury,2006,33.33268
ury,2011,27.87636
ury,2016,23.55671
ury,2017,23.12419
usa,2013,31.10906
usa,2014,30.96455
vct,1986,73.1843
vct,1989,70.05403
vct,1991,53.77785
vct,1998,63.51695
vct,2000,48.64321
vct,2003,39.23023
vct,2005,40.9659
vct,2007,51.92939
vct,2009,41.89948
vct,2010,41.38267
vct,2016,37.51336
vct,2017,36.5981
vct,2018,36.89875
ven,1970,41.95288
ven,1971,40.8744
ven,1972,40.76927
ven,1974,31.23566
ven,1975,23.51594
ven,1977,20.01359
ven,1983,27.17616
ven,1984,24.13272
ven,1987,18.4959
ven,1988,21.18315
ven,1990,20.74166
ven,1992,11.59494
ven,1993,10.82648
ven,1994,23.13128
ven,2006,27.74891
ven,2007,31.8146
ven,2009,31.5452
vgb,1970,51.2215
vgb,1971,55.69196
vgb,1973,49.3007
vgb,2001,27.89102
vgb,2005,33.74862
vgb,2006,27.93492
vgb,2007,28.442
vgb,2009,28.3646
vgb,2010,34.06786
vgb,2015,16.56414
vgb,2017,29.8569
vir,1975,87.62282
vir,1976,83.70918
vir,1977,79.56913
vir,1978,89.00372
vnm,2008,29.38257
vnm,2009,30.93658
vnm,2010,30.01547
vnm,2011,28.97733
vnm,2012,29.80566
vnm,2013,29.68927
vut,1994,57.85206
vut,1998,29.65076
vut,1999,34.60813
vut,2000,36.5275
vut,2001,27.85167
vut,2008,49.72826
vut,2009,54.26613
vut,2014,47.10356
vut,2015,41.29508
vut,2017,44.63634
wsm,1999,32.0545
wsm,2000,31.60662
wsm,2001,36.23877
wsm,2002,45.78623
wsm,2016,37.04896
zaf,1999,44.99376
zaf,2000,45.93262
zaf,2001,44.25636
zaf,2002,44.14791
zaf,2003,41.69572
zaf,2004,40.44617
zaf,2005,42.94778
zaf,2006,45.1061
zaf,2007,42.29146
zaf,2008,40.73365
zaf,2009,41.09463
zaf,2010,42.46292
zaf,2011,40.49419
zaf,2012,39.91602
zaf,2014,38.79543
zaf,2017,38.88623
zaf,2018,38.74843
zmb,1970,38.62262
zmb,1971,37.86052
zmb,1972,38.57278
zmb,1973,36.58956
zmb,1974,38.35066
zmb,1975,38.98184
zmb,1976,41.03383
zmb,1977,42.27688
zmb,1978,45.07966
zmb,1979,48.48559
zmb,1980,43.36687
zmb,1981,38.57474
zmb,1982,48.11879
zmb,1983,43.50598
zmb,1984,41.71945
zmb,1985,41.02459
zmb,1986,36.61399
zmb,1987,33.72816
zmb,1991,38.73287
zmb,1992,33.66071
zmb,1993,38.42412
zmb,1994,38.11075
zmb,1995,40.87166
zmb,2000,54.80165
zmb,2004,63.86121
zmb,2005,59.7587
zmb,2015,62.71365
zmb,2016,67.44895
zmb,2017,67.35112
zwe,1979,47.68448
zwe,1980,55.82126
zwe,1981,65.32958
zwe,1983,70.05412
zwe,1984,62.71816
zwe,1985,64.82205
zwe,1987,58.1675
zwe,1988,55.50565
zwe,1989,55.99936
zwe,1990,62.3062
zwe,1992,54.2362
zwe,1994,51.27148
zwe,2010,51.58009
zwe,2012,46.93089
zwe,2013,46.57784
zwe,2014,47.76848
