geo,time,si_pov_gaps
pry,2006,2.3
pry,2007,2.3
pry,2008,1.2
pry,2009,1.5
pry,2010,1.6
pry,2011,1.5
pry,2012,0.8
pry,2013,0.6
pry,2014,0.6
pry,2015,0.4
pry,2016,0.3
pry,2017,0.1
pry,2018,0.3
pry,2019,0.2
pry,2020,0.2
pse,2004,0.2
pse,2005,0.1
pse,2006,0.1
pse,2007,0.4
pse,2009,0.1
pse,2010,0
pse,2011,0.1
pse,2016,0.1
rou,2006,2.4
rou,2007,1.6
rou,2008,1.2
rou,2009,0.7
rou,2010,1.3
rou,2011,1.9
rou,2012,2
rou,2013,2.1
rou,2014,2.3
rou,2015,1.6
rou,2016,1
rou,2017,1.2
rou,2018,0.8
rou,2019,0.7
rus,1997,0.4
rus,1998,0.6
rus,1999,1.1
rus,2000,0.7
rus,2001,0.4
rus,2002,0.2
rus,2003,0.3
rus,2004,0.2
rus,2005,0.2
rus,2006,0.1
rus,2007,0
rus,2008,0
rus,2009,0
rus,2010,0
rus,2011,0
rus,2012,0
rus,2013,0
rus,2014,0
rus,2015,0
rus,2016,0
rus,2017,0
rus,2018,0
rus,2019,0
rus,2020,0
rwa,2000,38.9
rwa,2005,32
rwa,2010,25.5
rwa,2013,21.3
rwa,2016,20.9
sdn,2009,4.2
sdn,2014,2.8
sen,1991,36.4
sen,1994,21.4
sen,2001,16.6
sen,2005,12.7
sen,2011,13.1
sen,2018,1.5
slb,2005,18.9
slb,2012,6.6
sle,1989,52.4
sle,2003,32.6
sle,2011,17.8
sle,2018,11.7
slv,1989,10.9
slv,1991,10.4
slv,1995,5.4
slv,1996,5.9
slv,1998,11.3
slv,1999,9
slv,2000,5.2
slv,2001,6.1
slv,2002,6.3
slv,2003,7.7
slv,2004,4.9
slv,2005,4.1
slv,2006,2
slv,2007,1.1
slv,2008,1.8
slv,2009,1.8
slv,2010,1.5
slv,2011,1.1
slv,2012,1
slv,2013,0.8
slv,2014,0.7
slv,2015,0.4
slv,2016,0.5
slv,2017,0.4
slv,2018,0.3
slv,2019,0.2
som,2017,29.1
srb,2012,2.9
srb,2013,3.2
srb,2014,4.3
srb,2015,4
srb,2016,4.2
srb,2017,3.3
srb,2018,1.5
srb,2019,1.2
ssd,2009,20.2
ssd,2016,40.9
stp,2000,8.5
stp,2010,9.3
stp,2017,6.8
sur,1999,15.2
svk,2004,0
svk,2005,0.1
svk,2006,0.1
svk,2007,0.2
svk,2008,0.2
svk,2009,0.1
svk,2010,0.2
svk,2011,0.2
svk,2012,0.1
svk,2013,0.2
svk,2014,0.4
svk,2015,0.3
svk,2016,1.2
svk,2017,0.1
svk,2018,0.1
svk,2019,0
svn,2004,0
svn,2005,0.1
svn,2006,0
svn,2007,0
svn,2008,0
svn,2009,0
svn,2010,0
svn,2011,0
svn,2012,0
svn,2013,0
svn,2014,0
svn,2015,0
svn,2016,0
svn,2017,0
svn,2018,0
svn,2019,0
swe,1967,6.9
swe,1975,0.3
swe,1981,0.2
swe,1987,0
swe,1992,0
swe,1995,0.1
swe,2000,0
swe,2003,0.2
swe,2004,0.3
swe,2005,0.8
swe,2006,0.2
swe,2007,0.3
swe,2008,0.5
swe,2009,0.3
swe,2010,0.4
swe,2011,0.4
swe,2012,0.3
swe,2013,0.5
swe,2014,0.3
swe,2015,0.3
swe,2016,0.2
swe,2017,0.1
swe,2018,0.6
swe,2019,0.2
swz,1994,51.5
swz,2000,18
swz,2009,17
swz,2016,9.8
syc,2013,0.5
syc,2018,0.1
syr,1996,0.3
syr,2003,0.1
tcd,2003,24.5
tcd,2011,15.2
tcd,2018,9.3
tgo,2006,21.7
tgo,2011,23.8
tgo,2015,20.7
tgo,2018,6.8
tha,1981,4.9
tha,1988,2.5
tha,1990,1.7
tha,1992,1.1
tha,1994,0.5
tha,1996,0.3
tha,1998,0.2
tha,1999,0.3
tha,2000,0.4
tha,2002,0.2
tha,2004,0.1
tha,2006,0.1
tha,2007,0
tha,2008,0
tha,2009,0
tha,2010,0
tha,2011,0
tha,2012,0
tha,2013,0
tha,2014,0
tha,2015,0
tha,2016,0
tha,2017,0
tha,2018,0
tha,2019,0
tha,2020,0
tjk,1999,15.6
tjk,2003,7.1
tjk,2004,3
tjk,2007,3.5
tjk,2009,0.7
tjk,2015,0.9
tkm,1998,17.9
tls,2001,11.2
tls,2007,9
tls,2014,4.4
ton,2000,0.7
ton,2009,0.3
ton,2015,0.2
tto,1988,0
tto,1992,0.8
tun,1985,3.8
tun,1990,2.7
tun,1995,2.8
tun,2000,1.2
tun,2005,0.7
tun,2010,0.4
tun,2015,0
tur,1987,0.5
tur,1994,0.6
tur,2002,0.3
tur,2003,0.8
tur,2004,0.3
tur,2005,0.4
tur,2006,0.3
tur,2007,0.1
tur,2008,0.2
tur,2009,0.1
tur,2010,0.1
tur,2011,0
tur,2012,0
tur,2013,0.1
tur,2014,0
tur,2015,0.1
tur,2016,0
tur,2017,0
tur,2018,0
tur,2019,0
tuv,2010,0.4
tza,1991,30.8
tza,2000,46.3
tza,2007,23.5
tza,2011,15.6
tza,2018,15.9
uga,1989,25.9
uga,1992,26.3
uga,1996,24.9
uga,1999,28.8
uga,2002,26.9
uga,2005,21.6
uga,2009,15
uga,2012,10.7
uga,2016,13.1
uga,2019,13
ukr,1992,0.6
ukr,1993,0.2
ukr,1995,1.3
ukr,1996,1.3
ukr,2002,0.3
ukr,2003,0.1
ukr,2004,0.1
ukr,2005,0
ukr,2006,0
ukr,2007,0
ukr,2008,0
ukr,2009,0
ukr,2010,0
ukr,2011,0
ukr,2012,0
ukr,2013,0
ukr,2014,0
ukr,2015,0
ukr,2016,0
ukr,2017,0
ukr,2018,0
ukr,2019,0
ukr,2020,0
ury,2006,0.1
ury,2007,0.1
ury,2008,0
ury,2009,0
ury,2010,0.1
ury,2011,0
ury,2012,0
ury,2013,0
ury,2014,0
ury,2015,0
ury,2016,0
ury,2017,0
ury,2018,0
ury,2019,0
ury,2020,0.1
usa,1974,0.4
usa,1979,0.4
usa,1986,0.4
usa,1991,0.3
usa,1992,0.3
usa,1993,0.4
usa,1994,0.4
usa,1995,0.4
usa,1996,0.5
usa,1997,0.5
usa,1998,0.6
usa,1999,0.5
usa,2000,0.5
usa,2001,0.7
usa,2002,0.6
usa,2003,0.8
usa,2004,0.8
usa,2005,0.8
usa,2006,0.8
usa,2007,0.8
usa,2008,0.9
usa,2009,0.7
usa,2010,0.9
usa,2011,0.8
usa,2012,0.8
usa,2013,0.8
usa,2014,1
usa,2015,0.9
usa,2016,0.9
usa,2017,1
usa,2018,0.9
usa,2019,0.8
uzb,1998,17.5
uzb,2000,22.8
uzb,2002,18
uzb,2003,21.8
ven,1981,1
ven,1987,1
ven,1989,3.2
ven,1992,2.4
ven,1995,3.9
ven,1998,5
ven,1999,5.1
ven,2001,4.4
ven,2002,7.6
ven,2003,9.3
ven,2004,8.1
ven,2005,8.4
ven,2006,3.8
vnm,1992,16.3
vnm,1997,7.6
vnm,2002,9.7
vnm,2004,6.6
vnm,2006,4.7
vnm,2008,3.4
vnm,2010,0.8
vnm,2012,0.5
vnm,2014,0.5
vnm,2016,0.4
vnm,2018,0.3
vut,2010,3.2
vut,2019,2.1
wsm,2002,0.4
wsm,2008,0.1
wsm,2013,0.1
yem,1998,1.5
yem,2005,1.7
yem,2014,4.2
zaf,1993,10.8
zaf,2000,13
zaf,2005,8.2
zaf,2008,4.7
zaf,2010,4.8
zaf,2014,6.1
zmb,1991,35.5
zmb,1993,28.8
zmb,1996,16.9
zmb,1998,17.8
zmb,2002,18.8
zmb,2004,28.5
zmb,2006,31.4
zmb,2010,33
zmb,2015,30.7
zwe,2011,5.2
zwe,2017,9.3
zwe,2019,13.4
