geo,time,ny_trf_nctr_cd
arm,1997,208661655.93151
arm,1998,166793239.84143
arm,1999,150062371.13595
arm,2000,171136738.54457
arm,2001,236502906.89295
arm,2002,229284441.61507
arm,2003,281537121.48176
arm,2004,417993498.35973
arm,2005,452687549.28314
arm,2006,580296190.46612
arm,2007,732153752.74315
arm,2008,777321375.60161
arm,2009,581999712.34571
arm,2010,606777213.5401
arm,2011,756686600.22029
arm,2012,733038912.14743
arm,2013,825556009.79138
arm,2014,744880626.5054
arm,2015,569709239.42439
arm,2016,553432876.18718
arm,2017,660226328.97085
arm,2018,623557932.84116
arm,2019,613574428.56456
arm,2020,973512775.96628
atg,1977,2800000
atg,1978,5200000
atg,1979,10100000
atg,1980,10100000
atg,1981,10400000
atg,1982,9400000
atg,1983,10600000
atg,1984,14500000
atg,1985,14200000
atg,1986,5392592.59259
atg,1987,4833333.33333
atg,1988,4862962.96296
atg,1989,11807407.40741
atg,1990,9600000
atg,1991,1303703.7037
atg,1992,-1118518.51852
atg,1993,-2674074.07407
atg,1994,5681481.48148
atg,1995,63659259.25926
atg,1996,31622222.22222
atg,1997,9781481.48148
atg,1998,-1711111.11111
atg,1999,19509592.59259
atg,2000,9345185.18519
atg,2001,9132222.22222
atg,2002,5614666.66667
atg,2003,13250222.22222
atg,2004,8349259.25926
atg,2005,7998481.48148
atg,2006,25223296.2963
atg,2007,18235666.66667
atg,2008,28751925.92593
atg,2009,26649074.07407
atg,2010,19478407.40741
atg,2011,25666370.37037
atg,2012,30346296.2963
atg,2013,30447592.59259
atg,2014,-38974407.40741
atg,2015,-50659000
atg,2016,-57663148.14815
atg,2017,-59911444.44444
atg,2018,-58892148.14815
atg,2019,-45746814.81481
atg,2020,-27952370.37037
aus,1960,145593011.53545
aus,1961,154552581.47609
aus,1962,153432635.23351
aus,1963,154552581.47609
aus,1964,148952850.26319
aus,1965,133273602.86706
aus,1966,105274946.80255
aus,1967,79516183.22321
aus,1968,98555269.34707
aus,1969,125433979.169
aus,1970,127673871.65416
aus,1971,115354462.98578
aus,1972,141355140.18692
aus,1973,116591928.25112
aus,1974,70744288.87251
aus,1975,71009149.25577
aus,1976,-61767301.14711
aus,1977,-129616884.60656
aus,1978,-129709000.67674
aus,1979,-201067817.78939
aus,1980,-79108635.09749
aus,1981,-163706025.77499
aus,1982,-98201478.53912
aus,1983,-149742629.85494
aus,1984,-31697156.31226
aus,1985,-50625143.82143
aus,1986,-11891438.16452
aus,1987,312334568.55479
aus,1988,350698486.61234
aus,1989,504030616.39932
aus,1990,376298576.37553
aus,1991,492896946.86445
aus,1992,167653618.39575
aus,1993,33726812.81619
aus,1994,66413005.88032
aus,1995,-26730026.73003
aus,1996,307283763.27769
aus,1997,280169040.53843
aus,1998,216373872.3462
aus,1999,109662865.02068
aus,2000,-45845632.1045
aus,2001,-215198025.11538
aus,2002,156446211.8041
aus,2003,66394874.7816
aus,2004,370607483.28354
aus,2005,-762291384.75417
aus,2006,-763701707.09793
aus,2007,-442019313.81016
aus,2008,-613249776.18621
aus,2009,-1193491385.65749
aus,2010,-1870871135.38272
aus,2011,-2962634329.09396
aus,2012,-3108888430.60425
aus,2013,-3387709038.67857
aus,2014,-2960616909.94216
aus,2015,-2367917464.01531
aus,2016,-446207599.35944
aus,2017,-1034014631.57101
aus,2018,-608479962.79358
aus,2019,-550708053.21127
aus,2020,-886177771.81928
aut,1970,-36194231.27812
aut,1971,-38596761.7579
aut,1972,-61304244.30026
aut,1973,-122019115.89008
aut,1974,-171777826.85512
aut,1975,-195686971.63625
aut,1976,-180591393.72555
aut,1977,-244927982.68254
aut,1978,-282115038.37771
aut,1979,-341730313.9475
aut,1980,-390584981.91874
aut,1981,-325786245.03197
aut,1982,-335949826.57095
aut,1983,-347048414.27915
aut,1984,-327927927.92793
aut,1985,-327810587.92232
aut,1986,-486374943.66832
aut,1987,-648646060.07836
aut,1988,-715762844.08782
aut,1989,-781967758.71035
aut,1990,-1100492557.18262
aut,1991,-1347457866.82381
aut,1992,-1749330077.63586
aut,1993,-1641866792.85461
aut,1994,-1853133357.42682
aut,1995,-2361266548.38269
aut,1996,-2766961268.52093
aut,1997,-2610215356.86098
aut,1998,-2543019119.60872
aut,1999,-2677656747.64479
aut,2000,-2270054922.9804
aut,2001,-2318337032.08662
aut,2002,-2217181271.52942
aut,2003,-2555291325.88235
aut,2004,-2787460701.27414
aut,2005,-3054739254.78599
aut,2006,-3450762246.70588
aut,2007,-3701387088.31374
aut,2008,-4474332287.03125
aut,2009,-3834675312.46094
aut,2010,-3962036830.00001
aut,2011,-4200364171.20623
aut,2012,-4026656176.52344
aut,2013,-5191613415.29413
aut,2014,-4135224391.33332
aut,2015,-3490860407.77344
aut,2016,-3814498817.15954
aut,2017,-3030143819.64706
aut,2018,-4445821347.60784
aut,2019,-3805541648.62744
aut,2020,-3734981276.2646
aze,1993,30000000
aze,1994,69426751.59236
aze,1995,110796420.07477
aze,1996,66720911.31001
aze,1997,48676452.139
aze,1998,76634789.35125
aze,1999,615776699.02913
aze,2000,610862762.62852
aze,2001,558251905.93794
aze,2002,599465130.63156
aze,2003,663679869.66704
aze,2004,719548183.57586
aze,2005,1080600803.89253
aze,2006,1163980299.97761
aze,2007,1443887658.78103
aze,2008,1638023369.03603
aze,2009,1303184871.85867
aze,2010,1107525541.98854
aze,2011,1216158034.69672
aze,2012,516802443.99185
aze,2013,520076481.83556
aze,2014,693612138.21242
aze,2015,610579738.43452
aze,2016,416055649.55819
aze,2017,1106902161.28283
aze,2018,1103176470.58823
aze,2019,889941176.47058
aze,2020,939058823.52941
bdi,1992,64599070.58468
bdi,1993,95792108.3196
bdi,1994,146998256.57101
bdi,1995,127701019.78715
bdi,1996,47300000
bdi,1997,47700000
bdi,1998,47799999.91067
bdi,1999,31000000
bdi,2000,31800000
bdi,2001,74552000.12043
bdi,2002,92961357.04441
bdi,2003,105214043.70878
bdi,2004,125902448.15653
bdi,2005,240900623.6448
bdi,2006,228899989.55947
bdi,2007,240099996.14556
bdi,2008,329300009.24356
bdi,2009,241099993.48063
bdi,2010,135933561.72013
bdi,2011,263584995.41621
bdi,2012,446514731.03467
bdi,2013,432514937.39144
bdi,2014,331935355.7511
bdi,2015,282906343.24116
bdi,2016,189735704.72126
bdi,2017,228068594.88967
bdi,2018,220944716.24925
bdi,2019,293418242.36802
bdi,2020,363250845.78457
bel,1970,-138222670.43163
bel,1971,-176760134.85733
bel,1972,-211430666.30006
bel,1973,-273453736.28648
bel,1974,-326130903.06545
bel,1975,-545251727.54195
bel,1976,-436552769.07001
bel,1977,-548710185.70625
bel,1978,-565871653.64417
bel,1979,-713373692.90038
bel,1980,-1093554973.09974
bel,1981,-1098633202.95524
bel,1982,-845825534.16917
bel,1983,-882097041.42012
bel,1984,-881590337.89444
bel,1985,-809048848.4272
bel,1986,-1170567094.09427
bel,1987,-1291880064.82982
bel,1988,-1557754251.23423
bel,1989,-1242911547.91155
bel,1990,-1716109367.45534
bel,1991,-1640856467.80862
bel,1992,-2153529485.57089
bel,1993,-2182792677.23881
bel,1994,-2745595611.28527
bel,1995,-2977969348.659
bel,1996,-3520260586.31922
bel,1997,-2982070365.35859
bel,1998,-3232718381.86264
bel,1999,-3070395368.68727
bel,2000,-2670256240.47059
bel,2001,-2313500632.6378
bel,2002,-2643918693.84314
bel,2003,-4092425182.78431
bel,2004,-5132589738.76449
bel,2005,-5235256275.17509
bel,2006,-5410375330.58823
bel,2007,-5018827627.41178
bel,2008,-7174933478.75
bel,2009,-6281960549.88281
bel,2010,-4867236170.00001
bel,2011,-5591066664.3969
bel,2012,-6658802728.59375
bel,2013,-7601882032.86277
bel,2014,-7848118383.33331
bel,2015,-6703344031.28906
bel,2016,-7512662117.15955
bel,2017,-6255835450.94119
bel,2018,-7876848484.94117
bel,2019,-7855576530.19607
bel,2020,-8202224477.97668
ben,1985,62099994.8805
ben,1986,79700000.77966
ben,1987,81199989.95131
ben,1988,81600005.30472
ben,1989,92787775.74126
ben,1990,182175447.94626
ben,1991,103543011.17768
ben,1992,114851336.008
ben,1993,158136724.62394
ben,1994,55475503.53951
ben,1995,73732723.77513
ben,1996,70953876.27934
ben,1997,146821993.06662
ben,1998,123200002.61038
ben,1999,108035555.72598
ben,2000,111315276.65135
ben,2001,162931969.88467
ben,2002,158078295.1802
ben,2003,66542805.67562
ben,2004,93655302.67115
ben,2005,164456365.22813
ben,2006,258865568.60919
ben,2007,268794278.38032
ben,2008,245793721.97309
ben,2009,172913334.52691
ben,2010,155175595.19178
ben,2011,112254975.3994
ben,2012,200369675.19547
ben,2013,254302696.33747
ben,2014,293870085.56633
ben,2015,143317529.06784
ben,2016,209582899.65535
ben,2017,192859195.31124
ben,2018,208480924.80554
ben,2019,197640938.64085
bfa,1969,14885636.13101
bfa,1970,16075651.46701
bfa,1971,21702989.03422
bfa,1972,22490455.80722
bfa,1973,35733581.07975
bfa,1974,29122992.19749
bfa,1975,32472406.93397
bfa,1976,36514234.53812
bfa,1977,40119935.42812
bfa,1978,54637141.77205
bfa,1979,83065775.64291
bfa,1980,111830302.12098
bfa,1981,120221341.28726
bfa,1982,88736210.17004
bfa,1983,89038440.32267
bfa,1984,95361846.37974
bfa,1985,139639806.52758
bfa,1986,191313517.90426
bfa,1987,164017224.85714
bfa,1988,183984481.35661
bfa,1989,140409422.88962
bfa,1990,263186897.82888
bfa,1991,226387075.60857
bfa,1992,371286498.48616
bfa,1993,358320308.54357
bfa,1994,226723205.69332
bfa,1995,165217919.5606
bfa,1996,151777993.2222
bfa,1997,134983862.7826
bfa,1998,155762231.93149
bfa,1999,244168013.94959
bfa,2000,207407596.22533
bfa,2001,155468814.14292
bfa,2002,171702978.26249
bfa,2003,240575671.48947
bfa,2004,230456888.75067
bfa,2005,423758589.90582
bfa,2006,521122407.28632
bfa,2007,581451328.64652
bfa,2008,905900955.15695
bfa,2009,934821789.97196
bfa,2010,706617655.86224
bfa,2011,644145665.79084
bfa,2012,686964422.53283
bfa,2013,765198999.35129
bfa,2014,752374570.25952
bfa,2015,779911831.92078
bfa,2016,964344582.63641
bfa,2017,773515572.97109
bfa,2018,650658524.26831
bgd,1970,9799999.61065
bgd,1971,9899999.60668
bgd,1972,9800000
bgd,1973,466436203.57281
bgd,1974,194024604.56942
bgd,1975,418428323.56918
bgd,1976,274420868.68687
bgd,1977,325630252.10084
bgd,1978,505031097.8836
bgd,1979,695185275.95269
bgd,1980,803236401.80879
bgd,1981,688616891.06487
bgd,1982,645059880.23952
bgd,1983,758501683.50168
bgd,1984,690440000
bgd,1985,659769230.76923
bgd,1986,515733333.33333
bgd,1987,608451612.90323
bgd,1988,876826901.63682
bgd,1989,745794427.97532
bgd,1990,808996922.96509
bgd,1991,912492997.19888
bgd,1992,954827586.2069
bgd,1993,974232804.2328
bgd,1994,865411471.3217
bgd,1995,1117960199.00498
bgd,1996,933202933.98533
bgd,1997,1031592505.8548
bgd,1998,492577092.51101
bgd,1999,532445923.4609
bgd,2000,726137944.7426
bgd,2001,433506300.96368
bgd,2002,329131116.14139
bgd,2003,433747841.10535
bgd,2004,366621369.1184
bgd,2005,435902439.02439
bgd,2006,543910065.51519
bgd,2007,577541268.46221
bgd,2008,826599621.04649
bgd,2009,349827912.97978
bgd,2010,614006559.38644
bgd,2011,435638808.16301
bgd,2012,226332351.7889
bgd,2013,672423132.78696
bgd,2014,814997330.17672
bgd,2015,720714111.97381
bgd,2016,74466766.58604
bgd,2017,44613461.63811
bgd,2018,60275734.08538
bgd,2019,25562542.54473
bgd,2020,24211590.19319
bgr,1980,57384615.38462
bgr,1981,88785714.28571
bgr,1982,100000000
bgr,1983,106722222.22222
bgr,1984,81777777.77778
bgr,1985,71894736.84211
bgr,1986,67058823.52941
bgr,1987,106538461.53846
bgr,1988,101176470.58824
bgr,1989,76333333.33333
bgr,1991,69096774.19355
bgr,1992,42809278.35052
bgr,1993,36891304.34783
bgr,1994,166571955.71956
bgr,1995,131943452.38095
bgr,1996,104391231.02867
bgr,1997,236795766.69243
bgr,1998,229994773.91502
bgr,1999,299695652.17391
bgr,2000,289805915.32049
bgr,2001,498403442.1202
bgr,2002,547400000
bgr,2003,695599988.45732
bgr,2004,924163481.6837
bgr,2005,1016274379.01023
bgr,2006,840342653.75489
bgr,2007,942006298.11057
bgr,2008,1283876897.76382
bgr,2009,1329536930.40449
bgr,2010,2009852308.10884
bgr,2011,2311409029.50587
bgr,2012,2696879434.95401
bgr,2013,3179586658.52334
bgr,2014,2143630647.13065
bgr,2015,1747853930.00448
bgr,2016,1654691135.2838
bgr,2017,1932945841.40802
bgr,2018,2118785919.53745
bgr,2019,1985473458.89821
bgr,2020,951314422.64528
bhr,1980,87821703.36959
bhr,1981,87765957.44681
bhr,1982,72074468.08511
bhr,1983,40425531.91489
bhr,1984,-1063829.78723
bhr,1985,-114627659.57447
bhr,1986,-143882978.7234
bhr,1987,-130851063.82979
bhr,1988,173404255.31915
bhr,1989,-96808510.6383
bhr,1990,-272340425.53192
bhr,1991,-303457446.80851
bhr,1992,-270744680.85106
bhr,1993,-322606382.97872
bhr,1994,-329521276.59575
bhr,1995,-378989361.70213
bhr,1996,-432978723.40425
bhr,1997,-402127659.57447
bhr,1998,-659840425.53191
bhr,1999,-819453457.44681
bhr,2000,-990261702.12766
bhr,2001,-1264046542.55319
bhr,2002,-856848404.25532
bhr,2003,-1082180851.06383
bhr,2004,-1119946808.51064
bhr,2005,-1223404255.31915
bhr,2006,-1530851063.82979
bhr,2007,-1482771276.59574
bhr,2008,-1774489095.74468
bhr,2009,-1390957446.80851
bhr,2010,-1641755319.14894
bhr,2011,-2050000000
bhr,2012,-2074468085.10638
bhr,2013,-2165957446.80851
bhr,2014,-2364361702.12766
bhr,2015,-2367300000
bhr,2016,-2391489361.70213
bhr,2017,-2465957446.80851
bhr,2018,-3268882978.7234
bhr,2019,-2890159574.46809
bhr,2020,-2738031914.89362
bhs,1997,39300000
bhs,1998,34400000
bhs,1999,36400000
bhs,2000,43300000
bhs,2001,41800000
bhs,2002,42400000
bhs,2003,48800000
bhs,2004,250800000
bhs,2005,85231800
bhs,2006,52040000
bhs,2007,51800000
bhs,2008,16130000
bhs,2009,36480000
bhs,2010,27930000
bhs,2011,42210000
bhs,2012,68650000
bhs,2013,21140000
bhs,2014,6660000
bhs,2015,-94310000
bhs,2016,315080000
bhs,2017,-55180000
bhs,2018,-68600000
bhs,2019,846250000
bhs,2020,373480000
bih,1994,879000000
bih,1995,1002000000
bih,1996,1094000000
bih,1997,772000000
bih,1998,1771167471.72814
bih,1999,1888297494.55338
bih,2000,1591364813.94253
bih,2001,1454873261.347
bih,2002,1422057795.95765
bih,2003,1657535487.59377
bih,2004,1994749523.80952
bih,2005,2022636230.68608
bih,2006,2226925790.52017
bih,2007,2729881035.68929
bih,2008,2866237267.82505
bih,2009,2373037857.8024
bih,2010,2389788040.90201
bih,2011,2516170303.50416
bih,2012,2414396532.47521
bih,2013,2506616449.5114
bih,2014,2692629240.16282
bih,2015,2026889992.05719
bih,2016,1983814196.83258
bih,2017,2207154710.45808
bih,2018,2419199698.34087
bih,2019,2462735863.09524
bih,2020,2208282476.9894
blr,1992,0
blr,1993,49586776.8595
blr,1994,69654246.39141
blr,1995,100821766.45259
blr,1996,92923076.92308
blr,1997,78570328.14666
blr,1998,95603537.98127
blr,1999,103800718.02483
blr,2000,189136843.60836
blr,2001,153800000
blr,2002,198890563.93077
blr,2003,222129205.26572
blr,2004,302936111.11111
blr,2005,164686165.27391
blr,2006,203858741.25874
blr,2007,170406337.37185
blr,2008,170831928.83895
blr,2009,274104905.11994
blr,2010,316547834.84391
blr,2011,-2482017085.42714
blr,2012,-3222960657.31078
blr,2013,-2541614977.47748
blr,2014,-2324523278.56025
blr,2015,534099585.58332
blr,2016,611588560.51468
blr,2017,1029733478.23837
blr,2018,1240790734.19709
blr,2019,1027299980.87771
blr,2020,447500000
blz,1968,0
blz,1969,0
blz,1984,20300000
blz,1985,28400000
blz,1986,23150000
blz,1987,30950000
blz,1988,23450000
blz,1989,27600000
blz,1990,29700000
blz,1991,28050000
blz,1992,30300000
blz,1993,29350000
blz,1994,32581500
blz,1995,40186500
blz,1996,33841000
blz,1997,35670000
blz,1998,38427000
blz,1999,21302400
blz,2000,56437500
blz,2001,39528500
blz,2002,43318450
blz,2003,40880800
blz,2004,45908450
blz,2005,51210600
blz,2006,73966650
blz,2007,93385700
blz,2008,111548750
blz,2009,79388300
blz,2010,91846600
blz,2011,83650000
blz,2012,75850000
blz,2013,74300000
blz,2014,73950000
blz,2015,69700000
blz,2016,98400000
blz,2017,72100000
blz,2018,79200000
blz,2019,79550000
blz,2020,117800000
bmu,2010,-164681000
bmu,2011,-170590000
bmu,2012,-182500000
bmu,2013,-191066000
bmu,2014,-177106000
bmu,2015,-165671000
bmu,2016,-177312000
bmu,2017,-199972000
bmu,2018,-173357000
bmu,2019,-182835000
bol,1976,14000000
bol,1977,15000000
bol,1978,27000000
bol,1979,51200083.6466
bol,1980,59500000
bol,1981,36655063.20001
bol,1982,44774976.70578
bol,1983,103466000
bol,1984,84890977.44116
bol,1985,76600001.45066
bol,1986,95536917.15315
bol,1987,111764000
bol,1988,135304095.95048
bol,1989,149900185.63375
bol,1990,159200000
bol,1991,182500418.9242
bol,1992,242601025.50955
bol,1993,236899064.50025
bol,1994,264000952.27789
bol,1995,244202112.36798
bol,1996,247000610.88559
bol,1997,291497687.60825
bol,1998,340402061.66857
bol,1999,385900557.42894
bol,2000,386782598.85178
bol,2001,396111005.16127
bol,2002,371440000
bol,2003,473725415.18696
bol,2004,491087260.58468
bol,2005,583997805.63097
bol,2006,822271643.61676
bol,2007,1266160676.07499
bol,2008,1284127902.96064
bol,2009,1213158461.53846
bol,2010,1081271509.39901
bol,2011,1177186319.73476
bol,2012,1260233342.98119
bol,2013,1269799697.13631
bol,2014,1181230940.56852
bol,2015,1170625541.30287
bol,2016,1227665883.0329
bol,2017,1384624710.44709
bol,2018,1243087787.59132
bol,2019,1134218513.80436
bol,2020,1025260249.09272
bra,1990,710484381.18502
bra,1991,1130929851.66065
bra,1992,1209406850.4552
bra,1993,1312629274.60487
bra,1994,2224588046.24052
bra,1995,3620999999.86847
bra,1996,2441000000
bra,1997,1814000015.40476
bra,1998,1435999971.23592
bra,1999,1687999975.15851
bra,2000,1503506725.9031
bra,2001,1626643735.89793
bra,2002,2487361265.98816
bra,2003,2843285337.74302
bra,2004,3236303465.57839
bra,2005,3527050614.15765
bra,2006,4287569154.8634
bra,2007,3948505022.92798
bra,2008,4220103612.24517
bra,2009,3204032091.24412
bra,2010,2662987876.08915
bra,2011,2661814793.78778
bra,2012,2505669741.91626
bra,2013,3338294799.92634
bra,2014,2395289579.94334
bra,2015,2523749720.72028
bra,2016,2629349650.28066
bra,2017,2274103726.40379
bra,2018,-323276469.48816
bra,2019,906166053.25602
bra,2020,2270180571.9921
brb,1986,11186794.61045
brb,1987,5667975.93596
brb,1988,16457017.84915
brb,1989,4723313.27997
brb,1990,42509819.51971
brb,1991,33013473.87262
brb,1992,40550000
brb,1993,20782578.43186
brb,1994,35151394.62039
brb,1995,33759260.17998
brb,1996,42211504.99677
brb,1997,57922736.53856
brb,1998,66176105.00671
brb,1999,82931437.37881
brb,2000,97700000
brb,2001,112800000
brb,2002,108350000
brb,2003,117750000
brb,2004,114400000
brb,2005,65400000
brb,2006,82849000
brb,2007,56054000
brb,2008,26802950
brb,2009,20300000
brb,2010,38894500
brb,2011,-39041100
brb,2012,-8903950
brb,2013,-13177700
brb,2014,-14484000
brb,2015,1970150
brb,2016,-32521700
brb,2017,-37963500
brb,2018,-40456300
brb,2019,-41269900
brn,2005,-375900024.03268
brn,2006,-405000000
brn,2007,-430000000
brn,2008,-420000000
brn,2009,-445000000
brn,2010,-308030803.08031
brn,2011,-374433579.77582
brn,2012,-474551856.59411
brn,2013,-576835038.36317
brn,2014,-543044988.16101
brn,2015,-396054258.49153
brn,2016,-403178165.49627
brn,2017,-441756101.09349
brn,2018,-505979761.28698
brn,2019,-489634144.55358
btn,1998,61945819.19535
btn,1999,57332707.84951
btn,2000,44124080.99688
btn,2001,44324089.84954
btn,2002,40511139.68319
btn,2003,46899096.17862
btn,2004,62067023.38923
btn,2005,87964852.60771
btn,2006,98379941.28943
btn,2007,108130887.45662
btn,2008,56094443.88257
btn,2009,80901264.94413
btn,2010,115492785.25471
btn,2011,181977908.95748
btn,2012,166328138.45037
btn,2013,132058029.48234
btn,2014,108293530.17803
btn,2015,89134538.49379
btn,2016,186218678.98499
btn,2017,133379400.99752
btn,2018,181473033.14105
btn,2019,200517890.43784
btn,2020,148467804.37032
bwa,1970,999441.65271
bwa,1971,4014598.54015
bwa,1972,9950828.15735
bwa,1973,18997262.64227
bwa,1974,41969094.92274
bwa,1975,-5103448.27586
bwa,1976,14206531.73873
bwa,1977,32400000
bwa,1978,17095870.56267
bwa,1979,30500000
bwa,1980,54086078.22954
bwa,1981,39714234.49265
bwa,1982,15404486.74371
bwa,1983,38603519.00811
bwa,1984,27891404.80592
bwa,1985,33807106.06538
bwa,1986,48697408.33378
bwa,1987,167609982.72679
bwa,1988,167136552.55387
bwa,1989,213610601.02238
bwa,1990,129865090.02956
bwa,1991,179535516.42264
bwa,1992,68872351.51917
bwa,1993,826792.12579
bwa,1994,61827981.82225
bwa,1995,-38822162.90311
bwa,1996,178916761.92768
bwa,1997,201513394.32453
bwa,1998,241602688.18477
bwa,1999,252092357.92752
bwa,2000,217644066.79995
bwa,2001,197562144.76477
bwa,2002,216188880.81166
bwa,2003,443265197.27671
bwa,2004,474992946.79196
bwa,2005,630639591.92448
bwa,2006,791628441.07507
bwa,2007,1112647455.52877
bwa,2008,1190433344.56342
bwa,2009,852611074.6181
bwa,2010,1195966188.7659
bwa,2011,1222992190.92744
bwa,2012,1788149662.98017
bwa,2013,1728701008.46539
bwa,2014,1733032263.45518
bwa,2015,1781521245.92753
bwa,2016,276238505.85257
bwa,2017,1394984894.75617
bwa,2018,1590362382.35294
bwa,2019,1707502579.97936
bwa,2020,-1291763411.95161
caf,1980,13468311.65905
caf,1981,16545697.8672
caf,1982,12890926.9238
caf,1983,12205600.86704
caf,1984,23433680.49969
caf,1985,9690309.01721
caf,1986,16104280.63744
caf,1987,106434231.30494
caf,1988,131498066.46473
caf,1989,113951005.97696
caf,1990,132093267.65708
caf,1991,96667721.3496
caf,1992,32292381.1769
caf,1993,43957311.0997
caf,1994,42532348.51938
caf,1995,19284459.29106
caf,1996,31288237.33404
caf,1997,17461691.49865
caf,1998,26653663.40098
caf,1999,40551396.61565
caf,2000,42271126.30013
caf,2001,34513876.14702
caf,2002,41033693.25334
caf,2003,28905697.39899
caf,2004,74191573.37103
caf,2005,30757494.14988
caf,2006,80705295.43397
caf,2007,63680605.45817
caf,2008,72252089.38653
caf,2009,75120773.30494
caf,2010,80841675.01525
caf,2011,65146082.1316
caf,2012,136178284.35375
caf,2013,108521141.74622
caf,2014,316052036.09142
caf,2015,197832979.62473
caf,2016,216284384.58901
caf,2017,162924123.16535
can,1970,-138350081.3475
can,1971,-93828480.8873
can,1972,-152490150.52025
can,1973,-133190680.93191
can,1974,-140141104.29448
can,1975,-311985843.49194
can,1976,-230618661.25761
can,1977,-273481899.38881
can,1978,-367742614.18427
