geo,time,dc_dac_nldl_cd
moz,2015,35080001.83105
moz,2016,33560001.37329
moz,2017,35069999.69482
moz,2018,41950000.76294
moz,2019,48330001.83105
mrt,1972,50000.00075
mrt,1973,50000.00075
mrt,1975,19999.99955
mrt,1976,90000.00358
mrt,1977,39999.99911
mrt,1978,1850000.02384
mrt,1979,560000.00238
mrt,1980,4690000.05722
mrt,1981,4510000.22888
mrt,1982,949999.98808
mrt,1983,2809999.94278
mrt,1984,2660000.08583
mrt,1985,2500000
mrt,1986,3869999.88556
mrt,1987,7190000.05722
mrt,1988,5829999.92371
mrt,1989,3890000.1049
mrt,1990,11949999.80927
mrt,1991,-1070000.05245
mrt,1992,4489999.77112
mrt,1993,469999.99881
mrt,1994,300000.01192
mrt,1995,209999.99344
mrt,1996,180000.00715
mrt,1997,1009999.99046
mrt,1998,860000.01431
mrt,1999,250000
mrt,2000,4610000.13351
mrt,2001,3509999.99046
mrt,2002,27579999.92371
mrt,2003,560000.00238
mrt,2004,750000
mrt,2005,600000.02384
mrt,2006,400000.00596
mrt,2007,79999.99821
mrt,2008,209999.99344
mrt,2017,39999.99911
mrt,2019,9999.99978
mus,1971,9999.99978
mus,1972,19999.99955
mus,1973,59999.99866
mus,1974,70000.0003
mus,1975,70000.0003
mus,1976,209999.99344
mus,1977,19999.99955
mus,1978,39999.99911
mus,1979,159999.99642
mus,1980,129999.99523
mus,1982,159999.99642
mus,1983,170000.00179
mus,1984,39999.99911
mus,1985,39999.99911
mus,1986,39999.99911
mus,1987,50000.00075
mus,1988,50000.00075
mus,1989,50000.00075
mus,1990,59999.99866
mus,1991,19999.99955
mus,1993,19999.99955
mus,1994,19999.99955
mus,1995,19999.99955
mus,1996,150000.00596
mus,1997,100000.00149
mus,1998,129999.99523
mus,2000,29999.99933
mus,2001,140000.0006
mus,2002,50000.00075
mus,2003,9999.99978
mus,2004,9999.99978
mus,2005,9999.99978
mwi,1970,109999.9994
mwi,1971,239999.99464
mwi,1972,439999.99762
mwi,1973,870000.00477
mwi,1974,1190000.05722
mwi,1975,1230000.01907
mwi,1976,3279999.97139
mwi,1977,2769999.98093
mwi,1978,2200000.04768
mwi,1979,4519999.98093
mwi,1980,7019999.98093
mwi,1981,2539999.96185
mwi,1982,2480000.01907
mwi,1983,2299999.95232
mwi,1984,1269999.98093
mwi,1985,2599999.90463
mwi,1986,5619999.88556
mwi,1987,10840000.15259
mwi,1988,10819999.69482
mwi,1989,8359999.65668
mwi,1990,9859999.65668
mwi,1991,6110000.13351
mwi,1992,10310000.41962
mwi,1993,2430000.06676
mwi,1994,3700000.04768
mwi,1995,8699999.80927
mwi,1996,10149999.61853
mwi,1997,12369999.88556
mwi,1998,4590000.15259
mwi,1999,6949999.80927
mwi,2000,1600000.02384
mwi,2001,13069999.69482
mwi,2002,16860000.61035
mwi,2003,7329999.92371
mwi,2004,15760000.22888
mwi,2005,19409999.84741
mwi,2006,10439999.58038
mwi,2007,6800000.19073
mwi,2008,129999.99523
mwi,2009,860000.01431
mwi,2010,19999.99955
mwi,2011,29999.99933
mwi,2012,29999.99933
mwi,2013,9999.99978
mys,1970,39999.99911
mys,1971,109999.9994
mys,1972,720000.02861
mys,1973,180000.00715
mys,1974,579999.98331
mys,1975,889999.98569
mys,1976,610000.01431
mys,1977,550000.01192
mys,1978,639999.98569
mys,1979,829999.98331
mys,1980,579999.98331
mys,1981,419999.98689
mys,1982,769999.98093
mys,1983,419999.98689
mys,1984,660000.02623
mys,1985,759999.99046
mys,1986,1250000
mys,1987,600000.02384
mys,1988,1919999.95708
mys,1989,1870000.00477
mys,1990,2359999.8951
mys,1991,1570000.05245
mys,1992,1070000.05245
mys,1993,800000.01192
mys,1994,1149999.97616
mys,1995,2170000.07629
mys,1996,2319999.93324
mys,1997,1960000.03815
mys,1998,1460000.03815
mys,1999,159999.99642
mys,2000,340000.00358
mys,2001,620000.00477
mys,2002,910000.02623
mys,2003,119999.99732
mys,2004,209999.99344
mys,2005,330000.01311
mys,2006,170000.00179
mys,2009,50000.00075
mys,2010,189999.99762
mys,2011,9999.99978
nam,1985,119999.99732
nam,1986,219999.99881
nam,1987,550000.01192
nam,1988,1269999.98093
nam,1989,2150000.09537
nam,1990,970000.02861
nam,1991,1399999.97616
nam,1992,2619999.88556
nam,1993,10310000.41962
nam,1994,6710000.03815
nam,1995,7170000.07629
nam,1996,5010000.22888
nam,1997,8090000.15259
nam,1998,9739999.77112
nam,1999,7480000.01907
nam,2000,3150000.09537
nam,2001,4960000.03815
nam,2002,4780000.20981
nam,2003,2940000.05722
nam,2004,4150000.09537
nam,2005,3240000.00954
nam,2006,939999.99762
nam,2007,1009999.99046
nam,2008,300000.01192
nam,2009,1929999.94755
nam,2010,1559999.94278
nam,2011,1809999.94278
nam,2012,649999.97616
nam,2013,1100000.02384
nam,2014,119999.99732
ner,1970,70000.0003
ner,1971,59999.99866
ner,1972,39999.99911
ner,1973,59999.99866
ner,1974,790000.02146
ner,1975,579999.98331
ner,1976,670000.01669
ner,1977,1110000.01431
ner,1978,2579999.92371
ner,1979,4000000
ner,1980,3279999.97139
ner,1981,1980000.01907
ner,1982,3039999.96185
ner,1983,1529999.97139
ner,1984,5679999.82834
ner,1985,3700000.04768
ner,1986,7469999.79019
ner,1987,7940000.05722
ner,1988,12779999.73297
ner,1989,13279999.73297
ner,1990,13880000.11444
ner,1991,5599999.90463
ner,1992,10779999.73297
ner,1993,17850000.38147
ner,1994,6980000.01907
ner,1995,6550000.19073
ner,1996,9260000.22888
ner,1997,6380000.11444
ner,1998,7789999.96185
ner,1999,3630000.11444
ner,2000,1600000.02384
ner,2001,4199999.80927
ner,2002,1840000.03338
ner,2003,3670000.07629
ner,2004,5510000.22888
ner,2005,7550000.19073
ner,2007,119999.99732
ner,2008,140000.0006
ner,2009,129999.99523
ner,2010,2769999.98093
ner,2011,129999.99523
ner,2012,9000000
ner,2017,2819999.93324
ner,2018,7079999.92371
ner,2019,15949999.80927
nga,1965,790000.02146
nga,1967,3009999.99046
nga,1968,1129999.99523
nga,1969,2819999.93324
nga,1970,2210000.03815
nga,1971,3220000.02861
nga,1972,10750000
nga,1973,8489999.77112
nga,1974,7090000.15259
nga,1975,5300000.19073
nga,1976,5130000.11444
nga,1977,4260000.22888
nga,1978,2710000.03815
nga,1979,2519999.98093
nga,1980,3349999.90463
nga,1981,949999.98808
nga,1982,970000.02861
nga,1983,-29999.99933
nga,1984,600000.02384
nga,1985,550000.01192
nga,1986,2319999.93324
nga,1987,3490000.00954
nga,1988,3740000.00954
nga,1989,2220000.02861
nga,1990,3680000.06676
nga,1991,15840000.15259
nga,1992,3730000.01907
nga,1993,930000.00715
nga,1994,1940000.05722
nga,1995,2650000.09537
nga,1996,1830000.04292
nga,1997,1110000.01431
nga,1998,1450000.04768
nga,1999,200000.00298
nga,2000,259999.99046
nga,2001,2799999.95232
nga,2002,2769999.98093
nga,2003,6989999.77112
nga,2004,3839999.91417
nga,2005,201960006.71387
nga,2006,228750000
nga,2007,344029998.7793
nga,2008,1649999.97616
nga,2009,4539999.96185
nga,2010,9109999.65668
nga,2011,21489999.77112
nga,2012,2779999.97139
nga,2013,2700000.04768
nga,2014,2589999.91417
nga,2015,7440000.05722
nga,2016,7880000.11444
nga,2017,20309999.46594
nga,2018,12090000.15259
nga,2019,14470000.26703
nic,1970,119999.99732
nic,1971,29999.99933
nic,1972,39999.99911
nic,1973,9999.99978
nic,1974,90000.00358
nic,1975,90000.00358
nic,1976,79999.99821
nic,1977,39999.99911
nic,1978,400000.00596
nic,1979,6400000.09537
nic,1980,14609999.65668
nic,1981,15829999.92371
nic,1982,23879999.16077
nic,1983,17639999.38965
nic,1984,21239999.77112
nic,1985,15649999.61853
nic,1986,19190000.53406
nic,1987,19799999.23706
nic,1988,25659999.84741
nic,1989,23350000.38147
nic,1990,29920000.07629
nic,1991,529999.97139
nic,1992,26280000.68665
nic,1993,26719999.31335
nic,1994,26569999.69482
nic,1995,48860000.61035
nic,1996,38069999.69482
nic,1997,23629999.16077
nic,1998,26020000.45776
nic,1999,19379999.16077
nic,2000,15640000.34332
nic,2001,18530000.68665
nic,2002,26010000.22888
nic,2003,22260000.22888
nic,2004,40840000.15259
nic,2005,33889999.38965
nic,2006,34610000.61035
nic,2007,36959999.08447
nic,2008,36959999.08447
nic,2009,30950000.76294
nic,2010,26370000.83923
nic,2011,20610000.61035
nic,2012,10130000.11444
nic,2013,5929999.82834
nic,2014,0
nic,2016,59999.99866
nic,2017,140000.0006
nic,2018,8260000.22888
nic,2019,9999.99978
npl,1970,140000.0006
npl,1971,200000.00298
npl,1972,349999.99404
npl,1973,170000.00179
npl,1974,90000.00358
npl,1975,230000.00417
npl,1976,250000
npl,1977,1909999.96662
npl,1978,829999.98331
npl,1979,4250000
npl,1980,1490000.00954
npl,1981,1539999.96185
npl,1982,5449999.80927
npl,1983,4079999.92371
npl,1984,1610000.01431
npl,1985,2450000.04768
npl,1986,3309999.94278
npl,1987,4380000.11444
npl,1988,5070000.17166
npl,1989,4599999.90463
npl,1990,5920000.07629
npl,1991,4989999.77112
npl,1992,4940000.05722
npl,1993,7150000.09537
npl,1994,8310000.41962
npl,1995,8500000
npl,1996,11350000.38147
npl,1997,10850000.38147
npl,1998,11479999.54224
npl,1999,6099999.90463
npl,2000,5739999.77112
npl,2001,13420000.07629
npl,2002,7289999.96185
npl,2003,9899999.61853
npl,2004,14100000.38147
npl,2005,12039999.96185
npl,2006,4199999.80927
npl,2007,3299999.95232
npl,2008,2440000.05722
npl,2009,3059999.94278
npl,2011,300000.01192
npl,2012,140000.0006
npl,2013,150000.00596
npl,2014,70000.0003
npl,2015,9800000.19073
npl,2016,239999.99464
npl,2017,39999.99911
npl,2018,70000.0003
npl,2019,50000.00075
omn,1972,29999.99933
omn,1980,29999.99933
omn,2001,29999.99933
omn,2002,9999.99978
omn,2008,129999.99523
omn,2009,330000.01311
omn,2010,370000.00477
pak,1965,1379999.99523
pak,1967,3680000.06676
pak,1968,3470000.02861
pak,1969,1799999.95232
pak,1970,4230000.01907
pak,1971,1850000.02384
pak,1972,1610000.01431
pak,1973,4570000.17166
pak,1974,14859999.65668
pak,1975,11069999.69482
pak,1976,19590000.15259
pak,1977,28709999.08447
pak,1978,36849998.47412
pak,1979,23579999.92371
pak,1980,31239999.77112
pak,1981,20909999.84741
pak,1982,34689998.62671
pak,1983,9000000
pak,1984,10189999.58038
pak,1985,14079999.92371
pak,1986,23030000.68665
pak,1987,27940000.53406
pak,1988,27180000.30518
pak,1989,26610000.61035
pak,1990,26829999.92371
pak,1991,29600000.38147
pak,1992,36319999.69482
pak,1993,21129999.16077
pak,1994,19329999.92371
pak,1995,26379999.16077
pak,1996,15850000.38147
pak,1997,17239999.77112
pak,1998,16799999.23706
pak,1999,23209999.08447
pak,2000,19059999.46594
pak,2001,17950000.76294
pak,2002,12199999.80927
pak,2003,6869999.88556
pak,2004,7849999.90463
pak,2005,43130001.06812
pak,2006,20770000.45776
pak,2007,36189998.62671
pak,2008,31139999.38965
pak,2009,38939998.62671
pak,2010,53720001.2207
pak,2011,30690000.53406
pak,2012,29520000.45776
pak,2013,28649999.61853
pak,2014,13890000.34332
pak,2015,6420000.07629
pak,2016,4070000.17166
pak,2017,579999.98331
pak,2018,-1100000.02384
pak,2019,5150000.09537
pan,1971,19999.99955
pan,1973,100000.00149
pan,1974,29999.99933
pan,1975,90000.00358
pan,1976,39999.99911
pan,1977,100000.00149
pan,1978,219999.99881
pan,1979,449999.98808
pan,1980,270000.01073
pan,1981,540000.02146
pan,1982,740000.00954
pan,1983,560000.00238
pan,1984,409999.99642
pan,1985,379999.99523
pan,1986,419999.98689
pan,1987,449999.98808
pan,1988,529999.97139
pan,1989,509999.99046
pan,1990,-14819999.69482
pan,1991,250000
pan,1992,469999.99881
pan,1993,400000.00596
pan,1994,560000.00238
pan,1995,720000.02861
pan,1996,529999.97139
pan,1997,419999.98689
pan,1998,200000.00298
pan,2000,170000.00179
pan,2001,639999.98569
pan,2002,529999.97139
pan,2003,170000.00179
pan,2004,310000.00238
pan,2005,140000.0006
pan,2006,70000.0003
pan,2007,109999.9994
pan,2011,129999.99523
pan,2012,239999.99464
pan,2013,170000.00179
pan,2014,170000.00179
pan,2015,79999.99821
pan,2018,19999.99955
pan,2019,19999.99955
per,1967,400000.00596
per,1968,589999.97377
per,1970,720000.02861
per,1971,1600000.02384
per,1972,2349999.90463
per,1973,4300000.19073
per,1974,9300000.19073
per,1975,10210000.03815
per,1976,5579999.92371
per,1977,7269999.98093
per,1978,12819999.69482
per,1979,29120000.83923
per,1980,34299999.23706
per,1981,18489999.77112
per,1982,18430000.30518
per,1983,21069999.69482
per,1984,29360000.61035
per,1985,15170000.07629
per,1986,18239999.77112
per,1987,31459999.08447
per,1988,22469999.31335
per,1989,23469999.31335
per,1990,29969999.31335
per,1991,10970000.26703
per,1992,35700000.76294
per,1993,27639999.38965
per,1994,25809999.46594
per,1995,29010000.22888
per,1996,31450000.76294
per,1997,29780000.68665
per,1998,36540000.91553
per,1999,12439999.58038
per,2000,9199999.80927
per,2001,24520000.45776
per,2002,12859999.65668
per,2003,15680000.30518
per,2004,18100000.38147
per,2005,13489999.77112
per,2006,-319999.99285
per,2007,-90000.00358
per,2008,-1370000.00477
per,2009,280000.00119
per,2010,319999.99285
per,2011,990000.00954
per,2012,-340000.00358
per,2013,-579999.98331
per,2014,-730000.01907
per,2015,-610000.01431
per,2016,-610000.01431
per,2017,-589999.97377
per,2018,-259999.99046
per,2019,119999.99732
phl,1970,490000.00954
phl,1971,649999.97616
phl,1972,800000.01192
phl,1973,509999.99046
phl,1974,1460000.03815
phl,1975,1950000.04768
phl,1976,2759999.99046
phl,1977,3619999.88556
phl,1978,3549999.95232
phl,1979,3759999.99046
phl,1980,5340000.15259
phl,1981,6469999.79019
phl,1982,5190000.05722
phl,1983,4309999.94278
phl,1984,4300000.19073
phl,1985,6750000
phl,1986,13909999.84741
phl,1987,21530000.68665
phl,1988,26920000.07629
phl,1989,26719999.31335
phl,1990,22000000
phl,1991,16290000.91553
phl,1992,17100000.38147
phl,1993,15609999.65668
phl,1994,17920000.07629
phl,1995,18940000.53406
phl,1996,22809999.46594
phl,1997,22360000.61035
phl,1998,19750000
phl,1999,9560000.41962
phl,2000,9949999.80927
phl,2001,20600000.38147
phl,2002,25870000.83923
phl,2003,16280000.68665
phl,2004,16899999.61853
phl,2005,22329999.92371
phl,2006,16590000.15259
phl,2007,4780000.20981
phl,2008,1230000.01907
phl,2009,2240000.00954
phl,2010,370000.00477
phl,2011,270000.01073
phl,2012,109999.9994
phl,2013,7980000.01907
phl,2014,59999.99866
phl,2016,439999.99762
phl,2017,569999.99285
phl,2018,629999.99523
phl,2019,610000.01431
png,1975,150000.00596
png,1976,259999.99046
png,1977,200000.00298
png,1978,140000.0006
png,1979,209999.99344
png,1980,310000.00238
png,1981,610000.01431
png,1982,370000.00477
png,1983,189999.99762
png,1984,150000.00596
png,1985,379999.99523
png,1986,300000.01192
png,1987,109999.9994
png,1988,469999.99881
png,1989,400000.00596
png,1990,469999.99881
png,1991,540000.02146
png,1992,589999.97377
png,1993,939999.99762
png,1994,819999.99285
png,1995,1509999.99046
png,1996,1350000.02384
png,1997,1450000.04768
png,1998,1269999.98093
png,1999,409999.99642
png,2000,1220000.02861
png,2001,1190000.05722
png,2002,1269999.98093
png,2003,980000.01907
png,2004,829999.98331
png,2005,2539999.96185
png,2006,280000.00119
png,2010,19999.99955
pol,1990,10600000.38147
pol,1991,5199999.80927
pol,1992,7000000
pol,1993,4940000.05722
pol,1995,3750000
pol,1996,360000.01431
pol,1998,8659999.84741
pol,1999,389999.98569
pol,2000,579999.98331
pol,2001,2650000.09537
pol,2002,1090000.03338
pol,2003,2460000.03815
pol,2004,1009999.99046
prk,1988,500000
prk,1989,490000.00954
prk,1990,620000.00477
prk,1991,409999.99642
prk,1992,689999.99762
prk,1993,159999.99642
prk,1994,259999.99046
prk,1995,119999.99732
prk,1996,540000.02146
prk,1997,1059999.94278
prk,1998,239999.99464
prk,1999,259999.99046
prk,2000,219999.99881
prk,2001,90000.00358
prk,2002,600000.02384
prk,2003,829999.98331
prk,2004,519999.98093
prk,2005,649999.97616
prk,2006,629999.99523
prk,2007,699999.98808
prk,2008,1009999.99046
prk,2009,1230000.01907
prk,2010,129999.99523
prk,2011,100000.00149
prk,2012,100000.00149
prk,2014,29999.99933
prk,2016,29999.99933
prk,2017,29999.99933
prk,2018,29999.99933
prk,2019,29999.99933
pry,1971,39999.99911
pry,1972,70000.0003
pry,1973,79999.99821
pry,1974,50000.00075
pry,1975,70000.0003
pry,1976,360000.01431
pry,1977,219999.99881
pry,1978,319999.99285
pry,1979,469999.99881
pry,1980,1190000.05722
pry,1981,579999.98331
pry,1982,800000.01192
pry,1983,920000.01669
pry,1984,230000.00417
pry,1985,280000.00119
pry,1986,370000.00477
pry,1987,370000.00477
pry,1988,819999.99285
pry,1989,790000.02146
pry,1990,1090000.03338
pry,1991,689999.99762
pry,1992,829999.98331
pry,1993,639999.98569
pry,1994,779999.97139
pry,1995,819999.99285
pry,1996,839999.97377
pry,1997,810000.00238
pry,1998,100000.00149
pry,2001,1139999.98569
pry,2002,1379999.99523
pry,2003,1429999.94755
pry,2004,1870000.00477
pry,2005,1919999.95708
pry,2006,9999.99978
pry,2007,50000.00075
pry,2014,29999.99933
pry,2016,29999.99933
pry,2017,29999.99933
pry,2018,29999.99933
pse,1994,2549999.95232
pse,1995,24690000.53406
pse,1996,58750000
pse,1997,25280000.68665
pse,1998,22329999.92371
pse,1999,12479999.54224
pse,2000,16219999.31335
pse,2001,13960000.03815
pse,2002,13930000.30518
pse,2003,13140000.34332
pse,2004,20899999.61853
pse,2005,29850000.38147
pse,2006,32180000.30518
pse,2007,30270000.45776
pse,2008,75139999.38965
pse,2009,46220001.2207
pse,2010,35659999.84741
pse,2011,53790000.91553
pse,2012,31909999.84741
pse,2013,20219999.31335
pse,2014,31500000
pse,2015,22520000.45776
pse,2016,22790000.91553
pse,2017,26139999.38965
pse,2018,24729999.54224
pse,2019,29459999.08447
rou,1990,2500000
rou,1991,200000.00298
rou,1992,2299999.95232
rou,1993,3319999.93324
rou,1995,2990000.00954
rou,1996,5900000.09537
rou,1997,3109999.8951
rou,1998,4260000.22888
rou,1999,1889999.98569
rou,2000,569999.99285
rou,2001,8060000.41962
rou,2002,6769999.98093
rou,2003,6079999.92371
rou,2004,2319999.93324
rus,1992,7900000.09537
rus,1993,5780000.20981
rus,1995,17860000.61035
rus,1996,1039999.96185
rus,1997,360000.01431
rus,1998,70930000.30518
rus,1999,11649999.61853
rus,2000,4130000.11444
rus,2001,9880000.11444
rus,2002,8220000.26703
rus,2003,11109999.65668
rus,2004,12779999.73297
rwa,1970,270000.01073
rwa,1971,1019999.98093
rwa,1972,680000.00715
rwa,1973,439999.99762
rwa,1974,790000.02146
rwa,1975,540000.02146
rwa,1976,959999.97854
rwa,1977,1600000.02384
rwa,1978,1980000.01907
rwa,1979,3829999.92371
rwa,1980,4610000.13351
rwa,1981,3220000.02861
rwa,1982,4269999.98093
rwa,1983,5480000.01907
rwa,1984,4170000.07629
rwa,1985,3039999.96185
rwa,1986,6010000.22888
rwa,1987,6599999.90463
rwa,1988,7230000.01907
rwa,1989,5570000.17166
rwa,1990,10710000.03815
rwa,1991,3859999.8951
rwa,1992,6880000.11444
rwa,1993,7179999.82834
rwa,1994,32220001.2207
rwa,1995,46669998.16895
rwa,1996,41110000.61035
rwa,1997,29209999.08447
rwa,1998,29010000.22888
rwa,1999,20340000.15259
rwa,2000,20420000.07629
rwa,2001,19159999.84741
rwa,2002,19610000.61035
rwa,2003,23049999.23706
rwa,2004,25500000
rwa,2005,28409999.84741
rwa,2006,24649999.61853
rwa,2007,27840000.15259
rwa,2008,38770000.45776
rwa,2009,54220001.2207
rwa,2010,39430000.30518
rwa,2011,47459999.08447
rwa,2012,37029998.7793
rwa,2013,49580001.83105
rwa,2014,50659999.84741
rwa,2015,40830001.83105
rwa,2016,55889999.38965
rwa,2017,47950000.76294
rwa,2018,47119998.93188
rwa,2019,47220001.2207
sau,1977,19999.99955
sau,1978,70000.0003
sau,1979,70000.0003
sau,1980,19999.99955
sau,1982,39999.99911
sau,1983,9999.99978
sau,2000,409999.99642
sau,2001,29999.99933
sau,2002,9999.99978
sau,2004,70000.0003
sau,2005,50000.00075
sdn,1967,1580000.04292
sdn,1968,100000.00149
sdn,1969,19999.99955
sdn,1970,280000.00119
sdn,1971,70000.0003
sdn,1972,319999.99285
sdn,1973,1049999.95232
sdn,1974,4320000.17166
sdn,1975,3690000.05722
sdn,1976,8880000.11444
sdn,1977,19940000.53406
sdn,1978,15960000.03815
sdn,1979,19229999.54224
sdn,1980,45610000.61035
sdn,1981,34759998.32153
sdn,1982,26270000.45776
sdn,1983,34419998.16895
sdn,1984,28010000.22888
sdn,1985,27780000.68665
sdn,1986,52470001.2207
sdn,1987,58939998.62671
sdn,1988,66959999.08447
sdn,1989,57340000.15259
sdn,1990,62490001.67847
sdn,1991,46310001.37329
sdn,1992,32209999.08447
sdn,1993,35299999.23706
sdn,1994,29069999.69482
sdn,1995,31370000.83923
sdn,1996,22049999.23706
sdn,1997,20469999.31335
sdn,1998,26690000.53406
sdn,1999,15279999.73297
sdn,2000,15300000.19073
sdn,2001,23559999.46594
sdn,2002,22739999.77112
sdn,2003,20989999.77112
sdn,2004,97610000.61035
sdn,2005,154770004.27246
sdn,2006,96080001.83105
sdn,2007,202509994.50684
sdn,2008,157580001.83105
sdn,2009,97330001.83105
sdn,2010,86709999.08447
sdn,2011,45380001.06812
sdn,2012,14899999.61853
sdn,2013,10829999.92371
sdn,2014,5909999.84741
sdn,2015,3589999.91417
sdn,2016,10800000.19073
sdn,2017,4239999.77112
sdn,2018,13590000.15259
sdn,2019,9369999.88556
sen,1970,90000.00358
sen,1971,90000.00358
sen,1972,189999.99762
sen,1973,340000.00358
sen,1974,509999.99046
sen,1975,449999.98808
sen,1976,1639999.98569
sen,1977,810000.00238
sen,1978,2890000.1049
sen,1979,2259999.99046
sen,1980,4960000.03815
sen,1981,5579999.92371
sen,1982,3359999.8951
sen,1983,4940000.05722
sen,1984,3970000.02861
sen,1985,3619999.88556
sen,1986,14779999.73297
sen,1987,16000000
sen,1988,18510000.22888
sen,1989,10409999.84741
sen,1990,24149999.61853
sen,1991,6190000.05722
sen,1992,9250000
sen,1993,9619999.88556
sen,1994,6960000.03815
sen,1995,15010000.22888
sen,1996,9720000.26703
sen,1997,11989999.77112
sen,1998,14100000.38147
sen,1999,5800000.19073
sen,2000,5900000.09537
sen,2001,11960000.03815
sen,2002,10420000.07629
sen,2003,12789999.96185
sen,2004,16889999.38965
sen,2005,20450000.76294
sen,2006,19500000
sen,2007,22379999.16077
sen,2008,37900001.52588
sen,2009,45689998.62671
sen,2010,29979999.54224
sen,2011,26879999.16077
sen,2012,15050000.19073
sen,2013,6420000.07629
sen,2014,4250000
sen,2015,29999.99933
sen,2016,2769999.98093
sen,2017,569999.99285
sen,2018,4110000.13351
sen,2019,4909999.84741
sgp,1971,29999.99933
sgp,1972,79999.99821
sgp,1973,119999.99732
sgp,1974,90000.00358
sgp,1975,150000.00596
sgp,1976,430000.00715
sgp,1977,360000.01431
sgp,1978,219999.99881
sgp,1979,400000.00596
sgp,1980,119999.99732
sgp,1981,100000.00149
sgp,1982,140000.0006
sgp,1983,59999.99866
sgp,1984,29999.99933
sgp,1985,29999.99933
sgp,1986,39999.99911
sgp,1987,19999.99955
sgp,1996,70000.0003
sgp,1997,170000.00179
sgp,1999,119999.99732
sgp,2001,50000.00075
sgp,2002,9999.99978
slb,1979,19999.99955
slb,1980,19999.99955
slb,1981,50000.00075
slb,1982,79999.99821
slb,1984,19999.99955
slb,1985,90000.00358
slb,1986,109999.9994
slb,1987,170000.00179
slb,1988,250000
slb,1989,180000.00715
slb,1990,280000.00119
slb,1991,259999.99046
slb,1992,140000.0006
slb,1993,180000.00715
slb,1994,129999.99523
slb,1995,140000.0006
slb,1996,9999.99978
slb,1997,200000.00298
slb,1998,129999.99523
slb,1999,39999.99911
slb,2001,70000.0003
slb,2002,9999.99978
slb,2005,4909999.84741
sle,1970,100000.00149
sle,1971,9999.99978
sle,1972,19999.99955
sle,1973,50000.00075
sle,1974,29999.99933
sle,1975,200000.00298
sle,1976,460000.00834
sle,1977,419999.98689
sle,1978,2809999.94278
sle,1979,10939999.58038
sle,1980,4159999.84741
sle,1981,1730000.01907
sle,1982,1370000.00477
sle,1983,1539999.96185
sle,1984,540000.02146
sle,1985,1429999.94755
sle,1986,2089999.91417
sle,1987,1159999.96662
sle,1988,1649999.97616
sle,1989,1100000.02384
sle,1990,1159999.96662
sle,1991,740000.00954
sle,1992,1220000.02861
sle,1993,1190000.05722
sle,1994,1840000.03338
sle,1995,4239999.77112
sle,1996,4849999.90463
sle,1997,1440000.05722
sle,1998,2339999.91417
sle,1999,3250000
sle,2000,2690000.05722
sle,2001,38130001.06812
sle,2002,20579999.92371
sle,2003,20620000.83923
sle,2004,9539999.96185
sle,2005,7199999.80927
sle,2006,5829999.92371
sle,2007,47139999.38965
sle,2008,19999.99955
sle,2009,1450000.04768
sle,2010,1100000.02384
sle,2011,209999.99344
sle,2012,129999.99523
sle,2014,7949999.80927
sle,2016,109999.9994
sle,2017,9999.99978
sle,2019,29999.99933
slv,1972,29999.99933
slv,1973,29999.99933
slv,1974,9999.99978
slv,1975,239999.99464
slv,1976,270000.01073
slv,1977,1049999.95232
slv,1978,600000.02384
slv,1979,759999.99046
slv,1980,1169999.95708
slv,1981,699999.98808
slv,1982,1159999.96662
slv,1983,1649999.97616
slv,1984,1669999.95708
slv,1985,1700000.04768
slv,1986,4280000.20981
slv,1987,3990000.00954
slv,1988,7719999.79019
slv,1989,8869999.88556
slv,1990,9329999.92371
slv,1991,8100000.38147
slv,1992,8560000.41962
slv,1993,7059999.94278
slv,1994,7710000.03815
slv,1995,8590000.15259
slv,1996,8010000.22888
slv,1997,8510000.22888
slv,1998,9510000.22888
slv,1999,3690000.05722
slv,2000,2759999.99046
slv,2001,9510000.22888
slv,2002,8390000.34332
slv,2003,6360000.13351
slv,2004,6460000.03815
slv,2005,6210000.03815
slv,2006,889999.98569
slv,2007,419999.98689
slv,2008,310000.00238
slv,2009,400000.00596
slv,2010,140000.0006
slv,2011,150000.00596
slv,2012,9999.99978
slv,2017,100000.00149
slv,2018,219999.99881
slv,2019,90000.00358
som,1972,9999.99978
som,1973,39999.99911
som,1974,39999.99911
som,1975,1049999.95232
som,1976,569999.99285
som,1977,3210000.03815
som,1978,1389999.98569
som,1979,2750000
som,1980,3150000.09537
som,1981,4340000.15259
som,1982,2119999.88556
som,1983,2849999.90463
som,1984,2910000.08583
som,1985,2579999.92371
som,1986,1669999.95708
som,1987,319999.99285
som,1988,129999.99523
som,1989,270000.01073
som,1990,230000.00417
som,1991,2430000.06676
som,1992,51009998.32153
som,1993,20940000.53406
som,1994,8579999.92371
som,1995,10430000.30518
som,1996,5050000.19073
som,1997,6099999.90463
som,1998,6619999.88556
som,1999,6869999.88556
som,2000,6190000.05722
som,2001,13140000.34332
som,2002,13119999.88556
som,2003,10289999.96185
som,2004,18940000.53406
som,2005,14239999.77112
som,2006,14050000.19073
som,2007,12369999.88556
som,2008,18729999.54224
som,2009,14810000.41962
som,2010,9319999.69482
som,2011,27889999.38965
som,2012,17549999.23706
som,2013,6369999.88556
som,2014,6239999.77112
som,2015,2289999.96185
som,2016,8000000
som,2017,15779999.73297
som,2018,17110000.61035
som,2019,34119998.93188
srb,1997,4280000.20981
srb,1998,6400000.09537
srb,1999,63119998.93188
srb,2000,71449996.94824
