geo,time,ny_adj_svnx_gn_zs
blz,2013,-3.40571
blz,2014,-1.50104
blz,2015,2.45987
blz,2016,-1.26291
blz,2017,-0.76482
blz,2018,-4.52037
blz,2019,-3.46491
bol,1976,10.59884
bol,1977,7.96577
bol,1978,6.31727
bol,1979,3.91844
bol,1980,1.95772
bol,1981,1.00087
bol,1982,0.01314
bol,1983,4.04203
bol,1984,5.14589
bol,1985,3.98771
bol,1986,-2.22236
bol,1987,-1.32771
bol,1988,-1.44356
bol,1989,-1.24971
bol,1990,1.40924
bol,1991,2.70251
bol,1992,2.23577
bol,1993,1.57293
bol,1994,4.24059
bol,1995,5.5813
bol,1996,6.71645
bol,1997,7.15753
bol,1998,8.14524
bol,1999,4.24689
bol,2000,2.43805
bol,2001,4.26784
bol,2002,5.25188
bol,2003,6.82631
bol,2004,6.00923
bol,2005,5.53976
bol,2006,9.73383
bol,2007,13.3276
bol,2008,17.74056
bol,2009,15.64116
bol,2010,16.25055
bol,2011,14.78564
bol,2012,13.69227
bol,2013,12.48022
bol,2014,10.17754
bol,2015,6.55943
bol,2016,7.21856
bol,2017,6.02059
bol,2018,5.01498
bol,2019,3.80273
bra,1975,16.22574
bra,1976,13.15153
bra,1977,14.23718
bra,1978,14.08363
bra,1979,12.17879
bra,1980,11.2863
bra,1981,13.01135
bra,1982,9.81145
bra,1983,6.15546
bra,1984,8.06943
bra,1985,11.1315
bra,1986,10.31965
bra,1987,15.70086
bra,1988,18.19429
bra,1989,29.06267
bra,1990,13.89082
bra,1991,14.39936
bra,1992,16.05814
bra,1993,16.21477
bra,1994,15.44039
bra,1995,10.37093
bra,1996,8.86035
bra,1997,8.25441
bra,1998,8.24204
bra,1999,5.61386
bra,2000,8.09669
bra,2001,7.53719
bra,2002,8.9022
bra,2003,10.02988
bra,2004,11.82111
bra,2005,11.64384
bra,2006,12.45595
bra,2007,13.31737
bra,2008,13.06002
bra,2009,12.01137
bra,2010,12.56885
bra,2011,13.11783
bra,2012,12.49482
bra,2013,12.97904
bra,2014,11.16257
bra,2015,10.48342
bra,2016,9.83272
bra,2017,9.78627
bra,2018,7.72757
bra,2019,7.54675
brb,1986,24.03595
brb,1987,22.12648
brb,1988,27.16926
brb,1989,27.21121
brb,1990,11.40034
brb,1991,9.12192
brb,1992,11.64065
brb,1993,10.27912
brb,1994,12.51493
brb,1995,5.24775
brb,1996,6.85007
brb,1997,5.78899
brb,1998,6.76355
brb,1999,4.53883
brb,2000,4.37684
brb,2001,3.20077
brb,2002,4.4013
brb,2003,6.88962
brb,2004,2.26797
brb,2005,-1.78069
brb,2006,4.23051
brb,2007,4.77642
brb,2008,-2.76169
brb,2009,2.73121
brb,2010,-2.27082
brb,2011,-8.49819
brb,2012,-3.13734
brb,2013,-3.8019
brb,2014,-2.44541
brb,2015,-0.52384
brb,2016,-1.30377
brn,2001,18.14546
brn,2002,24.54301
brn,2003,24.07296
brn,2004,20.8504
brn,2005,25.51315
brn,2006,27.83388
brn,2007,28.61245
brn,2008,35.9802
brn,2009,25.44652
brn,2010,36.83249
brn,2011,36.10707
brn,2012,37.77687
brn,2013,38.83548
brn,2014,38.3429
brn,2015,35.48052
brn,2016,37.3165
brn,2017,35.29288
brn,2018,29.76279
brn,2019,31.2067
btn,2006,45.35409
btn,2007,19.46808
btn,2008,27.25574
btn,2009,24.77159
btn,2010,27.18132
btn,2011,34.24149
btn,2012,44.78916
btn,2013,19.78017
btn,2014,23.51194
btn,2015,14.32338
btn,2016,24.92442
btn,2017,24.29385
btn,2018,18.08974
btn,2019,15.15571
bwa,1980,18.02079
bwa,1981,19.28565
bwa,1982,17.90448
bwa,1983,20.64299
bwa,1984,19.42104
bwa,1985,27.34525
bwa,1986,31.03974
bwa,1987,35.33616
bwa,1988,41.50579
bwa,1989,40.97872
bwa,1990,33.56105
bwa,1991,34.99313
bwa,1992,30.843
bwa,1993,32.27199
bwa,1994,20.51614
bwa,1995,18.50299
bwa,1996,28.81518
bwa,1997,29.79734
bwa,1998,31.98669
bwa,1999,34.40552
bwa,2000,34.27606
bwa,2001,39.27873
bwa,2002,28.62971
bwa,2003,23.23217
bwa,2004,21.62379
bwa,2005,31.08804
bwa,2006,30.70914
bwa,2007,30.33525
bwa,2008,24.98337
bwa,2009,19.19803
bwa,2010,21.85798
bwa,2011,29.94158
bwa,2012,26.26099
bwa,2013,23.44436
bwa,2014,27.88199
bwa,2015,22.99607
bwa,2016,20.68925
bwa,2017,21.2423
bwa,2018,19.07521
bwa,2019,16.49862
caf,1980,-11.75034
caf,1981,-1.50609
caf,1982,-9.22727
caf,1983,-3.01708
caf,1984,-2.98445
caf,1985,2.89397
caf,1986,-1.17887
caf,1987,-2.47639
caf,1988,0.32364
caf,1989,2.64682
caf,1990,1.48499
caf,1991,0.02292
caf,1992,0.13075
caf,1993,2.58725
caf,1994,6.95994
can,1970,12.09618
can,1971,11.84571
can,1972,12.35482
can,1973,13.30897
can,1974,12.64016
can,1975,10.22462
can,1976,11.68459
can,1977,10.41106
can,1978,10.6032
can,1979,9.64762
can,1980,9.01375
can,1981,11.30036
can,1982,8.68007
can,1983,9.15788
can,1984,9.8991
can,1985,9.37407
can,1986,8.66055
can,1987,8.78137
can,1988,9.43834
can,1989,8.72456
can,1990,6.27407
can,1991,4.51955
can,1992,3.23116
can,1993,4.20803
can,1994,6.8081
can,1995,8.37467
can,1996,8.47912
can,1997,9.42761
can,1998,7.41006
can,1999,9.02947
can,2000,11.08325
can,2001,9.17161
can,2002,8.92663
can,2003,9.21982
can,2004,10.73225
can,2005,11.49068
can,2006,11.70267
can,2007,11.54044
can,2008,10.27356
can,2009,4.48558
can,2010,6.76961
can,2011,8.44454
can,2012,8.41561
can,2013,8.93716
can,2014,9.5082
can,2015,5.89568
can,2016,5.10312
can,2017,6.69283
can,2018,6.15851
can,2019,6.49593
che,1977,17.03902
che,1978,17.66456
che,1979,17.78241
che,1980,17.91647
che,1981,18.5623
che,1982,17.36555
che,1983,16.40097
che,1984,18.57258
che,1985,18.33592
che,1986,17.79161
che,1987,16.91149
che,1988,17.93194
che,1989,17.08959
che,1990,16.78606
che,1991,14.97191
che,1992,13.11317
che,1993,14.12691
che,1994,14.43875
che,1995,15.27828
che,1996,14.95495
che,1997,16.8228
che,1998,16.79354
che,1999,16.35597
che,2000,18.2686
che,2001,14.72073
che,2002,13.07006
che,2003,16.3178
che,2004,16.91832
che,2005,18.41774
che,2006,20.85598
che,2007,17.65082
che,2008,10.94619
che,2009,15.02066
che,2010,19.55571
che,2011,16.761
che,2012,17.8527
che,2013,16.81899
che,2014,14.8245
che,2015,17.16499
che,2016,15.78236
che,2017,13.14947
che,2018,16.33085
che,2019,17.39565
chl,1975,-10.69353
chl,1976,-1.62415
chl,1977,-1.41726
chl,1978,0.12623
chl,1979,1.20753
chl,1980,4.69554
chl,1981,1.029
chl,1982,-7.07287
chl,1983,-6.39925
chl,1984,-5.14658
chl,1985,-10.07137
chl,1986,-5.26354
chl,1987,0.48714
chl,1988,4.32205
chl,1989,3.71844
chl,1990,4.86623
chl,1991,7.54008
chl,1992,8.09673
chl,1993,8.33551
chl,1994,8.09982
chl,1995,10.47573
chl,1996,10.07769
chl,1997,10.23904
chl,1998,10.41432
chl,1999,7.83726
chl,2000,7.22002
chl,2001,8.63855
chl,2002,9.1738
chl,2003,7.48125
chl,2004,6.2059
chl,2005,7.25412
chl,2006,4.48535
chl,2007,4.73206
chl,2008,5.11439
chl,2009,8.45191
chl,2010,9.18084
chl,2011,7.55536
chl,2012,8.9509
chl,2013,7.97952
chl,2014,9.22073
chl,2015,10.83622
chl,2016,7.56792
chl,2017,5.29944
chl,2018,3.67613
chl,2019,5.58059
chn,1982,9.46349
chn,1983,11.02516
chn,1984,14.12706
chn,1985,16.05248
chn,1986,17.41102
chn,1987,17.05434
chn,1988,19.00189
chn,1989,16.05998
chn,1990,15.30737
chn,1991,18.47165
chn,1992,21.3934
chn,1993,21.32632
chn,1994,22.8037
chn,1995,22.14252
chn,1996,21.61513
chn,1997,23.0782
chn,1998,22.11992
chn,1999,20.18481
chn,2000,18.98692
chn,2001,21.33956
chn,2002,23.19419
chn,2003,25.9386
chn,2004,27.50083
chn,2005,27.28585
chn,2006,28.74055
chn,2007,30.78037
chn,2008,30.19104
chn,2009,31.96323
chn,2010,30.71696
chn,2011,26.18622
chn,2012,27.37162
chn,2013,26.49929
chn,2014,26.74555
chn,2015,25.48074
chn,2016,25.36778
chn,2017,26.58991
chn,2018,25.8436
chn,2019,24.97675
civ,2005,7.16123
civ,2006,4.79312
civ,2007,5.26841
civ,2008,8.22632
civ,2009,13.04251
civ,2010,12.93824
civ,2011,8.48895
civ,2012,10.97919
civ,2013,15.2596
civ,2014,19.82201
civ,2015,21.84518
civ,2016,18.90372
civ,2017,15.7205
civ,2018,13.9594
cmr,1977,-2.97713
cmr,1978,14.32787
cmr,1979,7.38128
cmr,1980,-6.87733
cmr,1981,0.7294
cmr,1982,17.9038
cmr,1983,14.70583
cmr,1984,15.12122
cmr,1985,11.64613
cmr,1986,18.89098
cmr,1987,10.11544
cmr,1988,11.87711
cmr,1989,5.17077
cmr,1990,2.39854
cmr,1991,5.82172
cmr,1992,-0.27359
cmr,1993,3.90786
cmr,1994,6.74789
cmr,1995,7.69443
cmr,1996,4.32943
cmr,1997,4.09214
cmr,1998,9.17366
cmr,1999,6.55104
cmr,2000,3.03298
cmr,2001,3.35073
cmr,2002,3.74294
cmr,2003,5.34119
cmr,2004,8.74023
cmr,2005,5.58924
cmr,2006,5.83599
cmr,2007,5.51539
cmr,2008,4.13055
cmr,2009,5.18086
cmr,2010,2.35239
cmr,2011,2.06818
cmr,2012,1.02852
cmr,2013,2.56565
cmr,2014,4.48752
cmr,2015,3.90776
cmr,2016,5.39916
cmr,2017,5.94994
cmr,2018,4.58826
cmr,2019,4.85484
cod,2005,-1.84049
cod,2006,2.51944
cod,2007,4.3288
cod,2008,-7.88328
cod,2009,-2.38759
cod,2010,8.84074
cod,2011,5.9893
cod,2012,-4.83322
cod,2013,2.86328
cod,2014,2.14772
cod,2015,2.13924
cod,2016,0.25836
cod,2017,10.86504
cod,2018,5.83453
cod,2019,13.70212
cog,1978,-12.33751
cog,1979,-10.14154
cog,1980,4.52698
cog,1981,10.22736
cog,1982,28.79406
cog,1983,15.63142
cog,1984,7.07054
cog,1985,-6.12497
cog,1986,-7.08863
cog,1987,-7.49604
cog,1988,-29.83145
cog,1989,-31.22207
cog,1990,-15.56983
cog,1991,-17.3953
cog,1992,-2.38058
cog,1993,-27.46421
cog,1994,-14.7871
cog,1995,-68.71701
cog,1996,-77.60732
cog,1997,-50.02049
cog,1998,-34.91784
cog,1999,-37.921
cog,2000,-30.81853
cog,2001,-35.652
cog,2002,-28.51233
cog,2003,-9.8222
cog,2004,-42.89266
cog,2005,-24.27088
cog,2006,-27.56311
cog,2007,-17.26632
cog,2008,-11.22665
cog,2009,-3.18976
cog,2010,3.99376
cog,2011,-6.81604
cog,2012,10.24846
cog,2013,20.14428
cog,2014,20.83724
cog,2015,11.17967
cog,2016,-4.56156
col,1970,2.67875
col,1971,-0.68169
col,1972,3.01117
col,1973,5.97396
col,1974,4.47919
col,1975,2.83712
col,1976,5.87045
col,1977,9.76052
col,1978,9.53367
col,1979,7.71774
col,1980,7.92064
col,1981,5.81994
col,1982,4.28483
col,1983,3.2857
col,1984,3.80573
col,1985,4.97075
col,1986,11.27704
col,1987,8.14647
col,1988,10.36924
col,1989,6.74135
col,1990,5.79519
col,1991,9.9348
col,1992,7.96908
col,1993,6.81515
col,1994,8.03831
col,1995,6.79504
col,1996,2.17302
col,1997,1.03127
col,1998,0.30799
col,1999,-1.83269
col,2000,-2.08139
col,2001,-0.65622
col,2002,0.60659
col,2003,1.36476
col,2004,2.44531
col,2005,4.04729
col,2006,4.2377
col,2007,4.97628
col,2008,4.53577
col,2009,5.82933
col,2010,4.55051
col,2011,3.10795
col,2012,2.61134
col,2013,3.22876
col,2014,3.92749
col,2015,4.67389
col,2016,5.38497
col,2017,4.31057
col,2018,3.52239
col,2019,3.08446
com,1980,-0.37505
com,1981,6.44949
com,1982,2.91587
com,1983,2.91086
com,1984,9.29289
com,1985,8.81888
com,1986,3.60424
com,1987,5.34631
com,1988,5.63303
com,1989,7.23965
com,1990,4.23248
com,1991,3.77201
com,1992,4.56196
com,1993,6.09475
com,1994,7.42865
com,1995,1.79764
com,2003,-4.32303
com,2004,-1.46584
com,2005,0.59894
com,2006,2.47851
com,2007,3.92819
com,2008,3.00711
com,2009,5.23837
com,2010,4.76726
com,2011,1.54091
com,2012,2.2817
com,2014,-0.41517
com,2015,2.89807
com,2016,-2.1922
com,2017,1.25737
com,2018,3.82894
com,2019,4.96177
cpv,2007,26.95092
cpv,2008,27.25188
cpv,2009,23.1053
cpv,2010,24.63613
cpv,2011,24.22763
cpv,2012,18.89242
cpv,2013,19.16887
cpv,2014,16.7123
cpv,2015,18.6452
cpv,2016,23.33584
cpv,2017,20.55138
cpv,2018,24.31465
cpv,2019,24.73386
cri,1977,14.12767
cri,1978,9.98099
cri,1979,7.17412
cri,1980,9.52339
cri,1981,10.97937
cri,1982,9.93294
cri,1983,12.10807
cri,1984,16.74517
cri,1985,20.16693
cri,1986,21.10133
cri,1987,18.85461
cri,1988,17.9722
cri,1989,15.92474
cri,1990,17.32669
cri,1991,10.1485
cri,1992,11.64287
cri,1993,10.05672
cri,1994,11.80997
cri,1995,12.38383
cri,1996,11.09291
cri,1997,14.01117
cri,1998,16.31613
cri,1999,14.87493
cri,2000,14.24639
cri,2001,15.08232
cri,2002,11.99397
cri,2003,10.91557
cri,2004,12.23752
cri,2005,11.6866
cri,2006,14.23301
cri,2007,15.42067
cri,2008,14.08665
cri,2009,15.43012
cri,2010,15.69555
cri,2011,13.80567
cri,2012,15.08953
cri,2013,14.07038
cri,2014,13.90581
cri,2015,15.18378
cri,2016,16.25724
cri,2017,16.1369
cri,2018,16.27587
cri,2019,15.50732
cyp,1976,5.9276
cyp,1977,9.17136
cyp,1978,8.11825
cyp,1979,13.32217
cyp,1980,12.36863
cyp,1981,11.78857
cyp,1982,11.1663
cyp,1983,8.82023
cyp,1984,11.96459
cyp,1985,11.48253
cyp,1986,15.44654
cyp,1987,14.26239
cyp,1988,13.08759
cyp,1989,14.73346
cyp,1990,11.42655
cyp,1991,5.58566
cyp,1992,7.27497
cyp,1993,13.55654
cyp,1994,14.72712
cyp,1995,11.09659
cyp,1996,9.42418
cyp,1997,7.44361
cyp,1998,14.77181
cyp,1999,8.46933
cyp,2000,7.57634
cyp,2001,7.70633
cyp,2002,9.62298
cyp,2003,11.47428
cyp,2004,10.71843
cyp,2005,10.75452
cyp,2006,11.04422
cyp,2007,7.24054
cyp,2008,8.01511
cyp,2009,9.8163
cyp,2010,6.51548
cyp,2011,9.45982
cyp,2012,5.01942
cyp,2013,3.37677
cyp,2014,1.02022
cyp,2015,4.96786
cyp,2016,5.75948
cyp,2017,7.66174
cyp,2018,7.99371
cyp,2019,8.03088
cze,1993,7.18053
cze,1994,8.8131
cze,1995,11.09765
