geo,time,se_enr_prim_fm_zs
geo,2001,1.07604
geo,2002,1.08555
geo,2003,1.0594
geo,2004,1.03287
geo,2005,1.04108
geo,2006,1.07232
geo,2007,1.00957
geo,2008,1.00953
geo,2009,1.00811
geo,2010,1.01421
geo,2011,1.01078
geo,2012,0.99133
geo,2013,0.98988
geo,2014,0.99094
geo,2015,1.0015
geo,2016,1.0033
geo,2017,1.01081
geo,2018,1.01153
geo,2019,1.00773
geo,2020,1.00504
gha,1971,0.84006
gha,1972,0.82846
gha,1973,0.82316
gha,1974,0.83488
gha,1975,0.81205
gha,1976,0.8025
gha,1977,0.80398
gha,1978,0.79986
gha,1979,0.81027
gha,1980,0.81865
gha,1981,0.82755
gha,1982,0.82148
gha,1983,0.82052
gha,1984,0.82056
gha,1985,0.80179
gha,1987,0.78715
gha,1988,0.82615
gha,1989,0.83402
gha,1990,0.84315
gha,1991,0.85532
gha,1992,0.87145
gha,1993,0.88213
gha,1994,0.88868
gha,1995,0.89861
gha,1999,0.92315
gha,2000,0.93129
gha,2001,0.94131
gha,2002,0.9415
gha,2003,0.94622
gha,2004,0.94061
gha,2005,0.95957
gha,2006,0.98133
gha,2007,0.98273
gha,2008,0.9836
gha,2009,0.98388
gha,2011,0.99065
gha,2012,0.99808
gha,2013,0.99927
gha,2014,0.99941
gha,2015,0.99964
gha,2016,1.01234
gha,2017,1.0101
gha,2018,1.01216
gha,2019,1.01386
gha,2020,1.01759
gib,1971,1.01287
gib,1972,1.01447
gib,1973,0.9984
gib,1974,1.04122
gib,1975,1.01698
gib,1976,1.03539
gib,1977,1.03007
gib,1978,1.09212
gib,1979,1.08415
gib,1980,1.09566
gib,1981,1.05585
gib,1982,1.0526
gib,1983,1.01989
gib,1984,1.01576
gib,1985,0.98747
gib,1997,0.94905
gib,1999,0.73092
gib,2000,0.99316
gib,2001,0.99657
gib,2008,1.02647
gib,2009,1.01703
gib,2016,0.99394
gib,2017,1.0034
gib,2019,1.02162
gib,2020,1.09308
gin,1971,0.45783
gin,1972,0.5566
gin,1973,0.45725
gin,1974,0.4549
gin,1975,0.45034
gin,1976,0.50139
gin,1977,0.52053
gin,1978,0.50828
gin,1979,0.52272
gin,1981,0.49547
gin,1982,0.48642
gin,1983,0.47687
gin,1984,0.47336
gin,1985,0.45465
gin,1986,0.46012
gin,1987,0.44068
gin,1988,0.44552
gin,1989,0.44295
gin,1990,0.44702
gin,1991,0.45978
gin,1992,0.46041
gin,1993,0.46563
gin,1994,0.48733
gin,1995,0.50651
gin,1996,0.52613
gin,1997,0.56378
gin,1998,0.58907
gin,1999,0.62012
gin,2000,0.66834
gin,2001,0.7048
gin,2002,0.72889
gin,2003,0.7547
gin,2004,0.77606
gin,2005,0.80148
gin,2006,0.82661
gin,2007,0.84004
gin,2008,0.83717
gin,2009,0.84055
gin,2010,0.82328
gin,2011,0.85185
gin,2012,0.84215
gin,2013,0.84297
gin,2014,0.84614
gin,2016,0.81931
gin,2020,0.84807
gmb,1971,0.43579
gmb,1972,0.44154
gmb,1973,0.44971
gmb,1974,0.4635
gmb,1975,0.49079
gmb,1976,0.4928
gmb,1977,0.47301
gmb,1978,0.47604
gmb,1979,0.47945
gmb,1980,0.49697
gmb,1981,0.52482
gmb,1982,0.54355
gmb,1983,0.56516
gmb,1984,0.60087
gmb,1985,0.61354
gmb,1986,0.62631
gmb,1987,0.63546
gmb,1989,0.63376
gmb,1992,0.68987
gmb,1993,0.71283
gmb,1994,0.73266
gmb,1995,0.75102
gmb,1996,0.78377
gmb,1997,0.80636
gmb,1998,0.83222
gmb,1999,0.85665
gmb,2000,0.88079
gmb,2001,0.9122
gmb,2002,0.91143
gmb,2003,0.9808
gmb,2004,1.01066
gmb,2005,1.03284
gmb,2006,1.04951
gmb,2007,1.04936
gmb,2008,1.06247
gmb,2009,1.04316
gmb,2010,1.02645
gmb,2011,1.03847
gmb,2012,1.04501
gmb,2013,1.04389
gmb,2014,1.05557
gmb,2015,1.06765
gmb,2016,1.07557
gmb,2017,1.08312
gmb,2018,1.0942
gmb,2019,1.10831
gmb,2020,1.11924
gnb,1971,0.42218
gnb,1972,0.64669
gnb,1973,0.76709
gnb,1976,0.5345
gnb,1978,0.47744
gnb,1979,0.45568
gnb,1980,0.45468
gnb,1981,0.4611
gnb,1982,0.46231
gnb,1983,0.48426
gnb,1984,0.50156
gnb,1985,0.51219
gnb,1987,0.54061
gnb,1988,0.53781
gnb,1989,0.55158
gnb,1992,0.54663
gnb,1993,0.55067
gnb,1994,0.56093
gnb,1995,0.57456
gnb,1996,0.57412
gnb,1997,0.57341
gnb,1998,0.57373
gnb,2000,0.66682
gnb,2010,0.93111
gnq,1971,0.78004
gnq,1974,0.80832
gnq,1993,0.93782
gnq,1994,0.96104
gnq,2000,0.82578
gnq,2001,0.96859
gnq,2002,0.95191
gnq,2003,0.98549
gnq,2005,0.9671
gnq,2008,0.96422
gnq,2009,0.9732
gnq,2010,0.98721
gnq,2011,0.9967
gnq,2012,0.99481
gnq,2015,0.99409
grc,1971,0.98299
grc,1972,0.98707
grc,1973,0.9908
grc,1974,0.99503
grc,1975,0.9999
grc,1976,1.0065
grc,1977,1.0098
grc,1978,1.01172
grc,1979,1.0061
grc,1980,1.00114
grc,1981,1.00505
grc,1982,1.00202
grc,1983,1.00511
grc,1984,1.00517
grc,1985,1.00427
grc,1986,1.00465
grc,1987,1.00258
grc,1988,1.00353
grc,1989,1.00134
grc,1990,0.9968
grc,1991,0.99762
grc,1992,1.00266
grc,1993,1.00406
grc,1994,1.00271
grc,1995,1.01936
grc,1996,1.0042
grc,1997,1.00549
grc,1998,1.00347
grc,1999,1.00159
grc,2000,0.99988
grc,2001,0.99908
grc,2002,0.99006
grc,2003,0.98629
grc,2004,0.97611
grc,2005,0.97861
grc,2006,0.97736
grc,2007,0.98092
grc,2010,0.97713
grc,2011,0.97973
grc,2012,0.98042
grc,2013,0.98269
grc,2014,0.98818
grc,2015,0.99104
grc,2016,0.99577
grc,2017,1.00029
grc,2018,1.00344
grc,2019,1.00507
grd,1971,0.9874
grd,1972,0.99729
grd,1973,0.99637
grd,1974,0.98759
grd,1975,0.94565
grd,1976,0.92523
grd,1977,0.9303
grd,1978,0.9294
grd,1979,0.9307
grd,1980,0.92788
grd,1981,0.94653
grd,1982,0.9417
grd,1983,0.95091
grd,1984,0.95129
grd,1985,0.94387
grd,1986,0.82256
grd,1988,0.91259
grd,1993,0.97919
grd,1994,0.92852
grd,1995,0.91752
grd,1996,0.96989
grd,1997,0.98343
grd,1998,0.9252
grd,1999,0.96702
grd,2000,0.96346
grd,2001,0.94863
grd,2002,0.94995
grd,2003,1.00173
grd,2004,0.96527
grd,2005,0.97103
grd,2007,0.97787
grd,2008,0.94096
grd,2009,0.93428
grd,2010,0.95628
grd,2013,0.95633
grd,2014,0.98171
grd,2015,0.96442
grd,2016,0.96948
grd,2017,0.95256
grd,2018,0.98459
gtm,1970,0.82609
gtm,1971,0.82509
gtm,1972,0.82782
gtm,1973,0.82761
gtm,1974,0.84002
gtm,1975,0.84124
gtm,1976,0.84683
gtm,1977,0.84655
gtm,1978,0.85125
gtm,1979,0.84634
gtm,1980,0.84705
gtm,1981,0.85063
gtm,1982,0.87063
gtm,1983,0.8546
gtm,1985,0.84707
gtm,1986,0.84901
gtm,1991,0.86918
gtm,1992,0.86813
gtm,1993,0.86931
gtm,1994,0.86352
gtm,1995,0.86642
gtm,1996,0.86595
gtm,1997,0.87031
gtm,1998,0.87701
gtm,1999,0.8783
gtm,2000,0.90422
gtm,2001,0.91136
gtm,2002,0.92083
gtm,2004,0.93206
gtm,2005,0.93829
gtm,2006,0.9451
gtm,2007,0.95309
gtm,2008,0.95889
gtm,2009,0.97146
gtm,2010,0.97972
gtm,2011,0.984
gtm,2012,0.97829
gtm,2013,0.97242
gtm,2014,0.97053
gtm,2015,0.96894
gtm,2016,0.96774
gtm,2017,0.96986
gtm,2018,0.9742
gtm,2019,0.97812
gtm,2020,0.98164
guy,1971,0.98358
guy,1972,0.98838
guy,1973,0.99486
guy,1974,0.99755
guy,1976,0.99642
guy,1977,0.99447
guy,1978,1.0025
guy,1979,0.99134
guy,1980,0.99458
guy,1981,0.99434
guy,1982,0.99642
guy,1984,1.00739
guy,1985,1.02233
guy,1986,0.99761
guy,1987,0.99125
guy,1988,0.98038
guy,1989,0.97477
guy,1991,0.97409
guy,1992,0.97355
guy,1993,0.98117
guy,1995,0.974
guy,1996,0.97268
guy,1997,0.97182
guy,1999,0.96485
guy,2000,0.95617
guy,2001,0.97158
guy,2003,0.98894
guy,2005,0.99546
guy,2007,0.9842
guy,2008,0.98572
guy,2009,0.97581
guy,2010,0.97027
guy,2011,0.96229
guy,2012,0.96393
hkg,1971,0.95611
hkg,1972,0.96466
hkg,1973,0.96678
hkg,1974,0.96559
hkg,1975,0.96726
hkg,1976,0.97862
hkg,1977,0.97785
hkg,1978,0.98208
hkg,1979,0.98518
hkg,1980,0.98205
hkg,1981,0.97898
hkg,1982,0.99327
hkg,1983,0.9966
hkg,1984,0.99622
hkg,1985,0.9955
hkg,1986,0.99269
hkg,1987,0.98558
hkg,1988,0.99253
hkg,1995,1.01387
hkg,1996,0.99927
hkg,1998,0.99852
hkg,2012,1.00234
hkg,2013,1.00252
hkg,2014,1.00891
hkg,2015,1.01762
hkg,2016,1.03004
hkg,2017,1.04121
hkg,2018,1.04478
hkg,2019,1.04911
hkg,2020,1.0424
hnd,1970,1.00288
hnd,1971,0.9901
hnd,1972,0.99737
hnd,1973,0.99866
hnd,1974,1.00898
hnd,1975,0.97597
hnd,1976,0.99742
hnd,1977,1.00179
hnd,1978,0.99563
hnd,1979,0.99887
hnd,1980,0.99825
hnd,1981,0.98872
hnd,1982,0.98932
hnd,1983,0.99994
hnd,1984,1.00351
hnd,1985,1.00309
hnd,1986,1.02039
hnd,1988,1.0025
hnd,1990,1.00763
hnd,1991,1.01216
hnd,1992,1.01003
hnd,1993,1.00631
hnd,1994,1.00634
hnd,1995,1.00719
hnd,1996,1.02178
hnd,1997,1.01946
hnd,1998,1.04263
hnd,1999,1.01816
hnd,2000,1.01557
hnd,2003,0.99086
hnd,2004,0.99554
hnd,2005,0.9992
hnd,2006,0.99814
hnd,2007,1.00219
hnd,2008,0.99961
hnd,2009,0.99947
hnd,2010,1.0005
hnd,2011,0.99804
hnd,2012,0.99627
hnd,2013,0.99137
hnd,2014,0.98524
hnd,2015,0.99439
hnd,2016,0.99548
hnd,2017,0.99938
hnd,2019,1.00072
hnd,2020,1.00749
hrv,1993,1.00504
hrv,1994,1.00165
hrv,1995,1.0032
hrv,1996,1.0007
hrv,1997,0.99741
hrv,1998,0.99585
hrv,1999,0.98969
hrv,2000,0.98991
hrv,2001,0.9901
hrv,2002,0.99156
hrv,2003,0.99435
hrv,2005,0.99946
hrv,2006,0.99689
hrv,2007,0.99947
hrv,2008,1.00192
hrv,2009,0.99899
hrv,2010,1.00075
hrv,2011,0.99694
hrv,2012,1.00045
hrv,2013,1.00303
hrv,2014,0.99586
hrv,2015,1
hrv,2016,1.0041
hrv,2017,1.00124
hrv,2018,1.0031
hrv,2019,1.00707
hti,1978,0.85196
hti,1979,0.85738
hti,1980,0.86073
hti,1981,0.86198
hti,1982,0.87248
hti,1983,0.8839
hti,1984,0.88692
hti,1985,0.87233
hti,1986,0.88883
hti,1987,0.94051
hti,1992,0.9518
hti,1993,0.94686
hti,1994,0.94634
hti,1995,0.94554
hti,1996,0.94463
hti,1997,0.94757
hti,1998,0.97103
hun,1971,0.97937
hun,1972,0.98838
hun,1973,0.99214
hun,1974,0.99443
hun,1975,1.00154
hun,1976,1.00105
hun,1977,1.00533
hun,1978,1.00202
hun,1979,1.00288
hun,1980,1.00105
hun,1981,1.00129
hun,1982,1.00168
hun,1983,1.00079
hun,1984,0.99972
hun,1985,1.00007
hun,1986,0.99671
hun,1987,0.99828
hun,1988,1.00058
hun,1989,0.99922
hun,1990,0.99453
hun,1991,0.9931
hun,1992,0.99146
hun,1994,0.98531
hun,1995,0.98565
hun,1996,0.98358
hun,1997,0.98111
hun,1998,0.98274
hun,1999,0.97975
hun,2000,0.98109
hun,2001,0.98155
hun,2002,0.98216
hun,2003,0.98451
hun,2004,0.98424
hun,2005,0.97959
hun,2006,0.98231
hun,2007,0.98222
hun,2008,0.98693
hun,2009,0.99149
hun,2010,0.99353
hun,2011,0.99531
hun,2012,0.99455
hun,2013,0.99224
hun,2014,0.99306
hun,2015,0.9968
hun,2016,0.99754
hun,2017,0.99419
hun,2018,0.99296
hun,2019,0.98658
idn,1970,0.86147
idn,1971,0.84103
idn,1972,0.84463
idn,1973,0.82957
idn,1974,0.80998
idn,1975,0.85709
idn,1976,0.88113
idn,1977,0.88027
idn,1978,0.87928
idn,1981,0.87692
idn,1982,0.90057
idn,1983,0.94407
idn,1984,0.94834
idn,1985,0.95211
idn,1986,0.94349
idn,1987,0.95315
idn,1988,0.95253
idn,1989,0.96672
idn,1990,0.96894
idn,1991,0.98406
idn,1992,0.99272
idn,1993,0.97564
idn,1994,0.97074
idn,1995,0.96579
idn,1996,0.96487
idn,1997,0.96436
idn,1998,0.94373
idn,1999,0.97114
idn,2000,0.97192
idn,2001,0.97702
idn,2002,0.97836
idn,2003,0.9823
idn,2004,0.98579
idn,2005,0.96932
idn,2006,0.96967
idn,2007,0.9636
idn,2008,0.98123
idn,2009,0.97775
idn,2010,1.03271
idn,2011,1.03633
idn,2012,0.9971
idn,2013,0.9966
idn,2014,0.9754
idn,2015,0.97193
idn,2016,0.96915
idn,2017,0.96869
idn,2018,0.96723
ind,1971,0.64253
ind,1972,0.64496
ind,1973,0.65334
ind,1974,0.65409
ind,1975,0.65614
ind,1976,0.66122
ind,1977,0.66342
ind,1978,0.65216
ind,1979,0.66486
ind,1980,0.66859
ind,1981,0.67563
ind,1982,0.67563
ind,1983,0.68411
ind,1984,0.68808
ind,1985,0.70442
ind,1986,0.72702
ind,1987,0.74154
ind,1988,0.74832
ind,1989,0.73394
ind,1990,0.74746
ind,1991,0.77237
ind,1992,0.7844
ind,1993,0.81624
ind,1994,0.82579
ind,1995,0.82758
ind,1996,0.83774
ind,1997,0.8461
ind,1998,0.8513
ind,1999,0.85348
ind,2000,0.85883
ind,2001,0.8684
ind,2002,0.88545
ind,2003,0.98615
ind,2007,0.993
ind,2008,1.01991
ind,2009,1.03223
ind,2010,1.02797
ind,2011,1.03525
ind,2012,1.03883
ind,2013,1.11811
ind,2014,1.11393
ind,2015,1.11618
ind,2016,1.16104
ind,2017,1.14725
ind,2019,1.01958
ind,2020,1.01941
irl,1971,1.00001
irl,1972,1.00005
irl,1973,1.00015
irl,1974,1.00125
irl,1975,1.00413
irl,1976,0.99928
irl,1977,0.99749
irl,1978,0.99983
irl,1979,0.99838
irl,1980,1.00259
irl,1981,1.00489
irl,1982,1.00434
irl,1983,1.00266
irl,1984,0.99967
irl,1985,1.00236
irl,1986,1.00532
irl,1987,1.00434
irl,1988,1.00324
irl,1989,1.00599
irl,1990,1.00999
irl,1991,1.00747
irl,1992,1.00223
irl,1993,0.99834
irl,1994,0.99807
irl,1995,0.99951
irl,1996,1.00062
irl,1997,0.99855
irl,1998,0.99517
irl,1999,0.99033
irl,2000,0.98691
irl,2001,0.99156
irl,2002,0.99526
irl,2003,0.99214
irl,2004,0.9919
irl,2005,0.99633
irl,2006,0.99479
irl,2007,0.99037
irl,2008,0.9952
irl,2009,0.99734
irl,2010,1.00083
irl,2011,0.99889
irl,2012,1.0001
irl,2013,0.99635
irl,2014,0.99573
irl,2015,0.996
irl,2016,0.99426
irl,2017,0.99693
irl,2018,0.99493
irl,2019,0.99901
irn,1971,0.58083
irn,1972,0.58343
irn,1973,0.58768
irn,1974,0.58621
irn,1975,0.6132
irn,1976,0.64401
irn,1977,0.66231
irn,1978,0.67827
irn,1982,0.71081
irn,1983,0.73505
irn,1984,0.77251
irn,1985,0.79563
irn,1986,0.81512
irn,1987,0.82297
irn,1988,0.84176
irn,1989,0.86023
irn,1990,0.8772
irn,1991,0.89166
irn,1992,0.90235
irn,1993,0.91262
irn,1994,0.92086
irn,1995,0.92234
irn,1996,0.92125
irn,1997,0.92658
irn,1998,0.92792
irn,1999,0.93744
irn,2000,0.94237
irn,2001,0.94431
irn,2002,0.94986
irn,2003,0.95483
irn,2004,0.95851
irn,2005,0.9661
irn,2006,0.96699
irn,2007,0.97288
irn,2008,0.97676
irn,2009,0.97644
irn,2010,0.97901
irn,2011,0.97903
irn,2012,0.97984
irn,2013,1.01442
irn,2014,1.05038
irn,2015,1.06232
irn,2016,1.06938
irn,2017,1.05748
irq,1971,0.42733
irq,1972,0.42339
irq,1973,0.436
irq,1974,0.45328
irq,1975,0.50308
irq,1976,0.52533
irq,1977,0.57914
irq,1978,0.62918
irq,1979,0.79846
irq,1980,0.86491
irq,1981,0.91166
irq,1982,0.93591
irq,1983,0.91539
irq,1984,0.88792
irq,1985,0.85922
irq,1986,0.85538
irq,1987,0.84985
irq,1988,0.86736
irq,1989,0.83398
irq,1991,0.84525
irq,1992,0.85892
irq,1993,0.85222
irq,1996,0.85736
irq,1999,0.82909
irq,2000,0.83071
irq,2003,0.8492
irq,2004,0.84313
irq,2007,0.84169
isl,1971,0.99694
isl,1972,0.99821
isl,1973,0.99781
isl,1974,1.00284
isl,1975,1.00379
isl,1976,0.99586
isl,1977,1.00363
isl,1983,1.00152
isl,1984,1.00085
isl,1986,1.00009
isl,1987,0.99534
isl,1988,0.9995
isl,1989,1.00447
isl,1993,0.99661
isl,1994,0.99973
isl,1995,0.99821
isl,1996,1.00904
isl,1997,1.00764
isl,1998,0.99321
isl,1999,0.97551
isl,2000,0.9777
isl,2001,0.98345
isl,2002,0.9841
isl,2003,0.9792
isl,2004,0.97691
isl,2005,0.97603
isl,2006,0.99145
isl,2007,1.00648
isl,2008,1.00684
isl,2009,1.00459
isl,2010,1.00654
isl,2011,1.00345
isl,2012,1.00409
isl,2013,0.99334
isl,2014,0.99037
isl,2015,0.99904
isl,2016,0.999
isl,2017,0.99995
isl,2018,0.99755
isl,2019,1.0043
isr,1973,1.02647
isr,1974,1.00394
isr,1975,1.00574
isr,1976,1.01137
isr,1977,1.01321
isr,1978,1.01433
isr,1979,1.01868
isr,1980,1.01623
isr,1983,1.0098
isr,1984,1.02266
isr,1985,1.0312
isr,1986,1.03072
isr,1987,1.02279
isr,1988,1.03657
isr,1989,1.01384
isr,1990,1.02946
isr,1991,1.03115
isr,1992,1.00987
isr,1993,1.00589
isr,1994,0.99996
isr,1999,0.98841
isr,2000,0.98963
isr,2001,0.99697
isr,2002,0.9967
isr,2003,0.99745
isr,2004,1.00171
isr,2005,1.00535
isr,2006,1.00868
isr,2007,1.00926
isr,2008,1.00689
isr,2009,1.00538
isr,2010,1.0044
isr,2011,1.00479
isr,2012,1.00476
isr,2013,1.00287
isr,2014,1.00386
isr,2015,1.00666
isr,2016,1.00916
isr,2017,1.00901
isr,2018,1.00878
isr,2019,1.01178
ita,1971,0.98526
ita,1972,0.98703
ita,1973,0.98943
ita,1974,0.98999
ita,1975,0.99112
ita,1976,0.993
ita,1977,0.99252
ita,1978,0.99247
ita,1979,0.99116
ita,1980,0.99393
ita,1981,0.99596
ita,1982,0.99788
ita,1983,0.99634
ita,1984,0.9973
ita,1985,0.99693
ita,1986,0.99608
ita,1987,0.99188
ita,1988,0.99575
ita,1989,0.99581
ita,1990,1.00105
ita,1991,0.99805
ita,1992,0.99875
ita,1993,1.028
ita,1994,1.03957
ita,1995,0.9856
ita,1996,0.98934
ita,1997,0.99607
ita,1998,0.98842
ita,1999,0.99302
ita,2000,0.99801
ita,2001,0.99128
ita,2002,0.97797
ita,2003,0.98873
ita,2004,0.99105
ita,2005,0.98647
ita,2006,0.9858
ita,2007,0.98745
ita,2008,0.9881
ita,2009,0.98857
ita,2010,0.99047
ita,2011,0.98856
ita,2012,0.99215
ita,2013,0.99517
ita,2014,0.99506
ita,2015,0.99571
ita,2016,1.00004
ita,2017,0.96999
ita,2018,0.96739
ita,2019,0.98112
jam,1971,1.01215
jam,1972,1.01254
jam,1973,1.00105
jam,1974,0.99895
jam,1975,1.0149
jam,1976,1.01819
jam,1977,1.01861
jam,1978,1.02221
jam,1979,1.02255
jam,1980,1.03249
jam,1981,1.019
jam,1983,1.02161
jam,1984,1.02319
jam,1985,1.01839
jam,1986,1.01779
jam,1987,0.98819
jam,1988,1.00274
jam,1989,1.00763
jam,1990,0.99996
jam,1991,1.00691
jam,1993,0.97513
jam,1999,1.00265
jam,2000,0.99756
jam,2001,0.99213
jam,2002,0.9981
jam,2003,1.00151
jam,2004,1.00326
jam,2005,0.99518
jam,2007,1.00449
jor,1971,0.85011
jor,1972,0.86459
jor,1973,0.88359
jor,1974,0.89764
jor,1975,0.91194
jor,1976,0.9291
jor,1977,0.94567
jor,1978,0.95907
jor,1979,0.97925
jor,1980,0.99864
jor,1981,1.01124
jor,1982,1.01085
jor,1983,1.02569
jor,1984,1.02557
jor,1985,1.05236
jor,1986,1.00541
jor,1987,1.01232
jor,1988,1.03546
jor,1989,1.00692
jor,1990,1.00182
jor,1991,1.00593
jor,1992,1.01441
jor,1993,1.01203
jor,1994,1.01336
jor,1995,1.00557
jor,1996,1.01404
jor,1998,1.00779
jor,1999,1.01206
jor,2000,1.01052
jor,2002,1.00638
jor,2003,1.00956
jor,2004,1.01001
jor,2005,1.01042
jor,2006,1.02341
jor,2007,1.01992
jor,2008,1.00379
jor,2010,0.98085
jor,2011,0.97741
jor,2012,0.96983
jor,2013,0.97897
jor,2014,0.98928
jor,2016,0.98421
jor,2017,0.98168
jor,2018,0.98193
jor,2019,0.98335
jor,2020,0.98724
jpn,1971,1.00593
jpn,1972,1.00592
jpn,1973,1.00561
jpn,1974,1.00413
jpn,1975,1.00312
jpn,1976,1.00102
jpn,1977,0.99971
jpn,1978,0.99856
jpn,1979,0.99792
jpn,1980,0.99874
jpn,1981,0.99925
jpn,1982,1.00039
jpn,1983,1.0013
jpn,1984,1.00175
jpn,1985,1.00228
jpn,1986,1.00243
jpn,1987,1.00256
jpn,1988,1.00282
jpn,1989,1.00302
jpn,1990,1.00367
jpn,1991,1.00447
jpn,1992,1.00534
jpn,1993,1.00575
jpn,1994,1.00483
jpn,1995,1.00471
jpn,1996,1.00629
jpn,1997,1.00603
jpn,1998,1.00429
jpn,1999,1.00404
jpn,2016,1.00399
jpn,2017,1.0037
jpn,2018,1.00233
kaz,1990,1.06467
kaz,1991,1.06274
kaz,1992,1.07151
kaz,1993,1.07202
kaz,1994,1.02024
kaz,1995,1.01096
kaz,1996,1.00488
kaz,1997,1.00574
kaz,1998,1.01205
kaz,1999,0.99633
kaz,2000,1.00353
kaz,2001,0.99379
kaz,2002,0.99515
kaz,2003,0.99985
kaz,2004,1.00028
kaz,2005,0.99937
kaz,2006,0.99909
kaz,2007,0.99647
kaz,2008,0.99699
kaz,2009,0.99973
kaz,2010,1.00522
kaz,2011,1.00549
kaz,2012,1.00473
kaz,2013,1.0028
kaz,2014,1.00078
kaz,2015,1.00178
kaz,2016,1.00264
kaz,2017,1.0166
kaz,2018,1.0172
kaz,2019,1.01801
kaz,2020,0.99783
ken,1970,0.73417
ken,1971,0.75754
ken,1972,0.77115
ken,1973,0.7919
ken,1974,0.83068
ken,1975,0.86059
ken,1976,0.87842
ken,1977,0.88774
ken,1978,0.8943
ken,1979,0.9079
ken,1980,0.92199
ken,1981,0.93378
ken,1982,0.94112
ken,1983,0.94122
ken,1984,0.95022
ken,1985,0.95666
ken,1986,0.95272
ken,1987,0.95542
ken,1988,0.96558
ken,1989,0.96275
ken,1990,0.96588
ken,1991,0.97071
ken,1992,0.97046
ken,1993,0.97784
ken,1994,0.98433
ken,1995,0.98163
ken,1998,0.97726
ken,1999,0.96769
ken,2000,0.98157
ken,2001,0.97583
ken,2002,0.94503
ken,2003,0.94821
ken,2004,0.93969
ken,2005,0.95671
ken,2006,0.96952
ken,2007,0.9835
ken,2008,0.97824
ken,2009,0.97793
ken,2012,1.00825
ken,2014,1.00738
ken,2015,0.99947
ken,2016,1.0037
kgz,1981,0.98772
kgz,1986,1.0055
kgz,1989,1.0652
kgz,1990,1.02624
kgz,1992,1.01863
kgz,1993,1.01393
kgz,1994,1.0233
kgz,1995,1.01495
kgz,1996,0.97623
kgz,1997,0.95875
kgz,1998,0.94842
kgz,1999,0.99166
kgz,2000,0.98663
kgz,2001,0.98022
kgz,2002,0.98209
kgz,2003,0.98926
kgz,2004,0.9933
kgz,2005,0.98413
kgz,2006,0.98507
kgz,2007,0.98899
kgz,2008,0.99226
kgz,2009,0.99766
kgz,2010,0.99217
kgz,2011,0.99109
kgz,2012,0.98744
kgz,2013,0.9886
kgz,2014,0.99054
kgz,2015,0.99271
kgz,2016,0.98987
kgz,2017,0.99209
kgz,2018,0.99348
kgz,2019,0.98777
kgz,2020,0.99635
khm,1971,0.74243
khm,1972,0.68912
khm,1973,0.70814
khm,1986,0.80887
khm,1987,0.77014
khm,1988,0.77258
khm,1989,0.78214
khm,1994,0.83168
khm,1995,0.81543
khm,1997,0.83043
khm,1998,0.84206
khm,1999,0.86914
khm,2000,0.87756
khm,2001,0.89498
khm,2002,0.90261
khm,2003,0.91117
khm,2004,0.92027
khm,2005,0.92912
khm,2006,0.93395
khm,2007,0.93313
khm,2008,0.93794
khm,2009,0.93488
khm,2010,0.94355
khm,2011,0.93286
khm,2012,0.93234
khm,2013,0.90988
khm,2014,0.94616
khm,2015,0.99283
khm,2016,0.97469
khm,2017,0.97582
khm,2018,0.976
khm,2019,0.97389
khm,2020,0.96987
kir,1971,0.96538
kir,1972,0.99877
kir,1973,0.96014
kir,1977,0.97111
kir,1978,0.96978
kir,1979,0.98977
kir,1980,0.97796
kir,1981,0.99415
kir,1982,1.00079
kir,1983,1.00304
kir,1984,1.00674
kir,1985,1.00437
kir,1986,1.01368
kir,1987,1.00279
kir,1988,1.00974
kir,1989,1.04303
kir,1990,1.01631
kir,1991,0.99778
kir,1992,1.00014
kir,1993,1.01108
kir,1994,1.01389
kir,1995,1.0251
kir,1996,1.03496
kir,1997,1.02651
kir,1998,1.03218
kir,1999,1.02876
kir,2000,0.99149
kir,2001,1.04816
kir,2002,1.02523
kir,2003,0.99929
kir,2004,1.03622
kir,2005,1.01446
kir,2006,0.98903
kir,2007,1.02643
kir,2008,1.04723
kir,2009,1.05537
kir,2014,1.01567
kir,2015,1.02041
kir,2016,1.02322
kir,2017,1.07131
kir,2020,1.05683
kna,1976,0.93777
kna,1977,0.92642
kna,1978,0.93837
kna,1979,0.96137
kna,1980,0.97393
kna,1981,0.95097
kna,1982,0.73737
kna,1984,0.97628
kna,1985,0.86113
kna,1986,0.73327
kna,1987,0.99073
kna,1988,0.97411
kna,1989,0.97635
kna,1990,0.94749
kna,1991,0.99592
kna,1992,0.9744
kna,1993,0.99238
kna,1994,1.00257
kna,1995,1.03465
kna,1998,1.0124
kna,2000,1.07302
kna,2001,1.12427
kna,2002,1.07834
kna,2003,1.03402
kna,2004,1.04247
kna,2005,0.99196
kna,2007,0.94024
kna,2008,0.94884
kna,2009,0.95369
kna,2010,0.94906
kna,2011,0.98126
kna,2012,0.98385
kna,2013,1.00784
kna,2014,0.99587
kna,2015,0.99322
kna,2016,0.97018
kor,1971,0.96802
kor,1972,0.97383
kor,1973,0.97836
kor,1974,0.98405
kor,1975,0.98899
kor,1976,0.99247
kor,1977,0.99695
kor,1978,0.99907
kor,1979,1.00329
kor,1980,1.00557
kor,1981,1.00578
kor,1982,1.0076
kor,1983,1.00732
kor,1984,1.00672
kor,1985,1.00761
kor,1986,1.0064
kor,1987,1.00504
kor,1988,1.00291
kor,1989,1.0028
kor,1990,1.00423
kor,1991,1.00524
