geo,time,se_enr_prim_fm_zs
arm,2017,1.00321
arm,2018,0.99961
arm,2019,1.00534
arm,2020,1.01115
asm,1982,0.98175
asm,1983,0.97023
asm,1984,0.93386
asm,1985,0.94018
asm,1986,0.9488
asm,1987,0.98081
asm,1988,1.01577
asm,1989,1.01789
asm,1990,1.02306
asm,1991,1.02778
asm,1992,1.01761
atg,1971,0.9271
atg,1974,1.24355
atg,1975,0.96006
atg,1976,0.93951
atg,1977,1.02327
atg,1978,0.9079
atg,1979,0.96688
atg,1984,0.85854
atg,1992,0.95223
atg,2007,0.96462
atg,2008,0.94677
atg,2009,0.95038
atg,2010,0.91542
atg,2011,0.92814
atg,2012,0.95211
atg,2014,0.94992
atg,2015,0.96619
atg,2017,0.98406
atg,2018,0.99208
aus,1971,0.9965
aus,1972,0.998
aus,1973,0.99961
aus,1974,1.00063
aus,1975,0.99449
aus,1976,0.99155
aus,1977,0.99156
aus,1978,0.99081
aus,1979,0.99021
aus,1980,0.98907
aus,1981,0.98687
aus,1982,0.98766
aus,1983,0.98603
aus,1984,0.98479
aus,1985,0.99253
aus,1986,0.99472
aus,1987,0.99663
aus,1988,0.99913
aus,1989,0.99896
aus,1990,0.99717
aus,1991,0.99602
aus,1992,0.99618
aus,1993,0.99556
aus,1994,0.99604
aus,1995,0.99566
aus,1996,0.99885
aus,1997,1.00308
aus,1998,1.00973
aus,1999,1.01723
aus,2000,1.0223
aus,2001,1.02444
aus,2002,1.02336
aus,2003,1.02265
aus,2004,1.02003
aus,2005,1.01584
aus,2006,1.01273
aus,2007,1.00897
aus,2008,1.00641
aus,2009,1.00233
aus,2010,0.99824
aus,2011,0.99726
aus,2012,0.99603
aus,2013,0.99708
aus,2014,0.9975
aus,2015,1.00029
aus,2016,0.99978
aus,2017,0.9999
aus,2018,0.99891
aus,2019,0.99921
aut,1971,0.98864
aut,1972,0.9917
aut,1973,0.99448
aut,1974,0.99823
aut,1975,0.99398
aut,1976,0.99284
aut,1977,0.99375
aut,1978,0.99273
aut,1979,0.99408
aut,1980,0.99413
aut,1981,0.9939
aut,1982,0.99223
aut,1983,0.994
aut,1984,0.99401
aut,1985,0.99442
aut,1986,0.98168
aut,1987,0.9858
aut,1988,0.985
aut,1989,0.98972
aut,1990,0.99623
aut,1991,0.99775
aut,1992,0.99437
aut,1993,0.99499
aut,1994,0.99406
aut,1995,0.99108
aut,1996,0.99296
aut,1997,0.99156
aut,1998,0.99147
aut,1999,0.99092
aut,2000,0.98971
aut,2001,0.98974
aut,2002,0.99033
aut,2003,0.99418
aut,2004,1.00155
aut,2005,0.99847
aut,2006,0.99173
aut,2007,0.98766
aut,2008,0.98344
aut,2009,0.98889
aut,2010,0.98708
aut,2011,0.99052
aut,2012,0.99167
aut,2013,0.98905
aut,2014,0.99359
aut,2015,0.99097
aut,2016,0.99492
aut,2017,0.99727
aut,2018,0.99488
aut,2019,0.99331
aze,1991,0.98801
aze,1992,0.99582
aze,1993,0.9797
aze,1994,0.95586
aze,1995,1.12443
aze,1996,1.08429
aze,1997,0.97886
aze,1998,0.98155
aze,1999,1.00063
aze,2000,0.98161
aze,2001,0.98392
aze,2002,0.97565
aze,2003,0.94349
aze,2004,0.96352
aze,2005,0.94511
aze,2006,0.93628
aze,2007,0.99688
aze,2008,0.99469
aze,2009,0.98923
aze,2010,0.98953
aze,2011,0.98052
aze,2012,0.97977
aze,2013,0.96903
aze,2014,0.99002
aze,2015,0.98318
aze,2016,0.99011
aze,2017,1.01633
aze,2018,1.00546
aze,2019,1.03081
aze,2020,1.04425
bdi,1971,0.48402
bdi,1972,0.49804
bdi,1973,0.55856
bdi,1974,0.58606
bdi,1975,0.59588
bdi,1976,0.61866
bdi,1977,0.63154
bdi,1978,0.6283
bdi,1979,0.64271
bdi,1980,0.64157
bdi,1981,0.64303
bdi,1982,0.61355
bdi,1983,0.63013
bdi,1984,0.65112
bdi,1985,0.67655
bdi,1986,0.70315
bdi,1987,0.73348
bdi,1988,0.77751
bdi,1989,0.79404
bdi,1990,0.80117
bdi,1991,0.83657
bdi,1992,0.81709
bdi,1993,0.81912
bdi,1995,0.80143
bdi,1996,0.84996
bdi,1997,0.8429
bdi,1998,0.81513
bdi,1999,0.7892
bdi,2000,0.79697
bdi,2001,0.79395
bdi,2002,0.78026
bdi,2003,0.80166
bdi,2004,0.8295
bdi,2005,0.85579
bdi,2006,0.90849
bdi,2007,0.9286
bdi,2008,0.95012
bdi,2009,0.9678
bdi,2010,0.98866
bdi,2011,1.00663
bdi,2012,1.01582
bdi,2013,1.01945
bdi,2014,1.0328
bdi,2015,1.02956
bdi,2016,1.02292
bdi,2017,1.01499
bdi,2018,1.0125
bdi,2019,1.01483
bdi,2021,1.01317
bel,1971,0.98892
bel,1972,0.98862
bel,1973,1.01055
bel,1974,0.99891
bel,1975,0.99641
bel,1976,0.99664
bel,1977,0.99361
bel,1978,0.99359
bel,1979,0.99942
bel,1980,0.9955
bel,1981,0.99639
bel,1982,0.9978
bel,1983,1.00586
bel,1984,1.00948
bel,1985,1.01079
bel,1986,1.01015
bel,1987,1.01541
bel,1988,1.01729
bel,1989,1.01795
bel,1990,1.0182
bel,1991,1.02364
bel,1992,1.02017
bel,1993,0.99701
bel,1994,0.99467
bel,1995,0.9938
bel,1996,0.99439
bel,1999,0.99215
bel,2000,0.99449
bel,2001,0.99377
bel,2002,0.99316
bel,2003,0.99139
bel,2004,0.99646
bel,2005,0.99554
bel,2006,0.99422
bel,2007,0.99693
bel,2008,0.99767
bel,2009,0.99673
bel,2010,0.99766
bel,2011,0.99797
bel,2012,0.99586
bel,2013,1.0013
bel,2014,0.99971
bel,2015,0.9983
bel,2016,0.99886
bel,2017,1.00099
bel,2018,1.00478
bel,2019,1.01092
ben,1971,0.44579
ben,1972,0.45423
ben,1973,0.45711
ben,1974,0.44845
ben,1975,0.44124
ben,1976,0.46013
ben,1977,0.45332
ben,1978,0.46933
ben,1979,0.47169
ben,1980,0.5094
ben,1981,0.47378
ben,1982,0.47814
ben,1983,0.48386
ben,1984,0.49783
ben,1985,0.50014
ben,1986,0.50619
ben,1987,0.50896
ben,1988,0.51173
ben,1989,0.51443
ben,1990,0.5173
ben,1991,0.50343
ben,1992,0.51141
ben,1993,0.52291
ben,1994,0.55059
ben,1995,0.56582
ben,1996,0.58364
ben,1997,0.60421
ben,1998,0.63479
ben,1999,0.65987
ben,2000,0.68566
ben,2001,0.69733
ben,2002,0.71845
ben,2003,0.7369
ben,2004,0.76641
ben,2005,0.79121
ben,2006,0.8197
ben,2008,0.8584
ben,2009,0.87602
ben,2010,0.89164
ben,2011,0.8949
ben,2012,0.90724
ben,2013,0.91521
ben,2014,0.92427
ben,2015,0.93024
ben,2016,0.93627
ben,2017,0.93503
ben,2018,0.93733
ben,2019,0.92968
ben,2020,0.9255
bfa,1971,0.58918
bfa,1972,0.60231
bfa,1973,0.60632
bfa,1974,0.61107
bfa,1975,0.61536
bfa,1976,0.60532
bfa,1977,0.59962
bfa,1978,0.59865
bfa,1979,0.60063
bfa,1980,0.60548
bfa,1981,0.60141
bfa,1982,0.59972
bfa,1983,0.60007
bfa,1984,0.59793
bfa,1985,0.5987
bfa,1986,0.60222
bfa,1987,0.60338
bfa,1988,0.60984
bfa,1989,0.62096
bfa,1990,0.63109
bfa,1991,0.64262
bfa,1992,0.65185
bfa,1993,0.65419
bfa,1994,0.65853
bfa,1995,0.66271
bfa,1996,0.66549
bfa,1998,0.6852
bfa,1999,0.69964
bfa,2000,0.71093
bfa,2001,0.72465
bfa,2002,0.73992
bfa,2003,0.75086
bfa,2004,0.78485
bfa,2005,0.80131
bfa,2006,0.81823
bfa,2007,0.83899
bfa,2008,0.86633
bfa,2009,0.8865
bfa,2010,0.91012
bfa,2011,0.92762
bfa,2012,0.94733
bfa,2013,0.96726
bfa,2014,0.97429
bfa,2015,0.97444
bfa,2016,0.97828
bfa,2017,0.9849
bfa,2018,0.9835
bfa,2019,0.99476
bfa,2020,1.0092
bgd,1970,0.49026
bgd,1971,0.48609
bgd,1972,0.55147
bgd,1973,0.55177
bgd,1974,0.51497
bgd,1975,0.53723
bgd,1976,0.54343
bgd,1977,0.60843
bgd,1978,0.60662
bgd,1979,0.6052
bgd,1980,0.60471
bgd,1981,0.69485
bgd,1982,0.70741
bgd,1983,0.6054
bgd,1984,0.69685
bgd,1985,0.69203
bgd,1986,0.69104
bgd,1987,0.69185
bgd,1988,0.80566
bgd,1989,0.81181
bgd,1990,0.84442
bgd,2005,1.0455
bgd,2006,1.0559
bgd,2007,1.07234
bgd,2008,1.0619
bgd,2009,1.04786
bgd,2010,1.06251
bgd,2017,1.07176
bgd,2018,1.07471
bgd,2020,1.09302
bgr,1971,0.98612
bgr,1972,0.99022
bgr,1973,0.99204
bgr,1974,0.99203
bgr,1975,0.9898
bgr,1976,0.99452
bgr,1977,0.99834
bgr,1978,0.99778
bgr,1979,0.99817
bgr,1980,0.99319
bgr,1981,0.99602
bgr,1982,1.00005
bgr,1983,0.9996
bgr,1984,0.99898
bgr,1985,0.99723
bgr,1986,0.9961
bgr,1987,0.99213
bgr,1988,0.9919
bgr,1989,0.98579
bgr,1990,0.98154
bgr,1991,0.97947
bgr,1992,0.97769
bgr,1993,0.98044
bgr,1994,0.99839
bgr,1995,0.98717
bgr,1996,0.97912
bgr,1997,0.97536
bgr,1998,0.97218
bgr,1999,0.97103
bgr,2000,0.97253
bgr,2001,0.97465
bgr,2002,0.982
bgr,2003,0.98454
bgr,2004,0.98711
bgr,2005,0.98957
bgr,2006,0.9862
bgr,2007,0.98793
bgr,2008,0.99498
bgr,2009,0.99867
bgr,2010,0.99688
bgr,2011,0.99513
bgr,2012,0.99165
bgr,2013,0.99136
bgr,2014,0.99253
bgr,2015,0.98992
bgr,2016,0.98943
bgr,2017,0.99389
bgr,2018,0.99441
bgr,2019,0.99293
bhr,1971,0.7221
bhr,1972,0.73042
bhr,1973,0.73806
bhr,1974,0.74074
bhr,1975,0.75242
bhr,1976,0.76809
bhr,1977,0.79068
bhr,1978,0.81099
bhr,1979,0.83955
bhr,1980,0.85977
bhr,1981,0.88831
bhr,1982,0.87555
bhr,1983,0.94477
bhr,1984,0.95782
bhr,1985,0.99781
bhr,1986,1.01406
bhr,1987,1.02292
bhr,1988,1.01843
bhr,1989,1.01314
bhr,1990,1.0329
bhr,1991,1.01271
bhr,1992,1.01234
bhr,1993,1.01986
bhr,1994,1.02148
bhr,1995,1.01042
bhr,1996,0.99511
bhr,1997,0.98263
bhr,1998,0.98847
bhr,1999,0.99227
bhr,2000,1.01558
bhr,2001,1.0385
bhr,2002,1.02419
bhr,2003,1.03139
bhr,2004,1.03624
bhr,2005,1.03589
bhr,2006,1.05136
bhr,2011,1.01779
bhr,2012,1.00892
bhr,2013,1.01669
bhr,2014,1.01229
bhr,2015,1.00991
bhr,2016,1.02083
bhr,2017,0.9958
bhr,2018,0.98787
bhr,2019,0.99417
bhs,1976,1.02329
bhs,1977,1.03701
bhs,1978,1.05418
bhs,1979,1.05902
bhs,1980,1.05766
bhs,1982,1.04697
bhs,1983,1.01911
bhs,1985,1.00896
bhs,1986,1.01386
bhs,1992,1.00697
bhs,1993,1.01957
bhs,1995,1.00382
bhs,1996,1.03943
bhs,1997,1.00533
bhs,1998,0.99767
bhs,1999,0.96742
bhs,2002,0.9939
bhs,2004,0.97672
bhs,2005,0.96967
bhs,2006,0.96893
blr,1993,0.99121
blr,1994,0.98531
blr,1995,0.96228
blr,1996,0.96026
blr,1997,0.95657
blr,1998,0.95978
blr,1999,0.98615
blr,2000,0.9884
blr,2001,0.98832
blr,2002,0.98592
blr,2003,0.9877
blr,2004,0.96809
blr,2005,0.9671
blr,2006,0.97912
blr,2007,0.98488
blr,2008,0.99501
blr,2009,0.99329
blr,2010,0.99795
blr,2011,0.99883
blr,2012,1.00062
blr,2013,1.00191
blr,2014,1.00314
blr,2015,1.00156
blr,2016,1.00284
blr,2017,0.99448
blr,2018,0.99773
blz,1971,0.96647
blz,1974,0.96415
blz,1976,1.02156
blz,1977,0.9996
blz,1986,0.94199
blz,1987,0.94958
blz,1991,0.95533
blz,1992,0.95408
blz,1993,0.9511
blz,1994,0.95157
blz,1995,0.95729
blz,1996,0.95417
blz,1997,0.95649
blz,1999,0.96072
blz,2000,0.95134
blz,2001,0.95923
blz,2002,0.96313
blz,2003,0.9729
blz,2004,0.96894
blz,2005,0.95709
blz,2006,0.96587
blz,2007,0.9792
blz,2008,0.96127
blz,2009,0.96268
blz,2010,0.96103
blz,2011,0.95712
blz,2012,0.96648
blz,2013,0.956
blz,2014,0.95336
blz,2015,0.95398
blz,2016,0.95204
blz,2017,0.95157
blz,2018,0.9492
blz,2019,0.96679
blz,2020,0.95485
bmu,1971,1.0241
bmu,1972,1.09055
bmu,1973,0.95814
bmu,1974,0.96434
bmu,1975,0.9384
bmu,1976,0.94854
bmu,1977,0.95046
bmu,1978,0.96578
bmu,1979,0.96093
bmu,1980,0.95673
bmu,1981,0.96239
bmu,1982,0.96966
bmu,1983,0.98337
bmu,1984,1.02118
bmu,1985,1.01284
bmu,1995,0.99482
bmu,1997,0.9974
bmu,2001,1.0142
bmu,2002,1.04147
bmu,2003,1.03671
bmu,2004,1.06508
bmu,2005,1.05171
bmu,2006,1.079
bmu,2011,0.98386
bmu,2012,0.96771
bmu,2013,0.97206
bmu,2014,0.96997
bmu,2015,0.98176
bol,1970,0.70856
bol,1971,0.77925
bol,1973,0.81276
bol,1974,0.82918
bol,1975,0.84358
bol,1976,0.85408
bol,1977,0.86855
bol,1978,0.88346
bol,1979,0.88545
bol,1980,0.91712
bol,1981,0.88839
bol,1983,0.91284
bol,1984,0.9372
bol,1986,0.93192
bol,1987,0.92795
bol,1989,0.93681
bol,1990,0.9424
bol,1991,0.9464
bol,1992,0.9505
bol,1993,0.9653
bol,1994,0.96917
bol,1995,0.97056
bol,1996,0.9724
bol,1997,0.97418
bol,1998,0.98018
bol,1999,0.98546
bol,2000,0.98581
bol,2001,0.9882
bol,2002,0.99025
bol,2003,0.99711
bol,2004,1.0001
bol,2005,1.00123
bol,2006,1.00108
bol,2007,0.99974
bol,2008,0.99527
bol,2009,0.98978
bol,2010,0.99433
bol,2011,0.99223
bol,2012,0.98645
bol,2013,0.9787
bol,2014,0.97691
bol,2015,0.97968
bol,2016,0.98378
bol,2017,0.98696
bol,2018,0.99004
bol,2019,0.99427
bra,1999,0.96969
bra,2001,0.93779
bra,2002,0.93116
bra,2003,0.94458
bra,2004,0.95235
bra,2005,0.94133
bra,2007,0.95121
bra,2008,0.93202
bra,2009,0.95701
bra,2011,0.92699
bra,2012,0.95405
bra,2013,0.95884
bra,2014,0.95739
bra,2015,0.95942
bra,2016,0.97422
bra,2017,0.96612
bra,2018,0.97373
bra,2019,0.95527
brb,1971,0.97301
brb,1972,0.99723
brb,1973,1.0116
brb,1974,0.84273
brb,1975,0.92169
brb,1976,0.99845
brb,1977,0.9776
brb,1978,0.97181
brb,1979,0.97401
brb,1980,0.98712
brb,1981,0.9978
brb,1982,0.96881
brb,1983,0.94179
brb,1984,0.99796
brb,1985,0.95952
brb,1989,1.00813
brb,1990,0.99258
brb,1992,1.0015
brb,1999,0.98344
brb,2000,0.98113
brb,2001,0.98826
brb,2002,0.99076
brb,2003,0.97968
brb,2004,0.98028
brb,2005,0.99619
brb,2006,0.98029
brb,2007,1.00663
brb,2008,1.00134
brb,2009,1.00674
brb,2010,1.01582
brb,2011,1.00073
brb,2014,1.00442
brb,2015,0.99302
brb,2016,0.99771
brb,2017,0.96503
brb,2018,0.96328
brb,2019,0.95805
brb,2020,0.96988
brn,1970,0.9704
brn,1971,0.94671
brn,1972,0.94886
brn,1973,0.94642
brn,1974,0.94583
brn,1975,0.9451
brn,1976,0.94389
brn,1977,0.95565
brn,1978,0.95506
brn,1979,0.96032
brn,1980,0.95122
brn,1981,0.96959
brn,1982,0.9822
brn,1983,0.97573
brn,1984,0.96826
brn,1986,0.97786
brn,1987,0.95546
brn,1988,0.97204
brn,1989,0.9592
brn,1991,0.94472
brn,1992,0.95535
brn,1993,0.96848
brn,1994,0.96325
brn,1995,0.94975
brn,1996,0.95356
brn,1997,0.94313
brn,1998,0.93676
brn,1999,0.92992
brn,2000,0.94806
brn,2001,0.9545
brn,2002,0.96468
brn,2003,0.97537
brn,2004,0.96641
brn,2005,0.96151
brn,2006,0.95318
brn,2007,0.95694
brn,2008,0.97226
brn,2009,0.98634
brn,2010,0.99564
brn,2011,0.99404
brn,2012,0.99112
brn,2013,0.99665
brn,2014,1.00076
brn,2015,0.99665
brn,2016,0.99899
brn,2017,1.00009
brn,2018,1.00833
brn,2019,1.00842
brn,2020,1.00384
btn,1970,0.05401
btn,1971,0.2437
btn,1972,0.21982
btn,1974,0.31543
btn,1976,0.3741
btn,1977,0.38992
btn,1978,0.39128
btn,1979,0.41902
btn,1982,0.47062
btn,1983,0.48839
btn,1984,0.50427
btn,1985,0.53226
btn,1986,0.54819
btn,1988,0.60447
btn,1991,0.59847
btn,1992,0.74709
btn,1993,0.75924
btn,1994,0.77509
btn,1995,0.78395
btn,1996,0.80033
btn,1997,0.82018
btn,1998,0.83699
btn,1999,0.85595
btn,2000,0.87698
btn,2001,0.8977
btn,2002,0.91541
btn,2003,0.94491
btn,2004,0.97217
btn,2005,0.97482
btn,2006,0.98848
btn,2007,0.9932
btn,2008,1.01129
btn,2009,1.01815
btn,2010,1.02275
btn,2011,1.01408
btn,2012,1.01488
btn,2013,1.00978
btn,2014,1.01405
btn,2015,1.01085
btn,2016,1.00472
btn,2017,0.99865
btn,2018,1.00166
btn,2020,1.01541
bwa,1970,1.127
bwa,1971,1.14125
bwa,1972,1.16193
bwa,1973,1.1952
bwa,1974,1.21044
bwa,1975,1.22786
bwa,1976,1.22684
bwa,1977,1.22161
bwa,1978,1.22216
bwa,1979,1.21707
bwa,1980,1.20091
bwa,1981,1.16814
bwa,1982,1.14385
bwa,1983,1.14765
bwa,1984,1.12887
bwa,1985,1.11351
bwa,1986,1.07966
bwa,1987,1.06973
bwa,1988,1.06643
bwa,1989,1.05978
bwa,1990,1.06732
bwa,1991,1.06187
bwa,1992,1.05306
bwa,1993,1.03662
bwa,1994,1.02879
bwa,1995,1.0191
bwa,1996,1.01128
bwa,1997,1.00847
bwa,1998,0.99823
bwa,1999,1.00297
bwa,2000,1.00173
bwa,2001,1.00071
bwa,2002,0.99314
bwa,2003,0.99313
bwa,2004,0.98532
bwa,2005,0.98725
bwa,2006,0.98117
bwa,2007,0.97671
bwa,2008,0.97875
bwa,2009,0.97105
bwa,2012,0.98179
bwa,2013,0.97483
bwa,2014,0.97034
bwa,2015,0.97776
caf,1971,0.4796
caf,1972,0.48761
caf,1973,0.49932
caf,1974,0.52168
caf,1975,0.50863
caf,1976,0.55371
caf,1977,0.54249
caf,1978,0.53766
caf,1979,0.54927
caf,1980,0.58382
caf,1981,0.57427
caf,1982,0.56998
caf,1983,0.53495
caf,1984,0.56552
caf,1985,0.5647
caf,1986,0.63658
caf,1987,0.61756
caf,1988,0.61441
caf,1989,0.61917
caf,1990,0.63538
caf,1991,0.65559
caf,1992,0.67339
caf,2001,0.69592
caf,2002,0.68091
caf,2003,0.69814
caf,2004,0.6746
caf,2005,0.70054
caf,2006,0.70057
caf,2007,0.7108
caf,2008,0.71952
caf,2009,0.72351
caf,2010,0.72568
caf,2011,0.74024
caf,2012,0.75847
caf,2016,0.7801
can,1971,0.98948
can,1972,0.99244
can,1973,0.99135
can,1974,0.99359
can,1975,0.98775
can,1976,0.99919
can,1977,0.9975
can,1978,0.99857
can,1979,0.99935
can,1980,0.99999
can,1981,1.00171
can,1982,0.98459
can,1983,0.97563
can,1984,0.97393
can,1985,0.97588
can,1986,0.97796
can,1987,0.98055
can,1988,0.98112
can,1989,0.96935
can,1990,0.99215
can,1991,0.9843
can,1992,0.98522
can,1993,0.98629
can,1994,0.9853
can,1995,0.98635
can,1996,0.98591
can,1998,0.99909
can,1999,1.00141
can,2000,1.00156
can,2004,0.99097
can,2005,0.99149
can,2006,0.9927
can,2007,0.99517
can,2008,0.99816
can,2009,1.0015
can,2010,1.00521
can,2011,1.00714
can,2012,1.01077
can,2013,1.01116
can,2014,1.01199
can,2015,1.00807
can,2016,1.00086
can,2017,0.99759
can,2018,0.99566
can,2019,0.99429
che,1973,1.01191
che,1974,1.01011
che,1975,1.0139
che,1976,1.01522
che,1977,1.0137
che,1978,1.01138
che,1979,1.00966
che,1980,1.00911
che,1981,1.00985
che,1982,1.00843
che,1983,1.01272
che,1984,1.01562
che,1985,1.01343
che,1986,1.01159
che,1987,1.01475
che,1988,1.01298
che,1989,1.01077
che,1990,1.0104
che,1991,1.01008
che,1992,1.0145
che,1993,0.99432
che,1994,0.99772
che,1995,0.99729
che,1996,0.99852
che,1998,0.99593
che,1999,0.99483
che,2000,0.9983
che,2001,1.00123
che,2002,1.00172
che,2003,1.00194
che,2004,0.99722
che,2005,0.99697
che,2006,0.99582
che,2007,0.99556
che,2008,0.99494
che,2009,0.99533
che,2010,0.99543
che,2011,0.99509
che,2012,0.9976
che,2013,0.99811
che,2014,1.00075
che,2015,0.99718
che,2016,0.99312
che,2017,0.99324
che,2018,0.99394
che,2019,0.99512
chl,1970,0.99435
chl,1971,0.98685
chl,1972,0.98256
chl,1973,0.98399
chl,1974,0.9776
chl,1975,0.97443
chl,1976,0.97719
chl,1977,0.97439
chl,1978,0.97192
chl,1979,0.96887
chl,1980,0.96688
chl,1981,0.96829
chl,1982,0.95642
chl,1983,0.96373
chl,1984,0.96147
chl,1985,0.96268
chl,1986,0.96163
chl,1989,0.97665
chl,1990,0.97894
chl,1991,0.97867
chl,1992,0.9746
chl,1993,0.97774
chl,1996,0.97078
chl,1997,0.97302
chl,1998,0.97182
chl,1999,0.97233
chl,2000,0.97608
chl,2002,0.97623
chl,2003,0.97506
chl,2004,0.9543
chl,2005,0.95562
chl,2006,0.95534
chl,2007,0.9509
chl,2008,0.94849
chl,2009,0.95176
chl,2010,0.97152
chl,2011,0.9683
chl,2012,0.96834
chl,2013,0.96874
chl,2014,0.96944
chl,2015,0.97015
chl,2016,0.97082
chl,2017,0.97158
chl,2018,0.97127
chl,2019,0.9719
chn,1974,0.72504
chn,1975,0.81674
chn,1976,0.86461
chn,1977,0.87092
chn,1978,0.86635
chn,1979,0.85181
chn,1980,0.85178
chn,1981,0.84516
chn,1982,0.82881
chn,1983,0.82138
chn,1984,0.82546
chn,1985,0.82843
chn,1986,0.86127
chn,1987,0.87372
chn,1988,0.88136
chn,1989,0.88975
chn,1990,0.89991
chn,1991,0.91136
chn,1992,0.9223
chn,1993,0.9271
chn,1994,0.9364
chn,1995,0.94695
chn,1996,0.95738
chn,1997,0.96696
chn,1998,0.97475
chn,2001,0.99138
chn,2006,0.99198
