geo,time,ne_gdi_stkb_cn
btn,2020,-3450226.64061
bwa,1965,-3300000
bwa,1966,-500000
bwa,1967,1250000
bwa,1968,4700000
bwa,1969,7650000
bwa,1970,7450000
bwa,1971,4050000
bwa,1972,6000000
bwa,1973,14300000
bwa,1974,31100000
bwa,1975,40150000
bwa,1976,28600000
bwa,1977,30250000
bwa,1978,36950000
bwa,1979,38400000
bwa,1980,45650000
bwa,1981,68550000
bwa,1982,57350000
bwa,1983,27750000
bwa,1984,50150000
bwa,1985,3500000
bwa,1986,-23000000
bwa,1987,-396850000
bwa,1988,-308150000
bwa,1989,290200000
bwa,1990,353400000
bwa,1991,154550000
bwa,1992,76000000
bwa,1993,184800000
bwa,1994,11500000
bwa,1995,20000000
bwa,1996,69300000
bwa,1997,-388800000
bwa,1998,1988800000
bwa,1999,-267300000
bwa,2000,1301900000
bwa,2001,1272900000
bwa,2002,936600000
bwa,2003,790909700
bwa,2004,1475342200
bwa,2005,17418800
bwa,2006,1555263000
bwa,2007,-817233500
bwa,2008,4104087300
bwa,2009,-5949111200
bwa,2010,3854185300
bwa,2011,3578456700
bwa,2012,2038265500
bwa,2013,-5117236700
bwa,2014,-253200000
bwa,2015,2842500000
bwa,2016,-4030700000
bwa,2017,-622300000
bwa,2018,1278700000
bwa,2019,1345500000
bwa,2020,8734700000
caf,1977,-100000000
caf,1978,2500000000
caf,1979,-2100000000
caf,1980,100000000
caf,1981,1300000000
caf,1982,700000000
caf,1983,3400000000
caf,1984,500000000
caf,1985,11595000000
caf,1986,-331000000
caf,1987,-810000000
caf,1988,2490000000
caf,1989,5092000000
caf,1990,3512000000
caf,1991,1831000000
caf,1992,996000000
caf,1993,2603000000
caf,1994,-1082000000
caf,1995,5930000000
caf,1996,2985000000
caf,1997,12269000000
caf,1998,15767000000
caf,1999,0
caf,2000,0
caf,2001,0
caf,2002,0
caf,2003,0
caf,2004,0
caf,2005,0
caf,2006,0
caf,2007,0
caf,2008,934300
caf,2009,2746000000
caf,2010,7499000000
caf,2011,3390000000
caf,2012,825000000
caf,2013,9737000000
caf,2014,7811000000
caf,2015,12358000000
caf,2016,17151000000
caf,2017,16404000000
caf,2018,10944000000
can,1970,252606000
can,1971,389434000
can,1972,822021000
can,1973,1964008000
can,1974,3780663000
can,1975,1439852000
can,1976,2453432000
can,1977,1961903000
can,1978,1002002000
can,1979,5045796000
can,1980,-714663000
can,1981,1022000000
can,1982,-10264000000
can,1983,-3380000000
can,1984,3701000000
can,1985,4138000000
can,1986,3393000000
can,1987,1825000000
can,1988,5502000000
can,1989,4356000000
can,1990,-2784000000
can,1991,-6473000000
can,1992,-7241000000
can,1993,-1353000000
can,1994,961000000
can,1995,8590000000
can,1996,1040000000
can,1997,8327000000
can,1998,4611000000
can,1999,4976000000
can,2000,11226000000
can,2001,-5498000000
can,2002,-2810000000
can,2003,5698000000
can,2004,6793000000
can,2005,11294000000
can,2006,10636000000
can,2007,8975000000
can,2008,10000000000
can,2009,-5460000000
can,2010,346000000
can,2011,11371000000
can,2012,6822000000
can,2013,13705000000
can,2014,9603000000
can,2015,-577000000
can,2016,-228000000
can,2017,18284000000
can,2018,14283000000
can,2019,16284000000
can,2020,-22187000000
che,1970,5571619000
che,1971,4187596000
che,1972,2941595000
che,1973,3001009000
che,1974,6648773000
che,1975,-2400304000
che,1976,-73671000
che,1977,-366555000
che,1978,201738000
che,1979,4037676000
che,1980,7478140000
che,1981,1372826000
che,1982,4411172000
che,1983,3963122000
che,1984,-1467356000
che,1985,-436531000
che,1986,3309832000
che,1987,1229582000
che,1988,-955261000
che,1989,-342131000
che,1990,7544243000
che,1991,882570000
che,1992,2819381000
che,1993,4629996000
che,1994,6633369000
che,1995,5859105000
che,1996,8715630000
che,1997,2013867000
che,1998,2939222000
che,1999,-431805000
che,2000,-957185000
che,2001,4410252000
che,2002,-3798954000
che,2003,-2330417000
che,2004,-13703924000
che,2005,-295162000
che,2006,4696389000
che,2007,-2692591000
che,2008,3785273000
che,2009,18403220000
che,2010,4242619000
che,2011,19802749000
che,2012,2519323000
che,2013,-5148664000
che,2014,728894000
che,2015,-3746720000
che,2016,-4412187000
che,2017,-5901070000
che,2018,-5490747000
che,2019,-1518687000
che,2020,18472985000
chl,1960,-32860.72685
chl,1961,9525.42267
chl,1962,-163417.89064
chl,1963,-111071.58868
chl,1964,-156142.46763
chl,1965,44017.94468
chl,1966,584623.21537
chl,1967,662435.04865
chl,1968,775969.62866
chl,1969,588097.5496
chl,1970,1472244.19054
chl,1971,-100390.42046
chl,1972,-2213336.70375
chl,1973,-59021509.1462
chl,1974,403647034.31251
chl,1975,-1716280574.8226
chl,1976,-651027172.05141
chl,1977,3306100812.43405
chl,1978,15826545486.2285
chl,1979,23517878737.1446
chl,1980,49562867947.5811
chl,1981,49125775707.0462
chl,1982,-38806260495.791
chl,1983,-21294610657.6754
chl,1984,71214813223.3044
chl,1985,9590697489.18109
chl,1986,63609592642.6858
chl,1987,138053199617.58801
chl,1988,157254009791.69699
chl,1989,125714829750.625
chl,1990,198841214415.37897
chl,1991,346027248200
chl,1992,230425139800
chl,1993,315394468900
chl,1994,196329895700
chl,1995,559392464200
chl,1996,290801773653.80798
chl,1997,40669890504.9609
chl,1998,163538281630.41199
chl,1999,-187598789928.07999
chl,2000,457481996924.85797
chl,2001,330309958218.453
chl,2002,474354332775.04797
chl,2003,-85317994077.52649
chl,2004,-296323799868.46002
chl,2005,-215108385451.36801
chl,2006,786936710094.703
chl,2007,110093896004.77499
chl,2008,1194881931937.43994
chl,2009,-1356350996506.31006
chl,2010,1767600880449.36011
chl,2011,1858232947594.22949
chl,2012,2044982627523.16968
chl,2013,1132300714686.91992
chl,2014,-908302686687.04004
chl,2015,16651076076.9952
chl,2016,-887129462617.78003
chl,2017,428647399401.59698
chl,2018,1367283035348.40991
chl,2019,159696228807.41699
chl,2020,-2153247492575.83008
chn,1960,10200000000
chn,1961,4700000000
chn,1962,300000000
chn,1963,5000000000
chn,1964,6000000000
chn,1965,11200000000
chn,1966,16300000000
chn,1967,10200000000
chn,1968,13200000000
chn,1969,7900000000
chn,1970,19900000000
chn,1971,21600000000
chn,1972,16900000000
chn,1973,23900000000
chn,1974,18800000000
chn,1975,18200000000
chn,1976,12500000000
chn,1977,18700000000
chn,1978,30400000000
chn,1979,32580000000
chn,1980,27730000000
chn,1981,28090000000
chn,1982,20100000000
chn,1983,22570000000
chn,1984,36810000000
chn,1985,78550000000
chn,1986,70220000000
chn,1987,82330000000
chn,1988,121830000000
chn,1989,199330000000
chn,1990,191920000000
chn,1991,209770000000
chn,1992,237260000000
chn,1993,220850000000
chn,1994,272840000000
chn,1995,398510000000
chn,1996,423680000000
chn,1997,360300000000
chn,1998,164520000000
chn,1999,142420000000
chn,2000,99840000000
chn,2001,231490000000
chn,2002,133290000000
chn,2003,187230000000
chn,2004,375070000000
chn,2005,172395951500
chn,2006,260001807000
chn,2007,699463987200
chn,2008,1024088424600
chn,2009,538343094800
chn,2010,1082575440900
chn,2011,1365627280400
chn,2012,1063928939700
