geo,time,se_sec_prog_zs
per,2013,94.46829
per,2014,95.45288
per,2015,94.94114
per,2016,93.79209
per,2017,95.42862
phl,1989,93.98576
phl,1997,97.23791
phl,1998,97.23895
phl,2001,98.2624
phl,2002,97.9413
phl,2003,96.9874
phl,2004,92.28413
phl,2005,98.75541
phl,2006,98.05318
phl,2007,99.06034
phl,2008,98.89234
phl,2014,97.44923
phl,2015,96.58693
phl,2016,96.59469
plw,2003,100
plw,2013,96.81275
png,1997,67.59955
pol,1971,97.23924
pol,1972,97.18699
pol,1973,97.15886
pol,1974,97.65859
pol,1975,97.91825
pol,1976,97.82523
pol,1977,97.841
pol,1978,97.96882
pol,1979,98.06853
pol,1980,98.19455
pol,1981,98.20873
pol,1982,98.02982
pol,1983,97.51693
pol,1984,97.37717
pol,1985,97.37005
pol,1986,97.34402
pol,1987,97.34035
pol,1988,97.20866
pol,1989,97.27358
pol,1990,97.90317
pol,1991,98.33156
pol,1992,100
pol,1993,99.19963
pol,1994,96.28323
pol,1995,99.18489
pol,1996,100
pol,1997,97.37488
pol,1998,100
pol,2000,100
pol,2001,100
pol,2002,100
pol,2003,100
pol,2004,100
pol,2005,100
pol,2006,100
pol,2008,99.36142
pol,2009,99.0431
pol,2010,99.18259
pol,2012,99.29776
pol,2013,99.37275
pol,2014,99.46747
pol,2015,99.52425
pol,2016,99.7691
pri,2014,98.02233
prt,1971,39.40083
prt,1972,42.86945
prt,1973,43.65473
prt,1974,47.41356
prt,1975,96.90765
pry,1998,91.12815
pry,1999,95.08576
pry,2000,92.8425
pry,2001,91.73631
pry,2002,92.12732
pry,2003,91.59757
pry,2004,90.23344
pry,2006,88.3729
pry,2007,89.2943
pry,2008,90.13311
pry,2009,91.99547
pry,2010,92.9802
pry,2011,94.45507
pse,1995,99.88153
pse,1996,99.79141
pse,1999,99.42451
pse,2000,99.34017
pse,2001,99.22699
pse,2002,99.07388
pse,2003,99.83095
pse,2004,99.23959
pse,2006,99.37141
pse,2007,99.7401
pse,2008,97.10919
pse,2009,96.80733
pse,2010,97.24531
pse,2011,98.30376
pse,2012,97.92226
pse,2013,99.44818
pse,2014,98.6471
pse,2015,99.24897
pse,2016,98.80546
pse,2017,96.97746
qat,1971,99.52929
qat,1972,95.56155
qat,1973,93.78151
qat,1974,97.22851
qat,1975,97.59911
qat,1976,98.02051
qat,1977,96.07473
qat,1978,97.35543
qat,1979,97.52322
qat,1980,97.93563
qat,1981,98.79506
qat,1983,97.3391
qat,1984,96.2953
qat,1985,96.34601
qat,1986,94.10134
qat,1987,99.17198
qat,1988,92.89809
qat,1989,94.69812
qat,1990,98.83108
qat,1991,93.51331
qat,1992,98.58288
qat,1993,99.0631
qat,1994,99.86644
qat,1995,99.5874
qat,2004,98.35276
qat,2005,98.58697
qat,2006,98.84928
qat,2007,99.89457
qat,2008,99.61347
qat,2010,99.97413
qat,2012,99.70019
qat,2013,99.76481
qat,2014,99.50335
qat,2015,99.56406
qat,2016,98.91265
rou,1992,98.23417
rou,1995,100
rou,1996,99.95667
rou,1998,99.80867
rou,2000,99.4588
rou,2001,99.56066
rou,2002,99.75925
rou,2003,99.81499
rou,2004,99.65256
rou,2005,99.5879
rou,2008,99.42999
rou,2009,99.40521
rou,2010,99.53225
rou,2011,99.34321
rou,2015,99.51149
rou,2016,99.54848
rus,1999,100
rus,2000,99.31133
rus,2007,100
rus,2008,100
rus,2011,100
rus,2012,100
rus,2013,99.81765
rus,2014,99.91786
rus,2015,99.94258
rwa,1971,10.84038
rwa,1972,9.59112
rwa,1973,9.52452
rwa,1974,8.764
rwa,1976,9.10033
rwa,1977,8.31542
rwa,1985,85.50021
rwa,1986,88.19866
rwa,1987,87.7594
rwa,1988,86.56504
rwa,1989,83.27683
rwa,1990,82.74675
rwa,1991,85.24013
rwa,2011,79.30249
rwa,2012,74.93462
rwa,2013,71.82618
rwa,2014,68.46453
rwa,2015,72.02583
rwa,2016,82.41147
rwa,2017,72.66696
sau,2007,94.78998
sau,2011,96.75693
sau,2012,99.30406
sau,2013,96.33579
sau,2014,89.02329
sau,2015,87.21418
sau,2016,92.12202
sau,2017,97.98066
sdn,2009,96.33962
sdn,2012,95.85305
sdn,2013,94.40323
sdn,2014,94.25343
sdn,2015,91.53889
sdn,2016,91.99148
sen,1971,49.29171
sen,1972,43.68417
sen,1978,48.3842
sen,1979,43.85841
sen,1980,43.90983
sen,1981,45.1589
sen,1982,50.6562
sen,1983,44.84355
sen,1985,43.88154
sen,1987,43.06095
sen,1988,61.01131
sen,1989,38.83293
sen,1991,39.32476
sen,1995,44.35938
sen,1996,42.49706
sen,1998,45.4149
sen,1999,48.46687
sen,2000,55.19343
sen,2001,52.98599
sen,2002,55.54905
sen,2003,64.21406
sen,2004,64.52595
sen,2005,64.55285
sen,2006,78.60543
sen,2007,75.03041
sen,2008,71.83438
sen,2009,79.33007
sen,2010,94.65878
sen,2011,92.87098
sen,2012,91.96131
sen,2013,90.8836
sen,2014,89.99562
sen,2015,76.50846
sen,2016,72.97542
sgp,1974,81.57742
sgp,1975,81.72563
sgp,1976,81.99693
sgp,1977,84.89981
sgp,1978,88.28842
sgp,1980,90.78674
sgp,1981,94.84491
sgp,1982,71.88182
sgp,1983,81.45953
sgp,2007,92.93049
sgp,2008,90.82964
sgp,2016,99.1262
slb,1979,36.81334
slb,2010,89.98465
slb,2011,89.0653
slb,2016,91.22712
slb,2017,88.21561
sle,1977,83.164
sle,2011,79.28874
sle,2012,87.96094
sle,2015,91.50891
sle,2016,87.52877
sle,2017,90.46347
slv,1970,65.44442
slv,1971,84.10668
slv,1972,91.73632
slv,1973,90.15529
slv,1974,90.14626
slv,1975,93.05203
slv,1976,92.43701
slv,1980,72.09559
slv,1981,98.54705
slv,1982,97.44082
slv,1983,94.98822
slv,1987,88.82871
slv,1988,84.83953
slv,1991,87.13503
slv,1992,88.78509
slv,1995,91.37012
slv,2000,93.21457
slv,2001,95.8275
slv,2002,97.18036
slv,2005,95.23519
slv,2006,95.00958
slv,2007,95.18307
slv,2008,97.28871
slv,2009,98.31111
slv,2010,96.3211
slv,2011,95.82026
slv,2012,93.7283
slv,2013,93.1424
slv,2014,93.43319
slv,2015,92.59129
slv,2016,92.08977
slv,2017,95.17199
smr,1971,100
smr,1972,100
smr,1984,100
smr,1985,100
smr,1993,100
smr,2008,96.62162
smr,2009,99.73372
smr,2010,98.8024
smr,2011,98.91513
srb,2006,99.57318
srb,2007,99.78594
srb,2008,99.36095
srb,2009,98.41647
srb,2010,99.94697
srb,2011,99.73607
srb,2012,99.6566
srb,2013,99.87403
srb,2014,99.49816
srb,2015,99.57918
srb,2016,99.54766
srb,2017,99.69101
stp,2002,72.37488
stp,2003,77.71998
stp,2004,78.60178
stp,2007,75.84523
stp,2008,75.35655
stp,2009,72.69253
stp,2010,97.22378
stp,2012,83.53778
stp,2013,92.95337
stp,2016,96.98227
sur,1975,84.48523
sur,1976,92.94665
sur,1977,85.62092
sur,1981,48.91947
sur,1982,36.42408
sur,1983,32.30119
sur,1984,46.89138
sur,2006,54.99937
sur,2007,67.84825
sur,2008,56.4177
sur,2009,69.6735
sur,2010,69.9588
sur,2011,72.60321
sur,2012,73.24068
sur,2013,70.03521
sur,2014,69.72656
sur,2015,68.38689
sur,2016,62.48889
sur,2017,66.37433
svk,1992,96.89272
svk,1993,99.83807
svk,1996,99.471
svk,1997,99.47071
svk,1998,99.965
svk,2000,99.48793
svk,2001,99.69184
svk,2002,99.70759
svk,2003,99.69411
svk,2004,99.96172
svk,2005,99.49205
svk,2006,99.3411
svk,2007,99.38949
svk,2008,99.38879
svk,2009,99.40186
svk,2010,99.28592
svk,2011,99.25003
svk,2012,99.24747
svk,2013,99.19979
svk,2014,99.07942
svk,2016,99.10713
svn,1993,99.89577
svn,1994,100
svn,1995,99.31104
svn,1998,99.79768
svn,1999,97.17497
svn,2000,99.6348
svn,2001,99.79431
svn,2002,99.80084
svn,2008,99.43431
svn,2009,99.42064
svn,2010,99.98133
svn,2011,99.83864
svn,2012,99.73209
svn,2013,99.72762
svn,2014,99.89622
svn,2015,99.25425
svn,2016,99.96649
swe,1999,99.98515
swe,2000,99.92361
swe,2001,99.95147
swe,2003,99.84374
swe,2005,99.94926
swe,2006,99.90685
swe,2007,99.91093
swe,2008,99.78064
swe,2009,99.7581
swe,2010,99.84619
swe,2011,99.84748
swe,2012,99.93412
swe,2013,99.98999
swe,2014,99.92545
swe,2015,99.63702
swe,2016,99.57036
swz,1970,68.13008
swz,1971,76.2602
swz,1972,80.47179
swz,1973,76.51304
swz,1974,75.03048
swz,1975,74.51531
swz,1976,76.61508
swz,1977,78.13831
swz,1978,81.95281
swz,1979,81.59789
swz,1980,82.64622
swz,1981,81.08947
swz,1982,81.25567
swz,1983,80.10441
swz,1984,78.73398
swz,1985,78.7234
swz,1986,80.97601
swz,1987,80.50378
swz,1988,88.0968
swz,1989,84.99589
swz,1990,85.66641
swz,1991,97.61279
swz,1992,91.43362
swz,1993,89.70364
swz,1994,87.60549
swz,1995,85.95999
swz,1997,86.64122
swz,1998,90.73234
swz,1999,84.16009
swz,2000,83.88379
swz,2001,85.3327
swz,2002,84.81059
swz,2003,95.57184
swz,2004,95.30149
swz,2005,95.54989
swz,2009,97.72549
swz,2010,96.18043
swz,2011,96.4987
swz,2012,99.01421
swz,2013,97.76733
swz,2014,99.35177
swz,2015,98.61942
swz,2016,98.051
syc,1970,89.45148
syc,1971,83.62445
syc,1973,87.04631
syc,1976,96.09375
syc,1977,97.92191
syc,1979,96.14929
syc,1980,98.16962
syc,1981,98.42623
syc,1982,98.05195
syc,1983,98.95612
syc,1984,98.8569
syc,1985,98.75573
syc,1986,97.02748
syc,1987,99.02913
syc,1988,99.10096
syc,1991,99.06706
syc,1992,96.79757
syc,1993,95.88802
syc,1997,99.26454
syc,1998,98.59548
syc,1999,99.00974
syc,2000,98.79975
syc,2001,99.03788
syc,2002,99.74716
syc,2003,94.87492
syc,2004,99.89235
syc,2007,99.82053
syc,2008,98.24789
syc,2009,98.03784
syc,2010,96.62069
syc,2012,94.96481
syc,2013,99.72669
syc,2014,99.1434
syc,2015,97.35437
syc,2016,98.50746
syc,2017,97.36477
syr,1971,89.09305
syr,1972,88.30669
syr,1973,86.94351
syr,1974,85.61045
syr,1976,83.52576
syr,1977,82.60611
syr,1978,82.66617
syr,1979,80.89056
syr,1980,81.76459
syr,1981,82.62925
syr,1982,83.63551
syr,1983,84.32155
syr,1984,84.34925
syr,1985,83.44308
syr,1986,80.739
syr,1987,78.00734
syr,1988,76.14332
syr,1989,74.83412
syr,1990,72.9429
syr,1991,72.00284
syr,1992,67.96068
syr,1993,68.90938
syr,1998,71.70455
syr,1999,71.18434
syr,2000,73.48891
syr,2001,75.00706
syr,2002,97.00685
syr,2003,97.82214
syr,2004,98.46182
syr,2005,98.57143
syr,2006,98.35326
syr,2007,98.64779
syr,2008,97.67975
syr,2009,97.91369
syr,2010,98.5093
syr,2011,97.86927
syr,2012,57.25702
tca,1999,67.10098
tca,2000,88.63535
tca,2001,82.00514
tca,2003,93.9454
tca,2004,92.26804
tcd,1987,81.57069
tcd,1988,75.10201
tcd,1989,82.03032
tcd,1990,65.14173
tcd,1994,67.69621
tcd,1995,74.04939
tcd,1998,71.38233
tcd,1999,66.15309
tcd,2000,75.69024
tcd,2001,77.19625
tcd,2002,83.54827
tcd,2003,65.92323
tcd,2004,66.62
tcd,2005,69.75378
tcd,2009,91.37392
tcd,2010,95.50707
tcd,2011,87.23396
tcd,2012,95.01196
tcd,2015,73.98987
tgo,1971,56.26909
tgo,1978,92.69874
tgo,1979,81.27504
tgo,1980,76.90664
tgo,1981,64.10311
tgo,1982,60.28116
tgo,1983,49.96714
tgo,1984,50.82283
tgo,1985,67.26542
tgo,1986,65.63369
tgo,1987,76.2323
tgo,1988,62.44097
tgo,1989,78.62492
tgo,1990,71.46838
tgo,1991,66.5057
tgo,1994,81.85041
tgo,1995,69.91989
tgo,1999,79.18047
tgo,2000,81.93582
tgo,2002,77.12861
tgo,2003,78.88684
tgo,2004,79.81583
tgo,2005,79.60653
tgo,2007,78.11162
tgo,2009,84.60005
tgo,2010,91.13909
tgo,2012,84.29279
tgo,2013,80.04843
tgo,2014,85.3212
tgo,2016,83.24571
tgo,2017,81.99249
tha,1974,84.38013
tha,1975,82.23412
tha,1976,78.44143
tha,1977,76.5491
tha,2017,98.49383
tjk,1998,97.12019
tjk,1999,97.55176
tjk,2000,97.38769
tjk,2001,98.87515
tjk,2002,98.55883
tjk,2003,98.22453
tjk,2004,97.87571
tjk,2005,98.30874
tjk,2006,98.14936
tjk,2007,98.71911
tjk,2008,98.57096
tjk,2009,98.7782
tjk,2010,98.68454
tjk,2011,98.91449
tjk,2013,99.02707
tjk,2014,99.26875
tjk,2015,99.42044
tjk,2016,99.49038
tls,2008,89.64614
tls,2009,89.64786
tls,2010,94.80944
tls,2011,90.3567
tls,2012,89.45188
tls,2013,91.38187
tls,2014,94.32108
tls,2015,93.65149
tls,2016,91.5801
tls,2017,93.20697
ton,1981,88.58472
ton,1984,93.31487
ton,2005,93.92426
tto,1984,87.78347
tto,1987,83.82259
tto,1992,74.05215
tto,1995,75.27929
tto,1996,74.72923
tto,1999,92.20547
tto,2000,97.41302
tto,2003,99.13664
tto,2004,95.76923
tto,2007,97.54873
tto,2008,94.33301
tto,2009,94.20178
tun,1972,22.93229
tun,1973,29.162
tun,1975,29.36771
tun,1976,32.54993
tun,1977,25.65156
tun,1978,27.05868
tun,1979,44.92702
tun,1980,42.02825
tun,1981,41.23492
tun,1982,45.66451
tun,1983,57.30797
tun,1984,57.12342
tun,1985,58.80774
tun,1986,51.40525
tun,1987,54.65026
tun,1989,69.25751
tun,1990,69.6617
tun,1991,72.29171
tun,1992,80.79309
tun,1993,80.42874
tun,1994,81.63078
tun,1995,81.70237
tun,1996,84.47883
tun,1998,88.63443
tun,1999,90.39238
tun,2000,91.91946
tun,2001,95.85032
tun,2002,95.48761
tun,2003,95.09123
tun,2004,95.2101
tun,2007,94.07924
tun,2008,94.44247
tun,2009,99.06694
tun,2012,92.7557
tun,2013,97.57406
tun,2014,88.88649
tun,2016,97.70665
tur,1985,47.74145
tur,1986,47.1335
tur,1987,49.27783
tur,1988,49.37723
tur,1989,48.42589
tur,1990,51.384
tur,1991,55.18855
tur,2003,97.6358
tur,2004,97.7238
tur,2005,98.39454
tur,2006,98.91177
tur,2007,98.52117
tur,2008,98.2226
tur,2010,98.9076
tur,2011,99.04387
tur,2012,90.80526
tur,2014,99.52882
tur,2015,99.656
tuv,2001,69.29461
tuv,2014,99.50753
tuv,2015,93.66516
tza,2000,19.76799
tza,2001,20.37649
tza,2003,27.98752
tza,2004,33.19144
tza,2008,47.56103
tza,2012,56.30544
tza,2017,70.98982
uga,1975,14.11966
uga,2000,43.94104
uga,2001,46.30221
uga,2002,43.24397
uga,2003,40.49151
uga,2004,41.69406
uga,2006,64.49324
uga,2007,66.4301
uga,2008,63.42877
uga,2009,49.61741
uga,2010,62.33976
uga,2011,63.62904
uga,2012,64.42043
uga,2013,62.4557
uga,2014,53.87652
uga,2016,58.95045
ukr,1971,100
ukr,1972,100
ukr,1973,99.98721
ukr,1976,99.88617
ukr,1977,99.95622
ukr,1978,100
ukr,1979,100
ukr,1981,99.23713
ukr,1982,99.86138
ukr,1983,99.98581
ukr,1984,99.97193
ukr,1990,89.23159
ukr,1991,89.97937
ukr,1992,99.57918
ukr,1993,98.81346
ukr,1998,99.88622
ukr,1999,99.78149
ukr,2001,99.41237
ukr,2005,99.71131
ukr,2006,99.76071
ukr,2007,99.61712
ukr,2008,99.76908
ukr,2009,99.7318
ukr,2010,99.8667
ukr,2011,99.74708
ukr,2012,99.81542
ukr,2013,99.92229
ukr,2014,88.52337
ukr,2015,98.77655
ukr,2016,99.6023
ukr,2017,99.70087
ury,1997,75.56576
ury,1999,87.34071
ury,2000,81.46546
ury,2001,83.55271
ury,2002,83.43322
ury,2003,82.49444
ury,2004,82.0382
ury,2005,82.87763
ury,2006,78.52602
ury,2007,88.41726
ury,2008,82.26391
ury,2009,81.28521
usa,2016,99.2321
uzb,2000,98.55804
uzb,2001,99.59754
uzb,2002,99.42679
uzb,2003,99.41528
uzb,2004,99.58556
uzb,2005,99.79149
uzb,2006,99.80826
uzb,2007,99.93766
uzb,2008,99.48352
uzb,2009,99.40207
uzb,2010,99.03309
uzb,2011,99.42512
uzb,2012,99.29054
uzb,2013,99.50942
uzb,2014,99.45412
uzb,2015,99.49726
uzb,2016,99.42321
uzb,2017,99.70878
vct,2003,81.41935
vct,2007,98.22478
vct,2010,95.37254
vct,2012,99.95432
vct,2013,99.38653
vct,2014,99.18592
vct,2015,97.22201
vct,2016,94.60166
vct,2017,95.1108
ven,1971,65.03874
ven,1972,84.88422
ven,1973,84.67485
ven,1974,83.24083
ven,1975,83.24815
ven,1976,83.78816
ven,1977,87.81731
ven,1978,87.4347
ven,1979,89.51624
ven,1980,88.26172
ven,1981,88.18925
ven,1982,88.58644
ven,1983,90.70498
ven,1984,91.20241
ven,1985,90.45998
ven,1986,92.14671
ven,1987,90.3465
ven,1988,93.12945
ven,1989,92.74429
ven,1990,94.22045
ven,1991,94.11048
ven,1992,92.28219
ven,1996,91.20571
ven,1999,96.09651
ven,2000,98.70896
ven,2001,98.80335
ven,2002,98.32584
ven,2003,98.98654
ven,2004,99.79924
ven,2005,99.58137
ven,2006,99.24663
ven,2007,95.96714
ven,2008,97.81162
ven,2009,97.80642
ven,2010,99.51086
ven,2011,98.76286
ven,2012,99.47765
ven,2013,99.58563
ven,2014,98.5652
ven,2015,97.81687
ven,2016,98.55073
vgb,2012,93.68116
vgb,2013,95.15821
vgb,2014,99.12587
vgb,2015,98.24314
vnm,1978,88.43933
vnm,1999,93.37007
vnm,2000,93.42328
vnm,2001,94.79913
vnm,2010,100
vnm,2011,100
vnm,2012,93.35375
vnm,2013,87.10918
vnm,2014,94.01834
vnm,2015,99.7947
vut,1993,38.07713
vut,1997,47.64585
vut,1999,53.48893
vut,2000,44.92989
vut,2009,89.43801
wsm,1994,98.39455
wsm,1995,95.9159
wsm,1996,98.0281
wsm,1997,94.88263
wsm,1998,92.28774
wsm,1999,93.19072
wsm,2000,97.76628
wsm,2001,98.7281
wsm,2002,97.46523
wsm,2003,97.45061
wsm,2004,98.31461
wsm,2005,97.67157
wsm,2006,98.19913
wsm,2009,99.86283
wsm,2010,94.45022
wsm,2011,97.64681
wsm,2014,99.2273
wsm,2015,98.41721
wsm,2016,96.79687
wsm,2017,96.19274
yem,2004,87.11285
yem,2012,90.45711
zaf,1990,98.76602
zaf,1998,99.87741
zaf,1999,97.37864
zaf,2001,97.78103
zaf,2002,98.37826
zaf,2003,94.8553
zaf,2014,97.29797
zaf,2015,95.76823
zmb,1975,24.16869
zmb,1976,23.22877
zmb,1977,22.57337
zmb,1978,21.77948
zmb,1979,23.21189
zmb,1980,21.54938
zmb,1982,24.17166
zmb,1983,25.73802
zmb,1999,49.92843
zmb,2001,65.11178
zmb,2004,64.57898
zmb,2005,61.65147
zmb,2006,66.56822
zmb,2007,78.99056
zmb,2008,74.52405
zmb,2009,73.50618
zmb,2010,60.58099
zmb,2012,63.91598
zwe,1983,83.02142
zwe,1999,74.60003
zwe,2012,77.89565
