geo,time,se_sec_prog_zs
ben,1978,58.55776
ben,1979,66.74226
ben,1980,81.15874
ben,1982,69.68835
ben,1983,55.33372
ben,1984,57.8077
ben,1985,48.52877
ben,1986,59.74196
ben,1989,34.52405
ben,2000,98.96941
ben,2002,78.07313
ben,2010,78.34911
ben,2012,88.69957
ben,2013,85.46746
ben,2014,87.56778
ben,2015,83.75624
bfa,1971,22.4144
bfa,1972,25.17993
bfa,1973,28.73452
bfa,1974,28.02999
bfa,1975,26.27079
bfa,1976,30.00909
bfa,1978,30.5562
bfa,1979,31.66153
bfa,1980,33.76022
bfa,1981,36.32865
bfa,1982,35.46239
bfa,1983,39.37804
bfa,1987,55.60152
bfa,1988,58.66363
bfa,1989,59.55944
bfa,1990,56.42631
bfa,1991,53.32948
bfa,1992,41.73519
bfa,1993,42.23095
bfa,1998,64.84174
bfa,1999,60.5365
bfa,2000,61.95547
bfa,2002,61.23402
bfa,2004,66.83147
bfa,2005,65.40999
bfa,2006,66.92342
bfa,2007,73.62768
bfa,2008,73.18979
bfa,2009,74.85896
bfa,2011,72.07983
bfa,2012,68.19726
bfa,2013,68.74054
bfa,2014,76.55103
bfa,2015,77.55105
bfa,2016,76.05944
bfa,2017,80.10901
bgd,2010,94.51421
bgr,1971,98.93899
bgr,1972,99.20191
bgr,1973,99.22075
bgr,1974,99.36977
bgr,1975,99.40962
bgr,1976,98.81441
bgr,1977,99.31614
bgr,1978,97.86037
bgr,1979,98.86146
bgr,1980,99.04887
bgr,1981,98.68209
bgr,1982,98.73583
bgr,1983,98.50474
bgr,1984,98.56432
bgr,1985,98.94395
bgr,1986,99.79759
bgr,1987,98.71651
bgr,1988,99.28481
bgr,1989,93.54264
bgr,1990,98.30983
bgr,1991,98.27283
bgr,1992,96.68307
bgr,1993,95.30895
bgr,1994,98.59691
bgr,1995,99.41222
bgr,1996,97.66742
bgr,1998,98.5555
bgr,2000,99.33849
bgr,2001,98.28265
bgr,2002,98.22457
bgr,2003,98.29525
bgr,2004,98.33621
bgr,2005,98.32853
bgr,2006,97.72001
bgr,2007,97.31275
bgr,2008,97.91639
bgr,2009,98.80542
bgr,2010,98.66867
bgr,2011,99.05417
bgr,2012,99.29677
bgr,2013,99.60124
bgr,2014,99.2541
bgr,2015,98.70297
bgr,2016,99.33268
bhr,1981,87.59621
bhr,1982,90.36956
bhr,1983,91.34763
bhr,1985,96.99691
bhr,1987,96.4603
bhr,1990,97.58226
bhr,1991,99.0812
bhr,1992,99.34457
bhr,1999,99.84211
bhr,2000,99.27656
bhr,2001,99.19103
bhr,2002,99.36167
bhr,2003,99.21005
bhr,2004,99.02273
bhr,2011,99.79041
bhr,2012,99.92808
bhr,2013,99.82811
bhr,2014,99.87832
bhr,2015,99.99489
bhr,2016,99.35795
bhr,2017,99.4653
bhs,2005,98.92369
bhs,2006,99.30055
bhs,2007,99.78784
bhs,2009,99.02354
bih,2009,83.6691
bih,2014,99.49037
bih,2015,98.88108
bih,2016,98.64303
bih,2017,97.91047
blr,1971,99.9498
blr,1972,99.48106
blr,1973,99.75724
blr,1974,99.74464
blr,1975,100
blr,1976,99.82437
blr,1977,100
blr,1978,99.95626
blr,1979,99.86301
blr,1980,99.92948
blr,1981,99.92842
blr,1982,99.92933
blr,1983,100
blr,1984,99.93065
blr,1985,100
blr,1991,100
blr,1992,100
blr,1993,99.51642
blr,1994,98.10594
blr,1995,98.53667
blr,1996,99.712
blr,1998,98.71108
blr,1999,99.85135
blr,2000,99.88538
blr,2001,99.55014
blr,2002,99.89862
blr,2003,98.76936
blr,2004,99.57495
blr,2005,99.66062
blr,2006,99.93828
blr,2007,98.70138
blr,2008,99.07343
blr,2009,98.55389
blr,2010,98.44346
blr,2011,98.49313
blr,2012,98.10813
blr,2013,98.31024
blr,2014,98.38697
blr,2015,98.07925
blr,2016,98.01376
blr,2017,98.15973
blz,1991,92.70537
blz,1994,94.22572
blz,1995,94.2733
blz,1999,94.44637
blz,2000,94.41454
blz,2002,98.61537
blz,2003,95.36692
blz,2004,98.06039
blz,2005,93.52279
blz,2006,94.92682
blz,2007,96.38225
blz,2008,96.38989
blz,2009,96.26709
blz,2010,97.4934
blz,2011,98.88456
blz,2012,95.26285
blz,2013,97.895
blz,2014,96.35501
blz,2015,96.78445
blz,2016,95.23051
blz,2017,97.35556
bmu,2001,93.51778
bmu,2002,96.8347
bmu,2003,91.25311
bmu,2004,98.17471
bmu,2005,95.26938
bmu,2010,86.31841
bmu,2011,92.83849
bmu,2014,50.7764
bol,2009,95.03648
bol,2010,93.9977
bol,2011,95.01185
bol,2012,96.5149
bol,2013,96.29121
bol,2014,96.97341
bol,2015,97.2006
bol,2016,96.59641
bol,2017,97.30542
bra,1970,55.06254
bra,1971,69.46805
bra,1972,88.50478
bra,1973,88.41413
bra,1974,88.84941
bra,1975,89.01631
bra,1976,92.72167
bra,1977,92.7657
bra,1978,92.12849
bra,1979,93.76834
bra,1980,89.00044
bra,1981,94.4668
bra,1983,89.84488
bra,1984,91.96418
bra,1991,100
bra,1992,99.08433
bra,1993,95.70886
bra,2000,97.87674
bra,2001,97.90624
bra,2002,96.90012
bra,2003,95.21936
brb,1999,98.81775
brb,2000,99.2037
brb,2001,97.98284
brb,2002,99.45931
brb,2003,98.11552
brb,2004,99.44786
brb,2005,98.65593
brb,2006,98.32467
brb,2007,99.08315
brb,2008,99.00647
brn,1972,84.03177
brn,1974,92.36984
brn,1975,77.68541
brn,1976,69.92464
brn,1977,86.56856
brn,1978,94.10618
brn,1979,92.42954
brn,1980,95.75422
brn,1981,92.51496
brn,1982,99.56201
brn,1983,85.79985
brn,1991,90.5911
brn,1992,95.65064
brn,1993,96.57904
brn,2002,90.17261
brn,2003,97.88996
brn,2004,96.9837
brn,2005,99.38296
brn,2006,99.18352
brn,2007,99.66443
brn,2008,99.49258
brn,2009,99.62595
brn,2010,99.94546
brn,2011,99.60396
brn,2012,99.74107
brn,2013,99.72625
brn,2014,99.38369
brn,2016,99.73679
brn,2017,99.80164
btn,1976,84.29119
btn,1977,86.52038
btn,1978,62.00814
btn,1993,89.51542
btn,1997,94.94058
btn,1998,93.53124
btn,1999,93.34989
btn,2000,93.50852
btn,2003,94.38107
btn,2004,98.5018
btn,2005,96.56757
btn,2006,97.85004
btn,2007,98.25157
btn,2008,98.17039
btn,2009,98.61367
btn,2010,99.60323
btn,2011,98.88238
btn,2012,96.28662
btn,2013,99.0069
btn,2016,99.58045
bwa,1984,50.98611
bwa,1985,47.61678
bwa,1986,49.48398
bwa,1987,57.25405
bwa,1988,61.73506
bwa,1989,73.22991
bwa,1990,89.70419
bwa,1991,82.39838
bwa,1992,88.37498
bwa,1993,86.45414
bwa,1994,92.86951
bwa,1998,96.26281
bwa,1999,96.43883
bwa,2000,95.92073
bwa,2001,96.82726
bwa,2002,97.76683
bwa,2003,97.47313
bwa,2004,99.02993
bwa,2005,98.51813
bwa,2006,97.66237
bwa,2007,98.56675
bwa,2012,97.46923
caf,1971,37.34806
caf,1972,39.27524
caf,1973,38.07292
caf,1977,35.35127
caf,1980,53.10879
caf,1981,66.36756
caf,1982,70.94657
caf,1985,56.76339
caf,1986,43.37912
caf,1987,52.24738
caf,1988,53.5494
caf,1989,49.8845
caf,1990,56.12946
caf,2004,76.43723
caf,2008,62.5408
caf,2011,75.4323
che,1999,99.99077
che,2000,99.94266
che,2001,99.89165
che,2002,99.82053
che,2003,99.85238
che,2004,99.84616
che,2005,99.73215
che,2006,99.76846
che,2007,99.61106
che,2008,99.68269
che,2009,99.90516
che,2010,99.88774
che,2011,99.91113
che,2012,99.83743
che,2013,99.89548
che,2014,99.87645
che,2015,99.84501
che,2016,99.91574
chl,1970,91.81019
chl,1971,91.30646
chl,1972,90.32445
chl,1973,88.91428
chl,1974,88.09404
chl,1975,86.48078
chl,1976,91.47108
chl,1982,94.81749
chl,1996,98.56956
chl,2010,96.528
chl,2011,97.394
chl,2012,97.35059
chl,2013,97.31431
chl,2014,97.39676
chl,2015,97.57968
chl,2016,97.90418
chn,1989,63.73277
chn,1990,69.39356
chn,1991,71.80501
chn,1992,76.83837
chn,1993,75.36194
chn,1994,79.78688
chn,1995,88.35925
chn,1996,88.44244
chn,2008,99.35749
civ,1972,50.86616
civ,1973,47.57972
civ,1974,44.3614
civ,1975,45.62493
civ,1976,46.95483
civ,1977,49.24572
civ,1978,53.17817
civ,1979,56.43169
civ,1980,55.85441
civ,1982,48.08108
civ,1983,45.54529
civ,1984,49.79809
civ,1985,48.18444
civ,1986,46.05369
civ,1987,46.91011
civ,1988,52.07291
civ,1989,53.25971
civ,1990,50.99581
civ,1991,62.5353
civ,1992,56.61473
civ,1993,66.67883
civ,1994,65.04456
civ,1995,66.75645
civ,1996,65.6524
civ,1997,61.16767
civ,1998,62.36357
civ,1999,61.5112
civ,2000,67.47135
civ,2006,70.72622
civ,2008,68.76342
civ,2011,73.47509
civ,2013,87.98359
civ,2014,92.67935
civ,2015,91.97522
civ,2016,91.94192
cmr,1972,25.67365
cmr,1973,29.29628
cmr,1974,31.24768
cmr,1975,32.25113
cmr,1976,34.05561
cmr,1977,29.94965
cmr,1978,35.95258
cmr,1979,34.62399
cmr,1980,35.6218
cmr,1981,35.46952
cmr,1982,40.55025
cmr,1983,39.69214
cmr,1984,41.32813
cmr,1985,40.77407
cmr,1986,44.36359
cmr,1987,44.90472
cmr,1990,45.09321
cmr,1999,30.90724
cmr,2006,44.92243
cmr,2007,59.50987
cmr,2008,51.28681
cmr,2010,60.80533
cmr,2011,65.11651
cmr,2014,67.89956
cmr,2015,66.49127
cod,1971,49.33295
cod,1991,31.20372
cod,1992,36.12575
cod,1993,31.19149
cod,2007,89.04459
cod,2011,74.84224
cod,2012,72.30146
cog,1971,48.80567
cog,1972,66.52556
cog,1973,82.05096
cog,1974,81.16702
cog,1975,84.47203
cog,1976,95.84855
cog,1977,99.0932
cog,1978,97.10738
cog,1980,99.34511
cog,1982,95.22115
cog,1983,98.23717
cog,1986,83.55263
cog,1988,81.63298
cog,1992,71.74586
cog,1993,69.90687
cog,1995,66.32972
cog,2001,73.51923
cog,2002,68.66047
cog,2003,87.68047
cog,2004,70.10854
cog,2007,70.05559
cog,2008,71.22435
cog,2009,75.79751
cog,2010,77.27496
cog,2011,76.43519
col,1982,94.48955
col,1983,54.5596
col,1984,56.57764
col,1985,64.91477
col,1986,61.59086
col,1987,62.77554
col,1988,63.40623
col,1998,96.30826
col,2000,92.33528
col,2001,100
col,2004,99.61797
col,2005,99.54083
col,2006,99.79537
col,2007,99.58443
col,2008,99.65519
col,2009,98.26013
col,2010,98.59564
col,2011,99.40911
col,2012,96.66362
col,2013,98.4025
col,2014,98.29638
com,1986,54.05964
com,1992,42.15569
com,2002,80.22362
com,2003,91.68891
com,2013,92.61772
cpv,1979,70.45274
cpv,1980,51.42857
cpv,1981,48.40909
cpv,1982,49.97345
cpv,1983,51.87897
cpv,1984,43.23178
cpv,1985,63.23927
cpv,1987,57.34503
cpv,1989,55.85714
cpv,2001,87.75612
cpv,2002,87.73354
cpv,2003,88.83123
cpv,2004,93.74447
cpv,2005,98.91858
cpv,2006,92.80867
cpv,2007,94.27636
cpv,2008,93.4601
cpv,2009,96.44122
cpv,2010,97.80495
cpv,2011,97.23412
cpv,2012,96.05454
cpv,2013,96.32944
cpv,2014,98.20288
cpv,2015,97.65182
cpv,2016,99.44483
cpv,2017,94.41203
cri,1970,49.92744
cri,1971,54.5233
cri,1979,59.03124
cri,1980,56.67581
cri,1981,53.39149
cri,1982,52.87259
cri,1983,54.05727
cri,1984,53.47374
cri,1985,58.16494
cri,1986,59.11782
cri,1987,62.29254
cri,1988,63.17593
cri,1989,64.73711
cri,1990,64.19464
cri,1991,66.76744
cri,1992,67.09229
cri,1993,67.89564
cri,1994,68.73243
cri,1995,68.68493
cri,1999,84.75502
cri,2000,82.92189
cri,2001,87.88256
cri,2004,96.80526
cri,2005,98.15391
cri,2006,96.71145
cri,2007,96.93127
cri,2008,94.56556
cri,2009,92.02745
cri,2010,92.9103
cri,2011,94.02844
cri,2012,84.37573
cri,2013,84.83775
cri,2014,83.64136
cri,2015,84.64545
cri,2016,85.28271
cri,2017,91.70589
cub,1971,65.41002
cub,1972,67.67922
cub,1973,68.2199
cub,1974,73.97375
cub,1975,76.20108
cub,1976,81.35779
cub,1977,88.5776
cub,1978,86.52142
cub,1979,92.04022
cub,1980,92.36386
cub,1981,93.72145
cub,1982,95.46411
cub,1983,96.96789
cub,1984,96.97441
cub,1985,96.05666
cub,1986,95.28214
cub,1987,98.18404
cub,1988,97.28368
cub,1989,98.20953
cub,1990,97.61598
cub,1991,96.46729
cub,1992,96.68051
cub,1993,95.38422
cub,1994,95.48533
cub,1995,97.15158
cub,1999,97.09979
cub,2000,97.40409
cub,2001,97.72621
cub,2002,98.17643
cub,2003,98.67255
cub,2004,98.66557
cub,2005,98.63525
cub,2006,98.48928
cub,2007,98.48444
cub,2008,98.60332
cub,2009,98.92307
cub,2010,98.62642
cub,2011,99.03107
cub,2012,98.82599
cub,2013,99.08836
cub,2014,98.37158
cub,2015,98.81487
cub,2016,98.60992
cub,2017,98.45096
cym,1999,98.62759
cym,2000,92.59259
cym,2001,90.80675
cym,2004,98.68193
cym,2005,99.7753
cym,2006,91.77982
cym,2007,97.43501
cym,2011,92.71917
cym,2012,96.55144
cyp,1971,73.83474
cyp,1972,79.18187
cyp,1973,78.76776
cyp,1974,73.69146
cyp,1975,85.10443
cyp,1976,86.11745
cyp,1977,85.84884
cyp,1978,88.39373
cyp,1979,88.96664
cyp,1980,88.6217
cyp,1981,89.57677
cyp,1982,89.57417
cyp,1983,97.99884
cyp,1984,97.54778
cyp,1985,99.05629
cyp,1986,98.28934
cyp,1987,99.06667
cyp,1989,99.63016
cyp,1992,99.90047
cyp,1993,99.22145
cyp,1994,99.66171
cyp,1995,99.94949
cyp,1996,99.24882
cyp,1999,99.81879
cyp,2000,99.52678
cyp,2001,99.27638
cyp,2002,99.44216
cyp,2003,99.80922
cyp,2004,99.68212
cyp,2005,99.78579
cyp,2006,99.14882
cyp,2007,99.91309
cyp,2008,99.99367
cyp,2009,99.90313
cyp,2010,99.43144
cyp,2011,98.88369
cyp,2012,99.53709
cyp,2013,99.3834
cyp,2014,99.36473
cyp,2015,98.40366
cyp,2016,99.74383
cze,1993,100
cze,1994,100
cze,1995,97.78856
cze,1999,99.94681
cze,2000,99.97188
cze,2001,99.78924
cze,2002,99.84217
cze,2003,99.99771
cze,2004,99.85791
cze,2005,99.77961
cze,2006,99.27405
cze,2007,99.2473
cze,2008,99.72651
cze,2009,99.35527
cze,2010,99.33742
cze,2011,99.20375
cze,2012,99.67728
cze,2013,99.71331
cze,2014,99.97633
cze,2015,99.95724
cze,2016,99.94707
deu,1993,99.97198
deu,1994,99.99013
deu,1995,99.92005
deu,1996,99.99333
deu,1999,99.87319
deu,2000,99.90326
deu,2001,99.78431
deu,2002,99.7615
deu,2003,99.64366
deu,2004,99.82351
deu,2005,99.58504
deu,2006,99.32155
deu,2007,99.54231
deu,2012,99.3411
deu,2013,99.68935
deu,2014,99.63376
deu,2015,99.90526
deu,2016,99.50305
dji,1972,46.7167
dji,1973,52.58512
dji,1974,37.75895
dji,1975,32.8907
dji,1985,48.55292
dji,1986,55.00218
dji,1987,49.4142
dji,1988,38.38732
dji,1991,54.24131
dji,1992,45.6928
dji,1995,58.05145
dji,1996,69.97919
dji,1999,63.8263
dji,2000,79.94529
dji,2004,91.34731
dji,2005,87.78102
dji,2011,86.7967
dji,2013,99.43844
dji,2014,80.23868
dji,2015,76.16387
dji,2016,83.9042
dji,2017,86.24763
dma,1987,86.03102
dma,1999,97.97378
dma,2000,90.68627
dma,2002,97.82323
dma,2004,99.03398
dma,2005,92.9678
dma,2007,97.08084
dma,2008,91.59973
dma,2009,98.04958
dma,2010,99.86204
dma,2011,99.94051
dma,2012,94.88255
dma,2013,96.44359
dma,2014,96.16173
dnk,1998,95.97047
dnk,1999,99.93853
dnk,2001,99.95485
dnk,2004,99.69074
dnk,2005,99.98142
dnk,2006,96.75822
dnk,2007,96.27965
dnk,2008,99.7919
dnk,2009,99.92433
dnk,2010,99.87073
dnk,2011,97.28535
dnk,2012,99.91531
dnk,2013,99.97115
dnk,2014,99.99816
dnk,2015,99.95
dnk,2016,99.94342
dom,1993,84.76604
dom,1998,89.59337
dom,1999,91.23421
dom,2003,92.08404
dom,2006,98.82658
dom,2008,95.30032
dom,2009,91.0564
dom,2010,94.58919
dom,2011,93.0053
dom,2012,94.91685
dom,2013,97.37323
dom,2014,95.27411
dom,2015,92.52574
dom,2016,92.58356
dom,2017,93.1639
dza,1972,37.48034
dza,1973,33.52757
dza,1974,47.31275
dza,1975,53.5105
dza,1976,57.92818
dza,1977,59.69312
dza,1978,62.12013
dza,1979,62.98953
dza,1981,71.0505
dza,1983,84.69751
dza,1984,84.08986
dza,1988,90.78709
dza,1989,90.9993
dza,1990,89.99538
dza,1991,90.91016
dza,1992,91.13759
dza,1993,90.13181
dza,1994,90.01102
dza,1995,89.63865
dza,1996,91.35356
dza,1998,90.83591
dza,1999,97.1128
dza,2000,93.25744
dza,2001,94.47193
dza,2002,94.46948
dza,2003,93.79602
dza,2004,93.74328
dza,2005,92.31375
dza,2006,93.23903
dza,2007,96.5836
dza,2009,98.91325
dza,2010,98.57422
dza,2011,97.7312
dza,2012,98.5156
dza,2013,99.39158
dza,2014,99.00214
dza,2015,98.91984
dza,2017,99.20801
ecu,1971,75.46999
ecu,1974,83.04998
ecu,1975,91.3949
ecu,1976,89.37313
ecu,1977,91.07341
ecu,1978,91.42262
ecu,1980,90.35249
ecu,1981,89.8117
ecu,1982,90.03431
ecu,1983,75.12981
ecu,1984,79.5014
ecu,1993,60.70199
ecu,1998,67.81007
ecu,1999,68.70539
ecu,2000,70.25108
ecu,2001,73.06282
ecu,2002,73.29101
ecu,2003,74.0038
ecu,2004,78.58971
ecu,2005,77.9007
ecu,2006,79.10304
ecu,2008,97.16874
ecu,2009,96.99738
ecu,2010,95.31474
ecu,2011,96.82915
ecu,2012,99.13611
ecu,2013,99.95213
ecu,2014,95.7005
ecu,2015,98.63667
ecu,2016,99.00281
ecu,2017,99.59274
egy,1974,75.84022
egy,1975,83.07681
egy,1976,74.02406
egy,1977,85.91717
egy,1999,93.08635
egy,2000,93.33334
egy,2001,96.58831
egy,2002,93.2867
egy,2003,93.62552
egy,2016,94.39296
egy,2017,96.55541
eri,1993,96.62982
eri,1994,92.73645
eri,1995,93.70083
eri,1996,89.07673
eri,1999,98.17793
eri,2000,86.32005
eri,2001,93.74136
eri,2002,96.56175
eri,2003,95.28829
eri,2004,93.94237
eri,2005,90.75017
eri,2006,85.2723
eri,2007,92.5274
eri,2008,92.23317
eri,2009,90.49744
eri,2010,96.31959
eri,2011,95.82228
eri,2012,97.81582
eri,2014,92.27363
eri,2017,94.74082
esp,1980,98.45473
esp,1981,98.72845
esp,1982,99.17474
esp,1983,99.6203
esp,1984,99.11401
esp,1985,99.72808
esp,1986,99.69133
esp,1987,98.93178
esp,1988,97.2472
esp,1989,99.75561
esp,1992,99.77685
esp,1993,99.03795
esp,2008,99.80116
esp,2009,98.6753
esp,2013,99.98985
esp,2014,99.87975
esp,2015,99.2581
esp,2016,99.97225
est,1995,99.20121
est,1998,99.40856
est,1999,99.68389
est,2000,99.85129
est,2001,99.53672
est,2003,99.56372
est,2004,99.95183
est,2007,99.44322
est,2008,99.42585
est,2009,99.82679
est,2010,99.47679
est,2011,99.61093
est,2012,99.54882
est,2013,99.39714
est,2014,99.32959
est,2015,99.73484
est,2016,99.82892
eth,1986,89.11178
eth,1987,87.40837
eth,1993,89.45978
eth,1994,88.98483
eth,1995,94.01904
eth,1998,96.22214
eth,2004,99.05025
eth,2005,96.57825
eth,2006,95.47376
eth,2007,92.92521
eth,2008,90.63901
eth,2009,92.64234
eth,2010,89.48867
eth,2011,98.34591
eth,2014,91.44209
fin,1986,99.17292
fin,1987,99.05931
fin,1988,99.26143
fin,1989,98.86148
fin,1990,99.11662
fin,1991,98.50197
fin,1992,99.41103
fin,1993,99.26528
fin,1997,99.9736
fin,1998,99.90794
fin,1999,99.77297
fin,2000,99.83892
fin,2001,99.98712
fin,2002,99.84365
fin,2003,99.92872
fin,2004,99.97335
fin,2005,99.87986
fin,2006,99.91426
fin,2007,99.98126
fin,2008,99.87886
fin,2009,99.93988
fin,2010,99.96902
fin,2011,99.87
fin,2012,99.9326
fin,2013,99.92357
fin,2014,99.85416
fin,2015,99.98863
fin,2016,99.89739
fji,1971,93.88729
fji,1972,92.06361
fji,1973,89.25659
fji,1975,93.78682
fji,1976,93.31361
fji,1977,93.29502
fji,1978,91.10651
fji,1979,91.1452
fji,1980,92.34578
fji,1983,93.0305
fji,1984,93.4731
fji,1985,95.20477
fji,1999,99.64039
fji,2000,98.35717
fji,2001,99.77671
fji,2003,99.32016
fji,2007,99.97967
fji,2008,96.29871
fji,2011,94.25422
fji,2015,98.01615
fra,1976,100
fra,1977,97.99243
fra,1978,98.6041
fra,1979,97.86309
fra,1985,97.81904
fra,1986,96.13982
fra,1988,97.71185
fra,1989,97.87749
fra,1990,97.84967
fra,1991,97.73137
gab,1971,34.65273
gab,1972,46.73306
gab,1979,33.61597
gab,1980,31.39353
gab,1982,35.30534
gab,1983,45.17144
gab,1984,35.6531
gab,1986,57.38228
gab,1987,58.0834
gbr,2016,99.98111
geo,1995,98.20247
geo,1996,98.41565
geo,1999,98.55891
geo,2000,98.42178
geo,2001,97.82749
geo,2002,98.53069
geo,2004,97.94154
geo,2005,99.67278
geo,2006,100
geo,2007,99.69673
geo,2008,98.86537
geo,2009,99.76815
geo,2011,98.58002
geo,2012,99.95594
geo,2013,99.66751
geo,2014,99.57623
geo,2015,99.81863
geo,2016,99.5071
geo,2017,99.68743
gha,1971,90.6326
gha,1973,97.00558
gha,1974,95.50636
gha,1999,96.86761
gha,2000,85.3432
gha,2001,96.92867
gha,2002,90.57211
gha,2003,94.36778
gha,2004,97.44295
gha,2005,96.68934
gha,2007,99.92953
gha,2008,95.75296
gha,2011,93.36263
gha,2012,88.37117
gha,2013,88.56477
gha,2014,98.24089
gha,2016,93.13518
gha,2017,93.71321
gin,1979,91.00908
gin,1980,75.47959
gin,1984,68.92646
gin,1985,57.76605
gin,1986,42.69684
gin,1987,57.93871
gin,1988,74.13264
gin,1989,65.08275
gin,1990,67.68699
gin,1991,80.32206
gin,1992,78.68492
gin,1993,76.38052
gin,1999,77.71064
gin,2000,76.97767
gin,2002,70.51327
gin,2003,83.51364
gin,2004,83.07828
gin,2005,86.61187
gin,2006,80.5099
gin,2008,58.76165
gin,2009,76.82837
gin,2011,53.68529
gin,2012,54.68611
gin,2013,68.78568
gmb,1973,55.09054
gmb,1975,59.45078
gmb,1976,73.48269
gmb,1977,67.29915
gmb,1978,76.88403
gmb,1979,70.22207
gmb,1980,72.38829
gmb,1981,66.83912
gmb,1982,67.20757
gmb,1983,67.94997
gmb,1984,70.84913
gmb,1985,59.73945
gmb,1986,52.62946
gmb,1998,85.48387
gmb,1999,68.68891
gmb,2000,71.70859
gmb,2001,70.46941
gmb,2002,91.61411
gmb,2003,90.63261
gmb,2004,86.86701
gmb,2005,93.37317
gmb,2006,96.76191
gmb,2007,85.39582
gmb,2010,86.42372
gmb,2011,92.35212
gmb,2012,93.33704
gmb,2013,94.41595
gnb,1975,43.7247
gnb,1978,69.52381
gnb,1980,62.27171
gnb,1981,78.83295
gnb,1982,80.9601
gnb,1983,92.29876
gnq,2010,97.24351
gnq,2011,96.1309
grc,1971,63.911
grc,1972,67.54345
grc,1973,69.45674
grc,1974,70.98241
grc,1975,77.54338
grc,1976,80.61413
grc,1977,91.54744
grc,1978,91.11806
grc,1979,94.10181
grc,1981,98.55157
grc,1982,98.7297
grc,1983,98.44118
grc,1984,99.05085
grc,1985,98.7825
grc,1986,99.03986
grc,1987,98.78347
grc,1988,99.0928
grc,1991,98.63049
grc,2004,99.4178
grc,2005,99.28027
