geo,time,sp_dyn_imrt_fe_in
hun,1995,9.7
hun,1996,9.3
hun,1997,8.9
hun,1998,8.6
hun,1999,8.3
hun,2000,7.8
hun,2001,7.4
hun,2002,6.9
hun,2003,6.5
hun,2004,6.1
hun,2005,5.8
hun,2006,5.6
hun,2007,5.3
hun,2008,5
hun,2009,4.8
hun,2010,4.7
hun,2011,4.5
hun,2012,4.4
hun,2013,4.3
hun,2014,4.1
hun,2015,3.9
hun,2016,3.6
hun,2017,3.4
hun,2018,3.2
hun,2019,3.1
hun,2020,3
idn,1960,134
idn,1961,130.5
idn,1962,127.2
idn,1963,123.9
idn,1964,120.6
idn,1965,130.9
idn,1966,113.7
idn,1967,110.3
idn,1968,106.9
idn,1969,103.6
idn,1970,100.3
idn,1971,97.2
idn,1972,94.3
idn,1973,91.5
idn,1974,88.8
idn,1975,86.3
idn,1976,83.9
idn,1977,81.6
idn,1978,79.5
idn,1979,77.5
idn,1980,75.5
idn,1981,73.6
idn,1982,71.6
idn,1983,69.7
idn,1984,67.8
idn,1985,65.7
idn,1986,63.7
idn,1987,61.6
idn,1988,59.6
idn,1989,57.4
idn,1990,55.3
idn,1991,53.1
idn,1992,51
idn,1993,49
idn,1994,47
idn,1995,45.2
idn,1996,43.4
idn,1997,41.7
idn,1998,40.1
idn,1999,38.5
idn,2000,36.9
idn,2001,35.4
idn,2002,34
idn,2003,32.6
idn,2004,33.5
idn,2005,30.1
idn,2006,29
idn,2007,27.9
idn,2008,26.9
idn,2009,25.9
idn,2010,24.9
idn,2011,24
idn,2012,23.1
idn,2013,22.2
idn,2014,21.4
idn,2015,20.6
idn,2016,19.8
idn,2017,19.1
idn,2018,18.5
idn,2019,17.9
idn,2020,17.3
ind,1960,157.2
ind,1961,154.9
ind,1962,152.7
ind,1963,150.7
ind,1964,148.8
ind,1965,147.1
ind,1966,145.3
ind,1967,143.6
ind,1968,142
ind,1969,140.4
ind,1970,138.7
ind,1971,136.9
ind,1972,135
ind,1973,132.8
ind,1974,130.1
ind,1975,127.1
ind,1976,123.9
ind,1977,120.6
ind,1978,117.4
ind,1979,114.3
ind,1980,111.1
ind,1981,108
ind,1982,105.1
ind,1983,102.3
ind,1984,99.9
ind,1985,97.6
ind,1986,95.5
ind,1987,93.4
ind,1988,90.9
ind,1989,88.6
ind,1990,86.3
ind,1991,84.3
ind,1992,82.4
ind,1993,80.6
ind,1994,78.9
ind,1995,77.2
ind,1996,75.2
ind,1997,73.3
ind,1998,71.3
ind,1999,68.7
ind,2000,66.9
ind,2001,64.9
ind,2002,63
ind,2003,61
ind,2004,58.4
ind,2005,56.6
ind,2006,54.4
ind,2007,52.4
ind,2008,50.2
ind,2009,48
ind,2010,46
ind,2011,43.7
ind,2012,41.5
ind,2013,39.3
ind,2014,37.2
ind,2015,35.2
ind,2016,33.3
ind,2017,31.5
ind,2018,29.7
ind,2019,28.2
ind,2020,26.8
irl,1960,26.5
irl,1961,25.5
irl,1962,24.6
irl,1963,23.7
irl,1964,22.8
irl,1965,21.7
irl,1966,20.6
irl,1967,19.4
irl,1968,18.4
irl,1969,17.6
irl,1970,16.9
irl,1971,16.4
irl,1972,16.1
irl,1973,15.8
irl,1974,15.4
irl,1975,15
irl,1976,14.3
irl,1977,13.5
irl,1978,12.6
irl,1979,11.6
irl,1980,10.7
irl,1981,9.9
irl,1982,9.2
irl,1983,8.7
irl,1984,8.3
irl,1985,8
irl,1986,7.7
irl,1987,7.5
irl,1988,7.3
irl,1989,7.1
irl,1990,6.8
irl,1991,6.4
irl,1992,6
irl,1993,5.8
irl,1994,5.6
irl,1995,5.5
irl,1996,5.5
irl,1997,5.5
irl,1998,5.5
irl,1999,5.5
irl,2000,5.4
irl,2001,5.2
irl,2002,4.9
irl,2003,4.6
irl,2004,4.3
irl,2005,4
irl,2006,3.7
irl,2007,3.5
irl,2008,3.4
irl,2009,3.3
irl,2010,3.2
irl,2011,3.2
irl,2012,3.1
irl,2013,3
irl,2014,3
irl,2015,2.9
irl,2016,2.8
irl,2017,2.7
irl,2018,2.6
irl,2019,2.5
irl,2020,2.4
irn,1971,125.2
irn,1972,119.6
irn,1973,114.3
irn,1974,109
irn,1975,103.6
irn,1976,98
irn,1977,92.3
irn,1978,86.5
irn,1979,80.8
irn,1980,75.3
irn,1981,70.3
irn,1982,65.8
irn,1983,61.9
irn,1984,58.5
irn,1985,55.5
irn,1986,52.8
irn,1987,50.2
irn,1988,47.8
irn,1989,45.4
irn,1990,43.3
irn,1991,41.4
irn,1992,39.6
irn,1993,38.1
irn,1994,36.7
irn,1995,35.3
irn,1996,34
irn,1997,32.7
irn,1998,31.3
irn,1999,29.9
irn,2000,28.5
irn,2001,27.1
irn,2002,25.6
irn,2003,24.1
irn,2004,22.6
irn,2005,21.2
irn,2006,19.9
irn,2007,18.7
irn,2008,17.6
irn,2009,16.5
irn,2010,15.7
irn,2011,14.9
irn,2012,14.2
irn,2013,13.6
irn,2014,13.1
irn,2015,12.6
irn,2016,12.1
irn,2017,11.7
irn,2018,11.3
irn,2019,10.9
irn,2020,10.5
irq,1960,121
irq,1961,114.5
irq,1962,108.6
irq,1963,103.2
irq,1964,98.2
irq,1965,93.6
irq,1966,89.3
irq,1967,85.2
irq,1968,81.4
irq,1969,77.9
irq,1970,74.7
irq,1971,71.6
irq,1972,68.7
irq,1973,65.8
irq,1974,63.1
irq,1975,60.6
irq,1976,58.2
irq,1977,56
irq,1978,54
irq,1979,52
irq,1980,50.3
irq,1981,48.7
irq,1982,47.2
irq,1983,45.8
irq,1984,44.6
irq,1985,43.3
irq,1986,42.2
irq,1987,41.2
irq,1988,40.3
irq,1989,39.5
irq,1990,38.7
irq,1991,38
irq,1992,37.4
irq,1993,36.8
irq,1994,36.2
irq,1995,35.5
irq,1996,34.9
irq,1997,34.3
irq,1998,33.6
irq,1999,33
irq,2000,32.4
irq,2001,31.8
irq,2002,31.2
irq,2003,30.7
irq,2004,30.1
irq,2005,29.5
irq,2006,28.8
irq,2007,28.1
irq,2008,27.4
irq,2009,26.7
irq,2010,26
irq,2011,25.2
irq,2012,24.4
irq,2013,23.7
irq,2014,23
irq,2015,22.3
irq,2016,21.6
irq,2017,21
irq,2018,20.4
irq,2019,19.7
irq,2020,19.1
isl,1960,15.3
isl,1961,15
isl,1962,14.7
isl,1963,14.4
isl,1964,14.1
isl,1965,13.6
isl,1966,13.2
isl,1967,12.7
isl,1968,12.2
isl,1969,11.8
isl,1970,11.3
isl,1971,10.9
isl,1972,10.5
isl,1973,10.1
isl,1974,9.6
isl,1975,9.2
isl,1976,8.7
isl,1977,8.2
isl,1978,7.8
isl,1979,7.4
isl,1980,6.9
isl,1981,6.6
isl,1982,6.3
isl,1983,6
isl,1984,5.8
isl,1985,5.5
isl,1986,5.4
isl,1987,5.2
isl,1988,5
isl,1989,4.9
isl,1990,4.7
isl,1991,4.5
isl,1992,4.4
isl,1993,4.2
isl,1994,4
isl,1995,3.8
isl,1996,3.6
isl,1997,3.4
isl,1998,3.3
isl,1999,3.1
isl,2000,3
isl,2001,2.8
isl,2002,2.7
isl,2003,2.6
isl,2004,2.5
isl,2005,2.4
isl,2006,2.3
isl,2007,2.2
isl,2008,2.1
isl,2009,2
isl,2010,2
isl,2011,1.9
isl,2012,1.8
isl,2013,1.8
isl,2014,1.7
isl,2015,1.7
isl,2016,1.6
isl,2017,1.5
isl,2018,1.5
isl,2019,1.4
isl,2020,1.4
isr,1960,33.1
isr,1961,31.1
isr,1962,29.4
isr,1963,27.9
isr,1964,26.5
isr,1965,25.4
isr,1966,24.6
isr,1967,23.9
isr,1968,23.2
isr,1969,22.6
isr,1970,22.1
isr,1971,21.6
isr,1972,21.3
isr,1973,20.8
isr,1974,20.3
isr,1975,19.5
isr,1976,18.4
isr,1977,17.1
isr,1978,15.9
isr,1979,14.9
isr,1980,14.1
isr,1981,13.6
isr,1982,13.1
isr,1983,12.6
isr,1984,12
isr,1985,11.3
isr,1986,10.7
isr,1987,10.2
isr,1988,9.8
isr,1989,9.4
isr,1990,9
isr,1991,8.6
isr,1992,8.1
isr,1993,7.6
isr,1994,7.1
isr,1995,6.6
isr,1996,6.2
isr,1997,5.9
isr,1998,5.7
isr,1999,5.4
isr,2000,5.2
isr,2001,5
isr,2002,4.8
isr,2003,4.6
isr,2004,4.4
isr,2005,4.2
isr,2006,4
isr,2007,3.8
isr,2008,3.7
isr,2009,3.5
isr,2010,3.4
isr,2011,3.3
isr,2012,3.2
isr,2013,3.1
isr,2014,3
isr,2015,2.9
isr,2016,2.9
isr,2017,2.8
isr,2018,2.8
isr,2019,2.7
isr,2020,2.7
ita,1960,40.2
ita,1961,38.6
ita,1962,37
ita,1963,35.3
ita,1964,33.6
ita,1965,31.8
ita,1966,30.5
ita,1967,29.5
ita,1968,28.5
ita,1969,27.5
ita,1970,26.4
ita,1971,25
ita,1972,23.3
ita,1973,21.5
ita,1974,19.8
ita,1975,18.1
ita,1976,16.5
ita,1977,15.2
ita,1978,14.2
ita,1979,13.3
ita,1980,12.5
ita,1981,11.9
ita,1982,11.2
ita,1983,10.6
ita,1984,9.9
ita,1985,9.4
ita,1986,8.9
ita,1987,8.5
ita,1988,8.1
ita,1989,7.8
ita,1990,7.5
ita,1991,7.2
ita,1992,6.9
ita,1993,6.5
ita,1994,6.2
ita,1995,5.8
ita,1996,5.5
ita,1997,5.2
ita,1998,4.9
ita,1999,4.6
ita,2000,4.4
ita,2001,4.1
ita,2002,3.9
ita,2003,3.8
ita,2004,3.6
ita,2005,3.5
ita,2006,3.4
ita,2007,3.3
ita,2008,3.2
ita,2009,3.2
ita,2010,3.1
ita,2011,3
ita,2012,2.9
ita,2013,2.8
ita,2014,2.8
ita,2015,2.7
ita,2016,2.6
ita,2017,2.6
ita,2018,2.5
ita,2019,2.4
ita,2020,2.3
jam,1960,56
jam,1961,53.9
jam,1962,52
jam,1963,50.2
jam,1964,48.5
jam,1965,47
jam,1966,45.5
jam,1967,44.1
jam,1968,42.7
jam,1969,41.4
jam,1970,40
jam,1971,38.7
jam,1972,37.4
jam,1973,36.1
jam,1974,35
jam,1975,33.9
jam,1976,32.9
jam,1977,32
jam,1978,31.1
jam,1979,30.2
jam,1980,29.4
jam,1981,28.6
jam,1982,27.8
jam,1983,27.1
jam,1984,26.3
jam,1985,25.6
jam,1986,24.9
jam,1987,24.2
jam,1988,23.5
jam,1989,22.8
jam,1990,22.2
jam,1991,21.6
jam,1992,20.9
jam,1993,20.3
jam,1994,19.7
jam,1995,19.1
jam,1996,18.5
jam,1997,17.9
jam,1998,17.4
jam,1999,16.9
jam,2000,16.5
jam,2001,16
jam,2002,15.6
jam,2003,15.3
jam,2004,15
jam,2005,14.8
jam,2006,14.6
jam,2007,14.3
jam,2008,14.1
jam,2009,13.8
jam,2010,13.5
jam,2011,13.1
jam,2012,12.8
jam,2013,12.4
jam,2014,12.1
jam,2015,11.7
jam,2016,11.4
jam,2017,11
jam,2018,10.7
jam,2019,10.4
jam,2020,10
jor,1960,105.8
jor,1961,100.3
jor,1962,95.1
jor,1963,90.3
jor,1964,85.8
jor,1965,81.7
jor,1966,77.8
jor,1967,74.3
jor,1968,70.9
jor,1969,67.8
jor,1970,64.8
jor,1971,62
jor,1972,59.5
jor,1973,57
jor,1974,54.5
jor,1975,52.2
jor,1976,50
jor,1977,47.9
jor,1978,45.8
jor,1979,43.8
jor,1980,42
jor,1981,40.2
jor,1982,38.4
jor,1983,36.7
jor,1984,35.1
jor,1985,33.6
jor,1986,32.2
jor,1987,30.9
jor,1988,29.7
jor,1989,28.6
jor,1990,27.6
jor,1991,26.7
jor,1992,25.8
jor,1993,25
jor,1994,24.2
jor,1995,23.6
jor,1996,22.9
jor,1997,22.3
jor,1998,21.7
jor,1999,21.1
jor,2000,20.5
jor,2001,19.9
jor,2002,19.4
jor,2003,18.8
jor,2004,18.3
jor,2005,17.7
jor,2006,17.3
jor,2007,16.8
jor,2008,16.3
jor,2009,15.8
jor,2010,15.4
jor,2011,15
jor,2012,14.6
jor,2013,14.2
jor,2014,13.8
jor,2015,13.5
jor,2016,13.1
jor,2017,12.7
jor,2018,12.4
jor,2019,12
jor,2020,11.6
jpn,1960,27.3
jpn,1961,24.9
jpn,1962,22.8
jpn,1963,20.6
jpn,1964,18.6
jpn,1965,16.8
jpn,1966,15.4
jpn,1967,14.2
jpn,1968,13.2
jpn,1969,12.4
jpn,1970,11.6
jpn,1971,11
jpn,1972,10.3
jpn,1973,9.8
jpn,1974,9.2
jpn,1975,8.7
jpn,1976,8.2
jpn,1977,7.8
jpn,1978,7.3
jpn,1979,6.9
jpn,1980,6.5
jpn,1981,6.2
jpn,1982,5.9
jpn,1983,5.5
jpn,1984,5.2
jpn,1985,5
jpn,1986,4.8
jpn,1987,4.6
jpn,1988,4.4
jpn,1989,4.3
jpn,1990,4.2
jpn,1991,4.2
jpn,1992,4.1
jpn,1993,4
jpn,1994,3.9
jpn,1995,3.8
jpn,1996,3.6
jpn,1997,3.5
jpn,1998,3.3
jpn,1999,3.2
jpn,2000,3
jpn,2001,2.9
jpn,2002,2.8
jpn,2003,2.7
jpn,2004,2.6
jpn,2005,2.6
jpn,2006,2.5
jpn,2007,2.4
jpn,2008,2.4
jpn,2009,2.3
jpn,2010,2.2
jpn,2011,2.2
jpn,2012,2.1
jpn,2013,2
jpn,2014,2
jpn,2015,1.9
jpn,2016,1.9
jpn,2017,1.8
jpn,2018,1.8
jpn,2019,1.8
jpn,2020,1.7
kaz,1971,61.2
kaz,1972,59.7
kaz,1973,58.4
kaz,1974,57.2
kaz,1975,56
kaz,1976,55
kaz,1977,54.1
kaz,1978,53.2
kaz,1979,52.1
kaz,1980,50.8
kaz,1981,49.4
kaz,1982,47.9
kaz,1983,46.4
kaz,1984,44.9
kaz,1985,43.4
kaz,1986,42
kaz,1987,40.7
kaz,1988,39.5
kaz,1989,38.6
kaz,1990,38
kaz,1991,37.9
kaz,1992,38.1
kaz,1993,38.5
kaz,1994,38.7
kaz,1995,38.5
kaz,1996,37.8
kaz,1997,36.6
kaz,1998,35
kaz,1999,33.2
kaz,2000,31.4
kaz,2001,29.6
kaz,2002,27.9
kaz,2003,26.2
kaz,2004,24.7
kaz,2005,23.3
kaz,2006,21.8
kaz,2007,20.2
kaz,2008,18.6
kaz,2009,17.1
kaz,2010,15.5
kaz,2011,13.9
kaz,2012,12.5
kaz,2013,11.1
kaz,2014,10
kaz,2015,9.1
kaz,2016,8.5
kaz,2017,8.1
kaz,2018,7.9
kaz,2019,7.8
kaz,2020,7.7
ken,1960,111.2
ken,1961,106.9
ken,1962,103.1
ken,1963,99.9
ken,1964,97.3
ken,1965,95.3
ken,1966,93.6
ken,1967,92
ken,1968,90.5
ken,1969,88.9
ken,1970,87.3
ken,1971,85.4
ken,1972,83.5
ken,1973,81.5
ken,1974,79.4
ken,1975,77.1
ken,1976,74.8
ken,1977,72.4
ken,1978,70
ken,1979,67.6
ken,1980,65.4
ken,1981,63.4
ken,1982,61.6
ken,1983,60
ken,1984,58.6
ken,1985,57.7
ken,1986,57.2
ken,1987,57.1
ken,1988,57.6
ken,1989,58.5
ken,1990,59.6
ken,1991,60.7
ken,1992,61.7
ken,1993,62.2
ken,1994,62.2
ken,1995,61.7
ken,1996,60.7
ken,1997,59.4
ken,1998,58
ken,1999,56.3
ken,2000,54.5
ken,2001,52.5
ken,2002,50.4
ken,2003,48.2
ken,2004,46
ken,2005,43.4
ken,2006,41.2
ken,2007,39.4
ken,2008,37.3
ken,2009,36.3
ken,2010,35.4
ken,2011,34.6
ken,2012,34.3
ken,2013,33.6
ken,2014,32.6
ken,2015,31.5
ken,2016,30.8
ken,2017,30.2
ken,2018,29.3
ken,2019,28.6
ken,2020,27.8
kgz,1975,80.9
kgz,1976,79.2
kgz,1977,77.5
kgz,1978,75.7
kgz,1979,73.7
kgz,1980,71.5
kgz,1981,69.2
kgz,1982,66.7
kgz,1983,64
kgz,1984,61.3
kgz,1985,58.7
kgz,1986,56
kgz,1987,53.5
kgz,1988,51.4
kgz,1989,49.8
kgz,1990,48.8
kgz,1991,48.5
kgz,1992,48.5
kgz,1993,48.4
kgz,1994,47.7
kgz,1995,46.6
kgz,1996,45.1
kgz,1997,43.2
kgz,1998,41.4
kgz,1999,39.6
kgz,2000,37.8
kgz,2001,36
kgz,2002,34.4
kgz,2003,32.9
kgz,2004,31.5
kgz,2005,30.1
kgz,2006,28.9
kgz,2007,27.6
kgz,2008,26.2
kgz,2009,24.6
kgz,2010,23
kgz,2011,21.6
kgz,2012,20.4
kgz,2013,19.4
kgz,2014,18.4
kgz,2015,17.5
kgz,2016,16.6
kgz,2017,15.8
kgz,2018,15.1
kgz,2019,14.4
kgz,2020,13.8
khm,1975,164.2
khm,1976,153.2
khm,1977,142.6
khm,1978,131
khm,1979,118.8
khm,1980,106.9
khm,1981,96.4
khm,1982,88.4
khm,1983,83.2
khm,1984,80.1
khm,1985,78.4
khm,1986,77.4
khm,1987,76.7
khm,1988,76.5
khm,1989,76.3
khm,1990,76.4
khm,1991,76.4
khm,1992,76.6
khm,1993,77.1
khm,1994,77.8
khm,1995,78.5
khm,1996,78.8
khm,1997,78.5
khm,1998,77.4
khm,1999,75.2
khm,2000,71.4
khm,2001,66
khm,2002,60.2
khm,2003,55.1
khm,2004,50.7
khm,2005,47
khm,2006,43.8
khm,2007,41
khm,2008,38.2
khm,2009,35.5
khm,2010,32.9
khm,2011,30.5
khm,2012,28.4
khm,2013,26.6
khm,2014,25.2
khm,2015,24
khm,2016,22.8
khm,2017,21.8
khm,2018,20.9
khm,2019,20
khm,2020,19.3
kir,1960,124.3
kir,1961,121.5
kir,1962,118.3
kir,1963,114.6
kir,1964,111
kir,1965,107.1
kir,1966,103.4
kir,1967,99.7
kir,1968,96.3
kir,1969,92.9
kir,1970,89.8
kir,1971,87
kir,1972,84.6
kir,1973,82.7
kir,1974,81.4
kir,1975,80.3
kir,1976,79.6
kir,1977,78.9
kir,1978,78.3
kir,1979,77.4
kir,1980,76.6
kir,1981,75.7
kir,1982,74.6
kir,1983,73.4
kir,1984,72.1
kir,1985,70.6
kir,1986,68.9
kir,1987,67.1
kir,1988,65
kir,1989,62.8
kir,1990,60.7
kir,1991,58.5
kir,1992,56.6
kir,1993,54.8
kir,1994,53.3
kir,1995,52
kir,1996,50.8
kir,1997,49.7
kir,1998,48.6
kir,1999,47.6
kir,2000,46.5
kir,2001,45.6
kir,2002,45
kir,2003,44.5
kir,2004,44.4
kir,2005,44.5
kir,2006,44.7
kir,2007,45
kir,2008,45
kir,2009,44.9
kir,2010,44.4
kir,2011,43.7
kir,2012,43
kir,2013,42
kir,2014,41.2
kir,2015,40.2
kir,2016,39.1
kir,2017,38.1
kir,2018,37.1
kir,2019,36.1
kir,2020,35.1
kna,1972,52.1
kna,1973,50
kna,1974,48
kna,1975,46.2
kna,1976,44.6
kna,1977,43.1
kna,1978,41.5
kna,1979,39.8
kna,1980,37.9
kna,1981,35.8
kna,1982,33.7
kna,1983,31.7
kna,1984,29.7
kna,1985,28
kna,1986,26.5
kna,1987,25.2
kna,1988,24.2
kna,1989,23.3
kna,1990,22.7
kna,1991,22.2
kna,1992,21.8
kna,1993,21.4
kna,1994,21.1
kna,1995,20.7
kna,1996,20.3
kna,1997,19.8
kna,1998,19.2
kna,1999,18.4
kna,2000,17.7
kna,2001,16.9
kna,2002,16.1
kna,2003,15.4
kna,2004,14.7
kna,2005,14.2
kna,2006,13.8
kna,2007,13.5
kna,2008,13.3
kna,2009,13.2
kna,2010,13.1
kna,2011,13
kna,2012,13
kna,2013,12.9
kna,2014,12.8
kna,2015,12.6
kna,2016,12.4
kna,2017,12.2
kna,2018,11.9
kna,2019,11.6
kna,2020,11.2
kor,1960,74.2
kor,1961,70.9
kor,1962,67.9
kor,1963,65
kor,1964,62.1
kor,1965,59.1
kor,1966,55.9
kor,1967,52.7
kor,1968,49.5
kor,1969,46.4
kor,1970,43.5
kor,1971,40.8
kor,1972,38.6
kor,1973,36.7
kor,1974,35.1
kor,1975,33.7
kor,1976,32.4
kor,1977,31.2
kor,1978,29.9
kor,1979,28.6
kor,1980,27.1
kor,1981,25.6
kor,1982,23.9
kor,1983,22.3
kor,1984,20.6
kor,1985,18.9
kor,1986,17.4
kor,1987,15.9
kor,1988,14.5
kor,1989,13.3
kor,1990,12.3
kor,1991,11.3
kor,1992,10.5
kor,1993,9.7
kor,1994,8.9
kor,1995,8.3
kor,1996,7.7
kor,1997,7.2
kor,1998,6.8
kor,1999,6.4
kor,2000,6
kor,2001,5.7
kor,2002,5.4
kor,2003,5.1
kor,2004,4.8
kor,2005,4.4
kor,2006,4.1
kor,2007,3.8
kor,2008,3.6
kor,2009,3.4
kor,2010,3.2
kor,2011,3.1
kor,2012,3
kor,2013,2.9
kor,2014,2.8
kor,2015,2.7
kor,2016,2.7
kor,2017,2.6
kor,2018,2.5
kor,2019,2.4
kor,2020,2.3
kwt,1960,92.3
kwt,1961,86.7
kwt,1962,81.3
kwt,1963,76.1
kwt,1964,71.3
kwt,1965,66.7
kwt,1966,62.6
kwt,1967,58.9
kwt,1968,55.5
kwt,1969,52.5
kwt,1970,49.7
kwt,1971,47.1
kwt,1972,44.7
kwt,1973,42.3
kwt,1974,40
kwt,1975,37.8
kwt,1976,35.7
kwt,1977,33.6
kwt,1978,31.5
kwt,1979,29.5
kwt,1980,27.4
kwt,1981,25.2
kwt,1982,23.1
kwt,1983,21.1
kwt,1984,19.4
kwt,1985,18
kwt,1986,16.8
kwt,1987,15.8
kwt,1988,14.8
kwt,1989,13.7
kwt,1990,12.8
kwt,1991,12.1
kwt,1992,11.6
kwt,1993,11.3
kwt,1994,11.1
kwt,1995,11
kwt,1996,10.9
kwt,1997,10.6
kwt,1998,10.3
kwt,1999,10.1
kwt,2000,9.8
kwt,2001,9.6
kwt,2002,9.5
kwt,2003,9.3
kwt,2004,9.1
kwt,2005,9
kwt,2006,8.9
kwt,2007,8.7
kwt,2008,8.6
kwt,2009,8.4
kwt,2010,8.1
kwt,2011,7.8
kwt,2012,7.5
kwt,2013,7.2
kwt,2014,7
kwt,2015,6.8
kwt,2016,6.7
kwt,2017,6.7
kwt,2018,6.7
kwt,2019,6.8
kwt,2020,6.9
lao,1978,135.1
lao,1979,131.4
lao,1980,128
lao,1981,124.6
lao,1982,121.4
lao,1983,118.1
lao,1984,114.9
lao,1985,111.9
lao,1986,108.9
lao,1987,105.9
lao,1988,102.8
lao,1989,99.8
lao,1990,96.6
lao,1991,93.5
lao,1992,90.4
lao,1993,87.4
lao,1994,84.4
lao,1995,81.6
lao,1996,78.9
lao,1997,76.3
lao,1998,73.6
lao,1999,71
lao,2000,68.5
lao,2001,66
lao,2002,63.5
lao,2003,61.1
lao,2004,58.8
lao,2005,56.6
lao,2006,54.3
lao,2007,52.2
lao,2008,50
lao,2009,48
lao,2010,46
lao,2011,44.1
lao,2012,42.3
lao,2013,40.5
lao,2014,38.8
lao,2015,37.2
lao,2016,35.8
lao,2017,34.5
lao,2018,33.3
lao,2019,32.2
lao,2020,31.2
lbn,1960,54.2
lbn,1961,52.8
lbn,1962,51.6
lbn,1963,50.5
lbn,1964,49.5
lbn,1965,48.6
lbn,1966,47.8
lbn,1967,47
lbn,1968,46.4
lbn,1969,45.9
lbn,1970,45.4
lbn,1971,44.9
lbn,1972,44.4
lbn,1973,43.8
lbn,1974,43.2
lbn,1975,42.6
lbn,1976,41.8
lbn,1977,41
lbn,1978,40
lbn,1979,39
lbn,1980,38
lbn,1981,36.9
lbn,1982,35.7
lbn,1983,34.5
lbn,1984,33.2
lbn,1985,31.9
lbn,1986,30.6
lbn,1987,29.4
lbn,1988,28.1
lbn,1989,27
lbn,1990,25.8
lbn,1991,24.7
lbn,1992,23.7
lbn,1993,22.7
lbn,1994,21.7
lbn,1995,20.8
lbn,1996,19.9
lbn,1997,19
lbn,1998,18.1
lbn,1999,17.2
lbn,2000,16.3
lbn,2001,15.4
lbn,2002,14.4
lbn,2003,13.4
lbn,2004,12.5
lbn,2005,11.5
lbn,2006,10.7
lbn,2007,9.9
lbn,2008,9.3
lbn,2009,8.8
lbn,2010,8.3
lbn,2011,8
lbn,2012,7.6
lbn,2013,7.3
lbn,2014,7
lbn,2015,6.8
lbn,2016,6.5
lbn,2017,6.3
lbn,2018,6.1
lbn,2019,5.9
lbn,2020,5.7
lbr,1960,192.4
lbr,1961,192.5
lbr,1962,192.1
lbr,1963,191.3
lbr,1964,190
lbr,1965,188.4
lbr,1966,186.2
lbr,1967,183.8
lbr,1968,181.1
lbr,1969,178
lbr,1970,174.8
lbr,1971,171.7
lbr,1972,169
lbr,1973,166.2
lbr,1974,163.3
lbr,1975,160.5
lbr,1976,157.9
lbr,1977,155.2
lbr,1978,152.8
lbr,1979,150.5
lbr,1980,148.4
lbr,1981,146.7
lbr,1982,145.4
lbr,1983,144.6
lbr,1984,144.7
lbr,1985,146.1
lbr,1986,148.6
lbr,1987,152
lbr,1988,155.9
lbr,1989,159.3
lbr,1990,162.2
lbr,1991,163.5
lbr,1992,163.1
lbr,1993,161
lbr,1994,157.1
lbr,1995,151.9
lbr,1996,145.9
lbr,1997,139.4
lbr,1998,132.6
lbr,1999,125.2
lbr,2000,117.6
lbr,2001,109.8
lbr,2002,102.4
lbr,2003,95.2
lbr,2004,88.5
lbr,2005,82.6
lbr,2006,77.6
lbr,2007,73.5
lbr,2008,70.1
lbr,2009,67.4
lbr,2010,65.2
lbr,2011,63.3
lbr,2012,61.9
lbr,2013,60.6
lbr,2014,59.8
lbr,2015,58.3
lbr,2016,57.1
lbr,2017,56.1
lbr,2018,54.9
lbr,2019,53.8
lbr,2020,52.5
lby,1960,151.8
lby,1961,144.2
lby,1962,136.7
lby,1963,129.7
lby,1964,122.9
lby,1965,116.4
lby,1966,110.1
lby,1967,104.1
lby,1968,98.4
lby,1969,93.1
lby,1970,88
lby,1971,83.3
lby,1972,78.8
lby,1973,74.5
lby,1974,70.3
lby,1975,66.6
lby,1976,63.2
lby,1977,60
lby,1978,57.1
lby,1979,54.5
lby,1980,52
lby,1981,49.7
lby,1982,47.5
lby,1983,45.5
lby,1984,43.5
lby,1985,41.5
lby,1986,39.6
lby,1987,37.6
lby,1988,35.8
lby,1989,33.9
lby,1990,32.2
lby,1991,30.5
lby,1992,29
lby,1993,27.6
lby,1994,26.4
lby,1995,25.4
lby,1996,24.4
lby,1997,23.6
lby,1998,22.8
lby,1999,22.1
lby,2000,21.4
lby,2001,20.8
lby,2002,20.1
lby,2003,19.4
lby,2004,18.5
lby,2005,17.5
lby,2006,16.4
lby,2007,15.2
lby,2008,14.2
lby,2009,13.3
lby,2010,12.5
lby,2011,13.4
lby,2012,11.4
lby,2013,10.9
lby,2014,10.5
lby,2015,10.1
lby,2016,9.7
lby,2017,9.4
lby,2018,9
lby,2019,8.8
lby,2020,8.5
lca,1960,108.8
lca,1961,104
lca,1962,98.4
lca,1963,92.2
lca,1964,85.7
lca,1965,79.2
lca,1966,72.8
lca,1967,66.6
lca,1968,60.8
lca,1969,55.4
lca,1970,50.5
lca,1971,46
lca,1972,41.9
lca,1973,38.4
lca,1974,35.1
lca,1975,32.3
lca,1976,29.9
lca,1977,27.7
lca,1978,25.9
lca,1979,24.3
lca,1980,23
lca,1981,21.8
lca,1982,20.8
lca,1983,19.9
lca,1984,19.1
lca,1985,18.5
lca,1986,17.9
lca,1987,17.3
lca,1988,16.8
lca,1989,16.4
lca,1990,16
lca,1991,15.7
lca,1992,15.4
lca,1993,15.1
lca,1994,14.9
lca,1995,14.7
lca,1996,14.5
lca,1997,14.4
lca,1998,14.3
lca,1999,14.2
lca,2000,14.2
lca,2001,14.2
lca,2002,14.2
lca,2003,14.3
lca,2004,14.4
