geo,time,sh_hiv_incd_yg_p3
gnb,2013,2.11
gnb,2014,1.98
gnb,2015,1.83
gnb,2016,1.66
gnb,2017,1.48
gnb,2018,1.35
gnb,2019,1.17
gnb,2020,1.03
grc,1990,0.03
grc,1991,0.03
grc,1992,0.02
grc,1993,0.02
grc,1994,0.01
grc,1995,0.01
grc,1996,0.01
grc,1997,0.01
grc,1998,0.01
grc,1999,0.02
grc,2000,0.02
grc,2001,0.02
grc,2002,0.02
grc,2003,0.02
grc,2004,0.03
grc,2005,0.03
grc,2006,0.04
grc,2007,0.04
grc,2008,0.05
grc,2009,0.06
grc,2010,0.07
grc,2011,0.06
grc,2012,0.06
grc,2013,0.05
grc,2014,0.04
grc,2015,0.03
grc,2016,0.03
grc,2017,0.03
grc,2018,0.03
grc,2019,0.05
grc,2020,0.06
gtm,1990,0.12
gtm,1991,0.15
gtm,1992,0.18
gtm,1993,0.2
gtm,1994,0.24
gtm,1995,0.25
gtm,1996,0.25
gtm,1997,0.26
gtm,1998,0.26
gtm,1999,0.26
gtm,2000,0.27
gtm,2001,0.26
gtm,2002,0.24
gtm,2003,0.22
gtm,2004,0.19
gtm,2005,0.17
gtm,2006,0.16
gtm,2007,0.14
gtm,2008,0.12
gtm,2009,0.09
gtm,2010,0.07
gtm,2011,0.06
gtm,2012,0.05
gtm,2013,0.04
gtm,2014,0.03
gtm,2015,0.03
gtm,2016,0.03
gtm,2017,0.03
gtm,2018,0.02
gtm,2019,0.02
gtm,2020,0.02
guy,1990,0.04
guy,1991,0.06
guy,1992,0.08
guy,1993,0.11
guy,1994,0.15
guy,1995,0.2
guy,1996,0.26
guy,1997,0.35
guy,1998,0.46
guy,1999,0.6
guy,2000,0.73
guy,2001,0.83
guy,2002,0.89
guy,2003,0.9
guy,2004,0.86
guy,2005,0.76
guy,2006,0.65
guy,2007,0.57
guy,2008,0.52
guy,2009,0.48
guy,2010,0.45
guy,2011,0.44
guy,2012,0.43
guy,2013,0.42
guy,2014,0.41
guy,2015,0.41
guy,2016,0.4
guy,2017,0.38
guy,2018,0.37
guy,2019,0.36
guy,2020,0.35
hnd,1990,0.7
hnd,1991,0.71
hnd,1992,0.72
hnd,1993,0.71
hnd,1994,0.68
hnd,1995,0.64
hnd,1996,0.56
hnd,1997,0.49
hnd,1998,0.41
hnd,1999,0.34
hnd,2000,0.27
hnd,2001,0.2
hnd,2002,0.16
hnd,2003,0.12
hnd,2004,0.08
hnd,2005,0.07
hnd,2006,0.06
hnd,2007,0.06
hnd,2008,0.06
hnd,2009,0.06
hnd,2010,0.06
hnd,2011,0.05
hnd,2012,0.05
hnd,2013,0.05
hnd,2014,0.05
hnd,2015,0.05
hnd,2016,0.05
hnd,2017,0.05
hnd,2018,0.04
hnd,2019,0.04
hnd,2020,0.04
hrv,1990,0.01
hrv,1991,0.01
hrv,1992,0.01
hrv,1993,0.01
hrv,1994,0.01
hrv,1995,0.01
hrv,1996,0.01
hrv,1997,0.01
hrv,1998,0.01
hrv,1999,0.01
hrv,2000,0.01
hrv,2001,0.01
hrv,2002,0.01
hrv,2003,0.01
hrv,2004,0.01
hrv,2005,0.01
hrv,2006,0.01
hrv,2007,0.01
hrv,2008,0.01
hrv,2009,0.01
hrv,2010,0.01
hrv,2011,0.01
hrv,2012,0.01
hrv,2013,0.01
hrv,2014,0.01
hrv,2015,0.01
hrv,2016,0.01
hrv,2017,0.01
hrv,2018,0.01
hrv,2019,0.01
hrv,2020,0.01
hti,1990,4.85
hti,1991,4.78
hti,1992,4.42
hti,1993,3.92
hti,1994,3.6
hti,1995,3.24
hti,1996,2.94
hti,1997,2.74
hti,1998,2.64
hti,1999,2.39
hti,2000,2.22
hti,2001,2.27
hti,2002,2.07
hti,2003,1.98
hti,2004,1.8
hti,2005,1.69
hti,2006,1.61
hti,2007,1.53
hti,2008,1.44
hti,2009,1.39
hti,2010,1.31
hti,2011,1.29
hti,2012,1.25
hti,2013,1.18
hti,2014,1.1
hti,2015,1.04
hti,2016,0.98
hti,2017,0.88
hti,2018,0.79
hti,2019,0.78
hti,2020,0.65
idn,1990,0.01
idn,1991,0.01
idn,1992,0.01
idn,1993,0.01
idn,1994,0.02
idn,1995,0.03
idn,1996,0.04
idn,1997,0.06
idn,1998,0.09
idn,1999,0.11
idn,2000,0.16
idn,2001,0.27
idn,2002,0.44
idn,2003,0.5
idn,2004,0.52
idn,2005,0.56
idn,2006,0.59
idn,2007,0.59
idn,2008,0.57
idn,2009,0.58
idn,2010,0.58
idn,2011,0.56
idn,2012,0.55
idn,2013,0.51
idn,2014,0.48
idn,2015,0.44
idn,2016,0.4
idn,2017,0.37
idn,2018,0.35
idn,2019,0.32
idn,2020,0.3
irn,1990,0.01
irn,1991,0.01
irn,1992,0.01
irn,1993,0.01
irn,1994,0.02
irn,1995,0.03
irn,1996,0.04
irn,1997,0.05
irn,1998,0.07
irn,1999,0.09
irn,2000,0.11
irn,2001,0.14
irn,2002,0.16
irn,2003,0.18
irn,2004,0.18
irn,2005,0.17
irn,2006,0.14
irn,2007,0.12
irn,2008,0.09
irn,2009,0.08
irn,2010,0.06
irn,2011,0.05
irn,2012,0.04
irn,2013,0.04
irn,2014,0.04
irn,2015,0.03
irn,2016,0.03
irn,2017,0.03
irn,2018,0.03
irn,2019,0.03
irn,2020,0.03
isl,1990,0.01
isl,1991,0.02
isl,1992,0.02
isl,1993,0.03
isl,1994,0.04
isl,1995,0.04
isl,1996,0.04
isl,1997,0.04
isl,1998,0.05
isl,1999,0.05
isl,2000,0.05
isl,2001,0.05
isl,2002,0.05
isl,2003,0.05
isl,2004,0.05
isl,2005,0.05
isl,2006,0.05
isl,2007,0.05
isl,2008,0.05
isl,2009,0.05
isl,2010,0.05
isl,2011,0.05
isl,2012,0.05
isl,2013,0.05
isl,2014,0.05
isl,2015,0.05
isl,2016,0.05
isl,2017,0.05
isl,2018,0.05
isl,2019,0.05
isl,2020,0.05
ita,1990,0.06
ita,1991,0.06
ita,1992,0.06
ita,1993,0.06
ita,1994,0.07
ita,1995,0.07
ita,1996,0.07
ita,1997,0.07
ita,1998,0.07
ita,1999,0.06
ita,2000,0.06
ita,2001,0.06
ita,2002,0.06
ita,2003,0.06
ita,2004,0.06
ita,2005,0.06
ita,2006,0.06
ita,2007,0.06
ita,2008,0.06
ita,2009,0.06
ita,2010,0.06
ita,2011,0.06
ita,2012,0.06
ita,2013,0.06
ita,2014,0.06
ita,2015,0.06
ita,2016,0.05
ita,2017,0.05
ita,2018,0.05
ita,2019,0.04
ita,2020,0.04
jam,1990,0.87
jam,1991,0.88
jam,1992,0.92
jam,1993,0.94
jam,1994,0.92
jam,1995,0.88
jam,1996,0.84
jam,1997,0.81
jam,1998,0.79
jam,1999,0.78
jam,2000,0.77
jam,2001,0.77
jam,2002,0.78
jam,2003,0.72
jam,2004,0.62
jam,2005,0.62
jam,2006,0.58
jam,2007,0.58
jam,2008,0.58
jam,2009,0.58
jam,2010,0.55
jam,2011,0.53
jam,2012,0.52
jam,2013,0.51
jam,2014,0.5
jam,2015,0.48
jam,2016,0.47
jam,2017,0.46
jam,2018,0.45
jam,2019,0.44
jam,2020,0.4
jor,1990,0.01
jor,1991,0.01
jor,1992,0.01
jor,1993,0.01
jor,1994,0.01
jor,1995,0.01
jor,1996,0.01
jor,1997,0.01
jor,1998,0.01
jor,1999,0.01
jor,2000,0.01
jor,2001,0.01
jor,2002,0.01
jor,2003,0.01
jor,2004,0.01
jor,2005,0.01
jor,2006,0.01
jor,2007,0.01
jor,2008,0.01
jor,2009,0.01
jor,2010,0.01
jor,2011,0.01
jor,2012,0.01
jor,2013,0.01
jor,2014,0.01
jor,2015,0.01
jor,2016,0.01
jor,2017,0.01
jor,2018,0.01
jor,2019,0.01
jor,2020,0.01
jpn,1990,0.01
jpn,1991,0.01
jpn,1992,0.01
jpn,1993,0.01
jpn,1994,0.01
jpn,1995,0.01
jpn,1996,0.01
jpn,1997,0.01
jpn,1998,0.01
jpn,1999,0.01
jpn,2000,0.01
jpn,2001,0.01
jpn,2002,0.01
jpn,2003,0.01
jpn,2004,0.01
jpn,2005,0.01
jpn,2006,0.01
jpn,2007,0.01
jpn,2008,0.01
jpn,2009,0.01
jpn,2010,0.01
jpn,2011,0.01
jpn,2012,0.01
jpn,2013,0.01
jpn,2014,0.01
jpn,2015,0.01
jpn,2016,0.01
jpn,2017,0.01
jpn,2018,0.01
jpn,2019,0.01
jpn,2020,0.01
kaz,1990,0.01
kaz,1991,0.01
kaz,1992,0.01
kaz,1993,0.02
kaz,1994,0.02
kaz,1995,0.03
kaz,1996,0.04
kaz,1997,0.05
kaz,1998,0.06
kaz,1999,0.07
kaz,2000,0.08
kaz,2001,0.08
kaz,2002,0.09
kaz,2003,0.09
kaz,2004,0.09
kaz,2005,0.09
kaz,2006,0.1
kaz,2007,0.11
kaz,2008,0.12
kaz,2009,0.14
kaz,2010,0.15
kaz,2011,0.12
kaz,2012,0.11
kaz,2013,0.12
kaz,2014,0.14
kaz,2015,0.16
kaz,2016,0.19
kaz,2017,0.2
kaz,2018,0.19
kaz,2019,0.21
kaz,2020,0.23
ken,1990,16.65
ken,1991,19.24
ken,1992,20.67
ken,1993,19.99
ken,1994,18.16
ken,1995,15.27
ken,1996,12.62
ken,1997,10.49
ken,1998,8.92
ken,1999,7.62
ken,2000,6.72
ken,2001,5.97
ken,2002,5.35
ken,2003,4.96
ken,2004,4.58
ken,2005,4.31
ken,2006,4.11
ken,2007,3.84
ken,2008,3.7
ken,2009,3.51
ken,2010,3.3
ken,2011,3.03
ken,2012,2.77
ken,2013,2.59
ken,2014,2.4
ken,2015,2.17
ken,2016,1.87
ken,2017,1.63
ken,2018,1.4
ken,2019,1.34
ken,2020,1.25
kgz,1990,0.01
kgz,1991,0.01
kgz,1992,0.01
kgz,1993,0.01
kgz,1994,0.01
kgz,1995,0.01
kgz,1996,0.01
kgz,1997,0.01
kgz,1998,0.01
kgz,1999,0.01
kgz,2000,0.01
kgz,2001,0.05
kgz,2002,0.04
kgz,2003,0.03
kgz,2004,0.07
kgz,2005,0.1
kgz,2006,0.12
kgz,2007,0.13
kgz,2008,0.13
kgz,2009,0.14
kgz,2010,0.14
kgz,2011,0.13
kgz,2012,0.13
kgz,2013,0.13
kgz,2014,0.13
kgz,2015,0.13
kgz,2016,0.13
kgz,2017,0.13
kgz,2018,0.13
kgz,2019,0.13
kgz,2020,0.13
khm,1990,0.05
khm,1991,0.14
khm,1992,0.43
khm,1993,0.95
khm,1994,1.59
khm,1995,2.11
khm,1996,2.3
khm,1997,2.21
khm,1998,1.93
khm,1999,1.57
khm,2000,1.2
khm,2001,0.86
khm,2002,0.72
khm,2003,0.64
khm,2004,0.55
khm,2005,0.46
khm,2006,0.38
khm,2007,0.32
khm,2008,0.28
khm,2009,0.25
khm,2010,0.22
khm,2011,0.2
khm,2012,0.2
khm,2013,0.2
khm,2014,0.19
khm,2015,0.18
khm,2016,0.18
khm,2017,0.17
khm,2018,0.16
khm,2019,0.15
khm,2020,0.15
lao,1990,0.01
lao,1991,0.01
lao,1992,0.02
lao,1993,0.02
lao,1994,0.04
lao,1995,0.05
lao,1996,0.08
lao,1997,0.13
lao,1998,0.21
lao,1999,0.23
lao,2000,0.24
lao,2001,0.32
lao,2002,0.34
lao,2003,0.35
lao,2004,0.33
lao,2005,0.35
lao,2006,0.35
lao,2007,0.36
lao,2008,0.36
lao,2009,0.35
lao,2010,0.35
lao,2011,0.34
lao,2012,0.33
lao,2013,0.32
lao,2014,0.31
lao,2015,0.31
lao,2016,0.3
lao,2017,0.29
lao,2018,0.28
lao,2019,0.27
lao,2020,0.26
lbn,1990,0.02
lbn,1991,0.02
lbn,1992,0.02
lbn,1993,0.02
lbn,1994,0.02
lbn,1995,0.02
lbn,1996,0.02
lbn,1997,0.02
lbn,1998,0.02
lbn,1999,0.02
lbn,2000,0.03
lbn,2001,0.03
lbn,2002,0.03
lbn,2003,0.03
lbn,2004,0.03
lbn,2005,0.03
lbn,2006,0.03
lbn,2007,0.03
lbn,2008,0.03
lbn,2009,0.03
lbn,2010,0.03
lbn,2011,0.03
lbn,2012,0.03
lbn,2013,0.03
lbn,2014,0.03
lbn,2015,0.03
lbn,2016,0.03
lbn,2017,0.03
lbn,2018,0.03
lbn,2019,0.03
lbn,2020,0.03
lbr,1990,4.92
lbr,1991,5.79
lbr,1992,4.72
lbr,1993,4.39
lbr,1994,4.01
lbr,1995,3.57
lbr,1996,3.07
lbr,1997,2.62
lbr,1998,2.92
lbr,1999,2.62
lbr,2000,2.42
lbr,2001,2.2
lbr,2002,1.87
lbr,2003,1.63
lbr,2004,1.57
lbr,2005,1.44
lbr,2006,1.38
lbr,2007,1.29
lbr,2008,1.21
lbr,2009,1.17
lbr,2010,1.07
lbr,2011,1
lbr,2012,0.94
lbr,2013,0.9
lbr,2014,0.84
lbr,2015,0.8
lbr,2016,0.76
lbr,2017,0.7
lbr,2018,0.62
lbr,2019,0.55
lbr,2020,0.5
lby,1990,0.01
lby,1991,0.01
lby,1992,0.01
lby,1993,0.01
lby,1994,0.01
lby,1995,0.02
lby,1996,0.02
lby,1997,0.03
lby,1998,0.04
lby,1999,0.05
lby,2000,0.06
lby,2001,0.07
lby,2002,0.08
lby,2003,0.1
lby,2004,0.11
lby,2005,0.12
lby,2006,0.12
lby,2007,0.11
lby,2008,0.09
lby,2009,0.07
lby,2010,0.05
lby,2011,0.04
lby,2012,0.03
lby,2013,0.03
lby,2014,0.04
lby,2015,0.04
lby,2016,0.04
lby,2017,0.05
lby,2018,0.05
lby,2019,0.05
lby,2020,0.06
lka,1990,0.01
lka,1991,0.01
lka,1992,0.01
lka,1993,0.01
lka,1994,0.01
lka,1995,0.01
lka,1996,0.02
lka,1997,0.02
lka,1998,0.03
lka,1999,0.03
lka,2000,0.03
lka,2001,0.03
lka,2002,0.03
lka,2003,0.03
lka,2004,0.03
lka,2005,0.03
lka,2006,0.03
lka,2007,0.02
lka,2008,0.02
lka,2009,0.02
lka,2010,0.02
lka,2011,0.02
lka,2012,0.02
lka,2013,0.02
lka,2014,0.02
lka,2015,0.02
lka,2016,0.01
lka,2017,0.01
lka,2018,0.01
lka,2019,0.01
lka,2020,0.01
lso,1990,7.19
lso,1991,11.37
lso,1992,17.14
lso,1993,24.46
lso,1994,30.9
lso,1995,35.45
lso,1996,36.98
lso,1997,35.12
lso,1998,32.63
lso,1999,29.79
lso,2000,27.5
lso,2001,25.67
lso,2002,24.38
lso,2003,23.58
lso,2004,23.2
lso,2005,23.24
lso,2006,23
lso,2007,22.59
lso,2008,21.44
lso,2009,20.51
lso,2010,19.53
lso,2011,18.41
lso,2012,18.08
lso,2013,17.46
lso,2014,16.15
lso,2015,14.72
lso,2016,12.93
lso,2017,10.91
lso,2018,9.28
lso,2019,8.54
lso,2020,7.64
mar,1990,0.02
mar,1991,0.03
mar,1992,0.03
mar,1993,0.03
mar,1994,0.03
mar,1995,0.03
mar,1996,0.03
mar,1997,0.03
mar,1998,0.04
mar,1999,0.04
mar,2000,0.04
mar,2001,0.04
mar,2002,0.04
mar,2003,0.04
mar,2004,0.04
mar,2005,0.04
mar,2006,0.04
mar,2007,0.04
mar,2008,0.04
mar,2009,0.04
mar,2010,0.03
mar,2011,0.03
mar,2012,0.03
mar,2013,0.03
mar,2014,0.02
mar,2015,0.02
mar,2016,0.02
mar,2017,0.02
mar,2018,0.02
mar,2019,0.01
mar,2020,0.01
mda,1990,0.01
mda,1991,0.02
mda,1992,0.02
mda,1993,0.03
mda,1994,0.05
mda,1995,0.11
mda,1996,0.22
mda,1997,0.35
mda,1998,0.44
mda,1999,0.47
mda,2000,0.45
mda,2001,0.4
mda,2002,0.38
mda,2003,0.39
mda,2004,0.41
mda,2005,0.44
mda,2006,0.48
mda,2007,0.51
mda,2008,0.52
mda,2009,0.52
mda,2010,0.5
mda,2011,0.49
mda,2012,0.46
mda,2013,0.43
mda,2014,0.41
mda,2015,0.38
mda,2016,0.36
mda,2017,0.34
mda,2018,0.33
mda,2019,0.31
mda,2020,0.3
mdg,1990,0.01
mdg,1991,0.01
mdg,1992,0.01
mdg,1993,0.01
mdg,1994,0.01
mdg,1995,0.01
mdg,1996,0.01
mdg,1997,0.01
mdg,1998,0.02
mdg,1999,0.02
mdg,2000,0.03
mdg,2001,0.03
mdg,2002,0.03
mdg,2003,0.04
mdg,2004,0.05
mdg,2005,0.05
mdg,2006,0.06
mdg,2007,0.07
mdg,2008,0.08
mdg,2009,0.09
mdg,2010,0.1
mdg,2011,0.11
mdg,2012,0.12
mdg,2013,0.13
mdg,2014,0.14
mdg,2015,0.16
mdg,2016,0.16
mdg,2017,0.17
mdg,2018,0.16
mdg,2019,0.18
mdg,2020,0.18
mex,1990,0.14
mex,1991,0.15
mex,1992,0.16
mex,1993,0.17
mex,1994,0.18
mex,1995,0.18
mex,1996,0.19
mex,1997,0.19
mex,1998,0.19
mex,1999,0.19
mex,2000,0.19
mex,2001,0.19
mex,2002,0.18
mex,2003,0.18
mex,2004,0.17
mex,2005,0.16
mex,2006,0.16
mex,2007,0.16
mex,2008,0.15
mex,2009,0.16
mex,2010,0.16
mex,2011,0.17
mex,2012,0.18
mex,2013,0.19
mex,2014,0.19
mex,2015,0.18
mex,2016,0.19
mex,2017,0.19
mex,2018,0.19
mex,2019,0.19
mex,2020,0.18
mli,1990,3.45
mli,1991,3.8
mli,1992,3.75
mli,1993,3.6
mli,1994,3.39
mli,1995,3.1
mli,1996,2.79
mli,1997,2.58
mli,1998,2.12
mli,1999,1.98
mli,2000,1.74
mli,2001,1.57
mli,2002,1.44
mli,2003,1.29
mli,2004,1.26
mli,2005,1.2
mli,2006,1.09
mli,2007,1.08
mli,2008,1.05
mli,2009,0.96
mli,2010,0.86
mli,2011,0.81
mli,2012,0.74
mli,2013,0.71
mli,2014,0.67
mli,2015,0.63
mli,2016,0.58
mli,2017,0.53
mli,2018,0.48
mli,2019,0.44
mli,2020,0.39
mne,1990,0.01
mne,1991,0.01
mne,1992,0.01
mne,1993,0.01
mne,1994,0.01
mne,1995,0.01
mne,1996,0.01
mne,1997,0.01
mne,1998,0.01
mne,1999,0.01
mne,2000,0.02
mne,2001,0.02
mne,2002,0.02
mne,2003,0.03
mne,2004,0.03
mne,2005,0.03
mne,2006,0.04
mne,2007,0.04
mne,2008,0.04
mne,2009,0.04
mne,2010,0.05
mne,2011,0.05
mne,2012,0.05
mne,2013,0.05
mne,2014,0.05
mne,2015,0.05
mne,2016,0.05
mne,2017,0.05
mne,2018,0.05
mne,2019,0.05
mne,2020,0.05
mng,1990,0.01
mng,1991,0.01
mng,1992,0.01
mng,1993,0.01
mng,1994,0.01
mng,1995,0.01
mng,1996,0.01
mng,1997,0.01
mng,1998,0.01
mng,1999,0.01
mng,2000,0.01
mng,2001,0.01
mng,2002,0.01
mng,2003,0.01
mng,2004,0.01
mng,2005,0.01
mng,2006,0.01
mng,2007,0.01
mng,2008,0.01
mng,2009,0.01
mng,2010,0.01
mng,2011,0.01
mng,2012,0.01
mng,2013,0.01
mng,2014,0.01
mng,2015,0.01
mng,2016,0.01
mng,2017,0.01
mng,2018,0.01
mng,2019,0.01
mng,2020,0.01
moz,1990,3.94
moz,1991,5.09
moz,1992,6.31
moz,1993,7.82
moz,1994,9.3
moz,1995,10.77
moz,1996,12.01
moz,1997,13.25
moz,1998,14.3
moz,1999,15.21
moz,2000,15.76
moz,2001,15.92
moz,2002,15.22
moz,2003,14.93
moz,2004,14.26
moz,2005,13.87
moz,2006,13.45
moz,2007,13.05
moz,2008,12.78
moz,2009,12.49
moz,2010,12.32
moz,2011,12.01
moz,2012,11.64
moz,2013,11.22
moz,2014,10.48
moz,2015,9.78
moz,2016,9.03
moz,2017,8.26
moz,2018,7.54
moz,2019,6.98
moz,2020,6.54
mus,1990,0.01
mus,1991,0.01
mus,1992,0.03
mus,1993,0.05
mus,1994,0.11
mus,1995,0.21
mus,1996,0.36
mus,1997,0.58
mus,1998,0.83
mus,1999,1.07
mus,2000,1.24
mus,2001,1.28
mus,2002,1.28
mus,2003,1.28
mus,2004,1.25
mus,2005,1.24
mus,2006,1.25
mus,2007,1.25
mus,2008,1.26
mus,2009,1.25
mus,2010,1.24
mus,2011,1.2
mus,2012,1.12
mus,2013,1.06
mus,2014,1.01
mus,2015,0.96
mus,2016,0.94
mus,2017,0.93
mus,2018,0.92
mus,2019,0.92
mus,2020,0.95
mwi,1990,18.36
mwi,1991,19.89
mwi,1992,20.61
mwi,1993,20.76
mwi,1994,20.05
mwi,1995,19.47
mwi,1996,18.28
mwi,1997,16.95
mwi,1998,15.64
mwi,1999,14.34
mwi,2000,13.05
mwi,2001,11.82
mwi,2002,10.84
mwi,2003,9.91
mwi,2004,9.23
mwi,2005,8.47
mwi,2006,7.82
mwi,2007,7.23
mwi,2008,6.67
mwi,2009,6.32
mwi,2010,6.03
mwi,2011,5.7
mwi,2012,5.28
mwi,2013,4.8
mwi,2014,4.38
mwi,2015,3.99
mwi,2016,3.64
mwi,2017,3.15
mwi,2018,2.68
mwi,2019,2.22
mwi,2020,2.01
mys,1990,0.32
mys,1991,0.47
mys,1992,0.52
mys,1993,0.45
mys,1994,0.38
mys,1995,0.33
mys,1996,0.3
mys,1997,0.3
mys,1998,0.29
mys,1999,0.29
mys,2000,0.29
mys,2001,0.3
mys,2002,0.28
mys,2003,0.27
mys,2004,0.26
mys,2005,0.25
mys,2006,0.24
mys,2007,0.23
mys,2008,0.22
mys,2009,0.21
mys,2010,0.2
mys,2011,0.19
mys,2012,0.19
mys,2013,0.18
mys,2014,0.18
mys,2015,0.17
mys,2016,0.17
mys,2017,0.16
mys,2018,0.17
mys,2019,0.19
mys,2020,0.21
nam,1990,6.14
nam,1991,8.38
nam,1992,11.2
nam,1993,14.53
nam,1994,17.87
nam,1995,20.76
nam,1996,21.65
nam,1997,21.33
nam,1998,19.86
nam,1999,18.18
nam,2000,16.32
nam,2001,14.86
nam,2002,13.6
nam,2003,12.57
nam,2004,11.85
nam,2005,11.06
nam,2006,10.34
nam,2007,9.56
nam,2008,8.71
nam,2009,8.25
nam,2010,8.12
nam,2011,7.67
nam,2012,7.04
nam,2013,6.61
nam,2014,6.27
nam,2015,6.31
nam,2016,5.83
nam,2017,5.66
nam,2018,5.01
nam,2019,4.46
nam,2020,3.77
ner,1990,0.22
ner,1991,0.27
ner,1992,0.32
ner,1993,0.36
ner,1994,0.4
ner,1995,0.43
ner,1996,0.46
ner,1997,0.45
ner,1998,0.43
ner,1999,0.43
ner,2000,0.39
ner,2001,0.34
ner,2002,0.28
ner,2003,0.25
ner,2004,0.22
ner,2005,0.18
ner,2006,0.15
ner,2007,0.11
ner,2008,0.1
ner,2009,0.09
ner,2010,0.07
ner,2011,0.07
ner,2012,0.06
ner,2013,0.06
ner,2014,0.06
ner,2015,0.05
ner,2016,0.05
ner,2017,0.04
ner,2018,0.04
ner,2019,0.04
ner,2020,0.03
nga,1990,1.29
nga,1991,1.43
nga,1992,1.57
nga,1993,1.68
nga,1994,1.77
nga,1995,1.8
nga,1996,1.78
nga,1997,1.76
nga,1998,1.69
nga,1999,1.62
nga,2000,1.55
nga,2001,1.45
nga,2002,1.37
nga,2003,1.3
nga,2004,1.23
nga,2005,1.18
nga,2006,1.14
nga,2007,1.11
nga,2008,1.09
nga,2009,1.05
nga,2010,1.02
nga,2011,0.99
nga,2012,0.96
nga,2013,0.9
nga,2014,0.83
nga,2015,0.77
nga,2016,0.74
nga,2017,0.7
nga,2018,0.67
nga,2019,0.64
nga,2020,0.57
nic,1990,0.02
nic,1991,0.02
nic,1992,0.02
nic,1993,0.03
nic,1994,0.04
nic,1995,0.07
nic,1996,0.08
nic,1997,0.09
nic,1998,0.11
nic,1999,0.12
nic,2000,0.12
nic,2001,0.11
nic,2002,0.11
nic,2003,0.11
nic,2004,0.1
nic,2005,0.09
nic,2006,0.09
nic,2007,0.09
nic,2008,0.09
nic,2009,0.09
nic,2010,0.09
nic,2011,0.09
nic,2012,0.09
nic,2013,0.09
nic,2014,0.09
nic,2015,0.09
nic,2016,0.08
nic,2017,0.08
nic,2018,0.08
nic,2019,0.08
nic,2020,0.08
nld,1990,0.05
nld,1991,0.06
nld,1992,0.07
nld,1993,0.07
nld,1994,0.07
nld,1995,0.07
nld,1996,0.07
nld,1997,0.07
nld,1998,0.07
nld,1999,0.07
nld,2000,0.07
nld,2001,0.07
nld,2002,0.07
nld,2003,0.07
nld,2004,0.08
nld,2005,0.08
nld,2006,0.08
nld,2007,0.08
nld,2008,0.08
nld,2009,0.08
nld,2010,0.07
nld,2011,0.07
nld,2012,0.07
nld,2013,0.06
nld,2014,0.06
nld,2015,0.05
nld,2016,0.04
nld,2017,0.04
nld,2018,0.03
nld,2019,0.02
nld,2020,0.02
nor,1990,0.02
nor,1991,0.02
nor,1992,0.02
nor,1993,0.02
nor,1994,0.02
nor,1995,0.02
nor,1996,0.02
nor,1997,0.03
nor,1998,0.03
nor,1999,0.03
nor,2000,0.04
nor,2001,0.04
nor,2002,0.04
nor,2003,0.04
nor,2004,0.04
nor,2005,0.04
nor,2006,0.04
nor,2007,0.04
nor,2008,0.04
nor,2009,0.04
nor,2010,0.03
nor,2011,0.03
nor,2012,0.03
nor,2013,0.03
nor,2014,0.02
nor,2015,0.02
nor,2016,0.02
nor,2017,0.01
nor,2018,0.01
nor,2019,0.01
nor,2020,0.01
npl,1990,0.01
npl,1991,0.01
npl,1992,0.01
npl,1993,0.01
npl,1994,0.01
npl,1995,0.02
npl,1996,0.04
npl,1997,0.07
npl,1998,0.11
npl,1999,0.13
npl,2000,0.14
npl,2001,0.13
npl,2002,0.13
npl,2003,0.12
npl,2004,0.12
npl,2005,0.11
npl,2006,0.1
npl,2007,0.08
npl,2008,0.08
npl,2009,0.07
npl,2010,0.06
npl,2011,0.06
npl,2012,0.05
npl,2013,0.04
npl,2014,0.04
npl,2015,0.04
npl,2016,0.03
npl,2017,0.03
npl,2018,0.02
npl,2019,0.02
npl,2020,0.02
nzl,1990,0.02
nzl,1991,0.02
nzl,1992,0.02
nzl,1993,0.01
nzl,1994,0.01
nzl,1995,0.01
nzl,1996,0.01
nzl,1997,0.01
nzl,1998,0.01
nzl,1999,0.01
nzl,2000,0.01
nzl,2001,0.02
nzl,2002,0.02
nzl,2003,0.02
nzl,2004,0.02
nzl,2005,0.02
nzl,2006,0.02
nzl,2007,0.02
nzl,2008,0.02
nzl,2009,0.02
nzl,2010,0.02
nzl,2011,0.02
nzl,2012,0.02
nzl,2013,0.02
nzl,2014,0.02
nzl,2015,0.02
nzl,2016,0.02
nzl,2017,0.02
nzl,2018,0.02
nzl,2019,0.02
nzl,2020,0.01
pak,1990,0.01
pak,1991,0.01
pak,1992,0.01
pak,1993,0.01
pak,1994,0.01
pak,1995,0.01
pak,1996,0.01
pak,1997,0.01
pak,1998,0.01
pak,1999,0.01
pak,2000,0.01
pak,2001,0.01
pak,2002,0.01
pak,2003,0.01
pak,2004,0.01
pak,2005,0.07
pak,2006,0.07
pak,2007,0.08
pak,2008,0.1
pak,2009,0.1
pak,2010,0.1
pak,2011,0.09
pak,2012,0.1
pak,2013,0.1
pak,2014,0.11
pak,2015,0.11
pak,2016,0.12
pak,2017,0.12
pak,2018,0.12
pak,2019,0.13
pak,2020,0.13
pan,1990,0.23
pan,1991,0.25
pan,1992,0.26
pan,1993,0.28
pan,1994,0.29
pan,1995,0.29
pan,1996,0.29
pan,1997,0.28
pan,1998,0.28
pan,1999,0.27
pan,2000,0.27
pan,2001,0.27
pan,2002,0.27
pan,2003,0.27
pan,2004,0.28
pan,2005,0.28
pan,2006,0.29
pan,2007,0.3
pan,2008,0.31
pan,2009,0.31
pan,2010,0.32
pan,2011,0.33
