geo,time,se_sec_enrr
alb,2008,84.12509
alb,2009,85.69499
alb,2010,88.10389
alb,2011,89.79816
alb,2012,92.28983
alb,2013,96.25608
alb,2014,97.68487
alb,2015,97.38848
alb,2016,95.715
alb,2017,95.26589
alb,2018,95.43233
alb,2019,95.08659
alb,2020,94.28033
and,1971,15.36829
and,1972,14.71606
and,1973,13.81631
and,1974,17.33541
and,1975,25.93453
and,1976,34.13827
and,1983,49.43997
are,1971,19.33244
are,1972,20.26077
are,1973,19.43058
are,1974,17.11923
are,1975,20.25925
are,1976,29.18273
are,1977,30.66063
are,1978,32.23854
are,1979,37.28167
are,1980,44.66726
are,1981,52.53657
are,1982,55.81096
are,1983,59.12769
are,1984,63.55964
are,1985,66.25674
are,1986,67.41888
are,1987,59.95047
are,1988,57.76148
are,1989,58.35515
are,1990,60.82873
are,1991,65.48999
are,1992,68.19395
are,1993,72.10059
are,1994,77.72506
are,1995,81.75374
are,1997,79.06779
are,1998,79.17508
are,2016,95.34329
are,2017,104.94793
are,2019,102.16035
are,2020,103.3711
arg,1970,44.81985
arg,1971,45.82767
arg,1972,47.549
arg,1973,49.91177
arg,1974,52.63313
arg,1975,54.19428
arg,1976,55.63601
arg,1977,55.5457
arg,1978,55.44948
arg,1979,55.26867
arg,1980,56.16939
arg,1981,57.42667
arg,1982,59.16988
arg,1983,59.78238
arg,1984,65.27954
arg,1985,70.21241
arg,1986,70.09199
arg,1987,69.81563
arg,1988,70.32322
arg,1990,71.48958
arg,1991,72.31279
arg,1994,69.64543
arg,1996,78.87085
arg,1997,75.34276
arg,1998,81.25854
arg,1999,92.60516
arg,2000,95.93661
arg,2001,96.84547
arg,2002,95.8991
arg,2003,94.96169
arg,2004,94.50717
arg,2005,92.76067
arg,2006,91.81353
arg,2007,91.91613
arg,2008,93.23705
arg,2009,96.61971
arg,2010,99.50126
arg,2011,101.535
arg,2012,103.47648
arg,2013,105.04141
arg,2014,106.03556
arg,2015,106.94647
arg,2016,108.46233
arg,2017,108.7336
arg,2018,107.64728
arg,2019,108.23084
arm,1991,92.10371
arm,1992,92.32686
arm,1993,94.7447
arm,1994,96.62907
arm,1996,93.3364
arm,1997,93.23616
arm,1998,80.43603
arm,1999,80.05668
arm,2000,92.15199
arm,2001,88.28202
arm,2004,89.34573
arm,2005,92.05428
arm,2006,94.94133
arm,2007,96.42764
arm,2008,94.97048
arm,2009,100.12562
arm,2010,104.71332
arm,2011,93.13488
arm,2013,85.89755
arm,2014,85.88351
arm,2015,86.00589
arm,2018,83.15068
arm,2019,86.47233
arm,2020,87.25036
asm,1989,89.91642
asm,1990,90.75786
asm,1991,91.33999
asm,1992,91.55567
atg,1972,84.66301
atg,1973,59.85384
atg,1974,85.40327
atg,1975,81.50589
atg,1976,87.21257
atg,1977,89.53083
atg,1978,75.59618
atg,1992,97.5793
atg,2000,79.66178
atg,2007,108.24472
atg,2008,118.12705
atg,2009,116.04285
atg,2010,112.79583
atg,2011,110.92294
atg,2012,109.52443
atg,2014,106.98013
atg,2015,108.23023
atg,2017,109.20869
atg,2018,111.19604
aus,1970,81.09338
aus,1993,134.35475
aus,1994,132.61827
aus,1995,143.23387
aus,1996,148.636
aus,1997,152.93597
aus,2015,157.16766
aus,2016,153.0132
aus,2017,150.31148
aus,2018,132.77289
aus,2019,140.64604
aut,1971,88.69344
aut,1976,90.73838
aut,1981,92.38189
aut,1982,91.18525
aut,1983,92.10242
aut,1984,91.97629
aut,1985,93.78589
aut,1986,97.10359
aut,1987,97.88426
aut,1988,98.55265
aut,1989,99.04705
aut,1990,101.1709
aut,1991,102.79965
aut,1992,104.80587
aut,1993,106.29354
aut,1994,106.82464
aut,1995,106.58471
aut,1996,105.65033
aut,1997,105.12297
aut,1998,97.74473
aut,1999,98.4441
aut,2000,98.69606
aut,2001,98.9575
aut,2002,99.02117
aut,2003,99.4792
aut,2004,99.52356
aut,2005,100.35335
aut,2006,100.32996
aut,2007,99.70887
aut,2008,99.42073
aut,2009,99.64985
aut,2010,98.80721
aut,2011,98.06147
aut,2012,97.84332
aut,2013,99.19738
aut,2014,99.66308
aut,2015,100.321
aut,2016,100.96302
aut,2017,100.45521
aut,2018,99.95784
aut,2019,100.1937
aze,1981,92.82274
aze,1986,96.04173
aze,1989,95.63848
aze,1990,91.71737
aze,1991,91.17509
aze,1992,91.94465
aze,1993,91.30049
aze,1994,87.71376
aze,1995,85.37412
aze,1996,75.49916
aze,1997,73.84934
aze,2018,94.48008
aze,2019,94.77549
aze,2020,94.09344
bdi,1971,1.78828
bdi,1972,1.85638
bdi,1973,1.39655
bdi,1974,1.73366
bdi,1975,2.10706
bdi,1976,2.27902
bdi,1977,2.25691
bdi,1978,2.40473
bdi,1979,2.52465
bdi,1980,2.56964
bdi,1981,2.93644
bdi,1982,3.12432
bdi,1983,3.02377
bdi,1984,3.22395
bdi,1985,3.57546
bdi,1986,3.82749
bdi,1987,4.22971
bdi,1988,4.44978
bdi,1989,4.89641
bdi,1990,5.22076
bdi,1991,5.86265
bdi,1992,6.24163
bdi,1993,6.91803
bdi,2001,10.10022
bdi,2002,10.43821
bdi,2003,10.55941
bdi,2004,11.96859
bdi,2005,12.98393
bdi,2006,14.13834
bdi,2007,15.08487
bdi,2009,20.12478
bdi,2010,23.29063
bdi,2011,26.1225
bdi,2012,28.71599
bdi,2013,33.41147
bdi,2014,39.41126
bdi,2015,44.34693
bdi,2016,47.47817
bdi,2017,49.25443
bdi,2018,48.46502
bdi,2019,45.09125
bdi,2021,47.62125
bel,1971,81.94648
bel,1972,83.66768
bel,1973,84.21455
bel,1974,84.60319
bel,1975,83.93175
bel,1976,83.64764
bel,1977,84.80814
bel,1978,86.90569
bel,1979,88.10342
bel,1980,88.91199
bel,1981,90.09132
bel,1982,92.08065
bel,1983,92.39892
bel,1984,95.30458
bel,1985,97.74851
bel,1986,99.4001
bel,1987,99.75166
bel,1988,100.67177
bel,1989,101.08852
bel,1990,101.38937
bel,1991,101.67705
bel,1992,102.74649
bel,1993,141.39992
bel,1994,144.50629
bel,1995,146.5033
bel,1996,146.36201
bel,1999,141.85725
bel,2000,144.87628
bel,2001,153.80124
bel,2002,155.90697
bel,2003,158.63028
bel,2004,153.40533
bel,2005,159.89014
bel,2006,161.01921
bel,2007,159.51427
bel,2008,158.74341
bel,2009,156.63837
bel,2010,156.86153
bel,2011,156.63316
bel,2012,157.79477
bel,2013,160.91924
bel,2014,162.29935
bel,2015,163.93472
bel,2016,161.03316
bel,2017,158.54185
bel,2018,155.96107
bel,2019,156.08061
ben,1971,4.31045
ben,1972,5.20689
ben,1973,6.41517
ben,1974,7.17119
ben,1975,8.33323
ben,1976,8.67385
ben,1977,9.2549
ben,1978,10.13948
ben,1979,10.90759
ben,1980,12.41925
ben,1981,15.45169
ben,1982,18.48749
ben,1983,21.22417
ben,1984,20.14872
ben,1985,18.99198
ben,1986,16.34088
ben,1987,15.13245
ben,1999,21.00429
ben,2000,21.83777
ben,2001,23.67024
ben,2002,25.66652
ben,2003,27.03112
ben,2004,28.8886
ben,2011,49.12759
ben,2013,55.96562
ben,2014,56.23654
ben,2015,58.84676
ben,2016,59.04252
ben,2020,47.50183
bfa,1971,1.28367
bfa,1972,1.31717
bfa,1973,1.40135
bfa,1974,1.62816
bfa,1975,1.70472
bfa,1976,1.74227
bfa,1977,1.90966
bfa,1978,2.00311
bfa,1979,2.13312
bfa,1980,2.48434
bfa,1981,2.64361
bfa,1982,2.95149
bfa,1983,2.99133
bfa,1984,3.21288
bfa,1985,3.80623
bfa,1986,4.51377
bfa,1987,5.15766
bfa,1988,5.80519
bfa,1989,6.60604
bfa,1990,6.89189
bfa,1991,7.22927
bfa,1992,7.47781
bfa,1993,7.93456
bfa,1994,8.29025
bfa,1999,9.79309
bfa,2000,10.42248
bfa,2001,10.63872
bfa,2003,12.07507
bfa,2004,13.25079
bfa,2005,14.29878
bfa,2006,15.04075
bfa,2007,16.16699
bfa,2008,18.91509
bfa,2009,20.29426
bfa,2010,21.90269
bfa,2011,23.83593
bfa,2012,25.93309
bfa,2013,28.36596
bfa,2014,30.35403
bfa,2015,33.71873
bfa,2016,35.78715
bfa,2017,38.11725
bfa,2018,40.70973
bfa,2019,41.3111
bfa,2020,40.56294
bgd,1973,20.75938
bgd,1976,17.82052
bgd,1977,17.5598
bgd,1979,17.23557
bgd,1980,18.99373
bgd,1981,16.8502
bgd,1983,20.31821
bgd,1984,20.91304
bgd,1985,20.56514
bgd,1986,20.22071
bgd,1987,20.62133
bgd,1988,20.52153
bgd,1989,20.3759
bgd,1990,20.90838
bgd,1998,45.16392
bgd,1999,48.33118
bgd,2000,49.76399
bgd,2001,51.03987
bgd,2002,52.19579
bgd,2003,51.93294
bgd,2004,48.35198
bgd,2005,46.96283
bgd,2006,47.52978
bgd,2007,48.30106
bgd,2008,46.24112
bgd,2009,49.99824
bgd,2010,51.6377
bgd,2011,52.43137
bgd,2012,55.20997
bgd,2013,60.16874
bgd,2015,65.62919
bgd,2016,71.41584
bgd,2017,69.66317
bgd,2018,72.6906
bgd,2019,72.55813
bgd,2020,74.36008
bgr,1971,89.79611
bgr,1972,90.79491
bgr,1973,92.04535
bgr,1974,93.62369
bgr,1975,94.94632
bgr,1976,90.71848
bgr,1977,93.55718
bgr,1978,92.06025
bgr,1979,89.43402
bgr,1980,89.71346
bgr,1981,90.16822
bgr,1982,90.9682
bgr,1983,91.78655
bgr,1984,91.98879
bgr,1985,93.26185
bgr,1986,98.88511
bgr,1987,100.02612
bgr,1988,101.70106
bgr,1989,102.23751
bgr,1990,98.79859
bgr,1991,97.70151
bgr,1992,95.78277
bgr,1993,92.86282
bgr,1994,90.05886
bgr,1995,91.73723
bgr,1996,92.63238
bgr,1997,92.24412
bgr,1998,91.69549
bgr,1999,91.9456
bgr,2000,92.78796
bgr,2001,93.85348
bgr,2002,95.29589
bgr,2003,86.75478
bgr,2004,88.74054
bgr,2005,89.22806
bgr,2006,89.74012
bgr,2007,90.23805
bgr,2008,89.43396
bgr,2009,88.74194
bgr,2010,90.2262
bgr,2011,93.75526
bgr,2012,94.69573
bgr,2013,101.45316
bgr,2014,104.14878
bgr,2015,102.27227
bgr,2016,99.67708
bgr,2017,98.18347
bgr,2018,96.82091
bgr,2019,92.39259
bhr,1971,50.62672
bhr,1972,50.37171
bhr,1973,51.70992
bhr,1974,55.08574
bhr,1975,58.61901
bhr,1976,60.3762
bhr,1977,61.65148
bhr,1978,65.87056
bhr,1979,68.42625
bhr,1980,58.99552
bhr,1981,64.28225
bhr,1982,70.33317
bhr,1983,84.11666
bhr,1984,85.50047
bhr,1985,92.26914
bhr,1986,97.39945
bhr,1987,94.3108
bhr,1988,91.69041
bhr,1989,90.40004
bhr,1990,86.93154
bhr,1991,99.43729
bhr,1992,98.49222
bhr,1993,101.84058
bhr,1994,105.16174
bhr,1995,106.12836
bhr,1996,104.21432
bhr,1997,97.3527
bhr,1998,96.02434
bhr,1999,94.6163
bhr,2000,97.56947
bhr,2001,97.96577
bhr,2002,94.30006
bhr,2003,94.26097
bhr,2004,95.371
bhr,2005,96.20007
bhr,2006,96.39721
bhr,2008,91.79231
bhr,2009,91.98146
bhr,2010,92.85565
bhr,2011,95.2978
bhr,2012,91.672
bhr,2013,96.67334
bhr,2014,98.9424
bhr,2015,102.16024
bhr,2016,103.85384
bhr,2017,102.20338
bhr,2018,98.59907
bhr,2019,97.11242
bhs,1971,90.76349
bhs,1972,90.73925
bhs,1973,90.34445
bhs,1974,98.64116
bhs,1975,106.10965
bhs,1976,106.19991
bhs,1980,95.87312
bhs,1981,90.34744
bhs,1982,89.36835
bhs,1983,89.17019
bhs,1984,94.71453
bhs,1985,86.11534
bhs,1986,86.30565
bhs,1987,92.8097
bhs,1990,85.73209
bhs,1991,87.17424
bhs,1992,95.86185
bhs,1993,95.88069
bhs,1994,89.80234
bhs,1995,86.83238
bhs,1997,82.01865
bhs,1999,77.53081
bhs,2002,91.87913
bhs,2004,86.17589
bhs,2005,88.45793
bhs,2006,89.6825
bhs,2007,93.11002
bhs,2008,92.15828
bhs,2009,90.24461
bhs,2010,89.35463
bhs,2011,84.98634
bhs,2012,85.76167
bhs,2013,76.89482
blr,1971,90.10763
blr,1972,91.85532
blr,1973,94.0225
blr,1974,96.54114
blr,1975,97.27603
blr,1976,97.65984
blr,1977,97.70339
blr,1978,97.37462
blr,1979,97.38753
blr,1980,98.2502
blr,1981,99.18879
blr,1982,99.80648
blr,1983,100.44971
blr,1984,100.77178
blr,1985,100.74965
blr,1986,100.40037
blr,1987,100.30106
blr,1988,99.56689
blr,1989,98.80797
blr,1990,97.3426
blr,1991,93.85093
blr,1992,93.12221
blr,1993,92.19729
blr,1994,93.05457
blr,1995,94.4002
blr,1996,95.76134
blr,1997,95.49624
blr,1998,86.66414
blr,2008,111.92559
blr,2009,110.7479
blr,2010,108.22544
blr,2011,107.39142
blr,2012,107.21344
blr,2013,105.42826
blr,2014,105.52314
blr,2015,105.469
blr,2016,104.79592
blr,2017,103.51346
blr,2018,102.43953
blz,1980,54.21937
blz,1981,53.01935
blz,1982,52.45796
blz,1986,57.82928
blz,1987,60.5806
blz,1991,60.75178
blz,1994,68.38515
blz,1995,67.20718
blz,1999,64.13491
blz,2000,67.98631
blz,2001,70.59147
blz,2003,76.94431
blz,2004,78.25525
blz,2005,76.46658
blz,2006,76.66667
blz,2007,75.31014
blz,2008,74.79151
blz,2009,74.39433
blz,2010,75.30958
blz,2011,75.95183
blz,2012,78.31773
blz,2013,80.07403
blz,2014,79.76219
blz,2015,80.65795
blz,2016,87.0061
blz,2017,84.04008
blz,2018,85.37246
blz,2019,86.38567
blz,2020,85.24632
bmu,1971,80.015
bmu,1972,78.71224
bmu,1973,83.39796
bmu,1974,78.4751
bmu,1975,80.08179
bmu,1976,81.33536
bmu,1977,91.26756
bmu,1978,90.36186
bmu,1979,92.46046
bmu,1980,97.41995
bmu,2001,77.20663
bmu,2002,76.41446
bmu,2003,77.40864
bmu,2004,79.44095
bmu,2005,78.70263
bmu,2006,75.1622
bmu,2010,77.37303
bmu,2011,76.69093
bmu,2012,76.49402
bmu,2013,77.01531
bmu,2014,76.77734
bmu,2015,76.95238
bol,1970,27.07554
bol,1971,28.9698
bol,1972,32.01828
bol,1973,32.92009
bol,1975,38.39005
bol,1998,71.77849
bol,1999,77.18573
bol,2000,72.90833
bol,2001,75.85267
bol,2002,80.58419
bol,2003,83.3082
bol,2004,86.09528
bol,2005,87.01776
bol,2006,86.16775
bol,2007,85.63528
bol,2008,85.01278
bol,2009,83.46188
bol,2010,88.70912
bol,2011,86.0603
bol,2012,88.13148
bol,2013,89.89795
bol,2014,90.38322
bol,2015,91.36424
bol,2016,91.4264
bol,2017,90.29645
bol,2018,89.72425
bol,2019,89.98072
bra,2002,109.99422
bra,2003,101.86867
bra,2004,102.37103
bra,2005,101.29199
bra,2007,95.17
bra,2008,96.72012
bra,2009,96.66548
bra,2011,95.26338
bra,2012,93.42029
bra,2013,102.60358
bra,2014,101.38853
bra,2015,100.60817
bra,2016,102.06326
bra,2017,101.31379
bra,2018,105.00911
bra,2019,103.95238
brb,1971,77.87154
brb,1972,79.38681
brb,1973,80.00111
brb,1974,76.23114
brb,1975,81.32644
brb,1976,78.87657
brb,1977,79.17449
brb,1978,84.81467
brb,1979,85.55158
brb,1980,89.27213
brb,1981,88.21747
brb,1982,86.38356
brb,1983,87.13196
brb,1984,88.20534
brb,1985,91.60415
brb,1989,86.88609
brb,1990,85.42653
brb,1999,107.01127
brb,2000,103.62408
brb,2001,103.50712
brb,2002,104.33392
brb,2003,105.44677
brb,2004,107.72265
brb,2005,108.539
brb,2006,105.88444
brb,2007,105.39451
brb,2008,104.47984
brb,2009,103.22714
brb,2010,101.9078
brb,2011,103.63589
brb,2014,108.12385
brb,2015,107.52812
brb,2016,106.5098
brb,2017,106.32745
brb,2018,103.7039
brb,2019,102.7072
brb,2020,104.02252
brn,1970,53.93954
brn,1971,55.0728
brn,1972,57.26526
brn,1973,57.04305
brn,1974,57.59435
brn,1975,59.54933
brn,1976,61.09344
brn,1977,58.82677
brn,1978,58.7856
brn,1979,59.65811
brn,1980,61.0722
brn,1981,61.75993
brn,1982,63.46851
brn,1983,65.91736
brn,1984,63.94038
brn,1985,63.59003
brn,1986,60.77075
brn,1991,73.19567
brn,1992,73.89987
brn,1993,75.79666
brn,1994,76.27495
brn,1998,81.0034
brn,1999,84.21439
brn,2000,84.64923
brn,2001,85.06244
brn,2002,86.54186
brn,2003,88.37415
brn,2004,92.80322
brn,2005,96.58753
brn,2006,97.44118
brn,2007,95.79461
brn,2008,96.01591
brn,2009,98.20404
brn,2010,99.17564
brn,2011,101.43055
brn,2012,106.26483
brn,2013,104.91331
brn,2014,99.59155
brn,2015,96.41472
brn,2016,94.05418
brn,2017,92.93732
brn,2018,93.48278
brn,2019,92.09572
brn,2020,91.36091
btn,1970,2.33769
btn,1971,2.67756
btn,1972,3.20666
btn,1974,5.05327
btn,1977,3.9081
btn,1982,9.31195
btn,1983,10.81357
btn,1984,11.57204
btn,1985,11.58599
btn,1998,23.44052
btn,1999,26.5031
btn,2000,30.02343
btn,2001,33.4106
btn,2005,44.5511
btn,2006,47.40183
btn,2007,51.40493
btn,2008,54.71617
btn,2009,59.5779
btn,2010,63.56648
btn,2011,67.24879
btn,2012,71.69738
btn,2013,75.61265
btn,2014,82.71892
btn,2015,84.01727
btn,2016,85.34537
btn,2017,87.8676
btn,2018,90.09468
bwa,1970,7.64692
bwa,1971,8.76092
bwa,1972,9.75911
bwa,1973,13.25841
bwa,1974,14.64906
bwa,1975,16.38415
bwa,1976,18.04584
bwa,1977,19.15342
bwa,1978,19.57381
bwa,1979,19.38659
bwa,1980,19.96934
bwa,1981,21.92035
bwa,1983,21.97136
bwa,1984,26.064
bwa,1985,29.25621
bwa,1986,31.00277
bwa,1987,32.13695
bwa,1988,31.57075
bwa,1989,36.76126
bwa,1990,40.48437
bwa,1991,49.39302
bwa,1992,49.37147
bwa,1993,54.11481
bwa,1994,53.24407
bwa,1995,60.70906
bwa,1998,77.58805
bwa,1999,78.51727
bwa,2000,80.41093
bwa,2001,80.30617
bwa,2002,81.50727
bwa,2003,82.1807
bwa,2004,83.52475
bwa,2005,83.61095
bwa,2006,84.99632
bwa,2007,85.10596
bwa,2008,79.91677
caf,1971,4.43329
caf,1972,5.42628
caf,1973,6.14517
caf,1974,6.70727
caf,1975,7.13975
caf,1976,7.96151
caf,1977,8.3805
caf,1978,10.03152
caf,1979,10.36984
caf,1980,11.90609
caf,1981,13.54418
caf,1982,15.80747
caf,1983,15.61346
caf,1985,15.51285
caf,1986,15.4677
caf,1987,12.99577
caf,1988,11.6464
caf,1989,11.18694
caf,1990,11.84185
caf,1991,11.93229
caf,1992,9.96249
caf,2001,12.00319
caf,2002,12.02469
caf,2009,13.61706
caf,2011,17.62453
caf,2012,17.39388
caf,2016,15.03944
caf,2017,17.13538
can,1971,96.20948
can,1972,95.71112
can,1973,94.23075
can,1974,92.20984
can,1975,91.74691
can,1976,90.75224
can,1977,90.36446
can,1978,89.3847
can,1979,88.2703
can,1980,87.46263
can,1981,88.27525
can,1982,92.343
can,1983,94.98457
can,1984,98.10008
can,1985,99.09827
can,1986,99.18465
can,1987,99.10886
can,1988,99.3804
can,1989,99.63637
can,1990,99.80231
can,1991,101.40826
can,1992,102.71387
can,1993,104.60627
can,1994,105.76639
can,1995,105.15247
can,1996,105.47692
can,1998,105.60397
can,1999,102.37614
can,2000,101.92313
can,2005,101.39119
can,2006,101.72825
can,2007,101.90349
can,2008,102.34444
can,2009,102.73444
can,2010,102.39848
can,2011,103.34896
can,2012,109.98749
can,2013,109.48599
can,2014,109.3331
can,2015,110.35653
can,2016,112.51428
can,2017,113.76286
can,2018,114.12351
can,2019,114.33327
che,1978,92.59861
che,1979,93.69323
che,1980,94.56681
che,1981,94.93768
che,1982,94.75923
che,1983,94.7237
che,1984,95.15156
che,1985,95.01213
che,1986,94.62441
che,1987,94.33315
che,1988,94.5383
che,1989,94.90916
che,1990,95.88945
che,1991,97.00785
che,1992,98.41752
che,1993,99.49246
che,1994,101.67207
che,1995,101.55832
che,1996,101.11494
che,1998,95.87938
che,1999,95.8524
che,2000,95.62875
che,2001,95.33287
che,2002,93.70814
che,2003,93.78176
che,2004,94.41706
che,2005,95.45322
che,2006,96.02689
che,2007,95.91104
che,2008,95.88605
che,2009,95.60131
che,2010,96.11023
che,2011,96.41895
che,2012,96.48052
che,2013,98.89136
che,2015,101.47371
che,2016,102.56538
che,2017,102.48743
che,2018,102.57068
che,2019,102.34078
chl,1970,44.00852
chl,1971,50.6166
chl,1972,55.2778
chl,1973,58.62473
chl,1974,59.44721
chl,1975,58.47259
chl,1976,58.73206
chl,1977,60.81887
chl,1978,62.31551
chl,1979,64.25096
chl,1980,64.21064
chl,1981,64.88629
chl,1982,65.15562
chl,1983,69.84864
chl,1984,72.51904
chl,1985,75.60779
chl,1986,77.01826
chl,1988,79.8983
chl,1989,77.61585
chl,1990,74.06543
chl,1991,91.53207
chl,1992,91.36072
chl,1993,72.64937
chl,1998,78.90661
chl,1999,81.49079
chl,2000,85.52158
chl,2002,88.94139
chl,2003,91.27257
chl,2004,92.37826
chl,2005,93.49675
chl,2006,93.25523
chl,2007,92.0882
chl,2008,91.385
chl,2009,88.97956
chl,2010,90.00819
chl,2011,90.46908
chl,2012,89.50108
chl,2013,99.59392
chl,2014,100.68209
chl,2015,101.78093
chl,2016,101.77753
chl,2017,101.83142
chl,2018,102.36755
chl,2019,103.66516
chn,1970,27.47035
chn,1971,37.04609
chn,1972,44.7315
chn,1973,50.8795
chn,1974,47.62525
chn,1975,48.39893
chn,1976,56.38742
chn,1977,57.2721
chn,1978,53.97215
chn,1979,49.88985
chn,1980,43.23553
chn,1981,38.99175
chn,1982,33.14826
chn,1983,30.29062
chn,1984,29.72544
chn,1985,31.01578
chn,1986,32.63206
chn,1987,34.71899
chn,1988,36.24218
chn,1989,36.47569
chn,1990,36.7201
chn,1991,38.98485
chn,1992,42.0988
chn,1993,44.97418
chn,1994,46.59412
chn,1995,50.3508
chn,1996,54.85624
chn,1997,57.46662
chn,1999,60.46418
chn,2000,60.2599
chn,2001,60.08422
chn,2002,60.2845
chn,2003,62.14113
chn,2006,71.32845
chn,2007,76.78766
chn,2008,81.71284
chn,2009,85.45141
chn,2010,88.1734
civ,1971,9.76463
civ,1972,10.68829
civ,1973,11.61145
civ,1974,11.34044
civ,1975,12.04999
civ,1976,13.19619
civ,1977,13.69675
civ,1978,14.84705
civ,1979,16.28883
civ,1980,18.2528
civ,1981,19.73811
civ,1983,19.57319
civ,1984,19.38722
civ,1985,19.66048
civ,1987,19.12545
civ,1999,24.05762
civ,2014,38.9374
civ,2015,42.45389
civ,2016,45.03581
civ,2017,48.44685
civ,2018,51.02666
civ,2019,54.61299
civ,2020,57.4168
cmr,1971,8.17041
cmr,1972,9.109
cmr,1973,10.16679
cmr,1974,10.97385
cmr,1975,12.12768
cmr,1976,13.31261
cmr,1977,14.67733
cmr,1978,15.86024
cmr,1979,16.59863
cmr,1980,17.15844
cmr,1981,18.19759
cmr,1982,18.69718
cmr,1983,19.87667
cmr,1984,20.80066
cmr,1985,22.22578
cmr,1986,22.42745
cmr,1987,24.40209
cmr,1988,25.38271
cmr,1989,25.81295
cmr,1990,25.89794
cmr,1991,27.32549
cmr,1992,28.17955
cmr,1994,26.94508
cmr,1995,25.93563
cmr,1997,24.02065
cmr,1998,24.78827
cmr,1999,26.19423
cmr,2000,27.57544
cmr,2001,32.38818
cmr,2002,28.21962
cmr,2003,29.79597
cmr,2004,26.55448
cmr,2005,27.06101
cmr,2006,23.56108
cmr,2007,32.35642
cmr,2008,36.66806
cmr,2009,40.47854
cmr,2011,48.31893
cmr,2012,51.58778
cmr,2013,53.40638
cmr,2014,57.51035
cmr,2015,59.03209
cmr,2016,60.05816
cod,1971,9.55481
cod,1972,11.11516
cod,1973,11.81606
cod,1974,11.83237
cod,1975,15.28305
cod,1976,16.95214
cod,1977,19.29942
cod,1978,22.00063
cod,1979,25.13946
cod,1980,24.80218
cod,1981,24.50982
cod,1982,24.3788
cod,1983,24.27659
cod,1984,24.18215
cod,1985,24.08056
cod,1986,23.97595
cod,1987,23.95645
cod,1988,25.29339
cod,1992,22.79243
cod,1993,24.35872
cod,1994,25.77139
cod,1995,27.99794
cod,2007,36.5973
cod,2008,39.44591
cod,2009,41.5039
cod,2010,41.21021
cod,2011,43.32061
cod,2012,43.22606
cod,2013,42.90814
cod,2014,45.50179
cod,2015,46.16579
cog,1971,17.22748
cog,1972,20.5025
cog,1973,25.9071
cog,1974,33.10024
cog,1975,38.79156
cog,1976,43.47882
cog,1977,50.22559
cog,1978,54.33038
cog,1979,57.32365
cog,1980,58.91944
cog,1981,66.90671
cog,1982,71.05355
cog,1983,69.68271
cog,1984,64.59731
cog,1985,62.7425
cog,1986,66.49771
cog,1987,67.8402
cog,1988,63.33267
cog,1989,54.13525
cog,1990,47.52936
cog,1991,46.25682
cog,1992,46.96582
cog,1994,49.4694
cog,1996,47.65034
cog,2002,38.3146
cog,2003,39.49967
cog,2004,44.62115
cog,2012,52.59282
col,1970,23.9288
col,1971,25.79771
col,1972,27.22159
col,1973,33.22417
