geo,time,ne_gdi_ftot_zs
atg,2010,28.11552
atg,2011,20.73824
atg,2012,22.13059
atg,2013,23.73108
atg,2014,24.96374
atg,2015,23.92844
atg,2016,27.18258
atg,2017,32.56721
atg,2018,36.97355
atg,2019,41.88008
atg,2020,57.65197
aus,1960,30.26363
aus,1961,30.28734
aus,1962,29.78807
aus,1963,29.55857
aus,1964,30.04894
aus,1965,31.09722
aus,1966,32.26574
aus,1967,31.43025
aus,1968,32.47869
aus,1969,31.37955
aus,1970,31.46573
aus,1971,30.63721
aus,1972,30.06554
aus,1973,29.06424
aus,1974,28.47583
aus,1975,25.84003
aus,1976,26.20147
aus,1977,25.77726
aus,1978,26.31073
aus,1979,26.67335
aus,1980,26.39951
aus,1981,28.38659
aus,1982,28.94319
aus,1983,26.54039
aus,1984,26.02612
aus,1985,27.02643
aus,1986,28.15614
aus,1987,27.94614
aus,1988,27.77324
aus,1989,28.70907
aus,1990,27.66945
aus,1991,24.57391
aus,1992,22.84168
aus,1993,23.48622
aus,1994,23.96478
aus,1995,25.11236
aus,1996,24.16389
aus,1997,24.05453
aus,1998,25.17585
aus,1999,25.411
aus,2000,25.97496
aus,2001,23.2362
aus,2002,24.32307
aus,2003,26.06971
aus,2004,26.652
aus,2005,27.0359
aus,2006,27.82111
aus,2007,27.43198
aus,2008,28.23685
aus,2009,27.62315
aus,2010,27.06066
aus,2011,26.03248
aus,2012,27.42332
aus,2013,27.85609
aus,2014,26.88394
aus,2015,26.22697
aus,2016,25.34879
aus,2017,23.99503
aus,2018,24.38617
aus,2019,23.3264
aus,2020,22.65469
aut,1970,27.22045
aut,1971,29.33094
aut,1972,31.81568
aut,1973,30.02256
aut,1974,29.90935
aut,1975,28.06923
aut,1976,27.41373
aut,1977,28.27218
aut,1978,26.30268
aut,1979,26.57583
aut,1980,27.29968
aut,1981,27.20902
aut,1982,24.54432
aut,1983,23.67986
aut,1984,23.1826
aut,1985,23.81161
aut,1986,23.60311
aut,1987,24.16937
aut,1988,24.9153
aut,1989,25.17067
aut,1990,25.36762
aut,1991,26.44244
aut,1992,26.03097
aut,1993,25.51819
aut,1994,26.16149
aut,1995,25.29906
aut,1996,25.79184
aut,1997,25.41941
aut,1998,25.47022
aut,1999,24.95924
aut,2000,25.61168
aut,2001,24.79662
aut,2002,23.53057
aut,2003,24.10812
aut,2004,23.59151
aut,2005,23.05212
aut,2006,22.60076
aut,2007,22.91703
aut,2008,23.27647
aut,2009,22.41301
aut,2010,21.59672
aut,2011,22.47172
aut,2012,22.64929
aut,2013,23.0402
aut,2014,22.66055
aut,2015,22.69671
aut,2016,23.09629
aut,2017,23.62854
aut,2018,24.08643
aut,2019,24.95971
aut,2020,25.24735
aze,1990,20.25921
aze,1991,11.4521
aze,1992,21.81697
aze,1993,20.95382
aze,1994,26.25871
aze,1995,15.64345
aze,1996,29.10781
aze,1997,36.99142
aze,1998,35.51415
aze,1999,28.5105
aze,2000,23.13643
aze,2001,22.88171
aze,2002,34.08
aze,2003,52.88183
aze,2004,57.71025
aze,2005,41.30884
aze,2006,29.70095
aze,2007,21.39948
aze,2008,18.57877
aze,2009,18.81943
aze,2010,18.16673
aze,2011,20.1776
aze,2012,22.45519
aze,2013,25.79389
aze,2014,27.43039
aze,2015,27.8253
aze,2016,25.03459
aze,2017,23.81721
aze,2018,20.69408
aze,2019,21.12955
aze,2020,23.50902
bdi,1960,6.25
bdi,1961,6.89655
bdi,1962,7.37705
bdi,1963,6.01504
bdi,1964,5.36913
bdi,1965,5.53998
bdi,1966,6.76757
bdi,1967,6.90533
bdi,1968,8.2121
bdi,1969,8.31881
bdi,1970,3.99687
bdi,1971,5.06922
bdi,1972,5.26547
bdi,1973,5.71461
bdi,1974,6.50214
bdi,1975,9.25716
bdi,1976,9.08842
bdi,1977,11.19641
bdi,1978,14.03689
bdi,1979,14.91622
bdi,1980,13.88577
bdi,1981,13.56534
bdi,1982,15.13291
bdi,1983,19.31292
bdi,1984,17.58807
bdi,1985,14.30496
bdi,1986,13.98036
bdi,1987,21.51512
bdi,1988,15.11016
bdi,1989,16.56586
bdi,1990,15.24309
bdi,1991,14.89773
bdi,1992,10.19238
bdi,1993,11.10048
bdi,1994,6.95145
bdi,1995,6.443
bdi,1996,8.36518
bdi,1997,6.09685
bdi,1998,6.77161
bdi,1999,5.88494
bdi,2000,2.78114
bdi,2001,4.46826
bdi,2002,3.94866
bdi,2003,7.86879
bdi,2004,10.3471
bdi,2005,18.3
bdi,2006,17.21299
bdi,2007,14.78646
bdi,2008,13.30896
bdi,2009,18.37487
bdi,2010,16.46038
bdi,2011,15.44575
bdi,2012,14.82427
bdi,2013,13.41993
bdi,2014,14.4
bdi,2015,12.34022
bdi,2016,9.35679
bdi,2017,8.98405
bdi,2018,11.10344
bdi,2019,12.263
bdi,2020,11.37783
bel,1970,26.9222
bel,1971,26.17319
bel,1972,25.29277
bel,1973,25.3543
bel,1974,26.90007
bel,1975,26.58318
bel,1976,26.02409
bel,1977,25.51081
bel,1978,25.51102
bel,1979,24.35285
bel,1980,24.81976
bel,1981,21.55827
bel,1982,20.29564
bel,1983,18.72058
bel,1984,18.36695
bel,1985,18.8219
bel,1986,18.66555
bel,1987,19.10863
bel,1988,21.07564
bel,1989,22.83656
bel,1990,23.98038
bel,1991,22.39169
bel,1992,22.09815
bel,1993,21.31809
bel,1994,20.79848
bel,1995,21.23174
bel,1996,21.18466
bel,1997,21.85429
bel,1998,21.78049
bel,1999,22.16654
bel,2000,22.50706
bel,2001,22.39027
bel,2002,20.69642
bel,2003,20.49419
bel,2004,21.46185
bel,2005,22.15389
bel,2006,22.32544
bel,2007,23.29301
bel,2008,24.11814
bel,2009,22.7845
bel,2010,22.12309
bel,2011,23.01037
bel,2012,22.96189
bel,2013,22.173
bel,2014,22.80584
bel,2015,22.96342
bel,2016,23.27775
bel,2017,23.2785
bel,2018,23.59195
bel,2019,24.15362
bel,2020,23.92694
ben,1982,27.05233
ben,1983,16.62674
ben,1984,12.47551
ben,1985,8.7484
ben,1986,12.83769
ben,1987,13.37417
ben,1988,15.08535
ben,1989,12.45711
ben,1990,12.62155
ben,1991,12.95583
ben,1992,13.41681
ben,1993,13.88252
ben,1994,16.24278
ben,1995,17.56487
ben,1996,16.34027
ben,1997,17.22596
ben,1998,17.27875
ben,1999,20.05969
ben,2000,18.726
ben,2001,19.06307
ben,2002,16.91268
ben,2003,17.54336
ben,2004,16.08666
ben,2005,15.04109
ben,2006,14.16144
ben,2007,17.05747
ben,2008,15.84501
ben,2009,16.56555
ben,2010,17.65
ben,2011,18.22633
ben,2012,16.20403
ben,2013,20.70826
ben,2014,21.63766
ben,2015,20.49574
ben,2016,19.72249
ben,2017,23.43845
ben,2018,25.90056
ben,2019,25.17326
ben,2020,25.20652
bfa,1979,15.54795
bfa,1980,14.11968
bfa,1981,13.80872
bfa,1982,17.2171
bfa,1983,17.26397
bfa,1984,14.85305
bfa,1985,19.1404
bfa,1986,19.14394
bfa,1987,19.96568
bfa,1988,18.45523
bfa,1989,19.65498
bfa,1990,17.74093
bfa,1991,20.00185
bfa,1992,19.49377
bfa,1993,18.75299
bfa,1994,25.71573
bfa,1995,22.47981
bfa,1996,22.55214
bfa,1997,24.22602
bfa,1998,22.37186
bfa,1999,17.09129
bfa,2000,16.49093
bfa,2001,13.66419
bfa,2002,13.35961
bfa,2003,14.39924
bfa,2004,15.63492
bfa,2005,15.43787
bfa,2006,15.89519
bfa,2007,18.18322
bfa,2008,17.3019
bfa,2009,18.79157
bfa,2010,20.12277
bfa,2011,21.11375
bfa,2012,22.15505
bfa,2013,23.48258
bfa,2014,18.66126
bfa,2015,19.14721
bfa,2016,20.24516
bfa,2017,20.8835
bfa,2018,20.1523
bfa,2019,21.40034
bgd,1980,14.43939
bgd,1981,17.15577
bgd,1982,17.36328
bgd,1983,16.56274
bgd,1984,16.48426
bgd,1985,15.83094
bgd,1986,16.17645
bgd,1987,15.47344
bgd,1988,15.73598
bgd,1989,16.12091
bgd,1990,16.45868
bgd,1991,16.89595
bgd,1992,17.30503
bgd,1993,17.94683
bgd,1994,18.40256
bgd,1995,19.1198
bgd,1996,20.72995
bgd,1997,21.81621
bgd,1998,22.12141
bgd,1999,22.72137
bgd,2000,23.80856
bgd,2001,24.17431
bgd,2002,24.34142
bgd,2003,24.67919
bgd,2004,24.99183
bgd,2005,25.83044
bgd,2006,26.14415
bgd,2007,26.1785
bgd,2008,26.20227
bgd,2009,26.20606
bgd,2010,26.24666
bgd,2011,27.42097
bgd,2012,28.26234
bgd,2013,28.38962
bgd,2014,28.57788
bgd,2015,28.88669
bgd,2016,29.65257
bgd,2017,30.51045
bgd,2018,31.23492
bgd,2019,31.5703
bgd,2020,30.46842
bgr,1980,28.2618
bgr,1981,27.64397
bgr,1982,27.48078
bgr,1983,26.74529
bgr,1984,25.61247
bgr,1985,26.42344
bgr,1986,26.98976
bgr,1987,26.87367
bgr,1988,26.757
bgr,1989,26.09451
bgr,1990,21.26409
bgr,1991,18.15402
bgr,1992,16.22361
bgr,1993,12.95483
bgr,1994,13.76084
bgr,1995,16.66855
bgr,1996,4.45225
bgr,1997,9.681
bgr,1998,14.59376
bgr,1999,16.25538
bgr,2000,16.73117
bgr,2001,19.26592
bgr,2002,18.97726
bgr,2003,19.80514
bgr,2004,20.95072
bgr,2005,25.66517
bgr,2006,27.43775
bgr,2007,28.30646
bgr,2008,33.00531
bgr,2009,27.78101
bgr,2010,22.18517
bgr,2011,20.83973
bgr,2012,21.12165
bgr,2013,21.18552
bgr,2014,21.0602
bgr,2015,20.85317
bgr,2016,18.40254
bgr,2017,18.29354
bgr,2018,18.75487
bgr,2019,18.60855
bgr,2020,19.15874
bhr,1980,30.8177
bhr,1981,29.18169
bhr,1982,32.96614
bhr,1983,41.02108
bhr,1984,44.05857
bhr,1985,33.76302
bhr,1986,32.2471
bhr,1987,22.52627
bhr,1988,19.33051
bhr,1989,19.81139
bhr,1990,18.92606
bhr,1991,19.79029
bhr,1992,21.6189
bhr,1993,23.22917
bhr,1994,19.94363
bhr,1995,17.32745
bhr,1996,12.38286
bhr,1997,11.97587
bhr,1998,14.0295
bhr,1999,13.57702
bhr,2000,16.38842
bhr,2001,16.97367
bhr,2002,23.11181
bhr,2003,23.57227
bhr,2004,22.51388
bhr,2005,25.68651
bhr,2006,29.49945
bhr,2007,33.55127
bhr,2008,34.52267
bhr,2009,25.25992
bhr,2010,26.04552
bhr,2011,21.06664
bhr,2012,26.83731
bhr,2013,24.76371
bhr,2014,25.60026
bhr,2015,24.07204
bhr,2016,25.76411
bhr,2017,28.34946
bhr,2018,29.48847
bhr,2019,29.01433
bhs,1977,11.40252
bhs,1978,10.31956
bhs,1979,11.8705
bhs,1980,15.94398
bhs,1981,16.74728
bhs,1982,18.92543
bhs,1983,17.93052
bhs,1984,15.99628
bhs,1985,17.57228
bhs,1986,17.19717
bhs,1987,18.72145
bhs,1989,28.6708
bhs,1990,25.62761
bhs,1991,25.41142
bhs,1992,26.13059
bhs,1993,21.33312
bhs,1994,24.17766
bhs,1995,25.43861
bhs,1996,27.68551
bhs,1997,28.11748
bhs,1998,31.161
bhs,1999,27.67616
bhs,2000,27.99614
bhs,2001,25.40206
bhs,2002,22.89791
bhs,2003,23.04261
bhs,2004,22.01586
bhs,2005,26.14424
bhs,2006,32.34405
bhs,2007,29.3803
bhs,2008,28.28615
bhs,2009,26.7743
bhs,2010,26.69338
bhs,2011,28.36616
bhs,2012,30.30922
bhs,2013,28.29646
bhs,2014,30.32604
bhs,2015,23.5026
bhs,2016,24.75527
bhs,2017,26.46423
bhs,2018,25.05647
bhs,2019,25.31372
bhs,2020,21.61998
bih,1995,12.26847
bih,1996,34.03527
bih,1997,34.21656
bih,1998,32.56667
bih,1999,23.89676
bih,2000,30.52789
bih,2001,28.41307
bih,2002,28.31586
bih,2003,27.15443
bih,2004,26.29348
bih,2005,28.66369
bih,2006,22.73078
bih,2007,26.80433
bih,2008,28.77004
bih,2009,23.70633
bih,2010,20.75989
bih,2011,21.97693
bih,2012,21.86651
bih,2013,21.02366
bih,2014,22.89362
bih,2015,21.12313
bih,2016,20.71693
bih,2017,21.94672
bih,2018,22.75403
bih,2019,23.03149
bih,2020,22.16942
blr,1990,21.93995
blr,1991,22.22222
blr,1992,25
blr,1993,33.90863
blr,1994,33.26027
blr,1995,24.69791
blr,1996,21.07913
blr,1997,25.23103
blr,1998,25.93465
blr,1999,26.32697
blr,2000,25.20155
blr,2001,22.66904
blr,2002,21.98474
blr,2003,23.74825
blr,2004,25.31735
blr,2005,26.51663
blr,2006,29.66077
blr,2007,31.37632
blr,2008,33.30375
blr,2009,35.53743
blr,2010,38.82708
blr,2011,37.68589
blr,2012,33.41611
blr,2013,37.18685
blr,2014,33.22436
blr,2015,28.65431
blr,2016,25.44008
blr,2017,26.15799
blr,2018,26.22742
blr,2019,27.03454
blr,2020,24.78491
blz,1980,21.54316
blz,1981,23.56694
blz,1982,21.43767
blz,1983,17.99192
blz,1984,19.33923
blz,1985,16.54233
blz,1986,16.5998
blz,1987,20.43391
blz,1988,24.40693
blz,1989,26.03717
blz,1990,24.721
blz,1991,27.44419
blz,1992,26.06789
blz,1993,28.34052
blz,1994,20.53761
blz,1995,21.69744
blz,1996,20.30451
blz,1997,19.93326
blz,1998,18.78971
blz,1999,24.59331
blz,2000,28.66238
blz,2001,25.24345
blz,2002,22.77445
blz,2003,19.05019
blz,2004,17.74987
blz,2005,18.69255
blz,2006,18.60053
blz,2007,19.08149
blz,2008,24.12735
blz,2009,19.42308
blz,2010,15.51522
blz,2011,15.50134
blz,2012,14.98185
blz,2013,17.77549
blz,2014,17.7207
blz,2015,20.44799
blz,2016,21.40577
blz,2017,18.6088
blz,2018,19.42188
blz,2019,20.09504
blz,2020,22.30156
bmu,2010,13.04303
bmu,2011,12.58254
bmu,2012,11.01443
bmu,2013,10.89311
bmu,2014,12.0946
bmu,2015,11.89259
bmu,2016,12.80321
bmu,2017,13.76364
bmu,2018,13.41282
bmu,2019,14.83263
bmu,2020,12.43953
bol,1970,14.83198
bol,1971,14.98924
bol,1972,15.6878
bol,1973,17.88145
bol,1974,15.58559
bol,1975,18.81832
bol,1976,19.54561
bol,1977,19.22237
bol,1978,21.7933
bol,1979,19.3105
bol,1980,17.11712
bol,1981,15.97222
bol,1982,15.0838
bol,1983,12.5
bol,1984,15.17548
bol,1985,14.46362
bol,1986,13.38511
bol,1987,12.15354
bol,1988,12.70121
bol,1989,11.99132
bol,1990,12.55849
bol,1991,14.48402
bol,1992,16.31557
bol,1993,16.66438
bol,1994,14.85148
bol,1995,15.53353
bol,1996,16.17637
bol,1997,18.96895
bol,1998,23.15322
bol,1999,19.09732
bol,2000,17.88748
bol,2001,13.92677
bol,2002,15.64965
bol,2003,12.66392
bol,2004,11.68712
bol,2005,12.99085
bol,2006,14.29668
bol,2007,16.13959
bol,2008,17.24872
bol,2009,16.47926
bol,2010,16.57225
bol,2011,18.96563
bol,2012,18.36288
bol,2013,19.06008
bol,2014,20.98205
bol,2015,21.37106
bol,2016,20.67048
bol,2017,21.26836
bol,2018,20.16609
bol,2019,18.97526
bol,2020,15.57401
bra,1970,18.83382
bra,1971,19.90825
bra,1972,20.33177
bra,1973,20.36841
bra,1974,21.8454
bra,1975,23.32889
bra,1976,22.41806
bra,1977,21.34551
bra,1978,22.26512
bra,1979,23.36074
bra,1980,22.67378
bra,1981,23.4304
bra,1982,22.25524
bra,1983,19.4348
bra,1984,18.74091
bra,1985,17.91785
bra,1986,19.96084
bra,1987,23.17363
bra,1988,24.34365
bra,1989,26.90279
bra,1990,20.66358
bra,1991,18.10908
bra,1992,18.42326
bra,1993,19.28312
bra,1994,20.74808
bra,1995,20.2863
bra,1996,18.64065
bra,1997,19.1229
bra,1998,18.54235
bra,1999,17.01629
bra,2000,18.30449
bra,2001,18.41809
bra,2002,17.92625
bra,2003,16.60476
bra,2004,17.32023
bra,2005,17.05618
bra,2006,17.2103
bra,2007,17.99576
bra,2008,19.38533
bra,2009,19.10196
bra,2010,20.53467
bra,2011,20.60896
bra,2012,20.71671
bra,2013,20.91192
bra,2014,19.87303
bra,2015,17.83581
bra,2016,15.52433
bra,2017,14.55899
bra,2018,15.09691
bra,2019,15.31249
bra,2020,16.43068
brb,1975,18.64591
brb,1976,26.48501
brb,1977,23.6877
brb,1978,22.68638
brb,1979,22.17607
brb,1980,19.41552
brb,1981,23.11022
brb,1982,19.41051
brb,1983,16.69751
brb,1984,14.01624
brb,1985,12.85009
brb,1986,13.7231
brb,1987,13.41599
brb,1988,14.67087
brb,1989,15.99009
brb,1990,15.00618
brb,1991,12.65256
brb,1992,8.27798
brb,1993,9.2506
brb,1994,10.5431
brb,1995,11.66181
brb,1996,12.58309
brb,1997,15.32736
brb,1998,18.75927
brb,1999,19.01802
brb,2000,17.9866
brb,2001,16.35783
brb,2002,17.65331
brb,2003,18.35488
brb,2004,19.10292
brb,2005,18.79173
brb,2006,21.14997
brb,2007,18.85214
brb,2008,18.15326
brb,2009,16.75935
brb,2010,15.69134
brb,2011,16.85098
brb,2012,15.9691
brb,2013,16.32004
brb,2014,16.33083
brb,2015,16.72145
brb,2016,16.19757
brb,2017,15.4411
brb,2018,14.10581
brb,2019,15.52227
brb,2020,16.97601
brn,1989,18.5829
brn,1990,18.68046
brn,1991,20.62549
brn,1992,23.25752
brn,1993,29.65029
brn,1994,28.65609
brn,1995,36.6617
brn,1996,41.31429
brn,1997,35.49307
brn,1998,33.80531
brn,1999,21.38002
brn,2000,12.95766
brn,2001,14.63579
brn,2002,21.19597
brn,2003,14.98378
brn,2004,13.43155
brn,2005,11.3545
brn,2006,10.46538
brn,2007,12.99401
brn,2008,13.67249
brn,2009,17.54883
brn,2010,23.5313
brn,2011,25.91512
brn,2012,32.76573
brn,2013,39.45846
brn,2014,27.27617
brn,2015,35.02644
brn,2016,34.36787
brn,2017,34.58752
brn,2018,40.89073
brn,2019,38.50703
brn,2020,40.37763
btn,1980,32.8483
btn,1981,34.47011
btn,1982,36.97629
btn,1983,40.88932
btn,1984,38.27145
btn,1985,45.51839
btn,1986,42.72627
btn,1987,37.14248
btn,1988,39.79317
btn,1989,36.62292
btn,1990,23.54882
btn,1991,34.38149
btn,1992,40.79002
btn,1993,42.92843
btn,1994,42.82589
btn,1995,42.31771
btn,1996,37.75736
btn,1997,32.67822
btn,1998,34.1713
btn,1999,40.03438
btn,2000,52.19694
btn,2001,61.6483
btn,2002,62.80995
btn,2003,61.07077
btn,2004,65.18635
btn,2005,53.49632
btn,2006,47.6049
btn,2007,32.95946
btn,2008,42.83342
btn,2009,47.3273
btn,2010,62.67026
btn,2011,69.67277
btn,2012,69.60303
btn,2013,47.55033
btn,2014,54.98968
btn,2015,55.73258
btn,2016,56.62177
btn,2017,52.09275
btn,2018,47.18907
btn,2019,37.55707
btn,2020,33.75089
bwa,1965,23.32317
bwa,1966,23.17073
bwa,1967,22.47351
bwa,1968,20.84211
bwa,1969,24.48245
bwa,1970,34.51777
bwa,1971,45.98018
bwa,1972,46.22345
bwa,1973,42.4609
bwa,1974,32.91657
bwa,1975,26.61336
bwa,1976,24.93045
bwa,1977,25.50953
bwa,1978,28.80663
bwa,1979,31.47261
bwa,1980,34.5158
bwa,1981,35.77629
bwa,1982,32.17071
bwa,1983,27.23101
bwa,1984,26.33065
bwa,1985,22.82939
bwa,1986,22.36425
bwa,1987,27.52841
bwa,1988,29.95678
bwa,1989,31.43774
bwa,1990,32.35588
bwa,1991,31.27121
bwa,1992,29.55052
bwa,1993,26.94625
bwa,1994,25.88197
bwa,1995,26.97763
bwa,1996,23.01348
bwa,1997,26.17335
bwa,1998,28.11253
bwa,1999,26.67992
bwa,2000,25.14248
bwa,2001,25.9185
bwa,2002,27.4724
bwa,2003,28.01585
bwa,2004,27.84177
bwa,2005,25.33981
bwa,2006,26.20105
bwa,2007,28.38526
bwa,2008,30.58264
bwa,2009,34.90966
bwa,2010,33.61618
bwa,2011,32.04485
bwa,2012,36.22768
bwa,2013,33.49769
bwa,2014,25.13553
bwa,2015,27.00743
bwa,2016,24.51918
bwa,2017,24.20433
bwa,2018,26.57709
bwa,2019,29.07938
bwa,2020,27.92728
caf,1977,11.63417
caf,1978,9.07239
caf,1979,11.20295
caf,1980,6.94774
caf,1981,8.05085
caf,1982,6.38471
caf,1983,10.47808
caf,1984,12.12774
caf,1985,12.39985
caf,1986,12.86463
caf,1987,12.85553
caf,1988,9.84849
caf,1989,10.46226
caf,1990,11.81272
caf,1991,12.17679
caf,1992,12.13599
caf,1993,9.85963
caf,1994,11.93501
caf,1995,13.05391
caf,1996,6.69601
caf,1997,7.83858
caf,1998,8.24994
caf,1999,12.96196
caf,2000,11.0723
caf,2001,10.24083
caf,2002,9.62495
caf,2003,6.40479
caf,2004,6.81214
caf,2005,9.86482
caf,2006,10.23421
caf,2007,10.68724
caf,2008,12.72839
caf,2009,12.92174
caf,2010,16.13642
caf,2011,13.4134
caf,2012,10.7696
caf,2013,6.34985
caf,2014,21.15591
caf,2015,20.57278
caf,2016,20.87764
caf,2017,24.23803
caf,2018,25.01445
caf,2019,14.38952
caf,2020,18.13216
can,1961,22.4187
can,1962,21.7676
can,1963,21.59159
can,1964,22.94448
can,1965,24.28257
can,1966,25.22809
can,1967,24.185
can,1968,22.601
can,1969,22.52507
can,1970,21.93535
can,1971,22.80616
can,1972,22.50746
can,1973,22.98854
can,1974,23.71116
can,1975,24.42768
can,1976,24.05742
can,1977,23.54371
can,1978,23.19137
can,1979,23.54122
can,1980,24.05541
can,1981,25.10398
can,1982,22.65075
can,1983,21.10481
can,1984,20.23605
can,1985,20.78763
can,1986,21.12403
can,1987,21.95214
can,1988,22.71905
can,1989,23.04903
can,1990,21.78307
can,1991,20.3367
can,1992,19.45074
can,1993,18.7175
can,1994,19.4548
can,1995,18.40591
can,1996,18.86846
can,1997,20.30015
can,1998,20.55492
can,1999,20.19035
can,2000,19.59934
can,2001,20.15176
can,2002,19.97492
can,2003,20.0124
can,2004,20.8746
can,2005,21.83743
can,2006,22.8852
can,2007,23.339
can,2008,23.46902
can,2009,22.30697
can,2010,23.46124
can,2011,23.5105
can,2012,24.49419
can,2013,24.18721
can,2014,24.38933
can,2015,23.85058
can,2016,22.77238
can,2017,22.69633
can,2018,22.51471
can,2019,22.27804
can,2020,23.26248
che,1980,30.45166
che,1981,30.75439
che,1982,29.18754
che,1983,29.86641
che,1984,29.62216
che,1985,29.98913
che,1986,30.74404
che,1987,31.06076
che,1988,32.80566
che,1989,33.3384
che,1990,32.78772
che,1991,31.42095
che,1992,28.20118
che,1993,26.41618
che,1994,26.66194
che,1995,26.59625
che,1996,25.46994
che,1997,25.48311
che,1998,26.55404
che,1999,26.90167
che,2000,27.09352
che,2001,26.35939
che,2002,26.45381
che,2003,25.80873
che,2004,26.4448
che,2005,26.42374
che,2006,26.29072
che,2007,26.46651
che,2008,26.052
che,2009,24.54162
che,2010,24.44966
che,2011,24.63232
che,2012,25.24903
che,2013,25.11656
che,2014,25.28247
che,2015,25.24345
che,2016,25.39798
che,2017,25.97353
che,2018,25.57639
che,2019,25.49666
che,2020,25.74121
chl,1960,14.80369
chl,1961,15.32575
chl,1962,15.47615
chl,1963,16.52904
chl,1964,15.76755
chl,1965,15.23144
chl,1966,14.71774
chl,1967,14.79143
chl,1968,15.38281
chl,1969,14.8875
chl,1970,15.70069
chl,1971,15.30749
chl,1972,13.7058
chl,1973,13.44985
chl,1974,17.95244
