geo,time,se_sec_uner_lo_fe_zs
bfa,2018,42.3552
bfa,2019,43.99022
bfa,2020,44.10687
bgd,2005,26.15923
bgd,2006,26.54512
bgd,2009,24.73673
bgd,2010,21.96582
bgd,2014,33.55081
bgd,2015,30.57242
bgd,2016,27.73357
bgd,2017,25.43216
bgr,1998,4.85105
bgr,1999,5.06659
bgr,2000,5.51922
bgr,2001,4.57477
bgr,2002,4.83548
bgr,2003,4.47333
bgr,2004,4.62538
bgr,2005,5.00383
bgr,2006,7.9162
bgr,2007,8.44627
bgr,2008,10.69283
bgr,2009,11.55724
bgr,2010,9.67898
bgr,2011,5.29378
bgr,2012,3.12178
bgr,2015,3.46716
bgr,2016,7.5423
bgr,2017,10.49677
bgr,2018,13.30893
bgr,2019,15.18407
bhr,1984,9.11931
bhr,1985,4.40931
bhr,1986,2.3634
bhr,1987,6.27263
bhr,1989,1.01695
bhr,1997,2.31131
bhr,2011,9.4662
bhr,2012,9.57461
bhr,2013,5.39509
bhr,2014,4.0622
bhr,2015,3.64957
bhr,2016,1.57517
bhr,2017,0.51629
bhr,2018,0.4036
bhr,2019,0.12792
bhs,1999,9.44863
bhs,2004,9.39708
bih,2014,23.96126
bih,2015,17.67987
bih,2016,10.94908
bih,2017,8.02455
bih,2018,7.07804
blr,2010,0.24212
blr,2017,0.97054
blr,2018,0.81306
blz,1999,8.72721
blz,2000,4.97761
blz,2001,9.67295
blz,2003,5.06826
blz,2005,10.47597
blz,2006,10.69069
blz,2007,11.37903
blz,2008,12.07397
blz,2009,13.16317
blz,2010,13.69092
blz,2011,13.82488
blz,2012,10.98001
blz,2013,9.93142
blz,2014,10.24178
blz,2015,11.92982
blz,2016,13.11026
blz,2017,11.521
blz,2018,9.82983
blz,2019,10.81452
blz,2020,16.0596
bmu,2011,12.13425
bol,1998,14.25614
bol,1999,7.58956
bol,2009,3.90489
bol,2010,4.54106
bol,2011,6.18227
bol,2012,3.7514
bol,2013,4.80084
bol,2014,8.63125
bol,2015,10.87932
bol,2016,12.94689
bol,2017,14.44733
bol,2018,13.77728
bra,2007,6.00763
bra,2009,0.64421
bra,2011,3.56852
bra,2012,5.59808
bra,2013,3.2387
bra,2014,3.35857
bra,2015,4.48377
bra,2016,3.59065
bra,2017,4.80788
bra,2018,3.28385
bra,2019,1.21044
brb,1983,7.61711
brb,1989,9.51047
brb,1999,3.17328
brb,2000,6.97791
brb,2001,11.47706
brb,2002,3.18611
brb,2004,3.40813
brb,2005,7.76371
brb,2006,6.92399
brb,2007,9.47657
brb,2008,13.81761
brb,2009,9.79082
brb,2010,9.74569
brb,2011,4.53405
brb,2018,2.60407
brb,2019,3.05173
brb,2020,3.74291
brn,1977,16.34126
brn,1978,16.9149
brn,1979,14.42867
brn,1980,14.64651
brn,1981,13.15764
brn,1982,14.09048
brn,1983,12.3948
brn,1984,13.36818
brn,2010,2.13108
brn,2011,0.77644
btn,1998,57.34493
btn,1999,54.72126
btn,2000,52.34857
btn,2001,48.53399
btn,2005,36.29102
btn,2006,32.54302
btn,2008,25.39209
btn,2009,22.72023
btn,2010,18.20517
btn,2011,15.53545
btn,2012,12.41049
btn,2013,14.48323
btn,2015,11.14555
btn,2016,9.36369
btn,2017,7.32375
btn,2018,5.84736
bwa,1971,56.2976
bwa,1972,57.97429
bwa,1973,41.02043
bwa,1974,42.5138
bwa,1975,43.27216
bwa,1976,44.67976
bwa,1977,42.09488
bwa,1978,39.76741
bwa,1979,34.71756
bwa,1980,32.09173
bwa,1981,49.86529
bwa,1984,32.60715
bwa,1985,30.38023
bwa,1986,36.80182
bwa,1989,13.89622
bwa,1990,13.2204
bwa,1991,3.6529
bwa,1992,9.40715
bwa,1993,7.81139
bwa,1994,6.34291
bwa,2000,1.01106
bwa,2012,6.48195
bwa,2013,4.60594
bwa,2014,3.55044
bwa,2015,5.48535
bwa,2017,9.26597
caf,1971,85.29209
caf,1972,88.46452
caf,1973,87.13534
caf,2009,67.52596
caf,2011,66.08818
caf,2012,66.43478
caf,2017,61.41152
can,2013,0.61479
can,2014,0.24058
che,1981,5.7487
che,1982,7.04576
che,1983,8.21529
che,1984,8.7361
che,1985,8.78137
che,1986,9.00387
che,1987,9.55177
che,1988,10.36948
che,1989,11.01513
che,1990,10.23075
che,1991,8.65749
che,1992,6.59128
che,1993,4.79467
che,1994,3.16026
che,1999,2.60385
che,2000,0.9696
che,2001,1.04262
che,2002,0.364
che,2013,1.01019
che,2017,2.03711
che,2018,1.29806
che,2019,1.04961
chl,2007,4.54319
chl,2008,4.75358
chl,2009,5.57788
chl,2010,3.46989
chl,2011,3.02855
chl,2012,3.11444
chl,2013,2.43322
chl,2014,1.62023
chl,2015,2.36343
chl,2016,3.47162
chl,2017,5.41272
chl,2018,5.87347
chl,2019,4.39624
civ,2013,63.58154
civ,2014,58.16945
civ,2015,58.872
civ,2016,53.64303
civ,2017,50.78008
civ,2018,50.48583
civ,2019,48.16721
civ,2020,45.43971
cmr,1971,65.34582
cmr,1972,63.81773
cmr,1973,64.39861
cmr,1974,53.06981
cmr,1975,60.94885
cmr,1976,60.26839
cmr,1977,59.98538
cmr,1978,59.16599
cmr,1979,57.91987
cmr,1980,57.41933
cmr,2012,42.61759
cmr,2014,40.64922
cmr,2015,39.52824
cmr,2016,40.39397
cod,1992,59.51922
cod,1993,57.45931
cod,1994,65.15204
cog,1972,44.64431
cog,1974,37.95662
cog,1976,31.97152
col,2005,12.8707
col,2006,7.1926
col,2007,5.72301
col,2008,5.23922
col,2009,3.47244
col,2010,4.02209
col,2011,2.22594
col,2012,3.94616
col,2013,3.81291
col,2014,5.38692
col,2015,7.3933
col,2016,7.82625
col,2017,7.01828
col,2018,5.36033
col,2019,2.73992
com,2013,26.14816
com,2014,26.66227
com,2017,29.15428
com,2018,18.2504
cpv,1987,52.66079
cpv,1994,44.17674
cpv,2003,4.07093
cpv,2004,6.53976
cpv,2005,3.9554
cpv,2006,5.51702
cpv,2007,6.65953
cpv,2009,6.69778
cpv,2012,7.87909
cpv,2013,7.29721
cpv,2014,9.10445
cpv,2015,11.87209
cpv,2016,13.04544
cpv,2017,13.40594
cpv,2018,13.17804
cpv,2019,13.23869
cri,1970,33.09537
cri,1973,31.2496
cri,1975,37.7131
cri,1976,38.05168
cri,1979,31.36801
cri,1981,31.85958
cri,1982,35.31192
cri,1985,35.03403
cri,1986,34.13567
cri,1987,33.89086
cri,1989,33.44164
cri,1990,31.71769
cri,1991,30.20039
cri,2011,8.6403
cri,2012,8.55639
cri,2013,6.6764
cri,2014,6.21448
cri,2015,6.32456
cri,2016,5.9019
cri,2017,8.08617
cri,2018,3.09009
cri,2019,1.23584
cri,2020,3.5715
cub,1972,28.76858
cub,1973,25.17663
cub,1974,23.51621
cub,1979,9.93373
cub,1986,9.83072
cub,1987,12.82483
cub,1988,15.95207
cub,1989,14.10648
cub,1990,11.71211
cub,1991,11.08247
cub,1992,13.03641
cub,1994,19.42345
cub,1999,3.40463
cub,2000,4.32668
cub,2001,6.98885
cub,2002,4.07987
cub,2007,0.93588
cub,2008,3.13276
cub,2009,6.50365
cub,2010,5.46795
cub,2011,5.17989
cub,2012,3.66768
cub,2013,4.31354
cub,2014,3.14649
cub,2015,2.65076
cub,2016,1.09219
cub,2017,2.67025
cub,2018,5.33679
cub,2019,10.23098
cub,2020,12.15064
cym,1999,18.67572
cym,2001,18.02068
cym,2002,8.66667
cym,2004,12.72936
cym,2005,17.4482
cym,2006,15.97884
cym,2007,14.69681
cym,2008,16.51376
cym,2011,15.23109
cym,2012,13.15519
cym,2013,10.38961
cym,2014,10.1069
cym,2015,11.97719
cym,2016,14.0056
cym,2017,11.01083
cym,2018,18.21366
cym,2019,22.39316
cym,2020,14.07035
cyp,1971,36.77812
cyp,1972,33.72057
cyp,1973,27.76952
cyp,1974,26.74431
cyp,1975,32.34413
cyp,1976,30.96948
cyp,1977,28.61568
cyp,1999,3.46803
cyp,2000,4.78566
cyp,2001,3.79762
cyp,2002,0.13998
cyp,2010,3.8373
cyp,2011,4.07038
cyp,2012,0.64957
cyp,2015,1.90404
cyp,2016,2.24891
cze,2001,0.97013
cze,2002,0.06623
cze,2008,8.31384
cze,2017,0.80525
cze,2018,1.56995
cze,2019,0.47337
deu,2002,0.56209
deu,2003,0.38724
deu,2004,0.15801
deu,2005,0.85202
deu,2006,1.83604
deu,2007,3.03116
deu,2008,2.56038
deu,2009,2.26326
deu,2010,2.57183
deu,2011,3.41428
deu,2012,1.95131
deu,2013,2.87729
deu,2014,3.87577
deu,2015,4.18165
deu,2016,4.0682
deu,2017,4.15464
deu,2018,3.75421
deu,2019,3.15616
dji,1985,83.32811
dji,1986,82.50326
dji,1987,82.20764
dji,1988,82.50032
dji,1997,82.32063
dji,2001,80.87687
dji,2002,78.41987
dji,2004,74.67324
dji,2005,75.13151
dji,2006,75.12272
dji,2007,71.12612
dji,2008,60.55254
dji,2015,47.6882
dji,2020,39.39847
dji,2021,38.88836
dma,2005,5.96539
dma,2006,14.38566
dma,2009,15.40881
dma,2010,15.98878
dma,2011,15.05848
dma,2015,1.03093
dnk,1998,1.07719
dnk,2000,0.47772
dnk,2001,5.23856
dnk,2002,1.00721
dnk,2006,0.91161
dnk,2007,1.20068
dnk,2008,0.48412
dnk,2011,0.24473
dnk,2012,2.37588
dnk,2013,2.49242
dnk,2014,2.1498
dnk,2015,1.35934
dnk,2016,1.04638
dnk,2017,0.84769
dom,1999,16.63447
dom,2000,14.36394
dom,2004,5.63584
dom,2005,4.63144
dom,2007,5.05386
dom,2008,3.1019
dom,2009,9.52074
dom,2010,9.61834
dom,2011,7.706
dom,2012,7.75191
dom,2013,3.18989
dom,2014,3.01731
dom,2016,6.74431
dom,2017,8.76027
dom,2018,10.80216
dom,2019,5.78208
dom,2020,8.26328
dza,1984,49.77558
dza,1995,32.74296
dza,1996,31.90367
dza,1997,27.01243
ecu,1998,28.60513
ecu,1999,27.98553
ecu,2000,27.72914
ecu,2001,27.6282
ecu,2002,27.53558
ecu,2003,27.04468
ecu,2005,24.7164
ecu,2006,23.33167
ecu,2007,23.19871
ecu,2009,14.81045
ecu,2010,14.02984
ecu,2011,14.13484
ecu,2012,8.63368
ecu,2013,1.1077
ecu,2017,2.26226
ecu,2018,2.92331
ecu,2019,2.06661
egy,1994,31.14392
egy,2003,17.44046
egy,2004,17.41449
egy,2014,9.48519
egy,2016,4.44391
egy,2017,4.36315
egy,2018,3.45634
egy,2019,1.60303
eri,1994,53.05709
eri,1995,51.57326
eri,1997,52.66174
eri,1999,53.12851
eri,2000,50.39658
eri,2001,52.85699
eri,2002,50.76508
eri,2003,48.00137
eri,2004,50.3863
eri,2005,48.6096
eri,2006,47.81144
eri,2007,45.92357
eri,2008,41.22839
eri,2009,37.9635
eri,2010,34.53002
eri,2011,32.48149
eri,2012,33.3608
eri,2013,40.9252
eri,2014,41.73798
eri,2015,41.109
eri,2017,39.54565
eri,2018,40.28999
esp,1973,12.36127
esp,1975,6.62121
esp,1976,5.28084
esp,1977,2.24715
esp,1978,1.3271
esp,1979,0.63822
esp,1999,2.36119
esp,2000,2.2499
esp,2001,1.05984
esp,2002,0.19396
esp,2007,0.53407
esp,2008,0.85565
esp,2009,1.74378
esp,2010,2.98449
esp,2011,5.7373
esp,2012,5.27315
esp,2013,3.44778
esp,2014,1.37094
est,2007,1.08459
est,2008,3.64645
est,2009,5.63958
est,2010,4.68931
est,2011,2.47226
est,2017,0.78462
est,2018,0.05962
est,2019,1.04433
eth,1999,76.93248
eth,2000,75.2428
eth,2001,72.32951
eth,2002,68.9919
eth,2003,66.31142
eth,2004,63.08066
eth,2005,59.11001
eth,2006,53.89067
eth,2007,50.61071
eth,2008,47.96007
eth,2009,47.40012
eth,2010,44.19607
eth,2011,44.52652
eth,2012,41.85705
eth,2014,48.54059
eth,2015,49.19427
fin,1999,0.18807
fin,2000,2.31741
fin,2001,3.2619
fin,2002,2.00791
fin,2003,0.1295
fin,2007,1.19007
fin,2008,1.74658
fin,2009,2.38827
fin,2010,1.88247
fin,2011,1.51823
fin,2012,1.81698
fin,2013,0.78284
fin,2014,1.10554
fin,2015,0.7031
fin,2016,1.04615
fin,2017,0.30476
fji,2000,4.27425
fji,2001,4.371
fji,2002,0.06412
fji,2003,17.36714
fra,1986,2.31131
fra,1996,0.72567
fra,1999,4.59738
fra,2000,4.85556
fra,2001,5.14887
fra,2002,5.47462
fra,2003,5.46231
fra,2004,5.50719
fra,2005,0.71182
fra,2006,0.83819
fra,2007,1.11045
fra,2008,0.78433
fra,2009,0.68215
fra,2010,0.56469
fra,2011,1.38039
fra,2012,1.47849
fra,2013,1.65231
fra,2014,2.39661
fra,2015,1.8819
fra,2016,1.495
fra,2017,1.17571
fra,2018,0.95854
fra,2019,0.51075
fsm,2014,10.27919
gab,2019,28.64093
gbr,1971,2.07084
gbr,1972,3.10258
gbr,1973,5.76368
gbr,1974,5.63193
gbr,1975,6.65707
gbr,1976,1.84865
gbr,1977,1.8278
gbr,1978,1.95197
gbr,1979,2.59483
gbr,1981,1.95825
gbr,1982,1.77749
gbr,1998,1.48029
gbr,1999,0.86087
gbr,2000,0.2375
gbr,2006,0.26892
gbr,2007,3.02237
gbr,2008,1.52318
gbr,2011,1.56111
gbr,2012,6.03075
gbr,2013,3.35113
gbr,2014,3.52517
gbr,2015,1.88953
geo,1996,21.96172
geo,1997,13.38763
geo,2005,0.28535
geo,2008,3.74681
geo,2013,2.25207
geo,2014,1.55814
geo,2020,0.5853
gha,1999,42.8823
gha,2000,40.83915
gha,2001,41.49015
gha,2002,37.35699
gha,2003,36.96944
gha,2005,25.66502
gha,2006,18.19242
gha,2007,21.55912
gha,2008,19.4834
gha,2009,19.96189
gha,2013,15.09446
gha,2014,15.28559
gha,2015,9.88375
gha,2016,11.99979
gha,2017,11.60884
gha,2018,14.47834
gha,2019,8.22923
gha,2020,5.89727
gib,2016,14.56103
gib,2019,5.84795
gib,2020,7.35294
gin,1986,88.74271
gin,1989,90.75508
gin,1990,91.14655
gin,1999,81.7772
gin,2001,77.97313
gin,2002,74.34024
gin,2004,70.07304
gin,2005,66.19712
gin,2006,63.9196
gin,2010,59.88422
gin,2011,61.32145
gin,2012,60.20695
gin,2013,59.68423
gin,2014,59.76085
gin,2015,61.54829
gin,2016,61.88214
gmb,2006,41.91838
gmb,2007,37.85773
gmb,2008,34.03547
gmb,2010,30.45882
gmb,2011,38.64824
gmb,2012,37.33228
gmb,2013,28.33881
gmb,2014,29.15872
gmb,2015,25.87447
gmb,2016,24.92211
gmb,2017,20.94504
gmb,2018,14.89442
gmb,2019,13.04271
gmb,2020,10.06927
gmb,2021,7.43394
gnb,1981,79.29011
gnb,1982,93.77807
gnb,1984,92.58086
gnb,2000,63.61677
grc,1972,38.39349
grc,1973,37.1926
grc,1974,36.25477
grc,1975,33.8988
grc,1976,31.44867
grc,1977,25.49993
grc,1978,23.65857
grc,1979,20.70893
grc,1980,13.77116
grc,1982,9.33281
grc,1984,10.23764
grc,1985,9.05538
grc,1986,7.99253
grc,1987,6.27661
grc,1988,7.2683
grc,1989,7.72226
grc,1991,8.8916
grc,1992,9.2141
grc,1994,11.83855
grc,1996,13.19816
grc,1997,10.74851
grc,1998,11.00219
grc,1999,10.63071
grc,2000,9.69828
grc,2001,6.30381
grc,2002,4.8544
grc,2003,3.93007
grc,2004,5.07344
grc,2005,4.32626
grc,2006,5.05241
grc,2007,7.65824
grc,2010,2.43632
grc,2013,6.66547
grc,2014,8.33699
grc,2015,4.72317
grc,2016,5.17658
grc,2017,4.25706
grc,2018,4.64941
grc,2019,3.72949
grd,2002,1.4282
grd,2003,18.12245
gtm,1972,77.4371
gtm,1974,75.4541
gtm,1975,74.61433
gtm,1999,54.41627
gtm,2000,50.96785
gtm,2001,45.28369
gtm,2002,43.97499
gtm,2008,33.21538
gtm,2009,28.94071
gtm,2010,22.89982
gtm,2011,26.64071
gtm,2012,30.69086
gtm,2013,31.2617
gtm,2014,31.33485
gtm,2015,31.7709
gtm,2016,34.40511
gtm,2017,36.10726
gtm,2018,35.33367
gtm,2020,36.76773
guy,1971,14.63915
guy,2009,12.47106
guy,2011,2.44022
guy,2012,6.55769
hkg,1977,27.17883
hkg,1978,24.85279
hkg,1979,21.00625
hkg,1980,19.58148
hkg,1981,16.08872
hkg,1983,9.94318
hkg,1984,8.19205
hkg,1985,7.33456
hkg,1996,5.72062
hkg,2001,6.30199
hkg,2002,4.90856
hkg,2003,4.35681
hkg,2004,5.59492
hkg,2005,7.62981
hkg,2006,7.97136
hkg,2007,6.04742
hkg,2008,3.90016
hkg,2009,1.26535
hkg,2011,2.64519
hkg,2012,5.71355
hkg,2013,6.47228
hkg,2014,2.96819
hkg,2015,0.57538
hnd,2011,32.70939
hnd,2012,31.99648
hnd,2013,32.48638
hnd,2014,36.27034
hnd,2015,35.61134
hnd,2016,36.98432
hnd,2017,37.06714
hnd,2018,38.24275
hnd,2019,30.94998
hnd,2020,40.8914
hrv,1999,7.76227
hrv,2000,6.97956
hrv,2001,8.10478
hrv,2002,6.97166
hrv,2003,4.78319
hrv,2013,0.93263
hun,1997,2.45169
hun,1998,1.83119
hun,1999,1.84848
hun,2000,2.67809
hun,2001,1.851
hun,2002,0.62344
hun,2006,0.36131
hun,2007,2.41902
hun,2008,3.4032
hun,2009,4.27361
hun,2010,4.70802
hun,2011,4.50299
hun,2012,3.55444
hun,2013,3.04693
hun,2014,2.8067
hun,2015,2.83477
hun,2016,3.49378
hun,2017,3.62211
hun,2018,3.19243
hun,2019,3.19793
idn,1972,66.95985
idn,1974,65.69945
idn,1975,65.71932
idn,1976,63.8935
idn,1978,60.36611
idn,1995,36.41773
idn,2001,29.30058
idn,2002,28.28886
idn,2003,22.63389
idn,2004,20.93673
idn,2005,23.47047
idn,2006,26.05998
idn,2007,17.43839
idn,2008,20.94108
idn,2009,18.16039
idn,2010,16.69539
idn,2011,15.26773
idn,2012,13.52991
idn,2013,13.28273
idn,2014,11.99633
idn,2018,13.53151
ind,2013,11.68496
ind,2020,13.41546
irl,1971,5.85412
irl,1972,5.58584
irl,1973,1.33638
irl,1974,0.40024
irl,1991,4.48044
irl,1992,1.68311
irl,1995,0.36628
irl,1996,3.82065
irl,1997,5.67012
irl,1998,2.84018
irn,2009,11.98069
irn,2010,12.76645
irn,2011,10.10027
irn,2012,9.09689
irn,2013,7.4552
irn,2014,8.19517
irn,2016,7.39758
irn,2017,6.35421
irq,1975,69.02639
irq,1976,67.95892
irq,1977,61.96384
irq,1978,58.86822
irq,1979,53.28828
irq,1980,50.6709
irq,1981,47.93275
irq,1985,45.97252
irq,1987,47.97992
irq,1988,49.88174
irq,1989,50.44243
irq,1993,53.94353
irq,1999,60.82031
irq,2000,58.93736
irq,2003,49.3873
irq,2004,46.87495
irq,2007,38.06199
isl,1998,2.41538
isl,1999,4.91829
isl,2000,7.06409
isl,2001,5.76078
isl,2007,2.77497
isl,2008,2.80387
isl,2009,3.78115
isl,2010,4.50556
isl,2011,4.27325
isl,2012,2.93891
isl,2013,1.22603
isl,2017,0.4637
ita,1999,2.13157
ita,2000,0.4711
ita,2015,0.09203
ita,2016,0.64242
ita,2017,1.55295
ita,2018,2.11975
ita,2019,2.6382
jam,1976,10.7775
jam,1977,2.26008
jam,1984,0.7996
jam,1999,6.54713
jam,2000,10.72731
jam,2001,13.06676
jam,2002,10.75507
jam,2003,9.62517
jam,2004,4.12948
jam,2005,4.00359
jam,2020,21.52698
jor,1999,13.59114
jor,2000,13.36349
jor,2002,10.2053
jor,2003,9.89554
jor,2004,11.02719
jor,2005,13.42745
jor,2006,11.01279
jor,2008,8.7712
jor,2011,18.71121
jor,2013,28.10271
jor,2014,28.42415
jor,2017,31.7519
jor,2018,31.13389
jor,2019,29.62751
jor,2020,27.86257
jpn,2016,0.13169
jpn,2017,0.14087
jpn,2018,0.19279
kaz,2003,1.98564
kaz,2005,1.37969
kaz,2008,0.15795
ken,2000,12.84219
ken,2002,14.36338
ken,2003,7.70641
ken,2004,6.54965
ken,2006,5.63516
kgz,2004,11.41174
kgz,2005,10.72551
kgz,2006,8.68878
kgz,2007,7.83663
kgz,2008,7.45461
kgz,2013,9.13605
kgz,2014,8.42866
kgz,2015,8.06932
kgz,2016,6.29859
kgz,2017,4.64286
kgz,2018,3.33438
kgz,2019,2.52733
kgz,2020,0.83754
khm,1998,87.99064
khm,1999,89.43129
khm,2000,88.25168
khm,2001,86.34204
khm,2002,81.84158
khm,2003,77.73384
khm,2004,77.05934
khm,2005,72.49083
khm,2006,40.12158
khm,2007,20.20693
khm,2008,23.1109
khm,2010,17.82897
khm,2011,28.82192
khm,2012,27.34715
khm,2014,18.87161
khm,2015,14.13534
khm,2020,12.10451
kir,1986,14.94371
kna,1986,17.90217
kna,1989,4.17353
kna,2012,15.46875
kor,1971,52.14359
kor,1972,47.53702
kor,1973,42.36868
kor,1974,37.42895
kor,1975,36.67745
kor,1976,32.7141
kor,1977,30.90932
kor,1978,31.65597
kor,1979,25.39148
kor,1980,20.8156
kor,1981,16.58938
kor,1984,12.42213
kor,1985,10.41871
kor,1986,8.14874
kor,1989,10.47117
kor,1991,6.26903
kor,1992,8.53826
kor,1997,6.80598
kor,1998,6.87534
kor,1999,5.25161
kor,2003,1.37881
kor,2004,1.83527
kor,2005,2.09095
kor,2006,1.94438
kor,2007,2.44976
kor,2008,3.82745
kor,2016,3.8421
kor,2017,5.70962
kor,2018,2.76773
kor,2019,4.9438
kwt,1971,27.73727
kwt,1972,29.91077
kwt,1973,33.79521
kwt,1992,44.97455
kwt,1994,20.80053
kwt,1999,11.70633
kwt,2000,11.81954
kwt,2001,8.20818
kwt,2003,1.62028
kwt,2010,2.50422
kwt,2011,6.60516
kwt,2012,6.99678
kwt,2013,7.92847
kwt,2014,6.53184
kwt,2015,3.8316
lao,1992,45.16328
lao,1993,42.23655
lao,1994,39.58908
lao,1997,33.63733
lao,1998,33.07212
lao,1999,34.04686
lao,2000,36.38134
lao,2001,36.73145
lao,2002,34.29061
lao,2003,33.67929
lao,2004,32.24257
lao,2005,32.37383
lao,2006,32.57392
lao,2007,32.79848
lao,2008,30.62445
lao,2009,28.56349
lao,2010,33.12665
lao,2011,31.88688
lao,2012,28.49527
lao,2013,25.80531
lao,2014,21.47569
lao,2015,19.97233
lao,2016,23.81566
lao,2017,23.04256
lao,2018,25.52329
lao,2019,27.7545
lao,2020,30.52555
lbr,2014,25.67108
lby,1980,24.64409
lby,1981,22.29876
lby,1983,22.8712
lca,1999,27.19706
lca,2000,7.43075
lca,2001,23.59275
lca,2002,29.47705
lca,2003,24.7081
lca,2004,30.44878
lca,2005,13.82999
lca,2006,6.5985
lca,2007,11.10678
lca,2008,10.28147
lca,2009,8.69223
lca,2010,12.02708
lca,2011,12.18079
lca,2012,13.52978
lca,2013,15.25605
lca,2015,14.68125
lca,2016,11.12463
lca,2017,12.6879
lca,2018,11.55072
lca,2019,10.43046
lca,2020,9.52108
lie,2003,5.21092
lie,2008,7.33728
lie,2009,7.55396
lie,2010,8.77817
lie,2011,8.56481
lie,2012,7.88863
lie,2015,6.93569
lie,2016,7.75401
lie,2018,6.55308
lka,2010,6.28779
lka,2011,6.66982
lka,2012,6.46679
lka,2013,6.0514
lka,2017,1.59155
lka,2018,0.11397
lso,1972,23.59477
lso,1973,15.89899
lso,1977,26.71049
lso,1978,8.14222
lso,1979,10.32355
lso,1980,12.3744
lso,1981,12.00483
lso,1982,11.72802
lso,1983,8.46581
lso,1984,16.95369
lso,1985,13.13698
lso,1986,16.76145
lso,1991,15.03855
lso,1992,15.56104
lso,1993,19.28715
lso,1994,18.90721
lso,1996,19.14982
lso,1998,22.91296
lso,1999,18.66257
lso,2000,22.45424
lso,2001,19.36647
lso,2002,17.11126
lso,2003,11.2697
lso,2004,9.86171
lso,2005,6.33592
lso,2006,5.44239
lso,2007,8.66356
lso,2008,7.92247
lso,2009,5.14579
lso,2010,3.53371
lso,2011,2.14028
lso,2012,3.77291
lso,2013,3.50766
lso,2014,7.10666
lso,2015,10.93438
lso,2016,13.24776
lso,2018,11.45756
ltu,1999,0.90932
ltu,2009,0.4594
ltu,2010,0.73359
ltu,2011,0.17014
ltu,2012,0.09435
lux,1972,14.4723
lux,1973,14.71996
lux,1974,11.28231
lux,1975,11.569
lux,1976,11.08881
lux,1977,11.38435
