geo,time,sh_sta_pois_p5_ma
arm,2002,1.6
arm,2003,1.6
arm,2004,1.6
arm,2005,1.6
arm,2006,2.3
arm,2007,1.6
arm,2008,1.5
arm,2009,0.8
arm,2010,1.8
arm,2011,1
arm,2012,1.3
arm,2013,1
arm,2014,1.1
arm,2015,0.8
arm,2016,0.9
arm,2017,0.9
arm,2018,1.1
arm,2019,0.8
atg,2000,0
atg,2001,0
atg,2002,0.9
atg,2003,0.9
atg,2004,1.4
atg,2005,0
atg,2006,0
atg,2007,0.6
atg,2008,1.7
atg,2009,2
atg,2010,1.3
atg,2011,1.2
atg,2012,0
atg,2013,0.7
atg,2014,0.7
atg,2015,0.7
atg,2016,1.6
atg,2017,2.3
atg,2018,1.4
atg,2019,1.4
aus,2000,0.5
aus,2001,0.4
aus,2002,0.4
aus,2003,0.6
aus,2004,0.5
aus,2005,0.4
aus,2006,0.3
aus,2007,0.2
aus,2008,0.2
aus,2009,0.2
aus,2010,0.2
aus,2011,0.3
aus,2012,0.2
aus,2013,0.2
aus,2014,0.2
aus,2015,0.1
aus,2016,0.2
aus,2017,0.1
aus,2018,0.2
aus,2019,0.2
aut,2000,0.3
aut,2001,0.3
aut,2002,0.2
aut,2003,0.2
aut,2004,0.2
aut,2005,0.2
aut,2006,0.4
aut,2007,0.5
aut,2008,0.3
aut,2009,0.3
aut,2010,0.4
aut,2011,0.3
aut,2012,0.2
aut,2013,0.2
aut,2014,0.2
aut,2015,0.2
aut,2016,0.1
aut,2017,0.2
aut,2018,0.1
aut,2019,0.3
aze,2000,1.9
aze,2001,1.6
aze,2002,1.4
aze,2003,1.3
aze,2004,1.4
aze,2005,1.4
aze,2006,1.4
aze,2007,1.4
aze,2008,1.3
aze,2009,1.3
aze,2010,1.3
aze,2011,1.3
aze,2012,1.3
aze,2013,1.3
aze,2014,1.3
aze,2015,1.3
aze,2016,1.2
aze,2017,1.2
aze,2018,1.3
aze,2019,1.3
bdi,2000,4.3
bdi,2001,4
bdi,2002,3.8
bdi,2003,3.5
bdi,2004,3.3
bdi,2005,3.1
bdi,2006,5.5
bdi,2007,5.4
bdi,2008,5.2
bdi,2009,5
bdi,2010,4.9
bdi,2011,4.8
bdi,2012,4.9
bdi,2013,4.7
bdi,2014,4.4
bdi,2015,4.2
bdi,2016,4.1
bdi,2017,4
bdi,2018,3.9
bdi,2019,3.8
bel,2000,0.6
bel,2001,0.7
bel,2002,0.6
bel,2003,0.6
bel,2004,0.6
bel,2005,0.5
bel,2006,0.5
bel,2007,0.4
bel,2008,0.6
bel,2009,0.4
bel,2010,0.6
bel,2011,0.6
bel,2012,0.5
bel,2013,0.4
bel,2014,0.4
bel,2015,0.5
bel,2016,0.4
bel,2017,0.4
bel,2018,0.4
bel,2019,0.4
ben,2000,4.1
ben,2001,3.9
ben,2002,4.1
ben,2003,4.1
ben,2004,4
ben,2005,3.9
ben,2006,3.8
ben,2007,3.8
ben,2008,3.7
ben,2009,3.7
ben,2010,3.7
ben,2011,3.8
ben,2012,3.8
ben,2013,3.8
ben,2014,3.7
ben,2015,3.7
ben,2016,3.5
ben,2017,3.5
ben,2018,3.3
ben,2019,3.3
bfa,2000,4.1
bfa,2001,3.8
bfa,2002,4
bfa,2003,3.7
bfa,2004,3.8
bfa,2005,3.8
bfa,2006,3.8
bfa,2007,3.7
bfa,2008,3.6
bfa,2009,3.4
bfa,2010,3.5
bfa,2011,3.5
bfa,2012,3.4
bfa,2013,3.8
bfa,2014,4
bfa,2015,4.1
bfa,2016,4
bfa,2017,3.9
bfa,2018,3.6
bfa,2019,3.6
bgd,2000,0.4
bgd,2001,0.3
bgd,2002,0.3
bgd,2003,0.3
bgd,2004,0.3
bgd,2005,0.3
bgd,2006,0.3
bgd,2007,0.3
bgd,2008,0.3
bgd,2009,0.3
bgd,2010,0.3
bgd,2011,0.2
bgd,2012,0.2
bgd,2013,0.2
bgd,2014,0.2
bgd,2015,0.2
bgd,2016,0.2
bgd,2017,0.3
bgd,2018,0.3
bgd,2019,0.3
bgr,2000,1.5
bgr,2001,1.5
bgr,2002,1.4
bgr,2003,1.4
bgr,2004,1.5
bgr,2005,1.8
bgr,2006,1.3
bgr,2007,1.3
bgr,2008,1.4
bgr,2009,1.1
bgr,2010,1.3
bgr,2011,0.9
bgr,2012,0.6
bgr,2013,0.9
bgr,2014,1
bgr,2015,0.9
bgr,2016,0.5
bgr,2017,1.1
bgr,2018,0.5
bgr,2019,0.7
bhr,2000,0.3
bhr,2001,0.3
bhr,2002,0.3
bhr,2003,0.3
bhr,2004,0.3
bhr,2005,0.3
bhr,2006,0.2
bhr,2007,0.3
bhr,2008,0.3
bhr,2009,0.3
bhr,2010,0.3
bhr,2011,0.3
bhr,2012,0.3
bhr,2013,0.3
bhr,2014,0.3
bhr,2015,0.3
bhr,2016,0.3
bhr,2017,0.3
bhr,2018,0.3
bhr,2019,0.4
bhs,2000,0.3
bhs,2001,0.3
bhs,2002,0.3
bhs,2003,0.3
bhs,2004,0.3
bhs,2005,0.3
bhs,2006,0.3
bhs,2007,0.3
bhs,2008,0.3
bhs,2009,0.3
bhs,2010,0.3
bhs,2011,0.3
bhs,2012,0.3
bhs,2013,0.2
bhs,2014,0.2
bhs,2015,0.2
bhs,2016,0.3
bhs,2017,0.3
bhs,2018,0.3
bhs,2019,0.2
bih,2000,1
bih,2001,0.8
bih,2002,0.7
bih,2003,0.6
bih,2004,0.6
bih,2005,0.6
bih,2006,0.6
bih,2007,0.6
bih,2008,0.6
bih,2009,0.6
bih,2010,0.5
bih,2011,0.5
bih,2012,0.5
bih,2013,0.5
bih,2014,0.4
bih,2015,0.5
bih,2016,0.5
bih,2017,0.5
bih,2018,0.5
bih,2019,0.5
blr,2000,13.6
blr,2001,14.3
blr,2002,14.4
blr,2003,13.4
blr,2004,12.4
blr,2005,12.1
blr,2006,10.6
blr,2007,8.9
blr,2008,7.8
blr,2009,7.6
blr,2010,7.9
blr,2011,7.7
blr,2012,6.7
blr,2013,6.5
blr,2014,6.3
blr,2015,6
blr,2016,5.9
blr,2017,5.8
blr,2018,5.8
blr,2019,5.6
blz,2000,1.2
blz,2001,0.8
blz,2002,0.8
blz,2003,0.8
blz,2004,0.8
blz,2005,0.6
blz,2006,0.6
blz,2007,0.5
blz,2008,0.4
blz,2009,0.6
blz,2010,0.6
blz,2011,0.5
blz,2012,0.5
blz,2013,0.5
blz,2014,0.5
blz,2015,0.4
blz,2016,0.4
blz,2017,0.5
blz,2018,0.5
blz,2019,0.5
bol,2000,1.2
bol,2001,1.1
bol,2002,1.1
bol,2003,1
bol,2004,1
bol,2005,0.9
bol,2006,0.8
bol,2007,0.8
bol,2008,0.8
bol,2009,0.8
bol,2010,0.7
bol,2011,0.7
bol,2012,0.7
bol,2013,0.7
bol,2014,0.7
bol,2015,0.7
bol,2016,0.7
bol,2017,0.7
bol,2018,0.6
bol,2019,0.6
bra,2000,0.2
bra,2001,0.2
bra,2002,0.2
bra,2003,0.1
bra,2004,0.1
bra,2005,0.1
bra,2006,0.2
bra,2007,0.1
bra,2008,0.1
bra,2009,0.2
bra,2010,0.1
bra,2011,0.1
bra,2012,0.1
bra,2013,0.2
bra,2014,0.3
bra,2015,0.3
bra,2016,0.2
bra,2017,0.2
bra,2018,0.2
bra,2019,0.2
brb,2000,0
brb,2001,0.4
brb,2002,0.3
brb,2003,0.4
brb,2004,0
brb,2005,0
brb,2006,0
brb,2007,0
brb,2008,0.5
brb,2009,0.5
brb,2010,0.5
brb,2011,0.6
brb,2012,0.5
brb,2013,0.7
brb,2014,0.6
brb,2015,0.7
brb,2016,0.7
brb,2017,0.7
brb,2018,0.8
brb,2019,0.8
brn,2000,0.5
brn,2001,0.3
brn,2002,0.4
brn,2003,0.5
brn,2004,0.4
brn,2005,0.4
brn,2006,0.3
brn,2007,0.4
brn,2008,0.4
brn,2009,0.3
brn,2010,0.4
brn,2011,0.3
brn,2012,0.9
brn,2013,0.4
brn,2014,0.6
brn,2015,0.6
brn,2016,0.2
brn,2017,0
brn,2018,0
brn,2019,0
btn,2000,0.6
btn,2001,0.6
btn,2002,0.6
btn,2003,0.6
btn,2004,0.6
btn,2005,0.5
btn,2006,0.5
btn,2007,0.5
btn,2008,0.5
btn,2009,0.4
btn,2010,0.4
btn,2011,0.4
btn,2012,0.4
btn,2013,0.4
btn,2014,0.4
btn,2015,0.4
btn,2016,0.3
btn,2017,0.3
btn,2018,0.3
btn,2019,0.3
bwa,2000,3.8
bwa,2001,3.7
bwa,2002,3.4
bwa,2003,3.2
bwa,2004,3.2
bwa,2005,3.3
bwa,2006,3.1
bwa,2007,2.8
bwa,2008,2.7
bwa,2009,2.5
bwa,2010,2.5
bwa,2011,2.4
bwa,2012,2.4
bwa,2013,2.4
bwa,2014,2.3
bwa,2015,2.3
bwa,2016,2.2
bwa,2017,2.3
bwa,2018,2.3
bwa,2019,2.1
caf,2000,6
caf,2001,5.6
caf,2002,5.5
caf,2003,5.3
caf,2004,5
caf,2005,4.9
caf,2006,5.1
caf,2007,5
caf,2008,4.9
caf,2009,5.1
caf,2010,5.1
caf,2011,5
caf,2012,4.9
caf,2013,4.3
caf,2014,4.5
caf,2015,4.9
caf,2016,4.7
caf,2017,4.7
caf,2018,4.4
caf,2019,4.2
can,2000,0.6
can,2001,0.4
can,2002,0.5
can,2003,0.5
can,2004,0.5
can,2005,0.4
can,2006,0.3
can,2007,0.5
can,2008,0.4
can,2009,0.4
can,2010,0.4
can,2011,0.4
can,2012,0.3
can,2013,0.4
can,2014,0.4
can,2015,0.4
can,2016,0.4
can,2017,0.5
can,2018,0.4
can,2019,0.4
che,2000,0.4
che,2001,0.2
che,2002,0.2
che,2003,0.1
che,2004,0.1
che,2005,0.1
che,2006,0.2
che,2007,0.1
che,2008,0.2
che,2009,0.1
che,2010,0.2
che,2011,0.2
che,2012,0.2
che,2013,0.2
che,2014,0.1
che,2015,0.4
che,2016,0.1
che,2017,0.2
che,2018,0.2
che,2019,0.2
chl,2000,0.4
chl,2001,0.4
chl,2002,0.6
chl,2003,0.6
chl,2004,0.4
chl,2005,0.6
chl,2006,0.7
chl,2007,0.7
chl,2008,0.7
chl,2009,0.7
chl,2010,0.3
chl,2011,0.6
chl,2012,0.3
chl,2013,0.4
chl,2014,0.3
chl,2015,0.4
chl,2016,0.4
chl,2017,0.5
chl,2018,0.6
chl,2019,0.5
chn,2000,1.9
chn,2001,2
chn,2002,2.1
chn,2003,2.2
chn,2004,2.3
chn,2005,2.4
chn,2006,2.3
chn,2007,2.3
chn,2008,2.4
chn,2009,2.4
chn,2010,2.4
chn,2011,2.4
chn,2012,2.3
chn,2013,2.3
chn,2014,2.3
chn,2015,2.3
chn,2016,2.3
chn,2017,2.2
chn,2018,2.1
chn,2019,2.1
civ,2000,4.2
civ,2001,4
civ,2002,3.8
civ,2003,3.8
civ,2004,3.8
civ,2005,3.8
civ,2006,4
civ,2007,3.9
civ,2008,3.7
civ,2009,3.8
civ,2010,3.8
civ,2011,3.7
civ,2012,3.9
civ,2013,3.8
civ,2014,3.7
civ,2015,3.7
civ,2016,3.6
civ,2017,3.5
civ,2018,3.4
civ,2019,3.3
cmr,2000,4
cmr,2001,3.9
cmr,2002,3.9
cmr,2003,3.8
cmr,2004,3.7
cmr,2005,3.7
cmr,2006,3.8
cmr,2007,3.8
cmr,2008,3.8
cmr,2009,3.9
cmr,2010,3.8
cmr,2011,3.8
cmr,2012,3.9
cmr,2013,3.7
cmr,2014,3.5
cmr,2015,3.3
cmr,2016,3.3
cmr,2017,3.2
cmr,2018,3.1
cmr,2019,3
cod,2000,3.7
cod,2001,3.6
cod,2002,3.4
cod,2003,3.4
cod,2004,3.2
cod,2005,3.4
cod,2006,3.5
cod,2007,3.4
cod,2008,3.4
cod,2009,3.5
cod,2010,3.6
cod,2011,3.6
cod,2012,3.5
cod,2013,3.5
cod,2014,3.5
cod,2015,3.3
cod,2016,3
cod,2017,3.1
cod,2018,3.1
cod,2019,2.9
cog,2000,3.3
cog,2001,2.9
cog,2002,2.6
cog,2003,2.5
cog,2004,2.5
cog,2005,2.4
cog,2006,2.4
cog,2007,2.3
cog,2008,2.2
cog,2009,2.2
cog,2010,2.2
cog,2011,2.1
cog,2012,2
cog,2013,2.1
cog,2014,1.9
cog,2015,1.6
cog,2016,1.7
cog,2017,1.6
cog,2018,1.6
cog,2019,1.6
col,2000,0.2
col,2001,0.3
col,2002,0.2
col,2003,0.2
col,2004,0.2
col,2005,0.2
col,2006,0.2
col,2007,0.2
col,2008,0.2
col,2009,0.1
col,2010,0.2
col,2011,0.2
col,2012,0.2
col,2013,0.2
col,2014,0.2
col,2015,0.2
col,2016,0.2
col,2017,0.2
col,2018,0.2
col,2019,0.2
com,2000,3.6
com,2001,3.6
com,2002,3.4
com,2003,3.4
com,2004,3.3
com,2005,3.2
com,2006,3.1
com,2007,3
com,2008,3.1
com,2009,2.8
com,2010,3.2
com,2011,2.9
com,2012,3
com,2013,2.9
com,2014,3.1
com,2015,3
com,2016,3
com,2017,2.9
com,2018,2.9
com,2019,2.8
cpv,2000,0.8
cpv,2001,0.7
cpv,2002,0.7
cpv,2003,0.7
cpv,2004,0.7
cpv,2005,0.7
cpv,2006,0.7
cpv,2007,0.7
cpv,2008,0.7
cpv,2009,0.7
cpv,2010,0.7
cpv,2011,0.7
cpv,2012,0.7
cpv,2013,0.7
cpv,2014,0.7
cpv,2015,0.7
cpv,2016,0.6
cpv,2017,0.6
cpv,2018,0.7
cpv,2019,0.7
cri,2000,0.1
cri,2001,0.4
cri,2002,0.2
cri,2003,0.3
cri,2004,0.2
cri,2005,0.2
cri,2006,0.2
cri,2007,0.1
cri,2008,0.1
cri,2009,0.2
cri,2010,0.3
cri,2011,0.3
cri,2012,0.2
cri,2013,0.2
cri,2014,0.2
cri,2015,0.2
cri,2016,0.2
cri,2017,0.1
cri,2018,0.2
cri,2019,0.1
cub,2000,0.3
cub,2001,0.3
cub,2002,0.5
cub,2003,0.3
cub,2004,0.4
cub,2005,0.3
cub,2006,0.2
cub,2007,0.2
cub,2008,0.3
cub,2009,0.2
cub,2010,0.1
cub,2011,0.2
cub,2012,0.2
cub,2013,0.1
cub,2014,0.3
cub,2015,0.2
cub,2016,0.3
cub,2017,0.1
cub,2018,0.2
cub,2019,0.2
cyp,2000,0.2
cyp,2001,0.2
cyp,2002,0.2
cyp,2003,0.2
cyp,2004,0
cyp,2005,0
cyp,2006,0.9
cyp,2007,1.1
cyp,2008,1
cyp,2009,0.3
cyp,2010,0
cyp,2011,2.1
cyp,2012,0.5
cyp,2013,0.8
cyp,2014,0
cyp,2015,0.4
cyp,2016,0.5
cyp,2017,0
cyp,2018,0.4
cyp,2019,0.3
cze,2000,1.8
cze,2001,2
cze,2002,2
cze,2003,1.8
cze,2004,1.6
cze,2005,1.6
cze,2006,1.2
cze,2007,1.2
cze,2008,1.3
cze,2009,1.2
cze,2010,1.8
cze,2011,1.5
cze,2012,1.5
cze,2013,1.7
cze,2014,1.3
cze,2015,1.2
cze,2016,1.1
cze,2017,1.5
cze,2018,0.6
cze,2019,0.5
deu,2000,0.1
deu,2001,0.2
deu,2002,0.1
deu,2003,0.2
deu,2004,0.2
deu,2005,0.2
deu,2006,0.2
deu,2007,0.2
deu,2008,0.2
deu,2009,0.2
deu,2010,0.2
deu,2011,0.2
deu,2012,0.2
deu,2013,0.2
deu,2014,0.2
deu,2015,0.2
deu,2016,0.2
deu,2017,0.4
deu,2018,0.5
deu,2019,0.4
dji,2000,3.2
dji,2001,3.2
dji,2002,3.2
dji,2003,3.2
dji,2004,3.1
dji,2005,3
dji,2006,3
dji,2007,3
dji,2008,2.9
dji,2009,2.9
dji,2010,3
dji,2011,3.1
dji,2012,3
dji,2013,3.2
dji,2014,3.2
dji,2015,3.1
dji,2016,3.1
dji,2017,3.2
dji,2018,3.1
dji,2019,3
dnk,2000,0.3
dnk,2001,0.4
dnk,2002,0.2
dnk,2003,0.4
dnk,2004,0.3
dnk,2005,0.4
dnk,2006,0.3
dnk,2007,0.4
dnk,2008,0.2
dnk,2009,0.4
dnk,2010,0.3
dnk,2011,0.6
dnk,2012,0.3
dnk,2013,0.2
dnk,2014,0.2
dnk,2015,0.3
dnk,2016,0.2
dnk,2017,0.1
dnk,2018,0.2
dnk,2019,0.2
dom,2000,0.4
dom,2001,0.4
dom,2002,0.4
dom,2003,0.4
dom,2004,0.3
dom,2005,0.4
dom,2006,0.4
dom,2007,0.4
dom,2008,0.4
dom,2009,0.4
dom,2010,0.4
dom,2011,0.4
dom,2012,0.4
dom,2013,0.5
dom,2014,0.5
dom,2015,0.6
dom,2016,0.6
dom,2017,0.6
dom,2018,0.5
dom,2019,0.5
dza,2000,1.5
dza,2001,1.4
dza,2002,1.4
dza,2003,1.3
dza,2004,1.3
dza,2005,1.2
dza,2006,1.2
dza,2007,1.1
dza,2008,1.1
dza,2009,1
dza,2010,1
dza,2011,1
dza,2012,0.9
dza,2013,0.9
dza,2014,0.9
dza,2015,0.9
dza,2016,0.8
dza,2017,0.8
dza,2018,0.8
dza,2019,0.8
ecu,2000,0.7
ecu,2001,0.6
ecu,2002,0.7
ecu,2003,0.7
ecu,2004,0.6
ecu,2005,0.7
ecu,2006,0.6
ecu,2007,0.6
ecu,2008,0.6
ecu,2009,0.6
ecu,2010,0.6
ecu,2011,0.6
ecu,2012,0.6
ecu,2013,0.5
ecu,2014,0.5
ecu,2015,0.5
ecu,2016,0.5
ecu,2017,0.5
ecu,2018,0.5
ecu,2019,0.4
egy,2000,0.3
egy,2001,0.3
egy,2002,0.3
egy,2003,0.3
egy,2004,0.3
egy,2005,0.3
egy,2006,0.3
egy,2007,0.3
egy,2008,0.3
egy,2009,0.3
egy,2010,0.3
egy,2011,0.3
egy,2012,0.3
egy,2013,0.3
egy,2014,0.3
egy,2015,0.3
egy,2016,0.3
egy,2017,0.2
egy,2018,0.2
egy,2019,0.2
eri,2000,6.1
eri,2001,6.1
eri,2002,6
eri,2003,5.6
eri,2004,5.7
eri,2005,5.5
eri,2006,5.5
eri,2007,5.4
eri,2008,5.5
eri,2009,5.3
eri,2010,5.3
eri,2011,5.1
eri,2012,4.9
eri,2013,4.8
eri,2014,4.6
eri,2015,4.5
eri,2016,4.5
eri,2017,4.1
eri,2018,4.4
eri,2019,4.3
esp,2000,0.6
esp,2001,0.7
esp,2002,0.5
esp,2003,0.5
esp,2004,0.5
esp,2005,0.9
esp,2006,0.8
esp,2007,0.6
esp,2008,1
esp,2009,0.8
esp,2010,0.7
esp,2011,0.7
esp,2012,0.6
esp,2013,0.8
esp,2014,0.6
esp,2015,0.5
esp,2016,0.6
esp,2017,0.6
esp,2018,0.5
esp,2019,0.5
est,2000,6.8
est,2001,3.8
est,2002,3.4
est,2003,3.4
est,2004,2.8
est,2005,3.8
est,2006,2
est,2007,2.3
est,2008,1.1
est,2009,1.4
est,2010,1.2
est,2011,2
est,2012,2.2
est,2013,0.7
est,2014,1.2
est,2015,0.7
est,2016,1.6
est,2017,0.9
est,2018,0.6
est,2019,1.2
eth,2000,9.1
eth,2001,10.9
eth,2002,10
eth,2003,9.6
eth,2004,9
eth,2005,8.7
eth,2006,8.3
eth,2007,8.2
eth,2008,7.6
eth,2009,6.9
eth,2010,6.8
eth,2011,6.5
eth,2012,6
eth,2013,5.7
eth,2014,5.2
eth,2015,5
eth,2016,5.1
eth,2017,5
eth,2018,4.8
eth,2019,4.6
fin,2000,0.9
fin,2001,1
fin,2002,1.1
fin,2003,1.1
fin,2004,1.4
fin,2005,1.1
fin,2006,1.8
fin,2007,2.1
fin,2008,1.9
fin,2009,1.7
fin,2010,1.6
fin,2011,1.6
fin,2012,0.5
fin,2013,0.9
fin,2014,0.7
fin,2015,0.5
fin,2016,0.5
fin,2017,0.5
fin,2018,0.9
fin,2019,0.7
fji,2000,0.5
fji,2001,0.5
fji,2002,0.4
fji,2003,0.4
fji,2004,0.4
fji,2005,0.4
fji,2006,0.4
fji,2007,0.4
fji,2008,0.4
fji,2009,0.3
fji,2010,0.3
fji,2011,0.3
fji,2012,0.3
fji,2013,0.3
fji,2014,0.3
fji,2015,0.3
fji,2016,0.3
fji,2017,0.3
fji,2018,0.3
fji,2019,0.3
fra,2000,0.5
fra,2001,0.4
fra,2002,0.3
fra,2003,0.5
fra,2004,0.5
fra,2005,0.6
fra,2006,0.5
fra,2007,0.5
fra,2008,0.5
fra,2009,0.5
fra,2010,0.5
fra,2011,0.5
fra,2012,0.5
fra,2013,0.4
fra,2014,0.5
fra,2015,0.4
fra,2016,0.5
fra,2017,0.5
fra,2018,0.5
fra,2019,0.5
fsm,2000,1.8
fsm,2001,1.8
fsm,2002,1.5
fsm,2003,1.7
fsm,2004,1.7
fsm,2005,1.7
fsm,2006,1.6
fsm,2007,1.6
fsm,2008,1.5
fsm,2009,1.5
fsm,2010,1.5
fsm,2011,1.5
fsm,2012,1.4
fsm,2013,1.4
fsm,2014,1.4
fsm,2015,1.4
fsm,2016,1.4
fsm,2017,1.4
fsm,2018,1.4
fsm,2019,1.4
gab,2000,2.9
gab,2001,2.6
gab,2002,2.5
gab,2003,2.4
gab,2004,2.1
gab,2005,2.5
gab,2006,2.4
gab,2007,2.4
gab,2008,2.6
gab,2009,2.4
gab,2010,2.4
gab,2011,2.3
gab,2012,2
gab,2013,2
gab,2014,2.2
gab,2015,2.1
gab,2016,1.9
gab,2017,1.8
gab,2018,1.9
gab,2019,1.8
gbr,2000,0.4
gbr,2001,0.4
gbr,2002,0.4
gbr,2003,0.3
gbr,2004,0.3
gbr,2005,0.2
gbr,2006,0.4
gbr,2007,0.4
gbr,2008,0.4
gbr,2009,0.5
gbr,2010,0.4
gbr,2011,0.3
gbr,2012,0.3
gbr,2013,0.3
gbr,2014,0.4
gbr,2015,0.4
gbr,2016,0.4
gbr,2017,0.4
gbr,2018,0.4
gbr,2019,0.4
geo,2000,1.1
geo,2001,0.9
geo,2002,1.1
geo,2003,0.8
geo,2004,0.8
geo,2005,0.9
geo,2006,0.9
geo,2007,0.8
geo,2008,0.9
geo,2009,1
geo,2010,0.9
geo,2011,0.8
geo,2012,0.8
geo,2013,0.7
geo,2014,0.7
geo,2015,0.6
geo,2016,0.7
geo,2017,0.7
geo,2018,0.6
geo,2019,0.6
gha,2000,2.4
gha,2001,2.5
gha,2002,2.5
gha,2003,2.7
gha,2004,2.7
gha,2005,2.8
gha,2006,2.8
gha,2007,2.9
gha,2008,2.9
gha,2009,2.9
gha,2010,2.8
gha,2011,2.8
gha,2012,2.8
gha,2013,2.8
gha,2014,2.7
gha,2015,2.6
gha,2016,2.6
gha,2017,2.4
gha,2018,2.3
gha,2019,2.3
gin,2000,3.2
gin,2001,3.2
gin,2002,3.5
gin,2003,3.5
gin,2004,3.6
gin,2005,3.5
gin,2006,3.5
gin,2007,3.6
gin,2008,3.5
gin,2009,3.5
gin,2010,3.6
gin,2011,3.6
gin,2012,3.6
gin,2013,3.6
gin,2014,3.7
gin,2015,3.7
gin,2016,3.6
gin,2017,3.5
gin,2018,3.4
gin,2019,3
gmb,2000,4.3
gmb,2001,4.3
gmb,2002,4.2
gmb,2003,4.1
gmb,2004,4
gmb,2005,3.8
gmb,2006,3.6
gmb,2007,3.5
gmb,2008,3.4
gmb,2009,3.3
gmb,2010,3.3
gmb,2011,3.3
gmb,2012,3.2
gmb,2013,3.1
gmb,2014,3
gmb,2015,2.8
gmb,2016,2.7
gmb,2017,2.6
gmb,2018,2.4
gmb,2019,2.3
gnb,2000,4.7
gnb,2001,4.8
gnb,2002,4.6
gnb,2003,3.7
gnb,2004,3.8
gnb,2005,4.3
gnb,2006,4.2
gnb,2007,4.1
gnb,2008,4.1
gnb,2009,4
gnb,2010,3.9
gnb,2011,3.8
gnb,2012,3.6
gnb,2013,3.6
gnb,2014,3.4
gnb,2015,3
gnb,2016,3.2
gnb,2017,3.1
gnb,2018,3.1
gnb,2019,3
gnq,2000,4.4
gnq,2001,3.8
gnq,2002,3.3
gnq,2003,3
gnq,2004,2.6
gnq,2005,2.4
gnq,2006,2.5
gnq,2007,2.3
gnq,2008,2.1
gnq,2009,2
gnq,2010,2.2
gnq,2011,2.3
gnq,2012,2.1
gnq,2013,1.9
gnq,2014,1.9
gnq,2015,1.9
gnq,2016,1.7
gnq,2017,1.6
gnq,2018,1.6
gnq,2019,1.5
grc,2000,0.4
grc,2001,0.6
grc,2002,0.4
grc,2003,0.4
grc,2004,0.4
grc,2005,0.7
grc,2006,0.6
grc,2007,0.6
grc,2008,0.4
grc,2009,0.5
grc,2010,0.4
grc,2011,0.3
grc,2012,0.3
grc,2013,0.3
grc,2014,0.3
grc,2015,0.1
grc,2016,0.2
grc,2017,0.3
grc,2018,0.2
grc,2019,0.2
grd,2000,1.2
grd,2001,0.1
grd,2002,0.8
grd,2003,1.9
grd,2004,0.7
grd,2005,0.1
grd,2006,0
grd,2007,0.1
grd,2008,0
grd,2009,0
grd,2010,0
grd,2011,0
grd,2012,0
grd,2013,0
grd,2014,0
grd,2015,0
grd,2016,0
grd,2017,0
grd,2018,0
grd,2019,0
gtm,2000,1.6
gtm,2001,1.7
gtm,2002,1.7
gtm,2003,1.9
gtm,2004,2.1
gtm,2005,2.7
gtm,2006,2.8
gtm,2007,2.3
gtm,2008,2.5
gtm,2009,2.8
gtm,2010,2.8
gtm,2011,2.9
gtm,2012,2.8
gtm,2013,2.7
gtm,2014,2.6
gtm,2015,2.5
gtm,2016,2.4
gtm,2017,2.3
gtm,2018,2.3
gtm,2019,2.3
guy,2000,0.3
guy,2001,0.1
guy,2002,0.1
guy,2003,0.3
guy,2004,0.5
guy,2005,0.4
guy,2006,0.2
guy,2007,0.1
guy,2008,0.3
guy,2009,0.3
guy,2010,0.3
