geo,time,dc_dac_usal_cd
alb,2007,32119998.93188
alb,2008,35889999.38965
alb,2009,33000000
alb,2010,28399999.61853
alb,2011,24469999.31335
alb,2012,20360000.61035
alb,2013,21889999.38965
alb,2014,17750000
alb,2015,16280000.68665
alb,2016,17479999.54224
alb,2017,21459999.08447
alb,2018,21120000.83923
alb,2019,17040000.91553
are,1965,19999.99955
are,2002,430000.00715
are,2003,200000.00298
are,2004,300000.01192
arg,1960,45000000
arg,1961,41000000
arg,1962,68000000
arg,1963,11000000
arg,1964,7000000
arg,1965,-3240000.00954
arg,1966,7550000.19073
arg,1967,5360000.13351
arg,1968,17209999.08447
arg,1969,18000000
arg,1970,1000000
arg,1971,-2000000
arg,1972,-3000000
arg,1973,-2000000
arg,1974,1000000
arg,1975,-5000000
arg,1976,-5000000
arg,1977,-5000000
arg,1978,-5000000
arg,1979,-4000000
arg,1980,-1000000
arg,1981,-1000000
arg,1982,-2000000
arg,1983,-2000000
arg,1984,-2000000
arg,1986,-2000000
arg,1992,-10000000
arg,1993,-10000000
arg,1994,2000000
arg,1998,270000.01073
arg,1999,389999.98569
arg,2000,-2470000.02861
arg,2001,-469999.99881
arg,2002,1610000.01431
arg,2003,10369999.88556
arg,2004,1820000.05245
arg,2005,1360000.01431
arg,2006,1970000.02861
arg,2007,7820000.17166
arg,2008,7170000.07629
arg,2009,2619999.88556
arg,2010,3769999.98093
arg,2011,9590000.15259
arg,2012,9689999.58038
arg,2013,3730000.01907
arg,2014,1110000.01431
arg,2015,-4320000.17166
arg,2016,-779999.97139
arg,2017,1320000.05245
arg,2018,4210000.03815
arg,2019,1100000.02384
arm,1992,16000000
arm,1993,62000000
arm,1994,86000000
arm,1995,60000000
arm,1996,88000000
arm,1997,22000000
arm,1998,35200000.76294
arm,1999,47900001.52588
arm,2000,103059997.55859
arm,2001,77949996.94824
arm,2002,114300003.05176
arm,2003,74190002.44141
arm,2004,73139999.38965
arm,2005,53259998.32153
arm,2006,64879997.25342
arm,2007,79919998.16895
arm,2008,93790000.91553
arm,2009,78449996.94824
arm,2010,91000000
arm,2011,106470001.2207
arm,2012,35950000.76294
arm,2013,40479999.54224
arm,2014,30479999.54224
arm,2015,24979999.54224
arm,2016,24750000
arm,2017,25219999.31335
arm,2018,26120000.83923
arm,2019,26069999.69482
atg,1985,1000000
atg,1986,3000000
atg,1987,2000000
atg,1988,1000000
atg,1998,230000.00417
atg,1999,409999.99642
atg,2000,-50000.00075
atg,2001,310000.00238
atg,2002,-59999.99866
atg,2003,-170000.00179
atg,2004,-180000.00715
atg,2005,-170000.00179
atg,2006,-189999.99762
atg,2007,-189999.99762
atg,2008,-200000.00298
atg,2009,-180000.00715
atg,2010,109999.9994
atg,2011,200000.00298
atg,2012,159999.99642
atg,2013,119999.99732
atg,2015,-589999.97377
atg,2016,-239999.99464
atg,2017,9999.99978
atg,2018,-79999.99821
aze,1994,13000000
aze,1995,11000000
aze,1996,9000000
aze,1997,2000000
aze,1998,5869999.88556
aze,1999,12489999.77112
aze,2000,18889999.38965
aze,2001,30909999.84741
aze,2002,61529998.7793
aze,2003,49270000.45776
aze,2004,47580001.83105
aze,2005,42799999.23706
aze,2006,56540000.91553
aze,2007,48979999.54224
aze,2008,41950000.76294
aze,2009,40430000.30518
aze,2010,36959999.08447
aze,2011,30030000.68665
aze,2012,31649999.61853
aze,2013,33130001.06812
aze,2014,15300000.19073
aze,2015,13399999.61853
aze,2016,11460000.03815
aze,2017,14090000.15259
aze,2018,12729999.54224
aze,2019,12840000.15259
bdi,1962,1500000
bdi,1963,1000000
bdi,1965,119999.99732
bdi,1966,730000.01907
bdi,1967,469999.99881
bdi,1968,219999.99881
bdi,1971,1000000
bdi,1975,1000000
bdi,1976,1000000
bdi,1977,1000000
bdi,1978,3000000
bdi,1979,2000000
bdi,1980,4000000
bdi,1981,7000000
bdi,1982,8000000
bdi,1983,7000000
bdi,1984,12000000
bdi,1985,9000000
bdi,1986,5000000
bdi,1987,4000000
bdi,1988,3000000
bdi,1989,3000000
bdi,1990,18000000
bdi,1991,6000000
bdi,1992,16000000
bdi,1993,18000000
bdi,1994,10000000
bdi,1995,23000000
bdi,1996,2000000
bdi,1997,3000000
bdi,1998,790000.02146
bdi,1999,15770000.45776
bdi,2000,959999.97854
bdi,2001,4849999.90463
bdi,2002,21170000.07629
bdi,2003,49020000.45776
bdi,2004,43790000.91553
bdi,2005,54790000.91553
bdi,2006,46580001.83105
bdi,2007,25879999.16077
bdi,2008,30239999.77112
bdi,2009,47549999.23706
bdi,2010,43029998.7793
bdi,2011,47409999.84741
bdi,2012,41909999.84741
bdi,2013,36009998.32153
bdi,2014,40290000.91553
bdi,2015,41970001.2207
bdi,2016,388549987.79297
bdi,2017,64040000.91553
bdi,2018,50020000.45776
bdi,2019,62709999.08447
ben,1961,1000000
ben,1962,2000000
ben,1963,1000000
ben,1964,1000000
ben,1965,1120000.00477
ben,1966,790000.02146
ben,1967,1080000.04292
ben,1968,779999.97139
ben,1969,1000000
ben,1971,1000000
ben,1972,1000000
ben,1974,3000000
ben,1975,2000000
ben,1976,6000000
ben,1977,8000000
ben,1978,3000000
ben,1979,3000000
ben,1980,1000000
ben,1981,2000000
ben,1982,2000000
ben,1983,2000000
ben,1984,3000000
ben,1985,3000000
ben,1986,3000000
ben,1987,3000000
ben,1988,4000000
ben,1989,3000000
ben,1990,5000000
ben,1991,3000000
ben,1992,16000000
ben,1993,11000000
ben,1994,16000000
ben,1995,11000000
ben,1996,7000000
ben,1997,22000000
ben,1998,9529999.73297
ben,1999,19579999.92371
ben,2000,29719999.31335
ben,2001,27430000.30518
ben,2002,23379999.16077
ben,2003,32470001.2207
ben,2004,27940000.53406
ben,2005,24409999.84741
ben,2006,20270000.45776
ben,2007,25329999.92371
ben,2008,34560001.37329
ben,2009,58900001.52588
ben,2010,100260002.13623
ben,2011,188529998.7793
ben,2012,41659999.84741
ben,2013,23620000.83923
ben,2014,39169998.16895
ben,2015,35619998.93188
ben,2016,58139999.38965
ben,2017,120440002.44141
ben,2018,57110000.61035
ben,2019,99919998.16895
bfa,1962,1000000
bfa,1963,1000000
bfa,1964,1000000
bfa,1965,759999.99046
bfa,1966,959999.97854
bfa,1967,2859999.8951
bfa,1968,1629999.99523
bfa,1969,2000000
bfa,1970,1000000
bfa,1971,4000000
bfa,1972,5000000
bfa,1973,6000000
bfa,1974,7000000
bfa,1975,5000000
bfa,1976,8000000
bfa,1977,14000000
bfa,1978,20000000
bfa,1979,23000000
bfa,1980,28000000
bfa,1981,39000000
bfa,1982,26000000
bfa,1983,27000000
bfa,1984,37000000
bfa,1985,44000000
bfa,1986,26000000
bfa,1987,19000000
bfa,1988,17000000
bfa,1989,14000000
bfa,1990,11000000
bfa,1991,22000000
bfa,1992,13000000
bfa,1993,18000000
bfa,1994,13000000
bfa,1995,14000000
bfa,1996,9000000
bfa,1997,14000000
bfa,1998,11449999.80927
bfa,1999,11199999.80927
bfa,2000,9329999.92371
bfa,2001,13079999.92371
bfa,2002,16219999.31335
bfa,2003,14130000.11444
bfa,2004,17629999.16077
bfa,2005,20110000.61035
bfa,2006,21899999.61853
bfa,2007,21809999.46594
bfa,2008,19409999.84741
bfa,2009,51119998.93188
bfa,2010,44049999.23706
bfa,2011,50779998.7793
bfa,2012,119449996.94824
bfa,2013,153399993.89648
bfa,2014,213490005.49316
bfa,2015,58599998.47412
bfa,2016,62509998.32153
bfa,2017,70529998.7793
bfa,2018,61970001.2207
bfa,2019,100839996.33789
bgd,1972,78000000
bgd,1973,135000000
bgd,1974,104000000
bgd,1975,379000000
bgd,1976,75000000
bgd,1977,81000000
bgd,1978,165000000
bgd,1979,157000000
bgd,1980,174000000
bgd,1981,118000000
bgd,1982,185000000
bgd,1983,200000000
bgd,1984,206000000
bgd,1985,165000000
bgd,1986,146000000
bgd,1987,146000000
bgd,1988,120000000
bgd,1989,138000000
bgd,1990,169000000
bgd,1991,129000000
bgd,1992,130000000
bgd,1993,94000000
bgd,1994,152000000
bgd,1995,56000000
bgd,1996,41000000
bgd,1997,30000000
bgd,1998,4039999.96185
bgd,1999,113629997.25342
bgd,2000,62540000.91553
bgd,2001,87129997.25342
bgd,2002,72139999.38965
bgd,2003,56610000.61035
bgd,2004,62849998.47412
bgd,2005,49150001.52588
bgd,2006,41770000.45776
bgd,2007,49139999.38965
bgd,2008,93190002.44141
bgd,2009,63819999.69482
bgd,2010,113690002.44141
bgd,2011,109010002.13623
bgd,2012,187820007.32422
bgd,2013,155899993.89648
bgd,2014,234660003.66211
bgd,2015,211619995.11719
bgd,2016,244190002.44141
bgd,2017,274250000
bgd,2018,324140014.64844
bgd,2019,404869995.11719
bgr,1992,28000000
bgr,1993,19000000
bgr,1994,10000000
bgr,1995,5000000
bgr,1996,9000000
bgr,1997,5000000
bgr,1998,7360000.13351
bgr,1999,37209999.08447
bgr,2000,119160003.66211
bgr,2001,39790000.91553
bgr,2002,47529998.7793
bgr,2003,44619998.93188
bgr,2004,38880001.06812
bhr,2003,59999.99866
bhs,1995,1000000
bhs,1996,1000000
bhs,1997,1000000
bhs,1999,779999.97139
bhs,2000,5179999.82834
bhs,2001,7130000.11444
bhs,2002,6920000.07629
bhs,2003,5809999.94278
bhs,2004,6230000.01907
bih,1995,66000000
bih,1996,135000000
bih,1997,185000000
bih,1998,216449996.94824
bih,1999,218929992.67578
bih,2000,85750000
bih,2001,135059997.55859
bih,2002,75779998.7793
bih,2003,68739997.86377
bih,2004,61919998.16895
bih,2005,49459999.08447
bih,2006,66040000.91553
bih,2007,31610000.61035
bih,2008,26440000.53406
bih,2009,31069999.69482
bih,2010,23860000.61035
bih,2011,38009998.32153
bih,2012,38360000.61035
bih,2013,38830001.83105
bih,2014,47400001.52588
bih,2015,33470001.2207
bih,2016,42729999.54224
bih,2017,56049999.23706
bih,2018,49630001.06812
bih,2019,45700000.76294
blr,1992,22000000
blr,1993,74000000
blr,1994,27000000
blr,1995,22000000
blr,1996,30000000
blr,1997,17000000
blr,1998,3609999.8951
blr,1999,4469999.79019
blr,2000,4380000.11444
blr,2001,8829999.92371
blr,2002,8420000.07629
blr,2003,-230000.00417
blr,2004,1960000.03815
blr,2005,1809999.94278
blr,2006,4360000.13351
blr,2007,8119999.88556
blr,2008,8920000.07629
blr,2009,12159999.84741
blr,2010,27770000.45776
blr,2011,11600000.38147
blr,2012,11670000.07629
blr,2013,14609999.65668
blr,2014,10880000.11444
blr,2015,10619999.88556
blr,2016,8739999.77112
blr,2017,4800000.19073
blr,2018,5409999.84741
blr,2019,4230000.01907
blz,1962,1000000
blz,1964,1000000
blz,1965,360000.01431
blz,1966,400000.00596
blz,1967,360000.01431
blz,1968,409999.99642
blz,1982,1000000
blz,1983,6000000
blz,1984,5000000
blz,1985,12000000
blz,1986,12000000
blz,1987,13000000
blz,1988,10000000
blz,1989,14000000
blz,1990,12000000
blz,1991,10000000
blz,1992,7000000
blz,1993,8000000
blz,1994,3000000
blz,1995,4000000
blz,1996,5000000
blz,1998,-449999.98808
blz,1999,-649999.97616
blz,2000,-519999.98093
blz,2001,1000000
blz,2002,-4500000
blz,2003,1000000
blz,2004,1080000.04292
blz,2005,939999.99762
blz,2006,1029999.97139
blz,2007,2759999.99046
blz,2008,1779999.97139
blz,2009,2869999.88556
blz,2010,2549999.95232
blz,2011,2230000.01907
blz,2012,1830000.04292
blz,2013,11670000.07629
blz,2014,2569999.93324
blz,2015,1830000.04292
blz,2016,1809999.94278
blz,2017,3380000.11444
blz,2018,2799999.95232
blz,2019,2650000.09537
bmu,1998,490000.00954
bol,1960,13000000
bol,1961,23000000
bol,1962,29000000
bol,1963,44000000
bol,1964,33000000
bol,1965,29280000.68665
bol,1966,21239999.77112
bol,1967,24329999.92371
bol,1968,37759998.32153
bol,1969,25000000
bol,1970,20000000
bol,1971,20000000
bol,1972,38000000
bol,1973,11000000
bol,1974,24000000
bol,1975,11000000
bol,1976,17000000
bol,1977,23000000
bol,1978,45000000
bol,1979,46000000
bol,1980,40000000
bol,1981,23000000
bol,1982,30000000
bol,1983,59000000
bol,1984,36000000
bol,1985,65000000
bol,1986,103000000
bol,1987,77000000
bol,1988,70000000
bol,1989,69000000
bol,1990,84000000
bol,1991,81000000
bol,1992,133000000
bol,1993,101000000
bol,1994,89000000
bol,1995,89000000
bol,1996,94000000
bol,1997,163000000
bol,1998,92309997.55859
bol,1999,112910003.66211
bol,2000,97370002.74658
bol,2001,119050003.05176
bol,2002,127699996.94824
bol,2003,248320007.32422
bol,2004,137559997.55859
bol,2005,139610000.61035
bol,2006,193089996.33789
bol,2007,122389999.38965
bol,2008,123819999.69482
bol,2009,101550003.05176
bol,2010,60330001.83105
bol,2011,59069999.69482
bol,2012,50880001.06812
bol,2013,26629999.16077
bol,2014,34750000
bol,2015,2160000.08583
bol,2016,2259999.99046
bol,2017,2329999.92371
bol,2018,860000.01431
bol,2019,1370000.00477
bra,1960,39000000
bra,1961,268000000
bra,1962,159000000
bra,1963,138000000
bra,1964,212000000
bra,1965,135289993.28613
bra,1966,289380004.88281
bra,1967,187229995.72754
bra,1968,223509994.50684
bra,1969,138000000
bra,1970,120000000
bra,1971,104000000
bra,1972,54000000
bra,1973,42000000
bra,1974,69000000
bra,1975,43000000
bra,1976,30000000
bra,1977,-5000000
bra,1978,-22000000
bra,1979,-27000000
bra,1980,-33000000
bra,1981,-31000000
bra,1982,-36000000
bra,1983,-13000000
bra,1984,11000000
bra,1985,-56000000
bra,1986,11000000
bra,1987,-17000000
bra,1988,6000000
bra,1989,-15000000
bra,1990,-12000000
bra,1991,3000000
bra,1992,-376000000
bra,1993,-68000000
bra,1994,-2000000
bra,1995,-5000000
bra,1996,-7000000
bra,1998,-8810000.41962
bra,1999,-157770004.27246
bra,2000,-57849998.47412
bra,2001,-70750000
bra,2002,-37139999.38965
bra,2003,-56080001.83105
bra,2004,-57459999.08447
bra,2005,-25930000.30518
bra,2006,-67860000.61035
bra,2007,3849999.90463
bra,2008,12329999.92371
bra,2009,8140000.34332
bra,2010,20709999.08447
bra,2011,29790000.91553
bra,2012,22540000.91553
bra,2013,22579999.92371
bra,2014,16969999.31335
bra,2015,14630000.11444
bra,2016,19030000.68665
bra,2017,21110000.61035
bra,2018,24280000.68665
bra,2019,38970001.2207
brb,1966,119999.99732
brb,1967,19999.99955
brb,1968,29999.99933
brb,1975,1000000
brb,1976,1000000
brb,1977,1000000
brb,1978,1000000
brb,1983,7000000
brb,1984,1000000
brb,1989,-1000000
brb,1990,-1000000
brb,1991,-1000000
brb,1992,-1000000
brb,1993,-1000000
brb,1994,-1000000
brb,1995,-1000000
brb,1996,-1000000
brb,1997,-1000000
brb,1998,-250000
brb,1999,29999.99933
brb,2000,300000.01192
brb,2001,1799999.95232
brb,2002,629999.99523
brb,2003,730000.01907
brb,2004,930000.00715
brb,2005,1460000.03815
brb,2006,2380000.11444
brb,2007,529999.97139
brb,2008,389999.98569
brb,2009,330000.01311
brb,2010,109999.9994
btn,2002,730000.01907
btn,2003,1220000.02861
btn,2006,79999.99821
btn,2008,239999.99464
btn,2009,9999.99978
btn,2010,109999.9994
btn,2011,2660000.08583
btn,2012,300000.01192
btn,2013,569999.99285
btn,2014,319999.99285
btn,2015,1000000
btn,2016,200000.00298
btn,2017,289999.99166
btn,2018,670000.01669
btn,2019,800000.01192
bwa,1966,3079999.92371
bwa,1967,1360000.01431
bwa,1968,1110000.01431
bwa,1969,1000000
bwa,1970,2000000
bwa,1971,2000000
bwa,1972,4000000
bwa,1973,7000000
bwa,1974,4000000
bwa,1975,5000000
bwa,1976,6000000
bwa,1977,3000000
bwa,1978,11000000
bwa,1979,6000000
bwa,1980,12000000
bwa,1981,14000000
bwa,1982,17000000
bwa,1983,13000000
bwa,1984,13000000
bwa,1985,11000000
bwa,1986,10000000
bwa,1987,21000000
bwa,1988,16000000
bwa,1989,15000000
bwa,1990,15000000
bwa,1991,12000000
bwa,1992,7000000
bwa,1993,12000000
bwa,1994,12000000
bwa,1995,13000000
bwa,1996,7000000
bwa,1997,9000000
bwa,1998,3750000
bwa,1999,3630000.11444
bwa,2000,990000.00954
bwa,2001,-250000
bwa,2002,22389999.38965
bwa,2003,13279999.73297
bwa,2004,21139999.38965
bwa,2005,17959999.08447
bwa,2006,24750000
bwa,2007,44840000.15259
bwa,2008,231889999.38965
bwa,2009,214399993.89648
bwa,2010,74300003.05176
bwa,2011,76639999.38965
bwa,2012,49189998.62671
bwa,2013,74330001.83105
bwa,2014,56909999.84741
bwa,2015,50279998.7793
bwa,2016,67279998.7793
bwa,2017,55380001.06812
bwa,2018,54520000.45776
bwa,2019,44610000.61035
caf,1964,1000000
caf,1965,1120000.00477
caf,1966,959999.97854
caf,1967,430000.00715
caf,1968,200000.00298
caf,1972,2000000
caf,1979,1000000
caf,1980,1000000
caf,1981,1000000
caf,1982,1000000
caf,1983,1000000
caf,1984,2000000
caf,1985,3000000
caf,1986,2000000
caf,1987,4000000
caf,1988,3000000
caf,1989,5000000
caf,1990,3000000
caf,1991,4000000
caf,1992,3000000
caf,1993,3000000
caf,1994,10000000
caf,1995,3000000
caf,1996,2000000
caf,1998,340000.00358
caf,1999,920000.01669
caf,2000,1110000.01431
caf,2001,2430000.06676
caf,2002,829999.98331
caf,2003,319999.99285
caf,2004,11949999.80927
caf,2005,17469999.31335
caf,2006,20950000.76294
caf,2007,18379999.16077
caf,2008,34159999.84741
caf,2009,30520000.45776
caf,2010,20440000.53406
caf,2011,11909999.84741
caf,2012,15399999.61853
caf,2013,31840000.15259
caf,2014,62049999.23706
caf,2015,68069999.69482
caf,2016,79260002.13623
caf,2017,61459999.08447
caf,2018,56229999.54224
caf,2019,103970001.2207
chl,1960,7000000
chl,1961,121000000
chl,1962,86000000
chl,1963,110000000
chl,1964,95000000
chl,1965,99980003.35693
chl,1966,84819999.69482
chl,1967,61459999.08447
chl,1968,59650001.52588
chl,1969,60000000
chl,1970,39000000
chl,1971,7000000
chl,1972,5000000
chl,1973,5000000
chl,1974,-33000000
chl,1975,82000000
chl,1976,2000000
chl,1977,8000000
chl,1978,-10000000
chl,1979,-29000000
chl,1980,-17000000
chl,1981,-24000000
chl,1982,-27000000
chl,1983,-19000000
chl,1984,-13000000
chl,1985,8000000
chl,1986,-36000000
chl,1987,-34000000
chl,1988,-19000000
chl,1989,-29000000
chl,1990,-28000000
chl,1991,-25000000
chl,1992,-30000000
chl,1993,-1000000
chl,1994,-27000000
chl,1995,-49000000
chl,1996,-3000000
chl,1997,-3000000
chl,1998,-4639999.86649
chl,1999,-5239999.77112
chl,2000,-19049999.23706
chl,2001,-18120000.83923
chl,2002,-18440000.53406
chl,2003,-3019999.98093
chl,2004,-1740000.00954
chl,2005,-119999.99732
chl,2006,-310000.00238
chl,2007,-1059999.94278
chl,2008,949999.98808
chl,2009,1840000.03338
chl,2010,13109999.65668
chl,2011,3700000.04768
chl,2012,1669999.95708
chl,2013,1509999.99046
chl,2014,2779999.97139
chl,2015,1539999.96185
chl,2016,1419999.95708
chl,2017,1250000
chn,1998,400000.00596
chn,1999,38250000
chn,2000,1570000.05245
chn,2001,4840000.15259
chn,2002,16989999.77112
chn,2003,25629999.16077
chn,2004,21489999.77112
chn,2005,23170000.07629
chn,2006,18870000.83923
chn,2007,40799999.23706
chn,2008,65220001.2207
chn,2009,52880001.06812
chn,2010,85720001.2207
chn,2011,48979999.54224
chn,2012,49380001.06812
chn,2013,42459999.08447
chn,2014,32139999.38965
chn,2015,33419998.16895
chn,2016,46090000.15259
chn,2017,38869998.93188
chn,2018,31329999.92371
chn,2019,35119998.93188
civ,1961,1000000
civ,1962,2000000
civ,1963,2000000
civ,1964,6000000
civ,1965,2630000.11444
civ,1966,5530000.20981
civ,1967,100000.00149
civ,1968,1190000.05722
civ,1969,4000000
civ,1970,3000000
civ,1971,3000000
civ,1972,2000000
civ,1973,1000000
civ,1974,1000000
civ,1975,1000000
civ,1976,1000000
civ,1977,1000000
civ,1978,-1000000
civ,1979,2000000
civ,1980,1000000
civ,1987,1000000
civ,1988,3000000
civ,1989,6000000
civ,1990,17000000
civ,1991,19000000
civ,1992,20000000
civ,1993,21000000
civ,1994,23000000
civ,1995,9000000
civ,1996,14000000
civ,1997,10000000
civ,1998,20809999.46594
civ,1999,13840000.15259
civ,2000,10000000
civ,2001,1950000.04768
civ,2002,53060001.37329
civ,2003,62590000.15259
civ,2004,31750000
civ,2005,23770000.45776
civ,2006,30920000.07629
civ,2007,37029998.7793
civ,2008,88819999.69482
civ,2009,230660003.66211
civ,2010,75930000.30518
civ,2011,73540000.91553
civ,2012,139309997.55859
civ,2013,257029998.7793
civ,2014,112319999.69482
civ,2015,69290000.91553
civ,2016,145880004.88281
civ,2017,153440002.44141
civ,2018,184270004.27246
civ,2019,72779998.7793
cmr,1961,1000000
cmr,1962,2000000
cmr,1963,3000000
cmr,1964,3000000
cmr,1965,6699999.80927
cmr,1966,4489999.77112
cmr,1967,2619999.88556
cmr,1968,2700000.04768
cmr,1969,2000000
cmr,1970,8000000
cmr,1971,4000000
cmr,1972,3000000
cmr,1973,3000000
cmr,1974,1000000
cmr,1975,5000000
cmr,1976,4000000
cmr,1977,6000000
cmr,1978,4000000
cmr,1979,11000000
cmr,1980,10000000
cmr,1981,12000000
cmr,1982,11000000
cmr,1983,11000000
cmr,1984,10000000
cmr,1985,15000000
cmr,1986,18000000
cmr,1987,20000000
cmr,1988,23000000
cmr,1989,28000000
cmr,1990,39000000
cmr,1991,53000000
cmr,1992,28000000
cmr,1993,22000000
cmr,1994,8000000
cmr,1995,3000000
cmr,1996,1000000
cmr,1997,2000000
cmr,1998,7019999.98093
cmr,1999,4480000.01907
cmr,2000,2529999.97139
cmr,2001,4780000.20981
cmr,2002,13100000.38147
cmr,2003,16870000.83923
cmr,2004,17200000.76294
cmr,2005,13750000
cmr,2006,13550000.19073
cmr,2007,30649999.61853
cmr,2008,16090000.15259
cmr,2009,31420000.07629
cmr,2010,18379999.16077
cmr,2011,19319999.69482
cmr,2012,26719999.31335
cmr,2013,36479999.54224
cmr,2014,40650001.52588
cmr,2015,81300003.05176
cmr,2016,78819999.69482
cmr,2017,84699996.94824
cmr,2018,109699996.94824
cmr,2019,88860000.61035
cod,1961,3000000
cod,1962,64000000
cod,1963,36000000
cod,1964,38000000
cod,1965,44840000.15259
cod,1966,32169998.16895
cod,1967,30750000
cod,1968,17409999.84741
cod,1969,12000000
cod,1970,11000000
cod,1971,12000000
cod,1972,9000000
cod,1973,4000000
cod,1974,8000000
cod,1975,4000000
cod,1976,17000000
cod,1977,24000000
cod,1978,21000000
cod,1979,44000000
cod,1980,11000000
cod,1981,21000000
cod,1982,16000000
cod,1983,23000000
cod,1984,8000000
cod,1985,38000000
cod,1986,23000000
cod,1987,40000000
cod,1988,36000000
cod,1989,53000000
cod,1990,32000000
cod,1991,42000000
cod,1992,34000000
cod,1993,8000000
cod,1994,1000000
cod,1998,129999.99523
cod,1999,11170000.07629
cod,2000,12750000
cod,2001,20229999.54224
cod,2002,79989997.86377
cod,2003,1415449951.17188
cod,2004,189630004.88281
cod,2005,143639999.38965
cod,2006,838469970.70312
cod,2007,132440002.44141
cod,2008,196630004.88281
cod,2009,238690002.44141
cod,2010,272459991.45508
cod,2011,1283660034.17969
cod,2012,279459991.45508
cod,2013,317839996.33789
cod,2014,385059997.55859
cod,2015,769229980.46875
cod,2016,337179992.67578
cod,2017,442079986.57227
cod,2018,464980010.98633
cod,2019,646159973.14453
cog,1963,1000000
cog,1965,990000.00954
cog,1966,2359999.8951
cog,1967,1919999.95708
cog,1968,610000.01431
cog,1982,3000000
cog,1983,2000000
cog,1984,2000000
cog,1985,2000000
cog,1986,1000000
cog,1987,1000000
cog,1988,3000000
cog,1990,3000000
cog,1991,3000000
cog,1992,4000000
cog,1993,2000000
cog,1994,10000000
cog,1995,7000000
cog,1996,10000000
cog,1998,59999.99866
cog,1999,629999.99523
cog,2000,3509999.99046
cog,2001,10600000.38147
cog,2002,5889999.86649
cog,2003,4750000
cog,2004,349999.99404
cog,2005,15069999.69482
cog,2006,8979999.54224
cog,2007,9600000.38147
cog,2008,259999.99046
cog,2009,9270000.45776
cog,2010,25020000.45776
cog,2011,2950000.04768
cog,2012,12729999.54224
cog,2013,10970000.26703
cog,2014,1679999.94755
cog,2015,2539999.96185
cog,2016,4010000.22888
cog,2017,2430000.06676
cog,2018,9189999.58038
cog,2019,7469999.79019
col,1960,-8000000
col,1961,53000000
col,1962,43000000
col,1963,67000000
col,1964,36000000
col,1965,33750000
col,1966,76440002.44141
col,1967,83139999.38965
col,1968,106709999.08447
col,1969,94000000
col,1970,109000000
col,1971,81000000
col,1972,63000000
col,1973,92000000
col,1974,46000000
col,1975,27000000
col,1976,19000000
col,1977,-1000000
col,1978,12000000
col,1979,-8000000
col,1980,-14000000
col,1981,-20000000
col,1982,-21000000
col,1983,-22000000
col,1984,-22000000
col,1985,-19000000
col,1986,-27000000
col,1987,-18000000
col,1988,-19000000
col,1989,-25000000
col,1990,-19000000
col,1991,-3000000
col,1992,34000000
