geo,time,ne_imp_gnfs_cn
asm,2009,559000000
asm,2010,541000000
asm,2011,563000000
asm,2012,646000000
asm,2013,651000000
asm,2014,695000000
asm,2015,665000000
asm,2016,639000000
asm,2017,626000000
asm,2018,662000000
asm,2019,614000000
asm,2020,651000000
atg,1993,1333600000
atg,1994,1412000000
atg,1995,1468900000
atg,1996,1564100000
atg,1997,1600700000
atg,1998,1639600000
atg,1999,1771500000
atg,2000,1668200000
atg,2001,1628400000
atg,2002,1587800000
atg,2003,1789600000
atg,2004,1982400000
atg,2005,2284800000
atg,2006,2738900000
atg,2007,3120300000
atg,2008,3186700000
atg,2009,2364300000
atg,2010,2272100000
atg,2011,2146400000
atg,2012,2349300000
atg,2013,2412200000
atg,2014,2495400000
atg,2015,2300800000
atg,2016,2492600000
atg,2017,2621071800
atg,2018,3058619200
atg,2019,3122252500
atg,2020,1769252000
aus,1960,2332000000
aus,1961,2636000000
aus,1962,2243000000
aus,1963,2656000000
aus,1964,2920000000
aus,1965,3535000000
aus,1966,3683000000
aus,1967,3770000000
aus,1968,4224000000
aus,1969,4360000000
aus,1970,4871000000
aus,1971,5214000000
aus,1972,5325000000
aus,1973,5481000000
aus,1974,7964000000
aus,1975,10483000000
aus,1976,11137000000
aus,1977,14075000000
aus,1978,15308000000
aus,1979,18211000000
aus,1980,21385000000
aus,1981,25469000000
aus,1982,29555000000
aus,1983,29553000000
aus,1984,32018000000
aus,1985,40663000000
aus,1986,47052000000
aus,1987,48834000000
aus,1988,53920000000
aus,1989,62414000000
aus,1990,68953000000
aus,1991,67121000000
aus,1992,69360000000
aus,1993,79339000000
aus,1994,86262000000
aus,1995,98343000000
aus,1996,102318000000
aus,1997,104950000000
aus,1998,120412000000
aus,1999,128932000000
aus,2000,142773000000
aus,2001,156098000000
aus,2002,156754000000
aus,2003,169812000000
aus,2004,171497000000
aus,2005,193754000000
aus,2006,216969000000
aus,2007,237674000000
aus,2008,267751000000
aus,2009,286724000000
aus,2010,270206000000
aus,2011,289427000000
aus,2012,325049000000
aus,2013,327108000000
aus,2014,341706000000
aus,2015,349904000000
aus,2016,357209000000
aus,2017,364432000000
aus,2018,396464000000
aus,2019,421851000000
aus,2020,397276000000
aut,1970,7978895000
aut,1971,8867321000
aut,1972,10141037000
aut,1973,11565058000
aut,1974,14557056000
aut,1975,14452618000
aut,1976,17453860000
aut,1977,20012086000
aut,1978,20007181000
aut,1979,23299125000
aut,1980,27104916000
aut,1981,29100735000
aut,1982,28607087000
aut,1983,30121306000
aut,1984,33437546000
aut,1985,36684332000
aut,1986,35180351000
aut,1987,35877204000
aut,1988,40071201000
aut,1989,45462973000
aut,1990,49229992000
aut,1991,52287791000
aut,1992,53708237000
aut,1993,51176952000
aut,1994,57154909000
aut,1995,61324670000
aut,1996,65412420000
aut,1997,71412330000
aut,1998,75742920000
aut,1999,79304200000
aut,2000,89745100000
aut,2001,94647400000
aut,2002,94387110000
aut,2003,96957850000
aut,2004,106451790000
aut,2005,115385770000
aut,2006,126538060000
aut,2007,136798960000
aut,2008,143428730000
aut,2009,120560290000
aut,2010,141313240000
aut,2011,158643580000
aut,2012,163081850000
aut,2013,163979930000
aut,2014,166962670000
aut,2015,169856430000
aut,2016,173710510000
aut,2017,187959730000
aut,2018,202120260000
aut,2019,206852830000
aut,2020,184212990000
aze,1990,115000
aze,1991,220200
aze,1992,2631600
aze,1993,23872800
aze,1994,114763900
aze,1995,1139600000
aze,1996,1528100000
aze,1997,1675300000
aze,1998,1876100000
aze,1999,1580100000
aze,2000,1810700000
aze,2001,1983600000
aze,2002,3034300000
aze,2003,4684200000
aze,2004,6203000000
aze,2005,6624500000
aze,2006,7265700000
aze,2007,8086400000
aze,2008,9418900000
aze,2009,8226900000
aze,2010,8782300000
aze,2011,12541900000
aze,2012,13843800000
aze,2013,15278600000
aze,2014,15467400000
aze,2015,18927900000
aze,2016,26375400000
aze,2017,29439500000
aze,2018,30098800000
aze,2019,30111200000
aze,2020,26414300000
bdi,1960,1312500000
bdi,1961,1487500000
bdi,1962,1750000000
bdi,1963,1662500000
bdi,1964,1575000100
bdi,1965,1681500000
bdi,1966,1880800000
bdi,1967,1854300000
bdi,1968,2142700000
bdi,1969,2012900000
bdi,1970,2468200000
bdi,1971,3135300000
bdi,1972,3255500000
bdi,1973,3247200000
bdi,1974,4223600000
bdi,1975,6299600000
bdi,1976,6440600000
bdi,1977,8520900000
bdi,1978,11108400000
bdi,1979,16002000000
bdi,1980,19280100000
bdi,1981,19220000000
bdi,1982,24536900000
bdi,1983,24910600000
bdi,1984,27832000000
bdi,1985,28850349700
bdi,1986,30617268200
bdi,1987,35983636700
bdi,1988,39439495400
bdi,1989,40551145800
bdi,1990,53849900000
bdi,1991,60401912200
bdi,1992,66500000000
bdi,1993,61900000000
bdi,1994,66567852000
bdi,1995,68158881800
bdi,1996,41447198700
bdi,1997,49500000000
bdi,1998,77800000000
bdi,1999,72700000000
bdi,2000,101846000000
bdi,2001,114921000000
bdi,2002,130508000000
bdi,2003,178348000000
bdi,2004,248109000000
bdi,2005,349182516000
bdi,2006,459774900000
bdi,2007,469513900000
bdi,2008,701388000000
bdi,2009,639920700000
bdi,2010,745312100000
bdi,2011,964280700000
bdi,2012,1144375000000
bdi,2013,1429688000000
bdi,2014,1429356000000
bdi,2015,1308223000000
bdi,2016,1228762700000
bdi,2017,1478310000000
bdi,2018,1614004100000
bdi,2019,1819439604300
bdi,2020,1741908000000
bel,1970,14158206000
bel,1971,15165266000
bel,1972,16676997000
bel,1973,21271563000
bel,1974,28339248000
bel,1975,27309353000
bel,1976,32844755000
bel,1977,35454889000
bel,1978,36795351000
bel,1979,43664365000
bel,1980,48670594000
bel,1981,54132503000
bel,1982,62399079000
bel,1983,66303543000
bel,1984,76192683000
bel,1985,77993422000
bel,1986,73158289000
bel,1987,74733822000
bel,1988,84345299000
bel,1989,98444604000
bel,1990,101810023000
bel,1991,103996957000
bel,1992,105274930000
bel,1993,101959255000
bel,1994,111317489000
bel,1995,118430000000
bel,1996,124330200000
bel,1997,136483100000
bel,1998,140818300000
bel,1999,146855200000
bel,2000,178650100000
bel,2001,179654900000
bel,2002,178310000000
bel,2003,179065600000
bel,2004,195937000000
bel,2005,217789700000
bel,2006,236588400000
bel,2007,254850600000
bel,2008,282125500000
bel,2009,230654000000
bel,2010,269259700000
bel,2011,303768300000
bel,2012,310258700000
bel,2013,308514900000
bel,2014,318300900000
bel,2015,318306800000
bel,2016,336479000000
bel,2017,365579400000
bel,2018,383100100000
bel,2019,389855300000
bel,2020,359152700000
ben,1960,6716612600
ben,1961,5511018500
ben,1962,5769409000
ben,1963,7233220100
ben,1964,8094322700
ben,1965,10589805600
ben,1966,12053466100
ben,1967,14894623700
ben,1968,15411226600
ben,1969,18424551400
ben,1970,22557192200
ben,1971,25679628300
ben,1972,27715364900
ben,1973,29173170200
ben,1974,39377719300
ben,1975,48469540900
ben,1976,51781931000
ben,1977,64091242500
ben,1978,72406728700
ben,1979,93419675600
ben,1980,110809702400
ben,1981,154224410600
ben,1982,166999523300
ben,1983,131805413400
ben,1984,142070349800
ben,1985,172175130600
ben,1986,150911909900
ben,1987,145332289500
ben,1988,154828947500
ben,1989,118876274700
ben,1990,141619300000
ben,1991,170034167600
ben,1992,199138980900
ben,1993,212011113900
ben,1994,320065123000
ben,1995,394537471800
ben,1996,362579702900
ben,1997,417510464300
ben,1998,470735475900
ben,1999,710286578700
ben,2000,668551434100
ben,2001,762271447400
ben,2002,699537624600
ben,2003,712594195300
ben,2004,698228961200
ben,2005,713772932200
ben,2006,798047974200
ben,2007,1058468530800
ben,2008,1119036586800
ben,2009,1134682502800
ben,2010,1337978386600
ben,2011,1328708305100
ben,2012,1526737299400
ben,2013,1955520320700
ben,2014,2219509962700
ben,2015,2156915000000
ben,2016,2198251000000
ben,2017,2527589976800
ben,2018,2734752158100
ben,2019,2871248165800
ben,2020,2248667801300
bfa,1960,12833554400
bfa,1961,13563853800
bfa,1962,14606421000
bfa,1963,15127865300
bfa,1964,11580634100
bfa,1965,11790773200
bfa,1966,12416981000
bfa,1967,15443418100
bfa,1968,17425997800
bfa,1969,20556179500
bfa,1970,20452329500
bfa,1971,26475468800
bfa,1972,31044057100
bfa,1973,34470924300
bfa,1974,44247355400
bfa,1975,60738904100
bfa,1976,63022772200
bfa,1977,84607615000
bfa,1978,92403073000
bfa,1979,108913025000
bfa,1980,127394431000
bfa,1981,151690838000
bfa,1982,182319923200
bfa,1983,180346650600
bfa,1984,183447207900
bfa,1985,216400003100
bfa,1986,204299993100
bfa,1987,199999995900
bfa,1988,211399999500
bfa,1989,197299994600
bfa,1990,206500003800
bfa,1991,206500003800
bfa,1992,173500006400
bfa,1993,187300003800
bfa,1994,263359004700
bfa,1995,316019015700
bfa,1996,365411991600
bfa,1997,380070985700
bfa,1998,465510989800
bfa,1999,561201469500
bfa,2000,553987047500
bfa,2001,528405399000
bfa,2002,564068362600
bfa,2003,581386829000
bfa,2004,707202639700
bfa,2005,788476674700
bfa,2006,826049398900
bfa,2007,855221037000
bfa,2008,1063782933300
bfa,2009,1178130845800
bfa,2010,1428492560400
bfa,2011,1781953333300
bfa,2012,2221533396300
bfa,2013,2454118570200
bfa,2014,2195563615200
bfa,2015,2307161000000
bfa,2016,2431906000000
bfa,2017,2688089000000
bfa,2018,2869952000000
bfa,2019,2943033686100
bgd,1960,1909802100
bgd,1961,2705552900
bgd,1962,2636179700
bgd,1963,2976244200
bgd,1964,3650932200
bgd,1965,3789678500
bgd,1966,3910741700
bgd,1967,4385471700
bgd,1968,4169190600
bgd,1969,4743219600
bgd,1970,5398863800
bgd,1971,4506534600
bgd,1972,5181222500
bgd,1973,7459655000
bgd,1974,10314836300
bgd,1975,13983451200
bgd,1976,26496463700
bgd,1977,18485905300
bgd,1978,31088696000
bgd,1979,37426136900
bgd,1980,50211203000
bgd,1981,46708000000
bgd,1982,57661000000
bgd,1983,61558000000
bgd,1984,63458000000
bgd,1985,74361000000
bgd,1986,77314000000
bgd,1987,88112000000
bgd,1988,101583000000
bgd,1989,118120000000
bgd,1990,135751000000
bgd,1991,135133000000
bgd,1992,147603000000
bgd,1993,176825000000
bgd,1994,187740000000
bgd,1995,264540000000
bgd,1996,310913000000
bgd,1997,325591000000
bgd,1998,365873000000
bgd,1999,409927000000
bgd,2000,455852000000
bgd,2001,545134000000
bgd,2002,520367000000
bgd,2003,565210000000
bgd,2004,602221000000
bgd,2005,854323000000
bgd,2006,1049491000000
bgd,2007,1261628000000
bgd,2008,1569320000000
bgd,2009,1632429000000
bgd,2010,1736938000000
bgd,2011,2518417000000
bgd,2012,2949225000000
bgd,2013,3208142000000
bgd,2014,3429651000000
bgd,2015,3751508000000
bgd,2016,3691794000000
bgd,2017,4004561000000
bgd,2018,5276009000000
bgd,2019,5450079000000
bgd,2020,5075902000000
bgr,1980,7914900
bgr,1981,9603500
bgr,1982,9637100
bgr,1983,11013400
bgr,1984,12112900
bgr,1985,14081900
bgr,1986,14964000
bgr,1987,15570500
bgr,1988,17598900
bgr,1989,19060700
bgr,1990,16671000
bgr,1991,53200000
bgr,1992,106300000
bgr,1993,137000000
bgr,1994,240055000
bgr,1995,292426000
bgr,1996,816322000
bgr,1997,7020570000
bgr,1998,9288494000
bgr,1999,11851613000
bgr,2000,11679376000
bgr,2001,13696132000
bgr,2002,14180184000
bgr,2003,16339387000
bgr,2004,21468866000
bgr,2005,26886642000
bgr,2006,34346702000
bgr,2007,45193804000
bgr,2008,52603647000
bgr,2009,36937463000
bgr,2010,39912758000
bgr,2011,47582198000
bgr,2012,52595707000
bgr,2013,53581338000
bgr,2014,55275306000
bgr,2015,56359012000
bgr,2016,56245423000
bgr,2017,64399890000
bgr,2018,69448891000
bgr,2019,73087234000
bgr,2020,64598744000
bhr,1980,1334599900
bhr,1981,1564800000
bhr,1982,1463700000
bhr,1983,1305400100
bhr,1984,1378100000
bhr,1985,1233600000
bhr,1986,973400000
bhr,1987,1114700000
bhr,1988,1078800000
bhr,1989,1272999900
bhr,1990,1504600100
bhr,1991,1660000000
bhr,1992,1728199900
bhr,1993,1578500000
bhr,1994,1548800000
bhr,1995,1550000000
bhr,1996,1748300000
bhr,1997,1659300000
bhr,1998,1485400100
bhr,1999,1567500000
bhr,2000,1929700000
bhr,2001,1802800000
bhr,2002,2114700000
bhr,2003,2333100000
bhr,2004,3072100000
bhr,2005,3867900000
bhr,2006,4346200000
bhr,2007,4747500000
bhr,2008,6119900000
bhr,2009,4269100000
bhr,2010,4924500000
bhr,2011,8086500000
bhr,2012,9681700000
bhr,2013,10652600000
bhr,2014,9982400000
bhr,2015,8385500000
bhr,2016,7929100000
bhr,2017,8977500000
bhr,2018,10170900000
bhr,2019,9478100000
bhs,1977,471600000
bhs,1978,562000000
bhs,1979,686200000
bhs,1980,839600000
bhs,1981,889700000
bhs,1982,939900000
bhs,1983,1005300000
bhs,1984,1190100000
bhs,1985,1375500000
bhs,1986,1431700000
bhs,1987,1514500000
bhs,1989,1750510000
bhs,1990,1771670000
bhs,1991,1716350000
bhs,1992,1592260000
bhs,1993,1589080000
bhs,1994,1739670000
bhs,1995,1883080000
bhs,1996,2086690000
bhs,1997,2713700000
bhs,1998,2943000000
bhs,1999,3015600000
bhs,2000,3359600000
bhs,2001,3196400000
bhs,2002,3028700000
bhs,2003,3127000000
bhs,2004,3421700000
bhs,2005,4193800000
bhs,2006,5006500000
bhs,2007,5088400000
bhs,2008,5045700000
bhs,2009,4225400000
bhs,2010,4414100000
bhs,2011,5125700000
bhs,2012,4944700000
bhs,2013,4959400000
bhs,2014,5133800000
bhs,2015,4323700000
bhs,2016,4393600000
bhs,2017,4904500000
bhs,2018,5077600000
bhs,2019,4780000000
bhs,2020,2539600000
bih,1994,1757700000
bih,1995,1911755400
bih,1996,3516717500
bih,1997,4635222200
bih,1998,7125599000
bih,1999,8102018100
bih,2000,7502365302.00437
bih,2001,8109848741.58811
bih,2002,8333707719.7777
bih,2003,8834074784.38556
bih,2004,9483132533.63275
bih,2005,10597093918.3285
bih,2006,10744971390.8347
bih,2007,12728334574.8933
bih,2008,15136742051.3735
bih,2009,12086331526.6328
bih,2010,13005289423.0793
bih,2011,14637142761.1693
bih,2012,14630847511.7403
bih,2013,14510923345.355
bih,2014,15474950940.9848
bih,2015,15383574390.5418
bih,2016,15839341255.0083
bih,2017,17911762667.6787
bih,2018,19148835637.6296
bih,2019,19481654659.9493
bih,2020,16600966000
blr,1990,189
blr,1991,300
blr,1992,5300
blr,1993,82100
blr,1994,1496500
blr,1995,6562200
blr,1996,9673500
blr,1997,24084700
blr,1998,44872700
blr,1999,186501700
blr,2000,661272000
blr,2001,1207230000
blr,2002,1761056000
blr,2003,2522440000
blr,2004,3711900000
blr,2005,3844590000
blr,2006,5091620000
blr,2007,6530560000
blr,2008,8911660000
blr,2009,8491260000
blr,2010,11002730000
blr,2011,24428710000
blr,2012,40692500000
blr,2013,41235530000
blr,2014,44891050000
blr,2015,52061430000
blr,2016,59533000000
blr,2017,70405200000
blr,2018,84325600000
blr,2019,88594200000
blr,2020,86412800000
blz,1980,227199518.11594
blz,1981,247274054.34783
blz,1982,215205833.33333
blz,1983,208996336.95652
blz,1984,251697257.24638
blz,1985,218097927.53623
blz,1986,225328163.04348
blz,1987,294483239.13043
blz,1988,364744115.94203
blz,1989,424372293.47826
blz,1990,422586000
blz,1991,0
blz,1992,548496500
blz,1993,561923100
blz,1994,609189000
blz,1995,609114400
blz,1996,644794400
blz,1997,728999900
blz,1998,784455100
blz,1999,987052800
blz,2000,1226026100
blz,2001,1204854900
blz,2002,1233391900
blz,2003,1306035000
blz,2004,1237964200
blz,2005,1397100300
blz,2006,1501150200
blz,2007,1580059200
blz,2008,1906576000
blz,2009,1503360500
blz,2010,1615353700
blz,2011,1879426400
blz,2012,1943329200
blz,2013,2103549100
blz,2014,2170650200
blz,2015,2284426100
blz,2016,2187339000
blz,2017,2146427400
blz,2018,2170888300
blz,2019,2339512600
blz,2020,1620379343.1
bmu,2010,1579023000
bmu,2011,1498077000
bmu,2012,1484189000
bmu,2013,1594256000
bmu,2014,1626299000
bmu,2015,1552149000
bmu,2016,1615949000
bmu,2017,1703748000
bmu,2018,1867590000
bmu,2019,1917596000
bmu,2020,1519300000
bol,1960,1072
bol,1961,1137
bol,1962,1364
bol,1963,1511
bol,1964,1517
bol,1965,1916
bol,1966,2105
bol,1967,2336
bol,1968,2450
bol,1969,2568
bol,1970,2943
bol,1971,3176
bol,1972,4016
bol,1973,7157
bol,1974,11262
bol,1975,15502
bol,1976,16338
bol,1977,19145
bol,1978,22642
bol,1979,24714
bol,1980,25000
bol,1981,33000
bol,1982,105000
bol,1983,302000
bol,1984,4995000
bol,1985,540498000
bol,1986,1956270000
bol,1987,2143557000
bol,1988,2500264000
bol,1989,2939460000
bol,1990,3694970000
bol,1991,5159097000
bol,1992,6398392000
bol,1993,6943011000
bol,1994,7516405000
bol,1995,8763609000
bol,1996,10237903000
bol,1997,12226248000
bol,1998,15255874000
bol,1999,13140547000
bol,2000,14188437000
bol,2001,13585109000
bol,2002,15709964000
bol,2003,16322409000
bol,2004,18329684000
bol,2005,24719869000
bol,2006,30062206000
bol,2007,35297389000
bol,2008,45815914000
bol,2009,40053515000
bol,2010,47324645000
bol,2011,63814125000
bol,2012,70711534000
bol,2013,78680000000
bol,2014,95696286000
bol,2015,84518799000
bol,2016,74846643000
bol,2017,82422058000
bol,2018,86637492000
bol,2019,88817119000
bol,2020,63949045000
bra,1960,0.00007
bra,1961,0.00011
bra,1962,0.00015
bra,1963,0.00044
bra,1964,0.00055
bra,1965,0.00084
bra,1966,0.00131
bra,1967,0.00171
bra,1968,0.00276
bra,1969,0.00364
bra,1970,0.00526
bra,1971,0.0077
bra,1972,0.01117
bra,1973,0.01677
bra,1974,0.03602
bra,1975,0.04204
bra,1976,0.05587
bra,1977,0.07171
bra,1978,0.10372
bra,1979,0.20216
bra,1980,0.50909
bra,1981,0.87418
bra,1982,1.52073
bra,1983,3.84109
bra,1984,11.1256
bra,1985,35.6707
bra,1986,84.6156
bra,1987,259.789
bra,1988,1791.88
bra,1989,23242.90039
bra,1990,803607.27273
bra,1991,4771348
bra,1992,53744771.63636
bra,1993,1282280363.63636
bra,1994,31993027000
bra,1995,66755631121.2093
bra,1996,76119962709.04558
bra,1997,91329724399.259
bra,1998,94302031812.0688
bra,1999,124186820162.843
bra,2000,149307512000
bra,2001,191634185000
bra,2002,199315372000
bra,2003,222639520000
bra,2004,257101504000
bra,2005,257061583000
bra,2006,281119761000
bra,2007,325477728000
bra,2008,426775968000
bra,2009,375120395000
bra,2010,462672000000
bra,2011,540566000000
bra,2012,637317000000
bra,2013,748758000000
bra,2014,790183000000
bra,2015,842614000000
bra,2016,756520000000
bra,2017,777137000000
bra,2018,997474000000
bra,2019,1062950487000
bra,2020,1153184741000
brb,1975,490783000
brb,1976,566047000
brb,1977,607119000
brb,1978,760137000
brb,1979,1026500000
brb,1980,1246800000
brb,1981,1314800000
brb,1982,1322700000
brb,1983,1465600000
brb,1984,1547100000
brb,1985,1447600000
brb,1986,1434700000
brb,1987,1324600000
brb,1988,1400500000
brb,1989,1656100000
brb,1990,1755300000
brb,1991,1683100000
brb,1992,1353800000
brb,1993,1568600000
brb,1994,1651400000
brb,1995,2008200000
brb,1996,2159500000
brb,1997,2475600000
brb,1998,2586600000
brb,1999,2761000000
brb,2000,2896900000
brb,2001,2772900000
brb,2002,2763900000
brb,2003,3025500000
brb,2004,3469300000
brb,2005,4033500000
brb,2006,4588812000
brb,2007,4736575600
brb,2008,5137126900
brb,2009,4090756600
brb,2010,4480140100
brb,2011,4564744100
brb,2012,4347500900
brb,2013,4293825300
brb,2014,4229329500
brb,2015,4063219200
brb,2016,4070219600
brb,2017,4054352700
brb,2018,4039220300
brb,2019,4342592300
brn,1974,454000000
brn,1975,649000000
brn,1976,642000000
brn,1977,680000000
brn,1978,639000000
brn,1979,862000000
brn,1980,1231000000
brn,1981,1265000000
brn,1982,1572000000
brn,1983,1542000000
brn,1989,2050000000
brn,1990,2378000000
brn,1991,2569000000
brn,1992,3265000000
brn,1993,3434000000
brn,1994,3022000000
brn,1995,3746000000
brn,1996,4374000000
brn,1997,4514000000
brn,1998,3892000000
brn,1999,3774000000
brn,2000,3705653000
brn,2001,3933260000
brn,2002,4355370000
brn,2003,4109190000
brn,2004,4229989100
brn,2005,4329172100
brn,2006,4595900000
brn,2007,5149500000
brn,2008,5632800000
brn,2009,5587200000
brn,2010,5226000000
brn,2011,6998000000
brn,2012,8445000000
brn,2013,9711000000
brn,2014,7418459000
brn,2015,6699318000
brn,2016,5943509500
brn,2017,5962768600
brn,2018,7679839600
brn,2019,9291058100
brn,2020,8768367311.42551
btn,1980,402000000
btn,1981,609010000
btn,1982,672000000
btn,1983,765500000
btn,1984,867790000
btn,1985,1089400000
btn,1986,1331160000
btn,1987,1249870000
btn,1988,1940720000
btn,1989,1700440000
btn,1990,1675000000
btn,1991,2323300000
btn,1992,3634080000
btn,1993,3162594900
btn,1994,3349260000
btn,1995,4189640000
btn,1996,5119780000
btn,1997,6127970000
btn,1998,7686000000
btn,1999,9148360000
btn,2000,9529933900
btn,2001,10733527900
btn,2002,12877758200
btn,2003,14726990800
btn,2004,19796600200
btn,2005,23273664700
btn,2006,24069720700
btn,2007,28336414900
btn,2008,31729180000
btn,2009,38082000000
btn,2010,51278000000
btn,2011,59878000000
btn,2012,61433000000
btn,2013,65625000000
btn,2014,68522350000
btn,2015,81549190000
btn,2016,78037420000
btn,2017,81578710000
btn,2018,89308180000
btn,2019,86048080000
btn,2020,79698790000
bwa,1960,8600000
bwa,1961,10000000
bwa,1962,11400000
bwa,1963,12900000
bwa,1964,14500000
bwa,1965,16600000
bwa,1966,18800000
bwa,1967,21350000
bwa,1968,29900000
bwa,1969,29200000
bwa,1970,42000000
bwa,1971,55900000
bwa,1972,76950000
bwa,1973,105000000
bwa,1974,134700000
bwa,1975,167550000
bwa,1976,214550000
bwa,1977,263550000
bwa,1978,335050000
bwa,1979,436000000
bwa,1980,547850000
bwa,1981,642700000
bwa,1982,723950000
bwa,1983,804500000
bwa,1984,933800000
bwa,1985,1086600000
bwa,1986,1285650000
bwa,1987,1598350000
bwa,1988,2124350000
bwa,1989,2866700000
bwa,1990,3511500000
bwa,1991,3708700000
bwa,1992,3636650000
bwa,1993,3942650000
bwa,1994,4614800000
bwa,1995,5738600000
bwa,1996,5983000000
bwa,1997,8746700000
bwa,1998,10638600000
bwa,1999,11091000000
bwa,2000,11839800000
bwa,2001,12463200000
bwa,2002,13655700000
bwa,2003,13759856200
bwa,2004,17396400000
bwa,2005,18058500000
bwa,2006,20143700000
bwa,2007,27256295500
bwa,2008,38139000000
bwa,2009,38116000000
bwa,2010,44532000000
bwa,2011,56264000000
bwa,2012,67465000000
