geo,time,ne_imp_gnfs_cn
eri,1999,4870900000
eri,2000,3957643000
eri,2001,5212190800
eri,2002,6597563200
eri,2003,8160027300
eri,2004,9143380200
eri,2005,9274200000
eri,2006,7143500000
eri,2007,5833500000
eri,2008,5545356700
eri,2009,6692349300
eri,2010,7598777800
eri,2011,9283192100
esp,1970,2361102000
esp,1971,2507091000
esp,1972,3161829000
esp,1973,4071890000
esp,1974,6242764000
esp,1975,6616900000
esp,1976,8344120000
esp,1977,9620733000
esp,1978,10246399000
esp,1979,12233997000
esp,1980,17321490000
esp,1981,21491105000
esp,1982,25302659000
esp,1983,30493492000
esp,1984,33653543000
esp,1985,36957667000
esp,1986,36278622000
esp,1987,43985419000
esp,1988,51118046000
esp,1989,61327036000
esp,1990,65364232000
esp,1991,71070970000
esp,1992,76826438000
esp,1993,77277722000
esp,1994,91126651000
esp,1995,105697000000
esp,1996,113558000000
esp,1997,132395000000
esp,1998,147669000000
esp,1999,168500000000
esp,2000,204196000000
esp,2001,211248000000
esp,2002,213961000000
esp,2003,223309000000
esp,2004,250201000000
esp,2005,276195000000
esp,2006,310541000000
esp,2007,341622000000
esp,2008,336850000000
esp,2009,255923000000
esp,2010,289380000000
esp,2011,311238000000
esp,2012,303041000000
esp,2013,296245000000
esp,2014,313601000000
esp,2015,329593000000
esp,2016,332955000000
esp,2017,366489000000
esp,2018,390404000000
esp,2019,398507000000
esp,2020,327023000000
est,1993,1031246000
est,1994,1646806000
est,1995,2094322000
est,1996,2638472000
est,1997,3688994000
est,1998,4243757000
est,1999,4014636000
est,2000,4003436000
est,2001,4555920000
est,2002,5113021000
est,2003,5737619000
est,2004,6736559000
est,2005,7997436000
est,2006,9956400000
est,2007,11708753000
est,2008,11681967000
est,2009,7899760000
est,2010,10116658000
est,2011,13473253000
est,2012,15148937000
est,2013,15485032000
est,2014,15713006000
est,2015,15164400000
est,2016,15963218000
est,2017,17101540000
est,2018,18555515000
est,2019,19382243000
est,2020,18970274000
eth,2011,162487100000
eth,2012,236383900000
eth,2013,251300600000
eth,2014,308691300000
eth,2015,393189000000
eth,2016,424750000000
eth,2017,430233000000
eth,2018,502215000000
eth,2019,561703000000
eth,2020,571230000000
fin,1970,2049969000
fin,1971,2193119000
fin,1972,2481762000
fin,1973,3116643000
fin,1974,4657970000
fin,1975,5142000000
fin,1976,5324000000
fin,1977,5798000000
fin,1978,6218000000
fin,1979,8312000000
fin,1980,10812000000
fin,1981,11538000000
fin,1982,12285000000
fin,1983,13712000000
fin,1984,14495000000
fin,1985,15912000000
fin,1986,15257000000
fin,1987,16577000000
fin,1988,18607000000
fin,1989,21345000000
fin,1990,21553000000
fin,1991,19308000000
fin,1992,20939000000
fin,1993,22956000000
fin,1994,25766000000
fin,1995,27898000000
fin,1996,30015000000
fin,1997,33734000000
fin,1998,35574000000
fin,1999,36343000000
fin,2000,44840000000
fin,2001,44130000000
fin,2002,44790000000
fin,2003,46640000000
fin,2004,51350000000
fin,2005,59791000000
fin,2006,67273000000
fin,2007,73017000000
fin,2008,80201000000
fin,2009,61871000000
fin,2010,69707000000
fin,2011,78564000000
fin,2012,81143000000
fin,2013,79841000000
fin,2014,77858000000
fin,2015,76047000000
fin,2016,78498000000
fin,2017,84871000000
fin,2018,92739000000
fin,2019,95283000000
fin,2020,84663000000
fji,1980,510835000
fji,1981,606571000
fji,1982,552574000
fji,1983,560100000
fji,1984,559800000
fji,1985,588600000
fji,1986,577000000
fji,1987,616300000
fji,1988,814600000
fji,1989,1058800000
fji,1990,1329700000
fji,1991,1235500000
fji,1992,1264300000
fji,1993,1499000000
fji,1994,1588800000
fji,1995,1630600000
fji,1996,1758300000
fji,1997,1766700000
fji,1998,1919200000
fji,1999,2349500000
fji,2000,2518800000
fji,2001,2597400000
fji,2002,2576000000
fji,2003,2996400000
fji,2004,3328400000
fji,2005,3209100000
fji,2006,3619700000
fji,2007,3361300000
fji,2008,4154384000
fji,2009,3336673200
fji,2010,3843267800
fji,2011,4412712000
fji,2012,4562547200
fji,2013,5360616700
fji,2014,5360700000
fji,2015,5142062700
fji,2016,5218009000
fji,2017,5636987400
fji,2018,6468821300
fji,2019,6938313300
fji,2020,4276100000
fra,1960,5798000000
fra,1961,6227000000
fra,1962,6806000000
fra,1963,7803000000
fra,1964,9135000000
fra,1965,9465000000
fra,1966,10759000000
fra,1967,11746000000
fra,1968,13079000000
fra,1969,16513000000
fra,1970,19405000000
fra,1971,21768000000
fra,1972,24799000000
fra,1973,30301000000
fra,1974,45486000000
fra,1975,42124000000
fra,1976,55244000000
fra,1977,62596000000
fra,1978,66919000000
fra,1979,80907000000
fra,1980,101739000000
fra,1981,119546000000
fra,1982,139780000000
fra,1983,147689000000
fra,1984,167611000000
fra,1985,179513000000
fra,1986,167029000000
fra,1987,177149000000
fra,1988,194531000000
fra,1989,222793000000
fra,1990,229255000000
fra,1991,236341000000
fra,1992,233673000000
fra,1993,218288000000
fra,1994,237931000000
fra,1995,256120000000
fra,1996,266403000000
fra,1997,291008000000
fra,1998,316077000000
fra,1999,331818000000
fra,2000,403155000000
fra,2001,410599000000
fra,2002,405547000000
fra,2003,402544000000
fra,2004,433778000000
fra,2005,475870000000
fra,2006,520594000000
fra,2007,554598000000
fra,2008,583323000000
fra,2009,496245000000
fra,2010,560267000000
fra,2011,625111000000
fra,2012,637065000000
fra,2013,643611000000
fra,2014,662388000000
fra,2015,685011000000
fra,2016,689287000000
fra,2017,735421000000
fra,2018,773375000000
fra,2019,793436000000
fra,2020,688412000000
fro,1998,3103300000
fro,1999,3904100000
fro,2000,4940200000
fro,2001,4864800000
fro,2002,4820500000
fro,2003,5729200000
fro,2004,4610800000
fro,2005,5449300000
fro,2006,6098600000
fro,2007,7277800000
fro,2008,6768100000
fro,2009,5820200000
fro,2010,6177400000
fro,2011,7206500000
fro,2012,8583000000
fro,2013,8407600000
fro,2014,8219600000
fro,2015,8537200000
fro,2016,8425500000
fro,2017,9423500000
fro,2018,9951900000
fro,2019,10501700000
fsm,1983,89800000
fsm,1995,162387700
fsm,1996,182834000
fsm,1997,182125300
fsm,1998,180575600
fsm,1999,172319200
fsm,2000,169396700
fsm,2001,184320400
fsm,2002,173961400
fsm,2003,186599300
fsm,2004,187839500
fsm,2005,189722600
fsm,2006,195838100
fsm,2007,195650000
fsm,2008,226222700
fsm,2009,243611500
fsm,2010,243860300
fsm,2011,255859900
fsm,2012,266613200
fsm,2013,262856300
fsm,2014,236361400
fsm,2015,247594700
fsm,2016,242489900
fsm,2017,260565500
fsm,2018,262770200
fsm,2019,302700000
fsm,2020,266400000
gab,1960,11317563400
gab,1961,13018130400
gab,1962,13780453400
gab,1963,17181585400
gab,1964,18999433200
gab,1965,20700000000
gab,1966,23899990000
gab,1967,32100010000
gab,1968,35899990000
gab,1969,44700000000
gab,1970,34000000000
gab,1971,55000000000
gab,1972,78399800000
gab,1973,92899970000
gab,1974,160800000000
gab,1975,221500000000
gab,1976,331500000000
gab,1977,353800000000
gab,1978,253000000000
gab,1979,241100000000
gab,1980,286000000000
gab,1981,427100000000
gab,1982,471600000000
gab,1983,562700000000
gab,1984,625600000000
gab,1985,859500000000
gab,1986,644800000000
gab,1987,446000000000
gab,1988,477300000000
gab,1989,550200000000
gab,1990,500100000000
gab,1991,507124219500
gab,1992,500228543200
gab,1993,528881079100
gab,1994,890011043900
gab,1995,884827000000
gab,1996,961447000000
gab,1997,1157588000000
gab,1998,1284635000000
gab,1999,1094395000000
gab,2000,1178790000000
gab,2001,1080287000000
gab,2002,1189966000000
gab,2003,1071438000000
gab,2004,1095204000000
gab,2005,1209640000000
gab,2006,1514899000000
gab,2007,1586011000000
gab,2008,1861154000000
gab,2009,1785030000000
gab,2010,2239700541000
gab,2011,2467548679700
gab,2012,2752017282700
gab,2013,2892003020600
gab,2014,2606568567700
gab,2015,2373977092400
gab,2016,2168912620100
gab,2017,2153528873800
gab,2018,2130254875300
gab,2019,2174822996800
gab,2020,2005628039800
gbr,1970,11406525000
gbr,1971,12482982000
gbr,1972,14096120000
gbr,1973,19444347000
gbr,1974,27873327000
gbr,1975,29574191000
gbr,1976,37653297000
gbr,1977,43617675000
gbr,1978,46685010000
gbr,1979,55902498000
gbr,1980,59291841000
gbr,1981,62198476000
gbr,1982,69834445000
gbr,1983,79960785000
gbr,1984,95586135000
gbr,1985,101938280000
gbr,1986,104211246000
gbr,1987,115139203000
gbr,1988,128762571000
gbr,1989,147352256000
gbr,1990,153276222000
gbr,1991,147073997000
gbr,1992,157015269000
gbr,1993,176167718000
gbr,1994,192133068000
gbr,1995,214659000000
gbr,1996,235365000000
gbr,1997,239900000000
gbr,1998,248375000000
gbr,1999,264346000000
gbr,2000,295516000000
gbr,2001,312718000000
gbr,2002,320495000000
gbr,2003,329554000000
gbr,2004,348780000000
gbr,2005,383580000000
gbr,2006,433173000000
gbr,2007,425114000000
gbr,2008,465903000000
gbr,2009,433258000000
gbr,2010,484694000000
gbr,2011,529538000000
gbr,2012,536524000000
gbr,2013,557327000000
gbr,2014,560485000000
gbr,2015,556015000000
gbr,2016,602138000000
gbr,2017,656596000000
gbr,2018,691623000000
gbr,2019,719938000000
gbr,2020,602483000000
geo,1987,5800
geo,1988,6800
geo,1989,6500
geo,1990,6800
geo,1991,6000
geo,1992,98900
geo,1993,11764800
geo,1994,984684600
geo,1995,1029473500
geo,1996,1252246800
geo,1997,1919564300
geo,1998,1863597600
geo,1999,2159563900
geo,2000,2397112200
geo,2001,2594087600
geo,2002,3161332800
geo,2003,3954700000
geo,2004,4707000000
geo,2005,5958100000
geo,2006,7812600000
geo,2007,9784200000
geo,2008,11070100000
geo,2009,8749800000
geo,2010,10898700000
geo,2011,13467800000
geo,2012,15091000000
geo,2013,15406000000
geo,2014,17691000000
geo,2015,19650600000
geo,2016,20077500000
geo,2017,23443000000
geo,2018,27293500000
geo,2019,31413773700
geo,2020,27877239514.7498
gha,1960,30800
gha,1961,33900
gha,1962,28100
gha,1963,30200
gha,1964,29500
gha,1965,39200
gha,1966,29800
gha,1967,30000
gha,1968,35400
gha,1969,40700
gha,1970,51300
gha,1971,50600
gha,1972,42800
gha,1973,57400
gha,1974,101600
gha,1975,97400
gha,1976,104700
gha,1977,128900
gha,1978,203300
gha,1979,315000
gha,1980,392300
gha,1981,386600
gha,1982,257800
gha,1983,1102200
gha,1984,2914100
gha,1985,4661800
gha,1986,10297200
gha,1987,19534400
gha,1988,25294000
gha,1989,34499600
gha,1990,49653000
gha,1991,61962200
gha,1992,80632100
gha,1993,141003300
gha,1994,191348900
gha,1995,255237500
gha,1996,454599800
gha,1997,747890900
gha,1998,808210800
gha,1999,1021308900
gha,2000,1825901700
gha,2001,2467470100
gha,2002,2681204100
gha,2003,3745061900
gha,2004,4822594200
gha,2005,6003160000
gha,2006,7618608100
gha,2007,9453783300
gha,2008,13424879400
gha,2009,15481832700
gha,2010,21133829400
gha,2011,29524645300
gha,2012,39773153400
gha,2013,43963661600
gha,2014,56498897200
gha,2015,78346299400
gha,2016,80555555000
gha,2017,96371931200
gha,2018,106473828600
gha,2019,140390027900
gha,2020,137375533600
gin,1986,186765798000
gin,1987,268534997100
gin,1988,351484296200
gin,1989,428590295400
gin,1990,588742593600
gin,1991,695187692500
gin,1992,772481391600
gin,1993,879907590500
gin,1994,854510690800
gin,1995,898116028800
gin,1996,945686391800
gin,1997,947156691100
gin,1998,1194944253200
gin,1999,1250179042600
gin,2000,1515221090300
gin,2001,1656700984800
gin,2002,1688724200300
gin,2003,1722920325000
gin,2004,2106016370100
gin,2005,3758172823400
gin,2006,9899629567000
gin,2007,12544198101500
gin,2008,13634007449800
gin,2009,15253360602200
gin,2010,16955272075500
gin,2011,24102310921800
gin,2012,28566278299400
gin,2013,31221336355000
gin,2014,30838013375000
gin,2015,33537222921000
gin,2016,63572814222000
gin,2017,53101847898900
gin,2018,52115944978800
gin,2019,52480780505400
gin,2020,55627342127400
gmb,1966,34404300
gmb,1967,40441700
gmb,1968,43726800
gmb,1969,48077300
gmb,1970,44570200
gmb,1971,42572600
gmb,1972,48254800
gmb,1973,54247800
gmb,1974,71649700
gmb,1975,90827400
gmb,1976,115748200
gmb,1977,150463000
gmb,1978,214638500
gmb,1979,247400500
gmb,1980,263870000
gmb,1981,290650100
gmb,1982,295000100
gmb,1983,351900100
gmb,1984,411800100
gmb,1985,473900100
gmb,1986,721200000
gmb,1987,925350000
gmb,1988,1045700000
gmb,1989,1406500000
gmb,1990,1788350000
gmb,1991,2089750000
gmb,1992,2341400100
gmb,1993,2507569200
gmb,1994,2051151000
gmb,1995,2663222000
gmb,1996,2422942200
gmb,1997,2080882000
gmb,1998,2554671200
gmb,1999,2600959000
gmb,2000,3059662400
gmb,2001,2707576200
gmb,2002,3741424300
gmb,2003,5247621800
gmb,2004,8475000000
gmb,2005,8844000000
gmb,2006,8680000000
gmb,2007,8359000000
gmb,2008,8531000000
gmb,2009,10058000000
gmb,2010,11389000000
gmb,2011,10707000000
gmb,2012,12645000000
gmb,2013,13099323100
gmb,2014,18687297900
gmb,2015,19531612500
gmb,2016,19387741100
gmb,2017,25622660700
gmb,2018,33290630000
gmb,2019,31258000000
gmb,2020,35491000000
gnb,1970,13050800
gnb,1971,14510800
gnb,1972,16826200
gnb,1973,21475400
gnb,1974,23570800
gnb,1975,18015400
gnb,1976,20663100
gnb,1977,23072300
gnb,1978,30692300
gnb,1979,37600000
gnb,1980,35515400
gnb,1981,36476900
gnb,1982,51200000
gnb,1983,47646200
gnb,1984,131753800
gnb,1985,204353900
gnb,1986,238092300
gnb,1987,582400300
gnb,1988,1436647600
gnb,1989,2741665900
gnb,1990,3037789400
gnb,1991,5469903400
gnb,1992,12098072800
gnb,1993,12020726900
gnb,1994,16033805600
gnb,1995,24815619200
gnb,1996,34930673100
gnb,1997,62514819400
gnb,1998,43656584600
gnb,1999,59168770000
gnb,2000,87282810000
gnb,2001,77130830000
gnb,2002,67680880000
gnb,2003,68089060000
gnb,2004,74030860000
gnb,2005,77901000000
gnb,2006,85414538000
gnb,2007,113247948000
gnb,2008,126967458000
gnb,2009,137509845000
gnb,2010,148123556000
gnb,2011,160394590000
gnb,2012,129794000000
gnb,2013,133418700000
gnb,2014,163478970000
gnb,2015,199790200000
gnb,2016,218717100000
gnb,2017,259289160000
gnb,2018,256923834100
gnb,2019,295938904000
gnb,2020,241039331900
gnq,2005,1890105679000
gnq,2006,1909617000000
gnq,2007,2848153000000
gnq,2008,3490208000000
gnq,2009,3396807000000
gnq,2010,4755371000000
gnq,2011,3953587000000
gnq,2012,5117489000000
gnq,2013,4253817000000
gnq,2014,4128501000000
gnq,2015,3291194000000
gnq,2016,2743677000000
gnq,2017,3086392000000
gnq,2018,3203129000000
gnq,2019,2789447000000
gnq,2020,2679454000000
grc,1960,55609600
grc,1961,61682100
grc,1962,67735900
grc,1963,79268700
grc,1964,98169900
grc,1965,115212600
grc,1966,118155600
grc,1967,124358600
grc,1968,139027100
grc,1969,159522500
grc,1970,176071000
grc,1971,194696000
grc,1972,240538000
grc,1973,390209000
grc,1974,474319000
grc,1975,568567000
grc,1976,695636000
grc,1977,808776000
grc,1978,929834000
grc,1979,1205663000
grc,1980,1795956000
grc,1981,2191796000
grc,1982,2638003000
grc,1983,3154712000
grc,1984,3827898000
grc,1985,4700894000
grc,1986,5780346000
grc,1987,6312385000
grc,1988,7396757000
grc,1989,9371905000
grc,1990,11543992000
grc,1991,13718978000
grc,1992,15567291000
grc,1993,16821540000
grc,1994,18029984000
grc,1995,21109242000
grc,1996,23914059000
grc,1997,26443411000
grc,1998,32532811000
grc,1999,37623423000
grc,2000,49008986000
grc,2001,50758509000
grc,2002,49424228000
grc,2003,53037201000
grc,2004,56546282000
grc,2005,58953078000
grc,2006,69010331000
grc,2007,81452658000
grc,2008,87039458000
grc,2009,68318773000
grc,2010,65890635000
grc,2011,63725314000
grc,2012,62765989000
grc,2013,58766958000
grc,2014,60332419000
grc,2015,58467215000
grc,2016,57114983000
grc,2017,64649082000
grc,2018,73900769000
grc,2019,76706198000
grc,2020,65467478000
grl,2003,5083100000
grl,2004,5335500000
grl,2005,6505800000
grl,2006,6212100000
grl,2007,7197100000
grl,2008,8968700000
grl,2009,7463100000
grl,2010,10757900000
grl,2011,13338400000
grl,2012,9593900000
grl,2013,8777900000
grl,2014,7754700000
grl,2015,7653900000
grl,2016,8213900000
grl,2017,8193400000
grl,2018,8734600000
grl,2019,10163000000
gtm,1960,151700000
gtm,1961,145300000
gtm,1962,153500000
gtm,1963,201200000
gtm,1964,235000000
gtm,1965,261100000
gtm,1966,266100000
gtm,1967,283600000
gtm,1968,296600000
gtm,1969,299000000
gtm,1970,338500000
gtm,1971,371100000
gtm,1972,389500000
gtm,1973,519100000
gtm,1974,811400000
gtm,1975,858000000
gtm,1976,1204100000
gtm,1977,1439000100
gtm,1978,1655000100
gtm,1979,1784400000
gtm,1980,1963300000
gtm,1981,2031500000
gtm,1982,1628999900
gtm,1983,1316999900
gtm,1984,1434800000
gtm,1985,1451600000
gtm,1986,2311099900
gtm,1987,3948500000
gtm,1988,4506800100
gtm,1989,5322900000
gtm,1990,8525000000
gtm,1991,10202000000
gtm,1992,14736000000
gtm,1993,16752000000
gtm,1994,18556000000
gtm,1995,21655676000
gtm,1996,21561766000
gtm,1997,25453634000
gtm,1998,32558561000
gtm,1999,37008539000
gtm,2000,43351434000
gtm,2001,60756370000
gtm,2002,64568687400
gtm,2003,69941336800
gtm,2004,80180254300
gtm,2005,85156337900
gtm,2006,96270197600
gtm,2007,110811515500
gtm,2008,116593988900
gtm,2009,102031158400
gtm,2010,120943491700
gtm,2011,138605355800
gtm,2012,142549415500
gtm,2013,144431120000
gtm,2014,149133750000
gtm,2015,143109338000
gtm,2016,138651105000
gtm,2017,145181124000
gtm,2018,159027809000
gtm,2019,165672165000
gtm,2020,149481189000
gum,2002,1616000000
gum,2003,1654000000
gum,2004,1785000000
gum,2005,1843000000
gum,2006,2079000000
gum,2007,2489000000
gum,2008,2673000000
gum,2009,2639000000
gum,2010,2719000000
gum,2011,2949000000
gum,2012,3037000000
gum,2013,3241000000
gum,2014,3339000000
gum,2015,3089000000
gum,2016,3036000000
gum,2017,3024000000
gum,2018,3252000000
gum,2019,3550000000
gum,2020,3375000000
guy,1960,166200000
guy,1961,168800000
guy,1962,150000000
guy,1963,139000000
guy,1964,178700000
guy,1965,209000000
guy,1966,233900000
guy,1967,254300000
guy,1968,253400000
guy,1969,276400000
guy,1970,305300000
guy,1971,308500000
guy,1972,352200000
guy,1973,444200000
guy,1974,634100000
guy,1975,889500000
guy,1976,1033900000
guy,1977,885900000
guy,1978,799900000
guy,1979,918000000
guy,1980,1412100000
guy,1981,1474200100
guy,1982,1013400000
guy,1983,948000000
guy,1984,854100000
guy,1985,1206700000
guy,1986,1154700000
guy,1987,3153999900
guy,1988,2811000100
guy,1989,7596000300
guy,1990,12509999600
guy,1991,46873978500
guy,1992,69738653800
guy,1993,77480137400
guy,1994,87606186700
guy,1995,98966449800
guy,1996,107671463100
guy,1997,116787455700
guy,1998,116544609900
guy,1999,129292798400
guy,2000,143906903800
guy,2001,142345479700
guy,2002,144569865700
guy,2003,143323213800
guy,2004,164295025600
guy,2005,180911662000
hkg,1961,6757000000
hkg,1962,7528000000
hkg,1963,8362000000
hkg,1964,9580000000
hkg,1965,10083000000
hkg,1966,11346000000
hkg,1967,11757000000
hkg,1968,14025000000
hkg,1969,16744000000
hkg,1970,19752000000
hkg,1971,22720000000
hkg,1972,24625000000
hkg,1973,32693000000
hkg,1974,38662000000
hkg,1975,38584000000
hkg,1976,49743000000
hkg,1977,56303000000
hkg,1978,72546000000
hkg,1979,99550000000
hkg,1980,128197000000
hkg,1981,159781000000
hkg,1982,165241000000
hkg,1983,200468000000
hkg,1984,251393000000
hkg,1985,261108000000
hkg,1986,306428000000
hkg,1987,404074000000
hkg,1988,518310000000
hkg,1989,573400000000
hkg,1990,651578000000
hkg,1991,777965000000
hkg,1992,948106000000
hkg,1993,1057734000000
hkg,1994,1239961000000
hkg,1995,1462425000000
hkg,1996,1521511000000
hkg,1997,1625714000000
hkg,1998,1442787000000
hkg,1999,1383083000000
hkg,2000,1626703000000
hkg,2001,1559995000000
hkg,2002,1607661000000
hkg,2003,1780432000000
hkg,2004,2094807000000
hkg,2005,2333343000000
hkg,2006,2616184000000
hkg,2007,2900990000000
hkg,2008,3128827000000
hkg,2009,2825072000000
hkg,2010,3542858000000
hkg,2011,4043003000000
hkg,2012,4373952000000
hkg,2013,4725867000000
hkg,2014,4811222000000
hkg,2015,4640872000000
hkg,2016,4600685000000
hkg,2017,4997230000000
hkg,2018,5346294000000
hkg,2019,5009862000000
hkg,2020,4702812000000
hnd,1960,154600000
hnd,1961,156200000
hnd,1962,171200000
hnd,1963,202800000
hnd,1964,226200000
hnd,1965,272800000
hnd,1966,330800000
hnd,1967,365400000
hnd,1968,409000000
hnd,1969,412400000
hnd,1970,493200000
hnd,1971,446000000
hnd,1972,453000000
hnd,1973,604000000
hnd,1974,912000000
hnd,1975,892000000
hnd,1976,1029000000
hnd,1977,1311000100
hnd,1978,2469756545.20478
hnd,1979,2958943050.62154
hnd,1980,3591073664.76399
hnd,1981,3376657501.67547
hnd,1982,2587288367.93478
hnd,1983,2857293906.63884
hnd,1984,3376657501.67547
hnd,1985,3452894359.6625
hnd,1986,3424305537.91736
hnd,1987,3406834591.29534
hnd,1988,4250204832.77684
hnd,1989,5636762687.41592
hnd,1990,7954045516.64664
hnd,1991,10083396900
hnd,1992,11646032300
hnd,1993,15273785900
hnd,1994,21783782000
hnd,1995,27699332400
hnd,1996,37474503900
hnd,1997,46658173800
hnd,1998,55387029600
hnd,1999,61853877000
hnd,2000,70839700000
hnd,2001,76450800000
hnd,2002,84303000000
hnd,2003,97336400000
hnd,2004,124423400000
hnd,2005,142374700000
hnd,2006,159001000000
hnd,2007,190501200000
hnd,2008,221542000000
hnd,2009,158143300000
hnd,2010,190594100000
hnd,2011,237733100000
hnd,2012,253975300000
hnd,2013,257419500000
hnd,2014,271221900000
hnd,2015,285900800000
hnd,2016,283179400000
hnd,2017,319082200000
hnd,2018,357230900000
hnd,2019,357323000000
hnd,2020,295940900000
hrv,1995,42033753501.2894
hrv,1996,47941859753.8312
hrv,1997,64907402464.3797
hrv,1998,58708971067.6177
hrv,1999,60724462357.1035
hrv,2000,71352592304.45711
hrv,2001,82067168960.9124
hrv,2002,96515188226.7133
hrv,2003,107810065228.242
hrv,2004,114214002236.87199
hrv,2005,122894513545.455
hrv,2006,136784484234.851
hrv,2007,149259659884.04599
hrv,2008,161704791038.54501
hrv,2009,126613215358.55
hrv,2010,124501403509.726
hrv,2011,135257935591.81799
hrv,2012,136032545010.94299
hrv,2013,140620499546.82901
hrv,2014,144704006533.642
hrv,2015,156784303130.43799
hrv,2016,163262124762.23999
hrv,2017,181088383863.54001
hrv,2018,196764741154.58096
hrv,2019,210467983060.953
hrv,2020,184569315408.10901
hti,1988,4244524000
hti,1989,3768863000
hti,1990,5341823000
hti,1991,5332000000
hti,1992,5167000000
hti,1993,8780000000
hti,1994,7898000000
hti,1995,11695000000
hti,1996,13479000000
hti,1997,14280000000
hti,1998,16770000000
hti,1999,20568000000
hti,2000,26818305800
hti,2001,31365052900
hti,2002,33851187400
hti,2003,57323678700
hti,2004,61986190300
hti,2005,72232973900
hti,2006,88765884100
hti,2007,89178824300
hti,2008,109205042700
hti,2009,114081976900
hti,2010,172820559400
hti,2011,169030668100
hti,2012,174435643300
hti,2013,191586960100
hti,2014,212109443900
hti,2015,218067986100
hti,2016,283239179500
hti,2017,342332548600
hti,2018,392332564500
hti,2019,465856843600
hti,2020,431528339300
hun,1991,768628466000
hun,1992,851291234000
hun,1993,1120277037000
hun,1994,1409401974000
hun,1995,2287681000000
hun,1996,2949305000000
hun,1997,4147234000000
hun,1998,5691306000000
hun,1999,6794246000000
hun,2000,9399947000000
hun,2001,10188973000000
hun,2002,10492243000000
hun,2003,11532525000000
hun,2004,13485960000000
hun,2005,14754037000000
hun,2006,18314576000000
hun,2007,19995968000000
hun,2008,21566799000000
hun,2009,18770250000000
hun,2010,20986960000000
hun,2011,22932011000000
hun,2012,23130400000000
hun,2013,23958362000000
hun,2014,26660756000000
hun,2015,27900140000000
hun,2016,28240906000000
hun,2017,31148398000000
hun,2018,34494689000000
hun,2019,37767959000000
hun,2020,37324649000000
idn,1960,49000000000
idn,1961,64000000000
idn,1962,72000000000
idn,1963,300000000000
idn,1964,932000000000
idn,1965,1360000000000
idn,1966,69800000000
idn,1967,143000000000
idn,1968,326600000000
idn,1969,403000000000
idn,1970,529000000000
idn,1971,611100000000
idn,1972,862400000000
idn,1973,1315600000000
idn,1974,2293700000000
idn,1975,2778000000000
idn,1976,3222100000000
idn,1977,3817200000000
idn,1978,4742000000000
idn,1979,7554700000000
idn,1980,10079800000000
idn,1981,13802200000000
idn,1982,15681700000000
idn,1983,21235100000000
idn,1984,19844700000000
idn,1985,19835200000000
idn,1986,21036200000000
idn,1987,27955800000000
idn,1988,31565600000000
idn,1989,38443000000000
idn,1990,50045700000000
idn,1991,60247700000000
idn,1992,70480600000000
idn,1993,78383000000000
idn,1994,96952600000000
idn,1995,125656900000000
idn,1996,140812000000000
idn,1997,176599800000000
idn,1998,413058100000000
idn,1999,301654000000000
idn,2000,423317900000000
idn,2001,506426237000000
idn,2002,480815372000000
idn,2003,465940923000000
idn,2004,632376148500000
idn,2005,830083444000000
idn,2006,855587836000000
idn,2007,1003271309000000
idn,2008,1422902088801300
idn,2009,1197092700000000
idn,2010,1537719772734300
idn,2011,1868074982369500
idn,2012,2152937000000000
idn,2013,2359212110896400
idn,2014,2580508038872700
idn,2015,2394879300143600
idn,2016,2273528020268800
idn,2017,2606282951554300
idn,2018,3275145298523400
idn,2019,3008573690009200
idn,2020,2472898893302500
ind,1960,12050000000
ind,1961,11130000000
ind,1962,12110000000
ind,1963,13620000000
ind,1964,15290000000
ind,1965,14780000000
ind,1966,21420000000
ind,1967,22360000000
ind,1968,19680000000
ind,1969,17670000000
ind,1970,18160000000
ind,1971,20060000000
ind,1972,20490000000
ind,1973,31760000000
ind,1974,47790000000
ind,1975,56640000000
ind,1976,56140000000
ind,1977,65170000000
ind,1978,74230000000
ind,1979,100940000000
ind,1980,135960000000
ind,1981,148090000000
ind,1982,157360000000
ind,1983,176750000000
ind,1984,194840000000
ind,1985,217540000000
ind,1986,223590000000
ind,1987,252590000000
ind,1988,320100000000
ind,1989,402120000000
ind,1990,486980000000
ind,1991,562490000000
ind,1992,730000000000
ind,1993,859990000000
ind,1994,1047100000000
ind,1995,1449530000000
ind,1996,1610220000000
ind,1997,1843330000000
ind,1998,2247450000000
ind,1999,2657020000000
ind,2000,2975230000000
ind,2001,3110500000000
ind,2002,3799810000000
ind,2003,4368780000000
ind,2004,6259450000000
ind,2005,8134660000000
ind,2006,10405350000000
ind,2007,12191089100000
ind,2008,16140400000000
ind,2009,16471390000000
ind,2010,20501820000000
ind,2011,27155540000000
ind,2012,31084280000000
ind,2013,31918108986100
ind,2014,32359619257900
ind,2015,30449234019500
ind,2016,32205914273900
ind,2017,37513894170700
ind,2018,44681660560100
ind,2019,42650400289600
ind,2020,37927123750700
irl,1970,961402000
irl,1971,1060907000
irl,1972,1178624000
irl,1973,1598157000
irl,1974,2254576000
irl,1975,2440126000
irl,1976,3328548000
irl,1977,4403576000
irl,1978,5336076000
irl,1979,6908763000
irl,1980,7786099000
irl,1981,9392570000
irl,1982,9784917000
irl,1983,10774297000
irl,1984,12952990000
irl,1985,13720395000
irl,1986,13012772000
irl,1987,13999428000
irl,1988,15624108000
irl,1989,18820255000
irl,1990,19048308000
irl,1991,19975829000
irl,1992,21341742000
