geo,time,dc_dac_fral_cd
gnq,2004,4719999.79019
gnq,2005,4170000.07629
gnq,2006,3519999.98093
gnq,2007,3779999.97139
gnq,2008,4210000.03815
gnq,2009,2549999.95232
gnq,2010,3140000.1049
gnq,2011,3680000.06676
gnq,2012,3230000.01907
gnq,2013,3200000.04768
gnq,2014,2710000.03815
gnq,2015,2240000.00954
gnq,2016,1950000.04768
gnq,2017,2130000.11444
gnq,2018,1830000.04292
gnq,2019,1820000.05245
grd,1981,109999.9994
grd,1982,39999.99911
grd,1983,70000.0003
grd,1986,9999.99978
grd,1987,230000.00417
grd,1991,349999.99404
grd,1992,70000.0003
grd,1993,1659999.96662
grd,1994,4050000.19073
grd,1995,1090000.03338
grd,1996,1450000.04768
grd,1997,850000.02384
grd,1998,589999.97377
grd,1999,180000.00715
grd,2000,2599999.90463
grd,2001,50000.00075
grd,2002,-29999.99933
grd,2003,-19999.99955
grd,2004,29999.99933
grd,2005,699999.98808
grd,2006,29999.99933
grd,2007,330000.01311
grd,2008,270000.01073
grd,2010,109999.9994
grd,2011,-469999.99881
grd,2014,-330000.01311
grd,2015,29999.99933
grd,2016,-1490000.00954
grd,2017,-389999.98569
grd,2018,-490000.00954
grd,2019,0
gtm,1980,200000.00298
gtm,1981,259999.99046
gtm,1982,59999.99866
gtm,1983,400000.00596
gtm,1984,469999.99881
gtm,1985,449999.98808
gtm,1986,3519999.98093
gtm,1987,12130000.11444
gtm,1988,3130000.11444
gtm,1989,1879999.99523
gtm,1990,2019999.98093
gtm,1991,2609999.8951
gtm,1992,1970000.02861
gtm,1993,2259999.99046
gtm,1994,1899999.97616
gtm,1995,3930000.06676
gtm,1996,2109999.8951
gtm,1997,1549999.95232
gtm,1998,3410000.08583
gtm,1999,4469999.79019
gtm,2000,1470000.02861
gtm,2001,1549999.95232
gtm,2002,1399999.97616
gtm,2003,1700000.04768
gtm,2004,2410000.08583
gtm,2005,3369999.88556
gtm,2006,3589999.91417
gtm,2007,2859999.8951
gtm,2008,2579999.92371
gtm,2009,2869999.88556
gtm,2010,3299999.95232
gtm,2011,3220000.02861
gtm,2012,3529999.97139
gtm,2013,3869999.88556
gtm,2014,3390000.1049
gtm,2015,2500000
gtm,2016,2789999.96185
gtm,2017,3000000
gtm,2018,3740000.00954
gtm,2019,21969999.31335
guy,1975,-629999.99523
guy,1988,9999.99978
guy,1989,150000.00596
guy,1990,1230000.01907
guy,1991,100000.00149
guy,1992,90000.00358
guy,1993,90000.00358
guy,1994,490000.00954
guy,1995,50000.00075
guy,1996,79999.99821
guy,1997,59999.99866
guy,1998,90000.00358
guy,1999,500000
guy,2000,159999.99642
guy,2001,150000.00596
guy,2002,540000.02146
guy,2003,469999.99881
guy,2004,1919999.95708
guy,2005,400000.00596
guy,2006,230000.00417
guy,2007,360000.01431
guy,2008,19999.99955
guy,2012,239999.99464
guy,2013,150000.00596
guy,2014,209999.99344
guy,2015,119999.99732
guy,2016,180000.00715
guy,2017,239999.99464
guy,2018,300000.01192
guy,2019,200000.00298
hkg,1980,419999.98689
hkg,1981,370000.00477
hkg,1982,579999.98331
hkg,1983,1299999.95232
hkg,1984,1370000.00477
hkg,1985,1399999.97616
hkg,1986,1990000.00954
hkg,1987,2259999.99046
hkg,1988,2390000.1049
hkg,1989,2140000.1049
hkg,1990,2609999.8951
hkg,1991,2509999.99046
hkg,1992,1769999.98093
hkg,1993,1879999.99523
hkg,1994,2180000.06676
hkg,1995,2349999.90463
hkg,1996,2059999.94278
hkg,1998,3710000.03815
hkg,2000,449999.98808
hkg,2001,680000.00715
hkg,2002,1580000.04292
hkg,2003,769999.98093
hkg,2004,2109999.8951
hnd,1980,200000.00298
hnd,1981,610000.01431
hnd,1982,2240000.00954
hnd,1983,3740000.00954
hnd,1984,980000.01907
hnd,1985,2349999.90463
hnd,1986,2869999.88556
hnd,1987,3549999.95232
hnd,1988,4909999.84741
hnd,1989,3210000.03815
hnd,1990,1860000.01431
hnd,1991,3089999.91417
hnd,1992,6550000.19073
hnd,1993,7280000.20981
hnd,1994,4969999.79019
hnd,1995,10970000.26703
hnd,1996,1409999.96662
hnd,1997,1210000.03815
hnd,1998,7449999.80927
hnd,1999,18569999.69482
hnd,2000,7650000.09537
hnd,2001,4110000.13351
hnd,2002,3910000.08583
hnd,2003,1179999.94755
hnd,2004,21299999.23706
hnd,2005,4510000.22888
hnd,2006,34759998.32153
hnd,2007,1549999.95232
hnd,2008,1419999.95708
hnd,2009,1419999.95708
hnd,2010,1399999.97616
hnd,2011,1720000.02861
hnd,2012,1470000.02861
hnd,2013,1370000.00477
hnd,2014,3230000.01907
hnd,2015,1370000.00477
hnd,2016,1450000.04768
hnd,2017,1659999.96662
hnd,2018,37930000.30518
hnd,2019,1899999.97616
hrv,1995,1480000.01907
hrv,1996,2259999.99046
hrv,1997,2579999.92371
hrv,1998,1840000.03338
hrv,1999,2000000
hrv,2000,1720000.02861
hrv,2001,1429999.94755
hrv,2002,2529999.97139
hrv,2003,3190000.05722
hrv,2004,3789999.96185
hrv,2005,3099999.90463
hrv,2006,3390000.1049
hrv,2007,3190000.05722
hrv,2008,4320000.17166
hrv,2009,4039999.96185
hrv,2010,3769999.98093
hti,1974,1889999.98569
hti,1975,8989999.77112
hti,1976,5960000.03815
hti,1977,2000000
hti,1978,2349999.90463
hti,1979,1230000.01907
hti,1980,7300000.19073
hti,1981,6289999.96185
hti,1982,4280000.20981
hti,1983,6239999.77112
hti,1984,6659999.84741
hti,1985,20629999.16077
hti,1986,14439999.58038
hti,1987,19750000
hti,1988,20500000
hti,1989,27500000
hti,1990,31780000.68665
hti,1991,37119998.93188
hti,1992,16559999.46594
hti,1993,16520000.45776
hti,1994,14939999.58038
hti,1995,31090000.15259
hti,1996,29639999.38965
hti,1997,24840000.15259
hti,1998,18340000.15259
hti,1999,14340000.15259
hti,2000,10869999.88556
hti,2001,13720000.26703
hti,2002,17170000.07629
hti,2003,19450000.76294
hti,2004,25030000.68665
hti,2005,24940000.53406
hti,2006,26870000.83923
hti,2007,48229999.54224
hti,2008,38419998.16895
hti,2009,49020000.45776
hti,2010,144089996.33789
hti,2011,53520000.45776
hti,2012,74300003.05176
hti,2013,50200000.76294
hti,2014,38979999.54224
hti,2015,27579999.92371
hti,2016,38700000.76294
hti,2017,37310001.37329
hti,2018,41720001.2207
hti,2019,41049999.23706
hun,1991,10289999.96185
hun,1992,14479999.54224
hun,1993,8029999.73297
hun,1994,7869999.88556
hun,1995,12300000.19073
hun,1996,11979999.54224
hun,1997,11180000.30518
hun,1998,44490001.67847
hun,1999,8770000.45776
hun,2000,6360000.13351
hun,2001,5840000.15259
hun,2002,7489999.77112
hun,2003,9550000.19073
hun,2004,12779999.73297
idn,1967,22700000.76294
idn,1968,18899999.61853
idn,1969,17299999.23706
idn,1970,14800000.19073
idn,1971,28399999.61853
idn,1972,12989999.77112
idn,1973,24500000
idn,1974,30840000.15259
idn,1975,36459999.08447
idn,1976,26899999.61853
idn,1977,12699999.80927
idn,1978,30690000.53406
idn,1979,24780000.68665
idn,1980,43500000
idn,1981,43720001.2207
idn,1982,27129999.16077
idn,1983,66300003.05176
idn,1984,34799999.23706
idn,1985,20629999.16077
idn,1986,39229999.54224
idn,1987,37330001.83105
idn,1988,57090000.15259
idn,1989,108940002.44141
idn,1990,122410003.66211
idn,1991,126470001.2207
idn,1992,168779998.7793
idn,1993,113760002.13623
idn,1994,107650001.52588
idn,1995,88360000.61035
idn,1996,28440000.53406
idn,1997,12560000.41962
idn,1998,24409999.84741
idn,1999,21190000.53406
idn,2000,21700000.76294
idn,2001,26100000.38147
idn,2002,44810001.37329
idn,2003,57040000.91553
idn,2004,-28239999.77112
idn,2005,29299999.23706
idn,2006,-55669998.16895
idn,2007,-84029998.7793
idn,2008,103529998.7793
idn,2009,187130004.88281
idn,2010,262489990.23438
idn,2011,-42500000
idn,2012,-71349998.47412
idn,2013,-31229999.54224
idn,2014,37150001.52588
idn,2015,66519996.64307
idn,2016,16569999.69482
idn,2017,189160003.66211
idn,2018,286109985.35156
idn,2019,-134220001.2207
ind,1968,2500000
ind,1969,8500000
ind,1970,15199999.80927
ind,1971,25500000
ind,1972,24110000.61035
ind,1973,32000000
ind,1974,19750000
ind,1975,36040000.91553
ind,1976,40869998.93188
ind,1977,26700000.76294
ind,1978,20000000
ind,1979,13000000
ind,1980,16399999.61853
ind,1981,31430000.30518
ind,1982,29389999.38965
ind,1983,20850000.38147
ind,1984,43599998.47412
ind,1985,65220001.2207
ind,1986,72279998.7793
ind,1987,69419998.16895
ind,1988,52889999.38965
ind,1989,103389999.38965
ind,1990,51459999.08447
ind,1991,62500000
ind,1992,59610000.61035
ind,1993,28559999.46594
ind,1994,4130000.11444
ind,1995,4719999.79019
ind,1996,14819999.69482
ind,1997,36400001.52588
ind,1998,-13430000.30518
ind,1999,-28639999.38965
ind,2000,-11619999.88556
ind,2001,-8890000.34332
ind,2002,-135889999.38965
ind,2003,-15359999.65668
ind,2004,-13039999.96185
ind,2005,-13979999.54224
ind,2006,4280000.20981
ind,2007,-48000000
ind,2008,-27170000.07629
ind,2009,-29010000.22888
ind,2010,2829999.92371
ind,2011,75970001.2207
ind,2012,-14550000.19073
ind,2013,88099998.47412
ind,2014,117260002.13623
ind,2015,54919998.16895
ind,2016,138539993.28613
ind,2017,180869995.11719
ind,2018,302670013.42773
ind,2019,214729995.72754
irn,1970,10100000.38147
irn,1971,9800000.19073
irn,1972,4210000.03815
irn,1973,3500000
irn,1974,9329999.92371
irn,1975,-4389999.86649
irn,1976,-3000000
irn,1977,-1360000.01431
irn,1978,-3200000.04768
irn,1979,-3450000.04768
irn,1980,-50000.00075
irn,1981,-2170000.07629
irn,1982,1070000.05245
irn,1983,3779999.97139
irn,1984,2240000.00954
irn,1985,1210000.03815
irn,1986,3279999.97139
irn,1987,3140000.1049
irn,1988,3910000.08583
irn,1989,3599999.90463
irn,1990,6119999.88556
irn,1991,6670000.07629
irn,1992,7639999.86649
irn,1993,6489999.77112
irn,1994,8720000.26703
irn,1995,8859999.65668
irn,1996,12520000.45776
irn,1997,11119999.88556
irn,1998,10140000.34332
irn,1999,9000000
irn,2000,7900000.09537
irn,2001,6789999.96185
irn,2002,7889999.86649
irn,2003,9510000.22888
irn,2004,15689999.58038
irn,2005,13500000
irn,2006,15399999.61853
irn,2007,18110000.61035
irn,2008,15579999.92371
irn,2009,14569999.69482
irn,2010,14170000.07629
irn,2011,14869999.88556
irn,2012,12739999.77112
irn,2013,13329999.92371
irn,2014,5289999.96185
irn,2015,10170000.07629
irn,2016,9789999.96185
irn,2017,10279999.73297
irn,2018,11239999.77112
irn,2019,12199999.80927
irq,1979,10500000
irq,1980,3750000
irq,1981,3240000.00954
irq,1982,3369999.88556
irq,1983,2500000
irq,1984,2710000.03815
irq,1985,2599999.90463
irq,1986,3170000.07629
irq,1987,4039999.96185
irq,1988,3569999.93324
irq,1989,3180000.06676
irq,1990,3220000.02861
irq,1991,660000.02623
irq,1992,790000.02146
irq,1993,740000.00954
irq,1994,1850000.02384
irq,1995,1259999.99046
irq,1996,2609999.8951
irq,1997,3349999.90463
irq,1998,2069999.93324
irq,1999,1840000.03338
irq,2000,1980000.01907
irq,2001,1919999.95708
irq,2002,2019999.98093
irq,2003,12109999.65668
irq,2004,4230000.01907
irq,2005,634169982.91016
irq,2006,790700012.20703
irq,2007,759239990.23438
irq,2008,315040008.54492
irq,2009,9289999.96185
irq,2010,9579999.92371
irq,2011,9399999.61853
irq,2012,8029999.73297
irq,2013,15000000
irq,2014,24500000
irq,2015,16670000.07629
irq,2016,10189999.58038
irq,2017,446220001.2207
irq,2018,19819999.69482
irq,2019,26770000.45776
isr,1960,2000000
isr,1964,-400000.00596
isr,1965,-500000
isr,1966,-500000
isr,1967,-500000
isr,1968,-600000.02384
isr,1969,-600000.02384
isr,1970,-800000.01192
isr,1971,-600000.02384
isr,1972,-649999.97616
isr,1980,150000.00596
isr,1981,430000.00715
isr,1982,519999.98093
isr,1983,2099999.90463
isr,1984,1990000.00954
isr,1985,2099999.90463
isr,1986,3069999.93324
isr,1987,4360000.13351
isr,1988,5079999.92371
isr,1989,4900000.09537
isr,1990,6130000.11444
isr,1991,5559999.94278
isr,1992,6119999.88556
isr,1993,7480000.01907
isr,1994,9569999.69482
isr,1995,10239999.77112
isr,1996,10659999.84741
isr,1997,4780000.20981
isr,1998,16090000.15259
isr,2000,5280000.20981
isr,2001,3589999.91417
isr,2002,6230000.01907
isr,2003,6369999.88556
isr,2004,9130000.11444
jam,1979,400000.00596
jam,1980,800000.01192
jam,1981,300000.01192
jam,1982,2049999.95232
jam,1983,289999.99166
jam,1984,2839999.91417
jam,1985,920000.01669
jam,1986,589999.97377
jam,1987,419999.98689
jam,1988,330000.01311
jam,1989,1149999.97616
jam,1990,769999.98093
jam,1991,3910000.08583
jam,1992,4929999.82834
jam,1993,980000.01907
jam,1994,500000
jam,1995,6329999.92371
jam,1996,-189999.99762
jam,1997,-250000
jam,1998,-829999.98331
jam,1999,-800000.01192
jam,2000,-750000
jam,2001,-949999.98808
jam,2002,-879999.99523
jam,2003,-639999.98569
jam,2004,-1519999.98093
jam,2005,-1350000.02384
jam,2006,-1309999.94278
jam,2007,-1179999.94755
jam,2008,-819999.99285
jam,2009,-839999.97377
jam,2010,-430000.00715
jam,2011,-19999.99955
jam,2012,-129999.99523
jam,2013,-20159999.84741
jam,2014,79999.99821
jam,2015,230000.00417
jam,2016,250000
jam,2017,259999.99046
jam,2018,15739999.77112
jam,2019,33529998.7793
jor,1980,3599999.90463
jor,1981,10409999.84741
jor,1982,2819999.93324
jor,1983,10199999.80927
jor,1984,4289999.96185
jor,1985,2220000.02861
jor,1986,3200000.04768
jor,1987,2680000.06676
jor,1988,5719999.79019
jor,1989,3789999.96185
jor,1990,6829999.92371
jor,1991,19040000.91553
jor,1992,27559999.46594
jor,1993,4150000.09537
jor,1994,19360000.61035
jor,1995,18209999.08447
jor,1996,19409999.84741
jor,1997,11319999.69482
jor,1998,11819999.69482
jor,1999,9890000.34332
jor,2000,17100000.38147
jor,2001,1559999.94278
jor,2002,3240000.00954
jor,2003,2259999.99046
jor,2004,6250000
jor,2005,1110000.01431
jor,2006,-3509999.99046
jor,2007,-3819999.93324
jor,2008,3319999.93324
jor,2009,58939998.62671
jor,2010,6159999.84741
jor,2011,21180000.30518
jor,2012,125540000.91553
jor,2013,81269996.64307
jor,2014,15060000.41962
jor,2015,116290000.91553
jor,2016,285100006.10352
jor,2017,159369995.11719
jor,2018,103400001.52588
jor,2019,24239999.77112
kaz,1992,79999.99821
kaz,1993,490000.00954
kaz,1994,750000
kaz,1995,1639999.98569
kaz,1996,1720000.02861
kaz,1997,1539999.96185
kaz,1998,1850000.02384
kaz,1999,1850000.02384
kaz,2000,1419999.95708
kaz,2001,720000.02861
kaz,2002,2259999.99046
kaz,2003,1740000.00954
kaz,2004,2789999.96185
kaz,2005,2569999.93324
kaz,2006,2960000.03815
kaz,2007,3539999.96185
kaz,2008,3410000.08583
kaz,2009,2920000.07629
kaz,2010,4079999.92371
kaz,2011,3319999.93324
kaz,2012,3279999.97139
kaz,2013,4079999.92371
kaz,2014,4820000.17166
kaz,2015,5239999.77112
kaz,2016,4179999.82834
kaz,2017,4289999.96185
kaz,2018,4179999.82834
kaz,2019,3349999.90463
ken,1978,5150000.09537
ken,1979,3500000
ken,1980,4050000.19073
ken,1981,18059999.46594
ken,1982,14750000
ken,1983,6019999.98093
ken,1984,8949999.80927
ken,1985,17209999.08447
ken,1986,32060001.37329
ken,1987,29350000.38147
ken,1988,32180000.30518
ken,1989,30860000.61035
ken,1990,58619998.93188
ken,1991,39479999.54224
ken,1992,40020000.45776
ken,1993,20569999.69482
ken,1994,16059999.46594
ken,1995,13170000.07629
ken,1996,17040000.91553
ken,1997,6000000
ken,1998,3329999.92371
ken,1999,3640000.1049
ken,2000,3970000.02861
ken,2001,9859999.65668
ken,2002,17600000.38147
ken,2003,20489999.77112
ken,2004,32169998.16895
ken,2005,7940000.05722
ken,2006,20079999.92371
ken,2007,47819999.69482
ken,2008,55680000.30518
ken,2009,44759998.32153
ken,2010,123349998.47412
ken,2011,92779998.7793
ken,2012,89879997.25342
ken,2013,158589996.33789
ken,2014,92290000.91553
ken,2015,70440002.44141
ken,2016,45830001.83105
ken,2017,34779998.7793
ken,2018,59830001.83105
ken,2019,68099998.47412
kgz,1992,39999.99911
kgz,1993,150000.00596
kgz,1994,129999.99523
kgz,1995,129999.99523
kgz,1996,250000
kgz,1997,1240000.00954
kgz,1998,3549999.95232
kgz,1999,289999.99166
kgz,2000,389999.98569
kgz,2001,180000.00715
kgz,2002,439999.99762
kgz,2003,709999.97854
kgz,2004,910000.02623
kgz,2005,819999.99285
kgz,2006,1059999.94278
kgz,2007,1029999.97139
kgz,2008,980000.01907
kgz,2009,899999.97616
kgz,2010,1519999.98093
kgz,2011,800000.01192
kgz,2012,769999.98093
kgz,2013,1620000.00477
kgz,2014,980000.01907
kgz,2015,689999.99762
kgz,2016,629999.99523
kgz,2017,730000.01907
kgz,2018,670000.01669
kgz,2019,629999.99523
khm,1960,1200000.04768
khm,1963,1799999.95232
khm,1964,3000000
khm,1965,5300000.19073
khm,1966,7900000.09537
khm,1967,10399999.61853
khm,1968,7000000
khm,1969,5400000.09537
khm,1970,5500000
khm,1971,5400000.09537
khm,1972,7340000.15259
khm,1973,3440000.05722
khm,1974,6030000.20981
khm,1975,-50000.00075
khm,1980,3450000.04768
khm,1981,9999.99978
khm,1983,949999.98808
khm,1984,2470000.02861
khm,1985,250000
khm,1986,330000.01311
khm,1987,1450000.04768
khm,1988,389999.98569
khm,1989,870000.00477
khm,1990,2990000.00954
khm,1991,5289999.96185
khm,1992,8680000.30518
khm,1993,16750000
khm,1994,28409999.84741
khm,1995,53430000.30518
khm,1996,52099998.47412
khm,1997,27090000.15259
khm,1998,21430000.30518
khm,1999,22100000.38147
khm,2000,21520000.45776
khm,2001,21440000.53406
khm,2002,24639999.38965
khm,2003,25760000.22888
khm,2004,25639999.38965
khm,2005,29309999.46594
khm,2006,29770000.45776
khm,2007,35000000
khm,2008,35159999.84741
khm,2009,29780000.68665
khm,2010,26549999.23706
khm,2011,25670000.07629
khm,2012,28719999.31335
khm,2013,21649999.61853
khm,2014,61770000.45776
khm,2015,65769996.64307
khm,2016,28649999.61853
khm,2017,92110000.61035
khm,2018,67169998.16895
khm,2019,182160003.66211
kir,1996,9999.99978
kir,1997,9999.99978
kir,2000,19999.99955
kir,2002,59999.99866
kir,2003,39999.99911
kir,2004,39999.99911
kir,2019,0
kna,1994,550000.01192
kna,1995,340000.00358
kna,1996,939999.99762
kna,1997,200000.00298
kna,1998,289999.99166
kna,1999,239999.99464
kna,2000,50000.00075
kna,2001,29999.99933
kna,2002,79999.99821
kna,2003,140000.0006
kna,2004,39999.99911
kna,2005,-39999.99911
kna,2006,9999.99978
kna,2007,-29999.99933
kna,2008,360000.01431
kna,2009,-50000.00075
kna,2010,-79999.99821
kna,2011,-19999.99955
kor,1980,2349999.90463
kor,1981,1940000.05722
kor,1982,2460000.03815
kor,1983,2200000.04768
kor,1984,7010000.22888
kor,1985,2500000
kor,1986,3640000.1049
kor,1987,1230000.01907
kor,1988,1860000.01431
kor,1989,1370000.00477
kor,1990,6219999.79019
kor,1991,6239999.77112
kor,1992,3400000.09537
kor,1993,2609999.8951
kor,1994,7199999.80927
kor,1995,7800000.19073
kor,1996,10100000.38147
kor,1997,9460000.03815
kor,1998,10149999.61853
kor,1999,9739999.77112
kor,2000,13880000.11444
kor,2001,10050000.19073
kor,2002,11460000.03815
kor,2003,13850000.38147
kor,2004,18229999.54224
kos,2009,959999.97854
kos,2010,1730000.01907
kos,2011,1120000.00477
kos,2012,689999.99762
kos,2013,7690000.05722
kos,2014,4329999.92371
kos,2015,1929999.94755
kos,2016,1350000.02384
kos,2017,2200000.04768
kos,2018,2660000.08583
kos,2019,2559999.94278
kwt,1980,449999.98808
kwt,1981,409999.99642
kwt,1982,550000.01192
kwt,1983,600000.02384
kwt,1984,930000.00715
kwt,1985,899999.97616
kwt,1986,1490000.00954
kwt,1987,1019999.98093
kwt,1988,1009999.99046
kwt,1989,1000000
kwt,1990,1299999.95232
kwt,1991,360000.01431
kwt,1992,1110000.01431
kwt,1993,1049999.95232
kwt,1994,1240000.00954
kwt,1995,1480000.01907
kwt,1996,1000000
kwt,1997,340000.00358
kwt,1998,3950000.04768
kwt,1999,4500000
kwt,2000,1039999.96185
kwt,2001,1009999.99046
kwt,2002,1399999.97616
kwt,2003,1500000
kwt,2004,1669999.95708
lao,1963,2000000
lao,1964,2400000.09537
lao,1965,3400000.09537
lao,1966,3500000
lao,1967,5699999.80927
lao,1968,5400000.09537
lao,1969,4199999.80927
lao,1970,4900000.09537
lao,1971,4900000.09537
lao,1972,7860000.13351
lao,1973,6880000.11444
lao,1974,5630000.11444
lao,1975,479999.98927
lao,1976,300000.01192
lao,1977,1700000.04768
lao,1978,3019999.98093
lao,1979,600000.02384
lao,1980,250000
lao,1981,330000.01311
lao,1983,100000.00149
lao,1984,389999.98569
lao,1985,250000
lao,1986,310000.00238
lao,1987,980000.01907
lao,1988,1230000.01907
lao,1989,1889999.98569
lao,1990,3990000.00954
lao,1991,13319999.69482
lao,1992,8619999.88556
lao,1993,8210000.03815
lao,1994,14260000.22888
lao,1995,8409999.84741
lao,1996,16379999.16077
lao,1997,14750000
lao,1998,11659999.84741
lao,1999,10680000.30518
lao,2000,12779999.73297
lao,2001,10729999.54224
lao,2002,14850000.38147
lao,2003,18459999.08447
lao,2004,19680000.30518
lao,2005,22420000.07629
lao,2006,22909999.84741
lao,2007,35509998.32153
lao,2008,25389999.38965
lao,2009,19090000.15259
lao,2010,14979999.54224
lao,2011,16840000.15259
lao,2012,14680000.30518
lao,2013,16930000.30518
lao,2014,13399999.61853
lao,2015,11989999.77112
lao,2016,10470000.26703
lao,2017,11090000.15259
lao,2018,11350000.38147
lao,2019,9079999.92371
lbn,1968,1700000.04768
lbn,1970,-100000.00149
lbn,1971,1000000
lbn,1972,1070000.05245
lbn,1973,-200000.00298
lbn,1974,-270000.01073
lbn,1975,-319999.99285
lbn,1976,-300000.01192
lbn,1978,259999.99046
lbn,1979,-200000.00298
lbn,1980,16350000.38147
lbn,1981,14000000
lbn,1982,7000000
lbn,1983,17469999.31335
lbn,1984,15149999.61853
lbn,1985,8960000.03815
lbn,1986,14789999.96185
lbn,1987,19170000.07629
lbn,1988,31620000.83923
lbn,1989,27270000.45776
lbn,1990,25889999.38965
lbn,1991,10470000.26703
lbn,1992,25110000.61035
lbn,1993,26489999.77112
lbn,1994,36360000.61035
lbn,1995,30559999.46594
lbn,1996,41250000
lbn,1997,39700000.76294
lbn,1998,39889999.38965
lbn,1999,40270000.45776
lbn,2000,31069999.69482
lbn,2001,27090000.15259
lbn,2002,33229999.54224
lbn,2003,46819999.69482
lbn,2004,58630001.06812
lbn,2005,57610000.61035
lbn,2006,74269996.64307
lbn,2007,102629997.25342
lbn,2008,305820007.32422
lbn,2009,102449996.94824
lbn,2010,59689998.62671
lbn,2011,55299999.23706
lbn,2012,80550003.05176
lbn,2013,50680000.30518
lbn,2014,40540000.91553
lbn,2015,-8960000.03815
lbn,2016,-709999.97854
lbn,2017,10090000.15259
lbn,2018,4869999.88556
lbn,2019,45759998.32153
lbr,1980,750000
lbr,1981,819999.99285
lbr,1982,1100000.02384
lbr,1983,3569999.93324
lbr,1984,1570000.05245
lbr,1985,1080000.04292
lbr,1986,709999.97854
lbr,1987,829999.98331
lbr,1988,709999.97854
lbr,1989,1200000.04768
lbr,1990,949999.98808
lbr,1991,629999.99523
lbr,1992,560000.00238
lbr,1993,1100000.02384
lbr,1994,1539999.96185
lbr,1995,379999.99523
lbr,1996,419999.98689
lbr,1997,879999.99523
lbr,1998,1340000.03338
lbr,1999,29999.99933
lbr,2000,800000.01192
lbr,2001,1490000.00954
lbr,2002,1740000.00954
lbr,2003,1289999.96185
lbr,2004,819999.99285
lbr,2005,550000.01192
lbr,2006,2049999.95232
lbr,2007,1129999.99523
lbr,2008,26840000.15259
lbr,2009,300000.01192
lbr,2010,232039993.28613
lbr,2011,1309999.94278
lbr,2012,879999.99523
lbr,2013,569999.99285
lbr,2014,550000.01192
lbr,2015,239999.99464
lbr,2016,140000.0006
lbr,2017,79999.99821
lbr,2018,6019999.98093
lbr,2019,119999.99732
lby,1968,1500000
lby,1969,1299999.95232
lby,1970,1299999.95232
lby,1971,1600000.02384
lby,1972,1799999.95232
lby,1980,2450000.04768
lby,1981,1190000.05722
lby,1982,1090000.03338
lby,1983,1200000.04768
lby,1984,1039999.96185
lby,1985,1000000
lby,1986,1350000.02384
lby,1987,879999.99523
lby,1988,699999.98808
lby,1989,860000.01431
lby,1990,759999.99046
lby,1991,769999.98093
lby,1992,759999.99046
lby,1993,649999.97616
lby,1994,639999.98569
lby,1995,1669999.95708
lby,1996,370000.00477
lby,1997,379999.99523
lby,1998,879999.99523
lby,1999,879999.99523
lby,2000,970000.02861
lby,2001,1129999.99523
lby,2002,1610000.01431
lby,2003,2210000.03815
lby,2004,2990000.00954
lby,2005,2329999.92371
lby,2006,2420000.07629
lby,2007,1090000.03338
lby,2008,29010000.22888
lby,2009,19110000.61035
lby,2010,3799999.95232
lby,2011,14300000.19073
lby,2012,4250000
lby,2013,6239999.77112
lby,2014,4489999.77112
lby,2015,2509999.99046
lby,2016,4800000.19073
lby,2017,5059999.94278
lby,2018,6449999.80927
lby,2019,5179999.82834
lca,1980,300000.01192
lca,1981,189999.99762
lca,1982,70000.0003
lca,1983,100000.00149
lca,1984,29999.99933
lca,1985,779999.97139
lca,1986,59999.99866
lca,1987,29999.99933
lca,1988,9999.99978
lca,1989,9999.99978
lca,1990,109999.9994
lca,1991,8550000.19073
lca,1992,10000000
lca,1993,4980000.01907
lca,1994,3950000.04768
lca,1995,3539999.96185
lca,1996,7739999.77112
lca,1997,4449999.80927
lca,1998,3670000.07629
lca,1999,-250000
lca,2000,-500000
lca,2001,-560000.00238
lca,2002,3589999.91417
lca,2003,-180000.00715
lca,2004,2170000.07629
lca,2005,2759999.99046
lca,2006,-140000.0006
lca,2007,1519999.98093
lca,2008,-2359999.8951
lca,2009,-2500000
lca,2010,-2359999.8951
lca,2011,-1980000.01907
lca,2012,-870000.00477
lca,2013,-140000.0006
lca,2014,9999.99978
lca,2015,-129999.99523
lca,2016,39999.99911
lca,2017,-209999.99344
lca,2018,-250000
lca,2019,150000.00596
lka,1972,1580000.04292
lka,1973,2099999.90463
lka,1974,3609999.8951
lka,1975,4530000.20981
lka,1976,6340000.15259
lka,1977,699999.98808
lka,1978,2890000.1049
lka,1979,6199999.80927
lka,1980,6449999.80927
lka,1981,17229999.54224
lka,1982,1970000.02861
lka,1983,5050000.19073
lka,1984,2910000.08583
lka,1985,3359999.8951
lka,1986,8829999.92371
lka,1987,7130000.11444
lka,1988,12619999.88556
lka,1989,1269999.98093
lka,1990,10949999.80927
lka,1991,2180000.06676
lka,1992,9180000.30518
lka,1993,1429999.94755
lka,1994,-170000.00179
lka,1995,899999.97616
lka,1996,-1580000.04292
lka,1997,1559999.94278
lka,1998,389999.98569
lka,1999,-730000.01907
lka,2000,200000.00298
lka,2001,759999.99046
lka,2002,-2519999.98093
lka,2003,-1320000.05245
lka,2004,4659999.84741
lka,2005,8260000.22888
lka,2006,-699999.98808
lka,2007,6539999.96185
lka,2008,19610000.61035
lka,2009,12689999.58038
lka,2010,45130001.06812
lka,2011,11539999.96185
lka,2012,18420000.07629
lka,2013,13670000.07629
lka,2014,10420000.07629
lka,2015,6300000.19073
lka,2016,-5739999.77112
lka,2017,1669999.95708
lka,2018,5489999.77112
