geo,time,dc_dac_fral_cd
ago,2018,6329999.92371
ago,2019,17010000.22888
alb,1991,490000.00954
alb,1992,1570000.05245
alb,1993,1970000.02861
alb,1994,5539999.96185
alb,1995,1059999.94278
alb,1996,3069999.93324
alb,1997,2190000.05722
alb,1998,1840000.03338
alb,1999,2559999.94278
alb,2000,1809999.94278
alb,2001,2009999.99046
alb,2002,2950000.04768
alb,2003,3450000.04768
alb,2004,6590000.15259
alb,2005,7289999.96185
alb,2006,4489999.77112
alb,2007,5000000
alb,2008,4380000.11444
alb,2009,4239999.77112
alb,2010,4250000
alb,2011,4199999.80927
alb,2012,4210000.03815
alb,2013,4670000.07629
alb,2014,5110000.13351
alb,2015,4059999.94278
alb,2016,4050000.19073
alb,2017,4719999.79019
alb,2018,5650000.09537
alb,2019,5449999.80927
are,1980,300000.01192
are,1982,620000.00477
are,1983,1100000.02384
are,1984,1350000.02384
are,1985,769999.98093
are,1986,1720000.02861
are,1987,2849999.90463
are,1988,1399999.97616
are,1989,1230000.01907
are,1990,1389999.98569
are,1991,2089999.91417
are,1992,1629999.99523
are,1993,790000.02146
are,1994,1610000.01431
are,1995,1990000.00954
are,1996,1000000
are,1997,649999.97616
are,1998,2019999.98093
are,1999,1750000
are,2000,1850000.02384
are,2001,1860000.01431
are,2002,2599999.90463
are,2003,3390000.1049
are,2004,3609999.8951
arg,1960,3200000.04768
arg,1962,600000.02384
arg,1963,-1100000.02384
arg,1964,11500000
arg,1965,-3299999.95232
arg,1966,3099999.90463
arg,1967,-4199999.80927
arg,1968,-4199999.80927
arg,1969,-4599999.90463
arg,1970,-4199999.80927
arg,1971,-1399999.97616
arg,1972,-1850000.02384
arg,1980,1250000
arg,1981,910000.02623
arg,1982,1250000
arg,1983,3400000.09537
arg,1984,3490000.00954
arg,1985,2900000.09537
arg,1986,4619999.88556
arg,1987,5739999.77112
arg,1988,4980000.01907
arg,1989,4550000.19073
arg,1990,5630000.11444
arg,1991,6019999.98093
arg,1992,7469999.79019
arg,1993,7110000.13351
arg,1994,7369999.88556
arg,1995,9060000.41962
arg,1996,7769999.98093
arg,1997,6619999.88556
arg,1998,7510000.22888
arg,1999,7630000.11444
arg,2000,7510000.22888
arg,2001,5900000.09537
arg,2002,11739999.77112
arg,2003,10500000
arg,2004,13600000.38147
arg,2005,12329999.92371
arg,2006,15869999.88556
arg,2007,16799999.23706
arg,2008,12750000
arg,2009,12270000.45776
arg,2010,13500000
arg,2011,10949999.80927
arg,2012,12199999.80927
arg,2013,12850000.38147
arg,2014,13329999.92371
arg,2015,10489999.77112
arg,2016,10210000.03815
arg,2017,11199999.80927
arg,2018,22209999.08447
arg,2019,-17040000.91553
arm,1992,460000.00834
arm,1993,2200000.04768
arm,1994,1600000.02384
arm,1995,2009999.99046
arm,1996,5769999.98093
arm,1997,4340000.15259
arm,1998,2359999.8951
arm,1999,2039999.96185
arm,2000,2529999.97139
arm,2001,4119999.88556
arm,2002,3839999.91417
arm,2003,3029999.97139
arm,2004,4000000
arm,2005,3809999.94278
arm,2006,14109999.65668
arm,2007,8500000
arm,2008,5530000.20981
arm,2009,5670000.07629
arm,2010,4469999.79019
arm,2011,5590000.15259
arm,2012,8090000.15259
arm,2013,11109999.65668
arm,2014,17190000.53406
arm,2015,20500000
arm,2016,81860000.61035
arm,2017,39099998.47412
arm,2018,21450000.76294
arm,2019,11630000.11444
atg,1996,9999.99978
atg,2000,9999.99978
atg,2001,579999.98331
atg,2002,19999.99955
atg,2003,9999.99978
atg,2004,19999.99955
atg,2005,29999.99933
atg,2007,19999.99955
atg,2008,9999.99978
atg,2012,150000.00596
atg,2013,9999.99978
atg,2014,9999.99978
atg,2015,9999.99978
atg,2016,9999.99978
atg,2017,9999.99978
atg,2018,9999.99978
atg,2019,19999.99955
aze,1992,500000
aze,1993,680000.00715
aze,1994,610000.01431
aze,1995,370000.00477
aze,1996,409999.99642
aze,1997,360000.01431
aze,1998,3200000.04768
aze,1999,1419999.95708
aze,2000,790000.02146
aze,2001,1460000.03815
aze,2002,2910000.08583
aze,2003,1289999.96185
aze,2004,2440000.05722
aze,2005,2220000.02861
aze,2006,10670000.07629
aze,2007,9520000.45776
aze,2008,28170000.07629
aze,2009,27889999.38965
aze,2010,5130000.11444
aze,2011,2480000.01907
aze,2012,2210000.03815
aze,2013,1980000.01907
aze,2014,79999.99821
aze,2015,-330000.01311
aze,2016,-629999.99523
aze,2017,-490000.00954
aze,2018,22000000
aze,2019,54759998.32153
bdi,1966,500000
bdi,1968,1299999.95232
bdi,1969,1200000.04768
bdi,1970,1100000.02384
bdi,1971,1299999.95232
bdi,1972,2549999.95232
bdi,1973,1879999.99523
bdi,1974,4380000.11444
bdi,1975,6650000.09537
bdi,1976,7010000.22888
bdi,1977,6199999.80927
bdi,1978,7159999.84741
bdi,1979,7460000.03815
bdi,1980,12850000.38147
bdi,1981,16940000.53406
bdi,1982,25829999.92371
bdi,1983,21180000.30518
bdi,1984,17729999.54224
bdi,1985,22620000.83923
bdi,1986,20719999.31335
bdi,1987,24239999.77112
bdi,1988,25729999.54224
bdi,1989,27899999.61853
bdi,1990,37700000.76294
bdi,1991,42180000.30518
bdi,1992,36419998.16895
bdi,1993,28530000.68665
bdi,1994,23010000.22888
bdi,1995,17450000.76294
bdi,1996,13020000.45776
bdi,1997,5880000.11444
bdi,1998,5039999.96185
bdi,1999,4329999.92371
bdi,2000,4780000.20981
bdi,2001,4670000.07629
bdi,2002,7139999.86649
bdi,2003,4389999.86649
bdi,2004,34799999.23706
bdi,2005,13920000.07629
bdi,2006,13899999.61853
bdi,2007,18280000.68665
bdi,2008,17409999.84741
bdi,2009,15960000.03815
bdi,2010,15189999.58038
bdi,2011,13560000.41962
bdi,2012,12369999.88556
bdi,2013,15510000.22888
bdi,2014,11340000.15259
bdi,2015,6820000.17166
bdi,2016,5579999.92371
bdi,2017,5659999.84741
bdi,2018,6750000
bdi,2019,7570000.17166
ben,1964,12000000
ben,1965,12800000.19073
ben,1966,8800000.19073
ben,1967,8100000.38147
ben,1968,6000000
ben,1969,6099999.90463
ben,1970,6300000.19073
ben,1971,8399999.61853
ben,1972,6869999.88556
ben,1973,7889999.86649
ben,1974,8670000.07629
ben,1975,13859999.65668
ben,1976,9899999.61853
ben,1977,10199999.80927
ben,1978,13279999.73297
ben,1979,18530000.68665
ben,1980,16750000
ben,1981,19190000.53406
ben,1982,14239999.77112
ben,1983,14020000.45776
ben,1984,16379999.16077
ben,1985,13369999.88556
ben,1986,25620000.83923
ben,1987,23899999.61853
ben,1988,39610000.61035
ben,1989,83669998.16895
ben,1990,66690002.44141
ben,1991,83889999.38965
ben,1992,35790000.91553
ben,1993,45569999.69482
ben,1994,56400001.52588
ben,1995,54270000.45776
ben,1996,44259998.32153
ben,1997,26579999.92371
ben,1998,28770000.45776
ben,1999,27579999.92371
ben,2000,74250000
ben,2001,42520000.45776
ben,2002,40490001.67847
ben,2003,36759998.32153
ben,2004,62860000.61035
ben,2005,42720001.2207
ben,2006,73750000
ben,2007,56400001.52588
ben,2008,66410003.66211
ben,2009,50389999.38965
ben,2010,48790000.91553
ben,2011,41540000.91553
ben,2012,41409999.84741
ben,2013,37889999.38965
ben,2014,36509998.32153
ben,2015,27860000.61035
ben,2016,27620000.83923
ben,2017,42330001.83105
ben,2018,47540000.91553
ben,2019,38110000.61035
bfa,1964,9699999.80927
bfa,1965,10000000
bfa,1966,8699999.80927
bfa,1967,12899999.61853
bfa,1968,12600000.38147
bfa,1969,11500000
bfa,1970,11699999.80927
bfa,1971,10300000.19073
bfa,1972,14880000.11444
bfa,1973,21610000.61035
bfa,1974,33299999.23706
bfa,1975,27100000.38147
bfa,1976,26809999.46594
bfa,1977,28299999.23706
bfa,1978,32720001.2207
bfa,1979,35680000.30518
bfa,1980,55849998.47412
bfa,1981,53360000.61035
bfa,1982,43709999.08447
bfa,1983,43509998.32153
bfa,1984,35290000.91553
bfa,1985,26459999.08447
bfa,1986,39990001.67847
bfa,1987,64620002.74658
bfa,1988,52119998.93188
bfa,1989,70089996.33789
bfa,1990,85319999.69482
bfa,1991,115949996.94824
bfa,1992,120599998.47412
bfa,1993,118940002.44141
bfa,1994,99319999.69482
bfa,1995,111309997.55859
bfa,1996,100000000
bfa,1997,56319999.69482
bfa,1998,64150001.52588
bfa,1999,55470001.2207
bfa,2000,82230003.35693
bfa,2001,44020000.45776
bfa,2002,53860000.61035
bfa,2003,66000000
bfa,2004,83629997.25342
bfa,2005,79349998.47412
bfa,2006,131429992.67578
bfa,2007,114760002.13623
bfa,2008,142009994.50684
bfa,2009,77419998.16895
bfa,2010,63830001.83105
bfa,2011,78540000.91553
bfa,2012,65339996.33789
bfa,2013,62330001.83105
bfa,2014,58680000.30518
bfa,2015,66690002.44141
bfa,2016,65529998.7793
bfa,2017,85589996.33789
bfa,2018,90010002.13623
bfa,2019,102220001.2207
bgd,1972,2339999.91417
bgd,1973,1299999.95232
bgd,1974,4210000.03815
bgd,1975,7079999.92371
bgd,1976,9430000.30518
bgd,1977,9600000.38147
bgd,1978,8390000.34332
bgd,1979,11609999.65668
bgd,1980,20450000.76294
bgd,1981,24450000.76294
bgd,1982,16719999.31335
bgd,1983,9960000.03815
bgd,1984,12640000.34332
bgd,1985,14409999.84741
bgd,1986,13649999.61853
bgd,1987,30190000.53406
bgd,1988,21459999.08447
bgd,1989,24219999.31335
bgd,1990,41490001.67847
bgd,1991,26889999.38965
bgd,1992,26510000.22888
bgd,1993,35240001.67847
bgd,1994,29549999.23706
bgd,1995,27389999.38965
bgd,1996,27149999.61853
bgd,1997,16120000.83923
bgd,1998,13739999.77112
bgd,1999,14069999.69482
bgd,2000,21290000.91553
bgd,2001,13060000.41962
bgd,2002,7329999.92371
bgd,2003,7159999.84741
bgd,2004,870000.00477
bgd,2005,-1789999.96185
bgd,2006,-2190000.05722
bgd,2007,-870000.00477
bgd,2008,-3680000.06676
bgd,2009,-3609999.8951
bgd,2010,-3029999.97139
bgd,2011,-4199999.80927
bgd,2012,-3339999.91417
bgd,2013,2240000.00954
bgd,2014,-3000000
bgd,2015,-7380000.11444
bgd,2016,13899999.61853
bgd,2017,20879999.16077
bgd,2018,63580001.83105
bgd,2019,88360000.61035
bgr,1991,2079999.92371
bgr,1992,5489999.77112
bgr,1993,4050000.19073
bgr,1994,4960000.03815
bgr,1995,6480000.01907
bgr,1996,8000000
bgr,1997,8210000.03815
bgr,1998,59389999.38965
bgr,1999,9949999.80927
bgr,2000,10210000.03815
bgr,2001,10949999.80927
bgr,2002,14920000.07629
bgr,2003,19799999.23706
bgr,2004,24690000.53406
bhr,1980,349999.99404
bhr,1981,959999.97854
bhr,1982,490000.00954
bhr,1983,400000.00596
bhr,1984,400000.00596
bhr,1985,449999.98808
bhr,1986,629999.99523
bhr,1987,469999.99881
bhr,1988,469999.99881
bhr,1989,419999.98689
bhr,1990,419999.98689
bhr,1991,360000.01431
bhr,1992,569999.99285
bhr,1993,879999.99523
bhr,1994,409999.99642
bhr,1995,389999.98569
bhr,1996,490000.00954
bhr,1997,389999.98569
bhr,1998,490000.00954
bhr,1999,529999.97139
bhr,2000,490000.00954
bhr,2001,389999.98569
bhr,2002,519999.98093
bhr,2003,699999.98808
bhr,2004,1149999.97616
bhs,1984,29999.99933
bhs,1987,9999.99978
bhs,1993,19999.99955
bhs,1998,150000.00596
bhs,2000,9999.99978
bhs,2001,9999.99978
bhs,2003,9999.99978
bhs,2004,9999.99978
bih,1995,2589999.91417
bih,1996,7230000.01907
bih,1997,4960000.03815
bih,1998,5130000.11444
bih,1999,115730003.35693
bih,2000,19909999.84741
bih,2001,2099999.90463
bih,2002,2390000.1049
bih,2003,2069999.93324
bih,2004,3369999.88556
bih,2005,3059999.94278
bih,2006,2930000.06676
bih,2007,5599999.90463
bih,2008,6309999.94278
bih,2009,4650000.09537
bih,2010,3500000
bih,2011,2940000.05722
bih,2012,2640000.1049
bih,2013,2710000.03815
bih,2014,4139999.86649
bih,2015,2089999.91417
bih,2016,1409999.96662
bih,2017,2369999.88556
bih,2018,2269999.98093
bih,2019,7489999.77112
blr,1992,19999.99955
blr,1993,439999.99762
blr,1994,479999.98927
blr,1995,1039999.96185
blr,1996,1000000
blr,1997,879999.99523
blr,1998,6889999.86649
blr,1999,1299999.95232
blr,2000,1200000.04768
blr,2001,1129999.99523
blr,2002,2819999.93324
blr,2003,3789999.96185
blr,2004,4380000.11444
blr,2005,3759999.99046
blr,2006,5090000.15259
blr,2007,1200000.04768
blr,2008,1490000.00954
blr,2009,4530000.20981
blr,2010,4130000.11444
blr,2011,970000.02861
blr,2012,3869999.88556
blr,2013,3150000.09537
blr,2014,2650000.09537
blr,2015,1870000.00477
blr,2016,1899999.97616
blr,2017,2019999.98093
blr,2018,1960000.03815
blr,2019,1789999.96185
blz,1983,9999.99978
blz,2001,490000.00954
blz,2005,9999.99978
blz,2008,9999.99978
blz,2015,0
blz,2016,0
blz,2018,19999.99955
blz,2019,19999.99955
bmu,1984,9999.99978
bmu,1999,50000.00075
bmu,2004,50000.00075
bol,1969,300000.01192
bol,1970,400000.00596
bol,1971,200000.00298
bol,1976,-300000.01192
bol,1977,-39999.99911
bol,1978,750000
bol,1979,3000000
bol,1980,2079999.92371
bol,1981,2680000.06676
bol,1982,1110000.01431
bol,1983,2759999.99046
bol,1984,2809999.94278
bol,1985,2799999.95232
bol,1986,3769999.98093
bol,1987,2349999.90463
bol,1988,3329999.92371
bol,1989,3829999.92371
bol,1990,11189999.58038
bol,1991,16590000.15259
bol,1992,19790000.91553
bol,1993,13319999.69482
bol,1994,14420000.07629
bol,1995,29389999.38965
bol,1996,44630001.06812
bol,1997,13939999.58038
bol,1998,12170000.07629
bol,1999,13819999.69482
bol,2000,8279999.73297
bol,2001,8439999.58038
bol,2002,33919998.16895
bol,2003,11600000.38147
bol,2004,17799999.23706
bol,2005,16420000.07629
bol,2006,39779998.7793
bol,2007,7230000.01907
bol,2008,13939999.58038
bol,2009,10010000.22888
bol,2010,12239999.77112
bol,2011,10130000.11444
bol,2012,8180000.30518
bol,2013,8850000.38147
bol,2014,7929999.82834
bol,2015,9869999.88556
bol,2016,7670000.07629
bol,2017,119610000.61035
bol,2018,39689998.62671
bol,2019,164119995.11719
bra,1962,3599999.90463
bra,1963,17299999.23706
bra,1964,6400000.09537
bra,1965,15800000.19073
bra,1966,-2000000
bra,1967,-6400000.09537
bra,1968,-8800000.19073
bra,1969,-10000000
bra,1970,-2599999.90463
bra,1971,-4900000.09537
bra,1972,5760000.22888
bra,1974,18610000.61035
bra,1975,12789999.96185
bra,1976,-1500000
bra,1977,-899999.97616
bra,1978,17750000
bra,1979,5099999.90463
bra,1980,9149999.61853
bra,1981,111900001.52588
bra,1982,74269996.64307
bra,1983,18659999.84741
bra,1984,30229999.54224
bra,1985,21049999.23706
bra,1986,16829999.92371
bra,1987,20870000.83923
bra,1988,11920000.07629
bra,1989,11600000.38147
bra,1990,18860000.61035
bra,1991,20450000.76294
bra,1992,-54000000
bra,1993,37849998.47412
bra,1994,19959999.08447
bra,1995,8159999.84741
bra,1996,12840000.15259
bra,1997,18440000.53406
bra,1998,4269999.98093
bra,1999,21049999.23706
bra,2000,23719999.31335
bra,2001,14640000.34332
bra,2002,20510000.22888
bra,2003,30950000.76294
bra,2004,31090000.15259
bra,2005,28469999.31335
bra,2006,30909999.84741
bra,2007,112910003.66211
bra,2008,41029998.7793
bra,2009,47119998.93188
bra,2010,46580001.83105
bra,2011,59180000.30518
bra,2012,860710021.97266
bra,2013,121160003.66211
bra,2014,222899993.89648
bra,2015,180580001.83105
bra,2016,124580001.83106
bra,2017,155619995.11719
bra,2018,50490001.67847
bra,2019,39450000.76294
brb,1981,119999.99732
brb,1982,70000.0003
brb,1983,39999.99911
brb,1984,50000.00075
brb,1985,50000.00075
brb,1986,50000.00075
brb,1987,29999.99933
brb,1988,9999.99978
brb,1989,9999.99978
brb,1990,9999.99978
brb,1991,9999.99978
brb,1992,9999.99978
brb,1993,9999.99978
brb,1994,29999.99933
brb,1995,29999.99933
brb,1996,50000.00075
brb,1997,39999.99911
brb,1999,29999.99933
brb,2000,9999.99978
brb,2001,19999.99955
brb,2002,119999.99732
brb,2003,200000.00298
brb,2004,159999.99642
brb,2005,170000.00179
brb,2006,209999.99344
brb,2007,79999.99821
brb,2008,109999.9994
brb,2009,29999.99933
brb,2010,29999.99933
brn,1983,9999.99978
brn,1984,59999.99866
brn,1986,19999.99955
brn,1987,29999.99933
brn,1988,90000.00358
brn,1989,129999.99523
brn,1990,159999.99642
brn,1991,79999.99821
brn,1992,129999.99523
brn,1993,170000.00179
brn,1994,119999.99732
brn,1995,70000.0003
brn,1997,70000.0003
brn,1998,100000.00149
brn,1999,1240000.00954
brn,2000,100000.00149
brn,2001,59999.99866
brn,2002,59999.99866
brn,2003,79999.99821
brn,2004,270000.01073
btn,1984,9999.99978
btn,1985,19999.99955
btn,1986,9999.99978
btn,1988,9999.99978
btn,1989,9999.99978
btn,1993,9999.99978
btn,1994,29999.99933
btn,1995,29999.99933
btn,1997,9999.99978
btn,1998,100000.00149
btn,1999,70000.0003
btn,2000,39999.99911
btn,2001,59999.99866
btn,2002,90000.00358
btn,2003,59999.99866
btn,2004,129999.99523
btn,2005,180000.00715
btn,2006,280000.00119
btn,2007,200000.00298
btn,2008,230000.00417
btn,2009,170000.00179
btn,2010,180000.00715
btn,2011,219999.99881
btn,2012,109999.9994
btn,2013,119999.99732
btn,2014,29999.99933
btn,2015,19999.99955
btn,2016,19999.99955
btn,2017,19999.99955
btn,2018,19999.99955
btn,2019,39999.99911
bwa,1980,200000.00298
bwa,1981,140000.0006
bwa,1982,1039999.96185
bwa,1983,200000.00298
bwa,1984,319999.99285
bwa,1985,340000.00358
bwa,1986,1529999.97139
bwa,1987,2799999.95232
bwa,1988,1340000.03338
bwa,1989,680000.00715
bwa,1990,2160000.08583
bwa,1991,2250000
bwa,1992,2140000.1049
bwa,1993,1049999.95232
bwa,1994,689999.99762
bwa,1995,709999.97854
bwa,1996,699999.98808
bwa,1997,699999.98808
bwa,1998,709999.97854
bwa,1999,529999.97139
bwa,2000,579999.98331
bwa,2001,409999.99642
bwa,2002,639999.98569
bwa,2003,1220000.02861
bwa,2004,1899999.97616
bwa,2005,1350000.02384
bwa,2006,1450000.04768
bwa,2007,9239999.77112
bwa,2008,2420000.07629
bwa,2009,1039999.96185
bwa,2010,6460000.03815
bwa,2011,680000.00715
bwa,2012,529999.97139
bwa,2013,509999.99046
bwa,2014,469999.99881
bwa,2015,310000.00238
bwa,2016,250000
bwa,2017,129999.99523
bwa,2018,79999.99821
bwa,2019,109999.9994
caf,1964,9000000
caf,1965,9800000.19073
caf,1966,9899999.61853
caf,1967,14600000.38147
caf,1968,10699999.80927
caf,1969,11800000.19073
caf,1970,8100000.38147
caf,1971,7599999.90463
caf,1972,11340000.15259
caf,1973,11810000.41962
caf,1974,16520000.45776
caf,1975,29639999.38965
caf,1976,21690000.53406
caf,1977,27000000
caf,1978,24319999.69482
caf,1979,41630001.06812
caf,1980,69449996.94824
caf,1981,66040000.91553
caf,1982,59099998.47412
caf,1983,54060001.37329
caf,1984,54389999.38965
caf,1985,47229999.54224
caf,1986,59840000.15259
caf,1987,84720001.2207
caf,1988,68290000.91553
caf,1989,63889999.38965
caf,1990,71019996.64307
caf,1991,69730003.35693
caf,1992,70019996.64307
caf,1993,87699996.94824
caf,1994,61990001.67847
caf,1995,52500000
caf,1996,66580001.83105
caf,1997,31079999.92371
caf,1998,30670000.07629
caf,1999,30670000.07629
caf,2000,18709999.08447
caf,2001,20899999.61853
caf,2002,16459999.08447
caf,2003,23909999.84741
caf,2004,36580001.83105
caf,2005,32990001.67847
caf,2006,26829999.92371
caf,2007,54189998.62671
caf,2008,26350000.38147
caf,2009,25909999.84741
caf,2010,24530000.68665
caf,2011,21430000.30518
caf,2012,18540000.91553
caf,2013,22540000.91553
caf,2014,44840000.15259
caf,2015,37979999.54224
caf,2016,29879999.16077
caf,2017,30540000.91553
caf,2018,39909999.84741
caf,2019,42959999.08447
chl,1962,2500000
chl,1963,300000.01192
chl,1964,699999.98808
chl,1965,2500000
chl,1966,2799999.95232
chl,1967,2299999.95232
chl,1968,-699999.98808
chl,1969,1299999.95232
chl,1970,400000.00596
chl,1971,4599999.90463
chl,1972,14140000.34332
chl,1973,200000.00298
chl,1974,7500000
chl,1975,-2809999.94278
chl,1976,-1200000.04768
chl,1977,-5599999.90463
chl,1978,-5300000.19073
chl,1979,-6199999.80927
chl,1980,-4800000.19073
chl,1981,-400000.00596
chl,1982,400000.00596
chl,1983,1620000.00477
chl,1984,1049999.95232
chl,1985,2150000.09537
chl,1986,3430000.06676
chl,1987,4119999.88556
chl,1988,4130000.11444
chl,1989,3420000.07629
chl,1990,6230000.01907
chl,1991,10529999.73297
chl,1992,11329999.92371
chl,1993,27120000.83923
chl,1994,18799999.23706
chl,1995,29629999.16077
chl,1996,43479999.54224
chl,1997,17389999.38965
chl,1998,11340000.15259
chl,1999,9109999.65668
chl,2000,8510000.22888
chl,2001,7969999.79019
chl,2002,11750000
chl,2003,12880000.11444
chl,2004,15130000.11444
chl,2005,14399999.61853
chl,2006,9869999.88556
chl,2007,10180000.30518
chl,2008,9100000.38147
chl,2009,9600000.38147
chl,2010,10130000.11444
chl,2011,9680000.30518
chl,2012,11500000
chl,2013,8069999.69482
chl,2014,10399999.61853
chl,2015,6670000.07629
chl,2016,5949999.80927
chl,2017,5369999.88556
chn,1981,2710000.03815
chn,1982,2279999.97139
chn,1983,4699999.80927
chn,1984,5969999.79019
chn,1985,6300000.19073
chn,1986,9909999.84741
chn,1987,46939998.62671
chn,1988,133990005.49316
chn,1989,179899993.89648
chn,1990,88010002.13623
chn,1991,138460006.71387
chn,1992,153389999.38965
chn,1993,102550003.05176
chn,1994,97660003.66211
chn,1995,91169998.16895
chn,1996,97190002.44141
chn,1997,50110000.61035
chn,1998,29760000.22888
chn,1999,46169998.16895
chn,2000,45990001.67847
chn,2001,42799999.23706
chn,2002,77190002.44141
chn,2003,74290000.91553
chn,2004,102800003.05176
chn,2005,125199996.94824
chn,2006,142800003.05176
chn,2007,132300003.05176
chn,2008,207509994.50684
chn,2009,364350006.10352
chn,2010,316690002.44141
chn,2011,290970001.2207
chn,2012,288130004.88281
chn,2013,148740005.49316
chn,2014,91790000.91553
chn,2015,68559997.55859
chn,2016,58799999.23706
chn,2017,64449996.94824
chn,2018,-32639999.38965
chn,2019,67480003.35693
civ,1964,25700000.76294
civ,1965,24200000.76294
civ,1966,18600000.38147
civ,1967,24399999.61853
civ,1968,29000000
civ,1969,26299999.23706
civ,1970,24899999.61853
civ,1971,23000000
civ,1972,23260000.22888
civ,1973,32799999.23706
civ,1974,37090000.15259
civ,1975,52299999.23706
civ,1976,54319999.69482
civ,1977,55700000.76294
civ,1978,51360000.61035
civ,1979,86589996.33789
civ,1980,118300003.05176
civ,1981,66559997.55859
civ,1982,74129997.25342
civ,1983,105940002.44141
civ,1984,79919998.16895
civ,1985,72790000.91553
civ,1986,90279998.7793
civ,1987,183350006.10352
civ,1988,162759994.50684
civ,1989,196529998.7793
civ,1990,416290008.54492
civ,1991,309649993.89648
civ,1992,446079986.57227
civ,1993,584989990.23438
civ,1994,649719970.70312
civ,1995,515969970.70312
civ,1996,300299987.79297
civ,1997,133649993.89648
civ,1998,190910003.66211
civ,1999,201330001.83105
civ,2000,156259994.50684
civ,2001,110400001.52588
civ,2002,531289978.02734
civ,2003,116470001.2207
civ,2004,62159999.84741
civ,2005,54900001.52588
civ,2006,106819999.69482
civ,2007,50689998.62671
civ,2008,39490001.67847
civ,2009,1199060058.59375
civ,2010,138520004.27246
civ,2011,553210021.97266
civ,2012,1279020019.53125
civ,2013,81050003.05176
civ,2014,67919998.16895
civ,2015,22190000.53406
civ,2016,15829999.92371
civ,2017,11640000.34332
civ,2018,297070007.32422
civ,2019,355549987.79297
cmr,1964,17200000.76294
cmr,1965,9600000.38147
cmr,1966,18000000
cmr,1967,17100000.38147
cmr,1968,14800000.19073
cmr,1969,16200000.76294
cmr,1970,17200000.76294
cmr,1971,9899999.61853
cmr,1972,25979999.54224
cmr,1973,25090000.15259
cmr,1974,33779998.7793
cmr,1975,37830001.83105
cmr,1976,45479999.54224
cmr,1977,42599998.47412
cmr,1978,49319999.69482
cmr,1979,68419998.16895
cmr,1980,94650001.52588
cmr,1981,73339996.33789
cmr,1982,93519996.64307
cmr,1983,55599998.47412
cmr,1984,69180000.30518
cmr,1985,57029998.7793
cmr,1986,65629997.25342
cmr,1987,59880001.06812
cmr,1988,128100006.10352
cmr,1989,95639999.38965
cmr,1990,171759994.50684
cmr,1991,175720001.2207
cmr,1992,407269989.01367
cmr,1993,425709991.45508
cmr,1994,308549987.79297
cmr,1995,265160003.66211
cmr,1996,176009994.50684
cmr,1997,199839996.33789
cmr,1998,152770004.27246
cmr,1999,134800003.05176
cmr,2000,86220001.2207
cmr,2001,59279998.7793
cmr,2002,119010002.13623
cmr,2003,290589996.33789
cmr,2004,129130004.88281
cmr,2005,16780000.68665
cmr,2006,243610000.61035
cmr,2007,596229980.46875
cmr,2008,113190002.44141
cmr,2009,90589996.33789
cmr,2010,82080001.83105
cmr,2011,148929992.67578
cmr,2012,88510002.13623
cmr,2013,172039993.28613
cmr,2014,167110000.61035
cmr,2015,162229995.72754
cmr,2016,237889999.38965
cmr,2017,271940002.44141
cmr,2018,333890014.64844
cmr,2019,374279998.7793
cod,1966,1700000.04768
cod,1967,3200000.04768
cod,1968,3200000.04768
cod,1969,4199999.80927
cod,1970,3799999.95232
cod,1971,4199999.80927
cod,1972,5730000.01907
cod,1973,8439999.58038
cod,1974,22790000.91553
