geo,time,sh_hiv_incd_zs
gnb,2013,2.54
gnb,2014,2.38
gnb,2015,2.19
gnb,2016,1.98
gnb,2017,1.76
gnb,2018,1.62
gnb,2019,1.4
gnb,2020,1.23
grc,1990,0.09
grc,1991,0.08
grc,1992,0.07
grc,1993,0.05
grc,1994,0.04
grc,1995,0.03
grc,1996,0.03
grc,1997,0.03
grc,1998,0.04
grc,1999,0.05
grc,2000,0.06
grc,2001,0.06
grc,2002,0.06
grc,2003,0.07
grc,2004,0.07
grc,2005,0.08
grc,2006,0.1
grc,2007,0.13
grc,2008,0.16
grc,2009,0.18
grc,2010,0.19
grc,2011,0.19
grc,2012,0.17
grc,2013,0.14
grc,2014,0.11
grc,2015,0.09
grc,2016,0.08
grc,2017,0.08
grc,2018,0.1
grc,2019,0.13
grc,2020,0.18
gtm,1990,0.31
gtm,1991,0.4
gtm,1992,0.46
gtm,1993,0.51
gtm,1994,0.57
gtm,1995,0.59
gtm,1996,0.59
gtm,1997,0.59
gtm,1998,0.58
gtm,1999,0.56
gtm,2000,0.58
gtm,2001,0.54
gtm,2002,0.51
gtm,2003,0.47
gtm,2004,0.4
gtm,2005,0.36
gtm,2006,0.33
gtm,2007,0.29
gtm,2008,0.25
gtm,2009,0.2
gtm,2010,0.15
gtm,2011,0.13
gtm,2012,0.11
gtm,2013,0.09
gtm,2014,0.08
gtm,2015,0.07
gtm,2016,0.07
gtm,2017,0.06
gtm,2018,0.06
gtm,2019,0.06
gtm,2020,0.05
guy,1990,0.09
guy,1991,0.12
guy,1992,0.17
guy,1993,0.25
guy,1994,0.34
guy,1995,0.46
guy,1996,0.61
guy,1997,0.78
guy,1998,0.99
guy,1999,1.24
guy,2000,1.49
guy,2001,1.7
guy,2002,1.82
guy,2003,1.85
guy,2004,1.77
guy,2005,1.6
guy,2006,1.39
guy,2007,1.25
guy,2008,1.16
guy,2009,1.07
guy,2010,1.01
guy,2011,0.97
guy,2012,0.92
guy,2013,0.9
guy,2014,0.87
guy,2015,0.85
guy,2016,0.82
guy,2017,0.79
guy,2018,0.77
guy,2019,0.73
guy,2020,0.72
hnd,1990,1.48
hnd,1991,1.55
hnd,1992,1.58
hnd,1993,1.54
hnd,1994,1.48
hnd,1995,1.39
hnd,1996,1.22
hnd,1997,1.08
hnd,1998,0.91
hnd,1999,0.75
hnd,2000,0.6
hnd,2001,0.46
hnd,2002,0.37
hnd,2003,0.29
hnd,2004,0.2
hnd,2005,0.17
hnd,2006,0.16
hnd,2007,0.14
hnd,2008,0.14
hnd,2009,0.14
hnd,2010,0.14
hnd,2011,0.14
hnd,2012,0.13
hnd,2013,0.13
hnd,2014,0.13
hnd,2015,0.12
hnd,2016,0.12
hnd,2017,0.12
hnd,2018,0.12
hnd,2019,0.11
hnd,2020,0.11
hrv,1990,0.01
hrv,1991,0.01
hrv,1992,0.01
hrv,1993,0.01
hrv,1994,0.01
hrv,1995,0.02
hrv,1996,0.02
hrv,1997,0.02
hrv,1998,0.02
hrv,1999,0.02
hrv,2000,0.02
hrv,2001,0.03
hrv,2002,0.03
hrv,2003,0.03
hrv,2004,0.03
hrv,2005,0.03
hrv,2006,0.03
hrv,2007,0.03
hrv,2008,0.03
hrv,2009,0.04
hrv,2010,0.04
hrv,2011,0.04
hrv,2012,0.04
hrv,2013,0.04
hrv,2014,0.04
hrv,2015,0.04
hrv,2016,0.04
hrv,2017,0.04
hrv,2018,0.04
hrv,2019,0.04
hrv,2020,0.04
hti,1990,5.18
hti,1991,5.09
hti,1992,4.68
hti,1993,4.13
hti,1994,3.78
hti,1995,3.4
hti,1996,3.07
hti,1997,2.87
hti,1998,2.75
hti,1999,2.49
hti,2000,2.32
hti,2001,2.37
hti,2002,2.16
hti,2003,2.06
hti,2004,1.88
hti,2005,1.77
hti,2006,1.68
hti,2007,1.6
hti,2008,1.51
hti,2009,1.45
hti,2010,1.38
hti,2011,1.35
hti,2012,1.3
hti,2013,1.22
hti,2014,1.13
hti,2015,1.06
hti,2016,0.99
hti,2017,0.88
hti,2018,0.79
hti,2019,0.77
hti,2020,0.64
idn,1990,0.01
idn,1991,0.01
idn,1992,0.01
idn,1993,0.01
idn,1994,0.01
idn,1995,0.02
idn,1996,0.03
idn,1997,0.04
idn,1998,0.06
idn,1999,0.08
idn,2000,0.11
idn,2001,0.18
idn,2002,0.29
idn,2003,0.32
idn,2004,0.33
idn,2005,0.35
idn,2006,0.37
idn,2007,0.36
idn,2008,0.35
idn,2009,0.34
idn,2010,0.34
idn,2011,0.33
idn,2012,0.31
idn,2013,0.29
idn,2014,0.27
idn,2015,0.24
idn,2016,0.22
idn,2017,0.21
idn,2018,0.2
idn,2019,0.18
idn,2020,0.17
irl,1990,0.05
irl,1991,0.05
irl,1992,0.06
irl,1993,0.06
irl,1994,0.07
irl,1995,0.07
irl,1996,0.08
irl,1997,0.08
irl,1998,0.09
irl,1999,0.09
irl,2000,0.09
irl,2001,0.09
irl,2002,0.09
irl,2003,0.09
irl,2004,0.1
irl,2005,0.1
irl,2006,0.11
irl,2007,0.11
irl,2008,0.12
irl,2009,0.12
irl,2010,0.13
irl,2011,0.14
irl,2012,0.14
irl,2013,0.14
irl,2014,0.15
irl,2015,0.15
irl,2016,0.15
irl,2017,0.15
irl,2018,0.16
irl,2019,0.15
irl,2020,0.15
irn,1990,0.01
irn,1991,0.01
irn,1992,0.01
irn,1993,0.01
irn,1994,0.02
irn,1995,0.03
irn,1996,0.05
irn,1997,0.06
irn,1998,0.08
irn,1999,0.1
irn,2000,0.13
irn,2001,0.17
irn,2002,0.21
irn,2003,0.24
irn,2004,0.26
irn,2005,0.25
irn,2006,0.23
irn,2007,0.19
irn,2008,0.16
irn,2009,0.13
irn,2010,0.1
irn,2011,0.08
irn,2012,0.07
irn,2013,0.06
irn,2014,0.06
irn,2015,0.05
irn,2016,0.05
irn,2017,0.05
irn,2018,0.05
irn,2019,0.05
irn,2020,0.05
isl,1990,0.02
isl,1991,0.03
isl,1992,0.04
isl,1993,0.05
isl,1994,0.05
isl,1995,0.06
isl,1996,0.06
isl,1997,0.07
isl,1998,0.07
isl,1999,0.07
isl,2000,0.07
isl,2001,0.07
isl,2002,0.07
isl,2003,0.07
isl,2004,0.07
isl,2005,0.07
isl,2006,0.07
isl,2007,0.07
isl,2008,0.08
isl,2009,0.08
isl,2010,0.08
isl,2011,0.08
isl,2012,0.08
isl,2013,0.08
isl,2014,0.08
isl,2015,0.08
isl,2016,0.08
isl,2017,0.08
isl,2018,0.08
isl,2019,0.08
isl,2020,0.08
ita,1990,0.16
ita,1991,0.16
ita,1992,0.16
ita,1993,0.16
ita,1994,0.16
ita,1995,0.17
ita,1996,0.17
ita,1997,0.17
ita,1998,0.17
ita,1999,0.16
ita,2000,0.16
ita,2001,0.16
ita,2002,0.16
ita,2003,0.16
ita,2004,0.16
ita,2005,0.16
ita,2006,0.16
ita,2007,0.16
ita,2008,0.16
ita,2009,0.16
ita,2010,0.16
ita,2011,0.15
ita,2012,0.15
ita,2013,0.14
ita,2014,0.14
ita,2015,0.14
ita,2016,0.14
ita,2017,0.13
ita,2018,0.12
ita,2019,0.1
ita,2020,0.09
jam,1990,1.77
jam,1991,1.8
jam,1992,1.88
jam,1993,1.94
jam,1994,1.94
jam,1995,1.88
jam,1996,1.81
jam,1997,1.75
jam,1998,1.73
jam,1999,1.71
jam,2000,1.7
jam,2001,1.71
jam,2002,1.71
jam,2003,1.56
jam,2004,1.34
jam,2005,1.33
jam,2006,1.22
jam,2007,1.22
jam,2008,1.21
jam,2009,1.2
jam,2010,1.13
jam,2011,1.1
jam,2012,1.08
jam,2013,1.05
jam,2014,1.02
jam,2015,1
jam,2016,0.99
jam,2017,0.97
jam,2018,0.94
jam,2019,0.92
jam,2020,0.84
jor,1990,0.01
jor,1991,0.01
jor,1992,0.01
jor,1993,0.01
jor,1994,0.01
jor,1995,0.01
jor,1996,0.01
jor,1997,0.01
jor,1998,0.01
jor,1999,0.01
jor,2000,0.01
jor,2001,0.01
jor,2002,0.01
jor,2003,0.01
jor,2004,0.01
jor,2005,0.01
jor,2006,0.01
jor,2007,0.01
jor,2008,0.01
jor,2009,0.01
jor,2010,0.01
jor,2011,0.01
jor,2012,0.01
jor,2013,0.01
jor,2014,0.01
jor,2015,0.01
jor,2016,0.01
jor,2017,0.01
jor,2018,0.01
jor,2019,0.01
jor,2020,0.01
jpn,1990,0.01
jpn,1991,0.01
jpn,1992,0.01
jpn,1993,0.01
jpn,1994,0.01
jpn,1995,0.02
jpn,1996,0.02
jpn,1997,0.02
jpn,1998,0.02
jpn,1999,0.02
jpn,2000,0.02
jpn,2001,0.02
jpn,2002,0.02
jpn,2003,0.02
jpn,2004,0.02
jpn,2005,0.02
jpn,2006,0.02
jpn,2007,0.02
jpn,2008,0.02
jpn,2009,0.02
jpn,2010,0.02
jpn,2011,0.02
jpn,2012,0.02
jpn,2013,0.02
jpn,2014,0.02
jpn,2015,0.02
jpn,2016,0.02
jpn,2017,0.01
jpn,2018,0.01
jpn,2019,0.01
jpn,2020,0.01
kaz,1990,0.01
kaz,1991,0.01
kaz,1992,0.02
kaz,1993,0.03
kaz,1994,0.03
kaz,1995,0.05
kaz,1996,0.06
kaz,1997,0.08
kaz,1998,0.1
kaz,1999,0.11
kaz,2000,0.12
kaz,2001,0.12
kaz,2002,0.13
kaz,2003,0.13
kaz,2004,0.13
kaz,2005,0.14
kaz,2006,0.14
kaz,2007,0.16
kaz,2008,0.17
kaz,2009,0.19
kaz,2010,0.2
kaz,2011,0.17
kaz,2012,0.15
kaz,2013,0.18
kaz,2014,0.2
kaz,2015,0.24
kaz,2016,0.27
kaz,2017,0.3
kaz,2018,0.28
kaz,2019,0.32
kaz,2020,0.36
ken,1990,16.18
ken,1991,18.7
ken,1992,19.94
ken,1993,19.12
ken,1994,17.21
ken,1995,14.3
ken,1996,11.73
ken,1997,9.69
ken,1998,8.2
ken,1999,6.99
ken,2000,6.17
ken,2001,5.49
ken,2002,4.93
ken,2003,4.58
ken,2004,4.24
ken,2005,4.02
ken,2006,3.84
ken,2007,3.59
ken,2008,3.45
ken,2009,3.27
ken,2010,3.06
ken,2011,2.79
ken,2012,2.54
ken,2013,2.36
ken,2014,2.17
ken,2015,1.96
ken,2016,1.69
ken,2017,1.48
ken,2018,1.29
ken,2019,1.23
ken,2020,1.15
kgz,1990,0.01
kgz,1991,0.01
kgz,1992,0.01
kgz,1993,0.01
kgz,1994,0.01
kgz,1995,0.01
kgz,1996,0.01
kgz,1997,0.01
kgz,1998,0.01
kgz,1999,0.01
kgz,2000,0.01
kgz,2001,0.08
kgz,2002,0.06
kgz,2003,0.04
kgz,2004,0.1
kgz,2005,0.15
kgz,2006,0.17
kgz,2007,0.19
kgz,2008,0.19
kgz,2009,0.19
kgz,2010,0.19
kgz,2011,0.19
kgz,2012,0.19
kgz,2013,0.19
kgz,2014,0.19
kgz,2015,0.19
kgz,2016,0.19
kgz,2017,0.19
kgz,2018,0.19
kgz,2019,0.19
kgz,2020,0.19
khm,1990,0.05
khm,1991,0.16
khm,1992,0.49
khm,1993,1.09
khm,1994,1.84
khm,1995,2.44
khm,1996,2.65
khm,1997,2.5
khm,1998,2.13
khm,1999,1.69
khm,2000,1.26
khm,2001,0.89
khm,2002,0.73
khm,2003,0.64
khm,2004,0.55
khm,2005,0.47
khm,2006,0.39
khm,2007,0.33
khm,2008,0.27
khm,2009,0.24
khm,2010,0.21
khm,2011,0.18
khm,2012,0.16
khm,2013,0.15
khm,2014,0.14
khm,2015,0.14
khm,2016,0.13
khm,2017,0.13
khm,2018,0.12
khm,2019,0.12
khm,2020,0.11
lao,1990,0.01
lao,1991,0.01
lao,1992,0.01
lao,1993,0.02
lao,1994,0.03
lao,1995,0.04
lao,1996,0.07
lao,1997,0.11
lao,1998,0.18
lao,1999,0.2
lao,2000,0.21
lao,2001,0.27
lao,2002,0.29
lao,2003,0.3
lao,2004,0.28
lao,2005,0.3
lao,2006,0.29
lao,2007,0.31
lao,2008,0.31
lao,2009,0.3
lao,2010,0.3
lao,2011,0.29
lao,2012,0.28
lao,2013,0.28
lao,2014,0.26
lao,2015,0.26
lao,2016,0.25
lao,2017,0.24
lao,2018,0.23
lao,2019,0.22
lao,2020,0.21
lbn,1990,0.03
lbn,1991,0.03
lbn,1992,0.03
lbn,1993,0.03
lbn,1994,0.03
lbn,1995,0.03
lbn,1996,0.03
lbn,1997,0.04
lbn,1998,0.04
lbn,1999,0.04
lbn,2000,0.04
lbn,2001,0.04
lbn,2002,0.04
lbn,2003,0.04
lbn,2004,0.04
lbn,2005,0.04
lbn,2006,0.04
lbn,2007,0.05
lbn,2008,0.05
lbn,2009,0.05
lbn,2010,0.05
lbn,2011,0.05
lbn,2012,0.05
lbn,2013,0.05
lbn,2014,0.05
lbn,2015,0.05
lbn,2016,0.05
lbn,2017,0.05
lbn,2018,0.05
lbn,2019,0.05
lbn,2020,0.04
lbr,1990,4.57
lbr,1991,5.4
lbr,1992,4.4
lbr,1993,4.08
lbr,1994,3.72
lbr,1995,3.3
lbr,1996,2.86
lbr,1997,2.44
lbr,1998,2.72
lbr,1999,2.44
lbr,2000,2.26
lbr,2001,2.05
lbr,2002,1.74
lbr,2003,1.52
lbr,2004,1.46
lbr,2005,1.34
lbr,2006,1.28
lbr,2007,1.2
lbr,2008,1.12
lbr,2009,1.08
lbr,2010,1
lbr,2011,0.92
lbr,2012,0.87
lbr,2013,0.82
lbr,2014,0.77
lbr,2015,0.73
lbr,2016,0.69
lbr,2017,0.63
lbr,2018,0.56
lbr,2019,0.49
lbr,2020,0.45
lby,1990,0.01
lby,1991,0.01
lby,1992,0.01
lby,1993,0.02
lby,1994,0.02
lby,1995,0.03
lby,1996,0.03
lby,1997,0.04
lby,1998,0.06
lby,1999,0.07
lby,2000,0.08
lby,2001,0.1
lby,2002,0.12
lby,2003,0.15
lby,2004,0.17
lby,2005,0.18
lby,2006,0.18
lby,2007,0.17
lby,2008,0.14
lby,2009,0.11
lby,2010,0.08
lby,2011,0.06
lby,2012,0.05
lby,2013,0.05
lby,2014,0.05
lby,2015,0.06
lby,2016,0.06
lby,2017,0.07
lby,2018,0.07
lby,2019,0.08
lby,2020,0.08
lka,1990,0.01
lka,1991,0.01
lka,1992,0.01
lka,1993,0.01
lka,1994,0.01
lka,1995,0.02
lka,1996,0.02
lka,1997,0.03
lka,1998,0.03
lka,1999,0.04
lka,2000,0.04
lka,2001,0.04
lka,2002,0.04
lka,2003,0.04
lka,2004,0.04
lka,2005,0.03
lka,2006,0.03
lka,2007,0.03
lka,2008,0.03
lka,2009,0.03
lka,2010,0.02
lka,2011,0.02
lka,2012,0.02
lka,2013,0.02
lka,2014,0.02
lka,2015,0.02
lka,2016,0.02
lka,2017,0.01
lka,2018,0.01
lka,2019,0.01
lka,2020,0.01
lso,1990,8.23
lso,1991,13
lso,1992,19.54
lso,1993,27.83
lso,1994,35.11
lso,1995,40.21
lso,1996,41.84
lso,1997,39.63
lso,1998,36.72
lso,1999,33.46
lso,2000,30.85
lso,2001,28.77
lso,2002,27.36
lso,2003,26.51
lso,2004,26.17
lso,2005,26.34
lso,2006,26.19
lso,2007,25.85
lso,2008,24.63
lso,2009,23.67
lso,2010,22.65
lso,2011,21.37
lso,2012,21.02
lso,2013,20.32
lso,2014,18.81
lso,2015,17.14
lso,2016,15.05
lso,2017,12.67
lso,2018,10.73
lso,2019,9.84
lso,2020,8.77
mar,1990,0.05
mar,1991,0.06
mar,1992,0.06
mar,1993,0.07
mar,1994,0.07
mar,1995,0.08
mar,1996,0.08
mar,1997,0.08
mar,1998,0.08
mar,1999,0.08
mar,2000,0.09
mar,2001,0.09
mar,2002,0.09
mar,2003,0.09
mar,2004,0.09
mar,2005,0.09
mar,2006,0.09
mar,2007,0.09
mar,2008,0.08
mar,2009,0.08
mar,2010,0.07
mar,2011,0.07
mar,2012,0.07
mar,2013,0.06
mar,2014,0.06
mar,2015,0.05
mar,2016,0.05
mar,2017,0.04
mar,2018,0.04
mar,2019,0.04
mar,2020,0.03
mda,1990,0.02
mda,1991,0.03
mda,1992,0.03
mda,1993,0.05
mda,1994,0.08
mda,1995,0.17
mda,1996,0.33
mda,1997,0.53
mda,1998,0.67
mda,1999,0.69
mda,2000,0.66
mda,2001,0.58
mda,2002,0.54
mda,2003,0.55
mda,2004,0.57
mda,2005,0.61
mda,2006,0.65
mda,2007,0.69
mda,2008,0.7
mda,2009,0.7
mda,2010,0.68
mda,2011,0.66
mda,2012,0.63
mda,2013,0.6
mda,2014,0.58
mda,2015,0.55
mda,2016,0.52
mda,2017,0.5
mda,2018,0.49
mda,2019,0.47
mda,2020,0.46
mdg,1990,0.01
mdg,1991,0.01
mdg,1992,0.01
mdg,1993,0.01
mdg,1994,0.01
mdg,1995,0.01
mdg,1996,0.02
mdg,1997,0.03
mdg,1998,0.04
mdg,1999,0.05
mdg,2000,0.06
mdg,2001,0.07
mdg,2002,0.07
mdg,2003,0.09
mdg,2004,0.1
mdg,2005,0.11
mdg,2006,0.13
mdg,2007,0.15
mdg,2008,0.16
mdg,2009,0.19
mdg,2010,0.21
mdg,2011,0.23
mdg,2012,0.26
mdg,2013,0.29
mdg,2014,0.31
mdg,2015,0.34
mdg,2016,0.35
mdg,2017,0.37
mdg,2018,0.34
mdg,2019,0.39
mdg,2020,0.39
mex,1990,0.21
mex,1991,0.23
mex,1992,0.24
mex,1993,0.26
mex,1994,0.27
mex,1995,0.28
mex,1996,0.29
mex,1997,0.29
mex,1998,0.3
mex,1999,0.3
mex,2000,0.3
mex,2001,0.29
mex,2002,0.28
mex,2003,0.27
mex,2004,0.26
mex,2005,0.25
mex,2006,0.24
mex,2007,0.23
mex,2008,0.23
mex,2009,0.23
mex,2010,0.24
mex,2011,0.26
mex,2012,0.27
mex,2013,0.29
mex,2014,0.27
mex,2015,0.27
mex,2016,0.27
mex,2017,0.27
mex,2018,0.27
mex,2019,0.27
mex,2020,0.27
mli,1990,2.88
mli,1991,3.18
mli,1992,3.14
mli,1993,3.02
mli,1994,2.85
mli,1995,2.62
mli,1996,2.37
mli,1997,2.19
mli,1998,1.81
mli,1999,1.69
mli,2000,1.49
mli,2001,1.35
mli,2002,1.23
mli,2003,1.1
mli,2004,1.07
mli,2005,1.02
mli,2006,0.93
mli,2007,0.91
mli,2008,0.89
mli,2009,0.81
mli,2010,0.73
mli,2011,0.68
mli,2012,0.62
mli,2013,0.59
mli,2014,0.56
mli,2015,0.53
mli,2016,0.48
mli,2017,0.44
mli,2018,0.4
mli,2019,0.37
mli,2020,0.33
mne,1990,0.01
mne,1991,0.01
mne,1992,0.01
mne,1993,0.01
mne,1994,0.01
mne,1995,0.01
mne,1996,0.01
mne,1997,0.02
mne,1998,0.02
mne,1999,0.02
mne,2000,0.02
mne,2001,0.03
mne,2002,0.03
mne,2003,0.04
mne,2004,0.04
mne,2005,0.05
mne,2006,0.05
mne,2007,0.06
mne,2008,0.06
mne,2009,0.06
mne,2010,0.07
mne,2011,0.07
mne,2012,0.07
mne,2013,0.07
mne,2014,0.07
mne,2015,0.07
mne,2016,0.07
mne,2017,0.07
mne,2018,0.07
mne,2019,0.07
mne,2020,0.07
mng,1990,0.01
mng,1991,0.01
mng,1992,0.01
mng,1993,0.01
mng,1994,0.01
mng,1995,0.01
mng,1996,0.01
mng,1997,0.01
mng,1998,0.01
mng,1999,0.01
mng,2000,0.01
mng,2001,0.01
mng,2002,0.02
mng,2003,0.03
mng,2004,0.03
mng,2005,0.03
mng,2006,0.03
mng,2007,0.03
mng,2008,0.03
mng,2009,0.03
mng,2010,0.03
mng,2011,0.03
mng,2012,0.03
mng,2013,0.03
mng,2014,0.03
mng,2015,0.02
mng,2016,0.02
mng,2017,0.03
mng,2018,0.02
mng,2019,0.02
mng,2020,0.03
moz,1990,3.95
moz,1991,5.13
moz,1992,6.35
moz,1993,7.83
moz,1994,9.25
moz,1995,10.64
moz,1996,11.99
moz,1997,13.26
moz,1998,14.37
moz,1999,15.35
moz,2000,15.94
moz,2001,16.11
moz,2002,15.39
moz,2003,15.08
moz,2004,14.38
moz,2005,13.97
moz,2006,13.53
moz,2007,13.14
moz,2008,12.88
moz,2009,12.59
moz,2010,12.42
moz,2011,12.06
moz,2012,11.67
moz,2013,11.24
moz,2014,10.48
moz,2015,9.78
moz,2016,9.03
moz,2017,8.24
moz,2018,7.52
moz,2019,6.94
moz,2020,6.49
mus,1990,0.01
mus,1991,0.02
mus,1992,0.04
mus,1993,0.08
mus,1994,0.17
mus,1995,0.33
mus,1996,0.55
mus,1997,0.88
mus,1998,1.23
mus,1999,1.56
mus,2000,1.78
mus,2001,1.83
mus,2002,1.85
mus,2003,1.88
mus,2004,1.85
mus,2005,1.85
mus,2006,1.86
mus,2007,1.85
mus,2008,1.81
mus,2009,1.77
mus,2010,1.73
mus,2011,1.66
mus,2012,1.54
mus,2013,1.47
mus,2014,1.41
mus,2015,1.35
mus,2016,1.34
mus,2017,1.34
mus,2018,1.33
mus,2019,1.33
mus,2020,1.37
mwi,1990,20.29
mwi,1991,21.91
mwi,1992,22.68
mwi,1993,22.86
mwi,1994,22.11
mwi,1995,21.55
mwi,1996,20.29
mwi,1997,18.86
mwi,1998,17.42
mwi,1999,15.99
mwi,2000,14.55
mwi,2001,13.17
mwi,2002,12.09
mwi,2003,11.05
mwi,2004,10.3
mwi,2005,9.46
mwi,2006,8.73
mwi,2007,8.08
mwi,2008,7.46
mwi,2009,7.07
mwi,2010,6.75
mwi,2011,6.36
mwi,2012,5.86
mwi,2013,5.31
mwi,2014,4.82
mwi,2015,4.37
mwi,2016,3.97
mwi,2017,3.42
mwi,2018,2.89
mwi,2019,2.39
mwi,2020,2.16
mys,1990,0.52
mys,1991,0.77
mys,1992,0.84
mys,1993,0.73
mys,1994,0.6
mys,1995,0.52
mys,1996,0.48
mys,1997,0.46
mys,1998,0.46
mys,1999,0.46
mys,2000,0.46
mys,2001,0.46
mys,2002,0.43
mys,2003,0.41
mys,2004,0.39
mys,2005,0.37
mys,2006,0.36
mys,2007,0.34
mys,2008,0.33
mys,2009,0.32
mys,2010,0.3
mys,2011,0.29
mys,2012,0.29
mys,2013,0.28
mys,2014,0.27
mys,2015,0.26
mys,2016,0.26
mys,2017,0.25
mys,2018,0.27
mys,2019,0.29
mys,2020,0.32
nam,1990,7.04
nam,1991,9.68
nam,1992,12.91
nam,1993,16.67
nam,1994,20.38
nam,1995,23.5
nam,1996,24.67
nam,1997,24.3
nam,1998,22.64
nam,1999,20.73
nam,2000,18.61
nam,2001,16.94
nam,2002,15.49
nam,2003,14.31
nam,2004,13.49
nam,2005,12.57
nam,2006,11.72
nam,2007,10.81
nam,2008,9.82
nam,2009,9.28
nam,2010,9.14
nam,2011,8.62
nam,2012,7.92
nam,2013,7.43
nam,2014,7.07
nam,2015,7.12
nam,2016,6.58
nam,2017,6.39
nam,2018,5.65
nam,2019,5.01
nam,2020,4.23
ner,1990,0.48
ner,1991,0.59
ner,1992,0.71
ner,1993,0.81
ner,1994,0.9
ner,1995,0.95
ner,1996,1.01
ner,1997,0.99
ner,1998,0.95
ner,1999,0.94
ner,2000,0.87
ner,2001,0.75
ner,2002,0.63
ner,2003,0.55
ner,2004,0.47
ner,2005,0.39
ner,2006,0.32
ner,2007,0.23
ner,2008,0.2
ner,2009,0.18
ner,2010,0.14
ner,2011,0.13
ner,2012,0.12
ner,2013,0.11
ner,2014,0.11
ner,2015,0.1
ner,2016,0.09
ner,2017,0.09
ner,2018,0.08
ner,2019,0.07
ner,2020,0.07
nga,1990,1.43
nga,1991,1.59
nga,1992,1.73
nga,1993,1.85
nga,1994,1.94
nga,1995,1.97
nga,1996,1.98
nga,1997,1.96
nga,1998,1.88
nga,1999,1.81
nga,2000,1.73
nga,2001,1.61
nga,2002,1.51
nga,2003,1.44
nga,2004,1.35
nga,2005,1.3
nga,2006,1.26
nga,2007,1.23
nga,2008,1.2
nga,2009,1.16
nga,2010,1.12
nga,2011,1.09
nga,2012,1.06
nga,2013,0.99
nga,2014,0.9
nga,2015,0.85
nga,2016,0.81
nga,2017,0.76
nga,2018,0.72
nga,2019,0.69
nga,2020,0.61
nic,1990,0.04
nic,1991,0.05
nic,1992,0.05
nic,1993,0.07
nic,1994,0.1
nic,1995,0.16
nic,1996,0.2
nic,1997,0.24
nic,1998,0.29
nic,1999,0.32
nic,2000,0.3
nic,2001,0.27
nic,2002,0.25
nic,2003,0.25
nic,2004,0.24
nic,2005,0.2
nic,2006,0.21
nic,2007,0.2
nic,2008,0.21
nic,2009,0.21
nic,2010,0.21
nic,2011,0.21
nic,2012,0.21
nic,2013,0.21
nic,2014,0.21
nic,2015,0.21
nic,2016,0.21
nic,2017,0.21
nic,2018,0.21
nic,2019,0.2
nic,2020,0.2
nld,1990,0.08
nld,1991,0.09
nld,1992,0.1
nld,1993,0.11
nld,1994,0.11
nld,1995,0.11
nld,1996,0.11
nld,1997,0.1
nld,1998,0.1
nld,1999,0.1
nld,2000,0.1
nld,2001,0.1
nld,2002,0.1
nld,2003,0.11
nld,2004,0.11
nld,2005,0.12
nld,2006,0.12
nld,2007,0.12
nld,2008,0.12
nld,2009,0.11
nld,2010,0.11
nld,2011,0.1
nld,2012,0.09
nld,2013,0.09
nld,2014,0.08
nld,2015,0.07
nld,2016,0.06
nld,2017,0.05
nld,2018,0.04
nld,2019,0.03
nld,2020,0.03
nor,1990,0.04
nor,1991,0.04
nor,1992,0.04
nor,1993,0.04
nor,1994,0.04
nor,1995,0.04
nor,1996,0.05
nor,1997,0.06
nor,1998,0.07
nor,1999,0.08
nor,2000,0.08
nor,2001,0.09
nor,2002,0.1
nor,2003,0.1
nor,2004,0.1
nor,2005,0.1
nor,2006,0.1
nor,2007,0.1
nor,2008,0.09
nor,2009,0.09
nor,2010,0.08
nor,2011,0.08
nor,2012,0.07
nor,2013,0.06
nor,2014,0.06
nor,2015,0.05
nor,2016,0.04
nor,2017,0.04
nor,2018,0.03
nor,2019,0.03
nor,2020,0.03
npl,1990,0.01
npl,1991,0.01
npl,1992,0.01
npl,1993,0.02
npl,1994,0.03
npl,1995,0.06
npl,1996,0.11
npl,1997,0.2
npl,1998,0.32
npl,1999,0.37
npl,2000,0.36
npl,2001,0.34
npl,2002,0.32
npl,2003,0.31
npl,2004,0.28
npl,2005,0.26
npl,2006,0.23
npl,2007,0.19
npl,2008,0.17
npl,2009,0.15
npl,2010,0.14
npl,2011,0.12
npl,2012,0.11
npl,2013,0.09
npl,2014,0.08
npl,2015,0.08
npl,2016,0.07
npl,2017,0.06
npl,2018,0.05
npl,2019,0.05
npl,2020,0.04
nzl,1990,0.05
nzl,1991,0.05
nzl,1992,0.04
nzl,1993,0.04
nzl,1994,0.04
nzl,1995,0.03
nzl,1996,0.03
nzl,1997,0.03
nzl,1998,0.03
nzl,1999,0.04
nzl,2000,0.04
nzl,2001,0.04
nzl,2002,0.05
nzl,2003,0.05
nzl,2004,0.06
nzl,2005,0.06
nzl,2006,0.06
nzl,2007,0.07
nzl,2008,0.07
nzl,2009,0.07
nzl,2010,0.07
nzl,2011,0.06
nzl,2012,0.06
nzl,2013,0.06
nzl,2014,0.06
nzl,2015,0.06
nzl,2016,0.06
nzl,2017,0.05
nzl,2018,0.05
nzl,2019,0.05
nzl,2020,0.04
pak,1990,0.01
pak,1991,0.01
pak,1992,0.01
pak,1993,0.01
pak,1994,0.01
pak,1995,0.01
pak,1996,0.01
pak,1997,0.01
pak,1998,0.01
pak,1999,0.01
pak,2000,0.01
pak,2001,0.01
pak,2002,0.01
pak,2003,0.01
pak,2004,0.01
pak,2005,0.1
pak,2006,0.12
pak,2007,0.13
pak,2008,0.15
pak,2009,0.16
pak,2010,0.15
pak,2011,0.14
