geo,time,sp_pop_dpnd_yg
atg,1981,64.79507
atg,1982,62.65185
atg,1983,60.86522
atg,1984,59.47734
atg,1985,58.33562
atg,1986,56.26511
atg,1987,54.28387
atg,1988,52.60896
atg,1989,51.25258
atg,1990,50.26238
atg,1991,49.46366
atg,1992,48.70718
atg,1993,48.11259
atg,1994,47.71869
atg,1995,47.43192
atg,1996,46.56391
atg,1997,45.81674
atg,1998,45.23236
atg,1999,44.76715
atg,2000,44.32701
atg,2001,43.35586
atg,2002,42.45697
atg,2003,41.59934
atg,2004,40.74506
atg,2005,39.85272
atg,2006,39.1339
atg,2007,38.34381
atg,2008,37.4792
atg,2009,36.57129
atg,2010,35.63517
atg,2011,35.09693
atg,2012,34.42998
atg,2013,33.7311
atg,2014,33.10782
atg,2015,32.58968
atg,2016,32.36499
atg,2017,32.13079
atg,2018,31.94639
atg,2019,31.82239
atg,2020,31.75201
aus,1960,49.3093
aus,1961,49.50388
aus,1962,49.29579
aus,1963,48.83704
aus,1964,48.3525
aus,1965,47.96049
aus,1966,47.632
aus,1967,47.34975
aus,1968,47.14377
aus,1969,46.92533
aus,1970,46.57445
aus,1971,45.99718
aus,1972,45.42151
aus,1973,44.81199
aus,1974,44.09691
aus,1975,43.23675
aus,1976,42.67162
aus,1977,41.73474
aus,1978,40.63697
aus,1979,39.64595
aus,1980,38.87888
aus,1981,37.86393
aus,1982,37.23635
aus,1983,36.81813
aus,1984,36.34619
aus,1985,35.71826
aus,1986,35.34945
aus,1987,34.72708
aus,1988,34.00832
aus,1989,33.41913
aus,1990,33.04235
aus,1991,32.72976
aus,1992,32.61954
aus,1993,32.61738
aus,1994,32.56763
aus,1995,32.40125
aus,1996,32.27142
aus,1997,32.04663
aus,1998,31.76559
aus,1999,31.49722
aus,2000,31.26397
aus,2001,30.86424
aus,2002,30.47965
aus,2003,30.11011
aus,2004,29.75515
aus,2005,29.43625
aus,2006,29.02994
aus,2007,28.69172
aus,2008,28.45221
aus,2009,28.28787
aus,2010,28.15805
aus,2011,28.27087
aus,2012,28.3017
aus,2013,28.31282
aus,2014,28.3739
aus,2015,28.50573
aus,2016,28.75632
aus,2017,29.09318
aus,2018,29.45474
aus,2019,29.74452
aus,2020,29.91328
aut,1960,33.88344
aut,1961,34.44871
aut,1962,34.96024
aut,1963,35.49866
aut,1964,36.13364
aut,1965,36.866
aut,1966,37.608
aut,1967,38.39648
aut,1968,39.15036
aut,1969,39.72076
aut,1970,40.01141
aut,1971,40.03024
aut,1972,39.75318
aut,1973,39.209
aut,1974,38.47531
aut,1975,37.60507
aut,1976,36.57154
aut,1977,35.51216
aut,1978,34.39138
aut,1979,33.18493
aut,1980,31.92293
aut,1981,30.75375
aut,1982,29.60043
aut,1983,28.51906
aut,1984,27.56153
aut,1985,26.74651
aut,1986,26.24167
aut,1987,25.72019
aut,1988,25.25676
aut,1989,24.94801
aut,1990,24.84337
aut,1991,24.9421
aut,1992,25.29495
aut,1993,25.79051
aut,1994,26.21013
aut,1995,26.4073
aut,1996,26.38581
aut,1997,26.09702
aut,1998,25.62934
aut,1999,25.1692
aut,2000,24.82505
aut,2001,24.46056
aut,2002,24.22547
aut,2003,24.06265
aut,2004,23.85474
aut,2005,23.54643
aut,2006,23.26516
aut,2007,22.8961
aut,2008,22.48275
aut,2009,22.10533
aut,2010,21.80733
aut,2011,21.53809
aut,2012,21.32841
aut,2013,21.18863
aut,2014,21.10306
aut,2015,21.06216
aut,2016,21.17545
aut,2017,21.29979
aut,2018,21.43605
aut,2019,21.57648
aut,2020,21.71037
aze,1960,71.76565
aze,1961,75.44345
aze,1962,79.2395
aze,1963,82.76447
aze,1964,85.50486
aze,1965,87.16993
aze,1966,88.92304
aze,1967,89.2617
aze,1968,88.56126
aze,1969,87.3669
aze,1970,85.92516
aze,1971,83.83308
aze,1972,81.72841
aze,1973,79.41652
aze,1974,76.6575
aze,1975,73.45855
aze,1976,70.41307
aze,1977,67.12528
aze,1978,63.80778
aze,1979,60.75646
aze,1980,58.12803
aze,1981,56.06968
aze,1982,54.41986
aze,1983,53.15879
aze,1984,52.23922
aze,1985,51.62915
aze,1986,51.75346
aze,1987,52.08656
aze,1988,52.52311
aze,1989,52.97995
aze,1990,53.41789
aze,1991,54.16031
aze,1992,54.6979
aze,1993,55.03993
aze,1994,55.17119
aze,1995,55.03665
aze,1996,54.46982
aze,1997,53.61612
aze,1998,52.4684
aze,1999,51.05632
aze,2000,49.43898
aze,2001,47.3272
aze,2002,45.27215
aze,2003,43.22092
aze,2004,41.13284
aze,2005,39.0409
aze,2006,37.37319
aze,2007,35.69864
aze,2008,34.15277
aze,2009,32.90869
aze,2010,32.04222
aze,2011,31.58171
aze,2012,31.44431
aze,2013,31.56899
aze,2014,31.80341
aze,2015,32.04094
aze,2016,32.57535
aze,2017,32.92816
aze,2018,33.17881
aze,2019,33.4351
aze,2020,33.71702
bdi,1960,82.30276
bdi,1961,83.36823
bdi,1962,84.72143
bdi,1963,86.08869
bdi,1964,87.04148
bdi,1965,87.42182
bdi,1966,88.67987
bdi,1967,89.22226
bdi,1968,89.22593
bdi,1969,88.92139
bdi,1970,88.36442
bdi,1971,89.05412
bdi,1972,89.35094
bdi,1973,89.27588
bdi,1974,88.94476
bdi,1975,88.51663
bdi,1976,87.94034
bdi,1977,87.29101
bdi,1978,86.66222
bdi,1979,86.09529
bdi,1980,85.63927
bdi,1981,86.75613
bdi,1982,87.69261
bdi,1983,88.61766
bdi,1984,89.66084
bdi,1985,90.81611
bdi,1986,92.52429
bdi,1987,94.11157
bdi,1988,95.48566
bdi,1989,96.50539
bdi,1990,97.12384
bdi,1991,100.16148
bdi,1992,102.63291
bdi,1993,104.55448
bdi,1994,105.93184
bdi,1995,106.7047
bdi,1996,107.27429
bdi,1997,107.39573
bdi,1998,107.0723
bdi,1999,106.41506
bdi,2000,105.57071
bdi,2001,102.79235
bdi,2002,100.04309
bdi,2003,97.39089
bdi,2004,94.88305
bdi,2005,92.57502
bdi,2006,90.81999
bdi,2007,89.14477
bdi,2008,87.66207
bdi,2009,86.4884
bdi,2010,85.65717
bdi,2011,85.73328
bdi,2012,85.94361
bdi,2013,86.2605
bdi,2014,86.60236
bdi,2015,86.89895
bdi,2016,87.1112
bdi,2017,87.17463
bdi,2018,87.08225
bdi,2019,86.82929
bdi,2020,86.4115
bel,1960,36.38498
bel,1961,37.03749
bel,1962,37.34395
bel,1963,37.40895
bel,1964,37.43165
bel,1965,37.49948
bel,1966,37.63813
bel,1967,37.69665
bel,1968,37.68559
bel,1969,37.58642
bel,1970,37.38624
bel,1971,37.01244
bel,1972,36.6238
bel,1973,36.16962
bel,1974,35.59058
bel,1975,34.8756
bel,1976,34.20568
bel,1977,33.40588
bel,1978,32.52379
bel,1979,31.63653
bel,1980,30.79153
bel,1981,29.99041
bel,1982,29.26903
bel,1983,28.63649
bel,1984,28.08376
bel,1985,27.60809
bel,1986,27.33935
bel,1987,27.09826
bel,1988,26.90147
bel,1989,26.77308
bel,1990,26.72247
bel,1991,26.67587
bel,1992,26.72509
bel,1993,26.84271
bel,1994,26.96158
bel,1995,27.03041
bel,1996,27.08942
bel,1997,27.0575
bel,1998,26.96154
bel,1999,26.86095
bel,2000,26.79034
bel,2001,26.60338
bel,2002,26.47598
bel,2003,26.38626
bel,2004,26.28713
bel,2005,26.15979
bel,2006,26.06884
bel,2007,25.94085
bel,2008,25.80731
bel,2009,25.70945
bel,2010,25.66421
bel,2011,25.77208
bel,2012,25.87193
bel,2013,25.9804
bel,2014,26.09976
bel,2015,26.21932
bel,2016,26.33698
bel,2017,26.4626
bel,2018,26.58436
bel,2019,26.68045
bel,2020,26.73598
ben,1960,68.26278
ben,1961,69.54047
ben,1962,70.82882
ben,1963,72.09959
ben,1964,73.24487
ben,1965,74.20664
ben,1966,75.73511
ben,1967,76.97998
ben,1968,77.99602
ben,1969,78.85649
ben,1970,79.60104
ben,1971,80.97256
ben,1972,82.07963
ben,1973,82.9668
ben,1974,83.67859
ben,1975,84.24951
ben,1976,85.33575
ben,1977,86.19261
ben,1978,86.85176
ben,1979,87.33505
ben,1980,87.66277
ben,1981,88.51705
ben,1982,89.08205
ben,1983,89.43086
ben,1984,89.63958
ben,1985,89.7484
ben,1986,90.31042
ben,1987,90.65923
ben,1988,90.8297
ben,1989,90.85049
ben,1990,90.74879
ben,1991,90.66619
ben,1992,90.37911
ben,1993,89.94227
ben,1994,89.38382
ben,1995,88.71223
ben,1996,88.81396
ben,1997,88.69475
ben,1998,88.40139
ben,1999,87.98314
ben,2000,87.47156
ben,2001,87.176
ben,2002,86.725
ben,2003,86.15644
ben,2004,85.50542
ben,2005,84.79756
ben,2006,84.59019
ben,2007,84.29363
ben,2008,83.90607
ben,2009,83.42186
ben,2010,82.84697
ben,2011,82.50862
ben,2012,82.02268
ben,2013,81.4318
ben,2014,80.7806
ben,2015,80.09107
ben,2016,79.53157
ben,2017,78.88809
ben,2018,78.17438
ben,2019,77.39929
ben,2020,76.5734
bfa,1960,73.32997
bfa,1961,74.35162
bfa,1962,75.08855
bfa,1963,75.62011
bfa,1964,76.04228
bfa,1965,76.40933
bfa,1966,77.50322
bfa,1967,78.46455
bfa,1968,79.27877
bfa,1969,79.89206
bfa,1970,80.27885
bfa,1971,81.49817
bfa,1972,82.33628
bfa,1973,82.90139
bfa,1974,83.35459
bfa,1975,83.78616
bfa,1976,85.05802
bfa,1977,86.26171
bfa,1978,87.35402
bfa,1979,88.25825
bfa,1980,88.95272
bfa,1981,90.39019
bfa,1982,91.42711
bfa,1983,92.18219
bfa,1984,92.78615
bfa,1985,93.27975
bfa,1986,94.24397
bfa,1987,94.93953
bfa,1988,95.38766
bfa,1989,95.5849
bfa,1990,95.5308
bfa,1991,95.8187
bfa,1992,95.83222
bfa,1993,95.59978
bfa,1994,95.15632
bfa,1995,94.54187
bfa,1996,94.53628
bfa,1997,94.26313
bfa,1998,93.80945
bfa,1999,93.26595
bfa,2000,92.67728
bfa,2001,92.66543
bfa,2002,92.47812
bfa,2003,92.15921
bfa,2004,91.7493
bfa,2005,91.27904
bfa,2006,91.31632
bfa,2007,91.19969
bfa,2008,90.95383
bfa,2009,90.58207
bfa,2010,90.08867
bfa,2011,89.92416
bfa,2012,89.53606
bfa,2013,88.98708
bfa,2014,88.33758
bfa,2015,87.61155
bfa,2016,86.94514
bfa,2017,86.20811
bfa,2018,85.37968
bfa,2019,84.43336
bfa,2020,83.37356
bgd,1960,76.11089
bgd,1961,77.34815
bgd,1962,78.20806
bgd,1963,78.86767
bgd,1964,79.56142
bgd,1965,80.38608
bgd,1966,81.68198
bgd,1967,83.00251
bgd,1968,84.22908
bgd,1969,85.09193
bgd,1970,85.38957
bgd,1971,85.97828
bgd,1972,86.31298
bgd,1973,86.40665
bgd,1974,86.41424
bgd,1975,86.4571
bgd,1976,86.8958
bgd,1977,86.95572
bgd,1978,86.747
bgd,1979,86.3041
bgd,1980,85.64787
bgd,1981,85.42258
bgd,1982,84.82314
bgd,1983,83.98175
bgd,1984,83.04615
bgd,1985,82.08036
bgd,1986,81.29269
bgd,1987,80.41114
bgd,1988,79.41435
bgd,1989,78.23904
bgd,1990,76.86544
bgd,1991,75.71812
bgd,1992,74.39936
bgd,1993,72.95635
bgd,1994,71.44921
bgd,1995,69.91361
bgd,1996,68.46625
bgd,1997,66.98728
bgd,1998,65.48764
bgd,1999,63.96902
bgd,2000,62.43913
bgd,2001,61.21362
bgd,2002,59.94188
bgd,2003,58.64531
bgd,2004,57.3413
bgd,2005,56.03081
bgd,2006,54.9801
bgd,2007,53.8967
bgd,2008,52.79204
bgd,2009,51.68395
bgd,2010,50.57925
bgd,2011,49.31334
bgd,2012,48.11181
bgd,2013,46.94748
bgd,2014,45.78572
bgd,2015,44.61856
bgd,2016,43.49189
bgd,2017,42.36276
bgd,2018,41.26876
bgd,2019,40.25479
bgd,2020,39.33424
bgr,1960,39.33827
bgr,1961,38.88626
bgr,1962,38.22494
bgr,1963,37.43838
bgr,1964,36.67359
bgr,1965,36.00208
bgr,1966,35.4642
bgr,1967,34.98618
bgr,1968,34.5679
bgr,1969,34.19169
bgr,1970,33.85321
bgr,1971,33.66048
bgr,1972,33.49894
bgr,1973,33.38256
bgr,1974,33.3185
bgr,1975,33.29874
bgr,1976,33.42721
bgr,1977,33.55577
bgr,1978,33.65057
bgr,1979,33.65966
bgr,1980,33.55715
bgr,1981,33.47209
bgr,1982,33.22572
bgr,1983,32.8886
bgr,1984,32.56532
bgr,1985,32.30263
bgr,1986,31.92016
bgr,1987,31.69432
bgr,1988,31.50055
bgr,1989,31.16275
bgr,1990,30.59444
bgr,1991,30.16001
bgr,1992,29.43347
bgr,1993,28.5129
bgr,1994,27.58013
bgr,1995,26.73834
bgr,1996,25.89449
bgr,1997,25.16087
bgr,1998,24.50263
bgr,1999,23.83343
bgr,2000,23.11596
bgr,2001,22.32469
bgr,2002,21.57846
bgr,2003,20.8755
bgr,2004,20.24561
bgr,2005,19.72445
bgr,2006,19.58083
bgr,2007,19.48025
bgr,2008,19.46033
bgr,2009,19.54382
bgr,2010,19.72426
bgr,2011,20.11475
bgr,2012,20.48196
bgr,2013,20.85989
bgr,2014,21.27555
bgr,2015,21.72316
bgr,2016,21.93938
bgr,2017,22.29206
bgr,2018,22.66989
bgr,2019,22.92382
bgr,2020,22.98963
bhr,1960,74.11435
bhr,1961,77.84936
bhr,1962,81.09638
bhr,1963,84.48684
bhr,1964,88.15357
bhr,1965,91.49096
bhr,1966,89.72971
bhr,1967,88.21265
bhr,1968,87.04249
bhr,1969,86.03125
bhr,1970,85.01785
bhr,1971,82.04133
bhr,1972,78.14712
bhr,1973,74.11625
bhr,1974,70.66189
bhr,1975,68.04395
bhr,1976,64.20205
bhr,1977,61.1514
bhr,1978,58.71994
bhr,1979,56.58723
bhr,1980,54.56296
bhr,1981,53.6529
bhr,1982,53.09828
bhr,1983,52.80449
bhr,1984,52.66742
bhr,1985,52.58387
bhr,1986,52.50963
bhr,1987,52.09088
bhr,1988,51.58066
bhr,1989,50.99679
bhr,1990,50.19444
bhr,1991,49.66286
bhr,1992,48.67039
bhr,1993,47.40699
bhr,1994,46.08324
bhr,1995,44.90687
bhr,1996,44.61343
bhr,1997,44.21513
bhr,1998,44.08531
bhr,1999,44.30304
bhr,2000,44.71536
bhr,2001,42.40452
bhr,2002,40.29547
bhr,2003,38.49208
bhr,2004,36.96492
bhr,2005,35.63539
bhr,2006,32.85348
bhr,2007,30.60639
bhr,2008,28.83121
bhr,2009,27.39103
bhr,2010,26.17178
bhr,2011,26.26468
bhr,2012,26.36562
bhr,2013,26.5582
bhr,2014,26.84013
bhr,2015,27.13881
bhr,2016,26.3887
bhr,2017,25.50771
bhr,2018,24.58438
bhr,2019,23.76604
bhr,2020,23.12274
bhs,1960,78.75863
bhs,1961,78.75583
bhs,1962,79.0895
bhs,1963,79.76407
bhs,1964,80.57099
bhs,1965,81.24816
bhs,1966,80.43315
bhs,1967,79.39051
bhs,1968,78.39895
bhs,1969,77.74207
bhs,1970,77.43635
bhs,1971,75.20142
bhs,1972,74.18396
bhs,1973,73.7896
bhs,1974,73.23559
bhs,1975,72.15621
bhs,1976,70.99587
bhs,1977,68.8563
bhs,1978,66.32288
bhs,1979,64.18218
bhs,1980,62.75954
bhs,1981,60.66087
bhs,1982,59.6705
bhs,1983,59.24761
bhs,1984,58.63323
bhs,1985,57.50524
bhs,1986,56.84835
bhs,1987,55.39534
bhs,1988,53.59679
bhs,1989,52.12055
bhs,1990,51.24896
bhs,1991,50.18347
bhs,1992,49.8886
bhs,1993,49.9667
bhs,1994,49.78638
bhs,1995,49.0472
bhs,1996,48.7678
bhs,1997,47.88371
bhs,1998,46.65674
bhs,1999,45.56665
bhs,2000,44.87462
bhs,2001,44.08103
bhs,2002,43.55264
bhs,2003,43.18549
bhs,2004,42.84839
bhs,2005,42.51875
bhs,2006,41.97936
bhs,2007,41.64778
bhs,2008,41.30883
bhs,2009,40.81431
bhs,2010,40.12346
bhs,2011,39.21328
bhs,2012,38.09207
bhs,2013,36.84886
bhs,2014,35.65307
bhs,2015,34.60929
bhs,2016,33.47037
bhs,2017,32.64691
bhs,2018,32.00363
bhs,2019,31.33934
bhs,2020,30.57495
bih,1960,64.86671
bih,1961,64.9578
bih,1962,64.76164
bih,1963,64.23633
bih,1964,63.43198
bih,1965,62.39897
bih,1966,62.084
bih,1967,61.21647
bih,1968,60.01117
bih,1969,58.79106
bih,1970,57.72046
bih,1971,56.37463
bih,1972,55.38511
bih,1973,54.51106
bih,1974,53.42773
bih,1975,52.02066
bih,1976,50.59913
bih,1977,48.88976
bih,1978,47.0519
bih,1979,45.34442
bih,1980,43.89309
bih,1981,42.45681
bih,1982,41.30153
bih,1983,40.33172
bih,1984,39.39474
bih,1985,38.42766
bih,1986,37.62866
bih,1987,36.8607
bih,1988,36.14749
bih,1989,35.50679
bih,1990,34.88574
bih,1991,34.14704
bih,1992,33.48733
bih,1993,32.8793
bih,1994,32.35871
bih,1995,32.01492
bih,1996,31.60413
bih,1997,31.31733
bih,1998,31.09501
bih,1999,30.79567
bih,2000,30.3192
bih,2001,29.72
bih,2002,28.81344
bih,2003,27.71874
bih,2004,26.6524
bih,2005,25.73625
bih,2006,24.72177
bih,2007,24.03381
bih,2008,23.53322
bih,2009,23.00685
bih,2010,22.38451
bih,2011,22.39172
bih,2012,22.16515
bih,2013,21.82618
bih,2014,21.62643
bih,2015,21.68755
bih,2016,21.31588
bih,2017,21.30272
bih,2018,21.47394
bih,2019,21.57514
bih,2020,21.49509
blr,1960,46.05958
blr,1961,47.51497
blr,1962,48.48646
blr,1963,49.05084
blr,1964,49.38327
blr,1965,49.55425
blr,1966,49.14402
blr,1967,48.60308
blr,1968,47.86623
blr,1969,46.88591
blr,1970,45.69853
blr,1971,44.08585
blr,1972,42.64484
blr,1973,41.34458
blr,1974,40.12588
blr,1975,38.94428
blr,1976,38.05938
blr,1977,36.9872
blr,1978,35.86814
blr,1979,34.92808
blr,1980,34.28775
blr,1981,33.85826
