geo,time,sh_hiv_incd_tl
sle,2001,6600
sle,2002,6700
sle,2003,6900
sle,2004,7000
sle,2005,7100
sle,2006,7000
sle,2007,7000
sle,2008,6800
sle,2009,6800
sle,2010,6500
sle,2011,6300
sle,2012,6000
sle,2013,6100
sle,2014,6300
sle,2015,6200
sle,2016,6100
sle,2017,6000
sle,2018,5700
sle,2019,5600
sle,2020,5400
slv,1990,500
slv,1991,500
slv,1992,680
slv,1993,880
slv,1994,1100
slv,1995,1300
slv,1996,1400
slv,1997,1600
slv,1998,1700
slv,1999,1800
slv,2000,1800
slv,2001,1800
slv,2002,1800
slv,2003,1800
slv,2004,1800
slv,2005,1800
slv,2006,1800
slv,2007,1700
slv,2008,1700
slv,2009,1600
slv,2010,1600
slv,2011,1500
slv,2012,1400
slv,2013,1400
slv,2014,1300
slv,2015,1200
slv,2016,1200
slv,2017,1100
slv,2018,1000
slv,2019,920
slv,2020,850
som,1990,500
som,1991,560
som,1992,690
som,1993,820
som,1994,970
som,1995,1100
som,1996,1300
som,1997,1400
som,1998,1600
som,1999,1800
som,2000,1800
som,2001,1900
som,2002,1900
som,2003,1800
som,2004,1800
som,2005,1700
som,2006,1400
som,2007,1300
som,2008,1100
som,2009,880
som,2010,710
som,2011,590
som,2012,500
som,2013,500
som,2014,500
som,2015,500
som,2016,500
som,2017,500
som,2018,500
som,2019,500
som,2020,500
srb,1990,200
srb,1991,200
srb,1992,200
srb,1993,200
srb,1994,100
srb,1995,100
srb,1996,100
srb,1997,100
srb,1998,100
srb,1999,100
srb,2000,100
srb,2001,100
srb,2002,100
srb,2003,100
srb,2004,200
srb,2005,200
srb,2006,200
srb,2007,200
srb,2008,200
srb,2009,200
srb,2010,200
srb,2011,200
srb,2012,200
srb,2013,200
srb,2014,200
srb,2015,200
srb,2016,500
srb,2017,500
srb,2018,500
srb,2019,500
srb,2020,500
ssd,1990,6200
ssd,1991,7000
ssd,1992,7900
ssd,1993,8500
ssd,1994,9000
ssd,1995,10000
ssd,1996,10000
ssd,1997,11000
ssd,1998,12000
ssd,1999,12000
ssd,2000,12000
ssd,2001,12000
ssd,2002,13000
ssd,2003,13000
ssd,2004,13000
ssd,2005,13000
ssd,2006,13000
ssd,2007,14000
ssd,2008,14000
ssd,2009,15000
ssd,2010,15000
ssd,2011,15000
ssd,2012,16000
ssd,2013,16000
ssd,2014,16000
ssd,2015,16000
ssd,2016,17000
ssd,2017,17000
ssd,2018,17000
ssd,2019,17000
ssd,2020,17000
sur,1990,200
sur,1991,200
sur,1992,200
sur,1993,500
sur,1994,500
sur,1995,500
sur,1996,500
sur,1997,500
sur,1998,500
sur,1999,500
sur,2000,500
sur,2001,500
sur,2002,500
sur,2003,500
sur,2004,500
sur,2005,500
sur,2006,500
sur,2007,500
sur,2008,500
sur,2009,500
sur,2010,500
sur,2011,500
sur,2012,500
sur,2013,500
sur,2014,500
sur,2015,500
sur,2016,200
sur,2017,200
sur,2018,200
sur,2019,200
sur,2020,200
svn,1990,100
svn,1991,100
svn,1992,100
svn,1993,100
svn,1994,100
svn,1995,100
svn,1996,100
svn,1997,100
svn,1998,100
svn,1999,100
svn,2000,100
svn,2001,100
svn,2002,100
svn,2003,100
svn,2004,100
svn,2005,100
svn,2006,100
svn,2007,100
svn,2008,100
svn,2009,100
svn,2010,100
svn,2011,100
svn,2012,100
svn,2013,100
svn,2014,100
svn,2015,100
svn,2016,100
svn,2017,100
svn,2018,100
svn,2019,100
svn,2020,100
swz,1990,2400
swz,1991,4600
swz,1992,7900
swz,1993,12000
swz,1994,16000
swz,1995,18000
swz,1996,19000
swz,1997,19000
swz,1998,18000
swz,1999,18000
swz,2000,17000
swz,2001,17000
swz,2002,16000
swz,2003,16000
swz,2004,16000
swz,2005,16000
swz,2006,15000
swz,2007,15000
swz,2008,15000
swz,2009,14000
swz,2010,14000
swz,2011,13000
swz,2012,13000
swz,2013,12000
swz,2014,12000
swz,2015,10000
swz,2016,9000
swz,2017,7700
swz,2018,6100
swz,2019,5400
swz,2020,4800
syr,1990,100
syr,1991,100
syr,1992,100
syr,1993,100
syr,1994,100
syr,1995,100
syr,1996,100
syr,1997,100
syr,1998,100
syr,1999,100
syr,2000,100
syr,2001,100
syr,2002,100
syr,2003,100
syr,2004,100
syr,2005,100
syr,2006,100
syr,2007,100
syr,2008,100
syr,2009,100
syr,2010,100
syr,2011,100
syr,2012,100
syr,2013,100
syr,2014,100
syr,2015,100
syr,2016,100
syr,2017,100
syr,2018,100
syr,2019,100
syr,2020,100
tcd,1990,8100
tcd,1991,9800
tcd,1992,11000
tcd,1993,12000
tcd,1994,12000
tcd,1995,12000
tcd,1996,12000
tcd,1997,12000
tcd,1998,11000
tcd,1999,11000
tcd,2000,11000
tcd,2001,10000
tcd,2002,10000
tcd,2003,9800
tcd,2004,9700
tcd,2005,9500
tcd,2006,9000
tcd,2007,8600
tcd,2008,8500
tcd,2009,7700
tcd,2010,7100
tcd,2011,6700
tcd,2012,6500
tcd,2013,5900
tcd,2014,5200
tcd,2015,5300
tcd,2016,4800
tcd,2017,4800
tcd,2018,4500
tcd,2019,4000
tcd,2020,3500
tgo,1990,6700
tgo,1991,7600
tgo,1992,8600
tgo,1993,9800
tgo,1994,11000
tgo,1995,12000
tgo,1996,13000
tgo,1997,14000
tgo,1998,14000
tgo,1999,13000
tgo,2000,12000
tgo,2001,12000
tgo,2002,11000
tgo,2003,10000
tgo,2004,9900
tgo,2005,9700
tgo,2006,9200
tgo,2007,9100
tgo,2008,8700
tgo,2009,8300
tgo,2010,7500
tgo,2011,6300
tgo,2012,5800
tgo,2013,5400
tgo,2014,5200
tgo,2015,5200
tgo,2016,4900
tgo,2017,4700
tgo,2018,4200
tgo,2019,3900
tgo,2020,3600
tha,1990,140000
tha,1991,160000
tha,1992,150000
tha,1993,120000
tha,1994,97000
tha,1995,79000
tha,1996,66000
tha,1997,56000
tha,1998,50000
tha,1999,45000
tha,2000,40000
tha,2001,37000
tha,2002,33000
tha,2003,30000
tha,2004,27000
tha,2005,23000
tha,2006,21000
tha,2007,19000
tha,2008,17000
tha,2009,16000
tha,2010,15000
tha,2011,14000
tha,2012,13000
tha,2013,12000
tha,2014,12000
tha,2015,11000
tha,2016,9500
tha,2017,8800
tha,2018,7900
tha,2019,7200
tha,2020,6600
tjk,1990,100
tjk,1991,100
tjk,1992,100
tjk,1993,100
tjk,1994,100
tjk,1995,100
tjk,1996,100
tjk,1997,100
tjk,1998,100
tjk,1999,100
tjk,2000,100
tjk,2001,100
tjk,2002,100
tjk,2003,200
tjk,2004,500
tjk,2005,500
tjk,2006,560
tjk,2007,780
tjk,2008,1000
tjk,2009,1200
tjk,2010,1400
tjk,2011,1500
tjk,2012,1500
tjk,2013,1400
tjk,2014,1400
tjk,2015,1300
tjk,2016,1200
tjk,2017,1100
tjk,2018,1000
tjk,2019,1000
tjk,2020,810
tls,1990,100
tls,1991,100
tls,1992,100
tls,1993,100
tls,1994,100
tls,1995,100
tls,1996,100
tls,1997,100
tls,1998,100
tls,1999,100
tls,2000,100
tls,2001,100
tls,2002,100
tls,2003,100
tls,2004,100
tls,2005,100
tls,2006,100
tls,2007,100
tls,2008,100
tls,2009,100
tls,2010,100
tls,2011,100
tls,2012,100
tls,2013,100
tls,2014,200
tls,2015,200
tls,2016,200
tls,2017,200
tls,2018,200
tls,2019,200
tls,2020,200
tto,1990,500
tto,1991,500
tto,1992,530
tto,1993,620
tto,1994,710
tto,1995,810
tto,1996,890
tto,1997,980
tto,1998,1000
tto,1999,1100
tto,2000,1100
tto,2001,1100
tto,2002,1100
tto,2003,1100
tto,2004,1000
tto,2005,940
tto,2006,850
tto,2007,760
tto,2008,660
tto,2009,590
tto,2010,500
tto,2011,500
tto,2012,500
tto,2013,500
tto,2014,500
tto,2015,200
tto,2016,200
tto,2017,200
tto,2018,200
tto,2019,200
tto,2020,200
tun,1990,100
tun,1991,100
tun,1992,100
tun,1993,100
tun,1994,100
tun,1995,100
tun,1996,200
tun,1997,200
tun,1998,200
tun,1999,200
tun,2000,200
tun,2001,500
tun,2002,500
tun,2003,500
tun,2004,500
tun,2005,500
tun,2006,500
tun,2007,500
tun,2008,500
tun,2009,500
tun,2010,500
tun,2011,500
tun,2012,500
tun,2013,500
tun,2014,500
tun,2015,500
tun,2016,500
tun,2017,500
tun,2018,500
tun,2019,500
tun,2020,500
tza,1990,120000
tza,1991,130000
tza,1992,140000
tza,1993,140000
tza,1994,150000
tza,1995,140000
tza,1996,140000
tza,1997,140000
tza,1998,140000
tza,1999,130000
tza,2000,130000
tza,2001,130000
tza,2002,130000
tza,2003,120000
tza,2004,120000
tza,2005,120000
tza,2006,120000
tza,2007,110000
tza,2008,110000
tza,2009,110000
tza,2010,110000
tza,2011,100000
tza,2012,100000
tza,2013,99000
tza,2014,99000
tza,2015,97000
tza,2016,96000
tza,2017,91000
tza,2018,85000
tza,2019,79000
tza,2020,68000
uga,1990,110000
uga,1991,110000
uga,1992,110000
uga,1993,100000
uga,1994,100000
uga,1995,100000
uga,1996,100000
uga,1997,100000
uga,1998,100000
uga,1999,100000
uga,2000,100000
uga,2001,100000
uga,2002,100000
uga,2003,100000
uga,2004,98000
uga,2005,99000
uga,2006,98000
uga,2007,99000
uga,2008,99000
uga,2009,97000
uga,2010,94000
uga,2011,89000
uga,2012,81000
uga,2013,77000
uga,2014,71000
uga,2015,66000
uga,2016,64000
uga,2017,59000
uga,2018,50000
uga,2019,48000
uga,2020,38000
ukr,1990,740
ukr,1991,1600
ukr,1992,3200
ukr,1993,6100
ukr,1994,11000
ukr,1995,17000
ukr,1996,24000
ukr,1997,28000
ukr,1998,31000
ukr,1999,32000
ukr,2000,31000
ukr,2001,28000
ukr,2002,25000
ukr,2003,22000
ukr,2004,20000
ukr,2005,17000
ukr,2006,15000
ukr,2007,14000
ukr,2008,13000
ukr,2009,12000
ukr,2010,12000
ukr,2011,12000
ukr,2012,12000
ukr,2013,11000
ukr,2014,11000
ukr,2015,11000
ukr,2016,11000
ukr,2017,11000
ukr,2018,10000
ukr,2019,9800
ukr,2020,9300
ury,1990,500
ury,1991,500
ury,1992,500
ury,1993,500
ury,1994,500
ury,1995,500
ury,1996,500
ury,1997,500
ury,1998,530
ury,1999,550
ury,2000,570
ury,2001,590
ury,2002,610
ury,2003,640
ury,2004,500
ury,2005,500
ury,2006,500
ury,2007,500
ury,2008,530
ury,2009,570
ury,2010,600
ury,2011,590
ury,2012,600
ury,2013,620
ury,2014,570
ury,2015,590
ury,2016,600
ury,2017,620
ury,2018,620
ury,2019,640
ury,2020,660
usa,2010,40000
usa,2011,39000
usa,2012,39000
usa,2013,37000
usa,2014,38000
usa,2015,38000
usa,2016,38000
usa,2017,37000
usa,2018,36000
usa,2019,35000
uzb,1990,100
uzb,1991,100
uzb,1992,100
uzb,1993,500
uzb,1994,500
uzb,1995,500
uzb,1996,500
uzb,1997,500
uzb,1998,200
uzb,1999,100
uzb,2000,100
uzb,2001,200
uzb,2002,500
uzb,2003,1000
uzb,2004,2300
uzb,2005,2900
uzb,2006,3500
uzb,2007,4000
uzb,2008,4400
uzb,2009,4700
uzb,2010,4900
uzb,2011,5100
uzb,2012,5200
uzb,2013,5200
uzb,2014,5100
uzb,2015,5000
uzb,2016,4700
uzb,2017,4500
uzb,2018,4100
uzb,2019,3100
uzb,2020,2700
ven,1990,870
ven,1991,970
ven,1992,1200
ven,1993,1600
ven,1994,2200
ven,1995,3100
ven,1996,4400
ven,1997,6300
ven,1998,8300
ven,1999,9900
ven,2000,11000
ven,2001,11000
ven,2002,11000
ven,2003,11000
ven,2004,9300
ven,2005,8300
ven,2006,7500
ven,2007,7000
ven,2008,6700
ven,2009,6600
ven,2010,6500
ven,2011,6300
ven,2012,6100
ven,2013,5800
ven,2014,5400
ven,2015,4900
ven,2016,4300
ven,2017,3800
ven,2018,3200
ven,2019,2700
ven,2020,2200
vnm,1990,980
vnm,1991,2200
vnm,1992,4500
vnm,1993,8000
vnm,1994,12000
vnm,1995,15000
vnm,1996,17000
vnm,1997,18000
vnm,1998,18000
vnm,1999,19000
vnm,2000,20000
vnm,2001,20000
vnm,2002,21000
vnm,2003,21000
vnm,2004,20000
vnm,2005,19000
vnm,2006,18000
vnm,2007,17000
vnm,2008,16000
vnm,2009,15000
vnm,2010,14000
vnm,2011,14000
vnm,2012,13000
vnm,2013,12000
vnm,2014,11000
vnm,2015,11000
vnm,2016,9400
vnm,2017,8100
vnm,2018,7300
vnm,2019,6700
vnm,2020,6100
yem,1990,200
yem,1991,200
yem,1992,200
yem,1993,200
yem,1994,500
yem,1995,500
yem,1996,500
yem,1997,500
yem,1998,500
yem,1999,500
yem,2000,500
yem,2001,500
yem,2002,500
yem,2003,500
yem,2004,500
yem,2005,500
yem,2006,500
yem,2007,530
yem,2008,560
yem,2009,600
yem,2010,630
yem,2011,670
yem,2012,710
yem,2013,750
yem,2014,800
yem,2015,840
yem,2016,890
yem,2017,930
yem,2018,970
yem,2019,1000
yem,2020,1100
zaf,1990,58000
zaf,1991,100000
zaf,1992,160000
zaf,1993,230000
zaf,1994,290000
zaf,1995,360000
zaf,1996,410000
zaf,1997,460000
zaf,1998,490000
zaf,1999,510000
zaf,2000,520000
zaf,2001,520000
zaf,2002,520000
zaf,2003,510000
zaf,2004,500000
zaf,2005,500000
zaf,2006,490000
zaf,2007,480000
zaf,2008,460000
zaf,2009,450000
zaf,2010,420000
zaf,2011,400000
zaf,2012,380000
zaf,2013,360000
zaf,2014,340000
zaf,2015,310000
zaf,2016,300000
zaf,2017,290000
zaf,2018,260000
zaf,2019,250000
zaf,2020,230000
zmb,1990,100000
zmb,1991,110000
zmb,1992,110000
zmb,1993,110000
zmb,1994,110000
zmb,1995,110000
zmb,1996,100000
zmb,1997,100000
zmb,1998,100000
zmb,1999,99000
zmb,2000,97000
zmb,2001,95000
zmb,2002,94000
zmb,2003,93000
zmb,2004,90000
zmb,2005,86000
zmb,2006,83000
zmb,2007,81000
zmb,2008,76000
zmb,2009,74000
zmb,2010,74000
zmb,2011,74000
zmb,2012,74000
zmb,2013,71000
zmb,2014,71000
zmb,2015,73000
zmb,2016,73000
zmb,2017,75000
zmb,2018,78000
zmb,2019,73000
zmb,2020,69000
zwe,1990,210000
zwe,1991,220000
zwe,1992,220000
zwe,1993,210000
zwe,1994,200000
zwe,1995,180000
zwe,1996,160000
zwe,1997,150000
zwe,1998,140000
zwe,1999,130000
zwe,2000,120000
zwe,2001,110000
zwe,2002,100000
zwe,2003,99000
zwe,2004,95000
zwe,2005,90000
zwe,2006,87000
zwe,2007,84000
zwe,2008,80000
zwe,2009,77000
zwe,2010,73000
zwe,2011,65000
zwe,2012,56000
zwe,2013,53000
zwe,2014,49000
zwe,2015,45000
zwe,2016,41000
zwe,2017,36000
zwe,2018,30000
zwe,2019,30000
zwe,2020,25000
