geo,time,sh_hiv_incd_tl
bra,2020,48000
btn,1990,100
btn,1991,100
btn,1992,100
btn,1993,100
btn,1994,100
btn,1995,100
btn,1996,100
btn,1997,100
btn,1998,100
btn,1999,100
btn,2000,200
btn,2001,200
btn,2002,200
btn,2003,200
btn,2004,200
btn,2005,200
btn,2006,200
btn,2007,200
btn,2008,200
btn,2009,200
btn,2010,200
btn,2011,100
btn,2012,100
btn,2013,100
btn,2014,100
btn,2015,100
btn,2016,100
btn,2017,100
btn,2018,100
btn,2019,100
btn,2020,100
bwa,1990,16000
bwa,1991,23000
bwa,1992,28000
bwa,1993,33000
bwa,1994,36000
bwa,1995,37000
bwa,1996,36000
bwa,1997,34000
bwa,1998,32000
bwa,1999,30000
bwa,2000,27000
bwa,2001,25000
bwa,2002,23000
bwa,2003,21000
bwa,2004,19000
bwa,2005,17000
bwa,2006,16000
bwa,2007,15000
bwa,2008,15000
bwa,2009,14000
bwa,2010,14000
bwa,2011,14000
bwa,2012,13000
bwa,2013,12000
bwa,2014,12000
bwa,2015,12000
bwa,2016,11000
bwa,2017,10000
bwa,2018,9800
bwa,2019,9200
bwa,2020,8900
che,1990,1200
che,1991,970
che,1992,790
che,1993,650
che,1994,560
che,1995,500
che,1996,500
che,1997,500
che,1998,550
che,1999,600
che,2000,640
che,2001,680
che,2002,700
che,2003,690
che,2004,660
che,2005,620
che,2006,570
che,2007,520
che,2008,500
che,2009,500
che,2010,500
che,2011,500
che,2012,500
che,2013,500
che,2014,500
che,2015,500
che,2016,500
che,2017,500
che,2018,500
chl,1990,710
chl,1991,900
chl,1992,1100
chl,1993,1400
chl,1994,1700
chl,1995,2000
chl,1996,2300
chl,1997,2500
chl,1998,2700
chl,1999,2700
chl,2000,2700
chl,2001,2500
chl,2002,2200
chl,2003,2000
chl,2004,1900
chl,2005,1900
chl,2006,1900
chl,2007,2100
chl,2008,2300
chl,2009,2700
chl,2010,3100
chl,2011,3500
chl,2012,3800
chl,2013,4100
chl,2014,4400
chl,2015,4700
chl,2016,4800
chl,2017,5000
chl,2018,5000
chl,2019,5100
chl,2020,5000
civ,1990,73000
civ,1991,84000
civ,1992,91000
civ,1993,96000
civ,1994,96000
civ,1995,93000
civ,1996,84000
civ,1997,80000
civ,1998,72000
civ,1999,65000
civ,2000,60000
civ,2001,55000
civ,2002,49000
civ,2003,45000
civ,2004,41000
civ,2005,37000
civ,2006,34000
civ,2007,31000
civ,2008,27000
civ,2009,25000
civ,2010,22000
civ,2011,21000
civ,2012,18000
civ,2013,15000
civ,2014,14000
civ,2015,12000
civ,2016,12000
civ,2017,10000
civ,2018,8600
civ,2019,6800
civ,2020,6200
cmr,1990,16000
cmr,1991,21000
cmr,1992,27000
cmr,1993,34000
cmr,1994,41000
cmr,1995,47000
cmr,1996,53000
cmr,1997,58000
cmr,1998,62000
cmr,1999,61000
cmr,2000,60000
cmr,2001,57000
cmr,2002,55000
cmr,2003,51000
cmr,2004,48000
cmr,2005,46000
cmr,2006,44000
cmr,2007,42000
cmr,2008,40000
cmr,2009,39000
cmr,2010,35000
cmr,2011,33000
cmr,2012,30000
cmr,2013,27000
cmr,2014,26000
cmr,2015,24000
cmr,2016,23000
cmr,2017,20000
cmr,2018,18000
cmr,2019,17000
cmr,2020,15000
cod,1990,63000
cod,1991,67000
cod,1992,70000
cod,1993,71000
cod,1994,70000
cod,1995,69000
cod,1996,67000
cod,1997,65000
cod,1998,61000
cod,1999,59000
cod,2000,57000
cod,2001,55000
cod,2002,54000
cod,2003,51000
cod,2004,49000
cod,2005,48000
cod,2006,46000
cod,2007,44000
cod,2008,43000
cod,2009,41000
cod,2010,39000
cod,2011,38000
cod,2012,36000
cod,2013,33000
cod,2014,31000
cod,2015,30000
cod,2016,28000
cod,2017,27000
cod,2018,25000
cod,2019,22000
cod,2020,20000
cog,1990,11000
cog,1991,11000
cog,1992,10000
cog,1993,9000
cog,1994,8200
cog,1995,8000
cog,1996,7900
cog,1997,7800
cog,1998,7300
cog,1999,7500
cog,2000,7200
cog,2001,7100
cog,2002,7300
cog,2003,7100
cog,2004,7200
cog,2005,6900
cog,2006,6800
cog,2007,6900
cog,2008,7200
cog,2009,7000
cog,2010,7200
cog,2011,7200
cog,2012,7500
cog,2013,7800
cog,2014,8200
cog,2015,8600
cog,2016,8700
cog,2017,8900
cog,2018,9400
cog,2019,9700
cog,2020,10000
col,1990,7400
col,1991,8800
col,1992,9800
col,1993,11000
col,1994,11000
col,1995,11000
col,1996,11000
col,1997,11000
col,1998,11000
col,1999,11000
col,2000,11000
col,2001,11000
col,2002,11000
col,2003,9800
col,2004,8600
col,2005,8800
col,2006,9300
col,2007,8900
col,2008,8400
col,2009,9300
col,2010,10000
col,2011,10000
col,2012,10000
col,2013,10000
col,2014,9800
col,2015,9600
col,2016,9400
col,2017,9100
col,2018,9200
col,2019,9400
col,2020,9300
com,1990,100
com,1991,100
com,1992,100
com,1993,100
com,1994,100
com,1995,100
com,1996,100
com,1997,100
com,1998,100
com,1999,100
com,2000,100
com,2001,100
com,2002,100
com,2003,100
com,2004,100
com,2005,100
com,2006,100
com,2007,100
com,2008,100
com,2009,100
com,2010,100
com,2011,100
com,2012,100
com,2013,100
com,2014,100
com,2015,100
com,2016,100
com,2017,100
com,2018,100
com,2019,100
com,2020,100
cri,1990,500
cri,1991,500
cri,1992,500
cri,1993,500
cri,1994,500
cri,1995,500
cri,1996,500
cri,1997,500
cri,1998,500
cri,1999,500
cri,2000,500
cri,2001,500
cri,2002,500
cri,2003,500
cri,2004,500
cri,2005,500
cri,2006,500
cri,2007,500
cri,2008,520
cri,2009,550
cri,2010,590
cri,2011,640
cri,2012,700
cri,2013,770
cri,2014,860
cri,2015,960
cri,2016,1100
cri,2017,1200
cri,2018,1400
cri,2019,1500
cri,2020,1700
cub,1990,200
cub,1991,200
cub,1992,200
cub,1993,200
cub,1994,200
cub,1995,500
cub,1996,500
cub,1997,500
cub,1998,510
cub,1999,640
cub,2000,800
cub,2001,980
cub,2002,1200
cub,2003,1400
cub,2004,1500
cub,2005,1700
cub,2006,1800
cub,2007,1900
cub,2008,2000
cub,2009,2000
cub,2010,2100
cub,2011,2100
cub,2012,2100
cub,2013,2100
cub,2014,2100
cub,2015,2100
cub,2016,2100
cub,2017,2100
cub,2018,2100
cub,2019,2000
cub,2020,2000
deu,1990,3600
deu,1991,3100
deu,1992,2600
deu,1993,2200
deu,1994,2100
deu,1995,2200
deu,1996,2200
deu,1997,2200
deu,1998,2200
deu,1999,2200
deu,2000,2200
deu,2001,2400
deu,2002,2800
deu,2003,3100
deu,2004,3200
deu,2005,3300
deu,2006,3300
deu,2007,3300
deu,2008,3100
deu,2009,3000
deu,2010,2900
deu,2011,2500
deu,2012,2800
deu,2013,2800
deu,2014,2800
deu,2015,2800
deu,2016,2900
deu,2017,2600
deu,2018,2700
deu,2019,2700
deu,2020,2600
dji,1990,200
dji,1991,500
dji,1992,500
dji,1993,740
dji,1994,1200
dji,1995,1700
dji,1996,2200
dji,1997,2700
dji,1998,2700
dji,1999,2300
dji,2000,1900
dji,2001,1400
dji,2002,1200
dji,2003,800
dji,2004,670
dji,2005,590
dji,2006,520
dji,2007,500
dji,2008,500
dji,2009,500
dji,2010,500
dji,2011,500
dji,2012,500
dji,2013,500
dji,2014,500
dji,2015,200
dji,2016,200
dji,2017,200
dji,2018,200
dji,2019,200
dji,2020,200
dnk,1990,500
dnk,1991,500
dnk,1992,500
dnk,1993,500
dnk,1994,500
dnk,1995,500
dnk,1996,500
dnk,1997,500
dnk,1998,500
dnk,1999,500
dnk,2000,500
dnk,2001,500
dnk,2002,500
dnk,2003,500
dnk,2004,500
dnk,2005,500
dnk,2006,500
dnk,2007,500
dnk,2008,500
dnk,2009,500
dnk,2010,500
dnk,2011,500
dnk,2012,500
dnk,2013,500
dnk,2014,500
dnk,2015,200
dnk,2016,200
dnk,2017,200
dnk,2018,200
dnk,2019,200
dnk,2020,200
dom,1990,6800
dom,1991,8600
dom,1992,10000
dom,1993,12000
dom,1994,12000
dom,1995,12000
dom,1996,11000
dom,1997,11000
dom,1998,11000
dom,1999,9900
dom,2000,8800
dom,2001,7700
dom,2002,6800
dom,2003,6100
dom,2004,5200
dom,2005,4700
dom,2006,4200
dom,2007,3700
dom,2008,3800
dom,2009,3600
dom,2010,3500
dom,2011,3400
dom,2012,3400
dom,2013,3400
dom,2014,3400
dom,2015,3500
dom,2016,3500
dom,2017,3500
dom,2018,3400
dom,2019,3400
dom,2020,3400
dza,1990,100
dza,1991,200
dza,1992,200
dza,1993,200
dza,1994,200
dza,1995,200
dza,1996,500
dza,1997,500
dza,1998,500
dza,1999,500
dza,2000,500
dza,2001,500
dza,2002,500
dza,2003,500
dza,2004,500
dza,2005,500
dza,2006,530
dza,2007,570
dza,2008,600
dza,2009,660
dza,2010,720
dza,2011,820
dza,2012,950
dza,2013,1100
dza,2014,1400
dza,2015,1700
dza,2016,1700
dza,2017,1700
dza,2018,1700
dza,2019,1600
dza,2020,1700
ecu,1990,1100
ecu,1991,1300
ecu,1992,1500
ecu,1993,1700
ecu,1994,1900
ecu,1995,2000
ecu,1996,2200
ecu,1997,2300
ecu,1998,2400
ecu,1999,2500
ecu,2000,2600
ecu,2001,2700
ecu,2002,2800
ecu,2003,2900
ecu,2004,3000
ecu,2005,2900
ecu,2006,2400
ecu,2007,2500
ecu,2008,2400
ecu,2009,2400
ecu,2010,2500
ecu,2011,2400
ecu,2012,2400
ecu,2013,2400
ecu,2014,2500
ecu,2015,2500
ecu,2016,2400
ecu,2017,2400
ecu,2018,2300
ecu,2019,2200
ecu,2020,2100
egy,1990,100
egy,1991,100
egy,1992,100
egy,1993,100
egy,1994,100
egy,1995,100
egy,1996,200
egy,1997,200
egy,1998,200
egy,1999,200
egy,2000,500
egy,2001,500
egy,2002,500
egy,2003,500
egy,2004,500
egy,2005,500
egy,2006,540
egy,2007,610
egy,2008,720
egy,2009,840
egy,2010,980
egy,2011,1100
egy,2012,1300
egy,2013,1500
egy,2014,1800
egy,2015,2000
egy,2016,2300
egy,2017,2600
egy,2018,2800
egy,2019,3000
egy,2020,3300
eri,1990,2700
eri,1991,3100
eri,1992,3100
eri,1993,3200
eri,1994,3000
eri,1995,2700
eri,1996,2400
eri,1997,2100
eri,1998,1800
eri,1999,1500
eri,2000,1300
eri,2001,1300
eri,2002,1200
eri,2003,1200
eri,2004,1200
eri,2005,1100
eri,2006,1000
eri,2007,920
eri,2008,830
eri,2009,750
eri,2010,680
eri,2011,590
eri,2012,500
eri,2013,500
eri,2014,500
eri,2015,500
eri,2016,500
eri,2017,500
eri,2018,500
eri,2019,500
eri,2020,500
esp,1990,13000
esp,1991,11000
esp,1992,9500
esp,1993,7900
esp,1994,6600
esp,1995,5600
esp,1996,4800
esp,1997,4200
esp,1998,3700
esp,1999,3400
esp,2000,3200
esp,2001,3000
esp,2002,2900
esp,2003,2900
esp,2004,2900
esp,2005,3000
esp,2006,3200
esp,2007,3400
esp,2008,3600
esp,2009,3900
esp,2010,4100
esp,2011,4200
esp,2012,4300
esp,2013,4300
esp,2014,4300
esp,2015,4200
esp,2016,4100
esp,2017,4000
esp,2018,3900
esp,2019,3700
esp,2020,3500
est,1990,100
est,1991,100
est,1992,100
est,1993,100
est,1994,100
est,1995,100
est,1996,100
est,1997,100
est,1998,100
est,1999,100
est,2000,500
est,2001,1200
est,2002,980
est,2003,800
est,2004,670
est,2005,570
est,2006,500
est,2007,500
est,2008,500
est,2009,500
est,2010,500
est,2011,500
est,2012,500
est,2013,500
est,2014,500
est,2015,500
est,2016,500
est,2017,500
est,2018,500
est,2019,500
est,2020,500
eth,1990,100000
eth,1991,120000
eth,1992,120000
eth,1993,120000
eth,1994,120000
eth,1995,100000
eth,1996,92000
eth,1997,84000
eth,1998,74000
eth,1999,69000
eth,2000,64000
eth,2001,57000
eth,2002,52000
eth,2003,47000
eth,2004,44000
eth,2005,41000
eth,2006,38000
eth,2007,35000
eth,2008,31000
eth,2009,29000
eth,2010,27000
eth,2011,24000
eth,2012,22000
eth,2013,19000
eth,2014,18000
eth,2015,17000
eth,2016,16000
eth,2017,15000
eth,2018,14000
eth,2019,13000
eth,2020,12000
fji,1990,100
fji,1991,100
fji,1992,100
fji,1993,100
fji,1994,100
fji,1995,100
fji,1996,100
fji,1997,100
fji,1998,100
fji,1999,100
fji,2000,100
fji,2001,100
fji,2002,100
fji,2003,100
fji,2004,100
fji,2005,100
fji,2006,100
fji,2007,100
fji,2008,100
fji,2009,100
fji,2010,100
fji,2011,100
fji,2012,100
fji,2013,100
fji,2014,100
fji,2015,200
fji,2016,200
fji,2017,200
fji,2018,200
fji,2019,200
fji,2020,200
gab,1990,1700
gab,1991,2300
gab,1992,2900
gab,1993,3600
gab,1994,4300
gab,1995,5000
gab,1996,5400
gab,1997,5300
gab,1998,5200
gab,1999,4800
gab,2000,4400
gab,2001,4000
gab,2002,3800
gab,2003,3400
gab,2004,3200
gab,2005,3200
gab,2006,2900
gab,2007,2800
gab,2008,2700
gab,2009,2800
gab,2010,2500
gab,2011,2400
gab,2012,2200
gab,2013,2000
gab,2014,1900
gab,2015,1800
gab,2016,1500
gab,2017,1400
gab,2018,1200
gab,2019,1100
gab,2020,1000
geo,1990,100
geo,1991,100
geo,1992,100
geo,1993,100
geo,1994,100
geo,1995,100
geo,1996,100
geo,1997,100
geo,1998,100
geo,1999,100
geo,2000,100
geo,2001,100
geo,2002,200
geo,2003,200
geo,2004,500
geo,2005,500
geo,2006,500
geo,2007,500
geo,2008,500
geo,2009,500
geo,2010,520
geo,2011,570
geo,2012,600
geo,2013,600
geo,2014,620
geo,2015,630
geo,2016,640
geo,2017,640
geo,2018,650
geo,2019,660
geo,2020,680
gha,1990,27000
gha,1991,30000
gha,1992,33000
gha,1993,35000
gha,1994,34000
gha,1995,35000
gha,1996,34000
gha,1997,33000
gha,1998,31000
gha,1999,31000
gha,2000,29000
gha,2001,29000
gha,2002,28000
gha,2003,27000
gha,2004,27000
gha,2005,26000
gha,2006,26000
gha,2007,25000
gha,2008,25000
gha,2009,24000
gha,2010,24000
gha,2011,23000
gha,2012,22000
gha,2013,23000
gha,2014,22000
gha,2015,23000
gha,2016,22000
gha,2017,22000
gha,2018,22000
gha,2019,21000
gha,2020,19000
gin,1990,4700
gin,1991,5700
gin,1992,6700
gin,1993,7400
gin,1994,8200
gin,1995,8700
gin,1996,9200
gin,1997,9700
gin,1998,9700
gin,1999,9700
gin,2000,9800
gin,2001,9500
gin,2002,9300
gin,2003,9000
gin,2004,8900
gin,2005,8800
gin,2006,8800
gin,2007,8500
gin,2008,8500
gin,2009,8200
gin,2010,8000
gin,2011,7500
gin,2012,7200
gin,2013,6500
gin,2014,6900
gin,2015,7100
gin,2016,6900
gin,2017,6900
gin,2018,6400
gin,2019,6000
gin,2020,5300
gmb,1990,500
gmb,1991,500
gmb,1992,530
gmb,1993,750
gmb,1994,980
gmb,1995,1300
gmb,1996,1500
gmb,1997,1800
gmb,1998,2000
gmb,1999,2200
gmb,2000,2200
gmb,2001,2300
gmb,2002,2300
gmb,2003,2200
gmb,2004,2200
gmb,2005,2200
gmb,2006,2200
gmb,2007,2200
gmb,2008,2300
gmb,2009,2200
gmb,2010,2100
gmb,2011,2100
gmb,2012,2000
gmb,2013,2000
gmb,2014,2100
gmb,2015,2000
gmb,2016,2100
gmb,2017,2100
gmb,2018,2100
gmb,2019,2100
gmb,2020,2100
gnb,1990,500
gnb,1991,620
gnb,1992,940
gnb,1993,1300
gnb,1994,1800
gnb,1995,2400
gnb,1996,3000
gnb,1997,3700
gnb,1998,4100
gnb,1999,4300
gnb,2000,4300
gnb,2001,4300
gnb,2002,4100
gnb,2003,3900
gnb,2004,3700
gnb,2005,3600
gnb,2006,3500
gnb,2007,3500
gnb,2008,3500
gnb,2009,3300
gnb,2010,3200
gnb,2011,3000
gnb,2012,2800
gnb,2013,2600
gnb,2014,2200
gnb,2015,2200
gnb,2016,2200
gnb,2017,2000
gnb,2018,2000
gnb,2019,1800
gnb,2020,1700
grc,1990,500
grc,1991,500
grc,1992,500
grc,1993,500
grc,1994,500
grc,1995,200
grc,1996,200
grc,1997,200
grc,1998,500
grc,1999,500
grc,2000,500
grc,2001,500
grc,2002,500
grc,2003,500
grc,2004,500
grc,2005,520
grc,2006,630
grc,2007,790
grc,2008,960
grc,2009,1100
grc,2010,1200
grc,2011,1100
grc,2012,1000
grc,2013,860
grc,2014,670
grc,2015,520
grc,2016,500
grc,2017,500
grc,2018,550
grc,2019,730
grc,2020,980
gtm,1990,1200
gtm,1991,1600
gtm,1992,2000
gtm,1993,2300
gtm,1994,2700
gtm,1995,2900
gtm,1996,3000
gtm,1997,3100
gtm,1998,3200
gtm,1999,3300
gtm,2000,3600
gtm,2001,3500
gtm,2002,3400
gtm,2003,3300
gtm,2004,3000
gtm,2005,2800
gtm,2006,2600
gtm,2007,2400
gtm,2008,2200
gtm,2009,1900
gtm,2010,1600
gtm,2011,1400
gtm,2012,1300
gtm,2013,1100
gtm,2014,1000
gtm,2015,980
gtm,2016,940
gtm,2017,890
gtm,2018,830
gtm,2019,790
gtm,2020,770
guy,1990,100
guy,1991,100
guy,1992,100
guy,1993,200
guy,1994,200
guy,1995,500
guy,1996,500
guy,1997,500
guy,1998,500
guy,1999,550
guy,2000,660
guy,2001,760
guy,2002,810
guy,2003,830
guy,2004,800
guy,2005,720
guy,2006,650
guy,2007,590
guy,2008,540
guy,2009,510
guy,2010,500
guy,2011,500
guy,2012,500
guy,2013,500
guy,2014,500
guy,2015,500
guy,2016,500
guy,2017,500
guy,2018,500
guy,2019,500
guy,2020,500
hnd,1990,3800
hnd,1991,4100
hnd,1992,4400
hnd,1993,4500
hnd,1994,4500
hnd,1995,4400
hnd,1996,4100
hnd,1997,3800
hnd,1998,3400
hnd,1999,2900
hnd,2000,2500
hnd,2001,2000
hnd,2002,1700
hnd,2003,1400
hnd,2004,1100
hnd,2005,930
hnd,2006,840
hnd,2007,760
hnd,2008,750
hnd,2009,730
hnd,2010,760
hnd,2011,730
hnd,2012,710
hnd,2013,700
hnd,2014,710
hnd,2015,710
hnd,2016,710
hnd,2017,710
hnd,2018,710
hnd,2019,710
hnd,2020,710
hrv,1990,100
hrv,1991,100
hrv,1992,100
hrv,1993,100
hrv,1994,100
hrv,1995,100
hrv,1996,100
hrv,1997,100
hrv,1998,100
hrv,1999,100
hrv,2000,100
hrv,2001,100
hrv,2002,100
hrv,2003,100
hrv,2004,100
hrv,2005,100
hrv,2006,100
hrv,2007,100
hrv,2008,100
hrv,2009,100
hrv,2010,100
hrv,2011,100
hrv,2012,100
hrv,2013,100
hrv,2014,100
hrv,2015,100
hrv,2016,100
hrv,2017,100
hrv,2018,100
hrv,2019,100
hrv,2020,100
hti,1990,19000
hti,1991,20000
hti,1992,19000
hti,1993,17000
hti,1994,17000
hti,1995,15000
hti,1996,15000
hti,1997,14000
hti,1998,14000
hti,1999,13000
hti,2000,13000
hti,2001,13000
hti,2002,12000
hti,2003,12000
hti,2004,11000
hti,2005,11000
hti,2006,10000
hti,2007,9600
hti,2008,9300
hti,2009,9000
hti,2010,8900
hti,2011,8400
hti,2012,8000
hti,2013,7800
hti,2014,7500
hti,2015,7200
