geo,time,ny_gns_ictr_zs
atg,1998,21.21391
atg,1999,21.04247
atg,2000,20.44779
atg,2001,13.35442
atg,2002,11.9829
atg,2003,11.89159
atg,2004,13.18755
atg,2005,10.2204
atg,2006,11.03711
atg,2007,8.07697
atg,2008,11.32933
atg,2009,24.26142
atg,2010,13.56886
atg,2011,10.41937
atg,2012,7.16092
atg,2013,7.22705
atg,2014,2.78828
atg,2015,7.05126
atg,2016,9.74884
atg,2017,15.24942
atg,2018,23.0562
atg,2019,26.38343
atg,2020,14.28915
aus,1989,25.55183
aus,1990,24.30546
aus,1991,20.68205
aus,1992,18.17887
aus,1993,20.16855
aus,1994,21.72031
aus,1995,20.65089
aus,1996,20.91363
aus,1997,21.83053
aus,1998,21.6435
aus,1999,20.66106
aus,2000,21.22746
aus,2001,20.77787
aus,2002,21.80709
aus,2003,21.10127
aus,2004,21.54105
aus,2005,21.00132
aus,2006,21.73095
aus,2007,21.41685
aus,2008,21.95675
aus,2009,24.07075
aus,2010,21.8689
aus,2011,23.33657
aus,2012,24.37723
aus,2013,23.97698
aus,2014,23.66897
aus,2015,22.70271
aus,2016,20.71907
aus,2017,21.80424
aus,2018,21.73917
aus,2019,22.52853
aus,2020,24.07253
aut,2005,26.05663
aut,2006,26.73595
aut,2007,28.18983
aut,2008,28.70135
aut,2009,24.83953
aut,2010,25.82489
aut,2011,26.09453
aut,2012,25.77512
aut,2013,25.48416
aut,2014,25.98613
aut,2015,25.65331
aut,2016,27.11892
aut,2017,26.34263
aut,2018,26.79867
aut,2019,27.75799
aut,2020,27.70315
aze,1995,7.28103
aze,1996,2.1044
aze,1997,13.82092
aze,1998,6.61884
aze,1999,14.47285
aze,2000,20.03141
aze,2001,23.66308
aze,2002,22.71177
aze,2003,26.03139
aze,2004,27.54257
aze,2005,39.70415
aze,2006,45.08435
aze,2007,45.36455
aze,2008,49.94307
aze,2009,40.36767
aze,2010,44.73032
aze,2011,46.79378
aze,2012,44.27034
aze,2013,42.75955
aze,2014,40.74666
aze,2015,28.12192
aze,2016,22.60015
aze,2017,29.02575
aze,2018,32.14956
aze,2019,28.57355
aze,2020,24.23138
bdi,1985,10.26366
bdi,1986,8.63456
bdi,1987,14.19537
bdi,1988,8.56436
bdi,1989,14.39249
bdi,1990,8.70394
bdi,1991,11.68151
bdi,1992,5.14371
bdi,1993,12.11158
bdi,1994,5.41728
bdi,1995,6.01728
bdi,1996,3.73756
bdi,1997,6.04075
bdi,1998,0.6653
bdi,1999,2.41803
bdi,2000,1.32797
bdi,2001,1.48988
bdi,2002,4.20017
bdi,2003,6.75563
bdi,2004,6.58732
bdi,2005,15.35358
bdi,2006,8.00944
bdi,2007,7.33647
bdi,2008,-1.50446
bdi,2009,9.85338
bdi,2010,3.21616
bdi,2011,1.95369
bdi,2012,10.88162
bdi,2013,3.93389
bdi,2014,0.61707
bdi,2015,11.22352
bdi,2016,6.45367
bdi,2017,7.24635
bdi,2018,5.4989
bel,2002,26.37177
bel,2003,26.22423
bel,2004,27.19435
bel,2005,27.31682
bel,2006,27.848
bel,2007,28.77958
bel,2008,27.42734
bel,2009,25.00274
bel,2010,25.35129
bel,2011,23.50064
bel,2012,24.73159
bel,2013,24.23411
bel,2014,24.57712
bel,2015,25.00868
bel,2016,24.81697
bel,2017,25.15491
bel,2018,24.54539
bel,2019,25.09256
bel,2020,25.00289
ben,1974,11.10189
ben,1975,10.14933
ben,1976,11.21582
ben,1977,13.6151
ben,1978,10.50406
ben,1979,12.64138
ben,1980,4.17243
ben,1981,-3.25156
ben,1982,13.22155
ben,1983,8.19252
ben,1984,7.51661
ben,1985,2.63422
ben,1986,4.13737
ben,1987,4.35786
ben,1988,0.77043
ben,1989,4.5142
ben,1990,9.68837
ben,1991,10.75654
ben,1992,9.57521
ben,1993,9.68531
ben,1994,14.5061
ben,1995,15.89711
ben,1996,15.24389
ben,1997,16.18785
ben,1998,15.79858
ben,1999,12.45653
ben,2000,12.68388
ben,2001,13.27892
ben,2002,13.61329
ben,2003,11.36639
ben,2004,13.25687
ben,2005,12.19093
ben,2006,12.46487
ben,2007,14.04519
ben,2008,12.64174
ben,2009,11.45439
ben,2010,11.38726
ben,2011,12.12565
ben,2012,13.53317
ben,2013,16.28316
ben,2014,18.60218
ben,2015,13.86203
ben,2016,17.40229
ben,2017,17.39915
ben,2018,19.63661
ben,2019,21.71943
ben,2020,21.31488
bfa,2005,5.8537
bfa,2006,6.31385
bfa,2007,10.1689
bfa,2008,9.60448
bfa,2009,11.49203
bfa,2010,15.83871
bfa,2011,17.4956
bfa,2012,18.0633
bfa,2013,14.39043
bfa,2014,13.38918
bfa,2015,11.85934
bfa,2016,13.45075
bfa,2017,14.77021
bfa,2018,17.10798
bfa,2019,16.86678
bgd,1976,-0.84091
bgd,1977,10.03992
bgd,1978,5.70444
bgd,1979,7.07628
bgd,1980,8.33293
bgd,1981,21.14318
bgd,1982,23.52848
bgd,1983,23.09954
bgd,1984,16.29489
bgd,1985,21.52029
bgd,1986,22.77606
bgd,1987,22.62538
bgd,1988,22.1959
bgd,1989,22.34617
bgd,1990,23.02441
bgd,1991,22.56041
bgd,1992,21.994
bgd,1993,20.9012
bgd,1994,22.41716
bgd,1995,22.14615
bgd,1996,23.13879
bgd,1997,24.39748
bgd,1998,25.83405
bgd,1999,26.65996
bgd,2000,27.79746
bgd,2001,28.42229
bgd,2002,30.74918
bgd,2003,30.1646
bgd,2004,31.5774
bgd,2005,32.36268
bgd,2006,35.3385
bgd,2007,36.31743
bgd,2008,37.38253
bgd,2009,38.97612
bgd,2010,38.78147
bgd,2011,38.05724
bgd,2012,40.5959
bgd,2013,39.74594
bgd,2014,37.77929
bgd,2015,36.73377
bgd,2016,37.11619
bgd,2017,35.23343
bgd,2018,33.26895
bgd,2019,35.72907
bgd,2020,35.57549
bgr,1980,29.67663
bgr,1981,36.06154
bgr,1982,34.92469
bgr,1983,33.76232
bgr,1984,35.32928
bgr,1985,31.84968
bgr,1986,32.12167
bgr,1987,30.33317
bgr,1988,32.67719
bgr,1989,28.82549
bgr,1990,14.65502
bgr,1991,17.33739
bgr,1992,12.82334
bgr,1993,6.2156
bgr,1994,8.50975
bgr,1995,25.56522
bgr,1996,9.9566
bgr,1997,21.35475
bgr,1998,25.19028
bgr,1999,16.1126
bgr,2000,13.48383
bgr,2001,15.72153
bgr,2002,17.98519
bgr,2003,16.80982
bgr,2004,16.97699
bgr,2005,16.75678
bgr,2006,14.94473
bgr,2007,9.69915
bgr,2008,14.87388
bgr,2009,19.62721
bgr,2010,21.18996
bgr,2011,22.4221
bgr,2012,22.26029
bgr,2013,23.89968
bgr,2014,23.37958
bgr,2015,22.19285
bgr,2016,23.83131
bgr,2017,25.11798
bgr,2018,23.71938
bgr,2019,24.28897
bgr,2020,21.22259
bhr,1980,51.07426
bhr,1981,54.49038
bhr,1982,50.14591
bhr,1983,48.96753
bhr,1984,42.33571
bhr,1985,34.30194
bhr,1986,22.80213
bhr,1987,24.8863
bhr,1988,31.08254
bhr,1989,23.81772
bhr,1990,36.17958
bhr,1991,15.53264
bhr,1992,12.03538
bhr,1993,11.51741
bhr,1994,16.56635
bhr,1995,18.63943
bhr,1996,18.60783
bhr,1997,16.96561
bhr,1998,8.85092
bhr,1999,7.35568
bhr,2000,25.73325
bhr,2001,18.23996
bhr,2002,22.82782
bhr,2003,25.54749
bhr,2004,24.10548
bhr,2005,35.96635
bhr,2006,42.20862
bhr,2007,48.089
bhr,2008,43.72616
bhr,2009,28.58593
bhr,2010,30.27513
bhr,2011,26.87976
bhr,2012,36.53013
bhr,2013,33.3458
bhr,2014,31.40689
bhr,2015,23.59933
bhr,2016,24.94614
bhr,2017,28.85575
bhr,2018,28.81967
bhs,1977,15.8345
bhs,1978,9.63479
bhs,1979,9.61573
bhs,1980,15.76425
bhs,1981,13.18611
bhs,1982,19.73009
bhs,1983,21.4566
bhs,1984,13.71319
bhs,1985,17.01641
bhs,1986,16.95854
bhs,1987,17.49079
bhs,1989,19.80764
bhs,1990,19.03411
bhs,1991,14.51838
bhs,1992,19.38887
bhs,1993,17.06242
bhs,1994,16.41485
bhs,1995,31.78619
bhs,1996,39.57788
bhs,1997,28.81959
bhs,1998,27.55246
bhs,1999,33.83285
bhs,2000,32.68491
bhs,2001,28.74392
bhs,2002,32.12154
bhs,2003,31.20228
bhs,2004,32.70077
bhs,2005,29.83436
bhs,2006,26.59706
bhs,2007,27.7938
bhs,2008,26.76283
bhs,2009,25.46534
bhs,2010,23.71976
bhs,2011,21.0441
bhs,2012,20.83802
bhs,2013,20.34596
bhs,2014,20.61508
bhs,2015,20.766
bhs,2016,22.65701
bhs,2017,15.48856
bhs,2018,14.95457
bhs,2019,20.00182
bhs,2020,12.1285
bih,2000,12.61362
bih,2001,8.88012
bih,2002,6.49055
bih,2003,3.67988
bih,2004,12.9
bih,2005,7.84322
bih,2006,10.84495
bih,2007,13.28054
bih,2008,11.45025
bih,2009,9.47977
bih,2010,8.64865
bih,2011,7.98973
bih,2012,6.6491
bih,2013,8.66307
bih,2014,9.55111
bih,2015,11.00678
bih,2016,12.78931
bih,2017,14.69366
bih,2018,17.07599
bih,2019,19.17117
bih,2020,15.72344
blr,1993,25.67899
blr,1994,20.11049
blr,1995,20.86263
blr,1996,20.17047
blr,1997,23.02864
blr,1998,22.8667
blr,1999,22.80224
blr,2000,24.41214
blr,2001,21.71756
blr,2002,20.63578
blr,2003,22.87721
blr,2004,26.89871
blr,2005,27.95567
blr,2006,29.55837
blr,2007,29.13437
blr,2008,30.50202
blr,2009,26.04014
blr,2010,26.85537
blr,2011,32.72181
blr,2012,31.23644
blr,2013,28.43713
blr,2014,27.46925
blr,2015,28.90878
blr,2016,26.40313
blr,2017,28.01704
blr,2018,29.15846
blr,2019,27.82239
blr,2020,28.21011
blz,1984,46.76245
blz,1985,44.07169
blz,1986,48.84381
blz,1987,50.5047
blz,1988,47.74271
blz,1989,47.72685
blz,1990,51.26664
blz,1991,47.57384
blz,1992,18.14763
blz,1993,18.89408
blz,1994,14.14378
blz,1995,15.59354
blz,1996,12.03017
blz,1997,11.25647
blz,1998,8.7377
blz,1999,6.90318
blz,2000,13.60225
blz,2001,5.42201
blz,2002,4.21629
blz,2003,2.53773
blz,2004,3.81333
blz,2005,7.41957
blz,2006,15.05051
blz,2007,12.91371
blz,2008,14.97464
blz,2009,12.24494
blz,2010,10.06952
blz,2011,12.76016
blz,2012,11.94991
blz,2013,10.64645
blz,2014,11.30677
blz,2015,13.15328
blz,2016,10.4971
blz,2017,11.98813
blz,2018,11.42055
blz,2019,15.01744
blz,2020,17.81216
bmu,2010,38.49411
bmu,2011,36.95064
bmu,2012,39.40632
bmu,2013,40.049
bmu,2014,39.63328
bmu,2015,39.9472
bmu,2016,39.31975
bmu,2017,40.48284
bmu,2018,40.38596
bmu,2019,39.17346
bmu,2020,39.79425
bol,1976,16.33129
bol,1977,14.67224
bol,1978,14.86946
bol,1979,14.64485
bol,1980,14.42138
bol,1981,10.42892
bol,1982,8.81413
bol,1983,12.75176
bol,1984,12.15755
bol,1985,10.16117
bol,1986,3.77161
bol,1987,4.79713
bol,1988,6.79283
bol,1989,8.61377
bol,1990,9.54599
bol,1991,8.88436
bol,1992,8.48054
bol,1993,7.79876
bol,1994,10.19955
bol,1995,11.16876
bol,1996,12.06921
bol,1997,12.58217
bol,1998,12.82214
bol,1999,10.65746
bol,2000,11.01506
bol,2001,11.25622
bol,2002,12.29707
bol,2003,14.48574
bol,2004,17.04665
bol,2005,19.88251
bol,2006,26.58223
bol,2007,28.63604
bol,2008,28.98326
bol,2009,22.89989
bol,2010,24.84916
bol,2011,26.31744
bol,2012,25.69406
bol,2013,23.89094
bol,2014,20.78948
bol,2015,14.21693
bol,2016,15.42005
bol,2017,16.05703
bol,2018,16.12779
bol,2019,14.11479
bol,2020,12.51691
bra,1975,20.62243
bra,1976,19.16298
bra,1977,19.76387
bra,1978,19.54037
bra,1979,18.32136
bra,1980,17.68958
bra,1981,19.0398
bra,1982,15.87781
bra,1983,14.27582
bra,1984,17.48868
bra,1985,20.18363
bra,1986,17.90152
bra,1987,22.6606
bra,1988,25.65364
bra,1989,35.81873
bra,1990,18.95279
bra,1991,18.73281
bra,1992,20.1984
bra,1993,20.25436
bra,1994,21.29036
bra,1995,14.34843
bra,1996,12.68492
bra,1997,12.17076
bra,1998,11.53474
bra,1999,10.59527
bra,2000,13.9917
bra,2001,13.5946
bra,2002,15.40587
bra,2003,16.41794
bra,2004,18.85502
bra,2005,18.1141
bra,2006,18.40982
bra,2007,19.34636
bra,2008,19.22685
bra,2009,16.38036
bra,2010,17.8024
bra,2011,18.60127
bra,2012,17.67811
bra,2013,18.15169
bra,2014,16.1344
bra,2015,14.52935
bra,2016,13.42175
bra,2017,13.57777
bra,2018,12.70742
bra,2019,12.54233
bra,2020,15.03966
brb,1986,28.53367
brb,1987,26.67537
brb,1988,31.44642
brb,1989,31.41156
brb,1990,15.28487
brb,1991,13.74598
brb,1992,14.51315
brb,1993,13.20867
brb,1994,15.1448
brb,1995,9.07341
brb,1996,10.60444
brb,1997,9.78445
brb,1998,12.42601
brb,1999,11.26995
brb,2000,10.65195
brb,2001,8.49328
brb,2002,9.52174
brb,2003,11.8468
brb,2004,8.12493
brb,2005,3.8323
brb,2006,10.09995
brb,2007,11.04187
brb,2008,4.2565
brb,2009,8.33863
brb,2010,3.52993
brb,2011,-1.4177
brb,2012,3.51112
brb,2013,2.23299
brb,2014,3.01661
brb,2015,5.33842
brb,2016,5.3554
brn,2001,42.50732
brn,2002,45.70216
brn,2003,47.13399
brn,2004,46.89047
brn,2005,55.18984
brn,2006,58.59416
brn,2007,54.21166
brn,2008,62.62901
brn,2009,48.69263
brn,2010,60.15035
brn,2011,63.7832
brn,2012,62.90462
brn,2013,60.279
brn,2014,59.71221
brn,2015,57.11834
brn,2016,56.41247
brn,2017,55.33646
brn,2018,53.20485
brn,2019,53.55344
brn,2020,50.90864
btn,2006,51.8263
btn,2007,26.88754
btn,2008,34.62443
btn,2009,30.80512
btn,2010,34.59931
btn,2011,40.59769
btn,2012,48.69864
btn,2013,24.85867
btn,2014,29.69597
btn,2015,23.39981
btn,2016,30.90673
btn,2017,29.46401
btn,2018,24.24601
btn,2019,21.37669
btn,2020,18.22258
bwa,1975,20.25511
bwa,1976,21.6694
bwa,1977,22.23572
bwa,1978,22.78367
bwa,1979,29.80392
bwa,1980,27.43298
bwa,1981,28.84791
bwa,1982,27.39588
bwa,1983,28.90687
bwa,1984,25.35308
bwa,1985,32.42892
bwa,1986,36.247
bwa,1987,38.70263
bwa,1988,49.8191
bwa,1989,47.47935
bwa,1990,41.64785
bwa,1991,44.99647
bwa,1992,41.39849
bwa,1993,43.73923
bwa,1994,29.32229
bwa,1995,29.00825
bwa,1996,36.91323
bwa,1997,37.49156
bwa,1998,40.52704
bwa,1999,39.69104
bwa,2000,39.44144
bwa,2001,43.39318
bwa,2002,31.43457
bwa,2003,35.67832
bwa,2004,34.27037
bwa,2005,40.43672
bwa,2006,44.40703
bwa,2007,46.18321
bwa,2008,39.61423
bwa,2009,34.22623
bwa,2010,35.45034
bwa,2011,40.96965
bwa,2012,39.67502
bwa,2013,36.66488
bwa,2014,39.30356
bwa,2015,36.40472
bwa,2016,39.88956
bwa,2017,40.59413
bwa,2018,36.87714
bwa,2019,30.99519
bwa,2020,27.93697
caf,1977,7.82928
caf,1978,6.92291
caf,1979,7.51881
caf,1980,1.60573
caf,1981,8.13783
caf,1982,0.97086
caf,1983,7.38291
caf,1984,7.06326
caf,1985,11.47033
caf,1986,8.63092
caf,1987,8.33457
caf,1988,10.56779
caf,1989,11.95672
caf,1990,10.87964
caf,1991,9.54118
caf,1992,9.84044
caf,1993,12.52461
caf,1994,15.09213
can,1970,21.10273
can,1971,21.15136
can,1972,21.20653
can,1973,23.30275
can,1974,24.20515
can,1975,21.18136
can,1976,21.93688
can,1977,20.6874
can,1978,20.39248
can,1979,22.15099
can,1980,22.26767
can,1981,22.56787
can,1982,19.97246
can,1983,20.13007
can,1984,20.99126
can,1985,20.61467
can,1986,19.04586
can,1987,20.25177
can,1988,21.04468
can,1989,20.21532
can,1990,17.82406
can,1991,15.19678
can,1992,14.10437
can,1993,14.93238
can,1994,17.03601
can,1995,19.01013
can,1996,19.5254
can,1997,20.19673
can,1998,19.77421
can,1999,21.09589
can,2000,23.77463
can,2001,22.63549
can,2002,21.72474
can,2003,21.94378
can,2004,23.6605
can,2005,24.45175
can,2006,24.61728
can,2007,24.40432
can,2008,24.24741
can,2009,18.52001
can,2010,19.31253
can,2011,20.85711
can,2012,20.91795
can,2013,21.5973
can,2014,22.14849
can,2015,19.56936
can,2016,19.14645
can,2017,19.84528
can,2018,19.64367
can,2019,20.01542
can,2020,18.88341
che,1995,32.9215
che,1996,32.23919
che,1997,33.52144
che,1998,34.37042
che,1999,34.52297
che,2000,37.72266
che,2001,34.60373
che,2002,32.79472
che,2003,36.58802
che,2004,36.89254
che,2005,39.04251
che,2006,40.91181
che,2007,36.15861
che,2008,29.18779
che,2009,35.3068
che,2010,40.1704
che,2011,36.18572
che,2012,37.19054
che,2013,36.51131
che,2014,34.43679
che,2015,35.83819
che,2016,34.57165
che,2017,32.77067
che,2018,31.90419
che,2019,31.86302
che,2020,31.32448
chl,1975,7.55959
chl,1976,14.42209
chl,1977,10.69583
chl,1978,12.01689
chl,1979,12.34322
chl,1980,14.0473
chl,1981,7.88723
chl,1982,1.89528
chl,1983,5.88874
chl,1984,7.03422
chl,1985,9.2429
chl,1986,12.13463
chl,1987,17.86206
chl,1988,22.82523
chl,1989,23.8734
chl,1990,23.66556
chl,1991,22.66725
chl,1992,21.81696
chl,1993,21.24679
chl,1994,21.51966
chl,1995,24.23507
chl,1996,23.8124
chl,1997,23.31163
chl,1998,21.98162
chl,1999,21.05367
chl,2000,21.06662
chl,2001,21.31401
chl,2002,21.50542
chl,2003,20.7597
chl,2004,22.53114
chl,2005,23.33883
chl,2006,25.37714
chl,2007,25.22466
chl,2008,22.72512
chl,2009,22.88643
chl,2010,24.52747
chl,2011,21.96694
chl,2012,21.96097
chl,2013,20.78577
chl,2014,21.17118
chl,2015,21.29965
chl,2016,20.21248
chl,2017,18.87567
chl,2018,18.14409
chl,2019,19.20627
chl,2020,21.12871
chn,1982,33.80305
chn,1983,33.15002
chn,1984,34.89631
chn,1985,35.2791
chn,1986,35.25018
chn,1987,37.23376
chn,1988,37.97919
chn,1989,35.87659
chn,1990,36.69419
chn,1991,38.50117
chn,1992,40.60555
chn,1993,41.70723
chn,1994,41.69673
chn,1995,39.53008
chn,1996,38.75912
chn,1997,39.74224
chn,1998,38.34709
chn,1999,36.55791
chn,2000,35.73955
chn,2001,37.2693
chn,2002,38.88323
chn,2003,42.4135
chn,2004,45.67237
chn,2005,45.95478
chn,2006,48.2605
chn,2007,50.27522
chn,2008,51.78759
chn,2009,50.37304
chn,2010,51.32672
chn,2011,49.23333
chn,2012,48.66536
chn,2013,47.37839
chn,2014,47.61582
chn,2015,45.41759
chn,2016,44.38067
chn,2017,44.90505
chn,2018,44.48575
chn,2019,43.77303
chn,2020,44.53312
civ,2005,-18.75292
civ,2006,-18.26688
civ,2007,-19.90297
civ,2008,-13.98422
civ,2009,-12.23456
civ,2010,-11.36763
civ,2011,-12.44903
civ,2012,-9.90077
civ,2013,-8.31458
civ,2014,-4.80845
civ,2015,22.52952
civ,2016,20.30703
civ,2017,17.44168
civ,2018,15.67021
civ,2019,17.55414
civ,2020,19.01884
cmr,1977,4.10184
cmr,1978,18.25195
cmr,1979,15.57102
cmr,1980,5.22803
cmr,1981,9.51094
cmr,1982,23.34698
cmr,1983,21.35579
cmr,1984,24.76338
cmr,1985,23.33284
cmr,1986,23.87332
cmr,1987,18.94136
cmr,1988,19.71795
cmr,1989,17.78585
cmr,1990,16.18677
cmr,1991,15.41914
cmr,1992,11.06611
cmr,1993,16.08227
cmr,1994,18.03808
cmr,1995,19.68505
cmr,1996,16.40314
cmr,1997,17.55822
cmr,1998,17.33549
cmr,1999,16.54238
cmr,2000,14.38148
cmr,2001,12.15782
cmr,2002,11.91176
cmr,2003,14.19099
cmr,2004,16.91748
cmr,2005,16.87038
cmr,2006,19.32032
cmr,2007,18.88596
cmr,2008,17.51653
cmr,2009,16.14105
cmr,2010,15.2982
cmr,2011,15.521
cmr,2012,15.11444
cmr,2013,15.3212
cmr,2014,16.30628
cmr,2015,14.31569
cmr,2016,16.45471
cmr,2017,16.29171
cmr,2018,15.70643
cmr,2019,14.39896
cmr,2020,13.39959
cod,2005,7.36242
cod,2006,11.82503
cod,2007,13.07058
cod,2008,3.45319
cod,2009,8.54364
cod,2010,19.94036
cod,2011,19.16814
cod,2012,8.158
cod,2013,12.53925
cod,2014,15.39313
cod,2015,13.34708
cod,2016,15.53612
cod,2017,21.7374
cod,2018,18.14426
cod,2019,17.50432
cod,2020,22.35771
cog,1978,8.12991
cog,1979,17.91013
cog,1980,26.12098
cog,1981,25.04729
cog,1982,39.2506
cog,1983,36.13414
cog,1984,40.48752
cog,1985,24.87331
cog,1986,18.34995
cog,1987,24.99592
cog,1988,5.35178
cog,1989,14.5995
cog,1990,31.77736
cog,1991,17.57839
cog,1992,32.3321
cog,1993,21.21146
cog,1994,28.80795
cog,1995,-2.30175
cog,1996,-0.20925
cog,1997,9.27481
cog,1998,6.02435
cog,1999,17.6821
cog,2000,36.17118
cog,2001,22.02571
cog,2002,23.54979
cog,2003,30.7427
cog,2004,17.04588
cog,2005,32.69809
cog,2006,42.0049
cog,2007,33.34847
cog,2008,43.49245
cog,2009,40.19206
cog,2010,54.04431
cog,2011,50.08983
cog,2012,57.50173
cog,2013,57.85018
cog,2014,57.38084
cog,2015,40.45684
cog,2016,24.38165
col,1968,16.89458
col,1969,15.95031
col,1970,17.04502
col,1971,13.55889
col,1972,16.70522
col,1973,18.81621
col,1974,19.27651
col,1975,16.70736
col,1976,18.72283
col,1977,21.02406
col,1978,19.96043
col,1979,19.24506
col,1980,19.44925
col,1981,16.39144
col,1982,14.1586
col,1983,14.39888
col,1984,15.05014
col,1985,16.84429
col,1986,22.08905
col,1987,21.31223
col,1988,22.42756
col,1989,20.616
col,1990,20.881
col,1991,22.96914
col,1992,19.08409
col,1993,17.90336
col,1994,19.10145
col,1995,18.50698
col,1996,15.10928
col,1997,13.49825
col,1998,12.87381
col,1999,13.54145
col,2000,13.57478
col,2001,12.83436
col,2002,13.92498
col,2003,15.39663
col,2004,16.82866
col,2005,18.46602
col,2006,19.04379
col,2007,18.68824
col,2008,19.56906
col,2009,18.56971
col,2010,18.27193
col,2011,19.30996
col,2012,18.38687
col,2013,18.13833
col,2014,18.04797
col,2015,17.27934
col,2016,17.50645
col,2017,16.98576
col,2018,16.26738
col,2019,16.15448
col,2020,13.66878
com,1980,5.61275
com,1981,12.45054
com,1982,9.43213
com,1983,9.06235
com,1984,15.02727
com,1985,15.29314
com,1986,10.02559
com,1987,11.42106
com,1988,11.64935
com,1989,13.13024
com,1990,10.20689
com,1991,9.4899
com,1992,10.65865
com,1993,12.35203
com,1994,13.80934
com,1995,9.63752
com,2003,4.4253
com,2004,6.84051
com,2005,8.55963
com,2006,10.45837
com,2007,12.79261
com,2008,11.80705
com,2009,13.87335
com,2010,13.84311
com,2011,10.80097
com,2012,12.031
com,2014,9.55914
com,2015,13.3566
com,2016,8.19582
com,2017,11.46216
com,2018,11.38979
com,2019,8.14442
com,2020,9.52105
cpv,2007,37.41789
cpv,2008,37.31335
cpv,2009,33.4282
cpv,2010,34.59533
cpv,2011,34.02043
cpv,2012,28.31064
cpv,2013,28.62869
cpv,2014,25.9243
cpv,2015,28.15598
cpv,2016,32.79439
cpv,2017,30.5594
cpv,2018,34.44541
cpv,2019,35.24677
cpv,2020,33.81309
cri,1977,16.72412
cri,1978,12.86644
cri,1979,11.63625
cri,1980,12.06093
cri,1981,14.3239
cri,1982,13.48722
cri,1983,15.02751
cri,1984,18.71159
cri,1985,22.51602
cri,1986,23.29469
cri,1987,21.41881
cri,1988,20.91545
cri,1989,18.69661
cri,1990,19.35723
cri,1991,13.18419
cri,1992,14.61867
cri,1993,13.09704
cri,1994,15.24488
