geo,time,sl_tlf_totl_in
phl,2007,35058171
phl,2008,35888907
phl,2009,37096210
phl,2010,38102681
phl,2011,39471864
phl,2012,40032101
phl,2013,40722802
phl,2014,42086989
phl,2015,42464441
phl,2016,43465682
phl,2017,42626395
phl,2018,43426313
phl,2019,44679340
phl,2020,41971346
phl,2021,43830402
png,1990,1955082
png,1991,2004240
png,1992,2049255
png,1993,2090865
png,1994,2146292
png,1995,2214575
png,1996,2270285
png,1997,2342255
png,1998,2415708
png,1999,2481820
png,2000,2552758
png,2001,2535483
png,2002,2511972
png,2003,2483009
png,2004,2449706
png,2005,2412844
png,2006,2374685
png,2007,2332712
png,2008,2286428
png,2009,2235696
png,2010,2180338
png,2011,2237715
png,2012,2292635
png,2013,2350105
png,2014,2397504
png,2015,2450219
png,2016,2510327
png,2017,2571902
png,2018,2640198
png,2019,2701145
png,2020,2741973
png,2021,2805278
pol,1990,17406307
pol,1991,17654371
pol,1992,17758832
pol,1993,17715805
pol,1994,17574710
pol,1995,17392459
pol,1996,17333994
pol,1997,17376964
pol,1998,17430403
pol,1999,17424535
pol,2000,17483911
pol,2001,17648636
pol,2002,17410239
pol,2003,17192225
pol,2004,17209941
pol,2005,17472406
pol,2006,17261580
pol,2007,17226511
pol,2008,17444282
pol,2009,17724873
pol,2010,17842753
pol,2011,17938737
pol,2012,18069181
pol,2013,18111082
pol,2014,18213659
pol,2015,18166410
pol,2016,18190625
pol,2017,18243916
pol,2018,18174543
pol,2019,18096553
pol,2020,18022671
pol,2021,18283356
pri,1990,1150508
pri,1991,1185169
pri,1992,1201197
pri,1993,1260760
pri,1994,1263219
pri,1995,1265975
pri,1996,1311331
pri,1997,1352413
pri,1998,1368997
pri,1999,1374156
pri,2000,1342930
pri,2001,1336847
pri,2002,1329157
pri,2003,1320304
pri,2004,1311114
pri,2005,1300158
pri,2006,1286560
pri,2007,1270950
pri,2008,1255767
pri,2009,1241820
pri,2010,1229112
pri,2011,1187298
pri,2012,1177623
pri,2013,1168873
pri,2014,1155101
pri,2015,1141029
pri,2016,1128471
pri,2017,1110932
pri,2018,1075645
pri,2019,1082159
pri,2020,1061310
pri,2021,1125068
prk,1990,12031322
prk,1991,12320372
prk,1992,12557800
prk,1993,12742060
prk,1994,12915743
prk,1995,13118572
prk,1996,13282309
prk,1997,13479855
prk,1998,13667895
prk,1999,13823506
prk,2000,13992721
prk,2001,14156285
prk,2002,14320672
prk,2003,14475825
prk,2004,14633076
prk,2005,14789437
prk,2006,14951694
prk,2007,15125830
prk,2008,15286051
prk,2009,15461141
prk,2010,15625734
prk,2011,15795417
prk,2012,15946157
prk,2013,16087484
prk,2014,16228366
prk,2015,16383648
prk,2016,16492380
prk,2017,16644984
prk,2018,16800972
prk,2019,16931024
prk,2020,16875219
prk,2021,16934341
prt,1990,4670708
prt,1991,4829887
prt,1992,4771739
prt,1993,4760569
prt,1994,4774986
prt,1995,4793973
prt,1996,4798829
prt,1997,4843074
prt,1998,5131882
prt,1999,5188060
prt,2000,5255061
prt,2001,5358185
prt,2002,5448142
prt,2003,5471334
prt,2004,5449306
prt,2005,5494408
prt,2006,5520768
prt,2007,5547063
prt,2008,5545944
prt,2009,5501045
prt,2010,5504947
prt,2011,5442924
prt,2012,5400996
prt,2013,5305859
prt,2014,5245388
prt,2015,5214790
prt,2016,5197728
prt,2017,5243047
prt,2018,5260693
prt,2019,5287840
prt,2020,5194476
prt,2021,5171689
pry,1990,1710902
pry,1991,1760814
pry,1992,1807717
pry,1993,1864779
pry,1994,1925266
pry,1995,1992447
pry,1996,2047375
pry,1997,2111503
pry,1998,2165482
pry,1999,2216942
pry,2000,2267114
pry,2001,2321411
pry,2002,2381593
pry,2003,2409021
pry,2004,2613521
pry,2005,2640252
pry,2006,2581243
pry,2007,2708509
pry,2008,2784409
pry,2009,2855709
pry,2010,2838446
pry,2011,2905483
pry,2012,3115953
pry,2013,3121891
pry,2014,3100934
pry,2015,3160806
pry,2016,3318539
pry,2017,3388724
pry,2018,3527500
pry,2019,3611581
pry,2020,3556271
pry,2021,3714798
pse,1990,418175
pse,1991,436211
pse,1992,453425
pse,1993,473677
pse,1994,494997
pse,1995,516739
pse,1996,541894
pse,1997,562436
pse,1998,572459
pse,1999,586826
pse,2000,613889
pse,2001,577315
pse,2002,584940
pse,2003,653104
pse,2004,666998
pse,2005,698978
pse,2006,725460
pse,2007,778278
pse,2008,798433
pse,2009,832488
pse,2010,873941
pse,2011,935011
pse,2012,974297
pse,2013,1009280
pse,2014,1049175
pse,2015,1128355
pse,2016,1154779
pse,2017,1190520
pse,2018,1212059
pse,2019,1272519
pse,2020,1212102
pse,2021,1272267
pyf,1990,77101
pyf,1991,78547
pyf,1992,80169
pyf,1993,81895
pyf,1994,83701
pyf,1995,85655
pyf,1996,88008
pyf,1997,89882
pyf,1998,91834
pyf,1999,93909
pyf,2000,96106
pyf,2001,98255
pyf,2002,100490
pyf,2003,102547
pyf,2004,104333
pyf,2005,105777
pyf,2006,107015
pyf,2007,107853
pyf,2008,109207
pyf,2009,110477
pyf,2010,111749
pyf,2011,112972
pyf,2012,114309
pyf,2013,115574
pyf,2014,116679
pyf,2015,117509
pyf,2016,118862
pyf,2017,119800
pyf,2018,120581
pyf,2019,121540
pyf,2020,118664
pyf,2021,120790
qat,1990,281419
qat,1991,289070
qat,1992,293420
qat,1993,297168
qat,1994,300444
qat,1995,304706
qat,1996,310452
qat,1997,317076
qat,1998,327498
qat,1999,339909
qat,2000,353270
qat,2001,371428
qat,2002,390935
qat,2003,421311
qat,2004,471808
qat,2005,554468
qat,2006,689366
qat,2007,857249
qat,2008,1045812
qat,2009,1235608
qat,2010,1409449
qat,2011,1541423
qat,2012,1665040
qat,2013,1774951
qat,2014,1872348
qat,2015,1960129
qat,2016,2024649
qat,2017,2077316
qat,2018,2120699
qat,2019,2160943
qat,2020,2174828
qat,2021,2208614
rou,1990,12189073
rou,1991,12211410
rou,1992,12265528
rou,1993,12226026
rou,1994,12170125
rou,1995,12069598
rou,1996,11722784
rou,1997,11967382
rou,1998,11810408
rou,1999,11808629
rou,2000,11774064
rou,2001,11444084
rou,2002,10351154
rou,2003,10039554
rou,2004,10001009
rou,2005,9689945
rou,2006,9849487
rou,2007,9673315
rou,2008,9453124
rou,2009,9346652
rou,2010,9356885
rou,2011,9176559
rou,2012,9226931
rou,2013,9192862
rou,2014,9225876
rou,2015,9129459
rou,2016,8951574
rou,2017,9099360
rou,2018,9043536
rou,2019,9017990
rou,2020,8957512
rou,2021,8450335
rus,1990,74840658
rus,1991,75175592
rus,1992,75761461
rus,1993,73935343
rus,1994,71995898
rus,1995,71660096
rus,1996,70897545
rus,1997,69592688
rus,1998,68860327
rus,1999,72934202
rus,2000,73312709
rus,2001,72007910
rus,2002,72965301
rus,2003,72845412
rus,2004,73570472
rus,2005,74140578
rus,2006,74432744
rus,2007,75462934
rus,2008,76004239
rus,2009,76014195
rus,2010,75880787
rus,2011,76029232
rus,2012,75820112
rus,2013,75450406
rus,2014,75248204
rus,2015,75016902
rus,2016,74937521
rus,2017,74694581
rus,2018,74549433
rus,2019,73525633
rus,2020,72809444
rus,2021,72054142
rwa,1990,3209184
rwa,1991,3161370
rwa,1992,3055171
rwa,1993,2940675
rwa,1994,2879037
rwa,1995,2906909
rwa,1996,2989465
rwa,1997,3167152
rwa,1998,3389832
rwa,1999,3600414
rwa,2000,3772224
rwa,2001,3926244
rwa,2002,4039553
rwa,2003,4131048
rwa,2004,4221271
rwa,2005,4322313
rwa,2006,4435052
rwa,2007,4554813
rwa,2008,4679274
rwa,2009,4807398
rwa,2010,4938698
rwa,2011,5065686
rwa,2012,5200234
rwa,2013,5341639
rwa,2014,5487352
rwa,2015,5644009
rwa,2016,5816132
rwa,2017,5988412
rwa,2018,6163580
rwa,2019,6346049
rwa,2020,6440635
rwa,2021,6643722
sau,1990,5127874
sau,1991,5205249
sau,1992,5343457
sau,1993,5426308
sau,1994,5513628
sau,1995,5607730
sau,1996,5740696
sau,1997,5865196
sau,1998,5977112
sau,1999,6080278
sau,2000,6280708
sau,2001,6449536
sau,2002,6623326
sau,2003,7019839
sau,2004,7436531
sau,2005,7868842
sau,2006,8323534
sau,2007,8648499
sau,2008,8956886
sau,2009,9245984
sau,2010,9933486
sau,2011,10714791
sau,2012,11385839
sau,2013,11833357
sau,2014,12299023
sau,2015,12709431
sau,2016,13277215
sau,2017,13587282
sau,2018,14111704
sau,2019,15145863
sau,2020,15991854
sau,2021,16137535
sdn,1990,5429237
sdn,1991,5691682
sdn,1992,5973647
sdn,1993,6267422
sdn,1994,6563002
sdn,1995,6853336
sdn,1996,7091892
sdn,1997,7268379
sdn,1998,7441064
sdn,1999,7615772
sdn,2000,7797857
sdn,2001,7988830
sdn,2002,8188110
sdn,2003,8393743
sdn,2004,8603781
sdn,2005,8816024
sdn,2006,9004474
sdn,2007,9196231
sdn,2008,9394573
sdn,2009,9603856
sdn,2010,9827977
sdn,2011,10079174
sdn,2012,10352787
sdn,2013,10641467
sdn,2014,10942110
sdn,2015,11252734
sdn,2016,11566592
sdn,2017,11890988
sdn,2018,12225225
sdn,2019,12569287
sdn,2020,12576579
sdn,2021,13059547
sen,1990,2039255
sen,1991,2104902
sen,1992,2172582
sen,1993,2242036
sen,1994,2313028
sen,1995,2385214
sen,1996,2449620
sen,1997,2515454
sen,1998,2583190
sen,1999,2653210
sen,2000,2725892
sen,2001,2798398
sen,2002,2874354
sen,2003,2953652
sen,2004,3035977
sen,2005,3120967
sen,2006,3206268
sen,2007,3262238
sen,2008,3318965
sen,2009,3377246
sen,2010,3437243
sen,2011,3494499
sen,2012,3554644
sen,2013,3617176
sen,2014,3681859
sen,2015,3748673
sen,2016,3859672
sen,2017,3975776
sen,2018,4096445
sen,2019,4221102
sen,2020,4258114
sen,2021,4419653
sgp,1990,1534820
sgp,1991,1590756
sgp,1992,1647120
sgp,1993,1691068
sgp,1994,1755239
sgp,1995,1827451
sgp,1996,1911447
sgp,1997,1988141
sgp,1998,2080824
sgp,1999,2106359
sgp,2000,2160676
sgp,2001,2229754
sgp,2002,2228266
sgp,2003,2202865
sgp,2004,2238476
sgp,2005,2326458
sgp,2006,2437643
sgp,2007,2582913
sgp,2008,2790730
sgp,2009,2903227
sgp,2010,3005326
sgp,2011,3090172
sgp,2012,3207408
sgp,2013,3272484
sgp,2014,3363984
sgp,2015,3451804
sgp,2016,3496341
sgp,2017,3497085
sgp,2018,3493603
sgp,2019,3539016
sgp,2020,3446291
sgp,2021,3441494
slb,1990,146582
slb,1991,151736
slb,1992,157072
slb,1993,162911
slb,1994,168735
slb,1995,174646
slb,1996,180600
slb,1997,186810
slb,1998,193029
slb,1999,199453
slb,2000,206625
slb,2001,213248
slb,2002,219657
slb,2003,225691
slb,2004,231858
slb,2005,238113
slb,2006,244097
slb,2007,250122
slb,2008,256234
slb,2009,263053
slb,2010,269471
slb,2011,276454
slb,2012,284075
slb,2013,292011
slb,2014,300296
slb,2015,308882
slb,2016,317216
slb,2017,326052
slb,2018,335232
slb,2019,344571
slb,2020,350582
slb,2021,360582
sle,1990,1565425
sle,1991,1572000
sle,1992,1568796
sle,1993,1560543
sle,1994,1553346
sle,1995,1551453
sle,1996,1552949
sle,1997,1561885
sle,1998,1580590
sle,1999,1611472
sle,2000,1655397
sle,2001,1716767
sle,2002,1794343
sle,2003,1881038
sle,2004,2013986
sle,2005,2071938
sle,2006,2111521
sle,2007,2142697
sle,2008,2168469
sle,2009,2192945
sle,2010,2218671
sle,2011,2240075
sle,2012,2262846
sle,2013,2286429
sle,2014,2309842
sle,2015,2369428
sle,2016,2429835
sle,2017,2491501
sle,2018,2554768
sle,2019,2620130
sle,2020,2666630
sle,2021,2735333
slv,1990,1862121
slv,1991,1907382
slv,1992,1953269
slv,1993,2015428
slv,1994,2085763
slv,1995,2086113
slv,1996,2066830
slv,1997,2090413
slv,1998,2201872
slv,1999,2200797
slv,2000,2205229
slv,2001,2210126
slv,2002,2213925
slv,2003,2323550
slv,2004,2285105
slv,2005,2330116
slv,2006,2383698
slv,2007,2430226
slv,2008,2457930
slv,2009,2486427
slv,2010,2516443
slv,2011,2550005
slv,2012,2607181
slv,2013,2665750
slv,2014,2648113
slv,2015,2638742
slv,2016,2696801
slv,2017,2710376
slv,2018,2716898
slv,2019,2786916
slv,2020,2640908
slv,2021,2722965
som,1990,1349117
som,1991,1354339
som,1992,1355440
som,1993,1357004
som,1994,1364732
som,1995,1382019
som,1996,1411104
som,1997,1451278
som,1998,1499245
som,1999,1551125
som,2000,1604240
som,2001,1654256
som,2002,1706991
som,2003,1761675
som,2004,1817488
som,2005,1874124
som,2006,1927317
som,2007,1980496
som,2008,2034810
som,2009,2092137
som,2010,2153484
som,2011,2214003
som,2012,2279336
som,2013,2348827
som,2014,2421127
som,2015,2495610
som,2016,2572381
som,2017,2651164
som,2018,2732663
som,2019,2817875
som,2020,2884818
som,2021,2986038
srb,1990,3333496
srb,1991,3370447
srb,1992,3418100
srb,1993,3460630
srb,1994,3480033
srb,1995,3430057
srb,1996,3422857
srb,1997,3402874
srb,1998,3389321
srb,1999,3420817
srb,2000,3397102
srb,2001,3381617
srb,2002,3373315
srb,2003,3368468
srb,2004,3351859
srb,2005,3235227
srb,2006,3086787
srb,2007,3082716
srb,2008,3110334
srb,2009,2964986
srb,2010,2829289
srb,2011,2786835
srb,2012,2796799
srb,2013,2896895
srb,2014,3097739
srb,2015,3068816
srb,2016,3162788
srb,2017,3189489
srb,2018,3207857
srb,2019,3204530
srb,2020,3150687
srb,2021,3153221
ssd,1990,2273248
ssd,1991,2237931
ssd,1992,2190172
ssd,1993,2143563
ssd,1994,2114104
ssd,1995,2111362
ssd,1996,2150647
ssd,1997,2225909
ssd,1998,2325306
ssd,1999,2434507
ssd,2000,2544221
ssd,2001,2643848
ssd,2002,2745615
ssd,2003,2854673
ssd,2004,2977782
ssd,2005,3118478
ssd,2006,3276838
ssd,2007,3450615
ssd,2008,3631541
ssd,2009,3809843
ssd,2010,3978888
ssd,2011,4120195
ssd,2012,4248742
ssd,2013,4363647
ssd,2014,4464310
ssd,2015,4551856
ssd,2016,4615379
ssd,2017,4663143
ssd,2018,4706766
ssd,2019,4760595
ssd,2020,4674628
ssd,2021,4828839
stp,1990,34492
stp,1991,35443
stp,1992,36360
stp,1993,37274
stp,1994,38201
stp,1995,39145
stp,1996,39992
stp,1997,40863
stp,1998,41757
stp,1999,42657
stp,2000,43569
stp,2001,44469
stp,2002,45399
stp,2003,46355
stp,2004,47363
stp,2005,48455
stp,2006,49860
stp,2007,51381
stp,2008,52949
stp,2009,54478
stp,2010,55913
stp,2011,57199
stp,2012,58373
stp,2013,59486
stp,2014,60634
stp,2015,61874
stp,2016,63211
stp,2017,64632
stp,2018,66132
stp,2019,67694
stp,2020,67794
stp,2021,69907
sur,1990,128712
sur,1991,131465
sur,1992,133585
sur,1993,134656
sur,1994,136829
sur,1995,138831
sur,1996,140374
sur,1997,141933
sur,1998,143518
sur,1999,145087
sur,2000,149483
sur,2001,153683
sur,2002,157974
sur,2003,162351
sur,2004,166818
sur,2005,171417
sur,2006,176258
sur,2007,181303
sur,2008,186511
sur,2009,191808
sur,2010,197128
sur,2011,202488
sur,2012,207824
sur,2013,213155
sur,2014,218527
sur,2015,223954
sur,2016,229219
sur,2017,232429
sur,2018,235808
sur,2019,238539
sur,2020,230203
sur,2021,235722
svk,1990,2593315
svk,1991,2628860
svk,1992,2568682
svk,1993,2516951
svk,1994,2453175
svk,1995,2476683
svk,1996,2514320
svk,1997,2518484
svk,1998,2526749
svk,1999,2550844
svk,2000,2585468
svk,2001,2633979
svk,2002,2620417
svk,2003,2651654
svk,2004,2669194
svk,2005,2658590
svk,2006,2655438
svk,2007,2654469
svk,2008,2686962
svk,2009,2678906
svk,2010,2692685
svk,2011,2688336
svk,2012,2715024
svk,2013,2722135
svk,2014,2727406
svk,2015,2741202
svk,2016,2763502
svk,2017,2760684
svk,2018,2753602
svk,2019,2750063
svk,2020,2722079
svk,2021,2782034
svn,1990,911013
svn,1991,917414
svn,1992,922769
svn,1993,926286
svn,1994,930675
svn,1995,936324
svn,1996,942029
svn,1997,960087
svn,1998,984082
svn,1999,961609
svn,2000,961737
svn,2001,972218
svn,2002,985772
svn,2003,962839
svn,2004,1010456
svn,2005,1019712
svn,2006,1025910
svn,2007,1039089
svn,2008,1036323
svn,2009,1043726
svn,2010,1042561
svn,2011,1020296
svn,2012,1014145
svn,2013,1009228
svn,2014,1016311
svn,2015,1009297
svn,2016,996075
svn,2017,1027464
svn,2018,1036443
svn,2019,1029535
svn,2020,1030725
svn,2021,1033560
swe,1990,4743057
swe,1991,4726207
swe,1992,4634624
swe,1993,4533119
swe,1994,4510721
swe,1995,4563353
swe,1996,4556818
swe,1997,4529500
swe,1998,4518355
swe,1999,4544404
swe,2000,4514130
swe,2001,4561650
swe,2002,4578307
swe,2003,4604216
swe,2004,4617014
swe,2005,4688853
swe,2006,4750286
swe,2007,4824500
swe,2008,4891961
swe,2009,4908471
swe,2010,4943074
swe,2011,5001509
swe,2012,5036384
swe,2013,5100683
swe,2014,5143977
swe,2015,5186870
swe,2016,5252218
swe,2017,5337330
swe,2018,5399893
swe,2019,5455406
swe,2020,5489900
swe,2021,5557667
swz,1990,227973
swz,1991,235997
swz,1992,243414
swz,1993,250534
swz,1994,257850
swz,1995,265576
swz,1996,272503
swz,1997,279963
swz,1998,287497
swz,1999,294408
swz,2000,300300
swz,2001,304574
swz,2002,307517
swz,2003,309636
swz,2004,311633
swz,2005,313932
swz,2006,316620
swz,2007,319538
swz,2008,322586
swz,2009,325618
swz,2010,328564
swz,2011,331407
swz,2012,334565
swz,2013,337931
swz,2014,341328
swz,2015,344733
swz,2016,349533
swz,2017,354049
swz,2018,358533
swz,2019,363334
swz,2020,355218
swz,2021,365820
syr,1990,3377832
syr,1991,3505620
syr,1992,3624210
syr,1993,3774125
syr,1994,3867023
syr,1995,3958523
syr,1996,4134343
syr,1997,4310586
syr,1998,4487700
syr,1999,4704816
syr,2000,4926189
syr,2001,4963577
syr,2002,4996901
syr,2003,5034008
syr,2004,5102068
syr,2005,5187715
syr,2006,5344405
syr,2007,5411972
syr,2008,5650334
syr,2009,5647904
syr,2010,5711132
syr,2011,5780545
syr,2012,5687929
syr,2013,5550984
syr,2014,5407933
syr,2015,5287382
syr,2016,5194637
syr,2017,5132859
syr,2018,5124131
syr,2019,5194844
syr,2020,5170635
syr,2021,5447950
tcd,1990,2258929
tcd,1991,2323659
tcd,1992,2392078
tcd,1993,2464620
tcd,1994,2524988
tcd,1995,2589518
tcd,1996,2649892
tcd,1997,2716101
tcd,1998,2788248
tcd,1999,2866410
tcd,2000,2950564
tcd,2001,3033297
tcd,2002,3123744
tcd,2003,3219765
tcd,2004,3319374
tcd,2005,3421436
tcd,2006,3513870
tcd,2007,3609400
tcd,2008,3709120
tcd,2009,3814334
tcd,2010,3925808
tcd,2011,4034855
tcd,2012,4151116
tcd,2013,4272988
tcd,2014,4398728
tcd,2015,4527305
tcd,2016,4649302
tcd,2017,4774387
tcd,2018,4902823
tcd,2019,5074502
tcd,2020,5085739
tcd,2021,5306205
tgo,1990,1207802
tgo,1991,1236633
tgo,1992,1264975
tgo,1993,1294607
tgo,1994,1327669
tgo,1995,1365642
tgo,1996,1413588
tgo,1997,1466490
tgo,1998,1522612
tgo,1999,1579603
tgo,2000,1635559
tgo,2001,1683432
tgo,2002,1730554
tgo,2003,1777617
tgo,2004,1825540
tgo,2005,1875088
tgo,2006,1924910
tgo,2007,1976961
tgo,2008,2031082
tgo,2009,2087243
tgo,2010,2145451
tgo,2011,2204745
tgo,2012,2266629
tgo,2013,2331011
tgo,2014,2397717
tgo,2015,2466671
tgo,2016,2536878
tgo,2017,2609095
tgo,2018,2683601
tgo,2019,2760567
tgo,2020,2817960
tgo,2021,2905470
tha,1990,29610595
tha,1991,30185497
tha,1992,30701313
tha,1993,31178311
tha,1994,31660210
tha,1995,32307505
tha,1996,33034525
tha,1997,33769709
tha,1998,33924330
tha,1999,33916660
tha,2000,34772249
tha,2001,35621702
tha,2002,36134089
tha,2003,36606109
tha,2004,37308666
tha,2005,37939157
tha,2006,38013146
tha,2007,38769324
tha,2008,39082810
tha,2009,39127730
tha,2010,38876587
tha,2011,40083149
tha,2012,40234291
tha,2013,39030418
tha,2014,39079265
tha,2015,39026171
tha,2016,38766594
tha,2017,38609507
tha,2018,39029222
tha,2019,38777939
tha,2020,39036695
tha,2021,39052022
tjk,1990,1319856
tjk,1991,1341353
tjk,1992,1362474
tjk,1993,1383624
tjk,1994,1405293
tjk,1995,1428236
tjk,1996,1456649
tjk,1997,1484828
tjk,1998,1514607
tjk,1999,1548670
tjk,2000,1588518
tjk,2001,1635216
tjk,2002,1688814
tjk,2003,1747855
tjk,2004,1821706
tjk,2005,1858310
tjk,2006,1888030
tjk,2007,1912001
tjk,2008,1933767
tjk,2009,1976983
tjk,2010,2033712
tjk,2011,2084921
tjk,2012,2138343
tjk,2013,2192213
tjk,2014,2244650
tjk,2015,2295335
tjk,2016,2345090
tjk,2017,2360549
tjk,2018,2377495
tjk,2019,2396457
tjk,2020,2421183
tjk,2021,2463051
tkm,1990,1094701
tkm,1991,1136840
tkm,1992,1205963
tkm,1993,1248181
tkm,1994,1333715
tkm,1995,1396430
tkm,1996,1421991
tkm,1997,1493811
tkm,1998,1515439
tkm,1999,1514246
tkm,2000,1538758
tkm,2001,1567878
tkm,2002,1602932
tkm,2003,1628582
tkm,2004,1651899
tkm,2005,1659980
tkm,2006,1671089
tkm,2007,1689219
tkm,2008,1704266
tkm,2009,1734701
tkm,2010,1754183
tkm,2011,1765916
tkm,2012,1778053
tkm,2013,1788257
tkm,2014,1800285
tkm,2015,1821451
tkm,2016,1837391
tkm,2017,1860370
tkm,2018,1887802
tkm,2019,1914022
tkm,2020,1921328
tkm,2021,1943497
tls,1990,313120
tls,1991,319152
tls,1992,324225
tls,1993,328266
tls,1994,331624
tls,1995,334454
tls,1996,331381
tls,1997,328896
tls,1998,327646
tls,1999,333437
tls,2000,332340
tls,2001,336901
tls,2002,345930
tls,2003,355354
tls,2004,365416
tls,2005,375794
tls,2006,385990
tls,2007,394973
tls,2008,404491
tls,2009,414275
tls,2010,424005
tls,2011,436153
tls,2012,447786
tls,2013,460091
tls,2014,472478
tls,2015,485881
tls,2016,499932
tls,2017,515795
tls,2018,531144
tls,2019,545590
tls,2020,555034
tls,2021,567849
ton,1990,31880
ton,1991,32577
ton,1992,33136
ton,1993,33664
ton,1994,34291
ton,1995,34171
ton,1996,33993
ton,1997,33995
ton,1998,34081
ton,1999,34092
ton,2000,33976
ton,2001,34077
ton,2002,33990
ton,2003,33788
ton,2004,33600
ton,2005,33488
ton,2006,33436
ton,2007,33451
ton,2008,33481
ton,2009,33414
ton,2010,33199
ton,2011,32827
ton,2012,32300
ton,2013,31740
ton,2014,31269
ton,2015,30959
ton,2016,30858
ton,2017,30936
ton,2018,31119
ton,2019,31687
ton,2020,31897
ton,2021,32468
tto,1990,470285
tto,1991,478247
tto,1992,487344
tto,1993,492888
tto,1994,508076
tto,1995,523034
tto,1996,533667
tto,1997,545417
tto,1998,557778
tto,1999,564505
tto,2000,577040
tto,2001,581765
tto,2002,593362
tto,2003,608514
tto,2004,630721
tto,2005,645612
tto,2006,653832
tto,2007,654625
tto,2008,659933
tto,2009,655800
tto,2010,640808
tto,2011,635172
tto,2012,651603
tto,2013,652144
tto,2014,663466
tto,2015,651962
tto,2016,648108
tto,2017,650760
tto,2018,654191
tto,2019,657766
tto,2020,634920
tto,2021,642296
tun,1990,2505832
tun,1991,2583279
tun,1992,2657661
tun,1993,2749695
tun,1994,2839596
tun,1995,2928928
tun,1996,3016381
tun,1997,3099720
tun,1998,3150127
tun,1999,3198482
tun,2000,3245488
tun,2001,3285524
tun,2002,3323694
tun,2003,3359961
tun,2004,3394172
tun,2005,3426322
tun,2006,3497562
tun,2007,3575177
tun,2008,3658862
tun,2009,3741873
tun,2010,3823273
tun,2011,3889386
tun,2012,3973317
tun,2013,3974366
tun,2014,3990952
tun,2015,4010477
tun,2016,4052457
tun,2017,4076291
tun,2018,4112372
tun,2019,4155002
tun,2020,4115538
tun,2021,4151836
tur,1990,19599149
tur,1991,20238804
tur,1992,20379811
tur,1993,19454127
tur,1994,20891389
tur,1995,21201813
tur,1996,21547195
tur,1997,21567503
tur,1998,22168095
tur,1999,22625906
tur,2000,21921325
tur,2001,22314223
tur,2002,22671130
tur,2003,22556573
tur,2004,22041260
tur,2005,22510689
tur,2006,22468151
tur,2007,22856997
tur,2008,23566832
tur,2009,24426675
tur,2010,25446167
tur,2011,26568558
tur,2012,27139481
tur,2013,28208333
tur,2014,28906173
tur,2015,29937508
tur,2016,30980381
tur,2017,32114851
tur,2018,32982454
tur,2019,33420003
tur,2020,31624253
tur,2021,32619097
tza,1990,11845170
tza,1991,12243103
tza,1992,12676615
tza,1993,13130017
tza,1994,13585422
tza,1995,14033071
tza,1996,14415894
tza,1997,14793494
tza,1998,15175922
tza,1999,15573986
tza,2000,15994481
tza,2001,16430141
tza,2002,16961201
tza,2003,17512448
tza,2004,18088481
tza,2005,18690099
tza,2006,19272678
tza,2007,19706727
tza,2008,20161382
tza,2009,20626078
tza,2010,21098392
tza,2011,21585797
tza,2012,22091927
tza,2013,22617022
tza,2014,23163684
tza,2015,23910182
tza,2016,24708750
tza,2017,25539231
tza,2018,26405597
tza,2019,27312036
tza,2020,28002234
tza,2021,29043202
uga,1990,6248326
uga,1991,6433435
uga,1992,6624286
uga,1993,6822666
uga,1994,7027033
uga,1995,7237583
uga,1996,7426019
uga,1997,7623110
uga,1998,7831600
uga,1999,8055073
uga,2000,8295714
uga,2001,8546674
uga,2002,8817750
uga,2003,9107304
uga,2004,9413897
uga,2005,9736089
uga,2006,10064402
uga,2007,10411587
uga,2008,10777707
uga,2009,11162258
uga,2010,11566242
uga,2011,11984747
uga,2012,12426422
uga,2013,12881275
uga,2014,13373455
uga,2015,13908256
uga,2016,14496926
uga,2017,15134634
uga,2018,15803182
uga,2019,16480192
uga,2020,16497309
uga,2021,17351129
ukr,1990,24319671
ukr,1991,24336903
ukr,1992,24382042
ukr,1993,24381147
ukr,1994,24261614
ukr,1995,24089176
ukr,1996,23926273
ukr,1997,23766658
ukr,1998,23622243
ukr,1999,23474773
ukr,2000,23315574
ukr,2001,23135576
ukr,2002,22978598
ukr,2003,22844708
ukr,2004,22702660
ukr,2005,22538708
ukr,2006,22371804
ukr,2007,22455478
ukr,2008,22353050
ukr,2009,22255845
ukr,2010,22161401
ukr,2011,22024493
ukr,2012,21921474
ukr,2013,21823579
ukr,2014,21661893
ukr,2015,21538688
ukr,2016,21426851
ukr,2017,21297839
ukr,2018,21154891
ukr,2019,21013649
ukr,2020,20425900
ukr,2021,20327701
ury,1990,1316581
ury,1991,1335188
ury,1992,1350938
ury,1993,1341391
ury,1994,1391772
ury,1995,1431117
ury,1996,1470919
ury,1997,1491673
ury,1998,1511321
ury,1999,1490339
ury,2000,1507066
ury,2001,1547754
ury,2002,1511033
ury,2003,1491186
ury,2004,1503124
ury,2005,1508402
ury,2006,1577935
ury,2007,1634335
ury,2008,1650449
ury,2009,1680923
ury,2010,1679916
ury,2011,1736709
ury,2012,1725957
ury,2013,1725619
ury,2014,1763086
ury,2015,1748294
ury,2016,1749033
ury,2017,1745467
ury,2018,1743852
ury,2019,1744635
ury,2020,1686696
ury,2021,1714454
usa,1990,127976617
usa,1991,128888505
usa,1992,131111933
usa,1993,132441929
usa,1994,134712595
usa,1995,136498652
usa,1996,138356464
usa,1997,140767688
usa,1998,142346825
usa,1999,144214674
usa,2000,146013784
usa,2001,147226537
