geo,time,eg_use_crnw_zs
irl,2003,0.84687
irl,2004,0.96253
irl,2005,1.21501
irl,2006,1.25557
irl,2007,1.35529
irl,2008,1.536
irl,2009,1.77888
irl,2010,1.96467
irl,2011,1.77172
irl,2012,1.75704
irl,2013,1.99425
irl,2014,2.40074
irl,2015,2.23499
irn,1971,0.88481
irn,1972,0.82837
irn,1973,0.71166
irn,1974,0.64745
irn,1975,0.62019
irn,1976,0.52735
irn,1977,0.49034
irn,1978,0.45283
irn,1979,0.36877
irn,1980,0.36198
irn,1981,0.39321
irn,1982,0.33708
irn,1983,0.43221
irn,1984,0.40344
irn,1985,0.43086
irn,1986,0.42979
irn,1987,0.35242
irn,1988,0.44149
irn,1989,0.29992
irn,1990,0.23439
irn,1991,0.22225
irn,1992,0.24349
irn,1993,0.25108
irn,1994,0.2473
irn,1995,0.21919
irn,1996,0.23569
irn,1997,0.19035
irn,1998,0.14778
irn,1999,0.11513
irn,2000,0.10984
irn,2001,0.09757
irn,2002,0.07182
irn,2003,0.06356
irn,2004,0.05744
irn,2005,0.33524
irn,2006,0.31996
irn,2007,0.31906
irn,2008,0.30178
irn,2009,0.30238
irn,2010,0.30195
irn,2011,0.24024
irn,2012,0.23193
irn,2013,0.22753
irn,2014,0.21302
irq,1971,0.49885
irq,1972,0.42833
irq,1973,0.44914
irq,1974,0.39215
irq,1975,0.33681
irq,1976,0.27211
irq,1977,0.30087
irq,1978,0.26401
irq,1979,0.18612
irq,1980,0.18759
irq,1981,0.18201
irq,1982,0.18952
irq,1983,0.15719
irq,1984,0.14865
irq,1985,0.13789
irq,1986,0.12753
irq,1987,0.13723
irq,1988,0.11381
irq,1989,0.10329
irq,1990,0.0651
irq,1991,0.08178
irq,1992,0.05825
irq,1993,0.04475
irq,1994,0.04114
irq,1995,0.04438
irq,1996,0.04694
irq,1997,0.0398
irq,1998,0.05887
irq,1999,0.07673
irq,2000,0.06848
irq,2001,0.06174
irq,2002,0.06803
irq,2003,0.0745
irq,2004,0.07567
irq,2005,0.07518
irq,2006,0.08311
irq,2007,0.08224
irq,2008,0.07636
irq,2009,0.06638
irq,2010,0.0607
irq,2011,0.05589
irq,2012,0.05198
irq,2013,0.05013
irq,2014,0.05034
isl,1960,0
isl,1961,0
isl,1962,0
isl,1963,0
isl,1964,0
isl,1965,0
isl,1966,0
isl,1967,0
isl,1968,0
isl,1969,0
isl,1970,0
isl,1971,0
isl,1972,0
isl,1973,0
isl,1974,0
isl,1975,0
isl,1976,0
isl,1977,0
isl,1978,0
isl,1979,0
isl,1980,0
isl,1981,0
isl,1982,0
isl,1983,0
isl,1984,0
isl,1985,0
isl,1986,0
isl,1987,0
isl,1988,0
isl,1989,0
isl,1990,0
isl,1991,0
isl,1992,0
isl,1993,0
isl,1994,0
isl,1995,0
isl,1996,0
isl,1997,0
isl,1998,0
isl,1999,0
isl,2000,0
isl,2001,0
isl,2002,0
isl,2003,0
isl,2004,0
isl,2005,0
isl,2006,0
isl,2007,0
isl,2008,0
isl,2009,0
isl,2010,0
isl,2011,0
isl,2012,0
isl,2013,0.03475
isl,2014,0.03486
isl,2015,0.23428
isr,1971,0.0649
isr,1972,0.06737
isr,1973,0.03907
isr,1974,0.04366
isr,1975,0.03978
isr,1976,0.03947
isr,1977,0.03958
isr,1978,0.03744
isr,1979,0.03364
isr,1980,0.03266
isr,1981,0.03509
isr,1982,0.03237
isr,1983,0.0347
isr,1984,0.0336
isr,1985,0.03374
isr,1986,0.02827
isr,1987,0.02567
isr,1988,0.02346
isr,1989,0.01444
isr,1990,0.02645
isr,1991,0.02636
isr,1992,0.0285
isr,1993,0.03249
isr,1994,0.02051
isr,1995,0.03854
isr,1996,0.03748
isr,1997,0.04346
isr,1998,0.05098
isr,1999,0.05238
isr,2000,0.04817
isr,2001,0.04589
isr,2002,0.0467
isr,2003,0.04452
isr,2004,0.04571
isr,2005,0.04762
isr,2006,0.0432
isr,2007,0.04221
isr,2008,0.03841
isr,2009,0.05239
isr,2010,0.04681
isr,2011,0.04862
isr,2012,0.0362
isr,2013,0.03797
isr,2014,0.0387
isr,2015,0.03773
ita,1960,0
ita,1961,0
ita,1962,0
ita,1963,0
ita,1964,0
ita,1965,0
ita,1966,0
ita,1967,0
ita,1968,0
ita,1969,0
ita,1970,0.27842
ita,1971,0.20641
ita,1972,0.22162
ita,1973,0.20463
ita,1974,0.99656
ita,1975,0.95029
ita,1976,0.82608
ita,1977,0.7543
ita,1978,0.64926
ita,1979,0.6551
ita,1980,0.70042
ita,1981,0.77139
ita,1982,0.75312
ita,1983,0.77349
ita,1984,0.79314
ita,1985,0.67988
ita,1986,0.82867
ita,1987,0.74499
ita,1988,0.75981
ita,1989,0.69021
ita,1990,0.49484
ita,1991,0.57464
ita,1992,0.68344
ita,1993,0.64417
ita,1994,0.78447
ita,1995,0.7192
ita,1996,0.69102
ita,1997,0.75897
ita,1998,0.7738
ita,1999,0.82394
ita,2000,0.90512
ita,2001,0.94279
ita,2002,1.43655
ita,2003,2.11838
ita,2004,1.61012
ita,2005,2.4433
ita,2006,2.88638
ita,2007,3.85277
ita,2008,4.94983
ita,2009,5.52135
ita,2010,5.40396
ita,2011,4.09778
ita,2012,5.58722
ita,2013,5.91537
ita,2014,5.6578
ita,2015,6.11533
jam,1971,13.24041
jam,1972,10.45424
jam,1973,8.31215
jam,1974,9.37778
jam,1975,9.03643
jam,1976,10.07359
jam,1977,9.45254
jam,1978,9.84891
jam,1979,8.30255
jam,1980,9.37298
jam,1981,9.19593
jam,1982,10.2895
jam,1983,11.10264
jam,1984,12.9387
jam,1985,13.87973
jam,1986,13.83955
jam,1987,13.63416
jam,1988,13.70843
jam,1989,12.98327
jam,1990,5.11173
jam,1991,5.1263
jam,1992,5.11711
jam,1993,5.32099
jam,1994,5.39562
jam,1995,5.27071
jam,1996,5.2518
jam,1997,5.396
jam,1998,5.00032
jam,1999,5.07072
jam,2000,6.45043
jam,2001,6.08991
jam,2002,7.71155
jam,2003,7.62581
jam,2004,7.88528
jam,2005,8.06098
jam,2006,7.29676
jam,2007,7.12974
jam,2008,8.1062
jam,2009,9.13236
jam,2010,8.93063
jam,2011,8.89186
jam,2012,10.98652
jam,2013,10.77292
jam,2014,11.13282
jor,1971,0.1891
jor,1972,0.17253
jor,1973,0.15146
jor,1974,0.1434
jor,1975,0.12358
jor,1976,0.12083
jor,1977,0.06996
jor,1978,0.05704
jor,1979,0.05555
jor,1980,0.04552
jor,1981,0.04911
jor,1982,0.0773
jor,1983,0.0814
jor,1984,0.07401
jor,1985,0.07282
jor,1986,0.06788
jor,1987,0.06401
jor,1988,0.07269
jor,1989,0.07217
jor,1990,0.06552
jor,1991,0.06974
jor,1992,0.06208
jor,1993,0.06267
jor,1994,0.06437
jor,1995,0.06042
jor,1996,0.05889
jor,1997,0.06452
jor,1998,0.06342
jor,1999,0.06414
jor,2000,0.06223
jor,2001,0.06385
jor,2002,0.06174
jor,2003,0.06131
jor,2004,0.05215
jor,2005,0.04965
jor,2006,0.04977
jor,2007,0.04897
jor,2008,0.05162
jor,2009,0.05054
jor,2010,0.05474
jor,2011,0.05672
jor,2012,0.06194
jor,2013,0.06415
jor,2014,0.06178
jpn,1960,0
jpn,1961,0
jpn,1962,0
jpn,1963,0
jpn,1964,0
jpn,1965,0
jpn,1966,0
jpn,1967,0
jpn,1968,0
jpn,1969,0
jpn,1970,0
jpn,1971,0
jpn,1972,0
jpn,1973,0
jpn,1974,0
jpn,1975,0
jpn,1976,0
jpn,1977,0
jpn,1978,0
jpn,1979,0
jpn,1980,0
jpn,1981,0
jpn,1982,1.14079
jpn,1983,1.20393
jpn,1984,1.21366
jpn,1985,1.25407
jpn,1986,1.26311
jpn,1987,1.30521
jpn,1988,1.30394
jpn,1989,1.3283
jpn,1990,0.75914
jpn,1991,0.75194
jpn,1992,0.71264
jpn,1993,0.66803
jpn,1994,0.63566
jpn,1995,0.63984
jpn,1996,0.62852
jpn,1997,0.6383
jpn,1998,0.58426
jpn,1999,0.61143
jpn,2000,0.63479
jpn,2001,0.58458
jpn,2002,0.60905
jpn,2003,0.62236
jpn,2004,0.59043
jpn,2005,0.6376
jpn,2006,0.65679
jpn,2007,0.69312
jpn,2008,0.67442
jpn,2009,0.65137
jpn,2010,0.88332
jpn,2011,0.92633
jpn,2012,0.9291
jpn,2013,0.98995
jpn,2014,1.10288
jpn,2015,1.15961
kaz,1990,0.15606
kaz,1991,0.15294
kaz,1992,0.14538
kaz,1993,0.12009
kaz,1994,0.13144
kaz,1995,0.15084
kaz,1996,0.16323
kaz,1997,0.18744
kaz,1998,0.18631
kaz,1999,0.20402
kaz,2000,0.20541
kaz,2001,0.05559
kaz,2002,0.05715
kaz,2003,0.06127
kaz,2004,0.04137
kaz,2005,0.02253
kaz,2006,0.03328
kaz,2007,0.03884
kaz,2008,0.09998
kaz,2009,0.10481
kaz,2010,0.0729
kaz,2011,0.10159
kaz,2012,0.0805
kaz,2013,0.08089
kaz,2014,0.02866
ken,1971,77.91061
ken,1972,77.22379
ken,1973,77.99713
ken,1974,77.93978
ken,1975,78.92311
ken,1976,78.08472
ken,1977,77.2048
ken,1978,77.7818
ken,1979,77.929
ken,1980,78.0186
ken,1981,78.8055
ken,1982,80.36322
ken,1983,82.00989
ken,1984,80.4746
ken,1985,80.03207
ken,1986,76.18523
ken,1987,75.81219
ken,1988,76.58369
ken,1989,76.45078
ken,1990,51.33992
ken,1991,52.08526
ken,1992,52.42494
ken,1993,52.77
ken,1994,53.7123
ken,1995,52.72564
ken,1996,52.24407
ken,1997,52.95742
ken,1998,52.32925
ken,1999,52.47902
ken,2000,51.97114
ken,2001,52.58094
ken,2002,53.23905
ken,2003,53.46753
ken,2004,52.19493
ken,2005,51.72374
ken,2006,50.92218
ken,2007,51.16315
ken,2008,50.73599
ken,2009,49.22932
ken,2010,48.39968
ken,2011,48.70094
ken,2012,49.4026
ken,2013,47.96786
ken,2014,44.45008
kgz,1990,0.06699
kgz,1991,0.06861
kgz,1992,0.08921
kgz,1993,0.08454
kgz,1994,0.14186
kgz,1995,0.15624
kgz,1996,0.12991
kgz,1997,0.13813
kgz,1998,0.12974
kgz,1999,0.14848
kgz,2000,0.15448
kgz,2001,0.16618
kgz,2002,0.1479
kgz,2003,0.13892
kgz,2004,0.14094
kgz,2005,0.13917
kgz,2006,0.14141
kgz,2007,0.12209
kgz,2008,0.11491
kgz,2009,0.12751
kgz,2010,0.13529
kgz,2011,0.11398
kgz,2012,0.09243
kgz,2013,0.08467
kgz,2014,0.07612
khm,1995,73.77215
khm,1996,73.73536
khm,1997,73.02376
khm,1998,71.93252
khm,1999,70.8597
khm,2000,69.95893
khm,2001,68.71476
khm,2002,71.64865
khm,2003,70.54713
khm,2004,65.85794
khm,2005,63.17084
khm,2006,61.10786
khm,2007,57.9892
khm,2008,56.83973
khm,2009,61.05323
khm,2010,58.60858
khm,2011,58.32421
khm,2012,57.54836
khm,2013,57.32309
khm,2014,55.24648
kor,1971,0
kor,1972,0
kor,1973,0
kor,1974,0
kor,1975,0
kor,1976,0
kor,1977,0
kor,1978,0
kor,1979,0
kor,1980,0
kor,1981,0
kor,1982,0
kor,1983,0
kor,1984,0
kor,1985,0
kor,1986,0
kor,1987,0
kor,1988,0
kor,1989,0
kor,1990,0.46062
kor,1991,0.2873
kor,1992,0.1952
kor,1993,0.12805
kor,1994,0.08341
kor,1995,0.07085
kor,1996,0.16613
kor,1997,0.16577
kor,1998,0.18483
kor,1999,0.12758
kor,2000,0.1158
kor,2001,0.08566
kor,2002,0.09364
kor,2003,0.10062
kor,2004,0.08072
kor,2005,0.15423
kor,2006,0.16388
kor,2007,0.17325
kor,2008,0.19787
kor,2009,0.23696
kor,2010,0.24619
kor,2011,0.24655
kor,2012,0.36996
kor,2013,0.47065
kor,2014,0.90934
kor,2015,0.81777
kos,2000,13.7145
kos,2001,11.24262
kos,2002,11.3614
kos,2003,10.84785
kos,2004,10.78726
kos,2005,11.11426
kos,2006,10.99863
kos,2007,10.5778
kos,2008,10.52121
kos,2009,9.64017
kos,2010,9.47103
kos,2011,9.56918
kos,2012,10.44939
kos,2013,10.50296
kos,2014,11.37412
kwt,1971,0.18024
kwt,1972,0.05438
kwt,1973,0.33022
kwt,1974,0.11879
kwt,1975,0.12485
kwt,1976,0.11508
kwt,1977,0.00969
kwt,1978,0.00889
kwt,1979,0.02822
kwt,1980,0.03518
kwt,1981,0.03572
kwt,1982,0.03208
kwt,1983,0.01208
kwt,1984,0.04671
kwt,1985,0.04195
kwt,1986,0.03875
kwt,1987,0.03561
kwt,1988,0.02917
kwt,1989,0.02497
kwt,1990,0.06461
kwt,1991,0.21864
kwt,1992,0.09171
kwt,1993,0.0299
kwt,1994,0.0153
kwt,1995,0.04476
kwt,1996,0.02528
kwt,1997,0
kwt,1998,0
kwt,1999,0
kwt,2000,0
kwt,2001,0
kwt,2002,0
kwt,2003,0
kwt,2004,0
kwt,2005,0
kwt,2006,0
kwt,2007,0
kwt,2008,0
kwt,2009,0
kwt,2010,0
kwt,2011,0
kwt,2012,0
kwt,2013,0
kwt,2014,0
lbn,1971,5.21195
lbn,1972,5.20733
lbn,1973,4.25613
lbn,1974,4.37923
lbn,1975,5.02268
lbn,1976,4.69543
lbn,1977,6.14965
lbn,1978,5.11727
lbn,1979,4.6484
lbn,1980,4.34117
lbn,1981,4.53549
lbn,1982,5.98611
lbn,1983,5.52524
lbn,1984,5.42817
lbn,1985,4.60071
lbn,1986,4.15554
lbn,1987,4.03969
lbn,1988,5.44879
lbn,1989,5.60687
lbn,1990,4.62599
lbn,1991,3.86299
lbn,1992,3.82089
lbn,1993,2.74083
lbn,1994,2.58961
lbn,1995,2.34552
lbn,1996,2.29146
lbn,1997,2.05698
lbn,1998,2.18936
lbn,1999,2.14969
lbn,2000,2.34507
lbn,2001,2.28328
lbn,2002,2.4236
lbn,2003,2.55794
lbn,2004,2.76618
lbn,2005,2.99943
lbn,2006,3.21338
lbn,2007,3.63796
lbn,2008,2.66194
lbn,2009,1.84251
lbn,2010,1.74581
lbn,2011,1.76282
lbn,2012,1.56737
lbn,2013,1.59683
lbn,2014,1.53202
lby,1971,6.17922
lby,1972,4.60617
lby,1973,4.05795
lby,1974,3.78329
lby,1975,3.10622
lby,1976,3.53635
lby,1977,2.93461
lby,1978,2.66888
lby,1979,2.3812
lby,1980,1.77384
lby,1981,1.64247
lby,1982,1.51133
lby,1983,1.48012
lby,1984,1.37906
lby,1985,1.23401
lby,1986,1.23982
lby,1987,1.13579
lby,1988,1.18161
lby,1989,1.08832
lby,1990,1.11964
lby,1991,1.10366
lby,1992,1.10923
lby,1993,1.06871
lby,1994,0.94649
lby,1995,0.89399
lby,1996,0.86009
lby,1997,0.86477
lby,1998,0.87331
lby,1999,0.90448
lby,2000,0.88172
lby,2001,0.87541
lby,2002,0.85203
lby,2003,0.83769
lby,2004,0.82431
lby,2005,0.84177
lby,2006,0.84281
lby,2007,0.91771
lby,2008,0.87089
lby,2009,0.80889
lby,2010,0.75245
lby,2011,1.13808
lby,2012,0.89521
lby,2013,0.78657
lby,2014,0.84635
lka,1971,72.09973
lka,1972,67.6888
lka,1973,67.4217
lka,1974,71.46251
lka,1975,73.62546
lka,1976,74.10834
lka,1977,71.99678
lka,1978,69.87302
lka,1979,68.39603
lka,1980,67.96162
lka,1981,68.43008
lka,1982,66.59802
lka,1983,66.9555
lka,1984,69.64464
lka,1985,71.13631
lka,1986,71.08389
lka,1987,70.38633
lka,1988,71.14897
lka,1989,72.02516
lka,1990,70.58775
lka,1991,69.79868
lka,1992,70.36893
lka,1993,64.54505
lka,1994,62.86112
lka,1995,60.82722
lka,1996,58.6028
lka,1997,58.36166
lka,1998,56.56169
lka,1999,55.60214
lka,2000,53.35244
lka,2001,53.05788
lka,2002,52.34695
lka,2003,50.19588
lka,2004,51.0557
lka,2005,51.16753
lka,2006,51.96362
lka,2007,50.73042
lka,2008,50.36008
lka,2009,52.43298
lka,2010,51.04249
lka,2011,47.02893
lka,2012,49.56681
lka,2013,47.41574
lka,2014,45.23556
ltu,1990,1.74601
ltu,1991,1.6247
ltu,1992,2.51693
ltu,1993,4.57638
ltu,1994,5.35455
ltu,1995,5.22921
ltu,1996,5.30459
ltu,1997,5.72209
ltu,1998,5.99362
ltu,1999,7.34321
ltu,2000,8.77992
ltu,2001,8.09914
ltu,2002,7.99237
ltu,2003,8.00595
ltu,2004,8.20778
ltu,2005,8.8644
ltu,2006,9.44762
ltu,2007,8.89948
ltu,2008,9.33947
ltu,2009,10.12808
ltu,2010,12.71228
ltu,2011,12.23617
ltu,2012,13.24369
ltu,2013,14.30989
ltu,2014,14.99963
lux,1960,0
lux,1961,0
lux,1962,0
lux,1963,0
lux,1964,0
lux,1965,0
lux,1966,0
lux,1967,0
lux,1968,0
lux,1969,0
lux,1970,0
lux,1971,0
lux,1972,0
lux,1973,0
lux,1974,0
lux,1975,0
lux,1976,0
lux,1977,0.46551
lux,1978,0.43338
lux,1979,0.48203
lux,1980,0.5897
lux,1981,0.67407
lux,1982,0.69568
lux,1983,0.7397
lux,1984,0.77448
lux,1985,0.75756
lux,1986,0.58209
lux,1987,0.82143
lux,1988,0.8896
lux,1989,0.84871
lux,1990,0
lux,1991,0
lux,1992,0.42405
lux,1993,0.41818
lux,1994,0.43326
lux,1995,0.4892
lux,1996,0.48222
lux,1997,0.49558
lux,1998,0.51321
lux,1999,0.49315
lux,2000,0.45399
lux,2001,0.46733
lux,2002,0.42832
lux,2003,0.4369
lux,2004,0.4626
lux,2005,0.91052
lux,2006,0.92847
lux,2007,2.13832
lux,2008,2.19062
lux,2009,2.15843
lux,2010,2.11338
lux,2011,2.08437
lux,2012,2.22247
lux,2013,2.56363
lux,2014,3.55995
lux,2015,4.00033
lva,1990,8.02415
lva,1991,10.14996
lva,1992,12.27467
lva,1993,15.76058
lva,1994,18.05126
lva,1995,20.78653
lva,1996,21.90588
lva,1997,22.02327
lva,1998,22.42898
lva,1999,24.19629
lva,2000,23.30902
lva,2001,24.13167
lva,2002,23.8827
lva,2003,23.74852
lva,2004,24.22428
lva,2005,24.19439
lva,2006,23.49435
lva,2007,22.43953
lva,2008,22.23263
lva,2009,26.69224
lva,2010,22.79911
lva,2011,24.89063
lva,2012,26.65007
lva,2013,26.66699
lva,2014,28.1941
mar,1971,22.0112
mar,1972,20.93115
mar,1973,19.29452
mar,1974,18.16841
mar,1975,17.90434
mar,1976,16.93593
mar,1977,15.75283
mar,1978,15.25128
mar,1979,14.63035
mar,1980,14.7396
mar,1981,15.02416
mar,1982,14.82095
mar,1983,14.5837
mar,1984,14.46577
mar,1985,14.50642
mar,1986,14.36426
mar,1987,14.32079
mar,1988,13.90462
mar,1989,13.04334
mar,1990,12.74402
mar,1991,13.11549
mar,1992,12.54134
mar,1993,12.27272
mar,1994,11.61766
mar,1995,11.96391
mar,1996,11.55858
mar,1997,11.36908
mar,1998,11.29922
mar,1999,10.75609
mar,2000,10.82212
mar,2001,10.31696
mar,2002,10.24832
mar,2003,10.39575
mar,2004,16.37628
mar,2005,14.51879
mar,2006,13.23776
mar,2007,11.93926
mar,2008,10.57048
mar,2009,9.47348
mar,2010,8.69149
mar,2011,7.785
mar,2012,7.42413
mar,2013,7.2606
mar,2014,7.15158
mda,1990,0.62811
mda,1991,0.75511
mda,1992,0.91077
mda,1993,1.02151
mda,1994,1.21986
mda,1995,1.30939
mda,1996,1.52056
mda,1997,1.57507
mda,1998,1.6467
mda,1999,1.86634
mda,2000,2.06585
mda,2001,1.97404
mda,2002,2.2402
mda,2003,2.39506
mda,2004,2.20468
mda,2005,1.85984
mda,2006,2.24808
mda,2007,1.89473
mda,2008,2.11951
mda,2009,2.20568
mda,2010,4.80783
mda,2011,6.13072
mda,2012,6.53463
mda,2013,8.5917
mda,2014,8.3291
mex,1971,13.89549
mex,1972,12.62848
mex,1973,11.81203
mex,1974,11.29766
mex,1975,10.6568
mex,1976,9.98225
mex,1977,9.37092
mex,1978,8.77747
mex,1979,8.20629
mex,1980,7.22987
mex,1981,6.67229
mex,1982,6.48668
mex,1983,6.97511
mex,1984,6.85963
mex,1985,6.6145
mex,1986,6.97318
mex,1987,6.86857
mex,1988,6.59186
mex,1989,6.28657
mex,1990,6.91471
mex,1991,6.3514
mex,1992,6.28688
mex,1993,6.09348
mex,1994,5.7288
mex,1995,6.13378
mex,1996,6.08859
mex,1997,5.97814
mex,1998,5.85117
mex,1999,5.59974
mex,2000,5.52248
mex,2001,4.94475
mex,2002,4.82874
mex,2003,4.60375
mex,2004,4.57805
mex,2005,4.44943
mex,2006,4.28282
mex,2007,4.25068
mex,2008,4.24208
mex,2009,4.03096
mex,2010,4.08123
mex,2011,3.91718
mex,2012,3.73604
mex,2013,3.98287
mex,2014,3.75271
mex,2015,3.75745
mkd,1990,0
mkd,1991,0
mkd,1992,6.93514
mkd,1993,6.96516
mkd,1994,7.54376
mkd,1995,7.46468
mkd,1996,6.31574
mkd,1997,6.94521
mkd,1998,5.22294
mkd,1999,6.54039
mkd,2000,7.85112
mkd,2001,5.68309
mkd,2002,5.73125
mkd,2003,6.05098
mkd,2004,6.15875
mkd,2005,7.37029
mkd,2006,7.05311
mkd,2007,6.33535
mkd,2008,6.37513
mkd,2009,7.02133
mkd,2010,6.70017
mkd,2011,6.6729
mkd,2012,7.66005
mkd,2013,8.27641
mkd,2014,8.95765
mlt,1971,0
mlt,1972,0
mlt,1973,0
mlt,1974,0
mlt,1975,0
mlt,1976,0
mlt,1977,0
mlt,1978,0
mlt,1979,0
mlt,1980,0
mlt,1981,0
mlt,1982,0
mlt,1983,0
mlt,1984,0
mlt,1985,0
mlt,1986,0
mlt,1987,0
mlt,1988,0
mlt,1989,0
mlt,1990,0
mlt,1991,0
mlt,1992,0
mlt,1993,0
mlt,1994,0
mlt,1995,0
mlt,1996,0
mlt,1997,0
mlt,1998,0
mlt,1999,0
mlt,2000,0
mlt,2001,0
mlt,2002,0
mlt,2003,0
mlt,2004,0
mlt,2005,0
mlt,2006,0
mlt,2007,0
mlt,2008,0
mlt,2009,0
mlt,2010,0.1941
mlt,2011,0.29816
mlt,2012,0.4091
mlt,2013,0.45527
mlt,2014,0.82011
mmr,1971,80.39137
mmr,1972,80.93368
mmr,1973,84.40023
mmr,1974,82.71419
mmr,1975,83.01154
mmr,1976,81.5045
mmr,1977,81.21234
mmr,1978,81.50294
mmr,1979,81.35895
mmr,1980,80.36686
mmr,1981,80.5773
mmr,1982,80.34011
mmr,1983,80.84451
mmr,1984,79.5042
mmr,1985,79.33931
mmr,1986,78.08275
mmr,1987,82.73351
mmr,1988,83.22484
mmr,1989,83.70739
mmr,1990,78.55091
mmr,1991,78.61985
mmr,1992,78.27389
mmr,1993,77.2548
mmr,1994,76.77069
mmr,1995,74.74092
mmr,1996,73.58565
mmr,1997,73.37949
mmr,1998,72.74062
mmr,1999,71.76526
mmr,2000,70.22657
mmr,2001,73.4541
mmr,2002,72.63319
mmr,2003,68.88441
mmr,2004,66.72777
mmr,2005,67.25813
mmr,2006,66.59713
mmr,2007,64.22791
mmr,2008,66.58301
mmr,2009,70.22063
mmr,2010,71.76269
mmr,2011,70.23085
mmr,2012,64.25105
mmr,2013,60.57727
mmr,2014,52.13503
mne,2005,13.34854
mne,2006,12.43019
mne,2007,12.84308
mne,2008,11.94681
mne,2009,15.66659
mne,2010,13.69006
mne,2011,15.49932
mne,2012,16.62702
mne,2013,17.11842
mne,2014,17.21596
mng,1985,2.45968
mng,1986,2.28157
mng,1987,2.16289
mng,1988,2.02982
mng,1989,2.14122
mng,1990,1.54132
mng,1991,1.37682
mng,1992,1.59499
mng,1993,1.72887
mng,1994,1.99926
mng,1995,2.00402
mng,1996,2.37922
mng,1997,2.46218
mng,1998,2.44268
mng,1999,2.43936
mng,2000,3.48817
mng,2001,3.9687
mng,2002,4.11594
mng,2003,4.21412
mng,2004,4.09244
mng,2005,3.55272
mng,2006,3.12265
mng,2007,3.23355
mng,2008,3.24862
mng,2009,3.09418
mng,2010,2.94693
mng,2011,2.71
mng,2012,1.94014
mng,2013,1.76061
mng,2014,1.72277
moz,1971,86.27568
moz,1972,87.297
moz,1973,86.47064
moz,1974,87.0847
moz,1975,88.16225
moz,1976,89.08458
moz,1977,87.65003
moz,1978,90.31189
moz,1979,90.27781
moz,1980,88.34774
moz,1981,90.35919
moz,1982,90.30641
moz,1983,91.26639
moz,1984,92.30387
moz,1985,92.21346
moz,1986,92.1586
moz,1987,91.99447
moz,1988,92.00086
moz,1989,91.96865
moz,1990,74.18932
moz,1991,74.40385
moz,1992,73.85482
moz,1993,73.30094
moz,1994,73.62707
moz,1995,73.35986
moz,1996,73.29817
moz,1997,72.3964
moz,1998,86.2297
moz,1999,86.10467
moz,2000,82.55077
moz,2001,79.53896
moz,2002,80.10547
moz,2003,77.42012
moz,2004,76.02435
moz,2005,76.50463
moz,2006,75.76087
moz,2007,74.77888
moz,2008,75.50004
moz,2009,74.94046
moz,2010,74.64263
moz,2011,73.86259
moz,2012,71.83561
moz,2013,71.31413
moz,2014,69.14231
mus,1971,75.43648
mus,1972,72.95859
mus,1973,70.2047
mus,1974,66.53667
mus,1975,64.62015
mus,1976,61.05556
mus,1977,57.27153
mus,1978,55.45697
mus,1979,54.76706
mus,1980,55.44904
mus,1981,55.12002
mus,1982,56.31384
mus,1983,53.54256
mus,1984,51.84403
mus,1985,54.26958
mus,1986,50.99147
mus,1987,49.85447
mus,1988,45.0886
mus,1989,43.66133
mus,1990,36.4013
mus,1991,32.6383
mus,1992,32.71077
mus,1993,29.7267
mus,1994,26.40022
mus,1995,28.42075
mus,1996,25.03406
mus,1997,26.00521
mus,1998,22.31167
mus,1999,13.91383
mus,2000,12.37421
mus,2001,12.08101
mus,2002,10.67813
mus,2003,11.13724
mus,2004,11.20696
mus,2005,10.19948
mus,2006,9.37936
mus,2007,8.65498
mus,2008,6.54008
mus,2009,6.5558
mus,2010,7.08646
mus,2011,6.44564
mus,2012,5.92244
mus,2013,5.61134
mus,2014,5.09508
mys,1971,23.28082
mys,1972,23.63039
mys,1973,24.15833
mys,1974,21.81541
mys,1975,21.18035
mys,1976,19.61927
mys,1977,19.59851
mys,1978,15.52976
mys,1979,13.31525
mys,1980,13.42322
mys,1981,12.84974
mys,1982,12.8863
mys,1983,11.21065
mys,1984,11.0287
mys,1985,11.12061
mys,1986,10.05466
mys,1987,10.08309
mys,1988,9.76962
mys,1989,9.03999
mys,1990,5.81132
mys,1991,4.69537
mys,1992,4.29108
mys,1993,4.01634
mys,1994,4.05567
mys,1995,3.76907
mys,1996,3.43498
mys,1997,2.96159
mys,1998,3.12599
mys,1999,3.09152
mys,2000,2.7125
mys,2001,2.61211
mys,2002,2.52998
mys,2003,2.36099
mys,2004,2.19395
mys,2005,2.02076
mys,2006,2.01562
mys,2007,1.87111
mys,2008,1.80106
mys,2009,1.40484
mys,2010,1.34394
mys,2011,1.30075
mys,2012,1.35955
mys,2013,1.30582
mys,2014,1.32463
nam,1991,21.35899
nam,1992,20.95102
nam,1993,19.86685
nam,1994,18.84189
nam,1995,17.74737
nam,1996,17.06223
nam,1997,17.11025
nam,1998,17.05279
nam,1999,17.4365
nam,2000,15.37001
nam,2001,13.33277
nam,2002,14.91874
nam,2003,14.27561
nam,2004,10.5202
nam,2005,9.95109
nam,2006,9.9928
nam,2007,8.89908
nam,2008,5.75832
nam,2009,5.9851
nam,2010,5.62114
nam,2011,6.60257
nam,2012,6.62543
nam,2013,7.45038
nam,2014,7.16576
ner,2000,81.83412
ner,2001,82.32647
ner,2002,81.95038
ner,2003,81.10347
ner,2004,79.86096
ner,2005,81.6873
ner,2006,81.94254
ner,2007,81.08163
ner,2008,80.12787
ner,2009,77.92981
