geo,time,eg_use_crnw_zs
arm,2012,0.28536
arm,2013,0.2931
arm,2014,1.14529
aus,1960,13.00119
aus,1961,12.5314
aus,1962,11.68943
aus,1963,11.29361
aus,1964,10.45148
aus,1965,10.14966
aus,1966,9.28801
aus,1967,8.99474
aus,1968,8.44793
aus,1969,8.18243
aus,1970,6.96485
aus,1971,6.89258
aus,1972,6.8226
aus,1973,6.1822
aus,1974,6.24191
aus,1975,6.122
aus,1976,6.00951
aus,1977,5.60578
aus,1978,5.53494
aus,1979,5.21485
aus,1980,5.19045
aus,1981,5.4619
aus,1982,5.43402
aus,1983,5.60727
aus,1984,5.29605
aus,1985,5.43176
aus,1986,4.78184
aus,1987,4.65008
aus,1988,4.73544
aus,1989,4.57281
aus,1990,3.61308
aus,1991,3.63711
aus,1992,3.22672
aus,1993,3.79496
aus,1994,3.70439
aus,1995,3.81831
aus,1996,4.14859
aus,1997,4.22619
aus,1998,3.98458
aus,1999,3.87964
aus,2000,3.89439
aus,2001,3.97444
aus,2002,4.07646
aus,2003,3.04632
aus,2004,2.828
aus,2005,2.84867
aus,2006,2.76565
aus,2007,2.81486
aus,2008,2.76543
aus,2009,2.8545
aus,2010,3.2464
aus,2011,3.08702
aus,2012,3.14619
aus,2013,3.3808
aus,2014,3.30501
aus,2015,3.33011
aut,1960,7.09672
aut,1961,6.16454
aut,1962,5.76937
aut,1963,5.77485
aut,1964,4.4915
aut,1965,4.47022
aut,1966,4.94805
aut,1967,4.54541
aut,1968,3.94436
aut,1969,3.68608
aut,1970,3.70863
aut,1971,3.57671
aut,1972,3.25652
aut,1973,3.33661
aut,1974,3.37782
aut,1975,3.50957
aut,1976,3.33084
aut,1977,3.45058
aut,1978,3.84605
aut,1979,4.36807
aut,1980,4.91096
aut,1981,5.73252
aut,1982,6.60316
aut,1983,6.71034
aut,1984,7.55744
aut,1985,8.0709
aut,1986,9.24706
aut,1987,9.54053
aut,1988,13.59702
aut,1989,11.60598
aut,1990,8.84469
aut,1991,8.99555
aut,1992,9.07851
aut,1993,9.03311
aut,1994,8.32057
aut,1995,8.76709
aut,1996,8.67236
aut,1997,8.64688
aut,1998,8.18732
aut,1999,9.42575
aut,2000,8.98496
aut,2001,9.16286
aut,2002,8.47962
aut,2003,8.34773
aut,2004,8.23908
aut,2005,9.07693
aut,2006,9.96274
aut,2007,11.03166
aut,2008,11.69634
aut,2009,12.71651
aut,2010,13.40522
aut,2011,13.31402
aut,2012,13.50814
aut,2013,14.5485
aut,2014,13.78631
aut,2015,14.1425
aze,1990,0.0745
aze,1991,0.07637
aze,1992,0.09569
aze,1993,0.10839
aze,1994,0.12104
aze,1995,0.13036
aze,1996,0.15587
aze,1997,0.16326
aze,1998,0.1587
aze,1999,0.17217
aze,2000,0.16807
aze,2001,0.12228
aze,2002,0.10371
aze,2003,0.19739
aze,2004,0.09376
aze,2005,0.18621
aze,2006,0.18137
aze,2007,0.72588
aze,2008,0.64149
aze,2009,0.61375
aze,2010,0.77748
aze,2011,0.76881
aze,2012,0.71805
aze,2013,0.69488
aze,2014,0.5957
bel,1960,0
bel,1961,0
bel,1962,0
bel,1963,0
bel,1964,0
bel,1965,0
bel,1966,0
bel,1967,0
bel,1968,0
bel,1969,0
bel,1970,0
bel,1971,0
bel,1972,0
bel,1973,0.01875
bel,1974,0.03662
bel,1975,0.04514
bel,1976,0.03968
bel,1977,0.09554
bel,1978,0.14109
bel,1979,0.14806
bel,1980,0.1227
bel,1981,0.12864
bel,1982,0.13933
bel,1983,0.27861
bel,1984,0.27484
bel,1985,0.35793
bel,1986,0.44464
bel,1987,0.42322
bel,1988,0.45728
bel,1989,0.85875
bel,1990,0.69023
bel,1991,0.66378
bel,1992,0.63392
bel,1993,0.50516
bel,1994,0.46056
bel,1995,0.65426
bel,1996,0.63411
bel,1997,0.59269
bel,1998,0.6668
bel,1999,0.72893
bel,2000,0.71935
bel,2001,0.80294
bel,2002,0.84881
bel,2003,0.97749
bel,2004,1.03345
bel,2005,1.20284
bel,2006,1.42924
bel,2007,1.72271
bel,2008,2.00467
bel,2009,2.39657
bel,2010,2.87175
bel,2011,2.95835
bel,2012,3.48054
bel,2013,3.46972
bel,2014,3.46077
bel,2015,3.46905
ben,1971,90.70262
ben,1972,88.30259
ben,1973,88.18595
ben,1974,88.04901
ben,1975,87.30433
ben,1976,91.86239
ben,1977,90.56815
ben,1978,89.09277
ben,1979,89.61602
ben,1980,89.57717
ben,1981,91.86105
ben,1982,90.98249
ben,1983,90.76462
ben,1984,90.91847
ben,1985,89.01763
ben,1986,90.50487
ben,1987,91.64496
ben,1988,91.69744
ben,1989,93.57608
ben,1990,80.99788
ben,1991,81.78981
ben,1992,81.72321
ben,1993,81.76347
ben,1994,81.86471
ben,1995,81.59895
ben,1996,77.11284
ben,1997,73.74499
ben,1998,72.9218
ben,1999,66.86312
ben,2000,58.85624
ben,2001,56.95726
ben,2002,54.69927
ben,2003,53.0583
ben,2004,52.24707
ben,2005,53.54755
ben,2006,50.21622
ben,2007,47.57019
ben,2008,47.82226
ben,2009,46.7918
ben,2010,39.88388
ben,2011,39.83393
ben,2012,39.61045
ben,2013,42.34268
ben,2014,41.32633
bgd,1971,78.3556
bgd,1972,79.03731
bgd,1973,75.3405
bgd,1974,74.23212
bgd,1975,74.75774
bgd,1976,71.98073
bgd,1977,72.19396
bgd,1978,71.19157
bgd,1979,69.93814
bgd,1980,67.25723
bgd,1981,66.66051
bgd,1982,64.54319
bgd,1983,66.0005
bgd,1984,64.26466
bgd,1985,62.03461
bgd,1986,60.54994
bgd,1987,55.70292
bgd,1988,55.31135
bgd,1989,54.27343
bgd,1990,53.12514
bgd,1991,53.89907
bgd,1992,51.85305
bgd,1993,49.47866
bgd,1994,48.35394
bgd,1995,44.63748
bgd,1996,42.75039
bgd,1997,42.30857
bgd,1998,41.19954
bgd,1999,41.54811
bgd,2000,40.94477
bgd,2001,38.14213
bgd,2002,37.93528
bgd,2003,36.62503
bgd,2004,36.54253
bgd,2005,35.71435
bgd,2006,33.77715
bgd,2007,32.72374
bgd,2008,31.52954
bgd,2009,30.30334
bgd,2010,28.2992
bgd,2011,27.60178
bgd,2012,26.61985
bgd,2013,26.38646
bgd,2014,25.5764
bgr,1971,1.39892
bgr,1972,1.30413
bgr,1973,1.16612
bgr,1974,1.11079
bgr,1975,1.01859
bgr,1976,1.0326
bgr,1977,0.90847
bgr,1978,0.79019
bgr,1979,0.71926
bgr,1980,0.69187
bgr,1981,1.433
bgr,1982,1.3722
bgr,1983,1.34174
bgr,1984,1.32719
bgr,1985,1.34662
bgr,1986,1.31968
bgr,1987,0.68904
bgr,1988,0.60527
bgr,1989,0.59627
bgr,1990,0.61095
bgr,1991,0.52346
bgr,1992,0.73394
bgr,1993,0.61141
bgr,1994,0.72534
bgr,1995,0.84802
bgr,1996,0.93255
bgr,1997,1.12491
bgr,1998,2.03946
bgr,1999,2.30024
bgr,2000,2.93904
bgr,2001,2.78352
bgr,2002,3.38298
bgr,2003,3.51976
bgr,2004,3.76333
bgr,2005,3.47285
bgr,2006,3.63461
bgr,2007,3.37448
bgr,2008,3.81776
bgr,2009,4.25857
bgr,2010,5.05183
bgr,2011,4.9904
bgr,2012,5.93943
bgr,2013,6.63253
bgr,2014,5.9963
bhr,1971,0
bhr,1972,0
bhr,1973,0
bhr,1974,0
bhr,1975,0
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,0
bhr,1983,0
bhr,1984,0
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhr,1991,0
bhr,1992,0
bhr,1993,0
bhr,1994,0
bhr,1995,0
bhr,1996,0
bhr,1997,0
bhr,1998,0
bhr,1999,0
bhr,2000,0
bhr,2001,0
bhr,2002,0
bhr,2003,0
bhr,2004,0
bhr,2005,0
bhr,2006,0
bhr,2007,0
bhr,2008,0
bhr,2009,0
bhr,2010,0
bhr,2011,0
bhr,2012,0
bhr,2013,0
bhr,2014,0
bih,1990,2.32688
bih,1991,2.5851
bih,1992,3.67038
bih,1993,4.40558
bih,1994,11.37867
bih,1995,10.38825
bih,1996,9.16211
bih,1997,6.11358
bih,1998,5.06795
bih,1999,5.2763
bih,2000,4.13181
bih,2001,4.32556
bih,2002,4.14328
bih,2003,4.14791
bih,2004,3.78522
bih,2005,3.60523
bih,2006,3.42382
bih,2007,3.41582
bih,2008,3.01443
bih,2009,2.88842
bih,2010,2.75982
bih,2011,2.50056
bih,2012,2.67058
bih,2013,2.75659
bih,2014,17.82021
blr,1990,0.4476
blr,1991,0.4969
blr,1992,0.64043
blr,1993,0.80473
blr,1994,1.28206
blr,1995,1.57845
blr,1996,1.994
blr,1997,2.19944
blr,1998,2.42026
blr,1999,2.62826
blr,2000,3.03233
blr,2001,3.36424
blr,2002,3.40219
blr,2003,3.27256
blr,2004,3.21582
blr,2005,3.61541
blr,2006,3.74124
blr,2007,3.84222
blr,2008,3.84412
blr,2009,4.08247
blr,2010,4.32754
blr,2011,4.25518
blr,2012,4.14598
blr,2013,4.4647
blr,2014,4.01401
bol,1971,19.06635
bol,1972,19.23832
bol,1973,19.12401
bol,1974,18.06416
bol,1975,16.89706
bol,1976,17.08114
bol,1977,16.60198
bol,1978,15.32007
bol,1979,14.52724
bol,1980,30.12137
bol,1981,31.27729
bol,1982,31.90085
bol,1983,35.35766
bol,1984,35.40578
bol,1985,36.50179
bol,1986,39.22133
bol,1987,29.7036
bol,1988,31.65661
bol,1989,28.28367
bol,1990,27.66685
bol,1991,28.10677
bol,1992,25.7334
bol,1993,25.83625
bol,1994,23.83118
bol,1995,21.6653
bol,1996,19.3498
bol,1997,17.51087
bol,1998,17.09403
bol,1999,17.16249
bol,2000,12.34464
bol,2001,16.08012
bol,2002,13.55421
bol,2003,13.15736
bol,2004,13.25506
bol,2005,12.3184
bol,2006,10.22004
bol,2007,12.75559
bol,2008,12.19092
bol,2009,12.04573
bol,2010,12.74652
bol,2011,12.55762
bol,2012,11.39046
bol,2013,12.22675
bol,2014,11.14143
bra,1971,51.02403
bra,1972,48.79843
bra,1973,44.63491
bra,1974,42.71052
bra,1975,41.0597
bra,1976,38.39062
bra,1977,37.75253
bra,1978,35.23484
bra,1979,34.69081
bra,1980,35.47738
bra,1981,36.81688
bra,1982,36.5482
bra,1983,38.91963
bra,1984,40.42331
bra,1985,39.11912
bra,1986,37.72444
bra,1987,37.94256
bra,1988,36.81716
bra,1989,36.42809
bra,1990,24.23375
bra,1991,23.3527
bra,1992,23.24924
bra,1993,22.60219
bra,1994,22.71332
bra,1995,21.46095
bra,1996,20.46995
bra,1997,19.75503
bra,1998,19.90898
bra,1999,20.42335
bra,2000,19.03602
bra,2001,19.40759
bra,2002,20.6102
bra,2003,21.67328
bra,2004,21.99105
bra,2005,22.08671
bra,2006,22.35552
bra,2007,22.84855
bra,2008,22.9443
bra,2009,23.74147
bra,2010,23.03408
bra,2011,21.9679
bra,2012,21.03727
bra,2013,20.54468
bra,2014,20.35314
brn,1971,8.9451
brn,1972,8.62919
brn,1973,4.18756
brn,1974,2.30821
brn,1975,1.75468
brn,1976,1.25734
brn,1977,1.09515
brn,1978,1.09917
brn,1979,0.9867
brn,1980,0.69713
brn,1981,0.66886
brn,1982,0.57089
brn,1983,0.49198
brn,1984,0.3848
brn,1985,0.32695
brn,1986,0.32647
brn,1987,0.27363
brn,1988,0.27552
brn,1989,0.19103
brn,1990,0.13
brn,1991,0.07825
brn,1992,0.03867
brn,1993,0
brn,1994,0
brn,1995,0
brn,1996,0
brn,1997,0
brn,1998,0
brn,1999,0
brn,2000,0
brn,2001,0
brn,2002,0
brn,2003,0
brn,2004,0
brn,2005,0
brn,2006,0
brn,2007,0
brn,2008,0
brn,2009,0
brn,2010,0
brn,2011,0
brn,2012,0
brn,2013,0
brn,2014,0
bwa,1981,48.90241
bwa,1982,48.25378
bwa,1983,49.42701
bwa,1984,50.07541
bwa,1985,49.04887
bwa,1986,46.32108
bwa,1987,45.35671
bwa,1988,44.63607
bwa,1989,42.87297
bwa,1990,34.53143
bwa,1991,36.4296
bwa,1992,33.80315
bwa,1993,34.98087
bwa,1994,36.20299
bwa,1995,34.92756
bwa,1996,35.58368
bwa,1997,34.585
bwa,1998,30.04534
bwa,1999,31.41622
bwa,2000,28.53654
bwa,2001,29.87167
bwa,2002,28.80654
bwa,2003,28.31804
bwa,2004,25.19543
bwa,2005,24.4148
bwa,2006,24.02998
bwa,2007,23.66835
bwa,2008,22.80584
bwa,2009,24.93399
bwa,2010,23.24529
bwa,2011,24.69158
bwa,2012,22.21949
bwa,2013,21.44284
bwa,2014,19.9776
can,1960,5.32753
can,1961,5.19434
can,1962,4.91042
can,1963,4.57578
can,1964,4.25561
can,1965,3.74822
can,1966,3.73009
can,1967,3.99958
can,1968,4.3959
can,1969,4.62328
can,1970,5.44305
can,1971,5.39338
can,1972,4.98795
can,1973,4.90388
can,1974,4.7787
can,1975,3.74899
can,1976,3.69926
can,1977,3.62748
can,1978,3.82097
can,1979,3.73664
can,1980,3.98432
can,1981,3.88538
can,1982,3.99945
can,1983,4.42941
can,1984,4.22481
can,1985,4.3921
can,1986,4.51382
can,1987,4.41329
can,1988,4.22603
can,1989,3.96344
can,1990,4.80345
can,1991,4.80016
can,1992,4.68373
can,1993,4.52468
can,1994,4.93681
can,1995,5.04623
can,1996,4.65284
can,1997,4.53434
can,1998,4.82739
can,1999,4.89589
can,2000,4.84124
can,2001,4.51557
can,2002,4.94418
can,2003,4.61576
can,2004,4.92194
can,2005,4.68806
can,2006,4.5873
can,2007,4.61817
can,2008,4.33079
can,2009,4.28407
can,2010,4.16944
can,2011,4.147
can,2012,4.28377
can,2013,4.43483
can,2014,4.14835
can,2015,4.10284
che,1960,4.64988
che,1961,4.29235
che,1962,4.40199
che,1963,3.61591
che,1964,3.65462
che,1965,3.53501
che,1966,3.0058
che,1967,2.79064
che,1968,2.46902
che,1969,2.05209
che,1970,1.52779
che,1971,1.409
che,1972,1.29061
che,1973,1.27675
che,1974,1.12964
che,1975,1.16047
che,1976,1.12151
che,1977,1.10311
che,1978,2.07019
che,1979,2.3782
che,1980,2.35628
che,1981,2.98755
che,1982,3.41177
che,1983,3.1924
che,1984,3.31177
che,1985,3.43608
che,1986,3.54253
che,1987,3.66357
che,1988,3.65988
che,1989,3.77008
che,1990,2.80172
che,1991,3.03965
che,1992,2.93229
che,1993,3.01434
che,1994,2.78467
che,1995,3.01178
che,1996,3.24543
che,1997,2.79996
che,1998,2.81643
che,1999,2.78892
che,2000,2.6656
che,2001,2.67652
che,2002,2.62617
che,2003,2.78294
che,2004,2.7586
che,2005,2.90972
che,2006,2.82101
che,2007,2.84074
che,2008,3.00534
che,2009,3.1059
che,2010,3.50926
che,2011,3.1634
che,2012,3.49424
che,2013,3.68025
che,2014,3.39698
che,2015,3.87172
chl,1971,16.02856
chl,1972,15.34168
chl,1973,15.58517
chl,1974,16.53158
chl,1975,18.46757
chl,1976,18.31526
chl,1977,18.49562
chl,1978,19.13341
chl,1979,18.66049
chl,1980,18.92032
chl,1981,18.72619
chl,1982,21.09762
chl,1983,22.50755
chl,1984,22.79846
chl,1985,23.25084
chl,1986,23.13381
chl,1987,23.41613
chl,1988,21.46155
chl,1989,19.27674
chl,1990,20.10999
chl,1991,21.85374
chl,1992,22.1946
chl,1993,20.05969
chl,1994,19.4644
chl,1995,19.13873
chl,1996,18.06018
chl,1997,16.01945
chl,1998,15.99907
chl,1999,15.75773
chl,2000,16.60966
chl,2001,16.64332
chl,2002,16.51386
chl,2003,15.40133
chl,2004,15.42416
chl,2005,14.6836
chl,2006,14.6626
chl,2007,15.19354
chl,2008,15.78969
chl,2009,16.41475
chl,2010,14.44168
chl,2011,16.03823
chl,2012,15.46299
chl,2013,16.20535
chl,2014,12.31176
chl,2015,11.30849
chn,1971,39.44091
chn,1972,38.42957
chn,1973,37.9093
chn,1974,37.71821
chn,1975,34.76359
chn,1976,34.13673
chn,1977,31.76895
chn,1978,29.71278
chn,1979,29.62212
chn,1980,30.08816
chn,1981,30.66456
chn,1982,30.0768
chn,1983,29.2207
chn,1984,27.72073
chn,1985,27.27015
chn,1986,26.62599
chn,1987,25.60746
chn,1988,24.56595
chn,1989,24.40741
chn,1990,23.01721
chn,1991,23.8631
chn,1992,23.20858
chn,1993,22.02329
chn,1994,20.97953
chn,1995,19.44488
chn,1996,18.92781
chn,1997,18.94738
chn,1998,18.60052
chn,1999,18.157
chn,2000,17.27195
chn,2001,15.88821
chn,2002,14.66407
chn,2003,12.35561
chn,2004,10.32456
chn,2005,8.98369
chn,2006,8.08849
chn,2007,6.84438
chn,2008,6.02778
chn,2009,5.29401
chn,2010,4.41739
chn,2011,3.80165
chn,2012,3.40485
chn,2013,3.01956
chn,2014,2.88335
civ,1971,66.28448
civ,1972,64.6538
civ,1973,64.79532
civ,1974,64.22823
civ,1975,63.05043
civ,1976,60.59627
civ,1977,61.57267
civ,1978,59.64927
civ,1979,61.08818
civ,1980,62.32059
civ,1981,64.82862
civ,1982,67.47862
civ,1983,71.65298
civ,1984,72.87185
civ,1985,71.89565
civ,1986,67.11174
civ,1987,67.97625
civ,1988,69.13535
civ,1989,69.30806
civ,1990,45.80978
civ,1991,46.10042
civ,1992,43.67259
civ,1993,43.51126
civ,1994,43.70893
civ,1995,45.06072
civ,1996,41.40015
civ,1997,41.75448
civ,1998,42.68637
civ,1999,36.73731
civ,2000,39.03818
civ,2001,40.84845
civ,2002,39.01595
civ,2003,42.10886
civ,2004,40.40166
civ,2005,40.10774
civ,2006,41.84653
civ,2007,39.8938
civ,2008,39.23151
civ,2009,40.04522
civ,2010,41.21597
civ,2011,42.19647
civ,2012,40.09988
civ,2013,38.43332
civ,2014,38.47477
cmr,1971,87.65528
cmr,1972,87.43129
cmr,1973,87.36546
cmr,1974,86.99037
cmr,1975,84.9404
cmr,1976,86.02245
cmr,1977,82.73617
cmr,1978,82.46439
cmr,1979,81.77713
cmr,1980,81.21636
cmr,1981,79.41573
cmr,1982,77.86267
cmr,1983,77.06813
cmr,1984,76.45836
cmr,1985,75.3789
cmr,1986,76.10602
cmr,1987,76.60345
cmr,1988,76.17838
cmr,1989,75.43014
cmr,1990,73.16046
cmr,1991,74.43643
cmr,1992,75.66421
cmr,1993,75.13182
cmr,1994,75.2109
cmr,1995,76.07568
cmr,1996,76.36694
cmr,1997,75.69541
cmr,1998,75.58121
cmr,1999,76.94349
cmr,2000,75.40691
cmr,2001,76.16492
cmr,2002,79.44187
cmr,2003,78.33339
cmr,2004,77.9186
cmr,2005,79.44164
cmr,2006,72.3619
cmr,2007,63.3026
cmr,2008,64.0671
cmr,2009,61.63007
cmr,2010,61.10592
cmr,2011,65.00267
cmr,2012,64.66283
cmr,2013,63.0861
cmr,2014,61.89546
cod,1971,83.33306
cod,1972,83.46183
cod,1973,82.87736
cod,1974,82.94558
cod,1975,83.1866
cod,1976,84.32718
cod,1977,84.21216
cod,1978,84.4204
cod,1979,83.38457
cod,1980,85.27232
cod,1981,83.80707
cod,1982,86.36942
cod,1983,83.75232
cod,1984,82.34987
cod,1985,85.11153
cod,1986,86.24921
cod,1987,85.69262
cod,1988,85.4421
cod,1989,86.12794
cod,1990,80.86844
cod,1991,83.43427
cod,1992,84.60396
cod,1993,85.6288
cod,1994,88.09114
cod,1995,87.16419
cod,1996,86.99236
cod,1997,88.22497
cod,1998,88.89622
cod,1999,91.54752
cod,2000,93.43474
cod,2001,93.88678
cod,2002,93.9022
cod,2003,93.68353
cod,2004,93.24012
cod,2005,92.90538
cod,2006,92.64609
cod,2007,92.42503
cod,2008,92.16739
cod,2009,92.52128
cod,2010,90.42811
cod,2011,89.83307
cod,2012,58.58895
cod,2013,63.1298
cod,2014,67.19736
cog,1971,61.4845
cog,1972,60.74179
cog,1973,61.52467
cog,1974,61.79221
cog,1975,62.18239
cog,1976,57.75015
cog,1977,61.80956
cog,1978,60.60526
cog,1979,61.82132
cog,1980,60.86606
cog,1981,60.19941
cog,1982,57.91888
cog,1983,52.77914
cog,1984,55.72726
cog,1985,54.77431
cog,1986,57.04228
cog,1987,57.51892
cog,1988,60.60117
cog,1989,59.86234
cog,1990,46.38678
cog,1991,45.56359
cog,1992,47.26604
cog,1993,48.05929
cog,1994,54.944
cog,1995,46.89334
cog,1996,51.94003
cog,1997,54.79091
cog,1998,55.26754
cog,1999,53.7683
cog,2000,39.74012
cog,2001,38.57274
cog,2002,42.21905
cog,2003,39.32641
cog,2004,40.48909
cog,2005,40.84352
cog,2006,51.0972
cog,2007,41.1474
cog,2008,41.62378
cog,2009,39.44184
cog,2010,39.18649
cog,2011,49.20983
cog,2012,44.70347
cog,2013,44.64754
cog,2014,45.74898
col,1971,31.92503
col,1972,27.42391
col,1973,24.39802
col,1974,22.45327
col,1975,28.04253
col,1976,27.07598
col,1977,26.56196
col,1978,27.66698
col,1979,28.92643
col,1980,26.72801
col,1981,26.1152
col,1982,26.18205
col,1983,25.33483
col,1984,25.20085
col,1985,25.62071
col,1986,23.78901
col,1987,23.42747
col,1988,23.41673
col,1989,23.52294
col,1990,22.17955
col,1991,21.38151
col,1992,18.29991
col,1993,17.33173
col,1994,17.52779
col,1995,17.57757
col,1996,16.98165
col,1997,11.6925
col,1998,11.28802
col,1999,13.30152
col,2000,12.70514
col,2001,11.99899
col,2002,12.77786
col,2003,13.5585
col,2004,11.70326
col,2005,11.50316
col,2006,11.23631
col,2007,11.82789
col,2008,11.3098
col,2009,11.14857
col,2010,10.604
col,2011,9.9949
col,2012,9.88315
col,2013,9.02395
col,2014,8.92039
cri,1971,30.7745
cri,1972,30.63188
cri,1973,28.6611
cri,1974,29.1162
cri,1975,27.70096
cri,1976,28.14277
cri,1977,25.23586
cri,1978,24.41141
cri,1979,24.40576
cri,1980,25.01776
cri,1981,27.24038
cri,1982,27.99525
cri,1983,29.59925
cri,1984,29.8927
cri,1985,28.56025
cri,1986,27.39676
cri,1987,25.996
cri,1988,26.2114
cri,1989,23.08204
cri,1990,22.9816
cri,1991,22.36149
cri,1992,14.79783
cri,1993,14.60603
cri,1994,15.09145
cri,1995,15.40189
cri,1996,15.66667
cri,1997,10.48185
cri,1998,7.27325
cri,1999,6.6048
cri,2000,8.23531
cri,2001,8.00831
cri,2002,8.03108
cri,2003,8.57518
cri,2004,13.1862
cri,2005,16.1648
cri,2006,16.56011
cri,2007,18.31963
cri,2008,18.07099
cri,2009,16.46197
cri,2010,16.88449
cri,2011,15.43682
cri,2012,12.99141
cri,2013,13.2345
cri,2014,12.78423
cub,1971,36.427
cub,1972,34.24545
cub,1973,33.09822
cub,1974,32.19847
cub,1975,31.97114
cub,1976,30.36887
cub,1977,30.19918
cub,1978,31.44735
cub,1979,31.22331
cub,1980,29.29382
cub,1981,30.62146
cub,1982,31.01874
cub,1983,28.93675
cub,1984,30.74058
cub,1985,29.77726
cub,1986,30.7052
cub,1987,29.76901
cub,1988,31.20494
cub,1989,32.78299
cub,1990,33.4084
cub,1991,35.79966
cub,1992,38.33489
cub,1993,33.39646
cub,1994,32.15347
cub,1995,28.48134
cub,1996,29.29182
cub,1997,27.72094
cub,1998,26.92111
cub,1999,26.66977
cub,2000,25.71803
cub,2001,26.51236
cub,2002,23.0761
cub,2003,20.24074
cub,2004,20.69197
cub,2005,16.44831
cub,2006,13.57361
cub,2007,11.96983
cub,2008,10.58312
cub,2009,10.13239
cub,2010,7.90899
cub,2011,10.09599
cub,2012,10.23885
cub,2013,10.0859
cub,2014,11.37567
cyp,1971,1.55342
cyp,1972,1.22201
