geo,time,ip_pat_nres
bra,1997,13479
bra,1998,13546
bra,1999,14693
bra,2000,14104
bra,2001,14410
bra,2002,13204
bra,2003,12545
bra,2004,12669
bra,2005,14444
bra,2006,15886
bra,2007,17469
bra,2008,18890
bra,2009,18135
bra,2010,20771
bra,2011,23954
bra,2012,25637
bra,2013,25925
bra,2014,25683
bra,2015,25578
bra,2016,22810
bra,2017,20178
bra,2018,19877
bra,2019,19932
bra,2020,19058
brb,1980,44
brb,1981,38
brb,1984,35
brb,1999,68
brb,2001,85
brb,2002,93
brb,2003,121
brb,2004,80
brb,2005,76
brb,2006,44
brb,2007,109
brb,2008,84
brb,2009,79
brb,2010,88
brb,2011,71
brb,2012,36
brb,2013,39
brb,2014,38
brb,2015,45
brb,2016,41
brb,2019,31
brn,1993,88
brn,1994,41
brn,1995,42
brn,1996,21
brn,1997,42
brn,1998,32
brn,1999,34
brn,2000,21
brn,2001,21
brn,2002,21
brn,2003,43
brn,2004,31
brn,2005,26
brn,2006,41
brn,2007,64
brn,2008,75
brn,2009,42
brn,2012,11
brn,2013,15
brn,2014,91
brn,2016,73
brn,2017,99
brn,2018,95
brn,2019,133
brn,2020,115
btn,2012,1
btn,2013,4
btn,2015,7
btn,2016,1
btn,2017,3
btn,2018,9
btn,2019,17
btn,2020,6
bwa,1980,18
bwa,1981,34
bwa,1982,29
bwa,2011,8
bwa,2012,9
bwa,2013,1
bwa,2014,5
bwa,2015,5
bwa,2016,6
bwa,2017,4
bwa,2018,3
bwa,2020,2
can,1980,22699
can,1981,23267
can,1982,23883
can,1983,23690
can,1984,24709
can,1985,25482
can,1986,25596
can,1987,26598
can,1988,28869
can,1989,32060
can,1990,24375
can,1991,21097
can,1992,22950
can,1993,23307
can,1994,24683
can,1995,24161
can,1996,24987
can,1997,25238
can,1998,30163
can,1999,33189
can,2000,35435
can,2001,35753
can,2002,35782
can,2003,33299
can,2004,32970
can,2005,34705
can,2006,36516
can,2007,35133
can,2008,37028
can,2009,32410
can,2010,30899
can,2011,30357
can,2012,30533
can,2013,30174
can,2014,31283
can,2015,32687
can,2016,30667
can,2017,30969
can,2018,31812
can,2019,32250
can,2020,30113
che,1980,5613
che,1981,4430
che,1982,3637
che,1983,3038
che,1984,2714
che,1985,2281
che,1986,1954
che,1987,1764
che,1988,1556
che,1989,1371
che,1990,1081
che,1991,893
che,1992,903
che,1993,874
che,1994,892
che,1995,830
che,1996,718
che,1997,620
che,1998,564
che,1999,535
che,2000,468
che,2001,594
che,2002,466
che,2003,396
che,2004,434
che,2005,455
che,2006,362
che,2007,342
che,2008,439
che,2009,394
che,2010,533
che,2011,446
che,2012,1508
che,2013,631
che,2014,568
che,2015,446
che,2016,309
che,2017,291
che,2018,332
che,2019,348
che,2020,301
chl,1980,685
chl,1981,744
chl,1982,665
chl,1983,647
chl,1984,602
chl,1985,550
chl,1986,592
chl,1987,621
chl,1988,622
chl,1989,682
chl,1990,642
chl,1991,838
chl,1992,949
chl,1993,1179
chl,1994,1418
chl,1995,1535
chl,1996,1771
chl,1997,2411
chl,1998,2568
chl,1999,2608
chl,2000,2879
chl,2001,2504
chl,2002,2147
chl,2003,2076
chl,2004,2485
chl,2005,2646
chl,2006,2924
chl,2007,3403
chl,2008,3421
chl,2009,1374
chl,2010,748
chl,2011,2453
chl,2012,2683
chl,2013,2732
chl,2014,2653
chl,2015,2831
chl,2016,2521
chl,2017,2469
chl,2018,2694
chl,2019,2799
chl,2020,2433
chn,1985,4493
chn,1986,4515
chn,1987,4084
chn,1988,4872
chn,1989,4910
chn,1990,4305
chn,1991,4051
chn,1992,4387
chn,1993,7534
chn,1994,7876
chn,1995,8688
chn,1996,11114
chn,1997,12102
chn,1998,33645
chn,1999,34418
chn,2000,26560
chn,2001,33412
chn,2002,40426
chn,2003,48548
chn,2004,64598
chn,2005,79842
chn,2006,88183
chn,2007,92101
chn,2008,95259
chn,2009,85508
chn,2010,98111
chn,2011,110583
chn,2012,117464
chn,2013,120200
chn,2014,127042
chn,2015,133612
chn,2016,133522
chn,2017,135885
chn,2018,148187
chn,2019,157093
chn,2020,152342
civ,2012,1
cod,2018,107
cod,2019,90
cod,2020,110
cog,1986,81
cog,1988,55
cog,1994,21
cog,1995,15
cog,1996,27
col,1980,335
col,1981,604
col,1983,527
col,1984,471
col,1985,441
col,1986,404
col,1987,532
col,1988,420
col,1989,516
col,1991,527
col,1992,575
col,1993,769
col,1994,867
col,1995,1093
col,1996,1172
col,1997,1497
col,1998,1670
col,1999,1615
col,2000,1694
col,2001,432
col,2002,858
col,2003,1127
col,2004,1365
col,2005,1662
col,2006,1861
col,2007,1862
col,2008,1818
col,2009,1551
col,2010,1739
col,2011,1770
col,2012,1848
col,2013,1781
col,2014,1898
col,2015,1921
col,2016,1658
col,2017,1777
col,2018,1808
col,2019,1735
col,2020,1752
cpv,2016,1
cpv,2018,1
cpv,2019,1
cpv,2020,4
cri,1980,82
cri,1981,90
cri,1982,60
cri,1983,72
cri,1984,37
cri,1985,34
cri,1986,36
cri,1987,34
cri,1988,40
cri,1989,25
cri,1990,43
cri,1991,59
cri,1992,71
cri,1993,84
cri,1994,92
cri,1995,111
cri,1996,126
cri,1997,113
cri,1998,172
cri,1999,127
cri,2000,47
cri,2001,191
cri,2002,220
cri,2003,238
cri,2004,294
cri,2005,423
cri,2006,571
cri,2007,647
cri,2008,774
cri,2009,507
cri,2010,606
cri,2011,610
cri,2012,578
cri,2013,580
cri,2014,529
cri,2015,582
cri,2016,497
cri,2017,504
cri,2018,490
cri,2019,483
cri,2020,524
cub,1980,70
cub,1981,58
cub,1982,39
cub,1983,31
cub,1984,28
cub,1990,26
cub,1991,24
cub,1992,19
cub,1993,13
cub,1994,31
cub,1995,33
cub,1996,40
cub,1997,31
cub,1999,127
cub,2005,180
cub,2006,163
cub,2007,210
cub,2008,189
cub,2009,172
cub,2011,184
cub,2012,140
cub,2013,143
cub,2014,126
cub,2016,163
cub,2017,145
cub,2018,126
cub,2019,88
cub,2020,76
cyp,1980,66
cyp,1981,34
cyp,1982,38
cyp,1983,46
cyp,1984,54
cyp,1985,43
cyp,1986,30
cyp,1990,43
cyp,1991,53
cyp,1992,57
cyp,2003,85
cyp,2004,85
cyp,2005,44
cyp,2007,16
cyp,2008,10
cyp,2009,6
cyp,2010,4
cyp,2011,8
cyp,2012,8
cyp,2013,1
cyp,2015,1
cyp,2016,1
cyp,2017,4
cyp,2019,1
cyp,2020,1
cze,1993,2040
cze,1994,2593
cze,1995,2893
cze,1996,3247
cze,1997,3661
cze,1998,3771
cze,1999,4204
cze,2000,4384
cze,2001,4184
cze,2002,5031
cze,2003,2954
cze,2004,629
cze,2005,244
cze,2006,195
cze,2007,192
cze,2008,142
cze,2009,92
cze,2010,114
cze,2011,97
cze,2012,150
cze,2013,97
cze,2014,62
cze,2015,72
cze,2016,47
cze,2017,66
cze,2018,54
cze,2019,48
cze,2020,56
deu,1980,19900
deu,1981,16738
deu,1982,17158
deu,1983,15445
deu,1984,13225
deu,1985,12180
deu,1986,10945
deu,1987,9933
deu,1988,9332
deu,1989,9168
deu,1990,8605
deu,1991,7784
deu,1992,7404
deu,1993,6995
deu,1994,7261
deu,1995,8055
deu,1996,9511
deu,1997,11291
deu,1998,10843
deu,1999,9502
deu,2000,10406
deu,2001,10486
deu,2002,10589
deu,2003,10663
deu,2004,10786
deu,2005,11855
deu,2006,12573
deu,2007,13139
deu,2008,13177
deu,2009,11724
deu,2010,12198
deu,2011,12458
deu,2012,14720
deu,2013,15814
deu,2014,17811
deu,2015,19509
deu,2016,19419
deu,2017,19927
deu,2018,21281
deu,2019,20802
deu,2020,19845
dji,2013,2
dji,2014,4
dma,1995,2
dma,2016,4
dma,2017,3
dma,2018,4
dnk,1980,4605
dnk,1981,4745
dnk,1982,4706
dnk,1983,4920
dnk,1984,5312
dnk,1985,5236
dnk,1986,5386
dnk,1987,4759
dnk,1988,6124
dnk,1989,4683
dnk,1990,1843
dnk,1991,370
dnk,1992,361
dnk,1993,254
dnk,1994,176
dnk,1995,250
dnk,1996,196
dnk,1997,218
dnk,1998,166
dnk,1999,131
dnk,2000,140
dnk,2001,188
dnk,2002,169
dnk,2003,153
dnk,2004,138
dnk,2005,165
dnk,2006,188
dnk,2007,197
dnk,2008,195
dnk,2009,131
dnk,2010,142
dnk,2011,197
dnk,2012,229
dnk,2013,193
dnk,2014,206
dnk,2015,270
dnk,2016,298
dnk,2017,282
dnk,2018,239
dnk,2019,228
dnk,2020,217
dom,1983,66
dom,1986,135
dom,2000,63
dom,2001,146
dom,2002,172
dom,2003,184
dom,2004,181
dom,2005,217
dom,2006,280
dom,2007,111
dom,2008,45
dom,2009,238
dom,2010,328
dom,2011,318
dom,2012,265
dom,2013,256
dom,2014,244
dom,2015,227
dom,2016,242
dom,2017,251
dom,2018,211
dom,2019,220
dom,2020,207
dza,1980,349
dza,1981,340
dza,1982,320
dza,1983,278
dza,1984,345
dza,1988,201
dza,1989,200
dza,1990,229
dza,1991,170
dza,1992,164
dza,1993,138
dza,1994,118
dza,1995,134
dza,1996,150
dza,1997,207
dza,1998,267
dza,1999,248
dza,2000,127
dza,2001,94
dza,2002,291
dza,2003,296
dza,2004,334
dza,2005,465
dza,2006,611
dza,2007,765
dza,2010,730
dza,2011,803
dza,2012,781
dza,2013,722
dza,2014,719
dza,2015,716
dza,2016,566
dza,2017,594
dza,2018,521
dza,2019,525
dza,2020,547
ecu,1980,152
ecu,1981,180
ecu,1982,122
ecu,1983,112
ecu,1984,96
ecu,1986,104
ecu,1987,78
ecu,1988,97
ecu,1989,94
ecu,1991,75
ecu,1992,84
ecu,1993,100
ecu,1994,335
ecu,1995,270
ecu,1996,354
ecu,1997,302
ecu,1999,475
ecu,2000,541
ecu,2001,256
ecu,2002,101
ecu,2003,415
ecu,2004,489
ecu,2005,580
ecu,2006,751
ecu,2007,794
ecu,2008,847
ecu,2009,668
ecu,2010,690
ecu,2013,475
ecu,2014,358
ecu,2015,475
ecu,2016,329
ecu,2017,401
ecu,2018,371
ecu,2019,408
ecu,2020,374
egy,1980,731
egy,1981,738
egy,1982,713
egy,1983,727
egy,1984,704
egy,1985,671
egy,1986,667
egy,1987,596
egy,1988,474
egy,1989,462
egy,1990,511
egy,1991,479
egy,1992,517
egy,1993,503
egy,1994,528
egy,1995,693
egy,1996,706
egy,1998,1139
egy,1999,1146
egy,2000,1081
egy,2001,923
egy,2002,788
egy,2003,626
egy,2004,312
egy,2005,1008
egy,2007,1589
egy,2008,1649
egy,2009,1452
egy,2010,1625
egy,2011,1591
egy,2012,1528
egy,2013,1416
egy,2014,1384
egy,2015,1337
egy,2016,1258
egy,2017,1254
egy,2018,1258
egy,2019,1156
egy,2020,1229
esp,1980,9001
esp,1981,8509
esp,1982,8555
esp,1983,8352
esp,1984,8916
esp,1985,9149
esp,1986,8581
esp,1987,2590
esp,1988,2209
esp,1989,2318
esp,1990,1079
esp,1991,746
esp,1992,561
esp,1993,563
esp,1994,537
esp,1995,553
esp,1996,524
esp,1997,496
esp,1998,476
esp,1999,506
esp,2000,484
esp,2001,467
esp,2002,371
esp,2003,367
esp,2004,313
esp,2005,313
esp,2006,316
esp,2007,265
esp,2008,252
esp,2009,207
esp,2010,213
esp,2011,196
esp,2012,209
esp,2013,218
esp,2014,225
esp,2015,221
esp,2016,177
esp,2017,176
esp,2018,149
esp,2019,159
esp,2020,124
est,1994,452
est,1995,63
est,1996,198
est,1997,360
est,1998,443
est,1999,604
est,2000,791
est,2001,699
est,2002,700
est,2003,584
est,2004,97
est,2005,15
est,2006,9
est,2007,19
est,2008,10
est,2009,20
est,2010,13
est,2011,15
est,2012,5
est,2013,17
est,2014,6
est,2015,6
est,2016,1
est,2017,4
est,2018,6
est,2019,1
est,2020,2
eth,1998,11
eth,1999,18
eth,2000,9
eth,2001,15
eth,2002,12
eth,2003,6
eth,2004,3
eth,2005,4
eth,2006,5
eth,2007,25
eth,2011,34
eth,2012,14
eth,2013,24
eth,2014,22
eth,2015,32
eth,2016,26
eth,2017,39
eth,2018,49
eth,2020,54
fin,1980,2734
fin,1981,2809
fin,1982,2907
fin,1983,3178
fin,1984,3408
fin,1985,3472
fin,1986,3627
fin,1987,3941
fin,1988,4084
fin,1989,4417
fin,1990,4410
fin,1991,2671
fin,1992,3953
fin,1993,2052
fin,1994,1842
fin,1995,1733
fin,1996,483
fin,1997,250
fin,1998,212
fin,1999,343
fin,2000,324
fin,2001,270
fin,2002,207
fin,2003,215
fin,2004,209
fin,2005,229
fin,2006,202
fin,2007,211
fin,2008,147
fin,2009,127
fin,2010,102
fin,2011,124
fin,2012,129
fin,2013,141
fin,2014,126
fin,2015,127
fin,2016,108
fin,2017,139
fin,2018,100
fin,2019,75
fin,2020,97
fji,1980,11
fji,1981,14
fji,1985,18
fji,1986,17
fra,1980,16989
fra,1981,13723
fra,1982,11561
fra,1983,10029
fra,1984,8867
fra,1985,7543
fra,1986,6369
fra,1987,5875
fra,1988,5194
fra,1989,4986
fra,1990,4260
fra,1991,3908
fra,1992,3547
fra,1993,3402
fra,1994,3520
fra,1995,3477
fra,1996,3484
fra,1997,3637
fra,1998,3544
fra,1999,3282
fra,2000,3483
fra,2001,3605
fra,2002,3389
fra,2003,3339
fra,2004,3060
fra,2005,2948
fra,2006,2720
fra,2007,2387
fra,2008,1761
fra,2009,1593
fra,2010,1832
fra,2011,2099
fra,2012,2092
fra,2013,2196
fra,2014,2033
fra,2015,1994
fra,2016,2012
fra,2017,1832
fra,2018,1919
fra,2019,1766
fra,2020,1542
gbr,1980,22000
gbr,1981,18406
gbr,1982,16563
gbr,1983,14798
gbr,1984,13735
gbr,1985,12293
gbr,1986,11063
gbr,1987,10419
gbr,1988,9935
gbr,1989,9637
gbr,1990,8928
gbr,1991,8357
gbr,1992,7839
gbr,1993,7922
gbr,1994,8081
gbr,1995,8891
gbr,1996,9821
gbr,1997,10171
gbr,1998,10083
gbr,1999,10399
gbr,2000,10697
gbr,2001,10658
gbr,2002,10907
gbr,2003,11198
gbr,2004,10776
gbr,2005,10155
gbr,2006,8261
gbr,2007,7624
gbr,2008,6856
gbr,2009,6480
gbr,2010,6439
gbr,2011,6916
gbr,2012,7865
gbr,2013,7966
gbr,2014,7844
gbr,2015,7934
gbr,2016,8183
gbr,2017,8771
gbr,2018,8076
gbr,2019,7189
gbr,2020,8659
geo,1992,210
geo,1993,178
geo,1994,159
geo,1995,420
geo,1996,173
geo,1997,205
geo,1998,229
geo,1999,190
geo,2000,186
geo,2001,221
geo,2002,204
geo,2003,171
geo,2004,208
geo,2005,250
geo,2006,299
geo,2007,316
geo,2008,241
geo,2009,218
geo,2010,179
geo,2011,260
geo,2012,233
geo,2013,219
geo,2014,187
geo,2015,172
geo,2016,178
geo,2017,157
geo,2018,157
geo,2019,112
geo,2020,134
gha,1980,17
gha,1981,19
gha,1982,18
gha,1983,14
gha,1986,15
gha,1987,16
gha,1989,12
gha,1990,20
gha,1991,12
gha,1992,11
gha,1994,39
gha,2016,17
gha,2017,11
gha,2018,39
gha,2020,8
gmb,2015,2
gmb,2016,2
gmb,2017,4
gmb,2019,16
gmb,2020,16
grc,1980,1570
grc,1981,1843
grc,1982,1911
grc,1983,1936
grc,1984,2142
grc,1985,2035
grc,1986,1714
grc,1987,586
grc,1988,457
grc,1989,454
grc,1990,466
grc,1991,192
grc,1992,211
grc,1993,171
grc,1994,139
grc,1995,46
grc,1996,37
grc,1997,57
grc,1998,34
grc,1999,33
grc,2000,34
grc,2001,49
grc,2002,36
grc,2003,27
grc,2004,28
grc,2005,20
grc,2006,30
grc,2007,20
grc,2008,30
grc,2009,22
grc,2010,16
grc,2011,20
grc,2012,28
grc,2013,19
grc,2014,19
grc,2015,23
grc,2016,40
grc,2017,91
grc,2018,149
grc,2019,238
grc,2020,363
grd,1980,2
grd,2012,26
grd,2013,33
grd,2014,17
grd,2015,9
grd,2016,17
gtm,1982,168
gtm,1984,115
gtm,1985,92
gtm,1986,106
gtm,1987,76
gtm,1988,82
gtm,1989,75
gtm,1990,97
gtm,1991,104
gtm,1992,79
gtm,1993,94
gtm,1994,99
gtm,1995,77
gtm,1996,142
gtm,1997,175
gtm,1998,218
gtm,1999,267
gtm,2000,250
gtm,2001,285
gtm,2002,293
gtm,2003,296
gtm,2004,266
gtm,2005,388
gtm,2006,500
gtm,2007,99
gtm,2008,306
gtm,2009,322
gtm,2010,374
gtm,2011,327
gtm,2012,337
gtm,2013,319
gtm,2014,288
gtm,2015,341
gtm,2016,266
gtm,2017,275
gtm,2018,228
gtm,2019,231
gtm,2020,205
guy,1983,12
guy,1984,5
guy,1985,16
guy,1986,8
guy,1987,3
guy,1990,6
guy,2012,14
guy,2013,16
guy,2014,19
guy,2015,13
guy,2016,17
guy,2017,23
guy,2018,18
hkg,1983,871
hkg,1984,810
hkg,1985,955
hkg,1986,1027
hkg,1987,1107
hkg,1988,1056
hkg,1989,886
hkg,1990,1060
hkg,1991,1076
hkg,1992,1248
hkg,1993,1186
hkg,1994,1619
hkg,1995,1938
hkg,1996,2059
hkg,1997,2359
hkg,1998,14539
hkg,1999,5998
hkg,2000,8244
hkg,2001,8840
hkg,2002,9018
hkg,2003,8995
hkg,2004,9878
hkg,2005,11607
hkg,2006,13618
hkg,2007,13606
hkg,2008,13489
hkg,2009,11708
hkg,2010,11569
hkg,2011,13312
hkg,2012,12817
hkg,2013,13690
hkg,2014,12350
hkg,2015,11973
hkg,2016,13859
hkg,2017,12975
hkg,2018,15672
hkg,2019,16186
hkg,2020,21133
hnd,1980,40
hnd,1982,183
hnd,1983,24
hnd,1984,19
hnd,1985,16
hnd,1987,31
hnd,1988,27
hnd,1990,17
hnd,1992,30
hnd,1995,40
hnd,1996,126
hnd,1999,148
hnd,2000,135
hnd,2001,155
hnd,2002,161
hnd,2011,253
hnd,2012,233
hnd,2013,211
hnd,2015,224
hnd,2016,185
hnd,2017,189
hnd,2018,148
hnd,2019,187
hrv,1992,1010
hrv,1993,746
hrv,1994,584
hrv,1995,335
hrv,1996,356
hrv,1997,439
hrv,1998,352
hrv,1999,144
hrv,2000,538
hrv,2001,599
hrv,2002,703
hrv,2003,699
hrv,2004,839
hrv,2005,649
hrv,2006,119
hrv,2007,93
hrv,2008,71
hrv,2009,68
hrv,2010,21
hrv,2011,21
hrv,2012,32
hrv,2013,23
hrv,2014,30
hrv,2015,17
hrv,2016,13
hrv,2017,11
hrv,2018,15
hrv,2019,16
hrv,2020,12
hti,1980,13
hti,1982,24
hti,1983,15
hti,1984,11
hti,1985,15
hti,1986,20
hti,1987,9
hti,1988,4
hti,1991,5
hti,1996,6
hti,1999,5
hti,2011,13
hti,2012,15
hti,2013,11
hti,2014,19
hun,1980,1571
hun,1981,1528
hun,1982,1559
hun,1983,1530
hun,1984,1606
hun,1985,1531
hun,1986,1606
hun,1987,1630
hun,1988,1629
hun,1989,1666
hun,1990,1976
hun,1991,1799
hun,1992,1633
hun,1993,1323
hun,1994,1328
hun,1995,1793
hun,1996,850
hun,1997,888
hun,1998,904
hun,1999,3779
hun,2000,4127
hun,2001,4529
hun,2002,5064
hun,2003,4054
hun,2004,1909
hun,2005,497
hun,2006,206
hun,2007,102
hun,2008,89
hun,2009,30
hun,2010,47
hun,2011,36
hun,2012,66
hun,2013,66
hun,2014,73
hun,2015,64
hun,2016,49
hun,2017,36
hun,2018,36
hun,2019,23
hun,2020,28
idn,1980,475
idn,1982,636
idn,1983,682
idn,1984,559
idn,1985,731
idn,1986,591
idn,1987,601
idn,1989,661
idn,1991,1280
idn,1992,3905
idn,1993,2031
idn,1994,2305
idn,1995,2813
idn,1996,3957
idn,1997,3939
idn,1998,1753
idn,1999,2784
idn,2000,3733
idn,2001,3714
idn,2002,3609
idn,2003,3099
idn,2004,3441
idn,2005,4069
idn,2006,4324
idn,2007,4850
idn,2008,4747
idn,2009,4103
idn,2010,5122
idn,2011,5297
idn,2013,6787
idn,2014,7321
idn,2015,8095
idn,2016,8538
idn,2017,7032
idn,2018,8347
