geo,time,cm_mkt_trnr
civ,2015,4.17713
civ,2016,5.27361
civ,2019,1.8616
col,2005,18.90805
col,2006,27.78644
col,2007,16.91671
col,2008,20.55953
col,2009,14.12584
col,2010,10.88584
col,2011,12.88968
col,2012,12.28645
col,2013,10.06901
col,2014,11.73186
col,2015,13.47969
col,2016,13.01271
col,2017,11.32965
col,2018,13.15612
col,2019,10.5308
col,2020,9.40609
cri,1993,3.08123
cri,1995,2.55163
cri,1996,1.72627
cri,1997,2.09729
cri,1998,2.47346
cri,1999,9.02463
cri,2003,22.07535
cri,2004,2.4116
cri,2005,1.4501
cri,2006,3.28916
cri,2007,3.28579
cri,2008,2.8583
cri,2009,2.13418
cri,2010,2.86175
cri,2011,2.45792
cri,2014,4.7683
cri,2015,2.2036
cri,2016,1.2325
cri,2017,1.839
cri,2018,1.9255
cri,2019,1.6505
cri,2020,1.59261
cym,2006,1
cym,2007,3.51515
cym,2008,0.8805
cym,2009,1.12426
cym,2010,0.42017
cym,2011,0.1116
cym,2012,0.1266
cym,2015,0.1584
cym,2018,2.2382
cym,2019,0.9339
cym,2020,0.20176
cyp,2006,19.4733
cyp,2007,25.88037
cyp,2008,22.46389
cyp,2009,17.15164
cyp,2010,10.86432
cyp,2011,15.74306
cyp,2012,14.76187
cyp,2013,1.95845
cyp,2014,1.40437
cyp,2015,4.86183
cyp,2016,3.21957
cyp,2017,2.44924
cyp,2018,1.6829
cyp,2019,1.3074
cyp,2020,0.83036
cze,1993,13.64315
cze,1994,25.10314
cze,1995,29.88209
cze,1996,44.42473
cze,1997,52.80884
cze,1998,45.3052
cze,1999,37.17109
cze,2000,68.23231
cze,2001,42.30746
cze,2002,57.74226
cze,2003,56.54206
cze,2004,66.97289
cze,2005,98.43443
cze,2006,64.85727
cze,2007,54.835
cze,2008,78.90209
cze,2019,14.5577
cze,2020,15.89
deu,1975,20.41828
deu,1976,19.78465
deu,1977,20.23314
deu,1978,22.46819
deu,1979,18.66658
deu,1980,19.72867
deu,1981,21.8931
deu,1982,21.45704
deu,1983,37.27095
deu,1984,34.33481
deu,1985,48.01805
deu,1986,58.92282
deu,1987,194.26918
deu,1988,137.651
deu,1989,95.31125
deu,1990,152.67811
deu,1991,118.06942
deu,1992,130.84706
deu,1993,119.89614
deu,1994,120.93609
deu,1995,100.4782
deu,1996,22.53511
deu,1997,119.75064
deu,1998,134.2224
deu,1999,91.36459
deu,2000,143.84938
deu,2001,121.39504
deu,2002,127.07581
deu,2003,94.27764
deu,2004,98.89348
deu,2005,107.14829
deu,2006,119.12717
deu,2007,154.60954
deu,2008,377.24798
deu,2009,138.33614
deu,2010,104.542
deu,2011,132.84965
deu,2012,84.09695
deu,2013,67.79648
deu,2014,72.99616
deu,2015,84.1947
deu,2016,74.92752
deu,2017,63.57765
deu,2018,92.07924
deu,2019,64.3574
deu,2020,79.42217
dnk,1975,1.31708
dnk,1976,1.35416
dnk,1977,1.02511
dnk,1978,1.20752
dnk,1979,1.21182
dnk,1980,0.98429
dnk,1981,0.92231
dnk,1982,1.00661
dnk,1983,1.59165
dnk,1984,2.10092
dnk,1985,9.97275
dnk,1986,11.84137
dnk,1987,10.54826
dnk,1988,18.59956
dnk,1989,34.80059
dnk,1990,30.44874
dnk,1991,22.40663
dnk,1992,46.80024
dnk,1993,50.15442
dnk,1994,54.87669
dnk,1995,46.61241
dnk,1996,47.56525
dnk,1997,46.77386
dnk,1998,67.89699
dnk,1999,57.01474
dnk,2000,80.40682
dnk,2001,77.54498
dnk,2002,42.35563
dnk,2003,36.07123
dnk,2004,45.05459
ecu,1995,4.38494
ecu,1996,3.49236
ecu,1997,3.07723
ecu,1998,0.60411
ecu,1999,3.50575
ecu,2000,2.4498
egy,2006,51.72795
egy,2007,44.17046
egy,2008,111.45479
egy,2009,81.54417
egy,2010,44.15852
egy,2011,32.54382
egy,2012,28.88277
egy,2013,20.66393
egy,2014,37.72774
egy,2015,26.74325
egy,2016,39.20817
egy,2017,30.70504
egy,2018,34.46596
egy,2019,25.2595
egy,2020,38.88905
esp,1975,5.44279
esp,1976,8.175
esp,1978,11.97267
esp,1979,6.4363
esp,1980,5.35932
esp,1981,9.21142
esp,1982,10.80672
esp,1983,10.95256
esp,1984,17.27383
esp,1985,19.12465
esp,1986,32.31094
esp,1987,57.47866
esp,1988,28.90278
esp,1989,32.24068
esp,1990,40.59042
esp,1991,32.60369
esp,1992,32.76401
esp,1993,38.24936
esp,1994,44.70612
esp,1995,34.59695
esp,1996,42.96526
esp,1997,65.47903
esp,1998,93.52807
esp,1999,238.072
esp,2000,314.06046
esp,2001,318.32575
esp,2002,98.26426
esp,2003,85.13948
esp,2004,91.5242
esp,2005,102.2427
esp,2006,113.27286
esp,2007,126.58922
esp,2008,182.11799
esp,2009,89.08828
esp,2010,117.29619
esp,2011,109.37012
esp,2012,86.86497
esp,2013,81.94478
esp,2014,99.87994
esp,2015,124.28938
esp,2016,97.83856
esp,2017,82.61951
esp,2018,86.18194
esp,2019,62.7359
esp,2020,64.46119
fin,1982,4.98659
fin,1983,5.78557
fin,1984,0.9215
fin,1985,9.80433
fin,1986,16.90209
fin,1987,33.70376
fin,1988,23.24035
fin,1989,25.28443
fin,1990,18.21502
fin,1991,10.65559
fin,1992,16.38073
fin,1993,33.19762
fin,1994,34.77851
fin,1995,43.51512
fin,1996,7.38703
fin,1997,46.95409
fin,1998,41.07394
fin,1999,30.07086
fin,2000,71.74229
fin,2001,93.99302
fin,2002,103.5662
fin,2003,83.57615
fin,2004,102.71754
fra,1975,15.9915
fra,1976,14.64965
fra,1977,12.489
fra,1978,20.97511
fra,1979,17.07012
fra,1980,17.24484
fra,1981,20.83877
fra,1982,24.15622
fra,1983,19.97717
fra,1984,17.06543
fra,1985,22.04374
fra,1986,36.05067
fra,1987,57.46804
fra,1988,28.88288
fra,1989,32.7713
fra,1990,39.17895
fra,1991,34.46849
fra,1992,35.66212
fra,1993,35.21651
fra,1994,45.41866
fra,1995,42.25624
fra,1996,46.06942
fra,1997,58.33986
fra,1998,399.58537
fra,1999,48.14568
fra,2000,74.67689
fra,2001,83.50381
fra,2002,106.77652
fra,2003,81.34828
fra,2004,84.90328
fra,2005,72.30285
fra,2006,83.00528
fra,2007,105.6716
fra,2008,163.40432
fra,2009,65.98085
fra,2010,70.63374
fra,2011,85.58516
fra,2012,59.42284
fra,2013,48.04329
fra,2014,56.02476
fra,2015,63.6093
gbr,1975,41.25687
gbr,1976,34.54257
gbr,1977,16.7679
gbr,1978,15.16984
gbr,1979,84.96742
gbr,1980,99.57997
gbr,1981,17.32363
gbr,1982,16.68504
gbr,1983,18.85245
gbr,1984,20.42403
gbr,1985,21.60139
gbr,1986,23.89598
gbr,1987,62.82828
gbr,1988,41.40356
gbr,1989,38.9895
gbr,1990,35.80008
gbr,1991,33.71615
gbr,1992,34.39509
gbr,1993,36.26915
gbr,1994,41.4672
gbr,1995,37.72611
gbr,1996,34.40075
gbr,1997,40.46377
gbr,1998,45.46802
gbr,1999,48.18526
gbr,2000,71.14435
gbr,2001,88.11061
gbr,2002,56.4367
gbr,2003,51.35192
gbr,2004,57.57516
gbr,2005,56.56636
gbr,2006,73.07679
gbr,2007,102.63199
gbr,2008,146.43142
gbr,2009,100.39427
gbr,2010,119.58703
gbr,2011,103.5033
gbr,2012,75.04994
gbr,2013,42.43988
gbr,2014,66.00637
gha,1993,3.3579
gha,1994,3.63273
gha,1995,1.12989
gha,1996,0.97372
gha,1997,3.65721
gha,1998,4.12903
gha,1999,2.16196
gha,2000,1.392
gha,2001,4.46429
gha,2002,2.85714
gha,2003,6.87344
gha,2004,15.18333
gha,2005,8.36066
gha,2006,6.78947
gha,2007,6.05508
gha,2008,10.08304
gha,2009,2.1343
gha,2010,3.45355
gha,2011,8.20072
gha,2020,0.35318
grc,2001,43.81047
grc,2002,30.49286
grc,2003,31.76704
grc,2004,31.85231
grc,2005,33.87642
grc,2006,43.1226
grc,2007,45.86478
grc,2008,90.68894
grc,2009,52.66081
grc,2010,60.13483
grc,2011,68.02758
grc,2012,33.59768
grc,2013,29.07078
grc,2014,59.92352
grc,2015,42.64025
grc,2016,38.5056
grc,2017,29.1865
grc,2018,30.97503
grc,2019,28.751
grc,2020,32.32749
hkg,1975,5.97528
hkg,1976,5.52136
hkg,1977,3.11418
hkg,1978,3.15871
hkg,1979,4.83309
hkg,1980,1.99176
hkg,1986,28.44637
hkg,1987,83.97445
hkg,1988,31.47899
hkg,1989,44.58471
hkg,1990,41.47438
hkg,1991,31.6091
hkg,1992,45.61638
hkg,1993,34.31154
hkg,1994,46.65753
hkg,1995,31.47423
hkg,1996,37.00734
hkg,1997,109.60798
hkg,1998,59.9435
hkg,1999,37.43575
hkg,2000,59.83276
hkg,2001,47.0666
hkg,2002,38.64286
hkg,2003,38.18234
hkg,2004,46.86538
hkg,2005,39.92368
hkg,2006,44.05632
hkg,2007,75.9421
hkg,2008,118.02002
hkg,2009,61.30946
hkg,2010,54.86611
hkg,2011,63.63737
hkg,2012,38.02077
hkg,2013,40.86087
hkg,2014,44.87852
hkg,2015,64.95298
hkg,2016,40.87587
hkg,2017,43.38257
hkg,2018,59.3517
hkg,2019,37.1944
hkg,2020,50.06767
hrv,1994,2.56859
hrv,1995,34.52257
hrv,1996,5.99396
hrv,1997,5.72563
hrv,1998,3.41599
hrv,1999,2.74269
hrv,2000,6.89453
hrv,2001,3.70584
hrv,2002,1.97503
hrv,2003,4.0245
hrv,2004,4.24304
hrv,2005,5.85933
hrv,2006,6.4683
hrv,2007,6.24596
hrv,2008,11.85543
hrv,2009,5.49191
hrv,2010,4.1016
hrv,2011,4.10841
hrv,2018,1.20498
hrv,2019,1.4628
hun,2002,51.13774
hun,2003,53.18753
hun,2004,49.89742
hun,2005,68.03875
hun,2006,73.89285
hun,2007,102.3612
hun,2008,149.27245
hun,2009,90.57574
hun,2010,95.51779
hun,2011,83.37471
hun,2012,52.80956
hun,2013,54.66705
hun,2014,49.01518
hun,2015,42.06791
hun,2016,40.48147
hun,2017,32.90479
hun,2018,34.18028
hun,2019,26.3573
hun,2020,40.40777
idn,1995,21.58837
idn,1996,35.64807
idn,1997,75.71327
idn,1998,58.56922
idn,1999,33.04198
idn,2000,48.11849
idn,2001,41.90886
idn,2002,41.20044
idn,2003,23.3455
idn,2004,29.86834
idn,2005,34.21286
idn,2006,29.03312
idn,2007,44.83583
idn,2008,76.80121
idn,2009,40.04504
idn,2010,28.98326
idn,2011,27.03758
idn,2012,21.46766
idn,2013,28.51606
idn,2014,21.49151
idn,2015,21.24299
idn,2016,21.23379
idn,2017,17.76752
idn,2018,21.49953
idn,2019,22.5271
idn,2020,26.43589
ind,2000,227.27542
ind,2001,166.79487
ind,2002,114.36081
ind,2003,91.5173
ind,2004,90.73337
ind,2005,75.82665
ind,2006,71.1528
ind,2007,55.58062
ind,2008,131.08116
ind,2009,76.84672
ind,2010,60.19357
ind,2011,59.51004
ind,2012,45.84522
ind,2013,45.13557
ind,2014,45.14324
ind,2015,45.96627
ind,2016,46.28908
ind,2017,47.13668
ind,2018,56.77191
ind,2019,56.21499
ind,2020,74.9506
irl,1997,32.72515
irl,1998,61.85697
irl,1999,65.54981
irl,2000,17.9698
irl,2001,29.86035
irl,2002,5.23809
irl,2003,7.17484
irl,2004,5.23908
irl,2005,6.84237
irl,2006,7.39867
irl,2007,17.13705
irl,2008,35.48679
irl,2009,16.12126
irl,2010,14.69243
irl,2011,7.53861
irl,2012,8.60096
irl,2013,8.75904
irl,2014,11.55246
irl,2015,16.35001
irl,2016,21.0605
irl,2017,19.70645
irl,2018,29.12582
irn,1975,8.05259
irn,1976,9.67742
irn,1977,5.29529
irn,1978,8.97684
irn,1993,16.47187
irn,1994,15.4299
irn,1995,6.05303
irn,1996,10.95543
irn,1997,6.33802
irn,1998,5.84845
irn,1999,8.13221
irn,2000,16.71523
irn,2001,21.23356
irn,2002,14.80457
irn,2003,14.20624
irn,2004,26.42624
irn,2005,19.75257
irn,2006,12.98096
irn,2007,18.56429
irn,2008,30.00882
irn,2009,28.7046
irn,2010,19.6062
irn,2011,13.45539
irn,2012,16.55175
irn,2013,12.81343
irn,2014,20.03282
irn,2015,9.44313
irn,2016,16.77632
irn,2017,10.80839
irn,2018,18.26221
irn,2019,25.28087
irn,2020,37.9566
isr,1979,24.46762
isr,1980,34.47564
isr,1981,44.13277
isr,1982,30.17118
isr,1983,105.46599
isr,1984,10.17384
isr,1985,9.42202
isr,1986,21.20438
isr,1987,39.87048
isr,1988,42.84544
isr,1989,45.45659
isr,1990,63.54078
isr,1991,58.66415
isr,1992,44.09649
isr,1993,56.61217
isr,1994,76.54177
isr,1995,24.07441
isr,1996,22.6445
isr,1997,29.99493
isr,1998,33.8037
isr,1999,32.07649
isr,2000,43.00805
isr,2001,25.99871
isr,2002,26.98743
isr,2003,25.37509
isr,2004,32.96541
isr,2005,34.62375
isr,2006,39.05459
isr,2007,42.35232
isr,2008,89.12228
isr,2009,42.14616
isr,2010,47.55072
isr,2011,48.81553
isr,2012,31.38737
isr,2013,27.33814
isr,2014,23.58835
isr,2015,23.11203
isr,2016,23.38427
isr,2017,29.88016
isr,2018,33.30744
isr,2019,28.8446
isr,2020,39.93057
ita,1999,73.59946
ita,2000,128.78719
ita,2001,113.68834
ita,2002,120.83207
ita,2003,119.13164
ita,2004,114.01302
ita,2005,132.16496
ita,2006,117.77353
ita,2007,206.38605
ita,2008,265.1711
ita,2009,141.3158
ita,2010,124.44582
ita,2011,196.20594
ita,2012,162.42459
ita,2013,125.10774
ita,2014,350.01149
jam,1993,19.92933
jam,1994,8.88228
jam,1995,7.02518
jam,1996,7.00199
jam,1997,5.77031
jam,1998,2.61145
jam,1999,2.13242
jam,2000,2.14888
jam,2001,2.62795
jam,2002,2.53767
jam,2011,5.11174
jam,2014,4.2617
jam,2015,10.3895
jam,2016,6.3005
jam,2017,3.6383
jam,2018,4.666
jam,2019,4.9778
jam,2020,0.38603
jor,2007,42.67325
jor,2008,75.75709
jor,2009,40.54882
jor,2010,27.85525
jor,2011,14.33759
jor,2012,10.12249
jor,2013,13.30288
jor,2014,12.10052
jor,2015,13.96716
jor,2016,10.66751
jor,2017,9.73993
jor,2018,10.39399
jor,2019,8.0095
jor,2020,8.09089
jpn,1975,42.46333
jpn,1976,50.95135
jpn,1977,477.58916
jpn,1978,567.38157
jpn,1979,57.50519
jpn,1980,47.51854
jpn,1981,61.36107
jpn,1982,41.94906
jpn,1983,49.85944
jpn,1984,49.70069
jpn,1985,47.99299
jpn,1986,64.81108
jpn,1987,73.8803
jpn,1988,67.11247
jpn,1989,61.24437
jpn,1990,52.60552
jpn,1991,34.2979
jpn,1992,26.88797
jpn,1993,31.30003
jpn,1994,29.77313
jpn,1995,32.2791
jpn,1996,39.38136
jpn,1997,49.98282
jpn,1998,42.85546
jpn,1999,45.53389
jpn,2000,78.58251
jpn,2001,75.15674
jpn,2002,83.72834
jpn,2003,78.82759
jpn,2004,97.18949
jpn,2005,94.85619
jpn,2006,119.16912
jpn,2007,152.06532
jpn,2008,199.26506
jpn,2009,117.00086
jpn,2010,111.56084
jpn,2011,129.61744
jpn,2012,96.19358
jpn,2013,133.89697
jpn,2014,110.6605
jpn,2015,113.82266
jpn,2016,105.4442
jpn,2017,92.84293
jpn,2018,119.01662
jpn,2019,82.3379
jpn,2020,94.32885
kaz,2002,2.32659
kaz,2003,18.0737
kaz,2004,25.7849
kaz,2005,9.88587
kaz,2006,5.58172
kaz,2007,21.76362
kaz,2008,16.07404
kaz,2009,15.27167
kaz,2010,1.9734
kaz,2011,2.4215
kaz,2013,2.67231
kaz,2014,3.75042
kaz,2015,7.61349
kaz,2016,1.89112
kaz,2017,1.62751
kaz,2018,3.43546
kaz,2019,0.768
kaz,2020,0.86557
ken,1993,1.13818
ken,1994,2.25162
ken,1995,2.96653
ken,1996,3.9566
ken,1997,5.37722
ken,1998,3.55267
ken,2000,3.01102
ken,2001,3.75969
ken,2002,2.61163
ken,2003,4.78153
ken,2004,7.29484
ken,2005,7.89663
ken,2006,11.99038
ken,2007,8.45112
ken,2008,6.83797
ken,2009,1.80855
ken,2010,5.48743
ken,2011,8.99035
ken,2019,1.8834
ken,2020,2.26205
kor,1979,50.0805
kor,1980,48.74424
kor,1981,85.64083
kor,1982,59.79395
kor,1983,50.22203
kor,1984,60.56573
kor,1985,55.10472
kor,1986,80.02185
kor,1987,78.30419
kor,1988,90.04853
kor,1989,85.04639
kor,1990,67.64762
kor,1991,85.56719
kor,1992,106.97952
kor,1993,150.83338
kor,1994,149.56316
kor,1995,101.24883
kor,1996,127.59063
kor,1997,407.8805
kor,1998,139.94731
kor,1999,249.79256
kor,2000,289.24398
kor,2001,159.88932
kor,2002,231.73657
kor,2003,138.77783
kor,2004,122.76255
kor,2005,167.08907
kor,2006,160.50635
kor,2007,170.84224
kor,2008,252.1725
kor,2009,201.9488
kor,2010,149.25693
kor,2011,194.19012
kor,2012,134.36054
kor,2013,107.71967
kor,2014,105.84948
kor,2015,149.75077
kor,2016,126.08315
kor,2017,112.35848
kor,2018,173.7081
kor,2019,129.8341
kor,2020,238.52211
kwt,1993,24.64983
kwt,1994,19.34075
kwt,1995,47.59658
kwt,1996,93.96128
kwt,1997,111.22902
kwt,1998,40.72242
