geo,time,sh_h2o_smdw_ur_zs
cri,2014,80.30948
cri,2015,80.34356
cri,2016,80.37764
cri,2017,80.38785
cri,2018,80.38785
cri,2019,80.38785
cri,2020,80.38785
cze,2000,97.24502
cze,2001,97.24502
cze,2002,97.30001
cze,2003,97.355
cze,2004,97.40999
cze,2005,97.46498
cze,2006,97.51998
cze,2007,97.57498
cze,2008,97.62998
cze,2009,97.68498
cze,2010,97.73998
cze,2011,97.79499
cze,2012,97.85
cze,2013,97.90501
cze,2014,97.96002
cze,2015,97.96002
cze,2016,97.96002
cze,2017,97.96002
cze,2018,97.96002
cze,2019,97.96002
cze,2020,97.96002
dza,2000,82.1735
dza,2001,82.1312
dza,2002,82.08869
dza,2003,82.04598
dza,2004,82.00307
dza,2005,81.95995
dza,2006,81.91662
dza,2007,81.87309
dza,2008,81.82935
dza,2009,81.7854
dza,2010,81.74125
dza,2011,81.69689
dza,2012,81.65232
dza,2013,81.60755
dza,2014,80.64199
dza,2015,79.48827
dza,2016,78.3324
dza,2017,77.17437
dza,2018,76.01419
dza,2019,74.85185
dza,2020,73.68735
ecu,2000,68.24119
ecu,2001,68.62828
ecu,2002,69.01536
ecu,2003,69.40245
ecu,2004,69.78954
ecu,2005,70.17663
ecu,2006,70.56371
ecu,2007,70.9508
ecu,2008,71.33789
ecu,2009,71.72498
ecu,2010,72.11206
ecu,2011,72.49915
ecu,2012,72.88624
ecu,2013,73.27333
ecu,2014,73.66041
ecu,2015,74.0475
ecu,2016,74.43459
ecu,2017,74.65207
ecu,2018,74.65207
ecu,2019,74.65207
ecu,2020,74.65207
esp,2000,99.575
esp,2001,99.575
esp,2002,99.6175
esp,2003,99.66
esp,2004,99.7025
esp,2005,99.745
esp,2006,99.7875
esp,2007,99.83
esp,2008,99.8725
esp,2009,99.89
esp,2010,99.89
esp,2011,99.89
esp,2012,99.87249
esp,2013,99.83527
esp,2014,99.79805
esp,2015,99.79805
esp,2016,99.79805
esp,2017,99.79805
esp,2018,99.79805
esp,2019,99.79805
esp,2020,99.79805
eth,2000,33.45027
eth,2001,35.2298
eth,2002,35.43038
eth,2003,35.63096
eth,2004,35.83154
eth,2005,36.03211
eth,2006,36.23269
eth,2007,36.43327
eth,2008,36.63384
eth,2009,36.83442
eth,2010,37.035
eth,2011,37.23558
eth,2012,37.43615
eth,2013,37.63673
eth,2014,37.83731
eth,2015,38.03789
eth,2016,38.23846
eth,2017,38.43904
eth,2018,38.63962
eth,2019,38.84019
eth,2020,39.04077
fra,2000,98.22653
fra,2001,98.22653
fra,2002,98.22653
fra,2003,98.22653
fra,2004,98.32099
fra,2005,98.41545
fra,2006,98.50991
fra,2007,98.60437
fra,2008,98.69883
fra,2009,98.79329
fra,2010,98.88775
fra,2011,98.98221
fra,2012,99.07667
fra,2013,99.17113
fra,2014,99.26559
fra,2015,99.36005
fra,2016,99.4545
fra,2017,99.54896
fra,2018,99.64342
fra,2019,99.64342
fra,2020,99.64342
geo,2000,83.65975
geo,2001,83.68239
geo,2002,83.70503
geo,2003,83.72766
geo,2004,83.7503
geo,2005,83.77294
geo,2006,83.79557
geo,2007,83.81821
geo,2008,83.84084
geo,2009,83.86348
geo,2010,83.88612
geo,2011,83.90875
geo,2012,83.93139
geo,2013,83.95402
geo,2014,83.97666
geo,2015,83.9993
geo,2016,84.02193
geo,2017,84.04457
geo,2018,84.0672
geo,2019,84.08984
geo,2020,84.11248
gha,2000,30.2289
gha,2001,30.39552
gha,2002,31.84129
gha,2003,33.301
gha,2004,34.77466
gha,2005,36.26227
gha,2006,37.76383
gha,2007,39.27933
gha,2008,40.80879
gha,2009,42.35218
gha,2010,43.90953
gha,2011,45.48082
gha,2012,47.06606
gha,2013,48.66525
gha,2014,50.27839
gha,2015,51.90547
gha,2016,53.5465
gha,2017,55.20148
gha,2018,56.8704
gha,2019,58.55327
gha,2020,60.25009
gib,2000,100
gib,2001,100
gib,2002,100
gib,2003,100
gib,2004,100
gib,2005,100
gib,2006,100
gib,2007,100
gib,2008,100
gib,2009,100
gib,2010,100
gib,2011,100
gib,2012,100
gib,2013,100
gib,2014,100
gib,2015,100
gib,2016,100
gib,2017,100
gib,2018,100
gib,2019,100
gib,2020,100
gmb,2000,44.42252
gmb,2001,45.56696
gmb,2002,46.71302
gmb,2003,47.8607
gmb,2004,49.00999
gmb,2005,50.16091
gmb,2006,51.31344
gmb,2007,52.46759
gmb,2008,53.62336
gmb,2009,54.78074
gmb,2010,55.93975
gmb,2011,57.10037
gmb,2012,58.26261
gmb,2013,59.42647
gmb,2014,60.59194
gmb,2015,61.75904
gmb,2016,62.92775
gmb,2017,64.09808
gmb,2018,65.27003
gmb,2019,66.44359
gmb,2020,66.89673
gnb,2000,40.32368
gnb,2001,40.38665
gnb,2002,40.44617
gnb,2003,40.50221
gnb,2004,40.5548
gnb,2005,40.60392
gnb,2006,40.64958
gnb,2007,40.69177
gnb,2008,40.7305
gnb,2009,40.76577
gnb,2010,40.79757
gnb,2011,40.82591
gnb,2012,40.85078
gnb,2013,40.8722
gnb,2014,40.89015
gnb,2015,40.90463
gnb,2016,40.91565
gnb,2017,40.92321
gnb,2018,40.9273
gnb,2019,40.92793
gnb,2020,40.9251
gtm,2000,55.61908
gtm,2001,56.20218
gtm,2002,56.78653
gtm,2003,57.37212
gtm,2004,57.95896
gtm,2005,58.54705
gtm,2006,59.13639
gtm,2007,59.72698
gtm,2008,60.31881
gtm,2009,60.91189
gtm,2010,61.50622
gtm,2011,62.1018
gtm,2012,62.69862
gtm,2013,63.2967
gtm,2014,63.89602
gtm,2015,64.49659
gtm,2016,65.0984
gtm,2017,65.17575
gtm,2018,65.2531
gtm,2019,65.33045
gtm,2020,65.4078
hkg,2000,98.12428
hkg,2001,98.24784
hkg,2002,98.37146
hkg,2003,98.49515
hkg,2004,98.61891
hkg,2005,98.74274
hkg,2006,98.86664
hkg,2007,98.99061
hkg,2008,99.11464
hkg,2009,99.23875
hkg,2010,99.36292
hkg,2011,99.48716
hkg,2012,99.61147
hkg,2013,99.73584
hkg,2014,99.86029
hkg,2015,99.98402
hkg,2016,100
hkg,2017,100
hkg,2018,100
hkg,2019,100
hkg,2020,100
hrv,2000,93.5
hrv,2001,93.5
hrv,2002,93.5
hrv,2003,93.5
hrv,2004,93.5
hrv,2005,93.5
hrv,2006,93.5
hrv,2007,93.5
hrv,2008,93.5
hrv,2009,93.5
hrv,2010,93.5
hrv,2011,93.5
hrv,2012,93.5
hrv,2013,93.5
hrv,2014,93.5
hrv,2015,93.5
hrv,2016,93.5
hrv,2017,93.5
hrv,2018,93.5
hrv,2019,93.5
hrv,2020,93.5
hun,2000,93.98806
hun,2001,93.98806
hun,2002,93.98806
hun,2003,93.98806
hun,2004,93.98806
hun,2005,93.98806
hun,2006,93.98806
hun,2007,93.98806
hun,2008,93.98806
hun,2009,93.98806
hun,2010,93.98806
hun,2011,93.98806
hun,2012,93.98806
hun,2013,93.98806
hun,2014,93.98806
hun,2015,93.98806
hun,2016,93.98806
hun,2017,93.98806
hun,2018,93.98806
hun,2019,93.98806
hun,2020,93.98806
irn,2000,95.56103
irn,2001,95.59041
irn,2002,95.61979
irn,2003,95.64917
irn,2004,95.67855
irn,2005,95.70794
irn,2006,95.73732
irn,2007,95.7667
irn,2008,95.79608
irn,2009,95.82547
irn,2010,95.85485
irn,2011,95.88423
irn,2012,95.91361
irn,2013,95.943
irn,2014,95.97238
irn,2015,96.00176
irn,2016,96.03114
irn,2017,96.06053
irn,2018,96.08991
irn,2019,96.11929
irn,2020,96.14867
irq,2000,60.5655
irq,2001,60.77509
irq,2002,60.98469
irq,2003,61.19428
irq,2004,61.40388
irq,2005,61.61347
irq,2006,61.82307
irq,2007,62.03267
irq,2008,62.24226
irq,2009,62.45186
irq,2010,62.66145
irq,2011,62.87105
irq,2012,63.08064
irq,2013,63.29024
irq,2014,63.49983
irq,2015,63.70943
irq,2016,63.91902
irq,2017,64.12862
irq,2018,64.33821
irq,2019,64.54781
irq,2020,64.6
isr,2000,99.85602
isr,2001,99.85602
isr,2002,99.85602
isr,2003,99.85602
isr,2004,99.85602
isr,2005,99.85602
isr,2006,99.85602
isr,2007,99.85602
isr,2008,99.81628
isr,2009,99.77655
isr,2010,99.73681
isr,2011,99.69708
isr,2012,99.65735
isr,2013,99.61761
isr,2014,99.57788
isr,2015,99.53815
isr,2016,99.49841
isr,2017,99.45868
isr,2018,99.41895
isr,2019,99.37921
isr,2020,99.33948
ken,2000,60.79554
ken,2001,60.8117
ken,2002,60.91024
ken,2003,60.70886
ken,2004,60.50736
ken,2005,60.30575
ken,2006,60.10402
ken,2007,59.90218
ken,2008,59.70022
ken,2009,59.49814
ken,2010,59.29595
ken,2011,59.09364
ken,2012,58.89122
ken,2013,58.68868
ken,2014,58.48603
ken,2015,58.28326
ken,2016,58.08037
ken,2017,57.87737
ken,2018,57.67426
ken,2019,57.68951
ken,2020,57.70477
kgz,2000,80.23432
kgz,2001,80.23432
kgz,2002,80.45979
kgz,2003,80.68527
kgz,2004,80.91074
kgz,2005,82.02439
kgz,2006,83.14297
kgz,2007,84.26649
kgz,2008,85.39495
kgz,2009,86.52835
kgz,2010,87.66668
kgz,2011,88.80995
kgz,2012,89.90888
kgz,2013,90.15397
kgz,2014,90.39905
kgz,2015,90.64413
kgz,2016,90.86287
kgz,2017,90.84154
kgz,2018,90.82033
kgz,2019,90.79924
kgz,2020,91.84967
khm,2000,44.86065
khm,2001,45.48266
khm,2002,46.10467
khm,2003,46.72668
khm,2004,47.34869
khm,2005,47.9707
khm,2006,48.59272
khm,2007,49.21473
khm,2008,49.83674
khm,2009,50.45875
khm,2010,51.08076
khm,2011,51.70277
khm,2012,52.32478
khm,2013,52.94679
khm,2014,53.5688
khm,2015,54.19081
khm,2016,54.81283
khm,2017,55.43484
khm,2018,56.05685
khm,2019,56.67886
khm,2020,57.10267
kir,2000,16.4008
kir,2001,16.63606
kir,2002,16.87132
kir,2003,17.10658
kir,2004,17.34184
kir,2005,17.57711
kir,2006,17.81237
kir,2007,18.04763
kir,2008,18.28289
kir,2009,18.51815
kir,2010,18.75341
kir,2011,18.98867
kir,2012,19.22394
kir,2013,19.4592
kir,2014,19.69446
kir,2015,19.92972
kir,2016,20.16498
kir,2017,20.40024
kir,2018,20.6355
kir,2019,20.87077
kir,2020,21.10603
lao,2000,21.41303
lao,2001,21.70642
lao,2002,21.99981
lao,2003,22.2932
lao,2004,22.58659
lao,2005,22.87998
lao,2006,23.17337
lao,2007,23.46676
lao,2008,23.76015
lao,2009,24.05354
lao,2010,24.34693
lao,2011,24.64032
lao,2012,24.93371
lao,2013,25.2271
lao,2014,25.52049
lao,2015,25.81388
lao,2016,26.10727
lao,2017,26.40066
lao,2018,26.69405
lao,2019,26.98744
lao,2020,26.98744
lka,2000,84.10545
lka,2001,84.35272
lka,2002,84.59998
lka,2003,84.84725
lka,2004,85.09451
lka,2005,85.34178
lka,2006,85.94378
lka,2007,86.54783
lka,2008,87.15393
lka,2009,87.76207
lka,2010,88.37227
lka,2011,88.98452
lka,2012,89.59882
lka,2013,90.21516
lka,2014,90.83356
lka,2015,91.454
lka,2016,92.0765
lka,2017,92.70104
lka,2018,93.32764
lka,2019,93.32764
lka,2020,93.32764
lso,2000,40.81322
lso,2001,42.61465
lso,2002,44.42276
lso,2003,46.23754
lso,2004,48.059
lso,2005,49.88714
lso,2006,51.72194
lso,2007,53.56343
lso,2008,55.41159
lso,2009,57.26642
lso,2010,59.12793
lso,2011,60.99612
lso,2012,62.87098
lso,2013,64.75251
lso,2014,66.64073
lso,2015,68.53561
lso,2016,70.43717
lso,2017,72.34541
lso,2018,74.26032
lso,2019,76.18191
lso,2020,77.73554
ltu,2000,92.49941
ltu,2001,92.93012
ltu,2002,93.3618
ltu,2003,93.79445
ltu,2004,94.22806
ltu,2005,94.66265
ltu,2006,95.0982
ltu,2007,95.53472
ltu,2008,95.97221
ltu,2009,96.41067
ltu,2010,96.85009
ltu,2011,97.29049
ltu,2012,97.73185
ltu,2013,98.17418
ltu,2014,98.61748
ltu,2015,98.80085
ltu,2016,98.98422
ltu,2017,99.16758
ltu,2018,99.3243
ltu,2019,99.3243
ltu,2020,99.3243
lux,2000,99.73333
lux,2001,99.73333
lux,2002,99.73333
lux,2003,99.73333
lux,2004,99.73333
lux,2005,99.73333
lux,2006,99.73333
lux,2007,99.73333
lux,2008,99.73333
lux,2009,99.73333
lux,2010,99.73333
lux,2011,99.73333
lux,2012,99.73333
lux,2013,99.73333
lux,2014,99.73333
lux,2015,99.73333
lux,2016,99.73333
lux,2017,99.73333
lux,2018,99.73333
lux,2019,99.73333
lux,2020,99.73333
mac,2000,99.96964
mac,2001,99.96964
mac,2002,99.96964
mac,2003,99.96964
mac,2004,99.97203
mac,2005,99.97442
mac,2006,99.97681
mac,2007,99.9792
mac,2008,99.98159
mac,2009,99.98399
mac,2010,99.98638
mac,2011,99.98877
mac,2012,99.99116
mac,2013,99.99355
mac,2014,99.99594
mac,2015,99.99833
mac,2016,100
mac,2017,100
mac,2018,100
mac,2019,100
mac,2020,100
maf,2000,96.7
maf,2001,96.7
maf,2002,96.7
maf,2003,96.7
maf,2004,96.7
maf,2005,96.7
maf,2006,96.7
maf,2007,96.7
maf,2008,96.7
maf,2009,96.7
maf,2010,96.7
maf,2011,96.7
maf,2012,96.7
maf,2013,96.7
maf,2014,96.6999
maf,2015,96.69978
maf,2016,96.69966
maf,2017,96.69954
maf,2018,96.69942
maf,2019,96.6993
maf,2020,96.6993
mar,2000,85.69269
mar,2001,85.8797
mar,2002,86.06671
mar,2003,86.25372
mar,2004,86.44074
mar,2005,86.62775
mar,2006,86.81476
mar,2007,87.00177
mar,2008,87.18878
mar,2009,87.3758
mar,2010,88.19222
mar,2011,89.01133
mar,2012,89.20538
mar,2013,89.39509
mar,2014,89.5848
mar,2015,89.77451
mar,2016,89.96422
mar,2017,90.15393
mar,2018,90.34364
mar,2019,90.53335
mar,2020,90.72306
mco,2000,100
mco,2001,100
mco,2002,100
mco,2003,100
mco,2004,100
mco,2005,100
mco,2006,100
mco,2007,100
mco,2008,100
mco,2009,100
mco,2010,100
mco,2011,100
mco,2012,100
mco,2013,100
mco,2014,100
mco,2015,100
mco,2016,100
mco,2017,100
mco,2018,100
mco,2019,100
mco,2020,100
mdg,2000,19.15332
mdg,2001,20.00774
mdg,2002,20.87244
mdg,2003,21.74741
mdg,2004,22.63266
mdg,2005,23.52818
mdg,2006,24.43397
mdg,2007,25.35003
mdg,2008,26.27637
mdg,2009,27.21298
mdg,2010,28.15987
mdg,2011,29.11703
mdg,2012,30.08446
mdg,2013,31.06216
mdg,2014,32.05014
mdg,2015,33.04839
mdg,2016,34.05691
mdg,2017,35.07571
mdg,2018,36.10478
mdg,2019,37.14412
mdg,2020,38.19374
mkd,2000,84.74622
mkd,2001,84.74622
mkd,2002,84.74622
mkd,2003,84.74622
mkd,2004,84.74622
mkd,2005,84.7349
mkd,2006,84.72358
mkd,2007,84.71226
mkd,2008,84.70094
mkd,2009,84.68963
mkd,2010,84.67831
mkd,2011,84.66699
mkd,2012,84.65567
mkd,2013,84.64436
mkd,2014,84.63304
mkd,2015,84.62172
mkd,2016,84.6104
mkd,2017,84.59909
mkd,2018,84.58777
mkd,2019,84.57645
mkd,2020,84.56513
mmr,2000,50.76437
mmr,2001,52.45139
mmr,2002,54.15703
mmr,2003,55.8813
mmr,2004,57.62419
mmr,2005,59.38571
mmr,2006,61.16585
mmr,2007,62.96461
mmr,2008,64.782
mmr,2009,66.61801
mmr,2010,68.47265
mmr,2011,69.6598
mmr,2012,70.11602
mmr,2013,70.57223
mmr,2014,71.02845
mmr,2015,71.48467
mmr,2016,71.94089
mmr,2017,72.3971
mmr,2018,72.85332
mmr,2019,73.30954
mmr,2020,73.76576
mne,2006,86.85878
mne,2007,86.90006
mne,2008,86.94134
mne,2009,86.98262
mne,2010,87.0239
mne,2011,87.06518
mne,2012,87.10646
mne,2013,87.14774
mne,2014,87.18902
mne,2015,87.2303
mne,2016,87.27159
mne,2017,87.31287
mne,2018,87.31913
mne,2019,87.31913
mne,2020,87.31913
mng,2000,35.21777
mng,2001,35.3827
mng,2002,35.54801
mng,2003,35.71369
mng,2004,35.87976
mng,2005,36.04619
mng,2006,36.21301
mng,2007,36.3802
mng,2008,36.54776
mng,2009,36.71571
mng,2010,36.88403
mng,2011,37.05272
mng,2012,37.22179
mng,2013,37.39124
mng,2014,37.56107
mng,2015,37.73127
mng,2016,37.90185
mng,2017,38.0728
mng,2018,38.24413
mng,2019,38.41584
mng,2020,38.58793
nga,2000,21.53482
nga,2001,21.72734
nga,2002,21.91985
nga,2003,22.11237
nga,2004,22.30489
nga,2005,22.49741
nga,2006,22.68992
nga,2007,22.88244
nga,2008,23.07496
nga,2009,23.26747
nga,2010,23.45999
nga,2011,23.65251
nga,2012,23.84502
nga,2013,24.03754
nga,2014,24.23006
nga,2015,24.42257
nga,2016,24.61509
nga,2017,24.80761
nga,2018,25.00012
nga,2019,25.19264
nga,2020,25.38516
nic,2000,65.48944
nic,2001,65.60289
nic,2002,65.71635
nic,2003,65.82981
nic,2004,65.94327
nic,2005,66.05672
nic,2006,66.17018
nic,2007,66.28364
nic,2008,66.3971
nic,2009,66.51055
nic,2010,66.62401
nic,2011,66.73747
nic,2012,66.85093
nic,2013,66.96439
nic,2014,67.07784
nic,2015,67.1913
nic,2016,67.30476
nic,2017,67.30476
nic,2018,67.30476
nic,2019,67.30476
nic,2020,67.30476
npl,2000,38.00451
npl,2001,37.99159
npl,2002,37.97868
npl,2003,37.96576
npl,2004,37.95285
npl,2005,37.93993
npl,2006,37.92702
npl,2007,37.91411
npl,2008,37.90119
npl,2009,37.88828
npl,2010,37.87536
npl,2011,37.86245
npl,2012,37.84954
npl,2013,36.19793
npl,2014,34.54744
npl,2015,32.89807
npl,2016,31.24982
npl,2017,29.60269
npl,2018,27.95667
npl,2019,26.31178
npl,2020,24.668
pak,2000,49.88645
pak,2001,49.87319
pak,2002,49.85994
pak,2003,49.84669
pak,2004,49.83343
pak,2005,49.14169
pak,2006,48.45031
pak,2007,47.7593
pak,2008,47.06864
pak,2009,46.37834
pak,2010,45.68841
pak,2011,44.99884
pak,2012,44.30962
pak,2013,43.62077
pak,2014,42.93228
pak,2015,42.24415
pak,2016,41.55639
pak,2017,40.86898
pak,2018,40.18193
pak,2019,40.17121
pak,2020,40.16048
per,2000,56.45461
per,2001,56.59946
per,2002,56.7443
per,2003,56.88915
per,2004,57.034
per,2005,57.17884
per,2006,57.32369
per,2007,57.46853
per,2008,57.61338
per,2009,57.75822
per,2010,57.90307
per,2011,58.04792
per,2012,58.19276
per,2013,58.33761
per,2014,58.48245
per,2015,58.6273
per,2016,58.77215
per,2017,58.91699
per,2018,59.06184
per,2019,59.20668
per,2020,59.35153
phl,2000,53.7365
phl,2001,53.82771
phl,2002,55.72855
phl,2003,57.6355
phl,2004,59.54858
phl,2005,60.27557
phl,2006,60.37702
phl,2007,60.47847
phl,2008,60.57992
phl,2009,60.68138
phl,2010,60.78283
phl,2011,60.88428
phl,2012,60.98573
phl,2013,61.08719
phl,2014,61.18864
phl,2015,61.29009
phl,2016,61.39155
phl,2017,61.493
phl,2018,61.59445
phl,2019,61.6959
phl,2020,61.79736
plw,2000,68.58695
plw,2001,70.21352
plw,2002,71.84008
plw,2003,73.46663
plw,2004,75.09318
plw,2005,76.71971
plw,2006,78.34624
plw,2007,79.97276
plw,2008,81.59928
plw,2009,83.22578
plw,2010,84.85228
plw,2011,86.47877
plw,2012,88.10525
plw,2013,89.73172
plw,2014,91.35818
plw,2015,92.98464
plw,2016,94.61109
plw,2017,96.23753
plw,2018,96.23753
plw,2019,96.23753
plw,2020,96.23753
prk,2000,78.7
prk,2001,78.7
prk,2002,78.7
prk,2003,78.7
prk,2004,78.67603
prk,2005,78.56186
prk,2006,78.4477
prk,2007,78.33354
prk,2008,78.21938
prk,2009,78.10522
prk,2010,77.99106
prk,2011,77.8769
prk,2012,77.76273
prk,2013,77.64857
prk,2014,77.53441
prk,2015,77.42025
prk,2016,77.30609
prk,2017,77.19193
prk,2018,77.07777
prk,2019,76.96361
prk,2020,76.96361
prt,2000,96.59855
prt,2001,96.70867
prt,2002,96.81879
prt,2003,96.92891
prt,2004,97.03903
prt,2005,97.14915
prt,2006,97.25927
prt,2007,97.36939
prt,2008,97.47951
prt,2009,97.58963
prt,2010,97.69975
prt,2011,97.80987
prt,2012,97.91999
prt,2013,97.83765
prt,2014,97.68735
prt,2015,97.53706
prt,2016,97.38676
prt,2017,97.23647
prt,2018,97.08618
prt,2019,96.93588
prt,2020,96.78559
pry,2000,67.66755
pry,2001,67.93076
pry,2002,68.19398
pry,2003,68.45719
pry,2004,68.7204
pry,2005,68.98362
pry,2006,69.24683
pry,2007,69.51005
pry,2008,69.77326
pry,2009,70.03648
pry,2010,70.29969
pry,2011,70.5629
pry,2012,70.82612
pry,2013,71.08933
