geo,time,se_prm_gint_ma_zs
lso,1981,109.7452
lso,1982,116.96345
lso,1983,111.26864
lso,1984,108.47357
lso,1985,114.27625
lso,1986,101.65453
lso,1987,107.71789
lso,1988,111.41182
lso,1989,104.93009
lso,1990,97.91254
lso,1991,101.37113
lso,1992,99.8936
lso,1993,93.13558
lso,1994,105.28361
lso,1995,107.4707
lso,1996,100.94524
lso,1997,95.39926
lso,1998,96.25314
lso,1999,94.57898
lso,2000,194.34624
lso,2001,142.71682
lso,2002,122.70068
lso,2003,123.28169
lso,2004,133.78528
lso,2005,120.77944
lso,2006,122.83243
lso,2007,116.96627
lso,2008,112.91
lso,2009,121.75858
lso,2010,119.60546
lso,2011,119.44107
lso,2012,122.36384
lso,2013,117.57802
lso,2014,121.50235
lso,2015,126.17882
lso,2016,125.43648
lso,2017,125.60992
ltu,1995,99.21685
ltu,1996,98.35165
ltu,1997,103.0596
ltu,1999,101.85463
ltu,2000,102.73641
ltu,2001,104.07922
ltu,2002,102.64714
ltu,2003,102.79321
ltu,2004,105.81154
ltu,2005,99.24925
ltu,2006,100.56463
ltu,2007,99.67215
ltu,2008,99.55574
ltu,2009,100.96044
ltu,2010,101.15863
ltu,2011,101.21144
ltu,2012,100.92404
ltu,2013,101.5397
ltu,2014,101.51953
ltu,2015,102.7906
ltu,2016,103.32898
ltu,2017,103.51317
lux,1975,96.731
lux,1976,94.55128
lux,1977,89.77923
lux,1978,97.60101
lux,1979,92.90379
lux,1983,89.66843
lux,2001,97.97434
lux,2004,100.23498
lux,2005,96.66554
lux,2006,97.14094
lux,2007,102.11268
lux,2008,94.76318
lux,2010,100.55793
lux,2011,94.11765
lux,2012,98.98891
lux,2013,98.03279
lux,2014,100.13167
lux,2015,101.11879
lux,2016,103.03822
lux,2017,106.43915
lva,1999,99.93963
lva,2000,101.52795
lva,2001,107.65434
lva,2002,102.9113
lva,2003,104.38045
lva,2004,100.52225
lva,2005,101.17358
lva,2006,100.36038
lva,2007,99.07921
lva,2008,99.74935
lva,2009,101.08707
lva,2010,101.34735
lva,2011,98.32665
lva,2012,98.91646
lva,2013,97.89361
lva,2014,98.62147
lva,2015,98.8698
lva,2016,98.30165
lva,2017,99.82773
mac,1990,104.19181
mac,1992,102.99945
mac,1993,105.55704
mac,1999,91.4175
mac,2000,93.27006
mac,2001,91.21864
mac,2002,95.47038
mac,2003,93.32209
mac,2004,96.32829
mac,2005,91.24088
mac,2006,88.42062
mac,2007,92.19577
mac,2008,88.26313
mac,2009,82.96482
mac,2010,83.95385
mac,2011,90.49145
mac,2012,91.86352
mac,2013,97.83037
mac,2014,98.00995
mac,2015,100.37083
mac,2016,95.48044
mac,2017,93.86027
mac,2018,93.60158
mar,1973,57.53082
mar,1974,59.86325
mar,1975,61.16019
mar,1977,72.49822
mar,1978,75.26834
mar,1979,78.03841
mar,1980,83.0371
mar,1981,83.88459
mar,1982,90.33912
mar,1983,94.50507
mar,1984,73.42604
mar,1985,63.31177
mar,1986,89.50261
mar,1987,76.19057
mar,1988,80.09144
mar,1989,74.30893
mar,1990,77.1172
mar,1991,78.65672
mar,1992,79.75882
mar,1993,89.0155
mar,1994,91.81536
mar,1995,91.73593
mar,1996,91.78184
mar,1997,92.42309
mar,1998,98.71655
mar,1999,114.02636
mar,2000,113.46599
mar,2001,112.48653
mar,2002,112.45675
mar,2003,102.17181
mar,2004,101.69343
mar,2005,104.77871
mar,2006,104.09217
mar,2007,115.45646
mar,2008,105.41496
mar,2009,103.50788
mar,2010,105.55414
mar,2011,104.38528
mar,2012,102.05109
mar,2013,101.84737
mar,2014,103.16953
mar,2015,103.89529
mar,2016,106.91116
mar,2017,109.96376
mar,2018,108.96123
mda,1995,98.63433
mda,1999,104.35497
mda,2000,104.76507
mda,2002,103.90475
mda,2003,102.54932
mda,2004,101.92147
mda,2005,92.73782
mda,2006,98.34509
mda,2007,96.42271
mda,2008,97.65246
mda,2009,94.45577
mda,2010,98.16852
mda,2011,96.53213
mda,2012,96.08633
mda,2013,94.24236
mda,2014,95.62594
mda,2015,95.07195
mda,2016,93.65495
mda,2017,90.96296
mda,2018,93.78701
mdg,1971,111.53368
mdg,1972,108.5226
mdg,1973,110.55935
mdg,1975,135.65094
mdg,1988,103.97981
mdg,1989,106.92435
mdg,1990,92.09234
mdg,1991,93.4997
mdg,1992,105.12189
mdg,1993,95.83271
mdg,1994,95.341
mdg,1995,86.97072
mdg,1996,99.22438
mdg,1998,106.36078
mdg,1999,110.03796
mdg,2000,113.45412
mdg,2001,112.69834
mdg,2002,117.93406
mdg,2003,151.5274
mdg,2004,168.48417
mdg,2005,181.78507
mdg,2006,177.5824
mdg,2007,167.23132
mdg,2008,174.55644
mdg,2009,183.64258
mdg,2010,177.94342
mdg,2011,178.0265
mdg,2012,175.55814
mdg,2013,174.22574
mdg,2014,180.83666
mdg,2015,176.18619
mdg,2016,171.10178
mdg,2018,153.89689
mdv,1997,100.16455
mdv,1999,99.92669
mdv,2000,100.2004
mdv,2001,104.39101
mdv,2002,99.12329
mdv,2003,103.39764
mdv,2004,105.29501
mdv,2005,97.44237
mdv,2006,102.33957
mdv,2007,107.02306
mdv,2008,101.25448
mdv,2009,94.44842
mdv,2015,103.29823
mdv,2016,98.60965
mdv,2017,95.94937
mex,1975,137.92705
mex,1976,140.49311
mex,1977,137.23482
mex,1993,112.02819
mex,1994,108.94465
mex,1995,110.62962
mex,1996,108.44222
mex,1997,109.32771
mex,1999,109.75608
mex,2000,109.44794
mex,2001,109.30113
mex,2002,108.26123
mex,2003,107.18762
mex,2004,104.63101
mex,2005,105.60936
mex,2006,105.61634
mex,2007,111.94934
mex,2008,114.71695
mex,2009,114.4723
mex,2010,106.9994
mex,2011,105.3537
mex,2012,104.28022
mex,2013,103.85966
mex,2014,104.74319
mex,2015,105.42236
mex,2016,104.62076
mex,2017,104.03789
mhl,1999,101.28023
mhl,2002,152.9304
mhl,2003,138.10345
mhl,2005,130.92486
mhl,2006,109.66851
mhl,2007,113.42105
mhl,2008,101.52478
mhl,2009,95.14321
mhl,2011,98.5258
mhl,2016,81.34518
mkd,1995,101.85884
mkd,1996,101.43048
mkd,1997,99.66944
mkd,1999,100.44541
mkd,2000,98.51582
mkd,2001,95.38775
mkd,2002,95.31752
mkd,2003,95.30815
mkd,2004,94.85423
mkd,2005,95.35615
mkd,2006,94.80209
mkd,2007,92.68347
mkd,2009,94.50377
mkd,2010,93.24784
mkd,2012,90.57912
mkd,2013,92.95224
mkd,2014,94.93209
mkd,2015,97.85141
mkd,2017,105.22706
mli,1979,31.18513
mli,1981,29.2847
mli,1984,30.74559
mli,1985,28.15687
mli,1987,28.85006
mli,1988,29.69425
mli,1999,62.6473
mli,2000,63.96294
mli,2001,71.04287
mli,2002,75.71878
mli,2003,73.29661
mli,2004,76.81473
mli,2005,78.06623
mli,2006,84.21064
mli,2007,84.92239
mli,2008,87.81614
mli,2009,85.13269
mli,2010,83.79544
mli,2011,83.94499
mli,2012,71.06367
mli,2013,58.36581
mli,2014,67.02374
mli,2015,68.28866
mli,2016,71.82065
mli,2017,83.96199
mlt,1971,81.5062
mlt,1972,94.28187
mlt,1973,104.58849
mlt,1974,111.42971
mlt,1975,105.92529
mlt,1976,135.82418
mlt,1977,110.99091
mlt,1978,114.26216
mlt,1979,107.23964
mlt,1980,102.05656
mlt,1981,104.79107
mlt,1982,101.78634
mlt,1983,99.89715
mlt,1984,100.47313
mlt,1985,101.54155
mlt,1986,95.95723
mlt,1987,93.78342
mlt,1988,97.95233
mlt,1989,99.28934
mlt,1990,103.8961
mlt,1991,101.34669
mlt,1992,103.08921
mlt,1993,100.27894
mlt,1994,97.40987
mlt,1995,103.97188
mlt,1996,103.28971
mlt,1997,106.00503
mlt,1998,103.99267
mlt,1999,103.66218
mlt,2000,100.07622
mlt,2001,103.02326
mlt,2002,100.78709
mlt,2003,101.1245
mlt,2004,96.98969
mlt,2005,95.0064
mlt,2006,95.4971
mlt,2007,95.49466
mlt,2008,99.08213
mlt,2009,93.9
mlt,2010,102.35777
mlt,2011,105.13219
mlt,2012,103.85406
mlt,2013,102.96185
mlt,2014,107.44888
mlt,2015,103.44828
mlt,2016,100.32348
mlt,2017,105.59854
mmr,1971,114.44377
mmr,1972,106.51448
mmr,1973,83.65509
mmr,1974,108.82384
mmr,1999,123.38273
mmr,2000,122.31494
mmr,2001,128.75018
mmr,2002,126.84596
mmr,2003,127.93896
mmr,2004,116.29457
mmr,2005,113.85758
mmr,2006,115.27672
mmr,2008,118.95045
mmr,2009,117.82426
mmr,2010,114.57105
mmr,2017,139.94577
mne,2001,103.03697
mne,2002,105.49107
mne,2003,112.95583
mne,2004,108.29313
mne,2005,126.85142
mne,2006,128.02263
mne,2007,123.5784
mne,2008,118.18617
mne,2009,103.26766
mne,2010,99.08345
mne,2011,90.39534
mne,2012,93.67273
mne,2015,99.34955
mne,2016,105.39038
mne,2017,100.48792
mne,2018,111.02558
mng,1995,99.36401
mng,1996,102.30006
mng,1997,100.13673
mng,1998,102.6219
mng,1999,110.9335
mng,2000,109.92225
mng,2001,107.84983
mng,2002,104.87204
mng,2003,122.35189
mng,2004,120.2147
mng,2006,122.24758
mng,2007,125.81546
mng,2008,138.68395
mng,2009,150.37957
mng,2010,118.16898
mng,2011,106.26113
mng,2012,102.58053
mng,2013,99.52483
mng,2014,107.17028
mng,2015,112.47803
mng,2016,110.28
mng,2017,99.45904
mng,2018,104.31152
moz,1973,96.76465
moz,1982,118.60724
moz,1983,106.68236
moz,1984,113.02976
moz,1985,109.45758
moz,1986,99.46278
moz,1987,87.40495
moz,1988,75.4485
moz,1989,80.69604
moz,1990,82.98377
moz,1991,73.66291
moz,1992,72.77442
moz,1993,79.84715
moz,1994,83.59369
moz,1995,88.56965
moz,1998,103.87382
moz,1999,113.37345
moz,2000,120.71934
moz,2001,126.63417
moz,2002,117.18496
moz,2004,131.56442
moz,2005,149.04997
moz,2006,148.1246
moz,2007,160.77017
moz,2008,162.1233
moz,2009,159.57501
moz,2010,164.85234
moz,2011,160.4907
moz,2012,160.66348
moz,2013,164.71703
moz,2014,164.07259
moz,2015,165.81461
moz,2016,164.44094
moz,2017,160.9598
moz,2018,173.87672
mrt,1976,37.96212
mrt,1977,42.30733
mrt,1978,36.9889
mrt,1979,39.77961
mrt,1981,42.93435
mrt,1985,44.78995
mrt,1986,56.56894
mrt,1987,49.67916
mrt,1988,50.93437
mrt,1989,53.42324
mrt,1990,50.78428
mrt,1991,60.6362
mrt,1992,75.392
mrt,1993,92.24369
mrt,1994,92.94294
mrt,1995,89.78573
mrt,1996,93.42386
mrt,1997,92.22895
mrt,1998,88.26882
mrt,1999,92.76209
mrt,2001,96.14979
mrt,2002,113.56512
mrt,2003,103.0548
mrt,2004,107.59709
mrt,2005,114.00993
mrt,2006,118.44464
mrt,2007,109.37591
mrt,2008,111.4186
mrt,2009,105.9443
mrt,2010,100.7331
mrt,2011,102.59116
mrt,2012,105.259
mrt,2013,107.29921
mrt,2014,115.39411
mrt,2015,127.03461
mrt,2016,106.44834
mrt,2017,105.33607
mrt,2018,103.92486
mus,1983,107.45938
mus,1984,68.5925
mus,1985,118.0839
mus,1986,117.0057
mus,1987,110.99352
mus,1988,102.59989
mus,1989,97.4928
mus,1990,95.90905
mus,1991,91.46233
mus,1992,93.27664
mus,1993,97.61639
mus,1994,103.64525
mus,1995,106.92423
mus,1996,106.48833
mus,1997,103.25142
mus,1998,100.88153
mus,1999,94.62886
mus,2000,95.922
mus,2001,91.36442
mus,2002,95.15977
mus,2003,96.60613
mus,2004,98.20948
mus,2005,104.23097
mus,2006,103.95319
mus,2007,99.12033
mus,2008,99.53281
mus,2009,98.24343
mus,2010,98.39002
mus,2011,100.74898
mus,2012,99.90795
mus,2013,102.57776
mus,2014,101.53885
mus,2015,99.32664
mus,2016,100.80546
mus,2017,101.66924
mus,2018,102.5825
mwi,1974,98.92933
mwi,1975,105.62707
mwi,1976,98.46781
mwi,1977,89.39753
mwi,1978,89.24923
mwi,1979,96.85445
mwi,1980,107.27458
mwi,1981,102.80979
mwi,1982,114.23249
mwi,1983,101.59315
mwi,1984,81.84931
mwi,1985,94.36961
mwi,1986,89.39502
mwi,1987,84.62072
mwi,1988,88.75717
mwi,1989,105.84093
mwi,1990,112.21638
mwi,1991,110.40279
mwi,1992,155.75462
mwi,1993,147.37907
mwi,1994,166.50353
mwi,1995,274.22588
mwi,1996,224.2297
mwi,1999,181.97204
mwi,2000,188.9037
mwi,2001,193.64734
mwi,2002,177.94583
mwi,2004,178.01572
mwi,2005,158.25896
mwi,2006,157.87341
mwi,2007,148.04082
mwi,2008,151.10444
mwi,2009,148.00965
mwi,2010,153.75407
mwi,2011,154.59451
mwi,2012,154.52049
mwi,2013,158.64273
mwi,2014,156.29581
mwi,2017,150.86949
mwi,2018,131.00741
mys,1974,98.4709
mys,1980,95.65108
mys,1981,96.95753
mys,1982,96.74352
mys,1983,98.47145
mys,1984,96.35288
mys,1985,95.02842
mys,1987,97.37879
mys,1988,98.80222
mys,1989,98.10828
mys,1990,95.54554
mys,1991,99.23157
mys,1992,101.06701
mys,1993,99.78511
mys,1998,96.19517
mys,1999,98.67125
mys,2000,101.73118
mys,2001,100.58737
mys,2002,98.90252
mys,2003,97.70855
mys,2004,99.48285
mys,2005,95.99343
mys,2006,95.9136
mys,2007,99.61744
mys,2008,94.3531
mys,2009,96.01199
mys,2010,96.37974
mys,2011,98.6216
mys,2012,100.76208
mys,2013,105.17577
mys,2014,105.96026
mys,2015,104.42943
mys,2016,107.90142
mys,2017,104.35813
nam,1992,130.93842
nam,1994,116.61673
nam,1998,105.63132
nam,1999,106.92649
nam,2000,107.09092
nam,2001,110.86575
nam,2002,113.76432
nam,2003,113.42139
nam,2004,102.70794
nam,2005,108.83804
nam,2006,103.9054
nam,2008,105.541
nam,2009,103.99118
nam,2010,106.51367
nam,2012,113.15913
nam,2013,114.46167
nam,2017,113.01489
nam,2018,112.70659
ner,1971,16.85322
ner,1972,17.34236
ner,1973,18.42573
ner,1974,21.4426
ner,1975,22.28851
ner,1976,31.40894
ner,1977,27.58588
ner,1978,27.17897
ner,1979,24.67622
ner,1980,31.38588
ner,1981,33.2941
ner,1982,27.50875
ner,1983,24.81505
ner,1984,25.1925
ner,1985,27.65447
ner,1986,30.81814
ner,1987,34.20392
ner,1989,34.57282
ner,1990,33.12886
ner,1991,32.67941
ner,1992,31.40094
ner,1993,31.7729
ner,1995,33.8908
ner,1996,37.54505
ner,1997,36.86701
ner,1998,35.41776
ner,1999,48.88857
ner,2000,51.87328
ner,2001,53.81969
ner,2002,65.9434
ner,2003,65.75095
ner,2004,70.31402
ner,2005,67.93139
ner,2006,72.91638
ner,2007,68.65715
ner,2008,77.87322
ner,2009,90.12442
ner,2010,95.4312
ner,2011,93.39355
ner,2012,89.85278
ner,2013,91.47197
ner,2014,90.41744
ner,2015,93.73333
ner,2016,94.4077
ner,2017,92.97581
ner,2018,79.35151
nga,1999,120.90443
nga,2000,129.93766
nga,2001,137.44862
nga,2003,124.38565
nga,2004,123.81713
nga,2005,120.46397
nga,2006,117.29056
nga,2007,107.95529
nga,2008,94.19532
nga,2009,96.83154
nga,2010,90.67071
nic,1970,122.54198
nic,1971,125.15463
nic,1972,120.2378
nic,1973,124.03931
nic,1977,115.621
nic,1978,108.67214
nic,1979,155.09732
nic,1980,148.13365
nic,1982,150.62095
nic,1983,123.49002
nic,1984,133.8147
nic,1985,114.67259
nic,1986,131.49789
nic,1987,127.25948
nic,1988,124.98712
nic,1993,117.7914
nic,1994,119.90512
nic,1995,121.83996
nic,1999,151.30529
nic,2000,153.21114
nic,2001,155.71951
nic,2002,159.56037
nic,2003,153.1255
nic,2004,155.4429
nic,2005,160.2826
nic,2006,180.54081
nic,2007,177.8461
nic,2008,161.57685
nic,2010,146.2294
nld,1971,98.96609
nld,1972,98.51435
nld,1973,95.70582
nld,1974,96.6057
nld,1975,96.82028
nld,1976,102.81301
nld,1977,102.55599
nld,1978,101.33916
nld,1979,98.41222
nld,1980,94.845
nld,1981,91.89056
nld,1982,92.24604
nld,1983,92.40274
nld,1984,94.84801
nld,1985,100.30264
nor,1971,96.42835
nor,1973,104.84499
nor,1974,103.99506
nor,1975,101.12745
nor,1976,100.91223
nor,1977,101.1702
nor,1978,97.5905
nor,1979,99.66653
nor,1980,100.2617
nor,1981,98.8326
nor,1982,97.90232
nor,1984,94.75954
nor,1985,94.49195
nor,1986,99.62349
nor,1987,102.24728
nor,1988,103.2114
nor,1989,101.49515
nor,1990,102.48825
nor,1991,99.07555
nor,1992,97.56904
nor,1993,97.0366
nor,1994,98.01627
nor,1998,102.08394
nor,1999,100.91372
nor,2000,97.00384
nor,2001,97.64379
nor,2002,98.12854
nor,2003,99.86553
nor,2004,98.42661
nor,2005,96.36387
nor,2006,99.0276
nor,2007,100.49595
nor,2008,97.38489
nor,2009,96.80675
nor,2010,100.54929
nor,2011,102.08638
nor,2012,100.95015
nor,2013,102.4354
nor,2014,100.11356
nor,2015,100.90845
nor,2016,101.2672
nor,2017,99.94559
npl,1992,147.15147
npl,1997,134.77542
npl,1999,153.86288
npl,2000,146.48897
npl,2001,116.35662
npl,2002,123.47259
npl,2003,117.54196
npl,2004,119.01105
npl,2005,115.05835
npl,2006,153.53051
npl,2007,146.65633
npl,2008,129.225
npl,2009,151.72046
npl,2010,159.91029
npl,2011,172.85281
npl,2012,161.9988
npl,2013,161.90356
npl,2014,157.065
npl,2015,157.06511
npl,2016,149.72673
npl,2017,152.22758
npl,2019,145.69882
nru,1998,107.75194
nru,2001,139.0625
nru,2002,113.49206
nru,2006,103.4188
nru,2012,100.8547
nru,2014,139.2
nru,2016,141.98473
nzl,1989,102.623
nzl,1990,102.97651
nzl,1991,99.82688
nzl,1992,98.60684
nzl,1993,99.98615
nzl,1995,105.00215
nzl,1996,107.75153
nzl,2013,101.55259
nzl,2014,97.7442
nzl,2015,97.83421
nzl,2016,97.59167
nzl,2017,97.89078
omn,1974,65.78304
omn,1975,88.02881
omn,1976,51.90618
omn,1978,69.21007
omn,1979,67.46042
omn,1983,72.72271
omn,1984,78.395
omn,1985,78.43393
omn,1986,74.79841
omn,1987,75.63353
omn,1988,71.57863
omn,1989,76.83604
omn,1990,78.54515
omn,1992,82.57731
omn,1994,80.07669
omn,1995,77.4212
omn,1996,80.45103
omn,1997,82.53748
omn,1998,83.19142
omn,1999,87.39241
omn,2000,87.58321
omn,2001,86.28105
omn,2002,87.04877
omn,2003,88.22287
omn,2009,110.46711
omn,2011,109.24674
omn,2012,108.3209
omn,2013,103.30104
omn,2014,102.9938
omn,2015,105.42355
omn,2016,106.46548
omn,2017,100.9501
omn,2018,98.59128
pak,2005,115.95176
pak,2006,110.49514
pak,2007,109.40137
pak,2008,110.94932
pak,2009,107.18386
pak,2010,107.89901
pak,2011,99.8639
pak,2012,101.69347
pak,2013,101.9415
pak,2014,111.5773
pak,2015,112.70807
pak,2016,121.92778
pak,2017,119.94649
pak,2018,126.53565
pan,1970,110.32363
pan,1971,134.5497
pan,1972,123.13551
pan,1973,118.67443
pan,1974,113.78055
pan,1975,110.89216
pan,1976,110.96051
pan,1977,110.22298
pan,1978,113.51715
pan,1979,103.89145
pan,1980,106.17533
pan,1981,103.48467
pan,1982,102.67993
pan,1983,102.35035
pan,1984,103.95815
pan,1985,99.50514
pan,1986,102.23767
pan,1987,102.62998
pan,1988,105.5851
pan,1989,107.33927
pan,1999,108.68697
pan,2000,108.57239
pan,2001,116.09738
pan,2002,119.33924
pan,2004,116.98276
pan,2005,107.28722
pan,2006,112.70311
pan,2007,111.75051
pan,2008,106.0146
pan,2009,102.87387
pan,2010,100.5991
pan,2011,97.10065
pan,2012,95.27662
pan,2013,97.81437
pan,2014,97.6167
pan,2015,101.19041
pan,2017,91.64059
per,1970,128.78263
per,1977,122.09449
per,1978,114.90054
per,1979,113.68903
per,1980,114.1856
per,1981,117.11074
per,1993,115.55862
per,1995,114.01646
per,1998,115.73092
per,1999,116.88038
per,2000,113.79223
per,2001,115.21834
per,2002,113.63783
per,2003,110.09495
per,2004,106.98302
per,2005,107.49682
per,2006,106.23104
per,2007,106.27308
per,2008,102.72498
per,2009,103.85868
per,2010,106.86071
per,2011,106.04961
per,2012,92.10517
per,2013,91.71886
per,2014,91.19826
per,2015,95.85275
per,2016,102.00928
per,2017,103.41648
per,2018,107.49468
phl,1981,133.9652
phl,1983,128.77915
phl,1984,130.17076
phl,1985,130.5724
phl,1986,130.00423
phl,1987,125.14866
phl,1988,132.5103
phl,1989,133.26414
phl,1992,127.92311
phl,1993,125.18295
phl,1995,130.60833
phl,1997,137.27235
phl,1998,136.46983
phl,1999,131.78611
phl,2001,128.84439
phl,2002,130.30293
phl,2003,131.63317
phl,2004,128.42719
phl,2005,127.80499
phl,2006,121.97064
phl,2007,126.1661
phl,2008,130.79787
phl,2009,133.85869
phl,2014,120.7148
phl,2015,114.99557
phl,2016,105.25942
phl,2017,95.52592
plw,2000,116.38418
plw,2013,93.79845
plw,2014,103.90625
png,1987,75.56877
png,1988,78.33287
png,1989,85.80028
png,1990,81.25793
png,1991,81.24908
png,1992,81.47718
png,1993,89.43917
png,1994,89.20561
png,1995,90.54157
png,1996,94.80973
png,1997,96.34898
png,1998,88.50081
png,2001,52.9296
png,2002,47.98006
png,2003,35.03938
png,2004,32.63046
png,2005,33.23198
png,2006,32.43026
png,2012,136.88067
png,2016,130.98747
pol,2009,97.48307
pol,2010,98.92437
pol,2011,99.67787
pol,2013,96.36725
pol,2014,96.7695
pri,2013,94.27992
pri,2014,94.80832
pri,2015,90.78719
prk,2009,102.93991
prk,2015,97.02339
prk,2018,93.42406
prt,1971,103.68585
prt,1972,106.72801
prt,1973,105.74426
prt,1974,108.07672
prt,1975,105.27461
prt,1976,115.84583
prt,2004,110.75774
prt,2005,109.76695
prt,2006,112.00796
prt,2007,114.67823
prt,2008,109.10922
prt,2009,105.41667
pry,1970,123.08858
pry,1972,116.80555
pry,1973,116.93644
pry,1974,113.96066
pry,1975,112.41131
pry,1976,119.55616
pry,1977,120.22371
pry,1978,121.83576
pry,1980,124.35749
pry,1981,123.35133
pry,1982,118.94034
pry,1983,119.63164
pry,1984,117.77512
pry,1985,117.97513
pry,1986,118.74115
pry,1987,122.63663
pry,1988,123.69834
pry,1989,124.07341
pry,1990,124.40457
pry,1991,121.43638
pry,1992,112.88563
pry,1993,133.21682
pry,1994,133.45103
pry,1995,129.85239
pry,1996,126.74735
pry,1998,127.39108
pry,1999,132.25232
pry,2000,129.84616
pry,2001,122.25803
pry,2002,116.16228
pry,2003,116.57167
pry,2004,116.47785
pry,2005,112.96899
pry,2006,108.15418
pry,2007,105.07787
pry,2008,105.91319
pry,2009,108.6391
pry,2010,105.97151
pry,2011,105.67554
pry,2012,100.06003
pse,1995,93.4313
pse,1996,94.29499
pse,1997,94.37074
pse,1999,92.83009
pse,2000,96.49283
pse,2001,90.84774
pse,2002,89.19389
pse,2003,85.45615
pse,2004,83.22692
pse,2005,85.51636
pse,2006,85.2189
pse,2007,89.70482
pse,2008,88.38171
pse,2009,90.11377
pse,2010,92.46942
pse,2011,97.50393
pse,2012,96.87327
pse,2013,94.9307
pse,2014,97.89368
pse,2015,97.34831
pse,2016,97.72666
pse,2017,98.3982
pse,2018,98.51635
pyf,1983,114.86098
qat,1971,89.27536
qat,1972,97.10438
qat,1973,97.24828
qat,1974,88.76536
qat,1975,87
qat,1976,90.79722
qat,1977,93.33672
qat,1978,86.76181
qat,1979,91.77694
qat,1980,89.86842
qat,1981,80.10105
qat,1982,84.604
qat,1984,74.59969
qat,1985,76.88095
qat,1986,70.49224
qat,1987,65.87147
qat,1988,67.5145
qat,1989,64.2472
qat,1990,57.69759
qat,1992,51.15672
qat,1993,52.26717
qat,1994,54.98368
qat,1995,55.90026
qat,1996,56.86585
qat,1998,122.22443
qat,1999,112.35363
qat,2003,117.36315
qat,2004,111.88485
qat,2005,114.83674
qat,2006,99.36981
qat,2007,111.13554
qat,2008,111.74892
qat,2009,109.73017
qat,2010,106.0443
qat,2011,108.75998
qat,2012,100.42021
qat,2013,94.68394
qat,2014,102.64883
qat,2015,108.06641
qat,2016,105.1995
qat,2017,105.49401
qat,2018,103.16206
rou,1990,86.23204
rou,1993,93.96219
rou,1999,87.38864
rou,2000,93.50991
rou,2001,100.40111
rou,2002,109.66846
rou,2003,109.36778
rou,2004,128.69817
rou,2005,100.79609
rou,2006,100.04564
rou,2007,101.17624
rou,2008,103.57006
rou,2009,101.27649
rou,2010,98.29411
rou,2011,99.46355
rou,2012,100.99712
rou,2014,85.18525
rou,2015,88.63844
rou,2016,87.56323
rou,2017,86.93017
rus,1994,100.05643
rus,1995,102.76019
rus,2014,96.16579
rus,2015,102.36248
rus,2016,103.66819
rus,2017,102.13062
rwa,1971,72.08103
rwa,1972,63.85969
rwa,1973,69.17261
rwa,1974,68.88893
rwa,1975,59.00334
rwa,1977,83.03165
rwa,1980,84.33625
rwa,1981,82.53576
rwa,1982,82.21176
rwa,1983,75.79854
rwa,1984,75.90283
rwa,1985,77.4612
rwa,1986,84.521
rwa,1987,85.6531
rwa,1988,88.47928
rwa,1989,86.02646
rwa,1990,83.28262
rwa,1991,88.50405
rwa,1992,99.27347
rwa,1999,152.32846
rwa,2000,157.53322
rwa,2001,119.98088
rwa,2002,138.60215
rwa,2003,175.76273
rwa,2004,193.43985
rwa,2006,209.82503
rwa,2007,209.49715
rwa,2008,214.70306
rwa,2009,197.45665
rwa,2010,195.96527
rwa,2011,201.28761
rwa,2012,197.01323
rwa,2013,181.05488
rwa,2014,165.69497
rwa,2015,149.46658
rwa,2016,138.01436
rwa,2017,114.76225
rwa,2018,130.50364
sau,1979,75.91209
sau,2005,94.60962
sau,2007,102.08722
sau,2008,105.37544
sau,2009,107.34211
sau,2010,107.58726
sau,2011,105.03881
sau,2012,106.58811
sau,2013,113.12638
sau,2014,119.65465
sau,2015,105.55561
sau,2016,108.14985
sau,2017,96.00096
sau,2018,90.904
sdn,2010,74.46534
sdn,2012,80.26778
sdn,2013,80.8326
sdn,2014,80.97039
sdn,2015,84.54677
sdn,2016,86.63507
sdn,2017,88.06136
sen,1971,43.35153
sen,1972,43.4707
sen,1978,47.57687
sen,1979,47.71152
sen,1980,49.87978
sen,1981,51.04137
sen,1982,54.84236
sen,1983,60.52467
sen,1984,60.68507
sen,1985,56.83088
sen,1986,51.58634
sen,1988,58.50401
sen,1989,52.6362
sen,1990,56.79327
sen,1992,55.5757
sen,1994,60.26772
sen,1996,76.15286
sen,1997,78.25931
sen,1998,74.55583
sen,2000,88.358
sen,2001,79.37605
sen,2002,82.60708
sen,2003,89.42593
sen,2004,89.40511
sen,2005,90.00836
sen,2006,94.28302
sen,2007,96.72618
sen,2008,95.99116
sen,2009,94.95599
sen,2010,96.9875
sen,2011,96.74316
sen,2012,96.8832
sen,2013,92.94057
sen,2014,95.68339
sen,2015,93.3677
sen,2016,93.1402
sen,2017,93.85337
sen,2018,89.41021
sgp,2016,103.26968
sgp,2017,100.9814
slb,1975,105.80493
slb,1980,94.07484
slb,1981,89.84935
slb,1982,90.69491
slb,1983,109.72447
slb,1986,95.3563
slb,2011,120.87252
slb,2012,119.14648
slb,2013,120.96673
slb,2016,113.50661
slb,2017,115.07386
slb,2018,108.07112
sle,1978,60.90376
sle,2011,120.82141
sle,2012,142.57524
sle,2013,147.22355
sle,2015,150.84429
sle,2016,163.73244
sle,2017,174.51428
sle,2018,167.98659
slv,1971,123.84637
slv,1972,129.63197
slv,1973,140.19639
slv,1974,144.80083
slv,1976,150.90299
slv,1977,152.22169
slv,1981,118.22787
slv,1982,137.2838
slv,1983,138.34878
slv,1984,132.5748
slv,1987,138.26797
