geo,time,se_prm_gint_ma_zs
bol,2016,95.96797
bol,2017,100.28159
bol,2018,99.41076
bra,2001,126.97096
bra,2004,121.60334
brb,1999,99.65636
brb,2000,90.14223
brb,2001,93.21867
brb,2002,89.7949
brb,2003,96.9898
brb,2004,98.28482
brb,2005,100.21064
brb,2006,104.2261
brb,2007,109.23483
brb,2008,102.57218
brb,2009,92.5078
brb,2010,94.83738
brb,2011,90.15971
brb,2014,96.99666
brb,2017,98.66989
brb,2018,97.57914
brn,1972,108.08967
brn,1973,103.90927
brn,1974,108.17102
brn,1975,105.54017
brn,1976,101.46602
brn,1977,104.93463
brn,1978,100.87719
brn,1979,32.34736
brn,1980,97.62079
brn,1981,96.14432
brn,1982,88.83108
brn,1983,98.90261
brn,1984,101.86821
brn,1986,108.97221
brn,1997,109.57151
brn,1998,113.82069
brn,1999,110.50894
brn,2000,103.8961
brn,2001,102.491
brn,2002,105.56174
brn,2003,108.93557
brn,2004,110.07072
brn,2005,112.32838
brn,2006,115.62589
brn,2007,109.6719
brn,2008,107.38832
brn,2009,101.2987
brn,2010,103.35766
brn,2011,108.97207
brn,2012,107.81108
brn,2013,107.17365
brn,2014,100.93429
brn,2015,107.6131
brn,2016,105.506
brn,2017,99.13588
brn,2018,100.08611
btn,1978,118.18812
btn,1979,109.71217
btn,1991,85.54081
btn,1992,65.97861
btn,1993,70.0446
btn,1994,62.28233
btn,1995,67.37711
btn,1996,78.57933
btn,1997,83.31291
btn,1998,77.30384
btn,1999,80.95296
btn,2000,85.61635
btn,2001,81.59161
btn,2002,86.82702
btn,2003,89.00669
btn,2004,97.0245
btn,2005,93.73692
btn,2006,105.60921
btn,2007,104.12413
btn,2008,104.70202
btn,2009,113.28234
btn,2010,114.25343
btn,2011,105.78026
btn,2012,94.759
btn,2013,87.82813
btn,2014,96.71209
btn,2016,102.1716
btn,2017,102.08365
btn,2018,105.68021
bwa,1970,60.15523
bwa,1971,47.45366
bwa,1972,58.49981
bwa,1979,90.35088
bwa,1981,95.72598
bwa,1982,94.73138
bwa,1983,98.19322
bwa,1984,107.93333
bwa,1985,109.22438
bwa,1986,110.80882
bwa,1987,110.60722
bwa,1988,118.69751
bwa,1989,116.71021
bwa,1990,115.40271
bwa,1991,120.4571
bwa,1992,120.27393
bwa,1993,116.20696
bwa,1994,118.56475
bwa,1995,121.51632
bwa,1996,122.83435
bwa,1998,121.29604
bwa,1999,118.38011
bwa,2000,119.06656
bwa,2001,124.0563
bwa,2002,120.84047
bwa,2003,116.49926
bwa,2004,113.76224
bwa,2005,116.74019
bwa,2006,114.69753
bwa,2007,109.33423
bwa,2008,104.34441
bwa,2012,105.1876
bwa,2013,105.10159
bwa,2014,101.27073
caf,1971,102.77459
caf,1972,98.77364
caf,1973,103.39272
caf,1974,92.49547
caf,1975,94.2669
caf,1976,77.697
caf,1978,90.93928
caf,1981,86.65893
caf,1982,89.65485
caf,1983,87.74741
caf,1986,82.14095
caf,1987,66.69908
caf,1988,68.90411
caf,1989,74.00955
caf,1990,83.03089
caf,1991,68.79815
caf,1992,58.37639
caf,2002,77.59231
caf,2004,68.80237
caf,2005,74.00673
caf,2006,70.8288
caf,2007,83.08075
caf,2008,101.73095
caf,2009,102.13922
caf,2010,107.0441
caf,2011,97.36356
caf,2012,98.41095
caf,2016,140.33543
can,1998,105.01993
can,1999,103.75533
can,2000,100.97856
can,2006,97.19815
can,2007,96.75223
can,2008,96.97
can,2009,98.54348
can,2010,99.49264
can,2011,99.29572
che,1977,98.78386
che,1978,98.29089
che,1979,98.06123
che,1980,97.84203
che,1981,89.19008
che,1982,89.47201
che,1983,88.45949
che,1984,90.01412
che,1985,91.5662
che,1986,93.42389
che,1987,95.78506
che,1988,98.82611
che,1989,101.40765
che,1990,102.03323
che,1991,97.50677
che,1992,96.2382
che,1993,94.32184
che,1994,93.56996
che,1996,103.35066
che,1998,105.1156
che,1999,95.48114
che,2000,93.91451
che,2001,89.57153
che,2002,87.86001
che,2003,89.03582
che,2004,89.61704
che,2005,89.10717
che,2006,90.61842
che,2007,91.69518
che,2008,92.30885
che,2009,92.00081
che,2010,92.0754
che,2011,94.21362
che,2012,95.17787
che,2013,95.28439
che,2014,93.97478
che,2015,97.34476
che,2016,98.08082
che,2017,99.15966
chl,1970,127.81038
chl,1971,150.16118
chl,1972,136.20822
chl,1973,131.80862
chl,1974,129.20132
chl,1975,118.09896
chl,1976,111.94271
chl,1977,118.81218
chl,1983,86.02758
chl,1997,103.69188
chl,1998,98.53085
chl,1999,97.35801
chl,2000,97.50879
chl,2002,96.76558
chl,2003,98.14579
chl,2004,99.33188
chl,2005,100.66026
chl,2006,100.50119
chl,2007,104.06078
chl,2008,101.54893
chl,2009,99.2546
chl,2010,95.81222
chl,2011,93.77345
chl,2012,93.44816
chl,2013,96.1034
chl,2014,98.08264
chl,2015,98.86295
chl,2017,100.47831
chn,1996,96.35337
chn,1997,94.08268
chn,2002,106.31854
chn,2003,110.46733
chn,2006,97.04209
chn,2007,101.53572
chn,2008,103.59232
chn,2009,102.3478
chn,2010,101.67331
chn,2011,103.06655
chn,2013,103.1499
chn,2014,101.1664
chn,2015,98.2764
chn,2016,101.35947
chn,2017,102.01422
chn,2018,101.9667
civ,1973,63.97807
civ,1974,66.84565
civ,1976,70.59191
civ,1977,75.94739
civ,1978,84.90502
civ,1979,84.46036
civ,1980,81.4051
civ,1981,81.04183
civ,1983,72.15033
civ,1984,68.69464
civ,1985,67.79226
civ,1986,71.10431
civ,1987,71.05154
civ,1988,73.92732
civ,1989,72.0536
civ,1990,71.85602
civ,1991,69.28983
civ,1992,66.05128
civ,1993,72.36418
civ,1994,74.89819
civ,1995,73.39825
civ,1996,75.67389
civ,1997,78.5522
civ,1998,75.64724
civ,1999,74.066
civ,2000,73.23503
civ,2001,70.55875
civ,2002,68.43619
civ,2003,71.96385
civ,2006,67.76765
civ,2007,69.35689
civ,2008,78.75368
civ,2009,74.5424
civ,2011,79.80801
civ,2012,87.23499
civ,2013,86.51411
civ,2014,100.99236
civ,2015,102.4398
civ,2016,111.53038
civ,2017,105.52515
civ,2018,105.20904
cmr,1973,99.66681
cmr,1974,99.40353
cmr,1975,101.67035
cmr,1976,103.66921
cmr,1977,97.71439
cmr,1978,108.72887
cmr,1979,97.7772
cmr,1980,93.31026
cmr,1981,98.21353
cmr,1982,97.78452
cmr,1983,99.69205
cmr,1984,93.25642
cmr,1985,94.52394
cmr,1986,92.52001
cmr,1987,96.01476
cmr,1988,93.10341
cmr,1990,85.33021
cmr,1991,84.08028
cmr,1999,80.68385
cmr,2000,81.98266
cmr,2001,124.66177
cmr,2002,107.41384
cmr,2003,98.8606
cmr,2004,101.4162
cmr,2005,104.00432
cmr,2006,105.69251
cmr,2007,109.53735
cmr,2008,116.91273
cmr,2009,122.95424
cmr,2010,129.16551
cmr,2011,127.89755
cmr,2012,131.17936
cmr,2014,133.03303
cmr,2015,137.04563
cmr,2016,136.24399
cmr,2017,132.45763
cmr,2018,122.94506
cod,1971,130.72441
cod,1972,124.33307
cod,1976,116.88877
cod,1977,113.94972
cod,1978,114.6099
cod,1980,124.24839
cod,1981,124.99352
cod,1982,124.66671
cod,1983,124.57425
cod,1984,124.71692
cod,1988,94.17593
cod,1991,86.69974
cod,1992,98.35377
cod,1993,100.14507
cod,1994,87.51424
cod,1999,53.34285
cod,2002,77.99089
cod,2007,124.49188
cod,2008,135.40183
cod,2009,128.88358
cod,2010,121.78295
cod,2011,130.69603
cod,2012,132.02951
cod,2013,139.89665
cod,2014,140.77386
cod,2015,145.05431
cog,1972,121.33378
cog,1973,102.665
cog,1974,117.1564
cog,1975,111.69426
cog,1976,111.08505
cog,1977,112.38538
cog,1978,110.30232
cog,1979,106.73683
cog,1980,109.52398
cog,1981,110.33004
cog,1982,108.88713
cog,1983,114.01742
cog,1984,107.10486
cog,1985,102.75016
cog,1986,105.00061
cog,1987,131.63143
cog,1988,99.33864
cog,1989,87.59329
cog,1990,92.18781
cog,1991,94.59096
cog,1992,101.50366
cog,1993,97.23389
cog,1994,88.98001
cog,1996,91.46742
cog,1999,37.57966
cog,2000,79.63616
cog,2001,89.39063
cog,2002,81.86772
cog,2003,70.09521
cog,2004,82.46475
cog,2005,77.07434
cog,2006,90.86013
cog,2007,87.26012
cog,2008,94.07407
cog,2009,100.7212
cog,2010,102.13123
cog,2012,89.15901
col,1970,147.44927
col,1971,146.07141
col,1972,148.15525
col,1973,151.12907
col,1974,151.19439
col,1982,135.9339
col,1983,133.56481
col,1984,129.21849
col,1985,123.78051
col,1986,107.80923
col,1987,126.7324
col,1988,127.23962
col,1989,127.89035
col,1990,123.03791
col,1991,127.35695
col,1992,112.50308
col,1993,147.78036
col,1994,138.16128
col,1995,146.80113
col,1996,150.33091
col,1998,146.4931
col,1999,146.01475
col,2000,147.30609
col,2001,139.89133
col,2002,141.99169
col,2004,137.72405
col,2005,137.74868
col,2006,134.1859
col,2007,129.91573
col,2008,132.07086
col,2009,124.3479
col,2010,119.62807
col,2011,120.79856
col,2012,122.62734
col,2013,125.3266
col,2014,122.85102
col,2015,118.35232
col,2016,117.4017
col,2017,114.55841
col,2018,115.97085
com,1986,103.69561
com,1987,96.6725
com,1992,98.39637
com,1999,89.51532
com,2002,110.80983
com,2003,109.18791
com,2004,95.79009
com,2007,97.83454
com,2008,90.52861
com,2011,134.23006
com,2013,101.68706
com,2014,108.26901
com,2017,90.36352
com,2018,95.13538
cpv,1979,123.26284
cpv,1980,114.24901
cpv,1981,107.79709
cpv,1982,118.77231
cpv,1983,104.68528
cpv,1984,110.02326
cpv,1985,115.91271
cpv,1986,111.41461
cpv,1987,109.47003
cpv,1988,117.74773
cpv,1990,115.60143
cpv,1994,121.20172
cpv,1998,119.67365
cpv,2000,100.45858
cpv,2001,100.49231
cpv,2002,100.78419
cpv,2003,105.83185
cpv,2004,97.30276
cpv,2005,105.84929
cpv,2006,101.41689
cpv,2007,102.95484
cpv,2008,98.94875
cpv,2009,104.70721
cpv,2010,95.52323
cpv,2011,95.98624
cpv,2012,98.77559
cpv,2013,97.25791
cpv,2014,98.5772
cpv,2015,95.31882
cpv,2016,92.71676
cpv,2017,98.27685
cpv,2018,99.45117
cri,1970,109.2455
cri,1971,106.34045
cri,1972,116.44803
cri,1973,126.08103
cri,1974,120.44619
cri,1975,119.91478
cri,1976,127.54206
cri,1977,126.99673
cri,1978,117.04122
cri,1979,110.20319
cri,1980,117.02991
cri,1981,115.87268
cri,1982,106.62423
cri,1985,101.99788
cri,1986,105.34917
cri,1987,104.42151
cri,1988,103.9261
cri,1989,100.73724
cri,1991,107.96058
cri,1992,110.05798
cri,1993,106.28055
cri,1994,102.83799
cri,1995,101.82538
cri,1996,103.10113
cri,1998,103.18545
cri,1999,104.0439
cri,2000,104.62783
cri,2001,101.706
cri,2002,105.88505
cri,2004,110.88131
cri,2005,106.68439
cri,2006,112.70348
cri,2007,107.5537
cri,2008,103.41075
cri,2009,108.14575
cri,2010,107.3372
cri,2011,105.60919
cri,2012,104.16794
cri,2013,102.21932
cri,2014,104.00022
cri,2015,105.27201
cri,2016,103.90049
cri,2017,99.32329
cri,2018,110.49209
cub,1971,122.4735
cub,1972,113.70017
cub,1997,106.16826
cub,1999,92.58449
cub,2000,93.97975
cub,2001,94.93534
cub,2002,96.78606
cub,2003,93.32656
cub,2004,100.40303
cub,2005,97.84162
cub,2006,97.77775
cub,2007,95.30342
cub,2008,94.00096
cub,2009,98.61565
cub,2010,99.42667
cub,2011,95.31356
cub,2012,91.9017
cub,2013,86.79883
cub,2014,88.77867
cub,2015,98.32463
cub,2016,104.27431
cub,2017,101.59212
cub,2018,104.25207
cyp,1971,84.82833
cyp,1972,75.75949
cyp,1973,83.6981
cyp,1974,90.1578
cyp,1975,72.24223
cyp,1976,85.26419
cyp,1977,70.88123
cyp,1978,73.49745
cyp,1979,73.08492
cyp,1980,54.67753
cyp,1981,61.81423
cyp,1982,67.735
cyp,1983,79.6316
cyp,1984,80.08059
cyp,1985,78.91086
cyp,1986,88.55225
cyp,1987,88.27356
cyp,1988,82.04513
cyp,1989,84.59774
cyp,1990,80.04399
cyp,1991,79.04073
cyp,1992,76.52077
cyp,1993,99.16409
cyp,1994,102.20643
cyp,1995,100.18002
cyp,1996,99.83725
cyp,1997,99.41155
cyp,1999,85.96551
cyp,2000,100.29123
cyp,2001,99.6671
cyp,2002,98.16788
cyp,2003,99.14629
cyp,2004,99.9374
cyp,2005,100.36147
cyp,2006,107.51915
cyp,2007,108.58495
cyp,2008,108.56551
cyp,2009,107.43645
cyp,2010,98.2879
cyp,2011,101.12162
cyp,2012,99.41022
cyp,2013,98.79715
cyp,2014,98.58231
cyp,2015,96.98472
cyp,2016,94.75991
cyp,2017,96.39165
cze,1993,105.50437
cze,1994,106.33183
cze,1996,101.0723
cze,1999,101.38742
cze,2000,101.83173
cze,2001,100.58351
cze,2002,92.27473
cze,2003,92.95955
cze,2004,96.04182
cze,2005,101.55369
cze,2006,108.79718
cze,2007,111.01348
cze,2008,107.89534
cze,2009,103.88487
cze,2010,99.83509
cze,2011,97.00728
cze,2012,97.96928
cze,2013,99.18413
cze,2014,99.92315
cze,2015,102.10366
cze,2016,99.89387
cze,2017,100.11549
deu,1993,99.70581
deu,1994,101.82016
deu,1995,104.43722
deu,1996,104.59947
deu,1997,105.60295
deu,1999,101.65638
deu,2000,101.27864
deu,2001,101.07815
deu,2002,99.46149
deu,2003,102.34702
deu,2004,106.95435
deu,2005,104.65407
deu,2006,104.99975
deu,2007,103.35062
deu,2008,100.11139
deu,2009,101.06136
deu,2010,102.25458
deu,2011,101.50811
deu,2012,102.61233
deu,2013,100.09701
deu,2014,100.58821
deu,2015,103.8521
deu,2016,104.15939
deu,2017,105.03876
dji,1971,28.73194
dji,1972,28.42734
dji,1973,30.79888
dji,1974,29.40597
dji,1975,30.74581
dji,1976,36.11732
dji,1999,33.56219
dji,2000,34.94526
dji,2001,45.12984
dji,2002,44.79967
dji,2005,50.40943
dji,2006,57.27453
dji,2007,58.19891
dji,2008,66.48595
dji,2009,66.13632
dji,2011,66.1663
dji,2012,65.07262
dji,2013,65.75152
dji,2014,66.47236
dji,2015,60.90226
dji,2016,60.39127
dji,2017,65.53597
dji,2018,68.53382
dji,2019,79.01084
dma,1988,112.27863
dma,1999,119.29182
dma,2000,103.76914
dma,2001,95.58999
dma,2002,89.91283
dma,2003,86.26667
dma,2004,84.30233
dma,2005,97.7813
dma,2006,104.36242
dma,2007,110.85409
dma,2008,106.16822
dma,2009,115.06849
dma,2010,120.9776
dma,2011,117.91045
dma,2012,124.61874
dma,2013,107.26872
dma,2014,122.46696
dma,2015,122.73731
dma,2016,114.73214
dnk,1971,101.79852
dnk,1972,103.74963
dnk,1973,111.0326
dnk,1974,112.32508
dnk,1981,97.83209
dnk,1982,99.12903
dnk,1983,102.61255
dnk,1984,98.82929
dnk,1985,96.41223
dnk,1986,99.4423
dnk,1987,98.52188
dnk,1988,100.15064
dnk,1989,95.83261
dnk,1990,99.41839
dnk,1991,99.32864
dnk,1992,100.81014
dnk,1993,102.39185
dnk,1994,103.42896
dnk,1998,101.86334
dnk,1999,100.35806
dnk,2000,102.32585
dnk,2001,99.9043
dnk,2002,101.32381
dnk,2004,98.48902
dnk,2005,97.25429
dnk,2006,97.49565
dnk,2007,98.62369
dnk,2008,100.6097
dnk,2009,100.62463
dnk,2010,99.66134
dnk,2011,102.84777
dnk,2012,103.62941
dnk,2013,101.26053
dnk,2014,98.06092
dnk,2015,98.20433
dnk,2016,96.70122
dnk,2017,97.75549
dom,1971,138.78326
dom,1999,138.39296
dom,2000,137.306
dom,2002,135.49862
dom,2004,112.48429
dom,2005,112.88634
dom,2006,110.18141
dom,2007,133.62944
dom,2008,115.70037
dom,2009,115.64341
dom,2010,117.45966
dom,2011,103.95872
