geo,time,bm_gsr_tran_zs
atg,1981,57.17448
atg,1982,52.89121
atg,1983,49.13898
atg,1984,44.16757
atg,1985,41.01562
atg,1986,41.55927
atg,1987,44.83451
atg,1988,43.80926
atg,1989,44.68936
atg,1990,42.30498
atg,1991,42.94286
atg,1992,41.14362
atg,1993,39.35915
atg,1994,41.31261
atg,1995,38.0275
atg,1996,35.72521
atg,1997,35.39654
atg,1998,35.74573
atg,1999,35.18678
atg,2000,36.21338
atg,2001,33.93005
atg,2002,32.91475
atg,2003,33.64486
atg,2004,34.78972
atg,2005,34.31501
atg,2006,33.95797
atg,2007,36.09889
atg,2008,36.26142
atg,2009,31.71607
atg,2010,31.46611
atg,2011,31.27769
atg,2012,34.56569
atg,2013,32.90872
atg,2014,24.48176
atg,2015,20.66766
atg,2016,18.86904
atg,2017,19.48635
atg,2018,21.38552
atg,2019,19.88017
atg,2020,20.09877
aus,1989,36.42184
aus,1990,33.59263
aus,1991,33.33137
aus,1992,33.07212
aus,1993,34.48611
aus,1994,35.93361
aus,1995,36.99636
aus,1996,35.97845
aus,1997,35.04038
aus,1998,34.33176
aus,1999,33.31913
aus,2000,33.94489
aus,2001,33.70654
aus,2002,33.38485
aus,2003,33.43763
aus,2004,34.08735
aus,2005,34.52586
aus,2006,34.01641
aus,2007,31.01979
aus,2008,30.02625
aus,2009,24.65019
aus,2010,26.2006
aus,2011,25.10887
aus,2012,25.87811
aus,2013,22.09755
aus,2014,20.98037
aus,2015,20.97446
aus,2016,19.54529
aus,2017,18.3641
aus,2018,18.77012
aus,2019,18.08471
aus,2020,23.68874
aut,2005,24.18859
aut,2006,29.73458
aut,2007,30.27521
aut,2008,30.98559
aut,2009,28.10735
aut,2010,32.04818
aut,2011,33.55218
aut,2012,32.53955
aut,2013,31.2707
aut,2014,30.7635
aut,2015,30.56498
aut,2016,29.7019
aut,2017,29.52444
aut,2018,28.47369
aut,2019,27.83212
aut,2020,28.61972
aze,1995,30.23283
aze,1996,26.34296
aze,1997,15.05398
aze,1998,27.73009
aze,1999,14.02427
aze,2000,29.73299
aze,2001,23.55441
aze,2002,13.26325
aze,2003,9.27877
aze,2004,10.57589
aze,2005,14.25049
aze,2006,17.67287
aze,2007,16.45439
aze,2008,17.43019
aze,2009,21.89372
aze,2010,20.40303
aze,2011,16.45298
aze,2012,13.04939
aze,2013,11.80965
aze,2014,9.4728
aze,2015,11.6415
aze,2016,12.22136
aze,2017,12.99447
aze,2018,22.52221
aze,2019,22.8699
aze,2020,23.84044
bdi,1985,39.99072
bdi,1986,29.70628
bdi,1987,26.36029
bdi,1988,25.95424
bdi,1989,31.20449
bdi,1990,28.77259
bdi,1991,30.17166
bdi,1992,26.10477
bdi,1993,26.47154
bdi,1994,38.07256
bdi,1995,36.69165
bdi,1996,36.00207
bdi,1997,56.65405
bdi,1998,64.72012
bdi,1999,51.42056
bdi,2000,44.58257
bdi,2001,45.97883
bdi,2002,42.48645
bdi,2003,46.13018
bdi,2004,44.15865
bdi,2005,32.7697
bdi,2006,27.41309
bdi,2007,32.28322
bdi,2008,31.19148
bdi,2009,47.63843
bdi,2010,65.93402
bdi,2011,59.76006
bdi,2012,58.8131
bdi,2013,64.75223
bdi,2014,60.17195
bdi,2015,61.13745
bdi,2016,57.573
bdi,2017,65.18255
bdi,2018,70.06589
bel,2002,21.56856
bel,2003,21.63464
bel,2004,23.2122
bel,2005,24.05658
bel,2006,24.79259
bel,2007,28.1638
bel,2008,26.37853
bel,2009,21.59406
bel,2010,24.20571
bel,2011,22.85326
bel,2012,22.24263
bel,2013,20.51748
bel,2014,19.85669
bel,2015,22.31542
bel,2016,23.02624
bel,2017,23.43222
bel,2018,22.97375
bel,2019,21.34644
bel,2020,20.27187
ben,1974,56.77334
ben,1975,60.90286
ben,1976,60.93342
ben,1977,63.07042
ben,1978,60.38254
ben,1979,60.95097
ben,1980,56.90625
ben,1981,66.42763
ben,1982,67.13791
ben,1983,56.36586
ben,1984,57.89499
ben,1985,69.62
ben,1986,66.92494
ben,1987,67.39857
ben,1988,47.19874
ben,1989,33.69239
ben,1990,40.76088
ben,1991,62.39567
ben,1992,56.65383
ben,1993,60.51821
ben,1994,57.12728
ben,1995,51.13431
ben,1996,58.44648
ben,1997,65.24181
ben,1998,58.84294
ben,1999,66.00543
ben,2000,65.10005
ben,2001,65.58674
ben,2002,67.4476
ben,2003,67.1381
ben,2004,59.86894
ben,2005,61.94376
ben,2006,60.91359
ben,2007,59.06337
ben,2008,60.80581
ben,2009,58.52438
ben,2010,60.45733
ben,2011,62.78044
ben,2012,62.66264
ben,2013,54.31345
ben,2014,60.47082
ben,2015,61.06201
ben,2016,71.11108
ben,2017,77.90729
ben,2018,68.58212
ben,2019,58.13148
ben,2020,52.13892
bfa,2005,58.19378
bfa,2006,61.68036
bfa,2007,57.53013
bfa,2008,54.86674
bfa,2009,54.14583
bfa,2010,43.0489
bfa,2011,42.15051
bfa,2012,43.19857
bfa,2013,46.79369
bfa,2014,45.47054
bfa,2015,46.0575
bfa,2016,46.91285
bfa,2017,46.53021
bfa,2018,46.86799
bfa,2019,47.06693
bfa,2020,41.11385
bgd,1976,65.28523
bgd,1977,67.19435
bgd,1978,63.74625
bgd,1979,66.46608
bgd,1980,64.27394
bgd,1981,61.38703
bgd,1982,64.49463
bgd,1983,62.81622
bgd,1984,62.81431
bgd,1985,59.76015
bgd,1986,52.5763
bgd,1987,57.77075
bgd,1988,52.29646
bgd,1989,52.90718
bgd,1990,56.24671
bgd,1991,55.21829
bgd,1992,57.13254
bgd,1993,54.95108
bgd,1994,53.61673
bgd,1995,50.64175
bgd,1996,64.61752
bgd,1997,66.05331
bgd,1998,68.25226
bgd,1999,66.06103
bgd,2000,61.46526
bgd,2001,67.09754
bgd,2002,71.4561
bgd,2003,70.11757
bgd,2004,72.71837
bgd,2005,65.4241
bgd,2006,63.37447
bgd,2007,69.76654
bgd,2008,80.73713
bgd,2009,78.07237
bgd,2010,78.41694
bgd,2011,80.42982
bgd,2012,76.63803
bgd,2013,75.44224
bgd,2014,68.20932
bgd,2015,74.79623
bgd,2016,69.27856
bgd,2017,67.63352
bgd,2018,58.76963
bgd,2019,59.48914
bgd,2020,63.91701
bgd,2021,67.16766
bgr,1980,51.31148
bgr,1981,59.56076
bgr,1982,58.28571
bgr,1983,55.53512
bgr,1984,54.52668
bgr,1985,52.98165
bgr,1986,50.91918
bgr,1987,51.33132
bgr,1988,53.23171
bgr,1989,40.24204
bgr,1990,40.5
bgr,1991,43.88637
bgr,1992,43.76931
bgr,1993,41.08029
bgr,1994,37.36458
bgr,1995,41.54472
bgr,1996,39.01597
bgr,1997,41.66461
bgr,1998,20.62444
bgr,1999,44.0116
bgr,2000,43.89564
bgr,2001,43.28079
bgr,2002,30.37683
bgr,2003,30.82215
bgr,2004,33.76624
bgr,2005,32.28023
bgr,2006,32.13412
bgr,2007,23.71226
bgr,2008,24.66733
bgr,2009,22.37179
bgr,2010,27.29869
bgr,2011,31.13338
bgr,2012,33.20636
bgr,2013,32.53371
bgr,2014,36.43773
bgr,2015,25.32241
bgr,2016,31.34975
bgr,2017,37.26877
bgr,2018,25.85953
bgr,2019,26.08891
bgr,2020,25.46027
bhr,1975,66.16361
bhr,1976,67.62994
bhr,1977,68.37031
bhr,1978,57.56024
bhr,1979,62.38129
bhr,1980,64.32811
bhr,1981,58.86225
bhr,1982,49.15087
bhr,1983,65.35676
bhr,1984,57.74796
bhr,1985,61.68753
bhr,1986,67.28455
bhr,1987,67.67984
bhr,1988,66.55779
bhr,1989,71.47228
bhr,1990,61.60314
bhr,1991,66.7994
bhr,1992,63.18802
bhr,1993,62.52285
bhr,1994,60.9923
bhr,1995,63.48993
bhr,1996,65.57726
bhr,1997,66.00754
bhr,1998,65.2958
bhr,1999,56.37817
bhr,2000,57.31358
bhr,2001,55.06964
bhr,2002,49.78105
bhr,2003,48.84213
bhr,2004,44.6363
bhr,2005,44.49953
bhr,2006,42.93835
bhr,2007,41.0609
bhr,2008,44.59321
bhr,2009,41.06783
bhr,2010,39.77105
bhr,2011,36.23448
bhr,2012,20.4809
bhr,2013,20.43714
bhr,2014,20.41928
bhr,2015,19.67967
bhr,2016,14.31895
bhr,2017,14.78741
bhr,2018,13.1384
bhs,1976,26.00146
bhs,1977,20.69131
bhs,1978,28.39005
bhs,1979,30.9482
bhs,1980,27.79674
bhs,1981,25.59562
bhs,1982,24.55938
bhs,1983,23.27448
bhs,1984,25.73427
bhs,1985,29.20082
bhs,1986,30.16519
bhs,1987,29.18381
bhs,1988,28.0741
bhs,1989,25.76628
bhs,1990,22.1466
bhs,1991,21.1619
bhs,1992,20.19399
bhs,1993,17.71938
bhs,1994,17.63393
bhs,1995,21.02957
bhs,1996,21.87762
bhs,1997,21.86603
bhs,1998,20.69836
bhs,1999,19.41945
bhs,2000,24.27658
bhs,2001,26.16112
bhs,2002,23.2648
bhs,2003,22.35038
bhs,2004,24.73889
bhs,2005,28.48156
bhs,2006,22.25754
bhs,2007,23.63144
bhs,2008,25.71028
bhs,2009,28.99622
bhs,2010,28.95797
bhs,2011,25.3248
bhs,2012,25.24971
bhs,2013,22.86076
bhs,2014,23.74501
bhs,2015,28.68826
bhs,2016,20.16722
bhs,2017,25.55471
bhs,2018,27.12016
bhs,2019,24.49922
bhs,2020,15.51521
bih,1998,50.32099
bih,1999,48.6232
bih,2000,47.30369
bih,2001,44.48205
bih,2002,44.24782
bih,2003,44.24657
bih,2004,45.66607
bih,2005,46.58743
bih,2006,35.46959
bih,2007,36.94667
bih,2008,36.45958
bih,2009,34.33634
bih,2010,33.38872
bih,2011,37.38345
bih,2012,40.73851
bih,2013,41.63984
bih,2014,40.5582
bih,2015,32.93487
bih,2016,31.85859
bih,2017,36.72391
bih,2018,37.74652
bih,2019,37.26649
bih,2020,38.874
blr,1993,31.14035
blr,1994,37.58154
blr,1995,34.93127
blr,1996,45.75767
blr,1997,36.32127
blr,1998,29.61975
blr,1999,26.78127
blr,2000,19.92754
blr,2001,15.69825
blr,2002,16.10219
blr,2003,22.04381
blr,2004,24.975
blr,2005,27.20421
blr,2006,39.7113
blr,2007,42.34599
blr,2008,45.39742
blr,2009,36.5858
blr,2010,45.62308
blr,2011,44.87388
blr,2012,36.85414
blr,2013,26.95412
blr,2014,26.89637
blr,2015,28.75037
blr,2016,30.51308
blr,2017,33.13373
blr,2018,33.88765
blr,2019,33.24562
blr,2020,37.52859
blr,2021,44.5566
blz,1984,53.87755
blz,1985,52.68603
blz,1986,41.43213
blz,1987,41.78455
blz,1988,45.67948
blz,1989,46.928
blz,1990,47.70833
blz,1991,49.17889
blz,1992,45.44118
blz,1993,40.22703
blz,1994,42.05031
blz,1995,42.85586
blz,1996,41.4801
blz,1997,47.02673
blz,1998,44.94949
blz,1999,28.29896
blz,2000,30.17794
blz,2001,30.0521
blz,2002,29.22637
blz,2003,28.25382
blz,2004,30.50621
blz,2005,31.87083
blz,2006,36.07261
blz,2007,33.89474
blz,2008,41.0076
blz,2009,34.07935
blz,2010,35.71082
blz,2011,41.06174
blz,2012,38.42297
blz,2013,36.62021
blz,2014,36.39714
blz,2015,31.65383
blz,2016,31.35128
blz,2017,28.08117
blz,2018,27.95656
blz,2019,26.56873
blz,2020,37.70987
bmu,2006,35.77362
bmu,2007,33.68338
bmu,2008,33.15309
bmu,2009,27.90171
bmu,2010,26.74876
bmu,2011,27.58159
bmu,2012,27.07514
bmu,2013,28.18913
bmu,2014,26.2248
bmu,2015,29.30101
bmu,2016,28.31097
bmu,2017,28.59715
bmu,2018,21.17036
bmu,2019,22.38556
bmu,2020,19.56499
bol,1976,54.38477
bol,1977,52.61132
bol,1978,57.80553
bol,1979,65.70701
bol,1980,53.34623
bol,1981,60.00625
bol,1982,52.50338
bol,1983,57.93132
bol,1984,51.28205
bol,1985,57.70012
bol,1986,63.14076
bol,1987,53.44189
bol,1988,51.88383
bol,1989,57.07579
bol,1990,57.75918
bol,1991,55.26992
bol,1992,53.7299
bol,1993,54.36742
bol,1994,52.68148
bol,1995,60.3084
bol,1996,59.57845
bol,1997,61.86178
bol,1998,61.22588
bol,1999,58.66133
bol,2000,57.74889
bol,2001,46.82606
bol,2002,39.20078
bol,2003,34.12118
bol,2004,32.32799
bol,2005,34.32256
bol,2006,33.26448
bol,2007,33.86048
bol,2008,39.53372
bol,2009,37.85738
bol,2010,40.59584
bol,2011,44.53328
bol,2012,42.25198
bol,2013,30.34569
bol,2014,27.25353
bol,2015,27.17411
bol,2016,25.10507
bol,2017,26.01081
bol,2018,24.76196
bol,2019,27.42903
bol,2020,28.2983
bra,1975,56.82907
bra,1976,56.12755
bra,1977,54.17114
bra,1978,51.3663
bra,1979,55.14609
bra,1980,56.45658
bra,1981,54.08719
bra,1982,45.48823
bra,1983,48.85016
bra,1984,55.62771
bra,1985,49.1029
bra,1986,44.95329
bra,1987,48.56348
bra,1988,44.47378
bra,1989,47.33818
bra,1990,39.75808
bra,1991,43.16227
bra,1992,44.19919
bra,1993,42.43851
bra,1994,41.93485
bra,1995,42.55319
bra,1996,32.64135
bra,1997,29.69925
bra,1998,27.44154
bra,1999,31.39035
bra,2000,26.9575
bra,2001,26.79904
bra,2002,25.17834
bra,2003,23.23475
bra,2004,27.15799
bra,2005,21.96936
bra,2006,23.63934
bra,2007,23.73645
bra,2008,22.75272
bra,2009,17.44983
bra,2010,18.3209
bra,2011,18.69865
bra,2012,17.64123
bra,2013,17.67824
bra,2014,16.60417
bra,2015,15.13546
bra,2016,13.93005
bra,2017,15.30826
bra,2018,17.14283
bra,2019,17.00303
bra,2020,16.77353
bra,2021,21.69793
brb,1967,23.58331
brb,1968,36.34114
brb,1969,39.07662
brb,1970,40.60578
brb,1971,40.24586
brb,1972,39.72842
brb,1973,44.83596
brb,1974,54.58021
brb,1975,55.40322
brb,1976,54.15666
brb,1977,51.19576
brb,1978,53.88052
brb,1979,55.88684
brb,1980,55.54373
brb,1981,53.80281
brb,1982,51.02077
brb,1983,53.758
brb,1984,53.81478
brb,1985,50.25477
brb,1986,38.38026
brb,1987,32.15336
brb,1988,37.18769
brb,1989,35.99255
brb,1990,35.78916
brb,1991,39.59913
brb,1992,33.94603
brb,1993,29.95761
brb,1994,31.04173
brb,1995,31.52868
brb,1996,30.48133
brb,1997,31.77021
brb,1998,31.82715
brb,1999,31.16253
brb,2000,27.13632
brb,2001,27.94882
brb,2002,26.47881
brb,2003,23.91761
brb,2004,28.7049
brb,2005,25.82899
brb,2006,27.12552
brb,2007,28.56661
brb,2008,25.48835
brb,2009,21.07392
brb,2010,22.83168
brb,2011,22.29469
brb,2012,20.60088
brb,2013,14.24546
brb,2014,18.35522
brb,2015,16.9988
brb,2016,15.77112
brn,2001,23.81727
brn,2002,21.45081
brn,2003,22.15894
brn,2004,27.60864
brn,2005,28.95689
brn,2006,30.39014
brn,2007,30.21931
brn,2008,30.0378
brn,2009,31.00446
brn,2014,16.58689
brn,2015,14.09521
brn,2016,12.98244
brn,2017,20.83925
brn,2018,14.33306
brn,2019,12.97584
brn,2020,18.90458
btn,2006,3.42415
btn,2007,37.88512
btn,2008,25.32739
btn,2009,26.84841
btn,2010,36.77997
btn,2011,34.91474
btn,2012,30.66975
btn,2013,18.16308
btn,2014,25.23238
btn,2015,32.04642
btn,2016,24.72725
btn,2017,27.41799
btn,2018,23.28201
btn,2019,25.02927
btn,2020,25.6677
bwa,1975,50.51601
bwa,1976,54.67742
bwa,1977,51.1889
bwa,1978,46.80095
bwa,1979,39.36709
bwa,1980,42.44934
bwa,1981,42.92325
bwa,1982,41.7754
bwa,1983,44.09229
bwa,1984,42.25911
bwa,1985,41.12409
bwa,1986,42.0261
bwa,1987,40.95168
bwa,1988,40.4787
bwa,1989,46.04616
bwa,1990,56.77724
bwa,1991,60.76555
bwa,1992,54.1003
bwa,1993,51.44487
bwa,1994,52.76418
bwa,1995,42.18433
bwa,1996,51.72231
bwa,1997,47.84351
bwa,1998,41.49736
bwa,1999,41.79329
bwa,2000,41.2523
bwa,2001,10.82949
bwa,2002,12.38064
bwa,2003,10.42245
bwa,2004,11.0463
bwa,2005,12.38089
bwa,2006,12.00681
bwa,2007,12.49359
bwa,2008,14.05679
bwa,2009,12.78824
bwa,2010,9.03463
bwa,2011,13.99384
bwa,2012,34.6728
bwa,2013,32.6863
bwa,2014,25.40413
bwa,2015,25.75628
bwa,2016,25.44543
bwa,2017,19.02734
bwa,2018,20.0373
bwa,2019,19.27114
bwa,2020,22.34416
caf,1977,59.50397
caf,1978,50.19557
caf,1979,41.82256
caf,1980,47.30172
caf,1981,51.69524
caf,1982,49.0524
caf,1983,46.3505
caf,1984,49.06663
caf,1985,52.53677
caf,1986,48.58523
caf,1987,41.72707
caf,1988,41.77948
caf,1989,44.89627
caf,1990,49.13097
caf,1991,48.46679
caf,1992,45.35333
caf,1993,41.99577
caf,1994,43.67089
can,1960,22.76078
can,1961,33.83798
can,1962,34.24982
can,1963,36.0887
can,1964,33.96873
can,1965,33.53916
can,1966,31.76104
can,1967,30.98842
can,1968,30.39755
can,1969,27.90205
can,1970,30.10095
can,1971,30.44291
can,1972,29.41686
can,1973,30.34782
can,1974,33.96518
can,1975,35.18069
can,1976,30.39528
can,1977,29.24626
can,1978,28.28462
can,1979,29.91285
can,1980,29.88562
can,1981,29.03452
can,1982,25.46917
can,1983,25.02731
can,1984,25.2365
can,1985,25.14952
can,1986,23.67193
can,1987,23.20531
can,1988,23.24358
can,1989,22.13015
can,1990,21.27262
can,1991,20.22171
can,1992,22.23306
can,1993,24.6211
can,1994,25.01383
can,1995,24.86074
can,1996,22.46112
can,1997,22.77821
can,1998,21.71418
can,1999,21.14408
can,2000,21.80727
can,2001,21.43266
can,2002,21.133
can,2003,20.60098
can,2004,22.25758
can,2005,23.23156
can,2006,23.31749
can,2007,23.39749
can,2008,23.79783
can,2009,21.22122
can,2010,21.90621
can,2011,22.29982
can,2012,20.82988
can,2013,20.20891
can,2014,19.86214
can,2015,19.65905
can,2016,19.52165
can,2017,19.97203
can,2018,20.22115
can,2019,19.46114
can,2020,17.72815
can,2021,20.14301
che,1977,28.34058
che,1978,29.11557
che,1979,28.5132
che,1980,30.37418
che,1981,29.37213
che,1982,28.3246
che,1983,27.31486
che,1984,26.98383
che,1985,26.9289
che,1986,25.09128
che,1987,24.2829
che,1988,20.6281
che,1989,32.77661
che,1990,33.32491
che,1991,33.54563
che,1992,32.66162
che,1993,32.9296
che,1994,33.87099
che,1995,34.902
che,1996,35.13915
che,1997,34.71422
che,1998,34.60059
che,1999,34.71581
che,2000,24.15995
che,2001,22.12882
che,2002,17.43531
che,2003,15.0592
che,2004,14.08121
che,2005,13.12351
che,2006,13.73915
che,2007,13.9807
che,2008,14.90622
che,2009,13.17106
che,2010,13.28007
che,2011,12.35693
che,2012,12.78191
che,2013,12.81853
che,2014,11.8928
che,2015,9.24705
che,2016,8.64484
che,2017,9.03521
che,2018,10.26632
che,2019,10.04646
che,2020,9.34307
chl,1975,54.01869
chl,1976,52.81553
chl,1977,44.41417
chl,1978,53.79494
chl,1979,53.24427
chl,1980,52.43209
chl,1981,50.67416
chl,1982,42.62411
chl,1983,42.31392
chl,1984,42.41922
chl,1985,46.18232
chl,1986,37.99655
chl,1987,40.49907
chl,1988,41.39519
chl,1989,43.61099
chl,1990,45.22446
chl,1991,49.78262
chl,1992,49.09306
chl,1993,47.25243
chl,1994,43.43174
chl,1995,52.06453
chl,1996,47.64203
chl,1997,46.09631
chl,1998,44.62501
chl,1999,44.20109
chl,2000,45.04569
chl,2001,44.7084
chl,2002,44.7564
chl,2003,47.84282
chl,2004,50.0997
chl,2005,52.49363
chl,2006,52.55037
chl,2007,53.23849
chl,2008,55.86874
chl,2009,46.31426
chl,2010,51.13827
chl,2011,52.05309
chl,2012,47.23861
chl,2013,44.89506
chl,2014,41.79077
chl,2015,34.97789
chl,2016,33.22455
chl,2017,34.53235
chl,2018,34.21864
chl,2019,34.12239
chl,2020,38.58623
chn,1982,61.61067
chn,1983,67.85356
chn,1984,46.23731
chn,1985,60.38035
chn,1986,66.78383
chn,1987,66.07646
chn,1988,63.16958
chn,1989,70.38363
chn,1990,74.56342
chn,1991,60.85901
chn,1992,45.84482
chn,1993,45.52177
chn,1994,46.75747
chn,1995,37.76782
chn,1996,45.65862
chn,1997,35.16868
chn,1998,24.86031
chn,1999,24.60211
chn,2000,28.66419
chn,2001,28.70213
chn,2002,29.10844
chn,2003,32.82439
chn,2004,33.67666
chn,2005,33.88522
chn,2006,34.08335
chn,2007,33.25579
chn,2008,31.66352
chn,2009,29.30657
chn,2010,32.70746
chn,2011,32.4578
chn,2012,30.52309
chn,2013,28.53043
chn,2014,22.21334
chn,2015,19.58595
chn,2016,18.24941
chn,2017,19.76068
chn,2018,20.77215
chn,2019,20.80169
chn,2020,24.88633
civ,2005,48.09442
civ,2006,47.84716
civ,2007,49.3114
civ,2008,53.29317
civ,2009,52.55818
civ,2010,54.09732
civ,2011,51.77402
civ,2012,58.78779
civ,2013,60.38361
civ,2014,57.49015
civ,2015,58.88765
civ,2016,47.56663
civ,2017,45.75985
civ,2018,52.24198
civ,2019,52.01195
civ,2020,54.42308
cmr,1977,48.33961
cmr,1978,44.69633
cmr,1979,43.60611
cmr,1980,39.00957
cmr,1981,38.56467
cmr,1982,34.52555
cmr,1983,31.43056
cmr,1984,29.97699
cmr,1985,31.97822
cmr,1986,44.55388
cmr,1987,30.31679
cmr,1988,31.64599
cmr,1989,29.707
cmr,1990,44.08364
cmr,1991,31.80885
cmr,1992,32.38674
cmr,1993,24.89874
cmr,1994,43.76187
cmr,1995,34.40739
cmr,1996,22.39062
cmr,1997,25.08184
cmr,1998,32.19915
cmr,1999,33.33216
cmr,2000,21.70597
cmr,2001,24.82841
cmr,2002,21.10955
cmr,2003,28.88539
cmr,2004,25.70115
cmr,2005,31.94892
cmr,2006,30.49477
cmr,2007,37.24624
cmr,2008,29.94559
cmr,2009,28.32771
cmr,2010,35.33075
cmr,2011,44.89726
cmr,2012,42.62056
cmr,2013,38.93191
cmr,2014,39.19708
cmr,2015,41.23576
cmr,2016,36.85292
cmr,2017,34.50992
cmr,2018,36.56538
cmr,2019,37.67643
cmr,2020,37.20237
cod,2005,70.52686
cod,2006,39.41267
cod,2007,45.40678
cod,2008,47.3995
cod,2009,44.0262
cod,2010,56.82578
cod,2011,48.88999
cod,2012,39.52292
cod,2013,48.28075
cod,2014,51.85357
cod,2015,46.02497
cod,2016,36.97056
cod,2017,50.74931
cod,2018,45.11648
cod,2019,46.52344
cod,2020,39.9814
cog,1978,27.26583
cog,1979,41.8649
cog,1980,27.0178
cog,1981,25.83612
cog,1982,23.05186
cog,1983,22.70814
cog,1984,36.521
cog,1985,30.29827
cog,1986,20.73018
cog,1987,21.93707
cog,1988,24.23419
cog,1989,26.30711
cog,1990,17.87966
cog,1991,18.65255
cog,1992,19.58504
cog,1993,18.51295
cog,1994,19.04684
cog,1995,18.54561
cog,1996,10.97195
cog,1997,13.31276
cog,1998,11.67313
cog,1999,11.19885
