geo,time,sp_dyn_to65_ma_zs
ago,1997,33.13905
ago,1998,33.60516
ago,1999,34.07126
ago,2000,34.53737
ago,2001,35.00347
ago,2002,35.46958
ago,2003,36.52585
ago,2004,37.58213
ago,2005,38.6384
ago,2006,39.69467
ago,2007,40.75095
ago,2008,42.06376
ago,2009,43.37658
ago,2010,44.68939
ago,2011,46.00221
ago,2012,47.31502
ago,2013,47.97896
ago,2014,48.64289
ago,2015,49.30683
ago,2016,49.97076
ago,2017,50.6347
ago,2018,51.13697
ago,2019,51.63924
ago,2020,52.14152
alb,1960,64.94699
alb,1961,66.52816
alb,1962,68.10932
alb,1963,68.37164
alb,1964,68.63395
alb,1965,68.89626
alb,1966,69.15858
alb,1967,69.42089
alb,1968,69.51296
alb,1969,69.60503
alb,1970,69.6971
alb,1971,69.78917
alb,1972,69.88125
alb,1973,70.57776
alb,1974,71.27427
alb,1975,71.97078
alb,1976,72.66729
alb,1977,73.3638
alb,1978,73.43087
alb,1979,73.49794
alb,1980,73.56502
alb,1981,73.63209
alb,1982,73.69916
alb,1983,73.97778
alb,1984,74.25641
alb,1985,74.53503
alb,1986,74.81365
alb,1987,75.09227
alb,1988,74.85026
alb,1989,74.60825
alb,1990,74.36624
alb,1991,74.12423
alb,1992,73.88222
alb,1993,74.22791
alb,1994,74.5736
alb,1995,74.91929
alb,1996,75.26498
alb,1997,75.61067
alb,1998,76.50871
alb,1999,77.40674
alb,2000,78.30478
alb,2001,79.20282
alb,2002,80.10086
alb,2003,80.29339
alb,2004,80.48592
alb,2005,80.67846
alb,2006,80.87099
alb,2007,81.06352
alb,2008,81.41461
alb,2009,81.7657
alb,2010,82.11678
alb,2011,82.46787
alb,2012,82.81896
alb,2013,83.19573
alb,2014,83.57249
alb,2015,83.94926
alb,2016,84.32602
alb,2017,84.70279
alb,2018,84.89432
alb,2019,85.08585
alb,2020,85.27739
are,1960,43.65159
are,1961,45.06765
are,1962,46.48371
are,1963,47.81882
are,1964,49.15393
are,1965,50.48903
are,1966,51.82414
are,1967,53.15925
are,1968,54.44968
are,1969,55.74011
are,1970,57.03054
are,1971,58.32097
are,1972,59.6114
are,1973,60.67999
are,1974,61.74859
are,1975,62.81718
are,1976,63.88578
are,1977,64.95437
are,1978,65.80621
are,1979,66.65804
are,1980,67.50988
are,1981,68.36171
are,1982,69.21355
are,1983,69.88299
are,1984,70.55242
are,1985,71.22186
are,1986,71.8913
are,1987,72.56074
are,1988,73.11653
are,1989,73.67231
are,1990,74.2281
are,1991,74.78389
are,1992,75.33968
are,1993,75.82614
are,1994,76.3126
are,1995,76.79906
are,1996,77.28552
are,1997,77.77199
are,1998,78.2056
are,1999,78.63922
are,2000,79.07283
are,2001,79.50644
are,2002,79.94006
are,2003,80.33217
are,2004,80.72429
are,2005,81.1164
are,2006,81.50852
are,2007,81.90063
are,2008,82.23954
are,2009,82.57845
are,2010,82.91737
are,2011,83.25628
are,2012,83.59519
are,2013,83.90599
are,2014,84.21679
are,2015,84.52759
are,2016,84.83839
are,2017,85.14919
are,2018,85.34676
are,2019,85.54432
are,2020,85.74189
arg,1960,58.64088
arg,1961,58.82374
arg,1962,59.00661
arg,1963,59.00417
arg,1964,59.00173
arg,1965,58.99929
arg,1966,58.99686
arg,1967,58.99442
arg,1968,59.42137
arg,1969,59.84832
arg,1970,60.27527
arg,1971,60.70222
arg,1972,61.12917
arg,1973,61.55897
arg,1974,61.98877
arg,1975,62.41858
arg,1976,62.84838
arg,1977,63.27819
arg,1978,63.75653
arg,1979,64.23486
arg,1980,64.7132
arg,1981,65.19154
arg,1982,65.66988
arg,1983,65.89194
arg,1984,66.114
arg,1985,66.33606
arg,1986,66.55812
arg,1987,66.78018
arg,1988,67.18385
arg,1989,67.58752
arg,1990,67.99119
arg,1991,68.39485
arg,1992,68.79852
arg,1993,69.15765
arg,1994,69.51677
arg,1995,69.87589
arg,1996,70.23501
arg,1997,70.59413
arg,1998,70.93095
arg,1999,71.26777
arg,2000,71.60459
arg,2001,71.94141
arg,2002,72.27823
arg,2003,72.59397
arg,2004,72.90972
arg,2005,73.22546
arg,2006,73.5412
arg,2007,73.85694
arg,2008,74.15281
arg,2009,74.44868
arg,2010,74.74454
arg,2011,75.04041
arg,2012,75.33628
arg,2013,75.61345
arg,2014,75.89061
arg,2015,76.16778
arg,2016,76.44495
arg,2017,76.72211
arg,2018,76.98325
arg,2019,77.24439
arg,2020,77.50553
arm,1960,60.9161
arm,1961,61.68495
arm,1962,62.4538
arm,1963,63.19301
arm,1964,63.93223
arm,1965,64.67144
arm,1966,65.41065
arm,1967,66.14987
arm,1968,66.66128
arm,1969,67.1727
arm,1970,67.68411
arm,1971,68.19552
arm,1972,68.70694
arm,1973,68.55181
arm,1974,68.39668
arm,1975,68.24155
arm,1976,68.08643
arm,1977,67.9313
arm,1978,68.01666
arm,1979,68.10202
arm,1980,68.18738
arm,1981,68.27274
arm,1982,68.3581
arm,1983,67.59523
arm,1984,66.83237
arm,1985,66.06951
arm,1986,65.30664
arm,1987,64.54378
arm,1988,63.75187
arm,1989,62.95996
arm,1990,62.16805
arm,1991,61.37614
arm,1992,60.58423
arm,1993,61.42399
arm,1994,62.26374
arm,1995,63.1035
arm,1996,63.94326
arm,1997,64.78301
arm,1998,65.6797
arm,1999,66.5764
arm,2000,67.47309
arm,2001,68.36978
arm,2002,69.26647
arm,2003,69.24938
arm,2004,69.2323
arm,2005,69.21522
arm,2006,69.19813
arm,2007,69.18105
arm,2008,69.53298
arm,2009,69.88492
arm,2010,70.23685
arm,2011,70.58878
arm,2012,70.94071
arm,2013,71.29967
arm,2014,71.65864
arm,2015,72.0176
arm,2016,72.37656
arm,2017,72.73552
arm,2018,72.98919
arm,2019,73.24286
arm,2020,73.49653
atg,1960,57.31979
atg,1961,58.13267
atg,1962,58.94556
atg,1963,59.36608
atg,1964,59.78661
atg,1965,60.20714
atg,1966,60.62767
atg,1967,61.04819
atg,1968,61.25457
atg,1969,61.46095
atg,1970,61.66733
atg,1971,61.8737
atg,1972,62.08008
atg,1973,62.3869
atg,1974,62.69372
atg,1975,63.00054
atg,1976,63.30736
atg,1977,63.61418
atg,1978,64.26806
atg,1979,64.92194
atg,1980,65.57582
atg,1981,66.2297
atg,1982,66.88357
atg,1983,67.34523
atg,1984,67.80688
atg,1985,68.26853
atg,1986,68.73019
atg,1987,69.19184
atg,1988,69.52505
atg,1989,69.85827
atg,1990,70.19148
atg,1991,70.52469
atg,1992,70.8579
atg,1993,71.27527
atg,1994,71.69263
atg,1995,72.11
atg,1996,72.52737
atg,1997,72.94473
atg,1998,73.39527
atg,1999,73.8458
atg,2000,74.29634
atg,2001,74.74688
atg,2002,75.19741
atg,2003,75.6705
atg,2004,76.14358
atg,2005,76.61666
atg,2006,77.08975
atg,2007,77.56283
atg,2008,77.8183
atg,2009,78.07378
atg,2010,78.32925
atg,2011,78.58473
atg,2012,78.8402
atg,2013,79.13806
atg,2014,79.43593
atg,2015,79.73379
atg,2016,80.03166
atg,2017,80.32952
atg,2018,80.52008
atg,2019,80.71063
atg,2020,80.90118
aus,1960,67.23893
aus,1961,67.23371
aus,1962,67.22849
aus,1963,67.15869
aus,1964,67.0889
aus,1965,67.0191
aus,1966,66.94931
aus,1967,66.87951
aus,1968,67.23306
aus,1969,67.58661
aus,1970,67.94017
aus,1971,68.29372
aus,1972,68.64727
aus,1973,69.33164
aus,1974,70.01601
aus,1975,70.70038
aus,1976,71.38475
aus,1977,72.06912
aus,1978,72.74655
aus,1979,73.42399
aus,1980,74.10142
aus,1981,74.77885
aus,1982,75.45629
aus,1983,76.02258
aus,1984,76.58887
aus,1985,77.15517
aus,1986,77.72146
aus,1987,78.28775
aus,1988,78.89597
aus,1989,79.50418
aus,1990,80.1124
aus,1991,80.72062
aus,1992,81.32883
aus,1993,81.77524
aus,1994,82.22164
aus,1995,82.66805
aus,1996,83.11445
aus,1997,83.56086
aus,1998,84.02268
aus,1999,84.48451
aus,2000,84.94634
aus,2001,85.40817
aus,2002,85.87
aus,2003,86.14844
aus,2004,86.42689
aus,2005,86.70533
aus,2006,86.98378
aus,2007,87.26223
aus,2008,87.46041
aus,2009,87.6586
aus,2010,87.85679
aus,2011,88.05497
aus,2012,88.25316
aus,2013,88.46177
aus,2014,88.67037
aus,2015,88.87898
aus,2016,89.08759
aus,2017,89.29619
aus,2018,89.4943
aus,2019,89.6924
aus,2020,89.8905
aut,1960,64.92143
aut,1961,65.36991
aut,1962,65.81839
aut,1963,65.96931
aut,1964,66.12023
aut,1965,66.27115
aut,1966,66.42207
aut,1967,66.57299
aut,1968,66.8183
aut,1969,67.06362
aut,1970,67.30893
aut,1971,67.55424
aut,1972,67.79956
aut,1973,68.17473
aut,1974,68.54991
aut,1975,68.92508
aut,1976,69.30025
aut,1977,69.67543
aut,1978,69.93197
aut,1979,70.18851
aut,1980,70.44505
aut,1981,70.7016
aut,1982,70.95814
aut,1983,71.62575
aut,1984,72.29337
aut,1985,72.96098
aut,1986,73.62859
aut,1987,74.29621
aut,1988,74.73107
aut,1989,75.16593
aut,1990,75.60079
aut,1991,76.03565
aut,1992,76.47051
aut,1993,77.06055
aut,1994,77.6506
aut,1995,78.24064
aut,1996,78.83069
aut,1997,79.42073
aut,1998,79.93973
aut,1999,80.45872
aut,2000,80.97772
aut,2001,81.49671
aut,2002,82.01571
aut,2003,82.33946
aut,2004,82.66322
aut,2005,82.98697
aut,2006,83.31073
aut,2007,83.63448
aut,2008,83.94047
aut,2009,84.24645
aut,2010,84.55243
aut,2011,84.85842
aut,2012,85.1644
aut,2013,85.4049
aut,2014,85.6454
aut,2015,85.8859
aut,2016,86.1264
aut,2017,86.3669
aut,2018,86.51442
aut,2019,86.66193
aut,2020,86.80945
aze,1960,56.57027
aze,1961,56.7339
aze,1962,56.89752
aze,1963,57.05875
aze,1964,57.21999
aze,1965,57.38122
aze,1966,57.54245
aze,1967,57.70368
aze,1968,57.83195
aze,1969,57.96021
aze,1970,58.08848
aze,1971,58.21675
aze,1972,58.34501
aze,1973,58.37666
aze,1974,58.4083
aze,1975,58.43995
aze,1976,58.47159
aze,1977,58.50323
aze,1978,58.55669
aze,1979,58.61015
aze,1980,58.66361
aze,1981,58.71707
aze,1982,58.77053
aze,1983,58.88537
aze,1984,59.00021
aze,1985,59.11505
aze,1986,59.22989
aze,1987,59.34473
aze,1988,58.71941
aze,1989,58.09409
aze,1990,57.46877
aze,1991,56.84345
aze,1992,56.21813
aze,1993,56.93656
aze,1994,57.65499
aze,1995,58.37342
aze,1996,59.09184
aze,1997,59.81027
aze,1998,60.73528
aze,1999,61.66028
aze,2000,62.58528
aze,2001,63.51029
aze,2002,64.43529
aze,2003,65.08042
aze,2004,65.72555
aze,2005,66.37067
aze,2006,67.0158
aze,2007,67.66093
aze,2008,68.2121
aze,2009,68.76326
aze,2010,69.31443
aze,2011,69.8656
aze,2012,70.41676
aze,2013,71.20907
aze,2014,72.00137
aze,2015,72.79368
aze,2016,73.58599
aze,2017,74.37829
aze,2018,74.52795
aze,2019,74.6776
aze,2020,74.82726
bdi,1960,29.39541
bdi,1961,29.78506
bdi,1962,30.1747
bdi,1963,30.56878
bdi,1964,30.96285
bdi,1965,31.35693
bdi,1966,31.75101
bdi,1967,32.14509
bdi,1968,32.33423
bdi,1969,32.52337
bdi,1970,32.71251
bdi,1971,32.90165
bdi,1972,33.0908
bdi,1973,33.32743
bdi,1974,33.56406
bdi,1975,33.80069
bdi,1976,34.03732
bdi,1977,34.27395
bdi,1978,34.35483
bdi,1979,34.43571
bdi,1980,34.51659
bdi,1981,34.59747
bdi,1982,34.67835
bdi,1983,34.80746
bdi,1984,34.93658
bdi,1985,35.06569
bdi,1986,35.19481
bdi,1987,35.32392
bdi,1988,34.83889
bdi,1989,34.35387
bdi,1990,33.86884
bdi,1991,33.38381
bdi,1992,32.89878
bdi,1993,32.84016
bdi,1994,32.78154
bdi,1995,32.72292
bdi,1996,32.6643
bdi,1997,32.60568
bdi,1998,33.90901
bdi,1999,35.21233
bdi,2000,36.51566
bdi,2001,37.81898
bdi,2002,39.12231
bdi,2003,40.61509
bdi,2004,42.10786
bdi,2005,43.60064
bdi,2006,45.09342
bdi,2007,46.58619
bdi,2008,47.53597
bdi,2009,48.48574
bdi,2010,49.43551
bdi,2011,50.38529
bdi,2012,51.33506
bdi,2013,51.95219
bdi,2014,52.56932
bdi,2015,53.18645
bdi,2016,53.80358
bdi,2017,54.42071
bdi,2018,54.94989
bdi,2019,55.47907
bdi,2020,56.00824
bel,1960,66.58437
bel,1961,66.6488
bel,1962,66.71322
bel,1963,66.82667
bel,1964,66.94012
bel,1965,67.05356
bel,1966,67.16701
bel,1967,67.28046
bel,1968,67.61853
bel,1969,67.95661
bel,1970,68.29468
bel,1971,68.63276
bel,1972,68.97083
bel,1973,69.39437
bel,1974,69.8179
bel,1975,70.24143
bel,1976,70.66497
bel,1977,71.0885
bel,1978,71.56373
bel,1979,72.03895
bel,1980,72.51417
bel,1981,72.9894
bel,1982,73.46462
bel,1983,74.02716
bel,1984,74.58971
bel,1985,75.15225
bel,1986,75.71479
bel,1987,76.27733
bel,1988,76.70001
bel,1989,77.12269
bel,1990,77.54537
bel,1991,77.96805
bel,1992,78.39073
bel,1993,78.70559
bel,1994,79.02046
bel,1995,79.33533
bel,1996,79.65019
bel,1997,79.96506
bel,1998,80.25221
bel,1999,80.53937
bel,2000,80.82652
bel,2001,81.11367
bel,2002,81.40082
bel,2003,81.72365
bel,2004,82.04647
bel,2005,82.36929
bel,2006,82.69211
bel,2007,83.01493
bel,2008,83.35963
bel,2009,83.70433
bel,2010,84.04903
bel,2011,84.39373
bel,2012,84.73843
bel,2013,84.99821
bel,2014,85.25799
bel,2015,85.51777
bel,2016,85.77754
bel,2017,86.03732
bel,2018,86.2686
bel,2019,86.49989
bel,2020,86.73117
ben,1960,26.84703
ben,1961,27.33039
ben,1962,27.81375
ben,1963,28.36033
ben,1964,28.90692
ben,1965,29.45351
ben,1966,30.0001
ben,1967,30.54669
ben,1968,30.97275
ben,1969,31.39881
ben,1970,31.82487
ben,1971,32.25093
ben,1972,32.67699
ben,1973,33.15782
ben,1974,33.63865
ben,1975,34.11947
ben,1976,34.6003
ben,1977,35.08112
ben,1978,35.51293
ben,1979,35.94473
ben,1980,36.37653
ben,1981,36.80834
ben,1982,37.24014
ben,1983,38.53519
ben,1984,39.83024
ben,1985,41.12529
ben,1986,42.42034
ben,1987,43.71538
ben,1988,44.95416
ben,1989,46.19294
ben,1990,47.43172
ben,1991,48.6705
ben,1992,49.90928
ben,1993,49.60459
ben,1994,49.29991
ben,1995,48.99523
ben,1996,48.69054
ben,1997,48.38586
ben,1998,48.72696
ben,1999,49.06806
ben,2000,49.40917
ben,2001,49.75027
ben,2002,50.09137
ben,2003,50.85722
ben,2004,51.62306
ben,2005,52.3889
ben,2006,53.15475
ben,2007,53.92059
ben,2008,54.29798
ben,2009,54.67536
ben,2010,55.05274
ben,2011,55.43012
ben,2012,55.8075
ben,2013,56.19918
ben,2014,56.59085
ben,2015,56.98253
ben,2016,57.3742
ben,2017,57.76588
ben,2018,58.21267
ben,2019,58.65945
ben,2020,59.10624
bfa,1960,21.44686
bfa,1961,22.00262
bfa,1962,22.55838
bfa,1963,23.15145
bfa,1964,23.74452
bfa,1965,24.33759
bfa,1966,24.93065
bfa,1967,25.52372
bfa,1968,26.12346
bfa,1969,26.72321
bfa,1970,27.32295
bfa,1971,27.9227
bfa,1972,28.52244
bfa,1973,29.41575
bfa,1974,30.30905
bfa,1975,31.20236
bfa,1976,32.09566
bfa,1977,32.98897
bfa,1978,34.6017
bfa,1979,36.21443
bfa,1980,37.82717
bfa,1981,39.4399
bfa,1982,41.05263
bfa,1983,41.28132
bfa,1984,41.51
bfa,1985,41.73869
bfa,1986,41.96737
bfa,1987,42.19606
bfa,1988,41.98823
bfa,1989,41.78041
bfa,1990,41.57259
bfa,1991,41.36476
bfa,1992,41.15694
bfa,1993,41.06917
bfa,1994,40.98139
bfa,1995,40.89362
bfa,1996,40.80585
bfa,1997,40.71807
bfa,1998,41.36346
bfa,1999,42.00886
bfa,2000,42.65425
bfa,2001,43.29964
bfa,2002,43.94503
bfa,2003,45.10684
bfa,2004,46.26865
bfa,2005,47.43046
bfa,2006,48.59227
bfa,2007,49.75408
bfa,2008,50.67548
bfa,2009,51.59689
bfa,2010,52.51829
bfa,2011,53.43969
bfa,2012,54.36109
bfa,2013,54.99846
bfa,2014,55.63583
bfa,2015,56.2732
bfa,2016,56.91056
bfa,2017,57.54793
bfa,2018,58.18097
bfa,2019,58.81402
bfa,2020,59.44706
bgd,1960,41.55501
bgd,1961,42.33417
bgd,1962,43.11332
bgd,1963,43.73524
bgd,1964,44.35716
bgd,1965,44.97908
bgd,1966,45.601
bgd,1967,46.22292
bgd,1968,45.78451
bgd,1969,45.34609
bgd,1970,44.90768
bgd,1971,44.46926
bgd,1972,44.03085
bgd,1973,45.42729
bgd,1974,46.82374
bgd,1975,48.22018
bgd,1976,49.61663
bgd,1977,51.01307
bgd,1978,51.58518
bgd,1979,52.15728
bgd,1980,52.72938
bgd,1981,53.30148
bgd,1982,53.87358
bgd,1983,54.54439
bgd,1984,55.2152
bgd,1985,55.88601
bgd,1986,56.55682
bgd,1987,57.22763
bgd,1988,57.95798
bgd,1989,58.68833
bgd,1990,59.41868
bgd,1991,60.14903
bgd,1992,60.87938
bgd,1993,61.7058
bgd,1994,62.53221
bgd,1995,63.35863
bgd,1996,64.18504
bgd,1997,65.01146
bgd,1998,65.54147
bgd,1999,66.07147
bgd,2000,66.60148
bgd,2001,67.13149
bgd,2002,67.6615
bgd,2003,68.12191
bgd,2004,68.58231
bgd,2005,69.04272
bgd,2006,69.50312
bgd,2007,69.96353
bgd,2008,70.37209
bgd,2009,70.78065
bgd,2010,71.18921
bgd,2011,71.59777
bgd,2012,72.00633
bgd,2013,72.28541
bgd,2014,72.5645
bgd,2015,72.84359
bgd,2016,73.12267
bgd,2017,73.40176
bgd,2018,73.81158
bgd,2019,74.2214
bgd,2020,74.63122
bgr,1960,69.71331
bgr,1961,70.66405
bgr,1962,71.6148
bgr,1963,71.7014
bgr,1964,71.78799
bgr,1965,71.87459
bgr,1966,71.96119
bgr,1967,72.04779
bgr,1968,71.96892
bgr,1969,71.89005
bgr,1970,71.81118
bgr,1971,71.73231
bgr,1972,71.65344
bgr,1973,71.42443
bgr,1974,71.19543
bgr,1975,70.96643
bgr,1976,70.73743
bgr,1977,70.50843
bgr,1978,70.21398
bgr,1979,69.91954
bgr,1980,69.6251
bgr,1981,69.33065
bgr,1982,69.03621
bgr,1983,68.74154
bgr,1984,68.44688
bgr,1985,68.15222
bgr,1986,67.85755
bgr,1987,67.56289
bgr,1988,67.17903
bgr,1989,66.79517
bgr,1990,66.41131
bgr,1991,66.02745
bgr,1992,65.64359
bgr,1993,65.4837
bgr,1994,65.3238
bgr,1995,65.1639
bgr,1996,65.004
bgr,1997,64.84411
bgr,1998,65.27853
bgr,1999,65.71296
bgr,2000,66.14739
bgr,2001,66.58182
bgr,2002,67.01624
bgr,2003,67.29045
bgr,2004,67.56465
bgr,2005,67.83885
bgr,2006,68.11305
bgr,2007,68.38725
bgr,2008,68.8322
bgr,2009,69.27714
bgr,2010,69.72208
bgr,2011,70.16703
bgr,2012,70.61197
bgr,2013,70.79388
bgr,2014,70.97579
bgr,2015,71.15771
bgr,2016,71.33962
bgr,2017,71.52153
bgr,2018,71.79854
bgr,2019,72.07555
bgr,2020,72.35256
bhr,1960,43.1908
bhr,1961,45.01698
bhr,1962,46.84315
bhr,1963,48.51923
bhr,1964,50.19532
bhr,1965,51.8714
bhr,1966,53.54748
bhr,1967,55.22357
bhr,1968,56.54954
bhr,1969,57.87551
bhr,1970,59.20148
bhr,1971,60.52745
bhr,1972,61.85342
bhr,1973,62.91313
bhr,1974,63.97284
bhr,1975,65.03255
bhr,1976,66.09226
bhr,1977,67.15197
bhr,1978,67.96571
bhr,1979,68.77945
bhr,1980,69.59319
bhr,1981,70.40693
bhr,1982,71.22067
bhr,1983,71.83989
bhr,1984,72.45911
bhr,1985,73.07833
bhr,1986,73.69755
bhr,1987,74.31677
bhr,1988,74.86264
bhr,1989,75.40851
bhr,1990,75.95438
bhr,1991,76.50025
bhr,1992,77.04612
bhr,1993,77.61678
bhr,1994,78.18745
bhr,1995,78.75811
bhr,1996,79.32878
bhr,1997,79.89944
bhr,1998,80.49403
bhr,1999,81.08862
bhr,2000,81.68321
bhr,2001,82.27781
bhr,2002,82.8724
bhr,2003,83.13031
bhr,2004,83.38821
bhr,2005,83.64612
bhr,2006,83.90403
bhr,2007,84.16194
bhr,2008,84.40401
bhr,2009,84.64607
bhr,2010,84.88814
bhr,2011,85.1302
bhr,2012,85.37227
bhr,2013,85.55008
bhr,2014,85.72788
bhr,2015,85.90569
bhr,2016,86.0835
bhr,2017,86.26131
bhr,2018,86.42686
bhr,2019,86.59241
bhr,2020,86.75796
bhs,1960,56.24668
bhs,1961,56.40801
bhs,1962,56.56934
bhs,1963,56.34771
bhs,1964,56.12608
bhs,1965,55.90445
bhs,1966,55.68282
bhs,1967,55.46119
bhs,1968,55.70628
bhs,1969,55.95137
bhs,1970,56.19647
bhs,1971,56.44156
bhs,1972,56.68665
bhs,1973,57.22261
bhs,1974,57.75858
bhs,1975,58.29455
bhs,1976,58.83051
bhs,1977,59.36648
bhs,1978,59.44942
bhs,1979,59.53235
bhs,1980,59.61529
bhs,1981,59.69823
bhs,1982,59.78117
bhs,1983,60.1858
bhs,1984,60.59044
bhs,1985,60.99507
bhs,1986,61.3997
bhs,1987,61.80434
bhs,1988,62.04457
bhs,1989,62.2848
bhs,1990,62.52503
bhs,1991,62.76526
bhs,1992,63.00549
bhs,1993,62.98956
bhs,1994,62.97364
bhs,1995,62.95772
bhs,1996,62.94179
bhs,1997,62.92587
bhs,1998,63.43375
bhs,1999,63.94163
bhs,2000,64.4495
bhs,2001,64.95738
bhs,2002,65.46526
bhs,2003,65.83242
bhs,2004,66.19958
bhs,2005,66.56673
bhs,2006,66.93389
bhs,2007,67.30105
bhs,2008,67.70225
bhs,2009,68.10344
bhs,2010,68.50464
bhs,2011,68.90584
bhs,2012,69.30703
bhs,2013,69.85206
bhs,2014,70.39708
bhs,2015,70.9421
bhs,2016,71.48713
bhs,2017,72.03215
bhs,2018,72.20667
bhs,2019,72.38118
bhs,2020,72.55569
bih,1960,55.85501
bih,1961,56.62385
bih,1962,57.39269
bih,1963,58.03627
bih,1964,58.67985
bih,1965,59.32343
bih,1966,59.967
bih,1967,60.61058
bih,1968,61.29712
bih,1969,61.98366
bih,1970,62.6702
bih,1971,63.35674
bih,1972,64.04328
bih,1973,64.65163
bih,1974,65.25998
bih,1975,65.86834
bih,1976,66.47669
bih,1977,67.08504
bih,1978,67.22344
bih,1979,67.36184
bih,1980,67.50024
bih,1981,67.63865
bih,1982,67.77705
bih,1983,68.17503
bih,1984,68.57302
bih,1985,68.97101
bih,1986,69.369
bih,1987,69.76699
bih,1988,68.72793
bih,1989,67.68888
bih,1990,66.64982
bih,1991,65.61077
bih,1992,64.57172
bih,1993,66.2391
bih,1994,67.90648
bih,1995,69.57385
bih,1996,71.24123
bih,1997,72.90861
bih,1998,73.39441
bih,1999,73.88021
bih,2000,74.36601
bih,2001,74.85181
bih,2002,75.3376
bih,2003,75.69043
bih,2004,76.04325
bih,2005,76.39607
bih,2006,76.7489
bih,2007,77.10172
bih,2008,77.59849
bih,2009,78.09526
bih,2010,78.59203
bih,2011,79.0888
bih,2012,79.58556
bih,2013,79.7823
bih,2014,79.97903
bih,2015,80.17576
bih,2016,80.3725
bih,2017,80.56923
bih,2018,80.83476
bih,2019,81.10028
bih,2020,81.36581
blr,1960,63.99878
blr,1961,64.81319
blr,1962,65.6276
blr,1963,65.66627
blr,1964,65.70494
blr,1965,65.74362
blr,1966,65.78229
blr,1967,65.82096
blr,1968,65.50626
blr,1969,65.19156
blr,1970,64.87686
blr,1971,64.56216
blr,1972,64.24745
blr,1973,63.95036
blr,1974,63.65326
blr,1975,63.35617
blr,1976,63.05907
blr,1977,62.76198
blr,1978,62.32543
blr,1979,61.88888
blr,1980,61.45233
blr,1981,61.01578
