geo,time,gc_tax_ypkg_zs
chl,1979,24.39794
chl,1980,28.1376
chl,1981,24.43501
chl,1982,27.71997
chl,1983,20.26338
chl,1984,15.929
chl,1985,16.40649
chl,1986,16.3378
chl,1987,14.4817
chl,1988,17.91883
chl,1989,18.24198
chl,1990,17.69912
chl,1991,24.56536
chl,1992,24.08763
chl,1993,23.35547
chl,1994,23.5385
chl,1995,22.68282
chl,1996,23.59364
chl,1997,22.95785
chl,1998,24.04769
chl,1999,22.60158
chl,2000,28.17536
chl,2001,27.19236
chl,2002,28.41283
chl,2003,29.78616
chl,2004,34.60833
chl,2005,41.67808
chl,2006,51.2407
chl,2007,51.22609
chl,2008,38.13789
chl,2009,36.76184
chl,2010,33.58886
chl,2011,32.52595
chl,2012,35.34546
chl,2013,34.49594
chl,2014,35.02373
chl,2015,35.95669
chl,2016,40.43158
chl,2017,44.24045
chl,2018,44.22822
chl,2019,46.15758
chn,2005,27.79103
chn,2006,28.44111
chn,2007,28.64056
chn,2008,29.17298
chn,2009,27.79247
chn,2010,25.41983
chn,2011,27.13902
chn,2012,28.19578
chn,2013,31.25631
chn,2014,32.49354
chn,2015,35.31398
chn,2016,36.37649
chn,2017,35.22111
chn,2018,36.72995
civ,1990,19.96713
civ,1995,16.76183
civ,2001,11.97513
civ,2002,10.81531
civ,2003,20.76296
civ,2004,20.058
civ,2005,26.02302
civ,2006,27.89187
civ,2007,29.20583
civ,2008,30.06718
civ,2009,25.37919
civ,2010,23.98645
civ,2011,26.50372
civ,2012,25.27819
civ,2013,27.2221
civ,2014,26.04687
civ,2015,24.81928
civ,2016,24.68039
civ,2017,25.26097
civ,2018,27.61596
civ,2019,12.85982
cmr,1990,27.66276
cmr,1991,29.37637
cmr,1992,29.03805
cmr,1993,29.7038
cmr,1994,31.53598
cmr,1995,23.39699
cmr,1998,25.33195
cmr,1999,26.04669
cmr,2012,34.50875
cmr,2013,34.38428
cmr,2014,33.65803
cmr,2015,35.41603
cmr,2016,30.51094
cmr,2017,25.75423
cmr,2018,26.62566
cog,2001,0
cog,2002,0
cog,2003,14.39954
cog,2004,30.39118
cog,2005,32.24962
cog,2006,32.69145
cog,2007,33.866
cog,2008,37.59788
cog,2009,35.9454
cog,2010,38.93758
cog,2011,36.59012
cog,2012,37.96189
cog,2013,38.5509
cog,2014,38.9703
cog,2015,42.72741
cog,2016,42.11987
cog,2017,44.21388
cog,2018,41.65229
col,1998,31.64109
col,1999,31.37872
col,2000,32.07731
col,2003,42.58496
col,2008,31.81392
col,2009,36.27354
col,2010,31.09118
col,2011,25.88435
col,2012,37.93956
col,2013,33.93412
col,2014,42.45932
col,2015,41.9551
col,2016,44.35167
col,2017,47.56382
col,2018,48.45511
col,2019,42.87734
cpv,2005,30.80979
cpv,2006,30.01708
cpv,2007,29.23632
cpv,2008,29.2317
cpv,2009,31.60273
cpv,2010,30.11437
cpv,2011,29.73381
cpv,2012,31.99824
cpv,2013,30.80007
cpv,2014,29.3711
cpv,2015,31.8187
cpv,2016,31.28372
cpv,2017,31.5036
cri,1972,23.40426
cri,1973,23.62205
cri,1974,21.66667
cri,1975,21.05263
cri,1976,23.4127
cri,1977,23.14815
cri,1978,23.82199
cri,1979,22.87105
cri,1980,20.99792
cri,1981,21.07496
cri,1982,23.906
cri,1983,24.13618
cri,1984,20.05002
cri,1985,19.75638
cri,1986,18.10951
cri,1987,16.09447
cri,1988,15.63594
cri,1989,16.4468
cri,1990,17.31361
cri,1991,15.58915
cri,1992,13.7866
cri,1993,16.42983
cri,1994,18.24377
cri,1995,18.52128
cri,1996,17.60793
cri,1997,17.91456
cri,1998,19.62865
cri,1999,24.66673
cri,2000,22.40364
cri,2001,23.23362
cri,2002,23.28016
cri,2003,24.91982
cri,2004,24.61858
cri,2005,24.77974
cri,2006,24.51703
cri,2007,25.76068
cri,2008,27.91475
cri,2009,29.58341
cri,2010,29.16699
cri,2011,27.4627
cri,2012,26.94698
cri,2013,27.48949
cri,2014,27.68262
cri,2015,28.40744
cri,2016,29.14012
cri,2017,30.68153
cri,2018,32.01095
cri,2019,32.84097
cyp,1972,20.44747
cyp,1973,21.03596
cyp,1974,24.64207
cyp,1975,35.74542
cyp,1976,33.62985
cyp,1977,25.38407
cyp,1978,25.22536
cyp,1979,26.23281
cyp,1980,32.41128
cyp,1981,31.5319
cyp,1982,30.1521
cyp,1983,32.14938
cyp,1984,31.87949
cyp,1985,33.02363
cyp,1986,30.69903
cyp,1987,32.14323
cyp,1988,30.30661
cyp,1989,31.39754
cyp,1990,33.54456
cyp,1991,30.29262
cyp,1992,28.56149
cyp,1993,28.2331
cyp,1994,29.38233
cyp,1995,40.51572
cyp,1996,40.48606
cyp,1997,42.63588
cyp,1998,43.75075
cyp,1999,47.23843
cyp,2000,44.42679
cyp,2001,43.92712
cyp,2002,43.49415
cyp,2003,34.81736
cyp,2004,28.76649
cyp,2005,31.67642
cyp,2006,36.14746
cyp,2007,40.37329
cyp,2008,39.66036
cyp,2009,39.55411
cyp,2010,38.84233
cyp,2011,41.80679
cyp,2012,40.35874
cyp,2013,40.33182
cyp,2014,37.85466
cyp,2015,36.83576
cyp,2016,36.54195
cyp,2017,37.87027
cyp,2018,37.65506
cyp,2019,38.2046
cze,1993,32.40853
cze,1994,30.27019
cze,1995,30.62216
cze,1996,26.74837
cze,1997,29.27836
cze,1998,28.65566
cze,1999,27.40105
cze,2000,27.19569
cze,2001,39.30421
cze,2002,40.54402
cze,2003,41.47978
cze,2004,40.25278
cze,2005,39.74688
cze,2006,40.5986
cze,2007,40.33404
cze,2008,38.7598
cze,2009,35.43672
cze,2010,34.03717
cze,2011,32.998
cze,2012,32.13783
cze,2013,31.67975
cze,2014,33.93097
cze,2015,32.898
cze,2016,34.00699
cze,2017,34.83845
cze,2018,36.79492
cze,2019,36.73085
deu,1972,39.80017
deu,1973,42.60279
deu,1974,45.38149
deu,1975,43.66186
deu,1976,44.65064
deu,1977,47.18026
deu,1978,45.96655
deu,1979,45.39274
deu,1980,44.51638
deu,1981,43.47276
deu,1982,44.25421
deu,1983,43.36269
deu,1984,41.45506
deu,1985,43.73352
deu,1986,44.27123
deu,1987,43.63605
deu,1988,44.35751
deu,1989,44.13248
deu,1990,40.59336
deu,1991,41.02937
deu,1992,41.50796
deu,1993,39.5465
deu,1994,37.86719
deu,1995,42.22547
deu,1996,43.43426
deu,1997,43.5512
deu,1998,43.78224
deu,1999,43.43167
deu,2000,44.19105
deu,2001,40.70595
deu,2002,39.78956
deu,2003,39.23615
deu,2004,39.43458
deu,2005,39.29985
deu,2006,41.12008
deu,2007,41.06248
deu,2008,41.66105
deu,2009,38.59366
deu,2010,37.75874
deu,2011,38.30491
deu,2012,39.8675
deu,2013,40.78483
deu,2014,41.21954
deu,2015,42.01464
deu,2016,44.03509
deu,2017,44.62007
deu,2018,45.71675
deu,2019,45.89875
dnk,1972,45.47959
dnk,1973,47.53101
dnk,1974,52.26796
dnk,1975,48.61442
dnk,1976,46.23436
dnk,1977,42.83295
dnk,1978,42.07267
dnk,1979,40.53679
dnk,1980,41.63147
dnk,1981,41.9764
dnk,1982,42.55973
dnk,1983,41.0274
dnk,1984,43.73835
dnk,1985,45.17566
dnk,1986,44.89252
dnk,1987,45.13095
dnk,1988,46.28732
dnk,1989,46.95752
dnk,1990,45.53283
dnk,1991,46.41767
dnk,1992,46.94775
dnk,1993,47.80702
dnk,1994,48.2972
dnk,1995,49.78379
dnk,1996,48.99383
dnk,1997,48.44886
dnk,1998,45.71012
dnk,1999,45.83513
dnk,2000,46.64191
dnk,2001,43.66829
dnk,2002,42.83952
dnk,2003,43.52035
dnk,2004,44.99799
dnk,2005,46.99655
dnk,2006,45.20433
dnk,2007,49.22068
dnk,2008,49.82037
dnk,2009,50.1973
dnk,2010,50.23573
dnk,2011,49.89858
dnk,2012,50.84363
dnk,2013,51.88029
dnk,2014,56.17447
dnk,2015,52.72792
dnk,2016,51.89471
dnk,2017,52.70423
dnk,2018,50.57581
dnk,2019,54.89742
dom,1972,22.70251
dom,1973,22.84989
dom,1974,23.51268
dom,1975,21.94195
dom,1976,23.54512
dom,1977,18.83151
dom,1978,20.71083
dom,1979,21.67821
dom,1980,26.13
dom,1981,25.35403
dom,1982,26.94057
dom,1983,25.01924
dom,1984,23.10487
dom,1985,21.47598
dom,1986,20.30409
dom,1987,19.38711
dom,1988,21.47614
dom,1989,24.15337
dom,1990,25.02617
dom,1991,24.74676
dom,1992,17.19353
dom,1993,16.83864
dom,1994,16.29581
dom,1995,17.99653
dom,1996,18.7659
dom,1997,18.81354
dom,1998,18.38531
dom,1999,20.3682
dom,2000,20.47969
dom,2001,25.01498
dom,2002,23.61955
dom,2003,27.60995
dom,2004,20.79631
dom,2005,19.92401
dom,2006,22.08234
dom,2007,25.44035
dom,2008,24.87596
dom,2009,24.67478
dom,2010,22.15784
dom,2011,23.98969
dom,2012,29.68799
dom,2013,30.5993
dom,2014,31.94179
dom,2015,28.91841
dom,2016,29.94062
dom,2017,30.93669
dom,2018,30.53919
dom,2019,31.598
egy,1975,13.03949
egy,1976,17.12565
egy,1977,13.22196
egy,1978,22.71517
egy,1979,23.31471
egy,1981,34.44987
egy,1982,32.94335
egy,1983,34.6826
egy,1984,28.03225
egy,1985,30.73337
egy,1986,33.80575
egy,1987,31.42324
egy,1988,31.40627
egy,1989,31.85998
egy,1990,33.48056
egy,1991,38.64294
egy,1992,38.85863
egy,1993,38.16359
egy,1994,36.01236
egy,1995,33.7515
egy,1996,34.21618
egy,1997,34.36749
egy,2002,38.62643
egy,2003,37.39414
egy,2004,40.62789
egy,2005,41.67313
egy,2006,49.36505
egy,2007,51.20012
egy,2008,48.87777
egy,2009,49.16883
egy,2010,44.93866
egy,2011,46.64543
egy,2012,43.99258
egy,2013,46.89509
egy,2014,46.45836
egy,2015,42.43015
esp,1972,31.80617
esp,1973,32.00656
esp,1974,36.55244
esp,1975,39.58081
esp,1976,42.06627
esp,1977,43.79048
esp,1978,47.40532
esp,1979,50.08974
esp,1980,52.62734
esp,1981,50.78489
esp,1982,48.54051
esp,1983,48.90738
esp,1984,50.88911
esp,1985,48.68574
esp,1986,41.57396
esp,1987,50.19914
esp,1988,50.71888
esp,1989,55.68759
esp,1990,57.16863
esp,1991,58.11156
esp,1992,57.30589
esp,1993,59.25993
esp,1994,55.61434
esp,2017,40.61467
esp,2018,42.41612
esp,2019,41.29042
est,1991,38.52564
est,1992,31.11972
est,1993,28.42821
est,1994,33.70402
est,1995,46.03791
est,1996,41.68947
est,1997,41.15334
est,1998,46.17984
est,1999,46.13433
est,2000,39.18401
est,2001,37.34503
est,2002,38.09338
est,2003,40.45157
est,2004,38.88911
est,2005,36.08326
est,2006,34.9335
est,2007,36.07952
est,2008,39.81413
est,2009,34.35581
est,2010,33.20022
est,2011,32.62062
est,2012,33.11225
est,2013,35.58595
est,2014,35.54819
est,2015,35.93792
est,2016,34.37559
est,2017,34.25977
est,2018,35.49192
est,2019,34.51829
eth,1990,40.87172
eth,1991,38.43005
eth,1992,40.07286
eth,1993,31.10174
eth,1994,29.24197
eth,1995,31.03124
eth,1996,34.67353
eth,1997,30.78285
eth,1998,32.06977
eth,1999,33.06014
eth,2001,28.41159
eth,2002,29.40064
eth,2003,24.64832
eth,2004,17.89136
eth,2005,18.00778
eth,2006,18.84899
eth,2007,19.46853
eth,2008,19.42971
eth,2009,23.35076
eth,2010,26.51964
eth,2011,26.17019
eth,2012,25.03184
eth,2013,25.58077
eth,2014,27.24235
eth,2015,28.60073
eth,2016,28.13329
eth,2017,29.71531
eth,2018,29.23714
eth,2019,32.78606
fin,1972,34.60845
fin,1973,36.82282
fin,1974,39.53244
fin,1975,39.60042
fin,1976,42.55123
fin,1977,38.85422
fin,1978,33.14907
fin,1979,31.82091
fin,1980,34.51014
fin,1981,36.78316
fin,1982,35.39945
fin,1983,35.50401
fin,1984,37.30422
fin,1985,38.20874
fin,1986,40.38784
fin,1987,36.13272
fin,1988,37.7371
fin,1989,36.39722
fin,1990,38.09708
fin,1991,38.01763
fin,1992,39.96237
fin,1993,34.76997
fin,1994,37.80506
fin,1995,32.43309
fin,1996,35.43166
fin,1997,34.94413
fin,1998,36.61318
fin,1999,35.92018
fin,2000,42.51073
fin,2001,38.98418
fin,2002,38.94368
fin,2003,36.05294
fin,2004,36.16622
fin,2005,36.06576
fin,2006,35.70136
fin,2007,37.60246
fin,2008,36.6016
fin,2009,29.03931
fin,2010,28.05383
fin,2011,28.88861
fin,2012,27.66057
fin,2013,27.27898
fin,2014,27.88034
fin,2015,28.19375
fin,2016,28.17794
fin,2017,28.69717
fin,2018,28.57642
fin,2019,28.67343
fji,1990,43.75153
fji,1991,46.71981
fji,1992,39.36701
fji,1993,35.39926
fji,1994,32.91322
fji,1995,36.64332
fji,1996,37.29795
fji,2004,31.90192
fji,2005,32.47606
fji,2006,35.81666
fji,2010,32.42234
fji,2011,30.86808
fji,2012,30.27338
fji,2013,24.43291
fji,2014,24.97254
fji,2015,26.0874
fji,2016,30.11026
fji,2017,31.07762
fji,2018,27.46883
fji,2019,26.51364
fra,1972,29.05582
fra,1973,29.17658
fra,1974,34.06636
fra,1975,31.3275
fra,1976,33.54111
fra,1977,35.19477
fra,1978,33.02994
fra,1979,32.44562
fra,1980,34.47612
fra,1981,35.37583
fra,1982,35.22697
fra,1983,35.63939
