geo,time,sl_ind_empl_fe_zs
rou,2010,19.9
rou,2011,19.87
rou,2012,19.98
rou,2013,20.08
rou,2014,20.67
rou,2015,20
rou,2016,21.02
rou,2017,21.69
rou,2018,21.45
rou,2019,20.92
rus,1991,33.81
rus,1992,32.63
rus,1993,32.06
rus,1994,29.7
rus,1995,27.73
rus,1996,26.02
rus,1997,23.28
rus,1998,22.66
rus,1999,22.21
rus,2000,22.3
rus,2001,23.26
rus,2002,23.01
rus,2003,22.2
rus,2004,21.44
rus,2005,20.72
rus,2006,20.15
rus,2007,20.16
rus,2008,18.77
rus,2009,17.78
rus,2010,17.67
rus,2011,17.06
rus,2012,17.06
rus,2013,16.88
rus,2014,16.54
rus,2015,16.06
rus,2016,16
rus,2017,15.79
rus,2018,15.74
rus,2019,15.45
rwa,1991,0.6
rwa,1992,0.59
rwa,1993,0.6
rwa,1994,0.62
rwa,1995,0.6
rwa,1996,0.61
rwa,1997,0.61
rwa,1998,0.61
rwa,1999,0.61
rwa,2000,0.62
rwa,2001,0.65
rwa,2002,0.68
rwa,2003,0.78
rwa,2004,0.88
rwa,2005,1
rwa,2006,1.12
rwa,2007,1.24
rwa,2008,1.4
rwa,2009,1.62
rwa,2010,1.84
rwa,2011,2.11
rwa,2012,2.42
rwa,2013,2.46
rwa,2014,2.67
rwa,2015,2.67
rwa,2016,2.7
rwa,2017,2.72
rwa,2018,2.71
rwa,2019,2.74
sau,1991,2.36
sau,1992,2.3
sau,1993,2.16
sau,1994,2.05
sau,1995,1.96
sau,1996,1.92
sau,1997,1.87
sau,1998,1.82
sau,1999,1.76
sau,2000,1.47
sau,2001,1.1
sau,2002,1.23
sau,2003,1.15
sau,2004,1.08
sau,2005,1.04
sau,2006,1.03
sau,2007,1.37
sau,2008,1.28
sau,2009,1.44
sau,2010,1.51
sau,2011,1.62
sau,2012,1.72
sau,2013,1.86
sau,2014,1.66
sau,2015,1.56
sau,2016,2.05
sau,2017,2.13
sau,2018,2.19
sau,2019,2.11
sdn,1991,3.24
sdn,1992,3.24
sdn,1993,3.31
sdn,1994,3.32
sdn,1995,3.33
sdn,1996,3.44
sdn,1997,3.44
sdn,1998,3.44
sdn,1999,3.44
sdn,2000,3.44
sdn,2001,3.45
sdn,2002,3.49
sdn,2003,3.49
sdn,2004,3.51
sdn,2005,3.56
sdn,2006,3.6
sdn,2007,3.68
sdn,2008,3.77
sdn,2009,3.78
sdn,2010,3.82
sdn,2011,3.91
sdn,2012,4.06
sdn,2013,4.14
sdn,2014,4.21
sdn,2015,4.34
sdn,2016,4.47
sdn,2017,4.66
sdn,2018,4.64
sdn,2019,4.69
sen,1991,8.01
sen,1992,7.94
sen,1993,7.89
sen,1994,7.88
sen,1995,7.77
sen,1996,7.69
sen,1997,7.59
sen,1998,7.48
sen,1999,7.36
sen,2000,7.23
sen,2001,7.24
sen,2002,7.18
sen,2003,7.05
sen,2004,6.96
sen,2005,6.85
sen,2006,6.73
sen,2007,6.62
sen,2008,6.54
sen,2009,6.47
sen,2010,6.36
sen,2011,6.28
sen,2012,6.15
sen,2013,6.04
sen,2014,5.89
sen,2015,5.75
sen,2016,5.66
sen,2017,5.56
sen,2018,5.48
sen,2019,5.42
sgp,1991,32.86
sgp,1992,32.06
sgp,1993,30.31
sgp,1994,28.41
sgp,1995,25
sgp,1996,25.94
sgp,1997,26.8
sgp,1998,25.41
sgp,1999,25.03
sgp,2000,22.98
sgp,2001,21.09
sgp,2002,20.83
sgp,2003,20.66
sgp,2004,19.75
sgp,2005,17.58
sgp,2006,17.4
sgp,2007,17.82
sgp,2008,17.18
sgp,2009,16.46
sgp,2010,15.35
sgp,2011,14.49
sgp,2012,14.54
sgp,2013,14.6
sgp,2014,12.35
sgp,2015,12.22
sgp,2016,11.88
sgp,2017,11.59
sgp,2018,11.32
sgp,2019,10.98
slb,1991,1.94
slb,1992,1.98
slb,1993,2.01
slb,1994,2.09
slb,1995,2.15
slb,1996,2.21
slb,1997,2.24
slb,1998,2.32
slb,1999,2.38
slb,2000,2.31
slb,2001,2.36
slb,2002,2.31
slb,2003,2.38
slb,2004,2.51
slb,2005,2.7
slb,2006,2.87
slb,2007,3.04
slb,2008,3.25
slb,2009,3.29
slb,2010,3.52
slb,2011,3.7
slb,2012,3.88
slb,2013,4.11
slb,2014,4.29
slb,2015,4.54
slb,2016,4.71
slb,2017,4.94
slb,2018,5.23
slb,2019,5.5
sle,1991,2.39
sle,1992,2.37
sle,1993,2.35
sle,1994,2.33
sle,1995,2.3
sle,1996,2.29
sle,1997,2.27
sle,1998,2.27
sle,1999,2.29
sle,2000,2.33
sle,2001,2.36
sle,2002,2.41
sle,2003,2.46
sle,2004,2.55
sle,2005,2.36
sle,2006,2.21
sle,2007,2.07
sle,2008,1.96
sle,2009,1.87
sle,2010,1.76
sle,2011,1.68
sle,2012,1.56
sle,2013,1.44
sle,2014,1.37
sle,2015,1.5
sle,2016,1.51
sle,2017,1.53
sle,2018,1.54
sle,2019,1.53
slv,1991,26.85
slv,1992,26.82
slv,1993,26.76
slv,1994,26.58
slv,1995,26.37
slv,1996,25.94
slv,1997,25.5
slv,1998,25.03
slv,1999,24.27
slv,2000,24.33
slv,2001,22.15
slv,2002,23.53
slv,2003,21.89
slv,2004,21.67
slv,2005,20.09
slv,2006,19
slv,2007,20.34
slv,2008,20.59
slv,2009,18.31
slv,2010,18.42
slv,2011,18.75
slv,2012,18.39
slv,2013,17.51
slv,2014,17.97
slv,2015,19.5
slv,2016,17.08
slv,2017,18.07
slv,2018,17.84
slv,2019,17.67
som,1991,1.06
som,1992,1.04
som,1993,1.03
som,1994,1.02
som,1995,0.99
som,1996,0.97
som,1997,0.96
som,1998,0.94
som,1999,0.92
som,2000,0.9
som,2001,0.89
som,2002,0.87
som,2003,0.86
som,2004,0.86
som,2005,0.85
som,2006,0.85
som,2007,0.8
som,2008,0.81
som,2009,0.81
som,2010,0.82
som,2011,0.82
som,2012,0.82
som,2013,0.82
som,2014,0.81
som,2015,0.81
som,2016,0.8
som,2017,0.8
som,2018,0.8
som,2019,0.79
srb,1991,20.61
srb,1992,20.14
srb,1993,19.61
srb,1994,19.45
srb,1995,19.82
srb,1996,19.79
srb,1997,19.71
srb,1998,19.52
srb,1999,18.99
srb,2000,19.22
srb,2001,19.25
srb,2002,18.92
srb,2003,18.8
srb,2004,18.42
srb,2005,17.49
srb,2006,18.64
srb,2007,19.64
srb,2008,16.03
srb,2009,15.51
srb,2010,16.02
srb,2011,16.55
srb,2012,17.12
srb,2013,17.13
srb,2014,16.99
srb,2015,16.91
srb,2016,16.3
srb,2017,16.93
srb,2018,18.65
srb,2019,18.96
ssd,1991,7.01
ssd,1992,7.03
ssd,1993,7.06
ssd,1994,7.08
ssd,1995,7.11
ssd,1996,7.15
ssd,1997,7.23
ssd,1998,7.26
ssd,1999,7.28
ssd,2000,7.33
ssd,2001,7.42
ssd,2002,7.51
ssd,2003,7.61
ssd,2004,7.69
ssd,2005,7.79
ssd,2006,7.94
ssd,2007,8.11
ssd,2008,8.24
ssd,2009,8.2
ssd,2010,8.32
ssd,2011,8.39
ssd,2012,8.45
ssd,2013,9.19
ssd,2014,8.89
ssd,2015,8.18
ssd,2016,8.11
ssd,2017,8.08
ssd,2018,8.58
ssd,2019,8.68
stp,1991,4.85
stp,1992,4.84
stp,1993,4.82
stp,1994,4.8
stp,1995,4.77
stp,1996,4.74
stp,1997,4.7
stp,1998,4.65
stp,1999,4.63
stp,2000,4.63
stp,2001,4.39
stp,2002,4.43
stp,2003,4.27
stp,2004,4.35
stp,2005,3.76
stp,2006,3.69
stp,2007,3.69
stp,2008,3.69
stp,2009,3.77
stp,2010,3.7
stp,2011,3.66
stp,2012,3.61
stp,2013,3.55
stp,2014,3.45
stp,2015,3.41
stp,2016,3.38
stp,2017,3.34
stp,2018,3.3
stp,2019,3.25
sur,1991,6.31
sur,1992,6.02
sur,1993,6.47
sur,1994,6.85
sur,1995,5.4
sur,1996,5.31
sur,1997,5.28
sur,1998,9.77
sur,1999,9.19
sur,2000,8.93
sur,2001,8.78
sur,2002,8.6
sur,2003,8.61
sur,2004,8.68
sur,2005,8.5
sur,2006,8.47
sur,2007,8.45
sur,2008,8.41
sur,2009,8.34
sur,2010,8.35
sur,2011,8.4
sur,2012,8.34
sur,2013,8.32
sur,2014,8.19
sur,2015,8.07
sur,2016,7.75
sur,2017,7.7
sur,2018,7.65
sur,2019,7.54
svk,1991,31.9
svk,1992,30.46
svk,1993,29.72
svk,1994,29.09
svk,1995,28.61
svk,1996,28.48
svk,1997,27.32
svk,1998,26.92
svk,1999,26.1
svk,2000,25.47
svk,2001,24.73
svk,2002,26.19
svk,2003,25.58
svk,2004,26.36
svk,2005,25.24
svk,2006,24.78
svk,2007,24.3
svk,2008,24.42
svk,2009,22.18
svk,2010,21.1
svk,2011,21.36
svk,2012,20.94
svk,2013,19.24
svk,2014,19.96
svk,2015,20.76
svk,2016,21.16
svk,2017,21.32
svk,2018,20.6
svk,2019,20.26
svn,1991,37.58
svn,1992,36.62
svn,1993,35.77
svn,1994,33.88
svn,1995,33.71
svn,1996,32.25
svn,1997,30.47
svn,1998,29.9
svn,1999,27.75
svn,2000,28.31
svn,2001,28.93
svn,2002,28.65
svn,2003,26.07
svn,2004,25.37
svn,2005,25.36
svn,2006,23.65
svn,2007,22.98
svn,2008,22.68
svn,2009,21.7
svn,2010,20.53
svn,2011,18.32
svn,2012,18.24
svn,2013,18.3
svn,2014,17.86
svn,2015,18.22
svn,2016,19.14
svn,2017,19.03
svn,2018,20.4
svn,2019,20.51
swe,1991,12.52
swe,1992,12.28
swe,1993,12.01
swe,1994,11.81
swe,1995,11.73
swe,1996,12.19
swe,1997,11.85
swe,1998,12.91
swe,1999,11.68
swe,2000,11.48
swe,2001,11.16
swe,2002,10.33
swe,2003,9.9
swe,2004,9.67
swe,2005,9.31
swe,2006,9.28
swe,2007,9.11
swe,2008,8.26
swe,2009,7.69
swe,2010,7.63
swe,2011,7.58
swe,2012,7.75
swe,2013,7.76
swe,2014,7.2
swe,2015,6.91
swe,2016,6.96
swe,2017,7.11
swe,2018,7.16
swe,2019,7.14
swz,1991,31.27
swz,1992,31.15
swz,1993,31.23
swz,1994,31.06
swz,1995,31.05
swz,1996,30.85
swz,1997,30.78
swz,1998,30.42
swz,1999,29.99
swz,2000,29.79
swz,2001,29.45
swz,2002,28.94
swz,2003,28.4
swz,2004,28.08
swz,2005,27.65
swz,2006,27.22
swz,2007,26.89
swz,2008,26.55
swz,2009,26.32
swz,2010,25.75
swz,2011,25.35
swz,2012,24.95
swz,2013,24.43
swz,2014,24.21
swz,2015,23.97
swz,2016,23.54
swz,2017,23
swz,2018,22.52
swz,2019,22.17
syr,1991,8.15
syr,1992,10.32
syr,1993,13.12
syr,1994,11.89
syr,1995,10.76
syr,1996,10.35
syr,1997,9.89
syr,1998,9.69
syr,1999,9.75
syr,2000,7.37
syr,2001,7.63
syr,2002,7.92
syr,2003,8.15
syr,2004,8.07
syr,2005,7.96
syr,2006,7.95
syr,2007,7.77
syr,2008,8.44
syr,2009,8.81
syr,2010,9.27
syr,2011,9.62
syr,2012,8.95
syr,2013,8.35
syr,2014,8.11
syr,2015,8.05
syr,2016,8.05
syr,2017,8.07
syr,2018,8.19
syr,2019,8.27
tcd,1991,0.75
tcd,1992,0.72
tcd,1993,0.71
tcd,1994,0.69
tcd,1995,0.68
tcd,1996,0.67
tcd,1997,0.66
tcd,1998,0.64
tcd,1999,0.64
tcd,2000,0.64
tcd,2001,0.64
tcd,2002,0.63
tcd,2003,0.63
tcd,2004,0.6
tcd,2005,0.59
tcd,2006,0.6
tcd,2007,0.6
tcd,2008,0.6
tcd,2009,0.62
tcd,2010,0.63
tcd,2011,0.59
tcd,2012,0.59
tcd,2013,0.59
tcd,2014,0.58
tcd,2015,0.57
tcd,2016,0.58
tcd,2017,0.58
tcd,2018,0.55
tcd,2019,0.54
tgo,1991,16.77
tgo,1992,16.71
tgo,1993,16.68
tgo,1994,16.4
tgo,1995,16.32
tgo,1996,16.18
tgo,1997,15.96
tgo,1998,15.69
tgo,1999,15.52
tgo,2000,15.51
tgo,2001,15.31
tgo,2002,15.13
tgo,2003,14.86
tgo,2004,14.61
tgo,2005,14.48
tgo,2006,14.3
tgo,2007,14.21
tgo,2008,13.99
tgo,2009,13.9
tgo,2010,13.74
tgo,2011,13.6
tgo,2012,13.47
tgo,2013,13.48
tgo,2014,13.4
tgo,2015,14.97
tgo,2016,16.57
tgo,2017,18.11
tgo,2018,17.97
tgo,2019,17.78
tha,1991,13.71
tha,1992,13.32
tha,1993,15.14
tha,1994,15.39
tha,1995,17.13
tha,1996,17.52
tha,1997,16.86
tha,1998,15.81
tha,1999,16.97
tha,2000,17.31
tha,2001,18.41
tha,2002,19.18
tha,2003,20.02
tha,2004,20.81
tha,2005,22.18
tha,2006,20.35
tha,2007,20.3
tha,2008,19.5
tha,2009,18.76
tha,2010,18.21
tha,2011,16.77
tha,2012,17.5
tha,2013,17.57
tha,2014,20.6
tha,2015,20.79
tha,2016,20.52
tha,2017,19.87
tha,2018,19.97
tha,2019,19.76
tjk,1991,6.33
tjk,1992,6.21
tjk,1993,6.05
tjk,1994,5.82
tjk,1995,5.71
tjk,1996,5.58
tjk,1997,5.34
tjk,1998,5.07
tjk,1999,4.94
tjk,2000,4.78
tjk,2001,4.68
tjk,2002,4.61
tjk,2003,4.56
tjk,2004,4.53
tjk,2005,4.56
tjk,2006,4.61
tjk,2007,4.68
tjk,2008,4.8
tjk,2009,5.01
tjk,2010,5.14
tjk,2011,5.31
tjk,2012,5.46
tjk,2013,5.64
tjk,2014,5.87
tjk,2015,6.15
tjk,2016,6.45
tjk,2017,6.78
tjk,2018,7.12
tjk,2019,7.37
tkm,1991,42.9
tkm,1992,41.37
tkm,1993,41.29
tkm,1994,41.52
tkm,1995,39.79
tkm,1996,38.88
tkm,1997,38.82
tkm,1998,38.59
tkm,1999,37.87
tkm,2000,37.01
tkm,2001,36.62
tkm,2002,35.81
tkm,2003,35.17
tkm,2004,34.73
tkm,2005,34.38
tkm,2006,34.08
tkm,2007,34.16
tkm,2008,33.3
tkm,2009,33.32
tkm,2010,33.51
tkm,2011,33.42
tkm,2012,33.61
tkm,2013,33.87
tkm,2014,34.16
tkm,2015,34.6
tkm,2016,34.95
tkm,2017,35.4
tkm,2018,35.87
tkm,2019,36.35
tls,1991,4.61
tls,1992,4.74
tls,1993,4.89
tls,1994,5.04
tls,1995,5.18
tls,1996,5.29
tls,1997,5.25
tls,1998,4.86
tls,1999,4.51
tls,2000,5.86
tls,2001,6.37
tls,2002,8.08
tls,2003,4.59
tls,2004,4.42
tls,2005,4.49
tls,2006,4.75
tls,2007,5.74
tls,2008,6.56
tls,2009,7.23
tls,2010,6.74
tls,2011,6.57
tls,2012,6.71
tls,2013,6.52
tls,2014,6.69
tls,2015,6.79
tls,2016,6.96
tls,2017,6.64
tls,2018,6.83
tls,2019,7.57
ton,1991,61.35
ton,1992,59.7
ton,1993,58.36
ton,1994,57.85
ton,1995,58.07
ton,1996,58.09
ton,1997,58.23
ton,1998,58.44
ton,1999,58.71
ton,2000,59.1
ton,2001,59.26
ton,2002,59.03
ton,2003,58.65
ton,2004,57.46
ton,2005,56.64
ton,2006,56.09
ton,2007,55.05
ton,2008,54.68
ton,2009,54.08
ton,2010,53.09
ton,2011,51.95
ton,2012,50.77
ton,2013,49.48
ton,2014,48.4
ton,2015,47.44
ton,2016,46.59
ton,2017,45.93
ton,2018,45.05
ton,2019,45
tto,1991,15.8
tto,1992,14.36
tto,1993,13.96
tto,1994,13.58
tto,1995,12.87
tto,1996,12.96
tto,1997,12.89
tto,1998,13.45
tto,1999,13.17
tto,2000,13.47
tto,2001,12.94
tto,2002,14.36
tto,2003,13.34
tto,2004,15.3
tto,2005,16.18
tto,2006,15.93
tto,2007,15.2
tto,2008,15.59
tto,2009,14.61
tto,2010,14.2
tto,2011,13.59
tto,2012,12.96
tto,2013,12.9
tto,2014,12.57
tto,2015,12.95
tto,2016,12.62
tto,2017,12.48
tto,2018,12.46
tto,2019,12.37
tun,1991,36.83
tun,1992,36.73
tun,1993,36.54
tun,1994,36.43
tun,1995,36.23
tun,1996,36.13
tun,1997,35.93
tun,1998,35.81
tun,1999,35.75
tun,2000,35.62
tun,2001,35.52
tun,2002,35.19
tun,2003,35.07
tun,2004,35.07
tun,2005,34.66
tun,2006,34.12
tun,2007,33.91
tun,2008,34.29
tun,2009,31.58
tun,2010,32.75
tun,2011,33.52
tun,2012,33.42
tun,2013,33.94
tun,2014,34
tun,2015,33.28
tun,2016,32.55
tun,2017,32.81
tun,2018,32.72
tun,2019,32.57
tur,1991,20.27
tur,1992,20.02
tur,1993,19.38
tur,1994,19.55
tur,1995,19.46
tur,1996,19.35
tur,1997,19.01
tur,1998,18.85
tur,1999,18.33
tur,2000,17.93
tur,2001,17.26
tur,2002,17.24
tur,2003,16.97
tur,2004,16.62
tur,2005,16.54
tur,2006,16.43
tur,2007,16.16
tur,2008,15.82
tur,2009,15.33
tur,2010,15.96
tur,2011,15.24
tur,2012,14.95
tur,2013,15.39
tur,2014,17.18
tur,2015,16.25
tur,2016,15.98
tur,2017,15.67
tur,2018,16.07
tur,2019,15.85
tza,1991,1.09
tza,1992,1.09
tza,1993,1.09
tza,1994,1.09
tza,1995,1.09
tza,1996,1.1
tza,1997,1.11
tza,1998,1.13
tza,1999,1.17
tza,2000,1.22
tza,2001,1.32
tza,2002,1.55
tza,2003,1.82
tza,2004,2.16
tza,2005,2.54
tza,2006,3.01
tza,2007,2.98
tza,2008,3
tza,2009,3.02
tza,2010,3.02
tza,2011,3.03
tza,2012,3.06
tza,2013,3.08
tza,2014,3.1
tza,2015,3.08
tza,2016,3.07
tza,2017,3.08
tza,2018,3.08
tza,2019,3.08
uga,1991,5.72
uga,1992,5.72
uga,1993,5.67
uga,1994,5.68
uga,1995,5.64
uga,1996,5.58
uga,1997,5.57
uga,1998,5.54
uga,1999,5.49
uga,2000,5.44
uga,2001,5.36
uga,2002,5.27
uga,2003,5.22
uga,2004,5.16
uga,2005,5.13
uga,2006,5.05
uga,2007,4.98
uga,2008,4.97
uga,2009,4.92
uga,2010,4.88
uga,2011,4.9
uga,2012,4.87
uga,2013,3.54
uga,2014,3.5
uga,2015,3.49
uga,2016,3.37
uga,2017,3.3
uga,2018,3.23
uga,2019,3.19
ukr,1991,20.83
ukr,1992,20.39
ukr,1993,19.71
ukr,1994,19.41
ukr,1995,18.93
ukr,1996,18.42
ukr,1997,17.9
ukr,1998,17.54
ukr,1999,17.25
ukr,2000,16.55
ukr,2001,16.21
ukr,2002,16.03
ukr,2003,15.87
ukr,2004,15.74
ukr,2005,15.64
ukr,2006,15.61
ukr,2007,15.56
ukr,2008,15.45
ukr,2009,15.42
ukr,2010,15.39
ukr,2011,15.23
ukr,2012,15.1
ukr,2013,14.18
ukr,2014,14.54
ukr,2015,13.85
ukr,2016,14.07
ukr,2017,13.76
ukr,2018,13.89
ukr,2019,13.99
ury,1991,16.38
ury,1992,16.34
ury,1993,16.08
ury,1994,15.96
ury,1995,15.71
ury,1996,15.51
ury,1997,15.42
ury,1998,15.2
ury,1999,14.71
ury,2000,14.26
ury,2001,13.74
ury,2002,13.17
ury,2003,12.97
ury,2004,12.8
ury,2005,12.66
ury,2006,12.36
ury,2007,12.43
ury,2008,12
ury,2009,11.69
ury,2010,11.81
ury,2011,10.48
ury,2012,10.41
ury,2013,10.23
ury,2014,10.1
ury,2015,9.75
ury,2016,9.25
ury,2017,9.22
ury,2018,8.66
ury,2019,8.59
usa,1991,14.52
usa,1992,14.4
usa,1993,14.26
usa,1994,14.2
usa,1995,14.02
usa,1996,13.81
usa,1997,13.6
usa,1998,13.32
usa,1999,13.02
usa,2000,12.71
usa,2001,11.89
usa,2002,10.96
usa,2003,10.76
usa,2004,10.45
usa,2005,10.25
usa,2006,10.05
usa,2007,10.06
usa,2008,9.6
usa,2009,8.66
usa,2010,8.46
usa,2011,8.72
usa,2012,8.75
usa,2013,8.82
usa,2014,8.86
usa,2015,8.83
usa,2016,8.71
usa,2017,8.71
usa,2018,8.78
usa,2019,8.87
uzb,1991,20.24
uzb,1992,19.72
uzb,1993,19.55
uzb,1994,19.37
uzb,1995,19.14
uzb,1996,17.86
uzb,1997,17.2
uzb,1998,16.41
uzb,1999,16.42
uzb,2000,15.91
uzb,2001,15.49
uzb,2002,15.16
uzb,2003,14.89
uzb,2004,14.65
uzb,2005,14.49
uzb,2006,14.34
uzb,2007,14.19
uzb,2008,14.14
uzb,2009,14.09
uzb,2010,14.04
uzb,2011,13.97
uzb,2012,13.77
uzb,2013,13.7
uzb,2014,13.63
uzb,2015,13.6
uzb,2016,13.65
uzb,2017,13.97
uzb,2018,13.91
uzb,2019,14.29
vct,1991,11.07
vct,1992,10.81
vct,1993,10.5
vct,1994,10.09
vct,1995,9.84
vct,1996,9.48
vct,1997,9.26
vct,1998,9.07
vct,1999,8.74
vct,2000,8.4
vct,2001,8.17
vct,2002,8.03
vct,2003,8
vct,2004,7.91
vct,2005,7.76
vct,2006,7.77
vct,2007,7.73
vct,2008,7.57
vct,2009,7.37
vct,2010,7.13
vct,2011,6.98
vct,2012,6.86
vct,2013,6.78
vct,2014,6.65
vct,2015,6.59
vct,2016,6.5
vct,2017,6.44
vct,2018,6.38
vct,2019,6.3
ven,1991,16.56
ven,1992,16.66
ven,1993,16.07
ven,1994,14.34
ven,1995,14.31
ven,1996,13.3
ven,1997,13.71
ven,1998,13.41
ven,1999,13.04
ven,2000,12.82
ven,2001,11.96
ven,2002,11.49
ven,2003,11.19
ven,2004,11.09
ven,2005,11.15
ven,2006,11.28
ven,2007,11.75
ven,2008,11.21
ven,2009,10.88
ven,2010,10.5
ven,2011,10.35
ven,2012,10.32
ven,2013,10.11
ven,2014,9.71
ven,2015,9.25
ven,2016,8.66
ven,2017,8.12
ven,2018,7.59
ven,2019,7.08
vir,1991,11.76
vir,1992,11.63
vir,1993,11.49
vir,1994,11.35
vir,1995,11.2
vir,1996,11.02
vir,1997,10.87
vir,1998,10.73
vir,1999,10.54
vir,2000,10.36
vir,2001,10.12
vir,2002,9.88
vir,2003,9.67
vir,2004,9.51
vir,2005,9.37
vir,2006,9.23
vir,2007,9.13
vir,2008,9.01
vir,2009,8.73
vir,2010,8.6
vir,2011,8.35
vir,2012,7.96
vir,2013,7.77
vir,2014,7.63
vir,2015,7.51
vir,2016,7.41
vir,2017,7.26
vir,2018,7.15
vir,2019,7.03
vnm,1991,8.78
vnm,1992,9.1
vnm,1993,9.41
vnm,1994,9.62
vnm,1995,9.82
vnm,1996,10.13
vnm,1997,10.4
vnm,1998,9.13
vnm,1999,9.84
vnm,2000,10.12
vnm,2001,11.15
vnm,2002,11.7
vnm,2003,12.97
vnm,2004,13.73
vnm,2005,14.78
vnm,2006,15.9
vnm,2007,16.09
vnm,2008,16.44
vnm,2009,16.97
vnm,2010,17.25
vnm,2011,16.56
vnm,2012,16.84
vnm,2013,16.96
vnm,2014,17.5
vnm,2015,19.32
vnm,2016,20.77
vnm,2017,21.81
vnm,2018,22.56
vnm,2019,23.28
vut,1991,0.1
vut,1992,0.11
vut,1993,0.11
vut,1994,0.11
vut,1995,0.12
vut,1996,0.12
vut,1997,0.12
vut,1998,0.12
vut,1999,0.13
vut,2000,0.15
vut,2001,0.16
vut,2002,0.17
vut,2003,0.2
vut,2004,0.24
vut,2005,0.29
vut,2006,0.36
vut,2007,0.64
vut,2008,1.2
vut,2009,2.47
vut,2010,4.4
vut,2011,4.96
vut,2012,5.74
vut,2013,6.69
vut,2014,7.3
vut,2015,8.83
vut,2016,10.06
vut,2017,10.81
vut,2018,11.7
vut,2019,12.54
wsm,1991,27.89
wsm,1992,28.01
wsm,1993,28.17
wsm,1994,28.06
wsm,1995,28.36
wsm,1996,28.65
wsm,1997,28.59
wsm,1998,28.99
wsm,1999,29.27
wsm,2000,29.73
wsm,2001,30.25
wsm,2002,31.5
wsm,2003,32.96
wsm,2004,34.06
wsm,2005,35.28
wsm,2006,36.4
wsm,2007,37
wsm,2008,37.04
wsm,2009,36.75
wsm,2010,37
wsm,2011,37.37
wsm,2012,37.35
wsm,2013,37.35
wsm,2014,37.43
wsm,2015,37.58
wsm,2016,37.83
wsm,2017,37.62
wsm,2018,37.17
wsm,2019,37.23
yem,1991,2.15
yem,1992,2.35
yem,1993,2.6
yem,1994,2.92
yem,1995,3.43
yem,1996,3.94
yem,1997,4.55
yem,1998,5.27
yem,1999,5.93
yem,2000,6.6
yem,2001,7.29
yem,2002,8.03
yem,2003,8.76
yem,2004,9.44
yem,2005,9.98
yem,2006,10.55
yem,2007,11.23
yem,2008,12.01
yem,2009,13.05
yem,2010,14.07
yem,2011,13.65
yem,2012,13.53
yem,2013,13.18
yem,2014,12.56
yem,2015,12.85
yem,2016,12.95
yem,2017,12.94
yem,2018,12.93
yem,2019,13.08
zaf,1991,16.52
zaf,1992,16.4
zaf,1993,16.23
zaf,1994,16.08
zaf,1995,15.93
zaf,1996,15.73
zaf,1997,15.57
zaf,1998,15.41
zaf,1999,15.17
zaf,2000,14.96
zaf,2001,14.71
zaf,2002,14.31
zaf,2003,14.15
zaf,2004,13.92
zaf,2005,13.61
zaf,2006,13.27
zaf,2007,13.09
zaf,2008,13.1
zaf,2009,13.1
zaf,2010,13.01
zaf,2011,12.94
zaf,2012,12.25
zaf,2013,12.4
zaf,2014,12.03
zaf,2015,11.73
zaf,2016,11.91
zaf,2017,12.21
zaf,2018,11.62
zaf,2019,11.99
zmb,1991,3.48
zmb,1992,3.51
zmb,1993,3.4
zmb,1994,3.23
zmb,1995,3.21
zmb,1996,3.19
zmb,1997,3.19
zmb,1998,3.26
zmb,1999,3.17
zmb,2000,3.1
zmb,2001,3.06
zmb,2002,3.06
zmb,2003,3.07
zmb,2004,3.09
zmb,2005,3.1
zmb,2006,3.01
zmb,2007,2.92
zmb,2008,2.85
zmb,2009,3.1
zmb,2010,3.31
zmb,2011,3.63
zmb,2012,3.94
zmb,2013,4.03
zmb,2014,4.14
zmb,2015,4.24
zmb,2016,4.31
zmb,2017,4.33
zmb,2018,4.27
zmb,2019,4.3
zwe,1991,4.92
zwe,1992,4.91
zwe,1993,4.87
zwe,1994,4.86
zwe,1995,4.81
zwe,1996,4.79
zwe,1997,4.72
zwe,1998,4.59
zwe,1999,4.51
zwe,2000,4.38
zwe,2001,4.29
zwe,2002,4.14
zwe,2003,3.99
zwe,2004,3.72
zwe,2005,3.43
zwe,2006,3.69
zwe,2007,3.37
zwe,2008,3.27
zwe,2009,3.21
zwe,2010,3.12
zwe,2011,3.05
zwe,2012,2.77
zwe,2013,2.47
zwe,2014,2.24
zwe,2015,2.15
zwe,2016,2.08
zwe,2017,2.01
zwe,2018,1.95
zwe,2019,1.93
