geo,time,er_h2o_fwst_zs
bwa,2002,2.03474
bwa,2007,2.04995
bwa,2012,2.03283
bwa,2017,2.0182
bwa,2018,2.0182
caf,1987,0.08981
caf,1992,0.17315
caf,1997,0.25648
caf,2002,0.31815
caf,2007,0.33565
caf,2012,0.33565
caf,2017,0.33565
caf,2018,0.33565
can,1987,4.40558
can,1992,4.58445
can,1997,4.3388
can,2002,4.29696
can,2007,4.25513
can,2012,3.75283
can,2017,3.66632
can,2018,3.66632
che,1977,9.89474
che,1982,9.9611
che,1987,10.14493
che,1992,10.27841
che,1997,9.75629
che,2002,9.60336
che,2007,8.62414
che,2012,7.62777
che,2017,6.49886
che,2018,6.49886
chl,1992,5.15167
chl,1997,6.52487
chl,2002,7.89555
chl,2007,10.38625
chl,2012,17.40688
chl,2017,21.61926
chl,2018,21.61926
chn,1982,33.62973
chn,1987,35.68718
chn,1992,37.75386
chn,1997,39.43642
chn,2002,40.32807
chn,2007,41.5346
chn,2012,43.73293
chn,2017,43.22169
chn,2018,43.22169
civ,1987,3.1042
civ,1992,5.10508
civ,1997,5.78109
civ,2002,6.41401
civ,2007,6.40154
civ,2012,5.46429
civ,2017,5.08757
civ,2018,5.08757
cmr,1987,0.56774
cmr,1992,0.57348
cmr,1997,1.081
cmr,2002,1.45548
cmr,2007,1.56043
cmr,2012,1.56043
cmr,2017,1.56043
cmr,2018,1.56043
cod,1997,0.17235
cod,2002,0.20707
cod,2007,0.22688
cod,2012,0.22688
cod,2017,0.22688
cod,2018,0.22688
cog,1987,0.02387
cog,1992,0.02506
cog,1997,0.02625
cog,2002,0.02745
cog,2007,0.02745
cog,2012,0.02745
cog,2017,0.02745
cog,2018,0.02745
col,2002,1.31007
col,2007,1.68628
col,2012,2.97503
col,2017,4.18912
col,2018,4.18912
com,2002,0.83333
com,2007,0.83333
com,2012,0.83333
com,2017,0.83333
com,2018,0.83333
cpv,2002,7.6
cpv,2007,8.43333
cpv,2012,8.43333
cpv,2017,8.43333
cpv,2018,8.43333
cri,2012,3.99031
cri,2017,4.83473
cri,2018,5.2108
cub,1997,17.96364
cub,2002,18.04941
cub,2007,16.98366
cub,2012,22.86387
cub,2017,23.93945
cub,2018,23.93945
cyp,1977,22.38928
cyp,1982,25.45107
cyp,1987,28.75888
cyp,1992,29.11427
cyp,1997,24.75982
cyp,2002,23.33242
cyp,2007,22.43029
cyp,2012,34.89612
cyp,2017,29.52433
cyp,2018,28.29415
cze,1997,37.90298
cze,2002,29.01612
cze,2007,29.95134
cze,2012,27.98662
cze,2017,24.78711
cze,2018,24.19404
deu,1992,68.4601
deu,1997,64.94345
deu,2002,58.63274
deu,2007,44.21601
deu,2012,38.21363
deu,2017,33.50192
deu,2018,33.50192
dji,1987,3.15556
dji,1992,4.37778
dji,1997,5.6
dji,2002,6.33333
dji,2007,6.33333
dji,2012,6.33333
dji,2017,6.33333
dji,2018,6.33333
dma,1997,8.3
dma,2002,8.3
dma,2007,9.15
dma,2012,10
dma,2017,10
dma,2018,10
dnk,1972,24.71606
dnk,1977,32.58518
dnk,1982,37.99351
dnk,1987,36.19073
dnk,1992,32.16224
dnk,1997,24.81071
dnk,2002,17.66901
dnk,2007,15.01893
dnk,2012,19.69984
dnk,2017,24.09126
dnk,2018,29.06057
dom,2002,28.26092
dom,2007,33.94702
dom,2012,39.55331
dom,2017,39.55331
dom,2018,39.55331
dza,1972,30.9554
dza,1977,37.99072
dza,1982,45.02603
dza,1987,54.87547
dza,1992,65.7861
dza,1997,74.20802
dza,2002,85.03737
dza,2007,97.46452
dza,2012,109.75095
dza,2017,137.92036
dza,2018,137.92036
ecu,2002,6.55684
ecu,2007,6.78235
ecu,2012,6.78235
ecu,2017,6.78235
ecu,2018,6.78235
egy,1977,89.19247
egy,1982,92.68367
egy,1987,96.17487
egy,1992,99.62052
egy,1997,113.1019
egy,2002,109.98907
egy,2007,125.2623
egy,2012,131.69398
egy,2017,141.16576
egy,2018,141.16576
eri,2002,9.55645
eri,2007,11.17512
eri,2012,11.17512
eri,2017,11.17512
eri,2018,11.17512
esp,1977,51.28289
esp,1982,57.33061
esp,1987,60.04308
esp,1992,49.64781
esp,1997,47.03476
esp,2002,48.40763
esp,2007,47.68371
esp,2012,50.10225
esp,2017,42.56442
esp,2018,42.56442
est,1992,28.4632
est,1997,14.86827
est,2002,15.29654
est,2007,19.8474
est,2012,17.65152
est,2017,19.3171
est,2018,17.40844
eth,2002,16.99694
eth,2007,25.53514
eth,2012,29.26914
eth,2017,32.25719
eth,2018,32.25719
fin,1972,8.0626
fin,1977,8.56059
fin,1982,9.05857
fin,1987,7.89851
fin,1992,5.76381
fin,1997,5.82606
fin,2002,9.84413
fin,2007,14.55015
fin,2012,9.4968
fin,2017,5.45411
fin,2018,6.63979
fji,1987,0.10508
fji,1992,0.17473
fji,1997,0.24438
fji,2002,0.29065
fji,2007,0.29737
fji,2012,0.29737
fji,2017,0.29737
fji,2018,0.29737
fra,1982,28.47903
fra,1987,31.51729
fra,1992,34.33336
fra,1997,26.55257
fra,2002,28.32356
fra,2007,27.13123
fra,2012,24.5671
fra,2017,23.64265
fra,2018,23.64265
gab,1987,0.21661
gab,1992,0.30033
gab,1997,0.38406
gab,2002,0.46144
gab,2007,0.50217
gab,2012,0.50217
gab,2017,0.50217
gab,2018,0.50217
gbr,1982,21.63342
gbr,1987,19.96249
gbr,1992,20.5422
gbr,1997,20.88249
gbr,2002,21.5542
gbr,2007,14.51492
gbr,2012,13.66922
gbr,2017,14.35465
gbr,2018,14.35465
geo,1992,10.28504
geo,1997,7.75659
geo,2002,6.10593
geo,2007,5.92725
geo,2012,5.55562
geo,2017,4.4773
geo,2018,4.2056
gha,1972,1.50596
gha,1977,2.00145
gha,1982,2.49695
gha,1987,2.99244
gha,1992,3.48794
gha,1997,3.98344
gha,2002,4.51722
gha,2007,5.10844
gha,2012,5.73452
gha,2017,6.31473
gha,2018,6.31473
gin,1987,1.13846
gin,1992,1.0426
gin,1997,0.94675
gin,2002,0.86346
gin,2007,0.95787
gin,2012,1.14485
gin,2017,1.33183
gin,2018,1.36923
gmb,1982,0.43497
gmb,1987,0.86834
gmb,1992,1.30172
gmb,1997,1.73509
gmb,2002,2.06481
gmb,2007,2.20966
gmb,2012,2.20966
gmb,2017,2.20966
gmb,2018,2.20966
gnb,1992,0.41265
gnb,1997,1.49573
gnb,2002,1.49573
gnb,2007,1.49573
gnb,2012,1.49573
gnb,2017,1.49573
gnb,2018,1.49573
gnq,1987,0.09268
gnq,1992,0.11906
gnq,1997,0.14543
gnq,2002,0.17016
gnq,2007,0.1835
gnq,2012,0.1835
gnq,2017,0.1835
gnq,2018,0.1835
grc,1972,8.62375
grc,1977,9.26053
grc,1982,10.54501
grc,1987,13.01315
grc,1992,16.26138
grc,1997,17.5703
grc,2002,18.68501
grc,2007,19.46126
grc,2012,20.09913
grc,2017,20.50172
grc,2018,20.47744
grd,2007,5.45556
grd,2012,6.59444
grd,2017,7.05
grd,2018,7.05
gtm,2002,4.50292
gtm,2007,5.7421
gtm,2012,5.7421
gtm,2017,5.7421
gtm,2018,5.7421
guy,1992,3.33333
guy,1997,3.59018
guy,2002,3.67416
guy,2007,3.46073
guy,2012,3.2984
guy,2017,3.2984
guy,2018,3.2984
hnd,2007,4.62127
hnd,2012,4.62127
hnd,2017,4.62127
hnd,2018,4.62127
hrv,2002,1.27501
hrv,2007,1.44725
hrv,2012,1.46954
hrv,2017,1.496
hrv,2018,1.49622
hti,1992,9.74778
hti,1997,12.07521
hti,2002,12.62045
hti,2007,13.1657
hti,2012,13.38379
hti,2017,13.38379
hti,2018,13.38379
hun,1972,5.82826
hun,1977,7.42915
hun,1982,9.36649
hun,1987,11.35616
hun,1992,12.32642
hun,1997,10.30887
hun,2002,9.94819
hun,2007,9.47611
hun,2012,8.72366
hun,2017,7.77029
hun,2018,7.65112
idn,1992,10.95305
idn,1997,13.55034
idn,2002,16.93219
idn,2007,21.49089
idn,2012,26.04959
idn,2017,29.69654
idn,2018,29.69654
ind,1977,41.41918
ind,1982,47.41117
ind,1987,51.14192
ind,1992,53.61264
ind,1997,59.28113
ind,2002,65.77526
ind,2007,65.34913
ind,2012,66.4921
ind,2017,66.4921
ind,2018,66.4921
irl,1982,5.22205
irl,1987,5.40423
irl,1992,5.58642
irl,1997,5.16449
irl,2002,4.33984
irl,2007,3.51299
irl,2012,4.71768
irl,2017,6.50893
irl,2018,20.04214
irn,1977,41.78738
irn,1982,47.87038
irn,1987,53.95309
irn,1992,60.03333
irn,1997,74.50872
irn,2002,79.40749
irn,2007,81.28908
irn,2012,81.28908
irn,2017,81.28908
irn,2018,81.28908
irq,1977,57.09832
irq,1982,57.42275
irq,1987,58.61236
irq,1992,66.62921
irq,1997,82.91096
irq,2002,87.46862
irq,2007,74.42458
irq,2012,61.37352
irq,2017,60.48174
irq,2018,47.14045
isl,1982,0.14893
isl,1987,0.18209
isl,1992,0.22693
isl,1997,0.22354
isl,2002,0.22422
isl,2007,0.2909
isl,2012,0.39951
isl,2017,0.39408
isl,2018,0.39408
isr,1972,135.12207
isr,1977,139.6946
isr,1982,147.511
isr,1987,146.32042
isr,1992,133.86247
isr,1997,135.0013
isr,2002,133.16367
isr,2007,119.01476
isr,2012,108.91209
isr,2017,103.61488
isr,2018,95.9365
ita,1972,37.59956
ita,1977,39.95691
ita,1982,40.36061
ita,1987,37.79418
ita,1992,37.11736
ita,1997,39.321
ita,2002,36.77362
ita,2007,29.47953
ita,2012,29.9449
ita,2017,29.99885
ita,2018,29.99885
jam,1997,9.66526
jam,2002,11.0347
jam,2007,12.40414
jam,2012,13.77358
jam,2017,12.47344
jam,2018,12.47344
jor,1977,53.6715
jor,1982,62.97486
jor,1987,80.20822
jor,1992,103.68179
jor,1997,91.37502
jor,2002,81.8102
jor,2007,103.22295
jor,2012,94.03035
jor,2017,100.07753
jor,2018,100.07753
jpn,1982,40.80889
jpn,1987,41.4518
jpn,1992,42.02299
jpn,1997,41.0069
jpn,2002,38.82759
jpn,2007,38.04598
jpn,2012,37.04355
jpn,2017,36.45977
jpn,2018,36.45977
kaz,1997,37.45548
kaz,2002,30.87379
kaz,2007,31.63662
kaz,2012,29.66713
kaz,2017,31.13731
kaz,2018,32.65187
ken,1992,16.08561
ken,1997,14.06963
ken,2002,17.03744
ken,2007,23.35649
ken,2012,26.53586
ken,2017,33.2399
ken,2018,33.2399
kgz,1997,64.50461
kgz,2002,60.31035
kgz,2007,50.03896
kgz,2012,50.03896
kgz,2017,50.03896
kgz,2018,50.03896
khm,2007,1.03654
khm,2012,1.03654
khm,2017,1.03654
khm,2018,1.03654
kna,2012,50.83333
kna,2017,50.83333
kna,2018,50.83333
kor,1992,64.10224
kor,1997,74.25569
kor,2002,85.13718
kor,2007,85.22183
kor,2012,85.22183
kor,2017,85.22183
kor,2018,85.22183
kwt,1997,1566.0824
kwt,2002,2075
kwt,2007,2584.23071
kwt,2012,3093.46143
kwt,2017,3850.5
kwt,2018,3850.5
lao,2007,2.86767
lao,2012,4.3442
lao,2017,4.77184
lao,2018,4.77184
lbn,1977,26.21162
lbn,1982,30.84634
lbn,1987,35.47423
lbn,1992,40.04406
lbn,1997,44.15964
lbn,2002,39.48086
lbn,2007,40.20766
lbn,2012,51.82349
lbn,2017,58.79299
lbn,2018,58.79299
lbr,1987,0.23551
lbr,1992,0.23606
lbr,1997,0.23662
lbr,2002,0.2479
lbr,2007,0.26431
lbr,2012,0.26431
lbr,2017,0.26431
lbr,2018,0.26431
lby,1977,186.85715
lby,1982,304
lby,1987,539
lby,1992,668.57141
lby,1997,637.54858
lby,2002,648.48572
lby,2007,732.09186
lby,2012,817.14288
lby,2017,817.14288
lby,2018,817.14288
lca,2007,14.3
lca,2012,14.3
lca,2017,14.3
lca,2018,14.3
lka,1992,73.05273
lka,1997,84.41879
lka,2002,91.05722
lka,2007,90.78542
lka,2012,90.78542
lka,2017,90.78542
lka,2018,90.78542
lso,1987,2.92912
lso,1992,2.74398
lso,1997,2.55885
lso,2002,2.56591
lso,2007,2.56591
lso,2012,2.56591
lso,2017,2.56591
lso,2018,2.56591
ltu,1997,27.54722
ltu,2002,19.22206
ltu,2007,16.323
ltu,2012,3.87022
ltu,2017,1.86734
ltu,2018,1.8341
lux,1972,3.14096
lux,1977,3.43118
lux,1982,4.19735
lux,1987,5.38972
lux,1992,4.97512
lux,1997,4.88391
lux,2002,4.69818
lux,2007,4.12604
lux,2012,3.69818
lux,2017,3.78109
lux,2018,4.32836
lva,1997,2.12116
lva,2002,1.44078
lva,2007,1.21744
lva,2012,1.46258
lva,2017,1.06728
lva,2018,1.08043
mar,1977,45.21672
mar,1982,50.0648
mar,1987,50.84241
mar,1992,53.00053
mar,1997,55.93078
mar,2002,71.10354
mar,2007,58.38334
mar,2012,50.75121
mar,2017,50.75121
mar,2018,50.75121
mda,1992,29.15058
mda,1997,22.111
mda,2002,12.86011
mda,2007,12.68191
mda,2012,12.62251
mda,2017,12.47401
mda,2018,12.42946
mdg,1987,13.18242
mdg,1992,12.41531
mdg,1997,11.64821
mdg,2002,11.21737
mdg,2007,11.26151
mdg,2012,11.26151
mdg,2017,11.26151
mdg,2018,11.26151
mdv,1987,11.33333
mdv,1992,12.36508
mdv,1997,16.44231
mdv,2002,16.91667
mdv,2007,15.46032
mdv,2012,15.66667
mdv,2017,15.66667
mdv,2018,15.66667
mex,1982,21.45261
mex,1987,22.59678
mex,1992,23.74095
mex,1997,24.88511
mex,2002,27.1205
mex,2007,29.50245
mex,2012,31.03291
mex,2017,32.94972
mex,2018,44.46268
mkd,1997,32.41167
mkd,2002,15.3243
mkd,2007,13.33979
mkd,2012,15.31462
mkd,2017,25.26621
mkd,2018,25.26621
mli,1987,2.09877
mli,1992,4.18995
mli,1997,6.25902
mli,2002,7.87541
mli,2007,8.00309
mli,2012,8.00309
mli,2017,8.00309
mli,2018,8.00309
mlt,1982,49.10891
mlt,1987,51.84158
mlt,1992,48.27723
mlt,1997,52.19236
mlt,2002,67.32674
mlt,2007,72.87128
mlt,2012,79.40594
mlt,2017,91.08911
mlt,2018,85.14851
mmr,1987,4.93296
mmr,1992,5.26701
mmr,1997,5.6003
mmr,2002,5.8015
mmr,2007,5.8015
mmr,2012,5.8015
mmr,2017,5.8015
mmr,2018,5.8015
mng,1997,3.39546
mng,2002,3.71174
mng,2007,3.99168
mng,2012,3.59985
mng,2017,3.39501
mng,2018,3.39501
moz,1992,0.78254
moz,1997,0.94042
moz,2002,1.12967
moz,2007,1.38733
moz,2012,1.61493
moz,2017,1.75149
moz,2018,1.75149
mrt,1982,10.70181
mrt,1987,15.96081
mrt,1992,15.85315
mrt,1997,15.76513
mrt,2002,14.45372
mrt,2007,13.24622
mrt,2012,13.24622
mrt,2017,13.24622
mrt,2018,13.24622
mus,1977,14.08458
mus,1982,16.58064
mus,1987,19.0767
mus,1992,21.2868
mus,1997,22.28281
mus,2002,24.96062
mus,2007,22.90076
mus,2012,21.15594
mus,2017,22.17376
mus,2018,21.4831
mwi,1997,14.01271
mwi,2002,17.26255
mwi,2007,17.50484
mwi,2012,17.50484
mwi,2017,17.50484
mwi,2018,17.50484
mys,1992,4.43458
mys,1997,2.83233
mys,2002,2.93247
mys,2007,3.0326
mys,2012,3.13274
mys,2017,3.43949
mys,2018,3.43949
nam,1987,0.53851
nam,1992,0.77842
nam,1997,0.84016
nam,2002,0.86155
nam,2007,0.86155
nam,2012,0.86155
nam,2017,0.86155
nam,2018,0.86155
ner,1992,2.61855
ner,1997,3.22536
ner,2002,3.83216
ner,2007,4.69672
ner,2012,5.9479
ner,2017,7.45393
ner,2018,7.45393
nga,1987,4.33333
nga,1992,5.73709
nga,1997,7.14371
nga,2002,8.38
nga,2007,9.24915
nga,2012,9.66822
nga,2017,9.66822
nga,2018,9.66822
nic,2002,2.53983
nic,2007,2.67062
nic,2012,2.69243
nic,2017,2.69243
nic,2018,2.69243
nld,1982,17.57813
nld,1987,16.71274
nld,1992,14.59616
nld,1997,13.26846
nld,2002,18.17652
nld,2007,20.77084
nld,2012,20.35314
nld,2017,15.02981
nld,2018,16.38418
nor,1982,1.56083
nor,1987,1.66061
nor,1992,1.7604
nor,1997,1.82208
nor,2002,1.94224
nor,2007,2.30114
nor,2012,2.07741
nor,2017,2.04646
nor,2018,2.04646
npl,2002,8.34618
npl,2007,8.31183
npl,2012,8.31183
npl,2017,8.31183
npl,2018,8.31183
nzl,1982,1.20619
nzl,1987,1.69286
nzl,1992,2.05379
nzl,1997,2.41472
nzl,2002,3.17662
nzl,2007,4.0597
nzl,2012,6.14344
nzl,2017,8.04809
nzl,2018,8.04809
omn,1992,86.47366
omn,1997,88.91342
omn,2002,89.75
omn,2007,97.51428
omn,2012,113.51428
omn,2017,116.71429
omn,2018,116.71429
pak,1977,94.25618
pak,1982,94.68407
pak,1987,95.11195
pak,1992,96.6103
pak,1997,102.39045
pak,2002,107.42377
pak,2007,111.61662
pak,2012,115.25673
pak,2017,122.67345
pak,2018,118.23814
pan,2012,0.85952
pan,2017,0.90107
pan,2018,0.90107
per,2012,2.76402
per,2017,4.77296
per,2018,6.5449
phl,2007,24.91471
phl,2012,25.75604
phl,2017,28.35524
phl,2018,28.65642
png,2002,0.10782
png,2007,0.13224
png,2012,0.13224
png,2017,0.13224
png,2018,0.13224
pol,1972,39.73901
pol,1977,49.05365
pol,1982,54.14953
pol,1987,55.08688
pol,1992,46.3136
pol,1997,44.28176
pol,2002,40.56421
pol,2007,41.60609
pol,2012,39.70232
pol,2017,34.89096
pol,2018,33.22257
pri,1992,18.0701
pri,1997,18.7265
pri,2002,20.38848
pri,2007,22.4568
pri,2012,21.43782
pri,2017,19.53561
pri,2018,19.53561
prk,2002,27.54399
prk,2007,27.74047
prk,2012,27.74047
prk,2017,27.74047
prk,2018,27.74047
prt,1992,20.2334
prt,1997,23.52214
prt,2002,20.49012
prt,2007,18.37653
prt,2012,17.70634
prt,2017,12.37989
prt,2018,12.31571
pry,1987,0.32707
pry,1992,0.34462
pry,1997,0.36218
pry,2002,0.62674
pry,2007,1.2618
pry,2012,1.8354
pry,2017,1.8354
pry,2018,1.8354
pse,2002,46.16079
pse,2007,53.8568
pse,2012,41.73442
pse,2017,41.0783
pse,2018,42.74711
qat,1977,283.10345
qat,1982,344.31033
qat,1987,405.51724
qat,1992,325.34482
qat,1997,279.82758
qat,2002,321.96552
qat,2007,388.44827
qat,2012,424.22415
qat,2017,431.03448
qat,2018,431.03448
rou,1972,10.77989
rou,1977,15.12967
rou,1982,18.23799
rou,1987,19.15925
rou,1992,18.81534
rou,1997,11.66557
rou,2002,8.63402
rou,2007,6.44509
rou,2012,6.06872
rou,2017,6.34117
rou,2018,6.00693
rus,1992,6.33408
rus,1997,4.61056
rus,2002,4.18245
rus,2007,4.04466
rus,2012,4.07009
rus,2017,4.09617
rus,2018,4.12224
rwa,2002,5.41589
rwa,2007,6.0894
rwa,2012,6.0894
rwa,2017,6.0894
rwa,2018,6.0894
sau,1992,671.66669
sau,1997,765.35938
sau,2002,847.78021
sau,2007,936.12848
sau,2012,900.10419
sau,2017,883.33331
sau,2018,1000
sdn,2012,118.65639
sdn,2017,118.65639
sdn,2018,118.65639
sen,1987,7.2302
sen,1992,7.70038
sen,1997,8.17057
sen,2002,11.80728
sen,2007,11.80728
sen,2012,11.80728
sen,2017,11.80728
sen,2018,11.80728
sgp,1977,54.34083
sgp,1982,111.02625
sgp,1987,167.71167
sgp,1992,223.19708
sgp,1997,279.88251
sgp,2002,338.24524
sgp,2007,315.06134
sgp,2012,160.03342
sgp,2017,83.21667
sgp,2018,81.85
sle,1987,0.86449
sle,1992,0.29441
sle,1997,0.38625
sle,2002,0.46313
sle,2007,0.49579
sle,2012,0.49579
sle,2017,0.49579
sle,2018,0.49579
slv,1992,4.5471
slv,1997,7.06932
slv,2002,10.43468
slv,2007,13.21273
slv,2012,13.21273
slv,2017,13.21273
slv,2018,13.21273
som,1987,6.0241
som,1992,13.11771
som,1997,20.21133
som,2002,24.50766
som,2007,24.52774
som,2012,24.52774
som,2017,24.52774
som,2018,24.52774
srb,2007,4.4605
srb,2012,4.96224
srb,2017,6.05996
srb,2018,6.26338
ssd,2012,4.22608
ssd,2017,4.22608
ssd,2018,4.22608
stp,1997,0.59154
stp,2002,0.9296
stp,2007,1.26765
stp,2012,1.6057
stp,2017,1.87615
stp,2018,1.87615
sur,1987,2.95061
sur,1992,3.46869
sur,1997,3.98678
sur,2002,4.18195
sur,2007,3.95061
sur,2012,3.95061
sur,2017,3.95061
sur,2018,3.95061
svk,1997,5.63683
svk,2002,4.70912
svk,2007,2.95998
svk,2012,2.86274
svk,2017,2.39372
svk,2018,2.39458
svn,2002,6.07978
svn,2007,6.32454
svn,2012,6.27451
svn,2017,6.2975
svn,2018,6.49763
swe,1972,5.91313
swe,1977,5.95007
swe,1982,5.26926
swe,1987,4.28788
swe,1992,4.29004
swe,1997,3.91198
swe,2002,3.86147
swe,2007,3.79509
swe,2012,3.69899
swe,2017,3.42713
swe,2018,3.42713
swz,1982,50.50835
swz,1987,57.49818
swz,1992,64.48801
swz,1997,71.47785
swz,2002,76.42702
swz,2007,77.55991
swz,2012,77.55991
swz,2017,77.55991
swz,2018,77.55991
syr,1977,39.07343
syr,1982,62.39598
syr,1987,85.71853
syr,1992,109.04108
syr,1997,128.47983
syr,2002,145.68527
syr,2007,125.96313
syr,2012,124.36014
syr,2017,124.36014
syr,2018,124.36014
tcd,1987,0.88379
tcd,1992,2.00741
tcd,1997,3.13103
tcd,2002,4.20586
tcd,2007,4.29492
tcd,2012,4.29492
tcd,2017,4.29492
tcd,2018,4.29492
tgo,1987,1.38403
tgo,1992,1.8442
tgo,1997,2.30438
tgo,2002,2.57034
tgo,2007,3.39163
tgo,2012,3.39163
tgo,2017,3.39163
tgo,2018,3.39163
tha,2007,23.01394
tha,2012,23.01394
tha,2017,23.01394
tha,2018,23.01394
tjk,1997,78.60206
tjk,2002,78.75446
tjk,2007,73.28598
tjk,2012,70.44553
tjk,2017,52.69825
tjk,2018,64.4808
tkm,1997,125.00026
tkm,2002,133.96376
tkm,2007,143.56003
tkm,2012,143.56003
tkm,2017,143.56003
tkm,2018,143.56003
tls,2007,28.26821
tls,2012,28.26821
tls,2017,28.26821
tls,2018,28.26821
tto,1997,17.95647
tto,2002,19.73398
tto,2007,19.23015
tto,2012,20.32648
tto,2017,20.32648
tto,2018,20.32648
tun,1977,35.59912
tun,1982,52.30683
tun,1987,66.27225
tun,1992,75.66209
tun,1997,70.08607
tun,2002,71.70606
tun,2007,73.61044
tun,2012,84.26986
tun,2017,89.53101
tun,2018,95.99878
tur,1992,23.47137
tur,1997,25.97757
tur,2002,29.62069
tur,2007,30.80266
tur,2012,37.51764
tur,2017,43.66708
tur,2018,45.37888
tza,1997,7.1825
tza,2002,12.96324
tza,2007,12.96324
tza,2012,12.96324
tza,2017,12.96324
tza,2018,12.96324
uga,1972,1.90887
uga,1977,2.1065
uga,1982,2.30412
uga,1987,2.50174
uga,1992,2.69936
uga,1997,2.89698
uga,2002,3.30787
uga,2007,5.40798
uga,2012,5.828
uga,2017,5.828
uga,2018,5.828
ukr,1992,33.68748
ukr,1997,27.43846
ukr,2002,22.02954
ukr,2007,19.41954
ukr,2012,16.68114
ukr,2017,13.87017
ukr,2018,13.87017
ury,1967,2.19786
ury,1972,3.34759
ury,1977,4.49733
ury,1982,5.64706
ury,1987,6.79679
ury,1992,7.94652
ury,1997,9.09626
