geo,time,se_prm_uner_zs
sen,2006,32.28619
sen,2007,29.80212
sen,2008,28.84427
sen,2009,28.5255
sen,2010,27.42704
sen,2011,26.63579
sen,2012,23.74073
sen,2013,24.79005
sen,2014,24.05784
sen,2015,24.22231
sen,2019,25.74467
sen,2020,24.64498
sgp,2016,0.01039
sgp,2017,0.03081
sgp,2018,0.20434
sgp,2019,0.10108
slb,2005,24.58153
slb,2006,19.56759
slb,2007,19.3915
slb,2013,0.40836
slb,2014,0.54748
slb,2015,0.07434
slb,2018,4.38313
slb,2019,6.64771
sle,1983,55.44614
sle,2012,4.07005
sle,2013,0.22515
sle,2015,1.64328
sle,2016,0.511
slv,1970,35.09916
slv,1998,15.75548
slv,2000,7.4008
slv,2001,6.61182
slv,2002,4.8308
slv,2003,4.34266
slv,2014,6.84121
slv,2015,8.97465
slv,2016,10.42136
slv,2017,14.56686
slv,2018,13.69967
slv,2019,15.78791
smr,2019,3.66045
smr,2020,3.72372
som,1976,80.19234
som,1977,82.56171
som,1978,85.69903
som,1979,85.61859
som,1980,85.54582
srb,2005,0.29641
srb,2006,0.13752
srb,2007,1.07708
srb,2008,1.44736
srb,2009,3.45296
srb,2010,5.08128
srb,2011,2.62198
srb,2012,3.64715
srb,2013,3.50304
srb,2014,1.21569
srb,2015,0.79377
srb,2016,0.83144
srb,2017,1.02643
srb,2018,1.43445
srb,2019,1.8432
srb,2020,2.89295
ssd,2011,55.50271
ssd,2015,62.35948
stp,1983,5.91335
stp,1984,5.8114
stp,1987,11.82046
stp,1988,10.12556
stp,1990,7.18671
stp,1999,19.93839
stp,2002,4.52316
stp,2003,3.29578
stp,2004,1.90337
stp,2005,1.88026
stp,2007,10.29854
stp,2008,9.26984
stp,2009,8.77692
stp,2010,9.28881
stp,2011,8.67505
stp,2012,10.25869
stp,2013,11.49269
stp,2014,11.15463
stp,2015,11.29992
stp,2017,6.0331
sur,1977,5.36348
sur,1978,3.98778
sur,1985,1.17247
sur,1987,1.53083
sur,1988,1.36144
sur,2005,17.43632
sur,2006,15.48112
sur,2007,17.35611
sur,2008,11.42582
sur,2009,8.30188
sur,2010,10.06234
sur,2011,11.91819
sur,2012,11.43885
sur,2013,11.88365
sur,2014,12.32315
sur,2015,10.61894
sur,2016,9.43366
sur,2017,13.82372
sur,2018,13.82998
sur,2019,12.30325
svk,2001,3.5426
svk,2002,6.42402
svk,2003,7.80251
svk,2004,8.51116
svk,2005,7.21302
svk,2006,4.88417
svk,2007,2.5507
svk,2008,2.57321
svk,2009,3.80049
svk,2010,4.97113
svk,2011,5.595
svk,2012,4.39433
svk,2013,4.06477
svk,2014,5.14975
svk,2015,6.08403
svk,2016,6.47642
svk,2017,5.49838
svk,2018,4.43058
svk,2019,3.28853
svn,1995,7.1181
svn,1996,5.35635
svn,1997,4.66664
svn,1998,2.27869
svn,1999,3.40259
svn,2000,4.31523
svn,2001,3.67446
svn,2002,2.96899
svn,2003,2.0274
svn,2004,0.405
svn,2005,0.14522
svn,2006,0.05429
svn,2007,0.77091
svn,2008,0.67001
svn,2009,0.70716
svn,2010,0.6358
svn,2011,0.32959
svn,2012,0.40003
svn,2013,0.65703
svn,2014,0.79845
svn,2015,0.45091
svn,2016,0.46636
svn,2017,0.18207
svn,2018,0.23271
svn,2019,0.10858
swe,1976,0.56458
swe,1982,3.7875
swe,1987,1.83226
swe,1988,1.58179
swe,1989,1.22372
swe,1990,0.48404
swe,1991,0.27605
swe,1992,0.16132
swe,1993,0.36478
swe,1994,0.10171
swe,1995,1.16193
swe,1996,0.19655
swe,1997,0.17185
swe,1999,0.22981
swe,2000,0.3621
swe,2001,0.275
swe,2002,0.26572
swe,2003,0.70015
swe,2004,2.90773
swe,2005,4.38983
swe,2006,4.71994
swe,2007,3.53222
swe,2008,1.30922
swe,2009,0.36385
swe,2010,0.36105
swe,2011,0.28629
swe,2012,0.15589
swe,2013,0.04159
swe,2014,0.06845
swe,2015,0.00258
swe,2016,0.14657
swe,2017,0.27576
swe,2018,0.12847
swe,2019,0.12493
swz,1970,42.0351
swz,1971,42.22932
swz,1972,40.20343
swz,1973,37.18104
swz,1974,36.15767
swz,1975,33.80282
swz,1976,32.88305
swz,1977,31.8374
swz,1978,31.80968
swz,1979,31.283
swz,1980,29.73649
swz,1981,27.62292
swz,1982,28.50676
swz,1983,30.02421
swz,1984,30.02284
swz,1985,28.70707
swz,1986,29.5327
swz,1987,28.82876
swz,1988,29.09657
swz,1989,29.56799
swz,1990,27.58773
swz,1991,27.12737
swz,1992,25.66989
swz,1993,25.86378
swz,1994,23.81829
swz,1995,20.89092
swz,1996,21.42564
swz,2009,17.9264
swz,2010,12.13361
swz,2011,6.92567
swz,2012,11.66205
swz,2013,15.42194
swz,2014,14.62915
swz,2015,15.69232
swz,2016,15.62866
swz,2017,17.40611
swz,2018,16.34914
swz,2019,15.22935
syc,1979,15.92541
syc,1993,12.08858
syc,1994,9.12458
syc,1995,8.32813
syc,1996,7.92316
syc,1998,0.54825
syc,2000,1.6336
syc,2001,8.8488
syc,2002,1.2274
syc,2003,0.57257
syc,2004,0.63626
syc,2005,0.67763
syc,2013,0.788
syc,2014,1.00928
syc,2015,0.90093
syc,2016,1.72175
syc,2017,2.75079
syc,2018,2.9142
syc,2019,2.39335
syc,2020,1.43445
syr,1971,27.1196
syr,1973,18.06442
syr,1974,16.42043
syr,1975,16.26696
syr,1976,15.53743
syr,1977,14.64511
syr,1978,14.94159
syr,1979,15.11933
syr,1980,14.21479
syr,1981,14.20218
syr,1982,13.93627
syr,1983,13.50339
syr,1984,11.66839
syr,1985,10.18676
syr,1986,8.54767
syr,1987,5.16493
syr,1988,5.29247
syr,1989,4.96163
syr,1990,5.26732
syr,1991,4.23538
syr,1992,3.83671
syr,1993,3.79187
syr,1994,3.56421
syr,1995,3.53092
syr,1996,3.62034
syr,1997,4.41716
syr,1998,3.40126
syr,1999,3.47122
syr,2000,3.13923
syr,2001,2.47003
syr,2002,2.29621
syr,2003,1.62002
syr,2004,1.00536
syr,2005,0.80782
syr,2006,0.80223
syr,2007,0.76024
syr,2008,0.7376
syr,2009,0.83686
syr,2010,1.05028
syr,2013,27.60525
tca,1994,4.89434
tca,1997,21.96809
tca,1999,13.0065
tca,2000,10.89015
tca,2001,1.98675
tca,2002,17.7305
tca,2003,33.82178
tca,2004,26.27793
tca,2005,23.43294
tca,2014,33.25836
tca,2015,27.61301
tca,2016,57.39027
tca,2017,9.06568
tca,2018,13.21677
tcd,1975,75.82374
tcd,1977,75.29003
tcd,1988,66.68505
tcd,1996,62.70831
tcd,1997,57.36207
tcd,1998,52.20501
tcd,1999,50.29877
tcd,2000,48.63208
tcd,2001,47.42467
tcd,2002,43.93382
tcd,2003,42.39953
tcd,2011,37.5242
tcd,2013,21.86743
tcd,2015,20.64092
tcd,2016,26.48131
tcd,2017,32.0353
tcd,2018,25.72126
tcd,2019,26.15198
tgo,1971,48.62939
tgo,1972,47.62115
tgo,1978,29.59613
tgo,1979,28.38937
tgo,1980,28.09799
tgo,1982,30.74051
tgo,1983,33.13013
tgo,1984,40.12157
tgo,1985,41.97963
tgo,1986,46.43932
tgo,1987,37.35642
tgo,1988,36.9982
tgo,1989,36.78118
tgo,1990,35.61391
tgo,1991,33.08656
tgo,1994,36.75622
tgo,1995,27.80862
tgo,1996,20.08429
tgo,1997,22.21754
tgo,1999,11.36364
tgo,2000,12.63967
tgo,2001,9.73016
tgo,2002,8.99126
tgo,2003,8.87404
tgo,2004,7.89741
tgo,2005,7.55992
tgo,2006,6.66716
tgo,2007,9.68525
tgo,2008,8.68414
tgo,2014,7.84191
tgo,2015,5.94759
tgo,2016,8.05022
tgo,2017,7.38564
tgo,2018,5.308
tgo,2019,3.14418
tgo,2020,1.21733
tha,1973,24.48905
tha,1974,24.08652
tha,2006,1.08092
tha,2007,1.50119
tha,2008,2.04608
tha,2009,1.72736
tjk,2000,3.38048
tjk,2001,3.8454
tjk,2002,2.15704
tjk,2003,2.14728
tjk,2004,1.87997
tjk,2005,1.68942
tjk,2006,2.02147
tjk,2007,1.63606
tjk,2008,1.59244
tjk,2009,1.36485
tjk,2010,1.19002
tjk,2011,1.32834
tjk,2012,0.86196
tjk,2013,0.78927
tjk,2014,1.39549
tjk,2015,1.89971
tjk,2016,1.85199
tjk,2017,0.54687
tls,2008,16.05598
tls,2009,10.11397
tls,2010,9.87752
tls,2011,7.09649
tls,2012,8.6328
tls,2013,7.66193
tls,2014,6.88913
tls,2015,5.52002
tls,2016,5.42296
tls,2017,3.05708
tls,2018,4.18653
tls,2019,4.9043
ton,1970,12.3263
ton,1971,11.06824
ton,1972,5.22145
ton,1974,10.57946
ton,1975,2.70993
ton,1982,1.26604
ton,1983,9.80462
ton,1984,1.10607
ton,1985,3.02356
ton,1986,3.23661
ton,1990,7.70878
ton,1993,7.37252
ton,1998,5.98273
ton,1999,6.60778
ton,2001,0.93376
ton,2004,1.8877
ton,2005,1.18882
ton,2006,1.09888
ton,2012,1.30765
ton,2013,1.26423
ton,2015,1.11657
ton,2018,0.22745
ton,2019,0.35243
ton,2020,0.63236
tto,1971,6.89456
tto,1972,7.71243
tto,1973,8.4443
tto,1974,8.5909
tto,1975,7.74978
tto,1976,4.65997
tto,1977,3.95019
tto,1978,5.90265
tto,1979,10.59234
tto,1980,13.7446
tto,1981,8.69689
tto,1982,7.41437
tto,1983,7.42262
tto,1984,8.1285
tto,1985,7.84144
tto,1986,9.61858
tto,1987,7.59573
tto,1988,6.77622
tto,1989,8.15468
tto,1990,9.96883
tto,1991,10.38459
tto,1992,10.80304
tto,1993,11.68003
tto,1996,11.33312
tto,1997,11.51499
tto,1999,2.10418
tto,2000,0.62872
tto,2001,1.11364
tto,2002,5.45751
tto,2003,4.07077
tto,2004,1.12444
tto,2005,3.91426
tto,2007,0.73978
tto,2008,1.97838
tto,2009,1.64149
tto,2010,1.22018
tun,1971,22.18276
tun,1975,24.27693
tun,1978,22.15769
tun,1979,20.71774
tun,1980,18.65276
tun,1981,16.92446
tun,1982,14.33739
tun,1983,11.2859
tun,1984,8.44209
tun,1985,7.60683
tun,1986,6.72152
tun,1987,6.18006
tun,1988,5.84792
tun,1989,5.45744
tun,1990,6.21383
tun,1991,5.21763
tun,1992,4.83857
tun,1993,4.00957
tun,1994,4.00213
tun,1995,3.77189
tun,1996,4.73575
tun,1997,5.86223
tun,1999,5.85882
tun,2000,4.76522
tun,2001,2.91512
tun,2002,0.72505
tun,2003,1.03282
tun,2004,1.23545
tun,2005,1.25941
tun,2006,1.47901
tun,2007,2.45415
tun,2008,2.09801
tun,2009,1.46857
tun,2010,1.16414
tun,2011,1.17532
tun,2012,1.46083
tun,2013,1.15617
tur,1974,15.00612
tur,1985,8.01719
tur,1986,7.08049
tur,1987,7.40346
tur,1988,5.71721
tur,1989,5.72711
tur,1990,3.97875
tur,1991,4.6847
tur,1992,4.49807
tur,1993,6.92979
tur,1994,7.75061
tur,1995,8.35481
tur,1997,7.95562
tur,1999,5.02126
tur,2000,4.1447
tur,2001,3.60556
tur,2002,3.28174
tur,2003,2.84856
tur,2004,2.52136
tur,2005,2.20621
tur,2006,1.94187
tur,2007,1.47941
tur,2008,2.25094
tur,2009,4.64872
tur,2010,3.78417
tur,2011,4.78723
tur,2012,6.1988
tur,2013,6.56701
tur,2014,5.28857
tur,2015,5.26441
tur,2016,5.85389
tur,2017,5.1231
tur,2018,4.9562
tur,2019,4.78203
tuv,2014,8.86333
tuv,2015,4.7619
tuv,2016,11.84298
tuv,2017,10.12492
tuv,2019,19.14894
tuv,2020,17.42183
tza,1976,51.57424
tza,1980,29.68466
tza,1981,30.89127
tza,1982,35.72826
tza,1983,36.91509
tza,1984,40.08793
tza,1985,42.92333
tza,1986,44.21687
tza,1987,45.64907
tza,1988,47.26846
tza,1989,47.32254
tza,1990,47.95657
tza,1991,48.63117
tza,1992,48.53128
tza,1993,49.3215
tza,1994,50.55057
tza,1995,50.6716
tza,1996,50.52618
tza,1997,50.0842
tza,1998,50.55326
tza,1999,50.08009
tza,2000,46.43483
tza,2001,41.84003
tza,2002,26.87222
tza,2003,18.33322
tza,2004,13.77712
tza,2005,9.02505
tza,2006,3.09671
tza,2008,0.9022
tza,2010,7.38324
tza,2012,12.49922
tza,2013,14.99037
tza,2014,16.67959
tza,2015,16.26884
tza,2016,15.43952
tza,2017,15.43671
tza,2018,17.64906
tza,2019,15.54717
tza,2020,16.07893
uga,1979,62.38056
uga,1981,58.56854
uga,1982,56.70135
uga,1986,42.57019
uga,2009,4.78831
uga,2010,8.37751
uga,2011,5.22752
uga,2012,5.46558
uga,2013,4.35644
uga,2014,6.31518
uga,2015,14.20312
uga,2016,12.8387
uga,2017,13.90533
ukr,2002,3.64226
ukr,2003,9.882
ukr,2004,10.21602
ukr,2005,10.03201
ukr,2006,11.19841
ukr,2007,11.72947
ukr,2008,12.02195
ukr,2009,11.6464
ukr,2010,9.19632
ukr,2011,7.12244
ukr,2012,6.37116
ukr,2013,6.25623
ukr,2014,8.00895
ury,1983,13.42418
ury,1984,13.16657
ury,1985,11.65382
ury,1986,11.23426
ury,1987,12.07381
ury,1991,7.98677
ury,1992,6.05037
ury,1993,5.36685
ury,1994,6.98813
ury,1995,7.47001
ury,1996,7.95549
ury,1997,7.79918
ury,2005,0.06438
ury,2006,0.06241
ury,2007,1.48656
ury,2008,0.25971
ury,2009,0.29695
ury,2010,0.1552
ury,2011,0.19527
ury,2012,0.22815
ury,2013,0.08381
ury,2014,2.97208
ury,2015,0.01448
ury,2016,0.00014
ury,2017,0.30549
ury,2018,0.15282
ury,2019,0.56478
usa,2005,0.56519
usa,2013,2.89807
usa,2015,1.80586
usa,2016,0.35997
usa,2017,0.42438
usa,2018,0.57421
usa,2019,0.91657
uzb,2007,7.29013
uzb,2008,6.12604
uzb,2009,6.71547
uzb,2010,5.90483
uzb,2011,5.2867
uzb,2012,3.66974
uzb,2013,2.50446
uzb,2014,1.01051
uzb,2015,0.72052
uzb,2016,0.68183
uzb,2017,0.72296
uzb,2018,0.72653
uzb,2019,0.62373
uzb,2020,0.93533
vct,1984,6.31558
vct,1986,3.02422
vct,1994,0.51607
vct,2000,1.81237
vct,2002,0.99608
vct,2003,0.59953
vct,2004,0.67943
vct,2005,1.7791
vct,2007,1.24021
vct,2008,1.81918
vct,2009,0.71691
vct,2010,0.53539
vct,2011,0.76653
vct,2012,0.31096
vct,2013,0.17571
vct,2014,0.72724
vct,2015,0.92903
vct,2016,0.78128
vct,2017,0.49096
vct,2018,1.21685
vct,2019,0.36232
ven,1971,25.08472
ven,1972,24.20517
ven,1973,24.04633
ven,1974,25.21936
ven,1975,24.47211
ven,1976,21.80178
ven,1977,20.60476
ven,1978,19.19903
ven,1979,18.2797
ven,1999,10.84826
ven,2000,8.25179
ven,2001,6.05457
ven,2002,2.51364
ven,2003,4.27284
ven,2004,4.21559
ven,2005,5.10461
ven,2006,5.07684
ven,2007,3.69222
ven,2008,5.8326
ven,2009,4.09795
ven,2010,3.48426
ven,2011,3.5729
ven,2012,3.89314
ven,2013,4.75632
ven,2014,5.6798
ven,2015,6.0444
ven,2016,8.14362
ven,2017,9.61041
vgb,1983,11.22334
vgb,1984,12.67847
vgb,1985,2.25043
vgb,1990,1.73909
vgb,1991,0.35257
vgb,1992,0.33368
vgb,1994,3.39964
vgb,1999,1.979
vgb,2000,16.22893
vgb,2001,7.57807
vgb,2002,2.06659
vgb,2003,1.55378
vgb,2005,6.00775
vgb,2006,8.91502
vgb,2007,1.65733
vgb,2009,1.74356
vgb,2010,2.61283
vgb,2011,0.05625
vgb,2012,5.59738
vgb,2013,3.40834
vgb,2014,0.68339
vgb,2018,1.94647
vnm,1977,2.63744
vnm,1978,9.46238
vnm,1981,6.0571
vnm,1985,8.57782
vnm,1998,0.13608
vnm,1999,0.37089
vnm,2000,1.58763
vnm,2001,2.97089
vnm,2002,6.07388
vnm,2005,8.62802
vnm,2006,6.48067
vnm,2008,1.39388
vnm,2009,0
vnm,2010,0
vnm,2011,0
vnm,2012,0
vnm,2013,0
vut,1981,14.91324
vut,1989,24.89076
vut,1998,1.94547
vut,1999,2.35731
vut,2000,0.67476
vut,2001,0.43374
vut,2002,0.78353
vut,2003,0.33028
vut,2004,2.38295
vut,2005,0.85376
vut,2014,3.76333
vut,2015,7.85228
vut,2018,7.7654
vut,2019,4.28516
vut,2020,3.40727
wsm,1994,6.62397
wsm,1998,3.73761
wsm,1999,4.12429
wsm,2000,2.43411
wsm,2001,2.37646
wsm,2007,1.63075
wsm,2009,0.26863
wsm,2010,0.56172
wsm,2011,1.50486
wsm,2012,1.37454
wsm,2013,0.19341
wsm,2014,0.81309
wsm,2015,0.54837
wsm,2016,1.35022
wsm,2017,0.60838
wsm,2018,1.28989
yem,1999,42.8459
yem,2001,34.35205
yem,2003,28.06231
yem,2004,25.19269
yem,2005,23.04381
yem,2008,22.82807
yem,2010,17.35205
yem,2012,14.48287
yem,2013,13.7091
yem,2016,15.60336
zaf,1970,32.33085
zaf,1991,12.88581
zaf,1994,10.88373
zaf,1995,10.2614
zaf,1998,9.81743
zaf,1999,8.65732
zaf,2000,9.86391
zaf,2001,8.98271
zaf,2002,7.84187
zaf,2003,6.48602
zaf,2004,5.67377
zaf,2005,5.51258
zaf,2015,4.35449
zaf,2017,7.55062
zaf,2018,11.00796
zaf,2019,10.78704
zmb,1972,23.67146
zmb,1976,20.96924
zmb,1977,20.93166
zmb,1978,21.99022
zmb,1979,22.47105
zmb,1980,22.50231
zmb,1981,22.45097
zmb,1982,22.57016
zmb,1983,21.01622
zmb,1984,19.95014
zmb,1986,18.69983
zmb,1988,20.77126
zmb,1994,27.19553
zmb,1995,28.99909
zmb,1998,31.71444
zmb,1999,33.04104
zmb,2000,33.05745
zmb,2001,33.22536
zmb,2002,30.18362
zmb,2004,17.36599
zmb,2005,9.03307
zmb,2006,10.75335
zmb,2007,8.25588
zmb,2008,7.83304
zmb,2009,11.0586
zmb,2010,13.98499
zmb,2011,10.44007
zmb,2012,9.11741
zmb,2013,11.76653
zmb,2017,14.89646
zwe,1982,2.36951
zwe,1984,0.99052
zwe,1986,1.3584
zwe,1998,15.48505
zwe,1999,12.446
zwe,2000,10.49661
zwe,2001,7.08378
zwe,2002,9.67176
zwe,2003,10.31446
zwe,2012,0.58628
zwe,2013,0.48675
zwe,2014,2.52937
zwe,2015,13.23052
zwe,2016,12.89106
zwe,2017,15.51343
zwe,2018,15.30251
zwe,2019,15.13754
zwe,2020,13.63717
