geo,time,ne_gdi_ftot_kd_zg
aus,2001,-7.94324
aus,2002,9.12402
aus,2003,12.56745
aus,2004,8.73539
aus,2005,6.09412
aus,2006,8.2735
aus,2007,4.51986
aus,2008,8.76208
aus,2009,1.52399
aus,2010,1.74792
aus,2011,3.59992
aus,2012,11.60267
aus,2013,2.89136
aus,2014,-1.88889
aus,2015,-3.69215
aus,2016,-3.64282
aus,2017,-0.03912
aus,2018,4.84078
aus,2019,-1.27956
aus,2020,-2.47211
aut,1971,13.79046
aut,1972,12.13753
aut,1973,0.34916
aut,1974,3.96868
aut,1975,-4.95189
aut,1976,3.81801
aut,1977,8.93214
aut,1978,-6.47256
aut,1979,5.82594
aut,1980,3.32289
aut,1981,-0.05589
aut,1982,-8.32482
aut,1983,-0.42992
aut,1984,-0.24514
aut,1985,6.18162
aut,1986,1.88602
aut,1987,4.37044
aut,1988,7.06103
aut,1989,4.46094
aut,1990,5.49234
aut,1991,8.31967
aut,1992,0.13695
aut,1993,-1.22393
aut,1994,5.14581
aut,1995,0.19193
aut,1996,4.37574
aut,1997,0.74008
aut,1998,3.42992
aut,1999,1.22572
aut,2000,5.82859
aut,2001,-1.11056
aut,2002,-2.86571
aut,2003,3.84274
aut,2004,0.94061
aut,2005,0.25278
aut,2006,1.15071
aut,2007,4.64431
aut,2008,1.60689
aut,2009,-7.17764
aut,2010,-2.58654
aut,2011,6.64983
aut,2012,0.90591
aut,2013,1.56409
aut,2014,-0.40295
aut,2015,2.30152
aut,2016,4.30583
aut,2017,4.23658
aut,2018,4.40211
aut,2019,4.79504
aut,2020,-5.1945
aze,1991,-20.99999
aze,1992,-40.00003
aze,1993,-38.99997
aze,1994,88.99992
aze,1995,18.60147
aze,1996,111.39997
aze,1997,38.99999
aze,1998,23.00001
aze,1999,26.65942
aze,2000,-7.8263
aze,2001,11.6001
aze,2002,67.19581
aze,2003,74.08574
aze,2004,25.12112
aze,2005,-1.34264
aze,2006,2.73339
aze,2007,-9.31738
aze,2008,1.60577
aze,2009,-9.0151
aze,2010,4.342
aze,2011,11.97253
aze,2012,2.2
aze,2013,19.44732
aze,2014,1.38416
bdi,1998,12.78412
bdi,1999,-12.35744
bdi,2000,114.33746
bdi,2001,1.6652
bdi,2002,2.35326
bdi,2003,2.46951
bdi,2004,19.31843
bdi,2005,1.53531
bdi,2006,-0.34651
bdi,2007,-2.52793
bdi,2008,-6.71811
bdi,2009,10.97225
bdi,2010,15.97566
bdi,2011,-2.65957
bdi,2012,-0.77562
bdi,2013,0.09214
bdi,2014,-0.05213
bdi,2015,-4.92057
bdi,2016,-26.90629
bdi,2017,-2.49192
bdi,2018,24.92436
bdi,2019,14.90873
bdi,2020,-3.55414
bel,1971,-1.90056
bel,1972,3.3948
bel,1973,7.02337
bel,1974,6.93816
bel,1975,-1.86729
bel,1976,3.99347
bel,1977,0.04194
bel,1978,2.76424
bel,1979,-2.72131
bel,1980,12.59015
bel,1981,-15.53384
bel,1982,-4
bel,1983,-5.31224
bel,1984,2.34222
bel,1985,4.46551
bel,1986,3.06711
bel,1987,4.94745
bel,1988,16.01812
bel,1989,11.7529
bel,1990,8.58078
bel,1991,-4.14392
bel,1992,1.0849
bel,1993,-2.5183
bel,1994,0.38378
bel,1995,3.39307
bel,1996,0.55322
bel,1997,6.6991
bel,1998,2.25197
bel,1999,4.09524
bel,2000,4.96918
bel,2001,1.62609
bel,2002,-4.13036
bel,2003,-0.13198
bel,2004,9.02986
bel,2005,5.73779
bel,2006,1.90544
bel,2007,7.28192
bel,2008,1.90693
bel,2009,-6.62266
bel,2010,0.00698
bel,2011,5.22022
bel,2012,0.64873
bel,2013,-2.26967
bel,2014,5.35647
bel,2015,3.74152
bel,2016,4.15534
bel,2017,1.4023
bel,2018,3.03
bel,2019,4.48759
bel,2020,-6.16098
ben,1983,-42.86805
ben,1984,-21.49531
ben,1985,-30.10203
ben,1986,33.08999
ben,1987,12.79708
ben,1988,-17.66613
ben,1989,-2.84541
ben,1990,19.91807
ben,1991,9.84537
ben,1992,6.52024
ben,1993,8.30185
ben,1994,-2.01871
ben,1995,15.42005
ben,1996,1.55177
ben,1997,8.33935
ben,1998,4.25011
ben,1999,7.47405
ben,2000,-0.44258
ben,2001,16.35584
ben,2002,-4.85657
ben,2003,8.11538
ben,2004,-1.95384
ben,2005,-8.38927
ben,2006,-1.67026
ben,2007,24.80155
ben,2008,1.01171
ben,2009,7.80014
ben,2010,9.94892
ben,2011,4.071
ben,2012,-0.43785
ben,2013,46.31931
ben,2014,12.18253
ben,2015,4.96704
ben,2016,0.32436
ben,2017,25.3369
ben,2018,16.22268
ben,2019,10.40913
ben,2020,2.10961
bfa,1984,1.67767
bfa,1985,42.27263
bfa,1986,0.02171
bfa,1987,4.67752
bfa,1988,0.1273
bfa,1989,12.02563
bfa,1990,-9.61255
bfa,1991,14.52465
bfa,1992,-4.29218
bfa,1993,-3.37182
bfa,1994,22.73448
bfa,1995,-8.64212
bfa,1996,8.81499
bfa,1997,14.82803
bfa,1998,0.98596
bfa,1999,-4.12238
bfa,2000,-1.56595
bfa,2001,-3.08315
bfa,2002,3.34842
bfa,2003,11.9246
bfa,2004,13.55875
bfa,2005,10.72547
bfa,2006,8.44923
bfa,2007,13.83188
bfa,2008,3.77955
bfa,2009,17.8506
bfa,2010,17.62455
bfa,2011,15.77608
bfa,2012,14.17078
bfa,2013,8.27084
bfa,2014,-12.90942
bfa,2015,16.02203
bfa,2016,13.34337
bfa,2017,8.9842
bfa,2018,8.57602
bfa,2019,23.80557
bgd,1981,22.85634
bgd,1982,8.59009
bgd,1983,4.51216
bgd,1984,9.95604
bgd,1985,5.92378
bgd,1986,5.61379
bgd,1987,10.29012
bgd,1988,1.53196
bgd,1989,4.92562
bgd,1990,5.51541
bgd,1991,2.4592
bgd,1992,4.00749
bgd,1993,11.164
bgd,1994,9.23754
bgd,1995,9.60816
bgd,1996,11.95168
bgd,1997,6.45945
bgd,1998,9.11316
bgd,1999,8.5866
bgd,2000,7.11769
bgd,2001,7.93472
bgd,2002,7.42011
bgd,2003,7.65735
bgd,2004,8.20858
bgd,2005,9.76364
bgd,2006,9.88795
bgd,2007,7.14687
bgd,2008,9.81511
bgd,2009,7.38814
bgd,2010,8.56462
bgd,2011,9.56095
bgd,2012,10.56773
bgd,2013,5.36464
bgd,2014,9.85505
bgd,2015,7.1188
bgd,2016,8.90937
bgd,2017,10.14876
bgd,2018,10.50174
bgd,2019,8.44164
bgd,2020,1.93675
bgr,1981,2.60651
bgr,1982,1.73053
bgr,1983,0.66222
bgr,1984,-0.98303
bgr,1985,5.93482
bgr,1986,6.44066
bgr,1987,5.59846
bgr,1988,14.1215
bgr,1989,1.75052
bgr,1990,-33.55294
bgr,1991,-19.90956
bgr,1992,-7.32698
bgr,1993,-17.45096
bgr,1994,1.064
bgr,1995,-3.27916
bgr,1996,-67.68484
bgr,1997,150.47348
bgr,1998,32.62717
bgr,1999,22.3858
bgr,2000,16.47926
bgr,2001,19.83175
bgr,2002,8.13564
bgr,2003,12.8531
bgr,2004,13.78639
bgr,2005,26.73359
bgr,2006,12.9505
bgr,2007,13.05581
bgr,2008,21.96625
bgr,2009,-17.67291
bgr,2010,-17.64091
bgr,2011,-4.40282
bgr,2012,1.82071
bgr,2013,0.54435
bgr,2014,3.47832
bgr,2015,2.65602
bgr,2016,-6.62618
bgr,2017,3.23072
bgr,2018,5.40393
bgr,2019,4.52923
bgr,2020,0.59459
bhr,2001,-9.44398
bhr,2002,36.01474
bhr,2003,15.226
bhr,2004,-3.33906
bhr,2005,30.81326
bhr,2006,24.30342
bhr,2007,37.70331
bhr,2008,18.59725
bhr,2009,-29.44377
bhr,2010,14.29369
bhr,2011,-12.48903
bhr,2012,9.8419
bhr,2013,16.9195
bhr,2014,5.86631
bhr,2015,-8.52781
bhr,2016,10.78056
bhr,2017,10.57368
bhr,2018,9.50716
bhr,2019,1.41314
bhs,1990,-6.93053
bhs,1991,-4.13256
bhs,1992,0.10751
bhs,1993,-20.60673
bhs,1994,19.20266
bhs,1995,10.72483
bhs,1996,13.75069
bhs,1997,82.70458
bhs,1998,-21.38663
bhs,1999,13.39125
bhs,2000,16.22828
bhs,2001,-10.15169
bhs,2002,4.33069
bhs,2003,5.69898
bhs,2004,-8.47292
bhs,2005,22.81715
bhs,2006,20.38208
bhs,2007,-3.33316
bhs,2008,-7.71172
bhs,2009,-13.84198
bhs,2010,-7.80475
bhs,2011,13.5838
bhs,2012,25.29711
bhs,2013,-10.47108
bhs,2014,12.33994
bhs,2015,-18.75817
bhs,2016,5.35209
bhs,2017,9.22371
bhs,2018,-3.33733
bhs,2019,1.87662
bhs,2020,-36.20222
bih,2001,-0.52675
bih,2002,8.83664
bih,2003,2.40119
bih,2004,4.45513
bih,2005,20.83205
bih,2006,-9.70322
bih,2007,32.03628
bih,2008,16.82401
bih,2009,-16.90501
bih,2010,-11.51464
bih,2011,5.4722
bih,2012,0.82675
bih,2013,-1.27079
bih,2014,11.97016
bih,2015,-2.48237
bih,2016,5.434
bih,2017,7.85787
bih,2018,8.08418
bih,2019,5.8431
bih,2020,-5.32811
blr,1991,4.39999
blr,1992,-18.6
blr,1993,-7.60001
blr,1994,-13.69999
blr,1995,-29.6
blr,1996,-3.10001
blr,1997,21.7
blr,1998,10.10002
blr,1999,-3.99998
blr,2000,2.29998
blr,2001,-2.2703
blr,2002,6.69897
blr,2003,20.60159
blr,2004,19.89429
blr,2005,19.50327
blr,2006,31.60037
blr,2007,16.39976
blr,2008,23.79993
blr,2009,5.00005
blr,2010,17.79298
blr,2011,13.80919
blr,2012,-11.44404
blr,2013,8.97085
blr,2014,-5.84155
blr,2015,-15.46223
blr,2016,-14.50005
blr,2017,5.53985
blr,2018,4.35104
blr,2019,6.2
blr,2020,-6.9
blz,1981,2.37239
blz,1982,-19.08458
blz,1983,-15.12297
blz,1984,18.83168
blz,1985,-14.58303
blz,1986,10.13574
blz,1987,46.64593
blz,1988,32.67021
blz,1989,17.29495
blz,1990,3.53935
blz,1991,23.34764
blz,1992,5.06605
blz,1993,14.0908
blz,1994,-23.54728
blz,1995,9.54915
blz,1996,-3.76686
blz,1997,-0.56922
blz,1998,-1.71788
blz,1999,36.90422
blz,2000,30.90509
blz,2001,-6.24736
blz,2002,-5.36125
blz,2003,-14.00357
blz,2004,-5.38243
blz,2005,7.92051
blz,2006,1.82477
blz,2007,3.33623
blz,2008,28.15829
blz,2009,-18.82616
blz,2010,-21.21325
blz,2011,-1.16348
blz,2012,-0.33367
blz,2013,24.34248
blz,2014,4.57888
blz,2015,24.86184
blz,2016,7.81392
blz,2017,-13.02532
blz,2018,6.26786
blz,2019,6.75645
blz,2020,-9.2894
bmu,2015,1.22569
bmu,2016,15.45044
bmu,2017,7.38358
bmu,2018,-1.65744
bmu,2019,11.70644
bmu,2020,-24.05786
bol,1961,-16.44068
bol,1962,58.62069
bol,1963,8.12133
bol,1964,-1.53846
bol,1965,7.99632
bol,1966,-10.89362
bol,1967,13.84909
bol,1968,48.48993
bol,1969,-11.9209
bol,1970,0.32072
bol,1971,10.12797
bol,1972,12.46881
bol,1973,-2.20588
bol,1974,8.6531
bol,1975,19.97852
bol,1976,4.3208
bol,1977,6.39626
bol,1978,11.0245
bol,1979,-6.98434
bol,1980,-24.02724
bol,1981,-2.08845
bol,1982,-27.39342
bol,1983,-12.38132
bol,1984,7.37502
bol,1985,14.19716
bol,1986,4.06767
bol,1987,5.36178
bol,1988,5.97158
bol,1989,-2.0349
bol,1990,13.62624
bol,1991,19.06766
bol,1992,12.06646
bol,1993,2.62861
bol,1994,-8.01816
bol,1995,13.8007
bol,1996,11.72831
bol,1997,26.76305
bol,1998,29.21673
bol,1999,-15.2762
bol,2000,-8.89892
bol,2001,-21.44904
bol,2002,18.50782
bol,2003,-10.84563
bol,2004,-1.11772
bol,2005,6.66672
bol,2006,9.29506
bol,2007,12.64364
bol,2008,18.67272
bol,2009,2.889
bol,2010,7.46378
bol,2011,23.71396
bol,2012,2.52565
bol,2013,11.72702
bol,2014,9.90808
bol,2015,4.99441
bol,2016,3.41515
bol,2017,11.77123
bol,2018,3.22948
bol,2019,-3.46152
bol,2020,-26.01993
bra,1971,15.34846
bra,1972,16.71469
bra,1973,20.99067
bra,1974,13.25862
bra,1975,9.73434
bra,1976,7.0272
bra,1977,-1.17064
bra,1978,4.74769
bra,1979,3.88568
bra,1980,9.1715
bra,1981,-12.39036
bra,1982,-6.72311
bra,1983,-16.09837
bra,1984,1.23453
bra,1985,8.79064
bra,1986,22.98004
bra,1987,-1.13948
bra,1988,-4.84055
bra,1989,1.21114
bra,1990,-8.09731
bra,1991,8.08381
bra,1992,-6.62107
bra,1993,6.32574
bra,1994,14.25677
bra,1995,7.29
bra,1996,0.79846
bra,1997,8.41811
bra,1998,-0.16384
bra,1999,-8.8753
bra,2000,4.81319
bra,2001,1.30448
bra,2002,-1.44377
bra,2003,-3.98451
bra,2004,8.48696
bra,2005,1.9563
bra,2006,6.66079
bra,2007,11.95241
bra,2008,12.28696
bra,2009,-2.13387
bra,2010,17.85392
bra,2011,6.83405
bra,2012,0.77878
bra,2013,5.8272
bra,2014,-4.22407
bra,2015,-13.9465
bra,2016,-12.12983
bra,2017,-2.55736
bra,2018,5.23176
bra,2019,3.36411
bra,2020,-0.77669
brn,1990,6.10844
brn,1991,8.40879
brn,1992,18.07876
brn,1993,21.72815
brn,1994,-10.04566
brn,1995,8.491
brn,1996,86.21863
brn,1997,-38.00822
brn,1998,-12.93294
brn,1999,-19.88997
brn,2000,-29.18129
brn,2001,9.03863
brn,2002,43.21311
brn,2003,-20.98195
brn,2004,2.93903
brn,2005,0.76505
brn,2006,1.68167
brn,2007,26.3713
brn,2008,13.26651
brn,2009,-0.45649
brn,2010,-3.54971
brn,2011,37.34091
brn,2012,28.90244
brn,2013,11.95044
brn,2014,-31.3234
brn,2015,6.52403
brn,2016,-11.17847
brn,2017,8.09192
brn,2018,28.30922
brn,2019,-4.39986
brn,2020,-9.34351
btn,2001,23.23618
btn,2002,16.91105
btn,2003,0.5201
btn,2004,13.70838
btn,2005,-12.68539
btn,2006,-1.96976
btn,2007,-15.5575
btn,2008,36.30738
btn,2009,20.80377
btn,2010,43.48348
btn,2011,13.45422
btn,2012,3.0402
btn,2013,-36.22815
btn,2014,29.93702
btn,2015,12.88251
btn,2016,10.65251
btn,2017,-1.22238
btn,2018,-6.31482
btn,2019,-16.48911
btn,2020,-13.57945
bwa,1975,-18.57145
bwa,1976,-1.58445
bwa,1977,7.41734
bwa,1978,30.97511
bwa,1979,30.31129
bwa,1980,18.12242
bwa,1981,1.74794
bwa,1982,-8.44605
bwa,1983,-8.57442
bwa,1984,17.65042
bwa,1985,7.7949
bwa,1986,2.71632
bwa,1987,33.08205
bwa,1988,40.19482
bwa,1989,23.7237
bwa,1990,7.28146
bwa,1991,-2.23879
bwa,1992,-4.23085
bwa,1993,-1.86828
bwa,1994,-1.17416
bwa,1995,6.23359
bwa,1996,0.15097
bwa,1997,18.0945
bwa,1998,10.36306
bwa,1999,12.47595
bwa,2000,1.96471
bwa,2001,5.13708
bwa,2002,4.162
bwa,2003,5.42354
bwa,2004,9.88587
bwa,2005,1.86252
bwa,2006,6.95256
bwa,2007,11.34709
bwa,2008,3.33448
bwa,2009,9.49046
bwa,2010,9.17657
bwa,2011,12.15207
bwa,2012,13.61484
bwa,2013,2.01896
bwa,2014,1.47129
bwa,2015,3.65886
bwa,2016,7.00607
bwa,2017,-4.60336
bwa,2018,8.62131
bwa,2019,10.1748
bwa,2020,-7.70095
caf,2010,14.72813
caf,2011,-13.1582
caf,2012,-14.41539
caf,2013,-65.6894
caf,2014,231.93219
caf,2015,4.73726
caf,2016,7.09006
caf,2017,20.62117
caf,2018,25.97658
caf,2019,-9.56265
caf,2020,6.04106
can,1962,4.96481
can,1963,3.70758
can,1964,13.10641
can,1965,10.84985
can,1966,11.04352
can,1967,0.09002
can,1968,0.85992
can,1969,4.798
can,1970,0.56036
can,1971,7.26057
can,1972,4.12822
can,1973,8.20537
can,1974,5.38018
can,1975,4.24823
can,1976,6.40608
can,1977,2.43388
can,1978,1.87402
can,1979,6.29703
can,1980,5.4176
can,1981,9.16878
can,1982,-10.84906
can,1983,-0.63109
can,1984,2.18029
can,1985,8.47915
can,1986,3.95204
can,1987,9.09204
can,1988,9.13846
can,1989,5.14306
can,1990,-3.46817
can,1991,-4.23201
can,1992,-2.93887
can,1993,-1.16141
can,1994,6.69931
can,1995,-1.36462
can,1996,5.77257
can,1997,11.67967
can,1998,3.23429
can,1999,5.13112
can,2000,5.06582
can,2001,4.81952
can,2002,0.99662
can,2003,5.21745
can,2004,8.43522
can,2005,9.12408
can,2006,6.27976
can,2007,3.16765
can,2008,1.62654
can,2009,-11.31399
can,2010,11.51167
can,2011,4.63721
can,2012,4.88611
can,2013,1.44892
can,2014,2.25022
can,2015,-5.2099
can,2016,-4.6536
can,2017,3.34663
can,2018,1.81846
can,2019,0.25559
can,2020,-2.43917
che,1971,9.85774
che,1972,4.97903
che,1973,2.90132
che,1974,-4.2546
che,1975,-13.57785
che,1976,-10.50806
che,1977,1.61879
che,1978,6.10276
che,1979,5.09621
che,1980,9.91952
che,1981,1.34498
che,1982,-4.13355
che,1983,3.50747
che,1984,4.27171
che,1985,3.56933
che,1986,6.9002
che,1987,4.09213
che,1988,8.30212
che,1989,4.68042
che,1990,4.64029
che,1991,-1.86251
che,1992,-8.03397
che,1993,-3.47286
che,1994,3.95605
che,1995,4.78102
che,1996,-1.24458
che,1997,3.9399
che,1998,7.94059
che,1999,2.67983
che,2000,4.54395
che,2001,-1.78754
che,2002,0.69575
che,2003,-0.86428
che,2004,5.18628
che,2005,3.55608
che,2006,4.81855
che,2007,5.22913
che,2008,0.57931
che,2009,-6.96535
che,2010,3.3984
che,2011,2.35804
che,2012,4.32166
che,2013,0.85679
che,2014,2.5549
che,2015,2.07828
che,2016,2.91826
che,2017,3.59113
che,2018,1.30954
che,2019,0.59582
che,2020,-1.76892
chl,1961,1.28586
chl,1962,12.26961
chl,1963,14.76158
chl,1964,-5.69834
chl,1965,-6.04268
chl,1966,3.21788
chl,1967,2.13751
chl,1968,9.45774
chl,1969,5.04499
chl,1970,6.45518
chl,1971,-2.3189
chl,1972,-20.09177
chl,1973,-6.02594
chl,1974,19.11435
chl,1975,-22.7713
chl,1976,-14.81586
chl,1977,15.44784
chl,1978,17.376
chl,1979,16.84996
chl,1980,21.90406
chl,1981,16.75791
chl,1982,-38.30103
chl,1983,-15.03486
chl,1984,18.84461
chl,1985,9.97491
chl,1986,2.41791
chl,1987,21.71246
chl,1988,14.1527
chl,1989,29.99807
chl,1990,2.51687
chl,1991,-0.17759
chl,1992,24.02543
chl,1993,17.95601
chl,1994,6.18606
chl,1995,23.49974
chl,1996,8.91875
chl,1997,12.43366
chl,1998,3.24552
chl,1999,-14.27023
chl,2000,10.04266
chl,2001,2.65474
chl,2002,3.93464
chl,2003,8.14985
chl,2004,12.98484
chl,2005,23.45842
chl,2006,5.95438
chl,2007,10.5515
chl,2008,18.48856
chl,2009,-13.33754
chl,2010,13.12983
chl,2011,16.14884
chl,2012,11.28323
chl,2013,3.31307
chl,2014,-4.83359
chl,2015,-0.2903
chl,2016,-1.33713
chl,2017,-3.09688
chl,2018,5.1452
chl,2019,4.40512
chl,2020,-11.48384
civ,1997,5.49222
civ,1998,8.65522
civ,1999,5.6946
civ,2000,-16.18489
civ,2001,-3.97795
civ,2002,5.43941
civ,2003,-16.98417
civ,2004,10.69858
civ,2005,2.42899
civ,2006,12.83356
civ,2007,20.95078
civ,2008,9.68876
civ,2009,4.56156
civ,2010,41.01223
civ,2011,-19.84631
civ,2012,-1.89627
civ,2013,40.40627
civ,2014,18.33895
civ,2015,16.02689
civ,2016,3.19449
civ,2017,5.63395
civ,2018,10.99932
civ,2019,12.10458
civ,2020,8.38061
cmr,1976,11.22407
cmr,1977,28.39972
cmr,1978,39.24834
cmr,1979,3.17034
cmr,1980,14.78743
cmr,1981,38.06656
cmr,1982,0
cmr,1983,11.3
cmr,1984,10.2
cmr,1985,12.4
cmr,1986,-2.8
cmr,1987,-11.4
cmr,1988,-27.6
cmr,1989,-16.5
cmr,1990,-7.2
cmr,1991,-3.7
cmr,1992,-15.73533
cmr,1993,-7.14977
cmr,1994,13.10165
cmr,1995,-4.04315
cmr,1996,6.66992
cmr,1997,16.60199
cmr,1998,1.39947
cmr,1999,0.93098
cmr,2000,9.46481
cmr,2001,8.52288
cmr,2002,3.72252
cmr,2003,-5.82863
cmr,2004,11.89
cmr,2005,0.95269
cmr,2006,2.71192
cmr,2007,9.6435
cmr,2008,8.4484
cmr,2009,0.04357
cmr,2010,8.7384
cmr,2011,4.09861
cmr,2012,4.42527
cmr,2013,11.74776
cmr,2014,13.59921
cmr,2015,1.82546
cmr,2016,7.75197
cmr,2017,2.24433
cmr,2018,6.07001
cmr,2019,3.253
cmr,2020,-5.35605
cod,1994,0.98684
cod,1995,-1.95439
cod,1996,-10.299
cod,1997,-11.68225
cod,1998,-0.74075
cod,1999,6.60982
cod,2000,-11.34939
cod,2001,7.26634
cod,2002,47.72098
cod,2003,3.2731
cod,2004,-6.38825
cod,2005,16.74184
cod,2006,19.11432
cod,2007,12.3
cod,2008,6.4
cod,2009,66.2326
cod,2010,13.79708
cod,2011,68.11668
cod,2012,2.92575
cod,2013,-0.76372
cod,2014,5.35725
cod,2015,-9.42088
cod,2016,10.46666
cod,2017,23.29733
cod,2018,12.84318
cod,2019,5.66763
cod,2020,32.11251
cog,1986,-33.81642
cog,1987,-25.75599
cog,1988,-14.74721
cog,1989,-20.09884
cog,1990,21
cog,1991,10.98093
cog,1992,-0.29774
cog,1993,36.01048
cog,1994,73.46504
cog,1995,-33.7822
cog,1996,-0.26182
cog,1997,-36.42327
cog,1998,-6.455
cog,1999,28.49576
cog,2000,14.90901
cog,2001,6.38629
cog,2002,-2.19243
cog,2003,15.0802
cog,2004,0.1088
cog,2005,5.10952
cog,2006,-6.95788
cog,2007,108.25246
cog,2008,-11.5879
cog,2009,2.22044
cog,2010,11.89316
cog,2011,-4.04944
cog,2012,38.07265
cog,2013,18.05154
cog,2014,18.17593
cog,2015,19.8749
cog,2016,-13.23255
cog,2017,-49.32002
cog,2018,-25.23966
cog,2019,-2.3494
cog,2020,-15.41206
col,1966,13.8432
col,1967,8.78515
col,1968,13.78143
col,1969,9.46647
col,1970,12.10359
col,1971,4.85893
col,1972,-1.97003
col,1973,8.69677
col,1974,8.68227
col,1975,-3.83103
col,1976,9.51247
col,1977,0.70401
col,1978,9.34791
col,1979,3.80657
col,1980,13.1739
col,1981,6.26896
col,1982,2.95919
col,1983,1.1806
col,1984,1.24379
col,1985,-5.22117
col,1986,7.6413
col,1987,0.8157
col,1988,10.87109
col,1989,-5.23635
col,1990,-3.34393
col,1991,-6.17297
col,1992,12.41661
col,1993,36.25909
col,1994,21.42674
col,1995,0.90547
col,1996,-1.3961
col,1997,-2.01056
col,1998,-6.3009
col,1999,-34.55635
col,2000,-2.01885
col,2001,9.72187
col,2002,11.1181
col,2003,11.48596
col,2004,11.13013
col,2005,13.03114
col,2006,18.77167
col,2007,19.89125
col,2008,-2.71547
col,2009,4.45527
col,2010,7.10472
col,2011,12.21197
col,2012,3.33414
col,2013,8.47983
col,2014,9.20654
col,2015,2.80831
col,2016,-2.89003
col,2017,1.85427
col,2018,1.03684
col,2019,3.08605
col,2020,-20.55465
com,1981,3.86492
com,1982,6.38362
com,1983,4.82103
com,1984,4.11026
com,1985,2.28037
com,1986,1.86721
com,1987,1.63799
com,1988,2.68752
com,1989,-3.18068
com,1990,5.09139
com,1991,-5.3956
com,1992,8.53092
com,1993,3.00594
com,1994,-5.27668
com,1995,3.61013
com,1996,-1.29167
com,1997,4.03033
com,1998,1.28267
com,1999,1.92412
com,2000,10.84808
com,2001,2.33293
com,2002,2.32479
com,2003,2.1041
com,2004,1.9196
