geo,time,ny_adj_nnty_kd_zg
arm,2001,8.33066
arm,2002,14.78358
arm,2003,19.83944
arm,2004,10.33831
arm,2005,14.87319
arm,2006,14.62708
arm,2007,16.88729
arm,2008,9.27827
arm,2009,-21.95313
arm,2010,1.59018
arm,2011,2.68704
arm,2012,13.07939
arm,2013,3.45924
arm,2014,1.2324
arm,2015,-1.41067
arm,2016,-1.46388
arm,2017,10.35332
arm,2018,4.14324
arm,2019,5.7328
aut,1971,4.62637
aut,1972,6.38864
aut,1973,5.93927
aut,1974,2.11846
aut,1975,0.0136
aut,1976,4.40065
aut,1977,4.64887
aut,1978,0.41505
aut,1979,5.02972
aut,1980,0.77695
aut,1981,-0.78739
aut,1982,1.96386
aut,1983,3.62436
aut,1984,0.1456
aut,1985,2.17311
aut,1986,2.67473
aut,1987,1.89993
aut,1988,3.96684
aut,1989,3.85072
aut,1990,4.48936
aut,1991,2.84222
aut,1992,2.08846
aut,1993,-0.0315
aut,1994,2.38788
aut,1995,2.23184
aut,1996,2.19251
aut,1997,1.42637
aut,1998,3.35039
aut,1999,1.88755
aut,2000,3.46494
aut,2001,0.39534
aut,2002,2.22609
aut,2003,1.17213
aut,2004,3.04585
aut,2005,1.98095
aut,2006,4.07686
aut,2007,3.34998
aut,2008,1.29432
aut,2009,-5.05458
aut,2010,2.20747
aut,2011,1.47941
aut,2012,-0.2513
aut,2013,-0.26234
aut,2014,0.78168
aut,2015,0.62396
aut,2016,3.73225
aut,2017,0.16787
aut,2018,2.33547
aut,2019,1.62474
aze,1999,19.60062
aze,2000,3.06649
aze,2001,17.1264
aze,2002,30.44332
aze,2003,17.04439
aze,2004,11.90052
aze,2005,23.67869
aze,2006,39.82026
aze,2007,22.51983
aze,2008,21.95052
aze,2009,0.32039
aze,2010,-4.63728
aze,2011,17.10542
aze,2012,1.64997
bdi,1998,-2.46191
bdi,1999,20.89482
bdi,2000,1.18126
bdi,2001,-7.76519
bdi,2002,-4.24319
bdi,2003,-29.63345
bdi,2004,29.6096
bdi,2005,16.64114
bdi,2006,16.23248
bdi,2007,-10.30559
bdi,2008,5.34032
bdi,2009,7.51724
bdi,2010,20.94452
bdi,2011,-0.0964
bdi,2012,18.57669
bdi,2013,8.18281
bdi,2014,4.22489
bdi,2015,13.55335
bdi,2016,-8.02656
bdi,2017,0.48479
bdi,2018,9.05168
bdi,2019,2.5183
bel,1971,3.2944
bel,1972,6.42073
bel,1973,6.82183
bel,1974,1.6976
bel,1975,-1.20771
bel,1976,5.6965
bel,1977,0.08964
bel,1978,2.84217
bel,1979,1.83485
bel,1980,-0.49101
bel,1981,-2.54185
bel,1982,-0.24494
bel,1983,0.81303
bel,1984,3.18288
bel,1985,2.92578
bel,1986,4.79545
bel,1987,3.21055
bel,1988,5.96349
bel,1989,3.52611
bel,1990,2.84101
bel,1991,2.21687
bel,1992,2.42213
bel,1993,0.88443
bel,1994,4.02699
bel,1995,1.7173
bel,1996,0.45625
bel,1997,3.55467
bel,1998,2.00549
bel,1999,2.35542
bel,2000,2.4799
bel,2001,0.16373
bel,2002,1.4881
bel,2003,0.57863
bel,2004,2.40817
bel,2005,1.47516
bel,2006,1.71785
bel,2007,3.52889
bel,2008,-1.62235
bel,2009,-1.39969
bel,2010,1.74198
bel,2011,-1.35687
bel,2012,3.3965
bel,2013,0.96998
bel,2014,1.54499
bel,2015,2.43963
bel,2016,1.60897
bel,2017,1.08684
bel,2018,1.29189
bel,2019,2.91519
ben,1972,6.01664
ben,1973,4.09278
ben,1974,-0.531
ben,1975,-7.0493
ben,1976,-0.65595
ben,1977,0.3612
ben,1978,3.96769
ben,1979,11.77232
ben,1980,8.50169
ben,1981,5.25636
ben,1982,-4.85866
ben,1983,-4.43101
ben,1984,5.03023
ben,1985,9.59196
ben,1986,-0.80369
ben,1987,-2.09053
ben,1988,4.76396
ben,1989,-6.19519
ben,1990,10.4411
ben,1991,5.49372
ben,1992,-3.74724
ben,1993,9.2113
ben,1994,-9.43792
ben,1995,6.06115
ben,1996,6.14754
ben,1997,7.44955
ben,1998,4.16196
ben,1999,10.59854
ben,2000,8.80787
ben,2001,7.50777
ben,2002,8.27702
ben,2003,5.12456
ben,2004,6.60074
ben,2005,0.6113
ben,2006,3.83754
ben,2007,5.5725
ben,2008,5.26312
ben,2009,2.30055
ben,2010,1.94507
ben,2011,4.80669
ben,2012,6.28435
ben,2013,9.98268
ben,2014,6.28956
ben,2015,3.22556
ben,2016,4.50874
ben,2017,3.69917
ben,2018,6.29143
ben,2019,7.99562
bfa,1981,3.92323
bfa,1982,8.13474
bfa,1983,-0.23829
bfa,1984,-1.24208
bfa,1985,1.19135
bfa,1986,9.75905
bfa,1987,-0.68294
bfa,1988,5.94742
bfa,1989,0.29669
bfa,1990,0.24539
bfa,1991,7.29625
bfa,1992,0.38756
bfa,1993,2.87216
bfa,1994,-7.21366
bfa,1995,8.16438
bfa,1996,10.73234
bfa,1997,4.92747
bfa,1998,8.88306
bfa,1999,3.23779
bfa,2000,3.80567
bfa,2001,6.53497
bfa,2002,4.16834
bfa,2003,7.53674
bfa,2004,4.6746
bfa,2005,7.2599
bfa,2006,5.6536
bfa,2007,3.8301
bfa,2008,4.94565
bfa,2009,2.28619
bfa,2010,8.16939
bfa,2011,6.0728
bfa,2012,12.38052
bfa,2013,3.34142
bfa,2014,3.2217
bfa,2015,5.54797
bfa,2016,8.45934
bfa,2017,6.46999
bfa,2018,7.78774
bfa,2019,9.73816
bgd,1974,-0.70591
bgd,1975,-4.85084
bgd,1976,0.8708
bgd,1977,-2.39595
bgd,1978,9.02923
bgd,1979,6.21572
bgd,1980,2.13932
bgd,1981,12.19583
bgd,1982,-2.08548
bgd,1983,2.43034
bgd,1984,2.33668
bgd,1985,9.32428
bgd,1986,3.95429
bgd,1987,3.7359
bgd,1988,2.5927
bgd,1989,2.57541
bgd,1990,6.98472
bgd,1991,-1.37861
bgd,1992,3.33193
bgd,1993,3.14621
bgd,1994,5.33212
bgd,1995,3.83994
bgd,1996,3.07036
bgd,1997,2.22504
bgd,1998,4.42414
bgd,1999,4.56121
bgd,2000,5.7762
bgd,2001,4.91488
bgd,2002,3.90927
bgd,2003,4.22306
bgd,2004,7.82364
bgd,2005,6.62675
bgd,2006,7.99291
bgd,2007,7.37422
bgd,2008,5.39798
bgd,2009,5.10954
bgd,2010,6.4135
bgd,2011,5.45443
bgd,2012,6.24288
bgd,2013,5.75212
bgd,2014,4.20549
bgd,2015,6.05948
bgd,2016,6.62169
bgd,2017,6.09626
bgd,2018,8.06526
bgd,2019,15.92437
bgr,1981,11.50666
bgr,1982,4.9167
bgr,1983,4.04241
bgr,1984,5.09396
bgr,1985,-0.18661
bgr,1986,0.25739
bgr,1987,6.68223
bgr,1988,4.50111
bgr,1989,-5.75042
bgr,1990,-2.98609
bgr,1991,-17.56895
bgr,1992,-1.3602
bgr,1993,-5.93029
bgr,1994,5.35037
bgr,1995,38.29649
bgr,1996,-2.03245
bgr,1997,-22.54027
bgr,1998,2.98024
bgr,1999,-7.72114
bgr,2000,3.80881
bgr,2001,7.39922
bgr,2002,8.14728
bgr,2003,4.73138
bgr,2004,7.55486
bgr,2005,4.45305
bgr,2006,5.42518
bgr,2007,3.02114
bgr,2008,11.25689
bgr,2009,-0.71048
bgr,2010,1.3798
bgr,2011,3.8286
bgr,2012,2.14562
bgr,2013,-1.34936
bgr,2014,2.32206
bgr,2015,2.12889
bgr,2016,5.22553
bgr,2017,4.10178
bgr,2018,1.92149
bgr,2019,6.59627
bhr,2001,0.26682
bhr,2002,-6.72732
bhr,2003,13.6105
bhr,2004,6.84055
bhr,2005,17.92313
bhr,2006,13.53358
bhr,2007,15.65865
bhr,2008,13.8644
bhr,2009,-13.33817
bhr,2010,-5.14444
bhr,2011,-7.66021
bhr,2012,21.83772
bhr,2013,7.15609
bhr,2014,2.10832
bhr,2015,3.94053
bhr,2016,6.09945
bhr,2017,4.66443
bhr,2018,-1.4419
bhr,2019,2.18915
bhs,1990,-1.78893
bhs,1991,-6.57738
bhs,1992,0.6794
bhs,1993,-2.55296
bhs,1994,1.88824
bhs,1995,22.88071
bhs,1996,13.18389
bhs,1997,12.82941
bhs,1998,-8.89575
bhs,1999,17.03402
bhs,2000,3.07279
bhs,2001,-2.49997
bhs,2002,10.90984
bhs,2003,-2.14632
bhs,2004,-3.25343
bhs,2005,5.16812
bhs,2006,-2.75594
bhs,2007,4.28141
bhs,2008,-2.95642
bhs,2009,-9.64222
bhs,2010,-2.85294
bhs,2011,-1.18899
bhs,2012,5.78483
bhs,2013,-3.7437
bhs,2014,2.23532
bhs,2015,2.73415
bhs,2016,0.89011
bhs,2017,4.21384
bhs,2018,0.76274
bhs,2019,4.8539
bih,2001,2.47466
bih,2002,5.34874
bih,2003,2.67426
bih,2004,11.03874
bih,2005,1.63135
bih,2006,7.98336
bih,2007,5.02294
bih,2008,6.93384
bih,2009,-3.3541
bih,2010,-2.15852
bih,2011,-2.47384
bih,2012,-3.33106
bih,2013,2.66632
bih,2014,0.77597
bih,2015,5.15007
bih,2016,5.66351
bih,2017,3.47348
bih,2018,4.66237
bih,2019,4.36303
blr,1995,-27.1236
blr,1996,8.35722
blr,1997,10.45267
blr,1998,11.30215
blr,1999,2.98451
blr,2000,8.87074
blr,2001,10.20797
blr,2002,7.43844
blr,2003,9.73322
blr,2004,12.7992
blr,2005,14.92038
blr,2006,14.20559
blr,2007,10.43322
blr,2008,16.14964
blr,2009,-4.28598
blr,2010,7.09212
blr,2011,18.46361
blr,2012,3.62093
blr,2013,-0.63331
blr,2014,3.08123
blr,2015,-4.36332
blr,2016,-5.30354
blr,2017,4.14551
blr,2018,6.31703
blr,2019,2.87088
blz,1981,-19.60874
blz,1982,-2.39441
blz,1983,-0.44329
blz,1984,1.01306
blz,1985,-9.39649
blz,1986,9.99625
blz,1987,18.74275
blz,1988,12.73169
blz,1989,8.85111
blz,1990,14.06847
blz,1991,5.44972
blz,1992,8.566
blz,1993,4.97779
blz,1994,2.59199
blz,1995,3.66823
blz,1996,-0.42123
blz,1997,1.36924
blz,1998,3.56676
blz,1999,3.04855
blz,2000,2.15241
blz,2001,2.30006
blz,2002,5.55502
blz,2003,2.06852
blz,2004,0.59078
blz,2005,2.30486
blz,2006,1.06585
blz,2007,-2.98156
blz,2008,-2.87518
blz,2009,8.6289
blz,2010,-3.41699
blz,2011,6.35378
blz,2012,4.50788
blz,2013,5.44815
blz,2014,4.8496
blz,2015,11.0891
blz,2016,0.28261
blz,2017,2.19775
blz,2018,-3.81517
blz,2019,3.2864
bol,1977,2.39909
bol,1978,-3.64498
bol,1979,-0.42224
bol,1980,-4.43008
bol,1981,4.73885
bol,1982,-7.11994
bol,1983,-1.28797
bol,1984,-0.44568
bol,1985,4.46867
bol,1986,-3.82529
bol,1987,4.68754
bol,1988,0.62241
bol,1989,2.53229
bol,1990,5.04942
bol,1991,5.02302
bol,1992,1.85995
bol,1993,2.7834
bol,1994,4.29256
bol,1995,5.66949
bol,1996,6.07504
bol,1997,5.9447
bol,1998,6.35559
bol,1999,-2.089
bol,2000,-0.71588
bol,2001,2.51333
bol,2002,3.42695
bol,2003,2.87488
bol,2004,2.08735
bol,2005,1.7782
bol,2006,6.76819
bol,2007,3.19208
bol,2008,13.14449
bol,2009,2.26213
bol,2010,6.32455
bol,2011,5.08354
bol,2012,3.97598
bol,2013,5.6808
bol,2014,3.64181
bol,2015,3.32645
bol,2016,4.79786
bol,2017,4.50179
bol,2018,4.78755
bol,2019,3.38915
bra,1971,11.86683
bra,1972,12.66612
bra,1973,12.10726
bra,1974,5.03258
bra,1975,2.51663
bra,1976,14.17431
bra,1977,6.01771
bra,1978,1.8007
bra,1979,7.16992
bra,1980,5.26405
bra,1981,-4.2079
bra,1982,0.05697
bra,1983,-0.70425
bra,1984,8.92522
bra,1985,3.78123
bra,1986,8.54977
bra,1987,1.9936
bra,1988,1.2216
bra,1989,9.38025
bra,1990,-14.38517
bra,1991,6.71421
bra,1992,0.56005
bra,1993,3.13893
bra,1994,8.3443
bra,1995,5.89263
bra,1996,1.14751
bra,1997,1.47146
bra,1998,-2.58975
bra,1999,-3.48816
bra,2000,5.24743
bra,2001,0.59143
bra,2002,3.58092
bra,2003,0.41243
bra,2004,6.64539
bra,2005,2.90261
bra,2006,5.36764
bra,2007,6.21682
bra,2008,3.31633
bra,2009,1.74329
bra,2010,4.53371
bra,2011,3.27722
bra,2012,-0.52923
bra,2013,4.2846
bra,2014,-0.45392
bra,2015,-4.68973
bra,2016,-3.55746
bra,2017,2.92329
bra,2018,1.16978
bra,2019,1.84528
brn,1991,11.56603
brn,1992,4.92972
brn,1993,-4.39773
brn,1994,-6.57825
brn,1995,-3.33254
brn,1996,37.90499
brn,1997,-16.64969
brn,1998,-9.10234
brn,1999,4.92738
brn,2000,4.22177
brn,2001,2.35036
brn,2002,14.49892
brn,2003,2.65396
brn,2004,9.08503
brn,2005,12.28697
brn,2006,10.73826
brn,2007,9.49075
brn,2008,19.74069
brn,2009,-18.48229
brn,2010,4.23686
brn,2011,11.58731
brn,2012,6.00405
brn,2013,0.43463
brn,2014,0.30923
brn,2015,-10.30505
brn,2016,-4.24821
brn,2017,2.41687
brn,2018,-4.75517
brn,2019,6.06375
btn,1991,-5.54598
btn,1992,-0.92431
btn,1993,0.7712
btn,1994,12.38259
btn,1995,0.71652
btn,1996,6.73915
btn,1997,13.01793
btn,1998,-1.93145
btn,1999,3.49122
btn,2000,35.50789
btn,2001,9.72233
btn,2002,10.36687
btn,2003,6.48124
btn,2004,6.26895
btn,2005,8.78055
btn,2006,3.31393
btn,2007,15.88774
btn,2008,5.66883
btn,2009,5.50616
btn,2010,8.30244
btn,2011,7.39292
btn,2012,3.90174
btn,2013,3.58321
btn,2014,5.50052
btn,2015,4.81772
btn,2016,6.55178
btn,2017,5.90377
btn,2018,4.06653
btn,2019,5.40286
bwa,1976,7.89168
bwa,1977,8.00545
bwa,1978,20.05938
bwa,1979,19.5421
bwa,1980,0.84668
bwa,1981,7.81248
bwa,1982,2.34215
bwa,1983,3.17173
bwa,1984,9.38922
bwa,1985,27.40303
bwa,1986,13.28903
bwa,1987,9.43985
bwa,1988,24.32093
bwa,1989,12.27688
bwa,1990,13.95807
bwa,1991,7.07326
bwa,1992,1.95584
bwa,1993,9.27481
bwa,1994,-12.4975
bwa,1995,11.54369
bwa,1996,12.3802
bwa,1997,11.37991
bwa,1998,3.00413
bwa,1999,7.22099
bwa,2000,1.75679
bwa,2001,2.88306
bwa,2002,-11.47738
bwa,2003,-7.12316
bwa,2004,1.43505
bwa,2005,18.20861
bwa,2006,7.88463
bwa,2007,6.92033
bwa,2008,-3.69125
bwa,2009,6.57585
bwa,2010,5.1048
bwa,2011,23.35308
bwa,2012,-3.55834
bwa,2013,10.07504
bwa,2014,13.28114
bwa,2015,-2.39892
bwa,2016,15.49938
bwa,2017,-2.54113
bwa,2018,-0.15847
bwa,2019,0.1785
caf,2010,1.35345
caf,2011,-3.7116
caf,2012,-1.14029
caf,2013,-42.73292
caf,2014,-3.66507
caf,2015,6.32219
caf,2016,14.46656
caf,2017,-3.87993
caf,2018,10.10264
caf,2019,7.25775
can,1971,4.87858
can,1972,6.56441
can,1973,7.23096
can,1974,2.80747
can,1975,2.77325
can,1976,5.59183
can,1977,1.79073
can,1978,2.71655
can,1979,-0.16701
can,1980,1.28629
can,1981,4.81646
can,1982,-2.16878
can,1983,2.71958
can,1984,5.30309
can,1985,4.92427
can,1986,2.86011
can,1987,3.19971
can,1988,4.86795
can,1989,2.63384
can,1990,-0.54447
can,1991,-0.99878
can,1992,-0.53283
can,1993,2.61356
can,1994,4.23732
can,1995,3.75266
can,1996,1.43471
can,1997,4.78885
can,1998,2.27733
can,1999,5.44102
can,2000,6.62798
can,2001,1.25569
can,2002,3.19142
can,2003,4.75658
can,2004,4.69717
can,2005,4.6791
can,2006,3.65255
can,2007,3.05603
can,2008,1.38686
can,2009,-6.34094
can,2010,5.54954
can,2011,4.48892
can,2012,1.4006
can,2013,2.71384
can,2014,2.32482
can,2015,-2.37512
can,2016,0.63869
can,2017,5.10553
can,2018,1.83119
can,2019,2.42466
che,1996,0.77465
che,1997,3.7787
che,1998,4.00271
che,1999,2.00856
che,2000,4.13126
che,2001,-2.38359
che,2002,-1.27586
che,2003,5.08424
che,2004,2.16437
che,2005,5.4263
che,2006,3.37677
che,2007,-4.10898
che,2008,-7.21929
che,2009,7.77687
che,2010,9.83318
che,2011,-3.36848
che,2012,3.63144
che,2013,0.43537
che,2014,-0.1449
che,2015,3.85876
che,2016,-1.3337
che,2017,-0.60866
che,2018,-0.76865
che,2019,1.72949
chl,1971,12.3522
chl,1972,3.00206
chl,1973,-7.3648
chl,1974,-12.71844
chl,1975,-21.26301
chl,1976,7.5478
chl,1977,12.71885
chl,1978,7.18527
chl,1979,9.09382
chl,1980,5.71987
chl,1981,6.25251
chl,1982,-14.60539
chl,1983,-5.90888
chl,1984,-3.85141
chl,1985,-4.02114
chl,1986,9.34257
chl,1987,11.33517
chl,1988,10.35074
chl,1989,8.51752
chl,1990,4.66629
chl,1991,12.99922
chl,1992,13.24533
chl,1993,7.09301
chl,1994,7.99715
chl,1995,13.92937
chl,1996,6.0572
chl,1997,8.49478
chl,1998,5.62232
chl,1999,-0.43829
chl,2000,2.99711
chl,2001,3.71239
chl,2002,2.76097
chl,2003,3.4797
chl,2004,7.1469
chl,2005,8.66232
chl,2006,1.45881
chl,2007,9.02817
chl,2008,2.25172
chl,2009,8.45168
chl,2010,6.82321
chl,2011,7.25888
chl,2012,7.27761
chl,2013,4.19927
chl,2014,5.07354
chl,2015,3.57717
chl,2016,0.3383
chl,2017,0.15208
chl,2018,0.22211
chl,2019,2.71405
chn,1996,12.57986
chn,1997,9.4112
chn,1998,8.23298
chn,1999,8.61618
chn,2000,9.21469
chn,2001,11.39033
chn,2002,12.11993
chn,2003,11.96483
chn,2004,10.93844
chn,2005,12.89185
chn,2006,14.4112
chn,2007,15.30185
chn,2008,6.46553
chn,2009,12.91294
chn,2010,8.67637
chn,2011,4.81483
chn,2012,10.26662
chn,2013,5.95737
chn,2014,8.66862
chn,2015,7.21318
chn,2016,7.60361
chn,2017,7.15008
chn,2018,4.1725
chn,2019,3.80203
civ,2009,4.7361
civ,2010,6.33669
civ,2011,-16.65372
civ,2012,32.93654
civ,2013,7.09976
civ,2014,18.36715
civ,2015,51.26505
civ,2016,7.54892
civ,2017,6.16233
civ,2018,7.69344
civ,2019,5.6436
cmr,1972,0.13806
cmr,1973,-5.87618
cmr,1974,10.94712
cmr,1975,11.28004
cmr,1976,-7.13978
cmr,1977,2.23731
cmr,1978,47.52245
cmr,1979,1.05965
cmr,1980,-15.07087
cmr,1981,32.50666
cmr,1982,30.33858
cmr,1983,-0.0881
cmr,1984,5.09699
cmr,1985,7.34322
cmr,1986,24.61218
cmr,1987,-9.18696
cmr,1988,-11.59435
cmr,1989,-18.16932
cmr,1990,-5.30077
cmr,1991,2.07476
cmr,1992,-14.37609
cmr,1993,19.33954
cmr,1994,-0.85197
cmr,1995,0.6589
cmr,1996,1.20464
cmr,1997,10.0627
cmr,1998,7.60633
cmr,1999,5.91673
cmr,2000,1.23883
cmr,2001,4.34757
cmr,2002,3.74955
cmr,2003,8.4753
cmr,2004,8.95985
cmr,2005,1.28837
cmr,2006,4.30339
cmr,2007,2.05987
cmr,2008,0.4429
cmr,2009,8.94012
cmr,2010,1.03512
cmr,2011,1.7779
cmr,2012,4.89207
cmr,2013,8.91281
cmr,2014,7.53677
cmr,2015,5.74863
cmr,2016,5.57894
cmr,2017,2.96177
cmr,2018,4.80865
cmr,2019,4.8951
cod,1995,-22.62066
cod,1996,3.33868
cod,1997,10.36749
cod,1998,-7.01034
cod,1999,10.73585
cod,2000,37.53687
cod,2001,-15.79159
cod,2002,3.76286
cod,2003,-3.92643
cod,2004,19.93913
cod,2005,8.99711
cod,2006,11.45804
cod,2007,4.32917
cod,2008,-7.57415
cod,2009,8.2123
cod,2010,21.56727
cod,2011,9.91166
cod,2012,13.23407
cod,2013,11.8212
cod,2014,1.16794
cod,2015,6.34058
cod,2016,8.64065
cod,2017,6.99207
cod,2018,10.28343
cod,2019,21.74669
cog,1971,11.98463
cog,1972,4.28189
cog,1973,14.16782
cog,1974,-2.63128
cog,1975,3.36063
cog,1976,-15.0418
cog,1977,-10.03564
cog,1978,-13.31782
cog,1979,2.83844
cog,1980,47.95063
cog,1981,57.3917
cog,1982,49.5153
cog,1983,-10.72116
cog,1984,-6.19279
cog,1985,-15.59556
cog,1986,-21.04264
cog,1987,-13.36738
cog,1988,-29.57143
cog,1989,-21.6529
cog,1990,7.25045
cog,1991,50.52965
cog,1992,4.87815
cog,1993,-22.07356
cog,1994,12.28023
cog,1995,-79.33377
cog,1996,-23.62984
cog,1997,209.95946
cog,1998,49.53439
cog,1999,-22.4171
cog,2000,-57.64079
cog,2001,142.91488
cog,2002,37.38483
cog,2003,55.79975
cog,2004,-42.24569
cog,2005,37.62042
cog,2006,25.1629
cog,2007,21.14958
cog,2008,13.613
cog,2009,28.5111
cog,2010,35.35551
cog,2011,-28.14285
cog,2012,65.55827
cog,2013,30.55656
cog,2014,11.89845
cog,2015,-14.66896
cog,2016,-18.91831
cog,2017,-28.98302
cog,2018,-11.89764
cog,2019,-28.30676
col,1971,6.46354
col,1972,8.69609
col,1973,9.20827
col,1974,1.97528
col,1975,2.4582
col,1976,9.85239
col,1977,9.01689
col,1978,8.71532
col,1979,2.3746
col,1980,5.2358
col,1981,-0.17607
col,1982,0.98676
col,1983,-0.88406
col,1984,2.48257
col,1985,0.83552
col,1986,10.41067
col,1987,-1.37633
col,1988,5.91224
col,1989,-0.05183
col,1990,1.37675
col,1991,5.61844
col,1992,4.71841
col,1993,7.02016
col,1994,12.49859
col,1995,4.40474
col,1996,0.1361
col,1997,4.01784
col,1998,-0.68636
col,1999,-6.74328
col,2000,-0.29517
col,2001,2.30665
col,2002,2.09733
col,2003,2.29542
col,2004,5.71751
col,2005,5.54373
col,2006,6.72296
col,2007,8.94391
col,2008,4.36785
col,2009,4.12769
col,2010,4.613
col,2011,5.49324
col,2012,5.94385
col,2013,6.31015
col,2014,5.55872
col,2015,4.11162
col,2016,2.47785
col,2017,1.15219
col,2018,2.00064
col,2019,3.70586
com,1981,3.78327
com,1982,5.72281
com,1983,4.68508
com,1984,3.92278
com,1985,1.67711
com,1986,1.97546
com,1987,2.59876
com,1988,2.47611
com,1989,-1.91071
com,1990,4.34815
com,1991,-5.19687
com,1992,9.22741
com,1993,2.58437
com,1994,-5.99554
com,1995,1.9823
com,1996,-1.46783
com,1997,3.94289
com,1998,1.036
com,1999,2.73779
com,2000,11.37195
com,2001,2.5906
com,2002,1.89117
com,2003,1.72633
com,2004,2.30796
com,2005,3.33567
com,2006,2.85753
com,2007,0.98686
com,2008,1.79671
com,2009,5.56648
com,2010,-0.93775
com,2011,3.9539
com,2012,3.88508
com,2013,5.09844
com,2014,3.38664
com,2015,6.40993
com,2016,4.03043
com,2017,5.61613
com,2018,4.4869
cpv,2008,3.72863
cpv,2009,2.23303
cpv,2010,-2.89073
cpv,2011,3.76576
cpv,2012,1.11691
cpv,2013,2.60527
cpv,2014,-0.09935
cpv,2015,2.99063
cpv,2016,5.05464
cpv,2017,3.48815
cpv,2018,5.97491
cpv,2019,5.75523
cri,1972,5.62003
cri,1973,7.52429
cri,1974,-1.66932
cri,1975,6.14948
cri,1976,9.9798
cri,1977,15.90266
cri,1978,3.1469
cri,1979,1.05602
cri,1980,-1.01172
cri,1981,-14.70218
cri,1982,-7.95984
cri,1983,10.91564
cri,1984,12.01579
cri,1985,3.6162
cri,1986,12.58484
cri,1987,-1.8934
cri,1988,2.23983
cri,1989,2.67813
cri,1990,5.19402
cri,1991,1.17101
cri,1992,10.82938
cri,1993,8.31526
cri,1994,7.27113
cri,1995,4.75947
cri,1996,0.52315
cri,1997,6.28313
cri,1998,7.01866
cri,1999,0.20424
cri,2000,0.95111
cri,2001,3.62173
cri,2002,2.59254
cri,2003,4.53247
cri,2004,3.54892
cri,2005,2.85621
cri,2006,5.82189
cri,2007,7.69421
cri,2008,4.18032
cri,2009,4.47574
cri,2010,4.14574
cri,2011,3.14329
cri,2012,7.06797
cri,2013,3.1618
cri,2014,4.34744
cri,2015,5.72865
cri,2016,5.14109
cri,2017,2.5269
cri,2018,1.64767
cri,2019,1.53173
cub,1971,8.58908
cub,1972,4.81134
cub,1973,3.38254
cub,1974,0.90902
cub,1975,8.98101
cub,1976,5.36228
cub,1977,8.60459
cub,1978,6.632
cub,1979,0.84395
cub,1980,-5.05298
cub,1981,18.888
cub,1982,8.62002
cub,1983,5.5958
cub,1984,8.00308
cub,1985,3.12466
cub,1986,-4.61299
cub,1987,-0.81126
cub,1988,4.83787
cub,1989,0.76942
cub,1990,-0.52052
cub,1991,-10.24107
cub,1992,-16.68783
cub,1993,-12.33125
cub,1994,1.66686
cub,1995,-2.11982
cub,1996,6.80657
cub,1997,2.26886
cub,1998,-0.92113
cub,1999,5.35525
cub,2000,2.60863
cub,2001,4.086
cub,2002,2.39716
cub,2003,5.90685
cub,2004,5.49167
cub,2005,9.45079
