geo,time,sh_uhc_nop2_zs
btn,2012,0.4729
btn,2017,1.36596
bwa,1993,0.82855
bwa,2009,0.26679
caf,2008,0.50879
can,2000,0.1
can,2001,0.1
can,2002,0.1
can,2003,0.1
can,2004,0.1
can,2005,0
can,2006,0
can,2007,0.1
can,2008,0.1
can,2009,0
can,2014,0.1
can,2015,0.1
can,2016,0.1
can,2017,0.1
can,2019,0.2
chl,1996,0.35613
chl,2006,0.06319
chl,2011,0.13753
chl,2016,0
chn,1995,1.09536
chn,2002,2.47966
chn,2007,3.57358
chn,2013,3.09078
chn,2016,3.35982
civ,1985,3.36453
civ,1986,3.8211
civ,1987,3.86532
civ,1988,2.67036
civ,1992,2.54427
civ,1998,3.46246
civ,2002,3.55692
civ,2008,3.2532
civ,2014,2.57863
cmr,1996,2.32273
cmr,2007,2.03841
cmr,2014,2.05491
cod,2004,0.11695
cod,2012,0.39777
cog,2011,1.79084
col,1997,2.60761
col,2008,1.13127
col,2016,0.72034
com,2014,2.11055
cpv,2001,0.48803
cpv,2007,0.55235
cri,1992,0.23817
cri,2004,0.32277
cri,2012,0.27068
cri,2018,0.29494
cyp,2009,0
cyp,2015,0
cze,1999,0
cze,2010,0
deu,2010,0.00965
dji,2002,1.06903
dji,2012,0.80027
dji,2017,0.35128
dnk,1997,0
dnk,2010,0
dom,2007,1.74409
dom,2018,0.16173
ecu,2011,1.59515
ecu,2013,1.5634
egy,1997,2.70989
egy,2008,3.61884
egy,2012,6.55493
egy,2015,5.65144
egy,2017,8.02294
esp,1996,0
esp,2006,0
esp,2007,0.00051
esp,2008,0.00504
esp,2009,0.0089
esp,2010,0.00464
esp,2011,0.0552
esp,2012,0.01579
esp,2013,0.04716
esp,2014,0.02025
esp,2015,0.03536
esp,2016,0.03124
esp,2017,0.02432
esp,2018,0.00783
esp,2019,0.00817
est,1995,0.18126
est,2000,0.25225
est,2001,0.24668
est,2002,0.22155
est,2003,0.61823
est,2004,0.47214
est,2005,0.30624
est,2006,0.3298
est,2007,0.19883
est,2010,0.07739
eth,1999,0.37685
eth,2004,0.28347
eth,2015,1.25495
fin,1998,0
fin,2006,0
fin,2012,0
fin,2016,0
gab,2005,1.10502
gab,2017,0.9671
gbr,1995,0
gbr,1999,0
gbr,2000,0
gbr,2005,0
gbr,2010,0
gbr,2013,0
gbr,2014,0
gbr,2016,0
gbr,2017,0
gbr,2018,0
geo,1997,1.50644
geo,1998,1.44795
geo,1999,2.31802
geo,2000,2.81966
geo,2001,2.95595
geo,2002,2.90456
geo,2003,2.66769
geo,2004,2.31967
geo,2005,3.25453
geo,2006,4.1299
geo,2007,3.645
geo,2008,4.74408
geo,2009,5.31175
geo,2010,4.57929
geo,2011,4.63926
geo,2012,3.93667
geo,2013,4.3506
geo,2017,4.69228
gha,1991,1.1961
gha,1998,1.79554
gha,2012,0.59344
gha,2016,0.29864
gin,2002,1.26401
gin,2007,1.26482
gin,2012,1.59669
gmb,2003,0.2353
gmb,2010,0.28061
gmb,2015,0.49453
gnb,2002,0.8671
gnb,2010,0.65756
grc,2010,0
grc,2016,0
gtm,2000,1.01411
gtm,2011,0.9119
gtm,2014,2.14361
hrv,1999,0
hrv,2004,0
hrv,2008,0
hrv,2009,0.01503
hrv,2010,0
hti,2012,1.80597
hti,2013,4.07992
hun,1993,0.11957
hun,1998,0.0321
hun,1999,0.04256
hun,2000,0.10904
hun,2001,0.07558
hun,2002,0
hun,2003,0.07516
hun,2004,0.02115
hun,2005,0.05654
hun,2006,0.02661
hun,2007,0.06617
hun,2010,0.02911
idn,1999,1.49426
idn,2001,1.34758
idn,2002,1.33916
idn,2004,1.30526
idn,2005,1.12359
idn,2006,1.29921
idn,2007,1.68494
idn,2009,1.64423
idn,2010,1.45764
idn,2011,1.11106
idn,2012,0.95911
idn,2013,0.98486
idn,2014,1.06049
idn,2015,0.85211
idn,2016,0.96894
idn,2017,1.10453
ind,1995,2.91856
ind,2000,2.66614
ind,2001,2.80557
ind,2003,3.65637
ind,2004,2.95844
ind,2006,4.06591
ind,2007,3.57131
ind,2009,3.30807
ind,2011,4.97904
irl,1999,0
irl,2009,0
irn,2007,0.61712
irn,2008,0.49509
irn,2009,0.51912
irn,2010,0.42761
irn,2011,0.39211
irn,2012,0.2124
irn,2013,0.33376
irn,2014,0.484
irn,2015,0.45897
irn,2016,0.42163
irn,2017,0.41383
irn,2018,0.55025
irn,2019,0.72204
irq,2006,1.56294
irq,2012,1.22597
isl,1995,0
isr,1997,0
isr,1999,0
isr,2001,0.05305
isr,2005,0.0969
isr,2007,0.12965
isr,2010,0.03545
isr,2012,0.05748
ita,2001,0
ita,2010,0
jam,1990,1.53762
jam,1991,2.13603
jam,1992,2.39106
jam,1996,1.2068
jam,1997,1.11062
jam,2001,0.46345
jam,2002,1.54817
jam,2003,1.32094
jam,2004,1.41343
jor,2002,0.52356
jor,2006,0.66484
jor,2008,0.10412
kaz,2001,0.88742
kaz,2002,0.89308
kaz,2003,0.86969
kaz,2004,0.90428
kaz,2005,0.09857
kaz,2007,0.28257
kaz,2008,0.20645
kaz,2009,0.12879
kaz,2010,0.13967
kaz,2011,0.05717
kaz,2012,0.00622
kaz,2013,0.01821
kaz,2014,0.01741
kaz,2015,0.00841
ken,2005,1.55095
ken,2015,1.28979
kgz,2000,1.18412
kgz,2001,1.78761
kgz,2002,1.242
kgz,2003,0.65516
kgz,2004,2.07562
kgz,2005,1.66785
kgz,2006,0.90473
kgz,2007,0.92321
kgz,2008,0.46255
kgz,2009,1.46352
kgz,2010,0.47177
kgz,2016,0.96335
khm,2009,4.9786
khm,2014,2.12756
khm,2019,1.30119
kir,2006,0.04756
lao,2002,1.31768
lao,2007,1.08955
lbn,1999,0.28869
lbr,2007,0.52634
lbr,2014,3.53831
lbr,2016,1.32702
lca,2016,0.41648
lka,1995,1.88864
lka,2005,1.71979
lka,2006,1.54154
lka,2009,1.39833
lka,2012,1.07355
lka,2015,0.63168
lka,2016,0.70173
ltu,1998,0.33006
ltu,1999,0.26331
ltu,2000,0.41067
ltu,2001,0.54517
ltu,2002,0.69198
ltu,2003,0.27973
ltu,2004,0.21584
ltu,2008,0.07722
lux,1998,0
lux,2010,0
lux,2012,0
lux,2013,0
lux,2014,0
lux,2015,0
lux,2016,0
lva,1997,0.82434
lva,2002,0.27875
lva,2003,0.30615
lva,2004,0.17652
lva,2005,0.67517
lva,2006,0.32215
lva,2007,0
lva,2008,0.08771
lva,2009,0.16093
lva,2010,0.23069
lva,2011,0.15261
lva,2012,0.26665
lva,2013,0.14977
lva,2014,0.14515
lva,2015,0.26682
lva,2016,0.25921
mar,1998,1.09515
mar,2000,1.8802
mar,2006,3.33611
mar,2013,4.04855
mda,1998,1.83492
mda,1999,1.75823
mda,2000,1.73996
mda,2001,1.98238
mda,2002,2.3372
mda,2003,1.81491
mda,2004,2.10149
mda,2005,2.37549
mda,2006,2.13233
mda,2007,1.17799
mda,2008,1.23814
mda,2009,1.11146
mda,2010,1.17034
mda,2011,0.73878
mda,2012,0.68049
mda,2013,0.46951
mda,2014,0.37758
mda,2015,0.4531
mda,2016,0.46647
mdg,2005,0.08767
mdg,2010,0.16031
mdg,2012,0.28062
mdv,2004,0.48979
mdv,2009,2.10502
mdv,2016,0
mex,2008,0.52232
mex,2012,0.32576
mex,2014,0.43176
mex,2016,0.13297
mkd,1996,0.05425
mkd,1997,0.18775
mkd,1998,0.52422
mkd,1999,0.4827
mkd,2000,0.73381
mkd,2002,0.81103
mkd,2003,0.75768
mkd,2004,0.85774
mkd,2005,0.70865
mkd,2006,0.43434
mli,1994,0.37891
mli,2006,0.66984
mli,2009,1.02647
mli,2011,1.51974
mli,2014,1.19741
mli,2015,0.93397
mli,2016,0.87716
mli,2017,1.09125
mli,2018,0.9721
mlt,2008,0.12674
mlt,2015,0.06292
mmr,2015,3.97836
mmr,2017,3.30206
mne,2005,0.04612
mne,2006,0
mne,2007,0
mne,2008,0.02193
mne,2009,0
mne,2010,0.23698
mne,2011,0
mne,2012,0.0927
mne,2013,0.03531
mne,2014,0
mne,2015,0.40859
mng,2009,0.55536
mng,2010,0.35998
mng,2011,0.1259
mng,2012,0.29957
mng,2014,0.19187
mng,2016,0.86674
mng,2018,0.72897
moz,2002,0.23127
moz,2008,0.17266
moz,2014,0.31928
mrt,2004,1.22015
mrt,2014,2.86802
mus,1996,0.85952
mus,2006,0.10193
mus,2012,0.07498
mus,2017,0.11893
mwi,2004,0.17134
mwi,2010,0.18309
mwi,2013,0.08979
mwi,2016,0.47229
mys,2019,0.1917
nam,2009,0.2805
nam,2015,0.26006
ner,2005,0.47447
ner,2007,0.44765
ner,2011,1.70936
ner,2018,1.74837
nga,2003,3.96781
nga,2009,3.69731
nga,2010,3.03517
nga,2012,2.76032
nga,2015,1.88313
nga,2018,1.08013
nic,1993,1.5873
nic,1998,2.86273
nic,2001,3.41217
nic,2009,2.95012
nic,2014,5.05945
nor,1996,0
nor,1997,0
nor,1998,0
npl,1995,1.0183
npl,2003,1.96087
npl,2013,3.39604
npl,2014,3.15335
npl,2015,3.69708
npl,2016,3.53505
omn,1999,0
pak,2001,2.4938
pak,2004,2.71917
pak,2007,3.04573
pak,2010,2.49705
pak,2011,3.06007
pak,2013,3.07851
pak,2015,2.78857
pan,1997,1.03131
pan,2003,1.68598
pan,2007,0.00978
pan,2008,0.21127
pan,2017,0.22944
per,2000,2.23446
per,2006,1.10706
per,2008,1.16758
per,2009,0.96525
per,2011,0.89409
per,2012,0.80798
per,2013,0.76546
per,2014,0.60166
per,2015,0.51011
per,2016,0.42895
per,2017,0.36774
per,2018,0.38507
per,2019,0.32248
phl,1997,0.79149
phl,2000,0.60833
phl,2003,0.75597
phl,2006,0.86136
phl,2009,0.91819
phl,2012,1.22753
phl,2015,1.32556
pol,1993,0.51045
pol,1998,0.13882
pol,1999,0.15015
pol,2000,0.21341
pol,2001,0.13048
pol,2002,0.20554
pol,2003,0.17021
pol,2004,0.1527
pol,2005,0.10318
pol,2006,0.09392
pol,2007,0.08619
pol,2008,0.03371
pol,2009,0.07196
pol,2010,0.02418
pol,2011,0.07829
pol,2012,0.08745
pol,2013,0.05874
pol,2014,0.0133
pol,2015,0.05681
pol,2016,0.04471
prt,1990,0.09669
prt,1994,0.24376
prt,2011,0.01499
pry,2000,1.57093
pry,2001,0.50966
pry,2013,1.01738
pry,2014,1.79709
pse,2004,0.44927
pse,2005,0.65682
pse,2006,0.4532
pse,2007,0.4947
pse,2009,0.84086
pse,2010,0.54726
pse,2016,0.20434
rou,1998,0.95072
rou,1999,1.26911
rou,2000,1.38228
rou,2001,0.98545
rou,2002,1.00564
rou,2003,1.05294
rou,2004,0.90848
rou,2005,0.88992
rou,2006,0.7539
rou,2007,0.59545
rou,2008,0.28263
rou,2009,0.39745
rou,2010,0.40723
rou,2011,0.3202
rou,2012,0.26313
rou,2013,0.18279
rou,2015,2.03484
rou,2016,0.43421
rus,1997,0.26342
rus,1998,0.2502
rus,1999,0.45823
rus,2000,0.41408
rus,2001,0.26626
rus,2002,0.18549
rus,2003,0.17405
rus,2004,0.11677
rus,2010,0.02571
rus,2011,0.03033
rus,2012,0.00641
rus,2013,0.03313
rus,2014,0.0033
rwa,2000,0.34262
rwa,2005,0.40995
rwa,2010,0.50693
rwa,2013,0.2279
rwa,2016,0.21703
sdn,2009,4.07328
sen,2001,0.70416
sen,2005,1.08379
sen,2011,1.35281
sle,2003,3.88402
sle,2011,4.70657
sle,2018,2.39505
slv,2014,0.12503
som,2016,0.38106
som,2017,0.05381
srb,2003,0.27876
srb,2004,0.49296
srb,2005,0.51454
srb,2006,0.18242
srb,2007,0.23372
srb,2008,0.17839
srb,2009,0.23482
srb,2010,0.31964
srb,2013,0.27533
srb,2015,0.10378
ssd,2009,1.64679
ssd,2016,0.25491
ssd,2017,1.09613
stp,2010,0.34578
stp,2017,0.8834
sur,2016,0.35112
svk,2004,0.00587
svk,2005,0.40095
svk,2006,0.12889
svk,2007,0.19469
svk,2008,0.11521
svk,2009,0.15122
svk,2010,0.09908
svk,2015,0.02117
svn,2007,0
svn,2010,0
svn,2012,0
svn,2015,0
svn,2018,0
swe,1996,0
swz,2000,0.72239
swz,2009,1.01685
swz,2016,0.90534
syc,2006,0
syc,2013,0.76881
syr,2003,1.14783
syr,2007,0.82954
tcd,2003,0.8608
tcd,2011,1.48531
tgo,2006,1.27015
tgo,2011,2.30204
tgo,2015,2.42047
tha,1994,1.42756
tha,1996,1.25817
tha,1998,0.9192
tha,2000,1.17905
tha,2002,0.51565
tha,2004,0.46772
tha,2006,0.2866
tha,2007,0.18831
tha,2008,0.19912
tha,2009,0.15723
tha,2010,0.1592
tha,2011,0.06404
tha,2012,0.09386
tha,2013,0.08594
tha,2014,0.02723
tha,2015,0.02936
tha,2016,0.03523
tha,2017,0.00402
tha,2018,0.0211
tha,2019,0
tjk,1999,2.25649
tjk,2003,3.74757
tjk,2007,1.67257
tjk,2009,3.13573
tjk,2013,0.76853
tjk,2014,0.71544
tjk,2016,0.72361
tjk,2017,0.66707
tjk,2018,0.78301
tls,2001,1.05211
tls,2007,0.39308
tls,2014,0.52198
tto,2005,0.66216
tto,2014,0.97738
tun,1995,2.37688
tun,2000,3.47384
tun,2005,2.93114
tun,2010,1.31398
tun,2015,0.54715
tur,2002,0.45992
tur,2003,0.58667
tur,2004,0.43335
tur,2005,0.22868
tur,2006,0.20192
tur,2007,0.50218
tur,2008,0.26473
tur,2009,0.18125
tur,2010,0.26942
tur,2011,0.29157
tur,2012,0.21539
tur,2013,0.17433
tur,2014,0.16684
tur,2015,0.12207
tur,2016,0.1472
tza,2000,0.13144
tza,2007,0.54536
tza,2011,1.44959
tza,2018,0.95505
uga,1996,0.91994
uga,1999,1.26872
uga,2002,1.25806
uga,2005,2.85401
uga,2009,2.62712
uga,2012,3.00776
uga,2016,2.69316
ukr,1996,1.60813
ukr,2002,1.66856
ukr,2003,0.90124
ukr,2004,0.64959
ukr,2005,0.25663
ukr,2006,0.20964
ukr,2007,0.04515
ukr,2008,0.10601
ukr,2009,0.06689
ukr,2010,0.03267
ukr,2011,0.04187
ukr,2012,0.00585
ukr,2013,0.01549
ukr,2014,0.07366
ukr,2015,0.04947
ukr,2016,0.01768
ukr,2017,0.03341
ukr,2018,0.01304
ukr,2019,0
ury,1995,0.27213
ury,2005,0.19954
ury,2016,0
usa,1996,0
usa,1997,0
usa,1998,0
usa,1999,0.00138
usa,2000,0
usa,2001,0
usa,2002,0
usa,2003,0
usa,2004,0.00164
usa,2005,0.00277
usa,2006,0
usa,2008,0.00165
usa,2009,0
usa,2011,0.00099
usa,2012,0.00256
usa,2013,0
usa,2014,0
usa,2015,0
usa,2016,0.00136
uzb,2000,0.96511
uzb,2002,0.78695
uzb,2003,0.93454
vnm,1992,2.01
vnm,1997,2.43871
vnm,1998,2.63
vnm,2002,2.50547
vnm,2004,4.0254
vnm,2006,3.62291
vnm,2008,4.37577
vnm,2010,2.0944
vnm,2012,1.83083
vnm,2014,1.52716
vnm,2016,1.10082
vnm,2018,1.07064
vnm,2020,0.6216
yem,1998,1.29994
yem,2005,3.969
yem,2014,4.17457
zaf,2000,0.34202
zaf,2005,0.61666
zaf,2008,0.62052
zaf,2010,0.66726
zaf,2014,0.27693
zwe,2017,4.91205
