geo,time,sl_tlf_cact_fm_ne_zs
bel,1995,66.24714
bel,1996,66.60099
bel,1997,67.60633
bel,1998,68.70053
bel,1999,70.50465
bel,2000,70.96408
bel,2001,69.19517
bel,2002,70.52684
bel,2003,71.25083
bel,2004,73.38309
bel,2005,74.43792
bel,2006,75.28754
bel,2007,76.16631
bel,2008,77.09121
bel,2009,77.75754
bel,2010,78.4833
bel,2011,78.76403
bel,2012,78.84164
bel,2013,80.05698
bel,2014,81.17508
bel,2015,81.52487
bel,2016,81.35535
bel,2017,82.35294
bel,2018,83.87534
bel,2019,84.2862
bel,2020,84.3563
ben,1961,96.78908
ben,1975,75.90688
ben,1977,80.36752
ben,1979,45.00233
ben,1986,46.34727
ben,1992,64.3736
ben,1996,109.87301
ben,2001,103.13766
ben,2002,83.11162
ben,2003,102.50033
ben,2010,98.10725
ben,2011,93.70799
ben,2018,81.1989
bfa,1975,3.35526
bfa,1985,81.89937
bfa,1991,89.2825
bfa,1994,87.1734
bfa,2005,92.04301
bfa,2006,70.79133
bfa,2007,94.5495
bfa,2014,77.98017
bfa,2018,71.63081
bgd,1961,19.52243
bgd,1974,3.80224
bgd,1981,5.32573
bgd,1984,8.95354
bgd,1985,9.40393
bgd,1986,10.96942
bgd,1989,75.63412
bgd,1991,70.83663
bgd,1996,62.93375
bgd,2000,64.05641
bgd,2003,29.83179
bgd,2006,33.63499
bgd,2010,43.48199
bgd,2013,41.04195
bgd,2016,41.80101
bgd,2017,45.06012
bgr,1965,77.42482
bgr,1975,86.25889
bgr,1992,88.66557
bgr,1997,82.42531
bgr,2000,79.45206
bgr,2001,81.86145
bgr,2002,82.21429
bgr,2003,80.68468
bgr,2004,81.01266
bgr,2005,80.11549
bgr,2006,81.80374
bgr,2007,81.58845
bgr,2008,80.85676
bgr,2009,80.54237
bgr,2010,80.36676
bgr,2011,81.0718
bgr,2012,81.44049
bgr,2013,81.40821
bgr,2014,80.8985
bgr,2015,80.91985
bgr,2016,80.15473
bgr,2017,80.29837
bgr,2018,79.47683
bgr,2019,79.29676
bgr,2020,78.78303
bhr,1965,4.73143
bhr,1971,7.44476
bhr,1979,15.42867
bhr,1981,21.17975
bhr,1985,23.34784
bhr,1987,24.22926
bhr,1990,31.39014
bhr,1991,33.14065
bhr,1992,33.40832
bhr,1993,34.31151
bhr,1994,35.22084
bhr,1995,36.02273
bhr,1996,36.94413
bhr,1997,37.82857
bhr,1998,38.64679
bhr,1999,39.58573
bhr,2000,40.53118
bhr,2001,41.30991
bhr,2002,42.27643
bhr,2003,43.29055
bhr,2004,45.09638
bhr,2005,40.89922
bhr,2006,46.07324
bhr,2010,50.01718
bhr,2011,49.22472
bhr,2015,50.08051
bhs,1963,57.44404
bhs,1970,63.87986
bhs,1979,79.80019
bhs,1980,73.36395
bhs,1989,84.76499
bhs,1990,81.52312
bhs,1991,86.59924
bhs,1992,87.48436
bhs,1993,84.44714
bhs,1994,82.54065
bhs,1995,88.53503
bhs,1996,85.46365
bhs,1997,88.79093
bhs,1998,88.89189
bhs,1999,85.3189
bhs,2001,87.02571
bhs,2002,88.0049
bhs,2009,88.13775
bhs,2011,92.80032
bhs,2012,87.50792
bhs,2013,91.72143
bih,2006,55.29879
bih,2007,54.17254
bih,2008,56.14505
bih,2009,57.50226
bih,2010,58.98856
bih,2011,59.10572
bih,2012,58.12746
bih,2013,58.93508
bih,2014,60.39604
bih,2015,60.94092
bih,2016,58.62132
bih,2017,61.264
bih,2018,59.26696
bih,2019,64.13617
bih,2020,61.97873
blr,1970,91.19718
blr,1989,80.28021
blr,1997,100.43668
blr,1999,80.32287
blr,2006,94.11972
blr,2007,93.58616
blr,2008,94.55922
blr,2009,80.23256
blr,2015,108.36502
blr,2016,88.96277
blr,2017,88.40579
blr,2018,86.9908
blr,2019,87.81457
blr,2020,87.03949
blz,1960,20.91598
blz,1970,23.09752
blz,1994,44.23004
blz,1996,44.49152
blz,1997,48.43162
blz,1998,50.38168
blz,1999,49.68632
blz,2005,56.85071
blz,2012,65.73983
blz,2013,59.00849
blz,2014,59.54112
blz,2015,60.47186
blz,2016,61.89158
blz,2017,61.41168
blz,2019,69.3885
bmu,1970,67.49069
bmu,1976,71.70902
bmu,1980,76.5008
bmu,1991,82.45295
bmu,2000,85.43579
bmu,2009,91.86047
bmu,2010,93.10345
bol,1976,25.93586
bol,1980,26.34347
bol,1981,26.69584
bol,1982,27.18948
bol,1985,28.23912
bol,1986,28.27044
bol,1987,28.28568
bol,1989,70.1502
bol,1990,28.72328
bol,1991,65.12698
bol,1992,58.36856
bol,1993,68.57143
bol,1994,69.375
bol,1995,69.63344
bol,1996,75.94766
bol,1997,72.61239
bol,1999,75.91116
bol,2000,72.49179
bol,2001,79.31489
bol,2002,74.01198
bol,2003,76.71068
bol,2004,76.71068
bol,2005,75.36737
bol,2006,77.30419
bol,2007,77.23
bol,2008,76.01364
bol,2009,76.71099
bol,2011,75.39452
bol,2012,72.46756
bol,2013,73.66127
bol,2014,75.0061
bol,2015,68.65223
bol,2016,73.22138
bol,2017,75.68877
bol,2018,79.4495
bol,2019,75.2931
bol,2020,74.10215
bra,1960,20.79811
bra,1970,25.29313
bra,1973,42.75362
bra,1980,36.33506
bra,1985,48.31844
bra,1986,48.46272
bra,1987,50.32055
bra,1988,50.7851
bra,1989,51.08913
bra,1990,52.05156
bra,1991,52.05156
bra,1992,61.58979
bra,1993,61.85822
bra,1995,59.31752
bra,1996,59.34202
bra,1997,59.97537
bra,1998,61.3107
bra,1999,62.8802
bra,2001,66.77504
bra,2002,68.43356
bra,2003,69.05779
bra,2004,70.11006
bra,2005,71.35007
bra,2006,71.4914
bra,2007,71.60728
bra,2008,71.24985
bra,2009,71.89832
bra,2011,69.97152
bra,2012,69.14866
bra,2013,69.20438
bra,2014,69.45108
bra,2015,70.38957
bra,2016,70.79043
bra,2017,72.28042
bra,2018,72.84599
bra,2019,73.72027
bra,2020,70.36353
brb,1960,60.19724
brb,1966,62.09123
brb,1970,55.06711
brb,1978,74.65912
brb,1980,67.17029
brb,1983,72.70425
brb,1986,77.2325
brb,1987,76.84211
brb,1988,80.80043
brb,1989,79.69563
brb,1990,79.55056
brb,1991,79.46758
brb,1992,80.0946
brb,1994,81.94277
brb,1995,84.27977
brb,1996,83.67375
brb,1997,84.12656
brb,1998,83.64347
brb,1999,82.27899
brb,2001,83.97841
brb,2002,83.97324
brb,2003,85.1265
brb,2004,85.38461
brb,2005,85.71999
brb,2006,85.32209
brb,2007,83.34454
brb,2008,85.25842
brb,2009,85.89992
brb,2010,86.2117
brb,2011,86.73638
brb,2012,84.87208
brb,2013,86.0633
brb,2014,89.36955
brb,2015,90.20916
brb,2016,89.227
brb,2017,88.19414
brb,2018,87.37879
brb,2019,89.6159
brn,1960,23.30199
brn,1971,24.9563
brn,1978,23.78041
brn,1981,37.6564
brn,1986,48.40645
brn,1991,56.48261
brn,2001,71.13324
brn,2011,74.50463
brn,2014,80.52987
brn,2017,82.00029
brn,2018,78.78747
brn,2019,75.68573
brn,2020,74.56734
btn,2005,66.74129
btn,2006,77.28532
btn,2009,89.75265
btn,2010,87.72147
btn,2011,86.98782
btn,2012,96.28445
btn,2013,81.6921
btn,2014,77.20682
btn,2015,78.58949
bwa,1964,94.75015
bwa,1971,108.75414
bwa,1981,55.43155
bwa,1985,81.24841
bwa,1991,55.25653
bwa,1994,69.08345
bwa,1996,76.10722
bwa,1998,67.83834
bwa,2000,71.78349
bwa,2001,71.08545
bwa,2006,79.4725
bwa,2009,80.12646
bwa,2010,79.70752
bwa,2013,82.29628
bwa,2019,87.57745
bwa,2020,86.14963
caf,1975,74.82764
caf,1988,79.2585
can,1961,38.0215
can,1971,52.24506
can,1976,58.83868
can,1977,59.99226
can,1978,61.51674
can,1979,63.02489
can,1980,64.59849
can,1981,66.30975
can,1982,67.65736
can,1983,68.91751
can,1984,70.10431
can,1985,71.58868
can,1986,72.50488
can,1987,73.46779
can,1988,74.93149
can,1989,75.70349
can,1990,76.85234
can,1991,77.86514
can,1992,78.31032
can,1993,78.6523
can,1994,78.68673
can,1995,79.32653
can,1996,79.63143
can,1997,80.0083
can,1998,80.94842
can,1999,81.37864
can,2000,82.1009
can,2001,82.67608
can,2002,83.42693
can,2003,84.30731
can,2004,84.72052
can,2005,84.6978
can,2006,85.56416
can,2007,86.17314
can,2008,86.00302
can,2009,86.81685
can,2010,87.21353
can,2011,87.05882
can,2012,87.4824
can,2013,87.724
can,2014,87.23073
can,2015,86.71388
can,2016,87.20649
can,2017,87.62827
can,2018,88.02412
can,2019,87.66049
can,2020,86.70065
can,2021,87.07454
che,1960,40.45626
che,1970,49.19957
che,1978,50.26984
che,1979,50.66434
che,1980,53.09623
che,1985,56.45673
che,1986,56.5296
che,1988,57.9328
che,1989,58.76164
che,1990,62.2382
che,1991,70.24855
che,1992,71.20778
che,1993,70.92676
che,1994,70.94902
che,1995,70.66937
che,1996,72.1716
che,1997,72.42783
che,1998,74.11465
che,1999,74.37995
che,2000,74.10313
che,2001,76.00775
che,2002,77.30413
che,2003,77.43196
che,2004,77.80703
che,2005,79.01465
che,2006,79.23628
che,2007,79.09739
che,2008,81.22184
che,2009,81.83147
che,2010,80.68335
che,2011,81.05249
che,2012,81.66197
che,2013,82.41002
che,2014,83.4907
che,2015,83.91269
che,2016,84.34899
che,2017,84.07412
che,2018,84.73869
che,2019,85.51256
che,2020,85.17509
chl,1960,26.72465
chl,1970,27.25557
chl,1980,37.30813
chl,1981,38.30974
chl,1982,40.08495
chl,1983,41.68505
chl,1984,41.63763
chl,1985,40.12927
chl,1986,40.21473
chl,1988,41.46504
chl,1989,41.73041
chl,1990,42.29591
chl,1991,41.60351
chl,1992,44.24579
chl,1993,45.28816
chl,1994,45.68594
chl,1995,45.14369
chl,1996,47.68255
chl,1997,49.13015
chl,1998,49.67252
chl,1999,50.29001
chl,2000,50.49492
chl,2001,49.73631
chl,2002,49.84977
chl,2003,51.94235
chl,2004,54.4295
chl,2005,55.90036
chl,2006,56.63195
chl,2007,57.94956
chl,2008,60.26707
chl,2009,61.58831
chl,2010,62.90456
chl,2011,65.11181
chl,2012,66.19504
chl,2013,66.47687
chl,2014,67.59505
chl,2015,67.48954
chl,2016,67.40378
chl,2017,68.10803
chl,2018,69.61131
chl,2019,70.56975
chl,2020,67.03264
chn,1982,81.64893
chn,1990,85.87557
chn,2000,85.0856
chn,2010,81.53787
civ,1964,82.63594
civ,1970,105.60345
civ,1975,49.31402
civ,1978,70.77075
civ,1988,47.35121
civ,1998,59.24153
civ,2012,86.79717
civ,2013,86.00742
civ,2016,70.01131
civ,2017,70.31678
cmr,1976,59.16391
cmr,1980,70.77939
cmr,1982,57.90991
cmr,1985,61.17879
cmr,1987,62.46654
cmr,1996,80.92105
cmr,2001,85.73298
cmr,2005,91.31016
cmr,2007,91.40853
cmr,2010,85.85662
cmr,2014,86.69678
cod,2005,96.46534
cod,2012,89.59736
cog,1974,68.72096
cog,1984,70.89263
cog,2005,96.78681
cog,2009,111.00918
cog,2012,66.87402
col,1964,23.2247
col,1973,30.27383
col,1980,28.55686
col,1985,46.27216
col,1986,61.04868
col,1987,62.25045
col,1989,58.69098
col,1993,40.02802
col,1996,67.20721
col,2000,77.19345
col,2001,64.76778
col,2002,65.37759
col,2003,66.62623
col,2004,65.37798
col,2005,64.65849
col,2007,62.82903
col,2008,63.39194
col,2009,66.14467
col,2010,68.35412
col,2011,68.89407
col,2012,70.44816
col,2013,70.78361
col,2014,70.75865
col,2015,71.34797
col,2016,71.44092
col,2017,71.47456
col,2018,70.82867
col,2019,70.28995
col,2020,66.23633
com,1980,33.15783
com,1991,41.43079
com,2004,64.14908
com,2014,57.95475
cpv,1960,117.50207
cpv,1980,33.00862
cpv,1990,48.28397
cpv,2015,87.12755
cpv,2017,78.59835
cpv,2018,77.952
cpv,2019,78.3897
cri,1963,19.29767
cri,1973,24.60249
cri,1984,28.01106
cri,1990,39.97815
cri,1991,41.61398
cri,1992,41.16836
cri,1993,41.85006
cri,1994,43.34957
cri,1995,43.83982
cri,1996,43.349
cri,1997,46.46566
cri,1998,48.86883
cri,1999,49.77073
cri,2000,48.34153
cri,2001,52.85714
cri,2002,53.02437
cri,2003,53.50623
cri,2004,51.8302
cri,2005,55.91046
cri,2006,56.18191
cri,2007,57.19497
cri,2008,59.05421
cri,2009,60.33425
cri,2010,58.87813
cri,2011,60
cri,2012,64.9584
cri,2013,65.5237
cri,2014,64.4892
cri,2015,64.27412
cri,2016,60.86109
cri,2017,60.60481
cri,2018,62.6791
cri,2019,67.86628
cri,2020,65.38895
cub,1970,23.61147
cub,1981,45.91609
cub,1986,56.09587
cub,1988,56.67676
cub,2004,56.7964
cub,2006,59.03289
cub,2007,60.94498
cub,2008,60.90237
cub,2009,61.38901
cub,2010,61.24451
cub,2011,59.68714
cub,2012,64.1404
cub,2013,65.78645
cym,1960,33.91943
cym,1970,47.89793
cym,1979,68.52075
cym,1989,84.33734
cym,1991,86.53671
cym,1999,92.60674
cym,2006,91.34637
cym,2007,93.30347
cym,2008,92.37279
cym,2009,91.61928
cym,2011,92.00474
cym,2012,93.4873
cym,2013,94.16919
cym,2014,94.22806
cym,2015,95.69842
cyp,1960,45.13989
cyp,1976,45.73643
cyp,1978,49.40639
cyp,1984,57.64081
cyp,1985,53.81278
cyp,1987,55.4946
cyp,1988,57.25481
cyp,1989,57.58053
cyp,1990,58.62195
cyp,1991,59.34494
cyp,1992,57.0261
cyp,1995,61.00565
cyp,2000,67.76552
cyp,2001,71.33802
cyp,2002,72.63158
cyp,2003,73.33515
cyp,2004,72.84858
cyp,2005,72.12826
cyp,2006,74.05994
cyp,2007,75.80492
cyp,2008,76.40219
cyp,2009,79.34509
cyp,2010,81.0311
cyp,2011,81.26149
cyp,2012,80.59448
cyp,2013,81.25
cyp,2014,84.28777
cyp,2015,85.68671
cyp,2016,84.61885
cyp,2017,84.97083
cyp,2018,84.57909
cyp,2019,83.42044
cyp,2020,81.68303
cze,1991,83.39731
cze,1993,73.40813
cze,1994,73.61053
cze,1995,73.22978
cze,1996,72.54655
cze,1997,73.07746
cze,1998,73.53151
cze,1999,74.15073
cze,2000,74.33309
cze,2001,74.25584
cze,2002,73.72242
cze,2003,74.50578
cze,2004,74.15566
cze,2005,73.73017
cze,2006,73.74179
cze,2007,72.84168
cze,2008,72.31672
cze,2009,72.5183
cze,2010,72.48677
cze,2011,73.26719
cze,2012,73.92525
cze,2013,74.79066
cze,2014,74.57478
cze,2015,75.34549
cze,2016,75.84089
cze,2017,76.29122
cze,2018,76.80442
cze,2019,76.74012
cze,2020,76.05696
deu,1983,57.03925
deu,1984,57.37844
deu,1985,58.11192
deu,1986,58.57404
deu,1987,58.48737
deu,1988,59.25978
deu,1989,59.78352
deu,1990,63.02626
deu,1991,66.98205
deu,1992,67.79493
deu,1993,68.05833
deu,1994,68.83734
deu,1995,69.53478
deu,1996,70.20246
deu,1997,71.00958
deu,1998,71.59124
deu,1999,72.67736
deu,2000,73.29733
deu,2001,74.4562
deu,2002,75.14081
deu,2003,76.08995
deu,2004,76.35156
deu,2005,77.24867
deu,2006,78.37756
deu,2007,79.10943
deu,2008,79.20374
deu,2009,79.95165
deu,2010,80.30877
deu,2011,81.16922
deu,2012,81.32149
deu,2013,82.1891
deu,2014,82.58444
deu,2015,83.05753
deu,2016,83.59375
deu,2017,83.81824
deu,2018,83.77003
deu,2019,83.8968
deu,2020,85.42012
dji,1996,62.11735
dji,2017,38.73644
dma,1960,67.09637
dma,1970,54.30497
dma,1981,49.30691
dma,1989,58.2674
dma,1991,52.93029
dma,1997,79.24604
dma,1999,72.16044
dma,2001,64.17889
dnk,1960,42.7566
dnk,1965,49.44712
dnk,1970,55.93328
dnk,1974,66.86328
dnk,1976,68.0976
dnk,1977,70.04698
dnk,1978,71.71387
dnk,1979,74.3624
dnk,1981,76.33904
dnk,1983,79.70995
dnk,1984,80.0594
dnk,1985,80.50196
dnk,1986,81.52917
dnk,1987,82.27917
dnk,1988,80.66357
dnk,1989,80.57219
dnk,1990,81.81576
dnk,1991,83.08645
dnk,1992,84.21976
dnk,1993,84.58698
dnk,1994,82.42364
dnk,1995,79.75299
dnk,1996,81.70307
dnk,1997,81.83331
dnk,1998,83.72256
dnk,1999,83.61889
dnk,2000,84.73336
dnk,2001,84.19418
dnk,2002,84.5355
dnk,2003,83.58293
dnk,2004,84.23549
dnk,2005,84.93671
dnk,2006,85.68415
dnk,2007,85.49683
dnk,2008,85.0511
dnk,2009,86.07503
dnk,2010,86.16398
dnk,2011,86.60754
dnk,2012,87.31232
dnk,2013,88.12729
dnk,2014,86.89424
dnk,2015,85.92851
dnk,2016,87.42407
dnk,2017,87.39381
dnk,2018,86.98807
dnk,2019,86.73347
dnk,2020,86.98599
dom,1960,12.06972
dom,1970,32.71394
dom,1979,34.45517
dom,1981,39.70111
dom,1991,52.24719
dom,1992,58.04677
dom,1993,30.36832
dom,1994,54.17276
dom,1996,51.99758
dom,1997,49.77257
dom,1998,47.89595
dom,2000,51.19734
dom,2001,50.14952
dom,2002,53.10062
dom,2003,52.66193
dom,2004,52.31364
dom,2005,53.93898
dom,2006,54.61621
dom,2007,54.07288
dom,2008,56.83326
dom,2009,53.84297
dom,2010,57.83784
dom,2011,59.83853
dom,2012,61.11486
dom,2013,61.11262
dom,2014,61.28641
dom,2015,63.20126
dom,2016,63.88273
dom,2017,64.43629
dom,2018,64.78892
dom,2019,67.15254
dom,2020,64.3416
dza,1966,3.52428
dza,1975,4.09102
dza,1977,5.27635
dza,1983,7.22749
dza,1984,8.66706
dza,1985,12.28753
dza,1987,10.18325
dza,1996,15.25949
dza,1997,15.57481
dza,2000,14.164
dza,2009,20.31751
dza,2010,20.56346
dza,2012,23.30383
dza,2013,23.88489
dza,2014,23.52408
dza,2015,24.39024
dza,2016,25.47752
dza,2017,22.4296
ecu,1962,18.81135
ecu,1974,19.71376
ecu,1980,35.59163
ecu,1981,35.64602
ecu,1982,24.92351
ecu,1988,41.81238
ecu,1989,41.76133
ecu,1990,34.34984
ecu,1996,60.70981
ecu,1997,60.44582
ecu,1998,63.52454
ecu,2000,56.35651
ecu,2001,64.90334
ecu,2002,66.01291
ecu,2003,60.07326
ecu,2004,63.8956
ecu,2005,63.03214
ecu,2006,63.09439
ecu,2007,63.43274
ecu,2008,63.92358
ecu,2009,63.13125
ecu,2010,61.81934
ecu,2011,61.27654
ecu,2012,62.33866
ecu,2013,62.75656
ecu,2014,61.2524
ecu,2015,65.14243
ecu,2016,69.11418
ecu,2017,69.90701
ecu,2018,68.90767
ecu,2019,69.59796
ecu,2020,67.00332
egy,1960,5.86319
egy,1966,7.19832
egy,1973,5.54566
egy,1975,6.61434
egy,1976,7.95243
egy,1977,8.73517
egy,1978,10.56106
egy,1979,10.56281
egy,1980,10.05845
egy,1981,12.15278
egy,1982,12.08541
egy,1983,22.12903
egy,1984,23.68006
egy,1986,12.65269
egy,1989,41.79333
egy,1990,36.53504
egy,1991,31.10703
egy,1992,32.21249
egy,1993,30.39
egy,1994,31.03728
egy,1995,29.43982
egy,1996,18.6952
egy,1998,27.34266
egy,1999,27.64283
egy,2000,29.86898
egy,2001,29.39204
egy,2002,26.81328
egy,2003,29.90777
egy,2004,30.06187
egy,2005,30.71704
egy,2006,29.39622
egy,2007,32.30126
egy,2008,30.02488
egy,2009,31.55488
egy,2010,30.79594
egy,2011,30.11578
egy,2012,30.31411
egy,2013,31.25171
egy,2014,31.78936
egy,2015,32.15147
egy,2016,32.93104
egy,2017,32.82934
egy,2018,27.06978
egy,2019,23.19121
egy,2020,21.20718
esp,1960,19.9034
esp,1970,22.27346
esp,1977,36.96085
esp,1978,37.30961
esp,1979,37.60917
esp,1980,37.68015
esp,1981,37.50175
esp,1982,38.4062
esp,1983,39.71449
esp,1984,39.95101
esp,1985,40.47446
esp,1986,40.54807
esp,1987,45.10797
esp,1988,47.85887
esp,1989,48.64085
esp,1990,49.39449
esp,1991,49.93872
esp,1992,52.30536
esp,1993,53.51211
esp,1994,55.83039
esp,1995,57.32087
esp,1996,58.07656
esp,1997,59.13044
esp,1998,59.45527
esp,1999,60.2495
esp,2000,62.0616
esp,2001,60.54485
esp,2002,63.80433
esp,2003,65.30918
esp,2004,66.98913
esp,2005,68.26726
esp,2006,70.07459
esp,2007,71.44316
esp,2008,73.30033
esp,2009,75.86258
esp,2010,77.45768
esp,2011,79.04819
esp,2012,80.56686
esp,2013,81.34715
esp,2014,81.65744
esp,2015,81.95001
esp,2016,82.514
esp,2017,82.37596
esp,2018,82.26616
esp,2019,83.06795
esp,2020,83.15077
est,1989,83.56199
est,1990,81.38623
est,1991,80.34983
est,1992,78.305
est,1993,78.29275
est,1994,78.1135
est,1995,78.46237
est,1996,79.63956
est,1997,80.36573
est,1998,75.96015
est,1999,76.75836
est,2000,79.21179
est,2001,80.1563
est,2002,79.38895
est,2003,78.46775
est,2004,80.78788
est,2005,82.60937
est,2006,80.97561
est,2007,79.11605
est,2008,79.62182
est,2009,80.52407
est,2010,82.30023
est,2011,81.87031
est,2012,81.08266
est,2013,81.01785
est,2014,79.25378
est,2015,80.52116
est,2016,79.90077
est,2017,79.92997
est,2018,80.49088
est,2019,81.60838
est,2020,81.53236
eth,1981,38.81148
eth,1987,67.63006
eth,1994,74.28827
eth,1999,68.33061
eth,2005,83.18318
eth,2013,84.05929
fin,1960,57.60921
fin,1970,65.62584
fin,1976,72.50001
fin,1977,81.63734
fin,1979,78.06359
fin,1980,81.27072
fin,1981,79.88795
fin,1982,94.22696
fin,1984,81.81693
fin,1985,82.23357
fin,1986,81.67105
fin,1987,81.42061
fin,1988,81.88965
fin,1989,81.96744
fin,1990,86.50635
fin,1991,86.80613
fin,1992,86.91092
fin,1993,86.77428
fin,1994,86.67049
fin,1995,84.77998
