geo,time,sp_pop_dpnd_ol
atg,1998,10.78392
atg,1999,10.48025
atg,2000,10.16301
atg,2001,10.14712
atg,2002,10.17369
atg,2003,10.23854
atg,2004,10.34846
atg,2005,10.49611
atg,2006,10.48985
atg,2007,10.49863
atg,2008,10.54812
atg,2009,10.63537
atg,2010,10.77238
atg,2011,10.91534
atg,2012,11.08661
atg,2013,11.28966
atg,2014,11.51352
atg,2015,11.77505
atg,2016,12.07555
atg,2017,12.39341
atg,2018,12.73197
atg,2019,13.12537
atg,2020,13.56116
aus,1960,14.06777
aus,1961,14.12117
aus,1962,14.11963
aus,1963,14.0801
aus,1964,14.0211
aus,1965,13.95499
aus,1966,13.79103
aus,1967,13.61984
aus,1968,13.45572
aus,1969,13.30519
aus,1970,13.16909
aus,1971,13.29404
aus,1972,13.40829
aus,1973,13.5224
aus,1974,13.64938
aus,1975,13.79647
aus,1976,14.00299
aus,1977,14.21939
aus,1978,14.43452
aus,1979,14.62753
aus,1980,14.78863
aus,1981,14.94827
aus,1982,15.06974
aus,1983,15.17894
aus,1984,15.3104
aus,1985,15.48388
aus,1986,15.67391
aus,1987,15.8818
aus,1988,16.09989
aus,1989,16.32041
aus,1990,16.54218
aus,1991,16.83577
aus,1992,17.12335
aus,1993,17.39176
aus,1994,17.62265
aus,1995,17.81072
aus,1996,17.97862
aus,1997,18.10759
aus,1998,18.21254
aus,1999,18.31957
aus,2000,18.4503
aus,2001,18.55027
aus,2002,18.66709
aus,2003,18.80311
aus,2004,18.95382
aus,2005,19.12099
aus,2006,19.15532
aus,2007,19.19908
aus,2008,19.29376
aus,2009,19.48479
aus,2010,19.79041
aus,2011,20.24288
aus,2012,20.76549
aus,2013,21.32776
aus,2014,21.8858
aus,2015,22.41933
aus,2016,22.97361
aus,2017,23.50649
aus,2018,24.03035
aus,2019,24.56848
aus,2020,25.13866
aut,1960,18.51961
aut,1961,18.92314
aut,1962,19.33259
aut,1963,19.75016
aut,1964,20.17569
aut,1965,20.60906
aut,1966,21.1139
aut,1967,21.59432
aut,1968,22.03762
aut,1969,22.42275
aut,1970,22.73708
aut,1971,23.1265
aut,1972,23.41177
aut,1973,23.60451
aut,1974,23.72067
aut,1975,23.76836
aut,1976,23.98247
aut,1977,24.14172
aut,1978,24.18887
aut,1979,24.03285
aut,1980,23.63814
aut,1981,23.19857
aut,1982,22.53535
aut,1983,21.80433
aut,1984,21.2121
aut,1985,20.86701
aut,1986,20.8698
aut,1987,21.0678
aut,1988,21.37967
aut,1989,21.67997
aut,1990,21.89562
aut,1991,22.18767
aut,1992,22.41195
aut,1993,22.5666
aut,1994,22.6456
aut,1995,22.64008
aut,1996,22.73367
aut,1997,22.73903
aut,1998,22.69928
aut,1999,22.67463
aut,2000,22.70468
aut,2001,22.865
aut,2002,23.04895
aut,2003,23.27028
aut,2004,23.54398
aut,2005,23.87897
aut,2006,24.34007
aut,2007,24.85626
aut,2008,25.39597
aut,2009,25.91052
aut,2010,26.37386
aut,2011,26.77514
aut,2012,27.13002
aut,2013,27.45979
aut,2014,27.78123
aut,2015,28.10353
aut,2016,28.25626
aut,2017,28.37279
aut,2018,28.48789
aut,2019,28.65818
aut,2020,28.92874
aze,1960,9.77409
aze,1961,9.80715
aze,1962,9.88592
aze,1963,9.9814
aze,1964,10.05591
aze,1965,10.09158
aze,1966,10.19429
aze,1967,10.25473
aze,1968,10.27332
aze,1969,10.24844
aze,1970,10.17987
aze,1971,10.09266
aze,1972,9.94037
aze,1973,9.74517
aze,1974,9.53677
aze,1975,9.33322
aze,1976,9.191
aze,1977,9.05531
aze,1978,8.90478
aze,1979,8.7081
aze,1980,8.45801
aze,1981,8.25941
aze,1982,8.0232
aze,1983,7.77917
aze,1984,7.56136
aze,1985,7.38796
aze,1986,7.31841
aze,1987,7.26728
aze,1988,7.2553
aze,1989,7.31582
aze,1990,7.46703
aze,1991,7.69003
aze,1992,7.9635
aze,1993,8.24861
aze,1994,8.50094
aze,1995,8.69978
aze,1996,8.89758
aze,1997,9.02734
aze,1998,9.11439
aze,1999,9.19561
aze,2000,9.2852
aze,2001,9.50753
aze,2002,9.73169
aze,2003,9.89871
aze,2004,9.93157
aze,2005,9.80267
aze,2006,9.60437
aze,2007,9.29585
aze,2008,8.93391
aze,2009,8.58258
aze,2010,8.27639
aze,2011,8.12929
aze,2012,8.01395
aze,2013,7.94781
aze,2014,7.95078
aze,2015,8.03552
aze,2016,8.2159
aze,2017,8.46927
aze,2018,8.79557
aze,2019,9.19445
aze,2020,9.66637
bdi,1960,5.51299
bdi,1961,5.59263
bdi,1962,5.66358
bdi,1963,5.71847
bdi,1964,5.74606
bdi,1965,5.74151
bdi,1966,5.81441
bdi,1967,5.84899
bdi,1968,5.85115
bdi,1969,5.82939
bdi,1970,5.78911
bdi,1971,5.95616
bdi,1972,6.1002
bdi,1973,6.22043
bdi,1974,6.31389
bdi,1975,6.37726
bdi,1976,6.34166
bdi,1977,6.28185
bdi,1978,6.20448
bdi,1979,6.11443
bdi,1980,6.01299
bdi,1981,6.01288
bdi,1982,5.99067
bdi,1983,5.94814
bdi,1984,5.88805
bdi,1985,5.81248
bdi,1986,5.80518
bdi,1987,5.77888
bdi,1988,5.73442
bdi,1989,5.6699
bdi,1990,5.58595
bdi,1991,5.6178
bdi,1992,5.611
bdi,1993,5.56801
bdi,1994,5.49329
bdi,1995,5.38943
bdi,1996,5.43519
bdi,1997,5.45294
bdi,1998,5.4352
bdi,1999,5.37462
bdi,2000,5.26732
bdi,2001,5.14331
bdi,2002,4.99666
bdi,2003,4.83427
bdi,2004,4.66232
bdi,2005,4.48555
bdi,2006,4.40762
bdi,2007,4.33065
bdi,2008,4.25444
bdi,2009,4.17722
bdi,2010,4.1004
bdi,2011,4.0573
bdi,2012,4.01015
bdi,2013,3.97422
bdi,2014,3.96837
bdi,2015,4.00097
bdi,2016,4.08255
bdi,2017,4.18457
bdi,2018,4.30025
bdi,2019,4.42191
bdi,2020,4.54503
bel,1960,18.37622
bel,1961,18.72564
bel,1962,19.03277
bel,1963,19.30924
bel,1964,19.57414
bel,1965,19.84031
bel,1966,20.21687
bel,1967,20.56646
bel,1968,20.87936
bel,1969,21.13732
bel,1970,21.33107
bel,1971,21.62055
bel,1972,21.81885
bel,1973,21.94232
bel,1974,22.01309
bel,1975,22.04287
bel,1976,22.2292
bel,1977,22.38537
bel,1978,22.45918
bel,1979,22.36884
bel,1980,22.08278
bel,1981,21.82188
bel,1982,21.37558
bel,1983,20.87699
bel,1984,20.50631
bel,1985,20.35983
bel,1986,20.57447
bel,1987,20.96924
bel,1988,21.46749
bel,1989,21.94994
bel,1990,22.34789
bel,1991,22.79571
bel,1992,23.16564
bel,1993,23.48032
bel,1994,23.77491
bel,1995,24.06851
bel,1996,24.46863
bel,1997,24.83874
bel,1998,25.17561
bel,1999,25.47157
bel,2000,25.72378
bel,2001,25.94631
bel,2002,26.12777
bel,2003,26.26618
bel,2004,26.34912
bel,2005,26.37486
bel,2006,26.39994
bel,2007,26.33652
bel,2008,26.24866
bel,2009,26.23312
bel,2010,26.35022
bel,2011,26.55663
bel,2012,26.87233
bel,2013,27.2565
bel,2014,27.63763
bel,2015,27.97429
bel,2016,28.43438
bel,2017,28.86648
bel,2018,29.2861
bel,2019,29.72785
bel,2020,30.22083
ben,1960,8.89583
ben,1961,8.89391
ben,1962,8.84509
ben,1963,8.74867
ben,1964,8.60317
ben,1965,8.40953
ben,1966,8.56404
ben,1967,8.67256
ben,1968,8.7394
ben,1969,8.7687
ben,1970,8.76411
ben,1971,8.86463
ben,1972,8.92438
ben,1973,8.94419
ben,1974,8.92389
ben,1975,8.86445
ben,1976,8.87675
ben,1977,8.84539
ben,1978,8.77797
ben,1979,8.68015
ben,1980,8.55685
ben,1981,8.49771
ben,1982,8.40728
ben,1983,8.28955
ben,1984,8.14859
ben,1985,7.98802
ben,1986,7.9152
ben,1987,7.82007
ben,1988,7.70611
ben,1989,7.57569
ben,1990,7.43221
ben,1991,7.31954
ben,1992,7.19408
ben,1993,7.0624
ben,1994,6.93002
ben,1995,6.8007
ben,1996,6.71211
ben,1997,6.61543
ben,1998,6.51424
ben,1999,6.41227
ben,2000,6.31213
ben,2001,6.25401
ben,2002,6.18809
ben,2003,6.1223
ben,2004,6.06563
ben,2005,6.02237
ben,2006,6.05092
ben,2007,6.08116
ben,2008,6.10562
ben,2009,6.11393
ben,2010,6.10288
ben,2011,6.105
ben,2012,6.08768
ben,2013,6.05972
ben,2014,6.03083
ben,2015,6.00671
ben,2016,6.00301
ben,2017,5.99761
ben,2018,5.99205
ben,2019,5.98736
ben,2020,5.98512
bfa,1960,4.13789
bfa,1961,4.27474
bfa,1962,4.38657
bfa,1963,4.47508
bfa,1964,4.54295
bfa,1965,4.59259
bfa,1966,4.7483
bfa,1967,4.88145
bfa,1968,4.99052
bfa,1969,5.07403
bfa,1970,5.13246
bfa,1971,5.28963
bfa,1972,5.41733
bfa,1973,5.51797
bfa,1974,5.59551
bfa,1975,5.65223
bfa,1976,5.81487
bfa,1977,5.95183
bfa,1978,6.06235
bfa,1979,6.14497
bfa,1980,6.19981
bfa,1981,6.34413
bfa,1982,6.45999
bfa,1983,6.54912
bfa,1984,6.61361
bfa,1985,6.65444
bfa,1986,6.70999
bfa,1987,6.73582
bfa,1988,6.73271
bfa,1989,6.69958
bfa,1990,6.63698
bfa,1991,6.59019
bfa,1992,6.51083
bfa,1993,6.40413
bfa,1994,6.27388
bfa,1995,6.12453
bfa,1996,6.02904
bfa,1997,5.90931
bfa,1998,5.7731
bfa,1999,5.62795
bfa,2000,5.47876
bfa,2001,5.40837
bfa,2002,5.32547
bfa,2003,5.23363
bfa,2004,5.13681
bfa,2005,5.03714
bfa,2006,5.01119
bfa,2007,4.97579
bfa,2008,4.931
bfa,2009,4.87549
bfa,2010,4.80993
bfa,2011,4.79237
bfa,2012,4.76209
bfa,2013,4.72257
bfa,2014,4.67729
bfa,2015,4.62891
bfa,2016,4.61611
bfa,2017,4.59576
bfa,2018,4.5721
bfa,2019,4.54936
bfa,2020,4.53042
bgd,1960,4.87411
bgd,1961,4.91979
bgd,1962,4.94507
bgd,1963,4.95354
bgd,1964,4.95141
bgd,1965,4.94458
bgd,1966,5.04962
bgd,1967,5.13758
bgd,1968,5.20592
bgd,1969,5.25221
bgd,1970,5.27846
bgd,1971,5.42286
bgd,1972,5.55218
bgd,1973,5.66873
bgd,1974,5.77521
bgd,1975,5.87349
bgd,1976,5.95428
bgd,1977,5.99369
bgd,1978,5.99606
bgd,1979,5.96803
bgd,1980,5.91682
bgd,1981,5.92776
bgd,1982,5.90558
bgd,1983,5.8548
bgd,1984,5.78141
bgd,1985,5.6912
bgd,1986,5.72481
bgd,1987,5.74603
bgd,1988,5.75523
bgd,1989,5.75218
bgd,1990,5.73907
bgd,1991,5.80088
bgd,1992,5.84935
bgd,1993,5.88726
bgd,1994,5.91716
bgd,1995,5.94219
bgd,1996,6.06655
bgd,1997,6.18158
bgd,1998,6.29151
bgd,1999,6.40052
bgd,2000,6.51154
bgd,2001,6.62808
bgd,2002,6.73183
bgd,2003,6.82751
bgd,2004,6.9215
bgd,2005,7.01738
bgd,2006,7.15681
bgd,2007,7.28419
bgd,2008,7.3945
bgd,2009,7.48228
bgd,2010,7.54543
bgd,2011,7.63705
bgd,2012,7.71518
bgd,2013,7.77133
bgd,2014,7.79294
bgd,2015,7.7773
bgd,2016,7.76813
bgd,2017,7.72893
bgd,2018,7.68354
bgd,2019,7.66264
bgd,2020,7.68468
bgr,1960,11.42013
bgr,1961,11.59165
bgr,1962,11.78011
bgr,1963,11.9904
bgr,1964,12.22839
bgr,1965,12.5
bgr,1966,12.81424
bgr,1967,13.14165
bgr,1968,13.48582
bgr,1969,13.85206
bgr,1970,14.24491
bgr,1971,14.65615
bgr,1972,15.05798
bgr,1973,15.45316
bgr,1974,15.84887
bgr,1975,16.2497
bgr,1976,16.71623
bgr,1977,17.19385
bgr,1978,17.61865
bgr,1979,17.88771
bgr,1980,17.95158
bgr,1981,17.849
bgr,1982,17.53721
bgr,1983,17.15828
bgr,1984,16.91017
bgr,1985,16.90223
bgr,1986,17.28327
bgr,1987,17.85564
bgr,1988,18.53595
bgr,1989,19.19696
bgr,1990,19.7665
bgr,1991,20.45233
bgr,1992,21.0416
bgr,1993,21.56146
bgr,1994,22.0568
bgr,1995,22.55232
bgr,1996,23.0679
bgr,1997,23.55554
bgr,1998,23.98616
bgr,1999,24.30916
bgr,2000,24.49564
bgr,2001,24.79743
bgr,2002,24.97749
bgr,2003,25.06488
bgr,2004,25.10497
bgr,2005,25.13407
bgr,2006,25.33175
bgr,2007,25.50335
bgr,2008,25.69884
bgr,2009,25.98991
bgr,2010,26.42115
bgr,2011,27.10647
bgr,2012,27.92076
bgr,2013,28.81048
bgr,2014,29.68089
bgr,2015,30.46662
bgr,2016,31.30729
bgr,2017,32.03449
bgr,2018,32.65153
bgr,2019,33.1758
bgr,2020,33.62106
bhr,1960,5.36918
bhr,1961,5.18472
bhr,1962,4.89966
bhr,1963,4.52525
bhr,1964,4.05461
bhr,1965,3.48059
bhr,1966,3.62339
bhr,1967,3.81289
bhr,1968,4.06012
bhr,1969,4.36824
bhr,1970,4.74206
bhr,1971,4.62968
bhr,1972,4.519
bhr,1973,4.40476
bhr,1974,4.27787
bhr,1975,4.14285
bhr,1976,3.90488
bhr,1977,3.67527
bhr,1978,3.47795
bhr,1979,3.337
bhr,1980,3.25684
bhr,1981,3.46644
bhr,1982,3.67528
bhr,1983,3.87012
bhr,1984,4.02393
bhr,1985,4.12904
bhr,1986,3.96198
bhr,1987,3.78493
bhr,1988,3.6157
bhr,1989,3.46863
bhr,1990,3.35094
bhr,1991,3.44319
bhr,1992,3.51663
bhr,1993,3.55954
bhr,1994,3.57013
bhr,1995,3.56443
bhr,1996,3.62093
bhr,1997,3.66005
bhr,1998,3.66994
bhr,1999,3.65967
bhr,2000,3.63939
bhr,2001,3.48564
bhr,2002,3.36372
bhr,2003,3.26826
bhr,2004,3.18573
bhr,2005,3.10831
bhr,2006,2.95878
bhr,2007,2.84099
bhr,2008,2.75414
bhr,2009,2.69889
bhr,2010,2.6798
bhr,2011,2.76492
bhr,2012,2.84505
bhr,2013,2.91762
bhr,2014,2.97917
bhr,2015,3.02531
bhr,2016,3.03165
bhr,2017,3.04977
bhr,2018,3.09801
bhr,2019,3.198
bhr,2020,3.3531
bhs,1960,7.04314
bhs,1961,6.86908
bhs,1962,6.71137
bhs,1963,6.61261
bhs,1964,6.54678
bhs,1965,6.48473
bhs,1966,6.37977
bhs,1967,6.27981
bhs,1968,6.2236
bhs,1969,6.19912
bhs,1970,6.21286
bhs,1971,6.27844
bhs,1972,6.34363
bhs,1973,6.41213
bhs,1974,6.48672
bhs,1975,6.54564
bhs,1976,6.65175
bhs,1977,6.74798
bhs,1978,6.84303
bhs,1979,6.92517
bhs,1980,6.98269
bhs,1981,6.9863
bhs,1982,6.95858
bhs,1983,6.92076
bhs,1984,6.87779
bhs,1985,6.82676
bhs,1986,6.80008
bhs,1987,6.77159
bhs,1988,6.74002
bhs,1989,6.73175
bhs,1990,6.74518
bhs,1991,6.81889
bhs,1992,6.91576
bhs,1993,7.02954
bhs,1994,7.13948
bhs,1995,7.24861
bhs,1996,7.44714
bhs,1997,7.63174
bhs,1998,7.81502
bhs,1999,8.01592
bhs,2000,8.24458
bhs,2001,8.37981
bhs,2002,8.50966
bhs,2003,8.6148
bhs,2004,8.68648
bhs,2005,8.7443
bhs,2006,8.82218
bhs,2007,8.9069
bhs,2008,8.99096
bhs,2009,9.06523
bhs,2010,9.1247
bhs,2011,9.22282
bhs,2012,9.3126
bhs,2013,9.4081
bhs,2014,9.51775
bhs,2015,9.6543
bhs,2016,9.85384
bhs,2017,10.07724
bhs,2018,10.33004
bhs,2019,10.62335
bhs,2020,10.9667
bih,1960,5.87824
bih,1961,6.0472
bih,1962,6.23522
bih,1963,6.4272
bih,1964,6.60632
bih,1965,6.76646
bih,1966,6.95473
bih,1967,7.09452
bih,1968,7.20369
bih,1969,7.30955
bih,1970,7.4302
bih,1971,7.69228
bih,1972,7.95312
bih,1973,8.18868
bih,1974,8.37004
bih,1975,8.48468
bih,1976,8.66087
bih,1977,8.80015
bih,1978,8.88929
bih,1979,8.90742
bih,1980,8.84921
bih,1981,8.69394
bih,1982,8.48236
bih,1983,8.26086
bih,1984,8.08662
bih,1985,7.99256
bih,1986,8.12224
bih,1987,8.33163
bih,1988,8.62849
bih,1989,9.01988
bih,1990,9.50817
bih,1991,10.17159
bih,1992,10.91358
bih,1993,11.71863
bih,1994,12.55835
bih,1995,13.40677
bih,1996,13.97124
bih,1997,14.48155
bih,1998,14.97065
bih,1999,15.49088
bih,2000,16.06638
bih,2001,16.86492
bih,2002,17.73408
bih,2003,18.5754
bih,2004,19.2402
bih,2005,19.65099
bih,2006,19.89945
bih,2007,19.91607
bih,2008,19.81647
bih,2009,19.76423
bih,2010,19.85629
bih,2011,19.9475
bih,2012,20.08193
bih,2013,20.21682
bih,2014,20.36866
bih,2015,20.60473
bih,2016,21.54053
bih,2017,22.67634
bih,2018,23.95215
bih,2019,25.25679
bih,2020,26.51761
blr,1960,13.30315
blr,1961,13.34602
blr,1962,13.33844
blr,1963,13.3129
blr,1964,13.31497
blr,1965,13.36813
blr,1966,13.56834
blr,1967,13.8053
blr,1968,14.05212
blr,1969,14.2698
blr,1970,14.43799
blr,1971,14.6633
blr,1972,14.8416
blr,1973,15.01116
blr,1974,15.20962
blr,1975,15.44503
blr,1976,15.70925
blr,1977,15.9767
blr,1978,16.18586
blr,1979,16.25953
blr,1980,16.17579
blr,1981,15.96666
