geo,time,ne_trd_gnfs_zs
bdi,2001,20.96405
bdi,2002,21.67383
bdi,2003,27.37631
bdi,2004,31.57612
bdi,2005,35.1
bdi,2006,42.4
bdi,2007,38.8
bdi,2008,47.2
bdi,2009,35.8
bdi,2010,39.50001
bdi,2011,43
bdi,2012,43.69999
bdi,2013,46.60001
bdi,2014,41.75769
bdi,2015,32.54195
bdi,2016,31.74422
bdi,2017,34.39624
bdi,2018,39.21004
bdi,2019,41.85736
bdi,2020,32.90128
bel,1970,87.7273
bel,1971,85.58408
bel,1972,85.21444
bel,1973,94.14409
bel,1974,105.27108
bel,1975,91.52375
bel,1976,96.81576
bel,1977,95.67752
bel,1978,92.3126
bel,1979,101.57297
bel,1980,103.05545
bel,1981,110.22135
bel,1982,117.92535
bel,1983,120.39556
bel,1984,128.23074
bel,1985,123.87699
bel,1986,112.32702
bel,1987,109.9191
bel,1988,116.42295
bel,1989,124.93693
bel,1990,121.46785
bel,1991,118.59014
bel,1992,115.06929
bel,1993,109.01274
bel,1994,113.2323
bel,1995,116.37857
bel,1996,119.21278
bel,1997,125.68894
bel,1998,124.70912
bel,1999,125.16999
bel,2000,142.23014
bel,2001,139.57684
bel,2002,136.08515
bel,2003,132.71555
bel,2004,136.91841
bel,2005,144.52905
bel,2006,149.56751
bel,2007,152.46845
bel,2008,161.08845
bel,2009,135.40604
bel,2010,149.99767
bel,2011,161.49372
bel,2012,160.74603
bel,2013,157.85085
bel,2014,158.78322
bel,2015,154.19255
bel,2016,157.66503
bel,2017,165.32584
bel,2018,166.31317
bel,2019,163.71985
bel,2020,158.6214
ben,1960,18.2342
ben,1961,14.11812
ben,1962,13.47713
ben,1963,15.44726
ben,1964,17.3805
ben,1965,22.17327
ben,1966,23.04261
ben,1967,27.43809
ben,1968,28.41123
ben,1969,33.20172
ben,1970,39.6379
ben,1971,45.61841
ben,1972,41.18455
ben,1973,41.61214
ben,1974,43.8114
ben,1975,47.94123
ben,1976,44.01976
ben,1977,50.95969
ben,1978,51.07045
ben,1979,54.53817
ben,1980,53.13862
ben,1981,59.88937
ben,1982,57.85734
ben,1983,45.34201
ben,1984,50.5113
ben,1985,60.30122
ben,1986,49.29142
ben,1987,46.21814
ben,1988,45.88683
ben,1989,38.30037
ben,1990,45.72018
ben,1991,51.34472
ben,1992,56.74075
ben,1993,55.3818
ben,1994,64.40048
ben,1995,63.80014
ben,1996,56.51779
ben,1997,58.71163
ben,1998,59.59363
ben,1999,54.39179
ben,2000,47.34815
ben,2001,48.25717
ben,2002,43.76842
ben,2003,41.61623
ben,2004,39.90297
ben,2005,39.09593
ben,2006,39.7747
ben,2007,49.11378
ben,2008,47.77536
ben,2009,44.70263
ben,2010,51.43086
ben,2011,47.21703
ben,2012,50.73674
ben,2013,59.20019
ben,2014,65.26827
ben,2015,56.75631
ben,2016,58.98693
ben,2017,61.4766
ben,2018,61.79519
ben,2019,63.68133
ben,2020,44.83323
bfa,1960,20.70137
bfa,1961,21.21886
bfa,1962,21.23795
bfa,1963,21.2485
bfa,1964,14.31728
bfa,1965,16.02922
bfa,1966,16.70022
bfa,1967,18.85581
bfa,1968,21.49213
bfa,1969,22.34961
bfa,1970,21.59701
bfa,1971,25.44256
bfa,1972,27.68873
bfa,1973,29.23134
bfa,1974,32.79368
bfa,1975,37.49937
bfa,1976,35.2135
bfa,1977,38.40353
bfa,1978,35.21925
bfa,1979,37.52858
bfa,1980,40.21303
bfa,1981,40.71152
bfa,1982,39.81975
bfa,1983,37.4583
bfa,1984,39.71871
bfa,1985,40.94755
bfa,1986,37.96173
bfa,1987,39.43995
bfa,1988,38.12968
bfa,1989,32.39476
bfa,1990,35.42265
bfa,1991,33.79624
bfa,1992,28.37402
bfa,1993,29.62508
bfa,1994,39.22922
bfa,1995,40.74747
bfa,1996,38.1803
bfa,1997,37.41642
bfa,1998,40.93978
bfa,1999,35.25482
bfa,2000,35.12294
bfa,2001,31.65817
bfa,2002,31.31252
bfa,2003,30.36824
bfa,2004,35.48094
bfa,2005,34.17217
bfa,2006,35.10654
bfa,2007,33.77972
bfa,2008,35.38532
bfa,2009,40.29598
bfa,2010,49.07324
bfa,2011,57.49725
bfa,2012,61.23861
bfa,2013,64.03585
bfa,2014,58.82356
bfa,2015,59.08918
bfa,2016,57.89317
bfa,2017,59.26878
bfa,2018,60.59563
bfa,2019,58.66417
bgd,1960,19.30394
bgd,1961,22.48235
bgd,1962,21.55485
bgd,1963,21.63976
bgd,1964,24.15027
bgd,1965,23.02931
bgd,1966,22.9361
bgd,1967,21.90186
bgd,1968,19.93714
bgd,1969,19.81132
bgd,1970,20.8206
bgd,1971,17.01907
bgd,1972,19.40729
bgd,1973,18.39466
bgd,1974,14.04962
bgd,1975,10.99563
bgd,1976,22.38227
bgd,1977,19.4222
bgd,1978,21.03851
bgd,1979,21.90706
bgd,1980,23.37723
bgd,1981,19.24716
bgd,1982,20.60692
bgd,1983,20.31688
bgd,1984,16.81173
bgd,1985,18.22218
bgd,1986,17.01874
bgd,1987,16.6878
bgd,1988,17.67806
bgd,1989,18.32517
bgd,1990,18.9665
bgd,1991,18.88983
bgd,1992,19.93401
bgd,1993,23.12158
bgd,1994,22.86586
bgd,1995,28.2095
bgd,1996,26.07609
bgd,1997,26.32551
bgd,1998,27.88006
bgd,1999,28.38794
bgd,2000,29.32171
bgd,2001,32.09802
bgd,2002,28.96738
bgd,2003,27.65788
bgd,2004,26.85823
bgd,2005,34.39693
bgd,2006,38.11192
bgd,2007,39.94238
bgd,2008,42.62091
bgd,2009,40.0928
bgd,2010,37.80284
bgd,2011,47.42085
bgd,2012,48.11092
bgd,2013,46.2964
bgd,2014,44.51408
bgd,2015,42.086
bgd,2016,37.9543
bgd,2017,35.304
bgd,2018,38.24489
bgd,2019,36.7593
bgd,2020,30.51947
bgr,1980,66.39642
bgr,1981,70.16105
bgr,1982,67.4994
bgr,1983,74.08786
bgr,1984,78.37731
bgr,1985,85.99737
bgr,1986,83.50356
bgr,1987,83.40765
bgr,1988,91.46175
bgr,1989,94.57897
bgr,1990,69.84706
bgr,1991,82.68239
bgr,1992,100.0498
bgr,1993,84.04149
bgr,1994,90.72013
bgr,1995,55.26269
bgr,1996,85.82067
bgr,1997,86.46374
bgr,1998,77.04521
bgr,1999,90.07498
bgr,2000,77.74571
bgr,2001,79.08137
bgr,2002,75.26961
bgr,2003,79.01388
bgr,2004,93.06389
bgr,2005,99.71421
bgr,2006,111.04746
bgr,2007,123.60965
bgr,2008,124.78589
bgr,2009,92.69265
bgr,2010,103.41158
bgr,2011,117.45629
bgr,2012,123.99356
bgr,2013,129.73266
bgr,2014,130.28729
bgr,2015,126.70094
bgr,2016,122.83382
bgr,2017,129.6766
bgr,2018,128.85188
bgr,2019,124.64043
bgr,2020,109.17753
bhr,1980,239.34892
bhr,1981,251.13888
bhr,1982,225.75869
bhr,1983,189.63258
bhr,1984,190.33027
bhr,1985,191.61023
bhr,1986,183.52357
bhr,1987,189.76793
bhr,1988,172.83241
bhr,1989,186.27382
bhr,1990,210.16097
bhr,1991,180.64181
bhr,1992,181.12404
bhr,1993,164.6039
bhr,1994,155.17817
bhr,1995,152.46432
bhr,1996,164.11542
bhr,1997,148.58208
bhr,1998,128.4891
bhr,1999,141.8317
bhr,2000,135.80914
bhr,2001,127.02627
bhr,2002,131.13363
bhr,2003,128.09158
bhr,2004,140.73731
bhr,2005,148.31353
bhr,2006,147.10418
bhr,2007,137.78505
bhr,2008,145.88251
bhr,2009,117.96373
bhr,2010,120.47239
bhr,2011,174.15527
bhr,2012,185.88465
bhr,2013,191.87255
bhr,2014,175.56784
bhr,2015,154.93137
bhr,2016,139.62056
bhr,2017,143.08667
bhr,2018,150.81244
bhr,2019,141.70354
bhs,1977,148.79383
bhs,1978,150.1802
bhs,1979,129.07527
bhs,1980,133.25844
bhs,1981,129.75114
bhs,1982,125.33739
bhs,1983,124.58449
bhs,1984,121.89506
bhs,1985,124.06171
bhs,1986,121.72295
bhs,1987,117.12602
bhs,1989,111.00033
bhs,1990,110.12003
bhs,1991,106.11862
bhs,1992,101.46156
bhs,1993,103.35996
bhs,1994,104.40196
bhs,1995,104.46544
bhs,1996,105.85675
bhs,1997,79.73489
bhs,1998,77.72617
bhs,1999,75.70274
bhs,2000,79.64494
bhs,2001,72.50088
bhs,2002,70.27798
bhs,2003,71.06354
bhs,2004,76.00198
bhs,2005,81.39627
bhs,2006,87.55071
bhs,2007,88.01282
bhs,2008,87.42922
bhs,2009,76.52104
bhs,2010,78.6756
bhs,2011,88.33369
bhs,2012,84.25073
bhs,2013,87.30395
bhs,2014,83.89468
bhs,2015,73.27637
bhs,2016,70.1074
bhs,2017,71.98314
bhs,2018,75.57603
bhs,2019,71.34317
bhs,2020,49.90966
bih,1994,101.84723
bih,1995,91.87961
bih,1996,107.50004
bih,1997,100.63096
bih,1998,125.66661
bih,1999,121.82054
bih,2000,85.35774
bih,2001,86.03573
bih,2002,78.72748
bih,2003,80.56946
bih,2004,81.81268
bih,2005,84.35546
bih,2006,79.82995
bih,2007,83.55186
bih,2008,86.16288
bih,2009,73.74749
bih,2010,80.96822
bih,2011,87.83635
bih,2012,88.14511
bih,2013,87.93124
bih,2014,90.55228
bih,2015,89.34166
bih,2016,89.30825
bih,2017,97.95957
bih,2018,99.77486
bih,2019,95.67115
bih,2020,83.00365
blr,1990,89.60739
blr,1991,66.66667
blr,1992,117.3913
blr,1993,150.96447
blr,1994,155.37571
blr,1995,103.71819
blr,1996,96.7749
blr,1997,125.51618
blr,1998,122.9577
blr,1999,120.83512
blr,2000,141.60917
blr,2001,137.04493
blr,2002,131.00206
blr,2003,134.14185
blr,2004,142.13651
blr,2005,118.88435
blr,2006,124.2951
blr,2007,128.15388
blr,2008,129.59948
blr,2009,108.63564
blr,2010,115.91797
blr,2011,157.97426
blr,2012,153.08527
blr,2013,119.81597
blr,2014,110.65142
blr,2015,115.91483
blr,2016,125.20932
blr,2017,133.36775
blr,2018,139.39374
blr,2019,130.85041
blr,2020,120.68235
blz,1980,102.34175
blz,1981,106.38468
blz,1982,97.99378
blz,1983,94.22785
blz,1984,109.38327
blz,1985,90.62178
blz,1986,93.6907
blz,1987,101.45689
blz,1988,107.2964
blz,1989,104.3256
blz,1990,100.24163
blz,1991,43.62288
blz,1992,102.57524
blz,1993,96.81511
blz,1994,102.1987
blz,1995,97.02788
blz,1996,100.22614
blz,1997,108.44195
blz,1998,109.48572
blz,1999,121.67579
blz,2000,126.64526
blz,2001,120.4465
blz,2002,119.63577
blz,2003,119.94511
blz,2004,109.74417
blz,2005,118.5941
blz,2006,123.47926
blz,2007,124.13214
blz,2008,133.71309
blz,2009,109.45577
blz,2010,117.7024
blz,2011,126.94789
blz,2012,128.25658
blz,2013,131.95288
blz,2014,127.24127
blz,2015,125.2293
blz,2016,113.30752
blz,2017,112.0729
blz,2018,113.01063
blz,2019,110.0228
blz,2020,85.62898
bmu,2010,74.59508
bmu,2011,76.27044
bmu,2012,73.7823
bmu,2013,76.27011
bmu,2014,76.51675
bmu,2015,73.2955
bmu,2016,72.74991
bmu,2017,72.39243
bmu,2018,77.12121
bmu,2019,75.86105
bmu,2020,72.07243
bol,1960,40.14289
bol,1961,39.73727
bol,1962,40.75465
bol,1963,43.32287
bol,1964,43.77224
bol,1965,48.14763
bol,1966,47.73585
bol,1967,48.5132
bol,1968,43.81868
bol,1969,43.67077
bol,1970,48.95713
bol,1971,45.7898
bol,1972,45.13158
bol,1973,56.03435
bol,1974,62.09013
bol,1975,58.15495
bol,1976,57.56306
bol,1977,56.41907
bol,1978,52.70339
bol,1979,51.57078
bol,1980,46.84685
bol,1981,46.52778
bol,1982,58.37989
bol,1983,52.38854
bol,1984,49.4702
bol,1985,41.89276
bol,1986,47.04373
bol,1987,43.86816
bol,1988,41.90625
bol,1989,45.65468
bol,1990,46.70327
bol,1991,48.44497
bol,1992,49.11086
bol,1993,47.46713
bol,1994,48.86085
bol,1995,49.73799
bol,1996,49.85629
bol,1997,50.46966
bol,1998,52.28116
bol,1999,44.16825
bol,2000,45.59778
bol,2001,45.22782
bol,2002,49.35026
bol,2003,51.96784
bol,2004,57.46427
bol,2005,67.64194
bol,2006,74.53785
bol,2007,76.06191
bol,2008,82.86702
bol,2009,68.62707
bol,2010,75.51163
bol,2011,82.4804
bol,2012,84.94876
bol,2013,81.23091
bol,2014,85.26447
bol,2015,67.93284
bol,2016,56.40103
bol,2017,56.70465
bol,2018,57.10996
bol,2019,56.39731
bol,2020,45.67144
bra,1960,12.62397
bra,1961,12.8934
bra,1962,9.38485
bra,1963,17.93998
bra,1964,12.20581
bra,1965,12.89204
bra,1966,12.26329
bra,1967,11.35438
bra,1968,12.59063
bra,1969,13.27592
bra,1970,14.47917
bra,1971,14.65092
bra,1972,16.13195
bra,1973,16.85619
bra,1974,20.96778
bra,1975,18.23433
bra,1976,16.41555
bra,1977,15.15525
bra,1978,14.57789
bra,1979,16.56688
bra,1980,20.15541
bra,1981,19.63292
bra,1982,16.49117
bra,1983,21.90035
bra,1984,23.83007
bra,1985,20.44977
bra,1986,15.86065
bra,1987,16.2624
bra,1988,17.76724
bra,1989,14.39088
bra,1990,15.1556
bra,1991,16.59213
bra,1992,19.25337
bra,1993,19.59932
bra,1994,18.67476
bra,1995,16.98446
bra,1996,15.63559
bra,1997,16.57621
bra,1998,16.43858
bra,1999,20.98217
bra,2000,22.63976
bra,2001,26.93629
bra,2002,27.61836
bra,2003,28.14038
bra,2004,29.67825
bra,2005,27.0868
bra,2006,26.0417
bra,2007,25.29261
bra,2008,27.25757
bra,2009,22.10598
bra,2010,22.77218
bra,2011,23.93441
bra,2012,25.11427
bra,2013,25.78596
bra,2014,24.68541
bra,2015,26.95363
bra,2016,24.53368
bra,2017,24.31973
bra,2018,28.8762
bra,2019,28.45594
bra,2020,32.3543
brb,1975,110.79081
brb,1976,111.30182
brb,1977,110.69938
brb,1978,126.43436
brb,1979,141.55603
brb,1980,120.84971
brb,1981,109.44668
brb,1982,110.76036
brb,1983,118.88174
brb,1984,118.25397
brb,1985,108.65256
brb,1986,92.34179
brb,1987,77.34247
brb,1988,79.71201
brb,1989,83.53903
brb,1990,86.50358
brb,1991,81.97589
brb,1992,75.92233
brb,1993,80.08193
brb,1994,83.42038
brb,1995,91.89953
brb,1996,93.41607
brb,1997,95.76318
brb,1998,88.04448
brb,1999,88.19101
brb,2000,90.57853
brb,2001,86.36274
brb,2002,83.47175
brb,2003,90.09191
brb,2004,92.04674
brb,2005,97.61618
brb,2006,102.44541
brb,2007,99.3184
brb,2008,102.31187
brb,2009,89.3846
brb,2010,95.90886
brb,2011,93.47391
brb,2012,89.75979
brb,2013,87.88422
brb,2014,85.348
brb,2015,84.5314
brb,2016,85.26712
brb,2017,82.9143
brb,2018,80.9929
brb,2019,83.69167
brn,1974,107.40769
brn,1975,113.48542
brn,1976,111.91377
brn,1977,110.72206
brn,1978,109.48541
brn,1979,109.19946
brn,1980,105.02577
brn,1981,106.85674
brn,1982,106.5695
brn,1983,107.25144
brn,1989,97.01921
brn,1990,99.07538
brn,1991,106.8491
brn,1992,105.78136
brn,1993,106.52698
brn,1994,99.48743
brn,1995,115.54396
brn,1996,120.57396
brn,1997,115.67967
brn,1998,107.87611
brn,1999,104.21957
brn,2000,103.17163
brn,2001,108.71887
brn,2002,108.74797
brn,2003,105.25847
brn,2004,100.58957
brn,2005,97.45762
brn,2006,96.94115
brn,2007,95.75047
brn,2008,105.91384
brn,2009,108.57264
brn,2010,95.36895
brn,2011,99.53654
brn,2012,105.64102
brn,2013,110.93688
brn,2014,102.42097
brn,2015,89.89379
brn,2016,87.31827
brn,2017,85.17675
brn,2018,93.89632
brn,2019,108.50966
brn,2020,110.291
btn,1980,54.11484
btn,1981,66.78186
btn,1982,64.6805
btn,1983,61.11565
btn,1984,61.24723
btn,1985,69.75367
btn,1986,73.76858
btn,1987,64.28196
btn,1988,80.48222
btn,1989,68.81454
btn,1990,61.21629
btn,1991,75.97299
btn,1992,91.76084
btn,1993,78.75599
btn,1994,72.10078
btn,1995,83.88291
btn,1996,84.62949
btn,1997,85.21144
btn,1998,85.58314
btn,1999,85.86621
btn,2000,80.35346
btn,2001,76.42749
btn,2002,75.4771
btn,2003,78.6308
btn,2004,95.94431
btn,2005,105.52423
btn,2006,116.54978
btn,2007,114.9338
btn,2008,109.40326
btn,2009,109.56956
btn,2010,115.9245
btn,2011,114.40083
btn,2012,104.18684
btn,2013,105.19931
btn,2014,96.32561
btn,2015,97.88095
btn,2016,83.40889
btn,2017,81.20674
btn,2018,84.18701
btn,2019,82.12861
btn,2020,76.2407
bwa,1960,65.91958
bwa,1961,69.74183
bwa,1962,72.76503
bwa,1963,76.3398
bwa,1964,77.38771
bwa,1965,82.31707
bwa,1966,80.2168
bwa,1967,75.38734
bwa,1968,86
bwa,1969,75.33753
bwa,1970,85.56925
bwa,1971,94.71366
bwa,1972,97.91503
bwa,1973,100.7967
bwa,1974,105.69849
bwa,1975,107.38626
bwa,1976,116.70788
bwa,1977,120.21039
bwa,1978,120.58493
bwa,1979,119.37294
bwa,1980,119.50155
bwa,1981,121.23539
bwa,1982,123.83618
bwa,1983,124.64906
bwa,1984,118.77347
bwa,1985,117.52281
bwa,1986,117.45959
bwa,1987,123.57175
bwa,1988,114.45159
bwa,1989,105.36086
bwa,1990,104.84732
bwa,1991,99.55839
bwa,1992,89.75125
bwa,1993,86.20821
bwa,1994,88.18061
bwa,1995,94.59517
bwa,1996,90.95558
bwa,1997,108.60442
bwa,1998,101.84104
bwa,1999,98.92908
bwa,2000,91.92473
bwa,2001,87.52507
bwa,2002,91.83577
bwa,2003,85.83404
bwa,2004,90.99782
bwa,2005,88.50535
bwa,2006,86.33459
bwa,2007,95.10464
bwa,2008,96.71591
bwa,2009,86.68602
bwa,2010,94.8998
bwa,2011,103.54558
bwa,2012,110.6549
bwa,2013,122.55358
