geo,time,en_atm_co2e_kt
est,1991,31360
est,1992,23780
est,1993,18320
est,1994,17880
est,1995,16230
est,1996,17210
est,1997,16830
est,1998,16260
est,1999,15200
est,2000,14820
est,2001,15290
est,2002,14860
est,2003,16830
est,2004,16920
est,2005,17120
est,2006,15890
est,2007,19850
est,2008,18290
est,2009,14960
est,2010,18880
est,2011,18050
est,2012,16780
est,2013,19190
est,2014,17820
est,2015,15370
est,2016,15650
est,2017,16280
est,2018,16000
eth,1990,2310
eth,1991,2330
eth,1992,1520
eth,1993,1940
eth,1994,2260
eth,1995,2570
eth,1996,2870
eth,1997,3060
eth,1998,3230
eth,1999,3180
eth,2000,3560
eth,2001,4400
eth,2002,4570
eth,2003,5020
eth,2004,5330
eth,2005,5050
eth,2006,5400
eth,2007,6070
eth,2008,6880
eth,2009,6930
eth,2010,6470
eth,2011,7540
eth,2012,8460
eth,2013,10280
eth,2014,12330
eth,2015,12880
eth,2016,14950
eth,2017,15460
eth,2018,16280
fin,1990,54560
fin,1991,55130
fin,1992,52280
fin,1993,53460
fin,1994,59930
fin,1995,56090
fin,1996,62570
fin,1997,60620
fin,1998,57270
fin,1999,56510
fin,2000,55100
fin,2001,61090
fin,2002,63440
fin,2003,71710
fin,2004,67680
fin,2005,55460
fin,2006,67020
fin,2007,65100
fin,2008,56660
fin,2009,54180
fin,2010,62530
fin,2011,55120
fin,2012,49410
fin,2013,50190
fin,2014,46160
fin,2015,42820
fin,2016,45710
fin,2017,43010
fin,2018,44360
fji,1990,730
fji,1991,730
fji,1992,760
fji,1993,750
fji,1994,750
fji,1995,760
fji,1996,820
fji,1997,800
fji,1998,780
fji,1999,800
fji,2000,850
fji,2001,1080
fji,2002,920
fji,2003,1080
fji,2004,1460
fji,2005,1280
fji,2006,1370
fji,2007,1260
fji,2008,960
fji,2009,970
fji,2010,1160
fji,2011,1110
fji,2012,1030
fji,2013,1130
fji,2014,1310
fji,2015,1510
fji,2016,1740
fji,2017,1810
fji,2018,1900
fra,1990,356540
fra,1991,380690
fra,1992,368660
fra,1993,349530
fra,1994,344480
fra,1995,352280
fra,1996,367960
fra,1997,359140
fra,1998,381180
fra,1999,375000
fra,2000,373240
fra,2001,376860
fra,2002,371170
fra,2003,376840
fra,2004,377950
fra,2005,380820
fra,2006,371600
fra,2007,362910
fra,2008,358210
fra,2009,343880
fra,2010,347940
fra,2011,333530
fra,2012,336330
fra,2013,336630
fra,2014,304530
fra,2015,310520
fra,2016,312710
fra,2017,316360
fra,2018,309960
fsm,1990,0
fsm,1991,0
fsm,1992,110
fsm,1993,110
fsm,1994,110
fsm,1995,120
fsm,1996,120
fsm,1997,130
fsm,1998,130
fsm,1999,130
fsm,2000,130
fsm,2001,150
fsm,2002,140
fsm,2003,160
fsm,2004,160
fsm,2005,160
fsm,2006,140
fsm,2007,140
fsm,2008,120
fsm,2009,130
fsm,2010,110
fsm,2011,120
fsm,2012,130
fsm,2013,140
fsm,2014,140
fsm,2015,150
fsm,2016,170
fsm,2017,170
fsm,2018,180
gab,1990,4130
gab,1991,4350
gab,1992,4610
gab,1993,4700
gab,1994,4440
gab,1995,4610
gab,1996,4720
gab,1997,4830
gab,1998,4930
gab,1999,4820
gab,2000,4670
gab,2001,4580
gab,2002,4330
gab,2003,4390
gab,2004,4430
gab,2005,4630
gab,2006,4040
gab,2007,4050
gab,2008,4130
gab,2009,4200
gab,2010,4770
gab,2011,5640
gab,2012,5830
gab,2013,5700
gab,2014,5500
gab,2015,5480
gab,2016,5710
gab,2017,4700
gab,2018,4610
gbr,1990,556690
gbr,1991,570340
gbr,1992,552980
gbr,1993,540520
gbr,1994,535390
gbr,1995,524290
gbr,1996,544660
gbr,1997,522330
gbr,1998,525030
gbr,1999,522360
gbr,2000,530120
gbr,2001,544480
gbr,2002,530230
gbr,2003,542080
gbr,2004,542320
gbr,2005,540600
gbr,2006,541640
gbr,2007,529160
gbr,2008,514410
gbr,2009,465120
gbr,2010,481790
gbr,2011,444420
gbr,2012,467080
gbr,2013,453060
gbr,2014,414850
gbr,2015,400370
gbr,2016,378890
gbr,2017,366380
gbr,2018,358800
geo,1990,33490
geo,1991,25510
geo,1992,20070
geo,1993,16090
geo,1994,10440
geo,1995,8180
geo,1996,6360
geo,1997,5520
geo,1998,4990
geo,1999,4520
geo,2000,4770
geo,2001,3520
geo,2002,2960
geo,2003,3160
geo,2004,3370
geo,2005,4240
geo,2006,4700
geo,2007,5630
geo,2008,4840
geo,2009,5620
geo,2010,5320
geo,2011,6520
geo,2012,7190
geo,2013,7840
geo,2014,8470
geo,2015,9200
geo,2016,9650
geo,2017,9630
geo,2018,9460
gha,1990,2790
gha,1991,2560
gha,1992,3080
gha,1993,3190
gha,1994,3460
gha,1995,3710
gha,1996,4090
gha,1997,4290
gha,1998,6100
gha,1999,6580
gha,2000,5740
gha,2001,6210
gha,2002,7420
gha,2003,7130
gha,2004,6620
gha,2005,7020
gha,2006,8430
gha,2007,9050
gha,2008,8560
gha,2009,9950
gha,2010,11150
gha,2011,12210
gha,2012,14220
gha,2013,15010
gha,2014,14370
gha,2015,15130
gha,2016,14110
gha,2017,14780
gha,2018,16110
gin,1990,1000
gin,1991,1020
gin,1992,1050
gin,1993,1080
gin,1994,1120
gin,1995,1160
gin,1996,1230
gin,1997,1290
gin,1998,1360
gin,1999,1430
gin,2000,1490
gin,2001,1570
gin,2002,1630
gin,2003,1700
gin,2004,1770
gin,2005,1840
gin,2006,1900
gin,2007,1980
gin,2008,2010
gin,2009,2120
gin,2010,2500
gin,2011,2620
gin,2012,2490
gin,2013,2180
gin,2014,2240
gin,2015,2540
gin,2016,2830
gin,2017,2970
gin,2018,3120
gmb,1990,190
gmb,1991,200
gmb,1992,200
gmb,1993,210
gmb,1994,210
gmb,1995,220
gmb,1996,220
gmb,1997,230
gmb,1998,250
gmb,1999,260
gmb,2000,240
gmb,2001,310
gmb,2002,300
gmb,2003,300
gmb,2004,320
gmb,2005,340
gmb,2006,360
gmb,2007,400
gmb,2008,430
gmb,2009,480
gmb,2010,440
gmb,2011,450
gmb,2012,460
gmb,2013,440
gmb,2014,520
gmb,2015,530
gmb,2016,530
gmb,2017,540
gmb,2018,570
gnb,1990,170
gnb,1991,170
gnb,1992,180
gnb,1993,190
gnb,1994,180
gnb,1995,180
gnb,1996,180
gnb,1997,200
gnb,1998,170
gnb,1999,190
gnb,2000,150
gnb,2001,150
gnb,2002,150
gnb,2003,200
gnb,2004,210
gnb,2005,210
gnb,2006,220
gnb,2007,230
gnb,2008,220
gnb,2009,230
gnb,2010,240
gnb,2011,250
gnb,2012,250
gnb,2013,260
gnb,2014,280
gnb,2015,280
gnb,2016,300
gnb,2017,300
gnb,2018,310
gnq,1990,60
gnq,1991,70
gnq,1992,70
gnq,1993,990
gnq,1994,990
gnq,1995,1000
gnq,1996,1510
gnq,1997,1630
gnq,1998,1610
gnq,1999,1820
gnq,2000,2350
gnq,2001,2730
gnq,2002,4030
gnq,2003,5160
gnq,2004,7250
gnq,2005,8090
gnq,2006,9160
gnq,2007,7550
gnq,2008,8980
gnq,2009,9660
gnq,2010,9520
gnq,2011,9710
gnq,2012,10010
gnq,2013,9350
gnq,2014,8090
gnq,2015,7140
gnq,2016,5600
gnq,2017,5630
gnq,2018,6670
grc,1990,75620
grc,1991,75820
grc,1992,78180
grc,1993,78090
grc,1994,79730
grc,1995,82840
grc,1996,82760
grc,1997,83760
grc,1998,87130
grc,1999,87400
grc,2000,94460
grc,2001,96610
grc,2002,96600
grc,2003,100220
grc,2004,99850
grc,2005,101950
grc,2006,100700
grc,2007,104310
grc,2008,100410
grc,2009,94740
grc,2010,87580
grc,2011,84550
grc,2012,80090
grc,2013,72480
grc,2014,69550
grc,2015,68010
grc,2016,66850
grc,2017,66800
grc,2018,65290
grd,1990,110
grd,1991,120
grd,1992,160
grd,1993,150
grd,1994,160
grd,1995,170
grd,1996,190
grd,1997,200
grd,1998,230
grd,1999,220
grd,2000,210
grd,2001,230
grd,2002,240
grd,2003,250
grd,2004,230
grd,2005,250
grd,2006,260
grd,2007,280
grd,2008,290
grd,2009,810
grd,2010,290
grd,2011,290
grd,2012,420
grd,2013,320
grd,2014,250
grd,2015,270
grd,2016,280
grd,2017,290
grd,2018,300
gtm,1990,3930
gtm,1991,4030
gtm,1992,4830
gtm,1993,5110
gtm,1994,5430
gtm,1995,6350
gtm,1996,6190
gtm,1997,6550
gtm,1998,8290
gtm,1999,8200
gtm,2000,9420
gtm,2001,9810
gtm,2002,10470
gtm,2003,10540
gtm,2004,10750
gtm,2005,11520
gtm,2006,11510
gtm,2007,12410
gtm,2008,11240
gtm,2009,11850
gtm,2010,11450
gtm,2011,11740
gtm,2012,12150
gtm,2013,13010
gtm,2014,13950
gtm,2015,16340
gtm,2016,17460
gtm,2017,16510
gtm,2018,18210
guy,1990,1180
guy,1991,1150
guy,1992,1080
guy,1993,1090
guy,1994,1410
guy,1995,1530
guy,1996,1580
guy,1997,1720
guy,1998,1750
guy,1999,1740
guy,2000,1660
guy,2001,1640
guy,2002,1620
guy,2003,1620
guy,2004,1670
guy,2005,1480
guy,2006,1330
guy,2007,1600
guy,2008,1600
guy,2009,1620
guy,2010,1760
guy,2011,1830
guy,2012,2000
guy,2013,1980
guy,2014,2060
guy,2015,2050
guy,2016,2310
guy,2017,2320
guy,2018,2440
hnd,1990,2460
hnd,1991,2460
hnd,1992,2740
hnd,1993,2910
hnd,1994,3270
hnd,1995,3880
hnd,1996,3930
hnd,1997,4070
hnd,1998,4710
hnd,1999,4780
hnd,2000,5040
hnd,2001,5850
hnd,2002,6130
hnd,2003,6770
hnd,2004,7610
hnd,2005,7030
hnd,2006,8030
hnd,2007,8610
hnd,2008,8650
hnd,2009,8150
hnd,2010,8210
hnd,2011,8780
hnd,2012,9140
hnd,2013,9340
hnd,2014,9460
hnd,2015,9870
hnd,2016,9400
hnd,2017,9000
hnd,2018,9770
hrv,1990,20330
hrv,1991,14630
hrv,1992,14960
hrv,1993,15490
hrv,1994,14830
hrv,1995,15400
hrv,1996,15340
hrv,1997,17050
hrv,1998,18470
hrv,1999,18510
hrv,2000,18050
hrv,2001,19200
hrv,2002,20280
hrv,2003,21610
hrv,2004,21110
hrv,2005,21470
hrv,2006,21620
hrv,2007,22890
hrv,2008,21740
hrv,2009,20320
hrv,2010,19460
hrv,2011,19040
hrv,2012,17460
hrv,2013,17040
hrv,2014,16340
hrv,2015,16680
hrv,2016,16940
hrv,2017,17480
hrv,2018,16580
hti,1990,1020
hti,1991,1000
hti,1992,900
hti,1993,700
hti,1994,190
hti,1995,900
hti,1996,1060
hti,1997,1270
hti,1998,1310
hti,1999,1380
hti,2000,1470
hti,2001,1600
hti,2002,1830
hti,2003,1810
hti,2004,1670
hti,2005,1710
hti,2006,1720
hti,2007,2040
hti,2008,2030
hti,2009,1990
hti,2010,2460
hti,2011,2800
hti,2012,2500
hti,2013,2730
hti,2014,3060
hti,2015,3320
hti,2016,3400
hti,2017,3370
hti,2018,3330
hun,1990,67420
hun,1991,64550
hun,1992,58000
hun,1993,58380
hun,1994,57780
hun,1995,57430
hun,1996,58460
hun,1997,56990
hun,1998,57350
hun,1999,57910
hun,2000,54630
hun,2001,56300
hun,2002,55630
hun,2003,58230
hun,2004,56390
hun,2005,55960
hun,2006,55460
hun,2007,53860
hun,2008,53030
hun,2009,47840
hun,2010,47880
hun,2011,46910
hun,2012,43430
hun,2013,40760
hun,2014,40630
hun,2015,43380
hun,2016,44480
hun,2017,46550
hun,2018,46390
idn,1990,147990
idn,1991,161840
idn,1992,170910
idn,1993,185480
idn,1994,196930
idn,1995,222840
idn,1996,234480
idn,1997,257670
idn,1998,261140
idn,1999,278990
idn,2000,280170
idn,2001,301830
idn,2002,306060
idn,2003,335370
idn,2004,343160
idn,2005,344400
idn,2006,364100
idn,2007,379980
idn,2008,377180
idn,2009,394490
idn,2010,416940
idn,2011,480460
idn,2012,486750
idn,2013,454320
idn,2014,490050
idn,2015,490840
idn,2016,494980
idn,2017,532920
idn,2018,583110
ind,1990,562480
ind,1991,607340
ind,1992,630260
ind,1993,652470
ind,1994,687950
ind,1995,741100
ind,1996,776720
ind,1997,821480
ind,1998,839830
ind,1999,904090
ind,2000,940170
ind,2001,953880
ind,2002,987530
ind,2003,1015890
ind,2004,1087190
ind,2005,1137740
ind,2006,1214250
ind,2007,1336100
ind,2008,1423880
ind,2009,1568530
ind,2010,1665310
ind,2011,1760800
ind,2012,1908570
ind,2013,1966810
ind,2014,2136870
ind,2015,2150220
ind,2016,2183280
ind,2017,2301440
ind,2018,2434520
irl,1990,31000
irl,1991,31510
irl,1992,31590
irl,1993,31720
irl,1994,32910
irl,1995,33520
irl,1996,34980
irl,1997,36150
irl,1998,38670
irl,1999,40280
irl,2000,42620
irl,2001,44910
irl,2002,44040
irl,2003,44220
irl,2004,44860
irl,2005,46780
irl,2006,47810
irl,2007,47020
irl,2008,46350
irl,2009,41020
irl,2010,40630
irl,2011,36360
irl,2012,37100
irl,2013,35720
irl,2014,35550
irl,2015,36990
irl,2016,38710
irl,2017,37530
irl,2018,37110
irn,1990,179240
irn,1991,217670
irn,1992,233400
irn,1993,231280
irn,1994,261180
irn,1995,272400
irn,1996,280240
irn,1997,291410
irn,1998,292830
irn,1999,326410
irn,2000,340750
irn,2001,351010
irn,2002,368720
irn,2003,390680
irn,2004,419710
irn,2005,451200
irn,2006,490770
irn,2007,523740
irn,2008,534090
irn,2009,551430
irn,2010,550890
irn,2011,561730
irn,2012,571120
irn,2013,592480
irn,2014,610670
irn,2015,602230
irn,2016,605760
irn,2017,620780
irn,2018,629290
irq,1990,64850
irq,1991,46770
irq,1992,67390
irq,1993,88770
irq,1994,99730
irq,1995,96100
irq,1996,98220
irq,1997,115790
irq,1998,81460
irq,1999,64610
irq,2000,74570
irq,2001,84300
irq,2002,79410
irq,2003,72080
irq,2004,75290
irq,2005,88230
irq,2006,83890
irq,2007,77470
irq,2008,86040
irq,2009,107520
irq,2010,120230
irq,2011,131030
irq,2012,151860
irq,2013,162550
irq,2014,168840
irq,2015,162190
irq,2016,172350
irq,2017,174290
irq,2018,188140
isl,1990,1950
isl,1991,1910
isl,1992,1950
isl,1993,1980
isl,1994,2090
isl,1995,2000
isl,1996,2270
isl,1997,2150
isl,1998,2150
isl,1999,2120
isl,2000,2230
isl,2001,2160
isl,2002,2240
isl,2003,2230
isl,2004,2320
isl,2005,2290
isl,2006,2330
isl,2007,2380
isl,2008,2180
isl,2009,2110
isl,2010,1960
isl,2011,1890
isl,2012,1860
isl,2013,2030
isl,2014,2050
isl,2015,2060
isl,2016,2070
isl,2017,2170
isl,2018,2200
isr,1990,33800
isr,1991,34520
isr,1992,36860
isr,1993,40500
isr,1994,43360
isr,1995,46770
isr,1996,48730
isr,1997,50970
isr,1998,51500
isr,1999,52980
isr,2000,57000
isr,2001,57950
isr,2002,61080
isr,2003,62890
isr,2004,63160
isr,2005,60990
isr,2006,64330
isr,2007,66590
isr,2008,66700
isr,2009,65720
isr,2010,70510
isr,2011,69820
isr,2012,76060
isr,2013,67000
isr,2014,64710
isr,2015,66140
isr,2016,65260
isr,2017,66040
isr,2018,61970
ita,1990,405260
ita,1991,404070
ita,1992,402270
ita,1993,396930
ita,1994,392290
ita,1995,416420
ita,1996,412150
ita,1997,415520
ita,1998,426370
ita,1999,433010
ita,2000,436300
ita,2001,436570
ita,2002,443470
ita,2003,462200
ita,2004,472410
ita,2005,473830
ita,2006,466650
ita,2007,459370
ita,2008,444980
ita,2009,397060
ita,2010,405270
ita,2011,396690
ita,2012,376750
ita,2013,346450
ita,2014,327490
ita,2015,337860
ita,2016,333340
ita,2017,329190
ita,2018,324850
jam,1990,7470
jam,1991,7400
jam,1992,8150
jam,1993,8320
jam,1994,8380
jam,1995,8680
jam,1996,9040
jam,1997,9200
jam,1998,9720
jam,1999,9980
jam,2000,10060
jam,2001,10080
jam,2002,10250
jam,2003,10590
jam,2004,10570
jam,2005,10560
jam,2006,12060
jam,2007,12020
jam,2008,9620
jam,2009,7880
jam,2010,7480
jam,2011,7600
jam,2012,7110
jam,2013,7580
jam,2014,7400
jam,2015,7290
jam,2016,7750
jam,2017,7190
jam,2018,8510
jor,1990,9930
jor,1991,9780
jor,1992,11920
jor,1993,12200
jor,1994,12990
jor,1995,13600
jor,1996,13870
jor,1997,14370
jor,1998,14610
jor,1999,14630
jor,2000,16270
jor,2001,16250
jor,2002,16870
jor,2003,17310
jor,2004,18580
jor,2005,19870
jor,2006,20170
jor,2007,21090
jor,2008,20010
jor,2009,20660
jor,2010,20200
jor,2011,20760
jor,2012,24120
jor,2013,23800
jor,2014,25590
jor,2015,25360
jor,2016,24860
jor,2017,26100
jor,2018,24700
jpn,1990,1092560
jpn,1991,1105660
jpn,1992,1117470
jpn,1993,1109660
jpn,1994,1162940
jpn,1995,1172790
jpn,1996,1186230
jpn,1997,1173990
jpn,1998,1131250
jpn,1999,1165890
jpn,2000,1182950
jpn,2001,1170620
jpn,2002,1206970
jpn,2003,1215780
jpn,2004,1211090
jpn,2005,1213820
jpn,2006,1190260
jpn,2007,1226360
jpn,2008,1159620
jpn,2009,1101210
jpn,2010,1156080
jpn,2011,1212170
jpn,2012,1252220
jpn,2013,1260900
jpn,2014,1219820
jpn,2015,1181500
jpn,2016,1171390
jpn,2017,1151930
jpn,2018,1106150
kaz,1990,237570
kaz,1991,247530
kaz,1992,255650
kaz,1993,218350
kaz,1994,196060
kaz,1995,172480
kaz,1996,149900
kaz,1997,126810
kaz,1998,130320
kaz,1999,118250
kaz,2000,114680
kaz,2001,111870
kaz,2002,121460
kaz,2003,136300
kaz,2004,150220
kaz,2005,162480
kaz,2006,180210
kaz,2007,189110
kaz,2008,232010
kaz,2009,204220
kaz,2010,223570
kaz,2011,242190
kaz,2012,241490
kaz,2013,256340
kaz,2014,205230
kaz,2015,206640
kaz,2016,223020
kaz,2017,225560
kaz,2018,220450
ken,1990,6140
ken,1991,5890
ken,1992,5950
ken,1993,5860
ken,1994,5870
ken,1995,6370
ken,1996,6970
ken,1997,6640
ken,1998,7160
ken,1999,7490
ken,2000,8230
ken,2001,7610
ken,2002,7420
ken,2003,6530
ken,2004,7430
ken,2005,8330
ken,2006,9300
ken,2007,9370
ken,2008,9910
ken,2009,11710
ken,2010,12640
ken,2011,13030
ken,2012,12130
ken,2013,14100
ken,2014,15030
ken,2015,17090
ken,2016,18770
ken,2017,18890
ken,2018,18400
kgz,1990,22760
kgz,1991,20420
kgz,1992,13800
kgz,1993,10110
kgz,1994,6550
kgz,1995,4600
kgz,1996,5770
kgz,1997,5690
kgz,1998,6030
kgz,1999,4790
kgz,2000,4670
kgz,2001,3970
kgz,2002,4970
kgz,2003,5590
kgz,2004,5560
kgz,2005,5300
kgz,2006,5320
kgz,2007,6470
kgz,2008,7510
kgz,2009,6760
kgz,2010,6350
kgz,2011,7620
kgz,2012,10060
kgz,2013,9380
kgz,2014,9710
kgz,2015,10270
kgz,2016,9700
kgz,2017,9340
kgz,2018,11000
khm,1990,1260
khm,1991,1300
khm,1992,1350
khm,1993,1380
khm,1994,1470
khm,1995,1510
khm,1996,1610
khm,1997,1700
khm,1998,1940
khm,1999,1910
khm,2000,1960
khm,2001,2150
khm,2002,2210
khm,2003,2380
khm,2004,2380
khm,2005,2640
khm,2006,2950
khm,2007,3600
khm,2008,3940
khm,2009,4730
khm,2010,4920
khm,2011,5190
khm,2012,5420
khm,2013,5580
khm,2014,6630
khm,2015,8580
khm,2016,9900
khm,2017,11370
khm,2018,11160
kir,1990,20
kir,1991,20
kir,1992,20
kir,1993,30
kir,1994,30
kir,1995,30
kir,1996,30
kir,1997,30
kir,1998,30
kir,1999,30
kir,2000,40
kir,2001,30
kir,2002,40
kir,2003,50
kir,2004,50
kir,2005,70
kir,2006,70
kir,2007,60
kir,2008,60
kir,2009,60
kir,2010,50
kir,2011,50
kir,2012,60
kir,2013,60
kir,2014,60
kir,2015,60
kir,2016,80
kir,2017,80
kir,2018,80
kna,1990,110
kna,1991,110
kna,1992,150
kna,1993,140
kna,1994,150
kna,1995,150
kna,1996,150
kna,1997,160
kna,1998,180
kna,1999,180
kna,2000,190
kna,2001,210
kna,2002,230
kna,2003,230
kna,2004,240
kna,2005,220
kna,2006,230
kna,2007,250
kna,2008,250
kna,2009,700
kna,2010,240
kna,2011,260
kna,2012,350
kna,2013,230
kna,2014,230
kna,2015,240
kna,2016,250
kna,2017,240
kna,2018,260
kor,1990,249250
kor,1991,274040
kor,1992,296210
kor,1993,326630
kor,1994,353230
kor,1995,384310
kor,1996,408880
kor,1997,430480
kor,1998,365670
kor,1999,400940
kor,2000,455690
kor,2001,470520
kor,2002,461940
kor,2003,464610
kor,2004,484900
kor,2005,480080
kor,2006,486940
kor,2007,501500
kor,2008,513190
kor,2009,525390
kor,2010,574260
kor,2011,597290
kor,2012,598960
kor,2013,597640
kor,2014,586000
kor,2015,606510
kor,2016,614780
kor,2017,625350
kor,2018,630870
kwt,1990,29250
kwt,1991,35750
kwt,1992,23010
kwt,1993,29260
kwt,1994,33750
kwt,1995,33800
kwt,1996,32940
kwt,1997,34050
kwt,1998,39890
kwt,1999,43730
kwt,2000,47170
kwt,2001,50820
kwt,2002,53390
kwt,2003,55630
kwt,2004,59490
kwt,2005,67250
kwt,2006,69670
kwt,2007,68740
kwt,2008,72910
kwt,2009,75040
kwt,2010,78250
kwt,2011,81160
kwt,2012,83590
kwt,2013,85260
kwt,2014,83580
kwt,2015,88040
kwt,2016,89880
kwt,2017,89720
kwt,2018,89460
lao,1990,510
lao,1991,550
lao,1992,590
lao,1993,610
lao,1994,630
lao,1995,670
lao,1996,750
lao,1997,790
lao,1998,820
lao,1999,850
lao,2000,900
lao,2001,1000
lao,2002,1110
lao,2003,1150
lao,2004,1210
lao,2005,1260
lao,2006,1640
lao,2007,1730
lao,2008,2050
lao,2009,2540
lao,2010,2880
lao,2011,3040
lao,2012,3270
lao,2013,3910
lao,2014,4420
lao,2015,8660
lao,2016,15360
lao,2017,18510
lao,2018,18790
lbn,1990,5620
lbn,1991,7040
lbn,1992,7020
lbn,1993,10330
lbn,1994,11270
lbn,1995,13300
lbn,1996,14120
lbn,1997,16130
lbn,1998,16250
lbn,1999,17030
lbn,2000,15670
lbn,2001,16890
lbn,2002,16840
lbn,2003,17410
lbn,2004,17880
lbn,2005,17280
lbn,2006,16230
lbn,2007,15050
lbn,2008,18660
lbn,2009,21920
lbn,2010,20880
lbn,2011,21180
lbn,2012,23480
lbn,2013,23240
lbn,2014,24940
lbn,2015,27050
lbn,2016,27810
lbn,2017,29280
lbn,2018,27710
lbr,1990,450
lbr,1991,370
lbr,1992,400
lbr,1993,420
lbr,1994,420
lbr,1995,420
lbr,1996,430
lbr,1997,450
lbr,1998,490
lbr,1999,400
lbr,2000,430
lbr,2001,450
lbr,2002,450
lbr,2003,480
lbr,2004,560
lbr,2005,670
lbr,2006,690
lbr,2007,640
lbr,2008,540
lbr,2009,540
lbr,2010,730
lbr,2011,850
lbr,2012,950
lbr,2013,910
lbr,2014,1220
lbr,2015,1260
lbr,2016,1410
lbr,2017,1260
lbr,2018,1320
lby,1990,36090
lby,1991,33320
lby,1992,30300
lby,1993,30840
lby,1994,35910
lby,1995,37490
lby,1996,39400
lby,1997,38940
lby,1998,39900
lby,1999,38060
lby,2000,39870
lby,2001,41430
lby,2002,43600
lby,2003,44280
lby,2004,45490
lby,2005,49130
lby,2006,49370
lby,2007,46290
lby,2008,51470
lby,2009,53810
lby,2010,57230
lby,2011,38050
lby,2012,52300
lby,2013,54990
lby,2014,59700
lby,2015,53840
lby,2016,51180
lby,2017,56810
lby,2018,58940
lca,1990,170
lca,1991,180
lca,1992,270
lca,1993,260
lca,1994,280
lca,1995,310
lca,1996,320
lca,1997,320
lca,1998,360
lca,1999,370
lca,2000,360
lca,2001,420
lca,2002,380
lca,2003,430
lca,2004,420
lca,2005,380
lca,2006,410
lca,2007,320
lca,2008,320
lca,2009,1050
lca,2010,400
lca,2011,380
lca,2012,520
lca,2013,320
lca,2014,360
lca,2015,380
lca,2016,350
lca,2017,370
lca,2018,390
lie,1990,200
lie,1991,210
lie,1992,210
lie,1993,210
lie,1994,200
lie,1995,200
lie,1996,210
lie,1997,220
lie,1998,230
lie,1999,230
lie,2000,220
lie,2001,210
lie,2002,220
lie,2003,230
lie,2004,230
lie,2005,230
lie,2006,230
lie,2007,200
lie,2008,220
lie,2009,210
lie,2010,190
lie,2011,180
lie,2012,190
lie,2013,190
lie,2014,160
lie,2015,160
lie,2016,150
lie,2017,160
lie,2018,140
lka,1990,3840
lka,1991,3980
lka,1992,5250
lka,1993,5090
lka,1994,5770
lka,1995,5820
lka,1996,8360
lka,1997,8340
lka,1998,8610
lka,1999,9500
lka,2000,10930
lka,2001,10850
lka,2002,11380
lka,2003,12410
lka,2004,12870
lka,2005,13980
lka,2006,12410
lka,2007,13590
lka,2008,12810
lka,2009,12290
lka,2010,13070
lka,2011,15420
lka,2012,16830
lka,2013,14480
lka,2014,17600
lka,2015,20360
lka,2016,21930
lka,2017,23310
lka,2018,21630
lso,1990,1390
lso,1991,1450
lso,1992,1500
lso,1993,1540
lso,1994,1580
lso,1995,1610
lso,1996,1640
lso,1997,1670
lso,1998,1710
lso,1999,1720
lso,2000,1750
lso,2001,1770
lso,2002,1800
lso,2003,1820
lso,2004,1870
lso,2005,1900
lso,2006,1920
lso,2007,1960
lso,2008,2010
lso,2009,2100
lso,2010,2160
lso,2011,2210
lso,2012,2280
lso,2013,2290
lso,2014,2310
lso,2015,2230
lso,2016,2270
lso,2017,2440
lso,2018,2570
ltu,1990,32220
ltu,1991,34290
ltu,1992,19980
ltu,1993,15740
ltu,1994,14810
ltu,1995,13740
ltu,1996,14230
ltu,1997,13920
ltu,1998,14710
ltu,1999,12250
ltu,2000,10510
ltu,2001,11150
ltu,2002,11220
ltu,2003,11230
ltu,2004,11910
ltu,2005,12830
ltu,2006,13020
ltu,2007,13210
ltu,2008,13060
ltu,2009,11690
ltu,2010,12600
ltu,2011,11840
ltu,2012,11930
ltu,2013,11330
ltu,2014,10860
ltu,2015,11070
ltu,2016,11200
ltu,2017,11220
ltu,2018,11590
lux,1990,11320
lux,1991,11780
lux,1992,11460
lux,1993,11670
lux,1994,10840
lux,1995,8680
lux,1996,8760
lux,1997,8270
lux,1998,7590
lux,1999,7950
lux,2000,8580
lux,2001,9140
lux,2002,9840
lux,2003,10260
lux,2004,11680
lux,2005,11940
lux,2006,11740
lux,2007,11140
lux,2008,11040
lux,2009,10460
lux,2010,11060
lux,2011,10930
lux,2012,10690
lux,2013,10150
lux,2014,9650
lux,2015,9130
lux,2016,8860
lux,2017,9000
lux,2018,9320
lva,1990,18780
lva,1991,17200
lva,1992,13970
lva,1993,11760
lva,1994,10220
lva,1995,9000
lva,1996,9010
lva,1997,8530
lva,1998,8130
lva,1999,7550
lva,2000,6930
lva,2001,7360
lva,2002,7350
lva,2003,7590
lva,2004,7620
lva,2005,7720
lva,2006,8200
lva,2007,8530
lva,2008,8110
lva,2009,7360
lva,2010,8520
lva,2011,7900
lva,2012,7570
lva,2013,7450
lva,2014,7280
lva,2015,7320
lva,2016,7150
lva,2017,7120
lva,2018,7630
mar,1990,21730
mar,1991,23450
mar,1992,25260
mar,1993,25980
mar,1994,28130
mar,1995,29200
mar,1996,28890
mar,1997,30330
mar,1998,31050
mar,1999,32600
mar,2000,33290
mar,2001,36920
mar,2002,38270
mar,2003,38210
mar,2004,42170
mar,2005,44490
mar,2006,46190
mar,2007,47730
mar,2008,50180
mar,2009,50540
mar,2010,53660
mar,2011,57790
mar,2012,60150
mar,2013,59720
mar,2014,61160
mar,2015,63150
mar,2016,63080
mar,2017,65930
