geo,time,en_atm_co2e_kt
svn,2009,15530
svn,2010,15810
svn,2011,15730
svn,2012,15170
svn,2013,14600
svn,2014,13170
svn,2015,13170
svn,2016,13930
svn,2017,14140
svn,2018,14050
swe,1990,53350
swe,1991,54240
swe,1992,56750
swe,1993,56510
swe,1994,58490
swe,1995,58230
swe,1996,63650
swe,1997,57380
swe,1998,58360
swe,1999,57270
swe,2000,53280
swe,2001,52500
swe,2002,54020
swe,2003,55200
swe,2004,53590
swe,2005,50210
swe,2006,48900
swe,2007,47140
swe,2008,46150
swe,2009,42880
swe,2010,48130
swe,2011,44590
swe,2012,42150
swe,2013,40550
swe,2014,39100
swe,2015,39200
swe,2016,38790
swe,2017,38330
swe,2018,36000
swz,1990,950
swz,1991,940
swz,1992,830
swz,1993,730
swz,1994,1040
swz,1995,1000
swz,1996,780
swz,1997,1110
swz,1998,1140
swz,1999,1220
swz,2000,1130
swz,2001,1080
swz,2002,1070
swz,2003,1000
swz,2004,990
swz,2005,1010
swz,2006,1010
swz,2007,1040
swz,2008,1020
swz,2009,1070
swz,2010,1010
swz,2011,1020
swz,2012,1060
swz,2013,1550
swz,2014,960
swz,2015,1030
swz,2016,1230
swz,2017,1040
swz,2018,1090
syc,1990,150
syc,1991,180
syc,1992,180
syc,1993,190
syc,1994,210
syc,1995,200
syc,1996,240
syc,1997,350
syc,1998,440
syc,1999,520
syc,2000,580
syc,2001,640
syc,2002,540
syc,2003,550
syc,2004,750
syc,2005,700
syc,2006,740
syc,2007,650
syc,2008,700
syc,2009,510
syc,2010,440
syc,2011,400
syc,2012,450
syc,2013,410
syc,2014,460
syc,2015,500
syc,2016,540
syc,2017,590
syc,2018,620
syr,1990,29570
syr,1991,32110
syr,1992,31400
syr,1993,30760
syr,1994,31880
syr,1995,33690
syr,1996,36810
syr,1997,37150
syr,1998,40050
syr,1999,39280
syr,2000,39530
syr,2001,41300
syr,2002,41990
syr,2003,42280
syr,2004,44680
syr,2005,55600
syr,2006,58830
syr,2007,62120
syr,2008,64060
syr,2009,59160
syr,2010,59700
syr,2011,55920
syr,2012,45990
syr,2013,30530
syr,2014,27070
syr,2015,26040
syr,2016,26460
syr,2017,29100
syr,2018,27910
tcd,1990,390
tcd,1991,400
tcd,1992,410
tcd,1993,410
tcd,1994,420
tcd,1995,440
tcd,1996,450
tcd,1997,460
tcd,1998,470
tcd,1999,490
tcd,2000,510
tcd,2001,520
tcd,2002,530
tcd,2003,760
tcd,2004,770
tcd,2005,800
tcd,2006,820
tcd,2007,880
tcd,2008,950
tcd,2009,970
tcd,2010,1030
tcd,2011,820
tcd,2012,890
tcd,2013,920
tcd,2014,940
tcd,2015,970
tcd,2016,1020
tcd,2017,1020
tcd,2018,1070
tgo,1990,970
tgo,1991,920
tgo,1992,750
tgo,1993,630
tgo,1994,910
tgo,1995,980
tgo,1996,1360
tgo,1997,760
tgo,1998,1200
tgo,1999,1710
tgo,2000,1270
tgo,2001,1180
tgo,2002,1340
tgo,2003,1830
tgo,2004,1780
tgo,2005,1750
tgo,2006,1570
tgo,2007,1500
tgo,2008,1570
tgo,2009,2820
tgo,2010,2630
tgo,2011,2510
tgo,2012,2230
tgo,2013,1750
tgo,2014,1590
tgo,2015,1820
tgo,2016,2300
tgo,2017,2070
tgo,2018,2260
tha,1990,88560
tha,1991,97670
tha,1992,107440
tha,1993,122060
tha,1994,136220
tha,1995,154760
tha,1996,173590
tha,1997,176750
tha,1998,155690
tha,1999,162500
tha,2000,163140
tha,2001,171830
tha,2002,182810
tha,2003,190850
tha,2004,208810
tha,2005,216110
tha,2006,218090
tha,2007,224150
tha,2008,228310
tha,2009,221300
tha,2010,235520
tha,2011,234620
tha,2012,252070
tha,2013,262460
tha,2014,258660
tha,2015,263080
tha,2016,260720
tha,2017,260660
tha,2018,257860
tjk,1990,11020
tjk,1991,10170
tjk,1992,7670
tjk,1993,5160
tjk,1994,3030
tjk,1995,2510
tjk,1996,2240
tjk,1997,2510
tjk,1998,2760
tjk,1999,2540
tjk,2000,2200
tjk,2001,2150
tjk,2002,2130
tjk,2003,2170
tjk,2004,2580
tjk,2005,2450
tjk,2006,2670
tjk,2007,3250
tjk,2008,3030
tjk,2009,2390
tjk,2010,2420
tjk,2011,2540
tjk,2012,2990
tjk,2013,3160
tjk,2014,4470
tjk,2015,4760
tjk,2016,5960
tjk,2017,6370
tjk,2018,7330
tkm,1990,44650
tkm,1991,37790
tkm,1992,28100
tkm,1993,26630
tkm,1994,32870
tkm,1995,33430
tkm,1996,29690
tkm,1997,29940
tkm,1998,30590
tkm,1999,35770
tkm,2000,36850
tkm,2001,38090
tkm,2002,39910
tkm,2003,44410
tkm,2004,46820
tkm,2005,48360
tkm,2006,49730
tkm,2007,56200
tkm,2008,56850
tkm,2009,50380
tkm,2010,57360
tkm,2011,63410
tkm,2012,66300
tkm,2013,67780
tkm,2014,69490
tkm,2015,72080
tkm,2016,72020
tkm,2017,71960
tkm,2018,71730
tls,1990,0
tls,1991,0
tls,1992,0
tls,1993,0
tls,1994,0
tls,1995,0
tls,1996,0
tls,1997,0
tls,1998,0
tls,1999,0
tls,2000,0
tls,2001,0
tls,2002,170
tls,2003,170
tls,2004,200
tls,2005,210
tls,2006,200
tls,2007,200
tls,2008,210
tls,2009,230
tls,2010,240
tls,2011,250
tls,2012,300
tls,2013,460
tls,2014,530
tls,2015,610
tls,2016,690
tls,2017,600
tls,2018,640
ton,1990,80
ton,1991,90
ton,1992,80
ton,1993,90
ton,1994,90
ton,1995,100
ton,1996,80
ton,1997,90
ton,1998,100
ton,1999,110
ton,2000,100
ton,2001,100
ton,2002,100
ton,2003,120
ton,2004,130
ton,2005,130
ton,2006,150
ton,2007,130
ton,2008,130
ton,2009,140
ton,2010,120
ton,2011,110
ton,2012,110
ton,2013,120
ton,2014,110
ton,2015,110
ton,2016,150
ton,2017,180
ton,2018,190
tto,1990,14110
tto,1991,13000
tto,1992,11930
tto,1993,12470
tto,1994,13020
tto,1995,13160
tto,1996,13300
tto,1997,13770
tto,1998,14100
tto,1999,14210
tto,2000,14360
tto,2001,15430
tto,2002,16020
tto,2003,15320
tto,2004,15970
tto,2005,19670
tto,2006,22220
tto,2007,22070
tto,2008,21140
tto,2009,20190
tto,2010,22620
tto,2011,23190
tto,2012,22120
tto,2013,22730
tto,2014,21920
tto,2015,21260
tto,2016,18230
tto,2017,18190
tto,2018,17760
tun,1990,13750
tun,1991,14420
tun,1992,15180
tun,1993,16520
tun,1994,16650
tun,1995,17040
tun,1996,17600
tun,1997,18180
tun,1998,18920
tun,1999,19840
tun,2000,20930
tun,2001,21650
tun,2002,21730
tun,2003,21870
tun,2004,22830
tun,2005,23140
tun,2006,24070
tun,2007,24520
tun,2008,24790
tun,2009,25090
tun,2010,27440
tun,2011,25720
tun,2012,26680
tun,2013,26770
tun,2014,28830
tun,2015,29670
tun,2016,28990
tun,2017,29890
tun,2018,29980
tur,1990,139220
tur,1991,143820
tur,1992,149830
tur,1993,155630
tur,1994,153930
tur,1995,168260
tur,1996,185450
tur,1997,193590
tur,1998,193850
tur,1999,192870
tur,2000,216620
tur,2001,197780
tur,2002,208120
tur,2003,219160
tur,2004,224600
tur,2005,235010
tur,2006,261090
tur,2007,288970
tur,2008,287200
tur,2009,287830
tur,2010,297120
tur,2011,317720
tur,2012,328880
tur,2013,318170
tur,2014,340640
tur,2015,351590
tur,2016,374590
tur,2017,415900
tur,2018,412970
tuv,1990,10
tuv,1991,10
tuv,1992,10
tuv,1993,10
tuv,1994,10
tuv,1995,10
tuv,1996,10
tuv,1997,10
tuv,1998,10
tuv,1999,10
tuv,2000,10
tuv,2001,10
tuv,2002,10
tuv,2003,10
tuv,2004,10
tuv,2005,10
tuv,2006,10
tuv,2007,10
tuv,2008,10
tuv,2009,10
tuv,2010,10
tuv,2011,10
tuv,2012,10
tuv,2013,10
tuv,2014,10
tuv,2015,10
tuv,2016,10
tuv,2017,10
tuv,2018,10
tza,1990,1890
tza,1991,1860
tza,1992,1860
tza,1993,1910
tza,1994,1910
tza,1995,2730
tza,1996,3070
tza,1997,2890
tza,1998,2690
tza,1999,2520
tza,2000,2950
tza,2001,3130
tza,2002,3570
tza,2003,3760
tza,2004,5100
tza,2005,5680
tza,2006,6060
tza,2007,5910
tza,2008,6100
tza,2009,5930
tza,2010,6910
tza,2011,8160
tza,2012,9870
tza,2013,10810
tza,2014,10720
tza,2015,11690
tza,2016,10920
tza,2017,11360
tza,2018,11580
uga,1990,790
uga,1991,810
uga,1992,820
uga,1993,820
uga,1994,730
uga,1995,960
uga,1996,1070
uga,1997,1130
uga,1998,1290
uga,1999,1320
uga,2000,1330
uga,2001,1350
uga,2002,1540
uga,2003,1620
uga,2004,1770
uga,2005,2230
uga,2006,2600
uga,2007,2940
uga,2008,3180
uga,2009,3410
uga,2010,3850
uga,2011,4160
uga,2012,3910
uga,2013,4270
uga,2014,4740
uga,2015,4860
uga,2016,5670
uga,2017,5840
uga,2018,6130
ukr,1990,688620
ukr,1991,651930
ukr,1992,574640
ukr,1993,499320
ukr,1994,415670
ukr,1995,399250
ukr,1996,346110
ukr,1997,328250
ukr,1998,309290
ukr,1999,305730
ukr,2000,297380
ukr,2001,300550
ukr,2002,303940
ukr,2003,330230
ukr,2004,307140
ukr,2005,295410
ukr,2006,303990
ukr,2007,312140
ukr,2008,301330
ukr,2009,252290
ukr,2010,269460
ukr,2011,283520
ukr,2012,277290
ukr,2013,268600
ukr,2014,237610
ukr,2015,190870
ukr,2016,201250
ukr,2017,174840
ukr,2018,185370
ury,1990,3850
ury,1991,4370
ury,1992,4770
ury,1993,4490
ury,1994,4270
ury,1995,4690
ury,1996,5450
ury,1997,5560
ury,1998,5780
ury,1999,6780
ury,2000,5460
ury,2001,4950
ury,2002,4530
ury,2003,4490
ury,2004,5460
ury,2005,5410
ury,2006,6330
ury,2007,5850
ury,2008,7750
ury,2009,7670
ury,2010,6280
ury,2011,7610
ury,2012,8520
ury,2013,7360
ury,2014,6500
ury,2015,6590
ury,2016,6530
ury,2017,6080
ury,2018,6520
usa,1990,4844990
usa,1991,4808090
usa,1992,4880200
usa,1993,5000350
usa,1994,5073230
usa,1995,5126900
usa,1996,5283110
usa,1997,5547990
usa,1998,5590700
usa,1999,5610300
usa,2000,5776410
usa,2001,5749250
usa,2002,5594160
usa,2003,5659630
usa,2004,5740030
usa,2005,5756080
usa,2006,5656580
usa,2007,5740270
usa,2008,5563340
usa,2009,5159550
usa,2010,5392870
usa,2011,5172100
usa,2012,4950210
usa,2013,5089500
usa,2014,5102580
usa,2015,4982790
usa,2016,4888640
usa,2017,4813720
usa,2018,4981300
uzb,1990,117770
uzb,1991,118590
uzb,1992,113070
uzb,1993,113740
uzb,1994,107170
uzb,1995,96130
uzb,1996,97100
uzb,1997,98450
uzb,1998,113730
uzb,1999,114940
uzb,2000,121690
uzb,2001,122740
uzb,2002,125390
uzb,2003,118310
uzb,2004,121430
uzb,2005,114810
uzb,2006,121930
uzb,2007,118350
uzb,2008,124200
uzb,2009,114360
uzb,2010,122560
uzb,2011,125040
uzb,2012,111290
uzb,2013,113130
uzb,2014,105410
uzb,2015,101530
uzb,2016,107350
uzb,2017,111380
uzb,2018,112090
vct,1990,80
vct,1991,90
vct,1992,120
vct,1993,120
vct,1994,140
vct,1995,150
vct,1996,150
vct,1997,160
vct,1998,190
vct,1999,190
vct,2000,160
vct,2001,210
vct,2002,230
vct,2003,230
vct,2004,250
vct,2005,250
vct,2006,250
vct,2007,300
vct,2008,220
vct,2009,990
vct,2010,250
vct,2011,230
vct,2012,400
vct,2013,220
vct,2014,290
vct,2015,220
vct,2016,270
vct,2017,270
vct,2018,280
ven,1990,103120
ven,1991,102390
ven,1992,104750
ven,1993,110140
ven,1994,110330
ven,1995,116940
ven,1996,130630
ven,1997,135930
ven,1998,132520
ven,1999,127480
ven,2000,134390
ven,2001,137290
ven,2002,145580
ven,2003,138100
ven,2004,142740
ven,2005,157570
ven,2006,149890
ven,2007,152780
ven,2008,163490
ven,2009,163930
ven,2010,171400
ven,2011,170180
ven,2012,183930
ven,2013,187680
ven,2014,188350
ven,2015,173880
ven,2016,162060
ven,2017,148740
ven,2018,138160
vnm,1990,18410
vnm,1991,18310
vnm,1992,19310
vnm,1993,24250
vnm,1994,26750
vnm,1995,30320
vnm,1996,34170
vnm,1997,40140
vnm,1998,44870
vnm,1999,45170
vnm,2000,50310
vnm,2001,55920
vnm,2002,66280
vnm,2003,70460
vnm,2004,84460
vnm,2005,92040
vnm,2006,95760
vnm,2007,105380
vnm,2008,117620
vnm,2009,131720
vnm,2010,149440
vnm,2011,149020
vnm,2012,147270
vnm,2013,153630
vnm,2014,168560
vnm,2015,209200
vnm,2016,223870
vnm,2017,222130
vnm,2018,257860
vut,1990,70
vut,1991,70
vut,1992,60
vut,1993,60
vut,1994,60
vut,1995,70
vut,1996,90
vut,1997,90
vut,1998,80
vut,1999,90
vut,2000,90
vut,2001,90
vut,2002,80
vut,2003,90
vut,2004,70
vut,2005,70
vut,2006,70
vut,2007,110
vut,2008,100
vut,2009,130
vut,2010,130
vut,2011,130
vut,2012,120
vut,2013,110
vut,2014,160
vut,2015,140
vut,2016,180
vut,2017,170
vut,2018,180
wsm,1990,110
wsm,1991,110
wsm,1992,120
wsm,1993,120
wsm,1994,120
wsm,1995,120
wsm,1996,130
wsm,1997,130
wsm,1998,140
wsm,1999,140
wsm,2000,150
wsm,2001,150
wsm,2002,160
wsm,2003,160
wsm,2004,170
wsm,2005,190
wsm,2006,190
wsm,2007,190
wsm,2008,190
wsm,2009,190
wsm,2010,190
wsm,2011,200
wsm,2012,200
wsm,2013,200
wsm,2014,210
wsm,2015,240
wsm,2016,300
wsm,2017,300
wsm,2018,320
yem,1990,6640
yem,1991,8500
yem,1992,9130
yem,1993,8120
yem,1994,8480
yem,1995,9870
yem,1996,10080
yem,1997,10850
yem,1998,11730
yem,1999,13170
yem,2000,13890
yem,2001,15080
yem,2002,15140
yem,2003,17400
yem,2004,18400
yem,2005,19380
yem,2006,19410
yem,2007,20630
yem,2008,22010
yem,2009,25650
yem,2010,23990
yem,2011,20690
yem,2012,19680
yem,2013,26350
yem,2014,26710
yem,2015,14210
yem,2016,10880
yem,2017,10060
yem,2018,9310
zaf,1990,247660
zaf,1991,242330
zaf,1992,238820
zaf,1993,246430
zaf,1994,252010
zaf,1995,264190
zaf,1996,273980
zaf,1997,288920
zaf,1998,296510
zaf,1999,278470
zaf,2000,284730
zaf,2001,320600
zaf,2002,331420
zaf,2003,353110
zaf,2004,379970
zaf,2005,377640
zaf,2006,379560
zaf,2007,396900
zaf,2008,426560
zaf,2009,404020
zaf,2010,425110
zaf,2011,409120
zaf,2012,426710
zaf,2013,436870
zaf,2014,447980
zaf,2015,424880
zaf,2016,425180
zaf,2017,435140
zaf,2018,433250
zmb,1990,2740
zmb,1991,2880
zmb,1992,2850
zmb,1993,2520
zmb,1994,2140
zmb,1995,2130
zmb,1996,1760
zmb,1997,2280
zmb,1998,2170
zmb,1999,1760
zmb,2000,1810
zmb,2001,1830
zmb,2002,1920
zmb,2003,2090
zmb,2004,2110
zmb,2005,2290
zmb,2006,2180
zmb,2007,1980
zmb,2008,2180
zmb,2009,2470
zmb,2010,2640
zmb,2011,3060
zmb,2012,4020
zmb,2013,4240
zmb,2014,4800
zmb,2015,5070
zmb,2016,5590
zmb,2017,6990
zmb,2018,7740
zwe,1990,16530
zwe,1991,18300
zwe,1992,18470
zwe,1993,17080
zwe,1994,15960
zwe,1995,15480
zwe,1996,14860
zwe,1997,13830
zwe,1998,14070
zwe,1999,15820
zwe,2000,13700
zwe,2001,13900
zwe,2002,12490
zwe,2003,10180
zwe,2004,9770
zwe,2005,10510
zwe,2006,9830
zwe,2007,9760
zwe,2008,7600
zwe,2009,7750
zwe,2010,9810
zwe,2011,11490
zwe,2012,12110
zwe,2013,12360
zwe,2014,12150
zwe,2015,12400
zwe,2016,10990
zwe,2017,10230
zwe,2018,12270
