geo,time,sl_srv_empl_fe_zs
rou,2013,49.58
rou,2014,50.02
rou,2015,54.4
rou,2016,56.36
rou,2017,56.03
rou,2018,56.34
rou,2019,58.07
rus,1991,55.68
rus,1992,55.57
rus,1993,56.26
rus,1994,58.19
rus,1995,60.74
rus,1996,63.1
rus,1997,68.81
rus,1998,69.87
rus,1999,65.45
rus,2000,65.98
rus,2001,67.42
rus,2002,68.05
rus,2003,69.64
rus,2004,70.51
rus,2005,71.37
rus,2006,72.21
rus,2007,72.9
rus,2008,74.63
rus,2009,75.96
rus,2010,76.77
rus,2011,77.26
rus,2012,77.53
rus,2013,77.72
rus,2014,78.3
rus,2015,78.83
rus,2016,78.98
rus,2017,80.17
rus,2018,80.27
rus,2019,80.54
rwa,1991,4.87
rwa,1992,4.98
rwa,1993,5.1
rwa,1994,5.2
rwa,1995,5.1
rwa,1996,5.27
rwa,1997,5.35
rwa,1998,5.41
rwa,1999,5.38
rwa,2000,5.51
rwa,2001,5.76
rwa,2002,6.1
rwa,2003,6.51
rwa,2004,6.98
rwa,2005,7.48
rwa,2006,7.95
rwa,2007,8.34
rwa,2008,8.93
rwa,2009,9.55
rwa,2010,10.17
rwa,2011,10.9
rwa,2012,11.68
rwa,2013,14.81
rwa,2014,18.93
rwa,2015,20.65
rwa,2016,22.08
rwa,2017,23.71
rwa,2018,25.13
rwa,2019,26.28
sau,1991,97.24
sau,1992,97.34
sau,1993,97.43
sau,1994,97.48
sau,1995,97.5
sau,1996,97.45
sau,1997,97.4
sau,1998,97.34
sau,1999,97.27
sau,2000,96.23
sau,2001,98.13
sau,2002,98.17
sau,2003,98.31
sau,2004,98.42
sau,2005,98.51
sau,2006,98.57
sau,2007,98.2
sau,2008,98.67
sau,2009,98.41
sau,2010,98.33
sau,2011,98.2
sau,2012,98.07
sau,2013,97.91
sau,2014,98.06
sau,2015,97.89
sau,2016,97.84
sau,2017,97.63
sau,2018,97.35
sau,2019,97.56
sdn,1991,29.58
sdn,1992,29.58
sdn,1993,29.87
sdn,1994,30.14
sdn,1995,30.29
sdn,1996,30.49
sdn,1997,30.38
sdn,1998,30.71
sdn,1999,31.17
sdn,2000,31.49
sdn,2001,31.89
sdn,2002,32.21
sdn,2003,32.49
sdn,2004,33.18
sdn,2005,33.43
sdn,2006,33.56
sdn,2007,33.65
sdn,2008,33.99
sdn,2009,34.7
sdn,2010,35.69
sdn,2011,35.53
sdn,2012,35.9
sdn,2013,36.7
sdn,2014,37.7
sdn,2015,38.52
sdn,2016,39.39
sdn,2017,40.36
sdn,2018,41.88
sdn,2019,43.48
sen,1991,44.12
sen,1992,44.35
sen,1993,44.61
sen,1994,44.82
sen,1995,45.43
sen,1996,45.9
sen,1997,46.44
sen,1998,47.2
sen,1999,48.03
sen,2000,48.82
sen,2001,49.6
sen,2002,49.93
sen,2003,51.28
sen,2004,52.27
sen,2005,53.56
sen,2006,54.4
sen,2007,55.46
sen,2008,56.79
sen,2009,57.95
sen,2010,59.17
sen,2011,60.01
sen,2012,61.46
sen,2013,62.68
sen,2014,64.2
sen,2015,65.57
sen,2016,66.71
sen,2017,67.88
sen,2018,68.94
sen,2019,69.84
sgp,1991,67.02
sgp,1992,67.86
sgp,1993,69.64
sgp,1994,71.45
sgp,1995,74.89
sgp,1996,73.96
sgp,1997,73.12
sgp,1998,74.51
sgp,1999,74.89
sgp,2000,76.95
sgp,2001,78.84
sgp,2002,79.11
sgp,2003,79.28
sgp,2004,80.18
sgp,2005,82.36
sgp,2006,82.55
sgp,2007,82.13
sgp,2008,82.77
sgp,2009,83.49
sgp,2010,84.6
sgp,2011,85.47
sgp,2012,85.42
sgp,2013,85.36
sgp,2014,87.62
sgp,2015,87.75
sgp,2016,88.1
sgp,2017,88.39
sgp,2018,88.66
sgp,2019,89.01
slb,1991,42.37
slb,1992,42.5
slb,1993,42.6
slb,1994,43.12
slb,1995,43.21
slb,1996,43.67
slb,1997,43.71
slb,1998,44.48
slb,1999,44.69
slb,2000,44.34
slb,2001,46.25
slb,2002,44.7
slb,2003,44.04
slb,2004,44.81
slb,2005,46.7
slb,2006,47.65
slb,2007,47.96
slb,2008,49.37
slb,2009,49.66
slb,2010,49.99
slb,2011,51.72
slb,2012,52.68
slb,2013,53.4
slb,2014,53.99
slb,2015,54.76
slb,2016,55.27
slb,2017,55.85
slb,2018,56.43
slb,2019,56.89
sle,1991,21.51
sle,1992,21.38
sle,1993,21.65
sle,1994,21.87
sle,1995,21.89
sle,1996,22.26
sle,1997,22.34
sle,1998,22.76
sle,1999,22.97
sle,2000,23.63
sle,2001,23.42
sle,2002,24.86
sle,2003,25.63
sle,2004,26.39
sle,2005,27.33
sle,2006,28.43
sle,2007,29.99
sle,2008,31.48
sle,2009,32.92
sle,2010,34.38
sle,2011,36.16
sle,2012,38.3
sle,2013,40.76
sle,2014,42.78
sle,2015,42.75
sle,2016,43.88
sle,2017,45.11
sle,2018,45.99
sle,2019,47.01
slv,1991,66.34
slv,1992,66.48
slv,1993,66.35
slv,1994,66.67
slv,1995,67.19
slv,1996,67.84
slv,1997,68.25
slv,1998,68.67
slv,1999,71.07
slv,2000,71.91
slv,2001,73.78
slv,2002,73.85
slv,2003,74.26
slv,2004,74.96
slv,2005,75.13
slv,2006,76.3
slv,2007,75.83
slv,2008,74.64
slv,2009,76.93
slv,2010,76.23
slv,2011,74.61
slv,2012,76.52
slv,2013,77.93
slv,2014,77.92
slv,2015,76.61
slv,2016,78.85
slv,2017,77.96
slv,2018,78.71
slv,2019,78.9
som,1991,9.92
som,1992,9.78
som,1993,9.88
som,1994,9.64
som,1995,9.72
som,1996,9.91
som,1997,9.88
som,1998,10
som,1999,10.16
som,2000,10.32
som,2001,10.52
som,2002,10.76
som,2003,11
som,2004,11.22
som,2005,11.44
som,2006,11.66
som,2007,12.14
som,2008,12.33
som,2009,12.52
som,2010,12.72
som,2011,12.92
som,2012,13.13
som,2013,13.39
som,2014,13.68
som,2015,14.05
som,2016,14.39
som,2017,14.63
som,2018,14.96
som,2019,15.32
srb,1991,49.14
srb,1992,49.33
srb,1993,49.4
srb,1994,49.79
srb,1995,50.24
srb,1996,50.83
srb,1997,51.48
srb,1998,52.05
srb,1999,53.19
srb,2000,53.89
srb,2001,55.06
srb,2002,55.78
srb,2003,56.56
srb,2004,57.45
srb,2005,59.19
srb,2006,62.15
srb,2007,60.84
srb,2008,58
srb,2009,61.47
srb,2010,62.97
srb,2011,64.04
srb,2012,63.91
srb,2013,63.06
srb,2014,65.19
srb,2015,66.78
srb,2016,67.53
srb,2017,68.14
srb,2018,67.71
srb,2019,67.78
ssd,1991,11.53
ssd,1992,11.64
ssd,1993,11.79
ssd,1994,11.95
ssd,1995,12.06
ssd,1996,12.17
ssd,1997,12.23
ssd,1998,12.35
ssd,1999,12.5
ssd,2000,12.63
ssd,2001,12.79
ssd,2002,12.97
ssd,2003,13.14
ssd,2004,13.36
ssd,2005,13.53
ssd,2006,13.65
ssd,2007,13.77
ssd,2008,13.94
ssd,2009,14.26
ssd,2010,14.58
ssd,2011,14.76
ssd,2012,15.14
ssd,2013,15.53
ssd,2014,15.77
ssd,2015,16.16
ssd,2016,16.73
ssd,2017,17.16
ssd,2018,17.71
ssd,2019,18.16
stp,1991,72.37
stp,1992,72.58
stp,1993,72.85
stp,1994,73.13
stp,1995,73.46
stp,1996,73.81
stp,1997,74.21
stp,1998,74.66
stp,1999,75.17
stp,2000,75.69
stp,2001,77.23
stp,2002,77.72
stp,2003,78.62
stp,2004,78.28
stp,2005,80.64
stp,2006,81.34
stp,2007,81.85
stp,2008,82.39
stp,2009,82.88
stp,2010,83.52
stp,2011,84.08
stp,2012,84.64
stp,2013,85.23
stp,2014,85.84
stp,2015,86.34
stp,2016,86.82
stp,2017,87.29
stp,2018,87.73
stp,2019,88.19
sur,1991,90.51
sur,1992,90.77
sur,1993,91.37
sur,1994,90.87
sur,1995,91.38
sur,1996,93.02
sur,1997,91.86
sur,1998,87.06
sur,1999,87.36
sur,2000,87.7
sur,2001,87.69
sur,2002,87.27
sur,2003,87.04
sur,2004,86.68
sur,2005,86.64
sur,2006,86.56
sur,2007,86.57
sur,2008,86.52
sur,2009,86.84
sur,2010,86.86
sur,2011,86.81
sur,2012,86.94
sur,2013,87.09
sur,2014,87.31
sur,2015,87.43
sur,2016,87.51
sur,2017,87.78
sur,2018,87.9
sur,2019,87.93
svk,1991,60.14
svk,1992,61.68
svk,1993,62.62
svk,1994,63.79
svk,1995,65.02
svk,1996,65.15
svk,1997,66.27
svk,1998,67.46
svk,1999,69.14
svk,2000,70.21
svk,2001,71.48
svk,2002,69.51
svk,2003,70.68
svk,2004,70.86
svk,2005,72.13
svk,2006,72.83
svk,2007,73.45
svk,2008,73.4
svk,2009,75.78
svk,2010,77.13
svk,2011,77.2
svk,2012,77.4
svk,2013,79.09
svk,2014,78.34
svk,2015,77.92
svk,2016,77.43
svk,2017,77.31
svk,2018,78.2
svk,2019,78.4
svn,1991,52.1
svn,1992,53.14
svn,1993,54.09
svn,1994,54.98
svn,1995,55.59
svn,1996,58.12
svn,1997,57.02
svn,1998,57.79
svn,1999,61.3
svn,2000,62
svn,2001,61.38
svn,2002,61.69
svn,2003,65.62
svn,2004,64.88
svn,2005,65.55
svn,2006,67.12
svn,2007,66.81
svn,2008,68.93
svn,2009,69.31
svn,2010,70.96
svn,2011,73.75
svn,2012,73.91
svn,2013,73.51
svn,2014,72.52
svn,2015,74.67
svn,2016,76.7
svn,2017,76.15
svn,2018,74.65
svn,2019,76.01
swe,1991,85.47
swe,1992,85.76
swe,1993,86.08
swe,1994,86.37
swe,1995,86.55
swe,1996,86.09
swe,1997,86.48
swe,1998,85.57
swe,1999,86.81
swe,2000,87.09
swe,2001,87.61
swe,2002,88.44
swe,2003,89
swe,2004,89.28
swe,2005,89.64
swe,2006,89.74
swe,2007,89.94
swe,2008,90.88
swe,2009,91.34
swe,2010,91.41
swe,2011,91.52
swe,2012,91.26
swe,2013,91.27
swe,2014,91.89
swe,2015,92.07
swe,2016,92.04
swe,2017,91.87
swe,2018,92
swe,2019,92.16
swz,1991,45.78
swz,1992,46.09
swz,1993,46.3
swz,1994,46.71
swz,1995,47.06
swz,1996,47.57
swz,1997,48.02
swz,1998,48.74
swz,1999,49.59
swz,2000,50.34
swz,2001,51.24
swz,2002,52.33
swz,2003,53.43
swz,2004,54.35
swz,2005,55.4
swz,2006,56.44
swz,2007,57.36
swz,2008,58.19
swz,2009,58.96
swz,2010,60.03
swz,2011,60.92
swz,2012,61.86
swz,2013,62.86
swz,2014,63.55
swz,2015,64.28
swz,2016,65.13
swz,2017,66.07
swz,2018,66.96
swz,2019,67.73
syr,1991,38.98
syr,1992,36.85
syr,1993,34.93
syr,1994,32.02
syr,1995,29.45
syr,1996,31.52
syr,1997,34.11
syr,1998,36.72
syr,1999,40.05
syr,2000,30.62
syr,2001,34.3
syr,2002,38.39
syr,2003,42.85
syr,2004,48.59
syr,2005,54.4
syr,2006,60.24
syr,2007,65.91
syr,2008,69.14
syr,2009,72.65
syr,2010,75.41
syr,2011,77.97
syr,2012,79.84
syr,2013,81.77
syr,2014,82.91
syr,2015,83.58
syr,2016,84.02
syr,2017,84.42
syr,2018,84.6
syr,2019,84.88
tcd,1991,13.32
tcd,1992,13.7
tcd,1993,13.24
tcd,1994,13.94
tcd,1995,14.07
tcd,1996,14.38
tcd,1997,14.82
tcd,1998,15.3
tcd,1999,15.37
tcd,2000,15.5
tcd,2001,16.22
tcd,2002,16.71
tcd,2003,17.78
tcd,2004,18.86
tcd,2005,19.8
tcd,2006,20.06
tcd,2007,20.37
tcd,2008,20.78
tcd,2009,21.46
tcd,2010,22.8
tcd,2011,22.5
tcd,2012,23.31
tcd,2013,24.2
tcd,2014,24.83
tcd,2015,25.31
tcd,2016,25.29
tcd,2017,25.34
tcd,2018,25.62
tcd,2019,26.07
tgo,1991,32.32
tgo,1992,32.44
tgo,1993,32.5
tgo,1994,33.01
tgo,1995,33.64
tgo,1996,34.41
tgo,1997,35.44
tgo,1998,35.37
tgo,1999,35.95
tgo,2000,36.05
tgo,2001,36.58
tgo,2002,37.46
tgo,2003,38.39
tgo,2004,38.87
tgo,2005,39.27
tgo,2006,39.92
tgo,2007,40.27
tgo,2008,41.44
tgo,2009,42.31
tgo,2010,43.25
tgo,2011,44.11
tgo,2012,45.21
tgo,2013,46.09
tgo,2014,47.09
tgo,2015,49.21
tgo,2016,51.34
tgo,2017,53.4
tgo,2018,54.38
tgo,2019,55.36
tha,1991,25.47
tha,1992,24.59
tha,1993,27.36
tha,1994,27.58
tha,1995,29.43
tha,1996,30.9
tha,1997,31.65
tha,1998,34.1
tha,1999,36.07
tha,2000,35.14
tha,2001,37.92
tha,2002,39.25
tha,2003,40.63
tha,2004,42.1
tha,2005,41.09
tha,2006,41.96
tha,2007,42.16
tha,2008,42.92
tha,2009,44.69
tha,2010,45.74
tha,2011,44.03
tha,2012,42.14
tha,2013,43.18
tha,2014,48.25
tha,2015,49.39
tha,2016,51.07
tha,2017,51.65
tha,2018,50.85
tha,2019,51.97
tjk,1991,16.04
tjk,1992,16.12
tjk,1993,16.23
tjk,1994,16.37
tjk,1995,16.55
tjk,1996,16.87
tjk,1997,16.98
tjk,1998,16.9
tjk,1999,17.15
tjk,2000,17.36
tjk,2001,17.7
tjk,2002,18.08
tjk,2003,18.55
tjk,2004,19.13
tjk,2005,20.37
tjk,2006,21.34
tjk,2007,22.39
tjk,2008,23.64
tjk,2009,24.97
tjk,2010,25.55
tjk,2011,26.35
tjk,2012,26.98
tjk,2013,27.69
tjk,2014,28.52
tjk,2015,29.33
tjk,2016,30.06
tjk,2017,30.96
tjk,2018,31.68
tjk,2019,32.58
tkm,1991,31.38
tkm,1992,30.49
tkm,1993,31.22
tkm,1994,32.06
tkm,1995,31.68
tkm,1996,31.73
tkm,1997,33.13
tkm,1998,34.14
tkm,1999,34.49
tkm,2000,35.18
tkm,2001,35.81
tkm,2002,36.05
tkm,2003,36.64
tkm,2004,37.24
tkm,2005,37.99
tkm,2006,38.32
tkm,2007,39.08
tkm,2008,38.65
tkm,2009,39.3
tkm,2010,40.01
tkm,2011,40.36
tkm,2012,40.87
tkm,2013,41.48
tkm,2014,42.08
tkm,2015,42.81
tkm,2016,43.27
tkm,2017,43.82
tkm,2018,44.43
tkm,2019,44.97
tls,1991,31.23
tls,1992,31.49
tls,1993,31.75
tls,1994,32.13
tls,1995,32.46
tls,1996,32.86
tls,1997,33.02
tls,1998,32.98
tls,1999,32.48
tls,2000,34.07
tls,2001,36.53
tls,2002,35.22
tls,2003,38.9
tls,2004,38.74
tls,2005,40.54
tls,2006,39.18
tls,2007,38.92
tls,2008,39.43
tls,2009,40.52
tls,2010,42.35
tls,2011,44.08
tls,2012,45.07
tls,2013,47.32
tls,2014,48.41
tls,2015,50.38
tls,2016,52.06
tls,2017,52.92
tls,2018,53.17
tls,2019,53.26
ton,1991,33.58
ton,1992,34.84
ton,1993,35.89
ton,1994,36.7
ton,1995,36.69
ton,1996,36.71
ton,1997,36.72
ton,1998,36.65
ton,1999,36.5
ton,2000,36.5
ton,2001,36.64
ton,2002,37.03
ton,2003,37.44
ton,2004,38.71
ton,2005,39.89
ton,2006,40.75
ton,2007,41.88
ton,2008,42.6
ton,2009,43.38
ton,2010,44.48
ton,2011,45.71
ton,2012,47.01
ton,2013,48.4
ton,2014,49.5
ton,2015,50.56
ton,2016,51.59
ton,2017,52.38
ton,2018,53.37
ton,2019,53.48
tto,1991,77.69
tto,1992,80.09
tto,1993,80.3
tto,1994,80.15
tto,1995,82.03
tto,1996,82.4
tto,1997,83.05
tto,1998,83.07
tto,1999,83.92
tto,2000,83.58
tto,2001,83.81
tto,2002,83.54
tto,2003,84.58
tto,2004,82.65
tto,2005,82.09
tto,2006,82.05
tto,2007,82.97
tto,2008,82.55
tto,2009,83.47
tto,2010,83.87
tto,2011,84.45
tto,2012,85.65
tto,2013,85.84
tto,2014,86.16
tto,2015,85.68
tto,2016,85.78
tto,2017,86.06
tto,2018,86.15
tto,2019,86.29
tun,1991,39.02
tun,1992,39.13
tun,1993,39.43
tun,1994,39.67
tun,1995,40.02
tun,1996,40.22
tun,1997,40.57
tun,1998,40.92
tun,1999,41.24
tun,2000,41.73
tun,2001,42.27
tun,2002,42.95
tun,2003,43.52
tun,2004,44.03
tun,2005,44.59
tun,2006,44.34
tun,2007,45.72
tun,2008,47.09
tun,2009,48.85
tun,2010,47.14
tun,2011,51.56
tun,2012,51.07
tun,2013,54.26
tun,2014,55.51
tun,2015,57.11
tun,2016,56.7
tun,2017,57.24
tun,2018,57.83
tun,2019,58.47
tur,1991,30.62
tur,1992,30.77
tur,1993,30.33
tur,1994,31.35
tur,1995,31.75
tur,1996,32.28
tur,1997,32.47
tur,1998,33.33
tur,1999,34.49
tur,2000,34.85
tur,2001,36.15
tur,2002,37.22
tur,2003,37.95
tur,2004,38.28
tur,2005,39.16
tur,2006,40.03
tur,2007,41.24
tur,2008,43.92
tur,2009,46.88
tur,2010,44.85
tur,2011,45.5
tur,2012,47.95
tur,2013,49.05
tur,2014,50.05
tur,2015,52.75
tur,2016,55.43
tur,2017,56.13
tur,2018,57.9
tur,2019,59.1
tza,1991,11.26
tza,1992,11.31
tza,1993,11.37
tza,1994,11.46
tza,1995,11.64
tza,1996,11.85
tza,1997,12.06
tza,1998,12.28
tza,1999,12.64
tza,2000,13.07
tza,2001,13.74
tza,2002,14.96
tza,2003,16.27
tza,2004,17.75
tza,2005,19.23
tza,2006,20.87
tza,2007,21.25
tza,2008,21.81
tza,2009,22.39
tza,2010,22.97
tza,2011,23.64
tza,2012,24.36
tza,2013,25.18
tza,2014,26.02
tza,2015,26.93
tza,2016,27.81
tza,2017,28.76
tza,2018,29.47
tza,2019,30.22
uga,1991,14.6
uga,1992,14.79
uga,1993,14.94
uga,1994,15.27
uga,1995,15.57
uga,1996,15.84
uga,1997,16.14
uga,1998,16.45
uga,1999,16.93
uga,2000,17.22
uga,2001,17.57
uga,2002,18.11
uga,2003,18.77
uga,2004,19.23
uga,2005,19.77
uga,2006,20.4
uga,2007,20.89
uga,2008,21.58
uga,2009,22.35
uga,2010,22.62
uga,2011,23.38
uga,2012,23.96
uga,2013,19.31
uga,2014,19.07
uga,2015,19.24
uga,2016,19.28
uga,2017,19.37
uga,2018,19.6
uga,2019,20.04
ukr,1991,53.17
ukr,1992,53.46
ukr,1993,53.87
ukr,1994,54.12
ukr,1995,54.53
ukr,1996,54.98
ukr,1997,55.72
ukr,1998,56.1
ukr,1999,56.41
ukr,2000,57.41
ukr,2001,58.12
ukr,2002,58.77
ukr,2003,59.6
ukr,2004,60.38
ukr,2005,61.17
ukr,2006,61.97
ukr,2007,62.64
ukr,2008,63.35
ukr,2009,63.85
ukr,2010,64.99
ukr,2011,65.05
ukr,2012,65.77
ukr,2013,66.57
ukr,2014,72.5
ukr,2015,73.01
ukr,2016,72.76
ukr,2017,73.19
ukr,2018,74.06
ukr,2019,74.6
ury,1991,77.74
ury,1992,77.72
ury,1993,77.99
ury,1994,78.12
ury,1995,78.36
ury,1996,78.58
ury,1997,78.7
ury,1998,78.97
ury,1999,79.52
ury,2000,80.05
ury,2001,80.68
ury,2002,81.4
ury,2003,81.73
ury,2004,82.07
ury,2005,82.23
ury,2006,82.65
ury,2007,82.89
ury,2008,83.3
ury,2009,83.45
ury,2010,83.09
ury,2011,84.71
ury,2012,85.57
ury,2013,85.47
ury,2014,85.7
ury,2015,85.8
ury,2016,86.82
ury,2017,86.91
ury,2018,87.6
ury,2019,87.57
usa,1991,84.44
usa,1992,84.57
usa,1993,84.72
usa,1994,84.79
usa,1995,84.99
usa,1996,85.22
usa,1997,85.46
usa,1998,85.76
usa,1999,86.08
usa,2000,86.44
usa,2001,87.28
usa,2002,88.19
usa,2003,88.43
usa,2004,88.77
usa,2005,89
usa,2006,89.21
usa,2007,89.28
usa,2008,89.72
usa,2009,90.66
usa,2010,90.8
usa,2011,90.51
usa,2012,90.49
usa,2013,90.51
usa,2014,90.44
usa,2015,90.41
usa,2016,90.53
usa,2017,90.54
usa,2018,90.47
usa,2019,90.37
uzb,1991,38.63
uzb,1992,39.77
uzb,1993,39.85
uzb,1994,40.06
uzb,1995,40.56
uzb,1996,41.54
uzb,1997,42.12
uzb,1998,43.79
uzb,1999,45.05
uzb,2000,46.46
uzb,2001,47.96
uzb,2002,49.45
uzb,2003,50.91
uzb,2004,52.32
uzb,2005,53.78
uzb,2006,55.24
uzb,2007,56.76
uzb,2008,58.22
uzb,2009,59.68
uzb,2010,61.16
uzb,2011,60.84
uzb,2012,61.6
uzb,2013,60.92
uzb,2014,60.52
uzb,2015,60.42
uzb,2016,60.56
uzb,2017,60.16
uzb,2018,61.17
uzb,2019,61.93
vct,1991,74.97
vct,1992,75.95
vct,1993,76.85
vct,1994,77.96
vct,1995,78.79
vct,1996,79.75
vct,1997,80.56
vct,1998,81.31
vct,1999,82.18
vct,2000,83.06
vct,2001,83.8
vct,2002,84.23
vct,2003,84.49
vct,2004,84.83
vct,2005,85.24
vct,2006,85.41
vct,2007,85.67
vct,2008,86.11
vct,2009,86.56
vct,2010,87.03
vct,2011,87.43
vct,2012,87.75
vct,2013,88
vct,2014,88.3
vct,2015,88.54
vct,2016,88.77
vct,2017,89
vct,2018,89.2
vct,2019,89.44
ven,1991,81.26
ven,1992,81.32
ven,1993,82.07
ven,1994,83.26
ven,1995,83.76
ven,1996,84.89
ven,1997,84.76
ven,1998,85.22
ven,1999,85.25
ven,2000,85.49
ven,2001,86.35
ven,2002,86.67
ven,2003,86.64
ven,2004,86.84
ven,2005,86.7
ven,2006,86.87
ven,2007,86.49
ven,2008,87.01
ven,2009,87.49
ven,2010,87.94
ven,2011,88.15
ven,2012,88.26
ven,2013,88.54
ven,2014,89.02
ven,2015,89.55
ven,2016,90.2
ven,2017,90.82
ven,2018,91.42
ven,2019,92
vir,1991,87.07
vir,1992,87.22
vir,1993,87.38
vir,1994,87.53
vir,1995,87.71
vir,1996,87.92
vir,1997,88.09
vir,1998,88.25
vir,1999,88.47
vir,2000,88.69
vir,2001,88.96
vir,2002,89.24
vir,2003,89.48
vir,2004,89.67
vir,2005,89.84
vir,2006,90.02
vir,2007,90.15
vir,2008,90.29
vir,2009,90.58
vir,2010,90.73
vir,2011,91
vir,2012,91.4
vir,2013,91.61
vir,2014,91.77
vir,2015,91.9
vir,2016,92.03
vir,2017,92.2
vir,2018,92.33
vir,2019,92.46
vnm,1991,20.34
vnm,1992,21.02
vnm,1993,21.61
vnm,1994,22.24
vnm,1995,22.76
vnm,1996,22.95
vnm,1997,23.58
vnm,1998,25.27
vnm,1999,24.71
vnm,2000,23.6
vnm,2001,23.89
vnm,2002,25.17
vnm,2003,25.32
vnm,2004,26.28
vnm,2005,28.26
vnm,2006,30.32
vnm,2007,32.44
vnm,2008,32.6
vnm,2009,33.01
vnm,2010,31.56
vnm,2011,32.49
vnm,2012,33.66
vnm,2013,34.26
vnm,2014,34.38
vnm,2015,35.24
vnm,2016,35.75
vnm,2017,36.72
vnm,2018,37.54
vnm,2019,38.42
vut,1991,25.44
vut,1992,25.49
vut,1993,25.36
vut,1994,25.6
vut,1995,25.49
vut,1996,25.57
vut,1997,25.85
vut,1998,26.29
vut,1999,26.43
vut,2000,26.95
vut,2001,26.93
vut,2002,26.78
vut,2003,27.57
vut,2004,28.07
vut,2005,28.97
vut,2006,29.76
vut,2007,31.35
vut,2008,33.25
vut,2009,35.22
vut,2010,29.44
vut,2011,29.1
vut,2012,29.18
vut,2013,29.28
vut,2014,29.18
vut,2015,29.53
vut,2016,29.89
vut,2017,30.09
vut,2018,30.38
vut,2019,30.67
wsm,1991,50.2
wsm,1992,50.23
wsm,1993,50.34
wsm,1994,50.29
wsm,1995,50.88
wsm,1996,51.1
wsm,1997,51.19
wsm,1998,51.69
wsm,1999,52.18
wsm,2000,52.29
wsm,2001,52.43
wsm,2002,52.91
wsm,2003,53.33
wsm,2004,53.38
wsm,2005,53.57
wsm,2006,53.66
wsm,2007,53.5
wsm,2008,53.61
wsm,2009,53.91
wsm,2010,54.23
wsm,2011,54.19
wsm,2012,54.31
wsm,2013,54.37
wsm,2014,54.74
wsm,2015,54.85
wsm,2016,54.87
wsm,2017,55.25
wsm,2018,55.93
wsm,2019,56.13
yem,1991,13.03
yem,1992,11.59
yem,1993,10.45
yem,1994,9.35
yem,1995,11.62
yem,1996,14.45
yem,1997,17.79
yem,1998,21.52
yem,1999,25.64
yem,2000,29.46
yem,2001,33.97
yem,2002,38.78
yem,2003,43.76
yem,2004,48.86
yem,2005,50.22
yem,2006,51.94
yem,2007,53.6
yem,2008,54.97
yem,2009,56.35
yem,2010,57.54
yem,2011,53.5
yem,2012,47.68
yem,2013,41.38
yem,2014,35.9
yem,2015,39.25
yem,2016,41.18
yem,2017,42.77
yem,2018,43.72
yem,2019,44.64
zaf,1991,73.7
zaf,1992,73.84
zaf,1993,74.12
zaf,1994,74.4
zaf,1995,74.63
zaf,1996,75.02
zaf,1997,75.36
zaf,1998,75.71
zaf,1999,76.2
zaf,2000,76.73
zaf,2001,77.65
zaf,2002,78.79
zaf,2003,79.44
zaf,2004,80.19
zaf,2005,81
zaf,2006,81.82
zaf,2007,82.45
zaf,2008,82.78
zaf,2009,83.29
zaf,2010,83.22
zaf,2011,83.61
zaf,2012,84.16
zaf,2013,84.11
zaf,2014,84.77
zaf,2015,84.04
zaf,2016,84.21
zaf,2017,84.01
zaf,2018,84.51
zaf,2019,84.23
zmb,1991,17.59
zmb,1992,17.84
zmb,1993,18.2
zmb,1994,18.37
zmb,1995,18.62
zmb,1996,18.88
zmb,1997,19.16
zmb,1998,19.34
zmb,1999,19.12
zmb,2000,18.86
zmb,2001,18.57
zmb,2002,18.25
zmb,2003,17.96
zmb,2004,17.67
zmb,2005,17.37
zmb,2006,17.45
zmb,2007,17.59
zmb,2008,17.74
zmb,2009,20.77
zmb,2010,24.31
zmb,2011,28.33
zmb,2012,32.9
zmb,2013,34.66
zmb,2014,36.04
zmb,2015,37.31
zmb,2016,38.45
zmb,2017,39.33
zmb,2018,40.23
zmb,2019,41.04
zwe,1991,22.57
zwe,1992,22.47
zwe,1993,22.9
zwe,1994,23.42
zwe,1995,23.62
zwe,1996,24.4
zwe,1997,24.84
zwe,1998,25.22
zwe,1999,25.75
zwe,2000,25.69
zwe,2001,26.18
zwe,2002,25.96
zwe,2003,25.21
zwe,2004,24.49
zwe,2005,24.33
zwe,2006,24.52
zwe,2007,24.94
zwe,2008,24.02
zwe,2009,24.47
zwe,2010,25.25
zwe,2011,25.3
zwe,2012,25.84
zwe,2013,25.85
zwe,2014,26.14
zwe,2015,26.56
zwe,2016,26.99
zwe,2017,27.74
zwe,2018,28.51
zwe,2019,28.59
