geo,time,ne_gdi_stkb_kn
moz,2012,81646609400
moz,2013,86089015600
moz,2014,68031515400
moz,2015,59163391400
moz,2016,79753253900
moz,2017,46858890100
moz,2018,114682968800
mrt,1961,4296934452.60091
mrt,1962,5339469836.4244
mrt,1963,3268488081.13271
mrt,1964,1901921873.75346
mrt,1965,-497767130.47245
mrt,1966,-491999808.26351
mrt,1967,-795651169.10459
mrt,1968,-1125016932.44101
mrt,1969,-929546129.5063
mrt,1970,-1020988434.89969
mrt,1971,-1078531494.85169
mrt,1972,-1424602976.23276
mrt,1973,-386214988.82771
mrt,1974,-806925620.03478
mrt,1975,-1640736370.9803
mrt,1976,-2189672316.6197
mrt,1977,-1981474211.5938
mrt,1978,-1562530632.90551
mrt,1979,-1348381210.96971
mrt,1980,-1978698953.32323
mrt,1981,-2366973848.03963
mrt,1982,-2600940285.22311
mrt,1983,-2989780937.17734
mrt,1984,-4066102216.21025
mrt,1985,-4826249008.53515
mrt,1986,-5085154411.25374
mrt,1987,-4989682740.58291
mrt,1988,-4837231095.64004
mrt,1989,-3315645371.34799
mrt,1990,-3502240591.88153
mrt,1991,-3404614400
mrt,1992,-3309709600
mrt,1993,-5403403000
mrt,1994,-1280255700
mrt,1995,-6773275200
mrt,1996,-6116988800
mrt,1997,-6777318300
mrt,1998,-5415745000
mrt,1999,-4478561000
mrt,2000,-9960847600
mrt,2001,-11086005100
mrt,2002,-23247657700
mrt,2003,-11966767200
mrt,2004,5964737300
mrt,2005,26353867800
mrt,2006,-4691636900
mrt,2007,-13158161700
mrt,2008,-2053108100
mrt,2009,-10927171800
mrt,2010,-1291188000
mrt,2011,15369269500
mrt,2012,31758155700
mrt,2013,27251961100
mrt,2014,7648200000
mrt,2015,8658933900
mrt,2016,6584282100
mrt,2017,15188658500
mrt,2018,9410495900
mrt,2019,-6384445000
mrt,2020,-11065236900
mys,1960,5129174502.47729
mys,1961,3920278269.19901
mys,1962,5733370161.84972
mys,1963,5672627270.43766
mys,1964,5811997409.16598
mys,1965,6409555823.28654
mys,1966,6000042681.66805
mys,1967,7726870119.32288
mys,1968,8597296444.67383
mys,1969,6126683139.96697
mys,1970,10796831989.678
mys,1971,4327361643.68291
mys,1972,1745396023.53427
mys,1973,8306083019.40546
mys,1974,18145168498.3485
mys,1975,1924826004.12882
mys,1976,7282163533.85632
mys,1977,15279665269.199
mys,1978,16552119388.9348
mys,1979,12983010250.2064
mys,1980,8315310042.93972
mys,1981,8402000479.35591
mys,1982,20938987591.24689
mys,1983,21786122213.46
mys,1984,28198275536.74649
mys,1985,722186078.03468
mys,1986,10155735957.886
mys,1987,12784869689.9257
mys,1988,20234781961.602
mys,1989,15505951919.0751
mys,1990,5294760301.4038
mys,1991,28430716800
mys,1992,1371483000
mys,1993,22124577500
mys,1994,8164781600
mys,1995,26782020300
mys,1996,11513126400
mys,1997,28294237600
mys,1998,15476233600
mys,1999,27336158600
mys,2000,50289894600
mys,2001,5725971000
mys,2002,45629011800
mys,2003,21367830300
mys,2004,41241503200
mys,2005,-2641264100
mys,2006,11130721200
mys,2007,10674873900
mys,2008,6441376600
mys,2009,-46763579700
mys,2010,33516544200
mys,2011,20561218000
mys,2012,18399137100
mys,2013,-13470107300
mys,2014,-38059488000
mys,2015,-5194786000
mys,2016,297253000
mys,2017,1031922000
mys,2018,-8678000000
mys,2019,-13987000000
mys,2020,-4346000000
nam,1980,-83446105.64317
nam,1981,-91552354.11136
nam,1982,-48046569.9758
nam,1983,16679685.51725
nam,1984,7009422.08306
nam,1985,-43790827.61487
nam,1986,-74720767.22755
nam,1987,-819622.02317
nam,1988,41930426.59164
nam,1989,10472.50938
nam,1990,308580373.1504
nam,1991,81804400
nam,1992,21285100
nam,1993,-202555900
nam,1994,89182500
nam,1995,-23231100
nam,1996,-18984800
nam,1997,35976200
nam,1998,147982600
nam,1999,21734300
nam,2000,76370900
nam,2001,156286900
nam,2002,-147331900
nam,2003,28955100
nam,2004,90207800
nam,2005,193469800
nam,2006,95400300
nam,2007,167671300
nam,2008,1362173100
nam,2009,-2030012200
nam,2010,-982222900
nam,2011,-974017800
nam,2012,397428400
nam,2013,-2072547400
nam,2014,28246600
nam,2015,-629769900
nam,2016,-460173900
nam,2017,733061300
nam,2018,-3115633500
nam,2019,-552304000
nam,2020,-780163200
ner,1990,26256731010.73849
ner,1991,41524801300
ner,1992,8173017700
ner,1993,-60180945700
ner,1994,32841905600
ner,1995,19461870000
ner,1996,33936635800
ner,1997,24570610900
ner,1998,67508361600
ner,1999,12600291000
ner,2000,7458000000
ner,2001,13750000000
ner,2002,26395000000
ner,2003,19517000000
ner,2004,-10288000000
ner,2005,27636000000
ner,2006,19502000000
ner,2007,1627000000
ner,2008,19828000000
ner,2009,-1943000000
ner,2010,19111000000
ner,2011,-4014000000
ner,2012,11253000000
ner,2013,3654000000
ner,2014,16104000000
ner,2015,-14324000000
ner,2016,30643274900
ner,2017,13650757600
ner,2018,33022643400
ner,2019,20813735200
ner,2020,11925138600
nga,1981,-977618871.57074
nga,1982,-1700891394.53265
nga,1983,-875135945.75241
nga,1984,-1932011623.24932
nga,1985,-914250924.66328
nga,1986,640871367.94222
nga,1987,-5914934420.99647
nga,1988,-15079254182.5305
nga,1989,106084538.94407
nga,1990,5893585496.89253
nga,1991,1192643900
nga,1992,1719401900
nga,1993,3923560600
nga,1994,4217113500
nga,1995,8940942200
nga,1996,12279203500
nga,1997,15408889200
nga,1998,18196057200
nga,1999,20990234400
nga,2000,24003946400
nga,2001,104352168900
nga,2002,122985443600
nga,2003,157524660400
nga,2004,196506936200
nga,2005,269798282200
nga,2006,406437133700
nga,2007,355332483300
nga,2008,387161357800
nga,2009,395302456800
nga,2010,408002643700
nga,2011,406166477200
nga,2012,487904518700
nga,2013,521867145000
nga,2014,548618407000
nga,2015,517502373200
nga,2016,511280371800
nga,2017,615861973000
nga,2018,639613916200
nga,2019,471874924900
nga,2020,499902054400
nic,1960,1956221547.51394
nic,1961,2117308608.66332
nic,1962,2471693354.37268
nic,1963,2734919635.20851
nic,1964,3321000848.15368
nic,1965,3745275561.76316
nic,1966,4044714311.49403
nic,1967,4177699236.13264
nic,1968,3934023559.74357
nic,1969,4342874231.90231
nic,1970,4397581636.8714
nic,1971,4542668718.01911
nic,1972,-875188774.79429
nic,1973,8419496291.31618
nic,1974,14790868110.3606
nic,1975,388174409.50304
nic,1976,-130719201.19084
nic,1977,8840232421.68888
nic,1978,-870144143.19345
nic,1979,-13272347203.8124
nic,1980,4522487821.8859
nic,1981,5814536554.801
nic,1982,5201138689.94833
nic,1983,6454808871.15356
nic,1984,6239056868.42223
nic,1985,5838388036.99173
nic,1986,6805126038.05507
nic,1987,6187358969.32512
nic,1988,833958535.81844
nic,1989,1564908439.046
nic,1990,701489444.47302
nic,1991,3565592300
nic,1992,2133187300
nic,1993,-100007600
nic,1994,1340557200
nic,1995,3029608800
nic,1996,5038245700
nic,1997,7867558700
nic,1998,7394063000
nic,1999,8436699100
nic,2000,5251517800
nic,2001,4006534700
nic,2002,3512097400
nic,2003,3083766400
nic,2004,4370281100
nic,2005,5222429800
nic,2006,4636000000
nic,2007,7058000000
nic,2008,8212000000
nic,2009,3138000000
nic,2010,4349000000
nic,2011,7658000000
nic,2012,2845000000
nic,2013,2159000000
nic,2014,476000000
nic,2015,5503000000
nic,2016,4586000000
nic,2017,4180000000
nic,2018,1400000000
nic,2019,-960000000
nic,2020,340000000
npl,2001,7223781903.48836
npl,2002,-28067651.66127
npl,2003,1158050516.69104
npl,2004,7848027267.28815
npl,2005,12816001611.3335
npl,2006,10220783375.3198
npl,2007,10596058273.4576
npl,2008,29165928475.352
npl,2009,36251970977.1693
npl,2010,58876057530.1365
npl,2011,59685861257.6969
npl,2012,72373764481.7533
npl,2013,79341927043.67468
npl,2014,101093812350.97701
npl,2015,70771714919.6946
npl,2016,-9775641147.33834
npl,2017,167955047545.63101
npl,2018,191034558585.67096
npl,2019,210549981883.892
npl,2020,-830851649.22076
omn,2011,340600000
omn,2012,1450300000
omn,2013,1556400000
omn,2014,-510600000
omn,2015,1078100000
omn,2016,184000000
omn,2017,1440900000
omn,2018,416500000
omn,2019,608900000
omn,2020,2999700000
pak,1960,-3627385546.83738
pak,1961,4090649482.94474
pak,1962,-4588858775.13207
pak,1963,-9378757596.74749
pak,1964,-10488825575.4469
pak,1965,-11939787684.2519
pak,1966,-36597285340.4397
pak,1967,-5113305847.80665
pak,1968,45023314144.0665
pak,1969,7840402362.77673
pak,1970,19771450440.10649
pak,1971,23591133011.4001
pak,1972,22743284094.0729
pak,1973,22909357822.7974
pak,1974,15287472836.1525
pak,1975,29473619420.2481
pak,1976,-10628683662.9854
pak,1977,4615086310.30439
pak,1978,3146649815.90684
pak,1979,12472970595.457
pak,1980,12604080479.4298
pak,1981,39333119695.8984
pak,1982,63973138256.004
pak,1983,51779867702.1971
pak,1984,52601494030.3662
pak,1985,57426356932.2578
pak,1986,57443841680.9275
pak,1987,57741024233.7646
pak,1988,57461321954.632
pak,1989,62469736739.2324
pak,1990,65730017225.26769
pak,1991,66394312100
pak,1992,75851740600
pak,1993,75764333700
pak,1994,76786994900
pak,1995,75694408100
pak,1996,83543551100
pak,1997,82398520200
pak,1998,144212706600
pak,1999,91191658100
pak,2000,96506000000
pak,2001,99936000000
pak,2002,102443000000
pak,2003,108361000000
pak,2004,116539000000
pak,2005,124136000000
pak,2006,131459000000
pak,2007,137812000000
pak,2008,140156000000
pak,2009,144125000000
pak,2010,146441000000
pak,2011,150465632000
pak,2012,155742512000
pak,2013,162589664000
pak,2014,170190256000
pak,2015,178242208000
pak,2016,188093184000
pak,2017,198540401300
pak,2018,210128000000
pak,2019,212533000000
pak,2020,210545000000
pan,1960,458353400
pan,1961,572941700
pan,1962,966839200
pan,1963,945353900
pan,1964,1031295100
pan,1965,1124398200
pan,1966,1081427600
pan,1967,1124398200
pan,1968,1317766000
pan,1969,1575589800
pan,1970,1453839700
pan,1971,3108880400
pan,1972,1706963600
pan,1973,2648065100
pan,1974,3835800200
pan,1975,1213696500
pan,1976,512738100
pan,1977,1096870100
pan,1978,1518743200
pan,1979,3387965700
pan,1980,3303591100
pan,1981,1745483800
pan,1982,968592100
pan,1983,-1072369900
pan,1984,-207555500
pan,1985,-167197500
pan,1986,214762200
pan,1987,-811484200
pan,1988,-1013274200
pan,1989,-234941300
pan,1990,8096104300
pan,1991,4240473400
pan,1992,5507426500
pan,1993,1873764600
pan,1994,4106427100
pan,1995,5296988300
pan,1996,5853632400
pan,1997,5541832800
pan,1998,5419782800
pan,1999,3941833600
pan,2000,3119903100
pan,2001,2707984400
pan,2002,2595469500
pan,2003,2413348000
pan,2004,2746125000
pan,2005,2052919100
pan,2006,1628604700
pan,2007,1741300000
pan,2008,2591200000
pan,2009,636000000
pan,2010,2422600000
pan,2011,2340600000
pan,2012,2967500000
pan,2013,1926100000
pan,2014,1629300000
pan,2015,1724400000
pan,2016,1186500000
pan,2017,1406600000
pan,2018,1728100000
pan,2019,1210200000
per,1960,1028410090.49888
per,1961,1155041912.3133
per,1962,1287713570.4146
per,1963,1248198709.2826
per,1964,1284130616.6851
per,1965,1461640381.4596
per,1966,1713368473.4899
per,1967,1634748231.6521
per,1968,1280752403.1686
per,1969,1350056965.3095
per,1970,1469522879.6647
per,1971,1689004388.1287
per,1972,1591036196.1511
per,1973,2353181639.4881
per,1974,3140407758.9323
per,1975,3078269104.2506
per,1976,2669095788.3314
per,1977,2343763589.6847
per,1978,2174545803.5414
per,1979,2538266792.1481
per,1980,3471370313.4399
per,1981,4892369159.2451
per,1982,3460130181.839
per,1983,131255138.9659
per,1984,-471202951.8886
per,1985,-323799860.0269
per,1986,1500828381.2714
per,1987,3452503531.3104
per,1988,4040358894.4412
per,1989,1178996280.2017
per,1990,1134664725.5408
per,1991,1674922700
per,1992,1648848800
per,1993,1883328600
per,1994,1631000000
per,1995,1454000000
per,1996,549000000
per,1997,498000000
per,1998,89000000
per,1999,-994000000
per,2000,-75000000
per,2001,381000000
per,2002,1595000000
per,2003,1487000000
per,2004,-1142000000
per,2005,-3144000000
per,2006,2673000000
per,2007,6544000000
per,2008,10673000000
per,2009,-5203000000
per,2010,3932000000
per,2011,6604000000
per,2012,1529000000
per,2013,5454000000
per,2014,6618000000
per,2015,10874000000
per,2016,8722000000
per,2017,7328000000
per,2018,8302000000
per,2019,6568000000
per,2020,-4420000000
phl,2000,-146462896000
phl,2001,143432331100
phl,2002,187538942400
phl,2003,57010773200
phl,2004,88870838700
phl,2005,34304256900
phl,2006,-187146575600
phl,2007,-242543040800
phl,2008,-1388947100
phl,2009,-147551697600
phl,2010,2341528800
phl,2011,39002573300
phl,2012,-116322464500
phl,2013,21021002300
phl,2014,30594739000
phl,2015,24185558700
phl,2016,26552476200
phl,2017,42766420700
phl,2018,-26943785000
phl,2019,-44600240800
phl,2020,-388620313500
png,1965,0
png,1966,64483000
png,1967,60072100
png,1968,63287800
png,1969,79816100
png,1970,127705800
png,1971,144299200
png,1972,107751800
png,1973,60912300
png,1974,86327500
png,1975,132956900
png,1976,115313300
png,1977,131486600
png,1978,89268000
png,1979,168244000
png,1980,93888800
png,1981,18063700
png,1982,-31296300
png,1983,-13022600
png,1984,133587000
png,1985,51040300
png,1986,-49780100
png,1987,52720700
png,1988,214873600
png,1989,-155221400
png,1990,-36127300
png,1991,-38437800
png,1992,115523400
png,1993,-67423600
png,1994,218654200
png,1995,195759600
png,1996,441509300
png,1997,464193800
png,1998,306662000
png,1999,364580800
png,2000,129012200
png,2001,159873700
png,2002,167034000
png,2003,167845300
png,2004,176478500
pri,1960,33600000
pri,1964,61200000
pri,1965,102500000
pri,1966,91200000
pri,1967,25100000
pri,1968,82300000
pri,1969,110100000
pri,1970,32300000
pri,1971,79200000
pri,1972,63000000
pri,1973,164000000
pri,1974,30700000
pri,1975,90300000
pri,1976,170100000
pri,1977,73300000
pri,1978,80900000
pri,1979,3300000
pri,1980,54300000
pri,1981,52900000
pri,1982,-55200000
pri,1983,21100000
pri,1984,141000000
pri,1985,46400000
pri,1986,1600000
pri,1987,69600000
pri,1988,62200000
pri,1989,103200000
pri,1990,109900000
pri,1991,12800000
pri,1992,91400000
pri,1993,101300000
pri,1994,137100000
pri,1995,155200000
pri,1996,67900000
pri,1997,98900000
pri,1998,7700000
pri,1999,108900000
pri,2000,68400000
pri,2001,109300000
pri,2002,45200000
pri,2003,47500000
pri,2004,74425500
pri,2005,77182000
pri,2006,84164000
pri,2007,54122000
pri,2008,73600000
pri,2009,64700000
pri,2010,40000000
pri,2011,23500000
pri,2012,32000000
pri,2013,10900000
pri,2014,11200000
pri,2015,75000000
pri,2016,25000000
pri,2017,-20000000
pri,2018,1600000
pri,2019,1400000
pri,2020,8100000
pry,1962,-322226646308.42102
pry,1963,-303269312779.59399
pry,1964,-308893242599.84802
pry,1965,-318248863615.73999
pry,1966,-316905311014.80603
pry,1967,-320173739042.81598
pry,1968,-215397752350.625
pry,1969,-177089451943.517
pry,1970,-230395959655.55496
pry,1971,-203666033968.35101
pry,1972,-113661707511.034
pry,1973,99763729226.14481
pry,1974,165216766744.612
pry,1975,318805432885.75702
pry,1976,166335776347.85101
pry,1977,260011814262.45401
pry,1978,595779289739.67102
pry,1979,-223876816032.02496
pry,1980,455666310009.02002
pry,1981,1056597333633.43005
pry,1982,900908391725.40674
pry,1983,561518383581.31897
pry,1984,541016445637.07294
pry,1985,-1393936570784.52002
pry,1986,-372841138744.09802
pry,1987,874211355202.95398
pry,1988,-592847325951.328
pry,1989,-1122253018189.63989
pry,1990,-90896336247.26088
pry,1991,693115978900
pry,1992,764237862200
pry,1993,192790072900
pry,1994,1210143913200
pry,1995,1122025774700
pry,1996,1212059177200
pry,1997,2190149338700
pry,1998,1924422221300
pry,1999,3079987458700
pry,2000,683756399200
pry,2001,2163985892800
pry,2002,2908953890700
pry,2003,3009994160100
pry,2004,2831283588700
pry,2005,1165553073800
pry,2006,1642044989400
pry,2007,1000069200100
pry,2008,2036013964000
pry,2009,1759302950900
pry,2010,3886010362300
pry,2011,4468111388200
pry,2012,2327649655100
pry,2013,3014521179900
pry,2014,5191434276200
pry,2015,4030230700100
pry,2016,1139795407800
pry,2017,3105546038300
pry,2018,6557667087000
pry,2019,5896228068500
pry,2020,1521579000000
pse,1994,54290362.95
pse,1995,83819023.78
pse,1996,76271339.17
pse,1997,107918648.31
pse,1998,117584981.23
pse,1999,190678347.93
pse,2000,46742678.35
pse,2001,26085857.32
pse,2002,37208760.95
pse,2003,45418523.15
pse,2004,52833792.24
pse,2005,23569962.45
pse,2006,44624030.04
pse,2007,34428035.04
pse,2008,60116645.81
pse,2009,35619774.72
pse,2010,91763954.94
pse,2011,-309600000
pse,2012,-207600000
pse,2013,140000000
pse,2014,192100000
pse,2015,200800000
pse,2016,207500000
pse,2017,248700000
pse,2018,244400000
pse,2019,265900000
pse,2020,235400000
rou,1995,4073700000
rou,1996,454900000
rou,1997,-1476900000
rou,1998,-1388200000
rou,1999,-5622500000
rou,2000,807300000
rou,2001,3718800000
rou,2002,1524600000
rou,2003,804000000
rou,2004,5017000000
rou,2005,-1240000000
rou,2006,2686400000
rou,2007,-16865800000
rou,2008,-27358600000
rou,2009,-3943500000
rou,2010,-2749900000
rou,2011,-4184500000
rou,2012,-12426000000
rou,2013,-6517000000
rou,2014,-8790200000
rou,2015,-10161200000
rou,2016,-10076700000
rou,2017,-7093300000
rou,2018,-2597600000
rou,2019,-7121300000
rou,2020,-12026100000
rus,1990,12067962767045.09961
rus,1991,16589200694200
rus,1992,11880887135000
rus,1993,7740951588900
rus,1994,4632382991200
rus,1995,3806458217600
rus,1996,4361404919100
rus,1997,4474446475800
rus,1998,131527236400
rus,1999,-682813689700
rus,2000,2568982921800
rus,2001,3504109026500
rus,2002,2949578302700
rus,2003,3406630590500
rus,2004,3782132344700
rus,2005,4016978025500
rus,2006,4690421584300
rus,2007,5869937748900
rus,2008,6468411908600
rus,2009,-1440148989900
rus,2010,1972265659400
rus,2011,4518200000000
rus,2012,4640600000000
rus,2013,2933900000000
rus,2014,1848000000000
rus,2015,1399500000000
rus,2016,1039500000000
rus,2017,1434500000000
rus,2018,979100000000
rus,2019,1350700000000
rus,2020,1797700000000
rwa,1999,0
rwa,2000,0
rwa,2001,0
rwa,2002,0
rwa,2003,0
rwa,2004,0
rwa,2005,0
rwa,2006,-9594000000
rwa,2007,-10288000000
rwa,2008,-11433000000
rwa,2009,-12108000000
rwa,2010,-13024000000
rwa,2011,-14881000000
rwa,2012,-18511000000
rwa,2013,-22295000000
rwa,2014,-27575000000
rwa,2015,-25750000000
rwa,2016,-23030000000
rwa,2017,86280000000
rwa,2018,-12538000000
rwa,2019,-227262000000
rwa,2020,-36312000000
sau,2000,32762982200
sau,2001,18337578800
sau,2002,55688095800
sau,2003,31138003300
sau,2004,28458923500
sau,2005,16502522600
sau,2006,38031815100
sau,2007,45132486500
sau,2008,108482773800
sau,2009,109157504400
sau,2010,128659811200
sau,2011,109480527200
sau,2012,102094850200
sau,2013,76779462700
sau,2014,74959918600
sau,2015,90881071300
sau,2016,94700476100
sau,2017,65956330100
sau,2018,27484784300
sau,2019,119316976100
sau,2020,68985157677.2681
sen,1965,36854981033.5242
sen,1966,40816030396.9404
sen,1967,46671494673.2947
sen,1968,58382423226.0033
sen,1969,69060034553.47301
sen,1970,76982133280.3053
sen,1971,89381939983.1732
sen,1972,117281505064.62601
sen,1973,92998550271.50969
sen,1974,70782229928.87131
sen,1975,79565426343.4028
sen,1976,68543375940.8535
sen,1977,73193303454.42899
sen,1978,36682761495.9844
sen,1979,-10505391789.9298
sen,1980,99898333541.03261
sen,1981,325717637438.32294
sen,1982,-96620804884.28181
sen,1983,-225526780854.87799
sen,1984,-83967999728.44579
sen,1985,57090511241.0498
sen,1986,74449754467.4958
sen,1987,73225714670.27621
sen,1988,-99622432212.55408
sen,1989,-229086952654.34296
sen,1990,-112037055623.87399
sen,1991,-43581052300
sen,1992,-34434990600
sen,1993,-86669529300
sen,1994,-383013919500
sen,1995,-275731378000
sen,1996,-343228764900
sen,1997,-156906819400
sen,1998,-344752359600
sen,1999,90214646800
sen,2000,35052997200
sen,2001,347848862600
sen,2002,75851832200
sen,2003,357460609200
sen,2004,282589826000
sen,2005,470371148100
sen,2006,233109636600
sen,2007,357276385400
sen,2008,123770156300
sen,2009,101435721700
sen,2010,218318195100
sen,2011,144945360600
sen,2012,186265081000
sen,2013,125354182700
sen,2014,213686000000
sen,2015,374763000000
sen,2016,361403627600
sen,2017,783543163800
sen,2018,840062546500
sen,2019,649650663200
sen,2020,972226834700
sgp,1960,145400000
sgp,1961,-21100000
sgp,1962,39800000
sgp,1963,171800000
sgp,1964,-35000000
sgp,1965,32800000
sgp,1966,92100000
sgp,1967,137600000
sgp,1968,119900000
sgp,1969,134200000
sgp,1970,507900000
sgp,1971,424500000
sgp,1972,293700000
sgp,1973,283100000
sgp,1974,742600000
sgp,1975,479200000
sgp,1976,597500000
sgp,1977,357200000
sgp,1978,1118000000
sgp,1979,1917300000
sgp,1980,1820500000
sgp,1981,877400000
sgp,1982,172900000
sgp,1983,177500000
sgp,1984,279800000
sgp,1985,151800000
sgp,1986,596100000
sgp,1987,2269200000
sgp,1988,1469300000
sgp,1989,1258900000
sgp,1990,2513500000
sgp,1991,586200000
sgp,1992,198900000
sgp,1993,2052600000
sgp,1994,-378100000
sgp,1995,687400000
sgp,1996,-3269800000
sgp,1997,-339800000
sgp,1998,-7876400000
sgp,1999,-2523300000
sgp,2000,3469700000
sgp,2001,-3967100000
sgp,2002,-2088000000
sgp,2003,-9495300000
sgp,2004,-2011200000
sgp,2005,-3308000000
sgp,2006,-1459800000
sgp,2007,-3611000000
sgp,2008,5779100000
sgp,2009,-4131500000
sgp,2010,6020200000
sgp,2011,4185600000
sgp,2012,8869800000
sgp,2013,7996600000
sgp,2014,4351900000
sgp,2015,-7914500000
sgp,2016,1692100000
sgp,2017,8536400000
sgp,2018,9957200000
sgp,2019,7223500000
sgp,2020,4670700000
slb,1980,24000000
slb,1981,23000000
slb,1982,23000000
slb,1983,24000000
slb,1984,24000000
slb,1985,23000000
slb,1986,42000000
slb,1987,76000000
slb,1988,62000000
slb,1989,80000000
slb,1990,60000000
slb,1991,37000000
slb,1992,21000000
slb,1993,13000000
slb,1994,-12000000
slb,1995,3000000
slb,1996,13000000
slb,1997,8000000
slb,1998,13000000
slb,1999,9000000
slb,2000,7000000
slb,2001,6000000
slb,2002,4000000
slb,2012,-121000000
slb,2013,-126000000
slb,2014,-119000000
slb,2015,-116000000
slb,2016,-122000000
slb,2017,-132000000
slb,2018,-132000000
slb,2019,-132000000
slb,2020,-132000000
sle,2001,0
sle,2002,0
sle,2003,0
sle,2004,0
sle,2005,0
sle,2006,0
sle,2007,0
sle,2008,0
sle,2009,23834993700
sle,2010,25704834000
sle,2011,36169276600
sle,2012,190295006800
sle,2013,38239160800
sle,2014,41144120000
sle,2015,41134085300
sle,2016,42409775200
sle,2017,42773000000
sle,2018,42822000000
sle,2019,43740000000
sle,2020,44036000000
slv,1990,23599472.00961
slv,1991,49979400
slv,1992,254163800
slv,1993,220909600
slv,1994,241421600
slv,1995,320075900
slv,1996,-202436100
slv,1997,-296979200
slv,1998,374430700
slv,1999,191228500
slv,2000,43640900
slv,2001,143994800
slv,2002,-58580000
slv,2003,160145100
slv,2004,236359100
slv,2005,420959200
slv,2006,632412800
slv,2007,428451900
slv,2008,251987200
slv,2009,-295401000
slv,2010,314000000
slv,2011,347000000
slv,2012,357000000
slv,2013,336000000
slv,2014,215190000
slv,2015,234578600
slv,2016,243057100
slv,2017,251901400
slv,2018,270063400
slv,2019,288214700
slv,2020,265313100
smr,2015,-38855116.12082
smr,2016,-24579174.69963
smr,2017,-9145979.52874
smr,2018,1961338.3798
smr,2019,3957428.42798
som,1970,1698697984
som,1971,1670689024
som,1972,3393999872
som,1973,1891299968
som,1974,2148602880
som,1975,2477199872
som,1976,4468191232
som,1977,2456000000
som,1978,2990000128
som,1979,-734000000
som,1980,-362000000
som,1981,2673999872
som,1982,2174000128
som,1983,-1930000000
som,1984,1099000064
som,1985,2446099968
srb,1995,-87169800000
srb,1996,7339700000
srb,1997,4261800000
srb,1998,-175171300000
srb,1999,-134477900000
srb,2000,-113578600000
srb,2001,114392500000
srb,2002,70935100000
srb,2003,37508600000
srb,2004,164229600000
srb,2005,67322600000
srb,2006,31173700000
srb,2007,194567700000
srb,2008,251202100000
srb,2009,110525100000
srb,2010,14289600000
srb,2011,65233300000
srb,2012,-62900700000
srb,2013,88569400000
srb,2014,72147500000
srb,2015,73805900000
srb,2016,46097700000
srb,2017,85629000000
srb,2018,130193700000
srb,2019,154704300000
srb,2020,170714900000
swz,1998,0
swz,1999,0
swz,2000,0
swz,2001,0
swz,2002,0
swz,2003,0
swz,2004,0
swz,2005,0
swz,2006,0
swz,2007,0
swz,2008,0
swz,2009,0
swz,2010,0
swz,2013,0
syc,1966,0
syc,1967,0
syc,1968,0
syc,1969,0
syc,1970,0
syc,1971,0
syc,1972,0
syc,1973,0
syc,1974,0
syc,1975,0
syc,1976,0
syc,1977,0
syc,1978,0
syc,1979,0
syc,1980,0
syc,1981,0
syc,1982,0
syc,1983,0
syc,1984,0
syc,1985,0
syc,1986,10440600
syc,1987,27361600
syc,1988,56163300
syc,1989,97745700
syc,1990,48453400
syc,1991,30934600
syc,1992,8550500
syc,1993,66285000
syc,1994,32554400
syc,1995,380600
syc,1996,-37806700
syc,1997,212977400
syc,1998,39246800
syc,1999,160545300
syc,2000,0
syc,2001,0
syc,2002,0
syc,2003,0
syc,2004,0
syc,2005,0
syc,2006,0
syc,2007,0
syc,2008,0
syc,2009,0
syc,2010,0
syc,2011,0
syc,2012,1000000
syc,2013,1000000
syc,2014,283000000
syc,2015,275000000
syc,2016,275000000
syc,2017,287000000
syc,2019,-300000000
syr,2004,1713000000
syr,2005,53390000000
syr,2006,-79424000000
syr,2007,14705000000
syr,2008,120316000000
syr,2009,53881000000
syr,2010,-7727000000
tcd,1991,29734246600
tcd,1992,33298757700
tcd,1993,36171582600
tcd,1994,37205549400
tcd,1995,-8980241600
tcd,1996,41654177100
tcd,1997,26263186500
tcd,1998,24834763500
tcd,1999,-29017168000
tcd,2000,20447247100
tcd,2001,35936149100
tcd,2002,4599572300
tcd,2003,42895451700
tcd,2005,3943000000
tcd,2007,33984600000
tcd,2008,21520600000
tcd,2009,31871700000
tcd,2010,38082900000
tcd,2011,8529100000
tcd,2012,53062500000
tcd,2013,61973700000
tcd,2014,62180500000
tcd,2015,62179900000
tcd,2016,67750391800
tcd,2017,67750000000
tcd,2018,68806600000
tcd,2019,70092000000
tcd,2020,71424883700
tgo,1980,-1534417300
tgo,1981,-19333542300
tgo,1982,-9513357500
tgo,1983,-13502765800
tgo,1984,6137629100
tgo,1985,-1227526400
tgo,1986,-6104907700
tgo,1987,9728190700
tgo,1988,19809208200
tgo,1989,14490187300
tgo,1990,-15535196000
tgo,1991,5440090400
tgo,1992,63642800
tgo,1993,21914675700
tgo,1994,-20419247600
tgo,1995,-18505107700
tgo,1996,-3728990400
tgo,1997,-2554634900
tgo,1998,469303000
tgo,1999,5553864600
tgo,2000,118113000000
tgo,2001,115831000000
tgo,2002,136377000000
tgo,2003,156618000000
tgo,2004,187763000000
tgo,2005,73384000000
tgo,2006,18818000000
tgo,2007,18959000000
tgo,2008,20357000000
tgo,2009,13546000000
tgo,2010,5968000000
tgo,2011,-30959000000
tgo,2012,-37462000000
tgo,2013,44277000000
tgo,2014,-28138000000
tgo,2015,23057000000
tgo,2016,-39531000000
tgo,2017,61849000000
tha,1960,9596784000
tha,1961,8931154900
tha,1962,18812175200
tha,1963,30111898300
