geo,time,nv_agr_totl_kd
ben,1973,579140579.59994
ben,1974,495820457.65351
ben,1975,469007346.99893
ben,1976,521724817.1153
ben,1977,519451958.91417
ben,1978,573989806.83259
ben,1979,601253649.04057
ben,1980,619888869.69613
ben,1981,575352497.13168
ben,1982,586259058.31587
ben,1983,586259058.31587
ben,1984,698121156.80181
ben,1985,763204556.38629
ben,1986,802356313.23391
ben,1987,741340615.86441
ben,1988,846592698.01055
ben,1989,912970101.37871
ben,1990,936032673.16225
ben,1991,1011778568.48909
ben,1992,1018546718.37516
ben,1993,1121694241.50435
ben,1994,1158516518.87133
ben,1995,1225326493.03118
ben,1996,1293988542.85191
ben,1997,1372701953.29355
ben,1998,1444726891.06119
ben,1999,1531161685.39966
ben,2000,1601136406.80656
ben,2001,1741088622.73869
ben,2002,1793971492.1068
ben,2003,1825796341.14142
ben,2004,1955758405.99907
ben,2005,1983660160.98802
ben,2006,2123859421.42214
ben,2007,2251961690.71079
ben,2008,2299153103.53296
ben,2009,2478081302.17991
ben,2010,2457417130.95326
ben,2011,2480809159.56163
ben,2012,2615875346.85122
ben,2013,2775692877.86422
ben,2014,3004889685.87733
ben,2015,3005573130.57235
ben,2016,3275058663.41955
ben,2017,3522787788.53666
ben,2018,3780975333.37043
ben,2019,3976057765.09497
ben,2020,4045771165.21882
bfa,1970,667454522.81975
bfa,1971,675172732.89935
bfa,1972,673185827.3134
bfa,1973,635455458.26403
bfa,1974,730774808.97605
bfa,1975,724813992.1807
bfa,1976,752620376.88904
bfa,1977,708932788.73514
bfa,1978,748642918.00756
bfa,1979,700425552.84099
bfa,1980,717741393.76007
bfa,1981,775689059.64798
bfa,1982,797323054.60966
bfa,1983,799636314.30714
bfa,1984,791139821.77173
bfa,1985,848115571.90789
bfa,1986,954577074.52453
bfa,1987,857630252.12324
bfa,1988,1011450586.0096
bfa,1989,997632792.45388
bfa,1990,932501445.01846
bfa,1991,1124753376.49779
bfa,1992,1153537773.18683
bfa,1993,1266758112.87226
bfa,1994,1273420508.08534
bfa,1995,1354453796.33049
bfa,1996,1524236135.04266
bfa,1997,1464787571.35557
bfa,1998,1707244723.16769
bfa,1999,1731228505.79581
bfa,2000,1641491122.21561
bfa,2001,1774930531.6522
bfa,2002,1759204942.15524
bfa,2003,1922161934.21071
bfa,2004,1822732866.41655
bfa,2005,2045306182.87832
bfa,2006,2078977819.45114
bfa,2007,1972074156.1779
bfa,2008,2290227499.72641
bfa,2009,2053688413.47355
bfa,2010,2352844599.48949
bfa,2011,2299695637.95845
bfa,2012,2495586056.0608
bfa,2013,2650510779.13377
bfa,2014,2767222733.41343
bfa,2015,2677981508.14674
bfa,2016,2791140635.41029
bfa,2017,2785384037.05475
bfa,2018,3023793036.91047
bfa,2019,3053567098.5537
bfa,2020,3208734990.52877
bgd,1960,7200587760.61997
bgd,1961,7575604211.94407
bgd,1962,7973033832.71648
bgd,1963,7704766045.80807
bgd,1964,8439671599.37332
bgd,1965,8349667043.54483
bgd,1966,8565964700.72808
bgd,1967,8335237559.86442
bgd,1968,9191322482.01205
bgd,1969,9280699557.60856
bgd,1970,9783970484.11191
bgd,1971,9342899484.55376
bgd,1972,8342592023.47497
bgd,1973,8365356601.89103
bgd,1974,8903935695.5455
bgd,1975,8497602395.09959
bgd,1976,9210369721.07554
bgd,1977,8873432100.15134
bgd,1978,9568596306.96205
bgd,1979,9504983603.39034
bgd,1980,9360678457.3733
bgd,1981,9669944478.1066
bgd,1982,9768939295.91866
bgd,1983,10148925972.4768
bgd,1984,10646740813.4359
bgd,1985,10667015489.3764
bgd,1986,11021697106.4854
bgd,1987,11032171400.5605
bgd,1988,10984066236.8337
bgd,1989,10964621444.9953
bgd,1990,11974646604.0308
bgd,1991,12229605179.8911
bgd,1992,12513741847.825
bgd,1993,12812704744.0074
bgd,1994,12907135452.5351
bgd,1995,12859056501.7615
bgd,1996,13240659455.3054
bgd,1997,13838948205.7171
bgd,1998,14383567438.1566
bgd,1999,14941871600.7197
bgd,2000,16046115671.1751
bgd,2001,16488655799.2151
bgd,2002,16469050599.8201
bgd,2003,17125153056.694
bgd,2004,17976874872.4561
bgd,2005,18764703320.6196
bgd,2006,19806654338.2941
bgd,2007,21132213942.7146
bgd,2008,22081867716.5285
bgd,2009,22847244786.7366
bgd,2010,24252795205.4385
bgd,2011,25333589250.9786
bgd,2012,26097212389.0434
bgd,2013,26740479324.1504
bgd,2014,27909538331.8125
bgd,2015,28838474121.034
bgd,2016,29641991282.7668
bgd,2017,30523792620.48109
bgd,2018,31801318418.4582
bgd,2019,33048081586.4903
bgd,2020,34566562343.8149
bgr,1980,4268500123.766
bgr,1981,4459313059.82123
bgr,1982,4717623499.52346
bgr,1983,3946926888.32782
bgr,1984,4407954131.43443
bgr,1985,3499141053.3057
bgr,1986,4270550876.52955
bgr,1987,3645549782.40715
bgr,1988,3924279172.91805
bgr,1989,3729052842.82694
bgr,1990,3591114694.22561
bgr,1991,3867525873.90896
bgr,1992,3296781482.63382
bgr,1993,2300497904.70213
bgr,1994,2518372145.81666
bgr,1995,2868907277.26139
bgr,1996,2762442189.9796
bgr,1997,4083470868.28384
bgr,1998,3299698481.07005
bgr,1999,3148897075.49308
bgr,2000,2803280435.27545
bgr,2001,2820809340.28565
bgr,2002,2967813987.75788
bgr,2003,2919993765.58603
bgr,2004,3027598617.09363
bgr,2005,2771445250.51009
bgr,2006,2747859328.95035
bgr,2007,2004036499.65994
bgr,2008,2641212876.89866
bgr,2009,2406850487.41782
bgr,2010,2145395601.90433
bgr,2011,2267870097.48356
bgr,2012,2017478462.93357
bgr,2013,2090715257.31127
bgr,2014,2237765812.74087
bgr,2015,2062099297.21152
bgr,2016,2216093856.26842
bgr,2017,2403526978.00952
bgr,2018,2355823509.4083
bgr,2019,2452390047.60825
bgr,2020,2371416912.26479
bhr,2006,86172947.21217
bhr,2007,84340119.53436
bhr,2008,86593596.1874
bhr,2009,94555880.36147
bhr,2010,86473410.76591
bhr,2011,87855543.1131
bhr,2012,89688370.79091
bhr,2013,91010410.42735
bhr,2014,101346356.67595
bhr,2015,98191489.3617
bhr,2016,105012012.03156
bhr,2017,104110621.37035
bhr,2018,108016647.56895
bhr,2019,106965025.13086
bhr,2020,107115256.90773
bhs,1989,127010707.40458
bhs,1990,124755975.17391
bhs,1991,154935760.15801
bhs,1992,133825895.03386
bhs,1993,147716340.29345
bhs,1994,149254132.05418
bhs,1995,145640936.79458
bhs,1996,158251940.18059
bhs,1997,144641083.52145
bhs,1998,130699774.26637
bhs,1999,122748871.33183
bhs,2000,133858352.14447
bhs,2001,138759593.67946
bhs,2002,155314898.41987
bhs,2003,170345372.4605
bhs,2004,158473476.29797
bhs,2005,143660835.21445
bhs,2006,129937358.91648
bhs,2007,121659706.54628
bhs,2008,125907449.20993
bhs,2009,130046275.39503
bhs,2010,131680022.57336
bhs,2011,121441873.58917
bhs,2012,125253950.3386
bhs,2013,101945823.92776
bhs,2014,95846501.12867
bhs,2015,96500000
bhs,2016,101510158.01354
bhs,2017,96173250.56433
bhs,2018,84301354.40181
bhs,2019,63171557.56208
bhs,2020,38120767.49436
bih,2000,800535670.9626
bih,2001,821954933.24746
bih,2002,897232135.62744
bih,2003,832258588.62029
bih,2004,930832708.29928
bih,2005,976174867.68134
bih,2006,1032003133.11738
bih,2007,1054083054.19091
bih,2008,1098836792.06907
bih,2009,1078445867.72471
bih,2010,1035684532.73959
bih,2011,1033842240.62237
bih,2012,916568675.25786
bih,2013,1060976729.20412
bih,2014,926679555.38929
bih,2015,1011819110.524
bih,2016,1088707421.46508
bih,2017,1000526630.94396
bih,2018,1091025063.39393
bih,2019,1069012322.99904
bih,2020,1141178940.20197
blr,1990,2860813636.71334
blr,1991,2756447127.39509
blr,1992,2531231343.18519
blr,1993,2571331829.51294
blr,1994,2162455905.63419
blr,1995,2109723067.19499
blr,1996,2141543889.83203
blr,1997,2024702060.54435
blr,1998,1994518985.80047
blr,1999,1851530759.09283
blr,2000,2017258566.16909
blr,2001,2045922613.37322
blr,2002,2105076542.81106
blr,2003,2264463558.81556
blr,2004,2564432398.02683
blr,2005,2627455054.40307
blr,2006,2783588564.44736
blr,2007,2917347673.48279
blr,2008,3168430534.90548
blr,2009,3177409487.4209
blr,2010,3253040714.7764
blr,2011,3470164860.66282
blr,2012,3692092486.40562
blr,2013,3537457928.91935
blr,2014,3634992382.02049
blr,2015,3547218385.03077
blr,2016,3686878488.6154
blr,2017,3849084340.89901
blr,2018,3716465923.2094
blr,2019,3824243434.98247
blr,2020,4026549711.82465
blz,1970,38259526.12925
blz,1971,40672290.83373
blz,1972,42051060.97254
blz,1973,44205277.21254
blz,1974,47996812.05582
blz,1975,49633997.79761
blz,1976,44808468.38866
blz,1977,59715926.43582
blz,1978,62990364.35015
blz,1979,61956369.78448
blz,1980,62660340.52568
blz,1981,64151418.67612
blz,1982,67113976.90015
blz,1983,64462885.52762
blz,1984,65425598.96543
blz,1985,65919690.20489
blz,1986,62683558.12727
blz,1987,73676337.67453
blz,1988,73730665.65748
blz,1989,78332798.86592
blz,1990,87121458.65678
blz,1991,91076553.13433
blz,1992,102795335.3606
blz,1993,107987496.05821
blz,1994,111991875.01254
blz,1995,111922122.72896
blz,1996,120086129.29164
blz,1997,128058549.58209
blz,1998,130981901.00239
blz,1999,145207447.43911
blz,2000,161948460.51403
blz,2001,161310658.9191
blz,2002,162185418.98597
blz,2003,225165087.98597
blz,2004,246476403.54269
blz,2005,254118663.02418
blz,2006,237706349.28179
blz,2007,188606853.26866
blz,2008,207257750.29881
blz,2009,210388564.9397
blz,2010,226993860
blz,2011,217095678.80597
blz,2012,230780412.53731
blz,2013,244730869.25373
blz,2014,250709636.41791
blz,2015,222543000
blz,2016,173317817.01493
blz,2017,188596888.65672
blz,2018,183481721.19403
blz,2019,175842185.37313
blz,2020,170594156.41791
bmu,2010,21884832.99701
bmu,2011,22882044.39496
bmu,2012,20558383.55021
bmu,2013,22398739.82326
bmu,2014,14846314.45272
bmu,2015,15165000
bmu,2016,21988247.51235
bmu,2017,20903450.3514
bmu,2018,18018396.42335
bmu,2019,18247385.70733
bol,1960,786265052.12195
bol,1961,824707900.61131
bol,1962,816729196.20786
bol,1963,862676666.79098
bol,1964,880229633.08116
bol,1965,929274685.95079
bol,1966,963348091.10232
bol,1967,934953586.80938
bol,1968,991742595.39526
bol,1969,898815126.80018
bol,1970,938051169.09588
bol,1971,972724513.73205
bol,1972,1038578923.68852
bol,1973,1122268903.00821
bol,1974,1169913570.81763
bol,1975,1284659891.19633
bol,1976,1348892885.75614
bol,1977,1371904511.96252
bol,1978,1340162187.46646
bol,1979,1388305752.321
bol,1980,1407076753.64382
bol,1981,1359441816.33005
bol,1982,1435672960.92373
bol,1983,1231745789.71396
bol,1984,1401077755.05339
bol,1985,1495360054.90183
bol,1986,1448105571.24365
bol,1987,1478161410.03525
bol,1988,1538992539.52252
bol,1989,1515494678.68176
bol,1990,1585386489.16533
bol,1991,1741704131.21408
bol,1992,1667940920.61474
bol,1993,1737052433.35478
bol,1994,1852955065.28318
bol,1995,1878965658.7034
bol,1996,2004936605.47516
bol,1997,2096256849.6219
bol,1998,2003409441.76801
bol,1999,2053637347.93306
bol,2000,2125008848.99628
bol,2001,2198552747.11928
bol,2002,2208387039.50314
bol,2003,2400800974.34102
bol,2004,2406750493.89715
bol,2005,2526674968.95099
bol,2006,2634297886.26222
bol,2007,2620973984.68939
bol,2008,2689512476.72145
bol,2009,2788538077.50618
bol,2010,2755687221.63202
bol,2011,2839897516.42377
bol,2012,2957737314.05651
bol,2013,3096310919.18583
bol,2014,3214591818.20733
bol,2015,3379053352.34863
bol,2016,3484934428.65795
bol,2017,3749740639.51545
bol,2018,4008902022.88858
bol,2019,4221359675.28791
bol,2020,4353428616.16537
bra,1965,13580930716.8199
bra,1966,13350054894.634
bra,1967,14111008023.6281
bra,1968,14308562135.9589
bra,1969,15167075864.1164
bra,1970,16016432112.5069
bra,1971,17642769138.46
bra,1972,18342733769.5966
bra,1973,18356582746.8564
bra,1974,18595143857.1442
bra,1975,19830414242.3475
bra,1976,20314101842.2155
bra,1977,22774725986.0398
bra,1978,22164664248.11629
bra,1979,23207142127.1378
bra,1980,25423424200.2795
bra,1981,27449671109.0418
bra,1982,27389281832.60189
bra,1983,27263291136.1719
bra,1984,27980315693.0533
bra,1985,30660829936.4478
bra,1986,28201831375.5446
bra,1987,32423645532.4637
bra,1988,32696004154.9364
bra,1989,33627840273.352
bra,1990,32376884615.1833
bra,1991,32820447934.4114
bra,1992,34425367838.4041
bra,1993,34401270080.9172
bra,1994,36276096974.1839
bra,1995,37754731443.9916
bra,1996,38869693278.22569
bra,1997,39185714760.2719
bra,1998,40521511925.9353
bra,1999,43165636917.7375
bra,2000,44341212433.8104
bra,2001,46647106361.4258
bra,2002,50388283996.4972
bra,2003,54573707293.4594
bra,2004,55662520197.6572
bra,2005,56285974101.6685
bra,2006,58897318420.4939
bra,2007,60809714947.5554
bra,2008,64319023639.7702
bra,2009,61920773165.373
bra,2010,66067571718.8699
bra,2011,69792888489.5022
bra,2012,67641702597.8096
bra,2013,73297525669.10588
bra,2014,75343108952.3764
bra,2015,77840229295.09241
bra,2016,73773686213.79889
bra,2017,84214423224.42198
bra,2018,85315152719.88118
bra,2019,85854038006.23398
bra,2020,87535886217.7644
brn,1989,62999183.47406
brn,1990,64606836.5864
brn,1991,65605354.94634
brn,1992,65169528.62438
brn,1993,68054446.0409
brn,1994,68895525.39213
brn,1995,70901976.17574
brn,1996,71882652.64346
brn,1997,80031017.92194
brn,1998,82966322.99387
brn,1999,92236127.40732
brn,2000,98285425.44661
brn,2001,104030514.74069
brn,2002,109419662.76793
brn,2003,121788039.01576
brn,2004,136390148.44304
brn,2005,138173082.45631
brn,2006,124543938.93026
brn,2007,118979778.97535
brn,2008,123431106.93928
brn,2009,130479012.99626
brn,2010,122831117.27737
brn,2011,120141384.78224
brn,2012,129107159.76599
brn,2013,128210582.26762
brn,2014,133590047.25787
brn,2015,142555822.24162
brn,2016,137338099.83207
brn,2017,135200390.1027
brn,2018,133069942.65106
brn,2019,131189461.00597
brn,2020,150073476.17066
btn,1980,100871128.56181
btn,1981,106601483.39089
btn,1982,111735549.76718
btn,1983,120550197.13217
btn,1984,126839004.62559
btn,1985,132242077.16598
btn,1986,138876816.86146
btn,1987,145266901.6958
btn,1988,156499819.86722
btn,1989,165373908.49089
btn,1990,174058060.83517
btn,1991,172652228.68227
btn,1992,173661357.05464
btn,1993,173374026.1975
btn,1994,173864693.3618
btn,1995,176494476.76121
btn,1996,180109424.32473
btn,1997,187349060.45864
btn,1998,191917912.20791
btn,1999,194934864.0188
btn,2000,205429762.70138
btn,2001,216706666.75355
btn,2002,222853543.86605
btn,2003,227579880.404
btn,2004,232473114.33909
btn,2005,234870094.3308
btn,2006,241215861.05848
btn,2007,242935421.69842
btn,2008,244261569.91929
btn,2009,250899784.30635
btn,2010,252925234.75139
btn,2011,258838199.00211
btn,2012,264630254.94647
btn,2013,270607234.69798
btn,2014,276377873.74066
btn,2015,289256829.49375
btn,2016,301478091.98873
btn,2017,310366496.71623
btn,2018,323551870.37456
btn,2019,327759364.05223
btn,2020,342736106.65681
bwa,1960,52477408.53697
bwa,1961,53769959.61984
bwa,1962,55708786.24413
bwa,1963,57647594.06987
bwa,1964,59748013.07772
bwa,1965,55505066.29758
bwa,1966,65448806.63972
bwa,1967,72190307.03581
bwa,1968,84830624.97812
bwa,1969,85729496.71054
bwa,1970,84268830.14535
bwa,1971,106066375.66392
bwa,1972,133931267.77927
bwa,1973,175672426.469
bwa,1974,192863291.956
bwa,1975,183098551.45986
bwa,1976,189033988.5923
bwa,1977,192119545.90402
bwa,1978,185755558.10058
bwa,1979,180720083.01679
bwa,1980,172170481.15174
bwa,1981,165613657.76542
bwa,1982,156635505.22938
bwa,1983,135572212.49223
bwa,1984,124022755.93024
bwa,1985,129551053.94646
bwa,1986,131843800.97619
bwa,1987,168934930.16525
bwa,1988,202019090.84204
bwa,1989,196319349.99916
bwa,1990,202233356.77826
bwa,1991,207761673.59304
bwa,1992,209947287.65466
bwa,1993,204798194.1011
bwa,1994,198531545.21833
bwa,1995,241110273.55083
bwa,1996,233327671.55099
