geo,time,ic_bus_ndns_zs
aze,2008,1.00465
aze,2009,0.73962
aze,2010,0.54876
aze,2011,0.63572
aze,2012,0.69926
aze,2013,1.06258
aze,2014,0.99711
aze,2015,0.75603
aze,2016,1.0416
aze,2017,1.58673
aze,2018,1.65845
aze,2019,2.23201
aze,2020,1.2998
bel,2006,3.14349
bel,2007,3.42039
bel,2008,3.28192
bel,2009,2.87307
bel,2010,3.28038
bel,2011,3.37425
bel,2012,2.71866
bel,2013,2.61643
bel,2014,2.71909
bel,2015,2.82205
bel,2016,3.10118
bel,2017,3.13303
bel,2018,3.71076
bel,2019,4.23306
bel,2020,4.66769
ben,2013,0.16979
ben,2014,0.25097
ben,2015,0.49868
ben,2016,0.5222
ben,2017,0.51535
ben,2018,0.48635
ben,2019,0.5341
ben,2020,0.60746
bfa,2017,0.29227
bfa,2018,0.32852
bgd,2015,0.07369
bgd,2016,0.07758
bgd,2017,0.07171
bgd,2018,0.04129
bgr,2008,2.11755
bgr,2009,1.60285
bgr,2010,1.36411
bgr,2011,1.65627
bgr,2012,1.73837
bgr,2013,1.68271
bgr,2014,1.6197
bgr,2015,1.84884
bgr,2016,2.02593
bgr,2017,1.9677
bgr,2018,1.95781
bgr,2019,1.76155
bgr,2020,1.4062
bhr,2006,1.57291
bhr,2007,1.82409
bhr,2008,1.86993
bhr,2009,1.23715
bhr,2010,1.41534
bhr,2011,1.21847
bhr,2012,1.33789
bhr,2013,1.41091
bhr,2014,1.3982
bhr,2015,1.4868
bhr,2016,3.8396
bhr,2017,3.59409
bhr,2018,3.11022
bih,2016,1.18714
bih,2017,1.0452
bih,2018,1.09072
bih,2019,1.13293
bih,2020,1.00561
blr,2006,0.28041
blr,2007,0.56779
blr,2008,0.76676
blr,2009,0.84636
blr,2010,0.94777
blr,2011,0.90172
blr,2012,1.14709
blr,2013,1.35003
blr,2014,1.06049
blr,2015,0.9253
blr,2016,0.97932
blr,2017,1.2044
blr,2018,1.34338
blr,2019,1.36278
blr,2020,1.14094
blz,2007,5.25602
blz,2008,4.40434
blz,2009,3.09815
blz,2010,3.10581
blz,2011,4.9647
blz,2012,4.14308
blz,2013,3.72269
blz,2014,2.94892
blz,2015,2.94608
blz,2016,2.97476
blz,2017,3.20674
blz,2018,3.06507
blz,2019,3.01096
blz,2020,2.56496
bol,2018,0.51264
bra,2009,2.55507
bra,2010,2.58342
bra,2011,2.62036
bra,2012,2.26874
bra,2013,2.18994
bra,2014,1.89927
bra,2015,1.72824
bra,2016,1.57789
bra,2017,1.62408
bra,2018,1.73798
bra,2019,1.97978
bra,2020,2.73403
brb,2015,5.77748
brb,2016,5.5143
brb,2017,4.93146
brb,2018,4.48257
brb,2019,4.9035
brb,2020,4.88471
brn,2012,1.68713
brn,2013,1.64316
brn,2014,1.95167
brn,2015,2.5498
brn,2016,2.64697
brn,2017,2.39393
brn,2018,2.4088
brn,2019,2.38225
brn,2020,1.00174
btn,2006,0.02488
btn,2007,0.02678
btn,2008,0.05009
btn,2009,0.03039
btn,2010,0.04123
btn,2011,0.05154
btn,2012,0.17966
btn,2013,0.04928
btn,2014,0.0608
btn,2015,0.09039
btn,2016,0.10067
btn,2017,0.14232
btn,2018,0.09132
bwa,2006,5.95489
bwa,2007,6.09391
bwa,2008,7.01211
bwa,2009,9.11876
bwa,2010,9.53489
bwa,2011,9.93514
bwa,2012,12.88884
bwa,2013,11.90268
bwa,2014,14.53241
bwa,2015,18.10187
bwa,2016,20.09059
bwa,2017,15.20704
bwa,2018,15.10365
bwa,2019,12.19198
bwa,2020,17.98375
caf,2009,0.04146
caf,2010,0.04695
caf,2011,0.05381
caf,2012,0.07284
caf,2013,0.03753
caf,2014,0.03747
caf,2015,0.0591
caf,2016,0.10552
caf,2017,0.10978
caf,2018,0.13779
caf,2019,0.12621
caf,2020,0.12926
can,2017,0.20417
can,2018,0.21576
che,2006,3.82441
che,2007,4.1596
che,2008,4.1706
che,2009,3.94476
che,2010,4.15766
che,2011,4.42067
che,2012,4.35413
che,2013,4.49746
che,2014,4.54416
che,2015,4.35531
che,2016,4.30598
che,2017,4.57505
che,2018,4.53021
che,2019,4.63965
chl,2013,7.05705
chl,2014,8.04582
chl,2015,8.31999
chl,2016,8.76803
chl,2017,9.3449
chl,2018,10.31392
chl,2019,10.65588
chl,2020,12.10727
chn,2010,3.57917
chn,2011,3.82492
chn,2012,3.81286
chn,2013,4.30268
chn,2014,6.89061
chn,2015,7.70635
chn,2016,9.08159
chn,2017,8.57802
chn,2018,8.66926
chn,2019,8.15326
chn,2020,8.58374
civ,2013,0.11221
civ,2014,0.29747
civ,2015,0.45373
civ,2016,0.6037
civ,2017,0.59849
civ,2018,0.73942
civ,2019,0.78666
civ,2020,0.78064
cod,2015,0.04406
cod,2016,0.03923
cod,2017,0.03548
cod,2018,0.0492
cod,2019,0.03345
cod,2020,0.03916
col,2013,1.96854
col,2014,2.20197
col,2015,1.895
col,2016,2.08925
col,2017,2.00072
col,2018,2.00009
col,2019,2.16291
col,2020,1.9651
com,2018,0.16311
cpv,2008,1.59541
cpv,2009,2.61849
cpv,2010,2.9816
cpv,2011,3.7919
cpv,2012,2.93368
cpv,2013,3.05731
cpv,2014,3.02838
cpv,2015,3.72426
cpv,2016,9.15542
cpv,2017,12.20676
cpv,2018,16.20023
cpv,2019,16.37214
cpv,2020,13.04488
cri,2013,3.14032
cri,2014,3.30904
cri,2015,3.92295
cri,2016,6.10493
cri,2017,5.13232
cri,2018,6.00657
cri,2019,4.71379
cri,2020,3.61342
cyp,2006,27.89297
cyp,2007,39.04004
cyp,2008,32.20869
cyp,2009,20.80122
cyp,2010,24.49148
cyp,2011,24.56214
cyp,2012,22.44074
cyp,2013,13.43829
cyp,2014,13.76298
cyp,2015,13.81395
cyp,2016,16.65706
cyp,2017,16.62237
cyp,2018,17.57627
cyp,2019,15.39976
cyp,2020,13.26496
cze,2006,2.25013
cze,2007,2.8598
cze,2008,3.07155
cze,2009,2.94101
cze,2010,3.04884
cze,2011,2.89354
cze,2012,2.97198
cze,2013,3.0931
cze,2014,3.42374
cze,2015,3.69531
cze,2016,3.98155
cze,2017,4.48729
cze,2018,4.39101
cze,2019,4.17944
cze,2020,3.79461
deu,2006,1.19463
deu,2007,1.19687
deu,2008,1.21189
deu,2009,1.37013
deu,2010,1.37295
deu,2011,1.34806
deu,2012,1.31116
deu,2013,1.29269
deu,2014,1.26819
deu,2015,1.29551
deu,2016,1.31321
deu,2017,1.33276
deu,2018,1.35348
deu,2019,1.37762
deu,2020,1.35846
dji,2020,1.74126
dma,2009,16.76667
dma,2010,16.55761
dma,2011,18.48097
dma,2012,19.487
dma,2013,16.38384
dma,2014,18.87771
dma,2015,15.13496
dma,2016,12.30999
dma,2017,6.82903
dma,2018,7.73674
dma,2019,6.65235
dma,2020,5.58881
dnk,2006,7.38932
dnk,2007,8.13017
dnk,2008,7.26766
dnk,2009,4.85544
dnk,2010,5.1869
dnk,2011,5.06553
dnk,2012,4.74159
dnk,2013,4.67812
dnk,2014,7.13577
dnk,2015,8.3109
dnk,2016,9.18059
dnk,2017,9.87293
dnk,2018,10.01621
dom,2011,0.51995
dom,2012,1.1342
dom,2013,1.25824
dom,2014,1.22914
dom,2015,1.25851
dom,2016,1.39012
dom,2017,1.40723
dom,2018,1.47857
dza,2006,0.18869
dza,2007,0.15854
dza,2008,0.19948
dza,2009,0.19245
dza,2010,0.17034
dza,2011,0.19174
dza,2012,0.30946
dza,2013,0.30376
dza,2014,0.32798
dza,2015,0.31135
dza,2016,0.33615
dza,2017,0.37211
dza,2018,0.3533
egy,2006,0.02224
egy,2007,0.03156
egy,2008,0.04084
egy,2009,0.04124
egy,2010,0.0485
egy,2011,0.04406
egy,2012,0.05167
egy,2013,0.05225
egy,2014,0.05967
egy,2015,0.07218
egy,2016,0.08099
egy,2017,0.09687
egy,2018,0.18125
egy,2019,0.22773
egy,2020,0.23756
esp,2006,4.636
esp,2007,4.46848
esp,2008,3.15925
esp,2009,2.3467
esp,2010,2.39059
esp,2011,2.55953
esp,2012,2.67792
esp,2013,2.8898
esp,2014,2.94945
esp,2015,2.973
esp,2016,3.20544
esp,2017,3.00479
esp,2018,3.03124
esp,2019,2.96785
esp,2020,2.49541
est,2006,13.1796
est,2007,12.73829
est,2008,10.65674
est,2009,9.06909
est,2010,10.27377
est,2011,14.79261
est,2012,15.3784
est,2013,16.36481
est,2014,16.09279
est,2015,17.5366
est,2016,19.43294
est,2017,21.73798
est,2018,23.57365
est,2019,24.78605
est,2020,24.19318
eth,2016,0.18832
eth,2017,0.59376
eth,2018,0.51266
fin,2006,2.92143
fin,2007,3.95848
fin,2008,3.98006
fin,2009,3.45024
fin,2010,3.48737
fin,2011,3.59555
fin,2012,3.54299
fin,2013,3.54371
fin,2014,3.42764
fin,2015,3.63635
fin,2016,3.93149
fin,2017,4.02443
fin,2018,4.28944
fin,2019,5.30057
fin,2020,5.87814
fji,2019,1.93542
fji,2020,2.25941
fra,2006,3.28918
fra,2007,3.85461
fra,2008,3.86923
fra,2009,3.6287
fra,2010,3.89148
fra,2011,3.96174
fra,2012,3.79633
fra,2013,3.78718
fra,2014,3.95814
fra,2015,4.1174
fra,2016,4.53048
fra,2017,4.75294
fra,2018,4.83276
fra,2019,5.25515
fra,2020,5.25325
fsm,2018,0.34519
gab,2006,0.90156
gab,2007,1.21185
gab,2008,1.22182
gab,2009,1.1074
gab,2010,1.31407
gab,2011,1.26107
gab,2012,1.21317
gab,2013,1.3125
gab,2014,1.43721
gab,2015,1.32033
gab,2016,0.97849
gab,2017,0.96872
gab,2018,0.96738
gab,2019,1.14535
gab,2020,0.96753
gbm,2006,74.4653
gbm,2007,82.29267
gbm,2008,82.86732
gbm,2009,42.28363
gbm,2010,49.09336
gbm,2011,44.83728
gbm,2012,39.96754
gbm,2013,43.59015
gbm,2014,41.41262
gbm,2015,34.95319
gbm,2016,32.67053
gbr,2006,10.04705
gbr,2007,11.15303
gbr,2008,8.86748
gbr,2009,8.85214
gbr,2010,9.68632
gbr,2011,10.93105
gbr,2012,11.83862
gbr,2013,12.52654
gbr,2014,14.0034
gbr,2015,14.5658
gbr,2016,15.74165
gbr,2017,14.94377
gbr,2018,15.6518
gbr,2019,16.06229
gbr,2020,18.10594
geo,2006,2.34495
geo,2007,2.94638
geo,2008,3.33858
geo,2009,2.99362
geo,2010,4.38747
geo,2011,5.53973
geo,2012,5.95571
geo,2013,7.0946
geo,2014,7.06104
geo,2015,7.41972
geo,2016,8.62474
geo,2017,10.41775
geo,2018,10.36511
geo,2019,9.35451
geo,2020,7.47129
gha,2006,0.60357
gha,2007,0.73577
gha,2008,1.07347
gha,2009,1.10127
gha,2010,0.95946
gha,2011,1.06198
gha,2012,0.86916
gin,2014,0.13709
gin,2015,0.23965
gin,2016,0.30071
gin,2017,0.36788
gin,2018,0.39804
gin,2019,0.45586
gin,2020,0.45011
grc,2011,0.31005
grc,2012,0.48142
grc,2013,0.68579
grc,2014,0.71807
grc,2015,0.67874
grc,2016,0.82709
grc,2017,1.11659
grc,2018,1.43816
grc,2019,1.74149
grc,2020,1.75501
grd,2006,3.00363
grd,2007,3.05522
grd,2008,2.71177
grd,2009,1.72746
grd,2010,2.08923
grd,2011,1.91673
grd,2012,1.71507
grd,2013,2.26235
grd,2014,2.39264
grd,2015,3.09677
grd,2016,3.07875
grd,2017,3.67326
grd,2018,3.31691
grd,2019,3.44509
grd,2020,2.90313
gtm,2006,0.6768
gtm,2007,0.6727
gtm,2008,0.72459
gtm,2009,0.65488
gtm,2010,0.62842
gtm,2011,0.61474
gtm,2012,0.49128
gtm,2013,0.51904
gtm,2014,0.52403
gtm,2015,0.53504
gtm,2016,0.51582
gtm,2017,0.58547
gtm,2018,0.55351
gtm,2019,0.63009
gtm,2020,0.59967
guy,2006,0.2599
guy,2007,0.0508
guy,2008,0.06525
guy,2009,0.30418
guy,2010,0.25138
guy,2011,0.47824
guy,2012,0.67548
guy,2013,0.71155
guy,2014,0.63994
guy,2015,0.45559
guy,2016,0.87668
guy,2017,0.92765
guy,2018,1.15725
guy,2019,1.72983
guy,2020,1.59532
hkg,2006,16.18529
hkg,2007,19.60587
hkg,2008,18.97644
hkg,2009,20.92296
hkg,2010,26.44183
hkg,2011,27.92431
hkg,2012,28.00297
hkg,2013,32.43746
hkg,2014,31.14833
hkg,2015,25.92465
hkg,2016,27.03337
hkg,2017,30.01577
hkg,2018,28.59275
hkg,2019,23.67756
hkg,2020,19.21899
hrv,2006,3.42474
hrv,2007,3.66267
hrv,2008,3.51113
hrv,2009,2.70401
hrv,2010,2.4807
hrv,2011,2.49149
hrv,2012,2.79819
hrv,2013,5.01307
hrv,2014,4.60634
hrv,2015,4.51185
hrv,2016,4.90429
hrv,2017,5.51864
hrv,2018,5.86158
hrv,2019,5.57396
hrv,2020,4.44055
hti,2006,0.03512
hti,2007,0.03636
hti,2008,0.03524
hti,2009,0.05217
hti,2010,0.06497
hun,2006,3.17533
hun,2007,3.94953
hun,2008,6.30476
hun,2009,6.08241
hun,2010,6.41135
hun,2011,7.59683
hun,2012,4.73321
hun,2013,4.15285
hun,2014,3.62624
hun,2015,3.14084
hun,2016,3.36422
hun,2017,3.47153
hun,2018,3.73456
hun,2019,3.94253
hun,2020,4.01436
idn,2006,0.15642
idn,2007,0.16318
idn,2008,0.25288
idn,2009,0.18763
idn,2010,0.23799
idn,2011,0.26964
idn,2012,0.28832
idn,2013,0.30423
idn,2014,0.33911
idn,2015,0.3289
idn,2016,0.3322
ind,2006,0.06792
ind,2007,0.08427
ind,2008,0.09234
ind,2009,0.07835
ind,2010,0.1095
ind,2011,0.12092
ind,2012,0.12566
ind,2013,0.10996
ind,2014,0.08218
ind,2015,0.09323
ind,2016,0.10676
ind,2017,0.12068
ind,2018,0.13048
ind,2019,0.14042
ind,2020,0.15297
irl,2006,6.48788
irl,2007,6.10586
irl,2008,4.72751
irl,2009,4.24532
irl,2010,4.43473
irl,2011,4.62214
irl,2012,4.46804
irl,2013,4.84193
irl,2014,5.73575
irl,2015,6.25211
irl,2016,6.7031
irl,2017,7.06776
irl,2018,7.05188
irl,2019,7.07484
irl,2020,6.78005
irn,2020,0.6267
irq,2006,0.25074
irq,2007,0.23002
irq,2008,0.34099
irq,2009,0.29671
irq,2010,0.15525
irq,2011,0.11548
irq,2012,0.13716
irq,2013,0.16234
irq,2014,0.0997
irq,2015,0.08792
irq,2016,0.09555
isl,2006,15.72285
isl,2007,17.58538
isl,2008,12.00663
isl,2009,12.28904
isl,2010,7.59423
isl,2011,7.95459
isl,2012,8.14823
isl,2013,8.98299
isl,2014,9.43614
isl,2015,10.82713
isl,2016,12.02657
isl,2017,11.43781
isl,2018,9.97905
isl,2019,9.35964
isl,2020,10.43667
isr,2006,3.1953
isr,2007,3.50207
isr,2008,3.20333
isr,2009,3.09765
isr,2010,3.42755
isr,2011,3.28574
isr,2012,2.91487
isr,2013,2.86534
isr,2014,3.06472
isr,2015,3.24946
isr,2016,3.40299
isr,2017,3.27447
isr,2018,3.26992
isr,2019,3.19016
isr,2020,3.06803
ita,2006,2.271
ita,2007,2.36366
ita,2008,2.26622
ita,2009,2.14034
ita,2010,2.25161
ita,2011,2.06483
ita,2012,1.95403
ita,2013,2.13987
ita,2014,2.33488
ita,2015,2.55897
ita,2016,2.62565
ita,2017,2.85757
ita,2018,2.96108
jam,2006,1.13504
jam,2007,1.15989
jam,2008,1.20809
jam,2009,1.14661
jam,2010,1.11008
jam,2011,1.02871
jam,2012,1.04165
jam,2013,1.02984
jam,2014,0.92761
jam,2015,1.15161
jam,2016,1.30465
jam,2017,1.39048
jam,2018,1.59573
jam,2019,1.91769
jam,2020,1.98133
jor,2006,0.68104
jor,2007,0.59766
jor,2008,0.65286
jor,2009,0.71422
jor,2010,0.76839
jor,2011,0.83089
jor,2012,0.86406
jor,2013,0.87645
jor,2014,0.81641
jor,2015,0.65428
jor,2016,0.63033
jor,2017,0.69594
jor,2018,0.56716
jor,2019,0.48718
jor,2020,0.43086
jpn,2007,0.07355
jpn,2008,0.06585
jpn,2009,0.07099
jpn,2010,0.08848
jpn,2011,0.11384
jpn,2012,0.13745
jpn,2013,0.18578
jpn,2014,0.25487
jpn,2015,0.2887
jpn,2016,0.31167
jpn,2017,0.36002
jpn,2018,0.38696
jpn,2019,0.40959
jpn,2020,0.44885
kaz,2006,1.18513
kaz,2007,1.86124
kaz,2008,1.28312
kaz,2009,0.29147
kaz,2010,0.06266
kaz,2011,1.24899
kaz,2012,1.34239
kaz,2013,1.69691
kaz,2014,1.29733
kaz,2015,0.91506
kaz,2016,1.84409
kaz,2017,2.39039
kaz,2018,2.00138
kaz,2019,2.80052
kaz,2020,3.49054
ken,2017,1.30909
ken,2018,1.49203
ken,2019,1.37111
ken,2020,1.54828
kgz,2006,0.96136
kgz,2007,0.85399
kgz,2008,1.0751
kgz,2009,0.89777
kgz,2010,0.81311
kgz,2011,0.95017
kgz,2012,0.92289
kgz,2013,1.08609
kgz,2014,1.08829
kgz,2015,1.17706
kgz,2016,1.27413
khm,2006,0.20549
khm,2007,0.33842
khm,2008,0.31996
khm,2009,0.22769
khm,2010,0.28552
khm,2011,0.33731
khm,2012,0.35985
khm,2013,0.3107
khm,2014,0.39278
khm,2015,0.44272
khm,2016,0.4177
khm,2017,0.52755
khm,2018,0.67135
khm,2019,0.90771
khm,2020,0.54241
kir,2006,0.07039
kir,2007,0.05153
kir,2008,0.03368
kir,2009,0.04948
kir,2010,0.06441
kir,2011,0.04753
kir,2012,0.0776
kir,2013,0.03035
kir,2014,0.02977
kir,2015,0.04402
kir,2016,0.0579
kir,2017,0.05742
kir,2018,0.02853
kor,2006,1.43305
kor,2007,1.50538
kor,2008,1.41337
kor,2009,1.56407
kor,2010,1.66258
kor,2011,1.77921
kor,2012,2.014
kor,2013,2.0416
kor,2014,2.27344
kor,2015,2.50556
kor,2016,2.56458
kos,2006,0.63138
kos,2007,0.70629
kos,2008,0.72111
kos,2009,0.70629
kos,2010,0.79931
kos,2011,0.91044
kos,2012,1.20679
kos,2013,1.62167
kos,2014,1.74268
kos,2015,2.09006
kos,2016,3.24679
kos,2017,3.93029
kos,2018,4.00872
kos,2019,4.17308
kos,2020,4.71973
kwt,2006,1.90614
kwt,2007,1.85567
kwt,2008,1.21927
kwt,2009,0.40559
kwt,2010,0.39643
kwt,2011,0.40667
kwt,2012,0.4274
kwt,2013,0.51285
kwt,2014,0.67538
kwt,2015,1.17273
kwt,2016,1.77494
kwt,2017,3.13181
kwt,2018,5.78127
kwt,2019,6.88773
kwt,2020,3.2884
lao,2008,0.01132
lao,2009,0.04755
lao,2010,0.03981
lao,2011,0.05442
lao,2012,0.05383
lao,2013,0.05329
lao,2014,0.04918
lao,2015,0.05289
lao,2016,0.06109
lao,2017,0.07177
lao,2018,0.0955
lao,2019,0.19781
lao,2020,0.1506
lbr,2011,0.00695
lbr,2012,0.01346
lbr,2013,0.01479
lbr,2014,0.01644
lbr,2015,0.00858
lbr,2016,0.01229
lbr,2017,0.01231
lbr,2018,0.02164
lbr,2019,0.01954
lbr,2020,0.02107
lca,2006,4.44167
lca,2007,5.18566
lca,2008,5.09155
lca,2009,3.65695
lca,2010,3.35692
lca,2011,3.04881
lca,2012,3.08494
lca,2013,1.9051
lca,2014,2.43974
lca,2015,2.88552
lca,2016,2.58807
lca,2017,2.4892
lca,2018,2.68506
lca,2019,2.34822
lca,2020,1.85191
lie,2008,0.62272
lie,2009,0.29001
lie,2010,0.49425
lie,2011,0.81897
lie,2012,0.977
lie,2013,1.21413
lie,2014,1.16681
lie,2015,1.16205
lie,2016,1.3245
lie,2017,4.91334
lie,2018,6.3061
lie,2019,0
lie,2020,0
lka,2008,0.32087
lka,2009,0.29986
lka,2010,0.44881
lka,2011,0.56092
lka,2012,0.51216
lka,2013,0.42368
lka,2014,0.48611
lka,2015,0.54927
lka,2016,0.57915
lka,2017,0.67482
lka,2018,0.74239
lso,2006,0.74837
lso,2007,0.88633
lso,2008,1.1793
lso,2009,1.25618
lso,2010,1.42632
lso,2011,1.2964
lso,2012,1.46431
lso,2013,1.6399
lso,2014,1.54047
lso,2015,2.0214
lso,2016,1.79039
lso,2017,1.87952
lso,2018,2.83221
lso,2019,2.15847
lso,2020,1.47219
ltu,2006,2.40859
ltu,2007,3.01388
ltu,2008,2.50825
ltu,2009,2.51536
ltu,2010,3.09832
ltu,2011,3.79923
ltu,2012,5.43592
ltu,2013,4.04557
ltu,2014,4.31332
ltu,2015,3.19067
ltu,2016,3.33577
ltu,2017,3.5253
ltu,2018,3.3134
ltu,2019,3.26829
ltu,2020,2.97044
lux,2009,10.51552
lux,2010,12.68726
lux,2011,5.39334
lux,2012,14.01363
lux,2013,15.79918
lux,2014,17.55263
lux,2015,16.74723
lux,2016,15.29684
lux,2017,15.93618
lux,2018,17.19004
lva,2006,7.40892
lva,2007,7.97129
lva,2008,6.01887
lva,2009,4.92519
lva,2010,8.37463
lva,2011,12.14332
lva,2012,11.57578
lva,2013,11.48406
lva,2014,10.64823
lva,2015,9.70653
lva,2016,8.09021
lva,2017,7.44516
lva,2018,8.00239
lva,2019,7.9133
lva,2020,6.88633
mar,2006,0.89464
mar,2007,1.23455
mar,2008,1.29996
mar,2009,1.31003
mar,2010,1.31977
mar,2011,1.40226
mar,2012,1.50735
mar,2013,1.49926
mar,2014,1.54369
mar,2015,1.56927
mar,2016,1.68817
mar,2017,1.7124
mar,2018,1.91555
mar,2019,2.08189
mar,2020,2.23964
mda,2014,1.69004
mda,2015,1.72175
mda,2016,1.69535
mda,2017,1.97642
mda,2018,1.86316
mdg,2014,0.11965
mdg,2015,0.11468
mdg,2016,0.11311
mdg,2017,0.13273
mdg,2018,0.12712
mdv,2006,4.23687
mdv,2007,4.5198
mdv,2008,4.5636
mdv,2009,3.58975
mdv,2010,2.90758
mdv,2011,3.01517
mdv,2012,2.6527
mdv,2013,2.36376
mdv,2014,3.293
mdv,2015,3.47752
mdv,2016,3.47829
mdv,2017,3.34748
mdv,2018,2.77564
mdv,2019,3.15339
mdv,2020,2.77716
mex,2006,0.32708
mex,2007,0.38149
mex,2008,0.3861
mex,2009,0.53593
mex,2010,0.6173
mex,2011,0.5985
mex,2012,0.40731
mex,2013,0.5494
mex,2014,0.55397
mex,2015,0.57727
mex,2016,0.55748
mex,2017,1.00692
mex,2018,1.00407
mex,2019,0.99542
mex,2020,0.79387
mkd,2006,5.61274
mkd,2007,6.49134
mkd,2008,6.71754
mkd,2009,5.55649
mkd,2010,4.60947
mkd,2011,4.10388
mkd,2012,3.67154
mkd,2013,3.70854
mkd,2014,3.75741
mkd,2015,3.94459
mkd,2016,3.88437
mkd,2017,3.72657
mkd,2018,3.63231
mkd,2019,3.92698
mkd,2020,3.4571
mli,2009,0.043
mli,2010,0.11536
mli,2011,0.06917
mli,2012,0.18989
mli,2013,0.2179
mli,2014,0.20405
mli,2015,0.18041
mli,2016,0.26719
mli,2017,0.14437
mli,2018,0.33067
mli,2019,0.40868
mli,2020,0.26794
mlt,2006,10.09258
mlt,2007,9.42925
mlt,2008,9.62079
mlt,2009,9.00266
mlt,2010,10.45854
mlt,2011,11.57786
mlt,2012,13.66558
mlt,2013,15.44129
mlt,2014,17.08941
mlt,2015,18.02074
mlt,2016,16.94691
mlt,2017,17.11148
mlt,2018,17.44518
mlt,2019,12.76212
mlt,2020,10.05418
mmr,2006,0.01671
mmr,2007,0.01681
mmr,2008,0.0218
mmr,2009,0.02321
mmr,2010,0.03598
mmr,2011,0.05819
mmr,2012,0.09086
mmr,2013,0.11863
mmr,2014,0.12976
mmr,2015,0.13497
mmr,2016,0.18659
mmr,2017,0.20946
mmr,2018,0.38561
mne,2006,7.41917
mne,2007,10.35354
mne,2008,8.1848
mne,2009,5.58694
mne,2010,5.64413
mne,2011,5.60103
mne,2012,5.91288
mne,2013,6.87481
mne,2014,7.29939
mne,2015,7.15137
mne,2016,6.70619
mne,2017,7.60794
mne,2018,11.2906
mne,2019,9.99265
mne,2020,7.94677
mng,2006,7.18898
mng,2007,6.65064
mng,2008,5.58596
mng,2009,4.21832
mng,2010,4.89782
mng,2011,5.91986
mng,2012,5.80594
mng,2013,6.51035
mng,2014,6.48765
mng,2015,5.47057
mng,2016,4.91376
mng,2017,5.9907
mng,2018,5.54916
mng,2019,5.94013
mng,2020,5.91801
moz,2014,0.19174
moz,2015,0.22669
moz,2016,0.2498
moz,2017,0.23791
moz,2018,0.21335
moz,2019,0.29334
moz,2020,0.2366
mrt,2016,0.42279
mrt,2017,0.46283
mrt,2018,0.3836
mus,2006,8.74664
mus,2007,10.34888
mus,2008,10.38255
mus,2009,7.57481
mus,2010,8.45078
mus,2011,8.17779
mus,2012,7.66946
mus,2013,7.13411
mus,2014,7.95488
mus,2015,8.79508
mus,2016,9.91475
mus,2017,9.79566
mus,2018,7.05396
mus,2019,7.05396
mus,2020,7.05396
mwi,2006,0.06378
mwi,2007,0.09273
mwi,2008,0.11434
mwi,2009,0.08616
mys,2006,2.23335
mys,2007,2.46605
mys,2008,2.31022
mys,2009,2.25408
mys,2010,2.3353
mys,2011,2.34736
mys,2012,2.29921
mys,2013,2.30006
mys,2014,2.39959
mys,2015,2.37262
mys,2016,2.19629
mys,2017,2.41903
