geo,time,sl_agr_empl_zs
blz,2019,16.8
bol,1991,42.46
bol,1992,42.34
bol,1993,42.15
bol,1994,41.91
bol,1995,41.58
bol,1996,41.29
bol,1997,41.23
bol,1998,40.69
bol,1999,39.95
bol,2000,38.94
bol,2001,44.2
bol,2002,42.39
bol,2003,35.09
bol,2004,35.09
bol,2005,38.61
bol,2006,39.5
bol,2007,36.1
bol,2008,31.2
bol,2009,30.09
bol,2010,30
bol,2011,29.79
bol,2012,27.79
bol,2013,29.23
bol,2014,30.85
bol,2015,27.85
bol,2016,29.68
bol,2017,30.49
bol,2018,31.06
bol,2019,30.54
bra,1991,19.64
bra,1992,19.75
bra,1993,19.31
bra,1994,18.69
bra,1995,18.14
bra,1996,17.1
bra,1997,16.85
bra,1998,16.2
bra,1999,16.69
bra,2000,16.49
bra,2001,16.42
bra,2002,16.53
bra,2003,16.68
bra,2004,17.14
bra,2005,16.62
bra,2006,15.62
bra,2007,14.68
bra,2008,13.85
bra,2009,13.43
bra,2010,12.66
bra,2011,11.99
bra,2012,11.47
bra,2013,11.17
bra,2014,10.34
bra,2015,10.2
bra,2016,10.14
bra,2017,9.46
bra,2018,9.26
bra,2019,9.08
brb,1991,5.52
brb,1992,6.24
brb,1993,5.56
brb,1994,5.31
brb,1995,4.64
brb,1996,5.27
brb,1997,4.83
brb,1998,4.44
brb,1999,4.31
brb,2000,4.23
brb,2001,4.2
brb,2002,4.04
brb,2003,4.56
brb,2004,3.41
brb,2005,3.52
brb,2006,3.61
brb,2007,3.01
brb,2008,2.78
brb,2009,2.94
brb,2010,2.84
brb,2011,3.27
brb,2012,2.78
brb,2013,2.71
brb,2014,2.72
brb,2015,2.89
brb,2016,2.86
brb,2017,2.76
brb,2018,2.7
brb,2019,2.65
brn,1991,2.03
brn,1992,1.9
brn,1993,1.78
brn,1994,1.68
brn,1995,1.56
brn,1996,1.48
brn,1997,1.41
brn,1998,1.32
brn,1999,1.27
brn,2000,1.21
brn,2001,1.13
brn,2002,1.07
brn,2003,1.02
brn,2004,0.97
brn,2005,0.92
brn,2006,0.87
brn,2007,0.81
brn,2008,0.78
brn,2009,0.73
brn,2010,0.69
brn,2011,0.65
brn,2012,0.62
brn,2013,0.58
brn,2014,0.55
brn,2015,0.74
brn,2016,1.01
brn,2017,1.36
brn,2018,1.06
brn,2019,1.95
btn,1991,69.85
btn,1992,69.64
btn,1993,69.45
btn,1994,69.2
btn,1995,68.93
btn,1996,68.53
btn,1997,68.22
btn,1998,67.92
btn,1999,67.46
btn,2000,66.78
btn,2001,66.06
btn,2002,65.3
btn,2003,64.68
btn,2004,64.01
btn,2005,63.32
btn,2006,62.8
btn,2007,62.23
btn,2008,61.73
btn,2009,60.78
btn,2010,59.6
btn,2011,60.15
btn,2012,58.35
btn,2013,56.34
btn,2014,56.65
btn,2015,58
btn,2016,57.22
btn,2017,56.52
btn,2018,56.12
btn,2019,55.78
bwa,1991,15.9
bwa,1992,15.7
bwa,1993,15.66
bwa,1994,15.6
bwa,1995,15.26
bwa,1996,15.07
bwa,1997,17.76
bwa,1998,20.73
bwa,1999,20.32
bwa,2000,19.96
bwa,2001,20.49
bwa,2002,20.82
bwa,2003,21.22
bwa,2004,21.96
bwa,2005,22.66
bwa,2006,23.22
bwa,2007,23.77
bwa,2008,24.39
bwa,2009,25.09
bwa,2010,24.59
bwa,2011,24.06
bwa,2012,23.57
bwa,2013,22.86
bwa,2014,22.29
bwa,2015,21.9
bwa,2016,21.36
bwa,2017,20.88
bwa,2018,20.37
bwa,2019,19.9
caf,1991,75.67
caf,1992,75.82
caf,1993,75.86
caf,1994,75.82
caf,1995,75.68
caf,1996,75.85
caf,1997,75.75
caf,1998,75.59
caf,1999,75.45
caf,2000,75.51
caf,2001,75.26
caf,2002,75.02
caf,2003,75.17
caf,2004,74.8
caf,2005,74.62
caf,2006,74.22
caf,2007,73.83
caf,2008,73.51
caf,2009,72.93
caf,2010,72.51
caf,2011,72.08
caf,2012,71.57
caf,2013,72.53
caf,2014,72.3
caf,2015,71.83
caf,2016,71.3
caf,2017,70.78
caf,2018,70.3
caf,2019,69.85
can,1991,3.49
can,1992,3.45
can,1993,3.48
can,1994,3.35
can,1995,3.15
can,1996,3.11
can,1997,3.01
can,1998,2.99
can,1999,2.81
can,2000,2.52
can,2001,2.16
can,2002,2.12
can,2003,2.11
can,2004,2.02
can,2005,2.12
can,2006,2.11
can,2007,2
can,2008,1.94
can,2009,1.95
can,2010,1.81
can,2011,1.79
can,2012,1.75
can,2013,1.78
can,2014,1.71
can,2015,1.64
can,2016,1.58
can,2017,1.52
can,2018,1.49
can,2019,1.51
chanisl,1991,5.46
chanisl,1992,5.4
chanisl,1993,5.32
chanisl,1994,5.22
chanisl,1995,5.12
chanisl,1996,5.01
chanisl,1997,4.89
chanisl,1998,4.76
chanisl,1999,4.62
chanisl,2000,4.45
chanisl,2001,4.37
chanisl,2002,4.29
chanisl,2003,4.23
chanisl,2004,4.12
chanisl,2005,4.01
chanisl,2006,3.85
chanisl,2007,3.7
chanisl,2008,3.62
chanisl,2009,3.58
chanisl,2010,3.48
chanisl,2011,3.38
chanisl,2012,3.28
chanisl,2013,3.17
chanisl,2014,3.06
chanisl,2015,2.96
chanisl,2016,2.87
chanisl,2017,2.78
chanisl,2018,2.7
chanisl,2019,2.62
che,1991,4.3
che,1992,4.2
che,1993,4.51
che,1994,4.41
che,1995,4.45
che,1996,4.39
che,1997,4.6
che,1998,4.61
che,1999,4.78
che,2000,4.85
che,2001,4.35
che,2002,4.29
che,2003,4.24
che,2004,3.89
che,2005,3.9
che,2006,3.81
che,2007,4
che,2008,3.59
che,2009,3.25
che,2010,3.47
che,2011,3.51
che,2012,3.53
che,2013,3.53
che,2014,3.58
che,2015,3.44
che,2016,3.36
che,2017,3.11
che,2018,3.03
che,2019,2.59
chl,1991,19.09
chl,1992,18.02
chl,1993,16.55
chl,1994,16.22
chl,1995,15.71
chl,1996,15.41
chl,1997,14.42
chl,1998,14.44
chl,1999,14.43
chl,2000,14.44
chl,2001,13.6
chl,2002,13.5
chl,2003,13.6
chl,2004,13.36
chl,2005,13.16
chl,2006,12.85
chl,2007,12.31
chl,2008,11.72
chl,2009,11.18
chl,2010,10.61
chl,2011,10.26
chl,2012,9.98
chl,2013,9.48
chl,2014,9.4
chl,2015,9.38
chl,2016,9.48
chl,2017,9.25
chl,2018,9.22
chl,2019,8.98
chn,1991,59.7
chn,1992,58.5
chn,1993,56.4
chn,1994,54.3
chn,1995,52.2
chn,1996,50.5
chn,1997,49.9
chn,1998,49.8
chn,1999,50.1
chn,2000,50.01
chn,2001,50.01
chn,2002,50.01
chn,2003,49.1
chn,2004,46.9
chn,2005,44.8
chn,2006,42.6
chn,2007,40.8
chn,2008,39.6
chn,2009,38.1
chn,2010,36.7
chn,2011,34.8
chn,2012,33.6
chn,2013,31.4
chn,2014,29.5
chn,2015,28.59
chn,2016,27.7
chn,2017,26.98
chn,2018,26.07
chn,2019,25.33
civ,1991,52.76
civ,1992,52.74
civ,1993,52.72
civ,1994,52.67
civ,1995,52.4
civ,1996,52.05
civ,1997,51.75
civ,1998,51.45
civ,1999,51.22
civ,2000,51.14
civ,2001,51.01
civ,2002,50.87
civ,2003,50.69
civ,2004,50.3
civ,2005,49.9
civ,2006,49.51
civ,2007,49.04
civ,2008,48.54
civ,2009,47.93
civ,2010,47.45
civ,2011,47.33
civ,2012,46.22
civ,2013,45.17
civ,2014,44.33
civ,2015,43.5
civ,2016,42.75
civ,2017,41.89
civ,2018,41.01
civ,2019,40.15
cmr,1991,68.03
cmr,1992,68.12
cmr,1993,68.31
cmr,1994,68.23
cmr,1995,68.11
cmr,1996,67.92
cmr,1997,67.64
cmr,1998,67.3
cmr,1999,66.91
cmr,2000,66.47
cmr,2001,65.89
cmr,2002,65
cmr,2003,64.04
cmr,2004,62.94
cmr,2005,62.03
cmr,2006,60.98
cmr,2007,59.83
cmr,2008,58.25
cmr,2009,56.66
cmr,2010,55
cmr,2011,53.24
cmr,2012,51.4
cmr,2013,49.48
cmr,2014,47.61
cmr,2015,46.58
cmr,2016,45.71
cmr,2017,44.91
cmr,2018,44.17
cmr,2019,43.49
cod,1991,71.82
cod,1992,72.08
cod,1993,72.39
cod,1994,72.59
cod,1995,72.61
cod,1996,72.64
cod,1997,72.89
cod,1998,72.94
cod,1999,73.14
cod,2000,73.46
cod,2001,73.42
cod,2002,73.17
cod,2003,72.81
cod,2004,72.32
cod,2005,71.87
cod,2006,71.45
cod,2007,70.92
cod,2008,70.44
cod,2009,70.09
cod,2010,69.54
cod,2011,68.96
cod,2012,68.34
cod,2013,67.61
cod,2014,66.81
cod,2015,66.15
cod,2016,65.8
cod,2017,65.38
cod,2018,64.81
cod,2019,64.3
cog,1991,43.25
cog,1992,43.2
cog,1993,43.2
cog,1994,43.33
cog,1995,43.17
cog,1996,43
cog,1997,42.99
cog,1998,42.7
cog,1999,42.75
cog,2000,42.29
cog,2001,41.83
cog,2002,41.31
cog,2003,41.01
cog,2004,40.61
cog,2005,39.97
cog,2006,39.39
cog,2007,39.25
cog,2008,38.71
cog,2009,37.95
cog,2010,37.24
cog,2011,36.71
cog,2012,36.17
cog,2013,35.62
cog,2014,34.88
cog,2015,34.35
cog,2016,34.22
cog,2017,34.07
cog,2018,33.74
cog,2019,33.53
col,1991,23.75
col,1992,23.59
col,1993,23.37
col,1994,23.09
col,1995,22.84
col,1996,22.62
col,1997,22.3
col,1998,22.18
col,1999,22.35
col,2000,22.43
col,2001,22.2
col,2002,21.93
col,2003,21.55
col,2004,21.03
col,2005,20.66
col,2006,20.01
col,2007,19.37
col,2008,19.03
col,2009,18.62
col,2010,18.38
col,2011,17.81
col,2012,17.41
col,2013,16.6
col,2014,16.23
col,2015,16.01
col,2016,16.01
col,2017,16.53
col,2018,16.71
col,2019,15.77
com,1991,59.32
com,1992,59.17
com,1993,59.12
com,1994,59.25
com,1995,59.14
com,1996,59.14
com,1997,58.94
com,1998,58.79
com,1999,58.56
com,2000,57.87
com,2001,57.42
com,2002,56.9
com,2003,56.36
com,2004,55.72
com,2005,54.12
com,2006,52.49
com,2007,50.87
com,2008,49.1
com,2009,47.32
com,2010,45.48
com,2011,43.61
com,2012,41.77
com,2013,39.85
com,2014,38.01
com,2015,37.27
com,2016,36.49
com,2017,35.7
com,2018,34.99
com,2019,34.38
cpv,1991,30.02
cpv,1992,29.6
cpv,1993,29.2
cpv,1994,28.55
cpv,1995,27.88
cpv,1996,27.2
cpv,1997,26.46
cpv,1998,25.59
cpv,1999,24.7
cpv,2000,23.65
cpv,2001,23.02
cpv,2002,22.23
cpv,2003,21.53
cpv,2004,20.59
cpv,2005,19.81
cpv,2006,19
cpv,2007,18.05
cpv,2008,17.36
cpv,2009,16.99
cpv,2010,16.54
cpv,2011,16.03
cpv,2012,15.64
cpv,2013,15.27
cpv,2014,14.91
cpv,2015,14.54
cpv,2016,14.06
cpv,2017,13.61
cpv,2018,11.84
cpv,2019,10.6
cri,1991,17.9
cri,1992,17.75
cri,1993,17.65
cri,1994,17.33
cri,1995,17.58
cri,1996,17.5
cri,1997,17.14
cri,1998,16.96
cri,1999,16.51
cri,2000,16.25
cri,2001,15.65
cri,2002,15.91
cri,2003,15.21
cri,2004,14.88
cri,2005,15.25
cri,2006,14.04
cri,2007,13.27
cri,2008,12.39
cri,2009,11.84
cri,2010,11.37
cri,2011,10.91
cri,2012,10.28
cri,2013,9.9
cri,2014,11.16
cri,2015,12.31
cri,2016,12.21
cri,2017,12.58
cri,2018,12.4
cri,2019,11.97
cub,1991,24.91
cub,1992,25.3
cub,1993,25.89
cub,1994,25.46
cub,1995,25.1
cub,1996,25.1
cub,1997,25.1
cub,1998,26.19
cub,1999,27.12
cub,2000,27.12
cub,2001,25.9
cub,2002,24.69
cub,2003,23.52
cub,2004,22.31
cub,2005,21.08
cub,2006,19.86
cub,2007,18.74
cub,2008,18.57
cub,2009,18.72
cub,2010,18.6
cub,2011,19.69
cub,2012,19.26
cub,2013,18.61
cub,2014,18.9
cub,2015,18.65
cub,2016,18.32
cub,2017,17.99
cub,2018,17.69
cub,2019,17.4
cyp,1991,12.63
cyp,1992,12.16
cyp,1993,11.87
cyp,1994,11.1
cyp,1995,10.82
cyp,1996,9.55
cyp,1997,8.34
cyp,1998,7.24
cyp,1999,6.25
cyp,2000,5.41
cyp,2001,4.84
cyp,2002,5.25
cyp,2003,5.19
cyp,2004,5.1
cyp,2005,4.74
cyp,2006,4.26
cyp,2007,4.39
cyp,2008,4.23
cyp,2009,3.93
cyp,2010,3.8
cyp,2011,3.83
cyp,2012,2.91
cyp,2013,3.11
cyp,2014,4.43
cyp,2015,4
cyp,2016,3.64
cyp,2017,2.53
cyp,2018,2.17
cyp,2019,2.41
cze,1991,8.18
cze,1992,8.08
cze,1993,7.8
cze,1994,6.95
cze,1995,6.64
cze,1996,6.22
cze,1997,5.79
cze,1998,5.55
cze,1999,5.31
cze,2000,5.22
cze,2001,4.87
cze,2002,4.9
cze,2003,4.51
cze,2004,4.45
cze,2005,3.98
cze,2006,3.76
cze,2007,3.58
cze,2008,3.17
cze,2009,3.12
cze,2010,3.1
cze,2011,2.99
cze,2012,3.05
cze,2013,3.03
cze,2014,2.75
cze,2015,2.93
cze,2016,2.9
cze,2017,2.8
cze,2018,2.8
cze,2019,2.66
deu,1991,3.48
deu,1992,3.4
deu,1993,3.35
deu,1994,3.26
deu,1995,3.17
deu,1996,2.94
deu,1997,2.94
deu,1998,2.78
deu,1999,2.87
deu,2000,2.64
deu,2001,2.62
deu,2002,2.49
deu,2003,2.43
deu,2004,2.36
deu,2005,2.37
deu,2006,2.27
deu,2007,2.26
deu,2008,1.79
deu,2009,1.68
deu,2010,1.65
deu,2011,1.65
deu,2012,1.56
deu,2013,1.45
deu,2014,1.43
deu,2015,1.39
deu,2016,1.31
deu,2017,1.28
deu,2018,1.25
deu,2019,1.21
dji,1991,41.16
dji,1992,41.06
dji,1993,41.1
dji,1994,40.98
dji,1995,40.94
dji,1996,40.95
dji,1997,40.87
dji,1998,40.73
dji,1999,40.39
dji,2000,40.08
dji,2001,39.6
dji,2002,38.97
dji,2003,38.31
dji,2004,37.65
dji,2005,36.94
dji,2006,36.1
dji,2007,35.23
dji,2008,34.3
dji,2009,33.64
dji,2010,32.82
dji,2011,31.83
dji,2012,30.99
dji,2013,30.15
dji,2014,29.19
dji,2015,28.21
dji,2016,27.29
dji,2017,26.45
dji,2018,25.47
dji,2019,24.55
dnk,1991,5.46
dnk,1992,5.27
dnk,1993,5.14
dnk,1994,5.05
dnk,1995,4.39
dnk,1996,3.88
dnk,1997,3.74
dnk,1998,3.71
dnk,1999,3.32
dnk,2000,3.67
dnk,2001,3.55
dnk,2002,3.21
dnk,2003,3.3
dnk,2004,3.27
dnk,2005,3.18
dnk,2006,3.09
dnk,2007,2.96
dnk,2008,2.71
dnk,2009,2.76
dnk,2010,2.54
dnk,2011,2.4
dnk,2012,2.64
dnk,2013,2.59
dnk,2014,2.48
dnk,2015,2.49
dnk,2016,2.33
dnk,2017,2.11
dnk,2018,2.19
dnk,2019,2.22
dom,1991,21.75
dom,1992,21.46
dom,1993,21.2
dom,1994,20.76
dom,1995,20.35
dom,1996,19.9
dom,1997,20.02
dom,1998,17.09
dom,1999,17.54
dom,2000,15.6
dom,2001,14.39
dom,2002,15.22
dom,2003,14.27
dom,2004,14.24
dom,2005,13.68
dom,2006,13.69
dom,2007,12.85
dom,2008,12.68
dom,2009,13.13
dom,2010,12.42
dom,2011,12.04
dom,2012,11.36
dom,2013,11.08
dom,2014,11.26
dom,2015,9.72
dom,2016,8.93
dom,2017,9.58
dom,2018,9.33
dom,2019,8.78
dza,1991,24.88
dza,1992,24.73
dza,1993,24.56
dza,1994,24.36
dza,1995,24.13
dza,1996,23.87
dza,1997,23.54
dza,1998,23.18
dza,1999,22.85
dza,2000,22.34
dza,2001,21.71
dza,2002,21.72
dza,2003,21.72
